회사명,거래소코드,회계년도,기계장치(IFRS연결,기계장치(IFRS),합계_기말인원
(주)초록뱀헬스케어,118000,Dec-11,,194629,45
(주)초록뱀헬스케어,118000,Dec-12,,199449,53
(주)초록뱀헬스케어,118000,Dec-13,161849,161849,32
(주)초록뱀헬스케어,118000,Dec-14,111045,111045,34
(주)초록뱀헬스케어,118000,Dec-15,111045,111045,51
(주)초록뱀헬스케어,118000,Dec-16,111045,111045,40
(주)초록뱀헬스케어,118000,Dec-17,111045,111045,28
(주)초록뱀헬스케어,118000,Dec-18,111045,111045,28
(주)초록뱀헬스케어,118000,Dec-19,0,0,22
(주)칩스앤미디어,94360,Dec-13,948749,948749,57
(주)칩스앤미디어,94360,Dec-14,664639,664639,57
(주)칩스앤미디어,94360,Dec-15,664639,664639,60
(주)칩스앤미디어,94360,Dec-16,664639,664639,66
(주)칩스앤미디어,94360,Dec-17,664639,664639,69
(주)칩스앤미디어,94360,Dec-18,664639,664639,66
(주)칩스앤미디어,94360,Dec-19,664639,664639,70
(주)카나리아바이오,16790,Dec-18,,8086279,81
(주)카나리아바이오,16790,Dec-19,,8566479,81
(주)카스,16920,Dec-11,5578837,4068482,341
(주)카스,16920,Dec-12,6645637,4218790,329
(주)카스,16920,Dec-13,5522525,4245640,385
(주)카스,16920,Dec-14,6927100,3456432,376
(주)카스,16920,Dec-15,7487986,3775447,367
(주)카스,16920,Dec-16,7100436,3400297,331
(주)카스,16920,Dec-17,7061819,3525471,314
(주)카스,16920,Dec-18,8181794,4606176,315
(주)카스,16920,Dec-19,10257826,6433867,354
(주)카이노스메드,284620,Dec-18,,,2
(주)카이노스메드,284620,Dec-19,,,2
(주)카카오,35720,Dec-17,251336880,231257055,2549
(주)카카오,35720,Dec-18,300936132,285025476,2705
(주)카카오,35720,Dec-19,336427308,317763387,2701
(주)카프로,6380,Dec-11,,289655231,354
(주)카프로,6380,Dec-12,,296426158,345
(주)카프로,6380,Dec-13,,301954420,330
(주)카프로,6380,Dec-14,,320824594,229
(주)카프로,6380,Dec-15,,320806319,230
(주)카프로,6380,Dec-16,,321944542,241
(주)카프로,6380,Dec-17,,329263283,250
(주)카프로,6380,Dec-18,,331951215,268
(주)카프로,6380,Dec-19,,335473563,275
(주)캐리소프트,317530,Dec-19,0,0,58
(주)캐스텍코리아,71850,Dec-14,107766524,49865808,327
(주)캐스텍코리아,71850,Dec-15,117929809,56684332,389
(주)캐스텍코리아,71850,Dec-16,129914138,57424995,372
(주)캐스텍코리아,71850,Dec-17,134409098,59095882,349
(주)캐스텍코리아,71850,Dec-18,138667835,58575703,326
(주)캐스텍코리아,71850,Dec-19,174301907,54727105,308
(주)캠시스,50110,Dec-11,17571560,797945,94
(주)캠시스,50110,Dec-12,23677666,1349780,122
(주)캠시스,50110,Dec-13,53579971,4029490,165
(주)캠시스,50110,Dec-14,61134699,3669450,209
(주)캠시스,50110,Dec-15,72012982,2992686,237
(주)캠시스,50110,Dec-16,75716166,3022634,196
(주)캠시스,50110,Dec-17,51167312,2994523,186
(주)캠시스,50110,Dec-18,65143562,3032506,235
(주)캠시스,50110,Dec-19,95284784,3446930,223
(주)컴투스,78340,Dec-11,0,0,404
(주)컴투스,78340,Dec-12,0,0,534
(주)컴투스,78340,Dec-13,0,0,541
(주)컴투스,78340,Dec-14,0,0,554
(주)컴투스,78340,Dec-15,0,0,699
(주)컴투스,78340,Dec-16,0,0,708
(주)컴투스,78340,Dec-17,0,0,797
(주)컴투스,78340,Dec-18,0,0,885
(주)컴투스,78340,Dec-19,0,0,940
(주)컴투스홀딩스,63080,Dec-11,527606,527606,143
(주)컴투스홀딩스,63080,Dec-12,600871,600871,178
(주)컴투스홀딩스,63080,Dec-13,1670551,1670551,219
(주)컴투스홀딩스,63080,Dec-14,4066927,4066927,239
(주)컴투스홀딩스,63080,Dec-15,6831625,6831625,286
(주)컴투스홀딩스,63080,Dec-16,8688205,723339,352
(주)컴투스홀딩스,63080,Dec-17,8873205,908339,419
(주)컴투스홀딩스,63080,Dec-18,8889945,925079,427
(주)컴투스홀딩스,63080,Dec-19,8943806,978941,399
(주)케스피온,79190,Dec-11,19726807,19726807,167
(주)케스피온,79190,Dec-12,27844504,27844504,183
(주)케스피온,79190,Dec-13,,37003950,227
(주)케스피온,79190,Dec-14,45170075,40325540,246
(주)케스피온,79190,Dec-15,46540497,42639912,281
(주)케스피온,79190,Dec-16,47513962,38185478,300
(주)케스피온,79190,Dec-17,48188493,34001093,245
(주)케스피온,79190,Dec-18,38330467,23736104,184
(주)케스피온,79190,Dec-19,37044354,21893132,303
(주)케어랩스,263700,Dec-18,0,0,167
(주)케어랩스,263700,Dec-19,0,0,176
(주)케어젠,214370,Dec-15,,3849033,94
(주)케어젠,214370,Dec-16,4334823,4334823,121
(주)케어젠,214370,Dec-17,4602154,4602154,138
(주)케어젠,214370,Dec-18,4945387,4945387,156
(주)케어젠,214370,Dec-19,5926033,5926033,171
(주)케이비지,318000,Dec-19,,7019513,55
(주)케이사인,192250,Dec-14,1433542,1433542,103
(주)케이사인,192250,Dec-15,1838848,1838848,100
(주)케이사인,192250,Dec-16,2068484,2066628,103
(주)케이사인,192250,Dec-17,2375498,2351048,90
(주)케이사인,192250,Dec-18,2605260,2480968,99
(주)케이사인,192250,Dec-19,2684623,2560331,86
(주)케이씨,29460,Dec-11,24610546,21103166,432
(주)케이씨,29460,Dec-12,28343406,24652086,398
(주)케이씨,29460,Dec-13,31386884,26032617,433
(주)케이씨,29460,Dec-14,37632666,30189067,476
(주)케이씨,29460,Dec-15,46089675,38473693,519
(주)케이씨,29460,Dec-16,62844066,53783696,570
(주)케이씨,29460,Dec-17,14200198,1139125,96
(주)케이씨,29460,Dec-18,18831922,3022361,103
(주)케이씨,29460,Dec-19,20554583,2738534,119
(주)케이씨씨,2380,Dec-11,323244359,242286842,4803
(주)케이씨씨,2380,Dec-12,478220634,402788380,4766
(주)케이씨씨,2380,Dec-13,2593096645,2426372351,4803
(주)케이씨씨,2380,Dec-14,361274103,307497925,4855
(주)케이씨씨,2380,Dec-15,2852054611,2733631043,5173
(주)케이씨씨,2380,Dec-16,2934479528,2817028222,5090
(주)케이씨씨,2380,Dec-17,2997601971,2887015158,5136
(주)케이씨씨,2380,Dec-18,3176520965,3047677149,5230
(주)케이씨씨,2380,Dec-19,381841480,342028418,5202
(주)케이씨씨건설,21320,Dec-11,12178161,9839937,1088
(주)케이씨씨건설,21320,Dec-12,24373197,22866471,1111
(주)케이씨씨건설,21320,Dec-13,23264821,22092082,1284
(주)케이씨씨건설,21320,Dec-14,10495312,10495312,953
(주)케이씨씨건설,21320,Dec-15,9708682,9708682,1072
(주)케이씨씨건설,21320,Dec-16,1233138,1233138,960
(주)케이씨씨건설,21320,Dec-17,36117,7097402,1007
(주)케이씨씨건설,21320,Dec-18,3343730,3343730,1003
(주)케이씨씨건설,21320,Dec-19,,0,971
(주)케이씨아이,36670,Dec-11,,16125250,86
(주)케이씨아이,36670,Dec-12,,18148293,97
(주)케이씨아이,36670,Dec-13,,20376437,117
(주)케이씨아이,36670,Dec-14,,21099555,116
(주)케이씨아이,36670,Dec-15,,21433503,115
(주)케이씨아이,36670,Dec-16,,22846997,120
(주)케이씨아이,36670,Dec-17,,23229701,127
(주)케이씨아이,36670,Dec-18,,25722810,148
(주)케이씨아이,36670,Dec-19,,28477752,155
(주)케이씨에스,115500,Dec-11,,370926,31
(주)케이씨에스,115500,Dec-12,,391956,32
(주)케이씨에스,115500,Dec-13,,395838,40
(주)케이씨에스,115500,Dec-14,,407456,46
(주)케이씨에스,115500,Dec-15,,480486,46
(주)케이씨에스,115500,Dec-16,,221791,52
(주)케이씨에스,115500,Dec-17,,258359,58
(주)케이씨에스,115500,Dec-18,,401931,59
(주)케이씨에스,115500,Dec-19,,472852,65
(주)케이씨텍,281820,Dec-17,,60516790,556
(주)케이씨텍,281820,Dec-18,,65079513,594
(주)케이씨텍,281820,Dec-19,,66855067,594
(주)케이씨티,89150,Dec-11,,0,70
(주)케이씨티,89150,Dec-12,,0,69
(주)케이씨티,89150,Dec-13,,0,82
(주)케이씨티,89150,Dec-14,,0,81
(주)케이씨티,89150,Dec-15,,0,68
(주)케이씨티,89150,Dec-16,,0,59
(주)케이씨티,89150,Dec-17,,0,57
(주)케이씨티,89150,Dec-18,,0,57
(주)케이씨티,89150,Dec-19,,0,57
(주)케이씨티시,9070,Dec-11,0,0,445
(주)케이씨티시,9070,Dec-12,0,0,464
(주)케이씨티시,9070,Dec-13,0,0,382
(주)케이씨티시,9070,Dec-14,0,0,372
(주)케이씨티시,9070,Dec-15,0,0,369
(주)케이씨티시,9070,Dec-16,0,0,357
(주)케이씨티시,9070,Dec-17,0,0,362
(주)케이씨티시,9070,Dec-18,0,0,384
(주)케이씨티시,9070,Dec-19,0,0,402
(주)케이씨피드,25880,Dec-11,8642176,8642176,78
(주)케이씨피드,25880,Dec-12,9025386,8973356,79
(주)케이씨피드,25880,Dec-13,17441297,9933391,76
(주)케이씨피드,25880,Dec-14,19363630,9945491,75
(주)케이씨피드,25880,Dec-15,19510496,9997691,65
(주)케이씨피드,25880,Dec-16,21008514,10088877,67
(주)케이씨피드,25880,Dec-17,21015814,21507735,93
(주)케이씨피드,25880,Dec-18,21030167,21030167,97
(주)케이씨피드,25880,Dec-19,21264074,21264074,92
(주)케이아이엔엑스,93320,Dec-11,0,0,56
(주)케이아이엔엑스,93320,Dec-12,0,0,78
(주)케이아이엔엑스,93320,Dec-13,0,0,76
(주)케이아이엔엑스,93320,Dec-14,0,0,86
(주)케이아이엔엑스,93320,Dec-15,0,0,92
(주)케이아이엔엑스,93320,Dec-16,0,0,96
(주)케이아이엔엑스,93320,Dec-17,0,0,108
(주)케이아이엔엑스,93320,Dec-18,0,0,115
(주)케이아이엔엑스,93320,Dec-19,0,0,120
(주)케이에스에스해운,44450,Dec-11,0,0,185
(주)케이에스에스해운,44450,Dec-12,0,0,191
(주)케이에스에스해운,44450,Dec-13,0,0,232
(주)케이에스에스해운,44450,Dec-14,,0,248
(주)케이에스에스해운,44450,Dec-15,0,0,292
(주)케이에스에스해운,44450,Dec-16,0,0,283
(주)케이에스에스해운,44450,Dec-17,0,0,329
(주)케이에스에스해운,44450,Dec-18,0,0,351
(주)케이에스에스해운,44450,Dec-19,0,0,337
(주)케이에스피,73010,Dec-11,,15949110,114
(주)케이에스피,73010,Dec-12,,17333005,103
(주)케이에스피,73010,Dec-13,,20934755,93
(주)케이에스피,73010,Dec-14,,21041306,114
(주)케이에스피,73010,Dec-15,,23990744,131
(주)케이에스피,73010,Dec-16,,23733085,90
(주)케이에스피,73010,Dec-17,,23246385,83
(주)케이에스피,73010,Dec-18,,19756817,69
(주)케이에스피,73010,Dec-19,,20044887,58
(주)케이에이치바텍,60720,Dec-11,40725041,14713113,520
(주)케이에이치바텍,60720,Dec-12,104681883,39832007,536
(주)케이에이치바텍,60720,Dec-13,127315723,43507091,547
(주)케이에이치바텍,60720,Dec-14,149401593,59539455,549
(주)케이에이치바텍,60720,Dec-15,181886276,84150999,591
(주)케이에이치바텍,60720,Dec-16,167892169,72558558,367
(주)케이에이치바텍,60720,Dec-17,133941450,49657475,226
(주)케이에이치바텍,60720,Dec-18,47715947,150,101
(주)케이에이치바텍,60720,Dec-19,54512821,4738,66
(주)케이에이치필룩스,33180,Dec-11,10297461,1013153,141
(주)케이에이치필룩스,33180,Dec-12,10705056,1343853,142
(주)케이에이치필룩스,33180,Dec-13,11347091,1451853,134
(주)케이에이치필룩스,33180,Dec-14,12698546,1488854,144
(주)케이에이치필룩스,33180,Dec-15,14210805,1488854,139
(주)케이에이치필룩스,33180,Dec-16,14535879,1488854,142
(주)케이에이치필룩스,33180,Dec-17,14547590,1819062,163
(주)케이에이치필룩스,33180,Dec-18,12685204,1958581,143
(주)케이에이치필룩스,33180,Dec-19,12442728,1687914,144
(주)케이엑스이노베이션,122450,Dec-11,13631052,13517810,87
(주)케이엑스이노베이션,122450,Dec-12,17048090,16176057,91
(주)케이엑스이노베이션,122450,Dec-13,25075210,16991524,98
(주)케이엑스이노베이션,122450,Dec-14,26255020,17442856,80
(주)케이엑스이노베이션,122450,Dec-15,25901058,18953457,102
(주)케이엑스이노베이션,122450,Dec-16,62289245,20299236,99
(주)케이엑스이노베이션,122450,Dec-17,60655187,20678897,82
(주)케이엑스이노베이션,122450,Dec-18,61691456,21594531,79
(주)케이엑스이노베이션,122450,Dec-19,64022445,22502704,84
(주)케이엑스하이텍,52900,Dec-11,31883672,30457890,295
(주)케이엑스하이텍,52900,Dec-12,32822247,7835373,216
(주)케이엑스하이텍,52900,Dec-13,35443796,9447194,196
(주)케이엑스하이텍,52900,Dec-14,29747681,26922646,194
(주)케이엑스하이텍,52900,Dec-15,30035756,27210673,174
(주)케이엑스하이텍,52900,Dec-16,32039565,28370066,178
(주)케이엑스하이텍,52900,Dec-17,32516912,28397719,152
(주)케이엑스하이텍,52900,Dec-18,32190587,27857421,158
(주)케이엑스하이텍,52900,Dec-19,32902849,28347873,159
(주)케이엔더블유,105330,Dec-11,10899565,9722183,136
(주)케이엔더블유,105330,Dec-12,12170183,10860083,117
(주)케이엔더블유,105330,Dec-13,14029997,12117148,131
(주)케이엔더블유,105330,Dec-14,14789963,12596691,136
(주)케이엔더블유,105330,Dec-15,17179948,13666651,138
(주)케이엔더블유,105330,Dec-16,18163360,13757321,101
(주)케이엔더블유,105330,Dec-17,19884315,13757321,101
(주)케이엔더블유,105330,Dec-18,19927875,13690931,86
(주)케이엔더블유,105330,Dec-19,20458116,13551931,73
(주)케이엔엔,58400,Dec-11,0,0,149
(주)케이엔엔,58400,Dec-12,0,0,150
(주)케이엔엔,58400,Dec-13,0,0,146
(주)케이엔엔,58400,Dec-14,0,0,134
(주)케이엔엔,58400,Dec-15,0,0,132
(주)케이엔엔,58400,Dec-16,0,0,129
(주)케이엔엔,58400,Dec-17,0,0,128
(주)케이엔엔,58400,Dec-18,0,0,134
(주)케이엔엔,58400,Dec-19,0,0,139
(주)케이엔제이,272110,Dec-19,13049578,13049578,142
(주)케이엘넷,39420,Dec-11,,0,174
(주)케이엘넷,39420,Dec-12,,0,180
(주)케이엘넷,39420,Dec-13,0,0,181
(주)케이엘넷,39420,Dec-14,0,0,157
(주)케이엘넷,39420,Dec-15,0,0,147
(주)케이엘넷,39420,Dec-16,0,0,165
(주)케이엘넷,39420,Dec-17,0,0,182
(주)케이엘넷,39420,Dec-18,0,0,159
(주)케이엘넷,39420,Dec-19,0,0,177
(주)케이엠,83550,Dec-11,4312074,1557921,287
(주)케이엠,83550,Dec-12,6310620,12206582,268
(주)케이엠,83550,Dec-13,5176991,12822573,254
(주)케이엠,83550,Dec-14,5024293,13506615,245
(주)케이엠,83550,Dec-15,20380372,14010856,189
(주)케이엠,83550,Dec-16,19748765,15570193,184
(주)케이엠,83550,Dec-17,21072913,17034547,202
(주)케이엠,83550,Dec-18,22962121,18927514,254
(주)케이엠,83550,Dec-19,24938163,20689045,266
(주)케이엠더블유,32500,Dec-11,42406072,30936839,395
(주)케이엠더블유,32500,Dec-12,49113411,37538818,527
(주)케이엠더블유,32500,Dec-13,54827429,41272849,619
(주)케이엠더블유,32500,Dec-14,67213477,51576548,887
(주)케이엠더블유,32500,Dec-15,75825919,59030747,857
(주)케이엠더블유,32500,Dec-16,78445423,59714042,483
(주)케이엠더블유,32500,Dec-17,77754446,42785016,322
(주)케이엠더블유,32500,Dec-18,91749605,46552654,346
(주)케이엠더블유,32500,Dec-19,99776045,52562904,379
(주)케이이씨,92220,Dec-11,100150021,53678032,773
(주)케이이씨,92220,Dec-12,91501869,58972518,718
(주)케이이씨,92220,Dec-13,69194057,48969244,677
(주)케이이씨,92220,Dec-14,52322097,37289630,665
(주)케이이씨,92220,Dec-15,36971797,22533589,627
(주)케이이씨,92220,Dec-16,40512155,20542646,626
(주)케이이씨,92220,Dec-17,33464020,14243681,606
(주)케이이씨,92220,Dec-18,26390972,8278557,605
(주)케이이씨,92220,Dec-19,20605903,2280719,627
(주)케이지모빌리언스,46440,Dec-11,0,0,91
(주)케이지모빌리언스,46440,Dec-12,0,0,165
(주)케이지모빌리언스,46440,Dec-13,0,0,127
(주)케이지모빌리언스,46440,Dec-14,,0,152
(주)케이지모빌리언스,46440,Dec-15,,0,136
(주)케이지모빌리언스,46440,Dec-16,0,0,179
(주)케이지모빌리언스,46440,Dec-17,367155,0,145
(주)케이지모빌리언스,46440,Dec-18,367155,0,147
(주)케이지모빌리언스,46440,Dec-19,0,0,139
(주)케이지이니시스,35600,Dec-11,5443095,5443095,174
(주)케이지이니시스,35600,Dec-12,,5325691,194
(주)케이지이니시스,35600,Dec-13,13611212,5671511,217
(주)케이지이니시스,35600,Dec-14,14211656,14211656,211
(주)케이지이니시스,35600,Dec-15,25976943,6357933,213
(주)케이지이니시스,35600,Dec-16,23992129,10434056,210
(주)케이지이니시스,35600,Dec-17,30767372,10570854,200
(주)케이지이니시스,35600,Dec-18,28885071,10640352,218
(주)케이지이니시스,35600,Dec-19,24467452,7346132,206
(주)케이티,30200,Dec-11,33455278000,0,31981
(주)케이티,30200,Dec-12,32144952000,0,32186
(주)케이티,30200,Dec-13,32103084000,0,32451
(주)케이티,30200,Dec-14,33390640000,0,23371
(주)케이티,30200,Dec-15,34388584000,0,23531
(주)케이티,30200,Dec-16,9260185000,0,23575
(주)케이티,30200,Dec-17,9060809000,0,23817
(주)케이티,30200,Dec-18,8475016000,0,23835
(주)케이티,30200,Dec-19,37654635000,0,23372
(주)케이티서브마린,60370,Dec-11,,28742096,51
(주)케이티서브마린,60370,Dec-12,,39181254,64
(주)케이티서브마린,60370,Dec-13,,38592942,68
(주)케이티서브마린,60370,Dec-14,,39823580,68
(주)케이티서브마린,60370,Dec-15,,55044863,70
(주)케이티서브마린,60370,Dec-16,,59748963,72
(주)케이티서브마린,60370,Dec-17,,60010964,77
(주)케이티서브마린,60370,Dec-18,,60416048,75
(주)케이티서브마린,60370,Dec-19,,60494996,67
(주)케이티스카이라이프,53210,Dec-11,45309395,42816494,286
(주)케이티스카이라이프,53210,Dec-12,38609124,36213013,290
(주)케이티스카이라이프,53210,Dec-13,253158345,251191949,298
(주)케이티스카이라이프,53210,Dec-14,143758980,139461820,308
(주)케이티스카이라이프,53210,Dec-15,163351999,157516065,329
(주)케이티스카이라이프,53210,Dec-16,159386706,151191463,320
(주)케이티스카이라이프,53210,Dec-17,165173882,156989369,333
(주)케이티스카이라이프,53210,Dec-18,173506457,165623136,351
(주)케이티스카이라이프,53210,Dec-19,172781781,162953205,356
(주)케이티씨에스,58850,Dec-11,,5098796,8902
(주)케이티씨에스,58850,Dec-12,,5252266,9838
(주)케이티씨에스,58850,Dec-13,,5327903,10167
(주)케이티씨에스,58850,Dec-14,6056710,4887171,10968
(주)케이티씨에스,58850,Dec-15,5303133,4019195,10832
(주)케이티씨에스,58850,Dec-16,5605124,3196471,10221
(주)케이티씨에스,58850,Dec-17,6400704,3402619,9633
(주)케이티씨에스,58850,Dec-18,5617462,3516758,9951
(주)케이티씨에스,58850,Dec-19,4224535,2142251,8985
(주)케이티아이에스,58860,Dec-11,,13028652,8013
(주)케이티아이에스,58860,Dec-12,,13495918,9197
(주)케이티아이에스,58860,Dec-13,,6858990,9648
(주)케이티아이에스,58860,Dec-14,,7067123,10205
(주)케이티아이에스,58860,Dec-15,,7244018,9852
(주)케이티아이에스,58860,Dec-16,,5032030,9166
(주)케이티아이에스,58860,Dec-17,,5032030,8353
(주)케이티아이에스,58860,Dec-18,,5292000,8529
(주)케이티아이에스,58860,Dec-19,,5526028,8147
(주)케이티알파,36030,Dec-11,34898501,33783662,563
(주)케이티알파,36030,Dec-12,36253410,35129571,523
(주)케이티알파,36030,Dec-13,21495113,20326475,356
(주)케이티알파,36030,Dec-14,,20764434,345
(주)케이티알파,36030,Dec-15,,19406032,543
(주)케이티알파,36030,Dec-16,,20034107,589
(주)케이티알파,36030,Dec-17,,26339917,603
(주)케이티알파,36030,Dec-18,,27436028,624
(주)케이티알파,36030,Dec-19,,28984131,656
(주)케이티앤지,33780,Dec-11,1040904000,846600000,4313
(주)케이티앤지,33780,Dec-12,1120416000,911778000,4313
(주)케이티앤지,33780,Dec-13,1166373000,940615000,4235
(주)케이티앤지,33780,Dec-14,1211365000,972679000,4158
(주)케이티앤지,33780,Dec-15,1265494000,991848000,4102
(주)케이티앤지,33780,Dec-16,1312285000,1023827000,4145
(주)케이티앤지,33780,Dec-17,1313901005,986214208,4295
(주)케이티앤지,33780,Dec-18,1364906337,989507000,4433
(주)케이티앤지,33780,Dec-19,1499540294,1091126197,4623
(주)케이프,64820,Dec-11,,34393414,113
(주)케이프,64820,Dec-12,34654346,34654346,113
(주)케이프,64820,Dec-13,34864246,34864246,97
(주)케이프,64820,Dec-14,35834246,35834246,122
(주)케이프,64820,Dec-15,36165906,36165906,131
(주)케이프,64820,Dec-16,36176795,36176795,133
(주)케이프,64820,Dec-17,36206795,36206795,131
(주)케이프,64820,Dec-18,36380197,36380197,155
(주)케이프,64820,Dec-19,37190894,37190894,180
(주)케이피에스,256940,Dec-17,,1197621,77
(주)케이피에스,256940,Dec-18,1437621,1437621,99
(주)케이피에스,256940,Dec-19,1437621,1437621,87
(주)케이피에프,24880,Dec-11,25745988,20491838,294
(주)케이피에프,24880,Dec-12,42669950,26318321,342
(주)케이피에프,24880,Dec-13,48309454,25162267,398
(주)케이피에프,24880,Dec-14,54024312,36478970,433
(주)케이피에프,24880,Dec-15,52545887,32165627,432
(주)케이피에프,24880,Dec-16,61966592,39770984,447
(주)케이피에프,24880,Dec-17,56633664,38037256,442
(주)케이피에프,24880,Dec-18,50152601,32704740,494
(주)케이피에프,24880,Dec-19,46993304,28545198,491
(주)케이피엠테크,42040,Dec-11,7657912,5170813,107
(주)케이피엠테크,42040,Dec-12,9645086,4202421,80
(주)케이피엠테크,42040,Dec-13,10639334,9919334,66
(주)케이피엠테크,42040,Dec-14,10165183,9445184,80
(주)케이피엠테크,42040,Dec-15,10251034,9531034,84
(주)케이피엠테크,42040,Dec-16,10403584,9683584,74
(주)케이피엠테크,42040,Dec-17,10336186,9610823,63
(주)케이피엠테크,42040,Dec-18,15057022,9685822,55
(주)케이피엠테크,42040,Dec-19,11533023,9717206,70
(주)케이피티유,54410,Dec-11,8854106,8854106,59
(주)케이피티유,54410,Dec-12,9332605,9332605,63
(주)케이피티유,54410,Dec-13,,9569108,81
(주)케이피티유,54410,Dec-14,,10880818,82
(주)케이피티유,54410,Dec-15,,11288376,82
(주)케이피티유,54410,Dec-16,,11389876,63
(주)케이피티유,54410,Dec-17,13787380,10356062,59
(주)케이피티유,54410,Dec-18,11492082,11492082,66
(주)케이피티유,54410,Dec-19,,11520582,59
(주)케일럼,258610,Dec-17,,3186783,25
(주)케일럼,258610,Dec-18,3630783,3630783,29
(주)케일럼,258610,Dec-19,5527313,5527313,29
(주)켐온,217600,Dec-15,,,
(주)켐온,217600,Dec-16,,,
(주)켐온,217600,Dec-17,,0,167
(주)켐온,217600,Dec-18,,0,190
(주)켐온,217600,Dec-19,,0,199
(주)켐트로닉스,89010,Dec-11,29645957,17168597,253
(주)켐트로닉스,89010,Dec-12,33934838,20762811,283
(주)켐트로닉스,89010,Dec-13,57837479,41502594,350
(주)켐트로닉스,89010,Dec-14,65258364,48537351,347
(주)켐트로닉스,89010,Dec-15,63665902,51056594,307
(주)켐트로닉스,89010,Dec-16,75323686,55039498,297
(주)켐트로닉스,89010,Dec-17,80362660,57289643,307
(주)켐트로닉스,89010,Dec-18,82941756,58271359,357
(주)켐트로닉스,89010,Dec-19,102379688,68309901,413
(주)켐트로스,220260,Dec-15,,,
(주)켐트로스,220260,Dec-16,,,
(주)켐트로스,220260,Dec-17,,7788064,106
(주)켐트로스,220260,Dec-18,,11234705,123
(주)켐트로스,220260,Dec-19,,11824755,131
(주)코다코,46070,Dec-11,,57928826,265
(주)코다코,46070,Dec-12,,72401395,300
(주)코다코,46070,Dec-13,93202634,86574246,355
(주)코다코,46070,Dec-14,116683757,109391370,348
(주)코다코,46070,Dec-15,146253055,138412355,365
(주)코다코,46070,Dec-16,170033388,159513626,369
(주)코다코,46070,Dec-17,193620585,166170169,358
(주)코다코,46070,Dec-18,214896541,172787269,343
(주)코다코,46070,Dec-19,217587461,156387594,316
(주)코데즈컴바인,47770,Dec-11,3817,3817,890
(주)코데즈컴바인,47770,Dec-12,0,0,695
(주)코데즈컴바인,47770,Dec-13,0,0,616
(주)코데즈컴바인,47770,Dec-14,0,0,468
(주)코데즈컴바인,47770,Dec-15,0,0,23
(주)코데즈컴바인,47770,Dec-16,0,0,24
(주)코데즈컴바인,47770,Dec-17,0,0,37
(주)코데즈컴바인,47770,Dec-18,0,0,49
(주)코데즈컴바인,47770,Dec-19,0,0,59
(주)코디,80530,Dec-11,,2238213,117
(주)코디,80530,Dec-12,2349295,2130781,93
(주)코디,80530,Dec-13,2349295,2130781,84
(주)코디,80530,Dec-14,2392595,2130781,68
(주)코디,80530,Dec-15,1807882,1528723,41
(주)코디,80530,Dec-16,2476092,2067536,162
(주)코디,80530,Dec-17,2885207,2442336,121
(주)코디,80530,Dec-18,7449403,5284421,100
(주)코디,80530,Dec-19,8149458,4282062,85
(주)코디엠,224060,Dec-15,,222504,75
(주)코디엠,224060,Dec-16,337467,222504,98
(주)코디엠,224060,Dec-17,573295,129004,92
(주)코디엠,224060,Dec-18,483334,310582,80
(주)코디엠,224060,Dec-19,389322,389321,56
(주)코렌텍,104540,Dec-13,5604646,5604646,117
(주)코렌텍,104540,Dec-14,5749037,5749037,130
(주)코렌텍,104540,Dec-15,6105156,6105156,167
(주)코렌텍,104540,Dec-16,7039852,7039852,151
(주)코렌텍,104540,Dec-17,8541370,8541370,170
(주)코렌텍,104540,Dec-18,9184791,9184791,136
(주)코렌텍,104540,Dec-19,5867585,5867585,140
(주)코리아나화장품,27050,Dec-11,0,0,331
(주)코리아나화장품,27050,Dec-12,0,0,344
(주)코리아나화장품,27050,Dec-13,0,0,344
(주)코리아나화장품,27050,Dec-14,0,0,331
(주)코리아나화장품,27050,Dec-15,0,0,360
(주)코리아나화장품,27050,Dec-16,0,0,363
(주)코리아나화장품,27050,Dec-17,12335462,9527054,344
(주)코리아나화장품,27050,Dec-18,12389552,9527054,310
(주)코리아나화장품,27050,Dec-19,12762279,9697454,280
(주)코리아센터,290510,Dec-19,3620094,1127948,421
(주)코리아써키트,7810,Dec-11,236964959,213370973,433
(주)코리아써키트,7810,Dec-12,261046548,239258145,489
(주)코리아써키트,7810,Dec-13,296790122,266966830,538
(주)코리아써키트,7810,Dec-14,178852097,146588870,520
(주)코리아써키트,7810,Dec-15,213239608,180632581,584
(주)코리아써키트,7810,Dec-16,226937197,193559673,596
(주)코리아써키트,7810,Dec-17,264606348,230300019,705
(주)코리아써키트,7810,Dec-18,268511846,233885818,597
(주)코리아써키트,7810,Dec-19,270511712,235910685,528
(주)코리아에스이,101670,Dec-11,,1784453,55
(주)코리아에스이,101670,Dec-12,,1784453,53
(주)코리아에스이,101670,Dec-13,,1784453,49
(주)코리아에스이,101670,Dec-14,,1829453,51
(주)코리아에스이,101670,Dec-15,,2540444,47
(주)코리아에스이,101670,Dec-16,,2543386,52
(주)코리아에스이,101670,Dec-17,12352499,2545886,51
(주)코리아에스이,101670,Dec-18,12639649,2548386,54
(주)코리아에스이,101670,Dec-19,12270433,2457318,55
(주)코맥스,36690,Dec-11,1359193,1359193,158
(주)코맥스,36690,Dec-12,1359193,1359193,166
(주)코맥스,36690,Dec-13,1393073,1393073,185
(주)코맥스,36690,Dec-14,1393073,1393073,193
(주)코맥스,36690,Dec-15,1503873,1503873,193
