회사명,거래소코드,회계년도,기계장치(IFRS연결,기계장치(IFRS),합계_기말인원
(주)모다이노칩,80420,Dec-15,102961504,100307556,477
(주)모다이노칩,80420,Dec-16,108555386,105644221,620
(주)모다이노칩,80420,Dec-17,116596477,112315687,649
(주)모다이노칩,80420,Dec-18,117365540,113016042,689
(주)모다이노칩,80420,Dec-19,111213896,109344218,630
(주)모두투어네트워크,80160,Dec-11,0,0,941
(주)모두투어네트워크,80160,Dec-12,12418,5782,930
(주)모두투어네트워크,80160,Dec-13,416961,409866,985
(주)모두투어네트워크,80160,Dec-14,420131,413036,1055
(주)모두투어네트워크,80160,Dec-15,436131,413036,1184
(주)모두투어네트워크,80160,Dec-16,444322,413036,1221
(주)모두투어네트워크,80160,Dec-17,548604,478036,1251
(주)모두투어네트워크,80160,Dec-18,632691,0,1237
(주)모두투어네트워크,80160,Dec-19,673274,0,1158
(주)모바일리더,100030,Dec-11,,0,131
(주)모바일리더,100030,Dec-12,0,0,132
(주)모바일리더,100030,Dec-13,0,0,135
(주)모바일리더,100030,Dec-14,0,0,99
(주)모바일리더,100030,Dec-15,0,0,78
(주)모바일리더,100030,Dec-16,0,0,72
(주)모바일리더,100030,Dec-17,0,0,74
(주)모바일리더,100030,Dec-18,0,0,79
(주)모바일리더,100030,Dec-19,0,0,66
(주)모베이스,101330,Dec-11,43006999,18327666,241
(주)모베이스,101330,Dec-12,47511474,19149418,223
(주)모베이스,101330,Dec-13,71311115,19227784,241
(주)모베이스,101330,Dec-14,71643579,18500145,171
(주)모베이스,101330,Dec-15,70058840,18540645,230
(주)모베이스,101330,Dec-16,88888587,15644584,112
(주)모베이스,101330,Dec-17,79640659,10992574,136
(주)모베이스,101330,Dec-18,113502121,11343568,114
(주)모베이스,101330,Dec-19,436766613,10419181,44
(주)모베이스전자,12860,Dec-11,136944355,116073470,1047
(주)모베이스전자,12860,Dec-12,164518822,132945210,1055
(주)모베이스전자,12860,Dec-13,188094598,153859602,1157
(주)모베이스전자,12860,Dec-14,199122379,159185102,1215
(주)모베이스전자,12860,Dec-15,227842676,181064221,1208
(주)모베이스전자,12860,Dec-16,255745354,220349189,1354
(주)모베이스전자,12860,Dec-17,273147861,235081265,1370
(주)모베이스전자,12860,Dec-18,286216551,242557914,1312
(주)모베이스전자,12860,Dec-19,303637761,250314236,1202
(주)모비스,250060,Dec-16,,,19
(주)모비스,250060,Dec-17,,0,24
(주)모비스,250060,Dec-18,0,0,24
(주)모비스,250060,Dec-19,29404,0,28
(주)모토닉,9680,Dec-11,68478432,43669890,274
(주)모토닉,9680,Dec-12,72451538,47056946,267
(주)모토닉,9680,Dec-13,78529904,53797880,292
(주)모토닉,9680,Dec-14,89775287,70570630,442
(주)모토닉,9680,Dec-15,98463107,80449294,411
(주)모토닉,9680,Dec-16,105828669,88421517,331
(주)모토닉,9680,Dec-17,103199802,88480335,286
(주)모토닉,9680,Dec-18,102331671,89942794,285
(주)모토닉,9680,Dec-19,96843311,95102536,278
(주)모헨즈,6920,Dec-11,16395671,4483944,68
(주)모헨즈,6920,Dec-12,17201551,4511734,70
(주)모헨즈,6920,Dec-13,17815914,4758702,70
(주)모헨즈,6920,Dec-14,19240553,4900923,74
(주)모헨즈,6920,Dec-15,19766113,5295784,74
(주)모헨즈,6920,Dec-16,20186415,5601087,81
(주)모헨즈,6920,Dec-17,20290948,5683037,75
(주)모헨즈,6920,Dec-18,16608542,6111380,74
(주)모헨즈,6920,Dec-19,16791009,6254627,71
(주)무학,33920,Dec-11,54770426,53663950,520
(주)무학,33920,Dec-12,59750525,58099739,343
(주)무학,33920,Dec-13,95800965,94147608,358
(주)무학,33920,Dec-14,93950290,92273489,464
(주)무학,33920,Dec-15,107019356,105109212,534
(주)무학,33920,Dec-16,112606110,110748189,740
(주)무학,33920,Dec-17,119847289,115578086,649
(주)무학,33920,Dec-18,120632990,116256330,633
(주)무학,33920,Dec-19,122032367,117167596,630
(주)미래생명자원,218150,Dec-15,,,2
(주)미래생명자원,218150,Dec-16,,,2
(주)미래생명자원,218150,Dec-17,1254222,1254222,37
(주)미래생명자원,218150,Dec-18,2420763,2420763,33
(주)미래생명자원,218150,Dec-19,2569238,2569238,37
(주)미래아이앤지,7120,Dec-11,52089,52089,81
(주)미래아이앤지,7120,Dec-12,52089,52089,108
(주)미래아이앤지,7120,Dec-13,2004230,1992015,81
(주)미래아이앤지,7120,Dec-14,2032619,2020404,55
(주)미래아이앤지,7120,Dec-15,1808619,1796404,51
(주)미래아이앤지,7120,Dec-16,1796404,1796404,48
(주)미래아이앤지,7120,Dec-17,1743745,1743745,38
(주)미래아이앤지,7120,Dec-18,399375,399375,44
(주)미래아이앤지,7120,Dec-19,399375,399375,31
(주)미래컴퍼니,49950,Dec-11,3590315,762848,192
(주)미래컴퍼니,49950,Dec-12,3590315,762848,256
(주)미래컴퍼니,49950,Dec-13,3590315,762848,252
(주)미래컴퍼니,49950,Dec-14,3590315,762848,232
(주)미래컴퍼니,49950,Dec-15,3680685,767718,245
(주)미래컴퍼니,49950,Dec-16,3770685,857718,254
(주)미래컴퍼니,49950,Dec-17,3770685,857718,288
(주)미래컴퍼니,49950,Dec-18,3770685,857718,318
(주)미래컴퍼니,49950,Dec-19,3770685,857718,329
(주)미코,59090,Dec-11,50667047,17378958,685
(주)미코,59090,Dec-12,53719154,24065310,705
(주)미코,59090,Dec-13,54229806,17589557,239
(주)미코,59090,Dec-14,57584883,24843161,203
(주)미코,59090,Dec-15,49332219,24507499,231
(주)미코,59090,Dec-16,52544101,26429008,263
(주)미코,59090,Dec-17,67118469,33621810,328
(주)미코,59090,Dec-18,80910298,39060777,357
(주)미코,59090,Dec-19,101612742,41146208,414
(주)미투온,201490,Dec-16,0,0,58
(주)미투온,201490,Dec-17,0,0,64
(주)미투온,201490,Dec-18,0,0,63
(주)미투온,201490,Dec-19,0,0,51
(주)바른손,18700,Mar-11,8302259,8302259,804
(주)바른손,18700,Mar-12,7965228,7965228,776
(주)바른손,18700,Mar-13,7545216,7545216,729
(주)바른손,18700,Mar-14,7338951,7338901,544
(주)바른손,18700,Mar-15,3110987,2559522,248
(주)바른손,18700,Mar-16,634773,384275,196
(주)바른손,18700,Mar-17,143986,143986,37
(주)바른손,18700,Mar-18,144936,144936,71
(주)바른손,18700,Mar-19,144936,144936,182
(주)바른손이앤에이,35620,Dec-11,0,0,192
(주)바른손이앤에이,35620,Dec-12,0,0,161
(주)바른손이앤에이,35620,Dec-13,0,0,146
(주)바른손이앤에이,35620,Dec-14,0,0,178
(주)바른손이앤에이,35620,Dec-15,0,0,40
(주)바른손이앤에이,35620,Dec-16,0,0,25
(주)바른손이앤에이,35620,Dec-17,0,0,29
(주)바른손이앤에이,35620,Dec-18,0,0,34
(주)바른손이앤에이,35620,Dec-19,0,0,45
(주)바른전자,64520,Dec-11,9895235,9895235,227
(주)바른전자,64520,Dec-12,10292643,10292643,262
(주)바른전자,64520,Dec-13,11507004,11507004,261
(주)바른전자,64520,Dec-14,,10877920,235
(주)바른전자,64520,Dec-15,8269876,8269877,399
(주)바른전자,64520,Dec-16,6361549,6361549,362
(주)바른전자,64520,Dec-17,4972617,4972617,350
(주)바른전자,64520,Dec-18,2875546,2875546,349
(주)바른전자,64520,Dec-19,1826021,1826021,152
(주)바이넥스,53030,Dec-11,14870063,14870063,292
(주)바이넥스,53030,Dec-12,15544823,15544823,319
(주)바이넥스,53030,Dec-13,17351813,17351813,301
(주)바이넥스,53030,Dec-14,,17716699,318
(주)바이넥스,53030,Dec-15,,19963786,347
(주)바이넥스,53030,Dec-16,54381737,54381737,390
(주)바이넥스,53030,Dec-17,55358461,55358461,398
(주)바이넥스,53030,Dec-18,57095225,57095225,443
(주)바이넥스,53030,Dec-19,58881844,58881844,488
(주)바이오니아,64550,Dec-11,10896433,8420406,305
(주)바이오니아,64550,Dec-12,9209983,9119601,279
(주)바이오니아,64550,Dec-13,9459200,9366931,284
(주)바이오니아,64550,Dec-14,9681263,9585156,285
(주)바이오니아,64550,Dec-15,9746607,9739333,275
(주)바이오니아,64550,Dec-16,10206129,10143377,336
(주)바이오니아,64550,Dec-17,10815256,10753042,356
(주)바이오니아,64550,Dec-18,11072899,11007974,380
(주)바이오니아,64550,Dec-19,11664467,11575865,377
(주)바이오로그디바이스,208710,Dec-14,,,3
(주)바이오로그디바이스,208710,Dec-15,15920699,1044193,34
(주)바이오로그디바이스,208710,Dec-16,22762473,958278,39
(주)바이오로그디바이스,208710,Dec-17,26091138,967404,45
(주)바이오로그디바이스,208710,Dec-18,26949119,1047233,49
(주)바이오로그디바이스,208710,Dec-19,30417530,516133,49
(주)바이오솔루션,86820,Dec-18,,3510444,61
(주)바이오솔루션,86820,Dec-19,,4511174,70
(주)바이오스마트,38460,Dec-11,2098408,2037819,150
(주)바이오스마트,38460,Dec-12,1671971,1638474,149
(주)바이오스마트,38460,Dec-13,1251101,1229516,138
(주)바이오스마트,38460,Dec-14,1118120,1103763,141
(주)바이오스마트,38460,Dec-15,1951171,2165897,139
(주)바이오스마트,38460,Dec-16,2224678,1950023,149
(주)바이오스마트,38460,Dec-17,4525983,2298223,158
(주)바이오스마트,38460,Dec-18,5392147,1706184,165
(주)바이오스마트,38460,Dec-19,6351482,2532809,167
(주)바이오톡스텍,86040,Dec-11,1209842,1132148,170
(주)바이오톡스텍,86040,Dec-12,2809498,2004255,177
(주)바이오톡스텍,86040,Dec-13,3251398,2446155,167
(주)바이오톡스텍,86040,Dec-14,3251398,2446155,174
(주)바이오톡스텍,86040,Dec-15,3323398,2518155,176
(주)바이오톡스텍,86040,Dec-16,1585666,1003181,179
(주)바이오톡스텍,86040,Dec-17,4659613,2689155,192
(주)바이오톡스텍,86040,Dec-18,4799582,2735105,191
(주)바이오톡스텍,86040,Dec-19,4556082,2755605,208
(주)바텍,43150,Dec-11,1505430,253753,195
(주)바텍,43150,Dec-12,8769952,867750,263
(주)바텍,43150,Dec-13,9192863,874314,518
(주)바텍,43150,Dec-14,11942212,1278814,512
(주)바텍,43150,Dec-15,14086243,667607,553
(주)바텍,43150,Dec-16,16239219,1698317,573
(주)바텍,43150,Dec-17,3333685,3267947,254
(주)바텍,43150,Dec-18,3491796,3431077,342
(주)바텍,43150,Dec-19,5984513,4454157,390
(주)배럴,267790,Dec-18,29090,29090,110
(주)배럴,267790,Dec-19,745354,745354,108
(주)백금티앤에이,46310,Dec-11,4655435,54064,62
(주)백금티앤에이,46310,Dec-12,4709771,0,58
(주)백금티앤에이,46310,Dec-13,5456501,0,59
(주)백금티앤에이,46310,Dec-14,5935007,0,48
(주)백금티앤에이,46310,Dec-15,2469967,0,46
(주)백금티앤에이,46310,Dec-16,2700695,0,42
(주)백금티앤에이,46310,Dec-17,2568272,0,44
(주)백금티앤에이,46310,Dec-18,2438695,0,58
(주)백금티앤에이,46310,Dec-19,2851765,0,58
(주)백산,35150,Dec-11,56059645,35278308,318
(주)백산,35150,Dec-12,56204075,35227768,281
(주)백산,35150,Dec-13,54562960,35128607,283
(주)백산,35150,Dec-14,55604775,33170791,242
(주)백산,35150,Dec-15,57308954,31067801,244
(주)백산,35150,Dec-16,60896184,31251582,258
(주)백산,35150,Dec-17,51738003,31256782,263
(주)백산,35150,Dec-18,60957270,31256782,233
(주)백산,35150,Dec-19,68331875,33864424,258
(주)버킷스튜디오,66410,Dec-11,,224850,79
(주)버킷스튜디오,66410,Dec-12,,224850,51
(주)버킷스튜디오,66410,Dec-13,,224850,54
(주)버킷스튜디오,66410,Dec-14,,224850,46
(주)버킷스튜디오,66410,Dec-15,,220050,44
(주)버킷스튜디오,66410,Dec-16,,219600,44
(주)버킷스튜디오,66410,Dec-17,,219600,39
(주)버킷스튜디오,66410,Dec-18,,219600,30
(주)버킷스튜디오,66410,Dec-19,,219600,33
(주)베노홀딩스,206400,Dec-14,,,
(주)베노홀딩스,206400,Dec-15,0,0,41
(주)베노홀딩스,206400,Dec-16,0,0,55
(주)베노홀딩스,206400,Dec-17,0,0,87
(주)베노홀딩스,206400,Dec-18,0,0,30
(주)베노홀딩스,206400,Dec-19,0,0,14
(주)베셀,177350,Dec-15,0,0,164
(주)베셀,177350,Dec-16,0,0,163
(주)베셀,177350,Dec-17,0,0,197
(주)베셀,177350,Dec-18,0,0,146
(주)베셀,177350,Dec-19,0,0,97
(주)베스파,299910,Dec-18,0,0,191
(주)베스파,299910,Dec-19,0,0,318
(주)벽산,7210,Dec-11,76865010,70553613,302
(주)벽산,7210,Dec-12,78781068,72015669,284
(주)벽산,7210,Dec-13,83900177,72296580,320
(주)벽산,7210,Dec-14,87546375,75263283,323
(주)벽산,7210,Dec-15,88892820,76198875,340
(주)벽산,7210,Dec-16,94504608,80663448,330
(주)벽산,7210,Dec-17,95338435,81439702,331
(주)벽산,7210,Dec-18,126927604,111709921,346
(주)벽산,7210,Dec-19,138794662,123306456,335
(주)보광산업,225530,Dec-15,,16301782,67
(주)보광산업,225530,Dec-16,,18308262,75
(주)보광산업,225530,Dec-17,,18712930,80
(주)보광산업,225530,Dec-18,,18937950,110
(주)보광산업,225530,Dec-19,,22487182,115
(주)보라티알,250000,Dec-17,307784,307784,89
(주)보라티알,250000,Dec-18,307784,307784,81
(주)보라티알,250000,Dec-19,492284,492284,92
(주)보락,2760,Dec-11,,27841287,119
(주)보락,2760,Dec-12,,28311776,128
(주)보락,2760,Dec-13,,29505660,127
(주)보락,2760,Dec-14,,28544075,125
(주)보락,2760,Dec-15,,16348694,118
(주)보락,2760,Dec-16,,16920708,124
(주)보락,2760,Dec-17,,15625814,129
(주)보락,2760,Dec-18,,16377783,132
(주)보락,2760,Dec-19,,17375714,132
(주)보령,3850,Dec-11,,41241649,1041
(주)보령,3850,Dec-12,,43540799,1015
(주)보령,3850,Dec-13,,40736968,1045
(주)보령,3850,Dec-14,,47031978,1044
(주)보령,3850,Dec-15,,45329311,1068
(주)보령,3850,Dec-16,,46787098,1143
(주)보령,3850,Dec-17,48967055,48967055,1103
(주)보령,3850,Dec-18,51682965,51682965,1249
(주)보령,3850,Dec-19,88012994,88012994,1369
(주)본느,226340,Dec-15,,,2
(주)본느,226340,Dec-16,,,2
(주)본느,226340,Dec-17,,,2
(주)본느,226340,Dec-18,0,0,34
(주)본느,226340,Dec-19,0,0,41
(주)부-스타,8470,Dec-11,,7245686,393
(주)부-스타,8470,Dec-12,,7570286,378
(주)부-스타,8470,Dec-13,,7004849,380
(주)부-스타,8470,Dec-14,,6974218,194
(주)부-스타,8470,Dec-15,,7528114,196
(주)부-스타,8470,Dec-16,,7578371,193
(주)부-스타,8470,Dec-17,,7657282,219
(주)부-스타,8470,Dec-18,,7696194,429
(주)부-스타,8470,Dec-19,,7730694,386
(주)부방,14470,Dec-11,14589681,4899000,521
(주)부방,14470,Dec-12,10164836,1459433,519
(주)부방,14470,Dec-13,9537385,1504413,630
(주)부방,14470,Dec-14,1442773,1442773,645
(주)부방,14470,Dec-15,564600,0,41
(주)부방,14470,Dec-16,11393872,10359815,49
(주)부방,14470,Dec-17,1323807,0,48
(주)부방,14470,Dec-18,1364409,0,33
(주)부방,14470,Dec-19,1571361,0,27
(주)뷰웍스,100120,Dec-11,1216417,1215592,88
(주)뷰웍스,100120,Dec-12,1450830,1435191,112
(주)뷰웍스,100120,Dec-13,1495214,1435191,129
(주)뷰웍스,100120,Dec-14,2039118,1980770,207
(주)뷰웍스,100120,Dec-15,2510598,2441522,206
(주)뷰웍스,100120,Dec-16,2652060,2535312,239
(주)뷰웍스,100120,Dec-17,5783044,5666645,268
(주)뷰웍스,100120,Dec-18,6598850,6400833,278
(주)뷰웍스,100120,Dec-19,7095064,6852538,290
(주)브리지텍,64480,Dec-11,,528516,140
(주)브리지텍,64480,Dec-12,,528516,150
(주)브리지텍,64480,Dec-13,,528516,157
(주)브리지텍,64480,Dec-14,,528516,166
(주)브리지텍,64480,Dec-15,,528516,174
(주)브리지텍,64480,Dec-16,,528516,171
(주)브리지텍,64480,Dec-17,,528516,169
(주)브리지텍,64480,Dec-18,,0,179
(주)브리지텍,64480,Dec-19,,0,189
(주)브이원텍,251630,Dec-17,0,0,58
(주)브이원텍,251630,Dec-18,0,0,66
(주)브이원텍,251630,Dec-19,0,0,73
(주)브이티지엠피,18290,Dec-11,,4640763,231
(주)브이티지엠피,18290,Dec-12,,4055102,206
(주)브이티지엠피,18290,Dec-13,,3505691,218
(주)브이티지엠피,18290,Dec-14,,32204864,228
(주)브이티지엠피,18290,Dec-15,,32229214,191
(주)브이티지엠피,18290,Dec-16,,32490474,198
(주)브이티지엠피,18290,Dec-17,32522475,32522475,177
(주)브이티지엠피,18290,Dec-18,32441713,32391913,199
(주)브이티지엠피,18290,Dec-19,32683234,32683234,277
(주)블루베리엔에프티,44480,Dec-11,11424792,6731774,163
(주)블루베리엔에프티,44480,Dec-12,11113551,6729774,145
(주)블루베리엔에프티,44480,Dec-13,11097672,6636767,156
(주)블루베리엔에프티,44480,Dec-14,12076679,6675767,125
(주)블루베리엔에프티,44480,Dec-15,12260771,6741371,127
(주)블루베리엔에프티,44480,Dec-16,12364327,7094184,115
(주)블루베리엔에프티,44480,Dec-17,11914754,6969405,97
(주)블루베리엔에프티,44480,Dec-18,11935576,7021788,89
(주)블루베리엔에프티,44480,Dec-19,17603453,7082583,72
(주)블루콤,33560,Dec-11,24241834,2555943,106
(주)블루콤,33560,Dec-12,24193960,2256443,95
(주)블루콤,33560,Dec-13,19703496,2267723,98
(주)블루콤,33560,Dec-14,22384171,2486494,120
(주)블루콤,33560,Dec-15,24117953,2481489,150
(주)블루콤,33560,Dec-16,8667282,2663886,181
(주)블루콤,33560,Dec-17,23930882,2663886,182
(주)블루콤,33560,Dec-18,21854990,2509465,136
(주)블루콤,33560,Dec-19,9294620,2184803,103
(주)비덴트,121800,Jun-12,,71847,100
(주)비덴트,121800,Dec-13,,96262,150
(주)비덴트,121800,Dec-14,98184,98184,158
(주)비덴트,121800,Dec-15,98184,98184,144
(주)비덴트,121800,Dec-16,268934,147635,118
(주)비덴트,121800,Dec-17,145635,145635,105
(주)비덴트,121800,Dec-18,345910,147935,90
(주)비덴트,121800,Dec-19,345910,147935,97
(주)비보존헬스케어,82800,Dec-11,,30823937,205
(주)비보존헬스케어,82800,Dec-12,,31169160,200
(주)비보존헬스케어,82800,Dec-13,,34829322,248
(주)비보존헬스케어,82800,Dec-14,,34537512,194
(주)비보존헬스케어,82800,Dec-15,,31111840,156
(주)비보존헬스케어,82800,Dec-16,,27676951,109
(주)비보존헬스케어,82800,Dec-17,,28516252,87
(주)비보존헬스케어,82800,Dec-18,,14185178,84
(주)비보존헬스케어,82800,Dec-19,10050,10050,41
(주)비비안,2070,Dec-11,9302933,0,761
(주)비비안,2070,Dec-12,9123054,0,789
(주)비비안,2070,Dec-13,9232837,0,805
(주)비비안,2070,Dec-14,8557091,0,786
(주)비비안,2070,Dec-15,8755058,0,631
(주)비비안,2070,Dec-16,8392358,0,447
(주)비비안,2070,Dec-17,6345006,0,393
(주)비비안,2070,Dec-18,5435257,0,236
(주)비비안,2070,Dec-19,5043837,0,205
(주)비상교육,100220,Dec-11,0,0,520
(주)비상교육,100220,Dec-12,0,0,471
(주)비상교육,100220,Dec-13,0,0,546
(주)비상교육,100220,Dec-14,0,0,512
(주)비상교육,100220,Dec-15,0,0,520
(주)비상교육,100220,Dec-16,0,0,603
(주)비상교육,100220,Dec-17,0,0,621
(주)비상교육,100220,Dec-18,0,0,587
(주)비상교육,100220,Dec-19,0,0,622
(주)비씨월드제약,200780,Dec-14,,7875042,227
(주)비씨월드제약,200780,Dec-15,,8649839,274
(주)비씨월드제약,200780,Dec-16,,14557704,281
(주)비씨월드제약,200780,Dec-17,18627906,18627906,274
(주)비씨월드제약,200780,Dec-18,23332709,23332709,278
(주)비씨월드제약,200780,Dec-19,40782105,33052116,276
(주)비아트론,141000,Dec-12,,1751111,122
(주)비아트론,141000,Dec-13,,1751111,122
(주)비아트론,141000,Dec-14,,1751111,118
(주)비아트론,141000,Dec-15,,1751111,129
(주)비아트론,141000,Dec-16,1876019,1876019,149
(주)비아트론,141000,Dec-17,2075919,2075919,150
(주)비아트론,141000,Dec-18,2162619,2162619,138
(주)비아트론,141000,Dec-19,2182619,2182619,127
(주)비에이치,90460,Dec-11,55161320,32436184,395
(주)비에이치,90460,Dec-12,65256541,40794321,550
(주)비에이치,90460,Dec-13,93015845,60532503,732
(주)비에이치,90460,Dec-14,108077394,74191824,833
(주)비에이치,90460,Dec-15,112818260,75799828,739
(주)비에이치,90460,Dec-16,119314872,71059903,1107
(주)비에이치,90460,Dec-17,161823995,86342703,1426
(주)비에이치,90460,Dec-18,185946075,84901095,1452
(주)비에이치,90460,Dec-19,210230586,79951482,1435
(주)비엔지티,32790,Dec-11,1840558,1360231,171
(주)비엔지티,32790,Dec-12,10421773,1522244,55
(주)비엔지티,32790,Dec-13,10096205,996710,63
(주)비엔지티,32790,Dec-14,10288488,741659,33
(주)비엔지티,32790,Dec-15,10587962,741659,35
(주)비엔지티,32790,Dec-16,8761364,326600,53
(주)비엔지티,32790,Dec-17,8987266,325650,36
(주)비엔지티,32790,Dec-18,11472467,325650,40
(주)비엔지티,32790,Dec-19,8790245,24,38
(주)비엘,142760,Dec-16,,2577747,46
(주)비엘,142760,Dec-17,3602497,3602497,47
(주)비엘,142760,Dec-18,16003446,3663446,52
(주)비엘,142760,Dec-19,10574654,3988446,58
(주)비엘팜텍,65170,Dec-11,8208264,0,8
(주)비엘팜텍,65170,Dec-12,8821697,0,11
(주)비엘팜텍,65170,Dec-13,9507332,0,20
(주)비엘팜텍,65170,Dec-14,9632968,0,24
(주)비엘팜텍,65170,Dec-15,10170330,0,42
(주)비엘팜텍,65170,Dec-16,11331932,0,43
(주)비엘팜텍,65170,Dec-17,13181318,0,36
(주)비엘팜텍,65170,Dec-18,5302558,0,33
(주)비엘팜텍,65170,Dec-19,6586208,0,29
(주)비엠티,86670,Dec-11,12454296,9961732,157
(주)비엠티,86670,Dec-12,13179696,10681132,186
(주)비엠티,86670,Dec-13,12093711,12074582,231
(주)비엠티,86670,Dec-14,12324654,12305526,250
(주)비엠티,86670,Dec-15,12147829,12128701,246
(주)비엠티,86670,Dec-16,12832749,12813621,241
(주)비엠티,86670,Dec-17,14309276,14290148,271
(주)비엠티,86670,Dec-18,16260503,16241375,269
(주)비엠티,86670,Dec-19,16565604,16546475,271
(주)비올,335890,Dec-19,,,2
(주)비와이씨,1460,Dec-11,5914779,4890218,464
(주)비와이씨,1460,Dec-12,7822982,4927231,509
(주)비와이씨,1460,Dec-13,18547564,9809085,718
(주)비와이씨,1460,Dec-14,0,0,758
(주)비와이씨,1460,Dec-15,0,0,791
(주)비와이씨,1460,Dec-16,0,0,754
(주)비와이씨,1460,Dec-17,0,0,748
(주)비와이씨,1460,Dec-18,0,0,662
(주)비와이씨,1460,Dec-19,0,0,662
(주)비즈니스온커뮤니케이션,138580,Dec-17,,0,69
(주)비즈니스온커뮤니케이션,138580,Dec-18,,0,69
(주)비즈니스온커뮤니케이션,138580,Dec-19,,0,72
(주)비지에프,27410,Dec-14,58219000,0,1748
(주)비지에프,27410,Dec-15,60625000,0,1778
(주)비지에프,27410,Dec-16,65595000,0,1876
(주)비지에프,27410,Dec-17,1636000,0,125
(주)비지에프,27410,Dec-18,1709000,0,125
(주)비지에프,27410,Dec-19,2371000,0,113
(주)비지에프리테일,282330,Dec-17,5677000,0,2737
(주)비지에프리테일,282330,Dec-18,7316000,0,2753
(주)비지에프리테일,282330,Dec-19,15294000,0,2641
(주)비츠로셀,82920,Mar-11,,15297682,254
(주)비츠로셀,82920,Mar-12,,16245080,229
(주)비츠로셀,82920,Mar-13,20677200,20677200,247
(주)비츠로셀,82920,Mar-14,23924523,23924523,290
(주)비츠로셀,82920,Jun-15,33029566,33029565,323
(주)비츠로셀,82920,Jun-16,37136856,37136856,377
(주)비츠로셀,82920,Jun-17,2746368,2746367,372
(주)비츠로셀,82920,Dec-18,31504831,31504832,355
(주)비츠로셀,82920,Dec-19,37781301,37781301,375
(주)비츠로시스,54220,Mar-11,958155,958155,230
(주)비츠로시스,54220,Mar-12,1085164,1085164,207
(주)비츠로시스,54220,Mar-13,1410394,1410394,216
(주)비츠로시스,54220,Mar-14,1532475,1532475,212
(주)비츠로시스,54220,Mar-15,1665417,1665417,245
(주)비츠로시스,54220,Mar-16,,1717388,204
(주)비츠로시스,54220,Mar-17,,1752388,205
(주)비츠로시스,54220,Mar-18,,1994308,169
(주)비츠로시스,54220,Mar-19,,2014308,62
(주)비츠로테크,42370,Mar-11,6596849,6169842,205
(주)비츠로테크,42370,Mar-12,7251353,6791416,214
(주)비츠로테크,42370,Mar-13,,8179515,242
(주)비츠로테크,42370,Mar-14,,8114070,314
(주)비츠로테크,42370,Jun-15,,8276570,372
(주)비츠로테크,42370,Jun-16,,8722694,382
(주)비츠로테크,42370,Jun-17,16208387,117508,806
(주)비츠로테크,42370,Jun-18,41567135,117508,811
(주)비츠로테크,42370,Dec-19,58513610,117508,952
(주)비케이홀딩스,50090,Dec-11,0,80484832,203
(주)비케이홀딩스,50090,Dec-12,69806340,64200379,181
(주)비케이홀딩스,50090,Dec-13,71859683,66179702,179
(주)비케이홀딩스,50090,Dec-14,52031290,51957282,111
(주)비케이홀딩스,50090,Dec-15,,53355623,55
(주)비케이홀딩스,50090,Dec-16,,51326073,53
(주)비케이홀딩스,50090,Dec-17,,51748831,55
(주)비케이홀딩스,50090,Dec-18,52016359,51755031,51
(주)비케이홀딩스,50090,Dec-19,2455584,2189405,46
(주)비투엔,307870,Dec-18,,,
(주)비투엔,307870,Dec-19,,,
(주)비트컴퓨터,32850,Dec-11,0,0,143
(주)비트컴퓨터,32850,Dec-12,0,0,145
(주)비트컴퓨터,32850,Dec-13,0,0,154
(주)비트컴퓨터,32850,Dec-14,0,0,144
(주)비트컴퓨터,32850,Dec-15,0,0,125
(주)비트컴퓨터,32850,Dec-16,0,0,131
(주)비트컴퓨터,32850,Dec-17,0,0,129
(주)비트컴퓨터,32850,Dec-18,0,0,130
(주)비트컴퓨터,32850,Dec-19,0,0,135
(주)비피도,238200,Dec-18,,10471873,71
(주)비피도,238200,Dec-19,11535254,11525650,80
(주)빅솔론,93190,Dec-11,4843954,3189014,77
(주)빅솔론,93190,Dec-12,6152329,5300290,79
(주)빅솔론,93190,Dec-13,7890003,7037964,78
(주)빅솔론,93190,Dec-14,8591227,7739188,82
(주)빅솔론,93190,Dec-15,10184013,9390474,85
(주)빅솔론,93190,Dec-16,12358397,11610858,86
(주)빅솔론,93190,Dec-17,14740300,13982961,87
(주)빅솔론,93190,Dec-18,17121361,16364022,102
(주)빅솔론,93190,Dec-19,4537153,3814514,109
(주)빅텍,65450,Dec-11,,6786784,188
(주)빅텍,65450,Dec-12,,6997981,162
(주)빅텍,65450,Dec-13,,6940286,155
(주)빅텍,65450,Dec-14,,7048264,157
(주)빅텍,65450,Dec-15,,17393539,161
(주)빅텍,65450,Dec-16,,17620328,171
(주)빅텍,65450,Dec-17,,17824591,184
(주)빅텍,65450,Dec-18,,18886121,186
(주)빅텍,65450,Dec-19,,19239089,187
(주)빙그레,5180,Dec-11,145863000,145863000,1568
(주)빙그레,5180,Dec-12,163296000,163296199,1548
(주)빙그레,5180,Dec-13,186170000,186169779,1554
(주)빙그레,5180,Dec-14,213703000,213702379,1582
(주)빙그레,5180,Dec-15,217724063,217722844,1609
(주)빙그레,5180,Dec-16,225218914,225216226,1578
(주)빙그레,5180,Dec-17,241144712,241142033,1560
(주)빙그레,5180,Dec-18,249935509,249934951,1677
(주)빙그레,5180,Dec-19,262262172,262260798,1710
(주)사람인에이치알,143240,Dec-12,,0,490
(주)사람인에이치알,143240,Dec-13,,0,507
