회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(IFRS연결),매출액(IFRS연결),영업활동으로 인한 현금흐름(IFRS개별),매출액(IFRS개별)
(주)디아이씨,92200,Dec-13,45464978,503605129,53071904,323945943
(주)디아이씨,92200,Dec-14,20456055,502040264,-5913921,317362603
(주)디아이씨,92200,Dec-15,38200095,519409720,16794017,328714343
(주)디아이씨,92200,Dec-16,21265707,557499791,5602213,329571934
(주)디아이씨,92200,Dec-17,27844240,632994705,37716905,363622576
(주)디아이씨,92200,Dec-18,33394836,588210775,31776734,362351958
(주)디아이씨,92200,Dec-19,67831019,537765529,24962776,380837907
(주)디아크,78590,Dec-11,,,638145,36339241
(주)디아크,78590,Dec-12,,,1086150,33487579
(주)디아크,78590,Dec-13,,,1194712,31284457
(주)디아크,78590,Dec-14,,,1015479,36718175
(주)디아크,78590,Dec-15,,,2794479,39626376
(주)디아크,78590,Dec-16,,,3541275,39105093
(주)디아크,78590,Dec-17,,,4792235,40019060
(주)디아크,78590,Dec-18,1439038,43385870,1129831,37763569
(주)디아크,78590,Dec-19,-4258678,64599738,1010424,37772354
(주)디알비동일,4840,Dec-11,34167874,505919694,24209057,338846704
(주)디알비동일,4840,Dec-12,37223602,336113707,21042054,142337360
(주)디알비동일,4840,Dec-13,19106141,421068531,13608321,141540778
(주)디알비동일,4840,Dec-14,35553806,585108837,16903378,141168522
(주)디알비동일,4840,Dec-15,63485497,679635431,23289234,159591245
(주)디알비동일,4840,Dec-16,62343702,551252492,10116356,129988200
(주)디알비동일,4840,Dec-17,22109975,546864454,12900572,121992898
(주)디알비동일,4840,Dec-18,27836869,545431367,13216881,111036815
(주)디알비동일,4840,Dec-19,41831904,546994961,13188349,113889433
(주)디알젬,263690,Dec-18,1998491,56626161,2141095,56606738
(주)디알젬,263690,Dec-19,2980443,60087401,3006309,60226049
(주)디알텍,214680,Dec-15,,,,
(주)디알텍,214680,Dec-16,-7157699,36639222,-6938894,37786686
(주)디알텍,214680,Dec-17,-2838484,38804491,-2534014,37757616
(주)디알텍,214680,Dec-18,2981519,44714337,2667206,43183164
(주)디알텍,214680,Dec-19,3599740,47845054,5323705,46786896
(주)디앤씨미디어,263720,Dec-17,,,3511343,26536904
(주)디앤씨미디어,263720,Dec-18,4378481,32910222,5177082,32081829
(주)디앤씨미디어,263720,Dec-19,5035332,42139941,6732624,42139941
(주)디에스앤엘,141020,Dec-13,-3141621,16492480,-3184140,16329351
(주)디에스앤엘,141020,Dec-14,-4905022,12123550,-4193020,12293434
(주)디에스앤엘,141020,Dec-15,-285145,53708366,447940,18250289
(주)디에스앤엘,141020,Dec-16,-10427207,50063640,-9260318,49888011
(주)디에스앤엘,141020,Dec-17,-10682933,46442299,-9931766,46533423
(주)디에스앤엘,141020,Dec-18,-27326933,25153821,-25023458,11087403
(주)디에스앤엘,141020,Dec-19,-8358575,38570359,-5728064,875623
(주)디에스케이,109740,Dec-11,-4751529,37945005,-4732611,37457285
(주)디에스케이,109740,Dec-12,134599,19550609,243876,19222311
(주)디에스케이,109740,Dec-13,11476992,32036754,11433942,31332384
(주)디에스케이,109740,Dec-14,5642724,35009890,5304996,34714490
(주)디에스케이,109740,Dec-15,1045365,56461731,486334,55953367
(주)디에스케이,109740,Dec-16,2226824,59535940,6191665,46508330
(주)디에스케이,109740,Dec-17,11021683,103291567,8389495,102528479
(주)디에스케이,109740,Dec-18,10929669,117907273,12954619,117447230
(주)디에스케이,109740,Dec-19,-5218522,76480134,-344408,76019403
(주)디에이테크놀로지,196490,Dec-14,6426731,40333039,6490703,40275056
(주)디에이테크놀로지,196490,Dec-15,1951071,60452386,1931096,60039421
(주)디에이테크놀로지,196490,Dec-16,-9129717,74923371,-9310134,74682634
(주)디에이테크놀로지,196490,Dec-17,-2400960,101348011,-2507938,100382714
(주)디에이테크놀로지,196490,Dec-18,784597,92133286,1064649,91110422
(주)디에이테크놀로지,196490,Dec-19,21437094,108845736,18221940,107549535
(주)디에이피,66900,Dec-11,,,18750505,212427333
(주)디에이피,66900,Dec-12,,,64532029,309642334
(주)디에이피,66900,Dec-13,,,37309839,304367858
(주)디에이피,66900,Dec-14,,,20374545,216686457
(주)디에이피,66900,Dec-15,,,73093690,256089914
(주)디에이피,66900,Dec-16,,,16567292,247819536
(주)디에이피,66900,Dec-17,,,35552630,297905538
(주)디에이피,66900,Dec-18,,,34924961,304108132
(주)디에이피,66900,Dec-19,,,14418556,270484203
(주)디엔에이링크,127120,Dec-11,,,-2444385,9150508
(주)디엔에이링크,127120,Dec-12,,,-783150,10037535
(주)디엔에이링크,127120,Dec-13,,,-277963,6666124
(주)디엔에이링크,127120,Dec-14,,,-143136,8732714
(주)디엔에이링크,127120,Dec-15,-3728909,9419934,-2833153,9296431
(주)디엔에이링크,127120,Dec-16,-3769565,11483885,-3339377,10403732
(주)디엔에이링크,127120,Dec-17,-2490195,14480118,-2310658,14179692
(주)디엔에이링크,127120,Dec-18,-1601998,14876023,-1425254,12094514
(주)디엔에이링크,127120,Dec-19,-1299141,15572845,-415072,13471617
(주)디엔에프,92070,Dec-11,,,2434578,25329505
(주)디엔에프,92070,Dec-12,,,786135,27174584
(주)디엔에프,92070,Dec-13,,,-190147,20605828
(주)디엔에프,92070,Dec-14,,,15698799,61629776
(주)디엔에프,92070,Dec-15,,,17449331,71488720
(주)디엔에프,92070,Dec-16,,,12735185,58221631
(주)디엔에프,92070,Dec-17,,,20820113,74380663
(주)디엔에프,92070,Dec-18,,,8118534,74242592
(주)디엔에프,92070,Dec-19,,,3927776,58814557
(주)디엔오토모티브,7340,Dec-11,3212672,562794298,10750390,377329347
(주)디엔오토모티브,7340,Dec-12,63110756,632802344,52625712,410243496
(주)디엔오토모티브,7340,Dec-13,49053882,666499706,37063641,436690334
(주)디엔오토모티브,7340,Dec-14,59545217,721986990,43979982,438359811
(주)디엔오토모티브,7340,Dec-15,114660742,910458499,69304178,385393012
(주)디엔오토모티브,7340,Dec-16,136105489,959031647,47075883,349008113
(주)디엔오토모티브,7340,Dec-17,79757790,877858995,8554455,133035668
(주)디엔오토모티브,7340,Dec-18,74155011,908521022,69001410,145490957
(주)디엔오토모티브,7340,Dec-19,90547902,929772577,14132036,159118853
(주)디엠에스,68790,Dec-11,-58620429,230196160,-49966018,227055326
(주)디엠에스,68790,Dec-12,61908563,91469485,61312258,92920491
(주)디엠에스,68790,Dec-13,2165921,109258841,-9213402,137576794
(주)디엠에스,68790,Dec-14,-883441,104435241,-4875077,104063540
(주)디엠에스,68790,Dec-15,23542788,180943915,22477993,188558092
(주)디엠에스,68790,Dec-16,11704991,248848765,17289166,248456867
(주)디엠에스,68790,Dec-17,14704740,268731601,6036139,265966852
(주)디엠에스,68790,Dec-18,-22710728,298717912,-25393056,293684096
(주)디엠에스,68790,Dec-19,19679203,196206589,27562793,193234089
(주)디오,39840,Dec-11,3409370,51256033,3127740,50140272
(주)디오,39840,Dec-12,6897902,47870234,7702243,42657352
(주)디오,39840,Dec-13,-4100832,62794873,-3376545,58162567
(주)디오,39840,Dec-14,-317463,61576256,-892083,58295434
(주)디오,39840,Dec-15,14120282,71939173,14644323,60492899
(주)디오,39840,Dec-16,11490344,88019748,11005318,76571181
(주)디오,39840,Dec-17,5780282,94538598,3218499,78075286
(주)디오,39840,Dec-18,12177430,91043124,-403020,71369828
(주)디오,39840,Dec-19,9631415,127165199,8670989,87716698
(주)디와이디,219550,Dec-15,,,,
(주)디와이디,219550,Dec-16,,,,
(주)디와이디,219550,Dec-17,,,5577958,63692286
(주)디와이디,219550,Dec-18,,,1492008,54157675
(주)디와이디,219550,Dec-19,-4877393,48109003,-4386056,48109003
(주)디이엔티,79810,Dec-11,,,-1534827,45089545
(주)디이엔티,79810,Dec-12,,,4915565,30360810
(주)디이엔티,79810,Dec-13,,,118098,40762816
(주)디이엔티,79810,Dec-14,-600814,25084836,-597224,25035048
(주)디이엔티,79810,Dec-15,792451,47963195,873928,47889517
(주)디이엔티,79810,Dec-16,-16066864,45512487,-16304896,38609273
(주)디이엔티,79810,Dec-17,7063413,180427567,6452754,176696709
(주)디이엔티,79810,Dec-18,-11461608,74958203,-11568948,74849074
(주)디이엔티,79810,Dec-19,-1080903,29668977,-939450,29443763
(주)디지아이,43360,Dec-11,,,2116473,26955616
(주)디지아이,43360,Dec-12,,,849421,30811536
(주)디지아이,43360,Dec-13,,,-548178,24543546
(주)디지아이,43360,Dec-14,-604791,25893556,-514184,25614568
(주)디지아이,43360,Dec-15,,,-784779,22052199
(주)디지아이,43360,Dec-16,,,9884,18979552
(주)디지아이,43360,Dec-17,,,1322382,24750765
(주)디지아이,43360,Dec-18,,,229286,21067104
(주)디지아이,43360,Dec-19,,,-214629,15369640
(주)디지캡,197140,Dec-18,,,2914598,18022795
(주)디지캡,197140,Dec-19,2206935,23851999,2700355,19282616
(주)디지털대성,68930,Dec-11,,,4074812,49919903
(주)디지털대성,68930,Dec-12,,,5884541,52484028
(주)디지털대성,68930,Dec-13,,,7779132,58018152
(주)디지털대성,68930,Dec-14,,,10929282,57505052
(주)디지털대성,68930,Dec-15,6975243,60225882,6692544,54927432
(주)디지털대성,68930,Dec-16,14104452,83509558,11383550,52731007
(주)디지털대성,68930,Dec-17,11840651,89840128,7455786,56820821
(주)디지털대성,68930,Dec-18,20464591,106906093,11407755,58651268
(주)디지털대성,68930,Dec-19,29166547,140630621,19706319,89600446
(주)디지틀조선일보,33130,Dec-11,7477243,41082372,7057652,39539534
(주)디지틀조선일보,33130,Dec-12,10001614,42238388,9959645,40626783
(주)디지틀조선일보,33130,Dec-13,4356223,39763158,4124130,38594766
(주)디지틀조선일보,33130,Dec-14,6620700,34085791,6468529,33084453
(주)디지틀조선일보,33130,Dec-15,5448555,35093099,5149578,34132393
(주)디지틀조선일보,33130,Dec-16,7084600,39134399,6966175,38355691
(주)디지틀조선일보,33130,Dec-17,6889319,39512311,6760447,38315401
(주)디지틀조선일보,33130,Dec-18,5504111,39679633,5468920,37853975
(주)디지틀조선일보,33130,Dec-19,5954323,33842796,5384494,31849762
(주)디케이앤디,263020,Dec-18,2465480,54765341,-771945,37122470
(주)디케이앤디,263020,Dec-19,1766463,59822274,-2975984,34748575
(주)디케이티,290550,Dec-18,257024,240165625,6503544,80671161
(주)디케이티,290550,Dec-19,9632521,337722378,1291626,112873728
(주)디티앤씨,187220,Dec-14,,,7134689,27474396
(주)디티앤씨,187220,Dec-15,-1676447,31787850,4071048,27539674
(주)디티앤씨,187220,Dec-16,352549,40391906,4747451,33251805
(주)디티앤씨,187220,Dec-17,7408319,49819705,8561755,38160395
(주)디티앤씨,187220,Dec-18,6194094,59585468,9342020,43898718
(주)디티앤씨,187220,Dec-19,11036220,73787518,10507986,41658375
(주)딜리,131180,Dec-11,2182822,28938214,2408074,29300804
(주)딜리,131180,Dec-12,2890896,32942064,2882279,32301792
(주)딜리,131180,Dec-13,2447912,32786658,2413753,33025773
(주)딜리,131180,Dec-14,2469744,33956365,2416364,36210592
(주)딜리,131180,Dec-15,5334497,42510672,5504360,41493308
(주)딜리,131180,Dec-16,1199015,38637658,1178793,37156393
(주)딜리,131180,Dec-17,5041570,50899907,5008140,50013539
(주)딜리,131180,Dec-18,3243432,43828703,3102525,43110610
(주)딜리,131180,Dec-19,6045692,40486467,6052073,40186673
(주)라닉스,317120,Dec-19,,,55950,9044034
(주)라온테크,232680,Dec-15,,,,
(주)라온테크,232680,Dec-16,,,,
(주)라온테크,232680,Dec-17,,,,
(주)라온테크,232680,Dec-18,,,3978267,24340758
(주)라온테크,232680,Dec-19,,,-285756,12632424
(주)라이온켐텍,171120,Dec-13,,,11183335,103142696
(주)라이온켐텍,171120,Dec-14,,,3332123,113997945
(주)라이온켐텍,171120,Dec-15,,,25574371,115052995
(주)라이온켐텍,171120,Dec-16,,,19407993,120686730
(주)라이온켐텍,171120,Dec-17,,,8864282,131372664
(주)라이온켐텍,171120,Dec-18,,,5226114,137943447
(주)라이온켐텍,171120,Dec-19,,,7026814,156075491
(주)라이트론,69540,Dec-11,3653416,37556589,2923146,36933511
(주)라이트론,69540,Dec-12,116926,44020565,-107016,43488258
(주)라이트론,69540,Dec-13,-733347,43728305,-586500,43062206
(주)라이트론,69540,Dec-14,6557186,51695398,6113430,50353263
(주)라이트론,69540,Dec-15,-1916660,29687771,-1651341,28443328
(주)라이트론,69540,Dec-16,-350497,41502263,-41792,39484162
(주)라이트론,69540,Dec-17,-7402778,82344246,-5176896,78298696
(주)라이트론,69540,Dec-18,4496938,37937437,5298285,33984112
(주)라이트론,69540,Dec-19,21858765,112769838,21321699,110398230
(주)라파스,214260,Dec-19,-2771345,18168040,-2982529,17927889
(주)락앤락,115390,Dec-11,17466962,476113628,31786563,214466442
(주)락앤락,115390,Dec-12,82673896,508424574,20528320,171024165
(주)락앤락,115390,Dec-13,32601362,501727736,18397577,187159149
(주)락앤락,115390,Dec-14,64583093,421611592,77645322,194123190
(주)락앤락,115390,Dec-15,72209303,407085372,40988469,183466673
(주)락앤락,115390,Dec-16,82986642,425063515,78019815,204448546
(주)락앤락,115390,Dec-17,35103679,417407199,46819688,163837004
(주)락앤락,115390,Dec-18,50977827,434348760,21236690,141324139
(주)락앤락,115390,Dec-19,40645654,485992891,644770,203177827
(주)랩지노믹스,84650,Dec-14,,,3146543,23201044
(주)랩지노믹스,84650,Dec-15,,,2376520,23589634
(주)랩지노믹스,84650,Dec-16,,,2542271,24057330
(주)랩지노믹스,84650,Dec-17,,,-1056893,24806150
(주)랩지노믹스,84650,Dec-18,,,608026,27538727
(주)랩지노믹스,84650,Dec-19,,,3188086,33175359
(주)러셀,217500,Dec-15,,,,
(주)러셀,217500,Dec-16,,,,
(주)러셀,217500,Dec-17,,,,
(주)러셀,217500,Dec-18,,,1987541,31261482
(주)러셀,217500,Dec-19,,,-570098,41027041
(주)레고켐바이오사이언스,141080,Dec-13,,,-6100074,839825
(주)레고켐바이오사이언스,141080,Dec-14,,,-7882467,870054
(주)레고켐바이오사이언스,141080,Dec-15,-8780260,1788475,-8780260,1788475
(주)레고켐바이오사이언스,141080,Dec-16,-13038915,16655492,-11422238,15773980
(주)레고켐바이오사이언스,141080,Dec-17,-8213202,22056558,-6801104,20876265
(주)레고켐바이오사이언스,141080,Dec-18,-12758193,25240302,-11169588,22884676
(주)레고켐바이오사이언스,141080,Dec-19,24113461,57500139,26697865,54521912
(주)레드로버,60300,Dec-11,,,-7853560,31267795
(주)레드로버,60300,Dec-12,,,-15558071,17653673
(주)레드로버,60300,Dec-13,,,-2366667,33133113
(주)레드로버,60300,Dec-14,,,12643689,55507516
(주)레드로버,60300,Dec-15,-2427525,38580776,-2135323,38571359
(주)레드로버,60300,Dec-16,-13391221,41898015,-13318629,41895953
(주)레드로버,60300,Dec-17,-22177914,35653276,-21687201,35652535
(주)레드로버,60300,Dec-18,-3199824,12275976,-3200879,12275976
(주)레드로버,60300,Dec-19,-4707407,12084598,-4501175,9240374
(주)레드캡투어,38390,Dec-11,90285925,139511147,90432563,138906369
(주)레드캡투어,38390,Dec-12,98414309,156534570,98168103,155827868
(주)레드캡투어,38390,Dec-13,115132585,176273369,115185418,175598085
(주)레드캡투어,38390,Dec-14,122365851,193722057,122443693,193039613
(주)레드캡투어,38390,Dec-15,117777738,205761800,117761184,205077598
(주)레드캡투어,38390,Dec-16,150263682,233962102,150346511,233478442
(주)레드캡투어,38390,Dec-17,2996922,260448023,3037853,260002195
(주)레드캡투어,38390,Dec-18,68665388,254944030,69168642,254173145
(주)레드캡투어,38390,Dec-19,16603139,258761857,17316029,250695393
(주)레이,228670,Dec-19,6039622,73108726,4106821,64544473
(주)레이언스,228850,Dec-16,8367263,98457314,9099116,91088958
(주)레이언스,228850,Dec-17,20616770,106517566,19426032,95339722
(주)레이언스,228850,Dec-18,14701752,116389469,12775945,104485862
(주)레이언스,228850,Dec-19,9452887,126174798,11635469,106382013
(주)레이크머티리얼즈,281740,Dec-17,,,,
(주)레이크머티리얼즈,281740,Dec-18,,,,
(주)레이크머티리얼즈,281740,Dec-19,,,,
(주)로보로보,215100,Dec-15,,,,
(주)로보로보,215100,Dec-16,,,,
(주)로보로보,215100,Dec-17,-1054756,14369133,-1070742,12480408
(주)로보로보,215100,Dec-18,2927157,17320271,2848719,14681307
(주)로보로보,215100,Dec-19,654674,13825738,832875,11262334
(주)로보스타,90360,Dec-11,8410798,96836013,8277720,93766706
(주)로보스타,90360,Dec-12,857584,71634123,172916,68971371
(주)로보스타,90360,Dec-13,4140201,103380119,5117841,97191676
(주)로보스타,90360,Dec-14,5394484,97019458,5820089,90917148
(주)로보스타,90360,Dec-15,6592153,135790834,5819621,129317220
(주)로보스타,90360,Dec-16,6059797,151727888,6520818,150596909
(주)로보스타,90360,Dec-17,5374943,206521699,5887464,204857292
(주)로보스타,90360,Dec-18,-9417213,193174244,-8725718,189700329
(주)로보스타,90360,Dec-19,-14336618,177224395,-13699353,170632097
(주)로보티즈,108490,Dec-18,534933,24266778,673213,24098201
(주)로보티즈,108490,Dec-19,4181398,25231157,4307884,22704394
(주)로지시스,67730,Dec-15,,,3030764,34569077
(주)로지시스,67730,Dec-16,,,162344,35938672
(주)로지시스,67730,Dec-17,,,-628746,40858179
(주)로지시스,67730,Dec-18,,,4237208,40026290
(주)로지시스,67730,Dec-19,,,-2220684,33448153
(주)루멘스,38060,Dec-11,49263214,344858086,51062170,339508875
(주)루멘스,38060,Dec-12,13849414,494993284,14258238,487412741
(주)루멘스,38060,Dec-13,104278917,614155062,76800103,603278016
(주)루멘스,38060,Dec-14,15894626,524481150,9235586,500434061
(주)루멘스,38060,Dec-15,28031377,425616476,32215987,398884217
(주)루멘스,38060,Dec-16,24451514,402840610,13738945,349411876
(주)루멘스,38060,Dec-17,4296694,361567289,-15450769,293386042
(주)루멘스,38060,Dec-18,-5377755,325834561,-10373790,155418796
(주)루멘스,38060,Dec-19,9608599,323587779,2734155,140695879
(주)루트로닉,85370,Dec-11,2330965,41972163,5715716,41002923
(주)루트로닉,85370,Dec-12,1800925,46126812,1961127,44076997
(주)루트로닉,85370,Dec-13,6907894,52199655,7136911,51126336
(주)루트로닉,85370,Dec-14,4835405,65077842,6782882,63814398
(주)루트로닉,85370,Dec-15,7772231,72091947,8365740,71009371
(주)루트로닉,85370,Dec-16,5574884,84496686,6692780,81033015
(주)루트로닉,85370,Dec-17,-4404353,85772314,-93414,80153135
(주)루트로닉,85370,Dec-18,-7544679,92141601,-4898438,86000503
(주)루트로닉,85370,Dec-19,-1445217,115684801,289580,98650924
(주)룽투코리아,60240,Dec-11,-1190338,21050152,585335,17940815
(주)룽투코리아,60240,Dec-12,-312472,24727729,2167810,22365673
(주)룽투코리아,60240,Dec-13,-1564900,18467429,82215,18199282
(주)룽투코리아,60240,Dec-14,358836,12942824,-733372,12896431
(주)룽투코리아,60240,Dec-15,-4249871,15367184,-2995071,15151219
(주)룽투코리아,60240,Dec-16,2715549,71454495,2324887,56370155
(주)룽투코리아,60240,Dec-17,-7055827,52432864,-6370410,39011730
(주)룽투코리아,60240,Dec-18,1501547,57526531,1073184,34464503
(주)룽투코리아,60240,Dec-19,-4692924,30101838,-4786800,29017327
(주)리노스,39980,Dec-11,,,9097348,72102757
(주)리노스,39980,Dec-12,,,12699036,103885376
(주)리노스,39980,Dec-13,,,-23892383,81149579
(주)리노스,39980,Dec-14,-3148312,104952315,388350,91252167
(주)리노스,39980,Dec-15,,,2246181,93896431
(주)리노스,39980,Dec-16,138887,100299628,743568,96635024
(주)리노스,39980,Dec-17,-6019646,101491526,-6416581,89707798
(주)리노스,39980,Dec-18,1286928,71640318,1810532,71640318
(주)리노스,39980,Dec-19,11384513,81286180,11996464,81276664
(주)리더스코스메틱,16100,Dec-11,,,-321948,45125421
(주)리더스코스메틱,16100,Dec-12,,,2624277,53980976
(주)리더스코스메틱,16100,Dec-13,5422117,73092610,3578855,63465563
(주)리더스코스메틱,16100,Dec-14,28459207,120038942,23702684,109983526
(주)리더스코스메틱,16100,Dec-15,-5741556,172780393,-9266786,158739343
(주)리더스코스메틱,16100,Dec-16,26965222,181307216,21861421,114166773
(주)리더스코스메틱,16100,Dec-17,5338828,139934810,10278523,65416964
(주)리더스코스메틱,16100,Dec-18,-3513555,139186289,-3741680,78695637
(주)리더스코스메틱,16100,Dec-19,-17886981,95635456,-20247329,39573883
(주)리드,197210,Dec-15,5451859,42616506,5459000,42616506
(주)리드,197210,Dec-16,-1238927,35384906,-1235612,35359539
(주)리드,197210,Dec-17,2349934,37357618,2349934,37357618
(주)리드,197210,Dec-18,-16880097,32781295,-14139648,32067167
(주)리드,197210,Dec-19,-6044184,18396311,-5276418,16811323
(주)리드코프,12700,Dec-11,-48264539,216473826,-42914763,214783920
(주)리드코프,12700,Dec-12,-30378599,264874134,-34029031,244069783
(주)리드코프,12700,Dec-13,-7719174,284260380,-8806262,255555026
(주)리드코프,12700,Dec-14,-83349543,349175824,-38626132,314666467
(주)리드코프,12700,Dec-15,-93390762,371855076,-56175878,322346288
(주)리드코프,12700,Dec-16,-117994895,438470616,-61970382,376994270
(주)리드코프,12700,Dec-17,-130577093,442470050,-92067086,371171513
(주)리드코프,12700,Dec-18,6215270,464040182,-9570795,391229511
(주)리드코프,12700,Dec-19,151204015,495358851,109188941,430997607
(주)리메드,302550,Dec-19,,,3222520,18550238
(주)링네트,42500,Dec-11,1937947,71792624,1785972,70494235
(주)링네트,42500,Dec-12,4094371,78764753,4068951,77393809
(주)링네트,42500,Dec-13,859115,97061951,832024,95728777
(주)링네트,42500,Dec-14,607388,114686036,330944,113708706
(주)링네트,42500,Dec-15,17244513,100240895,17405744,98900545
(주)링네트,42500,Dec-16,-6120157,128940792,-5373174,125794858
(주)링네트,42500,Dec-17,4727650,148506989,4066377,146033757
(주)링네트,42500,Dec-18,13591582,137560878,12851128,137188238
(주)링네트,42500,Dec-19,-5129483,131919333,-3692383,130579734
(주)링크제니시스,219420,Dec-18,2724383,11631823,2884742,11528946
(주)링크제니시스,219420,Dec-19,522786,11404801,763315,11010719
(주)마니커,27740,Dec-11,8636509,370785440,18896452,313093727
(주)마니커,27740,Dec-12,-10546878,360006903,-275867,290691836
(주)마니커,27740,Dec-13,13141435,351803102,9715815,278039028
(주)마니커,27740,Dec-14,-15636774,339887726,-32676447,285890648
(주)마니커,27740,Dec-15,16989664,274546428,9019165,276989990
(주)마니커,27740,Dec-16,4675746,229830938,3527368,216301455
(주)마니커,27740,Dec-17,12257782,254619690,12071269,237728962
(주)마니커,27740,Dec-18,3818277,269057963,2924311,269905593
(주)마니커,27740,Dec-19,-3370111,241679713,-3176333,242241036
(주)마니커에프앤지,195500,Dec-19,,,8253938,99832950
(주)마이크로디지탈,305090,Dec-19,,,-5121610,3926071
(주)마이크로컨텍솔루션,98120,Dec-11,,,6237687,27052583
(주)마이크로컨텍솔루션,98120,Dec-12,6137683,28127306,6145417,28127306
(주)마이크로컨텍솔루션,98120,Dec-13,5862656,31206298,5868743,30787365
(주)마이크로컨텍솔루션,98120,Dec-14,7493048,45732510,7927610,44070552
(주)마이크로컨텍솔루션,98120,Dec-15,3357396,35793920,4072002,34465921
(주)마이크로컨텍솔루션,98120,Dec-16,-222760,27223309,1014328,25634601
(주)마이크로컨텍솔루션,98120,Dec-17,1662599,27006640,2943916,25294173
(주)마이크로컨텍솔루션,98120,Dec-18,-1798581,25683997,-698701,24600590
(주)마이크로컨텍솔루션,98120,Dec-19,249578,34428727,205225,34266457
(주)마이크로프랜드,147760,Dec-16,,,7568569,44775162
(주)마이크로프랜드,147760,Dec-17,,,945184,50189558
(주)마이크로프랜드,147760,Dec-18,,,6326749,40562200
(주)마이크로프랜드,147760,Dec-19,,,2694209,36672298
(주)마크로젠,38290,Dec-11,11142370,32381716,10176520,30736857
(주)마크로젠,38290,Dec-12,11019113,44129398,11195658,42806129
(주)마크로젠,38290,Dec-13,9164590,48078047,10113046,47514356
(주)마크로젠,38290,Dec-14,6583522,54129741,7022887,51810894
(주)마크로젠,38290,Dec-15,7154974,79533908,4789657,64926683
(주)마크로젠,38290,Dec-16,23728915,91113058,26771992,67660472
(주)마크로젠,38290,Dec-17,13066700,101792522,15432577,71459329
(주)마크로젠,38290,Dec-18,15606931,110298578,13210231,84732068
(주)마크로젠,38290,Dec-19,14495623,122252823,11048867,90977359
(주)만도,204320,Dec-14,167096396,1721436297,88559707,1047182206
(주)만도,204320,Dec-15,217637770,5299190814,199639434,3094153877
(주)만도,204320,Dec-16,350197343,5866371813,142284534,3141618835
(주)만도,204320,Dec-17,276925051,5684704725,183699399,3095560472
(주)만도,204320,Dec-18,286855273,5664832721,144097915,3108352389
(주)만도,204320,Dec-19,272509291,5981877182,-8337474,3323374073
(주)매직마이크로,127160,Dec-15,-870889,65348347,-192751,62158796
(주)매직마이크로,127160,Dec-16,-2539367,64824128,4960675,66119094
(주)매직마이크로,127160,Dec-17,10742094,77652131,-4892531,63906772
(주)매직마이크로,127160,Dec-18,-591777,80032261,-8046732,65992112
(주)매직마이크로,127160,Dec-19,5853557,73799745,10517265,54356941
(주)매커스,93520,Dec-11,2431401,49722631,5514764,48898267
(주)매커스,93520,Dec-12,1814962,50142337,1123247,48789563
(주)매커스,93520,Dec-13,18384347,64629648,20480846,63465495
(주)매커스,93520,Dec-14,-17558796,63536014,-15568456,61548766
(주)매커스,93520,Dec-15,14647676,73526239,16058469,65002712
(주)매커스,93520,Dec-16,-4699434,67725370,-1740349,64169757
(주)매커스,93520,Dec-17,10491481,87364783,10649454,83872865
(주)매커스,93520,Dec-18,6878106,89614543,4333396,86558400
(주)매커스,93520,Dec-19,1995631,57482392,1034321,55004160
(주)머큐리,100590,Dec-18,,,17273882,133892278
(주)머큐리,100590,Dec-19,,,-1887032,111047785
(주)멀티캠퍼스,67280,Dec-11,,,2565802,63127891
(주)멀티캠퍼스,67280,Dec-12,5338345,80439537,4895564,79540610
(주)멀티캠퍼스,67280,Dec-13,8545246,108636224,7706622,102524559
(주)멀티캠퍼스,67280,Dec-14,12715937,128578627,12744989,121912113
(주)멀티캠퍼스,67280,Dec-15,6702311,135575460,4821814,125745183
(주)멀티캠퍼스,67280,Dec-16,17471232,186478433,17307856,176065301
(주)멀티캠퍼스,67280,Dec-17,25926199,201225659,24711852,190763666
(주)멀티캠퍼스,67280,Dec-18,11572086,240025980,11147360,228543701
(주)멀티캠퍼스,67280,Dec-19,24359579,288001022,22502640,274956298
(주)메드팩토,235980,Dec-19,,,-15204385,0
(주)메디아나,41920,Dec-14,728972,38355794,610675,38060451
(주)메디아나,41920,Dec-15,7671885,46739957,7274998,46143178
(주)메디아나,41920,Dec-16,8197463,53394731,8455618,52366919
(주)메디아나,41920,Dec-17,2264718,52362747,1951811,51225192
(주)메디아나,41920,Dec-18,3710680,46826224,3718931,45946514
(주)메디아나,41920,Dec-19,12181603,48399859,12283368,47894112
(주)메디콕스,54180,Jun-11,,,-695546,21843054
(주)메디콕스,54180,Jun-12,,,3651885,27318618
(주)메디콕스,54180,Jun-13,,,1158496,20449829
(주)메디콕스,54180,Jun-14,,,1986491,20290011
(주)메디콕스,54180,Jun-15,,,1638097,17800884
(주)메디콕스,54180,Jun-16,,,1822260,19522154
(주)메디콕스,54180,Jun-17,,,522300,16025310
(주)메디콕스,54180,Jun-18,,,-3326817,13971223
(주)메디콕스,54180,Jun-19,266709,25225051,1431839,25161937
(주)메디톡스,86900,Dec-11,,,5295421,21704289
(주)메디톡스,86900,Dec-12,,,14779385,36262447
(주)메디톡스,86900,Dec-13,16596272,39141030,15856967,34180801
(주)메디톡스,86900,Dec-14,105379388,75892308,105697405,69492205
(주)메디톡스,86900,Dec-15,22355749,88505438,22386870,80144045
(주)메디톡스,86900,Dec-16,54100692,133255671,52266121,121761686
