회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(IFRS연결),매출액(IFRS연결),영업활동으로 인한 현금흐름(IFRS개별),매출액(IFRS개별)
(주)케이씨피드,25880,Dec-19,352455,64298803,925040,64474083
(주)케이아이엔엑스,93320,Dec-11,5159807,20160994,5030318,19685311
(주)케이아이엔엑스,93320,Dec-12,6072293,27197022,5211271,25199649
(주)케이아이엔엑스,93320,Dec-13,7140110,30572322,5910486,28251261
(주)케이아이엔엑스,93320,Dec-14,8353626,36498138,6576577,32919975
(주)케이아이엔엑스,93320,Dec-15,9118639,42125555,7038065,34825474
(주)케이아이엔엑스,93320,Dec-16,11203095,44193723,9738183,38443271
(주)케이아이엔엑스,93320,Dec-17,9131321,47286324,8015142,42019028
(주)케이아이엔엑스,93320,Dec-18,12615067,56304485,10992867,51955405
(주)케이아이엔엑스,93320,Dec-19,25625814,64639547,23165383,59033025
(주)케이에스에스해운,44450,Dec-11,9729989,98396511,9639390,95569451
(주)케이에스에스해운,44450,Dec-12,28021495,112243969,27739486,109966154
(주)케이에스에스해운,44450,Dec-13,33999834,118679752,34297065,116941221
(주)케이에스에스해운,44450,Dec-14,,,39247026,137526098
(주)케이에스에스해운,44450,Dec-15,53978607,143480707,53980684,143480707
(주)케이에스에스해운,44450,Dec-16,54957971,141144031,54894143,140858346
(주)케이에스에스해운,44450,Dec-17,76112169,177565952,76105582,177289935
(주)케이에스에스해운,44450,Dec-18,82498315,202504829,82423115,202418731
(주)케이에스에스해운,44450,Dec-19,83335038,231240042,83340256,231049579
(주)케이에스피,73010,Dec-11,,,-10515142,60100197
(주)케이에스피,73010,Dec-12,,,4202086,50060174
(주)케이에스피,73010,Dec-13,,,5519013,38018375
(주)케이에스피,73010,Dec-14,,,3380238,36900928
(주)케이에스피,73010,Dec-15,,,3893466,40286747
(주)케이에스피,73010,Dec-16,,,1941205,26193103
(주)케이에스피,73010,Dec-17,,,1603011,17799376
(주)케이에스피,73010,Dec-18,,,679900,16783298
(주)케이에스피,73010,Dec-19,,,-2030617,29381172
(주)케이에이치바텍,60720,Dec-11,43930898,315935984,15359609,278584875
(주)케이에이치바텍,60720,Dec-12,19602277,355916718,30648086,241443506
(주)케이에이치바텍,60720,Dec-13,65503166,824185940,67597928,558116265
(주)케이에이치바텍,60720,Dec-14,94818971,590031014,77482845,370920461
(주)케이에이치바텍,60720,Dec-15,25547466,737937555,6946125,461858396
(주)케이에이치바텍,60720,Dec-16,32672362,378235181,8450195,158176006
(주)케이에이치바텍,60720,Dec-17,-6697901,351126827,-17261133,127309738
(주)케이에이치바텍,60720,Dec-18,-12914979,203983923,-12559115,47496378
(주)케이에이치바텍,60720,Dec-19,10874460,203636996,14954913,28294361
(주)케이에이치필룩스,33180,Dec-11,1462065,92721944,298534,47927659
(주)케이에이치필룩스,33180,Dec-12,6095669,94743749,1662155,47332532
(주)케이에이치필룩스,33180,Dec-13,8940501,97345479,2934809,48193275
(주)케이에이치필룩스,33180,Dec-14,5705645,103389948,3129908,49810580
(주)케이에이치필룩스,33180,Dec-15,8263224,94845062,4108011,49849608
(주)케이에이치필룩스,33180,Dec-16,-7887435,107790119,-22789082,51601496
(주)케이에이치필룩스,33180,Dec-17,8800107,112007824,7226855,64401830
(주)케이에이치필룩스,33180,Dec-18,-22903201,110005677,-23611905,67562183
(주)케이에이치필룩스,33180,Dec-19,24434946,135103559,25093267,86288026
(주)케이엑스이노베이션,122450,Dec-11,11031806,43493498,6112097,30558566
(주)케이엑스이노베이션,122450,Dec-12,13513412,62034002,12750280,47873702
(주)케이엑스이노베이션,122450,Dec-13,17419381,89370237,16471770,29876624
(주)케이엑스이노베이션,122450,Dec-14,16984116,114651887,11538020,28363212
(주)케이엑스이노베이션,122450,Dec-15,16076681,127351243,2264010,31070399
(주)케이엑스이노베이션,122450,Dec-16,40225502,159467610,11028569,35243361
(주)케이엑스이노베이션,122450,Dec-17,32576302,204851529,4027868,30456228
(주)케이엑스이노베이션,122450,Dec-18,25297924,192602110,2112036,29575441
(주)케이엑스이노베이션,122450,Dec-19,51082523,258032976,8231072,32468940
(주)케이엑스하이텍,52900,Dec-11,7712494,68403700,7758233,68359043
(주)케이엑스하이텍,52900,Dec-12,-373464,77978424,1641347,77380997
(주)케이엑스하이텍,52900,Dec-13,-4677379,72423367,-3347489,68968293
(주)케이엑스하이텍,52900,Dec-14,1484582,73267282,2019194,64485717
(주)케이엑스하이텍,52900,Dec-15,-267705,59170051,-6679,52366441
(주)케이엑스하이텍,52900,Dec-16,5771984,46892477,4479939,46376270
(주)케이엑스하이텍,52900,Dec-17,1711774,51535607,1731597,50108229
(주)케이엑스하이텍,52900,Dec-18,1992743,61046544,2815120,60542837
(주)케이엑스하이텍,52900,Dec-19,10494788,58957832,7342740,57821525
(주)케이엔더블유,105330,Dec-11,5351264,59337659,3799667,48715618
(주)케이엔더블유,105330,Dec-12,-950372,38649362,-1194262,27184962
(주)케이엔더블유,105330,Dec-13,423215,65080946,-743724,48139210
(주)케이엔더블유,105330,Dec-14,6155455,71616443,5453605,39334652
(주)케이엔더블유,105330,Dec-15,-3650976,64777702,-4368416,24187178
(주)케이엔더블유,105330,Dec-16,1931598,67975387,345901,23088071
(주)케이엔더블유,105330,Dec-17,-1362785,93788189,-4547733,48146389
(주)케이엔더블유,105330,Dec-18,3539491,122079179,3341810,67247878
(주)케이엔더블유,105330,Dec-19,-1544106,92972246,-2833367,38376494
(주)케이엔엔,58400,Dec-11,9352225,57325470,9388085,56153497
(주)케이엔엔,58400,Dec-12,12975046,58287024,12433176,57122058
(주)케이엔엔,58400,Dec-13,-6502635,58773232,-6364211,57287350
(주)케이엔엔,58400,Dec-14,14262850,59147022,13582659,57932125
(주)케이엔엔,58400,Dec-15,9856236,62748444,10651431,61781278
(주)케이엔엔,58400,Dec-16,16165517,61824766,16092367,60448318
(주)케이엔엔,58400,Dec-17,6955074,65355375,6980793,62316771
(주)케이엔엔,58400,Dec-18,12515806,64113046,12142156,60043899
(주)케이엔엔,58400,Dec-19,12040822,71120187,11449907,64352310
(주)케이엔제이,272110,Dec-19,3816380,56310399,3582178,56583038
(주)케이엘넷,39420,Dec-11,,,7555793,36802981
(주)케이엘넷,39420,Dec-12,,,7596460,33784028
(주)케이엘넷,39420,Dec-13,-268994,34994364,-268994,34994364
(주)케이엘넷,39420,Dec-14,2982989,35665831,3682365,34682292
(주)케이엘넷,39420,Dec-15,3671060,33992780,3738594,33992780
(주)케이엘넷,39420,Dec-16,3270910,35077238,3442021,35095238
(주)케이엘넷,39420,Dec-17,5141780,36450494,5174290,36477494
(주)케이엘넷,39420,Dec-18,4591252,42138235,5983415,39453717
(주)케이엘넷,39420,Dec-19,4585652,38516789,4521738,35727819
(주)케이엠,83550,Dec-11,960850,116432449,317050,78054272
(주)케이엠,83550,Dec-12,3775851,131424508,1053371,90610225
(주)케이엠,83550,Dec-13,11580204,123348345,8114780,94584256
(주)케이엠,83550,Dec-14,3772734,114511416,5030129,80078837
(주)케이엠,83550,Dec-15,12655323,116159771,7536073,69406286
(주)케이엠,83550,Dec-16,7501776,109621891,1960176,60459745
(주)케이엠,83550,Dec-17,5980418,110908795,2178017,64524491
(주)케이엠,83550,Dec-18,2242023,118311427,763630,73254496
(주)케이엠,83550,Dec-19,7790900,127562230,4193579,84902889
(주)케이엠더블유,32500,Dec-11,-598503,151048033,8546898,118117887
(주)케이엠더블유,32500,Dec-12,28120215,292511698,16885175,254479171
(주)케이엠더블유,32500,Dec-13,43814605,317891774,42937016,267921867
(주)케이엠더블유,32500,Dec-14,-23768463,269477449,-22467842,202795718
(주)케이엠더블유,32500,Dec-15,-4604239,219822353,-18957068,186238874
(주)케이엠더블유,32500,Dec-16,13737034,210541335,-1346606,156736978
(주)케이엠더블유,32500,Dec-17,-7870604,203720735,-5038560,145612732
(주)케이엠더블유,32500,Dec-18,-37353523,296267920,-24815428,156620732
(주)케이엠더블유,32500,Dec-19,-3656250,682876301,-5760734,597369634
(주)케이이씨,92220,Dec-11,-12072653,301820861,-26512521,285175848
(주)케이이씨,92220,Dec-12,13822892,262269893,-6480773,256779490
(주)케이이씨,92220,Dec-13,8394192,259791513,3472603,258068994
(주)케이이씨,92220,Dec-14,-4576098,219931598,-2190680,210979994
(주)케이이씨,92220,Dec-15,6706278,209099505,-1665533,201252849
(주)케이이씨,92220,Dec-16,30955967,227690903,31332699,220063638
(주)케이이씨,92220,Dec-17,12428764,237212116,6652880,227747482
(주)케이이씨,92220,Dec-18,27969298,217374591,23982614,206654429
(주)케이이씨,92220,Dec-19,17563717,201729382,6206893,192085842
(주)케이지모빌리언스,46440,Dec-11,1069684,82388498,1068374,82388498
(주)케이지모빌리언스,46440,Dec-12,-7496693,95032451,-8531654,95032451
(주)케이지모빌리언스,46440,Dec-13,27484764,118648067,27485836,118648067
(주)케이지모빌리언스,46440,Dec-14,,,-37928718,148373063
(주)케이지모빌리언스,46440,Dec-15,,,-16371187,172894261
(주)케이지모빌리언스,46440,Dec-16,-4802102,136687237,-4603508,136685112
(주)케이지모빌리언스,46440,Dec-17,-14846254,170595514,-14437693,132514301
(주)케이지모빌리언스,46440,Dec-18,19976878,202941577,13815390,135076195
(주)케이지모빌리언스,46440,Dec-19,77859911,192191691,65364411,125600384
(주)케이지이니시스,35600,Dec-11,-14098175,181404315,-14138871,180086709
(주)케이지이니시스,35600,Dec-12,,,20037046,219431246
(주)케이지이니시스,35600,Dec-13,35022222,415769259,16501632,267621961
(주)케이지이니시스,35600,Dec-14,-45594360,547791153,71075,298475585
(주)케이지이니시스,35600,Dec-15,-70739842,696865682,-69239579,306753676
(주)케이지이니시스,35600,Dec-16,65823384,701048399,73054351,338859889
(주)케이지이니시스,35600,Dec-17,174767832,758453344,206382956,443489751
(주)케이지이니시스,35600,Dec-18,40858527,924624291,15611487,483480981
(주)케이지이니시스,35600,Dec-19,225743137,956102654,110596339,481270151
(주)케이티,30200,Dec-11,2150309000,21990051000,2416072000,20166817000
(주)케이티,30200,Dec-12,5721398000,23790359000,5188739000,18863237000
(주)케이티,30200,Dec-13,4111073000,23810599000,3954047000,17937079000
(주)케이티,30200,Dec-14,1916413000,23421673000,1568686000,17435803000
(주)케이티,30200,Dec-15,4229965000,22281221000,3569050000,16942357000
(주)케이티,30200,Dec-16,4770750000,22743665000,4418648000,17028868000
(주)케이티,30200,Dec-17,3877749000,23387267000,3478641000,17341316000
(주)케이티,30200,Dec-18,4010464000,23460143000,3559300000,17356537000
(주)케이티,30200,Dec-19,3745173000,24342064000,2821672000,18204751000
(주)케이티서브마린,60370,Dec-11,,,13790685,111453207
(주)케이티서브마린,60370,Dec-12,,,4882085,68900018
(주)케이티서브마린,60370,Dec-13,,,32792053,82640020
(주)케이티서브마린,60370,Dec-14,,,16790911,76652943
(주)케이티서브마린,60370,Dec-15,,,16294984,66418207
(주)케이티서브마린,60370,Dec-16,,,10071509,83959506
(주)케이티서브마린,60370,Dec-17,,,29415640,73738393
(주)케이티서브마린,60370,Dec-18,,,-984726,61278284
(주)케이티서브마린,60370,Dec-19,,,17982031,55167641
(주)케이티스카이라이프,53210,Dec-11,92888676,476053233,89730168,464375704
(주)케이티스카이라이프,53210,Dec-12,170815028,566456120,161271613,551270456
(주)케이티스카이라이프,53210,Dec-13,141281530,623394599,130432305,600302209
(주)케이티스카이라이프,53210,Dec-14,140057362,652787112,127800959,622800455
(주)케이티스카이라이프,53210,Dec-15,157762637,660956583,140111020,626397946
(주)케이티스카이라이프,53210,Dec-16,155398874,665053007,136502937,625125897
(주)케이티스카이라이프,53210,Dec-17,99269320,685821509,83823240,646816149
(주)케이티스카이라이프,53210,Dec-18,183474568,690820836,158270202,657494816
(주)케이티스카이라이프,53210,Dec-19,152548955,694637003,127179163,658296891
(주)케이티씨에스,58850,Dec-11,,,10915130,380506038
(주)케이티씨에스,58850,Dec-12,,,16503552,384172317
(주)케이티씨에스,58850,Dec-13,,,12018821,396223232
(주)케이티씨에스,58850,Dec-14,-7328349,594727818,-4667040,438037867
(주)케이티씨에스,58850,Dec-15,26124115,1065846503,13407692,481741429
(주)케이티씨에스,58850,Dec-16,9266992,953674070,5624547,458278860
(주)케이티씨에스,58850,Dec-17,13882740,967759848,13133258,468806488
(주)케이티씨에스,58850,Dec-18,12722541,1016085167,9785325,529392970
(주)케이티씨에스,58850,Dec-19,25007704,944861713,30660958,534472629
(주)케이티아이에스,58860,Dec-11,,,16875472,373403318
(주)케이티아이에스,58860,Dec-12,,,16843921,388426804
(주)케이티아이에스,58860,Dec-13,,,13089803,387720013
(주)케이티아이에스,58860,Dec-14,,,-13063432,450663134
(주)케이티아이에스,58860,Dec-15,,,6527254,461098334
(주)케이티아이에스,58860,Dec-16,,,19259606,436729584
(주)케이티아이에스,58860,Dec-17,,,15207479,438130711
(주)케이티아이에스,58860,Dec-18,,,5330173,450826031
(주)케이티아이에스,58860,Dec-19,,,36631752,451026613
(주)케이티알파,36030,Dec-11,1543583,463031685,-5256277,130723222
(주)케이티알파,36030,Dec-12,-14954470,443430601,-8311532,126939445
(주)케이티알파,36030,Dec-13,11107514,579987227,10345131,130337273
(주)케이티알파,36030,Dec-14,,,47915875,136077573
(주)케이티알파,36030,Dec-15,,,22562308,160544616
(주)케이티알파,36030,Dec-16,,,28987149,198739475
(주)케이티알파,36030,Dec-17,,,28319937,227631252
(주)케이티알파,36030,Dec-18,,,50837055,278887617
(주)케이티알파,36030,Dec-19,,,49870561,322320928
(주)케이티앤지,33780,Dec-11,756854136,3722965820,661887908,2490830816
(주)케이티앤지,33780,Dec-12,765575840,3911818275,803281611,2616190249
(주)케이티앤지,33780,Dec-13,594616223,3782629860,628671470,2510632525
(주)케이티앤지,33780,Dec-14,760920773,4101425018,750865094,2763666783
(주)케이티앤지,33780,Dec-15,1258912454,4134035080,1318304582,2821671433
(주)케이티앤지,33780,Dec-16,1488813404,4468855746,1352796920,2968174762
(주)케이티앤지,33780,Dec-17,1141485071,4667193482,1103557806,3000087863
(주)케이티앤지,33780,Dec-18,822057209,4471515592,658309047,2624616093
(주)케이티앤지,33780,Dec-19,1042489387,4963202297,770157457,2942618858
(주)케이프,64820,Dec-11,,,4536332,36596504
(주)케이프,64820,Dec-12,4210134,25761770,5063978,25543690
(주)케이프,64820,Dec-13,-2955531,18065990,-1681133,17497020
(주)케이프,64820,Dec-14,-698439,22434042,1918105,21522026
(주)케이프,64820,Dec-15,52188,19294891,1697736,18685951
(주)케이프,64820,Dec-16,30121343,122114121,2672337,22656003
(주)케이프,64820,Dec-17,-88266499,230559392,-1148841,22104069
(주)케이프,64820,Dec-18,-447103671,254635658,-1123028,28790269
(주)케이프,64820,Dec-19,251121264,351484046,7927813,39001401
(주)케이피에스,256940,Dec-17,,,6480062,24042883
(주)케이피에스,256940,Dec-18,2373370,40627706,2414304,40627706
(주)케이피에스,256940,Dec-19,-731241,14191010,-729572,14191010
(주)케이피에프,24880,Dec-11,-21301518,281117065,-14922087,247332110
(주)케이피에프,24880,Dec-12,-8385930,308344030,8054710,277566720
(주)케이피에프,24880,Dec-13,-1732785,340776901,11163286,283984138
(주)케이피에프,24880,Dec-14,2120233,313687726,15760744,279601598
(주)케이피에프,24880,Dec-15,4341233,329085096,10351958,279540742
(주)케이피에프,24880,Dec-16,17815535,340186800,18016256,268991913
(주)케이피에프,24880,Dec-17,-3125509,365411324,-1044401,274970804
(주)케이피에프,24880,Dec-18,22727920,375029991,13919122,269881295
(주)케이피에프,24880,Dec-19,35477037,376261557,21469208,274798671
(주)케이피엠테크,42040,Dec-11,-2412419,75514436,-5083641,75930193
(주)케이피엠테크,42040,Dec-12,8465009,85417091,6072471,49027935
(주)케이피엠테크,42040,Dec-13,-3153222,20869190,-3272737,20917393
(주)케이피엠테크,42040,Dec-14,10979919,39124781,10888230,39989666
(주)케이피엠테크,42040,Dec-15,-5714211,48058393,-5441633,49097899
(주)케이피엠테크,42040,Dec-16,-5640136,21916246,-5728077,22924013
(주)케이피엠테크,42040,Dec-17,-3975874,29040534,-4002421,29986004
(주)케이피엠테크,42040,Dec-18,-3199902,29535233,1401704,31397318
(주)케이피엠테크,42040,Dec-19,-13568641,17724886,-7706322,17385217
(주)케이피티유,54410,Dec-11,2664812,16000643,2664812,16000643
(주)케이피티유,54410,Dec-12,-157202,16988809,-157202,16988809
(주)케이피티유,54410,Dec-13,,,1147288,22047381
(주)케이피티유,54410,Dec-14,,,762765,20172039
(주)케이피티유,54410,Dec-15,,,120580,22419174
(주)케이피티유,54410,Dec-16,,,3912818,21301367
(주)케이피티유,54410,Dec-17,1583737,26423859,1967315,24860037
(주)케이피티유,54410,Dec-18,481635,25144665,-71806,23757498
(주)케이피티유,54410,Dec-19,,,2484600,24269610
(주)케일럼,258610,Dec-17,,,-7179522,24015544
(주)케일럼,258610,Dec-18,2500124,23521557,2652441,23521557
(주)케일럼,258610,Dec-19,-92568,20471120,79466,20471120
(주)켐온,217600,Dec-15,,,,
(주)켐온,217600,Dec-16,,,,
(주)켐온,217600,Dec-17,,,-1043113,15549166
(주)켐온,217600,Dec-18,,,4969791,19450820
(주)켐온,217600,Dec-19,,,4528301,20914334
(주)켐트로닉스,89010,Dec-11,20400595,236418100,18724254,225962461
(주)켐트로닉스,89010,Dec-12,11748707,249814454,15075944,232682725
(주)켐트로닉스,89010,Dec-13,22163524,314826741,21003847,292718336
(주)켐트로닉스,89010,Dec-14,6380986,278686699,4401203,255967546
(주)켐트로닉스,89010,Dec-15,-1710340,265622473,-381116,253978692
(주)켐트로닉스,89010,Dec-16,26502291,246122176,19046984,210147887
(주)켐트로닉스,89010,Dec-17,13042953,292775238,7522388,220133828
(주)켐트로닉스,89010,Dec-18,1243458,337353792,154034,236207391
(주)켐트로닉스,89010,Dec-19,54453022,403474312,24091574,247394020
(주)켐트로스,220260,Dec-15,,,,
(주)켐트로스,220260,Dec-16,,,,
(주)켐트로스,220260,Dec-17,,,4175451,43454513
(주)켐트로스,220260,Dec-18,,,4595864,44434675
(주)켐트로스,220260,Dec-19,,,4515914,43771231
(주)코다코,46070,Dec-11,,,-4170212,186944176
(주)코다코,46070,Dec-12,,,10811610,203596639
(주)코다코,46070,Dec-13,31425287,224973669,29885458,218178525
(주)코다코,46070,Dec-14,10945023,242111802,11285689,234407456
(주)코다코,46070,Dec-15,18991613,265056276,17974130,258851751
(주)코다코,46070,Dec-16,35931582,286354375,32905988,279122144
(주)코다코,46070,Dec-17,-3942758,267845912,6069578,278087301
(주)코다코,46070,Dec-18,17382457,258632562,8018308,251895555
(주)코다코,46070,Dec-19,11032448,223364645,26256610,220350350
(주)코데즈컴바인,47770,Dec-11,-17887311,222266382,-18950991,203046047
(주)코데즈컴바인,47770,Dec-12,-8023146,199637681,-4334120,189107083
(주)코데즈컴바인,47770,Dec-13,-250500,151340518,884340,142737969
(주)코데즈컴바인,47770,Dec-14,-3938648,103195043,-3921328,96755819
(주)코데즈컴바인,47770,Dec-15,-20491869,17642711,-19964610,17260722
(주)코데즈컴바인,47770,Dec-16,1920067,16337467,1920001,16337467
(주)코데즈컴바인,47770,Dec-17,2600159,21234364,2605676,21234364
(주)코데즈컴바인,47770,Dec-18,2773997,29343056,2761914,27947604
(주)코데즈컴바인,47770,Dec-19,5249132,35815190,5009692,33826223
(주)코디,80530,Dec-11,,,934523,24952010
(주)코디,80530,Dec-12,-866025,39147750,-1354900,15916206
(주)코디,80530,Dec-13,1163256,43944030,3266669,18476452
(주)코디,80530,Dec-14,1509464,53717688,1206781,15624306
(주)코디,80530,Dec-15,65700,54946269,-2189454,8189948
(주)코디,80530,Dec-16,-7477787,8087303,-4892606,8005552
(주)코디,80530,Dec-17,-6762997,12264264,-7014381,12025946
(주)코디,80530,Dec-18,-4757769,20265908,-5337895,14460587
(주)코디,80530,Dec-19,143087,49308692,4011793,27937167
(주)코디엠,224060,Dec-15,,,2213052,46652166
(주)코디엠,224060,Dec-16,-7912553,44257148,-7536510,44087609
(주)코디엠,224060,Dec-17,-715519,73499954,2519788,68893805
(주)코디엠,224060,Dec-18,1376342,36581926,-2861650,33229693
(주)코디엠,224060,Dec-19,-2311185,11785340,1840723,10994170
(주)코렌텍,104540,Dec-13,1043940,28262583,826036,26816847
(주)코렌텍,104540,Dec-14,450702,26582778,592276,25057681
(주)코렌텍,104540,Dec-15,2544610,30346648,2975622,28022669
(주)코렌텍,104540,Dec-16,2846527,35974058,3346639,33128629
(주)코렌텍,104540,Dec-17,6327666,37848863,6306699,34489999
(주)코렌텍,104540,Dec-18,5258965,33405771,5991208,33162333
(주)코렌텍,104540,Dec-19,3855231,40189165,4055125,40160881
(주)코리아나화장품,27050,Dec-11,16584697,105626347,16262085,98241147
(주)코리아나화장품,27050,Dec-12,39541,97725699,1220169,91874297
(주)코리아나화장품,27050,Dec-13,607777,95705637,1476398,90802891
(주)코리아나화장품,27050,Dec-14,2424339,101113985,1596875,95875695
(주)코리아나화장품,27050,Dec-15,3075295,136517442,2697015,132265577
(주)코리아나화장품,27050,Dec-16,6375479,124019612,5339069,117715807
(주)코리아나화장품,27050,Dec-17,7446052,111708970,7056520,104418987
(주)코리아나화장품,27050,Dec-18,5087949,115727727,2604931,103382174
(주)코리아나화장품,27050,Dec-19,6518828,117202282,4387890,104498899
(주)코리아센터,290510,Dec-19,25540870,251498425,9372574,60654091
(주)코리아써키트,7810,Dec-11,5079399,402015466,2293393,348086886
(주)코리아써키트,7810,Dec-12,88815883,519497206,75600063,439777883
(주)코리아써키트,7810,Dec-13,63726524,547056321,54548526,461211813
(주)코리아써키트,7810,Dec-14,69547386,553161676,52153968,446627051
(주)코리아써키트,7810,Dec-15,61607416,564337230,48000058,479113668
(주)코리아써키트,7810,Dec-16,14797334,545300471,12556882,473115281
(주)코리아써키트,7810,Dec-17,34764902,591598882,26628957,520449531
(주)코리아써키트,7810,Dec-18,10030345,535824715,11579904,470282408
(주)코리아써키트,7810,Dec-19,47211164,543423599,44869825,464928460
(주)코리아에스이,101670,Dec-11,,,3073582,17043512
(주)코리아에스이,101670,Dec-12,,,-1977716,15021697
(주)코리아에스이,101670,Dec-13,,,2967661,15303457
(주)코리아에스이,101670,Dec-14,,,725048,10057353
(주)코리아에스이,101670,Dec-15,,,168015,13625089
(주)코리아에스이,101670,Dec-16,,,1471548,14685102
(주)코리아에스이,101670,Dec-17,3727039,15575053,3790952,13030513
(주)코리아에스이,101670,Dec-18,-130544,14292442,453871,11525626
(주)코리아에스이,101670,Dec-19,-799576,13269092,664130,11770769
(주)코맥스,36690,Dec-11,12693298,97232046,12233728,92576852
(주)코맥스,36690,Dec-12,11698881,88535834,11489283,88318606
(주)코맥스,36690,Dec-13,7873997,101190432,10485973,100650673
(주)코맥스,36690,Dec-14,11075032,109601468,9513321,108511513
(주)코맥스,36690,Dec-15,7028362,114259254,6564032,114588992
(주)코맥스,36690,Dec-16,11756695,131799755,11433458,130828797
(주)코맥스,36690,Dec-17,5874281,140191670,5317878,140251626
(주)코맥스,36690,Dec-18,1173858,144404504,902937,143251522
(주)코맥스,36690,Dec-19,3185250,143101259,3062480,141560724
(주)코메론,49430,Dec-11,9308874,71184833,7736916,41509338
(주)코메론,49430,Dec-12,7601053,64721357,5621608,40747857
(주)코메론,49430,Dec-13,7675022,57260368,5490303,44168185
(주)코메론,49430,Dec-14,7836313,62019224,3477784,49206110
(주)코메론,49430,Dec-15,13920912,67912627,9879213,51961667
(주)코메론,49430,Dec-16,17271406,68905533,13596165,57587894
(주)코메론,49430,Dec-17,11667634,68450794,14883271,57281934
(주)코메론,49430,Dec-18,12700817,68746431,8843197,56263805
(주)코메론,49430,Dec-19,15639604,66630535,11882984,53170157
(주)코미코,183300,Dec-17,26976922,125056374,21878734,67620643
(주)코미코,183300,Dec-18,29807865,166567372,18708252,92016326
(주)코미코,183300,Dec-19,38892285,173461446,16969770,86295619
(주)코미팜,41960,Dec-11,-3007577,20300520,-2988838,18579560
(주)코미팜,41960,Dec-12,-5659864,22110189,-5727907,20984014
(주)코미팜,41960,Dec-13,3934214,26464655,5262054,25848107
(주)코미팜,41960,Dec-14,-2535196,34454104,-2496362,34454104
(주)코미팜,41960,Dec-15,-2920340,36405104,-2639703,36405104
(주)코미팜,41960,Dec-16,1208529,37636362,1351368,37636362
(주)코미팜,41960,Dec-17,235635,36641053,1610977,35612736
(주)코미팜,41960,Dec-18,-2017715,34994051,5029,34994051
(주)코미팜,41960,Dec-19,950793,35489960,6398539,36290780
(주)코세스,89890,Dec-11,,,5697160,73348583
(주)코세스,89890,Dec-12,,,1322427,76703224
(주)코세스,89890,Dec-13,,,-7925937,33924903
(주)코세스,89890,Dec-14,,,4145734,36893090
(주)코세스,89890,Dec-15,,,372122,43068850
(주)코세스,89890,Dec-16,,,-1673050,27874008
(주)코세스,89890,Dec-17,,,11201413,40922185
(주)코세스,89890,Dec-18,,,-1007293,65510151
(주)코세스,89890,Dec-19,,,7681131,65578193
(주)코센,9730,Dec-11,,,-448533,71831910
(주)코센,9730,Dec-12,,,-349802,57546398
(주)코센,9730,Dec-13,,,655026,54813931
(주)코센,9730,Dec-14,-6447106,60619827,-5145710,60619827
(주)코센,9730,Dec-15,4789304,57840688,385329,57840688
(주)코센,9730,Dec-16,2885900,53942891,2886019,53942891
(주)코센,9730,Dec-17,-2091728,57272647,-2491721,57272647
(주)코센,9730,Dec-18,-3176246,54690486,-3176245,54690486
(주)코센,9730,Dec-19,-4745084,58286145,-4407677,54358101
(주)코스나인,82660,Dec-11,-4027756,41948955,-2338043,24317774
(주)코스나인,82660,Dec-12,-9067479,144642730,-13014824,57825065
(주)코스나인,82660,Dec-13,-9103776,329560818,-9219703,135510618
(주)코스나인,82660,Dec-14,23152837,340181128,9422369,116237160
(주)코스나인,82660,Dec-15,8098429,263647344,1979902,60230474
(주)코스나인,82660,Dec-16,8034687,207265945,2805599,64929568
(주)코스나인,82660,Dec-17,-3906235,184419003,-1818191,29633121
(주)코스나인,82660,Dec-18,-946144,87007413,-4151501,7869161
(주)코스나인,82660,Dec-19,,,-1133306,18356749
(주)코스메카코리아,241710,Dec-16,4401326,165176125,5523973,152174095
(주)코스메카코리아,241710,Dec-17,10441457,182327850,10870058,158226664
(주)코스메카코리아,241710,Dec-18,10836558,303292618,15696793,206522830
(주)코스메카코리아,241710,Dec-19,19352656,347017988,6457135,194650606
(주)코스온,69110,Dec-11,,,-3362591,12706404
(주)코스온,69110,Dec-12,,,1879025,19572843
(주)코스온,69110,Dec-13,,,-3732195,10590781
(주)코스온,69110,Dec-14,,,-2501198,26482611
(주)코스온,69110,Dec-15,,,-1015320,61919904
(주)코스온,69110,Dec-16,-13637926,83065519,-10925693,77287333
(주)코스온,69110,Dec-17,1187370,100485580,1736020,85620455
(주)코스온,69110,Dec-18,-6835136,110339643,-4267107,83677255
(주)코스온,69110,Dec-19,28152037,109273819,24149167,87425534
(주)코썬바이오,204990,Dec-16,,,-75652,28617962
(주)코썬바이오,204990,Dec-17,-15629668,25656055,-16656435,21885626
(주)코썬바이오,204990,Dec-18,-3984714,9538711,-6285413,8109348
(주)코썬바이오,204990,Dec-19,-4885725,2695516,-3083125,4971604
(주)코아스,71950,Dec-11,,,1296686,85674154
(주)코아스,71950,Dec-12,391811,76689973,387996,76689973
(주)코아스,71950,Dec-13,5872888,88205985,5989979,86235377
(주)코아스,71950,Dec-14,9685993,98865609,9575164,96549996
(주)코아스,71950,Dec-15,10855928,96543277,11119781,95420564
(주)코아스,71950,Dec-16,-453473,97114676,-300172,95622309
(주)코아스,71950,Dec-17,-1283359,114066385,-1479697,111953910
(주)코아스,71950,Dec-18,2855391,108592320,2924315,105463463
(주)코아스,71950,Dec-19,4926108,112874041,4198192,111573398
(주)코아시아,45970,Dec-11,21023158,225605229,477119,2237657
