회사명,거래소코드,회계년도,부가가치(IFRS연결),매출액(IFRS연결),부가가치(IFRS개별),매출액(IFRS개별)
(주)바이오스마트,38460,Dec-14,13697.42,41504417,6277.84,28098342
(주)바이오스마트,38460,Dec-15,14072.98,54186600,8386.1,37441787
(주)바이오스마트,38460,Dec-16,14383.63,62989881,8024.91,45503046
(주)바이오스마트,38460,Dec-17,25497.61,80432645,17873.81,55114201
(주)바이오스마트,38460,Dec-18,34133.39,117732569,15377.52,60672736
(주)바이오스마트,38460,Dec-19,64950.78,158967517,42159.38,64995904
(주)바이오톡스텍,86040,Dec-11,5980.36,23087738,6306.72,23432080
(주)바이오톡스텍,86040,Dec-12,3974.05,17715967,4191.03,17965818
(주)바이오톡스텍,86040,Dec-13,9736.77,17272069,9043.23,17072862
(주)바이오톡스텍,86040,Dec-14,5286.87,15087766,4535.87,14213991
(주)바이오톡스텍,86040,Dec-15,6889.36,16676482,4750.15,14835792
(주)바이오톡스텍,86040,Dec-16,12945.48,22256692,10493.51,20300373
(주)바이오톡스텍,86040,Dec-17,14156.06,25564709,12079.17,22351893
(주)바이오톡스텍,86040,Dec-18,19410.93,32582096,15349.05,24105320
(주)바이오톡스텍,86040,Dec-19,11882.35,25853847,9804.64,24329643
(주)바텍,43150,Dec-11,34898.19,149625813,23530.77,98689540
(주)바텍,43150,Dec-12,49417.93,175882269,16169.85,92394853
(주)바텍,43150,Dec-13,51651.26,171517053,21572.29,86764292
(주)바텍,43150,Dec-14,51998.69,194791464,20492.36,96863523
(주)바텍,43150,Dec-15,80209.15,217358785,27257.13,108901513
(주)바텍,43150,Dec-16,98909.04,238338397,31657.57,112377253
(주)바텍,43150,Dec-17,79099.93,218808934,132793.99,153296439
(주)바텍,43150,Dec-18,94720.28,234393036,56364.1,168887720
(주)바텍,43150,Dec-19,107083.19,271702910,59405.94,189138285
(주)배럴,267790,Dec-18,12330.73,50068540,12551.82,50099838
(주)배럴,267790,Dec-19,17022.62,59946896,17361.06,59440692
(주)백금티앤에이,46310,Dec-11,16700.35,104522555,5328.37,71533145
(주)백금티앤에이,46310,Dec-12,20903.17,106041966,4710.86,75299082
(주)백금티앤에이,46310,Dec-13,16225.31,81099769,4077.57,58695710
(주)백금티앤에이,46310,Dec-14,20393.16,94309334,7619.23,57872877
(주)백금티앤에이,46310,Dec-15,19412.2,92584519,11905.68,56288523
(주)백금티앤에이,46310,Dec-16,9335.1,60216859,-4810.46,36744298
(주)백금티앤에이,46310,Dec-17,16774.19,101998708,7947.38,68146269
(주)백금티앤에이,46310,Dec-18,18519.32,112217563,10948.08,62247878
(주)백금티앤에이,46310,Dec-19,28884.19,155629903,7471.23,54558064
(주)백산,35150,Dec-11,31657.58,178131543,22109.47,145778637
(주)백산,35150,Dec-12,41821.91,185390651,32425.3,161779184
(주)백산,35150,Dec-13,32028,177231545,20538.89,151700131
(주)백산,35150,Dec-14,18459.61,169766437,9795.32,145694279
(주)백산,35150,Dec-15,44988.78,172072593,33421.06,149316291
(주)백산,35150,Dec-16,54586.63,200786094,42291.84,174059704
(주)백산,35150,Dec-17,41041.68,211371854,34293.51,178689712
(주)백산,35150,Dec-18,71967.83,323119368,34887.39,191665660
(주)백산,35150,Dec-19,103423.54,468882611,50216.36,241436660
(주)버킷스튜디오,66410,Dec-11,,,-5923.09,27515568
(주)버킷스튜디오,66410,Dec-12,,,-4678.08,14084966
(주)버킷스튜디오,66410,Dec-13,,,-1564.67,15787540
(주)버킷스튜디오,66410,Dec-14,,,4170.94,21663767
(주)버킷스튜디오,66410,Dec-15,,,4126.36,26078568
(주)버킷스튜디오,66410,Dec-16,,,-6564.17,17961354
(주)버킷스튜디오,66410,Dec-17,,,3375.4,16096172
(주)버킷스튜디오,66410,Dec-18,,,-5400.71,18445342
(주)버킷스튜디오,66410,Dec-19,,,1181.12,17584675
(주)베노홀딩스,206400,Dec-14,,,,
(주)베노홀딩스,206400,Dec-15,-5454.25,20271602,-5357.11,20102639
(주)베노홀딩스,206400,Dec-16,-2251.91,20266910,-2127.95,20247733
(주)베노홀딩스,206400,Dec-17,-3122.54,18892219,-3165.31,18888947
(주)베노홀딩스,206400,Dec-18,-6703.47,15092291,-10002.75,15045022
(주)베노홀딩스,206400,Dec-19,5352.3,15950474,4601.74,16109554
(주)베셀,177350,Dec-15,18342.49,52751850,18059.74,52554919
(주)베셀,177350,Dec-16,13401.83,44002936,12891,43831409
(주)베셀,177350,Dec-17,17051.99,80643961,15201.69,80513243
(주)베셀,177350,Dec-18,12462.21,75788384,10576.87,75235199
(주)베셀,177350,Dec-19,620.19,42343768,-1172.73,40367749
(주)베스파,299910,Dec-18,,124486560,,124486560
(주)베스파,299910,Dec-19,22034.85,100572482,22692.65,100123379
(주)벽산,7210,Dec-11,61562.92,336793187,51223.88,252815668
(주)벽산,7210,Dec-12,47867.67,318846473,40736.74,244893406
(주)벽산,7210,Dec-13,60329.98,399388963,44158.07,266820648
(주)벽산,7210,Dec-14,77665.81,428396771,53225.44,285567518
(주)벽산,7210,Dec-15,88253.76,442823058,61647.06,293984781
(주)벽산,7210,Dec-16,81709.39,443779912,60904.29,294713122
(주)벽산,7210,Dec-17,70649.16,414696624,42018.09,250971159
(주)벽산,7210,Dec-18,65546.32,432398854,45284.32,267776172
(주)벽산,7210,Dec-19,56552.28,433534084,28113.66,261761390
(주)보광산업,225530,Dec-15,,,21210.87,40267561
(주)보광산업,225530,Dec-16,,,21578.88,47698115
(주)보광산업,225530,Dec-17,,,19908.55,42039497
(주)보광산업,225530,Dec-18,,,14214.49,37337946
(주)보광산업,225530,Dec-19,,,19296.33,49767222
(주)보라티알,250000,Dec-17,14350.84,42068055,13917.19,41950240
(주)보라티알,250000,Dec-18,10187.01,42014603,9711.07,39253402
(주)보라티알,250000,Dec-19,9212.6,46789495,8085.61,42135809
(주)보락,2760,Dec-11,,,6726.72,25276708
(주)보락,2760,Dec-12,,,8461.13,31403501
(주)보락,2760,Dec-13,,,8350.51,30749426
(주)보락,2760,Dec-14,,,10542.11,31151277
(주)보락,2760,Dec-15,,,8960.61,31066714
(주)보락,2760,Dec-16,,,12540.42,35708601
(주)보락,2760,Dec-17,,,11221.57,33456069
(주)보락,2760,Dec-18,,,10798.71,33763267
(주)보락,2760,Dec-19,,,11237.84,36123805
(주)보령,3850,Dec-11,,,67151.58,308005547
(주)보령,3850,Dec-12,,,71039.02,312075037
(주)보령,3850,Dec-13,,,87214.18,327278734
(주)보령,3850,Dec-14,,,101118.64,359490951
(주)보령,3850,Dec-15,,,104085.89,401350240
(주)보령,3850,Dec-16,,,105879.17,409140007
(주)보령,3850,Dec-17,157071.16,422721052,155087.22,422721052
(주)보령,3850,Dec-18,117589.2,460401670,121153.55,460401670
(주)보령,3850,Dec-19,151087.96,524268670,153123.14,524268670
(주)본느,226340,Dec-15,,,,
(주)본느,226340,Dec-16,,,,
(주)본느,226340,Dec-17,,,,
(주)본느,226340,Dec-18,4154.99,29229682,3519.97,24842430
(주)본느,226340,Dec-19,10731.99,47018567,10237.48,32954152
(주)부-스타,8470,Dec-11,,,18034.81,62438421
(주)부-스타,8470,Dec-12,,,19237.52,67029100
(주)부-스타,8470,Dec-13,,,17496.09,68048277
(주)부-스타,8470,Dec-14,,,13561.35,72246416
(주)부-스타,8470,Dec-15,,,15955.67,77037504
(주)부-스타,8470,Dec-16,,,18026.53,86313556
(주)부-스타,8470,Dec-17,,,15617.38,78949525
(주)부-스타,8470,Dec-18,,,24047.76,81943315
(주)부-스타,8470,Dec-19,,,26658.79,96542723
(주)부방,14470,Dec-11,36457.24,334669259,33676.97,305639687
(주)부방,14470,Dec-12,41216.87,328982526,36105.31,305740128
(주)부방,14470,Dec-13,50349.99,372055119,44992.79,355624386
(주)부방,14470,Dec-14,50348.87,382206548,49872.38,382206548
(주)부방,14470,Dec-15,18357.3,121967291,11665.48,72220964
(주)부방,14470,Dec-16,44249.32,257006997,4799.66,14619745
(주)부방,14470,Dec-17,50115.73,383330726,-19609.85,26323558
(주)부방,14470,Dec-18,53902.54,348599294,3294.23,10113038
(주)부방,14470,Dec-19,37193.45,330262944,-7715.77,5610972
(주)뷰웍스,100120,Dec-11,12818.18,35629219,13059.81,35285299
(주)뷰웍스,100120,Dec-12,18176.5,46820976,19138.71,46753327
(주)뷰웍스,100120,Dec-13,25656.34,66501264,25705.92,65819178
(주)뷰웍스,100120,Dec-14,29466.66,70811410,29671.54,70249120
(주)뷰웍스,100120,Dec-15,40058.64,93438699,40215.07,92745632
(주)뷰웍스,100120,Dec-16,56762.54,117303133,54938.2,116465198
(주)뷰웍스,100120,Dec-17,50699.56,123460627,47679,122607323
(주)뷰웍스,100120,Dec-18,55331.23,131403852,50601.24,116568491
(주)뷰웍스,100120,Dec-19,63166.94,136009901,57482.99,125452626
(주)브리지텍,64480,Dec-11,,,10350.97,28105315
(주)브리지텍,64480,Dec-12,,,16584.77,35449455
(주)브리지텍,64480,Dec-13,,,17556.71,42332466
(주)브리지텍,64480,Dec-14,,,16063.01,40183859
(주)브리지텍,64480,Dec-15,,,19682.91,52454026
(주)브리지텍,64480,Dec-16,,,23873.14,55214248
(주)브리지텍,64480,Dec-17,,,11138.13,30211608
(주)브리지텍,64480,Dec-18,,,16025.59,46502491
(주)브리지텍,64480,Dec-19,,,12608.41,35589607
(주)브이원텍,251630,Dec-17,16231.11,38720628,15631.51,37985173
(주)브이원텍,251630,Dec-18,22118.32,54628523,21441.69,53788027
(주)브이원텍,251630,Dec-19,12404.42,26780003,11907.75,26109076
(주)브이티지엠피,18290,Dec-11,,,7945.72,59105985
(주)브이티지엠피,18290,Dec-12,,,13867.11,53969499
(주)브이티지엠피,18290,Dec-13,,,14799.4,52606140
(주)브이티지엠피,18290,Dec-14,,,10604.44,53824611
(주)브이티지엠피,18290,Dec-15,,,-10704.8,47026940
(주)브이티지엠피,18290,Dec-16,,,-2886.87,41141465
(주)브이티지엠피,18290,Dec-17,-1186.97,69859691,-7577.69,40265014
(주)브이티지엠피,18290,Dec-18,24580.43,109469851,13557.07,52279262
(주)브이티지엠피,18290,Dec-19,15803.15,112756600,10803.62,64608809
(주)블루베리엔에프티,44480,Dec-11,3865.73,25969100,3659.09,21939190
(주)블루베리엔에프티,44480,Dec-12,8370.77,27282211,7858.61,22070619
(주)블루베리엔에프티,44480,Dec-13,7441.83,24702331,6082.04,20677478
(주)블루베리엔에프티,44480,Dec-14,5251.01,18261707,3770.81,14699293
(주)블루베리엔에프티,44480,Dec-15,4440.66,17443492,3010.6,14269722
(주)블루베리엔에프티,44480,Dec-16,4477.7,15334875,3289.47,12830029
(주)블루베리엔에프티,44480,Dec-17,4380.73,14931003,3172.42,11902327
(주)블루베리엔에프티,44480,Dec-18,148.72,15350181,-2019.22,12878535
(주)블루베리엔에프티,44480,Dec-19,9690.33,37484494,4638.02,11521976
(주)블루콤,33560,Dec-11,14752.67,41216047,8969.59,40152576
(주)블루콤,33560,Dec-12,18463.07,56774888,10839.13,57478849
(주)블루콤,33560,Dec-13,30159.58,85508234,17173.64,80109459
(주)블루콤,33560,Dec-14,63898.44,196513183,41448.32,190464948
(주)블루콤,33560,Dec-15,75418.91,217060294,50698.96,221866505
(주)블루콤,33560,Dec-16,78214.25,238790401,47574.1,248505341
(주)블루콤,33560,Dec-17,36944.42,116599132,18411.17,121104741
(주)블루콤,33560,Dec-18,25225.58,73866708,12693.5,65992040
(주)블루콤,33560,Dec-19,16544.87,28562802,9117.89,27278673
(주)비덴트,121800,Jun-12,,,14119.98,31124822
(주)비덴트,121800,Dec-13,,,9139.64,26338670
(주)비덴트,121800,Dec-14,9654.33,29024533,9805.39,29279902
(주)비덴트,121800,Dec-15,5480.18,22678785,5521.52,22717997
(주)비덴트,121800,Dec-16,-11325.24,23993768,-18401.36,17053079
(주)비덴트,121800,Dec-17,80164.68,23931470,79719.16,15823655
(주)비덴트,121800,Dec-18,94450.61,21471982,95422.48,19854705
(주)비덴트,121800,Dec-19,-5218.71,18671853,-5075.9,17944734
(주)비보존헬스케어,82800,Dec-11,,,2899.02,47382168
(주)비보존헬스케어,82800,Dec-12,,,16026.7,117695488
(주)비보존헬스케어,82800,Dec-13,,,13098.45,133947802
(주)비보존헬스케어,82800,Dec-14,,,13674.09,119988864
(주)비보존헬스케어,82800,Dec-15,,,2762.23,89738594
(주)비보존헬스케어,82800,Dec-16,,,6982.79,68210591
(주)비보존헬스케어,82800,Dec-17,,,2130.77,61021493
(주)비보존헬스케어,82800,Dec-18,,,465.81,46003133
(주)비보존헬스케어,82800,Dec-19,-9845.02,44952919,-17050.3,43901057
(주)비비안,2070,Dec-11,45035.05,235214972,38604.78,188072276
(주)비비안,2070,Dec-12,41240.46,238468901,37196.6,195409773
(주)비비안,2070,Dec-13,35881.7,241714607,20268.93,203535893
(주)비비안,2070,Dec-14,42915.88,216710583,35286.46,183214251
(주)비비안,2070,Dec-15,46904,200322459,41006.4,171918797
(주)비비안,2070,Dec-16,28413.33,207495269,18915.51,177429099
(주)비비안,2070,Dec-17,26406.52,215172721,15719.9,185229632
(주)비비안,2070,Dec-18,19740.85,211392530,8765.94,183178185
(주)비비안,2070,Dec-19,21927.77,200089190,19997.09,176831589
(주)비상교육,100220,Dec-11,52293.28,139386115,46207.32,111834835
(주)비상교육,100220,Dec-12,60725.99,144564444,46085.8,119402756
(주)비상교육,100220,Dec-13,62015.89,134893857,51947.42,124147004
(주)비상교육,100220,Dec-14,59268.06,136882108,56111,130363258
(주)비상교육,100220,Dec-15,65444.92,143846023,64345.3,138346822
(주)비상교육,100220,Dec-16,74788.04,143872246,72781.58,136992382
(주)비상교육,100220,Dec-17,71388.81,145635804,62991.56,132565548
(주)비상교육,100220,Dec-18,59857.3,161921532,58066.94,140592964
(주)비상교육,100220,Dec-19,67166.1,199386233,65243.74,180739253
(주)비씨월드제약,200780,Dec-14,,,14242.47,35691805
(주)비씨월드제약,200780,Dec-15,,,15737.2,41414970
(주)비씨월드제약,200780,Dec-16,,,17747.17,45657696
(주)비씨월드제약,200780,Dec-17,21119.45,50207424,21106.2,50207424
(주)비씨월드제약,200780,Dec-18,23599.61,54791756,23528.93,54791756
(주)비씨월드제약,200780,Dec-19,19144.48,51497337,17700.91,52238453
(주)비아트론,141000,Dec-12,,,16524.26,53221558
(주)비아트론,141000,Dec-13,,,10229.53,32718125
(주)비아트론,141000,Dec-14,,,8517.27,32803707
(주)비아트론,141000,Dec-15,,,14970.23,45120053
(주)비아트론,141000,Dec-16,23733.74,76414019,23652.88,76230822
(주)비아트론,141000,Dec-17,22785.64,100780806,22812.16,100632690
(주)비아트론,141000,Dec-18,40505.95,129129271,40039.26,128629399
(주)비아트론,141000,Dec-19,16441.77,49953294,15463.51,48924013
(주)비에이치,90460,Dec-11,35421.17,152887054,25801.23,153385504
(주)비에이치,90460,Dec-12,51210.4,229848875,38923.9,225568631
(주)비에이치,90460,Dec-13,83411.35,379057928,66738.52,347683723
(주)비에이치,90460,Dec-14,80252.18,315941048,64317.84,293595010
(주)비에이치,90460,Dec-15,74333.15,364623180,56552.12,333975220
(주)비에이치,90460,Dec-16,45626.7,371953545,34859.81,296715580
(주)비에이치,90460,Dec-17,160510.37,691341627,115532.67,513248234
(주)비에이치,90460,Dec-18,253186.82,767882470,203916.46,473574349
(주)비에이치,90460,Dec-19,205036.53,654853721,126319.16,351927255
(주)비엔지티,32790,Dec-11,6946.98,71404263,6663.94,67694549
(주)비엔지티,32790,Dec-12,-2433.99,63928638,-8643.97,41874308
(주)비엔지티,32790,Dec-13,5576.88,89713795,-5749.32,19201677
(주)비엔지티,32790,Dec-14,4833.04,73181587,-5995.64,17601545
(주)비엔지티,32790,Dec-15,1552.98,61727416,-5109.62,12792553
(주)비엔지티,32790,Dec-16,8450.88,51292674,-3785.65,8534019
(주)비엔지티,32790,Dec-17,8112.41,52949862,-114.9,13932664
(주)비엔지티,32790,Dec-18,686.86,49621148,-149.06,9468063
(주)비엔지티,32790,Dec-19,56.7,51911129,-11022.04,16099696
(주)비엘,142760,Dec-16,,,-1768.31,2500747
(주)비엘,142760,Dec-17,-2183.22,7607067,-2171.56,7607067
(주)비엘,142760,Dec-18,5945.63,86066821,-531.34,18567674
(주)비엘,142760,Dec-19,-15471.51,72876570,-16989.79,14422363
(주)비엘팜텍,65170,Dec-11,8898.59,54136692,767.81,33377027
(주)비엘팜텍,65170,Dec-12,6621.29,64681459,-3138.62,35351367
(주)비엘팜텍,65170,Dec-13,6824.43,50703065,-93.32,24337648
(주)비엘팜텍,65170,Dec-14,8653.71,61595064,1177.86,35201853
(주)비엘팜텍,65170,Dec-15,3573.39,57145127,-3792.23,23410135
(주)비엘팜텍,65170,Dec-16,8317.98,73962749,-2647,37454675
(주)비엘팜텍,65170,Dec-17,13582.55,83708355,-2728.05,42545194
(주)비엘팜텍,65170,Dec-18,17952.74,87686317,3364.94,45933504
(주)비엘팜텍,65170,Dec-19,-4026.88,58869487,-8535.63,37321138
(주)비엠티,86670,Dec-11,12484.27,45479327,12703.48,43838123
(주)비엠티,86670,Dec-12,10814.4,44237535,10974.14,42218180
(주)비엠티,86670,Dec-13,15006.1,51230051,14052.79,51230051
(주)비엠티,86670,Dec-14,15669.37,60016445,12877.68,60016445
(주)비엠티,86670,Dec-15,14647.84,55123526,14641.35,55123526
(주)비엠티,86670,Dec-16,10118.28,41125176,9990.78,41125176
(주)비엠티,86670,Dec-17,16037.03,63638731,15873.77,63638731
(주)비엠티,86670,Dec-18,22050.51,76878609,21919.38,76878609
(주)비엠티,86670,Dec-19,19188.71,74362153,18975.44,74362153
(주)비올,335890,Dec-19,,,,
(주)비와이씨,1460,Dec-11,60538.39,202084292,60531.31,202084292
(주)비와이씨,1460,Dec-12,65065.53,216985677,65768.47,218764182
(주)비와이씨,1460,Dec-13,55043.31,182448693,57732.18,182942569
(주)비와이씨,1460,Dec-14,60353.77,176909795,58569.02,178556072
(주)비와이씨,1460,Dec-15,58216.68,182195988,56429.53,181640817
(주)비와이씨,1460,Dec-16,62155.43,211857618,50201.54,211090629
(주)비와이씨,1460,Dec-17,56283.63,195815808,52775.06,195310605
(주)비와이씨,1460,Dec-18,66649.44,197864080,59963.24,197123732
(주)비와이씨,1460,Dec-19,88182.44,170589027,41292.81,169620127
(주)비즈니스온커뮤니케이션,138580,Dec-17,,,10423.78,13456561
(주)비즈니스온커뮤니케이션,138580,Dec-18,,,9602.88,15037979
(주)비즈니스온커뮤니케이션,138580,Dec-19,,,8989.31,15677354
(주)비지에프,27410,Dec-14,575435.51,3367999286,509580.97,3303137208
(주)비지에프,27410,Dec-15,664034.79,4334280041,585337.81,4257634355
(주)비지에프,27410,Dec-16,736986.33,5052617837,632985.61,4941266443
(주)비지에프,27410,Dec-17,36534.12,123842619,4213.51,5608312
(주)비지에프,27410,Dec-18,105882.06,220593919,75665.87,86754836
(주)비지에프,27410,Dec-19,93123.49,240314527,19501.34,35695031
(주)비지에프리테일,282330,Dec-17,,938735225,,938656966
(주)비지에프리테일,282330,Dec-18,712266.44,5775862323,690411.39,5774158186
(주)비지에프리테일,282330,Dec-19,731616.84,5946068220,705317.82,5943404080
(주)비츠로셀,82920,Mar-11,,,16819.4,46015710
(주)비츠로셀,82920,Mar-12,,,18277.96,53465658
(주)비츠로셀,82920,Mar-13,17129.07,61468353,16914.6,61215244
(주)비츠로셀,82920,Mar-14,18850.9,70569071,19051.95,69595752
(주)비츠로셀,82920,Jun-15,26284.24,82163326,26684.58,82467628
(주)비츠로셀,82920,Jun-16,32753.55,91020079,32941.22,90540215
(주)비츠로셀,82920,Jun-17,35747.36,105351685,34923.01,101991470
(주)비츠로셀,82920,Dec-18,38766.3,112596990,38344.67,113080634
(주)비츠로셀,82920,Dec-19,48988.45,133438199,47657.38,129410384
(주)비츠로시스,54220,Mar-11,18273.77,118523752,12641.65,104506657
(주)비츠로시스,54220,Mar-12,15427.24,121574862,14851.4,120622759
(주)비츠로시스,54220,Mar-13,15769.66,134326240,15655.78,133555372
(주)비츠로시스,54220,Mar-14,5782.69,97265580,5854.61,96008027
(주)비츠로시스,54220,Mar-15,-2416.15,85543985,-4963.83,84705430
(주)비츠로시스,54220,Mar-16,,,14286.01,63540760
(주)비츠로시스,54220,Mar-17,,,14522.83,72073712
(주)비츠로시스,54220,Mar-18,,,-10742.46,75293447
(주)비츠로시스,54220,Mar-19,,,-99776.96,31266242
(주)비츠로테크,42370,Mar-11,13397.9,82087605,11451.18,78219441
(주)비츠로테크,42370,Mar-12,14678.74,88409704,12003.03,84750368
(주)비츠로테크,42370,Mar-13,,,15608.34,85361499
(주)비츠로테크,42370,Mar-14,,,17359.76,97884650
(주)비츠로테크,42370,Jun-15,,,20626.03,119884799
(주)비츠로테크,42370,Jun-16,,,15220.05,103230046
(주)비츠로테크,42370,Jun-17,84520.15,232764175,12912.63,86734828
(주)비츠로테크,42370,Jun-18,58509.27,220440565,6963.8,28937727
(주)비츠로테크,42370,Dec-19,93821.76,312975670,7403.58,30787116
(주)비케이홀딩스,50090,Dec-11,15518.61,64570700,15099.32,61852372
(주)비케이홀딩스,50090,Dec-12,30995.5,58866968,45916.32,54766822
(주)비케이홀딩스,50090,Dec-13,20241.67,57878075,19445.56,50350934
(주)비케이홀딩스,50090,Dec-14,2007.42,13179711,4375.79,13179711
(주)비케이홀딩스,50090,Dec-15,,,6088.36,20682210
(주)비케이홀딩스,50090,Dec-16,,,4394.44,43031183
(주)비케이홀딩스,50090,Dec-17,,,3161.27,38071774
(주)비케이홀딩스,50090,Dec-18,2473.85,14927444,2324.96,15426057
(주)비케이홀딩스,50090,Dec-19,5154.04,12993006,4872.24,13301419
(주)비투엔,307870,Dec-18,,,,
(주)비투엔,307870,Dec-19,,,,
(주)비트컴퓨터,32850,Dec-11,10829.57,30736645,10220.93,30557773
(주)비트컴퓨터,32850,Dec-12,8389.46,32814796,7414.86,32648079
(주)비트컴퓨터,32850,Dec-13,7362.88,35363295,6631.81,35213773
(주)비트컴퓨터,32850,Dec-14,8338.73,34660003,8042.05,34509144
(주)비트컴퓨터,32850,Dec-15,13150.5,37311343,12328.79,37162699
(주)비트컴퓨터,32850,Dec-16,13314.48,34800927,12500.85,34716080
(주)비트컴퓨터,32850,Dec-17,13157.53,31905155,12158.38,31554469
(주)비트컴퓨터,32850,Dec-18,7956.79,32769953,7024.78,32611975
(주)비트컴퓨터,32850,Dec-19,18882.4,37376712,17015.99,37165111
(주)비피도,238200,Dec-18,,,6003.98,14870382
(주)비피도,238200,Dec-19,6592,13012639,6611.02,13009644
(주)빅솔론,93190,Dec-11,28778.75,79281840,21485.29,75914338
(주)빅솔론,93190,Dec-12,28498.33,74894093,22900.79,71227154
(주)빅솔론,93190,Dec-13,36313.62,83988189,29026.35,79204923
(주)빅솔론,93190,Dec-14,31103.53,78856302,24095.42,74745421
(주)빅솔론,93190,Dec-15,39065.92,83861117,31933.79,78363649
(주)빅솔론,93190,Dec-16,34980.58,87574944,24808.58,80774588
(주)빅솔론,93190,Dec-17,40966.81,89445133,33857.1,80933343
(주)빅솔론,93190,Dec-18,36239.98,85248786,26092.55,77604084
(주)빅솔론,93190,Dec-19,35532.38,84844466,23599.04,74852401
(주)빅텍,65450,Dec-11,,,6332.01,30868279
(주)빅텍,65450,Dec-12,,,5153.16,27834143
(주)빅텍,65450,Dec-13,,,10876.6,32453011
(주)빅텍,65450,Dec-14,,,11866.36,34457445
(주)빅텍,65450,Dec-15,,,12586.54,40621164
(주)빅텍,65450,Dec-16,,,12089.84,38351993
(주)빅텍,65450,Dec-17,,,12926.54,40828484
(주)빅텍,65450,Dec-18,,,16153.53,48767203
(주)빅텍,65450,Dec-19,,,18592.35,48979452
(주)빙그레,5180,Dec-11,143564.9,721329490,140368.28,720634377
(주)빙그레,5180,Dec-12,164301.84,790017219,163839.66,789102353
(주)빙그레,5180,Dec-13,147701.06,805971786,147442.9,805058851
(주)빙그레,5180,Dec-14,152582.11,820996487,152507.63,819872484
(주)빙그레,5180,Dec-15,138303.47,799571651,137389.9,795438210
(주)빙그레,5180,Dec-16,148456.51,813166107,146384.64,804139945
(주)빙그레,5180,Dec-17,161334.5,857454493,156612.95,841320054
(주)빙그레,5180,Dec-18,172446.5,855162972,167037.94,838159210
(주)빙그레,5180,Dec-19,183297.77,878334260,177957.46,857206874
(주)사람인에이치알,143240,Dec-12,,,41684.16,48822488
(주)사람인에이치알,143240,Dec-13,,,43647.88,52214408
(주)사람인에이치알,143240,Dec-14,46378.25,55301566,46678.84,55333146
(주)사람인에이치알,143240,Dec-15,,,58678.14,68496029
(주)사람인에이치알,143240,Dec-16,60366.69,73701173,43080.11,55357477
(주)사람인에이치알,143240,Dec-17,53764.82,81347113,24081.34,52529118
(주)사람인에이치알,143240,Dec-18,72244,86145918,42698.48,57494328
(주)사람인에이치알,143240,Dec-19,81862.35,93567189,54738.95,67733872
(주)사조대림,3960,Dec-11,51396.19,418702677,39817.16,371465751
(주)사조대림,3960,Dec-12,53772.76,454177460,30588.42,378399029
(주)사조대림,3960,Dec-13,69375.26,508115858,43771.08,399418524
(주)사조대림,3960,Dec-14,70195.03,543628320,41023.8,405812234
(주)사조대림,3960,Dec-15,105228.04,715055913,98312.48,429808463
(주)사조대림,3960,Dec-16,136999.61,953549613,48195.44,460627065
(주)사조대림,3960,Dec-17,179306.45,987439474,57675.38,471851779
(주)사조대림,3960,Dec-18,147243.27,937110913,51918.95,431028398
(주)사조대림,3960,Dec-19,263608.31,1329705655,139420.29,780446517
(주)사조오양,6090,Dec-11,,,24352.72,137322948
(주)사조오양,6090,Dec-12,,,15853.44,127186238
(주)사조오양,6090,Dec-13,,,21200.98,109789487
(주)사조오양,6090,Dec-14,,,10689.52,111843800
(주)사조오양,6090,Dec-15,,,38907.62,194924901
(주)사조오양,6090,Dec-16,,,54312.45,279104782
(주)사조오양,6090,Dec-17,,,77647.23,310186761
(주)사조오양,6090,Dec-18,,,61914.1,296145759
(주)사조오양,6090,Dec-19,,,71155.51,313595840
(주)삼기,122350,Dec-11,,,,
(주)삼기,122350,Dec-12,44812.25,187481786,27831.45,138741292
(주)삼기,122350,Dec-13,55229.33,204178825,33941.09,139606299
(주)삼기,122350,Dec-14,62748.81,243939551,59293.11,233990318
(주)삼기,122350,Dec-15,77517.97,276145441,77775.09,277054863
(주)삼기,122350,Dec-16,81791.71,304482853,84812.64,309545066
(주)삼기,122350,Dec-17,84185.11,292561351,83131.16,292542881
(주)삼기,122350,Dec-18,72992.86,277272867,74961.72,278343288
(주)삼기,122350,Dec-19,83212.69,301765684,82540.38,291623432
(주)삼보판지,23600,Dec-11,49121.04,308995210,14271.54,117711072
(주)삼보판지,23600,Dec-12,63752.88,291587109,22195.51,116547744
(주)삼보판지,23600,Dec-13,65086.86,301880815,18784.13,106335197
(주)삼보판지,23600,Dec-14,64938.41,303156744,15524.22,107828830
(주)삼보판지,23600,Dec-15,15533.23,302484857,4377.51,105933402
(주)삼보판지,23600,Dec-16,92845.16,326686710,21031.74,112897265
(주)삼보판지,23600,Dec-17,58154.15,323858909,22660.75,112996351
(주)삼보판지,23600,Dec-18,125037.56,374788747,39841.58,126535646
(주)삼보판지,23600,Dec-19,97601.3,367007847,25793.5,139868908
(주)삼성출판사,68290,Dec-11,32885.11,75033786,16374.1,56384010
(주)삼성출판사,68290,Dec-12,30242.83,75776098,14949.37,57794033
(주)삼성출판사,68290,Dec-13,44982.17,139049845,15000.48,57081761
(주)삼성출판사,68290,Dec-14,53466.59,153807691,15461.32,56493549
(주)삼성출판사,68290,Dec-15,53880.84,145532697,12041.34,45096628
(주)삼성출판사,68290,Dec-16,64222.96,163300248,13195.52,47244342
(주)삼성출판사,68290,Dec-17,71631.18,176579639,13941.33,47296099
