회사명,거래소코드,회계년도,매출액(IFRS연결),자본(IFRS연결),매출액(IFRS개별),자본(IFRS개별)
(주)대덕,8060,Dec-15,,,512596614,456190050
(주)대덕,8060,Dec-16,,,490868073,466850211
(주)대덕,8060,Dec-17,,,512147273,520065874
(주)대덕,8060,Dec-18,592072102,983926437,590731702,979977344
(주)대덕,8060,Dec-19,1072245939,1039706220,1060557644,1037858702
(주)대동,490,Dec-11,619097327,234924528,503098278,211881261
(주)대동,490,Dec-12,563460079,230400313,473786013,212757014
(주)대동,490,Dec-13,614567090,225940641,509380485,205375934
(주)대동,490,Dec-14,603238442,230397276,505157734,208491784
(주)대동,490,Dec-15,583473475,233122550,462238438,206366674
(주)대동,490,Dec-16,585413995,215148462,463775800,186302672
(주)대동,490,Dec-17,610103128,218897831,453491142,186741849
(주)대동,490,Dec-18,654760356,217503766,475866754,180481204
(주)대동,490,Dec-19,832931373,220811970,620447655,170092153
(주)대동스틸,48470,Dec-11,,,155434161,58973029
(주)대동스틸,48470,Dec-12,,,188596628,56126386
(주)대동스틸,48470,Dec-13,,,130618849,58886446
(주)대동스틸,48470,Dec-14,,,109642438,57044734
(주)대동스틸,48470,Dec-15,,,92348516,52046330
(주)대동스틸,48470,Dec-16,,,68177746,58526757
(주)대동스틸,48470,Dec-17,,,90505698,64814890
(주)대동스틸,48470,Dec-18,,,101539496,61666833
(주)대동스틸,48470,Dec-19,,,113290547,61113403
(주)대륙제관,4780,Dec-11,,,176869298,56821306
(주)대륙제관,4780,Dec-12,,,187942095,60135523
(주)대륙제관,4780,Dec-13,,,201134599,61324303
(주)대륙제관,4780,Dec-14,,,205331306,68550114
(주)대륙제관,4780,Dec-15,,,205100796,79983873
(주)대륙제관,4780,Dec-16,,,186222141,93256366
(주)대륙제관,4780,Dec-17,,,197112543,100055127
(주)대륙제관,4780,Dec-18,,,196346726,103633615
(주)대륙제관,4780,Dec-19,,,197284517,106852858
(주)대림제지,17650,Dec-11,,,78530514,68603339
(주)대림제지,17650,Dec-12,,,76851211,81152219
(주)대림제지,17650,Dec-13,,,61342989,87847904
(주)대림제지,17650,Dec-14,,,57374784,93964034
(주)대림제지,17650,Dec-15,,,54737678,81628890
(주)대림제지,17650,Dec-16,,,67430955,98564388
(주)대림제지,17650,Dec-17,118019206,130215169,90533322,126619287
(주)대림제지,17650,Dec-18,146502272,152231602,89572201,144777485
(주)대림제지,17650,Dec-19,,,105900335,153435045
(주)대명소노시즌,7720,Dec-11,24126346,90620332,8401073,91569104
(주)대명소노시즌,7720,Dec-12,13677795,71085817,12122192,78050853
(주)대명소노시즌,7720,Dec-13,170576588,76631843,15476512,80132898
(주)대명소노시즌,7720,Dec-14,179185015,88984211,24378893,85668569
(주)대명소노시즌,7720,Dec-15,205477211,83598574,118797923,89576589
(주)대명소노시즌,7720,Dec-16,217451478,97207333,206149572,101036603
(주)대명소노시즌,7720,Dec-17,235523369,136942525,219151391,95269965
(주)대명소노시즌,7720,Dec-18,280961738,130379075,214323503,86261376
(주)대명소노시즌,7720,Dec-19,218566639,165647992,218566639,166316893
(주)대성미생물연구소,36480,Dec-11,,,17148022,19829918
(주)대성미생물연구소,36480,Dec-12,,,16332474,19731762
(주)대성미생물연구소,36480,Dec-13,,,21633306,19715731
(주)대성미생물연구소,36480,Dec-14,,,25297656,21137667
(주)대성미생물연구소,36480,Dec-15,,,31025903,25093269
(주)대성미생물연구소,36480,Dec-16,,,30801319,29011529
(주)대성미생물연구소,36480,Dec-17,,,24043374,30296498
(주)대성미생물연구소,36480,Dec-18,,,25097138,33009285
(주)대성미생물연구소,36480,Dec-19,,,25133940,34715399
(주)대성엘텍,25440,Dec-11,254383050,26380861,239501268,27524094
(주)대성엘텍,25440,Dec-12,265749156,26273194,249582562,35967281
(주)대성엘텍,25440,Dec-13,318663155,26246247,309012177,22850250
(주)대성엘텍,25440,Dec-14,392611689,26963344,387258043,25259173
(주)대성엘텍,25440,Dec-15,355223578,28058763,346123894,26929987
(주)대성엘텍,25440,Dec-16,366692739,49194848,352277390,48950905
(주)대성엘텍,25440,Dec-17,350575739,46797006,344500547,44133973
(주)대성엘텍,25440,Dec-18,348076304,43036022,338326754,40374075
(주)대성엘텍,25440,Dec-19,377405556,38063005,364131618,34129543
(주)대성파인텍,104040,Dec-11,32471054,22349136,31169768,21830871
(주)대성파인텍,104040,Dec-12,35070320,26263438,33684708,25679422
(주)대성파인텍,104040,Dec-13,35560822,28774358,33645038,28310689
(주)대성파인텍,104040,Dec-14,38872598,32041181,37798289,31645959
(주)대성파인텍,104040,Dec-15,44267460,36304201,43155230,36127724
(주)대성파인텍,104040,Dec-16,47677369,41901677,46924145,41838762
(주)대성파인텍,104040,Dec-17,43233993,48816237,42539088,48930150
(주)대성파인텍,104040,Dec-18,38587676,51707863,38587676,51644078
(주)대성파인텍,104040,Dec-19,37466323,53200691,37497863,51844042
(주)대양금속,9190,Dec-11,146313431,30463239,146017854,33859811
(주)대양금속,9190,Dec-12,105129341,17397073,99832132,17033419
(주)대양금속,9190,Dec-13,113651899,19759252,112821866,20039724
(주)대양금속,9190,Dec-14,122339495,5262572,122086010,5262572
(주)대양금속,9190,Dec-15,,,121554021,12130951
(주)대양금속,9190,Dec-16,,,146247517,16524848
(주)대양금속,9190,Dec-17,,,172877205,25993344
(주)대양금속,9190,Dec-18,,,165044206,31675524
(주)대양금속,9190,Dec-19,,,151597696,66728573
(주)대우건설,47040,Dec-11,7019591544,3412192209,7031863672,3360446240
(주)대우건설,47040,Dec-12,8223432761,3410980662,8180269589,3395669804
(주)대우건설,47040,Dec-13,8782195639,2653594549,8417075007,2621559876
(주)대우건설,47040,Dec-14,9995022699,2725594904,9853092238,2649219220
(주)대우건설,47040,Dec-15,9935734306,2830681289,9877475175,2784571945
(주)대우건설,47040,Dec-16,11105930098,2069909999,10964615696,2013892443
(주)대우건설,47040,Dec-17,11766840488,2278069286,11332055896,2215117197
(주)대우건설,47040,Dec-18,10605493845,2317722005,10204674621,2201723128
(주)대우건설,47040,Dec-19,8651852221,2488248901,8091938554,2174777239
(주)대웅,3090,Dec-11,294259306,336101580,45481287,269111721
(주)대웅,3090,Dec-12,320770921,391395286,44303202,286538659
(주)대웅,3090,Dec-13,843315008,687068468,43620683,292973005
(주)대웅,3090,Dec-14,893952807,708731742,46086581,299105825
(주)대웅,3090,Dec-15,996816140,828479372,50147920,303989470
(주)대웅,3090,Dec-16,1014965932,864632095,49222029,311572659
(주)대웅,3090,Dec-17,1123956914,939305649,54733877,318449936
(주)대웅,3090,Dec-18,1231290089,964312839,47887031,326793655
(주)대웅,3090,Dec-19,1365679369,1026246591,49225217,330462054
(주)대웅제약,69620,Dec-11,710547146,362416568,706643347,359149540
(주)대웅제약,69620,Dec-12,669013833,386586504,664648217,384554450
(주)대웅제약,69620,Dec-13,682508016,437963421,674867033,437153193
(주)대웅제약,69620,Dec-14,735889424,455505983,727222610,448947382
(주)대웅제약,69620,Dec-15,839686478,580240544,800517043,492694104
(주)대웅제약,69620,Dec-16,883920425,604551091,794009801,517660084
(주)대웅제약,69620,Dec-17,960307423,631537019,866755277,547339875
(주)대웅제약,69620,Dec-18,1031427426,607809450,943522107,538371639
(주)대웅제약,69620,Dec-19,1113425921,635920094,1005179736,552996822
(주)대원,7680,Dec-17,289919901,260768680,260757969,236919285
(주)대원,7680,Dec-18,333043729,287004723,319582129,268686839
(주)대원,7680,Dec-19,248600434,300149808,153482069,273099251
(주)대유,290380,Dec-18,,,28744630,60870586
(주)대유,290380,Dec-19,,,29676591,63291727
(주)대유에이텍,2880,Dec-11,469492403,74915524,402876552,64764672
(주)대유에이텍,2880,Dec-12,505514624,98330816,415218564,88467330
(주)대유에이텍,2880,Dec-13,555167096,103553802,477929276,90551239
(주)대유에이텍,2880,Dec-14,737452073,123168343,563652493,95014250
(주)대유에이텍,2880,Dec-15,1010565226,146086034,439531682,114857149
(주)대유에이텍,2880,Dec-16,1020081834,195302340,346859744,118550013
(주)대유에이텍,2880,Dec-17,1067821414,201083182,375357145,120111287
(주)대유에이텍,2880,Dec-18,1110212702,170336776,386822181,93824573
(주)대유에이텍,2880,Dec-19,1284997078,236049267,375730576,108434281
(주)대유에이피,290120,Dec-18,,,193955817,41317912
(주)대유에이피,290120,Dec-19,157452770,48007364,155621706,45710821
(주)대유플러스,300,Dec-11,334908921,90783329,269816158,85843730
(주)대유플러스,300,Dec-12,379402054,101198600,301224599,100674672
(주)대유플러스,300,Dec-13,423640919,107800493,330007627,97893009
(주)대유플러스,300,Dec-14,501739482,106949159,336624995,101636699
(주)대유플러스,300,Dec-15,495781661,106593244,182014611,105527192
(주)대유플러스,300,Dec-16,434112971,119885084,177513413,105256120
(주)대유플러스,300,Dec-17,457742056,121253033,42149556,92378155
(주)대유플러스,300,Dec-18,503410184,137969241,68748620,96657195
(주)대유플러스,300,Dec-19,457263303,159431178,111432198,111468231
(주)대창,12800,Dec-11,868579999,181236623,847602152,175076705
(주)대창,12800,Dec-12,781254333,189292253,760552549,188714249
(주)대창,12800,Dec-13,754870184,185418543,731584711,174341068
(주)대창,12800,Dec-14,1323691567,167922730,759271054,169792671
(주)대창,12800,Dec-15,1016663483,149095658,590375055,144714935
(주)대창,12800,Dec-16,817684058,179246066,371558721,145823031
(주)대창,12800,Dec-17,983291022,194489367,442632337,152741459
(주)대창,12800,Dec-18,951257321,215741704,453110792,174173348
(주)대창,12800,Dec-19,898987909,215085002,409974330,174140261
(주)대창솔루션,96350,Dec-11,,,78897094,83776679
(주)대창솔루션,96350,Dec-12,68934325,81072412,68934325,80989260
(주)대창솔루션,96350,Dec-13,95233300,80639993,48428623,81285365
(주)대창솔루션,96350,Dec-14,82650798,65204441,62840334,64562797
(주)대창솔루션,96350,Dec-15,59676898,62688668,43696474,61320750
(주)대창솔루션,96350,Dec-16,49327918,58297775,36520316,53939673
(주)대창솔루션,96350,Dec-17,42774854,56224608,30923027,51855415
(주)대창솔루션,96350,Dec-18,51667981,50489013,32180980,46320950
(주)대창솔루션,96350,Dec-19,65192868,66153926,48365618,63596112
(주)대창스틸,140520,Dec-14,266081393,104913698,266081393,91403768
(주)대창스틸,140520,Dec-15,260110989,126687331,229985716,95138377
(주)대창스틸,140520,Dec-16,302662749,120482995,239314048,92342395
(주)대창스틸,140520,Dec-17,318055221,129290507,244793248,99072039
(주)대창스틸,140520,Dec-18,228396166,101147892,228369357,96020161
(주)대창스틸,140520,Dec-19,197636280,99388804,197667730,92204184
(주)대한과학,131220,Dec-11,,,34442607,17056925
(주)대한과학,131220,Dec-12,39173115,17809756,39571766,17866609
(주)대한과학,131220,Dec-13,39656586,18569036,38687652,18653704
(주)대한과학,131220,Dec-14,39051055,22138661,36555998,21618292
(주)대한과학,131220,Dec-15,41604516,23071683,37487327,22157710
(주)대한과학,131220,Dec-16,46070953,25095120,38812724,23300535
(주)대한과학,131220,Dec-17,41364830,26028550,31663846,23539552
(주)대한과학,131220,Dec-18,47055603,29415687,33984809,25900307
(주)대한과학,131220,Dec-19,55165316,32798304,38676690,27705576
(주)대한항공,3490,Dec-11,12269083442,2768952507,11805281564,2186399997
(주)대한항공,3490,Dec-12,12719636524,2904382959,12263866637,2373668528
(주)대한항공,3490,Dec-13,11848707841,2740213084,11712354062,2270563663
(주)대한항공,3490,Dec-14,11909748648,2201158630,11680398140,1979712295
(주)대한항공,3490,Dec-15,11544831301,2499035141,11308423373,2296293962
(주)대한항공,3490,Dec-16,11731852589,1874350082,11502876673,1653145824
(주)대한항공,3490,Dec-17,12092211498,3751103158,11802818528,3672128453
(주)대한항공,3490,Dec-18,13011645224,2894870625,12646864991,2884976170
(주)대한항공,3490,Dec-19,12683407265,2780792693,12291667990,2818433173
(주)대현,16090,Dec-11,,,196209581,95644798
(주)대현,16090,Dec-12,,,216891532,99922711
(주)대현,16090,Dec-13,,,245290977,107489849
(주)대현,16090,Dec-14,,,245403416,109818253
(주)대현,16090,Dec-15,,,259571056,117247689
(주)대현,16090,Dec-16,,,280173383,162599423
(주)대현,16090,Dec-17,,,283694373,172954354
(주)대현,16090,Dec-18,,,286316282,185639518
(주)대현,16090,Dec-19,,,299583978,199170503
(주)대호에이엘,69460,Dec-11,179347681,41248239,172103915,42794734
(주)대호에이엘,69460,Dec-12,151031967,32005031,134927509,45021187
(주)대호에이엘,69460,Dec-13,139063658,33565906,125380109,45759797
(주)대호에이엘,69460,Dec-14,,,131723452,25569132
(주)대호에이엘,69460,Dec-15,,,121584665,24016626
(주)대호에이엘,69460,Dec-16,,,117646225,22234397
(주)대호에이엘,69460,Dec-17,,,126319691,26936215
(주)대호에이엘,69460,Dec-18,,,132411332,29225044
(주)대호에이엘,69460,Dec-19,,,117536747,26364350
(주)대호특수강,21040,Dec-11,,,213832202,22331373
(주)대호특수강,21040,Dec-12,,,220378054,45172594
(주)대호특수강,21040,Dec-13,,,314033771,36367608
(주)대호특수강,21040,Dec-14,,,222066124,34244918
(주)대호특수강,21040,Dec-15,,,200872222,36036595
(주)대호특수강,21040,Dec-16,,,185678388,40959342
(주)대호특수강,21040,Dec-17,,,205306467,69049051
(주)대호특수강,21040,Dec-18,,,209863691,72429471
(주)대호특수강,21040,Dec-19,,,204179606,72153076
(주)더 미동,161570,Dec-13,41879645,32133888,41879645,32171650
(주)더 미동,161570,Dec-14,36758112,33569132,36757876,33946939
(주)더 미동,161570,Dec-15,40713758,44706800,40703286,44666932
(주)더 미동,161570,Dec-16,28872693,49390295,28872693,50603659
(주)더 미동,161570,Dec-17,28157406,44423279,28132442,51049259
(주)더 미동,161570,Dec-18,19602894,32130428,19560828,36061472
(주)더 미동,161570,Dec-19,24883150,28452478,24559154,34476199
(주)더블유게임즈,192080,Dec-19,513847375,647154267,200271921,647154267
(주)더블유아이,73570,Dec-11,52297039,47588260,52230213,49606909
(주)더블유아이,73570,Dec-12,21961327,36331014,21961327,34947095
(주)더블유아이,73570,Dec-13,95416105,80840401,16547458,24015959
(주)더블유아이,73570,Dec-14,,,118448729,3703952
(주)더블유아이,73570,Dec-15,,,15165610,15301172
(주)더블유아이,73570,Dec-16,4764944,13396475,4764944,12084378
(주)더블유아이,73570,Dec-17,12072601,23626380,10064001,23358418
(주)더블유아이,73570,Dec-18,19277934,49530498,4081422,35283613
(주)더블유아이,73570,Dec-19,,,24052132,38166837
(주)더블유에스아이,299170,Dec-18,,,,
(주)더블유에스아이,299170,Dec-19,,,,
(주)더존비즈온,12510,Dec-11,115664742,64652982,112382349,69637333
(주)더존비즈온,12510,Dec-12,124921239,82161689,122977105,87827950
(주)더존비즈온,12510,Dec-13,129601816,90728803,128116096,96513125
(주)더존비즈온,12510,Dec-14,136381212,117669430,130792452,118737247
(주)더존비즈온,12510,Dec-15,157733506,132775618,153480924,132784254
(주)더존비즈온,12510,Dec-16,176766996,153293920,173040399,153606085
(주)더존비즈온,12510,Dec-17,205605875,185508246,201743071,184170602
(주)더존비즈온,12510,Dec-18,226933182,182160481,223090877,177667340
(주)더존비즈온,12510,Dec-19,262663608,363005014,259291800,360805262
(주)덕산테코피아,317330,Dec-19,,,61838936,145190680
(주)덕성,4830,Dec-11,90994471,56953565,80029454,56247735
(주)덕성,4830,Dec-12,91531135,58544775,79107828,59224807
(주)덕성,4830,Dec-13,97418617,62737388,90283423,63772007
(주)덕성,4830,Dec-14,82288347,62676033,77305403,62664424
(주)덕성,4830,Dec-15,76938066,63495104,71463183,63504713
(주)덕성,4830,Dec-16,103808604,65882484,98630563,65884302
(주)덕성,4830,Dec-17,100706194,65342165,96190439,65334981
(주)덕성,4830,Dec-18,83746049,62844638,79922736,62836909
(주)덕성,4830,Dec-19,86726847,62987985,83276447,60850153
(주)덕신하우징,90410,Dec-14,,,90645621,69497435
(주)덕신하우징,90410,Dec-15,104896222,68262112,107493319,69417251
(주)덕신하우징,90410,Dec-16,121634452,54428169,120269693,54976356
(주)덕신하우징,90410,Dec-17,125887825,62334189,122876930,61492267
(주)덕신하우징,90410,Dec-18,135363460,72089466,131099317,70074564
(주)덕신하우징,90410,Dec-19,149006750,72659756,145648501,69981610
(주)데이타솔루션,263800,Dec-17,,,90041947,29266054
(주)데이타솔루션,263800,Dec-18,,,98116700,25804213
(주)데이타솔루션,263800,Dec-19,,,101169469,25588703
(주)덱스터스튜디오,206560,Dec-15,26054827,73695940,26054827,73954889
(주)덱스터스튜디오,206560,Dec-16,31776984,78181834,31776984,78249187
(주)덱스터스튜디오,206560,Dec-17,25334023,40879367,24984428,40695026
(주)덱스터스튜디오,206560,Dec-18,39216741,63225057,35739469,62928543
(주)덱스터스튜디오,206560,Dec-19,55482725,55331347,38294449,54884889
(주)덴티스,261200,Dec-17,,,,
(주)덴티스,261200,Dec-18,,,,
(주)덴티스,261200,Dec-19,,,,
(주)덴티움,145720,Dec-17,150645644,162464656,122526473,169992425
(주)덴티움,145720,Dec-18,186316234,194733847,145739045,204154065
(주)덴티움,145720,Dec-19,252587273,206533365,207592934,205903376
(주)도화엔지니어링,2150,Dec-11,,,282096884,225754894
(주)도화엔지니어링,2150,Dec-12,,,282716150,216565148
(주)도화엔지니어링,2150,Dec-13,,,270205936,218689745
(주)도화엔지니어링,2150,Dec-14,,,229647463,213893102
(주)도화엔지니어링,2150,Dec-15,,,275048204,229922006
(주)도화엔지니어링,2150,Dec-16,,,324737933,226063767
(주)도화엔지니어링,2150,Dec-17,398950053,235778390,398213957,236230739
(주)도화엔지니어링,2150,Dec-18,402472582,248740117,401239892,250074370
(주)도화엔지니어링,2150,Dec-19,516127676,252576931,514884271,253462122
(주)동구바이오제약,6620,Dec-18,,,104837387,72098228
(주)동구바이오제약,6620,Dec-19,,,125235187,85652178
(주)동국알앤에스,75970,Dec-11,154053142,80595734,148238581,71858249
(주)동국알앤에스,75970,Dec-12,129926945,78826439,122220583,70460826
(주)동국알앤에스,75970,Dec-13,117332476,77137170,108707901,69351651
(주)동국알앤에스,75970,Dec-14,110150597,77359974,102228141,69067765
(주)동국알앤에스,75970,Dec-15,98898658,74443437,76183392,64229913
(주)동국알앤에스,75970,Dec-16,94528209,76160431,67042606,65129009
(주)동국알앤에스,75970,Dec-17,95193818,76573791,68756029,65403142
(주)동국알앤에스,75970,Dec-18,101618391,77738614,76379761,66211947
(주)동국알앤에스,75970,Dec-19,101828656,78979390,71822024,65843263
(주)동국에스엔씨,100130,Dec-11,116891942,222594755,115568473,219993454
(주)동국에스엔씨,100130,Dec-12,139563701,228933999,138418428,227283853
(주)동국에스엔씨,100130,Dec-13,140907254,228646809,139810707,228130139
(주)동국에스엔씨,100130,Dec-14,203075322,235312363,202243552,234770449
(주)동국에스엔씨,100130,Dec-15,211285538,275800556,210568798,253387949
(주)동국에스엔씨,100130,Dec-16,383878885,287126965,207195857,267848989
(주)동국에스엔씨,100130,Dec-17,367922824,285302643,172792712,269158422
(주)동국에스엔씨,100130,Dec-18,363113418,271162970,165727686,260386520
(주)동국에스엔씨,100130,Dec-19,317847252,276186355,174461880,266574166
(주)동남합성,23450,Dec-11,,,59784516,44259771
(주)동남합성,23450,Dec-12,,,61964194,47810712
(주)동남합성,23450,Dec-13,,,60564486,49354152
(주)동남합성,23450,Dec-14,,,76119599,50326340
(주)동남합성,23450,Dec-15,,,76498187,53638693
(주)동남합성,23450,Dec-16,,,104228395,66454975
(주)동남합성,23450,Dec-17,,,137438595,51177369
(주)동남합성,23450,Dec-18,,,139266809,61509441
(주)동남합성,23450,Dec-19,,,126057340,74521787
(주)동방,4140,Dec-11,585508996,123724480,472871652,137396422
(주)동방,4140,Dec-12,619415412,152827508,485103227,143221649
(주)동방,4140,Dec-13,635368921,132712719,497411189,129816098
(주)동방,4140,Dec-14,633716236,115889655,508700373,120426268
(주)동방,4140,Dec-15,629844689,99257222,522629368,114113469
(주)동방,4140,Dec-16,575084778,149080462,468813154,141509837
(주)동방,4140,Dec-17,506138372,126663426,413905870,122751526
(주)동방,4140,Dec-18,526437269,130187333,474418754,112412331
(주)동방,4140,Dec-19,633047832,115641392,577078497,93802507
(주)동방선기,99410,Dec-11,55491589,41915183,36527616,37147996
(주)동방선기,99410,Dec-12,38614066,34705023,28754075,37750575
(주)동방선기,99410,Dec-13,24243352,36876416,22347216,48515317
(주)동방선기,99410,Dec-14,35538546,34793135,25955520,35084258
(주)동방선기,99410,Dec-15,45092509,34553300,33449173,34285498
(주)동방선기,99410,Dec-16,29202617,37352179,29215663,37481980
(주)동방선기,99410,Dec-17,,,19302291,30443271
(주)동방선기,99410,Dec-18,,,17058634,28882661
(주)동방선기,99410,Dec-19,,,23630293,28538005
(주)동방아그로,7590,Dec-11,104135497,113040198,104135497,112490802
(주)동방아그로,7590,Dec-12,105441229,114042017,105441229,113415772
(주)동방아그로,7590,Dec-13,109239930,114771461,109239930,114048942
(주)동방아그로,7590,Dec-14,114629208,120012559,114629208,119252696
(주)동방아그로,7590,Dec-15,115830676,123411599,115830676,122599578
(주)동방아그로,7590,Dec-16,115846147,126736239,115846147,125906266
(주)동방아그로,7590,Dec-17,120248595,129746775,119813342,128942067
(주)동방아그로,7590,Dec-18,121108495,133000418,120665547,132136287
(주)동방아그로,7590,Dec-19,124644780,137148663,124071228,136203872
(주)동서,26960,Dec-16,513790349,1197388709,466716608,1175684761
(주)동서,26960,Dec-17,559080361,1244717364,503282371,1220099902
(주)동서,26960,Dec-18,563524574,1290200662,495108546,1264016752
(주)동서,26960,Dec-19,502235935,1351941870,441898585,1337828530
(주)동성케미컬,102260,Dec-11,582112775,251795849,12065936,129646482
(주)동성케미컬,102260,Dec-12,654021296,306597596,11085455,145842595
(주)동성케미컬,102260,Dec-13,823409697,336735442,14488242,179426483
(주)동성케미컬,102260,Dec-14,905441155,378315795,16377022,178892481
(주)동성케미컬,102260,Dec-15,871224899,398501791,128809331,240138330
(주)동성케미컬,102260,Dec-16,852912858,440647223,239571735,245338044
(주)동성케미컬,102260,Dec-17,827336387,417812049,306417726,266893115
(주)동성케미컬,102260,Dec-18,813073125,400668890,325020893,256689990
(주)동성케미컬,102260,Dec-19,849786144,418429062,277935691,245697597
(주)동성화인텍,33500,Dec-11,,,177618063,65237095
(주)동성화인텍,33500,Dec-12,,,239381785,74128359
(주)동성화인텍,33500,Dec-13,,,409450161,84454666
(주)동성화인텍,33500,Dec-14,,,420798887,102967323
(주)동성화인텍,33500,Dec-15,347135317,113310989,345919256,113322852
(주)동성화인텍,33500,Dec-16,335005289,118460497,332654028,122341495
(주)동성화인텍,33500,Dec-17,230970494,84140472,212626849,80829719
(주)동성화인텍,33500,Dec-18,188129063,73936476,185329974,77060258
(주)동성화인텍,33500,Dec-19,253271782,94893401,238406562,98642917
(주)동아엘텍,88130,Dec-11,64235041,51751392,30831019,43967350
(주)동아엘텍,88130,Dec-12,67364061,58271262,26662109,45628385
(주)동아엘텍,88130,Dec-13,91172444,72110880,52669831,57020927
(주)동아엘텍,88130,Dec-14,119044673,77843668,72914338,62598025
(주)동아엘텍,88130,Dec-15,119717924,94935182,90855338,83761447
(주)동아엘텍,88130,Dec-16,216159935,125004077,73871347,92167167
(주)동아엘텍,88130,Dec-17,250506618,193906396,124693976,112885472
(주)동아엘텍,88130,Dec-18,253511129,195727578,131466999,121246587
(주)동아엘텍,88130,Dec-19,202944664,209028744,112102348,129823352
(주)동아지질,28100,Dec-11,253840382,126521972,251872404,126809626
(주)동아지질,28100,Dec-12,283352820,133630784,277031753,134527914
(주)동아지질,28100,Dec-13,329945352,132872372,322551672,134820292
(주)동아지질,28100,Dec-14,305653861,135696999,287905356,137274904
(주)동아지질,28100,Dec-15,296676999,138390042,292756183,140253004
(주)동아지질,28100,Dec-16,323174632,149430348,322518697,150272303
(주)동아지질,28100,Dec-17,339724245,156235444,339724245,154093175
(주)동아지질,28100,Dec-18,360734225,174760987,360734225,175335281
(주)동아지질,28100,Dec-19,380903410,193879989,380903410,193724122
(주)동양,1520,Dec-11,1491867213,353679357,877037698,242068505
(주)동양,1520,Dec-12,1709382603,234618283,1050903621,253071142
(주)동양,1520,Dec-13,567649867,-476439948,523539904,-467021842
(주)동양,1520,Dec-14,381219825,374952922,299405735,382501490
(주)동양,1520,Dec-15,392665079,959976000,339748919,971173008
(주)동양,1520,Dec-16,439901519,862687591,372771548,857369725
(주)동양,1520,Dec-17,483087800,851648583,422674664,851291706
(주)동양,1520,Dec-18,529745193,834114956,359248327,853471154
(주)동양,1520,Dec-19,539085144,819145877,384092832,818596908
(주)동양고속,84670,Dec-11,203129076,133426848,113116958,105500221
(주)동양고속,84670,Dec-12,115450487,111864261,115450487,107468574
(주)동양고속,84670,Dec-13,127101782,115021355,127071001,112631714
(주)동양고속,84670,Dec-14,136283088,123810245,136275429,121312535
(주)동양고속,84670,Dec-15,135760744,131415651,135721358,126112034
(주)동양고속,84670,Dec-16,155526430,126497870,155461647,128508643
(주)동양고속,84670,Dec-17,141870839,123239558,141801103,125589891
(주)동양고속,84670,Dec-18,132272993,112681255,132213672,115261445
(주)동양고속,84670,Dec-19,140473417,132201487,140415225,131788754
(주)동양에스텍,60380,Dec-11,216818796,56498450,207403841,55624044
(주)동양에스텍,60380,Dec-12,205473230,49933835,198323297,49216615
(주)동양에스텍,60380,Dec-13,224278761,50452685,215558879,49353735
(주)동양에스텍,60380,Dec-14,174225548,49117049,164832138,47335869
(주)동양에스텍,60380,Dec-15,133784506,46037010,123896334,45894411
(주)동양에스텍,60380,Dec-16,151970509,52123793,134441550,50318637
(주)동양에스텍,60380,Dec-17,186236108,54371541,159869610,52467003
(주)동양에스텍,60380,Dec-18,189075199,54205684,160309679,50920110
(주)동양에스텍,60380,Dec-19,212129297,54368158,159756378,51484929
(주)동우팜투테이블,88910,Dec-11,,,218666059,108633418
(주)동우팜투테이블,88910,Dec-12,,,214253245,109712527
(주)동우팜투테이블,88910,Dec-13,,,251708531,121475668
(주)동우팜투테이블,88910,Dec-14,,,219796482,123080500
(주)동우팜투테이블,88910,Dec-15,,,239667925,131384787
(주)동우팜투테이블,88910,Dec-16,,,235752895,143945431
(주)동우팜투테이블,88910,Dec-17,,,230843688,171381045
(주)동우팜투테이블,88910,Dec-18,,,250159235,188587342
(주)동우팜투테이블,88910,Dec-19,270567996,190049748,270567996,189996815
(주)동운아나텍,94170,Dec-15,,,56872562,35373285
(주)동운아나텍,94170,Dec-16,,,54673627,32761904
(주)동운아나텍,94170,Dec-17,,,54989112,26544497
(주)동운아나텍,94170,Dec-18,,,46698555,20645426
(주)동운아나텍,94170,Dec-19,,,54763967,24723874
(주)동원개발,13120,Dec-11,,,216368374,209627600
(주)동원개발,13120,Dec-12,,,384862497,242306893
(주)동원개발,13120,Dec-13,,,318263153,272157708
(주)동원개발,13120,Dec-14,,,340086893,327949813
(주)동원개발,13120,Dec-15,,,514966840,413515113
(주)동원개발,13120,Dec-16,,,534393481,504259410
(주)동원개발,13120,Dec-17,,,563013434,594797507
(주)동원개발,13120,Dec-18,,,607890976,703263908
(주)동원개발,13120,Dec-19,,,642628503,771138229
(주)동원에프앤비,49770,Dec-11,1563244948,385854167,1099094841,373940549
(주)동원에프앤비,49770,Dec-12,1662832442,397620617,1191223606,383645965
(주)동원에프앤비,49770,Dec-13,1688630676,427056471,1246608861,403022099
(주)동원에프앤비,49770,Dec-14,1794888216,478641038,1338173676,448504623
(주)동원에프앤비,49770,Dec-15,1931040796,522191654,1374936673,475980471
(주)동원에프앤비,49770,Dec-16,2241255930,560601738,1464991510,496989905
(주)동원에프앤비,49770,Dec-17,2552621332,593249304,1569204857,521186117
(주)동원에프앤비,49770,Dec-18,2802526253,632494679,1632631810,546819723
(주)동원에프앤비,49770,Dec-19,3030257743,681209948,1709299492,575957439
(주)동일기연,32960,Dec-11,45546692,45621955,45546506,45685037
(주)동일기연,32960,Dec-12,35460962,51659309,35454832,52717429
