회사명,거래소코드,회계년도,매출액(IFRS연결),자본(IFRS연결),매출액(IFRS개별),자본(IFRS개별)
(주)케이씨티,89150,Dec-12,,,54911309,37564117
(주)케이씨티,89150,Dec-13,,,48578042,39142582
(주)케이씨티,89150,Dec-14,,,40004018,39392640
(주)케이씨티,89150,Dec-15,,,37438506,38461191
(주)케이씨티,89150,Dec-16,,,26151216,39071327
(주)케이씨티,89150,Dec-17,,,27915455,40419434
(주)케이씨티,89150,Dec-18,,,30759977,39133159
(주)케이씨티,89150,Dec-19,,,20057539,36892432
(주)케이씨티시,9070,Dec-11,286851588,148377731,185166604,143014105
(주)케이씨티시,9070,Dec-12,331131638,148103452,214175433,146631027
(주)케이씨티시,9070,Dec-13,375783682,152315382,218567442,123614474
(주)케이씨티시,9070,Dec-14,356096649,164964036,210836977,128546278
(주)케이씨티시,9070,Dec-15,357046890,172021197,245332563,138124440
(주)케이씨티시,9070,Dec-16,349784213,178530327,257468145,150876724
(주)케이씨티시,9070,Dec-17,364550702,184377232,269407698,156209734
(주)케이씨티시,9070,Dec-18,400441294,189643067,308710252,164001757
(주)케이씨티시,9070,Dec-19,446166406,197321263,327327784,169557698
(주)케이씨피드,25880,Dec-11,78033368,46765169,77301481,46401213
(주)케이씨피드,25880,Dec-12,92393360,48988840,91832670,50861189
(주)케이씨피드,25880,Dec-13,101758273,49451012,100892718,52869271
(주)케이씨피드,25880,Dec-14,92877336,46554487,89636550,48853816
(주)케이씨피드,25880,Dec-15,83421403,44140243,79313028,49560574
(주)케이씨피드,25880,Dec-16,80776776,52101914,75730588,57860692
(주)케이씨피드,25880,Dec-17,79688312,58621331,74377250,58960670
(주)케이씨피드,25880,Dec-18,63728024,59351785,63102846,59226219
(주)케이씨피드,25880,Dec-19,64298803,52446555,64474083,52604961
(주)케이아이엔엑스,93320,Dec-11,20160994,30373688,19685311,30112159
(주)케이아이엔엑스,93320,Dec-12,27197022,34468118,25199649,33203229
(주)케이아이엔엑스,93320,Dec-13,30572322,39836015,28251261,37433178
(주)케이아이엔엑스,93320,Dec-14,36498138,45043374,32919975,41082528
(주)케이아이엔엑스,93320,Dec-15,42125555,49326695,34825474,44941664
(주)케이아이엔엑스,93320,Dec-16,44193723,55012575,38443271,49336461
(주)케이아이엔엑스,93320,Dec-17,47286324,58738875,42019028,52494205
(주)케이아이엔엑스,93320,Dec-18,56304485,70441024,51955405,62622376
(주)케이아이엔엑스,93320,Dec-19,64639547,84552669,59033025,73653301
(주)케이에스에스해운,44450,Dec-11,98396511,133663450,95569451,132904454
(주)케이에스에스해운,44450,Dec-12,112243969,137320751,109966154,136478674
(주)케이에스에스해운,44450,Dec-13,118679752,160754932,116941221,160075388
(주)케이에스에스해운,44450,Dec-14,,,137526098,184349598
(주)케이에스에스해운,44450,Dec-15,143480707,212129704,143480707,212132522
(주)케이에스에스해운,44450,Dec-16,141144031,236009707,140858346,235733159
(주)케이에스에스해운,44450,Dec-17,177565952,227384051,177289935,227289269
(주)케이에스에스해운,44450,Dec-18,202504829,249394910,202418731,249220001
(주)케이에스에스해운,44450,Dec-19,231240042,280999714,231049579,280524466
(주)케이에스피,73010,Dec-11,,,60100197,71187814
(주)케이에스피,73010,Dec-12,,,50060174,68612691
(주)케이에스피,73010,Dec-13,,,38018375,70322617
(주)케이에스피,73010,Dec-14,,,36900928,69342526
(주)케이에스피,73010,Dec-15,,,40286747,66834618
(주)케이에스피,73010,Dec-16,,,26193103,9718896
(주)케이에스피,73010,Dec-17,,,17799376,8249422
(주)케이에스피,73010,Dec-18,,,16783298,21149255
(주)케이에스피,73010,Dec-19,,,29381172,22774248
(주)케이에이치바텍,60720,Dec-11,315935984,195608756,278584875,205435148
(주)케이에이치바텍,60720,Dec-12,355916718,188350675,241443506,211865857
(주)케이에이치바텍,60720,Dec-13,824185940,245330625,558116265,243033570
(주)케이에이치바텍,60720,Dec-14,590031014,266393397,370920461,275574276
(주)케이에이치바텍,60720,Dec-15,737937555,281846117,461858396,283143463
(주)케이에이치바텍,60720,Dec-16,378235181,250845169,158176006,251394018
(주)케이에이치바텍,60720,Dec-17,351126827,208559262,127309738,209278034
(주)케이에이치바텍,60720,Dec-18,203983923,174397771,47496378,175257036
(주)케이에이치바텍,60720,Dec-19,203636996,184506428,28294361,185565985
(주)케이에이치필룩스,33180,Dec-11,92721944,56175773,47927659,35312787
(주)케이에이치필룩스,33180,Dec-12,94743749,56729257,47332532,35312636
(주)케이에이치필룩스,33180,Dec-13,97345479,60492128,48193275,36655730
(주)케이에이치필룩스,33180,Dec-14,103389948,65546373,49810580,37179728
(주)케이에이치필룩스,33180,Dec-15,94845062,67110953,49849608,38867174
(주)케이에이치필룩스,33180,Dec-16,107790119,79428701,51601496,46397994
(주)케이에이치필룩스,33180,Dec-17,112007824,93718672,64401830,64994941
(주)케이에이치필룩스,33180,Dec-18,110005677,160029734,67562183,146324168
(주)케이에이치필룩스,33180,Dec-19,135103559,272384633,86288026,257137755
(주)케이엑스이노베이션,122450,Dec-11,43493498,62355034,30558566,58272048
(주)케이엑스이노베이션,122450,Dec-12,62034002,68748439,47873702,67716557
(주)케이엑스이노베이션,122450,Dec-13,89370237,87070347,29876624,76627505
(주)케이엑스이노베이션,122450,Dec-14,114651887,98023910,28363212,79220907
(주)케이엑스이노베이션,122450,Dec-15,127351243,139439817,31070399,88304434
(주)케이엑스이노베이션,122450,Dec-16,159467610,276591210,35243361,86577870
(주)케이엑스이노베이션,122450,Dec-17,204851529,394421919,30456228,107250051
(주)케이엑스이노베이션,122450,Dec-18,192602110,464795029,29575441,121590825
(주)케이엑스이노베이션,122450,Dec-19,258032976,492855424,32468940,126326347
(주)케이엑스하이텍,52900,Dec-11,68403700,32889679,68359043,32281490
(주)케이엑스하이텍,52900,Dec-12,77978424,32879499,77380997,37886532
(주)케이엑스하이텍,52900,Dec-13,72423367,6439853,68968293,8784274
(주)케이엑스하이텍,52900,Dec-14,73267282,36056340,64485717,35128820
(주)케이엑스하이텍,52900,Dec-15,59170051,37059236,52366441,34636058
(주)케이엑스하이텍,52900,Dec-16,46892477,48519732,46376270,45725519
(주)케이엑스하이텍,52900,Dec-17,51535607,51950636,50108229,50847440
(주)케이엑스하이텍,52900,Dec-18,61046544,65641391,60542837,64168204
(주)케이엑스하이텍,52900,Dec-19,58957832,63665268,57821525,62273426
(주)케이엔더블유,105330,Dec-11,59337659,35973989,48715618,35734995
(주)케이엔더블유,105330,Dec-12,38649362,33055792,27184962,32717331
(주)케이엔더블유,105330,Dec-13,65080946,33533214,48139210,32399806
(주)케이엔더블유,105330,Dec-14,71616443,41579753,39334652,38231773
(주)케이엔더블유,105330,Dec-15,64777702,42121473,24187178,36889421
(주)케이엔더블유,105330,Dec-16,67975387,41043772,23088071,35935224
(주)케이엔더블유,105330,Dec-17,93788189,37440700,48146389,35374973
(주)케이엔더블유,105330,Dec-18,122079179,39564557,67247878,33992495
(주)케이엔더블유,105330,Dec-19,92972246,33520409,38376494,26549680
(주)케이엔엔,58400,Dec-11,57325470,138125912,56153497,137700234
(주)케이엔엔,58400,Dec-12,58287024,161400069,57122058,160783754
(주)케이엔엔,58400,Dec-13,58773232,168969538,57287350,168286048
(주)케이엔엔,58400,Dec-14,59147022,171705396,57932125,171138785
(주)케이엔엔,58400,Dec-15,62748444,174920085,61781278,174634283
(주)케이엔엔,58400,Dec-16,61824766,178164386,60448318,177730468
(주)케이엔엔,58400,Dec-17,65355375,185352466,62316771,184667378
(주)케이엔엔,58400,Dec-18,64113046,190994520,60043899,190020871
(주)케이엔엔,58400,Dec-19,71120187,196314009,64352310,194802501
(주)케이엔제이,272110,Dec-19,56310399,26820521,56583038,26368047
(주)케이엘넷,39420,Dec-11,,,36802981,25426655
(주)케이엘넷,39420,Dec-12,,,33784028,26031352
(주)케이엘넷,39420,Dec-13,34994364,26495649,34994364,26495649
(주)케이엘넷,39420,Dec-14,35665831,28665582,34682292,27943262
(주)케이엘넷,39420,Dec-15,33992780,30558726,33992780,30603102
(주)케이엘넷,39420,Dec-16,35077238,31541438,35095238,31596092
(주)케이엘넷,39420,Dec-17,36450494,33814658,36477494,33909679
(주)케이엘넷,39420,Dec-18,42138235,35401989,39453717,35791589
(주)케이엘넷,39420,Dec-19,38516789,36453134,35727819,36728112
(주)케이엠,83550,Dec-11,116432449,61288189,78054272,54547316
(주)케이엠,83550,Dec-12,131424508,61423083,90610225,54623892
(주)케이엠,83550,Dec-13,123348345,63091943,94584256,55280095
(주)케이엠,83550,Dec-14,114511416,65478386,80078837,56423655
(주)케이엠,83550,Dec-15,116159771,71727462,69406286,58714734
(주)케이엠,83550,Dec-16,109621891,73459463,60459745,58983241
(주)케이엠,83550,Dec-17,110908795,75207305,64524491,59677458
(주)케이엠,83550,Dec-18,118311427,78320112,73254496,62433781
(주)케이엠,83550,Dec-19,127562230,84437633,84902889,67583995
(주)케이엠더블유,32500,Dec-11,151048033,13409549,118117887,28253390
(주)케이엠더블유,32500,Dec-12,292511698,47993076,254479171,53303699
(주)케이엠더블유,32500,Dec-13,317891774,86971400,267921867,77654325
(주)케이엠더블유,32500,Dec-14,269477449,101869512,202795718,70559036
(주)케이엠더블유,32500,Dec-15,219822353,59695599,186238874,42796991
(주)케이엠더블유,32500,Dec-16,210541335,45563190,156736978,46444331
(주)케이엠더블유,32500,Dec-17,203720735,51304464,145612732,51718536
(주)케이엠더블유,32500,Dec-18,296267920,86218504,156620732,86200229
(주)케이엠더블유,32500,Dec-19,682876301,216782641,597369634,214208674
(주)케이이씨,92220,Dec-11,301820861,166494807,285175848,133229377
(주)케이이씨,92220,Dec-12,262269893,154620386,256779490,124146498
(주)케이이씨,92220,Dec-13,259791513,155880381,258068994,135159197
(주)케이이씨,92220,Dec-14,219931598,151369802,210979994,151388263
(주)케이이씨,92220,Dec-15,209099505,150985042,201252849,150221650
(주)케이이씨,92220,Dec-16,227690903,202200220,220063638,201135756
(주)케이이씨,92220,Dec-17,237212116,222638055,227747482,219347614
(주)케이이씨,92220,Dec-18,217374591,225405480,206654429,219585365
(주)케이이씨,92220,Dec-19,201729382,213961167,192085842,208446012
(주)케이지모빌리언스,46440,Dec-11,82388498,81614334,82388498,81158494
(주)케이지모빌리언스,46440,Dec-12,95032451,98502658,95032451,97864842
(주)케이지모빌리언스,46440,Dec-13,118648067,109949578,118648067,114182665
(주)케이지모빌리언스,46440,Dec-14,,,148373063,123661305
(주)케이지모빌리언스,46440,Dec-15,,,172894261,138751297
(주)케이지모빌리언스,46440,Dec-16,136687237,146592929,136685112,146592928
(주)케이지모빌리언스,46440,Dec-17,170595514,218655573,132514301,205894774
(주)케이지모빌리언스,46440,Dec-18,202941577,226111885,135076195,213997189
(주)케이지모빌리언스,46440,Dec-19,192191691,237463230,125600384,225743398
(주)케이지이니시스,35600,Dec-11,181404315,120452107,180086709,114796672
(주)케이지이니시스,35600,Dec-12,,,219431246,142303955
(주)케이지이니시스,35600,Dec-13,415769259,215336390,267621961,143862018
(주)케이지이니시스,35600,Dec-14,547791153,234803277,298475585,141759125
(주)케이지이니시스,35600,Dec-15,696865682,225047266,306753676,160395503
(주)케이지이니시스,35600,Dec-16,701048399,257448850,338859889,177403079
(주)케이지이니시스,35600,Dec-17,758453344,309704625,443489751,151107804
(주)케이지이니시스,35600,Dec-18,924624291,338325234,483480981,175057268
(주)케이지이니시스,35600,Dec-19,956102654,380726491,481270151,201800174
(주)케이티,30200,Dec-11,21990051000,12537809000,20166817000,11733933000
(주)케이티,30200,Dec-12,23790359000,13164512000,18863237000,11871195000
(주)케이티,30200,Dec-13,23810599000,12864910000,17937079000,11044057000
(주)케이티,30200,Dec-14,23421673000,11790288000,17435803000,9605854000
(주)케이티,30200,Dec-15,22281221000,12165465000,16942357000,10383956000
(주)케이티,30200,Dec-16,22743665000,12794779000,17028868000,11084519000
(주)케이티,30200,Dec-17,23387267000,13076376000,17341316000,11311078000
(주)케이티,30200,Dec-18,23460143000,14731280000,17356537000,12711728000
(주)케이티,30200,Dec-19,24342064000,15186953000,18204751000,12896701000
(주)케이티서브마린,60370,Dec-11,,,111453207,79058613
(주)케이티서브마린,60370,Dec-12,,,68900018,84750472
(주)케이티서브마린,60370,Dec-13,,,82640020,88332879
(주)케이티서브마린,60370,Dec-14,,,76652943,95421578
(주)케이티서브마린,60370,Dec-15,,,66418207,96795854
(주)케이티서브마린,60370,Dec-16,,,83959506,101420805
(주)케이티서브마린,60370,Dec-17,,,73738393,108740507
(주)케이티서브마린,60370,Dec-18,,,61278284,103184174
(주)케이티서브마린,60370,Dec-19,,,55167641,102495437
(주)케이티스카이라이프,53210,Dec-11,476053233,292212227,464375704,290092785
(주)케이티스카이라이프,53210,Dec-12,566456120,348914510,551270456,347509179
(주)케이티스카이라이프,53210,Dec-13,623394599,401582726,600302209,400259708
(주)케이티스카이라이프,53210,Dec-14,652787112,436682240,622800455,435606374
(주)케이티스카이라이프,53210,Dec-15,660956583,493443787,626397946,493788028
(주)케이티스카이라이프,53210,Dec-16,665053007,546496013,625125897,542914225
(주)케이티스카이라이프,53210,Dec-17,685821509,582342912,646816149,576193646
(주)케이티스카이라이프,53210,Dec-18,690820836,666160616,657494816,658925296
(주)케이티스카이라이프,53210,Dec-19,694637003,705437330,658296891,692835785
(주)케이티씨에스,58850,Dec-11,,,380506038,115628756
(주)케이티씨에스,58850,Dec-12,,,384172317,122658995
(주)케이티씨에스,58850,Dec-13,,,396223232,122872342
(주)케이티씨에스,58850,Dec-14,594727818,147522873,438037867,141944929
(주)케이티씨에스,58850,Dec-15,1065846503,152631558,481741429,141683513
(주)케이티씨에스,58850,Dec-16,953674070,156127954,458278860,145243255
(주)케이티씨에스,58850,Dec-17,967759848,159569858,468806488,149662678
(주)케이티씨에스,58850,Dec-18,1016085167,161718622,529392970,151871830
(주)케이티씨에스,58850,Dec-19,944861713,164120883,534472629,154200568
(주)케이티아이에스,58860,Dec-11,,,373403318,121263433
(주)케이티아이에스,58860,Dec-12,,,388426804,124359910
(주)케이티아이에스,58860,Dec-13,,,387720013,131600954
(주)케이티아이에스,58860,Dec-14,,,450663134,147974309
(주)케이티아이에스,58860,Dec-15,,,461098334,155793640
(주)케이티아이에스,58860,Dec-16,,,436729584,157305151
(주)케이티아이에스,58860,Dec-17,,,438130711,161248607
(주)케이티아이에스,58860,Dec-18,,,450826031,160249733
(주)케이티아이에스,58860,Dec-19,,,451026613,168272258
(주)케이티알파,36030,Dec-11,463031685,180353329,130723222,171002821
(주)케이티알파,36030,Dec-12,443430601,169719283,126939445,158876950
(주)케이티알파,36030,Dec-13,579987227,191020661,130337273,178815796
(주)케이티알파,36030,Dec-14,,,136077573,195565561
(주)케이티알파,36030,Dec-15,,,160544616,201819271
(주)케이티알파,36030,Dec-16,,,198739475,202261420
(주)케이티알파,36030,Dec-17,,,227631252,205297422
(주)케이티알파,36030,Dec-18,,,278887617,206889483
(주)케이티알파,36030,Dec-19,,,322320928,205049366
(주)케이티앤지,33780,Dec-11,3722965820,4850117323,2490830816,4535450552
(주)케이티앤지,33780,Dec-12,3911818275,5154754941,2616190249,4878450715
(주)케이티앤지,33780,Dec-13,3782629860,5324177197,2510632525,4987997150
(주)케이티앤지,33780,Dec-14,4101425018,5653155406,2763666783,5309891670
(주)케이티앤지,33780,Dec-15,4134035080,6234846929,2821671433,5847820441
(주)케이티앤지,33780,Dec-16,4468855746,7054891794,2968174762,6539844929
(주)케이티앤지,33780,Dec-17,4667193482,7860184135,3000087863,7127813949
(주)케이티앤지,33780,Dec-18,4471515592,8168203816,2624616093,7365221293
(주)케이티앤지,33780,Dec-19,4963202297,8739585488,2942618858,7780083652
(주)케이프,64820,Dec-11,,,36596504,100694294
(주)케이프,64820,Dec-12,25761770,104838895,25543690,104090547
(주)케이프,64820,Dec-13,18065990,90392671,17497020,92248100
(주)케이프,64820,Dec-14,22434042,91124518,21522026,93242538
(주)케이프,64820,Dec-15,19294891,88983085,18685951,89369160
(주)케이프,64820,Dec-16,122114121,161908069,22656003,125250851
(주)케이프,64820,Dec-17,230559392,171730408,22104069,133383586
(주)케이프,64820,Dec-18,254635658,182706094,28790269,143467282
(주)케이프,64820,Dec-19,351484046,192519601,39001401,152770537
(주)케이피에스,256940,Dec-17,,,24042883,25747669
(주)케이피에스,256940,Dec-18,40627706,30913005,40627706,30901165
(주)케이피에스,256940,Dec-19,14191010,30297782,14191010,30314804
(주)케이피에프,24880,Dec-11,281117065,123694667,247332110,127017099
(주)케이피에프,24880,Dec-12,308344030,146043838,277566720,156321608
(주)케이피에프,24880,Dec-13,340776901,144057897,283984138,156048109
(주)케이피에프,24880,Dec-14,313687726,124097068,279601598,144872751
(주)케이피에프,24880,Dec-15,329085096,126689831,279540742,164079996
(주)케이피에프,24880,Dec-16,340186800,132147099,268991913,171643977
(주)케이피에프,24880,Dec-17,365411324,138508119,274970804,173834999
(주)케이피에프,24880,Dec-18,375029991,148362756,269881295,181199055
(주)케이피에프,24880,Dec-19,376261557,161823122,274798671,193727582
(주)케이피엠테크,42040,Dec-11,75514436,20566036,75930193,21713984
(주)케이피엠테크,42040,Dec-12,85417091,517608,49027935,2802684
(주)케이피엠테크,42040,Dec-13,20869190,1975716,20917393,2500267
(주)케이피엠테크,42040,Dec-14,39124781,6598899,39989666,7032928
(주)케이피엠테크,42040,Dec-15,48058393,8404576,49097899,9119429
(주)케이피엠테크,42040,Dec-16,21916246,46371585,22924013,46665793
(주)케이피엠테크,42040,Dec-17,29040534,76504935,29986004,85249571
(주)케이피엠테크,42040,Dec-18,29535233,136753234,31397318,133051199
(주)케이피엠테크,42040,Dec-19,17724886,106814239,17385217,113077895
(주)케이피티유,54410,Dec-11,16000643,21504588,16000643,32881986
(주)케이피티유,54410,Dec-12,16988809,21272483,16988809,26374912
(주)케이피티유,54410,Dec-13,,,22047381,21940227
(주)케이피티유,54410,Dec-14,,,20172039,22246625
(주)케이피티유,54410,Dec-15,,,22419174,25578257
(주)케이피티유,54410,Dec-16,,,21301367,28424428
(주)케이피티유,54410,Dec-17,26423859,32031264,24860037,31736851
(주)케이피티유,54410,Dec-18,25144665,32167232,23757498,32167232
(주)케이피티유,54410,Dec-19,,,24269610,32888826
(주)케일럼,258610,Dec-17,,,24015544,22882109
(주)케일럼,258610,Dec-18,23521557,24758945,23521557,24314889
(주)케일럼,258610,Dec-19,20471120,33100021,20471120,33100021
(주)켐온,217600,Dec-15,,,,
(주)켐온,217600,Dec-16,,,,
(주)켐온,217600,Dec-17,,,15549166,33144143
(주)켐온,217600,Dec-18,,,19450820,34051913
(주)켐온,217600,Dec-19,,,20914334,37121560
(주)켐트로닉스,89010,Dec-11,236418100,50586064,225962461,48299031
(주)켐트로닉스,89010,Dec-12,249814454,75250903,232682725,75912470
(주)켐트로닉스,89010,Dec-13,314826741,93902205,292718336,99095934
(주)켐트로닉스,89010,Dec-14,278686699,85476267,255967546,88511277
(주)켐트로닉스,89010,Dec-15,265622473,79154124,253978692,82686869
(주)켐트로닉스,89010,Dec-16,246122176,77434011,210147887,84614920
(주)켐트로닉스,89010,Dec-17,292775238,75133789,220133828,82276283
(주)켐트로닉스,89010,Dec-18,337353792,78747219,236207391,86489625
(주)켐트로닉스,89010,Dec-19,403474312,99357114,247394020,89550498
(주)켐트로스,220260,Dec-15,,,,
(주)켐트로스,220260,Dec-16,,,,
(주)켐트로스,220260,Dec-17,,,43454513,30120216
(주)켐트로스,220260,Dec-18,,,44434675,35722079
(주)켐트로스,220260,Dec-19,,,43771231,44543188
(주)코다코,46070,Dec-11,,,186944176,39031053
(주)코다코,46070,Dec-12,,,203596639,48847322
(주)코다코,46070,Dec-13,224973669,60335565,218178525,60995659
(주)코다코,46070,Dec-14,242111802,70349401,234407456,70930292
(주)코다코,46070,Dec-15,265056276,83773398,258851751,76802403
(주)코다코,46070,Dec-16,286354375,112423993,279122144,104539643
(주)코다코,46070,Dec-17,267845912,111445031,278087301,113605023
(주)코다코,46070,Dec-18,258632562,88716998,251895555,94078648
(주)코다코,46070,Dec-19,223364645,30390838,220350350,51899225
(주)코데즈컴바인,47770,Dec-11,222266382,63453391,203046047,69668547
(주)코데즈컴바인,47770,Dec-12,199637681,48782750,189107083,55649986
(주)코데즈컴바인,47770,Dec-13,151340518,29159301,142737969,36867613
(주)코데즈컴바인,47770,Dec-14,103195043,5229028,96755819,6651000
(주)코데즈컴바인,47770,Dec-15,17642711,22087592,17260722,23840851
(주)코데즈컴바인,47770,Dec-16,16337467,23881161,16337467,25408043
(주)코데즈컴바인,47770,Dec-17,21234364,26472949,21234364,27606821
(주)코데즈컴바인,47770,Dec-18,29343056,35472170,27947604,31957563
(주)코데즈컴바인,47770,Dec-19,35815190,42396852,33826223,38891061
(주)코디,80530,Dec-11,,,24952010,27922508
(주)코디,80530,Dec-12,39147750,24494196,15916206,25227558
(주)코디,80530,Dec-13,43944030,28446829,18476452,30429875
(주)코디,80530,Dec-14,53717688,34985118,15624306,34970862
(주)코디,80530,Dec-15,54946269,38271316,8189948,30295846
(주)코디,80530,Dec-16,8087303,48150607,8005552,38218481
(주)코디,80530,Dec-17,12264264,22852207,12025946,22533191
(주)코디,80530,Dec-18,20265908,31898224,14460587,31532176
(주)코디,80530,Dec-19,49308692,27854293,27937167,29571187
(주)코디엠,224060,Dec-15,,,46652166,12282444
(주)코디엠,224060,Dec-16,44257148,15881906,44087609,15630539
(주)코디엠,224060,Dec-17,73499954,55282274,68893805,58188439
(주)코디엠,224060,Dec-18,36581926,56410617,33229693,56473710
(주)코디엠,224060,Dec-19,11785340,65611713,10994170,58648221
(주)코렌텍,104540,Dec-13,28262583,44483677,26816847,44890730
(주)코렌텍,104540,Dec-14,26582778,48303613,25057681,48946052
(주)코렌텍,104540,Dec-15,30346648,56266889,28022669,58167936
(주)코렌텍,104540,Dec-16,35974058,61731589,33128629,64608731
(주)코렌텍,104540,Dec-17,37848863,54319984,34489999,58092408
(주)코렌텍,104540,Dec-18,33405771,24085935,33162333,22614340
(주)코렌텍,104540,Dec-19,40189165,29938860,40160881,28335833
(주)코리아나화장품,27050,Dec-11,105626347,61744074,98241147,66376968
(주)코리아나화장품,27050,Dec-12,97725699,72556380,91874297,73412040
(주)코리아나화장품,27050,Dec-13,95705637,72481082,90802891,73168594
(주)코리아나화장품,27050,Dec-14,101113985,65950411,95875695,66223867
(주)코리아나화장품,27050,Dec-15,136517442,79087423,132265577,79507434
(주)코리아나화장품,27050,Dec-16,124019612,80967946,117715807,81643385
(주)코리아나화장품,27050,Dec-17,111708970,77412681,104418987,77695626
(주)코리아나화장품,27050,Dec-18,115727727,77632446,103382174,77908783
(주)코리아나화장품,27050,Dec-19,117202282,77548486,104498899,77972743
(주)코리아센터,290510,Dec-19,251498425,198144410,60654091,187214774
(주)코리아써키트,7810,Dec-11,402015466,248163825,348086886,189560315
(주)코리아써키트,7810,Dec-12,519497206,286741523,439777883,211805321
(주)코리아써키트,7810,Dec-13,547056321,396058466,461211813,310896054
(주)코리아써키트,7810,Dec-14,553161676,397406160,446627051,322704704
(주)코리아써키트,7810,Dec-15,564337230,398771647,479113668,348521553
(주)코리아써키트,7810,Dec-16,545300471,390902233,473115281,355499900
(주)코리아써키트,7810,Dec-17,591598882,415371181,520449531,361860818
(주)코리아써키트,7810,Dec-18,535824715,387776024,470282408,326791203
(주)코리아써키트,7810,Dec-19,543423599,390491858,464928460,344322490
(주)코리아에스이,101670,Dec-11,,,17043512,28160464
(주)코리아에스이,101670,Dec-12,,,15021697,28940582
(주)코리아에스이,101670,Dec-13,,,15303457,29646624
(주)코리아에스이,101670,Dec-14,,,10057353,29557964
(주)코리아에스이,101670,Dec-15,,,13625089,30323595
(주)코리아에스이,101670,Dec-16,,,14685102,29807519
(주)코리아에스이,101670,Dec-17,15575053,37958115,13030513,29115065
(주)코리아에스이,101670,Dec-18,14292442,34904038,11525626,28036205
(주)코리아에스이,101670,Dec-19,13269092,32556061,11770769,28754759
(주)코맥스,36690,Dec-11,97232046,30546179,92576852,30272677
(주)코맥스,36690,Dec-12,88535834,34660619,88318606,36215051
(주)코맥스,36690,Dec-13,101190432,40962150,100650673,42510334
(주)코맥스,36690,Dec-14,109601468,44212552,108511513,44744289
(주)코맥스,36690,Dec-15,114259254,49260214,114588992,48695070
(주)코맥스,36690,Dec-16,131799755,57273466,130828797,56347416
(주)코맥스,36690,Dec-17,140191670,63723784,140251626,65003911
(주)코맥스,36690,Dec-18,144404504,66288337,143251522,66023622
(주)코맥스,36690,Dec-19,143101259,69616113,141560724,69292612
(주)코메론,49430,Dec-11,71184833,72802329,41509338,68433756
(주)코메론,49430,Dec-12,64721357,77644151,40747857,72776358
(주)코메론,49430,Dec-13,57260368,82776052,44168185,76953649
(주)코메론,49430,Dec-14,62019224,89120284,49206110,82113658
(주)코메론,49430,Dec-15,67912627,100605587,51961667,91184469
(주)코메론,49430,Dec-16,68905533,112540066,57587894,103190184
(주)코메론,49430,Dec-17,68450794,119338208,57281934,114073393
(주)코메론,49430,Dec-18,68746431,128415959,56263805,122535016
(주)코메론,49430,Dec-19,66630535,140474821,53170157,131868118
(주)코미코,183300,Dec-17,125056374,71966199,67620643,69819281
(주)코미코,183300,Dec-18,166567372,99678975,92016326,105912159
(주)코미코,183300,Dec-19,173461446,122130423,86295619,128388913
(주)코미팜,41960,Dec-11,20300520,39237058,18579560,39031581
(주)코미팜,41960,Dec-12,22110189,40564868,20984014,39542860
(주)코미팜,41960,Dec-13,26464655,44719909,25848107,44469551
(주)코미팜,41960,Dec-14,34454104,53158669,34454104,52770009
(주)코미팜,41960,Dec-15,36405104,76129750,36405104,75587396
(주)코미팜,41960,Dec-16,37636362,99300977,37636362,79128775
(주)코미팜,41960,Dec-17,36641053,107304405,35612736,88618496
(주)코미팜,41960,Dec-18,34994051,97986811,34994051,83126711
(주)코미팜,41960,Dec-19,35489960,76165829,36290780,68353514
(주)코세스,89890,Dec-11,,,73348583,17712864
(주)코세스,89890,Dec-12,,,76703224,23726006
(주)코세스,89890,Dec-13,,,33924903,13639318
(주)코세스,89890,Dec-14,,,36893090,4985814
(주)코세스,89890,Dec-15,,,43068850,4302060
(주)코세스,89890,Dec-16,,,27874008,4286110
(주)코세스,89890,Dec-17,,,40922185,14442273
(주)코세스,89890,Dec-18,,,65510151,21034449
(주)코세스,89890,Dec-19,,,65578193,27093647
(주)코센,9730,Dec-11,,,71831910,17000367
(주)코센,9730,Dec-12,,,57546398,12628271
(주)코센,9730,Dec-13,,,54813931,18854454
(주)코센,9730,Dec-14,60619827,23666367,60619827,24075674
(주)코센,9730,Dec-15,57840688,24517596,57840688,26155532
(주)코센,9730,Dec-16,53942891,23750526,53942891,23537835
(주)코센,9730,Dec-17,57272647,29260101,57272647,29253316
(주)코센,9730,Dec-18,54690486,22144548,54690486,22534573
(주)코센,9730,Dec-19,58286145,3206098,54358101,8492259
(주)코스나인,82660,Dec-11,41948955,21333651,24317774,21803498
(주)코스나인,82660,Dec-12,144642730,32355159,57825065,28713544
(주)코스나인,82660,Dec-13,329560818,41972959,135510618,35491623
(주)코스나인,82660,Dec-14,340181128,53073891,116237160,39207249
(주)코스나인,82660,Dec-15,263647344,59865405,60230474,41069374
(주)코스나인,82660,Dec-16,207265945,69296536,64929568,54430292
(주)코스나인,82660,Dec-17,184419003,61310071,29633121,55847753
(주)코스나인,82660,Dec-18,87007413,13599808,7869161,13988608
(주)코스나인,82660,Dec-19,,,18356749,13531334
(주)코스메카코리아,241710,Dec-16,165176125,104839062,152174095,105246446
(주)코스메카코리아,241710,Dec-17,182327850,113468532,158226664,112396331
(주)코스메카코리아,241710,Dec-18,303292618,171616124,206522830,125719320
(주)코스메카코리아,241710,Dec-19,347017988,172409769,194650606,131899474
(주)코스온,69110,Dec-11,,,12706404,6998528
