회사명,거래소코드,회계년도,당기순이익(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),당기순이익(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별)
(주)케이티알파,36030,Dec-15,,,,7258295,201819271,201819271
(주)케이티알파,36030,Dec-16,,,,4297853,202261420,202261420
(주)케이티알파,36030,Dec-17,,,,3224800,205297422,205297422
(주)케이티알파,36030,Dec-18,,,,881567,206889483,206889483
(주)케이티알파,36030,Dec-19,,,,1426363,205049366,205049366
(주)케이티앤지,33780,Dec-11,806463278,4850117323,4850117323,767894329,4535450552,4535450552
(주)케이티앤지,33780,Dec-12,718677658,5154754941,5154754941,751615603,4878450715,4878450715
(주)케이티앤지,33780,Dec-13,558194389,5324177197,5324177197,481741854,4987997150,4987997150
(주)케이티앤지,33780,Dec-14,800411846,5653155406,5653155406,759650038,5309891670,5309891670
(주)케이티앤지,33780,Dec-15,1046154494,6234846929,6234846929,971105262,5847820441,5847820441
(주)케이티앤지,33780,Dec-16,1203742347,7054891794,7054393552,1096954949,6539844929,6539844929
(주)케이티앤지,33780,Dec-17,1211446576,7860184135,7860184135,998206029,7127813949,7127813949
(주)케이티앤지,33780,Dec-18,903359164,8168203816,8168203816,856689554,7365221293,7365221293
(주)케이티앤지,33780,Dec-19,1037198625,8739585488,8739585488,891380828,7780083652,7780083652
(주)케이프,64820,Dec-11,,,100694294,3220965,100694294,100694294
(주)케이프,64820,Dec-12,2262300,104838895,104838895,3057379,104090547,104090547
(주)케이프,64820,Dec-13,-15049205,90392671,90392671,-12034566,92248100,92248100
(주)케이프,64820,Dec-14,163691,91124518,91124518,114682,93242538,93242538
(주)케이프,64820,Dec-15,-2928284,88983085,88983085,-4660229,89369160,88707573
(주)케이프,64820,Dec-16,7829314,161908069,161908069,6934307,125250851,125250851
(주)케이프,64820,Dec-17,3136290,171730408,171730408,740062,133383586,133383586
(주)케이프,64820,Dec-18,4176501,182706094,182706094,2398963,143467282,143467282
(주)케이프,64820,Dec-19,8238048,192519601,192519601,6649018,152770537,152770537
(주)케이피에스,256940,Dec-17,,,25747669,2193293,25747669,25747669
(주)케이피에스,256940,Dec-18,6806838,30913005,30913005,6792500,30901165,30901165
(주)케이피에스,256940,Dec-19,-346434,30297782,30297782,-307534,30314804,30314804
(주)케이피에프,24880,Dec-11,8987551,123694667,123694667,10134207,127017099,127017099
(주)케이피에프,24880,Dec-12,3269797,146043838,146043838,10945157,156321608,156321608
(주)케이피에프,24880,Dec-13,147451,144057897,149769169,1780627,156048109,162179020
(주)케이피에프,24880,Dec-14,-23423507,124097068,124097068,-14992430,144872751,144872751
(주)케이피에프,24880,Dec-15,11029847,126689831,126689831,10374654,164079996,164079996
(주)케이피에프,24880,Dec-16,4432606,132147099,132147099,25410969,171643977,171643977
(주)케이피에프,24880,Dec-17,12828581,138508119,138508119,7026094,173834999,173834999
(주)케이피에프,24880,Dec-18,9342170,148362756,148362756,7235334,181199055,181199055
(주)케이피에프,24880,Dec-19,7612659,161823122,158396442,7380293,193727582,190775817
(주)케이피엠테크,42040,Dec-11,-3856661,20566036,20566036,-3957865,21713984,21713984
(주)케이피엠테크,42040,Dec-12,-20861554,517608,517608,-19256560,2802684,2802684
(주)케이피엠테크,42040,Dec-13,-13532465,1975716,1975716,-15650803,2500267,2500267
(주)케이피엠테크,42040,Dec-14,3977605,6598899,6598899,3828717,7032928,7032928
(주)케이피엠테크,42040,Dec-15,1996435,8404576,8404576,2265906,9119429,9119429
(주)케이피엠테크,42040,Dec-16,-3055982,46371585,46371585,-3271474,46665793,46665793
(주)케이피엠테크,42040,Dec-17,-5606172,76504935,76504935,-3371261,85249571,85249571
(주)케이피엠테크,42040,Dec-18,32768619,136753234,136753234,29956876,133051199,133051199
(주)케이피엠테크,42040,Dec-19,-35339299,106814239,106814239,-30406753,113077895,113077895
(주)케이피티유,54410,Dec-11,-3171267,21504588,21504588,626368,32881986,32881986
(주)케이피티유,54410,Dec-12,-1881853,21272483,,221210,26374912,21272483
(주)케이피티유,54410,Dec-13,,,,391412,21940227,21940227
(주)케이피티유,54410,Dec-14,,,,2545997,22246625,22246625
(주)케이피티유,54410,Dec-15,,,,4766976,25578257,25578257
(주)케이피티유,54410,Dec-16,,,28424428,3696520,28424428,28424428
(주)케이피티유,54410,Dec-17,4236785,32031264,32031264,4004273,31736851,31736851
(주)케이피티유,54410,Dec-18,2259756,32167232,,697230,32167232,32167232
(주)케이피티유,54410,Dec-19,,,,-764474,32888826,32888826
(주)케일럼,258610,Dec-17,,,22882109,711877,22882109,22882109
(주)케일럼,258610,Dec-18,2810885,24758945,24758945,2948171,24314889,24314889
(주)케일럼,258610,Dec-19,-1190805,33100021,33100021,-1292626,33100021,33100021
(주)켐온,217600,Dec-15,,,,,,
(주)켐온,217600,Dec-16,,,,,,
(주)켐온,217600,Dec-17,,,,-1562828,33144143,33144143
(주)켐온,217600,Dec-18,,,,844201,34051913,34051913
(주)켐온,217600,Dec-19,,,,1929996,37121560,37121560
(주)켐트로닉스,89010,Dec-11,9094428,50586064,50586064,7516750,48299031,48299031
(주)켐트로닉스,89010,Dec-12,13845004,75250903,75250903,16390378,75912470,75912470
(주)켐트로닉스,89010,Dec-13,20899849,93902205,93902205,25361656,99095934,99095934
(주)켐트로닉스,89010,Dec-14,-4635103,85476267,85476267,-6651086,88511277,88511277
(주)켐트로닉스,89010,Dec-15,-9108933,79154124,79154124,-8510237,82686869,82686869
(주)켐트로닉스,89010,Dec-16,-5910302,77434011,77434011,-2283144,84614920,84614920
(주)켐트로닉스,89010,Dec-17,-16143114,75133789,75133789,-16670328,82276283,82276283
(주)켐트로닉스,89010,Dec-18,1145164,78747219,78747219,2121077,86489625,86489625
(주)켐트로닉스,89010,Dec-19,16589112,99357114,99357114,136261,89550498,89550498
(주)켐트로스,220260,Dec-15,,,,,,
(주)켐트로스,220260,Dec-16,,,,,,
(주)켐트로스,220260,Dec-17,,,,1085174,30120216,30120216
(주)켐트로스,220260,Dec-18,,,,5490554,35722079,35722079
(주)켐트로스,220260,Dec-19,,,,282619,44543188,44543188
(주)코다코,46070,Dec-11,,,,1916553,39031053,39031053
(주)코다코,46070,Dec-12,,,48280931,3433204,48847322,48847322
(주)코다코,46070,Dec-13,5435343,60335565,60335565,5232527,60995659,60995659
(주)코다코,46070,Dec-14,5211437,70349401,70349401,5105775,70930292,70930292
(주)코다코,46070,Dec-15,6067659,83773398,83773398,5780974,76802403,76802403
(주)코다코,46070,Dec-16,10750888,112423993,105414905,10037632,104539643,97530555
(주)코다코,46070,Dec-17,-2389449,111445031,111445031,7683584,113605023,113605023
(주)코다코,46070,Dec-18,-24789229,88716998,54296924,-18525374,94078648,64415676
(주)코다코,46070,Dec-19,-23437603,30390838,30390838,-11580291,51899225,51899225
(주)코데즈컴바인,47770,Dec-11,3033324,63453391,63453391,6743791,69668547,69668547
(주)코데즈컴바인,47770,Dec-12,-15682044,48782750,48782750,-15150948,55649986,55649986
(주)코데즈컴바인,47770,Dec-13,-19646159,29159301,29159301,-18804655,36867613,36867613
(주)코데즈컴바인,47770,Dec-14,-23822397,5229028,5229028,-30283942,6651000,6651000
(주)코데즈컴바인,47770,Dec-15,-12378524,22087592,22087592,-12123145,23840851,23840851
(주)코데즈컴바인,47770,Dec-16,1483530,23881161,23881161,1567983,25408043,25408043
(주)코데즈컴바인,47770,Dec-17,2133789,26472949,26472949,2198778,27606821,27606821
(주)코데즈컴바인,47770,Dec-18,3527074,35472170,35472170,4402153,31957563,31957563
(주)코데즈컴바인,47770,Dec-19,6903733,42396852,42396852,6912549,38891061,38891061
(주)코디,80530,Dec-11,,,27922508,3447199,27922508,27911163
(주)코디,80530,Dec-12,-7363681,24494196,24494196,-4240752,25227558,25227558
(주)코디,80530,Dec-13,-220929,28446829,28446829,510497,30429875,30429875
(주)코디,80530,Dec-14,700598,34985118,34985118,-1280131,34970862,34970862
(주)코디,80530,Dec-15,-4030321,38271316,38271316,-5564956,30295846,30295846
(주)코디,80530,Dec-16,-12863200,48150607,44059074,-10848923,38218481,36164736
(주)코디,80530,Dec-17,-19204480,22852207,22852207,-18992038,22533191,22533191
(주)코디,80530,Dec-18,-11832211,31898224,31898224,-12270327,31532176,31532176
(주)코디,80530,Dec-19,-7046096,27854293,27854293,-4977578,29571187,29571187
(주)코디엠,224060,Dec-15,,,12282444,1469022,12282444,12282444
(주)코디엠,224060,Dec-16,-5413917,15881906,15881906,-5260291,15630539,15630539
(주)코디엠,224060,Dec-17,-4047905,55282274,55282274,1921380,58188439,58188439
(주)코디엠,224060,Dec-18,-12145462,56410617,56403591,-14753233,56473710,56473710
(주)코디엠,224060,Dec-19,6060174,65611713,62757710,435793,58648221,58648221
(주)코렌텍,104540,Dec-13,3347977,44483677,44483677,3586248,44890730,44890730
(주)코렌텍,104540,Dec-14,-1466556,48303613,48303613,-1245991,48946052,48946052
(주)코렌텍,104540,Dec-15,-859436,56266889,56266889,423373,58167936,58167936
(주)코렌텍,104540,Dec-16,1199387,61731589,60184961,2146668,64608731,63062103
(주)코렌텍,104540,Dec-17,-7378800,54319984,53837927,-6155289,58092408,57610351
(주)코렌텍,104540,Dec-18,-29763062,24085935,24085935,-35033847,22614340,22614340
(주)코렌텍,104540,Dec-19,2505582,29938860,29938860,2368592,28335833,28335833
(주)코리아나화장품,27050,Dec-11,644133,61744074,61744074,1551346,66376968,66376968
(주)코리아나화장품,27050,Dec-12,11250025,72556380,72556380,7389835,73412040,73412040
(주)코리아나화장품,27050,Dec-13,269574,72481082,72481082,137988,73168594,73168594
(주)코리아나화장품,27050,Dec-14,-5710966,65950411,65950411,-5939859,66223867,66223867
(주)코리아나화장품,27050,Dec-15,6237299,79087423,79087423,6407644,79507434,79507434
(주)코리아나화장품,27050,Dec-16,4066482,80967946,80967946,4036577,81643385,81643385
(주)코리아나화장품,27050,Dec-17,1769137,77412681,77412681,915682,77695626,77995807
(주)코리아나화장품,27050,Dec-18,1654416,77632446,77632446,1362245,77908783,77908783
(주)코리아나화장품,27050,Dec-19,513457,77548486,77548486,628952,77972743,77972743
(주)코리아센터,290510,Dec-19,7018472,198144410,198144410,4073312,187214774,187214774
(주)코리아써키트,7810,Dec-11,13916614,248163825,248163825,4587481,189560315,189560315
(주)코리아써키트,7810,Dec-12,41829791,286741523,,24416893,211805321,211805321
(주)코리아써키트,7810,Dec-13,34021477,396058466,396058466,26323568,310896054,310896054
(주)코리아써키트,7810,Dec-14,4652411,397406160,397406160,14668186,322704704,322704704
(주)코리아써키트,7810,Dec-15,7408041,398771647,398771647,29204684,348521553,348521553
(주)코리아써키트,7810,Dec-16,-4194050,390902233,390902233,9550979,355499900,355499900
(주)코리아써키트,7810,Dec-17,29629690,415371181,415371181,9299954,361860818,361860818
(주)코리아써키트,7810,Dec-18,-27865837,387776024,387776024,-34969002,326791203,326791203
(주)코리아써키트,7810,Dec-19,2124891,390491858,391304940,17214315,344322490,344322490
(주)코리아에스이,101670,Dec-11,,,,3045302,28160464,28160464
(주)코리아에스이,101670,Dec-12,,,,1901977,28940582,28940582
(주)코리아에스이,101670,Dec-13,,,,1216864,29646624,29646624
(주)코리아에스이,101670,Dec-14,,,,466170,29557964,29557964
(주)코리아에스이,101670,Dec-15,,,,968283,30323595,30323595
(주)코리아에스이,101670,Dec-16,,,29807519,909235,29807519,29807519
(주)코리아에스이,101670,Dec-17,3666729,37958115,37958115,16290,29115065,29115065
(주)코리아에스이,101670,Dec-18,-2711012,34904038,34904038,-721796,28036205,28036205
(주)코리아에스이,101670,Dec-19,-2141248,32556061,32556061,839865,28754759,28754759
(주)코맥스,36690,Dec-11,5687165,30546179,30546179,6226226,30272677,30272677
(주)코맥스,36690,Dec-12,5110279,34660619,34660619,6611514,36215051,36215051
(주)코맥스,36690,Dec-13,7717808,40962150,40962150,7769818,42510334,42510334
(주)코맥스,36690,Dec-14,4470273,44212552,44212552,3584225,44744289,44744289
(주)코맥스,36690,Dec-15,5830515,49260214,49260214,4803037,48695070,48695070
(주)코맥스,36690,Dec-16,8971035,57273466,57273466,8404401,56347416,56347416
(주)코맥스,36690,Dec-17,7319401,63723784,63723784,9196942,65003911,63462318
(주)코맥스,36690,Dec-18,3019688,66288337,66288337,3016440,66023622,66023622
(주)코맥스,36690,Dec-19,3900604,69616113,69616113,3841818,69292612,69292612
(주)코메론,49430,Dec-11,4734346,72802329,72802329,4423991,68433756,68433756
(주)코메론,49430,Dec-12,7051478,77644151,77644151,5664203,72776358,72776358
(주)코메론,49430,Dec-13,5147518,82776052,82776052,4448732,76953649,76953649
(주)코메론,49430,Dec-14,7904317,89120284,89120284,6851925,82113658,82113658
(주)코메론,49430,Dec-15,12210190,100605587,100605587,10129323,91184469,91184469
(주)코메론,49430,Dec-16,12748627,112540066,112540066,12207517,103190184,103190184
(주)코메론,49430,Dec-17,9500732,119338208,119338208,12750799,114073393,114073393
(주)코메론,49430,Dec-18,12241205,128415959,128415959,11512355,122535016,122535016
(주)코메론,49430,Dec-19,14302685,140474821,140474821,11722140,131868118,131868118
(주)코미코,183300,Dec-17,18816806,71966199,71966199,18493608,69819281,69819281
(주)코미코,183300,Dec-18,30284917,99678975,99678975,29175931,105912159,105912159
(주)코미코,183300,Dec-19,22816433,122130423,122130423,22780618,128388913,128388913
(주)코미팜,41960,Dec-11,-134851,39237058,39237058,23257,39031581,39031581
(주)코미팜,41960,Dec-12,1011468,40564868,40564868,272385,39542860,39542860
(주)코미팜,41960,Dec-13,-82363,44719909,44719909,1007045,44469551,44469551
(주)코미팜,41960,Dec-14,-2149582,53158669,53158669,-2225024,52770009,52770009
(주)코미팜,41960,Dec-15,-6547683,76129750,76129750,-6490144,75587396,75587396
(주)코미팜,41960,Dec-16,227479,99300977,99300977,364371,79128775,79128775
(주)코미팜,41960,Dec-17,-5196171,107304405,107304405,532839,88618496,88618496
(주)코미팜,41960,Dec-18,-15510105,97986811,97986811,-12666526,83126711,83126711
(주)코미팜,41960,Dec-19,-23266628,76165829,76165829,-15574953,68353514,68353514
(주)코세스,89890,Dec-11,,,,4134292,17712864,17712864
(주)코세스,89890,Dec-12,,,,6335374,23726006,23726006
(주)코세스,89890,Dec-13,,,,-10576376,13639318,13639318
(주)코세스,89890,Dec-14,,,,-8654084,4985814,4985814
(주)코세스,89890,Dec-15,,,,-886867,4302060,4302060
(주)코세스,89890,Dec-16,,,,-1236662,4286110,4286110
(주)코세스,89890,Dec-17,,,,10550713,14442273,14442273
(주)코세스,89890,Dec-18,,,,9159323,21034449,21034449
(주)코세스,89890,Dec-19,,,,6243922,27093647,27093647
(주)코센,9730,Dec-11,,,,-8598818,17000367,17000367
(주)코센,9730,Dec-12,,,,-7057700,12628271,12628271
(주)코센,9730,Dec-13,,,,569516,18854454,19540876
(주)코센,9730,Dec-14,1207731,23666367,23666367,1975174,24075674,24075674
(주)코센,9730,Dec-15,1099987,24517596,24517596,1920000,26155532,26155532
(주)코센,9730,Dec-16,-8774957,23750526,23750526,-9705040,23537835,23537835
(주)코센,9730,Dec-17,4334679,29260101,29260101,2142108,29253316,29253316
(주)코센,9730,Dec-18,-10328397,22144548,22144548,-10173342,22534573,22534573
(주)코센,9730,Dec-19,-56783988,3206098,3206098,-51002925,8492259,8492259
(주)코스나인,82660,Dec-11,-13955528,21333651,21333651,-6370371,21803498,21803498
(주)코스나인,82660,Dec-12,733648,32355159,30777810,-3633538,28713544,28713544
(주)코스나인,82660,Dec-13,6684938,41972959,41972959,268534,35491623,35491623
(주)코스나인,82660,Dec-14,5855195,53073891,53073891,-1497353,39207249,39207249
(주)코스나인,82660,Dec-15,942625,59865405,59865405,-4790349,41069374,41069374
(주)코스나인,82660,Dec-16,-6508331,69296536,69296536,-3574213,54430292,54430292
(주)코스나인,82660,Dec-17,-29605356,61310071,61310071,-19267294,55847753,55847753
(주)코스나인,82660,Dec-18,-49456748,13599808,,-44513331,13988608,15376148
(주)코스나인,82660,Dec-19,,,13531334,-28904051,13531334,13531334
(주)코스메카코리아,241710,Dec-16,11504553,104839062,104839062,9028477,105246446,105246446
(주)코스메카코리아,241710,Dec-17,9934089,113468532,113468532,7728404,112396331,112396331
(주)코스메카코리아,241710,Dec-18,9163943,171616124,171616124,10582100,125719320,125719320
(주)코스메카코리아,241710,Dec-19,4034208,172409769,172409769,7344367,131899474,131899474
(주)코스온,69110,Dec-11,,,,52861,6998528,6998528
(주)코스온,69110,Dec-12,,,,179674,7562818,7562818
(주)코스온,69110,Dec-13,,,,-2666643,10166418,10166418
(주)코스온,69110,Dec-14,,,,533873,23566919,23566919
(주)코스온,69110,Dec-15,,,50659612,4537212,50659612,51232648
(주)코스온,69110,Dec-16,6789923,61315372,61315372,7410656,61448490,61448490
(주)코스온,69110,Dec-17,1597592,72113138,72113138,546503,71392269,71392269
(주)코스온,69110,Dec-18,-991442,112401290,112401290,-2815844,108749483,108749483
(주)코스온,69110,Dec-19,-5169315,107932375,107932375,-2439576,108235718,108235718
(주)코썬바이오,204990,Dec-16,,,44768328,6752319,44768328,44768328
(주)코썬바이오,204990,Dec-17,-7354118,114129527,114129527,-5585459,116097583,116097583
(주)코썬바이오,204990,Dec-18,-59607442,54284043,54006211,-50874011,64970764,61403983
(주)코썬바이오,204990,Dec-19,-50113733,4868520,,-57378024,4880662,
(주)코아스,71950,Dec-11,,,39220961,1205264,39220961,39220961
(주)코아스,71950,Dec-12,339954,42229412,42229412,342721,42234575,42234575
(주)코아스,71950,Dec-13,-8080021,37878259,37878259,-8178719,37820847,37820847
(주)코아스,71950,Dec-14,589909,40679602,40679602,585149,40592909,40592909
(주)코아스,71950,Dec-15,-10870441,30797970,30797970,-10683827,30815855,30815855
(주)코아스,71950,Dec-16,-7708380,24636529,24636529,-7600174,24695976,24695976
(주)코아스,71950,Dec-17,-556943,23663704,23663704,-929174,23395467,23395467
(주)코아스,71950,Dec-18,-124422,23446318,23446318,-309134,22945143,22945143
(주)코아스,71950,Dec-19,2120413,25320220,25320220,2191124,24818979,24818979
(주)코아시아,45970,Dec-11,1704551,100131158,100131158,595954,110931094,110931094
(주)코아시아,45970,Dec-12,5826512,102289190,102289190,591209,111520532,111520532
(주)코아시아,45970,Dec-13,-2970679,100091851,100091851,250629,111713952,111713952
(주)코아시아,45970,Dec-14,-22371225,86077683,86077683,6213076,117604751,117604751
(주)코아시아,45970,Dec-15,867481,126171665,126171665,-943559,122687711,92755274
(주)코아시아,45970,Dec-16,-1891959,142678699,142678699,-6236771,100210305,100210305
(주)코아시아,45970,Dec-17,2022930,150814848,150814848,3951871,113219880,113219880
(주)코아시아,45970,Dec-18,-18026258,138567140,138567140,-18028412,100781059,100781059
(주)코아시아,45970,Dec-19,12280458,142347787,142347787,15531599,120089669,120089669
(주)코아시아옵틱스,196450,Dec-14,-2981461,83487696,83487696,-408178,78879720,78879720
(주)코아시아옵틱스,196450,Dec-15,-10151326,74971505,74971505,-6923678,72894296,72894296
(주)코아시아옵틱스,196450,Dec-16,-49983482,35161985,35161985,-49654596,35380334,35380334
(주)코아시아옵틱스,196450,Dec-17,-18809999,45785930,45785930,-16603396,44824321,44824321
(주)코아시아옵틱스,196450,Dec-18,-9583910,39107347,39107347,-9167811,38963354,38963354
(주)코아시아옵틱스,196450,Dec-19,5706108,75559877,75559877,-1304030,73966035,73966035
(주)코엔텍,29960,Dec-11,6100619,63404904,63404904,4467540,59967069,59967069
(주)코엔텍,29960,Dec-12,9672687,72879822,72879822,8087447,67866529,67866529
(주)코엔텍,29960,Dec-13,8994534,82006665,82006665,7542665,75545140,75545140
(주)코엔텍,29960,Dec-14,9843323,90119012,90119012,8657708,82508774,82508774
(주)코엔텍,29960,Dec-15,8346740,97222875,97222875,6640187,87902334,87902334
(주)코엔텍,29960,Dec-16,14719206,110624034,110624034,14035871,100613825,100613825
(주)코엔텍,29960,Dec-17,16059145,125556413,125556413,14376280,113844367,113844367
(주)코엔텍,29960,Dec-18,24489206,148686380,,36241472,148743717,148686380
(주)코엔텍,29960,Dec-19,,,,24126961,152805581,152805581
(주)코오롱,2020,Dec-11,88775440,994683189,994683189,7353891,611167209,611167209
(주)코오롱,2020,Dec-12,-5253520,952833500,910962368,12201108,616247258,616247258
(주)코오롱,2020,Dec-13,-84865055,827444911,827444911,13509633,625432770,625432770
(주)코오롱,2020,Dec-14,20554507,920787959,920787959,-99903847,516023250,516023250
(주)코오롱,2020,Dec-15,-75769787,805497095,805497095,2704168,512951656,512951656
(주)코오롱,2020,Dec-16,28414331,831294730,831294730,9545633,515420006,515420006
(주)코오롱,2020,Dec-17,109588667,913935634,902941598,3285399,512039514,512039514
(주)코오롱,2020,Dec-18,1639082,835367198,829205572,-25991176,499112302,499112302
(주)코오롱,2020,Dec-19,-22220930,721903595,686084347,9146519,500344351,500344351
(주)코원플레이,56000,Dec-11,-10308689,46326297,46326297,-11663654,45700739,45700739
(주)코원플레이,56000,Dec-12,-14751856,31970216,31970216,-12362056,33441252,33441252
(주)코원플레이,56000,Dec-13,-10808062,30779323,30779323,-5612724,32929374,32929374
(주)코원플레이,56000,Dec-14,-6851655,24189943,24189943,-850071,32162243,32162243
(주)코원플레이,56000,Dec-15,-10321895,17507077,,-18719141,15329781,17507077
(주)코원플레이,56000,Dec-16,,,19450664,-7998007,19450664,19450664
(주)코원플레이,56000,Dec-17,181469,19713897,19713897,1079503,20611931,20611931
(주)코원플레이,56000,Dec-18,-1004766,20217216,20217216,-624208,20088208,20088208
(주)코원플레이,56000,Dec-19,-3367747,17372190,17372190,-3219240,17391689,17391689
(주)코윈테크,282880,Dec-19,17134445,103406446,103406446,16968576,103243783,103243783
(주)코이즈,121850,Dec-12,5119723,32084477,32084477,6913958,33928889,33928889
(주)코이즈,121850,Dec-13,-699434,30266292,30266292,-500141,32276736,32276736
(주)코이즈,121850,Dec-14,-467278,29708570,29708570,271432,32473244,32473244
(주)코이즈,121850,Dec-15,-2445324,27340338,27340338,-2864505,29668242,29668068
(주)코이즈,121850,Dec-16,1498042,29802804,29802804,1343132,29675641,29675641
(주)코이즈,121850,Dec-17,-9490221,22540324,22540324,-9746701,22149430,22149430
(주)코이즈,121850,Dec-18,-7976900,15513442,15513442,-9967650,13129882,13129882
(주)코이즈,121850,Dec-19,-993725,18231052,18231052,-782492,15644821,15644821
(주)코콤,15710,Dec-11,3349280,65525163,65525163,3365758,65241641,65241641
(주)코콤,15710,Dec-12,3375749,68298962,68298962,3434547,68074238,68074238
(주)코콤,15710,Dec-13,3033460,70640493,70640493,3201867,70584176,70584176
(주)코콤,15710,Dec-14,5785993,75562657,75562657,5713218,75433565,75433565
(주)코콤,15710,Dec-15,7245623,88868849,88868849,7399350,88893484,88893484
(주)코콤,15710,Dec-16,7219659,94045203,94045203,7221260,94071439,94071439
(주)코콤,15710,Dec-17,10724204,102279184,102279184,10724267,102305484,102305484
(주)코콤,15710,Dec-18,13874939,113083860,113083860,13875198,113110418,113110418
(주)코콤,15710,Dec-19,8217883,117880046,117880046,8218004,117906726,117906726
(주)코텍,52330,Dec-11,,,,21318726,138282721,138282721
(주)코텍,52330,Dec-12,,,,17313390,153787461,149665510
(주)코텍,52330,Dec-13,,,,17360386,164453510,164453510
(주)코텍,52330,Dec-14,,,,6329609,165076068,165076068
(주)코텍,52330,Dec-15,,,,23182710,212771778,212771778
(주)코텍,52330,Dec-16,,,,37747462,242992839,242992839
(주)코텍,52330,Dec-17,,,,21709681,261384710,261384710
(주)코텍,52330,Dec-18,,,289794992,35046431,289794992,289794992
(주)코텍,52330,Dec-19,30758976,317940394,317940394,32717008,318635490,318635490
(주)코퍼스코리아,322780,Dec-19,,,,,,
(주)코프라,126600,Dec-11,,,,3913274,33758410,33758410
(주)코프라,126600,Dec-12,,,39113206,5986947,39113206,39113206
(주)코프라,126600,Dec-13,7122845,46266581,46266581,7168532,46322420,46322420
(주)코프라,126600,Dec-14,8617759,55405592,55405592,10315848,57026373,57026373
(주)코프라,126600,Dec-15,10490882,76631173,76631173,12065925,79366080,79366080
(주)코프라,126600,Dec-16,12309703,87785655,87785655,11306166,89226939,89226939
(주)코프라,126600,Dec-17,5587986,98141560,98141560,4830794,99283878,99283878
(주)코프라,126600,Dec-18,4842683,101703962,101703962,4807470,102592724,102592724
(주)코프라,126600,Dec-19,8961752,109112331,109112331,5546171,106435998,106435998
(주)콘텐트리중앙,36420,Dec-19,10629284,420580076,420580076,940542,403302620,403302620
(주)콤텍시스템,31820,Dec-11,3237309,50340462,50340462,4798812,46939851,46939851
(주)콤텍시스템,31820,Dec-12,6684553,55109369,55109369,3395376,48128140,48128140
(주)콤텍시스템,31820,Dec-13,2186500,55797283,55797283,3461840,49809309,49809309
(주)콤텍시스템,31820,Dec-14,-3392974,51028060,51028060,-5490963,43418489,43418489
(주)콤텍시스템,31820,Dec-15,1751747,54036795,54036795,2482834,47251900,47251900
(주)콤텍시스템,31820,Dec-16,4041237,57116968,57116968,2542244,48936689,48936689
(주)콤텍시스템,31820,Dec-17,865986,58348773,,978657,50034096,58348773
(주)콤텍시스템,31820,Dec-18,,,,6553668,76987386,76987386
(주)콤텍시스템,31820,Dec-19,,,94887197,1048802,94887197,94887197
(주)큐로,15590,Dec-11,-20800984,61194923,61194923,-20497354,59277572,59277572
(주)큐로,15590,Dec-12,6820025,69969473,69969473,6312344,68104513,68104513
(주)큐로,15590,Dec-13,9549867,79951693,79951693,8061192,77442460,77442460
(주)큐로,15590,Dec-14,289693,77996506,,-1807150,73059347,77996506
(주)큐로,15590,Dec-15,,,,-15082515,64270397,64270397
(주)큐로,15590,Dec-16,,,,-19305575,56656354,56656354
(주)큐로,15590,Dec-17,,,,-7056506,75818133,75818133
(주)큐로,15590,Dec-18,,,69600805,-16268118,69600805,69600805
(주)큐로,15590,Dec-19,3181372,97779485,,3181372,93407459,97779485
(주)큐로컴,40350,Dec-11,-4967410,41771071,41771071,-592051,60891230,60891230
(주)큐로컴,40350,Dec-12,-6388076,40961046,41294933,682571,67902360,67902360
(주)큐로컴,40350,Dec-13,-6301246,51561675,51561675,1448749,80501742,80501742
(주)큐로컴,40350,Dec-14,-6236985,50188155,50188155,1421744,82913304,82913304
(주)큐로컴,40350,Dec-15,26573175,80934229,80934229,33209933,120065648,120065648
(주)큐로컴,40350,Dec-16,-23124302,75143999,75143999,-17138407,106376950,66073928
(주)큐로컴,40350,Dec-17,-27157069,75598988,75598988,-18947858,74805876,74805876
(주)큐로컴,40350,Dec-18,-29021439,60699558,60699558,-24032924,64523087,64523087
(주)큐로컴,40350,Dec-19,-24695815,37599281,37470168,-18270190,47582747,47453634
(주)큐로홀딩스,51780,Dec-11,-2851211,23185575,23185575,519007,33251924,33251924
(주)큐로홀딩스,51780,Dec-12,-6580889,18306633,18306633,-3301401,32171015,32171015
(주)큐로홀딩스,51780,Dec-13,-3461642,18333111,18333111,-1258881,34484158,34484158
(주)큐로홀딩스,51780,Dec-14,-3023320,32218225,32218225,465317,35972951,15272454
(주)큐로홀딩스,51780,Dec-15,2190610,63735056,63735056,1076104,43996974,43996974
(주)큐로홀딩스,51780,Dec-16,-17111629,71419404,71419404,-12299459,53452295,53452295
(주)큐로홀딩스,51780,Dec-17,-39672302,29545520,29545520,-30776941,20695597,20695597
(주)큐로홀딩스,51780,Dec-18,-12287437,22710694,22710694,-7491847,16314898,16314898
(주)큐로홀딩스,51780,Dec-19,-9124034,25227718,25227718,-5642791,21903466,21903466
(주)큐리언트,115180,Dec-16,,,,-10535977,24348404,24348404
(주)큐리언트,115180,Dec-17,,,,-12196200,14532436,14532436
(주)큐리언트,115180,Dec-18,,,,-16415137,39405221,39405221
(주)큐리언트,115180,Dec-19,,,17378466,-22697844,17378466,17378466
(주)큐브엔터테인먼트,182360,Dec-13,,,,,,
