회사명,거래소코드,회계년도,당기순이익(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),당기순이익(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별)
(주)디오,39840,Dec-13,-8391200,37898837,37898837,-6284839,38872443,38872443
(주)디오,39840,Dec-14,-3705875,39792679,39792679,-1081612,43765164,43765164
(주)디오,39840,Dec-15,9062521,77555997,77555997,5292374,77907599,77907599
(주)디오,39840,Dec-16,20929300,110199753,110199753,20029864,106652549,106652549
(주)디오,39840,Dec-17,11076568,120959924,114784841,15010076,121855640,117824818
(주)디오,39840,Dec-18,7185684,119284953,119284953,2557998,119961458,119961458
(주)디오,39840,Dec-19,25601661,143651875,143651875,11508058,138661816,138661816
(주)디와이디,219550,Dec-15,,,,,,
(주)디와이디,219550,Dec-16,,,,,,
(주)디와이디,219550,Dec-17,,,,6432242,38466157,38466157
(주)디와이디,219550,Dec-18,,,29333596,3999899,29333596,29333596
(주)디와이디,219550,Dec-19,-2888567,30874610,30874610,-3142621,29468835,29468835
(주)디이엔티,79810,Dec-11,,,,-1027597,25482924,25482924
(주)디이엔티,79810,Dec-12,,,,1000409,26389304,26389304
(주)디이엔티,79810,Dec-13,,,24684754,-1505340,24684754,24684754
(주)디이엔티,79810,Dec-14,-2187461,22330031,22330031,-2184208,22318192,22318192
(주)디이엔티,79810,Dec-15,3705449,25875526,25875526,3690275,25844956,25844956
(주)디이엔티,79810,Dec-16,-5961423,20867232,20867232,-6265983,20531670,20531670
(주)디이엔티,79810,Dec-17,3077776,28239688,28239688,2771883,27623887,27623887
(주)디이엔티,79810,Dec-18,-11330232,17686668,17686668,-10942949,17457480,17457480
(주)디이엔티,79810,Dec-19,-7152406,18115674,18115674,-6982922,18039857,18039857
(주)디지아이,43360,Dec-11,,,,154391,52127186,52127186
(주)디지아이,43360,Dec-12,,,,868273,52550625,52550625
(주)디지아이,43360,Dec-13,,,50755411,-1350380,50755411,50755411
(주)디지아이,43360,Dec-14,1557299,51877877,,1683334,51993912,51877877
(주)디지아이,43360,Dec-15,,,,-241796,51242459,51242459
(주)디지아이,43360,Dec-16,,,,-2230708,48566917,48566917
(주)디지아이,43360,Dec-17,,,,540970,48694461,48694461
(주)디지아이,43360,Dec-18,,,,-591742,47419342,47419342
(주)디지아이,43360,Dec-19,,,,-3365623,45578934,45578934
(주)디지캡,197140,Dec-18,,,24907662,1132202,24907662,24907662
(주)디지캡,197140,Dec-19,1177494,29858324,29858324,1142824,28813580,28813580
(주)디지털대성,68930,Dec-11,,,,2399876,47496796,47496796
(주)디지털대성,68930,Dec-12,,,,3156691,51159436,51159436
(주)디지털대성,68930,Dec-13,,,,4684614,54608034,54608034
(주)디지털대성,68930,Dec-14,,,58170978,5011686,58170978,58170978
(주)디지털대성,68930,Dec-15,5363617,62374174,62374174,4155483,59877160,59877160
(주)디지털대성,68930,Dec-16,7979841,67548361,67548361,4571336,61785952,61785952
(주)디지털대성,68930,Dec-17,8260611,74170838,74170838,5096927,64310816,64310816
(주)디지털대성,68930,Dec-18,9853176,77110965,77110965,1229559,58866054,58866054
(주)디지털대성,68930,Dec-19,18980099,94494460,94494460,11134433,70474171,70474171
(주)디지틀조선일보,33130,Dec-11,4169607,48697556,48697556,3567717,47804296,47804296
(주)디지틀조선일보,33130,Dec-12,6408924,53993049,53993049,6262805,52953643,52953643
(주)디지틀조선일보,33130,Dec-13,4222671,56718822,56718822,4263566,55732599,55732599
(주)디지틀조선일보,33130,Dec-14,3586897,58819735,58819735,3795418,58043406,58043406
(주)디지틀조선일보,33130,Dec-15,5003365,62339706,62339706,4887625,61446420,61446420
(주)디지틀조선일보,33130,Dec-16,4656305,65511547,65511547,4479253,64441062,64441062
(주)디지틀조선일보,33130,Dec-17,5300249,69630565,69630565,4982346,67938798,67938798
(주)디지틀조선일보,33130,Dec-18,5140110,73625594,73625594,5134187,71915692,71915692
(주)디지틀조선일보,33130,Dec-19,3463027,77257776,77257776,3061539,75135735,75135735
(주)디케이앤디,263020,Dec-18,3731735,48145093,48145093,2741666,42153167,42153167
(주)디케이앤디,263020,Dec-19,2829968,51465714,51465714,2694766,44943406,44943406
(주)디케이티,290550,Dec-18,-1680585,28398270,28398270,-5591436,16438292,16438292
(주)디케이티,290550,Dec-19,7942696,58320739,58320739,3179761,41060051,41060051
(주)디티앤씨,187220,Dec-14,,,63869603,7240194,63869603,63869603
(주)디티앤씨,187220,Dec-15,3596494,67670294,67670294,2906416,66776018,66776018
(주)디티앤씨,187220,Dec-16,2407706,70823461,70823461,2395825,70030087,70030087
(주)디티앤씨,187220,Dec-17,4091811,74767867,74767867,3607018,73637105,73637105
(주)디티앤씨,187220,Dec-18,1669283,77865699,77865699,4628496,79235309,79235309
(주)디티앤씨,187220,Dec-19,-4250363,85191796,85191796,-7226228,82699553,82699553
(주)딜리,131180,Dec-11,3982515,42415786,42415786,4174384,42605634,42605634
(주)딜리,131180,Dec-12,3456126,44809064,44809064,3508299,45054572,45054572
(주)딜리,131180,Dec-13,3201439,46820416,46820416,3431464,47291284,47291284
(주)딜리,131180,Dec-14,3423501,48918956,48918956,4060965,50049149,50049149
(주)딜리,131180,Dec-15,5645457,53090554,53090554,5570117,54172563,54172563
(주)딜리,131180,Dec-16,4134825,55483523,55483523,3648343,56082261,56082261
(주)딜리,131180,Dec-17,2541071,56648841,56648841,2507623,57156331,57156331
(주)딜리,131180,Dec-18,2556101,57511694,57511694,1932094,57640597,57640597
(주)딜리,131180,Dec-19,2092005,57597449,57597449,2219035,58849528,58849528
(주)라닉스,317120,Dec-19,,,,-131591,17676838,17676838
(주)라온테크,232680,Dec-15,,,,,,
(주)라온테크,232680,Dec-16,,,,,,
(주)라온테크,232680,Dec-17,,,,,,4911482
(주)라온테크,232680,Dec-18,,,,-248739,4562004,4562004
(주)라온테크,232680,Dec-19,,,,-1431915,3297046,3297046
(주)라이온켐텍,171120,Dec-13,,,,14584543,74664208,74664208
(주)라이온켐텍,171120,Dec-14,,,,10037123,79194016,79194016
(주)라이온켐텍,171120,Dec-15,,,,17859987,93207321,93207321
(주)라이온켐텍,171120,Dec-16,,,,16538174,106711196,106711196
(주)라이온켐텍,171120,Dec-17,,,,3788088,107616253,107616253
(주)라이온켐텍,171120,Dec-18,,,,1880001,102152331,102152331
(주)라이온켐텍,171120,Dec-19,,,,10706648,109033914,109033914
(주)라이트론,69540,Dec-11,4826225,28854438,28854438,3481505,26530853,26530853
(주)라이트론,69540,Dec-12,5318762,33751311,33751311,4763871,31276259,31276259
(주)라이트론,69540,Dec-13,2477636,36337356,36337356,1688648,32923318,32923318
(주)라이트론,69540,Dec-14,3224103,39890563,39890563,3029857,36116757,36116757
(주)라이트론,69540,Dec-15,-4386330,35942994,35942994,-4233261,32231484,32231484
(주)라이트론,69540,Dec-16,525386,41511085,41511085,1530647,39367826,39367826
(주)라이트론,69540,Dec-17,-3042593,41049217,41049217,-1883700,40100251,40100251
(주)라이트론,69540,Dec-18,-40865539,34619526,35942372,-43286833,31367320,32690166
(주)라이트론,69540,Dec-19,3379374,37684050,37684050,3189837,34170384,34170384
(주)라파스,214260,Dec-19,184359,47930637,47930637,133284,47756939,47756939
(주)락앤락,115390,Dec-11,50564938,562713525,562713525,14390940,522729707,522729707
(주)락앤락,115390,Dec-12,59832017,584973243,584973243,7017597,516308697,516308697
(주)락앤락,115390,Dec-13,45035794,615273092,615273092,7975350,515980355,515980355
(주)락앤락,115390,Dec-14,14976132,630370241,630370241,21297835,529561124,529561124
(주)락앤락,115390,Dec-15,12548486,639929674,639929674,16641590,536414709,536414709
(주)락앤락,115390,Dec-16,46975527,671990812,671990812,60040867,584793370,584793370
(주)락앤락,115390,Dec-17,34933560,638898688,638898688,40747516,599991023,599991023
(주)락앤락,115390,Dec-18,30432116,660544407,660544407,-5415548,582173307,582173307
(주)락앤락,115390,Dec-19,16377108,684008901,684008901,16048808,592018379,592018379
(주)랩지노믹스,84650,Dec-14,,,,2420131,21235913,21235913
(주)랩지노믹스,84650,Dec-15,,,,1626384,22150123,22150123
(주)랩지노믹스,84650,Dec-16,,,,723513,25039206,25039206
(주)랩지노믹스,84650,Dec-17,,,,-3436502,22347838,22347838
(주)랩지노믹스,84650,Dec-18,,,,-3972844,30102119,30102119
(주)랩지노믹스,84650,Dec-19,,,30417448,962422,30417448,30417448
(주)러셀,217500,Dec-15,,,,,,
(주)러셀,217500,Dec-16,,,,,,
(주)러셀,217500,Dec-17,,,,,,
(주)러셀,217500,Dec-18,,,,41422,32810200,32810200
(주)러셀,217500,Dec-19,,,40235154,4208125,40235154,40235154
(주)레고켐바이오사이언스,141080,Dec-13,,,,-5835328,18084411,18084411
(주)레고켐바이오사이언스,141080,Dec-14,,,20043529,-8685694,20043529,20043529
(주)레고켐바이오사이언스,141080,Dec-15,-8237360,43178139,43178139,-8237360,43178139,43178139
(주)레고켐바이오사이언스,141080,Dec-16,-14724669,60060324,60060324,-14146046,60667388,60667388
(주)레고켐바이오사이언스,141080,Dec-17,-12933665,49464996,49464996,-8292905,53103146,53103146
(주)레고켐바이오사이언스,141080,Dec-18,-26072683,105294729,105294729,-24897430,105660696,105660696
(주)레고켐바이오사이언스,141080,Dec-19,12475508,115909346,,16003664,119879325,115909346
(주)레드로버,60300,Dec-11,,,,-2735324,32670837,32670837
(주)레드로버,60300,Dec-12,,,,-10460456,48559716,48559716
(주)레드로버,60300,Dec-13,,,,2194102,64484023,64484023
(주)레드로버,60300,Dec-14,,,67841570,2245888,67841570,67841570
(주)레드로버,60300,Dec-15,-8949074,100608178,100608178,-7242387,102314865,102314865
(주)레드로버,60300,Dec-16,709286,144765967,144765967,1528727,147491250,147491250
(주)레드로버,60300,Dec-17,-10607049,143727979,143727979,-9091706,148177232,148177232
(주)레드로버,60300,Dec-18,-49940729,101358680,101358680,-48552400,107170672,107170672
(주)레드로버,60300,Dec-19,-93252771,6523392,6523392,-96861395,8476511,8476511
(주)레드캡투어,38390,Dec-11,19299419,95028847,95028847,19296113,95202719,95202719
(주)레드캡투어,38390,Dec-12,15129627,103867349,103867349,14917273,103823545,103823545
(주)레드캡투어,38390,Dec-13,15853757,114687871,114687871,15808570,114616869,114616869
(주)레드캡투어,38390,Dec-14,16885950,126722241,126722241,16885900,126649628,126649628
(주)레드캡투어,38390,Dec-15,13834934,131494476,131494476,13909541,131499536,131499536
(주)레드캡투어,38390,Dec-16,11401753,135752744,135752744,11466583,135821286,135821286
(주)레드캡투어,38390,Dec-17,8555788,139718499,139718499,8633096,139866105,139866105
(주)레드캡투어,38390,Dec-18,14077599,148827533,148827533,14128215,149025843,149025843
(주)레드캡투어,38390,Dec-19,22234639,163933617,163933617,21518592,163425649,163425649
(주)레이,228670,Dec-19,11555269,57532125,57532125,11479305,62471655,62471655
(주)레이언스,228850,Dec-16,14666168,166048152,166048152,15338223,166086829,166086829
(주)레이언스,228850,Dec-17,14396760,176983255,176983255,15511036,178552040,178552040
(주)레이언스,228850,Dec-18,15566221,182327439,182327439,19536109,187706064,187706064
(주)레이언스,228850,Dec-19,13826669,194275164,194275164,17386040,203063423,203063423
(주)레이크머티리얼즈,281740,Dec-17,,,,,,
(주)레이크머티리얼즈,281740,Dec-18,,,,,,
(주)레이크머티리얼즈,281740,Dec-19,,,,,,
(주)로보로보,215100,Dec-15,,,,,,
(주)로보로보,215100,Dec-16,,,,,,
(주)로보로보,215100,Dec-17,-1114407,21743929,21743929,-1114407,21743929,21743929
(주)로보로보,215100,Dec-18,2555385,25196878,25196878,2555385,25196878,25196878
(주)로보로보,215100,Dec-19,1088824,24625136,24625136,1090473,24606785,24606785
(주)로보스타,90360,Dec-11,6278376,30194286,30194286,6055151,29749122,29749122
(주)로보스타,90360,Dec-12,-3384764,26053662,26053662,-3773374,25263389,25263389
(주)로보스타,90360,Dec-13,1108040,27201220,27201220,1102050,26400498,26400498
(주)로보스타,90360,Dec-14,1891467,29441528,29441528,2408941,29110986,29110986
(주)로보스타,90360,Dec-15,9341915,38534619,38534619,9912074,38608765,38608765
(주)로보스타,90360,Dec-16,6786443,43879639,43879639,6647009,43937435,43937435
(주)로보스타,90360,Dec-17,7478064,50260272,50260272,7526296,50552164,50552164
(주)로보스타,90360,Dec-18,-1194092,102770849,102770849,-2484707,101899921,101899921
(주)로보스타,90360,Dec-19,-4513023,96414939,96414939,-4703596,95328610,95328610
(주)로보티즈,108490,Dec-18,2363346,61535298,61535298,2821981,62108677,62108677
(주)로보티즈,108490,Dec-19,2481001,61408940,61408940,2257230,61726216,61726216
(주)로지시스,67730,Dec-15,,,,603200,15815699,15815699
(주)로지시스,67730,Dec-16,,,,582732,16347076,16347076
(주)로지시스,67730,Dec-17,,,,664509,16238876,16238876
(주)로지시스,67730,Dec-18,,,,741696,16779447,16779447
(주)로지시스,67730,Dec-19,,,,-994711,15653707,15653707
(주)루멘스,38060,Dec-11,21901563,126840919,126840919,14664997,122129807,122129807
(주)루멘스,38060,Dec-12,19535845,150359088,150359088,17312338,146681643,146681643
(주)루멘스,38060,Dec-13,32418843,207319375,207319375,32210593,203522969,203522969
(주)루멘스,38060,Dec-14,11741932,229319456,229319456,9708378,221629520,221629520
(주)루멘스,38060,Dec-15,-7928527,219292488,219292488,-10609635,210250208,210250208
(주)루멘스,38060,Dec-16,-6229836,213858882,213858882,-6804663,205258753,205258753
(주)루멘스,38060,Dec-17,1165674,222072714,222072714,-14851401,189121981,189121981
(주)루멘스,38060,Dec-18,-31484982,191427170,191427170,-25489821,164848048,164848048
(주)루멘스,38060,Dec-19,-61111244,130556884,130556884,-55560680,108369039,108369039
(주)루트로닉,85370,Dec-11,-2437207,32218996,32218996,1793413,40293674,40293674
(주)루트로닉,85370,Dec-12,40902,31553515,31553515,1005714,40584471,40584471
(주)루트로닉,85370,Dec-13,-689094,32778728,32778728,745908,43240242,43240242
(주)루트로닉,85370,Dec-14,869609,32529413,32529413,5201836,48646399,48646399
(주)루트로닉,85370,Dec-15,5259335,74853540,74853540,8093638,92226197,92226197
(주)루트로닉,85370,Dec-16,5301821,135434498,135434498,13197840,160330119,160330119
(주)루트로닉,85370,Dec-17,-7003472,133102883,133102883,3950525,166958570,166958570
(주)루트로닉,85370,Dec-18,-15375356,129672360,129672360,855688,178540729,178540729
(주)루트로닉,85370,Dec-19,-11540733,118876818,115297017,-20169,175373043,152377400
(주)룽투코리아,60240,Dec-11,-8040075,3590815,3590815,-5361698,6070226,6070226
(주)룽투코리아,60240,Dec-12,847430,8208646,8208646,-1109183,8008655,8008655
(주)룽투코리아,60240,Dec-13,-1413528,7286667,7286667,-780123,7707703,7707703
(주)룽투코리아,60240,Dec-14,-3007655,7912358,7912358,-2476287,8643334,8643334
(주)룽투코리아,60240,Dec-15,808326,53093873,53093873,12817368,43557180,32050793
(주)룽투코리아,60240,Dec-16,1899496,70350105,70350105,-427835,41737690,41737690
(주)룽투코리아,60240,Dec-17,-36640517,81561908,81561908,-20163479,59979668,59979668
(주)룽투코리아,60240,Dec-18,21507233,66906338,66906338,9944483,61989204,61989204
(주)룽투코리아,60240,Dec-19,1636986,73704754,73704754,10186236,79035782,79035782
(주)리노스,39980,Dec-11,,,,5608502,39192308,39192308
(주)리노스,39980,Dec-12,,,,6384642,45597754,45597754
(주)리노스,39980,Dec-13,,,45016943,2812068,45016943,44970996
(주)리노스,39980,Dec-14,5830511,56896688,,4040737,52640464,56896688
(주)리노스,39980,Dec-15,,,67369356,15122663,67369356,66880674
(주)리노스,39980,Dec-16,2825505,69049499,69049499,3024766,68336605,68336605
(주)리노스,39980,Dec-17,4975237,72998792,72998792,4275044,71585298,71585298
(주)리노스,39980,Dec-18,2177007,75047105,75047105,2284245,74035636,74035636
(주)리노스,39980,Dec-19,-442556,74956184,74956184,-77023,74310247,74310247
(주)리더스코스메틱,16100,Dec-11,,,,14805643,48914782,48914782
(주)리더스코스메틱,16100,Dec-12,,,44839784,-2918186,43930325,46445771
(주)리더스코스메틱,16100,Dec-13,-2181617,46218906,46218906,-4544184,45459963,45459963
(주)리더스코스메틱,16100,Dec-14,17080071,63990727,63990727,14987864,60502622,60502622
(주)리더스코스메틱,16100,Dec-15,8900792,108518274,108518274,21937170,81788124,81788124
(주)리더스코스메틱,16100,Dec-16,7723802,120172657,120172657,4348019,87752508,87752508
(주)리더스코스메틱,16100,Dec-17,-7918235,109150680,109150680,-5573819,80413125,80413125
(주)리더스코스메틱,16100,Dec-18,-13738957,98664018,98664018,-10602374,74220984,74220984
(주)리더스코스메틱,16100,Dec-19,-57757716,49038243,49038243,-53482607,28741716,28741716
(주)리드,197210,Dec-15,1526145,9796886,9796886,1559810,9900932,9900932
(주)리드,197210,Dec-16,362667,13771804,13771804,259029,13770896,13770896
(주)리드,197210,Dec-17,-22499932,7778427,7778427,-22499024,7778427,7778427
(주)리드,197210,Dec-18,-14489733,39220355,-16226240,-11176319,41273770,-14172826
(주)리드,197210,Dec-19,-49236982,-31562126,,-48959706,-31145079,
(주)리드코프,12700,Dec-11,23656740,125703373,125703373,23849341,125895974,125895974
(주)리드코프,12700,Dec-12,26059321,148028678,147277395,25731571,147904810,147700641
(주)리드코프,12700,Dec-13,34870001,179405275,179405275,30716070,175727685,175727685
(주)리드코프,12700,Dec-14,38984077,215875882,215875882,33762263,207164360,207164360
(주)리드코프,12700,Dec-15,40838326,255023537,255023537,33950049,239499317,239499317
(주)리드코프,12700,Dec-16,32986732,284723715,284723715,26339882,262507417,262507417
(주)리드코프,12700,Dec-17,36218497,317307360,317307360,29065989,287962765,287962765
(주)리드코프,12700,Dec-18,31992581,333434519,333434519,23551046,298506104,298506104
(주)리드코프,12700,Dec-19,40586229,368285090,368285090,30144347,323008216,323008216
(주)리메드,302550,Dec-19,,,24623711,4363103,24623711,24623711
(주)링네트,42500,Dec-11,2155388,20268155,20268155,2034834,20138654,20138654
(주)링네트,42500,Dec-12,4134959,28743834,28743834,4093406,28565389,28565389
(주)링네트,42500,Dec-13,5638569,34416115,34416115,5597354,34196175,34196175
(주)링네트,42500,Dec-14,5100607,43144474,43144474,4888093,42686833,42686833
(주)링네트,42500,Dec-15,3946454,46841480,46841480,4019456,46548458,46548458
(주)링네트,42500,Dec-16,3274605,50730815,50730815,3316404,50396060,50396060
(주)링네트,42500,Dec-17,4706149,54918628,54918628,4638184,54542741,54542741
(주)링네트,42500,Dec-18,3490102,52337795,52337795,3384874,51835421,51835421
(주)링네트,42500,Dec-19,7022815,58034240,58034240,7273077,57760719,57760719
(주)링크제니시스,219420,Dec-18,2196294,31378688,31378688,2331643,30667603,30667603
(주)링크제니시스,219420,Dec-19,571790,34360533,34360533,774464,33902111,33902111
(주)마니커,27740,Dec-11,-1853585,88324553,88324553,-3077037,84249478,84249478
(주)마니커,27740,Dec-12,-21091877,81108621,83865529,-17395381,79963623,79963623
(주)마니커,27740,Dec-13,-2496187,81423158,81423158,1040432,80764461,80764461
(주)마니커,27740,Dec-14,-18487178,82491115,82491115,-17242953,77096857,77096857
(주)마니커,27740,Dec-15,-13911049,80329739,80329739,-12395477,75388914,75388914
(주)마니커,27740,Dec-16,1147289,97270335,97270335,1862326,91449961,91449961
(주)마니커,27740,Dec-17,-10326698,96729954,96729954,-14676858,91075117,91075117
(주)마니커,27740,Dec-18,-11226394,103409729,103409729,-11765715,102834304,102834304
(주)마니커,27740,Dec-19,-17510236,88173284,87833908,-17490185,87619510,87280133
(주)마니커에프앤지,195500,Dec-19,,,,2944573,36684473,36684473
(주)마이크로디지탈,305090,Dec-19,,,,-6297073,17809300,17809300
(주)마이크로컨텍솔루션,98120,Dec-11,,,,4954537,22475112,22475112
(주)마이크로컨텍솔루션,98120,Dec-12,5355107,27232057,27232057,5361334,27239121,27239121
(주)마이크로컨텍솔루션,98120,Dec-13,5427369,32113481,32113481,5636932,32136417,32136417
(주)마이크로컨텍솔루션,98120,Dec-14,8300078,39728202,39728202,9127139,40318237,40318237
(주)마이크로컨텍솔루션,98120,Dec-15,3319138,42112212,42112212,4044196,42932637,42932637
(주)마이크로컨텍솔루션,98120,Dec-16,-249973,41011017,41011017,802236,43107683,40608750
(주)마이크로컨텍솔루션,98120,Dec-17,-3856013,36931110,36931110,-3573020,36691102,36691102
(주)마이크로컨텍솔루션,98120,Dec-18,-4497585,31948236,31948236,-4398531,31929866,31929866
(주)마이크로컨텍솔루션,98120,Dec-19,831947,32741993,33373046,878277,32769952,33109018
(주)마이크로프랜드,147760,Dec-16,,,,4652618,42174021,42174021
(주)마이크로프랜드,147760,Dec-17,,,,5509396,48038694,48038694
(주)마이크로프랜드,147760,Dec-18,,,,-1865836,46048786,46048786
(주)마이크로프랜드,147760,Dec-19,,,,-4637509,41130495,41130495
(주)마크로젠,38290,Dec-11,3139405,43105276,43105276,2657788,42866068,42866068
(주)마크로젠,38290,Dec-12,3423726,51713412,51713412,3491251,51858341,51858341
(주)마크로젠,38290,Dec-13,6453015,60047411,60047411,7348720,62323342,62323342
(주)마크로젠,38290,Dec-14,3033254,67130532,67130532,4028823,68362586,68362586
(주)마크로젠,38290,Dec-15,10082586,77452712,77452712,7379932,75348256,75348256
(주)마크로젠,38290,Dec-16,4427339,83867589,83867589,5126676,82753603,82753603
(주)마크로젠,38290,Dec-17,9275218,95173119,95173119,17924048,102474994,102474994
(주)마크로젠,38290,Dec-18,2623162,118964895,118049086,4734517,128341180,127425371
(주)마크로젠,38290,Dec-19,-13383141,107823369,107823369,9706533,135004141,135004141
(주)만도,204320,Dec-14,47893248,1098141851,1098141851,36077948,819684441,819684441
(주)만도,204320,Dec-15,129573846,1365757491,1365757491,45951494,999723537,999723537
(주)만도,204320,Dec-16,210079642,1515053750,1515053750,50391128,1015457523,1015457523
(주)만도,204320,Dec-17,18250869,1412255869,1412255869,-86036976,883804243,883804243
(주)만도,204320,Dec-18,112927633,1481768809,1481768809,58025113,906744624,906744624
(주)만도,204320,Dec-19,118239649,1585614509,1585614509,85989917,953930689,953930689
(주)매직마이크로,127160,Dec-15,-2371499,38187523,38187523,1966001,42359114,42359114
(주)매직마이크로,127160,Dec-16,-6505969,33178399,33178399,-3694784,39932163,39932163
(주)매직마이크로,127160,Dec-17,-4593098,33897377,33897377,-1616545,44754162,44754162
(주)매직마이크로,127160,Dec-18,-4127270,72767248,72767248,-9503187,73747051,73747051
(주)매직마이크로,127160,Dec-19,-15717101,58221020,58221020,-27582633,47020214,47020214
(주)매커스,93520,Dec-11,2430639,23646800,23646800,3903254,25138003,25138003
(주)매커스,93520,Dec-12,4205737,27943691,27943691,4132218,29361441,29361441
(주)매커스,93520,Dec-13,4505956,33151605,33151605,4703350,34777466,34777466
(주)매커스,93520,Dec-14,5101809,37966098,37966098,5463365,39975430,39975430
(주)매커스,93520,Dec-15,4767075,40564543,40564543,5440330,43247131,43247131
(주)매커스,93520,Dec-16,1565743,41059760,41059760,3443076,45619680,45619680
(주)매커스,93520,Dec-17,9067458,46959515,46959515,5933865,48038503,48038503
(주)매커스,93520,Dec-18,9306838,51802341,51802341,9429844,53004335,53004335
(주)매커스,93520,Dec-19,4801714,52413017,52413017,5157809,53969605,53969605
(주)머큐리,100590,Dec-18,,,,13576766,67919378,67919378
(주)머큐리,100590,Dec-19,,,,2332193,70971465,70971465
(주)멀티캠퍼스,67280,Dec-11,,,84299642,5179130,84804407,83849596
(주)멀티캠퍼스,67280,Dec-12,9024094,90274376,90274376,4943266,87139197,87139197
(주)멀티캠퍼스,67280,Dec-13,6302290,109627636,109627636,5672513,106269818,106269818
(주)멀티캠퍼스,67280,Dec-14,10397582,118269048,118269048,10540134,114419407,114419407
(주)멀티캠퍼스,67280,Dec-15,10492708,65087449,65087449,9957305,59776947,59776947
(주)멀티캠퍼스,67280,Dec-16,12902319,78035597,78035597,12401679,71732089,71732089
(주)멀티캠퍼스,67280,Dec-17,12434563,86063144,86063144,11365429,80577478,80577478
(주)멀티캠퍼스,67280,Dec-18,17552175,97374719,97374719,16424013,90074881,90074881
(주)멀티캠퍼스,67280,Dec-19,18906590,112237164,112237164,17310464,102743579,102743579
(주)메드팩토,235980,Dec-19,,,,-13515613,78694870,78694870
(주)메디아나,41920,Dec-14,3629242,27295573,27295573,3651544,27180428,27180428
(주)메디아나,41920,Dec-15,7083466,34905759,34905759,7033679,34633417,34633417
(주)메디아나,41920,Dec-16,7954662,42748390,42748390,8433197,42901900,42901900
(주)메디아나,41920,Dec-17,4004511,46843111,43820109,4223189,47415213,44392211
(주)메디아나,41920,Dec-18,3240775,49440819,49440819,4085321,50789728,50789728
(주)메디아나,41920,Dec-19,6745157,56937506,56937506,6709278,56968712,56968712
(주)메디콕스,54180,Jun-11,,,,-13482057,16270682,16270682
(주)메디콕스,54180,Jun-12,,,,-6760543,9475633,9475633
(주)메디콕스,54180,Jun-13,,,,5902253,15440574,15440574
(주)메디콕스,54180,Jun-14,,,,1692071,17105018,17105018
(주)메디콕스,54180,Jun-15,,,,3610555,20742715,20742715
(주)메디콕스,54180,Jun-16,,,,1034068,21698854,21698854
(주)메디콕스,54180,Jun-17,,,,-12945187,19112776,19112776
(주)메디콕스,54180,Jun-18,,,16548427,-1784025,18501768,16548427
(주)메디콕스,54180,Jun-19,-2640021,21140819,21140819,-2385338,21067006,21067006
(주)메디톡스,86900,Dec-11,,,,7371928,41081079,41081079
(주)메디톡스,86900,Dec-12,,,55190761,15436738,55190761,55190761
(주)메디톡스,86900,Dec-13,14303536,60684999,60684999,12228521,58609984,58609984
(주)메디톡스,86900,Dec-14,43627868,81589638,81589638,42580998,78467753,78467753
(주)메디톡스,86900,Dec-15,42292785,113482969,113482969,40042958,108123333,108123333
(주)메디톡스,86900,Dec-16,59231020,147678619,147678619,58025455,140838649,140838649
(주)메디톡스,86900,Dec-17,73166705,204710101,196525985,69985099,190037677,181853561
(주)메디톡스,86900,Dec-18,69765654,257241640,257241640,64477638,237057777,237057777
(주)메디톡스,86900,Dec-19,25563083,262680764,262680764,20580562,239586909,239586909
(주)메디프론디비티,65650,Dec-11,,,,684158,37800784,37800784
(주)메디프론디비티,65650,Dec-12,,,,-2148757,35450520,35450520
(주)메디프론디비티,65650,Dec-13,,,,-2015059,33483425,33483425
(주)메디프론디비티,65650,Dec-14,,,,-8502442,24941082,24941082
(주)메디프론디비티,65650,Dec-15,,,,-1707931,23798380,23798380
(주)메디프론디비티,65650,Dec-16,,,,-3961206,25573062,25573062
(주)메디프론디비티,65650,Dec-17,,,,-11451807,24749901,24749901
(주)메디프론디비티,65650,Dec-18,,,,-5563102,19196329,19196329
(주)메디프론디비티,65650,Dec-19,,,17689924,-1778874,17689924,17689924
(주)메지온,140410,Dec-12,,,,2384646,63335702,63335702
(주)메지온,140410,Dec-13,,,,-830752,62177367,62177367
(주)메지온,140410,Dec-14,,,,-2567821,66150716,66150716
(주)메지온,140410,Dec-15,,,62536736,4222557,62536736,62536736
(주)메지온,140410,Dec-16,-12984661,52809318,52809318,-12984661,52809318,52809318
(주)메지온,140410,Dec-17,-14881752,53169258,53169258,-14881752,53169258,53169258
(주)메지온,140410,Dec-18,-18876288,57319103,57319103,-16724317,59471074,59471074
(주)메지온,140410,Dec-19,-23251204,42830085,42830085,-22472032,45761228,45761228
(주)메카로,241770,Dec-17,,,117619627,32175526,119988668,117619627
(주)메카로,241770,Dec-18,28794613,138974599,138974599,28769929,138168723,138168723
(주)메카로,241770,Dec-19,7849939,143872111,143872111,8230069,141278310,141278310
(주)메타랩스,90370,Dec-11,478478,70839779,70839779,762384,71240395,71240395
(주)메타랩스,90370,Dec-12,-26417144,57063303,57063303,-30954688,53100119,53100119
(주)메타랩스,90370,Dec-13,-11079980,52860771,52860771,-12792139,47285764,47285764
(주)메타랩스,90370,Dec-14,-4037119,54912953,54912953,-1208956,51936134,51936134
