회사명,거래소코드,회계년도,부채(IFRS연결),자산(IFRS연결),부채(IFRS개별),자산(IFRS개별)
(주)모베이스전자,12860,Dec-15,405672985,583108622,315114640,420980691
(주)모베이스전자,12860,Dec-16,457605165,645936899,377160666,511445672
(주)모베이스전자,12860,Dec-17,438246030,576154630,367134286,469397329
(주)모베이스전자,12860,Dec-18,505217072,635384033,415055457,521893192
(주)모베이스전자,12860,Dec-19,512492545,673938142,421933331,562807773
(주)모비스,250060,Dec-16,,,,
(주)모비스,250060,Dec-17,,,988499,18034552
(주)모비스,250060,Dec-18,3171370,27598719,3157993,27488905
(주)모비스,250060,Dec-19,8943978,42509164,3200066,27231710
(주)모토닉,9680,Dec-11,69436363,423199251,50211876,374105347
(주)모토닉,9680,Dec-12,76035846,450624651,45063203,388016191
(주)모토닉,9680,Dec-13,66155493,456090969,40610628,395645331
(주)모토닉,9680,Dec-14,54070480,429411204,43411538,421213140
(주)모토닉,9680,Dec-15,49657374,429266968,39705387,424152336
(주)모토닉,9680,Dec-16,41417186,433121255,37424512,429295064
(주)모토닉,9680,Dec-17,35836090,431546721,32178452,429710114
(주)모토닉,9680,Dec-18,39010318,434168419,36162768,433308277
(주)모토닉,9680,Dec-19,32950955,440900556,32324127,438252302
(주)모헨즈,6920,Dec-11,42696326,58299134,13713634,22765571
(주)모헨즈,6920,Dec-12,37975968,55237958,10573930,19949958
(주)모헨즈,6920,Dec-13,40746421,60752764,11672151,21858311
(주)모헨즈,6920,Dec-14,48206503,71805977,14533108,25390937
(주)모헨즈,6920,Dec-15,49230977,75913169,15793962,26759716
(주)모헨즈,6920,Dec-16,51072400,79697874,16466069,27642045
(주)모헨즈,6920,Dec-17,52087657,83268394,14598226,26072046
(주)모헨즈,6920,Dec-18,38748167,67384499,15920022,29467950
(주)모헨즈,6920,Dec-19,28936788,58143099,11507959,25717995
(주)무학,33920,Dec-11,95142288,325551244,94455966,324149166
(주)무학,33920,Dec-12,82139706,376640770,81322822,376629191
(주)무학,33920,Dec-13,94906915,441322084,93988737,440361967
(주)무학,33920,Dec-14,119165226,534230440,118107155,530006394
(주)무학,33920,Dec-15,120907588,556846377,119969274,553245545
(주)무학,33920,Dec-16,112787164,603740662,110718111,598614925
(주)무학,33920,Dec-17,134301011,670089159,132604840,666177429
(주)무학,33920,Dec-18,112529038,618969273,111739728,618960531
(주)무학,33920,Dec-19,109716160,624618562,108618251,624439398
(주)미래생명자원,218150,Dec-15,,,,
(주)미래생명자원,218150,Dec-16,,,,
(주)미래생명자원,218150,Dec-17,6296693,30960328,4035278,28668565
(주)미래생명자원,218150,Dec-18,5662624,34085140,1758309,30126626
(주)미래생명자원,218150,Dec-19,8857799,38518768,4472152,34097096
(주)미래아이앤지,7120,Dec-11,17297233,40944375,16582339,40419986
(주)미래아이앤지,7120,Dec-12,12191251,37376216,11662801,36577462
(주)미래아이앤지,7120,Dec-13,15049727,33288537,14315314,32881790
(주)미래아이앤지,7120,Dec-14,11025578,48844887,11000861,48802259
(주)미래아이앤지,7120,Dec-15,2975551,47974558,2960395,48258949
(주)미래아이앤지,7120,Dec-16,2877965,52119332,3221715,52448637
(주)미래아이앤지,7120,Dec-17,3120271,68822164,3126411,68770378
(주)미래아이앤지,7120,Dec-18,2436861,57570343,2436421,57637429
(주)미래아이앤지,7120,Dec-19,2716720,72302050,2716390,72260851
(주)미래컴퍼니,49950,Dec-11,42886508,102459368,39206391,102340517
(주)미래컴퍼니,49950,Dec-12,40525498,111468183,38257944,108970493
(주)미래컴퍼니,49950,Dec-13,19521151,88595021,17300838,85430379
(주)미래컴퍼니,49950,Dec-14,21643899,83230684,19417635,80877083
(주)미래컴퍼니,49950,Dec-15,24747962,89398997,23028219,87501848
(주)미래컴퍼니,49950,Dec-16,28240458,99550771,26782103,97078555
(주)미래컴퍼니,49950,Dec-17,65802429,164648625,64171146,161327672
(주)미래컴퍼니,49950,Dec-18,38496476,141860588,37591873,138548469
(주)미래컴퍼니,49950,Dec-19,20859933,133767810,19745430,129827035
(주)미코,59090,Dec-11,108922719,154834983,67195748,120539782
(주)미코,59090,Dec-12,105392033,155496949,71464096,126737365
(주)미코,59090,Dec-13,119467464,162859575,61028331,102180694
(주)미코,59090,Dec-14,97884399,153113170,39952227,81049533
(주)미코,59090,Dec-15,94729207,159736611,40524111,86230655
(주)미코,59090,Dec-16,88114598,166968576,37608720,84702031
(주)미코,59090,Dec-17,85231920,202082378,38385601,95824441
(주)미코,59090,Dec-18,183673219,332053846,57648176,120303041
(주)미코,59090,Dec-19,236190783,404978178,69596444,135623302
(주)미투온,201490,Dec-16,1834472,47339503,482821,45084252
(주)미투온,201490,Dec-17,83899504,149419199,70942128,125030188
(주)미투온,201490,Dec-18,61179904,152485031,45988662,100462888
(주)미투온,201490,Dec-19,76356793,175119533,48787577,100407142
(주)바른손,18700,Mar-11,28161852,76283352,23911090,72601060
(주)바른손,18700,Mar-12,31932124,72025623,26963676,70723789
(주)바른손,18700,Mar-13,31045446,60226651,26600680,58292650
(주)바른손,18700,Mar-14,30064807,55215989,25181725,54206209
(주)바른손,18700,Mar-15,18412941,26672163,16547744,25693324
(주)바른손,18700,Mar-16,10275008,29041271,7228580,28014321
(주)바른손,18700,Mar-17,4551031,40851312,2607764,40475076
(주)바른손,18700,Mar-18,10960670,41829499,2637741,38500063
(주)바른손,18700,Mar-19,12234653,39243971,3033724,37155302
(주)바른손이앤에이,35620,Dec-11,13079203,34607288,11468929,34357694
(주)바른손이앤에이,35620,Dec-12,9916427,41503340,8647703,38596638
(주)바른손이앤에이,35620,Dec-13,17671329,43721997,16427722,44090031
(주)바른손이앤에이,35620,Dec-14,13730527,34439524,12780332,36408403
(주)바른손이앤에이,35620,Dec-15,18304729,47832856,17699148,47498518
(주)바른손이앤에이,35620,Dec-16,23545151,68782257,19483302,76119603
(주)바른손이앤에이,35620,Dec-17,34780043,72073730,15600904,58622618
(주)바른손이앤에이,35620,Dec-18,23264354,113995488,12876449,111896610
(주)바른손이앤에이,35620,Dec-19,32171070,103169274,21853034,106761431
(주)바른전자,64520,Dec-11,85460970,110932311,85409457,111469827
(주)바른전자,64520,Dec-12,71480918,90478042,71458318,90931046
(주)바른전자,64520,Dec-13,78481939,100527791,78418236,100508137
(주)바른전자,64520,Dec-14,,,74255211,106060658
(주)바른전자,64520,Dec-15,65390581,122404388,63876526,120857096
(주)바른전자,64520,Dec-16,60214204,124804257,58177416,122909653
(주)바른전자,64520,Dec-17,53600286,95254890,51269264,92951554
(주)바른전자,64520,Dec-18,62811204,78019141,62230168,77219134
(주)바른전자,64520,Dec-19,38811963,76832470,38650093,76731767
(주)바이넥스,53030,Dec-11,30098859,100681382,29740051,98339090
(주)바이넥스,53030,Dec-12,51903870,143800524,47347601,136833583
(주)바이넥스,53030,Dec-13,24820916,122267849,23681209,122594066
(주)바이넥스,53030,Dec-14,,,17583300,128676935
(주)바이넥스,53030,Dec-15,,,31970452,176114856
(주)바이넥스,53030,Dec-16,35325149,177100025,32721931,173319425
(주)바이넥스,53030,Dec-17,34683705,167774068,34665005,164893896
(주)바이넥스,53030,Dec-18,38154387,190422759,38143556,187688906
(주)바이넥스,53030,Dec-19,41402635,202782054,41329216,202621622
(주)바이오니아,64550,Dec-11,32794030,70634407,32508119,72556990
(주)바이오니아,64550,Dec-12,36708747,68131985,36082585,71433403
(주)바이오니아,64550,Dec-13,40397236,69934207,39604791,70195687
(주)바이오니아,64550,Dec-14,37157632,67359506,36290821,67268295
(주)바이오니아,64550,Dec-15,37454010,71985448,36487477,71640245
(주)바이오니아,64550,Dec-16,37594722,63709625,36583555,63509702
(주)바이오니아,64550,Dec-17,31549597,58695411,30736047,58705528
(주)바이오니아,64550,Dec-18,31770193,70807118,30206722,69333072
(주)바이오니아,64550,Dec-19,50480711,82099866,48142735,74980585
(주)바이오로그디바이스,208710,Dec-14,,,,
(주)바이오로그디바이스,208710,Dec-15,13510940,42361952,10649160,30840976
(주)바이오로그디바이스,208710,Dec-16,16022605,52640799,13831300,36981690
(주)바이오로그디바이스,208710,Dec-17,21987475,63923411,18144731,44572583
(주)바이오로그디바이스,208710,Dec-18,30495602,76554499,28900990,53535174
(주)바이오로그디바이스,208710,Dec-19,32785181,88918610,26333550,53107447
(주)바이오솔루션,86820,Dec-18,,,3801892,52865195
(주)바이오솔루션,86820,Dec-19,,,3710866,51807476
(주)바이오스마트,38460,Dec-11,33807915,69038826,23675551,58410641
(주)바이오스마트,38460,Dec-12,30690077,69022715,25371975,62828352
(주)바이오스마트,38460,Dec-13,25582616,72124579,19252795,65522917
(주)바이오스마트,38460,Dec-14,17303582,67761449,11308105,58839431
(주)바이오스마트,38460,Dec-15,17293419,74576208,10145585,63767156
(주)바이오스마트,38460,Dec-16,54819318,112165319,30067105,85147873
(주)바이오스마트,38460,Dec-17,49184925,112735334,26087276,88806853
(주)바이오스마트,38460,Dec-18,58780423,141383449,18950415,96526170
(주)바이오스마트,38460,Dec-19,77540405,183543718,17964530,119972450
(주)바이오톡스텍,86040,Dec-11,22452719,44194146,22696000,42867218
(주)바이오톡스텍,86040,Dec-12,18754612,44680667,19046280,43832484
(주)바이오톡스텍,86040,Dec-13,20694405,46294125,20940160,45844255
(주)바이오톡스텍,86040,Dec-14,21152680,47836166,20840150,48328060
(주)바이오톡스텍,86040,Dec-15,21794880,45379011,21496508,45488475
(주)바이오톡스텍,86040,Dec-16,22444931,48007296,22257283,47902497
(주)바이오톡스텍,86040,Dec-17,28529781,59770502,26276788,53934065
(주)바이오톡스텍,86040,Dec-18,27386460,63135803,25610083,57912152
(주)바이오톡스텍,86040,Dec-19,28980519,60175524,29100546,60584722
(주)바텍,43150,Dec-11,96417627,171126563,75097231,155108668
(주)바텍,43150,Dec-12,113256880,199976304,79257796,159632008
(주)바텍,43150,Dec-13,122968038,227688793,74835631,156256128
(주)바텍,43150,Dec-14,126933008,239957971,74511805,165745650
(주)바텍,43150,Dec-15,136203161,270205260,85862685,187062825
(주)바텍,43150,Dec-16,133129906,390173060,103320687,221494855
(주)바텍,43150,Dec-17,122870900,321481558,109852107,320605433
(주)바텍,43150,Dec-18,125921912,349615466,106735209,341480704
(주)바텍,43150,Dec-19,133226782,386987301,97511374,362905886
(주)배럴,267790,Dec-18,2924498,41379987,2911300,41848150
(주)배럴,267790,Dec-19,12570107,58348027,12156738,59689555
(주)백금티앤에이,46310,Dec-11,40332816,73132489,36209670,65157256
(주)백금티앤에이,46310,Dec-12,43740285,77532850,34486059,61308271
(주)백금티앤에이,46310,Dec-13,44871497,72867912,36488329,60079196
(주)백금티앤에이,46310,Dec-14,43854024,74503723,34082852,61801695
(주)백금티앤에이,46310,Dec-15,32305735,55411509,24369156,57637697
(주)백금티앤에이,46310,Dec-16,34830027,64969546,26898402,59969611
(주)백금티앤에이,46310,Dec-17,39165738,74533011,32254804,67782127
(주)백금티앤에이,46310,Dec-18,32493185,77049623,25173803,67436933
(주)백금티앤에이,46310,Dec-19,40718881,93349212,22854896,61445123
(주)백산,35150,Dec-11,69910317,153278162,66755700,144982969
(주)백산,35150,Dec-12,68174565,158972213,65424006,151758463
(주)백산,35150,Dec-13,57125762,152570048,59396348,150978561
(주)백산,35150,Dec-14,70972376,163001526,73303065,160548189
(주)백산,35150,Dec-15,67008236,170612301,65682032,163431870
(주)백산,35150,Dec-16,63716322,186773462,55799477,171172693
(주)백산,35150,Dec-17,66806244,191846950,61451865,186913634
(주)백산,35150,Dec-18,156642323,294732636,106246170,240815078
(주)백산,35150,Dec-19,188355180,330589417,112904365,264591967
(주)버킷스튜디오,66410,Dec-11,,,6102664,25942642
(주)버킷스튜디오,66410,Dec-12,,,4585661,29661171
(주)버킷스튜디오,66410,Dec-13,,,3469266,24739430
(주)버킷스튜디오,66410,Dec-14,,,3586561,33367269
(주)버킷스튜디오,66410,Dec-15,,,2542612,33235979
(주)버킷스튜디오,66410,Dec-16,,,2998953,23751307
(주)버킷스튜디오,66410,Dec-17,,,3037635,24444762
(주)버킷스튜디오,66410,Dec-18,,,18830248,34550470
(주)버킷스튜디오,66410,Dec-19,,,12774973,53999881
(주)베노홀딩스,206400,Dec-14,,,,
(주)베노홀딩스,206400,Dec-15,2973337,25457362,2603842,25115735
(주)베노홀딩스,206400,Dec-16,3240326,20238153,2692930,20378498
(주)베노홀딩스,206400,Dec-17,4312824,17769478,3456812,19636000
(주)베노홀딩스,206400,Dec-18,17797725,24782754,16750520,24109126
(주)베노홀딩스,206400,Dec-19,10410109,44249191,10315375,44519677
(주)베셀,177350,Dec-15,29643451,67258749,29451920,66990949
(주)베셀,177350,Dec-16,33827510,76210812,33798427,76100288
(주)베셀,177350,Dec-17,52400167,97668551,51684673,96844753
(주)베셀,177350,Dec-18,54704428,85246113,54638578,84810730
(주)베셀,177350,Dec-19,66743943,86241040,60256125,79391713
(주)베스파,299910,Dec-18,21444587,112067379,20991187,113003363
(주)베스파,299910,Dec-19,21787083,106207019,17079029,111946288
(주)벽산,7210,Dec-11,177082313,339288838,132613229,285722663
(주)벽산,7210,Dec-12,153121044,322986331,120567360,283594374
(주)벽산,7210,Dec-13,171090856,398397733,127900425,301784379
(주)벽산,7210,Dec-14,156772450,399992604,117296909,304530910
(주)벽산,7210,Dec-15,162137695,429504382,121916164,328229935
(주)벽산,7210,Dec-16,178134279,458398720,135936754,354439727
(주)벽산,7210,Dec-17,159814221,451649551,118385439,343106483
(주)벽산,7210,Dec-18,178853514,474553687,137202696,370360064
(주)벽산,7210,Dec-19,171172716,462713987,133833270,356233109
(주)보광산업,225530,Dec-15,,,40900735,84808540
(주)보광산업,225530,Dec-16,,,33298193,87769270
(주)보광산업,225530,Dec-17,,,31875629,90402464
(주)보광산업,225530,Dec-18,,,34860162,92460531
(주)보광산업,225530,Dec-19,,,32824776,100570886
(주)보라티알,250000,Dec-17,13620621,60853021,13613029,60563965
(주)보라티알,250000,Dec-18,7066145,58124051,6254053,56780147
(주)보라티알,250000,Dec-19,31401048,86622147,30539553,84921422
(주)보락,2760,Dec-11,,,9594390,46455549
(주)보락,2760,Dec-12,,,10900766,49422088
(주)보락,2760,Dec-13,,,10436584,49687810
(주)보락,2760,Dec-14,,,10362731,51497215
(주)보락,2760,Dec-15,,,9518956,49528866
(주)보락,2760,Dec-16,,,10390140,53139580
(주)보락,2760,Dec-17,,,8609397,51828012
(주)보락,2760,Dec-18,,,9552033,53313420
(주)보락,2760,Dec-19,,,11669629,55616509
(주)보령,3850,Dec-11,,,124416758,262386266
(주)보령,3850,Dec-12,,,127213133,273006171
(주)보령,3850,Dec-13,,,107579507,267559994
(주)보령,3850,Dec-14,,,105052976,282409341
(주)보령,3850,Dec-15,,,134988168,330928386
(주)보령,3850,Dec-16,,,202551724,397900573
(주)보령,3850,Dec-17,152862300,402516283,152855956,401220772
(주)보령,3850,Dec-18,193914931,450017573,193908310,451316774
(주)보령,3850,Dec-19,224675238,507628914,224668382,511049761
(주)본느,226340,Dec-15,,,,
(주)본느,226340,Dec-16,,,,
(주)본느,226340,Dec-17,,,,
(주)본느,226340,Dec-18,9532540,34336249,7210116,31692065
(주)본느,226340,Dec-19,7116993,41068940,4170131,38732823
(주)부-스타,8470,Dec-11,,,12350612,58296014
(주)부-스타,8470,Dec-12,,,13333435,61504069
(주)부-스타,8470,Dec-13,,,12375796,64936071
(주)부-스타,8470,Dec-14,,,13789729,69927690
(주)부-스타,8470,Dec-15,,,15454902,75759452
(주)부-스타,8470,Dec-16,,,16938090,82882152
(주)부-스타,8470,Dec-17,,,15305315,84540828
(주)부-스타,8470,Dec-18,,,14712307,85716617
(주)부-스타,8470,Dec-19,,,20510306,94164882
(주)부방,14470,Dec-11,100680879,229679143,96506714,229172480
(주)부방,14470,Dec-12,76114659,215669885,73265945,213838074
(주)부방,14470,Dec-13,65305302,221941699,65365850,220826344
(주)부방,14470,Dec-14,64971025,234630021,64971025,234630021
(주)부방,14470,Dec-15,32126056,226710329,16280884,208751455
(주)부방,14470,Dec-16,80903270,275144751,27000784,228417375
(주)부방,14470,Dec-17,80721170,274081718,20667635,200547100
(주)부방,14470,Dec-18,63728208,257894793,13957295,193523464
(주)부방,14470,Dec-19,78912024,261497703,14695304,223913219
(주)뷰웍스,100120,Dec-11,4781327,53983639,3912800,53142663
(주)뷰웍스,100120,Dec-12,4735633,58335798,4008397,59369815
(주)뷰웍스,100120,Dec-13,14482364,76434946,14244890,78367793
(주)뷰웍스,100120,Dec-14,13444133,84339360,13232025,86926246
(주)뷰웍스,100120,Dec-15,12297697,96987147,11691477,100334134
(주)뷰웍스,100120,Dec-16,19564784,129948073,19348088,133513067
(주)뷰웍스,100120,Dec-17,11559305,137641189,11287270,140743102
(주)뷰웍스,100120,Dec-18,15630373,156377977,12642887,156662214
(주)뷰웍스,100120,Dec-19,19560681,181014312,17213969,181258083
(주)브리지텍,64480,Dec-11,,,7172940,31083818
(주)브리지텍,64480,Dec-12,,,8833574,36974500
(주)브리지텍,64480,Dec-13,,,10679637,46845597
(주)브리지텍,64480,Dec-14,,,13295817,51485260
(주)브리지텍,64480,Dec-15,,,18805260,61895924
(주)브리지텍,64480,Dec-16,,,13480144,62590715
(주)브리지텍,64480,Dec-17,,,8812773,51895512
(주)브리지텍,64480,Dec-18,,,16678693,56122698
(주)브리지텍,64480,Dec-19,,,9374465,42299688
(주)브이원텍,251630,Dec-17,26659744,88099849,26636241,87633631
(주)브이원텍,251630,Dec-18,4976678,81944439,4953132,81636022
(주)브이원텍,251630,Dec-19,5587469,87282327,5569606,86929602
(주)브이티지엠피,18290,Dec-11,,,66904611,89450756
(주)브이티지엠피,18290,Dec-12,,,56949391,78858612
(주)브이티지엠피,18290,Dec-13,,,55434635,78768835
(주)브이티지엠피,18290,Dec-14,,,60195316,79619776
(주)브이티지엠피,18290,Dec-15,,,46069317,62449424
(주)브이티지엠피,18290,Dec-16,,,28669149,62089520
(주)브이티지엠피,18290,Dec-17,37978851,74092908,30642997,56768349
(주)브이티지엠피,18290,Dec-18,54235863,123950307,15910858,67816541
(주)브이티지엠피,18290,Dec-19,74641892,135892621,59898272,122122968
(주)블루베리엔에프티,44480,Dec-11,4174552,28198745,2317061,27527297
(주)블루베리엔에프티,44480,Dec-12,3366569,29135466,2286716,29917737
(주)블루베리엔에프티,44480,Dec-13,2588911,28653364,1402909,29414165
(주)블루베리엔에프티,44480,Dec-14,2604247,27768924,1646430,26811108
(주)블루베리엔에프티,44480,Dec-15,2400597,26183118,1227072,25009593
(주)블루베리엔에프티,44480,Dec-16,2437542,24929728,1378720,23870907
(주)블루베리엔에프티,44480,Dec-17,2207108,23176322,1231474,22200687
(주)블루베리엔에프티,44480,Dec-18,22166535,51234899,20784140,49852503
(주)블루베리엔에프티,44480,Dec-19,48679727,140121718,34338777,79064180
(주)블루콤,33560,Dec-11,9218049,107757425,9296058,108393378
(주)블루콤,33560,Dec-12,5808364,104044988,6097950,108360536
(주)블루콤,33560,Dec-13,9035152,119877480,7217618,118862531
(주)블루콤,33560,Dec-14,25670795,161843465,25023253,157768992
(주)블루콤,33560,Dec-15,25856329,185891340,31834511,188136823
(주)블루콤,33560,Dec-16,25135961,197756173,31857630,204824004
(주)블루콤,33560,Dec-17,14741592,179950640,15832132,191366921
(주)블루콤,33560,Dec-18,6119687,172271679,7423347,185102857
(주)블루콤,33560,Dec-19,7082446,173877976,8019212,187309440
(주)비덴트,121800,Jun-12,,,8613676,52647596
(주)비덴트,121800,Dec-13,,,11945165,54523315
(주)비덴트,121800,Dec-14,10852412,54262662,10849237,54448470
(주)비덴트,121800,Dec-15,19383126,70428674,20361149,71906858
(주)비덴트,121800,Dec-16,42217496,93265940,30678891,78284208
(주)비덴트,121800,Dec-17,23837172,163730638,23568665,162760792
(주)비덴트,121800,Dec-18,39559225,281887665,39199567,282081481
(주)비덴트,121800,Dec-19,77747164,326821610,77414587,327294551
(주)비보존헬스케어,82800,Dec-11,,,28618531,55430988
(주)비보존헬스케어,82800,Dec-12,,,39907235,67757809
(주)비보존헬스케어,82800,Dec-13,,,43514231,78903588
(주)비보존헬스케어,82800,Dec-14,,,19638487,53536822
(주)비보존헬스케어,82800,Dec-15,,,24053273,48707196
(주)비보존헬스케어,82800,Dec-16,,,19217747,41960205
(주)비보존헬스케어,82800,Dec-17,,,20305007,36404550
(주)비보존헬스케어,82800,Dec-18,,,32205947,100651862
(주)비보존헬스케어,82800,Dec-19,55657476,164654060,54554159,163766641
(주)비비안,2070,Dec-11,59089742,213103309,43670531,193225448
(주)비비안,2070,Dec-12,75412383,224383182,58875189,209548271
(주)비비안,2070,Dec-13,89211822,220434779,71197367,201654096
(주)비비안,2070,Dec-14,55168861,194159988,40211414,180345712
(주)비비안,2070,Dec-15,33101749,178009474,19156267,167532101
(주)비비안,2070,Dec-16,34257066,164439473,19092363,154656352
(주)비비안,2070,Dec-17,36371731,149155487,25763791,137233021
(주)비비안,2070,Dec-18,36526957,141137610,27494583,127750313
(주)비비안,2070,Dec-19,31975896,133298819,24033808,126177978
(주)비상교육,100220,Dec-11,55454986,179673049,37711931,170806016
(주)비상교육,100220,Dec-12,74200755,212784851,58641612,202050130
(주)비상교육,100220,Dec-13,94533781,245904050,91606267,245502198
(주)비상교육,100220,Dec-14,89942937,245737968,87475624,248346485
(주)비상교육,100220,Dec-15,62977924,235171219,60713034,239760896
(주)비상교육,100220,Dec-16,44919142,239728294,41646232,240285409
(주)비상교육,100220,Dec-17,47210280,256314376,38861536,247454917
(주)비상교육,100220,Dec-18,47413842,254277215,37618148,250292905
(주)비상교육,100220,Dec-19,71762132,286170370,58727531,284157219
(주)비씨월드제약,200780,Dec-14,,,13124900,74835090
(주)비씨월드제약,200780,Dec-15,,,11955147,79356291
(주)비씨월드제약,200780,Dec-16,,,22544491,96420404
(주)비씨월드제약,200780,Dec-17,36880668,118341155,34525448,115753386
(주)비씨월드제약,200780,Dec-18,71766636,158379185,42245749,128651231
(주)비씨월드제약,200780,Dec-19,76199835,162170556,43241855,129191709
(주)비아트론,141000,Dec-12,,,19448784,70611447
(주)비아트론,141000,Dec-13,,,28679459,85159194
(주)비아트론,141000,Dec-14,,,22308399,80349029
(주)비아트론,141000,Dec-15,,,10922776,81271055
(주)비아트론,141000,Dec-16,29348213,128427623,29345938,128363510
(주)비아트론,141000,Dec-17,30680415,139163928,30598622,139436980
(주)비아트론,141000,Dec-18,25820019,155072728,25700097,155444630
(주)비아트론,141000,Dec-19,17008654,149710472,16755558,149896945
(주)비에이치,90460,Dec-11,88148219,148010999,67888373,129026867
(주)비에이치,90460,Dec-12,110916347,181616994,88974186,160819996
(주)비에이치,90460,Dec-13,141880400,230979545,108053927,203389206
(주)비에이치,90460,Dec-14,162280376,263922061,135796081,244563608
(주)비에이치,90460,Dec-15,224360369,331915735,180921940,297030104
(주)비에이치,90460,Dec-16,204588370,310622425,162520536,285221965
(주)비에이치,90460,Dec-17,367048763,519806002,271775975,425896755
(주)비에이치,90460,Dec-18,281845618,469756138,212440775,385959785
(주)비에이치,90460,Dec-19,198485726,477943796,135196699,375115601
(주)비엔지티,32790,Dec-11,18545823,47374675,12684045,42566266
(주)비엔지티,32790,Dec-12,30966102,49755270,10143914,26964683
(주)비엔지티,32790,Dec-13,26977329,41095950,10510253,21189740
(주)비엔지티,32790,Dec-14,22003317,31079658,8422147,14098029
(주)비엔지티,32790,Dec-15,18670700,27260643,8756363,17339049
(주)비엔지티,32790,Dec-16,17955945,29433181,10647346,20712453
(주)비엔지티,32790,Dec-17,13453401,35990574,6524474,27941311
(주)비엔지티,32790,Dec-18,33695225,52079043,27129297,46225348
(주)비엔지티,32790,Dec-19,19301794,41822337,11491628,34683547
(주)비엘,142760,Dec-16,,,4150328,21612556
(주)비엘,142760,Dec-17,2383204,37575817,2383204,37560196
(주)비엘,142760,Dec-18,84879283,153290616,50865798,86546207
(주)비엘,142760,Dec-19,89571458,148113572,47541427,83609474
(주)비엘팜텍,65170,Dec-11,38346003,75112472,8662664,37263478
(주)비엘팜텍,65170,Dec-12,35696771,71220042,7304481,35069398
(주)비엘팜텍,65170,Dec-13,34557598,65427439,8466155,39161588
(주)비엘팜텍,65170,Dec-14,29162072,65770124,5120808,41685898
(주)비엘팜텍,65170,Dec-15,30546382,63196017,5233466,39295912
(주)비엘팜텍,65170,Dec-16,44351091,73386439,17232092,47956951
(주)비엘팜텍,65170,Dec-17,40491785,68244814,18333359,43731688
(주)비엘팜텍,65170,Dec-18,32269101,103882690,11840005,73946349
(주)비엘팜텍,65170,Dec-19,38216921,89113254,10309587,62066019
(주)비엠티,86670,Dec-11,32159273,72873902,26909418,67667544
(주)비엠티,86670,Dec-12,30885185,72452287,25771892,69113770
(주)비엠티,86670,Dec-13,40431093,93167225,35799366,91048101
(주)비엠티,86670,Dec-14,39903296,96611903,37807612,94565699
(주)비엠티,86670,Dec-15,37150074,94423945,35601175,93111687
(주)비엠티,86670,Dec-16,39040454,94337401,37996362,93776763
(주)비엠티,86670,Dec-17,39682154,97251592,39168331,97143015
(주)비엠티,86670,Dec-18,43805988,110016675,43538757,110096491
(주)비엠티,86670,Dec-19,47115240,117489334,47112693,117691092
(주)비올,335890,Dec-19,,,,
(주)비와이씨,1460,Dec-11,169119743,477929172,169786886,479531981
(주)비와이씨,1460,Dec-12,172109096,505456934,165457102,502208011
(주)비와이씨,1460,Dec-13,177223435,525157538,169371117,526385377
(주)비와이씨,1460,Dec-14,242958473,608388101,235000951,609987349
(주)비와이씨,1460,Dec-15,313347277,691464609,304934742,694207408
(주)비와이씨,1460,Dec-16,339167415,733018518,326833763,722070199
(주)비와이씨,1460,Dec-17,346484954,745823200,336074156,738219700
(주)비와이씨,1460,Dec-18,331027820,738431267,320982448,727890891
(주)비와이씨,1460,Dec-19,259555399,693882853,250288957,677538544
(주)비즈니스온커뮤니케이션,138580,Dec-17,,,3888495,35900984
(주)비즈니스온커뮤니케이션,138580,Dec-18,,,4380144,39787118
(주)비즈니스온커뮤니케이션,138580,Dec-19,,,26787749,64059044
(주)비지에프,27410,Dec-14,766389585,1338474144,632560110,1183774828
(주)비지에프,27410,Dec-15,847901836,1621622006,747759100,1460200504
(주)비지에프,27410,Dec-16,975440106,1917601300,859902371,1707548342
(주)비지에프,27410,Dec-17,132887658,858118605,57361427,699735805
(주)비지에프,27410,Dec-18,109132615,1624874724,38494079,1487846481
(주)비지에프,27410,Dec-19,129126736,1657381460,38517540,1488637056
(주)비지에프리테일,282330,Dec-17,888705327,1277349524,869876343,1231046501
(주)비지에프리테일,282330,Dec-18,960905507,1482568537,941529769,1435845971
(주)비지에프리테일,282330,Dec-19,1549815138,2172410900,1520608903,2114202246
(주)비츠로셀,82920,Mar-11,,,6249418,52381187
(주)비츠로셀,82920,Mar-12,,,8081927,58464269
(주)비츠로셀,82920,Mar-13,8240327,68636471,8230874,68479182
(주)비츠로셀,82920,Mar-14,12445161,76331779,12388911,76491251
(주)비츠로셀,82920,Jun-15,22545695,97993820,22517857,98777317
(주)비츠로셀,82920,Jun-16,23456700,113890700,23429562,115181850
(주)비츠로셀,82920,Jun-17,13981049,120833372,13747470,121524286
(주)비츠로셀,82920,Dec-18,24901221,145252937,24824414,146009162
(주)비츠로셀,82920,Dec-19,22512357,163957502,21994569,163352810
(주)비츠로시스,54220,Mar-11,49663015,95692059,49655084,95697544
(주)비츠로시스,54220,Mar-12,61247879,112581157,61254055,112586037
(주)비츠로시스,54220,Mar-13,68591547,136641049,68378017,136894294
(주)비츠로시스,54220,Mar-14,77266886,138951650,77062587,140460341
(주)비츠로시스,54220,Mar-15,83087337,143268771,82930012,142819739
(주)비츠로시스,54220,Mar-16,,,52870174,114682434
(주)비츠로시스,54220,Mar-17,,,54887436,123239221
(주)비츠로시스,54220,Mar-18,,,56594067,107177481
