회사명,거래소코드,회계년도,자본(IFRS연결),자산(IFRS연결),자본(IFRS개별),자산(IFRS개별)
(주)케이피티유,54410,Dec-12,21272483,50076757,26374912,51342680
(주)케이피티유,54410,Dec-13,,,21940227,53939304
(주)케이피티유,54410,Dec-14,,,22246625,58008678
(주)케이피티유,54410,Dec-15,,,25578257,56953026
(주)케이피티유,54410,Dec-16,,,28424428,59504325
(주)케이피티유,54410,Dec-17,32031264,68247260,31736851,65296002
(주)케이피티유,54410,Dec-18,32167232,65556115,32167232,65556115
(주)케이피티유,54410,Dec-19,,,32888826,62232910
(주)케일럼,258610,Dec-17,,,22882109,41844935
(주)케일럼,258610,Dec-18,24758945,53906961,24314889,53298455
(주)케일럼,258610,Dec-19,33100021,48622782,33100021,48622782
(주)켐온,217600,Dec-15,,,,
(주)켐온,217600,Dec-16,,,,
(주)켐온,217600,Dec-17,,,33144143,39462658
(주)켐온,217600,Dec-18,,,34051913,42473049
(주)켐온,217600,Dec-19,,,37121560,44622023
(주)켐트로닉스,89010,Dec-11,50586064,169037298,48299031,151263310
(주)켐트로닉스,89010,Dec-12,75250903,183194327,75912470,169146216
(주)켐트로닉스,89010,Dec-13,93902205,218954005,99095934,198122684
(주)켐트로닉스,89010,Dec-14,85476267,222796373,88511277,203205230
(주)켐트로닉스,89010,Dec-15,79154124,234894280,82686869,205823668
(주)켐트로닉스,89010,Dec-16,77434011,226427988,84614920,194364534
(주)켐트로닉스,89010,Dec-17,75133789,220667821,82276283,192638240
(주)켐트로닉스,89010,Dec-18,78747219,231561350,86489625,202953282
(주)켐트로닉스,89010,Dec-19,99357114,294088094,89550498,223363903
(주)켐트로스,220260,Dec-15,,,,
(주)켐트로스,220260,Dec-16,,,,
(주)켐트로스,220260,Dec-17,,,30120216,51518272
(주)켐트로스,220260,Dec-18,,,35722079,64888243
(주)켐트로스,220260,Dec-19,,,44543188,68065771
(주)코다코,46070,Dec-11,,,39031053,168601036
(주)코다코,46070,Dec-12,,,48847322,190484129
(주)코다코,46070,Dec-13,60335565,251475508,60995659,232226580
(주)코다코,46070,Dec-14,70349401,287239248,70930292,265384921
(주)코다코,46070,Dec-15,83773398,317285357,76802403,296397060
(주)코다코,46070,Dec-16,112423993,383368845,104539643,326454285
(주)코다코,46070,Dec-17,111445031,417416923,113605023,373944688
(주)코다코,46070,Dec-18,88716998,393660081,94078648,346822339
(주)코다코,46070,Dec-19,30390838,330178369,51899225,302184821
(주)코데즈컴바인,47770,Dec-11,63453391,192631415,69668547,197171164
(주)코데즈컴바인,47770,Dec-12,48782750,176408636,55649986,180903099
(주)코데즈컴바인,47770,Dec-13,29159301,133178256,36867613,137662912
(주)코데즈컴바인,47770,Dec-14,5229028,70992802,6651000,70188407
(주)코데즈컴바인,47770,Dec-15,22087592,29137618,23840851,29204450
(주)코데즈컴바인,47770,Dec-16,23881161,29020844,25408043,29049053
(주)코데즈컴바인,47770,Dec-17,26472949,31578877,27606821,31568837
(주)코데즈컴바인,47770,Dec-18,35472170,64408803,31957563,35836762
(주)코데즈컴바인,47770,Dec-19,42396852,71633747,38891061,44274213
(주)코디,80530,Dec-11,,,27922508,46365002
(주)코디,80530,Dec-12,24494196,59948013,25227558,49196321
(주)코디,80530,Dec-13,28446829,73197699,30429875,57718306
(주)코디,80530,Dec-14,34985118,71869254,34970862,50230694
(주)코디,80530,Dec-15,38271316,61653715,30295846,45493046
(주)코디,80530,Dec-16,48150607,86510616,38218481,75090109
(주)코디,80530,Dec-17,22852207,42501591,22533191,41279052
(주)코디,80530,Dec-18,31898224,81954473,31532176,76094627
(주)코디,80530,Dec-19,27854293,75932355,29571187,70681476
(주)코디엠,224060,Dec-15,,,12282444,20082514
(주)코디엠,224060,Dec-16,15881906,68181742,15630539,66363876
(주)코디엠,224060,Dec-17,55282274,60951343,58188439,63642121
(주)코디엠,224060,Dec-18,56410617,93910822,56473710,93249224
(주)코디엠,224060,Dec-19,65611713,117030999,58648221,99756487
(주)코렌텍,104540,Dec-13,44483677,60227570,44890730,60395989
(주)코렌텍,104540,Dec-14,48303613,70512556,48946052,70867317
(주)코렌텍,104540,Dec-15,56266889,71517889,58167936,73096731
(주)코렌텍,104540,Dec-16,61731589,97043566,64608731,99565637
(주)코렌텍,104540,Dec-17,54319984,100577807,58092408,104081744
(주)코렌텍,104540,Dec-18,24085935,64259905,22614340,61569703
(주)코렌텍,104540,Dec-19,29938860,62778527,28335833,60803833
(주)코리아나화장품,27050,Dec-11,61744074,116062305,66376968,116578021
(주)코리아나화장품,27050,Dec-12,72556380,97333543,73412040,94488684
(주)코리아나화장품,27050,Dec-13,72481082,113212596,73168594,109765089
(주)코리아나화장품,27050,Dec-14,65950411,114446178,66223867,111361525
(주)코리아나화장품,27050,Dec-15,79087423,121613975,79507434,120298535
(주)코리아나화장품,27050,Dec-16,80967946,118519738,81643385,116975574
(주)코리아나화장품,27050,Dec-17,77412681,121097694,77695626,118189904
(주)코리아나화장품,27050,Dec-18,77632446,122612031,77908783,119444340
(주)코리아나화장품,27050,Dec-19,77548486,122298260,77972743,118570683
(주)코리아센터,290510,Dec-19,198144410,344866909,187214774,289601314
(주)코리아써키트,7810,Dec-11,248163825,419488244,189560315,340400022
(주)코리아써키트,7810,Dec-12,286741523,462312486,211805321,358964874
(주)코리아써키트,7810,Dec-13,396058466,551207964,310896054,437456608
(주)코리아써키트,7810,Dec-14,397406160,542551001,322704704,435293020
(주)코리아써키트,7810,Dec-15,398771647,526992026,348521553,458321359
(주)코리아써키트,7810,Dec-16,390902233,520500737,355499900,474901058
(주)코리아써키트,7810,Dec-17,415371181,556503135,361860818,490634591
(주)코리아써키트,7810,Dec-18,387776024,500488797,326791203,424573323
(주)코리아써키트,7810,Dec-19,390491858,478120049,344322490,419683120
(주)코리아에스이,101670,Dec-11,,,28160464,31839539
(주)코리아에스이,101670,Dec-12,,,28940582,32442231
(주)코리아에스이,101670,Dec-13,,,29646624,32848207
(주)코리아에스이,101670,Dec-14,,,29557964,32300334
(주)코리아에스이,101670,Dec-15,,,30323595,33123010
(주)코리아에스이,101670,Dec-16,,,29807519,32251323
(주)코리아에스이,101670,Dec-17,37958115,41482384,29115065,32323515
(주)코리아에스이,101670,Dec-18,34904038,38971319,28036205,31810812
(주)코리아에스이,101670,Dec-19,32556061,35532474,28754759,31419853
(주)코맥스,36690,Dec-11,30546179,85058009,30272677,82421529
(주)코맥스,36690,Dec-12,34660619,77308571,36215051,78345348
(주)코맥스,36690,Dec-13,40962150,83485160,42510334,84340852
(주)코맥스,36690,Dec-14,44212552,85749893,44744289,87857145
(주)코맥스,36690,Dec-15,49260214,89131049,48695070,91621910
(주)코맥스,36690,Dec-16,57273466,96774640,56347416,99980155
(주)코맥스,36690,Dec-17,63723784,104882960,65003911,106655383
(주)코맥스,36690,Dec-18,66288337,105445314,66023622,104635175
(주)코맥스,36690,Dec-19,69616113,110179684,69292612,110227306
(주)코메론,49430,Dec-11,72802329,92395037,68433756,80060805
(주)코메론,49430,Dec-12,77644151,95687089,72776358,84688990
(주)코메론,49430,Dec-13,82776052,102537204,76953649,90611510
(주)코메론,49430,Dec-14,89120284,110437411,82113658,96982463
(주)코메론,49430,Dec-15,100605587,116526898,91184469,99793969
(주)코메론,49430,Dec-16,112540066,136746192,103190184,121683156
(주)코메론,49430,Dec-17,119338208,139135359,114073393,128677892
(주)코메론,49430,Dec-18,128415959,142536732,122535016,131102656
(주)코메론,49430,Dec-19,140474821,153773823,131868118,139321513
(주)코미코,183300,Dec-17,71966199,121072950,69819281,107469975
(주)코미코,183300,Dec-18,99678975,232717205,105912159,192706409
(주)코미코,183300,Dec-19,122130423,292076428,128388913,219618361
(주)코미팜,41960,Dec-11,39237058,64118373,39031581,63862358
(주)코미팜,41960,Dec-12,40564868,76977313,39542860,75454549
(주)코미팜,41960,Dec-13,44719909,108796731,44469551,108552947
(주)코미팜,41960,Dec-14,53158669,124397607,52770009,123833297
(주)코미팜,41960,Dec-15,76129750,133389118,75587396,132664026
(주)코미팜,41960,Dec-16,99300977,149843271,79128775,129362509
(주)코미팜,41960,Dec-17,107304405,149268453,88618496,130076692
(주)코미팜,41960,Dec-18,97986811,139903685,83126711,124823223
(주)코미팜,41960,Dec-19,76165829,125644473,68353514,117266964
(주)코세스,89890,Dec-11,,,17712864,51223430
(주)코세스,89890,Dec-12,,,23726006,44657581
(주)코세스,89890,Dec-13,,,13639318,44475967
(주)코세스,89890,Dec-14,,,4985814,41946083
(주)코세스,89890,Dec-15,,,4302060,36744393
(주)코세스,89890,Dec-16,,,4286110,27340392
(주)코세스,89890,Dec-17,,,14442273,33041534
(주)코세스,89890,Dec-18,,,21034449,58280091
(주)코세스,89890,Dec-19,,,27093647,54005557
(주)코센,9730,Dec-11,,,17000367,49522297
(주)코센,9730,Dec-12,,,12628271,47949209
(주)코센,9730,Dec-13,,,18854454,54362478
(주)코센,9730,Dec-14,23666367,64057472,24075674,64673696
(주)코센,9730,Dec-15,24517596,58921631,26155532,59592393
(주)코센,9730,Dec-16,23750526,60000751,23537835,59382953
(주)코센,9730,Dec-17,29260101,57162040,29253316,57150089
(주)코센,9730,Dec-18,22144548,55576704,22534573,55961553
(주)코센,9730,Dec-19,3206098,84205795,8492259,85173019
(주)코스나인,82660,Dec-11,21333651,55915463,21803498,51717753
(주)코스나인,82660,Dec-12,32355159,113926933,28713544,81217642
(주)코스나인,82660,Dec-13,41972959,183177965,35491623,111676298
(주)코스나인,82660,Dec-14,53073891,179680497,39207249,108814269
(주)코스나인,82660,Dec-15,59865405,193477266,41069374,116789204
(주)코스나인,82660,Dec-16,69296536,197249708,54430292,127906327
(주)코스나인,82660,Dec-17,61310071,181360692,55847753,103432210
(주)코스나인,82660,Dec-18,13599808,79381517,13988608,59229592
(주)코스나인,82660,Dec-19,,,13531334,51820707
(주)코스메카코리아,241710,Dec-16,104839062,143045906,105246446,136293484
(주)코스메카코리아,241710,Dec-17,113468532,151059278,112396331,143768583
(주)코스메카코리아,241710,Dec-18,171616124,315034709,125719320,209034455
(주)코스메카코리아,241710,Dec-19,172409769,350909520,131899474,236253555
(주)코스온,69110,Dec-11,,,6998528,8919999
(주)코스온,69110,Dec-12,,,7562818,12406078
(주)코스온,69110,Dec-13,,,10166418,23090426
(주)코스온,69110,Dec-14,,,23566919,40522770
(주)코스온,69110,Dec-15,,,50659612,73978304
(주)코스온,69110,Dec-16,61315372,101838339,61448490,97746430
(주)코스온,69110,Dec-17,72113138,139432991,71392269,130244325
(주)코스온,69110,Dec-18,112401290,221447294,108749483,188453474
(주)코스온,69110,Dec-19,107932375,239961867,108235718,199014917
(주)코썬바이오,204990,Dec-16,,,44768328,50534728
(주)코썬바이오,204990,Dec-17,114129527,128032491,116097583,120440135
(주)코썬바이오,204990,Dec-18,54284043,65519401,64970764,70686827
(주)코썬바이오,204990,Dec-19,4868520,14760523,4880662,10592988
(주)코아스,71950,Dec-11,,,39220961,105316982
(주)코아스,71950,Dec-12,42229412,103422937,42234575,103282530
(주)코아스,71950,Dec-13,37878259,98569947,37820847,97482840
(주)코아스,71950,Dec-14,40679602,101027896,40592909,100115022
(주)코아스,71950,Dec-15,30797970,89438043,30815855,88639409
(주)코아스,71950,Dec-16,24636529,76929028,24695976,77108379
(주)코아스,71950,Dec-17,23663704,79069618,23395467,78598722
(주)코아스,71950,Dec-18,23446318,78534357,22945143,77054399
(주)코아스,71950,Dec-19,25320220,77314339,24818979,76111816
(주)코아시아,45970,Dec-11,100131158,230066991,110931094,111755480
(주)코아시아,45970,Dec-12,102289190,238163639,111520532,112377746
(주)코아시아,45970,Dec-13,100091851,272680457,111713952,115254162
(주)코아시아,45970,Dec-14,86077683,242015229,117604751,120624578
(주)코아시아,45970,Dec-15,126171665,351679808,122687711,156388729
(주)코아시아,45970,Dec-16,142678699,325515778,100210305,133251418
(주)코아시아,45970,Dec-17,150814848,331114667,113219880,133209216
(주)코아시아,45970,Dec-18,138567140,327476522,100781059,116806123
(주)코아시아,45970,Dec-19,142347787,326298702,120089669,184988248
(주)코아시아옵틱스,196450,Dec-14,83487696,92040010,78879720,89124159
(주)코아시아옵틱스,196450,Dec-15,74971505,99856404,72894296,94222143
(주)코아시아옵틱스,196450,Dec-16,35161985,69867088,35380334,66168487
(주)코아시아옵틱스,196450,Dec-17,45785930,68339098,44824321,65341499
(주)코아시아옵틱스,196450,Dec-18,39107347,57405388,38963354,57201104
(주)코아시아옵틱스,196450,Dec-19,75559877,114274762,73966035,98098809
(주)코엔텍,29960,Dec-11,63404904,73048836,59967069,68789564
(주)코엔텍,29960,Dec-12,72879822,83764683,67866529,78052674
(주)코엔텍,29960,Dec-13,82006665,93103166,75545140,85854792
(주)코엔텍,29960,Dec-14,90119012,104498650,82508774,96224387
(주)코엔텍,29960,Dec-15,97222875,130554728,87902334,120353597
(주)코엔텍,29960,Dec-16,110624034,153917415,100613825,142900118
(주)코엔텍,29960,Dec-17,125556413,172746242,113844367,160299247
(주)코엔텍,29960,Dec-18,148686380,196343451,148743717,195319411
(주)코엔텍,29960,Dec-19,,,152805581,198228800
(주)코오롱,2020,Dec-11,994683189,3808664515,611167209,998424446
(주)코오롱,2020,Dec-12,952833500,3859498968,616247258,1055339333
(주)코오롱,2020,Dec-13,827444911,3775562705,625432770,1134535689
(주)코오롱,2020,Dec-14,920787959,3578435131,516023250,1066497398
(주)코오롱,2020,Dec-15,805497095,3291820462,512951656,1085223517
(주)코오롱,2020,Dec-16,831294730,3333623695,515420006,1120301952
(주)코오롱,2020,Dec-17,913935634,3699363238,512039514,1247050373
(주)코오롱,2020,Dec-18,835367198,3480352009,499112302,1277774548
(주)코오롱,2020,Dec-19,721903595,3618574587,500344351,1272530112
(주)코원플레이,56000,Dec-11,46326297,83607085,45700739,66931615
(주)코원플레이,56000,Dec-12,31970216,70015194,33441252,57309176
(주)코원플레이,56000,Dec-13,30779323,69714471,32929374,56727202
(주)코원플레이,56000,Dec-14,24189943,66975754,32162243,56426301
(주)코원플레이,56000,Dec-15,17507077,37467433,15329781,35188647
(주)코원플레이,56000,Dec-16,,,19450664,43231967
(주)코원플레이,56000,Dec-17,19713897,22125522,20611931,23050028
(주)코원플레이,56000,Dec-18,20217216,22337356,20088208,22369181
(주)코원플레이,56000,Dec-19,17372190,21161057,17391689,19803544
(주)코윈테크,282880,Dec-19,103406446,115217985,103243783,114961957
(주)코이즈,121850,Dec-12,32084477,45898891,33928889,45878622
(주)코이즈,121850,Dec-13,30266292,59114075,32276736,58728253
(주)코이즈,121850,Dec-14,29708570,57527978,32473244,58475979
(주)코이즈,121850,Dec-15,27340338,58006987,29668242,58278463
(주)코이즈,121850,Dec-16,29802804,54923992,29675641,52987628
(주)코이즈,121850,Dec-17,22540324,45676171,22149430,43549826
(주)코이즈,121850,Dec-18,15513442,46448349,13129882,38880214
(주)코이즈,121850,Dec-19,18231052,41096583,15644821,31624080
(주)코콤,15710,Dec-11,65525163,90597063,65241641,90313541
(주)코콤,15710,Dec-12,68298962,101942031,68074238,101690010
(주)코콤,15710,Dec-13,70640493,111496084,70584176,111412316
(주)코콤,15710,Dec-14,75562657,105861241,75433565,105704698
(주)코콤,15710,Dec-15,88868849,110081235,88893484,110078419
(주)코콤,15710,Dec-16,94045203,117782559,94071439,117780795
(주)코콤,15710,Dec-17,102279184,128890686,102305484,128889699
(주)코콤,15710,Dec-18,113083860,147620181,113110418,147619453
(주)코콤,15710,Dec-19,117880046,147422080,117906726,147421473
(주)코텍,52330,Dec-11,,,138282721,168796129
(주)코텍,52330,Dec-12,,,153787461,175146977
(주)코텍,52330,Dec-13,,,164453510,183907166
(주)코텍,52330,Dec-14,,,165076068,182316630
(주)코텍,52330,Dec-15,,,212771778,235394690
(주)코텍,52330,Dec-16,,,242992839,275769907
(주)코텍,52330,Dec-17,,,261384710,301919377
(주)코텍,52330,Dec-18,,,289794992,325293762
(주)코텍,52330,Dec-19,317940394,353091372,318635490,350021731
(주)코퍼스코리아,322780,Dec-19,,,,
(주)코프라,126600,Dec-11,,,33758410,51213975
(주)코프라,126600,Dec-12,,,39113206,53792911
(주)코프라,126600,Dec-13,46266581,65785053,46322420,65840892
(주)코프라,126600,Dec-14,55405592,83860843,57026373,77307034
(주)코프라,126600,Dec-15,76631173,107225279,79366080,100668705
(주)코프라,126600,Dec-16,87785655,124690917,89226939,113450352
(주)코프라,126600,Dec-17,98141560,142292865,99283878,127817900
(주)코프라,126600,Dec-18,101703962,167381777,102592724,133262073
(주)코프라,126600,Dec-19,109112331,156410475,106435998,127804904
(주)콘텐트리중앙,36420,Dec-19,420580076,1161637852,403302620,453070601
(주)콤텍시스템,31820,Dec-11,50340462,116722640,46939851,113022814
(주)콤텍시스템,31820,Dec-12,55109369,119691215,48128140,112422527
(주)콤텍시스템,31820,Dec-13,55797283,119842093,49809309,113625897
(주)콤텍시스템,31820,Dec-14,51028060,116860847,43418489,108884243
(주)콤텍시스템,31820,Dec-15,54036795,107817629,47251900,100684705
(주)콤텍시스템,31820,Dec-16,57116968,130290045,48936689,121692895
(주)콤텍시스템,31820,Dec-17,58348773,106679920,50034096,97952410
(주)콤텍시스템,31820,Dec-18,,,76987386,113538546
(주)콤텍시스템,31820,Dec-19,,,94887197,161498210
(주)큐로,15590,Dec-11,61194923,279382747,59277572,271155189
(주)큐로,15590,Dec-12,69969473,262270166,68104513,250864739
(주)큐로,15590,Dec-13,79951693,262833068,77442460,254862388
(주)큐로,15590,Dec-14,77996506,295677320,73059347,279364255
(주)큐로,15590,Dec-15,,,64270397,276443469
(주)큐로,15590,Dec-16,,,56656354,235945208
(주)큐로,15590,Dec-17,,,75818133,204688025
(주)큐로,15590,Dec-18,,,69600805,197265760
(주)큐로,15590,Dec-19,97779485,217020142,93407459,208547614
(주)큐로컴,40350,Dec-11,41771071,60713769,60891230,73522391
(주)큐로컴,40350,Dec-12,40961046,57672285,67902360,75161749
(주)큐로컴,40350,Dec-13,51561675,62028853,80501742,87423665
(주)큐로컴,40350,Dec-14,50188155,61413743,82913304,88812662
(주)큐로컴,40350,Dec-15,80934229,91858522,120065648,125409658
(주)큐로컴,40350,Dec-16,75143999,110467974,106376950,136391663
(주)큐로컴,40350,Dec-17,75598988,117709804,74805876,112522617
(주)큐로컴,40350,Dec-18,60699558,94049808,64523087,88048304
(주)큐로컴,40350,Dec-19,37599281,96606780,47582747,86436445
(주)큐로홀딩스,51780,Dec-11,23185575,75379028,33251924,73421151
(주)큐로홀딩스,51780,Dec-12,18306633,83406346,32171015,78743980
(주)큐로홀딩스,51780,Dec-13,18333111,76369512,34484158,74208211
(주)큐로홀딩스,51780,Dec-14,32218225,76809885,35972951,76904701
(주)큐로홀딩스,51780,Dec-15,63735056,92194788,43996974,67182115
(주)큐로홀딩스,51780,Dec-16,71419404,91308534,53452295,69016329
(주)큐로홀딩스,51780,Dec-17,29545520,54861347,20695597,42640584
(주)큐로홀딩스,51780,Dec-18,22710694,51629331,16314898,44601651
(주)큐로홀딩스,51780,Dec-19,25227718,49234096,21903466,41168709
(주)큐리언트,115180,Dec-16,,,24348404,26238994
(주)큐리언트,115180,Dec-17,,,14532436,15678094
(주)큐리언트,115180,Dec-18,,,39405221,43196042
(주)큐리언트,115180,Dec-19,,,17378466,20513537
(주)큐브엔터테인먼트,182360,Dec-13,,,,
(주)큐브엔터테인먼트,182360,Dec-14,,,,
(주)큐브엔터테인먼트,182360,Dec-15,20857121,27649412,20965421,27746144
(주)큐브엔터테인먼트,182360,Dec-16,17223100,21470633,18407470,22548539
(주)큐브엔터테인먼트,182360,Dec-17,15787995,22136132,15787995,22050841
(주)큐브엔터테인먼트,182360,Dec-18,16724906,28829632,16701697,28593708
(주)큐브엔터테인먼트,182360,Dec-19,17615641,32002669,17627029,31782787
(주)큐에스아이,66310,Dec-11,,,37178464,40984732
(주)큐에스아이,66310,Dec-12,44526558,49460598,44967598,49760178
(주)큐에스아이,66310,Dec-13,48252713,53599411,48832550,54619590
(주)큐에스아이,66310,Dec-14,51007007,56888043,51484261,57753809
(주)큐에스아이,66310,Dec-15,52203345,55734972,53628171,57587462
(주)큐에스아이,66310,Dec-16,52772980,55524032,54262586,57398514
(주)큐에스아이,66310,Dec-17,52565033,55024425,54766131,57733520
(주)큐에스아이,66310,Dec-18,51481025,54017004,51726446,54564654
(주)큐에스아이,66310,Dec-19,54491749,58462417,54547088,58836161
(주)크라운제과,264900,Dec-17,,,120785946,328674242
(주)크라운제과,264900,Dec-18,,,128181878,332756097
(주)크라운제과,264900,Dec-19,,,142048233,332902890
(주)크라운해태홀딩스,5740,Dec-11,218725766,1109065713,237457869,528160951
(주)크라운해태홀딩스,5740,Dec-12,235631708,1087996254,241997187,546220034
(주)크라운해태홀딩스,5740,Dec-13,240821559,1091834196,251199879,531020480
(주)크라운해태홀딩스,5740,Dec-14,264739767,1089820120,271453041,527050712
(주)크라운해태홀딩스,5740,Dec-15,303450459,1121569714,293687093,526896368
(주)크라운해태홀딩스,5740,Dec-16,404861317,1177800258,306400157,570432943
(주)크라운해태홀딩스,5740,Dec-17,492976764,1311341477,293597030,355141412
(주)크라운해태홀딩스,5740,Dec-18,493693418,1286504596,297594944,357022501
(주)크라운해태홀딩스,5740,Dec-19,459906842,1238166154,274031031,335836913
(주)크레버스,96240,Dec-11,63852098,78469329,68717730,83239100
(주)크레버스,96240,Dec-12,67405702,96164604,76279540,89358686
(주)크레버스,96240,Dec-13,67371563,121921363,80191016,114671218
(주)크레버스,96240,Dec-14,58682098,120806152,77813873,111306392
(주)크레버스,96240,Dec-15,55713890,125382465,69427475,106310821
(주)크레버스,96240,Dec-16,76189399,148986377,56885646,99078551
(주)크레버스,96240,Dec-17,83658098,145606600,59958931,92111892
(주)크레버스,96240,Dec-18,89247245,166309402,65683687,91648911
(주)크레버스,96240,Dec-19,87525102,193391054,64542462,105364226
(주)크리스에프앤씨,110790,Dec-18,204856761,272079008,205011904,271346304
(주)크리스에프앤씨,110790,Dec-19,217008409,277284707,216882935,276302179
(주)크린앤사이언스,45520,Dec-11,16592627,41053258,16982700,41024264
(주)크린앤사이언스,45520,Dec-12,17721556,38875115,17829778,38657012
(주)크린앤사이언스,45520,Dec-13,19148039,39632733,19274232,39438344
(주)크린앤사이언스,45520,Dec-14,21485326,39294982,21387909,38715839
(주)크린앤사이언스,45520,Dec-15,23482310,43603238,23472350,43048974
(주)크린앤사이언스,45520,Dec-16,26812203,50645236,26859526,50319076
(주)크린앤사이언스,45520,Dec-17,31786274,65672135,31773905,65542655
(주)크린앤사이언스,45520,Dec-18,36715491,81338496,36762501,81285005
(주)크린앤사이언스,45520,Dec-19,42222317,115940770,42215965,115859721
(주)클라우드에어,36170,Dec-11,,,48093394,62819472
(주)클라우드에어,36170,Dec-12,58243731,97757567,58429525,96881143
(주)클라우드에어,36170,Dec-13,54701982,93303682,54778192,92634282
(주)클라우드에어,36170,Dec-14,58077467,96490084,57300399,94866496
(주)클라우드에어,36170,Dec-15,62653091,75826536,62197231,75223788
(주)클라우드에어,36170,Dec-16,63797860,69188584,64726609,69967830
(주)클라우드에어,36170,Dec-17,68928373,95146781,71297492,97432414
(주)클라우드에어,36170,Dec-18,75777669,111447884,78067371,113737586
(주)클라우드에어,36170,Dec-19,88313500,102245082,87764135,101412887
(주)클래시스,214150,Dec-15,,,,
(주)클래시스,214150,Dec-16,,,,
(주)클래시스,214150,Dec-17,35091960,63161123,35090843,63139777
(주)클래시스,214150,Dec-18,51043024,75677204,51054067,75670335
(주)클래시스,214150,Dec-19,87916576,113657441,87850603,113571284
(주)클리오,237880,Dec-16,141029752,241042273,142913334,241370743
(주)클리오,237880,Dec-17,144682791,232974676,148812619,235713564
(주)클리오,237880,Dec-18,141137269,188562122,138440514,185333519
(주)클리오,237880,Dec-19,145296892,236650518,140906252,231175716
(주)키다리스튜디오,20120,Dec-11,,,5330857,10069904
(주)키다리스튜디오,20120,Dec-12,,,14831092,27561464
(주)키다리스튜디오,20120,Dec-13,,,15075791,28014609
(주)키다리스튜디오,20120,Dec-14,22847285,37934587,20595477,34949583
(주)키다리스튜디오,20120,Dec-15,30343394,42294543,31938479,43289174
(주)키다리스튜디오,20120,Dec-16,,,16781373,21420375
(주)키다리스튜디오,20120,Dec-17,16488817,22697733,17097103,19273386
(주)키다리스튜디오,20120,Dec-18,,,16569362,18702972
(주)키다리스튜디오,20120,Dec-19,20968874,41973984,20658644,39356151
(주)키이스트,54780,Dec-11,,,14318152,22039510
(주)키이스트,54780,Dec-12,44675315,71946367,23807592,35142939
(주)키이스트,54780,Dec-13,33204030,52047838,27170308,41728099
(주)키이스트,54780,Dec-14,60487482,84344482,49006636,61361600
(주)키이스트,54780,Dec-15,71585452,96163224,56818732,69606894
(주)키이스트,54780,Dec-16,81836490,110688141,54596245,66536561
(주)키이스트,54780,Dec-17,78527858,106329813,53620634,61183883
(주)키이스트,54780,Dec-18,76818959,102570664,54109370,59855921
(주)키이스트,54780,Dec-19,68013855,108361218,44199520,70753806
(주)타이거일렉,219130,Dec-15,34474257,41887683,34553174,39175595
(주)타이거일렉,219130,Dec-16,,,35661722,40002271
(주)타이거일렉,219130,Dec-17,,,39557073,44924781
(주)타이거일렉,219130,Dec-18,,,41839852,46931537
(주)타이거일렉,219130,Dec-19,,,43660290,60479814
(주)탑엔지니어링,65130,Dec-11,125171611,203995403,135035328,205791104
(주)탑엔지니어링,65130,Dec-12,119743569,196271492,129797707,189446922
(주)탑엔지니어링,65130,Dec-13,128412348,194595626,142568749,192475863
(주)탑엔지니어링,65130,Dec-14,131542499,192494203,130690321,178601481
(주)탑엔지니어링,65130,Dec-15,144363392,223573384,144619312,215548323
(주)탑엔지니어링,65130,Dec-16,155085064,222160485,155464474,216371797
(주)탑엔지니어링,65130,Dec-17,274452433,462538541,170124632,237565190
(주)탑엔지니어링,65130,Dec-18,303905408,556986123,182061044,282258370
(주)탑엔지니어링,65130,Dec-19,373488267,596075358,226615342,304949490
(주)탑코미디어,134580,Dec-13,42542012,53725025,42719574,54063395
(주)탑코미디어,134580,Dec-14,45963998,68332603,45702380,67984581
(주)탑코미디어,134580,Dec-15,50064869,61489935,49750569,61267590
(주)탑코미디어,134580,Dec-16,41891414,56917275,42197291,57329887
(주)탑코미디어,134580,Dec-17,27507172,37292883,27884694,37744899
(주)탑코미디어,134580,Dec-18,28934290,38667067,28899079,38666252
(주)탑코미디어,134580,Dec-19,,,24533309,29557322
(주)태경비케이,14580,Dec-11,,,97848352,165124624
(주)태경비케이,14580,Dec-12,,,103318616,169785218
(주)태경비케이,14580,Dec-13,,,112192697,178992100
(주)태경비케이,14580,Dec-14,,,114427320,178476606
(주)태경비케이,14580,Dec-15,,,115155673,182474399
(주)태경비케이,14580,Dec-16,166488761,278843709,111756179,207379692
(주)태경비케이,14580,Dec-17,170966820,263546898,114434415,194279064
(주)태경비케이,14580,Dec-18,192874541,293751207,126569933,211876517
(주)태경비케이,14580,Dec-19,202835599,301367428,125218328,205432790
(주)태광,23160,Dec-11,,,352332123,422467427
(주)태광,23160,Dec-12,,,386906612,449366566
(주)태광,23160,Dec-13,,,414330000,468623316
(주)태광,23160,Dec-14,,,412984184,466624794
(주)태광,23160,Dec-15,,,429179607,479839540
(주)태광,23160,Dec-16,,,435294359,474731597
(주)태광,23160,Dec-17,,,419171424,454010340
(주)태광,23160,Dec-18,427996760,460984822,424173495,457059153
(주)태광,23160,Dec-19,433991506,478658613,428385395,473114219
(주)태성,323280,Dec-19,,,,
(주)태양,53620,Dec-11,108538218,144863219,104110512,139090641
(주)태양,53620,Dec-12,115266066,156933563,110619075,150834159
(주)태양,53620,Dec-13,122564243,162629832,117087249,155451961
(주)태양,53620,Dec-14,129461780,165139191,123351182,157238661
