회사명,거래소코드,회계년도,자본(IFRS연결),자산(IFRS연결),자본(IFRS개별),자산(IFRS개별)
(주)아이윈플러스,123010,Dec-18,,,6033160,17628041
(주)아이윈플러스,123010,Dec-19,,,7707284,28829937
(주)아이즈비전,31310,Dec-11,55395631,89498303,56319259,66270470
(주)아이즈비전,31310,Dec-12,59077276,94254680,58891734,64840048
(주)아이즈비전,31310,Dec-13,64349867,100918539,60786302,66253990
(주)아이즈비전,31310,Dec-14,66853680,101772733,61810683,68069726
(주)아이즈비전,31310,Dec-15,67424886,109937433,63184661,70494336
(주)아이즈비전,31310,Dec-16,70736287,114884572,64213220,72891802
(주)아이즈비전,31310,Dec-17,75336072,130894359,64798918,75270980
(주)아이즈비전,31310,Dec-18,115308122,150804865,73294541,83864348
(주)아이즈비전,31310,Dec-19,114660524,157431620,67841493,76450854
(주)아이컴포넌트,59100,Dec-11,,,25028868,54682604
(주)아이컴포넌트,59100,Dec-12,,,25670976,61097119
(주)아이컴포넌트,59100,Dec-13,,,22887278,54632145
(주)아이컴포넌트,59100,Dec-14,,,26554433,53554324
(주)아이컴포넌트,59100,Dec-15,,,32898054,60353026
(주)아이컴포넌트,59100,Dec-16,,,41158925,69364376
(주)아이컴포넌트,59100,Dec-17,,,33166369,56512382
(주)아이컴포넌트,59100,Dec-18,,,30040238,53507098
(주)아이컴포넌트,59100,Dec-19,,,28714839,49844304
(주)아이톡시,52770,Dec-11,,,13599086,42405524
(주)아이톡시,52770,Dec-12,15306795,35296797,14965637,32166106
(주)아이톡시,52770,Dec-13,15744393,33184352,15111492,31291645
(주)아이톡시,52770,Dec-14,9864242,26475140,9508360,25119917
(주)아이톡시,52770,Dec-15,,,10609727,31377632
(주)아이톡시,52770,Dec-16,,,8872867,24141850
(주)아이톡시,52770,Dec-17,,,241919,15293908
(주)아이톡시,52770,Dec-18,730319,15432012,-2279290,8251476
(주)아이톡시,52770,Dec-19,5127723,8560505,5141190,8573109
(주)아이티센,124500,Mar-15,53605299,129422108,28102943,90277213
(주)아이티센,124500,Dec-16,56624483,158288305,19587459,82954351
(주)아이티센,124500,Dec-17,74649440,172136603,36246034,82325904
(주)아이티센,124500,Dec-18,175480298,403417388,36655911,123439579
(주)아이티센,124500,Dec-19,164684630,392923342,41859724,133509589
(주)아이티엑스에이아이,99520,Dec-11,,,21287487,45986342
(주)아이티엑스에이아이,99520,Dec-12,,,24568905,50614189
(주)아이티엑스에이아이,99520,Dec-13,,,36333828,56459310
(주)아이티엑스에이아이,99520,Dec-14,,,34172583,49546449
(주)아이티엑스에이아이,99520,Dec-15,,,21139501,41600895
(주)아이티엑스에이아이,99520,Dec-16,,,14341817,25572865
(주)아이티엑스에이아이,99520,Dec-17,,,17168404,27909280
(주)아이티엑스에이아이,99520,Dec-18,,,14816862,20596414
(주)아이티엑스에이아이,99520,Dec-19,9830642,22007317,9798819,21640097
(주)아이티엠반도체,84850,Dec-19,266364234,430519931,259922235,395101942
(주)아즈텍더블유비이,32080,Dec-11,,,67327183,122469317
(주)아즈텍더블유비이,32080,Dec-12,,,74448024,103244216
(주)아즈텍더블유비이,32080,Dec-13,,,71551502,83024906
(주)아즈텍더블유비이,32080,Dec-14,,,74211395,87283599
(주)아즈텍더블유비이,32080,Dec-15,,,77092659,87781842
(주)아즈텍더블유비이,32080,Dec-16,,,87277382,93020451
(주)아즈텍더블유비이,32080,Dec-17,,,87696732,101593818
(주)아즈텍더블유비이,32080,Dec-18,,,90678277,105938029
(주)아즈텍더블유비이,32080,Dec-19,,,95350332,117389875
(주)아진엑스텍,59120,Dec-14,,,25163741,29326634
(주)아진엑스텍,59120,Dec-15,,,24810020,28002873
(주)아진엑스텍,59120,Dec-16,,,27216857,41100358
(주)아진엑스텍,59120,Dec-17,,,39380321,46145660
(주)아진엑스텍,59120,Dec-18,,,43382879,46712263
(주)아진엑스텍,59120,Dec-19,,,43350436,48167634
(주)아톤,158430,Dec-19,46105208,58962831,44992099,55935145
(주)아프리카티비,67160,Dec-11,27089304,58477913,26654792,56106490
(주)아프리카티비,67160,Dec-12,,,32003980,56622824
(주)아프리카티비,67160,Dec-13,36990839,57689535,36889031,57424961
(주)아프리카티비,67160,Dec-14,42938475,62241816,43696599,62829985
(주)아프리카티비,67160,Dec-15,48079099,68044829,51317196,70877466
(주)아프리카티비,67160,Dec-16,57304806,83426397,64058399,89753460
(주)아프리카티비,67160,Dec-17,70108112,103442156,74706698,107453290
(주)아프리카티비,67160,Dec-18,92893024,157544019,97571031,156547288
(주)아프리카티비,67160,Dec-19,121788853,228549555,122452860,217039521
(주)안랩,53800,Dec-11,129464144,172303715,133400762,174432069
(주)안랩,53800,Dec-12,140717849,184885607,144886695,186424656
(주)안랩,53800,Dec-13,143916282,183994247,147553775,187222355
(주)안랩,53800,Dec-14,151768766,188119129,151599681,187875137
(주)안랩,53800,Dec-15,161346944,194606731,160634967,193720594
(주)안랩,53800,Dec-16,172019891,214599052,170946065,213794704
(주)안랩,53800,Dec-17,183889668,223620399,183040378,222453370
(주)안랩,53800,Dec-18,194399209,244773950,193151648,242051757
(주)안랩,53800,Dec-19,205671999,260216804,204264715,256804581
(주)안트로젠,65660,Dec-16,,,34023831,35427915
(주)안트로젠,65660,Dec-17,,,48768488,60298401
(주)안트로젠,65660,Dec-18,,,56072729,101441141
(주)안트로젠,65660,Dec-19,,,68393649,84593765
(주)알로이스,297570,Dec-18,,,,
(주)알로이스,297570,Dec-19,,,16522310,21853390
(주)알루코,1780,Dec-11,137118359,466389224,139055896,313941542
(주)알루코,1780,Dec-12,134753695,448021732,138959161,343724465
(주)알루코,1780,Dec-13,137176248,441481955,142097467,345783811
(주)알루코,1780,Dec-14,136743079,432549332,142353290,340956232
(주)알루코,1780,Dec-15,164228247,429140447,173938244,338779061
(주)알루코,1780,Dec-16,201252143,439409021,206560840,334451787
(주)알루코,1780,Dec-17,207495766,477572307,214571423,348182986
(주)알루코,1780,Dec-18,280740708,744332478,223769204,394815945
(주)알루코,1780,Dec-19,285856646,772552137,207703108,376568313
(주)알에프세미,96610,Dec-11,40212342,60357163,40842782,61344243
(주)알에프세미,96610,Dec-12,44156001,68834411,45092549,70069133
(주)알에프세미,96610,Dec-13,49098083,78883917,50049261,79743894
(주)알에프세미,96610,Dec-14,51822941,87638101,51978935,87690774
(주)알에프세미,96610,Dec-15,53788068,89437401,54222692,88822472
(주)알에프세미,96610,Dec-16,54035185,90145433,55144158,90146801
(주)알에프세미,96610,Dec-17,52011373,93638264,54151136,96051216
(주)알에프세미,96610,Dec-18,52719673,104988723,55190977,107103978
(주)알에프세미,96610,Dec-19,49861444,102545695,52551677,105031599
(주)알에프텍,61040,Dec-11,72364123,159127735,74433120,115300762
(주)알에프텍,61040,Dec-12,90008477,211170615,91310280,139911696
(주)알에프텍,61040,Dec-13,93000160,216208846,98832226,145665903
(주)알에프텍,61040,Dec-14,85914508,200605068,103151089,163647176
(주)알에프텍,61040,Dec-15,106974903,176819976,123505837,153683212
(주)알에프텍,61040,Dec-16,116100981,175342562,120497343,149594458
(주)알에프텍,61040,Dec-17,118384743,185953928,108821576,152284034
(주)알에프텍,61040,Dec-18,121491849,177047175,94787092,124079133
(주)알에프텍,61040,Dec-19,132750784,254270323,92637893,191326521
(주)알엔투테크놀로지,148250,Dec-16,,,21007501,27140499
(주)알엔투테크놀로지,148250,Dec-17,,,21432654,35450020
(주)알엔투테크놀로지,148250,Dec-18,,,22113449,38868023
(주)알엔투테크놀로지,148250,Dec-19,,,31669746,50518526
(주)알테오젠,196170,Dec-14,35824549,37958283,35635634,37768174
(주)알테오젠,196170,Dec-15,38550831,39385454,38307681,39141975
(주)알테오젠,196170,Dec-16,45228697,47949615,45295933,46805862
(주)알테오젠,196170,Dec-17,39845032,43013380,39548273,41274016
(주)알테오젠,196170,Dec-18,66696419,71380650,66078000,67081671
(주)알테오젠,196170,Dec-19,70204153,85979112,71128721,79536561
(주)알톤스포츠,123750,Dec-11,40761351,73196256,38777740,64876657
(주)알톤스포츠,123750,Dec-12,42476129,64110797,40209446,56896446
(주)알톤스포츠,123750,Dec-13,46394906,67371866,43200642,60200819
(주)알톤스포츠,123750,Dec-14,55369792,76274859,50940074,67330408
(주)알톤스포츠,123750,Dec-15,51669503,70743959,46648690,54333363
(주)알톤스포츠,123750,Dec-16,52248216,81903772,48435674,66162908
(주)알톤스포츠,123750,Dec-17,30394731,59131622,29435951,49029050
(주)알톤스포츠,123750,Dec-18,28125333,53806357,27942097,48302262
(주)알톤스포츠,123750,Dec-19,15866383,33706229,14109691,24581097
(주)알티캐스트,85810,Dec-13,86563158,108113000,86343215,107862414
(주)알티캐스트,85810,Dec-14,96868461,110036508,96702007,109740651
(주)알티캐스트,85810,Dec-15,96293793,113685290,95596751,108756963
(주)알티캐스트,85810,Dec-16,99305790,170945346,95925918,103803105
(주)알티캐스트,85810,Dec-17,97901406,171544134,95422483,106331567
(주)알티캐스트,85810,Dec-18,90888993,164474400,89158093,101835049
(주)알티캐스트,85810,Dec-19,66216089,169930839,64823820,95090420
(주)알파홀딩스,117670,Dec-11,,,25501281,39078151
(주)알파홀딩스,117670,Dec-12,27969609,41210785,28028752,41347869
(주)알파홀딩스,117670,Dec-13,,,30908395,38372719
(주)알파홀딩스,117670,Dec-14,32777635,66721029,34542311,67392982
(주)알파홀딩스,117670,Dec-15,,,33736884,66699507
(주)알파홀딩스,117670,Dec-16,46536741,73894609,45106283,73886717
(주)알파홀딩스,117670,Dec-17,43796795,63151264,47333927,67409488
(주)알파홀딩스,117670,Dec-18,47088876,102095474,50961753,105442123
(주)알파홀딩스,117670,Dec-19,61491102,134595649,63798213,133776939
(주)애니플러스,310200,Dec-18,,,,
(주)애니플러스,310200,Dec-19,,,,
(주)애드바이오텍,179530,Dec-19,,,,
(주)액션스퀘어,205500,Dec-14,,,,
(주)액션스퀘어,205500,Dec-15,,,28642577,35883611
(주)액션스퀘어,205500,Dec-16,,,23687554,28514117
(주)액션스퀘어,205500,Dec-17,13478966,24963687,13193216,24636039
(주)액션스퀘어,205500,Dec-18,12087416,21132895,11916712,20926474
(주)액션스퀘어,205500,Dec-19,20200343,30255626,21005051,30870534
(주)액토즈소프트,52790,Dec-11,87299410,121236908,92061708,125422865
(주)액토즈소프트,52790,Dec-12,98652953,225833789,104161385,226660423
(주)액토즈소프트,52790,Dec-13,190464530,232029942,196083035,221846069
(주)액토즈소프트,52790,Dec-14,123530954,161276991,134275049,159210975
(주)액토즈소프트,52790,Dec-15,117262420,149330425,147108337,159627155
(주)액토즈소프트,52790,Dec-16,115469936,147737258,119015928,140470575
(주)액토즈소프트,52790,Dec-17,107107112,143736510,119068513,150265224
(주)액토즈소프트,52790,Dec-18,92198686,127196835,89083998,117710189
(주)액토즈소프트,52790,Dec-19,118104767,175372734,112515004,165726567
(주)액트로,290740,Dec-18,63031495,89041422,70051903,85806816
(주)액트로,290740,Dec-19,76003603,99003423,77079687,87495654
(주)앤디포스,238090,Dec-16,,,80502541,88789864
(주)앤디포스,238090,Dec-17,,,80516581,92726264
(주)앤디포스,238090,Dec-18,88397710,130369260,84581240,118791037
(주)앤디포스,238090,Dec-19,117630037,189924143,113465144,180062104
(주)앤씨앤,92600,Dec-11,,,65232422,74336180
(주)앤씨앤,92600,Dec-12,67642941,77728028,67643861,77728948
(주)앤씨앤,92600,Dec-13,48498057,57554674,48502079,57558696
(주)앤씨앤,92600,Dec-14,46878725,56150455,46874036,56145766
(주)앤씨앤,92600,Dec-15,55583444,67503519,55700834,65823023
(주)앤씨앤,92600,Dec-16,55923393,65331021,56943421,63671211
(주)앤씨앤,92600,Dec-17,48117548,60379404,52813470,58644204
(주)앤씨앤,92600,Dec-18,32832070,54329936,42086295,52426532
(주)앤씨앤,92600,Dec-19,41232465,71516824,57310139,78739999
(주)야스,255440,Dec-17,106672924,126152861,106672924,125982691
(주)야스,255440,Dec-18,140344773,236578169,140344773,236987042
(주)야스,255440,Dec-19,150634027,214004929,150634027,212394252
(주)어스앤에어로스페이스,263540,Dec-17,,,41739690,61475210
(주)어스앤에어로스페이스,263540,Dec-18,,,39543002,70479383
(주)어스앤에어로스페이스,263540,Dec-19,,,3019270,41897759
(주)얼라인드제네틱스,238120,Dec-16,24182635,25860714,24588788,26060933
(주)얼라인드제네틱스,238120,Dec-17,22640220,24307065,23670938,25187654
(주)얼라인드제네틱스,238120,Dec-18,20888077,23000867,21168027,23054467
(주)얼라인드제네틱스,238120,Dec-19,20966505,24619170,20991065,24461132
(주)에너토크,19990,Dec-11,,,24602767,28586781
(주)에너토크,19990,Dec-12,,,27872850,31616562
(주)에너토크,19990,Dec-13,,,29517357,33420446
(주)에너토크,19990,Dec-14,,,31537870,36813000
(주)에너토크,19990,Dec-15,,,33250946,37716319
(주)에너토크,19990,Dec-16,40714934,42870809,40683247,42835616
(주)에너토크,19990,Dec-17,40921731,42508123,41220933,42797803
(주)에너토크,19990,Dec-18,41237505,43548601,42021058,44313228
(주)에너토크,19990,Dec-19,40060377,42867117,41435780,44109277
(주)에넥스,11090,Dec-11,45337459,119599167,45532196,118121783
(주)에넥스,11090,Dec-12,33975275,93219208,32605421,89972455
(주)에넥스,11090,Dec-13,43668995,107777389,43382462,107095102
(주)에넥스,11090,Dec-14,54066167,125570430,53888280,125002263
(주)에넥스,11090,Dec-15,60462035,126285552,60086717,125211851
(주)에넥스,11090,Dec-16,58980243,152746917,58671091,151414321
(주)에넥스,11090,Dec-17,60258092,171431594,59541993,169821831
(주)에넥스,11090,Dec-18,59459404,155415491,58352162,153789827
(주)에넥스,11090,Dec-19,54177102,132037408,53527257,130783877
(주)에스디생명공학,217480,Dec-17,105991682,128073431,113431252,126080836
(주)에스디생명공학,217480,Dec-18,113799159,150157174,112944866,139407312
(주)에스디생명공학,217480,Dec-19,96210187,137235392,93111878,125357556
(주)에스디시스템,121890,Dec-11,,,30579308,43541136
(주)에스디시스템,121890,Dec-12,,,30554842,41118686
(주)에스디시스템,121890,Dec-13,,,25036132,34268674
(주)에스디시스템,121890,Dec-14,,,28304007,43012334
(주)에스디시스템,121890,Dec-15,,,30299976,42174707
(주)에스디시스템,121890,Dec-16,,,23101346,42236507
(주)에스디시스템,121890,Dec-17,,,13979665,35094048
(주)에스디시스템,121890,Dec-18,,,16753928,34753913
(주)에스디시스템,121890,Dec-19,,,6310972,24820711
(주)에스비에스,34120,Dec-11,548800733,860880009,533338919,848933837
(주)에스비에스,34120,Dec-12,561488436,827393202,549019915,824819398
(주)에스비에스,34120,Dec-13,569956948,804265037,563455333,801536224
(주)에스비에스,34120,Dec-14,540277935,798563400,541915023,799643924
(주)에스비에스,34120,Dec-15,568227689,934369946,569110220,933033828
(주)에스비에스,34120,Dec-16,540774712,894153403,542811860,895673723
(주)에스비에스,34120,Dec-17,562992278,1092031606,557785630,1043991727
(주)에스비에스,34120,Dec-18,568482207,957646531,560713049,901859062
(주)에스비에스,34120,Dec-19,647118029,1247762888,560708925,1076011718
(주)에스비에스콘텐츠허브,46140,Dec-11,108308824,165574497,109698083,166941706
(주)에스비에스콘텐츠허브,46140,Dec-12,128815662,172338241,128795927,172314275
(주)에스비에스콘텐츠허브,46140,Dec-13,151219114,203084253,151361446,203210561
(주)에스비에스콘텐츠허브,46140,Dec-14,155473711,220630106,155685077,220820275
(주)에스비에스콘텐츠허브,46140,Dec-15,156351844,223891016,157041998,224520000
(주)에스비에스콘텐츠허브,46140,Dec-16,155885064,239635541,156265425,240014775
(주)에스비에스콘텐츠허브,46140,Dec-17,148377020,211510721,148636405,205045922
(주)에스비에스콘텐츠허브,46140,Dec-18,156096020,212504969,153156026,210641869
(주)에스비에스콘텐츠허브,46140,Dec-19,155257296,197100484,153571342,197213142
(주)에스씨디,42110,Dec-11,,,53696531,65643542
(주)에스씨디,42110,Dec-12,,,59689357,71276885
(주)에스씨디,42110,Dec-13,,,67266818,80848080
(주)에스씨디,42110,Dec-14,,,76395366,91874960
(주)에스씨디,42110,Dec-15,87925071,110854905,86971795,109002354
(주)에스씨디,42110,Dec-16,94336794,118406948,92586050,115698115
(주)에스씨디,42110,Dec-17,97281740,120553513,95237186,117064333
(주)에스씨디,42110,Dec-18,102454253,129128866,98491671,121029169
(주)에스씨디,42110,Dec-19,100679022,139154002,94725955,129808209
(주)에스아이리소스,65420,Dec-11,30445154,54084154,39027036,48345092
(주)에스아이리소스,65420,Dec-12,29812762,51080770,37249211,47724153
(주)에스아이리소스,65420,Dec-13,29443164,49379847,37192291,47233774
(주)에스아이리소스,65420,Dec-14,15401466,35087844,25291903,34579219
(주)에스아이리소스,65420,Dec-15,17449125,28186692,15635231,16796879
(주)에스아이리소스,65420,Dec-16,14501563,32219662,11228279,13742124
(주)에스아이리소스,65420,Dec-17,15933998,29671701,15107112,18409070
(주)에스아이리소스,65420,Dec-18,18360006,28831411,16942342,21387789
(주)에스아이리소스,65420,Dec-19,,,11510200,13041168
(주)에스앤더블류,103230,Dec-11,,,52023518,95587808
(주)에스앤더블류,103230,Dec-12,,,55064435,85865763
(주)에스앤더블류,103230,Dec-13,,,55361669,77677252
(주)에스앤더블류,103230,Dec-14,,,55149534,76988604
(주)에스앤더블류,103230,Dec-15,,,57344158,72344893
(주)에스앤더블류,103230,Dec-16,,,56254776,70213694
(주)에스앤더블류,103230,Dec-17,,,52440937,64140404
(주)에스앤더블류,103230,Dec-18,,,42222988,57861674
(주)에스앤더블류,103230,Dec-19,,,38950621,55567064
(주)에스앤에스텍,101490,Dec-11,65874264,131192786,62894586,112793046
(주)에스앤에스텍,101490,Dec-12,62031530,134403705,66998834,113074627
(주)에스앤에스텍,101490,Dec-13,53400368,128650209,58200062,101033959
(주)에스앤에스텍,101490,Dec-14,49185566,86299417,48633108,85746959
(주)에스앤에스텍,101490,Dec-15,,,65581321,96314119
(주)에스앤에스텍,101490,Dec-16,,,75143905,120973700
(주)에스앤에스텍,101490,Dec-17,,,78359802,120963274
(주)에스앤에스텍,101490,Dec-18,,,79668014,123812954
(주)에스앤에스텍,101490,Dec-19,,,88584280,135575184
(주)에스에너지,95910,Dec-11,63653517,152988034,65475001,143039704
(주)에스에너지,95910,Dec-12,74473040,167821602,76514409,164547900
(주)에스에너지,95910,Dec-13,81359907,186533788,83982678,162410584
(주)에스에너지,95910,Dec-14,83231514,223973693,88084111,194020181
(주)에스에너지,95910,Dec-15,88474363,279520612,88304135,220812738
(주)에스에너지,95910,Dec-16,93711968,345540954,93595853,280636715
(주)에스에너지,95910,Dec-17,102025339,301905196,100548034,227789606
(주)에스에너지,95910,Dec-18,123026937,320447393,110244731,210249847
(주)에스에너지,95910,Dec-19,118814806,327670045,107947650,207600721
(주)에스에스알,275630,Dec-18,,,21531893,25867810
(주)에스에스알,275630,Dec-19,,,22990515,26461298
(주)에스에이엠티,31330,Dec-11,42411160,243433800,41356829,233156168
(주)에스에이엠티,31330,Dec-12,53994340,224389894,53705694,213875015
(주)에스에이엠티,31330,Dec-13,68788495,243734370,69425189,229734758
(주)에스에이엠티,31330,Dec-14,63475966,239185009,58859553,233320056
(주)에스에이엠티,31330,Dec-15,105442803,243387665,87293303,225219901
(주)에스에이엠티,31330,Dec-16,169783115,282323482,146496664,259013003
(주)에스에이엠티,31330,Dec-17,192481008,285611568,162251707,255376737
(주)에스에이엠티,31330,Dec-18,214149183,321534151,176896928,284278599
(주)에스에이엠티,31330,Dec-19,238300721,285718635,191566399,238982306
(주)에스에이티,60540,Dec-11,29597029,55047596,24863984,42772451
(주)에스에이티,60540,Dec-12,37054839,52372813,33214551,42827886
(주)에스에이티,60540,Dec-13,35595632,49563802,37311301,50033436
(주)에스에이티,60540,Dec-14,45979849,63590390,47066727,62071478
(주)에스에이티,60540,Dec-15,54527546,85656313,52066787,63217469
(주)에스에이티,60540,Dec-16,66475831,93367231,62704995,68109159
(주)에스에이티,60540,Dec-17,75093216,123940681,65842295,71640551
(주)에스에이티,60540,Dec-18,81489070,123134971,70411410,75775796
(주)에스에이티,60540,Dec-19,88835954,135282080,74418053,79829335
(주)에스에프에이,56190,Dec-11,356517243,572412763,344660752,558693510
(주)에스에프에이,56190,Dec-12,373014634,578497795,358401177,560504038
(주)에스에프에이,56190,Dec-13,461684707,588738541,443563052,566882755
(주)에스에프에이,56190,Dec-14,477486450,613179405,455960493,584502904
(주)에스에프에이,56190,Dec-15,627808284,1189374520,478009103,604325817
(주)에스에프에이,56190,Dec-16,775625966,1505259885,561406099,875502496
(주)에스에프에이,56190,Dec-17,984854672,1810808943,758066343,1216504602
(주)에스에프에이,56190,Dec-18,1002987456,1660531818,751195515,1042220701
(주)에스에프에이,56190,Dec-19,1112065358,1805907173,870970875,1191212985
(주)에스에프에이반도체,36540,Dec-11,221572797,599495211,212075971,462007293
(주)에스에프에이반도체,36540,Dec-12,199869032,720274926,206352521,545201057
(주)에스에프에이반도체,36540,Dec-13,169007839,761704719,168107312,534879837
(주)에스에프에이반도체,36540,Dec-14,203848990,813251267,208174383,611442667
(주)에스에프에이반도체,36540,Dec-15,255922753,726706965,187360698,536598043
(주)에스에프에이반도체,36540,Dec-16,271578558,676174765,195766852,515339112
(주)에스에프에이반도체,36540,Dec-17,269616661,632921458,206985940,518921419
(주)에스에프에이반도체,36540,Dec-18,287723794,627366723,213477954,521235257
(주)에스에프에이반도체,36540,Dec-19,315842039,661228514,227732431,564429867
(주)에스엘바이오닉스,214310,Dec-15,33799261,48661379,33264828,48126701
(주)에스엘바이오닉스,214310,Dec-16,30931362,70810853,30548864,69870377
(주)에스엘바이오닉스,214310,Dec-17,16512334,56424586,16562334,52542796
(주)에스엘바이오닉스,214310,Dec-18,31311532,64473790,31417505,63643034
(주)에스엘바이오닉스,214310,Dec-19,26188625,41920291,27014560,42746226
(주)에스엠라이프디자인그룹,63440,Dec-11,,,28253625,37118867
(주)에스엠라이프디자인그룹,63440,Dec-12,,,23195126,30675175
(주)에스엠라이프디자인그룹,63440,Dec-13,17057528,36821317,19420449,37877798
(주)에스엠라이프디자인그룹,63440,Dec-14,15172489,26704445,15159676,24913678
(주)에스엠라이프디자인그룹,63440,Dec-15,13306103,23228524,13306103,22276928
(주)에스엠라이프디자인그룹,63440,Dec-16,40309002,43573095,40309002,43573095
(주)에스엠라이프디자인그룹,63440,Dec-17,41720672,45895630,41507483,44234219
(주)에스엠라이프디자인그룹,63440,Dec-18,50286134,56362574,50146514,55274000
(주)에스엠라이프디자인그룹,63440,Dec-19,48809343,60354837,48852704,53864446
(주)에스엠벡셀,10580,Dec-11,,,21351525,66549354
(주)에스엠벡셀,10580,Dec-12,,,18596387,64101045
(주)에스엠벡셀,10580,Dec-13,,,17612218,78621373
(주)에스엠벡셀,10580,Dec-14,,,16135952,72913292
(주)에스엠벡셀,10580,Dec-15,,,13863651,64289391
(주)에스엠벡셀,10580,Dec-16,,,17692604,60354102
(주)에스엠벡셀,10580,Dec-17,,,19636780,53447698
(주)에스엠벡셀,10580,Dec-18,,,26820432,63715894
(주)에스엠벡셀,10580,Dec-19,,,19362186,73825419
(주)에스엠엔터테인먼트,41510,Dec-11,103306293,168109393,108391403,154320026
(주)에스엠엔터테인먼트,41510,Dec-12,233574967,322844435,212311066,265990300
(주)에스엠엔터테인먼트,41510,Dec-13,266386073,392328202,228264622,302106277
(주)에스엠엔터테인먼트,41510,Dec-14,281582050,382685413,236694471,286912768
(주)에스엠엔터테인먼트,41510,Dec-15,323497964,459709220,254672896,340797077
(주)에스엠엔터테인먼트,41510,Dec-16,375546396,525082697,298478102,392374869
(주)에스엠엔터테인먼트,41510,Dec-17,435630933,797509024,320480631,436117975
(주)에스엠엔터테인먼트,41510,Dec-18,576127583,1002473550,385514391,534318733
(주)에스엠엔터테인먼트,41510,Dec-19,632768148,1115620587,411964920,565047824
(주)에스엠컬처앤콘텐츠,48550,Dec-11,18014685,28643718,18202419,24091513
(주)에스엠컬처앤콘텐츠,48550,Dec-12,37273871,50180167,39958590,50280008
(주)에스엠컬처앤콘텐츠,48550,Dec-13,51694406,84175031,56474185,87547226
(주)에스엠컬처앤콘텐츠,48550,Dec-14,55451687,84563920,57922896,86602102
(주)에스엠컬처앤콘텐츠,48550,Dec-15,54014938,86046315,55754575,87651331
(주)에스엠컬처앤콘텐츠,48550,Dec-16,54818096,81197459,56508428,82348022
(주)에스엠컬처앤콘텐츠,48550,Dec-17,114915818,300762940,115547699,300770279
(주)에스엠컬처앤콘텐츠,48550,Dec-18,112510084,314532889,113004198,314691180
(주)에스엠컬처앤콘텐츠,48550,Dec-19,116501187,350709749,116215057,349836222
(주)에스엠코어,7820,Dec-11,39205333,68403884,38561921,68224897
(주)에스엠코어,7820,Dec-12,42571792,68539806,41739073,68401035
(주)에스엠코어,7820,Dec-13,46873471,77000419,45472365,76638344
(주)에스엠코어,7820,Dec-14,50839778,79092863,49457489,78842862
(주)에스엠코어,7820,Dec-15,57513802,85673251,55955441,84751052
(주)에스엠코어,7820,Dec-16,40992792,59712919,40101427,60157185
(주)에스엠코어,7820,Dec-17,76130075,99113905,74685351,98589612
(주)에스엠코어,7820,Dec-18,75609747,105559788,75653489,105600135
(주)에스엠코어,7820,Dec-19,78512068,106789669,78435063,106711792
(주)에스원,12750,Dec-11,761073438,1057718910,713951525,987476360
(주)에스원,12750,Dec-12,805023669,1080945262,743408223,987553477
(주)에스원,12750,Dec-13,843505719,1154080548,771078159,1045437251
(주)에스원,12750,Dec-14,915732526,1460060972,833710437,1335864866
(주)에스원,12750,Dec-15,980355970,1394426507,976643700,1371979845
(주)에스원,12750,Dec-16,1099945367,1460376647,1096160558,1437728384
(주)에스원,12750,Dec-17,1207837503,1581536979,1201286071,1556037333
(주)에스원,12750,Dec-18,1262317716,1682854294,1255824567,1645982513
(주)에스원,12750,Dec-19,1327606478,1794959719,1318704692,1751616977
(주)에스제이그룹,306040,Dec-19,69414663,91857647,70240991,89588318
(주)에스제이엠,123700,Dec-11,113829932,156713776,97932734,133013441
(주)에스제이엠,123700,Dec-12,124994573,162096067,106301301,135919187
(주)에스제이엠,123700,Dec-13,129523483,162337419,115213565,142171768
(주)에스제이엠,123700,Dec-14,137910183,173039392,114496257,142498395
(주)에스제이엠,123700,Dec-15,153496086,185776445,118202545,141675206
(주)에스제이엠,123700,Dec-16,168672007,205931303,132152660,156197867
(주)에스제이엠,123700,Dec-17,170000074,205071053,137890693,157580976
(주)에스제이엠,123700,Dec-18,166439861,200078252,137536739,158013091
(주)에스제이엠,123700,Dec-19,174998433,220444686,137619136,155954333
(주)에스제이엠홀딩스,25530,Dec-11,182697658,227097338,107422456,107513275
(주)에스제이엠홀딩스,25530,Dec-12,191976943,229808762,107670151,107725366
(주)에스제이엠홀딩스,25530,Dec-13,196259034,230129109,106880501,106995311
(주)에스제이엠홀딩스,25530,Dec-14,204668752,239584139,122970451,123105426
(주)에스제이엠홀딩스,25530,Dec-15,216234926,260302124,128296558,140922798
(주)에스제이엠홀딩스,25530,Dec-16,230659333,278845875,132841897,146760561
(주)에스제이엠홀딩스,25530,Dec-17,244097699,291719709,145287351,159987153
(주)에스제이엠홀딩스,25530,Dec-18,243918212,289533520,146889013,161496727
(주)에스제이엠홀딩스,25530,Dec-19,252772109,308888413,150965853,164937967
(주)에스지글로벌,1380,Dec-11,130757510,188826231,105663763,159373016
(주)에스지글로벌,1380,Dec-12,119640365,186004029,97283960,161365928
(주)에스지글로벌,1380,Dec-13,123607593,196480577,101989951,170191459
(주)에스지글로벌,1380,Dec-14,124568808,201184232,101455405,172505127
(주)에스지글로벌,1380,Dec-15,118104003,203147148,97674030,170488070
(주)에스지글로벌,1380,Dec-16,117730474,210143168,100859793,177616991
(주)에스지글로벌,1380,Dec-17,124117933,197415490,112286890,169782157
(주)에스지글로벌,1380,Dec-18,127055226,199625376,113893096,168763709
