회사명,거래소코드,회계년도,유동부채(IFRS연결),부채(IFRS연결),유동부채(IFRS개별),부채(IFRS개별)
(주)씨유메디칼시스템,115480,Dec-13,10631926,23947198,9514991,20521987
(주)씨유메디칼시스템,115480,Dec-14,20275656,24894729,17976543,20149043
(주)씨유메디칼시스템,115480,Dec-15,16093592,26612153,14528567,22683782
(주)씨유메디칼시스템,115480,Dec-16,20025158,21986080,19616932,21515707
(주)씨유메디칼시스템,115480,Dec-17,17061132,19587410,16710278,19171522
(주)씨유메디칼시스템,115480,Dec-18,36310035,56406370,31870594,35260547
(주)씨유메디칼시스템,115480,Dec-19,47739024,73711593,42151982,46333764
(주)씨제이이엔엠,35760,Dec-11,907741248,1295053690,335507041,557859895
(주)씨제이이엔엠,35760,Dec-12,965624015,1456964563,432088735,538762139
(주)씨제이이엔엠,35760,Dec-13,916102092,1861772467,453938432,569749634
(주)씨제이이엔엠,35760,Dec-14,907285093,1887270012,371807353,539100768
(주)씨제이이엔엠,35760,Dec-15,988400541,1638102960,435013131,494789263
(주)씨제이이엔엠,35760,Dec-16,1017274896,1390704880,420886861,428379228
(주)씨제이이엔엠,35760,Dec-17,731532024,1317714354,340339677,346472533
(주)씨제이이엔엠,35760,Dec-18,2021789391,3329299954,1407098863,1977968111
(주)씨제이이엔엠,35760,Dec-19,1660608165,2283014093,1145713989,1566383070
(주)씨젠,96530,Dec-11,,,6138196,37755534
(주)씨젠,96530,Dec-12,,,7315408,41678447
(주)씨젠,96530,Dec-13,,,15261696,44593816
(주)씨젠,96530,Dec-14,12454299,43618382,7032233,37869586
(주)씨젠,96530,Dec-15,11498614,58744276,6002590,52900340
(주)씨젠,96530,Dec-16,14681610,65388144,6662391,55713453
(주)씨젠,96530,Dec-17,19749350,39493223,11349329,29665793
(주)씨젠,96530,Dec-18,26051286,35449567,18715598,25414054
(주)씨젠,96530,Dec-19,28201859,42889888,18155000,29279871
(주)씨티씨바이오,60590,Dec-11,39331904,48515855,35732446,44916116
(주)씨티씨바이오,60590,Dec-12,52379751,62963958,42149337,52621452
(주)씨티씨바이오,60590,Dec-13,47406835,58249215,38777677,49452856
(주)씨티씨바이오,60590,Dec-14,59047204,76632353,51149096,68725965
(주)씨티씨바이오,60590,Dec-15,69459490,94445814,63378596,88206124
(주)씨티씨바이오,60590,Dec-16,78740234,97751778,69692876,88504843
(주)씨티씨바이오,60590,Dec-17,70522438,122821446,60549133,112544232
(주)씨티씨바이오,60590,Dec-18,65719150,104721613,58563934,97383642
(주)씨티씨바이오,60590,Dec-19,87337441,111937796,79395803,92427165
(주)씨티케이,260930,Dec-17,11943197,13445026,11859373,13358742
(주)씨티케이,260930,Dec-18,21152447,21424869,20298378,20559647
(주)씨티케이,260930,Dec-19,21145586,27501518,15693615,16028830
(주)아가방앤컴퍼니,13990,Dec-11,29644925,65243593,26903612,62606745
(주)아가방앤컴퍼니,13990,Dec-12,24612973,59181125,22196711,57096483
(주)아가방앤컴퍼니,13990,Dec-13,25204653,57440027,22920110,55787107
(주)아가방앤컴퍼니,13990,Dec-14,28703137,65590457,27349561,64837947
(주)아가방앤컴퍼니,13990,Dec-15,21960806,51932000,19479070,48761965
(주)아가방앤컴퍼니,13990,Dec-16,25797230,54073330,23097627,51673985
(주)아가방앤컴퍼니,13990,Dec-17,15689903,44477150,14779154,42559402
(주)아가방앤컴퍼니,13990,Dec-18,15742720,40193257,14777348,38347012
(주)아가방앤컴퍼니,13990,Dec-19,35603048,52783251,34040681,50084260
(주)아나패스,123860,Dec-11,,,6743519,6803763
(주)아나패스,123860,Dec-12,,,9647455,9713828
(주)아나패스,123860,Dec-13,,,12669367,14669367
(주)아나패스,123860,Dec-14,,,23878708,25280188
(주)아나패스,123860,Dec-15,,,20085317,20085317
(주)아나패스,123860,Dec-16,,,22645006,22645006
(주)아나패스,123860,Dec-17,,,9380103,20610273
(주)아나패스,123860,Dec-18,,,21586978,23818784
(주)아나패스,123860,Dec-19,,,33219871,69285735
(주)아난티,25980,Dec-11,,,21938269,182580476
(주)아난티,25980,Dec-12,34339698,197969563,35445505,199079946
(주)아난티,25980,Dec-13,45767092,213147328,43606810,211005288
(주)아난티,25980,Dec-14,94924768,273118591,67297391,246043375
(주)아난티,25980,Dec-15,136569366,269296880,98131400,215505078
(주)아난티,25980,Dec-16,105535630,361331759,42119453,203062855
(주)아난티,25980,Dec-17,122771518,399719243,94246724,218978502
(주)아난티,25980,Dec-18,133610895,437966753,65267828,234269389
(주)아난티,25980,Dec-19,63050778,452567634,37515726,217007873
(주)아리온테크놀로지,58220,Dec-11,,,19534404,21969393
(주)아리온테크놀로지,58220,Dec-12,,,63903085,65921381
(주)아리온테크놀로지,58220,Dec-13,,,12278827,19187204
(주)아리온테크놀로지,58220,Dec-14,,,23984595,28396268
(주)아리온테크놀로지,58220,Dec-15,,,12508193,23981816
(주)아리온테크놀로지,58220,Dec-16,28323358,41041742,26447868,38901344
(주)아리온테크놀로지,58220,Dec-17,37097671,45705162,35826555,44171844
(주)아리온테크놀로지,58220,Dec-18,17456105,51790298,15119197,49201957
(주)아리온테크놀로지,58220,Dec-19,53228470,67550834,53494837,67387649
(주)아모그린텍,125210,Dec-15,,,,
(주)아모그린텍,125210,Dec-16,,,,
(주)아모그린텍,125210,Dec-17,,,,
(주)아모그린텍,125210,Dec-19,,,37332143,50596527
(주)아모레퍼시픽,90430,Dec-11,425983124,677124563,342774737,526445298
(주)아모레퍼시픽,90430,Dec-12,417240277,682405634,317110006,520718805
(주)아모레퍼시픽,90430,Dec-13,542699086,833717407,355625154,563386428
(주)아모레퍼시픽,90430,Dec-14,651125631,976255280,458086327,631299757
(주)아모레퍼시픽,90430,Dec-15,871900750,1070770670,519051411,662189063
(주)아모레퍼시픽,90430,Dec-16,1171219009,1284945059,708119134,813485027
(주)아모레퍼시픽,90430,Dec-17,1046448068,1200310084,654399863,759717024
(주)아모레퍼시픽,90430,Dec-18,763211930,924720135,330367535,442130364
(주)아모레퍼시픽,90430,Dec-19,1066567436,1490166988,407790973,574799883
(주)아모레퍼시픽그룹,2790,Dec-11,550155687,897272880,3031875,64776441
(주)아모레퍼시픽그룹,2790,Dec-12,528703600,881741740,3387188,49200882
(주)아모레퍼시픽그룹,2790,Dec-13,644291514,1012909273,8203847,52784739
(주)아모레퍼시픽그룹,2790,Dec-14,773133608,1176359787,4506503,45033268
(주)아모레퍼시픽그룹,2790,Dec-15,978507859,1260164895,5528034,46075639
(주)아모레퍼시픽그룹,2790,Dec-16,1321144823,1521516893,6596820,46770293
(주)아모레퍼시픽그룹,2790,Dec-17,1170844729,1403262409,4464489,48470258
(주)아모레퍼시픽그룹,2790,Dec-18,897638156,1144904368,5745077,48360976
(주)아모레퍼시픽그룹,2790,Dec-19,1225875538,1801246304,16240887,50882866
(주)아모텍,52710,Dec-11,87889774,131758466,85668640,129537332
(주)아모텍,52710,Dec-12,143362411,182517510,140211197,179366296
(주)아모텍,52710,Dec-13,119090276,172126688,114864302,167831326
(주)아모텍,52710,Dec-14,125301815,191637327,118807215,185118038
(주)아모텍,52710,Dec-15,134526575,208404779,126418138,199963521
(주)아모텍,52710,Dec-16,113327710,189323916,106681332,182675602
(주)아모텍,52710,Dec-17,123790464,202351313,118379496,196940345
(주)아모텍,52710,Dec-18,149452725,198390180,142773750,191711205
(주)아모텍,52710,Dec-19,145100111,231661227,140476862,237125254
(주)아미노로직스,74430,Dec-11,21325126,22898056,16687347,21923768
(주)아미노로직스,74430,Dec-12,20195790,21199067,19812901,24545293
(주)아미노로직스,74430,Dec-13,6799968,7780618,6793030,11502795
(주)아미노로직스,74430,Dec-14,5810110,6783668,5806119,10508792
(주)아미노로직스,74430,Dec-15,5932842,6751782,5928587,10476642
(주)아미노로직스,74430,Dec-16,3575997,4477973,3571609,8202700
(주)아미노로직스,74430,Dec-17,3204070,4228824,3200180,7954049
(주)아미노로직스,74430,Dec-18,2478697,3671083,2474637,3667024
(주)아미노로직스,74430,Dec-19,5241885,5922039,5237681,5917835
(주)아바코,83930,Dec-11,55997677,58281934,55999710,58350047
(주)아바코,83930,Dec-12,33951623,38033734,33951623,38033734
(주)아바코,83930,Dec-13,54514416,59074285,54494919,59054788
(주)아바코,83930,Dec-14,32084999,38542595,32384634,38842230
(주)아바코,83930,Dec-15,43071163,49602162,43789786,50320785
(주)아바코,83930,Dec-16,62478412,70916995,59844283,68209400
(주)아바코,83930,Dec-17,74403460,82170936,72051609,79819086
(주)아바코,83930,Dec-18,90484820,93579258,90871899,93672536
(주)아바코,83930,Dec-19,62547341,68233674,62372285,67552527
(주)아바텍,149950,Dec-12,10331569,12306493,10158272,12133196
(주)아바텍,149950,Dec-13,13989424,15277878,13770325,15047636
(주)아바텍,149950,Dec-14,17702844,19456315,17589261,19331589
(주)아바텍,149950,Dec-15,9945537,9966796,9924599,9934715
(주)아바텍,149950,Dec-16,8866973,10123993,8863952,10109829
(주)아바텍,149950,Dec-17,12657683,12709383,12657683,12709383
(주)아바텍,149950,Dec-18,,,8847293,8970231
(주)아바텍,149950,Dec-19,7923006,8690701,7923006,8690701
(주)아세아텍,50860,Jun-11,26643068,28336719,26578649,28272300
(주)아세아텍,50860,Jun-12,16209038,17733249,16206999,17731210
(주)아세아텍,50860,Jun-13,9232936,10267238,9229795,10264098
(주)아세아텍,50860,Jun-14,6713019,7108353,6712982,7108316
(주)아세아텍,50860,Jun-15,6852398,7535602,6851439,7534643
(주)아세아텍,50860,Jun-16,5530266,6615701,5530266,6615700
(주)아세아텍,50860,Jun-17,3666966,3820870,3666660,3820563
(주)아세아텍,50860,Jun-18,,,7324013,9687011
(주)아세아텍,50860,Jun-19,,,21097285,23203123
(주)아센디오,12170,Dec-11,,,9781678,9857587
(주)아센디오,12170,Dec-12,18897468,19183436,18874023,19159992
(주)아센디오,12170,Dec-13,21997550,70080152,13018340,28193626
(주)아센디오,12170,Dec-14,15104026,36998865,12080357,33261550
(주)아센디오,12170,Dec-15,7186060,25321910,7186060,25321910
(주)아센디오,12170,Dec-16,,,6894006,23569462
(주)아센디오,12170,Dec-17,66814014,72537174,54430072,59074954
(주)아센디오,12170,Dec-18,69017059,71917618,35542357,36516394
(주)아센디오,12170,Dec-19,63654941,66303525,47856904,49268684
(주)아스타,246720,Dec-17,6272868,9218530,291638,785272
(주)아스타,246720,Dec-18,4127676,4970403,570046,956842
(주)아스타,246720,Dec-19,9096168,10704122,381048,1140955
(주)아스트,67390,Dec-14,,,58389477,70348692
(주)아스트,67390,Dec-15,,,48226198,76965581
(주)아스트,67390,Dec-16,75445947,131814047,77408236,86920049
(주)아스트,67390,Dec-17,101699134,195412478,108388884,128062644
(주)아스트,67390,Dec-18,107664619,274490355,131125949,177480174
(주)아스트,67390,Dec-19,145610092,360689345,147810355,258900109
(주)아시아경제,127710,Dec-15,18390136,20698432,4865755,6715539
(주)아시아경제,127710,Dec-16,11498241,15163333,4204888,5321755
(주)아시아경제,127710,Dec-17,16267210,20302562,8858827,11102076
(주)아시아경제,127710,Dec-18,26059490,50166005,23399584,45973575
(주)아시아경제,127710,Dec-19,27128886,32340482,25908297,30855458
(주)아우딘퓨쳐스,227610,Dec-17,,,6011860,6728316
(주)아우딘퓨쳐스,227610,Dec-18,,,4414414,6059929
(주)아우딘퓨쳐스,227610,Dec-19,14346988,20177669,10202974,15868850
(주)아이디스,143160,Dec-11,49607479,49607479,49869408,49869408
(주)아이디스,143160,Dec-12,34203740,35103148,34221109,35120518
(주)아이디스,143160,Dec-13,9899627,10795427,9644294,10540095
(주)아이디스,143160,Dec-14,12556042,13745812,12333403,13523173
(주)아이디스,143160,Dec-15,18757713,23112769,15850161,17206153
(주)아이디스,143160,Dec-16,15473707,18760654,10314300,10745171
(주)아이디스,143160,Dec-17,10867510,11320962,9821218,10274669
(주)아이디스,143160,Dec-18,13198647,13657947,13149496,13608796
(주)아이디스,143160,Dec-19,15106428,18355885,14896297,18145754
(주)아이디스홀딩스,54800,Dec-11,4529712,36415333,1502567,32753314
(주)아이디스홀딩스,54800,Dec-12,6060417,38264064,3182960,32201339
(주)아이디스홀딩스,54800,Dec-13,31518675,79202965,5101008,30369979
(주)아이디스홀딩스,54800,Dec-14,32284510,62299776,4756712,19151913
(주)아이디스홀딩스,54800,Dec-15,47406282,74478504,8801697,21285509
(주)아이디스홀딩스,54800,Dec-16,55040549,77891432,8868315,18536495
(주)아이디스홀딩스,54800,Dec-17,141379222,201409024,71294437,114142745
(주)아이디스홀딩스,54800,Dec-18,168118935,188845178,105850114,111151000
(주)아이디스홀딩스,54800,Dec-19,90242235,183216121,29693255,107888019
(주)아이마켓코리아,122900,Dec-11,,,274432613,275954201
(주)아이마켓코리아,122900,Dec-12,359596519,367285555,356943152,359389611
(주)아이마켓코리아,122900,Dec-13,441076926,446911869,421327270,424047754
(주)아이마켓코리아,122900,Dec-14,618001608,657379789,489438846,493016789
(주)아이마켓코리아,122900,Dec-15,777595149,817257184,558992181,562038971
(주)아이마켓코리아,122900,Dec-16,839430832,876611676,581397078,582327906
(주)아이마켓코리아,122900,Dec-17,613849201,646455885,358407906,358407906
(주)아이마켓코리아,122900,Dec-18,604136335,636748896,364453806,365830488
(주)아이마켓코리아,122900,Dec-19,604692332,670348308,359603408,393025756
(주)아이비김영,339950,Dec-19,,,,
(주)아이센스,99190,Dec-13,13527568,37095537,12521496,35272330
(주)아이센스,99190,Dec-14,13389721,44701949,11353172,34013553
(주)아이센스,99190,Dec-15,18186007,47577828,15425215,36613036
(주)아이센스,99190,Dec-16,32186173,63192933,19642127,44832596
(주)아이센스,99190,Dec-17,25779649,68924832,20637143,53913652
(주)아이센스,99190,Dec-18,28210490,68781171,21794947,51876806
(주)아이센스,99190,Dec-19,41791912,68951050,25513646,51518089
(주)아이스크림에듀,289010,Dec-19,,,17307223,21142940
(주)아이씨디,40910,Sep-11,,,41166156,54776641
(주)아이씨디,40910,Sep-12,,,10341563,20129852
(주)아이씨디,40910,Sep-13,,,11815959,18853634
(주)아이씨디,40910,Sep-14,,,12102668,18005009
(주)아이씨디,40910,Sep-15,,,15128203,20256514
(주)아이씨디,40910,Dec-16,93513785,128511613,93508088,128505916
(주)아이씨디,40910,Dec-17,66685292,102089882,66749196,102153786
(주)아이씨디,40910,Dec-18,46662982,59825629,43434854,56152205
(주)아이씨디,40910,Dec-19,47154563,56716962,40782997,49582135
(주)아이앤씨테크놀로지,52860,Dec-11,,,3759975,3759975
(주)아이앤씨테크놀로지,52860,Dec-12,3921914,4910944,4299815,4299815
(주)아이앤씨테크놀로지,52860,Dec-13,4542582,14131892,4413474,13776598
(주)아이앤씨테크놀로지,52860,Dec-14,2574826,15914238,2146380,12753862
(주)아이앤씨테크놀로지,52860,Dec-15,8154751,25091608,6464411,21237336
(주)아이앤씨테크놀로지,52860,Dec-16,11591099,28071991,9544483,24398989
(주)아이앤씨테크놀로지,52860,Dec-17,18760372,22411832,16442021,19344622
(주)아이앤씨테크놀로지,52860,Dec-18,18239802,19893634,15973119,16781462
(주)아이앤씨테크놀로지,52860,Dec-19,15294392,17345686,13050160,14060951
(주)아이에스시,95340,Dec-11,14712178,16557744,14604797,16450363
(주)아이에스시,95340,Dec-12,12136638,14223344,12045486,14132192
(주)아이에스시,95340,Dec-13,10527490,19840119,10527669,19840298
(주)아이에스시,95340,Dec-14,27449660,47936698,9718985,24129254
(주)아이에스시,95340,Dec-15,30433000,38317091,11261313,13094557
(주)아이에스시,95340,Dec-16,25746714,33716149,11293428,13385080
(주)아이에스시,95340,Dec-17,30232054,39467050,17366335,20682399
(주)아이에스시,95340,Dec-18,26164138,38716619,15388826,19007494
(주)아이에스시,95340,Dec-19,25004144,30037441,14025823,15890875
(주)아이에스이커머스,69920,Dec-11,11782396,13119959,10994588,12200580
(주)아이에스이커머스,69920,Dec-12,21124166,32341331,14039366,22803394
(주)아이에스이커머스,69920,Dec-13,23069867,37964298,12774651,22402663
(주)아이에스이커머스,69920,Dec-14,29371178,29782545,22114159,22214159
(주)아이에스이커머스,69920,Dec-15,36321929,36779421,15454922,15554922
(주)아이에스이커머스,69920,Dec-16,34072618,42345368,17848192,17948192
(주)아이에스이커머스,69920,Dec-17,,,21258424,21412537
(주)아이에스이커머스,69920,Dec-18,,,18253631,19098129
(주)아이에스이커머스,69920,Dec-19,25707333,29515943,22288715,25282770
(주)아이에이,38880,Dec-11,27088466,42762121,27088466,42762121
(주)아이에이,38880,Dec-12,43603477,51580822,43300092,51202390
(주)아이에이,38880,Dec-13,31075144,54308938,30892670,53918788
(주)아이에이,38880,Dec-14,17014261,40707891,16179213,39791213
(주)아이에이,38880,Dec-15,22922396,28588963,19657678,24344220
(주)아이에이,38880,Dec-16,18188947,45073096,12215305,28728804
(주)아이에이,38880,Dec-17,36155734,50258719,27715178,32100818
(주)아이에이,38880,Dec-18,44880191,60706805,29174139,42177796
(주)아이에이,38880,Dec-19,47458411,49482285,39910211,41902007
(주)아이에이치큐,3560,Dec-11,25211439,26653171,23972909,25401209
(주)아이에이치큐,3560,Dec-12,8907378,10788764,7526484,9380958
(주)아이에이치큐,3560,Dec-13,27038592,37734881,19856883,29273045
(주)아이에이치큐,3560,Dec-14,36087537,38936723,24606023,26590079
(주)아이에이치큐,3560,Dec-15,35952299,40636104,28990737,33347965
(주)아이에이치큐,3560,Dec-16,30714585,35076218,24067998,28112698
(주)아이에이치큐,3560,Dec-17,23544760,27355057,18593063,22143351
(주)아이에이치큐,3560,Dec-18,22403333,26694979,19761221,23943282
(주)아이에이치큐,3560,Dec-19,19037780,28956887,18276103,27906683
(주)아이엘사이언스,307180,Dec-18,,,,
(주)아이엘사이언스,307180,Dec-19,,,8477631,15044355
(주)아이엠,101390,Dec-11,130791312,134014560,21991410,24438780
(주)아이엠,101390,Dec-12,105884470,115406856,55362398,58546045
(주)아이엠,101390,Dec-13,106555438,114863090,39120157,42598527
(주)아이엠,101390,Dec-14,81473627,90335610,34115798,38773342
(주)아이엠,101390,Dec-15,95815686,103326579,62443496,67244060
(주)아이엠,101390,Dec-16,89501757,96149118,58581948,63598883
(주)아이엠,101390,Dec-17,77759807,88722820,67410168,74341086
(주)아이엠,101390,Dec-18,63325489,74974047,45091505,52846667
(주)아이엠,101390,Dec-19,75425247,84694644,54038357,67449240
(주)아이엠비씨,52220,Dec-11,,,11110734,11227383
(주)아이엠비씨,52220,Dec-12,,,11921953,12131028
(주)아이엠비씨,52220,Dec-13,,,18385563,18515570
(주)아이엠비씨,52220,Dec-14,21863353,22346652,20249007,20413811
(주)아이엠비씨,52220,Dec-15,15046596,16007386,14099450,14250077
(주)아이엠비씨,52220,Dec-16,16449053,17373687,14367419,14518063
(주)아이엠비씨,52220,Dec-17,12665412,13020561,10107599,10212567
(주)아이엠비씨,52220,Dec-18,10818809,11176045,9284619,9407350
(주)아이엠비씨,52220,Dec-19,11960190,13173172,10241319,11069862
(주)아이오케이컴퍼니,78860,Dec-11,,,3102535,4161337
(주)아이오케이컴퍼니,78860,Dec-12,,,3253525,10119459
(주)아이오케이컴퍼니,78860,Dec-13,5350021,6249524,5342134,6251637
(주)아이오케이컴퍼니,78860,Dec-14,3268994,4360265,3159472,4208004
(주)아이오케이컴퍼니,78860,Dec-15,,,18825136,19921695
(주)아이오케이컴퍼니,78860,Dec-16,,,6338624,7360034
(주)아이오케이컴퍼니,78860,Dec-17,8197153,15195024,8084575,15066770
(주)아이오케이컴퍼니,78860,Dec-18,41361443,44542383,37205349,37864773
(주)아이오케이컴퍼니,78860,Dec-19,38608239,45805133,34078696,34404471
(주)아이윈,90150,Dec-11,32481456,47827600,33743722,48215100
(주)아이윈,90150,Dec-12,38443531,63556388,40242971,65004510
(주)아이윈,90150,Dec-13,42053029,64332731,42334312,64386398
(주)아이윈,90150,Dec-14,43145908,60384641,43903084,61028595
(주)아이윈,90150,Dec-15,30050691,56614388,32195710,58736951
(주)아이윈,90150,Dec-16,35420763,54110214,37078710,55768161
(주)아이윈,90150,Dec-17,43188775,57614999,44381486,58807711
(주)아이윈,90150,Dec-18,42475866,63310056,40852178,61095670
(주)아이윈,90150,Dec-19,26381040,52503299,24767431,46433066
(주)아이윈플러스,123010,Dec-16,,,11121813,15851028
(주)아이윈플러스,123010,Dec-17,,,8699088,11371824
(주)아이윈플러스,123010,Dec-18,,,7612565,11594881
(주)아이윈플러스,123010,Dec-19,,,17293399,21122653
(주)아이즈비전,31310,Dec-11,21645540,34102672,6620183,9951211
(주)아이즈비전,31310,Dec-12,22120912,35177404,2505126,5948314
(주)아이즈비전,31310,Dec-13,24133334,36568672,1626552,5467688
(주)아이즈비전,31310,Dec-14,21398158,34919053,2329455,6259043
(주)아이즈비전,31310,Dec-15,29273209,42512546,2938345,7309675
(주)아이즈비전,31310,Dec-16,27371932,44148286,4490385,8678582
(주)아이즈비전,31310,Dec-17,40506656,55558287,5702065,10472062
(주)아이즈비전,31310,Dec-18,20920271,35496744,6952459,10569807
(주)아이즈비전,31310,Dec-19,16019843,42771096,7641524,8609361
(주)아이컴포넌트,59100,Dec-11,,,20763081,29653735
(주)아이컴포넌트,59100,Dec-12,,,18426717,35426143
(주)아이컴포넌트,59100,Dec-13,,,15242787,31744867
(주)아이컴포넌트,59100,Dec-14,,,19930569,26999891
(주)아이컴포넌트,59100,Dec-15,,,25100424,27454972
(주)아이컴포넌트,59100,Dec-16,,,23743810,28205451
(주)아이컴포넌트,59100,Dec-17,,,20098192,23346013
(주)아이컴포넌트,59100,Dec-18,,,22040222,23466860
(주)아이컴포넌트,59100,Dec-19,,,17169809,21129465
(주)아이톡시,52770,Dec-11,,,28566438,28806438
(주)아이톡시,52770,Dec-12,18821536,19990001,17160469,17200469
(주)아이톡시,52770,Dec-13,16931079,17439959,16180153,16180153
(주)아이톡시,52770,Dec-14,16218477,16610898,15611557,15611557
(주)아이톡시,52770,Dec-15,,,16519372,20767905
(주)아이톡시,52770,Dec-16,,,15268983,15268983
(주)아이톡시,52770,Dec-17,,,15051989,15051989
(주)아이톡시,52770,Dec-18,14241283,14701694,10420355,10530766
(주)아이톡시,52770,Dec-19,3420166,3432782,3429919,3431919
(주)아이티센,124500,Mar-15,58581354,75816809,44812092,62174270
(주)아이티센,124500,Dec-16,93159301,101663822,53847046,63366892
(주)아이티센,124500,Dec-17,75284373,97487162,33766533,46079870
(주)아이티센,124500,Dec-18,168761815,227937089,69391744,86783668
(주)아이티센,124500,Dec-19,148366993,228238712,48394514,91649865
(주)아이티엑스에이아이,99520,Dec-11,,,18156888,24698855
(주)아이티엑스에이아이,99520,Dec-12,,,17892679,26045284
(주)아이티엑스에이아이,99520,Dec-13,,,17694513,20125483
(주)아이티엑스에이아이,99520,Dec-14,,,5231738,15373865
(주)아이티엑스에이아이,99520,Dec-15,,,8753394,20461394
(주)아이티엑스에이아이,99520,Dec-16,,,10586476,11231047
(주)아이티엑스에이아이,99520,Dec-17,,,9603733,10740876
(주)아이티엑스에이아이,99520,Dec-18,,,5521874,5779553
(주)아이티엑스에이아이,99520,Dec-19,9899998,12176675,9774136,11841278
(주)아이티엠반도체,84850,Dec-19,131574267,164155697,111295967,135179706
(주)아즈텍더블유비이,32080,Dec-11,,,46353002,55142134
(주)아즈텍더블유비이,32080,Dec-12,,,27228251,28796192
(주)아즈텍더블유비이,32080,Dec-13,,,5910565,11473404
(주)아즈텍더블유비이,32080,Dec-14,,,11932647,13072204
(주)아즈텍더블유비이,32080,Dec-15,,,10190401,10689183
(주)아즈텍더블유비이,32080,Dec-16,,,5439693,5743069
(주)아즈텍더블유비이,32080,Dec-17,,,9435118,13897086
(주)아즈텍더블유비이,32080,Dec-18,,,13506325,15259752
(주)아즈텍더블유비이,32080,Dec-19,,,13730812,22039542
(주)아진엑스텍,59120,Dec-14,,,2749258,4162893
(주)아진엑스텍,59120,Dec-15,,,1909160,3192852
(주)아진엑스텍,59120,Dec-16,,,3347602,13883501
(주)아진엑스텍,59120,Dec-17,,,6265339,6765339
(주)아진엑스텍,59120,Dec-18,,,3160545,3329384
(주)아진엑스텍,59120,Dec-19,,,4122306,4817198
(주)아톤,158430,Dec-19,3880883,12857623,2700432,10943046
(주)아프리카티비,67160,Dec-11,14459997,31388609,12523086,29451698
(주)아프리카티비,67160,Dec-12,,,9222387,24618844
(주)아프리카티비,67160,Dec-13,16243696,20698696,16080930,20535930
(주)아프리카티비,67160,Dec-14,16188341,19303341,16018386,19133386
(주)아프리카티비,67160,Dec-15,18790730,19965730,18385270,19560270
(주)아프리카티비,67160,Dec-16,26121591,26121591,25695060,25695060
(주)아프리카티비,67160,Dec-17,33334044,33334044,32746592,32746592
(주)아프리카티비,67160,Dec-18,64344159,64650995,58976257,58976257
(주)아프리카티비,67160,Dec-19,93108531,106760702,86039008,94586661
(주)안랩,53800,Dec-11,39314513,42839571,38423843,41031308
(주)안랩,53800,Dec-12,40883405,44167759,38583113,41537960
(주)안랩,53800,Dec-13,37786787,40077965,37465913,39668580
(주)안랩,53800,Dec-14,34854984,36350363,34916142,36275457
(주)안랩,53800,Dec-15,31973478,33259787,31974552,33085626
(주)안랩,53800,Dec-16,41300156,42579161,41747588,42848639
(주)안랩,53800,Dec-17,38412908,39730731,38339832,39412992
(주)안랩,53800,Dec-18,49429140,50374741,48197843,48900109
(주)안랩,53800,Dec-19,50966674,54544805,49348911,52539867
(주)안트로젠,65660,Dec-16,,,618699,1404085
(주)안트로젠,65660,Dec-17,,,6475935,11529913
(주)안트로젠,65660,Dec-18,,,33421999,45368412
(주)안트로젠,65660,Dec-19,,,14978250,16200116
(주)알로이스,297570,Dec-18,,,,
(주)알로이스,297570,Dec-19,,,4622999,5331079
(주)알루코,1780,Dec-11,268049156,329270865,144040201,174885646
(주)알루코,1780,Dec-12,238444551,313268037,150241960,204765304
(주)알루코,1780,Dec-13,260613183,304305706,178753904,203686344
(주)알루코,1780,Dec-14,214542120,295806253,141924252,198602942
(주)알루코,1780,Dec-15,207191854,264912199,135717127,164840817
(주)알루코,1780,Dec-16,195884946,238156878,107787722,127890947
(주)알루코,1780,Dec-17,224689000,270076541,118030376,133611563
(주)알루코,1780,Dec-18,384136286,463591769,139440564,171046742
(주)알루코,1780,Dec-19,403514663,486695490,122287792,168865205
(주)알에프세미,96610,Dec-11,13865763,20144820,14222404,20501461
(주)알에프세미,96610,Dec-12,19482333,24678409,19780508,24976584
(주)알에프세미,96610,Dec-13,23369533,29785834,23278333,29694633
(주)알에프세미,96610,Dec-14,26995532,35815160,26892211,35711839
(주)알에프세미,96610,Dec-15,25007075,35649333,23957523,34599781
(주)알에프세미,96610,Dec-16,29226143,36110248,28118538,35002642
(주)알에프세미,96610,Dec-17,30142750,41626891,30415939,41900080
(주)알에프세미,96610,Dec-18,33510149,52269050,33154101,51913001
(주)알에프세미,96610,Dec-19,40818406,52684251,40748135,52479922
(주)알에프텍,61040,Dec-11,81786247,86763612,39323444,40867642
(주)알에프텍,61040,Dec-12,114502752,121162139,47317085,48601416
(주)알에프텍,61040,Dec-13,115605109,123208686,45605155,46833677
(주)알에프텍,61040,Dec-14,112282822,114690560,59176128,60496087
(주)알에프텍,61040,Dec-15,68468918,69845073,28884090,30177375
(주)알에프텍,61040,Dec-16,58060229,59241581,27924555,29097114
(주)알에프텍,61040,Dec-17,51634879,67569185,27532230,43462458
(주)알에프텍,61040,Dec-18,54544586,55555326,28322332,29292042
(주)알에프텍,61040,Dec-19,119449827,121519540,96735834,98688628
(주)알엔투테크놀로지,148250,Dec-16,,,3099109,6132998
(주)알엔투테크놀로지,148250,Dec-17,,,3269289,14017367
(주)알엔투테크놀로지,148250,Dec-18,,,3326888,16754574
(주)알엔투테크놀로지,148250,Dec-19,,,4204961,18848781
(주)알테오젠,196170,Dec-14,1828081,2133734,1826887,2132540
