회사명,거래소코드,회계년도,유동부채(IFRS연결),부채(IFRS연결),유동부채(IFRS개별),부채(IFRS개별)
(주)제이와이피엔터테인먼트,35900,Dec-15,15213440,15273440,14271186,14331186
(주)제이와이피엔터테인먼트,35900,Dec-16,18538428,19529789,16673230,17664592
(주)제이와이피엔터테인먼트,35900,Dec-17,34823350,38667611,32801419,36421128
(주)제이와이피엔터테인먼트,35900,Dec-18,30834770,31373866,27698772,28243368
(주)제이와이피엔터테인먼트,35900,Dec-19,43149750,45489735,36735331,38385668
(주)제이웨이,58420,Dec-11,,,2540840,2742335
(주)제이웨이,58420,Dec-12,,,4332332,4546123
(주)제이웨이,58420,Dec-13,3422981,3689113,3121167,3277676
(주)제이웨이,58420,Dec-14,2155007,2610950,1728473,1944087
(주)제이웨이,58420,Dec-15,1519675,1800790,1108722,1210021
(주)제이웨이,58420,Dec-16,1196543,1253931,1169544,1210591
(주)제이웨이,58420,Dec-17,1058991,1186293,945550,1058044
(주)제이웨이,58420,Dec-18,10438838,11128116,2652490,2758961
(주)제이웨이,58420,Dec-19,7483932,8287974,782997,852572
(주)제이티,89790,Dec-11,,,21097659,24998462
(주)제이티,89790,Dec-12,,,7967496,9255151
(주)제이티,89790,Dec-13,,,6920314,16129888
(주)제이티,89790,Dec-14,14050858,22109420,9180390,17153985
(주)제이티,89790,Dec-15,,,27144093,28144093
(주)제이티,89790,Dec-16,,,20657411,26815701
(주)제이티,89790,Dec-17,,,27224115,27224115
(주)제이티,89790,Dec-18,,,19035474,19869474
(주)제이티,89790,Dec-19,27218113,30331442,27218113,30331442
(주)제이티씨,950170,Feb-19,66166041,116072270,58211958,103160460
(주)제일기획,30000,Dec-11,1061972412,1092773740,561471168,586173793
(주)제일기획,30000,Dec-12,1242738483,1295541955,480279939,502108561
(주)제일기획,30000,Dec-13,983075244,1035970749,501285726,515644777
(주)제일기획,30000,Dec-14,904851128,961162282,460197546,477829379
(주)제일기획,30000,Dec-15,1004315787,1066521926,504495565,525614999
(주)제일기획,30000,Dec-16,1244899318,1375147032,549824133,563731996
(주)제일기획,30000,Dec-17,1281293114,1382305189,526414889,535747979
(주)제일기획,30000,Dec-18,1165741412,1279285333,531836681,551711329
(주)제일기획,30000,Dec-19,1098230748,1295951762,508925211,532495497
(주)제일바이오,52670,Dec-11,,,3086924,3994051
(주)제일바이오,52670,Dec-12,,,5796913,7268003
(주)제일바이오,52670,Dec-13,,,5847653,7018000
(주)제일바이오,52670,Dec-14,,,5676905,6547961
(주)제일바이오,52670,Dec-15,,,5385079,5988621
(주)제일바이오,52670,Dec-16,,,3780940,3970941
(주)제일바이오,52670,Dec-17,,,2411047,2470097
(주)제일바이오,52670,Dec-18,,,2589327,2648377
(주)제일바이오,52670,Dec-19,,,2863833,3030358
(주)제일테크노스,38010,Dec-11,40253334,63127057,40171896,62850735
(주)제일테크노스,38010,Dec-12,38479517,68606514,38456476,68165582
(주)제일테크노스,38010,Dec-13,44270326,83745785,44156834,83161509
(주)제일테크노스,38010,Dec-14,44848339,77175907,44726037,76323121
(주)제일테크노스,38010,Dec-15,49286676,79620947,49165386,78477245
(주)제일테크노스,38010,Dec-16,55165623,82085629,55169438,81135643
(주)제일테크노스,38010,Dec-17,67552912,87395149,66374715,85557520
(주)제일테크노스,38010,Dec-18,73080284,85883477,70015478,81976508
(주)제일테크노스,38010,Dec-19,73061711,82807346,70521211,79380429
(주)제주반도체,80220,Dec-11,4784868,5602256,4522260,5323768
(주)제주반도체,80220,Dec-12,4110898,4598037,3940479,4365385
(주)제주반도체,80220,Dec-13,15395550,15820289,15088476,15376308
(주)제주반도체,80220,Dec-14,20177195,21289801,20036551,20924243
(주)제주반도체,80220,Dec-15,40683543,47475643,39611628,40327702
(주)제주반도체,80220,Dec-16,29707552,49725944,30060481,42916028
(주)제주반도체,80220,Dec-17,32528698,41741418,26392265,34731038
(주)제주반도체,80220,Dec-18,112689239,130842168,64986735,74421268
(주)제주반도체,80220,Dec-19,104112853,134416699,46488770,78379778
(주)제주항공,89590,Dec-15,,,200006569,245922579
(주)제주항공,89590,Dec-16,260864253,328381879,260857109,328274735
(주)제주항공,89590,Dec-17,368247017,468995987,368246759,468850804
(주)제주항공,89590,Dec-18,403159533,649194617,398749253,642771865
(주)제주항공,89590,Dec-19,556725710,1142388633,554817300,1136166461
(주)제테마,216080,Dec-19,,,22623029,28348568
(주)젬백스&카엘,82270,Dec-11,42711518,57646595,37511090,38489694
(주)젬백스&카엘,82270,Dec-12,55596778,71702388,35743644,37114227
(주)젬백스&카엘,82270,Dec-13,71529807,78431635,63985986,65830147
(주)젬백스&카엘,82270,Dec-14,44428107,62352587,24746461,42430699
(주)젬백스&카엘,82270,Dec-15,70289744,81056197,15139608,22545543
(주)젬백스&카엘,82270,Dec-16,83047074,89292800,21661828,22884570
(주)젬백스&카엘,82270,Dec-17,92611847,93711990,91674611,92774754
(주)젬백스&카엘,82270,Dec-18,58084065,58781846,56591762,57289544
(주)젬백스&카엘,82270,Dec-19,63887156,68226154,62769565,67108563
(주)젬백스링크,64800,Dec-11,9596820,10735250,7526451,8450290
(주)젬백스링크,64800,Dec-12,6530060,7958297,4180710,5331628
(주)젬백스링크,64800,Dec-13,3436104,5080232,2529394,4040177
(주)젬백스링크,64800,Dec-14,4688245,6034757,3234329,4544855
(주)젬백스링크,64800,Dec-15,,,12626144,13934541
(주)젬백스링크,64800,Dec-16,31992156,33611795,31499827,32824855
(주)젬백스링크,64800,Dec-17,198781355,294273822,71753772,73011317
(주)젬백스링크,64800,Dec-18,74972160,77816418,72477324,74203758
(주)젬백스링크,64800,Dec-19,50403291,55097761,50783652,52884327
(주)조비,1550,Dec-11,,,65240578,73456290
(주)조비,1550,Dec-12,,,58183865,66310372
(주)조비,1550,Dec-13,,,42062152,50654325
(주)조비,1550,Dec-14,,,44851008,54820894
(주)조비,1550,Dec-15,,,45001719,55338632
(주)조비,1550,Dec-16,,,41025077,51143477
(주)조비,1550,Dec-17,,,35708858,47051309
(주)조비,1550,Dec-18,,,34475415,45775103
(주)조비,1550,Dec-19,,,31564702,43723281
(주)조이시티,67000,Dec-11,10945556,13578420,6963488,9596352
(주)조이시티,67000,Dec-12,11727485,14107157,11244450,13624121
(주)조이시티,67000,Dec-13,14696464,14696464,14693859,14693859
(주)조이시티,67000,Dec-14,15344232,16370369,15363238,16389375
(주)조이시티,67000,Dec-15,8070389,8527649,8205159,8662419
(주)조이시티,67000,Dec-16,11460399,13519281,11560216,13619098
(주)조이시티,67000,Dec-17,16104260,16736307,16099828,16521455
(주)조이시티,67000,Dec-18,28609565,28669799,28694505,28754739
(주)조이시티,67000,Dec-19,35018974,39908902,34991843,39461403
(주)조흥,2600,Dec-11,,,40065049,44925222
(주)조흥,2600,Dec-12,,,22009802,32202360
(주)조흥,2600,Dec-13,,,11722129,20573885
(주)조흥,2600,Dec-14,,,27441814,28931239
(주)조흥,2600,Dec-15,,,40487512,42225329
(주)조흥,2600,Dec-16,,,42824181,50292310
(주)조흥,2600,Dec-17,,,33100496,48080771
(주)조흥,2600,Dec-18,,,55553621,69792797
(주)조흥,2600,Dec-19,,,75893278,88563688
(주)종근당,185750,Dec-13,,,130853062,223827500
(주)종근당,185750,Dec-14,,,161317490,242306416
(주)종근당,185750,Dec-15,,,151442792,261725637
(주)종근당,185750,Dec-16,,,211442258,287448489
(주)종근당,185750,Dec-17,224047683,273910363,223223119,263225573
(주)종근당,185750,Dec-18,204509191,280595304,205123775,269424307
(주)종근당,185750,Dec-19,277069013,326398912,267682207,307215889
(주)종근당바이오,63160,Dec-11,,,58294060,79289079
(주)종근당바이오,63160,Dec-12,,,41390338,61277558
(주)종근당바이오,63160,Dec-13,,,33440802,51624969
(주)종근당바이오,63160,Dec-14,,,28512326,43223103
(주)종근당바이오,63160,Dec-15,,,28234173,43266946
(주)종근당바이오,63160,Dec-16,,,33817443,45747557
(주)종근당바이오,63160,Dec-17,,,26825877,37437454
(주)종근당바이오,63160,Dec-18,,,23635809,36857869
(주)종근당바이오,63160,Dec-19,45023564,74884901,44972840,74776773
(주)종근당홀딩스,1630,Dec-11,215096284,316202327,151814506,226600480
(주)종근당홀딩스,1630,Dec-12,204572971,323366182,137499528,232807651
(주)종근당홀딩스,1630,Dec-13,75450374,92222132,9387179,9430031
(주)종근당홀딩스,1630,Dec-14,90434654,114190633,1217608,1249941
(주)종근당홀딩스,1630,Dec-15,97623241,119764248,16492597,16567175
(주)종근당홀딩스,1630,Dec-16,133727778,157641018,2159582,2181414
(주)종근당홀딩스,1630,Dec-17,128631065,178669237,4057134,4716514
(주)종근당홀딩스,1630,Dec-18,143289200,200656994,1714991,2748976
(주)종근당홀딩스,1630,Dec-19,239450386,334674174,28469351,28965654
(주)좋은사람들,33340,Dec-11,33303459,40206618,33660264,40563423
(주)좋은사람들,33340,Dec-12,28457789,37719958,28291476,37553646
(주)좋은사람들,33340,Dec-13,29803287,34567755,30360563,34650146
(주)좋은사람들,33340,Dec-14,24460689,32108651,24773691,32421652
(주)좋은사람들,33340,Dec-15,23714380,29593740,24949987,30829348
(주)좋은사람들,33340,Dec-16,27760439,30241980,30445281,32926822
(주)좋은사람들,33340,Dec-17,26409224,27957115,28508140,30056031
(주)좋은사람들,33340,Dec-18,15557984,15881559,18492919,18816494
(주)좋은사람들,33340,Dec-19,21713820,33203825,24644523,35049856
(주)주연테크,44380,Dec-11,,,6964402,8551926
(주)주연테크,44380,Dec-12,,,5609751,7085499
(주)주연테크,44380,Dec-13,,,4425530,5919080
(주)주연테크,44380,Dec-14,,,3753614,5558892
(주)주연테크,44380,Dec-15,,,6741326,8641300
(주)주연테크,44380,Dec-16,16460149,17553791,16173251,17244623
(주)주연테크,44380,Dec-17,5118827,6525779,4336882,5743793
(주)주연테크,44380,Dec-18,10298208,16038393,9377642,14808291
(주)주연테크,44380,Dec-19,11385874,19012440,5855318,11557880
(주)중앙디앤엠,51980,Dec-11,30091874,33005648,26722831,29542723
(주)중앙디앤엠,51980,Dec-12,14518424,20217500,11149381,16754575
(주)중앙디앤엠,51980,Dec-13,14631352,18895018,13130980,17195903
(주)중앙디앤엠,51980,Dec-14,4410674,7971816,2963228,6226258
(주)중앙디앤엠,51980,Dec-15,16043754,18062645,14692119,16375539
(주)중앙디앤엠,51980,Dec-16,7022276,7051064,5887784,5916572
(주)중앙디앤엠,51980,Dec-17,9768137,11239021,9500585,10910177
(주)중앙디앤엠,51980,Dec-18,6615931,8133142,6253546,7725672
(주)중앙디앤엠,51980,Dec-19,9486580,10503656,8145728,8879446
(주)중앙백신연구소,72020,Dec-11,,,1930368,2325108
(주)중앙백신연구소,72020,Dec-12,,,4805455,6696428
(주)중앙백신연구소,72020,Dec-13,,,7840030,8907660
(주)중앙백신연구소,72020,Dec-14,,,7587186,8609217
(주)중앙백신연구소,72020,Dec-15,,,6495737,7222244
(주)중앙백신연구소,72020,Dec-16,,,9129321,13177448
(주)중앙백신연구소,72020,Dec-17,,,11197946,16947391
(주)중앙백신연구소,72020,Dec-18,,,8853378,11739637
(주)중앙백신연구소,72020,Dec-19,,,7358521,10200164
(주)중앙에너비스,440,Sep-11,,,12296164,13406536
(주)중앙에너비스,440,Sep-12,,,12604522,13797104
(주)중앙에너비스,440,Sep-13,,,11718026,13140459
(주)중앙에너비스,440,Sep-14,19190319,24184864,15597057,17511599
(주)중앙에너비스,440,Dec-15,21169633,26672089,17351215,20121876
(주)중앙에너비스,440,Dec-16,21889994,26750433,17959012,20193174
(주)중앙에너비스,440,Dec-17,,,15145366,15299436
(주)중앙에너비스,440,Dec-18,,,13391590,13480020
(주)중앙에너비스,440,Dec-19,14349625,16451398,14348941,16450714
(주)지노믹트리,228760,Dec-19,1463902,4904387,1273401,4713886
(주)지누스,13890,Dec-19,307375764,380924219,167159220,190029369
(주)지니뮤직,43610,Dec-11,,,7313243,7691443
(주)지니뮤직,43610,Dec-12,14657689,33086335,8200580,25604159
(주)지니뮤직,43610,Dec-13,,,28815802,48289016
(주)지니뮤직,43610,Dec-14,,,26190317,27068955
(주)지니뮤직,43610,Dec-15,,,30032381,30767445
(주)지니뮤직,43610,Dec-16,,,41201130,41952580
(주)지니뮤직,43610,Dec-17,,,48118054,48512460
(주)지니뮤직,43610,Dec-18,72430535,76577922,72430535,76577922
(주)지니뮤직,43610,Dec-19,,,71211941,81194527
(주)지니틱스,303030,Dec-18,,,,
(주)지니틱스,303030,Dec-19,,,11668237,14149155
(주)지란지교시큐리티,208350,Dec-14,,,,
(주)지란지교시큐리티,208350,Dec-15,,,,
(주)지란지교시큐리티,208350,Dec-16,,,4397010,7285445
(주)지란지교시큐리티,208350,Dec-17,16403549,20363795,13198444,14104484
(주)지란지교시큐리티,208350,Dec-18,14155370,15781771,6756264,7281846
(주)지란지교시큐리티,208350,Dec-19,19325847,22189308,11407123,12955534
(주)지씨셀,144510,Dec-16,,,4622784,6416713
(주)지씨셀,144510,Dec-17,,,4574530,7032093
(주)지씨셀,144510,Dec-18,,,7220163,9546672
(주)지씨셀,144510,Dec-19,12921610,20201476,10253748,16856648
(주)지어소프트,51160,Dec-11,19501149,20685595,18494920,19629265
(주)지어소프트,51160,Dec-12,10854861,11672344,9737454,10515933
(주)지어소프트,51160,Dec-13,15509671,16522358,13059500,13878575
(주)지어소프트,51160,Dec-14,13406609,14500879,10878557,11792777
(주)지어소프트,51160,Dec-15,11239548,13325146,7087268,9111562
(주)지어소프트,51160,Dec-16,18002515,21103529,11514017,14535670
(주)지어소프트,51160,Dec-17,17813719,19426056,10371571,11767811
(주)지어소프트,51160,Dec-18,16715118,19135018,8455478,9932563
(주)지어소프트,51160,Dec-19,22539263,33617282,7655181,10368941
(주)지에스,78930,Dec-11,2322418000,3635551000,296202000,740427000
(주)지에스,78930,Dec-12,2348208000,5539444000,260822000,723700000
(주)지에스,78930,Dec-13,1781793000,5211722000,269230000,632283000
(주)지에스,78930,Dec-14,2705983000,7854856000,185972000,1113892000
(주)지에스,78930,Dec-15,2362339000,10925156000,221813000,1091201000
(주)지에스,78930,Dec-16,3770931000,11420898000,372313000,1007413000
(주)지에스,78930,Dec-17,4450670000,12341065000,247012000,1132683000
(주)지에스,78930,Dec-18,4568776000,12105993000,416431000,918307000
(주)지에스,78930,Dec-19,4789648000,13739728000,352032000,758728000
(주)지에스글로벌,1250,Dec-11,682029025,807889403,390957464,390967309
(주)지에스글로벌,1250,Dec-12,656758867,871082337,317251992,365744491
(주)지에스글로벌,1250,Dec-13,361641350,443643022,317201926,396988586
(주)지에스글로벌,1250,Dec-14,508212292,604901681,459997576,549725271
(주)지에스글로벌,1250,Dec-15,425292549,597989808,377181880,541070053
(주)지에스글로벌,1250,Dec-16,829022596,972158080,529030110,661583732
(주)지에스글로벌,1250,Dec-17,905692228,1010185598,650472382,747859900
(주)지에스글로벌,1250,Dec-18,749522335,932911606,515615885,661480278
(주)지에스글로벌,1250,Dec-19,672608983,825321064,457971648,544370551
(주)지에스리테일,7070,Dec-11,956643103,1559426947,936990684,1184611455
(주)지에스리테일,7070,Dec-12,602276384,1389360063,589127005,1334566921
(주)지에스리테일,7070,Dec-13,479665538,1265470315,466476011,1213825991
(주)지에스리테일,7070,Dec-14,545076201,1238543453,531259349,1196973882
(주)지에스리테일,7070,Dec-15,875687410,2576478489,800622126,1796978661
(주)지에스리테일,7070,Dec-16,1218576666,2363836827,962403329,1504334271
(주)지에스리테일,7070,Dec-17,1795597720,2698930353,1455125113,1831830461
(주)지에스리테일,7070,Dec-18,1720407510,2640531613,1463088265,1808025680
(주)지에스리테일,7070,Dec-19,1777083793,4482562635,1464479429,3401195404
(주)지에스이,53050,Dec-11,,,50046147,74442680
(주)지에스이,53050,Dec-12,,,42872780,76200870
(주)지에스이,53050,Dec-13,,,43382340,89289943
(주)지에스이,53050,Dec-14,,,50907199,89213477
(주)지에스이,53050,Dec-15,,,37909686,80275392
(주)지에스이,53050,Dec-16,,,34899991,80214719
(주)지에스이,53050,Dec-17,,,36806698,82772457
(주)지에스이,53050,Dec-18,,,39489229,87098487
(주)지에스이,53050,Dec-19,,,41048519,90135859
(주)지엔씨에너지,119850,Dec-13,19652988,25117873,19489409,24904944
(주)지엔씨에너지,119850,Dec-14,,,23904293,29747242
(주)지엔씨에너지,119850,Dec-15,,,27086436,32112039
(주)지엔씨에너지,119850,Dec-16,,,33487018,37338018
(주)지엔씨에너지,119850,Dec-17,40791964,44489073,34009521,37122121
(주)지엔씨에너지,119850,Dec-18,41828914,44338606,33807237,36135165
(주)지엔씨에너지,119850,Dec-19,47585999,49407711,40029554,41709025
(주)지엔코,65060,Dec-11,39705297,41177542,39091508,40563753
(주)지엔코,65060,Dec-12,50705915,52314967,49969535,51578587
(주)지엔코,65060,Dec-13,64639671,70107047,57004897,61499960
(주)지엔코,65060,Dec-14,75823589,81683494,61878732,66398637
(주)지엔코,65060,Dec-15,70794144,77055434,55561833,59383123
(주)지엔코,65060,Dec-16,53089994,57958354,37692854,41281214
(주)지엔코,65060,Dec-17,80284296,84825492,54504191,57643157
(주)지엔코,65060,Dec-18,106522491,110068978,68790650,71488867
(주)지엔코,65060,Dec-19,93511985,100673877,75393889,78757398
(주)지투알,35000,Dec-11,256039019,261392525,2514329,3425252
(주)지투알,35000,Dec-12,246014489,250714003,2034800,2771402
(주)지투알,35000,Dec-13,282708028,286871114,1593581,2338380
(주)지투알,35000,Dec-14,264364372,273057298,2739098,3951083
(주)지투알,35000,Dec-15,338527482,347915149,5467612,6535810
(주)지투알,35000,Dec-16,351680797,360983218,4241402,6562578
(주)지투알,35000,Dec-17,425064267,434159688,4308229,6701007
(주)지투알,35000,Dec-18,491460515,502403907,3220382,5279462
(주)지투알,35000,Dec-19,353849047,360775441,20490583,21343121
(주)지티지웰니스,219750,Dec-18,8122437,9287982,7386406,8435609
(주)지티지웰니스,219750,Dec-19,17305321,25852063,17038648,25585390
(주)진도,88790,Dec-11,90348159,103251096,89767661,102670598
(주)진도,88790,Dec-12,121479991,123478004,120921984,122919998
(주)진도,88790,Dec-13,112690273,115566898,112125745,115002370
(주)진도,88790,Dec-14,76615939,80771133,76041766,80196960
(주)진도,88790,Dec-15,60185119,61868132,59603966,61286977
(주)진도,88790,Dec-16,52046407,53766901,51513451,53233946
(주)진도,88790,Dec-17,54377049,55858152,53853623,55334726
(주)진도,88790,Dec-18,54741269,55996285,54235673,55490689
(주)진도,88790,Dec-19,43412004,45001984,42898941,44488921
(주)진로발효,18120,Dec-11,,,9570144,11986011
(주)진로발효,18120,Dec-12,,,11235761,13090611
(주)진로발효,18120,Dec-13,,,7548915,9881934
(주)진로발효,18120,Dec-14,,,11072066,13977791
(주)진로발효,18120,Dec-15,,,15209870,17550357
(주)진로발효,18120,Dec-16,13825570,16343671,13163189,15548827
(주)진로발효,18120,Dec-17,13858102,16028244,13272360,15420898
(주)진로발효,18120,Dec-18,11081694,14589690,10476552,13920163
(주)진로발효,18120,Dec-19,8178775,11687714,7481093,10867821
(주)진매트릭스,109820,Dec-11,2044065,6881016,1930160,6399996
(주)진매트릭스,109820,Dec-12,1708552,6428435,1448899,5720451
(주)진매트릭스,109820,Dec-13,6324240,6897249,6272283,6542018
(주)진매트릭스,109820,Dec-14,4633119,5162492,4726179,4874175
(주)진매트릭스,109820,Dec-15,5118372,10744743,5345945,10581247
(주)진매트릭스,109820,Dec-16,5154998,5731873,5388632,5653428
(주)진매트릭스,109820,Dec-17,5025483,5798348,4672849,5112665
(주)진매트릭스,109820,Dec-18,15006777,20121445,14568840,19353469
(주)진매트릭스,109820,Dec-19,,,12044116,13206468
(주)진바이오텍,86060,Dec-11,11481726,26788983,5719821,11147280
(주)진바이오텍,86060,Dec-12,10411220,24501940,5524966,10486650
(주)진바이오텍,86060,Dec-13,9321260,25251871,4715678,9090741
(주)진바이오텍,86060,Dec-14,13012424,23922583,5134159,5649549
(주)진바이오텍,86060,Dec-15,10853929,22584370,2685890,2859938
(주)진바이오텍,86060,Dec-16,11534630,22621851,1604821,3775584
(주)진바이오텍,86060,Dec-17,12245519,21487220,1218707,2708658
(주)진바이오텍,86060,Dec-18,14030387,27320572,3023222,3559512
(주)진바이오텍,86060,Dec-19,9941811,24601967,1221834,4230041
(주)진성티이씨,36890,Dec-11,56719081,262312333,51998329,249753823
(주)진성티이씨,36890,Dec-12,41020292,157312110,39029484,150238455
(주)진성티이씨,36890,Dec-13,34761762,101470635,28112461,91588476
(주)진성티이씨,36890,Dec-14,38506452,96590188,36034821,91815880
(주)진성티이씨,36890,Dec-15,53194317,82989655,49868530,79195562
(주)진성티이씨,36890,Dec-16,57210982,69789550,47062537,59169220
(주)진성티이씨,36890,Dec-17,79815013,89439567,58637883,65456130
(주)진성티이씨,36890,Dec-18,110734412,129339430,55855313,62290325
(주)진성티이씨,36890,Dec-19,115212264,135853299,47549948,53251993
(주)진양홀딩스,100250,Dec-11,62176648,158804715,27801,105376
(주)진양홀딩스,100250,Dec-12,71019431,154878392,524259,608187
(주)진양홀딩스,100250,Dec-13,73820438,161079201,1177200,1264599
(주)진양홀딩스,100250,Dec-14,72127819,157076399,930439,1045181
(주)진양홀딩스,100250,Dec-15,84393355,168364272,778835,1016380
(주)진양홀딩스,100250,Dec-16,93221952,160489410,164832,192546
(주)진양홀딩스,100250,Dec-17,83744937,152403272,1524818,1524818
(주)진양홀딩스,100250,Dec-18,102302168,137075458,26990179,27521234
(주)진양홀딩스,100250,Dec-19,93236208,141257509,25620240,26254352
(주)진에어,272450,Dec-17,,,232713719,266474327
(주)진에어,272450,Dec-18,233661536,253332359,233661536,253332359
(주)진에어,272450,Dec-19,,,306391408,512670007
(주)차바이오텍,85660,Dec-11,104909737,189560281,59365858,95452788
(주)차바이오텍,85660,Dec-12,111315529,187055679,39266825,76290404
(주)차바이오텍,85660,Dec-13,102818974,173120679,41427101,80772322
(주)차바이오텍,85660,Dec-14,99743113,183430241,11201744,53984802
(주)차바이오텍,85660,Dec-15,115518914,198267913,8601775,54576628
(주)차바이오텍,85660,Dec-16,266129153,390068004,9279163,100037821
(주)차바이오텍,85660,Dec-17,222196381,376402685,78417345,128963343
(주)차바이오텍,85660,Dec-18,227938065,397285091,37361822,86244221
(주)차바이오텍,85660,Dec-19,215908461,496625077,40380986,80913245
(주)창해에탄올,4650,Dec-14,113138185,165283398,15719708,15936705
(주)창해에탄올,4650,Dec-15,122922672,153950390,10808247,10808247
(주)창해에탄올,4650,Dec-16,168241235,226444077,46525740,67180187
(주)창해에탄올,4650,Dec-17,159735897,201044311,66622964,66946964
(주)창해에탄올,4650,Dec-18,145481697,206824010,52443734,53177749
(주)창해에탄올,4650,Dec-19,60013930,66240955,44791750,45074048
(주)천보,278280,Dec-19,23353955,24633259,7819782,9028765
(주)천일고속,650,Dec-11,,,8904552,13575041
(주)천일고속,650,Dec-12,,,9878240,16051255
(주)천일고속,650,Dec-13,,,10524721,15762141
(주)천일고속,650,Dec-14,,,10361856,16014359
(주)천일고속,650,Dec-15,,,10974834,13886008
(주)천일고속,650,Dec-16,,,8482884,13686846
(주)천일고속,650,Dec-17,,,15372749,20703661
(주)천일고속,650,Dec-18,,,9894442,18525373
(주)천일고속,650,Dec-19,,,17846314,29041015
(주)체리부로,66360,Dec-17,106037496,145845489,85295046,98887847
(주)체리부로,66360,Dec-18,118381932,167258838,93487407,109411493
(주)체리부로,66360,Dec-19,136455576,184503075,108396129,126144116
(주)체시스,33250,Jun-11,39234057,59705776,38804777,59276496
(주)체시스,33250,Jun-12,35952595,58551382,35592432,58191220
(주)체시스,33250,Jun-13,41377550,62355485,40017009,60994944
(주)체시스,33250,Jun-14,41359347,63868715,40867580,63376948
(주)체시스,33250,Jun-15,46060853,61319480,46072604,61331231
(주)체시스,33250,Jun-16,43199157,57193950,38112432,52107225
(주)체시스,33250,Jun-17,39742092,55454696,36012318,51724922
(주)체시스,33250,Jun-18,50012922,62506276,43190390,55683745
(주)체시스,33250,Jun-19,45253143,61927760,40540611,57215227
(주)초록뱀미디어,47820,Dec-11,4659799,4659799,4436327,4441327
(주)초록뱀미디어,47820,Dec-12,1717780,1717780,1326995,1326995
(주)초록뱀미디어,47820,Dec-13,1527000,1527001,1421601,1421601
(주)초록뱀미디어,47820,Dec-14,5278604,5278604,5270511,5270511
(주)초록뱀미디어,47820,Dec-15,48828908,50234793,38476840,38576840
(주)초록뱀미디어,47820,Dec-16,49891163,51939452,42149104,42249104
(주)초록뱀미디어,47820,Dec-17,27702998,29174935,17247270,17347270
(주)초록뱀미디어,47820,Dec-18,72806295,78013739,72803095,72903095
(주)초록뱀미디어,47820,Dec-19,77528721,80231139,75516892,75619286
(주)초록뱀이앤엠,131100,Dec-11,,,12310294,20467586
(주)초록뱀이앤엠,131100,Dec-12,22320708,42357335,20055723,36310226
(주)초록뱀이앤엠,131100,Dec-13,33998387,57804359,29861451,49124491
(주)초록뱀이앤엠,131100,Dec-14,49723002,79921475,39278784,63055851
(주)초록뱀이앤엠,131100,Dec-15,47168637,67736036,41483093,59017793
(주)초록뱀이앤엠,131100,Dec-16,33610479,40276132,33409660,40075313
(주)초록뱀이앤엠,131100,Dec-17,24834475,24946944,24749047,24861516
(주)초록뱀이앤엠,131100,Dec-18,21222798,21342420,21060005,21165557
(주)초록뱀컴퍼니,52300,Dec-11,3505231,4053614,2305290,2357784
(주)초록뱀컴퍼니,52300,Dec-12,14321870,26455231,1273129,10793702
(주)초록뱀컴퍼니,52300,Dec-13,16670424,31365140,1443897,13664647
(주)초록뱀컴퍼니,52300,Dec-14,5425506,7452215,2833324,4523319
(주)초록뱀컴퍼니,52300,Dec-15,14097746,14255651,13846583,13988266
(주)초록뱀컴퍼니,52300,Dec-16,31794343,33712704,31072484,32738303
(주)초록뱀컴퍼니,52300,Dec-17,14362547,34409650,14168849,34215953
(주)초록뱀컴퍼니,52300,Dec-18,9123233,64033461,8486958,62317209
(주)초록뱀컴퍼니,52300,Dec-19,21113088,55461493,19595950,53944355
(주)초록뱀헬스케어,118000,Dec-11,,,41408423,41535592
(주)초록뱀헬스케어,118000,Dec-12,,,7821675,7985029
(주)초록뱀헬스케어,118000,Dec-13,5690087,5923377,3922226,4113012
(주)초록뱀헬스케어,118000,Dec-14,11028739,11357457,9855558,10073903
(주)초록뱀헬스케어,118000,Dec-15,6933141,10219626,5737496,8837163
(주)초록뱀헬스케어,118000,Dec-16,12084708,15408397,9221928,12394242
(주)초록뱀헬스케어,118000,Dec-17,17114315,18031936,4040578,4568425
(주)초록뱀헬스케어,118000,Dec-18,42505408,42929193,30543082,30859805
(주)초록뱀헬스케어,118000,Dec-19,33200515,33869690,24504499,24909186
(주)칩스앤미디어,94360,Dec-13,4210271,4616429,4204613,4610771
(주)칩스앤미디어,94360,Dec-14,3406376,3778245,3399337,3771206
(주)칩스앤미디어,94360,Dec-15,1927303,2227518,1870281,2170496
(주)칩스앤미디어,94360,Dec-16,2277153,2437433,2209457,2369737
(주)칩스앤미디어,94360,Dec-17,1287773,2486200,1258967,2457394
(주)칩스앤미디어,94360,Dec-18,2163747,3313395,2125518,3275167
(주)칩스앤미디어,94360,Dec-19,3191727,3766816,3182753,3757842
(주)카나리아바이오,16790,Dec-18,,,35281167,37225485
(주)카나리아바이오,16790,Dec-19,,,34130914,37921585
(주)카스,16920,Dec-11,50536971,63052478,44779891,56749071
(주)카스,16920,Dec-12,60135433,72738417,53071677,65545488
(주)카스,16920,Dec-13,45089406,76791890,37771892,69407159
(주)카스,16920,Dec-14,68642736,93070923,60629295,85057482
(주)카스,16920,Dec-15,82629268,95093633,73443957,85908322
(주)카스,16920,Dec-16,78701828,89595200,69376424,79795454
(주)카스,16920,Dec-17,70682438,79082572,63361700,71422616
(주)카스,16920,Dec-18,68683967,81958478,64293832,77340096
