회사명,거래소코드,회계년도,유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),건설중인자산(IFRS연결)(천원),건설중인자산(IFRS)(천원),합계_기말인원(명),기계장치(IFRS연결)(천원),기계장치(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),인건비(IFRS연결)(백만원),인건비(IFRS)(백만원),부가가치(IFRS연결)(백만원),부가가치(IFRS)(백만원),매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원)
(주)CMG제약,058820,2011/12,9707759,9652599,24700,24700,135,3944218,3944218,27305198,27548539,3118.67,3110.72,3472.17,3669.25,17751704,17751704
(주)CMG제약,058820,2012/12,9307482,9264142,0,0,134,4288368,4288368,57108035,56988604,4712.51,4677.39,269.31,-88.04,16255389,16255389
(주)CMG제약,058820,2013/12,10805092,10805092,1827454,1827454,136,4595388,4595388,55912563,55961620,4986.26,4971.13,6994.9,6952.08,20402140,20322140
(주)CMG제약,058820,2014/12,18833775,18833775,154233,154233,164,7950710,7950710,58068326,58127098,5599.85,5599.85,7061.34,7065.04,22752584,22752584
(주)CMG제약,058820,2015/12,17822468,17822468,0,0,156,8328336,8328336,56532821,56591972,6218.5,6218.5,4315.37,4316.8,27041894,27041894
(주)CMG제약,058820,2016/12,16905814,16905814,24524,24524,160,8523793,8523793,110979867,110979867,6682.92,6682.92,10518.86,10518.86,32969825,32969825
(주)CMG제약,058820,2017/12,16182518,16182518,28136,28136,200,9029339,9029339,109568153,109568153,8786.99,8786.99,13710.01,13710.01,41535588,41535588
(주)CMG제약,058820,2018/12,17268535,17268535,1412095,1412095,222,9751312,9751312,114379880,114379880,11342.93,11342.93,16847.65,16847.65,49864782,49864782
(주)CMG제약,058820,2019/12,24119403,24119403,7510879,7510880,241,10703886,10703886,192243166,192243166,13817.61,13817.61,19033.25,19033.25,58622681,58622681
(주)DB하이텍,000990,2011/12,758902417,758179817,27453000,27453000,2567,1531279417,1531278817,1199043869,1183957429,136223,131619,217837.57,216914,552216245,534317238
(주)DB하이텍,000990,2012/12,685389046,684941380,22706000,22706000,2304,1456050000,1456050000,1157755031,1149069244,137384,133918,245655.23,241800.39,590786488,583901597
(주)DB하이텍,000990,2013/12,636040366,635765049,36099000,36099000,2142,1462150000,1462150000,1058391832,1049494642,128629,126871,191554.48,198528.8,493752028,493752028
(주)DB하이텍,000990,2014/12,591787281,591653498,41972000,41973000,1999,1475386000,1475386000,984876636,1001959816,128497,126669,187341.51,207672.46,567718224,567718224
(주)DB하이텍,000990,2015/12,533140340,533113708,44837000,44837000,2004,1550672000,1550672000,984643712,1005673854,138722,137214,386127.3,382610.36,666594987,666594987
(주)DB하이텍,000990,2016/12,547700934,547687840,50562000,50562000,2047,1630540000,1630540000,986788572,1006370876,138765,137535,341049.1,336460.47,773140180,773140180
(주)DB하이텍,000990,2017/12,555566835,555556192,42348000,42348000,1940,1684434000,1684434000,993950720,977575054,132417,131160,329388.04,292737.25,679737744,679737744
(주)DB하이텍,000990,2018/12,597570491,597563521,100033000,100033000,1955,1713452491,1713452000,1066533840,1050696487,132673,131877,309084.25,316543.96,669279136,669279136
(주)DB하이텍,000990,2019/12,616573800,616562743,61122000,61122000,1979,1822085000,1822084743,1088889810,1089400761,144912,143826,379212.5,394709.63,807416423,807416423
(주)ES큐브,050120,2011/12,4313834,1407274,0,0,237,835643,720,55477032,45233434,14476.82,9811.54,12044.17,7961.63,53379952,41700477
(주)ES큐브,050120,2012/12,3181598,1395951,0,0,236,693268,492,46281660,44676182,15492.37,9914.56,17991.74,11617.33,55971147,44178050
(주)ES큐브,050120,2013/12,2177498,914811,0,0,100,428855,186,47137573,47509654,15101.11,7979.24,1434.39,-5722.54,58597361,45823196
(주)ES큐브,050120,2014/12,2299195,640405,0,0,27,533831,0,56611836,44914173,4775.85,3113.36,5773,1481.4,44459581,37188072
(주)ES큐브,050120,2015/12,1968118,596347,0,0,39,305943,0,55620280,47123684,5261.84,2511.06,2670.29,6263.14,42152967,36887119
(주)ES큐브,050120,2016/12,7063781,4673186,0,0,30,167403,0,105164626,104459992,4346.67,2317.84,26875.03,20160.01,34289385,34818205
(주)ES큐브,050120,2017/12,11623688,7506218,0,0,35,411066,0,105892131,104850192,4158.1,2374.2,7493.34,4476.07,35745794,37104908
(주)ES큐브,050120,2018/12,15202081,10880733,0,0,30,362241,0,112430896,108481764,4547.17,2483.47,1165.56,177.01,33763508,31308873
(주)ES큐브,050120,2019/12,17333381,10576512,0,0,30,337131,0,463958680,136065488,5313.1,2427.59,-557.97,-6558.67,43708239,28527284
(주)HJ중공업,097230,2011/12,3144355000,1427510000,19784000,5016000,2785,500193000,98801000,7036680000,5857119000,203264,197662,494018,364032,2891499000,2316017000
(주)HJ중공업,097230,2012/12,2901480000,1343556000,55437000,13655000,2634,481476000,98606000,6585093000,5938108000,213333,207835,543885,488043,2549319000,1980761000
(주)HJ중공업,097230,2013/12,2808246000,1329680000,24325000,22403000,2758,493709000,99298000,6683379000,5839633000,279734,268095,358044,213438,2529341000,1927307000
(주)HJ중공업,097230,2014/12,2703561000,1263266000,54901000,41086000,2544,506693000,98168000,6470284000,5469810000,280340,268275,291365,241189,2520325000,1799016000
(주)HJ중공업,097230,2015/12,2735463000,1223488000,43452000,36388000,2632,557825000,101523000,5914637000,4638381000,283054,269035,292787,171017,3115473000,2041347000
(주)HJ중공업,097230,2016/12,2404052000,1036188000,54116000,45263000,2473,582148000,94949000,5256464000,3921561000,281156,219001,221273,77014,2813271000,1928591000
(주)HJ중공업,097230,2017/12,1792322000,653140000,6573000,1828000,2493,506543000,68795000,4206655000,3312303000,205593,202835,171765,62839,2452314000,1737428000
(주)HJ중공업,097230,2018/12,638765000,636673000,2227000,2227000,2271,67790000,67790000,2733620000,2388369000,181945,181627,390449,-664773,1697869000,1750954000
(주)HJ중공업,097230,2019/12,615117000,613082000,1800000,1800000,2016,68832000,68832000,2470222000,2465650000,172176,171931,333185,291962,1628751000,1609530000
(주)MH에탄올,023150,2011/12,75265905,35172601,58210,0,51,13957369,9897298,134206851,135927085,4441,3870.37,8741.25,12156.15,44785159,43206995
(주)MH에탄올,023150,2012/12,71841895,34423174,0,0,52,13629527,10017098,134385813,139200817,5785.63,3962.5,15364.39,11475.93,59768175,45488675
(주)MH에탄올,023150,2013/12,70410722,34123721,69000,69000,51,13778632,10102098,129697936,122520742,5227.8,4023.45,13050.09,-10099.69,62199887,46298516
(주)MH에탄올,023150,2014/12,36083190,36083178,486096,486096,53,11481026,11481026,85534839,85253876,4368.17,4368.17,11295.12,11030.53,48983781,48983781
(주)MH에탄올,023150,2015/12,36846510,36846498,268000,268000,47,12377510,12377510,78996052,78691328,4383.54,4383.54,16454.85,16452.87,50386203,50386203
(주)MH에탄올,023150,2016/12,37390804,37390792,402993,402993,43,12494639,12494639,72339673,72025138,4839.4,4839.4,17091.29,16882.88,48897025,48897025
(주)MH에탄올,023150,2017/12,389268406,39418503,333000,333000,48,13336059,13336060,500180086,107437079,5833.99,4934.38,14202.61,14882.33,51977132,48270464
(주)MH에탄올,023150,2018/12,390589052,40585694,650107,51500,50,13588329,13588330,440177523,109656889,9214.1,5459.83,16853.56,16047.25,72795863,46943080
(주)MH에탄올,023150,2019/12,402623574,41121323,1085121,150000,47,14155129,14155129,451474451,101058662,9943.06,5927.26,22570.7,5096.55,80879342,46992295
(주)SH에너지화학,002360,2011/12,33220422,33115306,1175202,1175202,109,25479087,25479087,104710740,102383199,8434.07,7862.51,14210,14221.3,173209351,172752632
(주)SH에너지화학,002360,2012/12,32784916,32608108,711970,711970,112,27068753,27068753,103690070,102492810,10200.48,8845.3,14518.25,13164.14,193950102,191907628
(주)SH에너지화학,002360,2013/12,32065097,31944570,828543,828543,116,27909031,27909031,110488951,109984767,12079.17,10610.53,20836.07,18725.38,231912218,229783541
(주)SH에너지화학,002360,2014/12,31132703,31070401,715481,715481,140,28351425,28351425,110741407,109098264,13048.34,11801.17,37108.64,33796.55,230912587,226971465
(주)SH에너지화학,002360,2015/12,32660706,32654731,373549,373550,146,30587094,30587094,115520726,114048206,16592.48,15057.88,36388.74,34895.57,216441364,213882181
(주)SH에너지화학,002360,2016/12,31796198,31792327,466709,466709,148,30867878,30867877,124488724,122956894,15744.19,14750.41,40893.43,39411.54,218397677,214380015
(주)SH에너지화학,002360,2017/12,31096409,30956708,392095,392095,148,31647086,31647086,125312154,123261552,14667,13794.92,29127.7,27260.32,188114822,184672638
(주)SH에너지화학,002360,2018/12,30043406,29913044,492857,492857,156,31839773,31839773,122434685,120895795,15291.7,14545.38,19920.85,19849.37,183598766,180753289
(주)SH에너지화학,002360,2019/12,33194337,33126165,2268097,2268097,158,33882924,33882924,123415832,121126250,15136.04,14488.62,13705.14,12959.9,140852575,138161816
(주)SIMPAC,009160,2011/12,72940322,62702218,1103192,1103192,257,18666167,18666167,310879328,296953131,17977.59,17722.3,53726.56,47745.41,215365697,213867522
(주)SIMPAC,009160,2012/12,74000157,64182764,0,0,275,22387797,22387797,318665505,307366684,18370.81,18081.51,43772.07,45503.45,225353321,223854758
(주)SIMPAC,009160,2013/12,73711642,64271295,0,0,277,24742321,24742321,361985890,349836891,17849.27,17564.92,46115.44,44116.55,205751154,204527751
(주)SIMPAC,009160,2014/12,169381419,70604838,2307507,2307507,305,45051844,26089830,381939281,329325876,28207.9,20170,51704.11,35041.8,263152264,227491803
(주)SIMPAC,009160,2015/12,180973199,75847152,5215137,5215137,296,49564682,29948323,422833445,369348917,31196.2,21419.52,59958.15,48511.4,269528038,213152303
(주)SIMPAC,009160,2016/12,178694040,75130388,2600,2600,306,55929435,36313076,417865468,366245273,30407.83,21089.3,59093.1,45818.17,267074156,215839356
(주)SIMPAC,009160,2017/12,172659787,70402759,2600,2600,305,55792892,36327651,381158251,343005145,26075.8,17775.61,43282.91,33411.91,230634812,203150228
(주)SIMPAC,009160,2018/12,357331367,156312739,301000,301000,500,128448700,109088328,681750819,628334175,31469.15,23657.49,114254.96,94742.34,306150809,268863854
(주)SIMPAC,009160,2019/12,263608239,153003014,1303450,1250250,491,126428214,107745959,679145850,608693104,37403.36,28048.14,65475.48,50726.3,430085162,391970769
(주)SNT에너지,100840,2011/12,,122586108,,31000,184,,15414466,,276511841,,0,,-5072.93,,195318747
(주)SNT에너지,100840,2012/12,,122289502,,0,195,,16128417,,292802033,,-12643.46,,-3911.2,,230707564
(주)SNT에너지,100840,2013/12,,120367341,,0,209,,14694527,,311675279,,14424.28,,36145.24,,200750984
(주)SNT에너지,100840,2014/12,,120065551,,75369,218,,15671342,,304511816,,15662.04,,31921.1,,242746888
(주)SNT에너지,100840,2015/12,,118714558,,0,232,,14376480,,316196096,,16172.9,,53697.45,,260094045
(주)SNT에너지,100840,2016/12,,118148046,,0,218,,14801750,,348042346,,15986.07,,21049.19,,254089906
(주)SNT에너지,100840,2017/12,,116825424,,0,195,,15079150,,300266693,,14517.49,,22693.15,,184091945
(주)SNT에너지,100840,2018/12,,115728393,,237174,190,,15107344,,280991534,,13794.98,,16995.59,,139516396
(주)SNT에너지,100840,2019/12,123257799,116275557,739889,739889,191,2354165,1438868,333897235,331391237,15404.41,14196.67,36695.84,34093.55,213326726,202822913
(주)SNT홀딩스,036530,2011/12,989038851,150611,16444584,0,9,124938376,0,2124828265,388123974,153640.27,1072.02,316126.05,-3092.48,1663846065,2257851
(주)SNT홀딩스,036530,2012/12,984180010,100263,6983785,0,9,128580882,0,2074903906,388964716,167447.63,1647.79,289200.16,10002.42,1668749904,8718270
(주)SNT홀딩스,036530,2013/12,986231198,54602,8825589,0,8,132324383,0,2149176237,397336142,176288.73,1485.66,287320.84,8821.66,1576368464,8826810
(주)SNT홀딩스,036530,2014/12,933346465,75419,24955195,0,8,118523741,0,2039388864,399244416,165761.63,1301.68,280175.76,7483.38,1552374806,7701882
(주)SNT홀딩스,036530,2015/12,928315887,55309,18812799,0,8,421584082,0,2169311305,430584006,168461.5,1374.54,383575.56,36674.24,1612746929,8475099
(주)SNT홀딩스,036530,2016/12,908800105,35654,11797205,0,8,398988190,0,2210178425,427001710,150994.85,1369.08,230370.32,6611.38,1537700275,9818190
(주)SNT홀딩스,036530,2017/12,880843802,19895,6653359,0,7,407324218,0,2146174938,425435423,147333.04,1649.06,220383.89,4405.14,1508152132,7417869
(주)SNT홀딩스,036530,2018/12,869282994,2888,14610465,0,10,404203037,0,2113834573,422804813,143630.87,1459.7,283495.5,6864.34,1401307482,7292112
(주)SNT홀딩스,036530,2019/12,871104106,59663,23474134,0,10,410419723,0,2236679025,417172874,140966.37,1566.93,320323.23,10601.11,1512114565,11015928
(주)STX,011810,2011/12,818420000,72801000,27862000,0,392,508781000,0,5234175000,3302248000,141304,47445,524043,236828,5967701000,4173397000
(주)STX,011810,2012/12,1044547000,69598000,201250000,0,375,540064000,0,5067029000,3226878000,163958,37191,-139686,92155,6159850000,4116767000
(주)STX,011810,2013/12,215510000,62152000,0,0,177,143453000,0,1342520000,1086567000,128770,25021,-1245149,-1518511,2449401000,1895063000
(주)STX,011810,2014/12,108080000,57120000,0,0,124,4402000,0,1255002000,1070433000,87303,11322,505161,390447,1634606000,1291351000
(주)STX,011810,2015/12,101700000,53714000,125000,0,127,4402000,0,1267224000,1057543000,90723,10529,79567,-7212,1630827000,1362127000
(주)STX,011810,2016/12,73715000,30798000,234000,0,120,33000,0,707709000,627686000,64933,9722,-345167,-408612,1720153000,1465561000
(주)STX,011810,2017/12,70760000,29631000,364000,0,119,3684000,0,627542000,520393000,52472,9265,416114,366717,1803878000,1595494000
(주)STX,011810,2018/12,74249000,28464000,16000,0,110,3676000,0,554061000,446758000,54450,9581,83521,28236,1502985000,1329890000
(주)STX,011810,2019/12,90288000,43245000,69000,0,116,3834000,0,560107000,462734000,61618,9440,51064,-15090,1471164000,1237876000
(주)TCC스틸,002710,2011/12,84444856,75283350,1119494,1119494,315,62501678,51927686,454329510,407743559,31741.46,27343.36,50799.6,47387.55,514424043,456928069
(주)TCC스틸,002710,2012/12,143845835,71554979,16963339,743100,319,82266123,54333787,547013976,438642951,31364.2,25858.96,49856.28,44247.81,501337475,440568155
(주)TCC스틸,002710,2013/12,156557380,71255687,4938140,0,311,101223221,59805178,543708595,444204925,40300.68,23854.36,40058.31,37086.29,500832754,419483813
(주)TCC스틸,002710,2014/12,151621286,68743151,3997004,0,306,106593093,62490884,551000563,461297588,56610.96,24331.48,66638.24,38278.43,518995240,401323585
(주)TCC스틸,002710,2015/12,71859909,50635593,0,0,281,77061586,64663749,376394571,330651742,48734.92,24885.12,46811.29,-113808.25,495795871,350074629
(주)TCC스틸,002710,2016/12,64693517,43730610,101346,101346,277,72966967,60524036,282914735,250878191,46664.61,23013.72,81464.7,53606.1,444453635,317235565
(주)TCC스틸,002710,2017/12,58943990,45541678,19800,19800,283,78686241,66209010,278692540,248896237,47434.45,22418.37,61493.36,30346.26,391370092,333762378
(주)TCC스틸,002710,2018/12,55878504,43204124,306250,306250,277,75812276,63748365,304781579,268135677,52444.71,26194.12,75995.51,44068.24,413176279,351301866
(주)TCC스틸,002710,2019/12,59322335,47129444,2512043,2512043,275,81021563,68773022,314210087,270265082,53640.45,26954.44,74428.93,42215.18,437173902,339334364
(주)가비아,079940,2011/12,22149161,7163470,0,0,191,1398205,0,64954440,37295822,12357.14,8193.77,25788.11,15017.54,52838864,33792831
(주)가비아,079940,2012/12,37833915,23749485,0,0,211,0,0,85244515,51795749,15463.28,10109.25,31058.09,17319.4,69058144,38482449
(주)가비아,079940,2013/12,37047584,22732962,0,0,228,0,0,91231294,52151784,16961.99,10194.8,32828.8,16859.32,70675565,40507693
(주)가비아,079940,2014/12,37099200,22313113,0,0,247,0,0,98544072,55984243,18747.79,11782.45,34179.94,19430.85,80432047,43906243
(주)가비아,079940,2015/12,36916970,22210592,0,0,262,0,0,105081568,57657418,21669.17,13261.22,41698.24,22440.14,91648622,48446932
(주)가비아,079940,2016/12,43221838,22429866,0,0,268,0,0,125796754,61160981,26464.1,14983.16,45412.89,23132.9,102178978,49430564
(주)가비아,079940,2017/12,45452326,22362004,579154,435654,275,0,0,133382584,64986436,29193.46,15767.48,48683,22812.97,116217941,52365659
(주)가비아,079940,2018/12,49107084,24425180,3862712,1738220,280,0,0,151440505,69315988,35863.18,17248.32,62241.08,24805.77,128728438,55197652
(주)가비아,079940,2019/12,85359914,39724951,21744142,9795289,277,0,0,199916131,82964911,72513.48,18009.81,133089.93,29591.96,148306878,58254105
(주)강스템바이오텍,217730,2015/12,,2980005,,0,62,,0,,24982626,,1361.92,,-2880.72,,1484593
(주)강스템바이오텍,217730,2016/12,,4039297,,1068262,79,,0,,47441769,,4771.56,,-5090.69,,842805
(주)강스템바이오텍,217730,2017/12,13229478,12480829,7327062,7327062,75,0,0,47198979,44508729,7236.68,5524.3,-646.49,-2123.85,9132939,5394323
(주)강스템바이오텍,217730,2018/12,15140205,14220013,9547126,9547126,89,0,0,73194018,66184838,8742.06,5756.61,-3330.3,-5971.99,9165454,1001039
(주)강스템바이오텍,217730,2019/12,31219524,22738650,25963956,18450622,102,0,0,113643697,98625925,11035.17,7363.79,-13446.01,-16534.36,6004584,282069
(주)강원랜드,035250,2011/12,1312308962,1302068954,111936204,110537110,3145,392104627,390705277,2711401782,2730283806,252924.88,244732.64,778291.81,783195.28,1265686425,1263651213
(주)강원랜드,035250,2012/12,1357670542,1334113267,34660762,22045367,3184,453309474,451841848,2906655321,2915385756,282200.01,272959.13,712817.68,693820.93,1296191223,1292896121
(주)강원랜드,035250,2013/12,1385719165,1327018456,70878212,25757113,3657,476102882,474572756,3102036846,3105430200,333458.27,325240.56,837925.02,824512.27,1361286598,1356906162
(주)강원랜드,035250,2014/12,1387584592,1284798892,72921157,41557550,3591,481401114,475738420,3375127289,3380461682,292097.04,285504.39,904075.49,899930.11,1496541441,1492291312
(주)강원랜드,035250,2015/12,1353560925,1253601276,63789006,32826352,3620,493032951,487744949,3690791830,3688060027,299998.77,295698.15,1021274.04,1001297.65,1633716839,1630976696
(주)강원랜드,035250,2016/12,1315715882,1254129261,52323443,52323443,3629,496003933,490715931,3978987574,3975979890,312176.01,309232.74,1043222,1037898.56,1696532511,1694575212
(주)강원랜드,035250,2017/12,1297980610,1253403658,93200856,93200856,3693,505944287,500656285,4185657487,4182527382,321795.37,319111.75,1000137.64,1011578.3,1604470055,1602901764
(주)강원랜드,035250,2018/12,1314038393,1299058388,29571131,29571131,5194,197980873,197540429,4231241354,4229630541,331551.26,329927.71,833429.97,846353.62,1438059299,1436042435
(주)강원랜드,035250,2019/12,1370568026,1353732478,37071729,36221457,5147,569705642,564417639,4438119306,4436461953,291704.76,290071.4,908009,906619.21,1520080449,1517612252
(주)강원에너지,114190,2011/11,,3912294,,0,94,,2654796,,53719067,,5553.48,,12844.61,,50222892
(주)강원에너지,114190,2012/12,,4416402,,203000,101,,2928596,,89258208,,7369.58,,18760.61,,106471214
(주)강원에너지,114190,2013/12,,4787448,,585000,112,,2938096,,72441333,,7056.33,,12256.79,,50660659
(주)강원에너지,114190,2014/12,,10004091,,261301,147,,3214210,,67037639,,7196.82,,8510.74,,51481321
(주)강원에너지,114190,2015/12,12847843,9712091,2774080,6048,133,3189863,3189863,85457457,80939019,6820.9,7367.08,7820.6,9171.31,46188664,48852892
(주)강원에너지,114190,2016/12,14792058,9490734,4973974,47700,126,2753100,2753100,77186606,70850137,6822.35,7193.81,8145.29,8913.55,42287473,44448760
(주)강원에너지,114190,2017/12,15392067,9242859,6052413,47700,137,2785907,2785907,93179394,87781416,7126.53,7113.68,687.17,713.82,82034829,83113029
(주)강원에너지,114190,2018/12,14771745,8853092,6052413,47700,119,2775452,2775452,93845576,89619750,6943.74,6811.18,11600.03,11569.08,85905365,85905365
(주)강원에너지,114190,2019/12,10387938,9089689,7635782,628097,107,4148008,4148008,56602063,55106032,7565.83,7564.87,-24497.97,-22522.15,42549622,42549622
(주)갤럭시아에스엠,011420,2011/12,746008,263856,0,0,37,327870,0,45110356,40711969,4434.87,3111.78,16289.29,14937.6,47331427,31931418
(주)갤럭시아에스엠,011420,2012/12,3386965,244196,0,0,40,2968018,0,43979072,40169876,4497.23,3242.29,11304.39,9721.11,55049732,37398255
(주)갤럭시아에스엠,011420,2013/12,3092608,258052,0,0,50,2688615,0,37636664,34158874,3773.46,3186.5,4540.45,3928.36,46437304,30903637
(주)갤럭시아에스엠,011420,2014/12,3055021,170073,0,0,63,3945186,0,45274078,40528250,4725.99,3576.65,5477.95,3400.02,43885894,33027933
(주)갤럭시아에스엠,011420,2015/12,2905233,428742,0,0,93,3968308,0,68686992,67196553,6515.03,5470.6,10705.78,10216.63,62472754,53784932
(주)갤럭시아에스엠,011420,2016/12,2588337,468225,0,0,107,4037582,0,58444606,55825556,6934.81,6237.9,5657.39,5013.27,52626331,45665676
(주)갤럭시아에스엠,011420,2017/12,364072,348574,0,0,126,0,0,49831109,48958128,5532.81,5462.09,-161.81,-275.92,37281280,36917656
(주)갤럭시아에스엠,011420,2018/12,251603,251603,0,0,111,0,0,33253331,33337692,5592.68,5567.02,-9771.55,-9601.87,22060413,22030258
(주)갤럭시아에스엠,011420,2019/12,511985,511985,0,0,121,0,0,28241598,28241598,4694.17,4694.17,3529.68,3287.96,28732679,28732679
(주)경농,002100,2011/12,49541176,47135730,0,0,308,39295580,38907853,173774102,176741869,18541.62,17942.68,26483.85,28809.42,121253605,120728258
(주)경농,002100,2012/12,93105654,51459712,383245,83245,306,54120673,39704718,269412832,203467698,19258.86,17207.25,39063.56,32641.59,136970449,131021366
(주)경농,002100,2013/12,101211463,55088070,8137067,6326560,311,54986116,39938460,255984725,214988593,25088.32,18049.77,53114.35,42493.74,196358952,139237273
(주)경농,002100,2014/12,118629306,60743502,9686293,5476824,340,55656543,40262627,284623063,230870852,26487.96,19582.14,47327.34,38526.79,188483147,134806677
(주)경농,002100,2015/12,122071383,60862714,3166422,2761189,346,3595133,40970395,316341853,265109291,27745.14,20922.85,46908.64,36680.28,196418710,137609256
(주)경농,002100,2016/12,133213483,60986166,11266818,1112074,335,55250644,42294345,320915151,266622289,30093.71,22916.37,48243.41,37693.81,203984939,143209666
(주)경농,002100,2017/12,140283689,61075339,4576770,3321824,338,65016527,43129019,335873898,268967010,31420.64,22962.54,55717.38,45275,206534382,143175105
(주)경농,002100,2018/12,142669413,67819776,213523,0,350,61973976,44384320,357260541,285031873,34475.19,23608.33,57945.41,47204.81,212654617,146216658
(주)경농,002100,2019/12,139475078,64128521,461623,458026,362,62738813,44837195,370874091,297197088,34853.23,24783.77,55965.47,43823.04,227510941,151342037
(주)경동나비엔,009450,2011/12,103309756,71463183,8018545,7244177,699,30161622,16809973,263211016,224373470,39878.64,32043.22,60669.23,50196.09,341246917,318269213
(주)경동나비엔,009450,2012/12,120050563,86003940,18288529,18174812,784,30992578,17558925,299729837,254627468,47434.83,37143.97,68423.43,54692.56,379014259,341339118
(주)경동나비엔,009450,2013/12,184422743,148703601,72091473,70075011,722,32023532,17733468,354779867,301475800,52177.36,36033.33,79237.85,55874.59,414177562,371601179
(주)경동나비엔,009450,2014/12,190970831,133081097,7605975,2466353,763,50026310,30248630,401658957,331089242,55710.3,36403.93,80978.36,56282.59,428985365,382392117
(주)경동나비엔,009450,2015/12,195089500,134166342,4694373,36250,797,56774759,36469813,402084368,324848990,68208.97,42770.21,107704.21,76567.87,512031120,448302084
(주)경동나비엔,009450,2016/12,203718091,138398427,8583811,1584336,911,66681622,40598014,429754702,347643876,75638.8,45623.86,141866.08,91445.07,583252904,506082201
(주)경동나비엔,009450,2017/12,221945791,143721378,15007431,1229289,975,71352733,41689066,503697210,391400492,93685.62,58209.99,148016.16,88344.03,684660958,569819524
(주)경동나비엔,009450,2018/12,248979361,157575992,26585282,2659580,1073,83467059,47188057,583595818,440513661,108289.85,63077.23,164621.76,103466.23,726741615,618058456
(주)경동나비엔,009450,2019/12,278770581,165763623,9108279,5426129,1167,99773692,48914617,609808343,461607017,116375.39,64858.64,195347,119653.32,774290704,655419303
(주)경동도시가스,267290,2017/12,316816604,316263778,4158117,4158117,270,0,0,710280194,707917077,,,,,871548284,870828897
(주)경동도시가스,267290,2018/12,320713747,320275132,3393277,3393277,277,0,0,778269612,775880913,39859.58,32358.48,105468.98,97564.13,1606531867,1605687067
(주)경동도시가스,267290,2019/12,325975219,325567581,8157820,8157820,278,0,0,749999474,747453908,40757.24,32019.6,95819.67,86578.45,1422707835,1421866212
(주)경동인베스트,012320,2011/12,302120078,265516704,1877929,1877929,277,0,0,1001490869,941176098,33728.32,24662.21,92451.05,95768.55,1847666903,1806174764
(주)경동인베스트,012320,2012/12,302039515,279769365,3185849,566219,284,0,0,1209924561,1168400020,47866.61,27079.02,135007.2,107979.21,2502642394,2403814656
(주)경동인베스트,012320,2013/12,322577481,293643578,4888482,1641063,289,0,0,1205008353,1161427092,62730.57,27891.51,140991.69,93436.7,2788264380,2664100017
(주)경동인베스트,012320,2014/12,436240540,299563689,34044603,1062458,282,0,0,1320789066,1101071366,0,28780.99,81588.6,93996.69,2603059058,2399450987
(주)경동인베스트,012320,2015/12,478535233,317414775,65029399,1586269,287,0,0,1167819522,926392697,0,28090.06,-30690.54,34539.58,1604168482,1352478311
(주)경동인베스트,012320,2016/12,490371394,320740081,988138,988138,286,0,0,1126122628,903818865,0,27886.51,26071.34,72056.94,1181902637,1021002691
(주)경동인베스트,012320,2017/12,177264156,9664453,0,0,11,0,0,599276331,318031347,7050.41,1399.49,58509.5,-608.84,195069859,612436
(주)경동인베스트,012320,2018/12,176391871,12131746,0,0,13,0,0,592002536,318776653,83935.65,2003.61,128174.79,2304.64,228644016,7460898
(주)경동인베스트,012320,2019/12,170491064,2798610,0,0,12,0,0,605467383,316572482,101205.16,2561.18,129681.42,78.98,271765025,8641051
(주)경방,000050,2011/12,308454057,307701501,1268081,992682,593,92700116,92574549,1352324332,1331930968,23032.44,21278.19,85127.47,79256.78,348136369,275746943
(주)경방,000050,2012/12,324064120,301773723,11609300,795823,579,106744814,95699700,1335039930,1301719900,23852.76,21214.8,80728.78,75544.51,333620804,265409209
(주)경방,000050,2013/12,306515477,280675994,491110,35500,676,109078984,93720477,1296989142,1261257414,24075.36,20881.07,109135.73,99612.08,347189559,264782077
(주)경방,000050,2014/12,307855729,269480797,14367607,0,679,110917893,94243557,1301841379,1275008413,24688.43,21765.09,105032.79,97566.02,329036023,256979444
(주)경방,000050,2015/12,325770660,258275719,0,0,615,143171748,95135486,1318643312,1259512344,25022.76,21226.96,117114.75,107949.86,357628146,307744480
(주)경방,000050,2016/12,315500908,248710695,4119815,0,574,143969302,94580791,1301910960,1237024388,24709.64,20908.42,125709.78,109992.25,377445013,313876822
(주)경방,000050,2017/12,310601150,229435458,31288305,0,503,136219559,92317874,1274042237,1199063663,23975.36,19957.79,125830.72,109353.53,360788750,288103985
(주)경방,000050,2018/12,285829683,214332809,8604420,0,462,139665159,65861136,1301792841,1226545382,22662.84,17620.99,98012.24,88599.95,351438926,279085217
(주)경방,000050,2019/12,145683128,64860661,10999934,4981471,259,135612059,8914332,1370742491,1296265431,19486.66,12789.39,127253.44,80679.67,343892085,253552382
(주)경보제약,214390,2015/12,,74892236,,2382400,398,,58569360,,195488457,,28637.8,,64338.21,,178032632
(주)경보제약,214390,2016/12,,83949070,,253350,416,,69389415,,203735980,,33811.33,,62027.13,,186726170
(주)경보제약,214390,2017/12,,78497115,,110810,410,,73063927,,204869399,,32365.53,,70313.62,,191661374
(주)경보제약,214390,2018/12,,76497132,,687000,450,,77841661,,221622993,,37461.12,,68893.82,,201343596
(주)경보제약,214390,2019/12,,88116421,,3088918,494,,83101809,,237816742,,41096.93,,63450.36,,191706189
