회사명,거래소코드,회계년도,유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),건설중인자산(IFRS연결)(천원),건설중인자산(IFRS)(천원),합계_기말인원(명),기계장치(IFRS연결)(천원),기계장치(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),인건비(IFRS연결)(백만원),인건비(IFRS)(백만원),부가가치(IFRS연결)(백만원),부가가치(IFRS)(백만원),매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원)
(주)대성파인텍,104040,2011/12,13900639,12619033,0,0,95,17505397,15445633,40733734,39546288,4259.15,3908.51,10782.02,10029.66,32471054,31169768
(주)대성파인텍,104040,2012/12,12778126,11682431,0,0,104,17667492,15679393,39181978,37906478,4475.51,4075.83,10565.87,9909.6,35070320,33684708
(주)대성파인텍,104040,2013/12,12605508,10793871,1256465,372540,106,17571702,15744493,41770115,40041668,5119.88,4650.22,11375.84,10745.45,35560822,33645038
(주)대성파인텍,104040,2014/12,21886812,19713849,164281,164280,150,21314997,18591290,52486137,50606127,5691.43,5301.99,11437.62,10975.45,38872598,37798289
(주)대성파인텍,104040,2015/12,21915273,19947785,137580,137580,151,22559988,19902261,59130274,57513810,7187.69,6899.69,14034.18,13734.75,44267460,43155230
(주)대성파인텍,104040,2016/12,28527644,26647695,11629,11629,163,24760893,22009064,67762288,66424595,7764.53,7427.52,14811.26,14446.41,47677369,46924145
(주)대성파인텍,104040,2017/12,51445383,49761192,4806104,4806104,148,24767057,22084465,87555780,86421686,8570.63,8121.49,13769.27,13294.99,43233993,42539088
(주)대성파인텍,104040,2018/12,55616125,55615062,12249517,12249517,145,22096094,22096094,92396974,91549975,8280.81,8280.81,13954.51,13981.5,38587676,38587676
(주)대성파인텍,104040,2019/12,51691751,51691751,2127309,2127309,123,28056955,28056955,91992889,90442869,7409.46,7409.46,10748.25,10802.44,37466323,37497863
(주)대양금속,009190,2011/12,67781277,67774825,11525937,11525937,183,38192440,38171662,213532161,216928733,9467.73,9184.7,-28596.97,-32209.91,146313431,146017854
(주)대양금속,009190,2012/12,57279148,57277537,7599901,7599901,157,38916831,38916831,105457033,104782647,9142.49,8894.25,-42086.67,-45765.82,105129341,99832132
(주)대양금속,009190,2013/12,49221121,49220168,17357608,17357608,173,39454797,39454797,101489299,101769162,7392.64,7311.85,9028.03,9754.83,113651899,112821866
(주)대양금속,009190,2014/12,46927798,46927798,1287149,1287149,190,46233154,46233154,104908934,104908934,8018.89,8018.89,457.2,1233.76,122339495,122086010
(주)대양금속,009190,2015/12,,41437113,,215373,206,,46775530,,98535738,,10528.76,,4294.04,,121554021
(주)대양금속,009190,2016/12,,36707285,,185636,204,,46853284,,100099259,,11238.32,,26438.31,,146247517
(주)대양금속,009190,2017/12,,33451520,,406693,207,,47632443,,95910308,,12611.16,,30511.62,,172877205
(주)대양금속,009190,2018/12,,31421472,,206796,200,,48638432,,92308411,,13120.2,,25315.53,,165044206
(주)대양금속,009190,2019/12,,29392402,,46415,207,,49531440,,90520352,,13340,,20023.54,,151597696
(주)대우건설,047040,2011/12,773857729,180491326,281266000,0,4789,314753729,274548326,9468578921,8984781744,736790,698707,1298455.74,1275414.24,7019591544,7031863672
(주)대우건설,047040,2012/12,697828514,175340659,275051000,9780000,5192,288000514,255314659,9859319181,9357599738,802635,754273,1354073.61,1258200.99,8223432761,8180269589
(주)대우건설,047040,2013/12,698142939,176905184,268652000,2451000,6382,282307000,249118184,10122312287,9721382818,913926,863472,405379.72,303041.03,8782195639,8417075007
(주)대우건설,047040,2014/12,797642463,202370935,330759000,0,5543,303447463,269868000,10260218124,9889839840,916853,864828,1444178.63,1360841.9,9995022699,9853092238
(주)대우건설,047040,2015/12,936319006,364545427,364703000,26112000,5597,366070006,335864427,10152059203,9650768538,1054000,1001181,1600182.15,1541494.34,9935734306,9877475175
(주)대우건설,047040,2016/12,731255853,365885321,137187000,0,6072,392822853,360809321,9970246457,9367312840,1136468,1076872,571976.28,485311.84,11105930098,10964615696
(주)대우건설,047040,2017/12,629713039,275636654,135265000,0,5804,355516039,324932654,8776332436,8247700980,1044247,972694,1808617.25,1649629.59,11766840488,11332055896
(주)대우건설,047040,2018/12,573537464,226059746,130056000,0,5357,361373464,329953746,8733846010,8137774312,911142,839768,1723945.73,1538022.72,10605493845,10204674621
(주)대우건설,047040,2019/12,511931753,183395383,215140000,0,5385,317986753,286147383,9697696817,8734473025,879352,808196,1473465.01,1059560.33,8651852221,8091938554
(주)대웅,003090,2011/12,132493835,1154094,2343102,115729,267,49027086,1908699,476954187,288431000,51817.37,17263.63,112175.55,29336,294259306,45481287
(주)대웅,003090,2012/12,141368542,1094863,1642457,0,264,52104376,1886565,509221588,303932331,55991.05,17460.44,117942.7,40542.24,320770921,44303202
(주)대웅,003090,2013/12,364526945,2688594,7168520,1574128,274,128981219,1845413,898471403,309791451,186454.65,18368.44,311346.28,30543.46,843315008,43620683
(주)대웅,003090,2014/12,389067455,1334873,28480419,0,274,143018316,1864453,1010731916,315970433,186453.91,20332.64,281245.83,34439.04,893952807,46086581
(주)대웅,003090,2015/12,441355157,1515191,75159824,0,278,168426207,1876271,1242301736,329324956,207832.27,18524.75,323738.02,36621.89,996816140,50147920
(주)대웅,003090,2016/12,560691247,1443179,145123583,54955,281,185729897,1776970,1467286018,330037143,204481.81,23074.36,300686.77,30753.72,1014965932,49222029
(주)대웅,003090,2017/12,583503204,1332725,58437617,0,288,253798418,1793834,1549153182,337100220,211525.88,18674.21,349565.12,33188.49,1123956914,54733877
(주)대웅,003090,2018/12,609209897,2282696,61413793,1058500,301,269509154,1793834,1592170452,344459714,211409.88,20135.43,336390.72,35381.23,1231290089,47887031
(주)대웅,003090,2019/12,600159790,1168732,19056198,0,287,306225526,1675016,1668172837,348607411,220907.84,20467.87,356427.3,30695.12,1365679369,49225217
(주)대웅제약,069620,2011/12,107974350,98189829,1186252,1186252,1389,57649774,57649774,498461064,493208780,116592.5,114379.69,197663.1,195836.93,710547146,706643347
(주)대웅제약,069620,2012/12,114859724,105234087,2426644,2426644,1309,62373736,14646270,482344106,477119010,118763.45,116346.59,181710.46,179701.02,669013833,664648217
(주)대웅제약,069620,2013/12,132623043,108257051,5149902,2745856,1317,72842508,72405894,579012972,572053856,111674.68,109446.84,204874.46,202592.86,682508016,674867033
(주)대웅제약,069620,2014/12,160109521,129306195,27202316,21314825,1387,79938497,79219621,694263908,678153979,112552.73,109878.05,182729.31,182275.08,735889424,727222610
(주)대웅제약,069620,2015/12,255844142,184468054,74134269,56964041,1378,117590789,95926269,944529005,819336096,132511.12,116096,203516.16,195815.16,839686478,800517043
(주)대웅제약,069620,2016/12,367079907,279617018,144179909,141226244,1524,132035344,106903691,1144699986,1015246927,139281.29,109611.89,196743.24,169181.4,883920425,794009801
(주)대웅제약,069620,2017/12,396157724,307269944,57805060,53701941,1463,197922463,171740365,1213524544,1053517341,147089.64,117062.15,229373.09,196381.63,960307423,866755277
(주)대웅제약,069620,2018/12,401129322,314702142,52256735,51452137,1395,209139377,179804702,1207846352,1076308746,141349.8,107917.35,199343.36,174357.45,1031427426,943522107
(주)대웅제약,069620,2019/12,387214961,306005391,18502645,17320798,1464,240754392,209448587,1245668149,1099982039,148588.47,115204.51,217888.08,171112.09,1113425921,1005179736
(주)대원,007680,2017/12,30400949,15621646,417705,0,179,15704098,4836395,429674709,392648564,20176.33,14617.29,59986.24,55576.09,289919901,260757969
(주)대원,007680,2018/12,18896314,14935201,85011,0,188,4189355,3913351,444525540,413728301,18085.36,16207.75,67056.7,66557.36,333043729,319582129
(주)대원,007680,2019/12,63717787,15306185,177087,0,195,9984346,3860684,518668184,424534266,17573.1,12142.66,37754.3,28338.8,248600434,153482069
(주)대유,290380,2018/12,,11108737,,169025,116,,1395973,,67925815,,7834.69,,15220.19,,28744630
(주)대유,290380,2019/12,,13315624,,2358019,134,,1506223,,72350682,,9551.87,,15192.69,,29676591
(주)대유에이텍,002880,2011/12,156504343,50317407,2061232,1989564,283,21970684,11982738,362524758,246556552,17496.67,14482.78,37408.29,29480.18,469492403,402876552
(주)대유에이텍,002880,2012/12,167136810,62340447,2125986,2104632,335,22118252,13258241,385720682,277360120,22154.54,17235.25,42074.52,31718.69,505514624,415218564
(주)대유에이텍,002880,2013/12,168217222,63663511,971034,1113034,382,24297406,16242916,438652143,336455370,24279.66,22007.87,49749.97,39185.12,555167096,477929276
(주)대유에이텍,002880,2014/12,276867772,63823125,1906848,1510050,386,33803765,14365190,749322316,377532160,42665.18,24544.89,72762.99,36219.72,737452073,563652493
(주)대유에이텍,002880,2015/12,296441862,56961874,1284581,576602,301,34585680,9928132,754878946,326469774,13110.82,22611.03,53204.64,36295.54,1010565226,439531682
(주)대유에이텍,002880,2016/12,298749450,49531368,4407944,3368841,299,29592312,10428887,838062939,349202520,94927.08,22319.63,143527.96,40185.96,1020081834,346859744
(주)대유에이텍,002880,2017/12,334953351,55474358,9780191,8760008,288,93630421,25125479,882599885,359200420,98207.52,23735.6,139751.22,37338.64,1067821414,375357145
(주)대유에이텍,002880,2018/12,325412123,45404581,2275014,1222668,291,88767291,27359181,889580574,370892754,101445.44,24372.99,97916.21,2007.54,1110212702,386822181
(주)대유에이텍,002880,2019/12,358736322,49801870,6458970,2370946,327,102308652,27859481,1117314246,405333866,109271.59,24669.81,175949.92,46112.02,1284997078,375730576
(주)대유에이피,290120,2018/12,,24759467,,1569461,284,,9758051,,81805754,,,,,,193955817
(주)대유에이피,290120,2019/12,30840431,23840580,1333629,1266051,223,13335496,8128343,128281832,116058721,14732.22,14431.45,29112.3,27538.94,157452770,155621706
(주)대유플러스,000300,2011/12,105878510,85633316,3584231,3584231,389,41181385,38438832,605360116,250262905,20751.56,15345.49,40554.2,33775.03,334908921,269816158
(주)대유플러스,000300,2012/12,110487439,91524508,3801965,3714628,449,44008657,41785175,609385380,243422865,24144.1,18230.09,28096.06,23456.47,379402054,301224599
(주)대유플러스,000300,2013/12,118994183,99021630,5159373,3851126,503,100334466,96365291,639239249,238456059,28322.57,21099.51,62865.51,46782.63,423640919,330007627
(주)대유플러스,000300,2014/12,138728373,27211872,1070659,563373,159,120535120,6004919,706651399,162211535,37068.61,22271.49,68757.45,43431.14,501739482,336624995
(주)대유플러스,000300,2015/12,133843661,41144873,4151837,3900838,174,112606772,10248781,784472056,177370555,39235.08,8872.54,74758.59,12857.33,495781661,182014611
(주)대유플러스,000300,2016/12,137192748,26271266,4185795,4037796,50,117670629,1844929,945163529,136720082,42060.4,10780.32,84593.64,18572.82,434112971,177513413
(주)대유플러스,000300,2017/12,109435204,6021964,5335690,4712747,52,114407414,1639504,945974763,135238036,45062.49,3156.79,67766.63,-3773.18,457742056,42149556
(주)대유플러스,000300,2018/12,121237727,26431581,5979530,4285369,118,112167072,4207440,1000928259,205919142,48115.49,4986.31,92015.45,-4303.98,503410184,68748620
(주)대유플러스,000300,2019/12,106468334,26735251,2036294,597033,129,114187769,9217718,1087246345,248321792,53800.21,7361.11,89931.59,15443.65,457263303,111432198
(주)대창,012800,2011/12,136681284,129129866,6109482,4563917,312,49670135,47049375,485259912,467584792,17895.17,16165.78,31887.17,31891.02,868579999,847602152
(주)대창,012800,2012/12,144716982,135423419,12178549,8668353,362,51640136,48969675,477036779,467913418,18696.12,17182.93,52597.47,51940.3,781254333,760552549
(주)대창,012800,2013/12,198750257,129345139,8358492,2658150,334,93583019,55597762,657836001,491396483,17925.91,17010.11,16386.4,21314.63,754870184,731584711
(주)대창,012800,2014/12,196848771,125028457,6215513,943400,407,95951990,57557634,655670847,502738711,14977.5,19565.95,38288.6,39011.56,1323691567,759271054
(주)대창,012800,2015/12,208051652,134232244,3691335,3691336,391,98622176,58608702,539125755,419858894,28967.06,20405.33,3197.01,-14136.23,1016663483,590375055
(주)대창,012800,2016/12,216233164,130774178,934104,114174,360,138114799,63461176,565993244,362199212,36410.77,15710.6,73382.69,31845.09,817684058,371558721
(주)대창,012800,2017/12,215329321,135753755,1015718,280688,363,138750793,63553729,563388104,388455905,39452.96,18819.93,80465.25,39253.6,983291022,442632337
(주)대창,012800,2018/12,235894438,159093143,517445,459935,388,137735484,63593859,569961204,420495768,46818.19,25828.37,83215.54,53183.02,951257321,453110792
(주)대창,012800,2019/12,230246719,157234716,1222597,1201547,396,139077290,63801401,576144363,408661316,46534.33,26385.72,76159.35,43303.11,898987909,409974330
(주)대창솔루션,096350,2011/12,,98520298,,5038329,160,,17321614,,140567443,,8515.62,,15580,,78897094
(주)대창솔루션,096350,2012/12,112806075,92691275,796601,796601,160,19846562,16851815,170772451,135028895,8588.38,8588.38,10499.13,10499.13,68934325,68934325
(주)대창솔루션,096350,2013/12,101765268,81693188,1107501,927501,161,21018571,16889479,167748792,139322577,12309.2,8378.48,17608.52,13072.47,95233300,48428623
(주)대창솔루션,096350,2014/12,99583749,80082345,1402795,1272795,165,20845431,16889479,153678418,125781741,14546.38,9691.8,7544.34,-914.38,82650798,62840334
(주)대창솔루션,096350,2015/12,107529880,88173565,11710188,11552601,155,20783534,16889479,153951321,124132764,10498.29,7104.73,14364.55,8206.01,59676898,43696474
(주)대창솔루션,096350,2016/12,108393614,90261263,265186,727401,142,30365647,26470093,146530880,120837872,10083.12,7857.54,5883.58,-1071.68,49327918,36520316
(주)대창솔루션,096350,2017/12,105761141,87248705,1133817,727400,126,30893164,26997610,137335520,111928773,9511.92,7873.25,6402.94,3106.09,42774854,30923027
(주)대창솔루션,096350,2018/12,102611122,84599886,406417,0,148,31966849,28062495,151300048,126672627,9350.02,7700.52,5885.77,2785.87,51667981,32180980
(주)대창솔루션,096350,2019/12,98565585,81334907,29600,29600,159,32183037,28108695,156535069,127390459,10649.71,8721.15,13682.76,11899.16,65192868,48365618
(주)대창스틸,140520,2014/12,62627640,62627640,0,0,104,19407372,19407372,224339420,205625233,4822.44,4822.44,12708.61,14892.24,266081393,266081393
(주)대창스틸,140520,2015/12,130143027,77307983,0,0,145,48664292,25765608,294540087,224030067,8282.95,6140.29,18957.21,17109.28,260110989,229985716
(주)대창스틸,140520,2016/12,127174135,75603984,0,0,124,49667379,26338947,294916418,219902951,10674.4,7077.37,14000.9,11380.97,302662749,239314048
(주)대창스틸,140520,2017/12,123641904,73107593,0,0,97,50776927,26734857,307195349,226666608,10147.4,6211.89,20839.4,12704.88,318055221,244793248
(주)대창스틸,140520,2018/12,89672187,69649757,0,0,106,9965600,22094266,256470766,222595690,7786.38,5595.65,14757.71,11078.14,228396166,228369357
(주)대창스틸,140520,2019/12,58269861,57987093,0,0,89,26180893,24565363,232138221,228321755,6398.91,5719.43,8538.06,13226.58,197636280,197667730
(주)대한과학,131220,2011/12,,13649462,,74780,147,,2242525,,30861323,,4710.14,,8377.97,,34442607
(주)대한과학,131220,2012/12,13709536,13664948,65075,65075,158,2345535,2345535,32502792,32490207,5590.53,5514.51,8491.45,8640.56,39173115,39571766
(주)대한과학,131220,2013/12,13372788,13333568,91926,91926,170,2393135,2393135,37721152,36764162,6432.96,6307.71,8797.94,8667.19,39656586,38687652
(주)대한과학,131220,2014/12,13066324,13029860,138600,138600,170,2426788,2426788,40799790,39652249,6674.15,6138.17,9304.4,8637.98,39051055,36555998
(주)대한과학,131220,2015/12,13137521,12867722,1000,1000,156,2445788,2406788,40599676,38693683,7412.87,6337.24,7736.37,6302.19,41604516,37487327
(주)대한과학,131220,2016/12,12494726,12211840,0,0,126,2445788,2406787,40753773,36767515,7400.08,5742.14,12566.47,9362.21,46070953,38812724
(주)대한과학,131220,2017/12,12052358,11732638,0,0,112,2445788,2406788,36895656,32126203,6369.15,4730.02,10146.84,7122.74,41364830,31663846
(주)대한과학,131220,2018/12,12520999,12196518,610618,610618,122,2377238,2338238,39034818,32597846,7628.5,5411.16,12608.41,8398.09,47055603,33984809
(주)대한과학,131220,2019/12,14490056,14077260,100827,100827,127,2379755,2340755,44443513,35848945,8709.87,5918.5,13384.19,8139.33,55165316,38676690
(주)대한항공,003490,2011/12,14196012930,13831985072,1173408161,1159539959,18191,309917335,277990866,22388342727,20222503363,1851349.53,1555104.81,3747578.34,3126381.25,12269083442,11805281564
(주)대한항공,003490,2012/12,14880089916,14404533768,1313293158,1164372705,18374,341089471,313399522,22973401146,20678036299,1980120.51,1645700.46,4693026.99,4201236.31,12719636524,12263866637
(주)대한항공,003490,2013/12,15503889061,15049842766,1354330209,1144095302,18347,343477292,316402986,22920438008,20964254228,1944912.39,1698780.51,3882007.09,3540829.32,11848707841,11712354062
(주)대한항공,003490,2014/12,15778074439,15120651951,1534730317,1116521054,18224,348294430,322564017,23465724376,21420446969,1906976.45,1675139.88,3829845.25,3470285.75,11909748648,11680398140
(주)대한항공,003490,2015/12,17850702587,16803447497,2162319312,1396509015,18481,361094754,326010037,24180351113,23048939945,2091038.5,1809859.45,3811362.77,3482998.46,11544831301,11308423373
(주)대한항공,003490,2016/12,17873281888,16265984873,2092501032,816751168,18620,82083042,59636304,23956534894,22706038038,2114523.65,1810865.49,3819751.64,3446899.42,11731852589,11502876673
(주)대한항공,003490,2017/12,18907293604,17177633747,1191174735,1171994396,18330,76272656,49635920,24648674122,23423066865,2246747.36,1896478.87,5844300.51,5500674.54,12092211498,11802818528
(주)대한항공,003490,2018/12,19648001997,17885805408,939531403,907191710,18770,406421492,356725759,25574772722,24368468723,2436768.11,2069012.33,4802997.92,4367865.39,13011645224,12646864991
(주)대한항공,003490,2019/12,21310439947,19508925408,866986118,859764072,19063,115604167,93585690,27014118935,25758375652,2527723.75,2143019.59,4611752.44,3969358.07,12683407265,12291667990
(주)대현,016090,2011/12,,53651988,,5037439,406,,9700,,173743262,,20120.56,,36121.2,,196209581
(주)대현,016090,2012/12,,29143940,,0,454,,9700,,198840460,,23704.8,,38027.71,,216891532
(주)대현,016090,2013/12,,31574512,,0,477,,9700,,216232675,,26656.18,,45204.07,,245290977
(주)대현,016090,2014/12,,30036033,,0,501,,4143,,225743019,,29246.68,,43437.65,,245403416
(주)대현,016090,2015/12,,27707022,,0,501,,9700,,225697006,,29098.13,,47166.36,,259571056
(주)대현,016090,2016/12,,14000097,,0,502,,9700,,249699923,,32335.34,,98953.67,,280173383
(주)대현,016090,2017/12,,47343859,,0,502,,9700,,246853161,,33959.31,,53411.58,,283694373
(주)대현,016090,2018/12,,46947395,,0,497,,9700,,258971501,,35082.81,,57099.4,,286316282
(주)대현,016090,2019/12,,46398961,,0,461,,9700,,263695073,,34183.14,,75090.3,,299583978
(주)대호에이엘,069460,2011/12,46257068,29880228,7500,7500,170,32297811,24657791,133330219,124276183,8529.64,8415.73,23475.74,26332.62,179347681,172103915
(주)대호에이엘,069460,2012/12,49534458,29981631,537863,73500,176,39017516,27989295,143805043,126523794,11556.95,9576.04,24570.4,19404.49,151031967,134927509
(주)대호에이엘,069460,2013/12,46829689,28466921,664363,236200,175,40997814,29880693,126628810,111294953,12448.63,9796.23,18661.12,14968.65,139063658,125380109
(주)대호에이엘,069460,2014/12,,31089672,,7500,173,,30633004,,110290375,,10784.07,,4143.63,,131723452
(주)대호에이엘,069460,2015/12,,30650180,,0,169,,31990305,,89999597,,10394.92,,14444.13,,121584665
(주)대호에이엘,069460,2016/12,,49598951,,11150,168,,34903004,,87036748,,11631.62,,15181.88,,117646225
(주)대호에이엘,069460,2017/12,,26494403,,11150,172,,36517851,,88319324,,12613.79,,22693.43,,126319691
(주)대호에이엘,069460,2018/12,,25791095,,226654,168,,38082434,,88671126,,13113.86,,18508.28,,132411332
(주)대호에이엘,069460,2019/12,,24937117,,260404,160,,39543088,,80920216,,14264.65,,15773.52,,117536747
(주)대호특수강,021040,2011/12,,14703168,,43000,181,,13420000,,118679005,,8986.06,,15555.24,,213832202
(주)대호특수강,021040,2012/12,,52050526,,285000,269,,25545237,,228549049,,12760.88,,3714.01,,220378054
(주)대호특수강,021040,2013/12,,49721010,,0,288,,16129851,,209840299,,18466.58,,24502.02,,314033771
(주)대호특수강,021040,2014/12,,44024635,,1133957,247,,10055000,,169167841,,18266.45,,31946.06,,222066124
(주)대호특수강,021040,2015/12,,45698694,,0,244,,19339562,,154227870,,18142.95,,28664.94,,200872222
(주)대호특수강,021040,2016/12,,43576789,,0,242,,20563813,,141186208,,19778.92,,32669.88,,185678388
(주)대호특수강,021040,2017/12,,48845439,,0,244,,12485550,,151074017,,20611.65,,31229,,205306467
(주)대호특수강,021040,2018/12,,52528247,,362800,245,,18251864,,157282806,,20519.88,,29948.85,,209863691
(주)대호특수강,021040,2019/12,,50708083,,0,250,,21279686,,148023965,,20181.69,,28821.64,,204179606
(주)더 미동,161570,2013/12,180677,174160,0,0,24,0,0,36205998,36236036,1644.9,1623.56,5438.62,5454.99,41879645,41879645
(주)더 미동,161570,2014/12,406510,364432,0,0,33,62719,20800,38080216,38389310,2316.08,2203.15,3447.03,3659.58,36758112,36757876
(주)더 미동,161570,2015/12,262521,245385,0,0,37,42350,20800,58393619,58353264,2297.75,2271.75,2534.41,2079.58,40713758,40703286
(주)더 미동,161570,2016/12,251500,169413,0,0,28,33666,33666,53455517,54563781,2653.43,2384.43,-2009.09,-1610.02,28872693,28872693
(주)더 미동,161570,2017/12,97426,64442,0,0,14,14466,14466,47059771,53589919,2513.37,1249.96,-1547.71,1249.49,28157406,28132442
(주)더 미동,161570,2018/12,148323,66589,0,0,12,14466,14466,33966457,37485592,1853.98,712.5,-11342.99,-14461.28,19602894,19560828
(주)더 미동,161570,2019/12,6628563,40322,6369122,0,11,37790,14466,35112641,35999074,2470.72,616.11,-1501.67,-1368.23,24883150,24559154
(주)더블유게임즈,192080,2019/12,1781145,1341867,0,0,248,0,0,1074710470,692039878,44501.41,9559.37,258377.46,135102.05,513847375,200271921
(주)더블유아이,073570,2011/12,2841059,2816403,0,0,31,3688350,3688350,86706549,75918528,3233.89,2621.13,7303.88,-569.42,52297039,52230213
(주)더블유아이,073570,2012/12,2244818,2244818,0,0,60,3380783,3380783,79559151,64046496,1946.57,1946.57,-7423.34,-12767.54,21961327,21961327
(주)더블유아이,073570,2013/12,184804297,2463170,1879218,0,61,360524890,4079855,266012667,49173513,19429.67,2765.93,39929.98,-6350.27,95416105,16547458
(주)더블유아이,073570,2014/12,,5318205,,0,168,,1157499,,34784838,,24449.11,,34467.67,,118448729
(주)더블유아이,073570,2015/12,,4922691,,500000,104,,1350649,,22525573,,4703.29,,4839.42,,15165610
(주)더블유아이,073570,2016/12,6917584,4076962,0,0,79,4910859,1780859,40535256,34344539,1383.35,1383.35,-9241.22,-9241.22,4764944,4764944
(주)더블유아이,073570,2017/12,7650663,5367826,25000,25000,18,5160901,1937269,30613446,26873064,1799.84,1231.63,-5753.91,-6462.77,12072601,10064001
(주)더블유아이,073570,2018/12,10836842,4909395,0,0,11,5521413,1575263,93185372,50482764,4215.04,1005.3,-9902.21,-12707.45,19277934,4081422
(주)더블유아이,073570,2019/12,,5171809,,0,49,,2008491,,52816652,,2099.98,,5327.31,,24052132
(주)더블유에스아이,299170,2018/12,,,,,2,,,,,,,,,,
(주)더블유에스아이,299170,2019/12,,,,,2,,,,,,,,,,
(주)더존비즈온,012510,2011/12,64822097,64593423,7798095,7798095,608,4931631,4931631,167409573,165343120,36081.83,27576.85,59032.47,49449.06,115664742,112382349
(주)더존비즈온,012510,2012/12,77624539,75096840,8492438,8492437,592,5057631,5057631,192276834,193006584,38308.35,28374.39,71883.12,61796.77,124921239,122977105
(주)더존비즈온,012510,2013/12,78527960,75740634,3418720,3418719,627,5057631,5057631,193373325,195222471,40089.27,29105.42,68577.02,57136.92,129601816,128116096
(주)더존비즈온,012510,2014/12,82579479,79418134,5050038,5050038,1017,5085881,5057631,210570942,209366643,47580.76,31637.62,76815.74,57406.53,136381212,130792452
(주)더존비즈온,012510,2015/12,79433367,76317047,5429744,5429744,1001,5189231,5057631,213534002,212365671,54998.56,50451.44,96240.82,90233.88,157733506,153480924
(주)더존비즈온,012510,2016/12,75560312,72612110,4146604,4146604,1042,5194231,5057631,236494235,236908364,58398.23,54086,109846.79,105157.77,176766996,173040399
(주)더존비즈온,012510,2017/12,103531563,101102593,27681648,27681648,1243,5227331,5057631,273410788,272928964,66045.66,61086.9,131411.08,124593.48,205605875,201743071
(주)더존비즈온,012510,2018/12,83632631,81345455,7596780,7596783,1363,5234331,5057631,278701440,276070616,74496.82,69880,146895.84,141749.37,226933182,223090877
(주)더존비즈온,012510,2019/12,341975040,341329834,21554647,21554646,1436,5210281,5057631,727012781,727626461,83402.41,79332.71,173168.49,166485.79,262663608,259291800
(주)덕산테코피아,317330,2019/12,,73240811,,14045024,155,,42275761,,158858979,,10992.51,,30180.5,,61838936
(주)덕성,004830,2011/12,19648898,17765297,0,0,162,22696558,20687692,89763557,83985122,7909.43,6923.22,10664.57,10521.79,90994471,80029454
(주)덕성,004830,2012/12,22767559,21201119,4227022,4227022,173,22768182,20817234,99879068,92392977,9166,8045.61,14008.65,13779.44,91531135,79107828
(주)덕성,004830,2013/12,24049406,21843099,0,0,180,27944259,25060097,102990690,99916345,10055.88,8955.3,18122.68,17029.07,97418617,90283423
(주)덕성,004830,2014/12,24198416,21856599,149312,16850,185,28691322,25573300,97948255,94508247,9345.45,8837.64,13033.04,12166.06,82288347,77305403
(주)덕성,004830,2015/12,23719109,21447719,582643,582643,171,29205761,25877333,97271143,93367443,9421.49,8384.43,12738.56,11352.91,76938066,71463183
(주)덕성,004830,2016/12,26966349,24918755,3901305,3824599,181,30588345,27384503,108207616,103621373,10031.5,9019.46,16080.63,14693.43,103808604,98630563
(주)덕성,004830,2017/12,30191766,28394869,59024,59025,189,38176231,35014904,105442576,103945702,10358.78,9342.98,15005.53,13665.13,100706194,96190439
(주)덕성,004830,2018/12,30041668,28352843,1724899,1724899,174,38822295,35571799,100557111,98321166,9780.22,8773.15,11453.31,10112.01,83746049,79922736
(주)덕성,004830,2019/12,29299246,27563612,249883,240800,196,39375611,35868425,102872752,97170505,9012.97,9012.97,13091.37,10845.53,86726847,83276447
(주)덕신하우징,090410,2014/12,,33091266,,1986450,247,,17046634,,81220227,,9352.21,,21910.21,,90645621
(주)덕신하우징,090410,2015/12,38918324,35482216,5611130,2339143,326,20489690,18754087,98176729,99674151,13484.49,13422.17,18302.3,19508.06,104896222,107493319
(주)덕신하우징,090410,2016/12,48911219,42967037,9596936,9529669,343,24125085,21463530,111233520,110943056,15089.45,15034.14,6023.29,6692.69,121634452,120269693
(주)덕신하우징,090410,2017/12,47475805,42484288,1885822,1885822,293,25459309,23071596,106622625,104727146,13927.76,13826.7,27314.53,24341,125887825,122876930
(주)덕신하우징,090410,2018/12,46451609,41860731,4006470,4006470,293,25452096,23013796,117771912,115389635,15450.95,15307.85,28886.92,27338.05,135363460,131099317
(주)덕신하우징,090410,2019/12,55588973,51223099,12795921,12795049,236,26296398,23763303,117536854,113737647,17298.69,17139.91,22843.36,21986.56,149006750,145648501
(주)데이타솔루션,263800,2017/12,,936886,,0,226,,0,,62046031,,11514.95,,16864.64,,90041947
(주)데이타솔루션,263800,2018/12,,726632,,0,223,,0,,52873082,,13497.27,,13556.08,,98116700
(주)데이타솔루션,263800,2019/12,,1300620,,0,195,,0,,62996007,,12382.75,,15257.31,,101169469
(주)덱스터스튜디오,206560,2015/12,5506040,4201415,0,0,263,0,0,80140075,79326169,10769.73,9967.32,18459.79,18091.32,26054827,26054827
(주)덱스터스튜디오,206560,2016/12,7069604,7069604,13673,13673,358,0,0,85681521,85748874,14473.6,12805.62,23115.83,21038.03,31776984,31776984
(주)덱스터스튜디오,206560,2017/12,7554983,7466612,0,0,366,0,0,89532234,89108752,17990.63,17847.45,-18077.83,-18488.11,25334023,24984428
