회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별)
(주)모다이노칩,80420,Dec-12,72164488,62869419,71589053,61793809
(주)모다이노칩,80420,Dec-13,95198321,63694824,95010836,62604860
(주)모다이노칩,80420,Dec-14,107669909,66980758,107520775,65929183
(주)모다이노칩,80420,Dec-15,89569441,68704756,89258169,66628870
(주)모다이노칩,80420,Dec-16,183036443,220110246,120131089,172566050
(주)모다이노칩,80420,Dec-17,311755063,238947532,166579438,145739091
(주)모다이노칩,80420,Dec-18,321219499,221581363,139663175,114494393
(주)모다이노칩,80420,Dec-19,320072758,172662262,143900823,102559672
(주)모두투어네트워크,80160,Dec-11,124989354,111730459,121045714,104348700
(주)모두투어네트워크,80160,Dec-12,137890131,115468378,132786722,108132654
(주)모두투어네트워크,80160,Dec-13,146960026,116994467,142915027,110415885
(주)모두투어네트워크,80160,Dec-14,164687554,132326761,155222349,123723039
(주)모두투어네트워크,80160,Dec-15,204324822,114478390,182242379,94967228
(주)모두투어네트워크,80160,Dec-16,237084495,151136372,205831518,137075479
(주)모두투어네트워크,80160,Dec-17,290948152,208697161,249355585,178235670
(주)모두투어네트워크,80160,Dec-18,364973001,200627583,310858815,180019569
(주)모두투어네트워크,80160,Dec-19,297168691,203684840,242318994,188836394
(주)모바일리더,100030,Dec-11,,,10024146,11594410
(주)모바일리더,100030,Dec-12,10058128,18037855,10058128,12612517
(주)모바일리더,100030,Dec-13,16648053,19959293,12039048,15963862
(주)모바일리더,100030,Dec-14,13644173,17449793,7103102,13263447
(주)모바일리더,100030,Dec-15,14304760,19999805,5201422,15579936
(주)모바일리더,100030,Dec-16,13419242,16441662,6275188,12576775
(주)모바일리더,100030,Dec-17,13343523,12793864,6271453,9939995
(주)모바일리더,100030,Dec-18,15345180,18867372,5572070,12277491
(주)모바일리더,100030,Dec-19,23558937,21585744,5451465,10134605
(주)모베이스,101330,Dec-11,128747685,59562235,68760403,42609965
(주)모베이스,101330,Dec-12,201747548,62245769,94320673,32441800
(주)모베이스,101330,Dec-13,276020283,64460419,136557124,44425162
(주)모베이스,101330,Dec-14,382249636,85261550,119905880,59740821
(주)모베이스,101330,Dec-15,254982987,99492092,72613980,48530604
(주)모베이스,101330,Dec-16,285420879,115114018,49860650,40047700
(주)모베이스,101330,Dec-17,320774245,113810592,55904808,50092083
(주)모베이스,101330,Dec-18,375310929,132787032,29406030,48850137
(주)모베이스,101330,Dec-19,652513096,454510197,28045795,54831369
(주)모베이스전자,12860,Dec-11,520053457,216619190,404442230,152518604
(주)모베이스전자,12860,Dec-12,574511202,226749413,458663366,150880455
(주)모베이스전자,12860,Dec-13,675644681,232568216,505299129,163802844
(주)모베이스전자,12860,Dec-14,704960522,253109605,538060396,156920475
(주)모베이스전자,12860,Dec-15,718024012,279837027,563840947,172681290
(주)모베이스전자,12860,Dec-16,731169856,322925126,574275654,229473803
(주)모베이스전자,12860,Dec-17,710241532,262156502,584945911,196245546
(주)모베이스전자,12860,Dec-18,717990836,308365679,606411908,230316890
(주)모베이스전자,12860,Dec-19,771679604,337536524,616170568,264319160
(주)모비스,250060,Dec-16,,,,
(주)모비스,250060,Dec-17,,,2389536,12810500
(주)모비스,250060,Dec-18,2496632,17096766,2496632,16201692
(주)모비스,250060,Dec-19,12147693,21290074,2030264,6711337
(주)모토닉,9680,Dec-11,258237261,361710407,237739047,282317064
(주)모토닉,9680,Dec-12,240382478,390340532,232982933,295975771
(주)모토닉,9680,Dec-13,218166010,391352147,202014614,296642928
(주)모토닉,9680,Dec-14,217222223,348676738,203374276,339568126
(주)모토닉,9680,Dec-15,203254231,325024567,190845603,314930556
(주)모토닉,9680,Dec-16,195300520,325694440,182110458,315540356
(주)모토닉,9680,Dec-17,211531507,328035226,201352456,317591212
(주)모토닉,9680,Dec-18,195253285,338939832,187940437,328686067
(주)모토닉,9680,Dec-19,207639236,341600216,202275905,338779419
(주)모헨즈,6920,Dec-11,63884832,30409929,28234509,11259816
(주)모헨즈,6920,Dec-12,70216874,25138539,29440798,6565000
(주)모헨즈,6920,Dec-13,78885306,29016640,29898373,7800488
(주)모헨즈,6920,Dec-14,98519909,38281131,35765845,11034202
(주)모헨즈,6920,Dec-15,105037738,42588934,39714768,12147690
(주)모헨즈,6920,Dec-16,112234938,43935048,41563233,12718862
(주)모헨즈,6920,Dec-17,117339016,47196093,38478190,11442329
(주)모헨즈,6920,Dec-18,106914819,37348191,39439933,13261021
(주)모헨즈,6920,Dec-19,85683500,27379222,37047844,9374925
(주)무학,33920,Dec-11,202496016,100199791,195680844,99458069
(주)무학,33920,Dec-12,218128966,90587405,211279950,86917807
(주)무학,33920,Dec-13,240065261,133615742,234137340,129878000
(주)무학,33920,Dec-14,290146381,70844184,285232996,66720610
(주)무학,33920,Dec-15,295760850,64387158,278308632,55404009
(주)무학,33920,Dec-16,270169022,99325584,254174484,89495885
(주)무학,33920,Dec-17,250503049,122590209,231322162,107185534
(주)무학,33920,Dec-18,193717859,76095657,177541871,64829904
(주)무학,33920,Dec-19,166377918,115049475,151836953,92486052
(주)미래생명자원,218150,Dec-15,,,,
(주)미래생명자원,218150,Dec-16,,,,
(주)미래생명자원,218150,Dec-17,40926676,24849220,27968934,22510675
(주)미래생명자원,218150,Dec-18,35199454,22373898,23636944,18378002
(주)미래생명자원,218150,Dec-19,50079355,26639405,31780152,22293393
(주)미래아이앤지,7120,Dec-11,25733558,11833148,21542533,11127379
(주)미래아이앤지,7120,Dec-12,35018015,7500542,29093225,6691744
(주)미래아이앤지,7120,Dec-13,26771535,17931623,20817874,17689713
(주)미래아이앤지,7120,Dec-14,18787582,5839036,12770595,5779147
(주)미래아이앤지,7120,Dec-15,9161388,36653416,8987068,36657306
(주)미래아이앤지,7120,Dec-16,9828639,13189476,9871808,12605748
(주)미래아이앤지,7120,Dec-17,7707135,26447989,8033295,25854921
(주)미래아이앤지,7120,Dec-18,6445366,23216877,6453616,22629601
(주)미래아이앤지,7120,Dec-19,7476808,22181201,7479208,21597284
(주)미래컴퍼니,49950,Dec-11,107942542,57184108,100821228,57652302
(주)미래컴퍼니,49950,Dec-12,96358872,67588847,89985775,65891784
(주)미래컴퍼니,49950,Dec-13,63723303,42374315,57945937,40988360
(주)미래컴퍼니,49950,Dec-14,44756184,41286295,37332766,39117279
(주)미래컴퍼니,49950,Dec-15,62403918,45631113,55796793,43686858
(주)미래컴퍼니,49950,Dec-16,80414537,55884421,74306879,53806645
(주)미래컴퍼니,49950,Dec-17,181450622,121408520,175260490,118482061
(주)미래컴퍼니,49950,Dec-18,213396156,103779137,206951173,100726427
(주)미래컴퍼니,49950,Dec-19,97432267,81517047,92458445,78285461
(주)미코,59090,Dec-11,124257358,50389263,74623106,41741668
(주)미코,59090,Dec-12,130434043,48283381,76330410,48190965
(주)미코,59090,Dec-13,123649349,58681564,65180746,51163560
(주)미코,59090,Dec-14,135982035,56920503,45147713,37994292
(주)미코,59090,Dec-15,121532809,64737285,43616229,31374252
(주)미코,59090,Dec-16,140956669,72387218,49599720,28692202
(주)미코,59090,Dec-17,183916090,91025783,71147376,29968236
(주)미코,59090,Dec-18,227421583,158247633,80314284,46993785
(주)미코,59090,Dec-19,236170142,168047919,81371216,53072273
(주)미투온,201490,Dec-16,17042857,38988994,14145588,34571735
(주)미투온,201490,Dec-17,27209665,50394240,14815586,33634190
(주)미투온,201490,Dec-18,98771664,51320508,14985781,7425821
(주)미투온,201490,Dec-19,119101315,78097009,16488255,12571101
(주)바른손,18700,Mar-11,42575724,26103910,40954971,22999916
(주)바른손,18700,Mar-12,77169809,30151192,75899683,28341339
(주)바른손,18700,Mar-13,64171216,19430704,63048769,17391118
(주)바른손,18700,Mar-14,49885700,20624287,49111670,14067685
(주)바른손,18700,Mar-15,29285587,5884624,29186227,8191926
(주)바른손,18700,Mar-16,16560068,2881056,11952743,2933550
(주)바른손,18700,Mar-17,4612329,17797220,3499940,17908187
(주)바른손,18700,Mar-18,9663300,9759908,8732299,7930267
(주)바른손,18700,Mar-19,6551086,24183770,3506172,22113121
(주)바른손이앤에이,35620,Dec-11,9990905,5755201,9590329,5595551
(주)바른손이앤에이,35620,Dec-12,6499325,7173369,6077638,4357532
(주)바른손이앤에이,35620,Dec-13,4185616,6561455,3811626,5127865
(주)바른손이앤에이,35620,Dec-14,2104162,3112415,2104162,1813360
(주)바른손이앤에이,35620,Dec-15,15698007,8490502,15698007,7909006
(주)바른손이앤에이,35620,Dec-16,41653823,24692060,41543823,15028886
(주)바른손이앤에이,35620,Dec-17,31430347,44970216,25074003,10386598
(주)바른손이앤에이,35620,Dec-18,30044467,37083357,16665042,32169118
(주)바른손이앤에이,35620,Dec-19,16975339,9569152,16333644,9139878
(주)바른전자,64520,Dec-11,202628143,59331934,202628143,59874598
(주)바른전자,64520,Dec-12,209098334,49938019,209098334,50395072
(주)바른전자,64520,Dec-13,231950913,56608255,231950913,56588602
(주)바른전자,64520,Dec-14,,,216400982,60012392
(주)바른전자,64520,Dec-15,225459497,75334332,225459497,74291454
(주)바른전자,64520,Dec-16,241570556,78900529,241570556,77890989
(주)바른전자,64520,Dec-17,168479538,52159723,168479538,51356219
(주)바른전자,64520,Dec-18,92979655,40467621,92958710,37857241
(주)바른전자,64520,Dec-19,39481096,44238391,39481096,42514434
(주)바이넥스,53030,Dec-11,53457879,37718659,53123634,38536075
(주)바이넥스,53030,Dec-12,55128609,55170984,52795429,56006123
(주)바이넥스,53030,Dec-13,57296766,38078400,51286370,41788546
(주)바이넥스,53030,Dec-14,,,57586059,55828258
(주)바이넥스,53030,Dec-15,,,66539329,54020789
(주)바이넥스,53030,Dec-16,82108423,48432699,80924373,48276127
(주)바이넥스,53030,Dec-17,78026380,54091262,78026380,46205818
(주)바이넥스,53030,Dec-18,104043177,59262452,104016659,53600691
(주)바이넥스,53030,Dec-19,125258579,73832945,125225659,67767670
(주)바이오니아,64550,Dec-11,22764624,27528303,22317432,31352179
(주)바이오니아,64550,Dec-12,20533918,25485611,20128057,29576777
(주)바이오니아,64550,Dec-13,23904101,29168853,23669427,29703471
(주)바이오니아,64550,Dec-14,17853516,26920530,17210216,27106255
(주)바이오니아,64550,Dec-15,20833715,32204722,20282027,32024771
(주)바이오니아,64550,Dec-16,21703615,23071555,20975096,23525666
(주)바이오니아,64550,Dec-17,23267735,27109798,22792648,27570133
(주)바이오니아,64550,Dec-18,24077826,31168929,22155060,30518813
(주)바이오니아,64550,Dec-19,36292397,43023301,22252596,37331526
(주)바이오로그디바이스,208710,Dec-14,,,,
(주)바이오로그디바이스,208710,Dec-15,44874010,22241940,39662169,23913486
(주)바이오로그디바이스,208710,Dec-16,68614604,26582628,57470448,27422384
(주)바이오로그디바이스,208710,Dec-17,70020158,32230114,55328672,34200707
(주)바이오로그디바이스,208710,Dec-18,81464285,42415493,62002906,37180859
(주)바이오로그디바이스,208710,Dec-19,90419017,35740620,64775997,23450207
(주)바이오솔루션,86820,Dec-18,,,10525412,48486251
(주)바이오솔루션,86820,Dec-19,,,8882482,44792853
(주)바이오스마트,38460,Dec-11,33702845,21804828,31488084,20804167
(주)바이오스마트,38460,Dec-12,42395163,22548499,39667387,23990433
(주)바이오스마트,38460,Dec-13,40341220,19087484,31515290,14555068
(주)바이오스마트,38460,Dec-14,41504417,18256280,28098342,14709058
(주)바이오스마트,38460,Dec-15,54186600,21122432,37441787,17576589
(주)바이오스마트,38460,Dec-16,62989881,35454176,45503046,22693334
(주)바이오스마트,38460,Dec-17,80432645,35853402,55114201,21319577
(주)바이오스마트,38460,Dec-18,117732569,62994048,60672736,25636215
(주)바이오스마트,38460,Dec-19,158967517,102267146,64995904,48548024
(주)바이오톡스텍,86040,Dec-11,23087738,14296969,23432080,11165945
(주)바이오톡스텍,86040,Dec-12,17715967,14562799,17965818,12689609
(주)바이오톡스텍,86040,Dec-13,17272069,16434953,17072862,11325476
(주)바이오톡스텍,86040,Dec-14,15087766,17840446,14213991,13952562
(주)바이오톡스텍,86040,Dec-15,16676482,13549332,14835792,11738010
(주)바이오톡스텍,86040,Dec-16,22256692,16333571,20300373,14231332
(주)바이오톡스텍,86040,Dec-17,25564709,13163621,22351893,11614417
(주)바이오톡스텍,86040,Dec-18,32582096,15862206,24105320,13020322
(주)바이오톡스텍,86040,Dec-19,25853847,17177529,24329643,15857277
(주)바텍,43150,Dec-11,149625813,111149264,98689540,93082254
(주)바텍,43150,Dec-12,175882269,131661992,92394853,88631068
(주)바텍,43150,Dec-13,171517053,148078139,86764292,98752262
(주)바텍,43150,Dec-14,194791464,153076216,96863523,96362829
(주)바텍,43150,Dec-15,217358785,161483644,108901513,93180993
(주)바텍,43150,Dec-16,238338397,250554021,112377253,113005156
(주)바텍,43150,Dec-17,218808934,138289386,153296439,119515829
(주)바텍,43150,Dec-18,234393036,162979276,168887720,137856587
(주)바텍,43150,Dec-19,271702910,187276430,189138285,155054371
(주)배럴,267790,Dec-18,50068540,34794424,50099838,34164449
(주)배럴,267790,Dec-19,59946896,38445796,59440692,36147474
(주)백금티앤에이,46310,Dec-11,104522555,52495109,71533145,44828003
(주)백금티앤에이,46310,Dec-12,106041966,55902454,75299082,39644167
(주)백금티앤에이,46310,Dec-13,81099769,47474744,58695710,35060582
(주)백금티앤에이,46310,Dec-14,94309334,47424790,57872877,33249773
(주)백금티앤에이,46310,Dec-15,92584519,35153005,56288523,32911294
(주)백금티앤에이,46310,Dec-16,60216859,38208145,36744298,32892516
(주)백금티앤에이,46310,Dec-17,101998708,47424495,68146269,40469521
(주)백금티앤에이,46310,Dec-18,112217563,51032421,62247878,34632743
(주)백금티앤에이,46310,Dec-19,155629903,73876811,54558064,30289987
(주)백산,35150,Dec-11,178131543,83748327,145778637,77256505
(주)백산,35150,Dec-12,185390651,88600277,161779184,77280444
(주)백산,35150,Dec-13,177231545,85212123,151700131,76864107
(주)백산,35150,Dec-14,169766437,100888247,145694279,89807068
(주)백산,35150,Dec-15,172072593,99739202,149316291,86991203
(주)백산,35150,Dec-16,200786094,116346986,174059704,98674216
(주)백산,35150,Dec-17,211371854,118981626,178689712,105805118
(주)백산,35150,Dec-18,323119368,177396053,191665660,110593642
(주)백산,35150,Dec-19,468882611,196661417,241436660,121252056
(주)버킷스튜디오,66410,Dec-11,,,27515568,5771200
(주)버킷스튜디오,66410,Dec-12,,,14084966,11126147
(주)버킷스튜디오,66410,Dec-13,,,15787540,9465281
(주)버킷스튜디오,66410,Dec-14,,,21663767,13596224
(주)버킷스튜디오,66410,Dec-15,,,26078568,13649729
(주)버킷스튜디오,66410,Dec-16,,,17961354,6308444
(주)버킷스튜디오,66410,Dec-17,,,16096172,6011489
(주)버킷스튜디오,66410,Dec-18,,,18445342,20081495
(주)버킷스튜디오,66410,Dec-19,,,17584675,15860237
(주)베노홀딩스,206400,Dec-14,,,,
(주)베노홀딩스,206400,Dec-15,20271602,23377884,20102639,21972247
(주)베노홀딩스,206400,Dec-16,20266910,17530578,20247733,15924546
(주)베노홀딩스,206400,Dec-17,18892219,14546419,18888947,14756288
(주)베노홀딩스,206400,Dec-18,15092291,18125643,15045022,17041859
(주)베노홀딩스,206400,Dec-19,15950474,29918799,16109554,30051300
(주)베셀,177350,Dec-15,52751850,46954385,52554919,46584897
(주)베셀,177350,Dec-16,44002936,49377803,43831409,49165592
(주)베셀,177350,Dec-17,80643961,66830621,80513243,65905136
(주)베셀,177350,Dec-18,75788384,56380519,75235199,55843449
(주)베셀,177350,Dec-19,42343768,58913694,40367749,52102605
(주)베스파,299910,Dec-18,124486560,104089218,124486560,98653972
(주)베스파,299910,Dec-19,100572482,61401945,100123379,54987139
(주)벽산,7210,Dec-11,336793187,185768935,252815668,129350856
(주)벽산,7210,Dec-12,318846473,163507135,244893406,126827375
(주)벽산,7210,Dec-13,399388963,222880504,266820648,144166998
(주)벽산,7210,Dec-14,428396771,225895525,285567518,144605179
(주)벽산,7210,Dec-15,442823058,256952642,293984781,168281968
(주)벽산,7210,Dec-16,443779912,263524900,294713122,172336771
(주)벽산,7210,Dec-17,414696624,242825597,250971159,148402836
(주)벽산,7210,Dec-18,432398854,227496068,267776172,138106874
(주)벽산,7210,Dec-19,433534084,201401691,261761390,114883240
(주)보광산업,225530,Dec-15,,,40267561,21642982
(주)보광산업,225530,Dec-16,,,47698115,25505248
(주)보광산업,225530,Dec-17,,,42039497,30789170
(주)보광산업,225530,Dec-18,,,37337946,41686984
(주)보광산업,225530,Dec-19,,,49767222,34338872
(주)보라티알,250000,Dec-17,42068055,49640660,41950240,49237604
(주)보라티알,250000,Dec-18,42014603,39816369,39253402,38324095
(주)보라티알,250000,Dec-19,46789495,57249580,42135809,55468666
(주)보락,2760,Dec-11,,,25276708,15706222
(주)보락,2760,Dec-12,,,31403501,17101646
(주)보락,2760,Dec-13,,,30749426,17400930
(주)보락,2760,Dec-14,,,31151277,18057179
(주)보락,2760,Dec-15,,,31066714,16277386
(주)보락,2760,Dec-16,,,35708601,19257457
(주)보락,2760,Dec-17,,,33456069,18014196
(주)보락,2760,Dec-18,,,33763267,17714368
(주)보락,2760,Dec-19,,,36123805,18754376
(주)보령,3850,Dec-11,,,308005547,149728371
(주)보령,3850,Dec-12,,,312075037,157886671
(주)보령,3850,Dec-13,,,327278734,155114923
(주)보령,3850,Dec-14,,,359490951,167144787
(주)보령,3850,Dec-15,,,401350240,202031884
(주)보령,3850,Dec-16,,,409140007,262015449
(주)보령,3850,Dec-17,422721052,228539114,422721052,228292326
(주)보령,3850,Dec-18,460401670,224545928,460401670,224350953
(주)보령,3850,Dec-19,524268670,231851317,524268670,231681672
(주)본느,226340,Dec-15,,,,
(주)본느,226340,Dec-16,,,,
(주)본느,226340,Dec-17,,,,
(주)본느,226340,Dec-18,29229682,24501139,24842430,22272312
(주)본느,226340,Dec-19,47018567,28557672,32954152,26542989
(주)부-스타,8470,Dec-11,,,62438421,42125840
(주)부-스타,8470,Dec-12,,,67029100,44185394
(주)부-스타,8470,Dec-13,,,68048277,47642871
(주)부-스타,8470,Dec-14,,,72246416,51785069
(주)부-스타,8470,Dec-15,,,77037504,44477244
(주)부-스타,8470,Dec-16,,,86313556,48742172
(주)부-스타,8470,Dec-17,,,78949525,46248295
(주)부-스타,8470,Dec-18,,,81943315,58405885
(주)부-스타,8470,Dec-19,,,96542723,65939756
(주)부방,14470,Dec-11,334669259,72941666,305639687,71334376
(주)부방,14470,Dec-12,328982526,61949991,305740128,61123762
(주)부방,14470,Dec-13,372055119,68170228,355624386,70883050
(주)부방,14470,Dec-14,382206548,83240149,382206548,83240149
(주)부방,14470,Dec-15,121967291,34739971,72220964,20643421
(주)부방,14470,Dec-16,257006997,106552196,14619745,27050141
(주)부방,14470,Dec-17,383330726,99528026,26323558,18103223
(주)부방,14470,Dec-18,348599294,85737219,10113038,15104868
(주)부방,14470,Dec-19,330262944,88146204,5610972,13394184
(주)뷰웍스,100120,Dec-11,35629219,33504311,35285299,31871644
(주)뷰웍스,100120,Dec-12,46820976,36846332,46753327,35775765
(주)뷰웍스,100120,Dec-13,66501264,45369861,65819178,44822163
(주)뷰웍스,100120,Dec-14,70811410,45309910,70249120,44568595
(주)뷰웍스,100120,Dec-15,93438699,60826803,92745632,59788730
(주)뷰웍스,100120,Dec-16,117303133,92225305,116465198,90554114
(주)뷰웍스,100120,Dec-17,123460627,98645894,122607323,92234272
(주)뷰웍스,100120,Dec-18,131403852,106718340,116568491,100603210
(주)뷰웍스,100120,Dec-19,136009901,124410859,125452626,118628842
(주)브리지텍,64480,Dec-11,,,28105315,22869515
(주)브리지텍,64480,Dec-12,,,35449455,29307448
(주)브리지텍,64480,Dec-13,,,42332466,39222682
(주)브리지텍,64480,Dec-14,,,40183859,42385493
(주)브리지텍,64480,Dec-15,,,52454026,52052482
(주)브리지텍,64480,Dec-16,,,55214248,48509623
(주)브리지텍,64480,Dec-17,,,30211608,27032339
(주)브리지텍,64480,Dec-18,,,46502491,34410478
(주)브리지텍,64480,Dec-19,,,35589607,21518962
(주)브이원텍,251630,Dec-17,38720628,78673660,37985173,78214826
(주)브이원텍,251630,Dec-18,54628523,70198722,53788027,69695065
(주)브이원텍,251630,Dec-19,26780003,62998597,26109076,62440132
(주)브이티지엠피,18290,Dec-11,,,59105985,52340568
(주)브이티지엠피,18290,Dec-12,,,53969499,44429265
(주)브이티지엠피,18290,Dec-13,,,52606140,45251636
(주)브이티지엠피,18290,Dec-14,,,53824611,46697026
(주)브이티지엠피,18290,Dec-15,,,47026940,30750343
(주)브이티지엠피,18290,Dec-16,,,41141465,23176017
(주)브이티지엠피,18290,Dec-17,69859691,32184092,40265014,13456502
(주)브이티지엠피,18290,Dec-18,109469851,77398791,52279262,19646877
(주)브이티지엠피,18290,Dec-19,112756600,90563573,64608809,68989745
(주)블루베리엔에프티,44480,Dec-11,25969100,18161613,21939190,16309431
(주)블루베리엔에프티,44480,Dec-12,27282211,18866233,22070619,17683835
(주)블루베리엔에프티,44480,Dec-13,24702331,17949882,20677478,15840454
(주)블루베리엔에프티,44480,Dec-14,18261707,17484085,14699293,15852567
(주)블루베리엔에프티,44480,Dec-15,17443492,16793888,14269722,15840977
(주)블루베리엔에프티,44480,Dec-16,15334875,14897228,12830029,13578206
(주)블루베리엔에프티,44480,Dec-17,14931003,11962564,11902327,10993232
(주)블루베리엔에프티,44480,Dec-18,15350181,47281801,12878535,43444194
(주)블루베리엔에프티,44480,Dec-19,37484494,94040537,11521976,38495642
(주)블루콤,33560,Dec-11,41216047,73975384,40152576,73100697
(주)블루콤,33560,Dec-12,56774888,69804279,57478849,70645135
(주)블루콤,33560,Dec-13,85508234,88015049,80109459,81311356
(주)블루콤,33560,Dec-14,196513183,100813470,190464948,92123655
(주)블루콤,33560,Dec-15,217060294,116339692,221866505,115054328
(주)블루콤,33560,Dec-16,238790401,130240460,248505341,131144135
(주)블루콤,33560,Dec-17,116599132,111503967,121104741,112005805
(주)블루콤,33560,Dec-18,73866708,106325493,65992040,106055351
(주)블루콤,33560,Dec-19,28562802,29030423,27278673,31888013
(주)비덴트,121800,Jun-12,,,31124822,29911608
(주)비덴트,121800,Dec-13,,,26338670,28469895
(주)비덴트,121800,Dec-14,29024533,29408463,29279902,29486915
(주)비덴트,121800,Dec-15,22678785,33474682,22717997,32162406
(주)비덴트,121800,Dec-16,23993768,30240602,17053079,20051613
(주)비덴트,121800,Dec-17,23931470,43049323,15823655,34664935
(주)비덴트,121800,Dec-18,21471982,60900140,19854705,59843864
(주)비덴트,121800,Dec-19,18671853,46880562,17944734,46286632
(주)비보존헬스케어,82800,Dec-11,,,47382168,28635834
(주)비보존헬스케어,82800,Dec-12,,,117695488,49075600
(주)비보존헬스케어,82800,Dec-13,,,133947802,56944863
(주)비보존헬스케어,82800,Dec-14,,,119988864,37035527
(주)비보존헬스케어,82800,Dec-15,,,89738594,33504321
(주)비보존헬스케어,82800,Dec-16,,,68210591,30585441
(주)비보존헬스케어,82800,Dec-17,,,61021493,27949852
(주)비보존헬스케어,82800,Dec-18,,,46003133,50061192
(주)비보존헬스케어,82800,Dec-19,44952919,145512428,43901057,144625009
(주)비비안,2070,Dec-11,235214972,140946850,188072276,107371893
(주)비비안,2070,Dec-12,238468901,130238998,195409773,98256054
(주)비비안,2070,Dec-13,241714607,124906981,203535893,95390669
(주)비비안,2070,Dec-14,216710583,106741554,183214251,81393770
(주)비비안,2070,Dec-15,200322459,107430808,171918797,84436064
(주)비비안,2070,Dec-16,207495269,89647835,177429099,66413067
(주)비비안,2070,Dec-17,215172721,82819102,185229632,61622683
(주)비비안,2070,Dec-18,211392530,79219702,183178185,58847599
(주)비비안,2070,Dec-19,200089190,70253376,176831589,55600798
(주)비상교육,100220,Dec-11,139386115,96851456,111834835,84691172
(주)비상교육,100220,Dec-12,144564444,109200011,119402756,100345420
(주)비상교육,100220,Dec-13,134893857,105563041,124147004,106937454
(주)비상교육,100220,Dec-14,136882108,127237382,130363258,128664967
(주)비상교육,100220,Dec-15,143846023,118150702,138346822,122842021
(주)비상교육,100220,Dec-16,143872246,115077842,136992382,111909705
(주)비상교육,100220,Dec-17,145635804,126349185,132565548,115413484
(주)비상교육,100220,Dec-18,161921532,117397819,140592964,111945302
(주)비상교육,100220,Dec-19,199386233,149287849,180739253,135922663
(주)비씨월드제약,200780,Dec-14,,,35691805,50577915
(주)비씨월드제약,200780,Dec-15,,,41414970,30315076
(주)비씨월드제약,200780,Dec-16,,,45657696,35505818
(주)비씨월드제약,200780,Dec-17,50207424,40947707,50207424,40903286
(주)비씨월드제약,200780,Dec-18,54791756,42945827,54791756,39496075
(주)비씨월드제약,200780,Dec-19,51497337,33845690,52238453,32289799
(주)비아트론,141000,Dec-12,,,53221558,55161295
(주)비아트론,141000,Dec-13,,,32718125,39658507
(주)비아트론,141000,Dec-14,,,32803707,55719620
(주)비아트론,141000,Dec-15,,,45120053,56341711
(주)비아트론,141000,Dec-16,76414019,103996003,76230822,99016973
(주)비아트론,141000,Dec-17,100780806,113399274,100632690,106463764
(주)비아트론,141000,Dec-18,129129271,125242524,128629399,119968058
(주)비아트론,141000,Dec-19,49953294,92029540,48924013,87945762
(주)비에이치,90460,Dec-11,152887054,73208121,153385504,65380109
(주)비에이치,90460,Dec-12,229848875,97247618,225568631,92704992
(주)비에이치,90460,Dec-13,379057928,107442415,347683723,91531045
(주)비에이치,90460,Dec-14,315941048,119858262,293595010,108180243
(주)비에이치,90460,Dec-15,364623180,178385705,333975220,156629809
(주)비에이치,90460,Dec-16,371953545,154353070,296715580,148102876
(주)비에이치,90460,Dec-17,691341627,336138925,513248234,297934978
(주)비에이치,90460,Dec-18,767882470,242169817,473574349,250920261
(주)비에이치,90460,Dec-19,654853721,232725404,351927255,248435015
(주)비엔지티,32790,Dec-11,71404263,26439092,67694549,27757234
(주)비엔지티,32790,Dec-12,63928638,28290807,41874308,14232627
(주)비엔지티,32790,Dec-13,89713795,26559412,19201677,10966339
(주)비엔지티,32790,Dec-14,73181587,20871088,17601545,7487239
(주)비엔지티,32790,Dec-15,61727416,20671085,12792553,9208811
(주)비엔지티,32790,Dec-16,51292674,15177297,8534019,6807865
(주)비엔지티,32790,Dec-17,52949862,19065052,13932664,11226064
(주)비엔지티,32790,Dec-18,49621148,31103975,9468063,24833463
(주)비엔지티,32790,Dec-19,51911129,20872424,16099696,13003619
(주)비엘,142760,Dec-16,,,2500747,17670630
(주)비엘,142760,Dec-17,7607067,30907007,7607067,30816587
(주)비엘,142760,Dec-18,86066821,69232528,18567674,17585781
(주)비엘,142760,Dec-19,72876570,66552062,14422363,14888281
(주)비엘팜텍,65170,Dec-11,54136692,32999280,33377027,15669940
(주)비엘팜텍,65170,Dec-12,64681459,32874298,35351367,16079721
(주)비엘팜텍,65170,Dec-13,50703065,21763023,24337648,18731940
(주)비엘팜텍,65170,Dec-14,61595064,21977863,35201853,11926193
(주)비엘팜텍,65170,Dec-15,57145127,21475442,23410135,9354817
(주)비엘팜텍,65170,Dec-16,73962749,30072810,37454675,16685137
(주)비엘팜텍,65170,Dec-17,83708355,23995466,42545194,11444057
(주)비엘팜텍,65170,Dec-18,87686317,57288990,45933504,37208152
(주)비엘팜텍,65170,Dec-19,58869487,40276739,37321138,30667415
(주)비엠티,86670,Dec-11,45479327,36583052,43838123,35212452
(주)비엠티,86670,Dec-12,44237535,36726687,42218180,36828420
(주)비엠티,86670,Dec-13,51230051,53782456,51230051,55115999
(주)비엠티,86670,Dec-14,60016445,54788664,60016445,56914307
(주)비엠티,86670,Dec-15,55123526,53673087,55123526,56311235
(주)비엠티,86670,Dec-16,41125176,54122825,41125176,57163751
(주)비엠티,86670,Dec-17,63638731,53966084,63638731,53884149
(주)비엠티,86670,Dec-18,76878609,63640168,76878609,63576069
