회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별)
(주)이수화학,5950,Dec-18,1531336138,465347188,1215893736,228498116
(주)이수화학,5950,Dec-19,1516191857,561736255,1212136492,240151302
(주)이스타코,15020,Dec-11,,,7131617,9250273
(주)이스타코,15020,Dec-12,10908289,14706282,5882607,14148364
(주)이스타코,15020,Dec-13,48119946,25082762,41227100,22850956
(주)이스타코,15020,Dec-14,23619679,7464313,7266950,5121582
(주)이스타코,15020,Dec-15,23937807,57730879,6668262,54312313
(주)이스타코,15020,Dec-16,13721933,62486926,5041829,58369854
(주)이스타코,15020,Dec-17,53879625,34656251,37523201,30124860
(주)이스타코,15020,Dec-18,26567531,29977364,6010263,27501276
(주)이스타코,15020,Dec-19,,,23815644,24174284
(주)이스트소프트,47560,Dec-11,32279835,28067839,33138434,26642667
(주)이스트소프트,47560,Dec-12,31320868,27901816,28548822,24181590
(주)이스트소프트,47560,Dec-13,36532871,21410029,27001234,16945332
(주)이스트소프트,47560,Dec-14,42874318,23516796,25135196,19815225
(주)이스트소프트,47560,Dec-15,44068203,20937874,26274936,18424328
(주)이스트소프트,47560,Dec-16,50497446,32577179,20524871,21549307
(주)이스트소프트,47560,Dec-17,58522219,29711661,20921093,16412096
(주)이스트소프트,47560,Dec-18,64686585,42724709,21521886,15755290
(주)이스트소프트,47560,Dec-19,68906896,59536126,19775893,16561382
(주)이아이디,93230,Dec-11,40234502,36260979,29456676,36356752
(주)이아이디,93230,Dec-12,15928065,24497833,15734762,24610046
(주)이아이디,93230,Dec-13,,,6063800,11145970
(주)이아이디,93230,Dec-14,25563249,10248116,9256933,5764683
(주)이아이디,93230,Dec-15,41161887,17573366,37541910,12498575
(주)이아이디,93230,Dec-16,36049633,10601731,36049633,10581382
(주)이아이디,93230,Dec-17,84380435,60538252,84380435,60434158
(주)이아이디,93230,Dec-18,121343274,34615238,121292163,34236943
(주)이아이디,93230,Dec-19,141020916,122370711,69083727,76266828
(주)이엔에프테크놀로지,102710,Dec-11,164332788,71785028,164320278,70930710
(주)이엔에프테크놀로지,102710,Dec-12,232412600,64008597,233040286,52891938
(주)이엔에프테크놀로지,102710,Dec-13,220149412,58117532,213870763,48978563
(주)이엔에프테크놀로지,102710,Dec-14,248589594,76350211,223243014,63450984
(주)이엔에프테크놀로지,102710,Dec-15,311850325,97795801,269853197,77704463
(주)이엔에프테크놀로지,102710,Dec-16,334284650,123640878,289235634,95269578
(주)이엔에프테크놀로지,102710,Dec-17,387027301,115813086,331762967,87743683
(주)이엔에프테크놀로지,102710,Dec-18,425448061,127520497,363613988,100037127
(주)이엔에프테크놀로지,102710,Dec-19,481013219,155796468,398083010,120613957
(주)이엔코퍼레이션,66980,Dec-11,46157865,21241514,46157865,21241514
(주)이엔코퍼레이션,66980,Dec-12,42992872,19669909,40483970,25153165
(주)이엔코퍼레이션,66980,Dec-13,59008976,37283780,48586146,35419481
(주)이엔코퍼레이션,66980,Dec-14,50741372,29646129,41960761,22900560
(주)이엔코퍼레이션,66980,Dec-15,52825056,40024533,28101683,23220516
(주)이엔코퍼레이션,66980,Dec-16,23477074,91781877,20322229,23858500
(주)이엔코퍼레이션,66980,Dec-17,76200362,84548136,23868361,19354181
(주)이엔코퍼레이션,66980,Dec-18,81988308,151255076,19706920,27525918
(주)이엔코퍼레이션,66980,Dec-19,110610982,153305458,16854150,19495737
(주)이엔플러스,74610,Dec-11,13799892,6118333,11337565,12536116
(주)이엔플러스,74610,Dec-12,15923681,4180738,15519940,6330670
(주)이엔플러스,74610,Dec-13,15792589,2206683,15417376,4003541
(주)이엔플러스,74610,Dec-14,16729534,4622288,16611750,6269377
(주)이엔플러스,74610,Dec-15,18088973,6413705,18074680,7482969
(주)이엔플러스,74610,Dec-16,38361918,14029562,38361918,15097842
(주)이엔플러스,74610,Dec-17,44679960,23750561,44679960,19125134
(주)이엔플러스,74610,Dec-18,39778513,37991379,28996470,25143702
(주)이엔플러스,74610,Dec-19,40364029,44206327,34245313,45324451
(주)이엘피,63760,Dec-17,45634187,43552701,45548002,43029022
(주)이엘피,63760,Dec-18,50838818,58925385,50757512,58384421
(주)이엘피,63760,Dec-19,37348781,57942127,37316374,57711737
(주)이엠넷,123570,Dec-11,27384241,38487371,27383379,38310488
(주)이엠넷,123570,Dec-12,32091875,42848599,32091068,42281000
(주)이엠넷,123570,Dec-13,28618082,46967758,28411991,44448928
(주)이엠넷,123570,Dec-14,26696930,52409724,19153792,38542759
(주)이엠넷,123570,Dec-15,26020396,41714877,18601083,24603044
(주)이엠넷,123570,Dec-16,27313009,43705549,18713678,28373043
(주)이엠넷,123570,Dec-17,28809795,49131182,19368550,33838475
(주)이엠넷,123570,Dec-18,31601445,64469630,21206332,44101861
(주)이엠넷,123570,Dec-19,36701874,69625675,24261604,43813221
(주)이엠앤아이,83470,Dec-11,98588769,31659126,59713701,32031562
(주)이엠앤아이,83470,Dec-12,89780866,33401546,52668700,28795098
(주)이엠앤아이,83470,Dec-13,120014162,39950312,91172380,43359138
(주)이엠앤아이,83470,Dec-14,130666537,52932094,89546490,47475960
(주)이엠앤아이,83470,Dec-15,113765619,41818528,72421825,43133174
(주)이엠앤아이,83470,Dec-16,124449341,56924852,79807063,60648059
(주)이엠앤아이,83470,Dec-17,96801649,41052084,69659103,48493178
(주)이엠앤아이,83470,Dec-18,53405357,14556668,35130403,4212116
(주)이엠앤아이,83470,Dec-19,7377848,8827023,1236681,5488301
(주)이엠텍,91120,Dec-11,136576394,57528001,80597704,40012079
(주)이엠텍,91120,Dec-12,299650677,91250799,203551478,71057798
(주)이엠텍,91120,Dec-13,267507521,84483003,166954199,68769642
(주)이엠텍,91120,Dec-14,183609739,111816465,125768697,84619349
(주)이엠텍,91120,Dec-15,206565430,111565007,124584269,98228557
(주)이엠텍,91120,Dec-16,228351899,107255084,148814805,94668653
(주)이엠텍,91120,Dec-17,194381344,94698650,145195909,86154599
(주)이엠텍,91120,Dec-18,286047460,115536542,286351283,119755066
(주)이엠텍,91120,Dec-19,268162562,91644857,206085052,85354190
(주)이오테크닉스,39030,Dec-11,153683195,144972137,147759408,155498287
(주)이오테크닉스,39030,Dec-12,190563018,145976110,204437928,185076018
(주)이오테크닉스,39030,Dec-13,232154361,168277533,217645552,219215367
(주)이오테크닉스,39030,Dec-14,301810544,207283367,273216067,241668719
(주)이오테크닉스,39030,Dec-15,270020677,209043295,233716182,234736880
(주)이오테크닉스,39030,Dec-16,307727032,250908399,285077306,256358897
(주)이오테크닉스,39030,Dec-17,404151529,256055517,376174750,249073706
(주)이오테크닉스,39030,Dec-18,294095045,241001160,271472082,221708501
(주)이오테크닉스,39030,Dec-19,206470463,246642872,180044582,217949077
(주)이원,17940,Dec-11,7059229696,1124266311,6580755184,904386634
(주)이원,17940,Dec-12,7413322216,1377147566,6734355735,1090449343
(주)이원,17940,Dec-13,7205425041,1487282942,6405853167,1176819721
(주)이원,17940,Dec-14,6900474530,1380901392,5912088311,931597893
(주)이원,17940,Dec-15,4695070331,1300240545,3822716363,893337544
(주)이원,17940,Dec-16,3995900597,1477949084,3447722831,1221992078
(주)이원,17940,Dec-17,4408216435,1345734239,3912359398,1067710931
(주)이원,17940,Dec-18,4630199431,1446394637,4152465961,1171600725
(주)이원,17940,Dec-19,4608269823,1412056939,4173961091,1127874156
(주)이월드,84680,Dec-11,16899814,12521716,16899814,12521716
(주)이월드,84680,Dec-12,28110005,20651078,17774315,19221603
(주)이월드,84680,Dec-13,30716456,9071035,19824592,7460120
(주)이월드,84680,Dec-14,,,21869857,6504166
(주)이월드,84680,Dec-15,,,24275543,16015110
(주)이월드,84680,Dec-16,,,29681289,19059847
(주)이월드,84680,Dec-17,,,35025026,36138523
(주)이월드,84680,Dec-18,,,33574123,33106502
(주)이월드,84680,Dec-19,,,183199029,88630260
(주)이즈미디어,181340,Dec-17,53228212,52820198,43286328,46628545
(주)이즈미디어,181340,Dec-18,78919135,63792669,76856196,56264783
(주)이즈미디어,181340,Dec-19,67147273,56214675,65424274,50531489
(주)이지,37370,Dec-11,84650976,52047974,40328703,23983067
(주)이지,37370,Dec-12,101709716,37783741,57858024,16565650
(주)이지,37370,Dec-13,123036581,40982748,71090182,22345171
(주)이지,37370,Dec-14,156223438,46490874,80870229,24498898
(주)이지,37370,Dec-15,151603680,51816937,90640949,36615615
(주)이지,37370,Dec-16,146782154,52072290,93924930,31217728
(주)이지,37370,Dec-17,163964597,52301578,100984173,31437462
(주)이지,37370,Dec-18,112563296,26918996,76538965,18993553
(주)이지,37370,Dec-19,67218335,21783768,44004463,15826248
(주)이지홀딩스,35810,Dec-11,1070174385,521430674,95120557,83139209
(주)이지홀딩스,35810,Dec-12,1388678119,586335347,127017216,57407641
(주)이지홀딩스,35810,Dec-13,1504495769,662128704,113575684,117078067
(주)이지홀딩스,35810,Dec-14,1480288890,681489329,126137173,128493268
(주)이지홀딩스,35810,Dec-15,1440565474,702802819,130731583,101271167
(주)이지홀딩스,35810,Dec-16,1401434755,603857670,132177616,79699177
(주)이지홀딩스,35810,Dec-17,1398088836,576366960,141321839,87989375
(주)이지홀딩스,35810,Dec-18,1509390785,712518426,156851297,101040681
(주)이지홀딩스,35810,Dec-19,1614867962,797321224,155243893,96711679
(주)이큐셀,160600,Dec-15,55853400,35376665,55853400,35337395
(주)이큐셀,160600,Dec-16,66718817,32423255,66644575,35673649
(주)이큐셀,160600,Dec-17,60619125,39710078,60418824,39251547
(주)이큐셀,160600,Dec-18,112748457,51354720,112168341,49150906
(주)이큐셀,160600,Dec-19,93333769,40898167,92640985,39743976
(주)이크레더블,92130,Sep-11,16891451,21108094,16891451,21108094
(주)이크레더블,92130,Sep-12,18367702,22746579,17570239,21229984
(주)이크레더블,92130,Dec-13,19085129,25311094,16565466,22795570
(주)이크레더블,92130,Dec-14,20108612,28016120,17466333,24693688
(주)이크레더블,92130,Dec-15,25568400,31970111,22784407,27936182
(주)이크레더블,92130,Dec-16,31498657,38356969,29180174,33704688
(주)이크레더블,92130,Dec-17,34056744,43135956,31955073,37832487
(주)이크레더블,92130,Dec-18,37243072,49633852,35252869,43628599
(주)이크레더블,92130,Dec-19,40922495,53950206,39421713,47323919
(주)이퓨쳐,134060,Dec-11,,,7729145,14775705
(주)이퓨쳐,134060,Dec-12,,,7392451,12527638
(주)이퓨쳐,134060,Dec-13,,,8385255,13195431
(주)이퓨쳐,134060,Dec-14,,,7990892,11675110
(주)이퓨쳐,134060,Dec-15,,,7485121,11272177
(주)이퓨쳐,134060,Dec-16,,,8525055,11909894
(주)이퓨쳐,134060,Dec-17,,,8584772,10613933
(주)이퓨쳐,134060,Dec-18,,,9828718,12283809
(주)이퓨쳐,134060,Dec-19,,,10686877,14097839
(주)인디에프,14990,Dec-11,246347681,154388183,245015064,153847419
(주)인디에프,14990,Dec-12,215369645,148075325,214939693,147424410
(주)인디에프,14990,Dec-13,197434220,145617859,197156607,145423586
(주)인디에프,14990,Dec-14,187286507,130395700,187272033,130287855
(주)인디에프,14990,Dec-15,171485193,118817103,171489493,118688962
(주)인디에프,14990,Dec-16,202900467,113465221,202902322,113350861
(주)인디에프,14990,Dec-17,201079668,99384404,201081235,99306135
(주)인디에프,14990,Dec-18,197598411,94820174,197600473,94664909
(주)인디에프,14990,Dec-19,202514692,83540038,202190428,83129332
(주)인바디,41830,Dec-11,31560823,31738159,23836927,28497330
(주)인바디,41830,Dec-12,33230296,33725147,23242502,30154231
(주)인바디,41830,Dec-13,36786609,31713257,27233161,27982201
(주)인바디,41830,Dec-14,48940140,40469074,36994981,36984836
(주)인바디,41830,Dec-15,68949098,54127697,52059436,48362267
(주)인바디,41830,Dec-16,79848382,64341158,58870403,56910914
(주)인바디,41830,Dec-17,93253713,75126019,67439604,65304862
(주)인바디,41830,Dec-18,99635443,55513711,69329223,47587428
(주)인바디,41830,Dec-19,117058914,74044209,71968109,64170006
(주)인바이오젠,101140,Dec-11,,,11946874,10215626
(주)인바이오젠,101140,Dec-12,,,10168487,8287438
(주)인바이오젠,101140,Dec-13,,,7966362,9767442
(주)인바이오젠,101140,Dec-14,,,11762124,6890260
(주)인바이오젠,101140,Dec-15,,,8864991,14336516
(주)인바이오젠,101140,Dec-16,,,11545263,12237669
(주)인바이오젠,101140,Dec-17,,,7076786,13317824
(주)인바이오젠,101140,Dec-18,,,7566169,23956644
(주)인바이오젠,101140,Dec-19,,,9795203,32684893
(주)인산가,277410,Dec-17,,,,
(주)인산가,277410,Dec-18,25231613,16111001,25399567,15889552
(주)인산가,277410,Dec-19,25864241,26750474,26019710,26116708
(주)인성정보,33230,Dec-11,250815403,116181941,80035580,29209466
(주)인성정보,33230,Dec-12,258634094,128608569,98129572,46061075
(주)인성정보,33230,Dec-13,255646577,127134090,98790128,43489449
(주)인성정보,33230,Dec-14,257419054,157256462,104488421,60524113
(주)인성정보,33230,Dec-15,256519350,144015713,107296434,51623260
(주)인성정보,33230,Dec-16,252677492,137065603,98761472,46625927
(주)인성정보,33230,Dec-17,255835608,124471825,87883047,32856024
(주)인성정보,33230,Dec-18,258032877,147315705,101075191,43075800
(주)인성정보,33230,Dec-19,246656144,157827163,95057636,51768025
(주)인스코비,6490,Dec-11,,,5475543,9702974
(주)인스코비,6490,Dec-12,,,7984671,10059574
(주)인스코비,6490,Dec-13,12341843,17065963,12235606,16971262
(주)인스코비,6490,Dec-14,25770468,14044915,24276482,14160860
(주)인스코비,6490,Dec-15,16313400,10204637,9610387,8734519
(주)인스코비,6490,Dec-16,37062381,12840579,14610084,11024808
(주)인스코비,6490,Dec-17,49566497,17857321,20826968,10468005
(주)인스코비,6490,Dec-18,58590555,27961284,29321226,16177810
(주)인스코비,6490,Dec-19,75277435,20491662,46086598,16286393
(주)인지디스플레이,37330,Dec-11,414196967,183234842,169584919,66360877
(주)인지디스플레이,37330,Dec-12,352731319,110218194,94904414,57370939
(주)인지디스플레이,37330,Dec-13,272919644,96878253,77225689,44881583
(주)인지디스플레이,37330,Dec-14,326920432,97555022,108785066,50127685
(주)인지디스플레이,37330,Dec-15,311647591,109593451,89751283,55767311
(주)인지디스플레이,37330,Dec-16,389840573,103735076,75681353,54368963
(주)인지디스플레이,37330,Dec-17,478778394,103476403,87446238,50498646
(주)인지디스플레이,37330,Dec-18,514409963,109921099,96956470,50314276
(주)인지디스플레이,37330,Dec-19,557843292,152741640,121746444,87525398
(주)인콘,83640,Dec-11,35420476,22276240,26413404,14923757
(주)인콘,83640,Dec-12,40192496,16154230,35988407,16154230
(주)인콘,83640,Dec-13,41846141,22779228,41846141,22779228
(주)인콘,83640,Dec-14,,,38599028,28045332
(주)인콘,83640,Dec-15,36066307,38494007,36066307,38365982
(주)인콘,83640,Dec-16,36120175,36229986,36120175,36168716
(주)인콘,83640,Dec-17,44012144,48037879,44012144,45900869
(주)인콘,83640,Dec-18,41035478,53222190,41015478,49629255
(주)인콘,83640,Dec-19,30761375,37488857,30752375,37009562
(주)인터로조,119610,Dec-11,,,24491688,23987831
(주)인터로조,119610,Dec-12,,,30074386,25772215
(주)인터로조,119610,Dec-13,,,40127723,32885714
(주)인터로조,119610,Dec-14,,,45435198,39590174
(주)인터로조,119610,Dec-15,,,59557724,48680754
(주)인터로조,119610,Dec-16,73713983,62352281,74175361,62405212
(주)인터로조,119610,Dec-17,80618215,71934806,80252135,71328519
(주)인터로조,119610,Dec-18,79428151,87830292,78230603,83414755
(주)인터로조,119610,Dec-19,92568560,109031149,91940806,103960186
(주)인터플렉스,51370,Dec-11,,,517735322,285206979
(주)인터플렉스,51370,Dec-12,,,765391479,519396590
(주)인터플렉스,51370,Dec-13,,,991096621,367811907
(주)인터플렉스,51370,Dec-14,,,642764474,297696800
(주)인터플렉스,51370,Dec-15,529454378,265911379,489567624,259894681
(주)인터플렉스,51370,Dec-16,575646205,231938157,492170042,209442387
(주)인터플렉스,51370,Dec-17,805539295,316570717,703865074,389586118
(주)인터플렉스,51370,Dec-18,313944604,132307281,180256619,137036659
(주)인터플렉스,51370,Dec-19,439165313,151602937,350246474,158880730
(주)인텍플러스,64290,Dec-11,,,28911301,27037841
(주)인텍플러스,64290,Dec-12,,,26855453,33857787
(주)인텍플러스,64290,Dec-13,,,15398627,24548188
(주)인텍플러스,64290,Dec-14,,,12556267,18247088
(주)인텍플러스,64290,Dec-15,,,23053280,14319276
(주)인텍플러스,64290,Dec-16,,,16731046,11724524
(주)인텍플러스,64290,Dec-17,24305556,20087473,24305556,19531322
(주)인텍플러스,64290,Dec-18,16109102,17869558,16109102,17587158
(주)인텍플러스,64290,Dec-19,40530902,29190197,40083302,28548751
(주)인텔리안테크놀로지스,189300,Dec-16,77790620,68242498,72172868,69147274
(주)인텔리안테크놀로지스,189300,Dec-17,83722395,69892582,75281938,69527124
(주)인텔리안테크놀로지스,189300,Dec-18,109807238,81319289,98515747,76460306
(주)인텔리안테크놀로지스,189300,Dec-19,117971770,76009846,98415264,73316253
(주)인트로메딕,150840,Dec-13,10602595,17028901,9833532,16724649
(주)인트로메딕,150840,Dec-14,10942064,16813884,10787702,16712698
(주)인트로메딕,150840,Dec-15,8259808,24842143,8146096,24762274
(주)인트로메딕,150840,Dec-16,8430313,19118736,8363503,18917364
(주)인트로메딕,150840,Dec-17,,,9009182,17259888
(주)인트로메딕,150840,Dec-18,9873716,14379531,9309535,14385679
(주)인트로메딕,150840,Dec-19,8835741,16512348,8578524,16777793
(주)인트론바이오테크놀로지,48530,Dec-11,,,8553230,10797373
(주)인트론바이오테크놀로지,48530,Dec-12,,,8174344,8261474
(주)인트론바이오테크놀로지,48530,Dec-13,,,9276561,10577503
(주)인트론바이오테크놀로지,48530,Dec-14,,,9980378,21015658
(주)인트론바이오테크놀로지,48530,Dec-15,,,11835200,19256371
(주)인트론바이오테크놀로지,48530,Dec-16,10222261,34757056,10222261,34719051
(주)인트론바이오테크놀로지,48530,Dec-17,10962774,31100658,10962774,30253685
(주)인트론바이오테크놀로지,48530,Dec-18,20584391,40155931,20584391,39337911
(주)인트론바이오테크놀로지,48530,Dec-19,8347462,75286515,8347462,73486634
(주)인팩,23810,Dec-11,185129664,62799406,123197336,41718279
(주)인팩,23810,Dec-12,207057643,69746161,131917130,43200172
(주)인팩,23810,Dec-13,219000107,81540263,144272639,49651620
(주)인팩,23810,Dec-14,218380704,85609362,145367658,50031393
(주)인팩,23810,Dec-15,222771173,97154663,141431267,53682344
(주)인팩,23810,Dec-16,234029970,101865842,148817345,61810422
(주)인팩,23810,Dec-17,238801537,120445671,145511560,50198795
(주)인팩,23810,Dec-18,350396361,124490991,129070997,42103578
(주)인팩,23810,Dec-19,360807845,127939826,124799323,44910553
(주)인포마크,175140,Dec-15,,,52185321,29545285
(주)인포마크,175140,Dec-16,,,63665828,29687215
(주)인포마크,175140,Dec-17,56415906,57075313,56415906,54438957
(주)인포마크,175140,Dec-18,118479219,36336120,112848857,33793568
(주)인포마크,175140,Dec-19,75225410,37346308,74199836,37641271
(주)인포바인,115310,Dec-11,,,15478279,40217647
(주)인포바인,115310,Dec-12,,,16587199,45451889
(주)인포바인,115310,Dec-13,,,19158377,68464592
(주)인포바인,115310,Dec-14,20146577,76449304,20140986,73302067
(주)인포바인,115310,Dec-15,18368396,63625107,18298996,62735908
(주)인포바인,115310,Dec-16,20968999,65241274,20653000,65068329
(주)인포바인,115310,Dec-17,22677735,67229352,21799517,65872451
(주)인포바인,115310,Dec-18,20255026,73765691,20081128,70885079
(주)인포바인,115310,Dec-19,19264774,79361594,19085121,77826192
(주)인피니트헬스케어,71200,Dec-11,109526773,74359900,49491044,48951169
(주)인피니트헬스케어,71200,Dec-12,112776673,54852607,45783500,32972304
(주)인피니트헬스케어,71200,Dec-13,69305124,49363426,37648948,37030235
(주)인피니트헬스케어,71200,Dec-14,62780076,47811944,32267438,39736047
(주)인피니트헬스케어,71200,Dec-15,61794724,59329228,32353549,49042651
(주)인피니트헬스케어,71200,Dec-16,71497683,66010128,38229511,57179567
(주)인피니트헬스케어,71200,Dec-17,72774154,69463078,38468793,60359213
(주)인피니트헬스케어,71200,Dec-18,64315329,72732279,35522684,64060296
(주)인피니트헬스케어,71200,Dec-19,74267025,71325183,39148811,59904861
(주)일승,333430,Dec-19,,,,
(주)일신바이오베이스,68330,Dec-11,,,9004580,10817818
(주)일신바이오베이스,68330,Dec-12,,,12209754,11328875
(주)일신바이오베이스,68330,Dec-13,9724622,10888831,9522253,10662507
(주)일신바이오베이스,68330,Dec-14,12359867,12885665,11504985,12408173
(주)일신바이오베이스,68330,Dec-15,12895915,14372085,12545793,14052198
(주)일신바이오베이스,68330,Dec-16,13357239,21756692,13048288,21442466
(주)일신바이오베이스,68330,Dec-17,12836996,22277236,12570335,22021946
(주)일신바이오베이스,68330,Dec-18,15383067,23106513,15115149,23103406
(주)일신바이오베이스,68330,Dec-19,19635658,28984536,17392622,28734171
(주)일신석재,7110,Dec-11,,,58052675,28776181
(주)일신석재,7110,Dec-12,,,39557865,25141507
(주)일신석재,7110,Dec-13,,,37998958,25394233
(주)일신석재,7110,Dec-14,,,39437448,23906056
(주)일신석재,7110,Dec-15,,,39677898,23758450
(주)일신석재,7110,Dec-16,,,42050477,27158979
(주)일신석재,7110,Dec-17,,,52702961,27009607
(주)일신석재,7110,Dec-18,,,54141724,29366462
(주)일신석재,7110,Dec-19,,,66657756,35559462
(주)일야,58450,Dec-11,67918687,14209968,56439602,10120883
(주)일야,58450,Dec-12,52730274,12010601,50000806,11909346
(주)일야,58450,Dec-13,,,81296099,12542181
(주)일야,58450,Dec-14,,,107552914,15537025
(주)일야,58450,Dec-15,,,65600443,13122661
(주)일야,58450,Dec-16,,,73896031,12615707
(주)일야,58450,Dec-17,,,42797947,9374850
(주)일야,58450,Dec-18,,,28762213,13179927
(주)일야,58450,Dec-19,30205987,20643351,27781083,12328558
(주)일지테크,19540,Dec-11,81135055,68461183,81188920,54665744
(주)일지테크,19540,Dec-12,135293640,109726254,118385182,71862535
(주)일지테크,19540,Dec-13,206267844,94872163,120293751,77264326
(주)일지테크,19540,Dec-14,244511080,129463223,99092221,90572816
(주)일지테크,19540,Dec-15,304829512,154935968,108800796,93312374
(주)일지테크,19540,Dec-16,343246623,153104981,99336628,101294454
(주)일지테크,19540,Dec-17,261122252,126930105,98823298,58486819
(주)일지테크,19540,Dec-18,228507869,104310046,120409830,58587937
(주)일지테크,19540,Dec-19,191126791,107986393,132395201,61460759
(주)일진파워,94820,Dec-11,,,125282606,45814691
(주)일진파워,94820,Dec-12,,,133333218,54301034
(주)일진파워,94820,Dec-13,,,105326502,51921769
(주)일진파워,94820,Dec-14,113328873,41346059,64883654,21685377
(주)일진파워,94820,Dec-15,118488316,45228422,63693923,21648726
(주)일진파워,94820,Dec-16,132728266,56094136,70488113,25761120
(주)일진파워,94820,Dec-17,140744312,56234313,88260278,33670975
(주)일진파워,94820,Dec-18,157590708,68191127,99569411,41584863
(주)일진파워,94820,Dec-19,182759457,75139032,107455456,45631596
(주)잇츠한불,226320,Dec-15,309561740,375228176,309561740,375157433
(주)잇츠한불,226320,Dec-16,267335121,350134478,267458828,349894513
(주)잇츠한불,226320,Dec-17,245737423,419075327,156534277,367158149
(주)잇츠한불,226320,Dec-18,214122093,390707892,142741565,322161790
(주)잇츠한불,226320,Dec-19,204458439,391093532,102894957,282412239
(주)잉크테크,49550,Dec-11,58182613,29793221,55733449,30123785
(주)잉크테크,49550,Dec-12,81045277,43655646,79363907,44009337
(주)잉크테크,49550,Dec-13,89755899,45907389,86600787,45841038
(주)잉크테크,49550,Dec-14,85648143,41587064,83537607,41348705
(주)잉크테크,49550,Dec-15,77217467,39128572,72878186,38822194
(주)잉크테크,49550,Dec-16,73890525,39907443,72135578,39753431
(주)잉크테크,49550,Dec-17,57608453,32121097,55623063,32336412
(주)잉크테크,49550,Dec-18,55346523,35677213,54374086,36459150
(주)잉크테크,49550,Dec-19,59078269,34019261,55756299,34202493
(주)자비스,254120,Dec-16,,,,
(주)자비스,254120,Dec-17,,,,
(주)자비스,254120,Dec-18,,,,
(주)자비스,254120,Dec-19,17059979,19138639,17055479,19100091
(주)자연과환경,43910,Dec-11,34395819,42440086,34333747,38704579
(주)자연과환경,43910,Dec-12,45844628,49012813,42950685,44441365
(주)자연과환경,43910,Dec-13,39763378,36715116,35283106,32498650
(주)자연과환경,43910,Dec-14,12896846,30619394,10191729,18926807
(주)자연과환경,43910,Dec-15,9808905,14399131,6923462,15148802
(주)자연과환경,43910,Dec-16,10116255,13332217,9163559,15461480
(주)자연과환경,43910,Dec-17,13238638,24692752,13212688,29005055
(주)자연과환경,43910,Dec-18,24828281,24713157,24751624,29089821
(주)자연과환경,43910,Dec-19,31709685,39301759,31434561,40672687
(주)장원테크,174880,Dec-16,101228633,41015074,39351465,38595823
(주)장원테크,174880,Dec-17,88636334,33408778,20697024,32307018
(주)장원테크,174880,Dec-18,118254864,40957283,28109444,40026814
(주)장원테크,174880,Dec-19,94837169,37544840,20249951,54067737
(주)정다운,208140,Dec-14,,,,
(주)정다운,208140,Dec-15,,,,
(주)정다운,208140,Dec-16,57768088,30954333,56914083,29769106
(주)정다운,208140,Dec-17,80550125,37442035,80247319,37108434
(주)정다운,208140,Dec-18,105484286,58536871,94883997,53880931
(주)정다운,208140,Dec-19,125822119,45405883,114132619,43712090
(주)정상제이엘에스,40420,Dec-11,86973407,23489067,85851243,22419523
(주)정상제이엘에스,40420,Dec-12,82837563,25263581,78820467,24286844
(주)정상제이엘에스,40420,Dec-13,76587147,20793661,74029974,19903494
(주)정상제이엘에스,40420,Dec-14,78223499,23286485,75714800,22248005
(주)정상제이엘에스,40420,Dec-15,80305840,22880680,77666444,21721877
(주)정상제이엘에스,40420,Dec-16,83423515,22158648,80297235,21033806
(주)정상제이엘에스,40420,Dec-17,84365755,19839410,81001882,19006096
(주)정상제이엘에스,40420,Dec-18,87089272,18076999,83759118,16220100
(주)정상제이엘에스,40420,Dec-19,93567447,18405699,89392125,16889139
(주)정원엔시스,45510,Dec-11,,,176529553,44363639
(주)정원엔시스,45510,Dec-12,,,136081071,35834749
(주)정원엔시스,45510,Dec-13,,,118033830,29173760
(주)정원엔시스,45510,Dec-14,,,128542263,47653368
(주)정원엔시스,45510,Dec-15,144682817,56875836,133863989,52636995
(주)정원엔시스,45510,Dec-16,183874054,54961457,153379619,48613956
(주)정원엔시스,45510,Dec-17,159023250,46475222,121977269,38846888
(주)정원엔시스,45510,Dec-18,147806242,54469889,110588062,45335162
(주)정원엔시스,45510,Dec-19,169191423,67646053,128935978,58698051
(주)제넥신,95700,Dec-11,2661323,15253110,2661323,15121966
(주)제넥신,95700,Dec-12,6251653,21066680,6251653,21066680
(주)제넥신,95700,Dec-13,,,5754727,8928427
(주)제넥신,95700,Dec-14,,,16655692,51699725
(주)제넥신,95700,Dec-15,,,32519853,43417237
(주)제넥신,95700,Dec-16,,,11351915,71864243
(주)제넥신,95700,Dec-17,,,28454503,28892436
(주)제넥신,95700,Dec-18,,,12881557,177517799
(주)제넥신,95700,Dec-19,,,11303045,95816744
(주)제넨바이오,72520,Dec-11,159815967,70798904,143951820,79494033
(주)제넨바이오,72520,Dec-12,226049333,73725058,204226327,80510012
(주)제넨바이오,72520,Dec-13,232366645,68361699,205549064,67853443
(주)제넨바이오,72520,Dec-14,133468551,35886442,102858423,30256861
(주)제넨바이오,72520,Dec-15,104516070,32206778,70020507,20031806
(주)제넨바이오,72520,Dec-16,42363593,14743193,17003992,7699880
(주)제넨바이오,72520,Dec-17,20194428,3114569,15891038,4109640
(주)제넨바이오,72520,Dec-18,7043270,23767143,7043270,24628343
(주)제넨바이오,72520,Dec-19,21968100,36582102,11646248,34700342
