회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),매출액(IFRS개별),매출원가(IFRS연결),판관비(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별)
(주)뷰웍스,100120,Dec-11,35629219,18660890,9431059,49202312,49202312,35285299,18306174,8730532,49229863,49229863
(주)뷰웍스,100120,Dec-12,46820976,23116990,16197831,53600165,53600165,46753327,23191488,14646901,55361418,55361418
(주)뷰웍스,100120,Dec-13,66501264,35436968,18243699,61952582,61952582,65819178,35400142,17107285,64122903,64122903
(주)뷰웍스,100120,Dec-14,70811410,35915882,21638720,70895227,70895227,70249120,35968748,20814692,73694221,73694221
(주)뷰웍스,100120,Dec-15,93438699,51068550,23995401,84689450,84689450,92745632,50908653,22941293,88642656,88642656
(주)뷰웍스,100120,Dec-16,117303133,57081310,29756433,110383288,110383288,116465198,57569136,28463596,114164979,114164979
(주)뷰웍스,100120,Dec-17,123460627,61377971,33447726,126081885,126081885,122607323,61728126,31923979,129455832,129455832
(주)뷰웍스,100120,Dec-18,131403852,65890205,42954227,140747604,140747604,116568491,57170317,36737197,144019327,144019327
(주)뷰웍스,100120,Dec-19,136009901,64082745,45501238,161453632,161453632,125452626,59555761,39570721,164044114,164044114
(주)브리지텍,64480,Dec-11,,,,,,28105315,23434925,3500942,23910878,23910878
(주)브리지텍,64480,Dec-12,,,,,,35449455,25894874,3879894,28140925,28140925
(주)브리지텍,64480,Dec-13,,,,,,42332466,32121244,3754230,36165960,36165960
(주)브리지텍,64480,Dec-14,,,,,,40183859,33253059,3887925,38189442,38189442
(주)브리지텍,64480,Dec-15,,,,,,52454026,42255327,3966020,43090664,43090664
(주)브리지텍,64480,Dec-16,,,,,,55214248,42825657,4233423,49110570,49110570
(주)브리지텍,64480,Dec-17,,,,,,30211608,30524643,4433472,43082739,43082739
(주)브리지텍,64480,Dec-18,,,,,,46502491,41573645,4198616,39444005,39444005
(주)브리지텍,64480,Dec-19,,,,,,35589607,35145640,4376360,32925223,32925223
(주)브이원텍,251630,Dec-17,38720628,19288714,4010882,61440105,61440105,37985173,19269426,3424204,60997390,60997390
(주)브이원텍,251630,Dec-18,54628523,32933761,6029722,76967761,76967761,53788027,32901142,5293380,76682890,76682890
(주)브이원텍,251630,Dec-19,26780003,17167302,4799168,81694859,81694859,26109076,17108478,4241594,81359996,81359996
(주)브이티지엠피,18290,Dec-11,,,,,,59105985,50201204,10928018,22546145,22546145
(주)브이티지엠피,18290,Dec-12,,,,,,53969499,47308884,11262753,21909220,21909220
(주)브이티지엠피,18290,Dec-13,,,,,,52606140,43714759,7170702,23334199,23334199
(주)브이티지엠피,18290,Dec-14,,,,,,53824611,46036228,7340337,19424460,19424460
(주)브이티지엠피,18290,Dec-15,,,,,,47026940,51707076,7806216,16380107,16380107
(주)브이티지엠피,18290,Dec-16,,,,,33420371,41141465,40744934,9085314,33420371,33420371
(주)브이티지엠피,18290,Dec-17,69859691,55919650,20618329,36114057,36114057,40265014,42286785,6352448,26125352,26125352
(주)브이티지엠피,18290,Dec-18,109469851,68785048,27280785,69714444,69714444,52279262,39894376,6863703,51905682,51905682
(주)브이티지엠피,18290,Dec-19,112756600,71659631,30833474,61250730,61250730,64608809,48971086,9394170,62224697,62224697
(주)블루베리엔에프티,44480,Dec-11,25969100,25786134,2034784,24024192,24024192,21939190,21178013,1953289,25210236,25210236
(주)블루베리엔에프티,44480,Dec-12,27282211,23560327,2500514,25768897,25768897,22070619,18072449,2407830,27631021,27631021
(주)블루베리엔에프티,44480,Dec-13,24702331,20976196,2880278,26064453,26064453,20677478,17178165,2580479,28011256,26064453
(주)블루베리엔에프티,44480,Dec-14,18261707,16700026,2616857,25164678,25164678,14699293,13279803,2330011,25164678,25164678
(주)블루베리엔에프티,44480,Dec-15,17443492,16334178,2647678,23782521,23782521,14269722,13135457,2252109,23782521,23782521
(주)블루베리엔에프티,44480,Dec-16,15334875,13988047,2405731,22492186,22492186,12830029,11263523,2051873,22492186,22492186
(주)블루베리엔에프티,44480,Dec-17,14931003,13438598,3034558,20969213,20969213,11902327,10519506,2626211,20969213,20969213
(주)블루베리엔에프티,44480,Dec-18,15350181,13445407,2656011,29068363,29068363,12878535,10654837,1410790,29068363,29068363
(주)블루베리엔에프티,44480,Dec-19,37484494,25990059,15168291,91441990,91441990,11521976,8727912,2160996,44725403,44725403
(주)블루콤,33560,Dec-11,41216047,34417597,6671364,98539376,98539376,40152576,31657873,5533024,99097320,99097320
(주)블루콤,33560,Dec-12,56774888,43381731,7103892,98236624,98236624,57478849,44687464,5656128,102262587,102262587
(주)블루콤,33560,Dec-13,85508234,62436450,9505495,110842328,110842328,80109459,62383093,7875863,111644913,111644913
(주)블루콤,33560,Dec-14,196513183,148300732,14675464,136172671,136172671,190464948,149055192,11838221,132745739,132745739
(주)블루콤,33560,Dec-15,217060294,168502727,16216032,160035010,160035010,221866505,177320752,11990042,156302312,156302312
(주)블루콤,33560,Dec-16,238790401,182133000,29656035,172620212,172620212,248505341,199881971,17782744,172966375,172966375
(주)블루콤,33560,Dec-17,116599132,88991881,15993326,165209048,165209048,121104741,95758450,11870633,175534790,175534790
(주)블루콤,33560,Dec-18,73866708,58832557,14951476,166151992,166151992,65992040,54143241,11249319,177679511,177679511
(주)블루콤,33560,Dec-19,28562802,27723132,12941054,166795530,166795530,27278673,23915924,10216137,179290228,179290228
(주)비덴트,121800,Jun-12,,,,,,31124822,16466460,6489964,44033920,44033920
(주)비덴트,121800,Dec-13,,,,,42578151,26338670,17422042,8530528,42578151,42578151
(주)비덴트,121800,Dec-14,29024533,19454320,8778843,43410250,43410250,29279902,19603349,8685860,43599233,43599233
(주)비덴트,121800,Dec-15,22678785,14949795,9887018,51045548,51045548,22717997,15178039,9381981,51545709,51545709
(주)비덴트,121800,Dec-16,23993768,17045046,12728342,51048444,51048444,17053079,12141219,9850515,47605317,47599856
(주)비덴트,121800,Dec-17,23931470,17360600,13017132,139893466,139893466,15823655,11030320,9059306,139192126,139192126
(주)비덴트,121800,Dec-18,21471982,13625175,6687663,242328440,242328440,19854705,12024147,5187990,242881914,242881914
(주)비덴트,121800,Dec-19,18671853,12262259,8236011,249074447,249074447,17944734,11580714,7705514,249879963,249879963
(주)비보존헬스케어,82800,Dec-11,,,,,,47382168,44489764,4788098,26812457,26812457
(주)비보존헬스케어,82800,Dec-12,,,,,,117695488,103963879,5065002,27850575,27850575
(주)비보존헬스케어,82800,Dec-13,,,,,,133947802,123681853,6136858,35389357,35389357
(주)비보존헬스케어,82800,Dec-14,,,,,,119988864,115647986,7324828,33898334,33898334
(주)비보존헬스케어,82800,Dec-15,,,,,,89738594,89418809,8831104,24653923,24653923
(주)비보존헬스케어,82800,Dec-16,,,,,,68210591,62784234,4937456,22742458,22742458
(주)비보존헬스케어,82800,Dec-17,,,,,,61021493,60318265,5709917,16099543,16099543
(주)비보존헬스케어,82800,Dec-18,,,,,68445914,46003133,54286779,4627050,68445914,68445914
(주)비보존헬스케어,82800,Dec-19,44952919,41653807,5271337,108996583,108996583,43901057,38715425,3967332,109212481,109212481
(주)비비안,2070,Dec-11,235214972,103556153,126151646,154013567,154013567,188072276,76131517,106109560,149554917,149554917
(주)비비안,2070,Dec-12,238468901,108602496,131272467,148970799,139417513,195409773,80512805,112425305,150673081,141119795
(주)비비안,2070,Dec-13,241714607,107558499,141058309,131222957,141447333,203535893,82156326,125351055,130456729,140681105
(주)비비안,2070,Dec-14,216710583,103292161,128655266,138991127,138991127,183214251,81851723,111210779,140134299,140134299
(주)비비안,2070,Dec-15,200322459,92990445,114925023,144907725,134840471,171918797,75281651,100530255,148375835,138308581
(주)비비안,2070,Dec-16,207495269,88997225,120466902,130182406,116575633,177429099,69935595,106328817,135563989,114960398
(주)비비안,2070,Dec-17,215172721,89442890,127242933,112783756,112783756,185229632,71040603,113231063,111469229,111469229
(주)비비안,2070,Dec-18,211392530,89324496,126586336,104610653,104610653,183178185,70734046,112516167,100255730,100255730
(주)비비안,2070,Dec-19,200089190,85862148,114692094,101322923,101322923,176831589,69852877,102622951,102144169,102144169
(주)비상교육,100220,Dec-11,139386115,71778595,52230861,124218062,124218062,111834835,55389235,40053260,133094086,133094086
(주)비상교육,100220,Dec-12,144564444,70544189,52582107,138584095,138584095,119402756,53751528,43612808,143408518,143408518
(주)비상교육,100220,Dec-13,134893857,69440284,46478881,151370268,151370268,124147004,62199592,40982906,153895931,153895931
(주)비상교육,100220,Dec-14,136882108,76764786,43420850,155795031,155795031,130363258,68255660,40862761,160870861,160870861
(주)비상교육,100220,Dec-15,143846023,75356913,40047845,172193294,172193294,138346822,69016735,37438068,179047862,179047862
(주)비상교육,100220,Dec-16,143872246,66375936,42036811,194809151,194809151,136992382,60203875,40042801,198639178,198639178
(주)비상교육,100220,Dec-17,145635804,70135864,49742144,209104096,209104096,132565548,62402175,41976354,208593382,208593382
(주)비상교육,100220,Dec-18,161921532,85089832,66499830,206863373,206863373,140592964,74812595,49558400,212674756,212674756
(주)비상교육,100220,Dec-19,199386233,95992404,81456632,214408238,214408238,180739253,85125230,60773004,225429688,225429688
(주)비씨월드제약,200780,Dec-14,,,,,,35691805,17780327,12649653,61710190,61710190
(주)비씨월드제약,200780,Dec-15,,,,,,41414970,20279654,14519582,67401144,67401144
(주)비씨월드제약,200780,Dec-16,,,,,73875913,45657696,22798307,15948510,73875913,73875913
(주)비씨월드제약,200780,Dec-17,50207424,25970409,15362998,81460487,81460487,50207424,25970410,15358799,81227938,81227938
(주)비씨월드제약,200780,Dec-18,54791756,32962185,16228956,86612549,86612549,54791756,32962185,16075612,86405482,86405482
(주)비씨월드제약,200780,Dec-19,51497337,33694138,18807854,85970721,85970721,52238453,34435253,17991570,85949854,85949854
(주)비아트론,141000,Dec-12,,,,,,53221558,34667846,8104836,51162663,51162663
(주)비아트론,141000,Dec-13,,,,,,32718125,20440417,8286089,56479734,56479734
(주)비아트론,141000,Dec-14,,,,,,32803707,24216166,7754801,58040630,58040630
(주)비아트론,141000,Dec-15,,,,,70348279,45120053,28459744,8330947,70348279,70348279
(주)비아트론,141000,Dec-16,76414019,53525596,8867945,99079410,99079410,76230822,53525596,8764881,99017572,99017572
(주)비아트론,141000,Dec-17,100780806,71213357,8745932,108483513,108483513,100632690,71213357,7872463,108838357,108838357
(주)비아트론,141000,Dec-18,129129271,92104970,7804607,129252709,129252709,128629399,92104970,6732024,129744533,129744533
(주)비아트론,141000,Dec-19,49953294,37967056,8200873,132701818,132701818,48924013,37967056,6925134,133141386,133141386
(주)비에이치,90460,Dec-11,152887054,128434305,11523628,59862780,59862780,153385504,136115708,6422729,61138493,61138493
(주)비에이치,90460,Dec-12,229848875,191068059,14102411,70700646,70700646,225568631,199596421,7512639,71845810,71845810
(주)비에이치,90460,Dec-13,379057928,326510340,21123218,89099144,89099144,347683723,304658536,12954418,95335279,95335279
(주)비에이치,90460,Dec-14,315941048,274881778,22047292,101641685,101641685,293595010,265012373,12433694,108767527,108767527
(주)비에이치,90460,Dec-15,364623180,330970360,24210442,107555366,107555366,333975220,316879801,12824036,116108164,116108164
(주)비에이치,90460,Dec-16,371953545,371602206,26133758,106034055,106034055,296715580,303404755,12871862,122701429,122701429
(주)비에이치,90460,Dec-17,691341627,580991060,34619377,152757239,152757239,513248234,428710657,18586138,154120781,154120781
(주)비에이치,90460,Dec-18,767882470,614519913,62332732,187910520,187910520,473574349,363116029,41651422,173519010,173519010
(주)비에이치,90460,Dec-19,654853721,566414891,25870803,279458070,279458070,351927255,305812388,13466906,239918902,239918902
(주)비엔지티,32790,Dec-11,71404263,66640872,6736655,28828852,28828852,67694549,65160906,3781723,29882221,29882221
(주)비엔지티,32790,Dec-12,63928638,61171413,8667754,18789168,18789168,41874308,43500477,4735439,16820769,16820769
(주)비엔지티,32790,Dec-13,89713795,81755376,10090296,14118621,14118621,19201677,18484030,5152266,10679487,10679487
(주)비엔지티,32790,Dec-14,73181587,64320023,9417251,9076341,9076341,17601545,14463244,3542433,5675881,5675881
(주)비엔지티,32790,Dec-15,61727416,56162451,8328078,8589943,8589943,12792553,10310044,4476661,8582687,8582687
(주)비엔지티,32790,Dec-16,51292674,47022845,5545803,11477237,11477237,8534019,7184740,3550937,10065106,10065106
(주)비엔지티,32790,Dec-17,52949862,48870067,4249291,22537173,22537173,13932664,11312650,2670170,21416836,21416836
(주)비엔지티,32790,Dec-18,49621148,47336745,7891231,18383818,18383818,9468063,8336825,4970039,19096052,19096052
(주)비엔지티,32790,Dec-19,51911129,47004700,8041209,22520543,22520543,16099696,11328396,4050390,23191919,23191919
(주)비엘,142760,Dec-16,,,,,17462229,2500747,1725597,6776903,17462229,17462229
(주)비엘,142760,Dec-17,7607067,6710305,7722445,35192613,35192613,7607067,6710305,7722445,35176992,35176992
(주)비엘,142760,Dec-18,86066821,56691737,35559962,68411333,68411333,18567674,16179315,8357751,35680409,35680409
(주)비엘,142760,Dec-19,72876570,48507850,36754007,58542114,58542114,14422363,12474315,8975678,36068047,36068047
(주)비엘팜텍,65170,Dec-11,54136692,30156992,19596002,36766469,36766469,33377027,15245956,16760249,28600814,28600814
(주)비엘팜텍,65170,Dec-12,64681459,39352593,22930052,35523272,35523272,35351367,16221346,19050785,27764916,27764916
(주)비엘팜텍,65170,Dec-13,50703065,30914780,17893763,30869840,30869840,24337648,10204000,14577229,30695433,30695433
(주)비엘팜텍,65170,Dec-14,61595064,34814034,24808681,36608052,36608052,35201853,13072775,22066977,36565090,36565090
(주)비엘팜텍,65170,Dec-15,57145127,37269389,20029522,32649635,32649635,23410135,8831401,16039697,34062446,34062446
(주)비엘팜텍,65170,Dec-16,73962749,48524448,23623572,29035347,29035347,37454675,17235997,20002523,30724859,30724859
(주)비엘팜텍,65170,Dec-17,83708355,55875980,25064211,27753028,27753028,42545194,22203088,20621726,25398329,25398329
(주)비엘팜텍,65170,Dec-18,87686317,53107434,32493624,71613589,71613589,45933504,16837619,27832631,62106344,62106344
(주)비엘팜텍,65170,Dec-19,58869487,36448814,25207843,50896333,50896333,37321138,15233670,21516562,51756432,51756432
(주)비엠티,86670,Dec-11,45479327,34027831,7375734,40714629,40714629,43838123,31808823,6640660,40758126,40758126
(주)비엠티,86670,Dec-12,44237535,32714730,8140194,41567101,41567101,42218180,30135716,7362898,43341878,43341878
(주)비엠티,86670,Dec-13,51230051,36185144,8148036,52736131,52736131,51230051,36185144,8148036,55248736,55248736
(주)비엠티,86670,Dec-14,60016445,43405265,10897203,56708607,56708607,60016445,43405265,10558770,56758087,56758087
(주)비엠티,86670,Dec-15,55123526,40970779,11920623,57273871,57273871,55123526,40970779,11664616,57510512,57510512
(주)비엠티,86670,Dec-16,41125176,31127911,11155306,55296947,55296947,41125176,31127911,11016995,55780401,55780401
(주)비엠티,86670,Dec-17,63638731,44779146,12871942,57569437,57569437,63638731,44779146,12744606,57974684,57974684
(주)비엠티,86670,Dec-18,76878609,54114954,14556401,66210688,66210688,76878609,54114954,14423868,66557734,66557734
(주)비엠티,86670,Dec-19,74362153,54685890,13299899,70374094,70374094,74362153,54685890,13178509,70578399,70578399
(주)비올,335890,Dec-19,,,,,,,,,,
(주)비와이씨,1460,Dec-11,202084292,121100237,44830441,308809429,308809429,202084292,121580647,43786133,309745095,309745095
(주)비와이씨,1460,Dec-12,216985677,136248902,47334894,333347838,,218764182,138334412,46117278,336750909,336750909
(주)비와이씨,1460,Dec-13,182448693,108950483,48380089,347934103,347934103,182942569,108757564,45069918,357014260,357014260
(주)비와이씨,1460,Dec-14,176909795,102833028,46175471,365429628,365429628,178556072,105419557,45484334,374986398,374986398
(주)비와이씨,1460,Dec-15,182195988,111111979,49953350,378117332,378117332,181640817,110906974,48962065,389272665,389272665
(주)비와이씨,1460,Dec-16,211857618,144343998,51359121,393851103,393851103,211090629,142951325,50601914,395236436,395236436
(주)비와이씨,1460,Dec-17,195815808,126448218,52159591,399338246,399338246,195310605,126379875,51792833,402145543,402145543
(주)비와이씨,1460,Dec-18,197864080,124040905,52476355,407403447,407403447,197123732,125128156,52214284,406908443,406908443
(주)비와이씨,1460,Dec-19,170589027,101169466,46025872,434327454,434327454,169620127,99553309,52971585,427249587,427249587
(주)비즈니스온커뮤니케이션,138580,Dec-17,,,,,,13456561,0,7752602,32012489,32012489
(주)비즈니스온커뮤니케이션,138580,Dec-18,,,,,,15037979,0,9361831,35406975,35406975
(주)비즈니스온커뮤니케이션,138580,Dec-19,,,,,37271296,15677354,0,9481125,37271296,37271296
(주)비지에프,27410,Dec-14,3367999286,2568798140,675080164,572084559,572084559,3303137208,2530828382,659844799,551214718,551214718
(주)비지에프,27410,Dec-15,4334280041,3434192431,716471657,773720171,773720171,4257634355,3394117083,688732610,712441404,712441404
(주)비지에프,27410,Dec-16,5052617837,4048527549,786940078,942161195,942161195,4941266443,4001615799,742698287,847645971,847645971
(주)비지에프,27410,Dec-17,123842619,45154999,68239885,725230947,725230947,5608312,0,7227899,642374377,642374377
(주)비지에프,27410,Dec-18,220593919,100510815,90609762,1515742110,1515742110,86754836,0,20663250,1449352402,1449352402
(주)비지에프,27410,Dec-19,240314527,109878251,101050880,1528254725,1528254725,35695031,0,21303226,1450119517,1450119517
(주)비지에프리테일,282330,Dec-17,938735225,769535907,142682838,388644198,388644198,938656966,769776723,142167680,361170158,361170158
(주)비지에프리테일,282330,Dec-18,5775862323,4756223689,830121949,521663030,521663030,5774158186,4756919130,826970627,494316202,494316202
(주)비지에프리테일,282330,Dec-19,5946068220,4889561258,859883668,622595762,622595762,5943404080,4889095577,858864775,593593344,593593344
(주)비츠로셀,82920,Mar-11,,,,,,46015710,32907183,6430966,46131768,46131768
(주)비츠로셀,82920,Mar-12,,,,,50382342,53465658,39169496,6801145,50382342,50382342
(주)비츠로셀,82920,Mar-13,61468353,44732618,9022837,60396144,60396144,61215244,45013234,8644290,60248307,60248307
(주)비츠로셀,82920,Mar-14,70569071,52914603,10321184,63886618,63886618,69595752,52342195,9591384,64102340,64102340
(주)비츠로셀,82920,Jun-15,82163326,59629056,11712420,75448125,75448125,82467628,60299726,10578999,76259461,76259461
(주)비츠로셀,82920,Jun-16,91020079,62660501,12255799,90434000,90434000,90540215,62623644,11303502,91752289,91752289
(주)비츠로셀,82920,Jun-17,105351685,76915261,10399497,106852323,,101991470,74899815,9536741,107776816,
(주)비츠로셀,82920,Dec-18,112596990,84240586,8718035,120351716,120351716,113080634,85424486,8125677,121184748,121184748
(주)비츠로셀,82920,Dec-19,133438199,97546343,10558111,141445145,141445145,129410384,95284616,9744524,141358241,141358241
(주)비츠로시스,54220,Mar-11,118523752,96992315,12943865,46029045,46029045,104506657,89546704,10972382,46042460,46042460
(주)비츠로시스,54220,Mar-12,121574862,101835936,13666414,51333279,53151851,120622759,101761582,12731741,51331982,53150555
(주)비츠로시스,54220,Mar-13,134326240,113675826,14775625,68049502,68049502,133555372,113260015,13928748,68516277,68516277
(주)비츠로시스,54220,Mar-14,97265580,80410699,18417532,61684764,61684764,96008027,79478575,16920627,63397754,63397754
(주)비츠로시스,54220,Mar-15,85543985,83508441,18067673,60181434,,84705430,82917525,16947320,59889727,60181434
(주)비츠로시스,54220,Mar-16,,,,,,63540760,48998222,12135475,61812260,61812260
(주)비츠로시스,54220,Mar-17,,,,,,72073712,58892966,11158128,68351786,68351786
(주)비츠로시스,54220,Mar-18,,,,,,75293447,66550125,14218011,50583414,48612331
(주)비츠로시스,54220,Mar-19,,,,,,31266242,32292973,21128356,-99527757,-99527757
(주)비츠로테크,42370,Mar-11,82087605,69879066,10737901,46875445,46875445,78219441,66817859,9724197,45341805,45341805
(주)비츠로테크,42370,Mar-12,88409704,76579584,10231909,48774093,,84750368,74261772,9310943,45807955,48774093
(주)비츠로테크,42370,Mar-13,,,,,,85361499,74024511,9978046,51481732,51481732
(주)비츠로테크,42370,Mar-14,,,,,,97884650,84841973,11160902,53202684,53202684
(주)비츠로테크,42370,Jun-15,,,,,,119884799,106235571,12621786,55507187,55507187
(주)비츠로테크,42370,Jun-16,,,,,49918733,103230046,94607758,15754393,49918733,42821034
(주)비츠로테크,42370,Jun-17,232764175,187140583,24646970,194872930,194872930,86734828,73377163,11987159,82463903,82463903
(주)비츠로테크,42370,Jun-18,220440565,182229826,26075727,204885752,204885752,28937727,20268675,6332857,83285522,83285522
(주)비츠로테크,42370,Dec-19,312975670,246288755,29291808,247035753,247035753,30787116,22367922,6132305,84273623,84273623
(주)비케이홀딩스,50090,Dec-11,64570700,58933702,4160858,36774889,36774889,61852372,56881178,3732943,36730358,36730358
(주)비케이홀딩스,50090,Dec-12,58866968,51010788,5953440,45353229,45353229,54766822,48062453,4717171,61181653,61181653
(주)비케이홀딩스,50090,Dec-13,57878075,49473361,6020326,43276437,43276437,50350934,43786164,4534936,61400244,61400244
(주)비케이홀딩스,50090,Dec-14,13179711,10881362,1182462,27966728,,13179711,10881362,1182462,47657299,27966728
(주)비케이홀딩스,50090,Dec-15,,,,,,20682210,17949495,2596802,21912237,21912237
(주)비케이홀딩스,50090,Dec-16,,,,,,43031183,38317882,3532099,29077591,29077591
(주)비케이홀딩스,50090,Dec-17,,,,,30818719,38071774,35347844,3463749,30818719,30818719
(주)비케이홀딩스,50090,Dec-18,14927444,14808218,4026719,27874453,27874453,15426057,15256216,3514197,27874453,27874453
(주)비케이홀딩스,50090,Dec-19,12993006,10988804,2029634,27289085,27289085,13301419,11198119,1901927,27289085,27289085
(주)비투엔,307870,Dec-18,,,,,,,,,,
(주)비투엔,307870,Dec-19,,,,,,,,,,
(주)비트컴퓨터,32850,Dec-11,30736645,24020771,5238361,31242980,31242980,30557773,24801110,4048972,31512021,31512021
(주)비트컴퓨터,32850,Dec-12,32814796,26728163,4757243,30307901,30307901,32648079,27412364,3591785,30453999,30453999
(주)비트컴퓨터,32850,Dec-13,35363295,29315857,4721304,29997471,29997471,35213773,30089189,3797014,30019195,30019195
(주)비트컴퓨터,32850,Dec-14,34660003,26487910,5619124,31254611,31254611,34509144,26854223,5122320,31251818,31251818
(주)비트컴퓨터,32850,Dec-15,37311343,27274082,5037296,35918614,35918614,37162699,27630315,4560737,35877146,35877146
(주)비트컴퓨터,32850,Dec-16,34800927,26480114,4827214,39904524,39904524,34716080,26592343,4513202,39972631,39972631
(주)비트컴퓨터,32850,Dec-17,31905155,23151873,4406391,42381693,42381693,31554469,23057356,3712944,42408026,42408026
(주)비트컴퓨터,32850,Dec-18,32769953,29242174,5697473,42072933,42072933,32611975,29373098,5321116,42186449,42186449
(주)비트컴퓨터,32850,Dec-19,37376712,26310646,4993546,49043484,49043484,37165111,26429004,4612185,48237590,49142704
(주)비피도,238200,Dec-18,,,,,44727873,14870382,8148125,3220834,44727873,44727873
(주)비피도,238200,Dec-19,13012639,7553177,4067168,46293545,46293545,13009644,7552375,4020904,46344942,46344942
(주)빅솔론,93190,Dec-11,79281840,55666748,12524342,60901943,60901943,75914338,57857757,7253223,59940583,59940583
(주)빅솔론,93190,Dec-12,74894093,52263781,12162581,70773437,70773437,71227154,53785302,6913222,70808924,70808924
(주)빅솔론,93190,Dec-13,83988189,54613512,14323917,85796104,85796104,79204923,55252971,9100078,85554940,85554940
(주)빅솔론,93190,Dec-14,78856302,52675525,13226102,96273206,96273206,74745421,54072305,7636065,96291423,96291423
(주)빅솔론,93190,Dec-15,83861117,53696072,15117607,111915942,111915942,78363649,54467704,9162185,111660340,111660340
(주)빅솔론,93190,Dec-16,87574944,56742287,18043967,120171680,120171680,80774588,57499472,11014613,118336842,118336842
(주)빅솔론,93190,Dec-17,89445133,58564956,16744349,138501983,138501983,80933343,57824271,9631030,136377092,136377092
(주)빅솔론,93190,Dec-18,85248786,56846731,15796576,146257567,146257567,77604084,56866273,8750770,144031301,144031301
(주)빅솔론,93190,Dec-19,84844466,58116517,17222144,146933475,146933475,74852401,56249621,9003837,145060356,145060356
(주)빅텍,65450,Dec-11,,,,,,30868279,29677393,4748512,30522420,30522420
(주)빅텍,65450,Dec-12,,,,,,27834143,27363132,4831565,28818171,28818171
(주)빅텍,65450,Dec-13,,,,,,32453011,28669954,2684804,30971340,30971340
(주)빅텍,65450,Dec-14,,,,,,34457445,30278452,2627601,31959919,31959919
(주)빅텍,65450,Dec-15,,,,,,40621164,36229241,2851991,32893330,32893330
(주)빅텍,65450,Dec-16,,,,,,38351993,36181893,3059211,35252964,35252964
(주)빅텍,65450,Dec-17,,,,,,40828484,38610895,3800151,34122125,34122125
(주)빅텍,65450,Dec-18,,,,,,48767203,42137086,5133342,35737346,35737346
(주)빅텍,65450,Dec-19,,,,,,48979452,41515214,4853852,40089273,40089273
(주)빙그레,5180,Dec-11,721329490,505037389,166062550,397028415,397028415,720634377,504621028,165804455,394802514,394802514
(주)빙그레,5180,Dec-12,790017219,538603513,184827971,438516654,438516654,789102353,538084770,184196668,436351430,436351430
(주)빙그레,5180,Dec-13,805971786,573758672,181475406,467605197,467605197,805058851,573219356,181131574,464927308,464927308
(주)빙그레,5180,Dec-14,820996487,586225696,192969453,484011944,484011944,819872484,585633619,192436024,484037982,484037982
(주)빙그레,5180,Dec-15,799571651,575847255,192031683,517163085,517163085,795438210,573401673,191108530,516895945,516895945
(주)빙그레,5180,Dec-16,813166107,567128665,208801596,521755634,521755634,804139945,561290383,207232709,520226897,520226897
(주)빙그레,5180,Dec-17,857454493,611940006,210806151,528845661,528845661,841320054,603632872,206736612,526101272,526101272
(주)빙그레,5180,Dec-18,855162972,634657923,181175434,545076279,545076279,838159210,626250800,176603622,540151310,540151310
(주)빙그레,5180,Dec-19,878334260,647115637,185436474,571139576,571139576,857206874,638020904,177403864,564827940,564827940
(주)사람인에이치알,143240,Dec-12,,,,,,48822488,25809687,17459805,29365706,29365706
(주)사람인에이치알,143240,Dec-13,,,,,61223480,52214408,27011234,18971857,61223480,61223480
(주)사람인에이치알,143240,Dec-14,55301566,27038045,24015330,59786213,,55333146,27038045,23988716,60105456,59786213
(주)사람인에이치알,143240,Dec-15,,,,,64164713,68496029,30689556,27543240,64164713,64234194
(주)사람인에이치알,143240,Dec-16,73701173,28108534,32200336,73749157,73749157,55357477,11633130,30835988,74071608,74071608
(주)사람인에이치알,143240,Dec-17,81347113,28746438,37141228,75707353,75707353,52529118,2453179,35164552,74607058,74607058
(주)사람인에이치알,143240,Dec-18,86145918,0,67270094,89602210,89602210,57494328,0,39304629,87444983,87444983
(주)사람인에이치알,143240,Dec-19,93567189,0,66273532,111258766,111258766,67733872,0,41174475,107516808,107516808
(주)사조대림,3960,Dec-11,418702677,340367781,64904791,150576919,150576919,371465751,300407879,61846014,142246944,142246944
(주)사조대림,3960,Dec-12,454177460,369262123,76417864,143176090,143176090,378399029,309427789,67787795,133712858,133712858
(주)사조대림,3960,Dec-13,508115858,407314772,85986868,140880156,140880156,399418524,322004712,72203987,133007859,133007859
(주)사조대림,3960,Dec-14,543628320,438229055,93517847,147153213,147153213,405812234,324913932,76327216,135328656,135328656
(주)사조대림,3960,Dec-15,715055913,587631729,109620979,249256139,249256139,429808463,343735550,82336533,178883940,178883940
(주)사조대림,3960,Dec-16,953549613,786899336,130206403,259157184,259157184,460627065,362424194,88137191,180076971,180076971
(주)사조대림,3960,Dec-17,987439474,797502517,134570946,301763238,301763238,471851779,366680598,88575224,193082519,193082519
(주)사조대림,3960,Dec-18,937110913,783021369,117832209,316306781,316306781,431028398,346198759,69298972,199805415,199805415
(주)사조대림,3960,Dec-19,1329705655,1138357421,141781552,423887875,423887875,780446517,644695371,105901638,300187134,300187134
(주)사조오양,6090,Dec-11,,,,,,137322948,120122660,3952301,67972036,67972036
(주)사조오양,6090,Dec-12,,,,,,127186238,111547284,4092094,72000981,72000981
