회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),매출액(IFRS개별),매출원가(IFRS연결),판관비(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별)
경인전자(주),9140,Dec-18,18467479,15717988,4491105,54644144,54644144,7834328,6461793,1892014,52919495,52919495
경인전자(주),9140,Dec-19,13310900,10757012,4165529,54463793,54463793,5215908,4204755,1819067,52482881,52482881
경창산업(주),24910,Dec-11,399835323,371412531,22886128,71791210,71791210,383335870,360829634,20448482,63954001,63954001
경창산업(주),24910,Dec-12,423087010,384682311,25774008,86917085,86917085,402047686,370237808,22613596,76977946,76977946
경창산업(주),24910,Dec-13,526639874,465635175,31236120,102486027,102486027,499111497,447130238,27512747,88069816,88069816
경창산업(주),24910,Dec-14,552775088,488076091,36278243,123288708,123288708,520926896,466993277,31288237,104660422,104660422
경창산업(주),24910,Dec-15,598967028,525194852,48798541,138933394,138933394,513547198,467003041,36267859,105187937,105187937
경창산업(주),24910,Dec-16,645787378,562653945,53880849,146696897,146696897,538331209,483546104,38715555,118518925,118518925
경창산업(주),24910,Dec-17,550283024,501951539,51022295,190527848,180563087,468698520,439859484,37616524,159428222,149463461
경창산업(주),24910,Dec-18,596493776,523983986,56004448,163443493,163443493,500886487,439954415,42222181,114205068,114205068
경창산업(주),24910,Dec-19,531349032,494324439,52206986,92410751,92410751,450785699,422124130,40016221,56814958,56814958
계룡건설산업(주),13580,Dec-11,1742432951,1609658300,88026551,513611872,513611872,1278547084,1180049434,63151065,453215452,453215452
계룡건설산업(주),13580,Dec-12,1544875888,1418156363,84431383,516218459,516218459,1056681591,970461595,56545245,452592850,452592850
계룡건설산업(주),13580,Dec-13,1584999771,1470367342,164692596,435382778,435382778,1050639848,982965571,132385722,362131270,362131270
계룡건설산업(주),13580,Dec-14,1633254734,1627247842,109665462,301688105,301688105,1074601305,1104687124,80732274,238482742,238482742
계룡건설산업(주),13580,Dec-15,1522160321,1413906390,72153659,317920136,317920136,1124406620,1051755278,43372215,249252531,249252531
계룡건설산업(주),13580,Dec-16,1958513609,1805402091,75475076,329408742,329408742,1418298386,1314735131,42612165,265081946,265081946
계룡건설산업(주),13580,Dec-17,2240832538,2014410419,111452150,382329685,382329685,1481463089,1337883002,64892052,307019473,307019473
계룡건설산업(주),13580,Dec-18,2292657938,2035053269,103911746,439825103,439825103,1533433178,1375492932,58524232,337869077,337869077
계룡건설산업(주),13580,Dec-19,2275710115,2038171901,101635303,502667231,502667231,1649389656,1480456110,52011089,412171015,412171015
계양전기(주),12200,Dec-11,234655339,194663797,34388336,138598131,138598131,220092997,181629994,31159435,137234800,137234800
계양전기(주),12200,Dec-12,247421110,202391946,42308197,144335382,,230796675,186743584,37993891,147016298,147016298
계양전기(주),12200,Dec-13,260877192,209638962,45095437,149174103,149174103,242463549,194070343,40236790,153563399,153563399
계양전기(주),12200,Dec-14,286533015,230891045,51476376,152920875,152920875,271730762,219584630,46894949,155972512,152920875
계양전기(주),12200,Dec-15,293584375,235573511,50907847,160448786,160448786,281439707,226598818,47171932,160448786,160448786
계양전기(주),12200,Dec-16,339878931,268347440,56076510,179133111,177587654,317306131,252502203,51062113,176236334,174690876
계양전기(주),12200,Dec-17,339922486,270369695,58405248,179487145,179487145,323602676,257851181,54919575,179487145,179487145
계양전기(주),12200,Dec-18,365071318,295612499,60842163,182668483,182668483,353546149,285095439,56459490,182332689,182332689
계양전기(주),12200,Dec-19,375025412,313050452,59626922,177923630,177923630,365594740,306257960,54762888,177608573,177608573
고려산업(주),2140,Dec-11,176877638,154853361,15635504,56065197,56065197,176725355,154706604,15626050,54585428,54585428
고려산업(주),2140,Dec-12,191116449,167201530,17240728,62084126,62084126,186853034,162951872,17240483,58448211,58448211
고려산업(주),2140,Dec-13,202395094,178790064,18557102,66536454,66536454,198975686,175373445,18556451,61669406,61669406
고려산업(주),2140,Dec-14,185090600,156930689,17472367,76117815,76117815,180738229,152580877,17471111,68909172,68909172
고려산업(주),2140,Dec-15,185420059,155843833,22814728,79342019,79342019,181565997,152838524,21386628,71846973,71846973
고려산업(주),2140,Dec-16,172279708,136997038,28603386,85020283,85020283,165242167,136555274,22366594,75608973,75608973
고려산업(주),2140,Dec-17,174524412,141126680,27451035,88758115,88758115,167855863,140680545,21167534,82574771,82574771
고려산업(주),2140,Dec-18,158429984,128298854,24321510,92389590,92389590,151001858,126841576,19647722,85102462,85102462
고려산업(주),2140,Dec-19,192457071,160141445,26503398,95822999,95822999,186152585,159276077,21687737,88403751,88403751
고려신용정보(주),49720,Dec-11,,,,,12338816,80609515,0,77930940,12338816,12338816
고려신용정보(주),49720,Dec-12,83357918,0,81512744,12369077,12369077,82050410,0,80047062,12318565,12318565
고려신용정보(주),49720,Dec-13,82423369,0,82148799,12241328,12241328,79191124,0,78536121,12567153,12567153
고려신용정보(주),49720,Dec-14,81646668,0,79855178,12505230,12505230,80535701,0,78542557,13030598,13030598
고려신용정보(주),49720,Dec-15,82837483,0,77697373,15278842,15278842,82347863,0,77161297,15166982,15166982
고려신용정보(주),49720,Dec-16,84869062,0,79453064,16811407,,84493481,0,78994145,16777237,16602708
고려신용정보(주),49720,Dec-17,,,,,,87786993,0,82797944,17309982,17309982
고려신용정보(주),49720,Dec-18,,,,,19155059,103511313,0,96187305,19155059,19155059
고려신용정보(주),49720,Dec-19,116456558,0,108372770,22548789,22548789,116259222,0,107892208,22834739,22834739
고려아연(주),10130,Dec-11,5556409360,4458063857,130195982,3510411838,3510411838,4857562193,3909018105,65554338,3307573557,3307573557
고려아연(주),10130,Dec-12,5497530087,4599705168,140286019,3986045660,,4926649428,4089247131,72304360,3834852635,3834852635
고려아연(주),10130,Dec-13,4817733929,4081798431,137326267,4331959019,4331959019,4232415605,3546332828,72917720,4177089448,4177089448
고려아연(주),10130,Dec-14,4938531768,4112561294,143297860,4783113804,4783113804,4214904855,3497703036,83108847,4572544139,4572544139
고려아연(주),10130,Dec-15,4771442958,3929484148,169739877,5219368828,5219368828,4087039959,3355029852,95034118,4966734318,4966734318
고려아연(주),10130,Dec-16,5847513112,4904822948,178005576,5662704694,5662704694,5044841798,4249998593,106457862,5343333581,5343333581
고려아연(주),10130,Dec-17,6596671357,5527931675,173987318,6105650755,6105650755,5452393303,4590055684,101147874,5754407677,5754407677
고려아연(주),10130,Dec-18,6883323140,5979323638,139280738,6374527775,6374527775,5527738464,4809737619,70497520,5977354454,5977354454
고려아연(주),10130,Dec-19,6694810890,5743570627,145911426,6838391895,6838391895,5218822665,4415681674,73893298,6345028028,6345028028
고려제강(주),2240,Dec-11,1120070235,910984114,116343137,1271781246,1271781246,525491432,445736191,45999615,914713792,914713792
고려제강(주),2240,Dec-12,1118626320,940096608,127278473,1259039466,1259039466,547093272,474871827,50145226,990316429,990316429
고려제강(주),2240,Dec-13,1080621027,904355612,127693466,1270865278,1270865278,543415683,475439717,51430435,1012554185,1012554185
고려제강(주),2240,Dec-14,1341239003,1118230446,173797352,1488480569,1473771316,557169324,461522076,60549329,1020612699,1012808824
고려제강(주),2240,Dec-15,1473202477,1240187337,188665182,1456028586,1456028586,509762637,423941259,58334272,1022893508,1022893508
고려제강(주),2240,Dec-16,1417444526,1186193034,194233906,1482333327,1482333327,449611059,369113461,57308032,1047939495,1047939495
고려제강(주),2240,Dec-17,1550456863,1309674321,201952926,1458299224,1458299224,459185339,382009069,55141661,1062547177,1062547177
고려제강(주),2240,Dec-18,1577235683,1377150596,162065605,1457078456,1457078456,467174937,396229193,44287673,1074881550,1074881550
고려제강(주),2240,Dec-19,1639715935,1439998069,168066430,1481868598,1470849847,495658416,421143501,44366062,1082739365,1082739365
고려제약(주),14570,Dec-11,,,,,,46545751,24798281,16531181,46970367,46970367
고려제약(주),14570,Dec-12,,,,,,43900158,25284766,16164062,47574601,47574601
고려제약(주),14570,Dec-13,,,,,,41554805,25366450,15153370,47423408,47423408
고려제약(주),14570,Dec-14,,,,,,45392248,27382233,15173285,48790935,48790935
고려제약(주),14570,Dec-15,,,,,,47390586,29569634,15286408,49678758,49678758
고려제약(주),14570,Dec-16,,,,,,55308133,32572114,16602455,53661812,53661812
고려제약(주),14570,Dec-17,,,,,,55402563,32481540,17622257,56973183,56973183
고려제약(주),14570,Dec-18,,,,,,52027667,31649438,16851229,62799496,62799496
고려제약(주),14570,Dec-19,,,,,,55529402,34221226,17891793,65049712,65049712
광동제약(주),9290,Dec-11,313986323,177279111,96284020,249517363,249517363,313293097,178822740,94531291,245308703,245308703
광동제약(주),9290,Dec-12,332641298,197027031,99273836,267270348,,331814544,198946879,97286307,261720295,261720295
광동제약(주),9290,Dec-13,468384620,297951611,126043445,290822186,290822186,467417083,298839894,124308892,284701761,284701761
광동제약(주),9290,Dec-14,522274345,328239818,143575278,314395912,314395912,520972514,328362879,142149740,307372980,307372980
광동제약(주),9290,Dec-15,955453632,722809973,181777196,377727718,377727718,572260618,357994675,165606235,342612655,342612655
광동제약(주),9290,Dec-16,1056428809,808717550,203322313,399679189,399679189,636317841,410024513,180571597,366560935,366560935
광동제약(주),9290,Dec-17,1141565921,894456613,211371858,416301202,416301202,688537398,462258169,189411866,384746299,384746299
광동제약(주),9290,Dec-18,1180219947,938626057,207648986,430838604,430838604,697077550,477506515,185817073,398766553,398766553
광동제약(주),9290,Dec-19,1238254696,979586865,216864593,447457200,447457200,748889470,512168766,195457907,420976522,420976522
광전자(주),17900,Dec-11,389845571,353307402,35713769,227426650,227426650,323121838,294467039,28692087,230206783,230206783
광전자(주),17900,Dec-12,318555624,296694377,27788592,209308625,209308625,247425915,230922977,23173054,215803445,215803445
광전자(주),17900,Dec-13,307661696,283815654,31078431,209021286,209021286,243823179,223591636,24958681,211569405,211569405
광전자(주),17900,Dec-14,235622682,230699621,14830399,221666179,221666179,169793272,168130086,11597571,220201524,220201524
광전자(주),17900,Dec-15,206228996,195022549,22713424,203212882,203212882,178084378,169317336,18564748,203249218,203249218
광전자(주),17900,Dec-16,170928368,154011924,18365579,203311673,203311673,167087928,152727070,15645176,203275162,203275162
광전자(주),17900,Dec-17,177386000,149693302,19409876,206148995,206148995,175514146,150238224,15994038,205452089,205452089
광전자(주),17900,Dec-18,176929800,153392002,21002035,224399899,224399899,172091905,149872566,17226220,224321988,224321988
광전자(주),17900,Dec-19,166182499,146915032,20720245,222416088,222416088,159105643,142045409,17661615,220748193,220748193
광진실업(주),26910,Dec-11,,,,,,77397539,66220413,5482168,28586046,28586046
광진실업(주),26910,Dec-12,,,,,,73294427,66952016,4479626,28837092,28837092
광진실업(주),26910,Dec-13,,,,,,56242214,51916294,4438262,28099023,28099023
광진실업(주),26910,Dec-14,,,,,,46726213,41429715,4142705,28285526,28285526
광진실업(주),26910,Dec-15,,,,,,42106391,38185412,4152143,28634142,28634142
광진실업(주),26910,Dec-16,,,,,,38235287,34008443,4130903,28473768,28473768
광진실업(주),26910,Dec-17,,,,,,42494221,37963505,3770104,28979583,28979583
광진실업(주),26910,Dec-18,,,,,,43646396,39496705,3854337,29139015,29139015
광진실업(주),26910,Dec-19,,,,,,42982094,39857771,4333881,28078355,28078355
국도화학(주),7690,Dec-11,874826284,799073624,37962043,315507469,315507469,647898271,587753183,30896981,295561578,295561578
국도화학(주),7690,Dec-12,841385314,757815584,43032916,336831414,336831414,620364704,552332316,34863904,317284554,317284554
국도화학(주),7690,Dec-13,911946964,821815260,49578703,362735131,362735131,655660067,582501617,39628519,339378211,339378211
국도화학(주),7690,Dec-14,977957815,892128517,54280370,379074201,379074201,668499923,607364503,42553283,348764973,348764973
국도화학(주),7690,Dec-15,1011877773,873281853,60626769,430715016,430715016,705926474,594112465,46984495,394438973,394438973
국도화학(주),7690,Dec-16,952633436,851877066,63772867,445848506,445848506,628092178,554128370,48247082,406704804,406704804
국도화학(주),7690,Dec-17,1075981117,950587644,68887139,467880576,467880576,701100095,609656060,52100050,424852275,424852275
국도화학(주),7690,Dec-18,1280615690,1138693884,73307303,499645831,499645831,834411310,740714210,55663483,445036050,445036050
국도화학(주),7690,Dec-19,1121448683,994346809,84992195,528159841,534498865,854061501,749339873,67034035,468653548,468653548
국일신동(주),60480,Dec-14,,,,,,33676665,29924202,1898324,38119861,38119861
국일신동(주),60480,Dec-15,,,,,,30074323,27540864,1648894,38569996,38569996
국일신동(주),60480,Dec-16,,,,,,27699446,25363399,1625062,38426436,38426436
국일신동(주),60480,Dec-17,,,,,,33305118,27570850,1834857,41090238,41090238
국일신동(주),60480,Dec-18,,,,,,29257233,26399443,1670321,41203632,41203632
국일신동(주),60480,Dec-19,,,,,,28614669,26690605,2082031,47338032,47338032
국일제지(주),78130,Dec-11,229898811,213363816,15494627,47442723,47442723,57244830,46780835,4767701,37112078,37112078
국일제지(주),78130,Dec-12,140597175,130950502,7937124,39028979,39028979,56469045,45875285,6223582,31195200,31195200
국일제지(주),78130,Dec-13,107403122,96808750,8605126,37281427,37281427,52618557,42622007,6105897,32255491,32255491
국일제지(주),78130,Dec-14,96901970,89508650,8139873,30756704,,48690355,42005888,5423795,31013899,30756704
국일제지(주),78130,Dec-15,,,,,,41456781,35429939,5132189,50220698,50220698
국일제지(주),78130,Dec-16,,,,,,40446022,34349763,5984355,55222999,55222999
국일제지(주),78130,Dec-17,,,,,,43992705,37857027,5824598,57715544,57715544
국일제지(주),78130,Dec-18,,,,,55729729,48707045,43256968,5083715,55729729,55729729
국일제지(주),78130,Dec-19,83852676,76758032,6370914,43996046,43996046,83852676,76758032,6085539,43994455,43994455
국제약품(주),2720,Mar-11,132045610,73540856,50254644,73872229,73872229,131308308,73010175,50146488,73514422,73514422
국제약품(주),2720,Dec-12,126768061,82361182,59114772,55352388,,122228356,78642501,58339151,54884984,54884984
국제약품(주),2720,Dec-13,120461297,72687893,46726446,58328922,58328922,117282673,71219071,44181960,58867900,58867900
국제약품(주),2720,Dec-14,122426377,75259686,48589645,50853063,50853063,117519247,72432588,46537970,50809168,50809168
국제약품(주),2720,Dec-15,117636992,64860724,50678376,68458879,68458879,111651493,62598319,47493285,68053723,68053723
국제약품(주),2720,Dec-16,120684006,66903453,49811287,67519224,67519224,114992377,64556228,46526540,67345505,67345505
국제약품(주),2720,Dec-17,123310224,71838725,48907323,67778304,67778304,122290581,70973281,47907749,67276822,67276822
국제약품(주),2720,Dec-18,107681163,58871967,45522179,68698153,68698153,106305203,57955445,45370901,67712088,67712088
국제약품(주),2720,Dec-19,111121601,58136153,47414691,60953953,60953953,108709297,56357991,46756523,59742662,59742662
그랜드코리아레저(주),114090,Dec-11,,,,,,524911870,356839993,30616183,221318869,221318869
그랜드코리아레저(주),114090,Dec-12,,,,,,502404460,315915514,40076908,331431251,331431251
그랜드코리아레저(주),114090,Dec-13,,,,,,561327447,336648069,33551439,395536495,395536495
그랜드코리아레저(주),114090,Dec-14,,,,,,540680448,358629749,34288366,431411913,431411913
그랜드코리아레저(주),114090,Dec-15,,,,,,505663483,350704971,36580971,456239880,456239880
그랜드코리아레저(주),114090,Dec-16,,,,,,548230023,364909691,32137389,518726390,518726390
그랜드코리아레저(주),114090,Dec-17,,,,,532052448,501295524,354922783,38204230,532052448,532052448
그랜드코리아레저(주),114090,Dec-18,480339214,339769800,35510952,562086555,562086555,480339214,338685734,36747355,562024001,562024001
그랜드코리아레저(주),114090,Dec-19,490752464,356614226,37335604,585172372,585172372,490752464,357090945,37299441,584954011,584954011
그레이트리치과기유한공사,900290,Jun-16,164474872,107641396,7989978,168914664,168914664,,,,,
그레이트리치과기유한공사,900290,Jun-17,238723143,164179339,15483266,291526037,291526037,,,,,
그레이트리치과기유한공사,900290,Jun-18,305440854,225046769,16383675,342505936,342505936,,,,,
그레이트리치과기유한공사,900290,Jun-19,368018536,271123023,19497703,507106657,507106657,,,,,
그린케미칼(주),83420,Dec-11,,,,,,177400003,158890652,5727389,90252133,90252133
그린케미칼(주),83420,Dec-12,,,,,,217154053,197290735,5796716,98559437,98559437
그린케미칼(주),83420,Dec-13,,,,,,242992607,224059059,7212651,106214115,106214115
그린케미칼(주),83420,Dec-14,,,,,,251617414,229983922,7427092,115821491,115821491
그린케미칼(주),83420,Dec-15,,,,,,219885612,208686659,8153950,115937049,115937049
그린케미칼(주),83420,Dec-16,,,,,,243610800,230363625,9182399,115501770,115501770
그린케미칼(주),83420,Dec-17,,,,,,253655651,240391216,9730803,109741658,109741658
그린케미칼(주),83420,Dec-18,,,,,,254122105,242703695,8053583,107239350,107239350
그린케미칼(주),83420,Dec-19,,,,,,231874453,216244886,7818967,108493854,108493854
극동유화(주),14530,Dec-11,,,,,,315587653,281808896,20091220,92620361,92620361
극동유화(주),14530,Dec-12,,,,,,333186945,293930733,21539570,103313033,103313033
극동유화(주),14530,Dec-13,,,,,113519445,306046653,265672950,22275128,113519445,110612125
극동유화(주),14530,Dec-14,291576813,256222531,22352240,119668332,119668332,286401863,251265405,22303893,117961627,117961627
극동유화(주),14530,Dec-15,262018391,221072642,22859703,130516205,130516205,256079390,215849305,22746256,129767925,129767925
극동유화(주),14530,Dec-16,239781642,200305447,21342437,139880976,139880976,234721664,195565724,21048269,140260083,140260083
극동유화(주),14530,Dec-17,490067711,453840154,22622815,148390946,148390946,361599601,328846808,20498349,147759692,147759692
극동유화(주),14530,Dec-18,830880010,785383663,26939752,159930221,159930221,829436733,783803806,26634923,156832696,156832696
극동유화(주),14530,Dec-19,795562281,750024149,28883620,169282719,169282719,792464465,747163511,28383986,164528079,164528079
글로벌에스엠테크리미티드,900070,Dec-11,89400565,68612711,15552273,87858721,84549237,,,,,
글로벌에스엠테크리미티드,900070,Dec-12,82825379,63174777,15237016,81688766,81688766,,,,,
글로벌에스엠테크리미티드,900070,Dec-13,80729012,61257219,15679715,82725582,82725582,,,,,
글로벌에스엠테크리미티드,900070,Dec-14,69100639,51559111,13304039,79927866,79927866,,,,,
글로벌에스엠테크리미티드,900070,Dec-15,80988541,61790748,17560531,87174538,82927278,,,,,
글로벌에스엠테크리미티드,900070,Dec-16,109514967,79865347,23016690,92939840,92939840,,,,,
글로벌에스엠테크리미티드,900070,Dec-17,104699595,77304779,23579277,91584288,91584288,,,,,
글로벌에스엠테크리미티드,900070,Dec-18,103471394,77159064,25607611,89479264,89479264,,,,,
글로벌에스엠테크리미티드,900070,Dec-19,109293207,80791455,23928427,93092820,93092820,,,,,
글로벌텍스프리(주),204620,Dec-14,,,,,,,,,,
글로벌텍스프리(주),204620,Dec-15,,,,,,,,,,
글로벌텍스프리(주),204620,Dec-16,,,,,,,,,,
글로벌텍스프리(주),204620,Dec-17,32962878,0,32154351,64041953,64041953,28128565,0,27016651,68498334,68498334
글로벌텍스프리(주),204620,Dec-18,41536412,0,40840409,73914922,73914922,33387350,0,32704707,77000947,77000947
글로벌텍스프리(주),204620,Dec-19,59766505,0,52838939,72902531,72902531,48398852,0,41626746,78399669,78399669
글로본(주),19660,Mar-11,,,,,,,,,,
글로본(주),19660,Mar-12,,,,,,,,,,
글로본(주),19660,Mar-13,,,,,,,,,,
글로본(주),19660,Mar-14,,,,,,,,,,
글로본(주),19660,Mar-15,,,,,,,,,,
글로본(주),19660,Mar-16,,,,,,,,,,
글로본(주),19660,Dec-17,,,,,,7109864,4094828,9888646,23949540,23949540
글로본(주),19660,Dec-18,,,,,,29814829,21943840,6279334,28008748,28008748
글로본(주),19660,Dec-19,,,,,,10307315,7658218,7315261,20766735,20766735
금강공업(주),14280,Dec-11,305228403,263434117,32966476,192841072,192841072,289006169,250144887,27577196,174333931,174333931
금강공업(주),14280,Dec-12,393382320,335432685,37555105,202150447,242021592,376902952,323645621,30738629,183963263,183963263
금강공업(주),14280,Dec-13,694265027,586054549,76173149,257339628,257339628,424978193,363381755,39420467,191731043,191731043
금강공업(주),14280,Dec-14,711602081,594544439,75619585,274606804,274606804,452489664,385592959,40933318,201691005,201691005
금강공업(주),14280,Dec-15,565957188,463512795,70207642,269957869,269957869,353371950,291361839,40147416,210390810,210390810
금강공업(주),14280,Dec-16,603160426,469393066,77438616,304798428,304798428,414980534,324552979,45943521,238178561,238178561
금강공업(주),14280,Dec-17,613247470,487340243,79931750,331106549,331106549,436404458,347716337,49124616,256707929,256707929
금강공업(주),14280,Dec-18,567908394,465489830,77100998,354235315,354235315,392478465,333288025,45446827,265248420,265248420
금강공업(주),14280,Dec-19,549727642,464089077,83018810,345941608,345941608,321519066,277912949,46372216,257126972,257126972
금강철강(주),53260,Dec-11,289722760,274202554,4535418,82945701,82945701,289118925,273495147,4229064,84030125,84030125
금강철강(주),53260,Dec-12,256428227,242564428,4732574,90698417,90698417,256209766,242209278,4738237,90609580,90609580
금강철강(주),53260,Dec-13,246772112,234142262,5861373,95973215,95973215,246531187,233720294,5654471,95299892,95299892
금강철강(주),53260,Dec-14,200571035,190076301,6051421,99911939,99911939,200136589,189627699,5775740,99415357,99415357
금강철강(주),53260,Dec-15,159498224,148828083,6415278,104704227,104704227,158952119,148309115,5640141,103730367,103730367
금강철강(주),53260,Dec-16,162710392,152191332,6426010,108918749,108918749,162071107,151576252,5625188,108152968,108152968
금강철강(주),53260,Dec-17,197209289,186643403,6940550,107467707,107467707,196478390,186004399,6028347,106739862,106739862
금강철강(주),53260,Dec-18,195048267,185356252,8194092,109046913,109046913,193985799,184565248,6500565,107392346,107392346
금강철강(주),53260,Dec-19,171338156,161681394,7498393,110072771,110072771,170313296,160952803,6477371,108501637,108501637
금호건설(주),2990,Dec-11,1739467052,1576927536,83871022,121155781,121155781,1687757193,1545731877,82876672,-198515259,-198515259
금호건설(주),2990,Dec-12,1499864342,1393847209,270796338,14520651,14520651,1499639378,1393674614,271069548,-18462490,-18462490
금호건설(주),2990,Dec-13,1434495416,1328296316,47343638,153166685,153166685,1433682096,1328122440,47310651,107894174,107894174
금호건설(주),2990,Dec-14,1523544063,1425442192,58286102,300902829,300902829,1522759522,1425265808,58262389,199507624,199507624
금호건설(주),2990,Dec-15,1530988130,1444535317,65675645,290170399,290170399,1530257353,1444379637,65640839,202630155,202630155
금호건설(주),2990,Dec-16,1353709568,1249742010,62166296,311258016,311258016,1352983409,1249587925,62113788,320110028,320110028
금호건설(주),2990,Dec-17,1297945639,1188934061,77957144,392692827,392692827,1297393428,1188785657,77876599,312011580,312011580
금호건설(주),2990,Dec-18,1376712465,1277200916,57255106,356297250,356297250,1376234626,1277050203,57189019,347951835,347951835
금호건설(주),2990,Dec-19,1597734215,1481943775,60313784,376492604,376492604,1597271636,1481792398,60237901,375764590,375764590
금호석유화학(주),11780,Dec-11,6457354166,5410343100,207961624,1557077504,1557077504,5292118911,4458998257,167332577,1206578278,1206578278
금호석유화학(주),11780,Dec-12,5883690067,5480613208,179274074,1658351955,,4872724692,4505385253,152555668,1264491134,1264491134
금호석유화학(주),11780,Dec-13,5132132486,4817739012,180164452,1559758926,1559758926,4193220007,3875961590,156798057,1164995525,1164995525
금호석유화학(주),11780,Dec-14,4765671058,4418681423,162124645,1641582073,1641582073,3766992357,3437177308,141425538,1233428390,1233428390
금호석유화학(주),11780,Dec-15,3934509038,3600583121,169975890,1663749145,1663749145,3159552412,2867846406,147406908,1207714988,1207714988
금호석유화학(주),11780,Dec-16,3970435497,3637513283,175845506,1727900732,1727900732,3138617263,2858105087,147262108,1236365039,1236365039
금호석유화학(주),11780,Dec-17,5064779318,4636527054,165625834,1956803041,1956803041,3926050763,3567607806,142091853,1381515451,1381515451
금호석유화학(주),11780,Dec-18,5584910609,4854225738,176051789,2348147098,2348147098,3899573264,3464660136,149847961,1517846913,1517846913
금호석유화학(주),11780,Dec-19,4977931638,4412486023,197686738,2629571508,2629571508,3699122524,3242267118,156933542,1764804106,1764804106
금호전기(주),1210,Dec-11,315293392,252208177,52596714,270118195,270118195,252556751,213929892,30131788,268925968,268925968
금호전기(주),1210,Dec-12,379789500,337931762,56093466,216259574,216259574,201236199,174853355,31016237,227563168,227563168
금호전기(주),1210,Dec-13,386720348,343926934,47370889,185936980,185936980,163017831,145174417,28143623,196857367,196857367
금호전기(주),1210,Dec-14,447530899,393962682,48748322,194634133,194634133,160014373,142612885,26226743,195016369,195016369
금호전기(주),1210,Dec-15,396261336,355915518,52938767,181001766,181001766,94204691,85181756,27594401,176547147,176547147
금호전기(주),1210,Dec-16,415189782,364306744,43499932,160139275,160139275,80856420,64172908,18440219,157648427,157648427
금호전기(주),1210,Dec-17,338670380,298770262,41114009,138262018,138262018,73309553,54164674,20519155,135480886,135480886
금호전기(주),1210,Dec-18,77296233,91808501,33287606,34692433,34692433,64766878,51708957,45255376,39397153,39397153
금호전기(주),1210,Dec-19,62937827,45959368,21154267,16852180,16852180,53797109,39067059,21489653,9393619,9393619
금호타이어(주),73240,Dec-11,3915875747,3109732185,612490079,569500143,569500143,3247967259,2652144150,336857604,694253994,694253994
금호타이어(주),73240,Dec-12,4070643978,3039092256,656205393,930124108,930124108,3342328372,2709880957,360321315,1062555438,1062555438
금호타이어(주),73240,Dec-13,3698541596,2719712116,632893653,1138200532,1138200532,2914256623,2327934863,348066933,1237831370,1237831370
금호타이어(주),73240,Dec-14,3437868862,2425488930,653980979,1325992579,1325992579,2755119349,2106581722,376253228,1414869809,1414869809
금호타이어(주),73240,Dec-15,3040406690,2265091747,639352318,1260796338,1260796338,2396367413,2011086004,346152782,1365531765,1365531765
금호타이어(주),73240,Dec-16,2947227755,2201751974,625425243,1214083550,1148714370,2353871598,1905206025,354661374,1383686546,1383686546
금호타이어(주),73240,Dec-17,2876420253,2422209524,618460625,929048662,929048662,2177799855,1971386244,349427899,1141919330,1141919330
금호타이어(주),73240,Dec-18,2558681155,2189453334,467428641,1341733408,1341733408,1881271577,1672180199,241966642,1198117956,1198117956
금호타이어(주),73240,Dec-19,2369198864,1835442358,476360989,1292634167,1292634167,1820850830,1470980589,270188773,1167998508,1167998508
기신정기(주),92440,Mar-11,96807290,71050693,9425508,186965294,186965294,85525826,59546256,7286703,176377061,176377061
기신정기(주),92440,Mar-12,100588757,75783555,8768106,192951140,192951140,91920290,65799463,6917347,187918923,187918923
기신정기(주),92440,Mar-13,113782280,84629599,9952231,201766026,201766026,104686363,74934668,8083944,193346138,193346138
기신정기(주),92440,Mar-14,119141847,86943542,10609960,216354532,216354532,110681055,78188862,8805934,209440178,209440178
기신정기(주),92440,Mar-15,122691701,90522675,11418973,228829934,228829934,111618086,80683895,9569041,222112774,222112774
기신정기(주),92440,Mar-16,112914455,87978612,11789717,227924787,227924787,104257548,77651365,8966536,227714561,227714561
기신정기(주),92440,Mar-17,107804655,83746843,13910417,222574855,222574855,99206945,73054656,9896386,225658407,225658407
기신정기(주),92440,Mar-18,106415944,85898625,15607645,228244044,228244044,97286051,76226320,12152093,229862837,229862837
기신정기(주),92440,Mar-19,118992210,96367913,12337013,233642729,233642729,104955155,84603230,9286699,238697526,238697526
기아(주),270,Dec-11,43190942000,33138961000,6552893000,13509710000,13509710000,27742277000,21915962000,3915158000,13052330000,13052330000
기아(주),270,Dec-12,47242933000,36536005000,7184677000,16848062000,16848062000,28007913000,22142665000,4219916000,14932983000,14932983000
기아(주),270,Dec-13,47597897000,37511941000,6908856000,20254795000,20254795000,28332572000,22597591000,4253358000,17235062000,16446760000
기아(주),270,Dec-14,47097049000,37754115000,6770385000,22483865000,22483865000,29850115000,24124795000,4290673000,18368703000,18368703000
기아(주),270,Dec-15,49521447000,39653769000,7513405000,24204031000,24204031000,32699936000,25771869000,4633101000,20000727000,20000727000
기아(주),270,Dec-16,52712906000,42281590000,7969836000,26579424000,26579424000,31641854000,24768629000,4926186000,21620121000,21620121000
기아(주),270,Dec-17,53535680000,44618696000,8254758000,26861177000,26861177000,32109883000,26573205000,4934069000,22137324000,22137324000
