회사명,거래소코드,회계년도,재고자산(IFRS연결),유동자산(IFRS연결),유동부채(IFRS연결),재고자산(IFRS개별),유동자산(IFRS개별),유동부채(IFRS개별)
(주)대우건설,47040,Dec-15,1285202439,6699865961,4671530004,1278836227,6461371423,0
(주)대우건설,47040,Dec-16,1239324359,6359001278,6608468330,864008024,5849181724,0
(주)대우건설,47040,Dec-17,726524150,5277152166,5269742791,469328674,4792722915,0
(주)대우건설,47040,Dec-18,874498721,5197370791,4844628242,660302983,4649787263,0
(주)대우건설,47040,Dec-19,872887456,6049393166,5084710613,729435187,5354031501,0
(주)대웅,3090,Dec-11,35983025,137926183,106547899,0,18755379,0
(주)대웅,3090,Dec-12,46834601,152868421,95725199,0,26959954,0
(주)대웅,3090,Dec-13,153553985,441055082,143060853,0,29612561,0
(주)대웅,3090,Dec-14,158209856,542391886,130744091,0,33124762,0
(주)대웅,3090,Dec-15,184472537,614675093,178485498,316207,81542445,0
(주)대웅,3090,Dec-16,221444119,698865247,265466787,38722,83522681,0
(주)대웅,3090,Dec-17,249049365,718641666,280757955,0,80675567,0
(주)대웅,3090,Dec-18,287047795,734218258,382513109,0,72701438,0
(주)대웅,3090,Dec-19,249942352,757808687,282114839,0,59008281,0
(주)대웅제약,69620,Dec-11,84718666,242715243,117921310,84703609,242347091,0
(주)대웅제약,69620,Dec-12,85563449,229792189,77867773,85525216,229338374,0
(주)대웅제약,69620,Dec-13,115144354,312119712,87196834,114669914,303347407,0
(주)대웅제약,69620,Dec-14,111864089,403786940,79679838,111139565,358335187,0
(주)대웅제약,69620,Dec-15,144507851,453104621,149436907,122636448,341732277,0
(주)대웅제약,69620,Dec-16,162746111,507458546,222832140,140581639,403022675,0
(주)대웅제약,69620,Dec-17,187015618,518131858,268048604,162303595,367970424,0
(주)대웅제약,69620,Dec-18,189035192,515665941,367400665,154709226,382914743,0
(주)대웅제약,69620,Dec-19,177609256,526256347,262080186,146053183,383673677,0
(주)대원,7680,Dec-17,109699336,329975834,136173623,86781748,274398983,0
(주)대원,7680,Dec-18,58043974,346250386,103313865,51270551,302003737,0
(주)대원,7680,Dec-19,25704955,344790957,133593283,19200005,259629677,0
(주)대유,290380,Dec-18,,,,7548265,54146223,0
(주)대유,290380,Dec-19,,,,7509874,54843232,0
(주)대유에이텍,2880,Dec-11,9696065,111492254,195934071,5118344,82942315,0
(주)대유에이텍,2880,Dec-12,7553662,127401252,213106101,3173684,98119929,0
(주)대유에이텍,2880,Dec-13,6976263,169241113,268377609,4188376,149448036,0
(주)대유에이텍,2880,Dec-14,62040017,297578190,456496406,4924882,140643113,0
(주)대유에이텍,2880,Dec-15,65473187,260794758,427538688,879793,63818311,0
(주)대유에이텍,2880,Dec-16,93148504,332502875,476110524,796909,84079627,0
(주)대유에이텍,2880,Dec-17,107479260,336021538,512703728,1719303,84536097,0
(주)대유에이텍,2880,Dec-18,110823980,382195671,551245659,1599445,132767033,0
(주)대유에이텍,2880,Dec-19,113581495,533483122,716443419,1303887,124339961,0
(주)대유에이피,290120,Dec-18,,,,9725464,38475208,0
(주)대유에이피,290120,Dec-19,12821977,70801445,71287567,10406724,58697125,0
(주)대유플러스,300,Dec-11,21393069,144700001,161408395,16397378,93079423,0
(주)대유플러스,300,Dec-12,23978790,177030132,146968185,19185837,84042790,0
(주)대유플러스,300,Dec-13,24436032,204272950,143969217,18255800,74528544,0
(주)대유플러스,300,Dec-14,41490480,220800473,186908543,6839822,32324598,0
(주)대유플러스,300,Dec-15,30404044,195828780,162895923,9346153,30477274,0
(주)대유플러스,300,Dec-16,33602231,188783204,174409289,3526175,10039466,0
(주)대유플러스,300,Dec-17,34359496,188361089,169786788,2679627,19844616,0
(주)대유플러스,300,Dec-18,36095925,404871077,198644510,5966376,37867166,0
(주)대유플러스,300,Dec-19,36939327,847930595,871071230,4152274,62746435,0
(주)대창,12800,Dec-11,158383113,303944313,277545354,151909998,288752781,0
(주)대창,12800,Dec-12,140598209,287887173,240202785,133755691,276840169,0
(주)대창,12800,Dec-13,205130040,435261278,408010382,138347022,288675527,0
(주)대창,12800,Dec-14,234201429,436322528,443855403,166721119,308009005,0
(주)대창,12800,Dec-15,108061372,311615347,346432657,69976971,241884191,0
(주)대창,12800,Dec-16,146936143,329350397,347233891,85114488,169263882,0
(주)대창,12800,Dec-17,150260946,323610263,323295707,94388842,190896850,0
(주)대창,12800,Dec-18,153990626,308184125,295694446,94866865,181961214,0
(주)대창,12800,Dec-19,178813532,323631936,325898157,93871421,173029313,0
(주)대창솔루션,96350,Dec-11,,,,13403564,33514806,0
(주)대창솔루션,96350,Dec-12,14121853,41652043,54265422,9455575,27162182,0
(주)대창솔루션,96350,Dec-13,19025547,51558498,55299812,11844357,41513022,0
(주)대창솔루션,96350,Dec-14,15954891,43981627,59377175,10031560,37709076,0
(주)대창솔루션,96350,Dec-15,16110340,36858357,68540776,10781055,28040976,0
(주)대창솔루션,96350,Dec-16,14071423,29894089,65488300,9870451,23890220,0
(주)대창솔루션,96350,Dec-17,14127332,23956045,61434701,10193157,18238422,0
(주)대창솔루션,96350,Dec-18,14386725,41849541,62803071,10638530,36283819,0
(주)대창솔루션,96350,Dec-19,19817017,51071292,73119733,10582421,39800044,0
(주)대창스틸,140520,Dec-14,38321535,89443754,107688547,38321535,88503896,0
(주)대창스틸,140520,Dec-15,52121195,121033969,145682421,41810338,92724802,0
(주)대창스틸,140520,Dec-16,45715695,125071680,141195143,31163137,89838103,0
(주)대창스틸,140520,Dec-17,62748888,138906884,128958677,38739460,99152850,0
(주)대창스틸,140520,Dec-18,35389804,119188316,143321063,27840086,91798392,0
(주)대창스틸,140520,Dec-19,32050934,83042828,121491364,29994696,79670715,0
(주)대한과학,131220,Dec-11,,,,8779325,16325558,0
(주)대한과학,131220,Dec-12,10931290,16855764,7444299,10316090,16423836,0
(주)대한과학,131220,Dec-13,13979702,21745008,7239982,12492586,19732344,0
(주)대한과학,131220,Dec-14,12326106,25604070,12527485,10527497,23108116,0
(주)대한과학,131220,Dec-15,13833254,24918625,13089016,11661278,21332820,0
(주)대한과학,131220,Dec-16,14058817,26232649,12427113,11282676,20599433,0
(주)대한과학,131220,Dec-17,13815930,23232325,8699167,11098467,16897459,0
(주)대한과학,131220,Dec-18,13901452,25053652,7482412,10877779,16834505,0
(주)대한과학,131220,Dec-19,15350369,27992198,8651062,12028347,18460616,0
(주)대한항공,3490,Dec-11,435348280,3350150741,6625816521,421868718,3022470267,0
(주)대한항공,3490,Dec-12,493644459,3365122645,6207140628,481642184,2973522132,0
(주)대한항공,3490,Dec-13,464301625,3139832416,7758835173,452041734,2925306869,0
(주)대한항공,3490,Dec-14,430179896,4948040063,7441886204,416668674,2392891900,0
(주)대한항공,3490,Dec-15,490647755,3289127053,8450381325,475678504,2873562673,0
(주)대한항공,3490,Dec-16,564705037,3327988658,9131118135,549282836,2875641524,0
(주)대한항공,3490,Dec-17,682687132,3582302550,6638123274,665810695,3219950683,0
(주)대한항공,3490,Dec-18,1030115721,3861945756,7556788984,1014136903,3559769085,0
(주)대한항공,3490,Dec-19,712925078,3574701574,8777297332,699660681,3303525817,0
(주)대현,16090,Dec-11,,,,41645563,67481323,0
(주)대현,16090,Dec-12,,,,52254971,81236649,0
(주)대현,16090,Dec-13,,,,65792035,96600142,0
(주)대현,16090,Dec-14,,,,76696076,106571082,0
(주)대현,16090,Dec-15,,,,78605627,108912283,0
(주)대현,16090,Dec-16,,,,78519963,161230329,0
(주)대현,16090,Dec-17,,,,80053924,156409576,0
(주)대현,16090,Dec-18,,,,91970945,170092162,0
(주)대현,16090,Dec-19,,,,96321615,157856383,0
(주)대호에이엘,69460,Dec-11,37847929,77624382,63999653,26229992,47360955,0
(주)대호에이엘,69460,Dec-12,43124502,84227228,86778056,24105873,49586485,0
(주)대호에이엘,69460,Dec-13,36113869,72208582,78158268,18317939,38515102,0
(주)대호에이엘,69460,Dec-14,,,,18969991,77323447,0
(주)대호에이엘,69460,Dec-15,,,,15796206,58488369,0
(주)대호에이엘,69460,Dec-16,,,,15485012,36795443,0
(주)대호에이엘,69460,Dec-17,,,,16382409,40010261,0
(주)대호에이엘,69460,Dec-18,,,,17222150,41620244,0
(주)대호에이엘,69460,Dec-19,,,,16081213,35035781,0
(주)대호특수강,21040,Dec-11,,,,28846026,87467966,0
(주)대호특수강,21040,Dec-12,,,,44190520,141948688,0
(주)대호특수강,21040,Dec-13,,,,46304407,133221525,0
(주)대호특수강,21040,Dec-14,,,,41441667,93861834,0
(주)대호특수강,21040,Dec-15,,,,27774860,81840804,0
(주)대호특수강,21040,Dec-16,,,,22727851,74492760,0
(주)대호특수강,21040,Dec-17,,,,28900545,82528308,0
(주)대호특수강,21040,Dec-18,,,,31441828,86859640,0
(주)대호특수강,21040,Dec-19,,,,27893701,81491755,0
(주)더 미동,161570,Dec-13,1019845,34857970,3805838,1019845,34811625,0
(주)더 미동,161570,Dec-14,1017986,36342362,4313664,996245,36409716,0
(주)더 미동,161570,Dec-15,1548479,56682381,3676373,1548479,56659162,0
(주)더 미동,161570,Dec-16,1067169,42595028,4064394,1067169,22587434,0
(주)더 미동,161570,Dec-17,306480,36443002,2636492,293151,21563196,0
(주)더 미동,161570,Dec-18,472882,27645731,1836030,455063,20623526,0
(주)더 미동,161570,Dec-19,1704129,16771534,6660163,835077,14767306,0
(주)더블유게임즈,192080,Dec-19,0,174290939,85142274,0,104311333,0
(주)더블유아이,73570,Dec-11,11494951,50031152,38148067,11494951,49778261,0
(주)더블유아이,73570,Dec-12,5733211,46204499,42084999,5733211,39594929,0
(주)더블유아이,73570,Dec-13,5830216,50781874,124602556,3090924,16408441,0
(주)더블유아이,73570,Dec-14,,,,4726477,7390709,0
(주)더블유아이,73570,Dec-15,,,,200492,2843686,0
(주)더블유아이,73570,Dec-16,28811,9767094,25923276,28811,9172729,0
(주)더블유아이,73570,Dec-17,0,10497340,4727176,0,9994558,0
(주)더블유아이,73570,Dec-18,6979442,66081544,35302057,0,24051275,0
(주)더블유아이,73570,Dec-19,,,,4506631,30011639,0
(주)더블유에스아이,299170,Dec-18,,,,,,
(주)더블유에스아이,299170,Dec-19,,,,,,
(주)더존비즈온,12510,Dec-11,2722477,57602445,56155800,2513147,58382547,0
(주)더존비즈온,12510,Dec-12,2584080,73147484,43201411,2449896,75438979,0
(주)더존비즈온,12510,Dec-13,2030884,72525052,76006188,1900709,75725975,0
(주)더존비즈온,12510,Dec-14,1499222,72425777,56932317,1324226,71036604,0
(주)더존비즈온,12510,Dec-15,777398,79333641,73967086,599834,77788937,0
(주)더존비즈온,12510,Dec-16,1312350,111397849,53253483,1128693,111214796,0
(주)더존비즈온,12510,Dec-17,1101962,122911462,82762253,868769,121956566,0
(주)더존비즈온,12510,Dec-18,1560030,149280606,89109910,1374398,145265258,0
(주)더존비즈온,12510,Dec-19,1490737,102028658,95090806,1307382,93128849,0
(주)덕산테코피아,317330,Dec-19,,,,13021789,60345315,0
(주)덕성,4830,Dec-11,16712000,62881277,30887577,13358885,55820441,0
(주)덕성,4830,Dec-12,17238720,68915651,36487076,13839932,59794318,0
(주)덕성,4830,Dec-13,19227666,67547886,34355671,15788062,61469249,0
(주)덕성,4830,Dec-14,18493797,63179026,28789516,14606157,58438001,0
(주)덕성,4830,Dec-15,17987481,63050506,27767736,14169361,58045100,0
(주)덕성,4830,Dec-16,18345945,69475305,34298042,15861167,62712384,0
(주)덕성,4830,Dec-17,16268592,63349244,29752382,14192789,59682772,0
(주)덕성,4830,Dec-18,15791623,58364711,28009735,13495378,54546391,0
(주)덕성,4830,Dec-19,16370239,60937353,33414994,12459042,57026539,0
(주)덕신하우징,90410,Dec-14,,,,10410983,42586611,0
(주)덕신하우징,90410,Dec-15,13492408,52326372,26167581,11177180,54619755,0
(주)덕신하우징,90410,Dec-16,17834826,55431598,53219624,15646575,58360359,0
(주)덕신하우징,90410,Dec-17,15667772,51892198,41851763,13306664,52033571,0
(주)덕신하우징,90410,Dec-18,15813689,61372686,34330068,14389475,60621667,0
(주)덕신하우징,90410,Dec-19,18327355,50142047,38916728,16101860,47778209,0
(주)데이타솔루션,263800,Dec-17,,,,11394592,50520087,0
(주)데이타솔루션,263800,Dec-18,,,,4135452,43382224,0
(주)데이타솔루션,263800,Dec-19,,,,8186215,52395850,0
(주)덱스터스튜디오,206560,Dec-15,0,69774956,6266237,0,69973946,0
(주)덱스터스튜디오,206560,Dec-16,0,57676890,2847749,0,57676890,0
(주)덱스터스튜디오,206560,Dec-17,0,44263653,36576054,0,43992434,0
(주)덱스터스튜디오,206560,Dec-18,0,56311084,15218164,0,54785208,0
(주)덱스터스튜디오,206560,Dec-19,0,32057037,7770252,0,31313773,0
(주)덴티스,261200,Dec-17,,,,,,
(주)덴티스,261200,Dec-18,,,,,,
(주)덴티스,261200,Dec-19,,,,,,
(주)덴티움,145720,Dec-17,34906151,149163741,97113318,26007435,144992297,0
(주)덴티움,145720,Dec-18,46393763,169893767,140382776,34104754,155542754,0
(주)덴티움,145720,Dec-19,66743718,225776396,174714297,44557290,196423805,0
(주)도화엔지니어링,2150,Dec-11,,,,0,154077730,0
(주)도화엔지니어링,2150,Dec-12,,,,0,133727175,0
(주)도화엔지니어링,2150,Dec-13,,,,0,124788577,0
(주)도화엔지니어링,2150,Dec-14,,,,0,94706471,0
(주)도화엔지니어링,2150,Dec-15,,,,0,106100774,0
(주)도화엔지니어링,2150,Dec-16,,,,0,99392843,0
(주)도화엔지니어링,2150,Dec-17,0,112723931,88634020,0,111601534,0
(주)도화엔지니어링,2150,Dec-18,0,156080603,123277817,0,154664702,0
(주)도화엔지니어링,2150,Dec-19,0,175523267,144229194,0,173772720,0
(주)동구바이오제약,6620,Dec-18,,,,14930654,58806494,0
(주)동구바이오제약,6620,Dec-19,,,,17598619,71900666,0
(주)동국알앤에스,75970,Dec-11,42991177,80439593,93219834,32702177,65679233,0
(주)동국알앤에스,75970,Dec-12,27363052,60474474,54484966,18652956,50605577,0
(주)동국알앤에스,75970,Dec-13,27328566,61504589,28906637,18752174,48360929,0
(주)동국알앤에스,75970,Dec-14,27841155,55527808,29385562,20251360,44033634,0
(주)동국알앤에스,75970,Dec-15,24483718,65138944,40618784,17365583,52119846,0
(주)동국알앤에스,75970,Dec-16,20915263,60723744,32041675,14530621,44865238,0
(주)동국알앤에스,75970,Dec-17,28993382,62671475,36422524,19164289,44177135,0
(주)동국알앤에스,75970,Dec-18,24489475,60427946,32389365,15305175,43578555,0
(주)동국알앤에스,75970,Dec-19,24832045,62221470,32585573,16403766,43070898,0
(주)동국에스엔씨,100130,Dec-11,49679236,164152954,47357019,49679236,163356520,0
(주)동국에스엔씨,100130,Dec-12,24338071,112998104,17284356,24338071,115021200,0
(주)동국에스엔씨,100130,Dec-13,56840999,165654694,40834574,56840999,166953191,0
(주)동국에스엔씨,100130,Dec-14,35478235,124865203,39943109,35478235,125702014,0
(주)동국에스엔씨,100130,Dec-15,70488361,183848185,110228561,41946517,109534854,0
(주)동국에스엔씨,100130,Dec-16,87325320,222452976,128884814,48837727,133298587,0
(주)동국에스엔씨,100130,Dec-17,71713682,237453561,130916765,32944012,146698536,0
(주)동국에스엔씨,100130,Dec-18,73568257,197137006,106729768,38313836,130667256,0
(주)동국에스엔씨,100130,Dec-19,80674709,227335933,112781939,54118408,179253591,0
(주)동남합성,23450,Dec-11,,,,7338774,26663557,0
(주)동남합성,23450,Dec-12,,,,5965283,23956156,0
(주)동남합성,23450,Dec-13,,,,7566002,23056638,0
(주)동남합성,23450,Dec-14,,,,7539952,21518889,0
(주)동남합성,23450,Dec-15,,,,7449848,22260511,0
(주)동남합성,23450,Dec-16,,,,9162021,31656552,0
(주)동남합성,23450,Dec-17,,,,10402030,31281611,0
(주)동남합성,23450,Dec-18,,,,11048618,26112640,0
(주)동남합성,23450,Dec-19,,,,8894352,32329414,0
(주)동방,4140,Dec-11,39677594,179972567,371854223,7719533,116965160,0
(주)동방,4140,Dec-12,51169337,253681768,389216266,6487838,147844646,0
(주)동방,4140,Dec-13,48160586,227412024,373617282,5605928,144356841,0
(주)동방,4140,Dec-14,50598483,249491152,425776356,5682433,160830349,0
(주)동방,4140,Dec-15,39288991,200407421,447559055,3038030,130573358,0
(주)동방,4140,Dec-16,33374880,186607736,340220775,3792788,113804602,0
(주)동방,4140,Dec-17,15433050,139736767,334712102,3711939,105084503,0
(주)동방,4140,Dec-18,6245931,131848305,327666233,4236625,116751505,0
(주)동방,4140,Dec-19,6524414,182890222,373943353,4935234,161325376,0
(주)동방선기,99410,Dec-11,8827187,40931334,35168644,3927742,15610031,0
(주)동방선기,99410,Dec-12,5984326,25692817,34711815,2888627,12686331,0
(주)동방선기,99410,Dec-13,5207507,27445596,33849040,2893121,20793918,0
(주)동방선기,99410,Dec-14,4664242,18443292,24977487,3101449,15648827,0
(주)동방선기,99410,Dec-15,3832366,16259365,27340735,2529658,15733297,0
(주)동방선기,99410,Dec-16,3950686,14069702,4187154,2803278,11886941,0
(주)동방선기,99410,Dec-17,,,,2160180,15289438,0
(주)동방선기,99410,Dec-18,,,,2537598,14328708,0
(주)동방선기,99410,Dec-19,,,,3147877,14859797,0
(주)동방아그로,7590,Dec-11,56263076,117558566,26141804,56360024,116478432,0
(주)동방아그로,7590,Dec-12,61446535,112759504,27073970,61521252,111598938,0
(주)동방아그로,7590,Dec-13,53814088,114839768,27805180,53891807,113584537,0
(주)동방아그로,7590,Dec-14,52670390,122967769,30838497,52717950,121676265,0
(주)동방아그로,7590,Dec-15,60289235,130848120,36421341,60373788,129558399,0
(주)동방아그로,7590,Dec-16,62792511,126115239,33138289,62852687,124790982,0
(주)동방아그로,7590,Dec-17,71327691,136920974,39806868,71430601,135588742,0
(주)동방아그로,7590,Dec-18,63751910,126226236,27621699,63568205,124716842,0
(주)동방아그로,7590,Dec-19,69402543,134032372,31191950,69343693,132543839,0
(주)동서,26960,Dec-16,35294123,669849595,60406908,35084181,591035037,0
(주)동서,26960,Dec-17,42527804,694934574,65121453,40885511,643680010,0
(주)동서,26960,Dec-18,42577097,712673811,58492850,40930616,659039251,0
(주)동서,26960,Dec-19,32354662,729818738,55883838,30433439,707747364,0
(주)동성케미컬,102260,Dec-11,59591582,222438127,236257491,0,27832285,0
(주)동성케미컬,102260,Dec-12,125604901,323338659,319212329,0,30339286,0
(주)동성케미컬,102260,Dec-13,107827768,363077259,353427927,0,47673591,0
(주)동성케미컬,102260,Dec-14,108681599,362442323,311018028,0,16490080,0
(주)동성케미컬,102260,Dec-15,116363952,349901144,291912374,16515847,82128999,0
(주)동성케미컬,102260,Dec-16,113750633,401977681,333584039,19563025,87939631,0
(주)동성케미컬,102260,Dec-17,82916851,363584979,317587278,23435087,108877778,0
(주)동성케미컬,102260,Dec-18,99347893,333668172,331091156,22139613,94690225,0
(주)동성케미컬,102260,Dec-19,132544017,389906550,302040058,21106453,85432243,0
(주)동성화인텍,33500,Dec-11,,,,25657791,68276601,0
(주)동성화인텍,33500,Dec-12,,,,89218052,160624663,0
(주)동성화인텍,33500,Dec-13,,,,73568218,160861827,0
(주)동성화인텍,33500,Dec-14,,,,67914968,140917358,0
(주)동성화인텍,33500,Dec-15,71120693,145317555,110256133,71120693,144641369,0
(주)동성화인텍,33500,Dec-16,59748892,147509362,119058762,59748892,147322390,0
(주)동성화인텍,33500,Dec-17,29070381,98574944,87366066,28832345,94200776,0
(주)동성화인텍,33500,Dec-18,44752419,83627439,116459310,43402583,83191400,0
(주)동성화인텍,33500,Dec-19,77634122,143368802,105623574,76204931,140279757,0
(주)동아엘텍,88130,Dec-11,1205981,45807233,10037137,440498,28764355,0
(주)동아엘텍,88130,Dec-12,575409,63118279,14179884,441595,40733280,0
(주)동아엘텍,88130,Dec-13,1154141,92583130,42604359,1030683,70104098,0
(주)동아엘텍,88130,Dec-14,1626481,89203503,38022591,1251092,59273359,0
(주)동아엘텍,88130,Dec-15,2043976,76182199,27423431,1515929,56341533,0
(주)동아엘텍,88130,Dec-16,2975853,151111535,69723812,1444804,86858264,0
(주)동아엘텍,88130,Dec-17,4348615,185607788,47567521,3324867,90545894,0
(주)동아엘텍,88130,Dec-18,32901556,197704773,69013271,15084902,104382953,0
(주)동아엘텍,88130,Dec-19,15729960,180498734,52888570,3603964,93356048,0
(주)동아지질,28100,Dec-11,1652811,143420495,71742399,1499738,141537590,0
(주)동아지질,28100,Dec-12,1579932,167560328,84176971,1412324,166180177,0
(주)동아지질,28100,Dec-13,3530258,167587043,83050644,3096742,168301236,0
(주)동아지질,28100,Dec-14,3393369,168319742,95705652,3039742,165509844,0
(주)동아지질,28100,Dec-15,4577256,177082687,114050251,3410091,174649578,0
(주)동아지질,28100,Dec-16,2882500,208180760,142680557,2776125,206698105,0
(주)동아지질,28100,Dec-17,3654350,175239705,99665642,3554373,172256783,0
(주)동아지질,28100,Dec-18,1890053,210402119,109016958,1890053,209994510,0
(주)동아지질,28100,Dec-19,4189306,217795681,126611984,4189306,217054007,0
(주)동양,1520,Dec-11,205764283,969304187,2738379974,106155566,572489451,0
(주)동양,1520,Dec-12,212839730,901503335,2471735527,109558513,599566536,0
(주)동양,1520,Dec-13,52315677,643255989,1568902263,42786834,439401187,0
(주)동양,1520,Dec-14,50562611,304512117,301937698,38054106,242939530,0
(주)동양,1520,Dec-15,54174944,857211524,176598197,41908134,793854941,0
(주)동양,1520,Dec-16,51178396,627619459,120174876,38669390,439205594,0
(주)동양,1520,Dec-17,66385318,500727358,111639324,48785316,438316222,0
(주)동양,1520,Dec-18,78146298,412193713,122945435,18802504,259067515,0
(주)동양,1520,Dec-19,77247474,388223599,163767822,19609001,250793448,0
(주)동양고속,84670,Dec-11,3089800,84084010,106992332,452204,64731571,0
(주)동양고속,84670,Dec-12,481570,26554987,82553387,481570,25094623,0
(주)동양고속,84670,Dec-13,447175,20769013,59946122,447175,20908349,0
(주)동양고속,84670,Dec-14,1352780,28538675,58602502,409084,28438301,0
(주)동양고속,84670,Dec-15,10470986,44621673,70344981,9910532,40915722,0
(주)동양고속,84670,Dec-16,9883904,44874328,63940932,9306518,42758072,0
(주)동양고속,84670,Dec-17,2109027,32644701,62223246,1377057,25191506,0
(주)동양고속,84670,Dec-18,1283502,35610820,59487531,661011,27925342,0
(주)동양고속,84670,Dec-19,710861,28277293,32241147,710861,26501231,0
(주)동양에스텍,60380,Dec-11,24496346,94922557,84895965,24496346,91189950,0
(주)동양에스텍,60380,Dec-12,16366555,82262054,80856212,16366555,79830790,0
(주)동양에스텍,60380,Dec-13,20051536,69181951,66050197,20051536,66061231,0
(주)동양에스텍,60380,Dec-14,15885056,60331318,44264027,15885056,56422028,0
(주)동양에스텍,60380,Dec-15,9696286,47864650,45890504,9693009,43979564,0
(주)동양에스텍,60380,Dec-16,14179762,56288467,58235521,10730196,49158213,0
(주)동양에스텍,60380,Dec-17,21312773,66628410,51009903,17407191,57036874,0
(주)동양에스텍,60380,Dec-18,31204500,76588630,68890269,27166291,65987223,0
(주)동양에스텍,60380,Dec-19,29781926,82737462,71090689,25134219,60175682,0
(주)동우팜투테이블,88910,Dec-11,,,,4104928,87010746,0
(주)동우팜투테이블,88910,Dec-12,,,,6872974,96888688,0
(주)동우팜투테이블,88910,Dec-13,,,,1543945,71723175,0
(주)동우팜투테이블,88910,Dec-14,,,,2335463,90842118,0
(주)동우팜투테이블,88910,Dec-15,,,,6404297,93237484,0
(주)동우팜투테이블,88910,Dec-16,,,,3606082,98442181,0
(주)동우팜투테이블,88910,Dec-17,,,,2661697,117420452,0
(주)동우팜투테이블,88910,Dec-18,,,,2524420,123816728,0
(주)동우팜투테이블,88910,Dec-19,4958010,117107822,29506651,4958010,118178613,0
(주)동운아나텍,94170,Dec-15,,,,8991068,33244457,0
(주)동운아나텍,94170,Dec-16,,,,10008933,29273500,0
(주)동운아나텍,94170,Dec-17,,,,8851660,26721042,0
(주)동운아나텍,94170,Dec-18,,,,9508678,28716961,0
(주)동운아나텍,94170,Dec-19,,,,15984788,40382701,0
(주)동원개발,13120,Dec-11,,,,223598773,290686172,0
(주)동원개발,13120,Dec-12,,,,230208906,401277646,0
(주)동원개발,13120,Dec-13,,,,327426123,375852111,0
(주)동원개발,13120,Dec-14,,,,278595352,422900015,0
(주)동원개발,13120,Dec-15,,,,287084253,533947995,0
(주)동원개발,13120,Dec-16,,,,198420261,638367012,0
(주)동원개발,13120,Dec-17,,,,126450142,683770671,0
(주)동원개발,13120,Dec-18,,,,172167949,854509805,0
(주)동원개발,13120,Dec-19,,,,109572252,888352112,0
(주)동원에프앤비,49770,Dec-11,303537718,505709172,382350073,219677200,348168692,0
(주)동원에프앤비,49770,Dec-12,282690637,547134392,369252126,214469632,410577652,0
(주)동원에프앤비,49770,Dec-13,236586781,485135260,298457653,184835046,369769306,0
(주)동원에프앤비,49770,Dec-14,229824181,460516835,243277595,188661504,363285985,0
(주)동원에프앤비,49770,Dec-15,257269405,459956172,269562971,206332782,345239907,0
(주)동원에프앤비,49770,Dec-16,288084258,575584588,451722728,220251267,429409197,0
(주)동원에프앤비,49770,Dec-17,303940179,629085858,403404739,240939967,451254190,0
(주)동원에프앤비,49770,Dec-18,349421248,631378488,341717730,247442305,413899713,0
(주)동원에프앤비,49770,Dec-19,355915350,678973601,516422344,255703383,452920909,0
(주)동일기연,32960,Dec-11,10021800,52425199,13689685,9792140,45358312,0
(주)동일기연,32960,Dec-12,8633949,52634665,5055195,8400980,46708243,0
(주)동일기연,32960,Dec-13,7809164,56820161,5297445,7544173,51956371,0
(주)동일기연,32960,Dec-14,8481853,58207304,4907620,8057599,52543524,0
(주)동일기연,32960,Dec-15,9120542,45073539,5130176,8654761,42687334,0
(주)동일기연,32960,Dec-16,9369462,48959067,6394545,8993220,47210728,0
(주)동일기연,32960,Dec-17,10301817,56950713,5982817,10042952,49810580,0
(주)동일기연,32960,Dec-18,9913252,46221616,3828596,9599505,40203292,0
(주)동일기연,32960,Dec-19,10879464,44152063,4122524,10503447,38041973,0
(주)동진쎄미켐,5290,Dec-11,71576804,199286227,335611085,54837765,172601725,0
(주)동진쎄미켐,5290,Dec-12,52507668,202773110,360799278,47468764,185324791,0
(주)동진쎄미켐,5290,Dec-13,52518124,208914212,384533315,42108535,201917403,0
(주)동진쎄미켐,5290,Dec-14,63073750,228112231,409636593,50613572,179842762,0
(주)동진쎄미켐,5290,Dec-15,65944006,255672477,424930737,51066733,172363634,0
(주)동진쎄미켐,5290,Dec-16,64402728,264793797,404329737,47216683,193325338,0
(주)동진쎄미켐,5290,Dec-17,70232164,302835745,338250009,50624816,213662821,0
(주)동진쎄미켐,5290,Dec-18,90567463,363608168,355804658,67236258,241521888,0
(주)동진쎄미켐,5290,Dec-19,87571527,410640427,433155784,63297735,274201903,0
(주)두산,150,Dec-11,424366479,1763198196,1528644900,125967189,699147719,0
(주)두산,150,Dec-12,391128283,1604314108,1375976197,100643091,567179408,0
(주)두산,150,Dec-13,2591618312,12309322279,11815346585,158120687,571883652,0
(주)두산,150,Dec-14,2849179548,12276982613,12648269449,187628891,639610228,0
(주)두산,150,Dec-15,2752318041,12323751612,14279681899,152350619,713533619,0
(주)두산,150,Dec-16,2145767372,10768750104,13440314392,214902215,810637993,0
(주)두산,150,Dec-17,2351625600,10867988262,13721912495,382946843,980974193,0
(주)두산,150,Dec-18,2608021732,11585894166,13316919417,460824972,1176134397,0
(주)두산,150,Dec-19,2681748261,11048031756,16205783142,237129085,921194928,0
(주)두산테스나,131970,Dec-13,,,,0,31780844,0
(주)두산테스나,131970,Dec-14,,,,0,26890986,0
(주)두산테스나,131970,Dec-15,,,,0,21680010,0
(주)두산테스나,131970,Dec-16,,,,0,23031625,0
(주)두산테스나,131970,Dec-17,,,,0,31288510,0
