회사명,거래소코드,회계년도,재고자산(IFRS연결),유동자산(IFRS연결),유동부채(IFRS연결),재고자산(IFRS개별),유동자산(IFRS개별),유동부채(IFRS개별)
(주)한창바이오텍,43090,Dec-18,,,,1755277,18644893,0
(주)한창바이오텍,43090,Dec-19,,,,427785,10230858,0
(주)한창제지,9460,Dec-11,,,,25144529,66359609,0
(주)한창제지,9460,Dec-12,,,,26593114,60950030,0
(주)한창제지,9460,Dec-13,,,,31921697,70820140,0
(주)한창제지,9460,Dec-14,,,,22310585,58043480,0
(주)한창제지,9460,Dec-15,,,,29161266,61971718,0
(주)한창제지,9460,Dec-16,,,,20892842,73786943,0
(주)한창제지,9460,Dec-17,,,,22150535,70749604,0
(주)한창제지,9460,Dec-18,,,,30570608,75128560,0
(주)한창제지,9460,Dec-19,,,,27875131,90969686,0
(주)한컴위드,54920,Dec-11,33587,23097567,8887204,33587,22993655,0
(주)한컴위드,54920,Dec-12,30118,15782899,30284887,30118,15646575,0
(주)한컴위드,54920,Dec-13,,,,41003,13713210,0
(주)한컴위드,54920,Dec-14,,,,22261,13903356,0
(주)한컴위드,54920,Dec-15,,,,51502,8710426,0
(주)한컴위드,54920,Dec-16,,,,259366,6774305,0
(주)한컴위드,54920,Dec-17,,,,353002,9783119,0
(주)한컴위드,54920,Dec-18,249690,13501702,31078777,249690,12945554,0
(주)한컴위드,54920,Dec-19,217561,34239230,40660086,203861,33462387,0
(주)한탑,2680,Dec-11,17021082,78694701,78521390,16742946,79970957,0
(주)한탑,2680,Dec-12,22472034,85425275,90355375,20264634,84485756,0
(주)한탑,2680,Dec-13,12260388,69796824,75610542,11004753,66758628,0
(주)한탑,2680,Dec-14,15032574,70886095,77768755,12021510,61684313,0
(주)한탑,2680,Dec-15,13335287,61232126,74661364,10201593,54490733,0
(주)한탑,2680,Dec-16,10450376,54629109,70897617,8108042,48500967,0
(주)한탑,2680,Dec-17,11148648,55395452,68252849,7407244,47037306,0
(주)한탑,2680,Dec-18,14035256,68096033,69967378,10264207,59659362,0
(주)한탑,2680,Dec-19,13441024,54385478,81318099,11275781,48061183,0
(주)한화,880,Dec-11,887928241,4274813535,5173630216,660372607,1728515677,0
(주)한화,880,Dec-12,715316655,4463706991,4957338405,603879556,1502517673,0
(주)한화,880,Dec-13,2506671505,9460445160,9075173488,503967100,1639085299,0
(주)한화,880,Dec-14,2767242711,8714144662,9338687120,654471418,1859249801,0
(주)한화,880,Dec-15,3110196898,11222945364,12794858830,594187320,1931291558,0
(주)한화,880,Dec-16,2754900000,12431879000,13661160000,591638208,2024047897,0
(주)한화,880,Dec-17,2690791000,11619692000,12930690000,529518564,1724207797,0
(주)한화,880,Dec-18,3879808000,13720522000,14870001000,784627907,2179447197,0
(주)한화,880,Dec-19,3915788000,15242686000,16002711000,764008204,2190050694,0
(주)핸디소프트,220180,Dec-16,4295618,36114963,10921547,4295618,35918721,0
(주)핸디소프트,220180,Dec-17,6225832,44633414,23873758,6225832,43502380,0
(주)핸디소프트,220180,Dec-18,8540118,44047390,23427537,8518603,44440496,0
(주)핸디소프트,220180,Dec-19,1265028,61506833,8360517,1265028,61347463,0
(주)헥토이노베이션,214180,Dec-15,,,,0,43273977,0
(주)헥토이노베이션,214180,Dec-16,0,61475154,31504443,0,24563311,0
(주)헥토이노베이션,214180,Dec-17,0,128344197,63912967,0,33288195,0
(주)헥토이노베이션,214180,Dec-18,378441,131385538,65887711,0,27214788,0
(주)헥토이노베이션,214180,Dec-19,0,203217050,72476242,0,50750965,0
(주)헥토파이낸셜,234340,Dec-19,,,,0,147181933,0
(주)헬릭스미스,84990,Dec-11,528342,16937492,589838,528342,16791739,0
(주)헬릭스미스,84990,Dec-12,812812,21997491,611236,812812,21848506,0
(주)헬릭스미스,84990,Dec-13,763863,19690897,882710,763863,19538949,0
(주)헬릭스미스,84990,Dec-14,,,,734329,16425313,0
(주)헬릭스미스,84990,Dec-15,,,,606342,10153518,0
(주)헬릭스미스,84990,Dec-16,,,,543740,144876707,0
(주)헬릭스미스,84990,Dec-17,,,,521082,110765514,0
(주)헬릭스미스,84990,Dec-18,2792598,135510180,46108113,616734,120859048,0
(주)헬릭스미스,84990,Dec-19,3105360,233697079,41418347,1366744,212200689,0
(주)현대공업,170030,Dec-13,6027929,62643288,26732069,3004457,40239733,0
(주)현대공업,170030,Dec-14,8649816,77263918,40749163,3618675,50334223,0
(주)현대공업,170030,Dec-15,9666628,80700081,42897289,3950913,38141597,0
(주)현대공업,170030,Dec-16,10356433,99197993,49854847,4976162,55122241,0
(주)현대공업,170030,Dec-17,10766518,92277551,46206285,5086735,56587164,0
(주)현대공업,170030,Dec-18,7871052,98104408,36508206,4347072,74966772,0
(주)현대공업,170030,Dec-19,6969274,95563887,37049306,4376923,80247805,0
(주)현대그린푸드,5440,Dec-11,49355443,497693298,214562156,39007351,350849540,0
(주)현대그린푸드,5440,Dec-12,57479456,534136386,236216985,48458430,366250615,0
(주)현대그린푸드,5440,Dec-13,66112211,579465508,245622226,58390360,401107196,0
(주)현대그린푸드,5440,Dec-14,81664478,660277222,284109576,63205461,422155293,0
(주)현대그린푸드,5440,Dec-15,100655674,600952116,267473453,87029462,365681914,0
(주)현대그린푸드,5440,Dec-16,188497430,842128651,371918500,65230136,413949907,0
(주)현대그린푸드,5440,Dec-17,299528741,1157848281,484419459,61868488,417891184,0
(주)현대그린푸드,5440,Dec-18,315398804,1132345926,455404936,59472415,396238454,0
(주)현대그린푸드,5440,Dec-19,291035232,1119660940,527192460,48921330,416472452,0
(주)현대리바트,79430,Dec-11,68599607,175780783,123781048,66726945,171071274,0
(주)현대리바트,79430,Dec-12,60274132,164359348,109086332,57475052,155309060,0
(주)현대리바트,79430,Dec-13,64965602,183763630,112743834,62471818,174506788,0
(주)현대리바트,79430,Dec-14,67761269,196633135,109254501,65683896,192563839,0
(주)현대리바트,79430,Dec-15,62564284,224907929,117102597,58353750,222568989,0
(주)현대리바트,79430,Dec-16,69768290,251763466,124628242,66899059,252260907,0
(주)현대리바트,79430,Dec-17,104717475,463942524,247392021,102279148,456304716,0
(주)현대리바트,79430,Dec-18,140387580,442573464,212244555,136130590,432374833,0
(주)현대리바트,79430,Dec-19,121016759,397707742,248138586,115583863,391430332,0
(주)현대미포조선,10620,Dec-11,283013642,4133477152,3913736770,207683014,1903124580,0
(주)현대미포조선,10620,Dec-12,186604984,4169269323,3672716558,171343310,1525474748,0
(주)현대미포조선,10620,Dec-13,253885067,6532648583,5983815119,210298076,1892055315,0
(주)현대미포조선,10620,Dec-14,289306459,7450317892,6718704387,226079961,2465749693,0
(주)현대미포조선,10620,Dec-15,255466973,6853970777,5618261782,215658693,2197580776,0
(주)현대미포조선,10620,Dec-16,161880947,6546316620,5471849846,141973098,2109415742,0
(주)현대미포조선,10620,Dec-17,95934524,6776200577,5904637238,59416980,2336011627,0
(주)현대미포조선,10620,Dec-18,160144060,1801359973,1076380290,110376280,1997260719,0
(주)현대미포조선,10620,Dec-19,166312395,1744822659,1001576278,99687370,1889219369,0
(주)현대바이오랜드,52260,Dec-11,17683497,40780372,15094938,17586652,40001371,0
(주)현대바이오랜드,52260,Dec-12,19207522,55584523,10169442,19167470,52650684,0
(주)현대바이오랜드,52260,Dec-13,17407202,57987234,28675620,17514473,55206749,0
(주)현대바이오랜드,52260,Dec-14,22086225,56448443,9889531,21248047,53818117,0
(주)현대바이오랜드,52260,Dec-15,26618141,64310151,23937826,25599742,62209998,0
(주)현대바이오랜드,52260,Dec-16,25442179,67099127,12692536,24543870,56288537,0
(주)현대바이오랜드,52260,Dec-17,27071217,65528806,22552418,26476669,57940462,0
(주)현대바이오랜드,52260,Dec-18,33747012,72505345,22658402,32038747,59721187,0
(주)현대바이오랜드,52260,Dec-19,40112270,72750759,22093453,36308780,60838479,0
(주)현대백화점,69960,Dec-11,41072424,848666260,1132349935,34126334,448089308,0
(주)현대백화점,69960,Dec-12,39533669,1267215335,1245058062,34476709,801569667,0
(주)현대백화점,69960,Dec-13,44893871,1149774826,1289718915,41325901,892318617,0
(주)현대백화점,69960,Dec-14,54837896,815808902,1431603270,50526925,567764640,0
(주)현대백화점,69960,Dec-15,59822278,910643213,1086858631,55486961,730594981,0
(주)현대백화점,69960,Dec-16,59558663,1150018962,1325546418,54836936,894360569,0
(주)현대백화점,69960,Dec-17,60490573,1002797450,1745054925,56056917,741209881,0
(주)현대백화점,69960,Dec-18,114582401,1258796495,1293202919,60792253,879716154,0
(주)현대백화점,69960,Dec-19,183678037,1365316449,1443427263,59690117,885526092,0
(주)현대에버다임,41440,Dec-11,71832092,135929497,82262449,63857640,132431237,0
(주)현대에버다임,41440,Dec-12,75798305,153563107,98511434,56055829,148204708,0
(주)현대에버다임,41440,Dec-13,93480270,185899250,119647663,66005029,162813420,0
(주)현대에버다임,41440,Dec-14,104937046,224591980,154550750,78108966,199081194,0
(주)현대에버다임,41440,Dec-15,104390272,196381638,117721663,81004218,180123077,0
(주)현대에버다임,41440,Dec-16,108381472,175437164,86503332,86510410,157293671,0
(주)현대에버다임,41440,Dec-17,128371930,189100134,82396891,100516449,168154052,0
(주)현대에버다임,41440,Dec-18,112096423,183711138,69165709,86030482,170684629,0
(주)현대에버다임,41440,Dec-19,117326182,190998091,79456840,86024438,181845749,0
(주)현대이지웰,90850,Dec-13,,,,732225,26605957,0
(주)현대이지웰,90850,Dec-14,,,,479048,31773834,0
(주)현대이지웰,90850,Dec-15,967143,38944145,33482474,967143,38965409,0
(주)현대이지웰,90850,Dec-16,2725082,33291704,35283616,2725082,31227043,0
(주)현대이지웰,90850,Dec-17,5998782,58198113,43318717,5799846,57054650,0
(주)현대이지웰,90850,Dec-18,1532493,46763219,53388377,1389294,44369028,0
(주)현대이지웰,90850,Dec-19,2964020,55404588,51840889,2863045,54206661,0
(주)현대퓨처넷,126560,Dec-11,125239,200985669,129390413,0,73549830,0
(주)현대퓨처넷,126560,Dec-12,125480,180650992,68861898,0,21115558,0
(주)현대퓨처넷,126560,Dec-13,15421,211327613,64186511,0,19577203,0
(주)현대퓨처넷,126560,Dec-14,125733,256613284,59210968,0,20884602,0
(주)현대퓨처넷,126560,Dec-15,77946,275101960,43137714,0,27737450,0
(주)현대퓨처넷,126560,Dec-16,5535,327731854,51275540,0,319301874,0
(주)현대퓨처넷,126560,Dec-17,24114,360875951,55088249,24114,351061137,0
(주)현대퓨처넷,126560,Dec-18,59632,397544193,47212725,432,383988713,0
(주)현대퓨처넷,126560,Dec-19,400,412454580,64147621,400,403319684,0
(주)현대홈쇼핑,57050,Dec-11,5956905,890959984,261238459,5956905,889334130,0
(주)현대홈쇼핑,57050,Dec-12,,,,4548768,595739367,0
(주)현대홈쇼핑,57050,Dec-13,,,,11667100,695976582,0
(주)현대홈쇼핑,57050,Dec-14,,,,18584890,791619554,0
(주)현대홈쇼핑,57050,Dec-15,23234767,864108841,286340017,22476737,810974997,0
(주)현대홈쇼핑,57050,Dec-16,27104558,972167901,418812699,23830640,954425361,0
(주)현대홈쇼핑,57050,Dec-17,34667095,811702737,307447690,30646694,796142886,0
(주)현대홈쇼핑,57050,Dec-18,155972910,1012879657,763271810,40643000,579309497,0
(주)현대홈쇼핑,57050,Dec-19,170858065,934105181,537815662,57679247,479414085,0
(주)협진,138360,Dec-13,,,,10730777,28527073,0
(주)협진,138360,Dec-14,14352443,30494077,5403232,14184937,30158672,0
(주)협진,138360,Dec-15,14638329,24228228,3941199,14381498,21628798,0
(주)협진,138360,Dec-16,16683964,24597413,7663340,16373376,22892543,0
(주)협진,138360,Dec-17,17212335,21282079,10799028,16697649,19340123,0
(주)협진,138360,Dec-18,15119657,45318454,17438772,15117208,45136686,0
(주)협진,138360,Dec-19,15953956,29820538,6884671,15953956,29733806,0
(주)형지아이앤씨,11080,Dec-11,,,,28467715,36722508,0
(주)형지아이앤씨,11080,Dec-12,,,,21099766,30329649,0
(주)형지아이앤씨,11080,Dec-13,,,,24193137,37574710,0
(주)형지아이앤씨,11080,Dec-14,43929848,63495265,45454353,42666746,61898271,0
(주)형지아이앤씨,11080,Dec-15,51750317,72667711,47655826,50043431,71256989,0
(주)형지아이앤씨,11080,Dec-16,54767985,71338171,46342675,52845215,70370423,0
(주)형지아이앤씨,11080,Dec-17,40825494,54793180,40585490,40825494,54758247,0
(주)형지아이앤씨,11080,Dec-18,,,,40808002,55993306,0
(주)형지아이앤씨,11080,Dec-19,33192082,48218148,36673672,33192082,48218150,0
(주)혜인,3010,Dec-11,57824661,104681901,73210104,54894660,101775741,0
(주)혜인,3010,Dec-12,89224379,143658778,110723200,86785238,139518415,0
(주)혜인,3010,Dec-13,71582635,120130196,120200418,64688675,109962202,0
(주)혜인,3010,Dec-14,99148939,149393057,145109273,90947752,135878943,0
(주)혜인,3010,Dec-15,84332871,131844362,130466669,78963189,121965261,0
(주)혜인,3010,Dec-16,78900029,125328118,128956164,77975565,113993018,0
(주)혜인,3010,Dec-17,85900308,131421367,129706883,85175618,130232685,0
(주)혜인,3010,Dec-18,86623755,137651199,133135754,86072024,136855055,0
(주)혜인,3010,Dec-19,73921576,129825893,116378831,73899580,129768611,0
(주)호텔신라,8770,Dec-11,335733212,582438492,297394524,334853587,570612176,0
(주)호텔신라,8770,Dec-12,355072912,747082851,348469267,353673956,737852572,0
(주)호텔신라,8770,Dec-13,336789420,709147174,432545717,333263056,699157742,0
(주)호텔신라,8770,Dec-14,493503333,822993508,435192489,443249134,732379713,0
(주)호텔신라,8770,Dec-15,470619910,1023550658,582845802,411250087,917012935,0
(주)호텔신라,8770,Dec-16,471313787,1079132781,739927065,404496755,946651827,0
(주)호텔신라,8770,Dec-17,499797379,1198436751,910093320,395211135,998607327,0
(주)호텔신라,8770,Dec-18,703632493,1272150381,1002732634,589115710,1025537173,0
(주)호텔신라,8770,Dec-19,849383563,1716089525,1438081657,720945275,1435616025,0
(주)홈센타홀딩스,60560,Dec-11,15439991,54437323,23185273,14902768,49138990,0
(주)홈센타홀딩스,60560,Dec-12,9409741,64830341,40269473,8251283,55172475,0
(주)홈센타홀딩스,60560,Dec-13,11851767,64060540,39184911,8655150,53781323,0
(주)홈센타홀딩스,60560,Dec-14,8803323,55441487,23629943,6271655,40694206,0
(주)홈센타홀딩스,60560,Dec-15,5353395,60070980,25561890,3427727,36844309,0
(주)홈센타홀딩스,60560,Dec-16,8873025,78197984,106972874,3295431,21968017,0
(주)홈센타홀딩스,60560,Dec-17,9855200,80919640,123901775,2648390,20484391,0
(주)홈센타홀딩스,60560,Dec-18,4946316,80694778,133142953,2421784,17218899,0
(주)홈센타홀딩스,60560,Dec-19,4638817,74023354,144611637,1893248,9850399,0
(주)홈캐스트,64240,Dec-11,11119697,70433160,34091879,8910830,68780632,0
(주)홈캐스트,64240,Dec-12,9260670,42388472,14331380,9266855,42879238,0
(주)홈캐스트,64240,Dec-13,8366211,35805415,23311555,8342813,35652987,0
(주)홈캐스트,64240,Dec-14,6402162,52442770,40035202,6138496,53388502,0
(주)홈캐스트,64240,Dec-15,11230589,72041790,22197835,11230589,71966841,0
(주)홈캐스트,64240,Dec-16,10546797,96095653,31400940,10546797,96021506,0
(주)홈캐스트,64240,Dec-17,3468058,44102874,14559977,3468058,44037144,0
(주)홈캐스트,64240,Dec-18,13177437,77785555,20181618,3264114,39984815,0
(주)홈캐스트,64240,Dec-19,11103742,62364549,9395815,2273274,33166226,0
(주)화승엔터프라이즈,241590,Dec-16,74450024,265491033,226787119,0,70081257,0
(주)화승엔터프라이즈,241590,Dec-17,127350383,301315826,326045872,0,75855072,0
(주)화승엔터프라이즈,241590,Dec-18,158293538,359303731,407965094,0,71314905,0
(주)화승엔터프라이즈,241590,Dec-19,218822748,484645900,519598858,0,72873922,0
(주)화승인더스트리,6060,Dec-11,81314278,269852743,308902477,18494127,168480742,0
(주)화승인더스트리,6060,Dec-12,73976752,251207926,268871358,18309520,130623340,0
(주)화승인더스트리,6060,Dec-13,80159503,270588931,320876739,14377141,119145728,0
(주)화승인더스트리,6060,Dec-14,96021225,293721191,382793772,18632456,129406353,0
(주)화승인더스트리,6060,Dec-15,101074414,287963327,395783691,19535486,143441603,0
(주)화승인더스트리,6060,Dec-16,116460717,431905440,453753981,21723282,191304874,0
(주)화승인더스트리,6060,Dec-17,146781122,427584292,485156561,22050530,199790439,0
(주)화승인더스트리,6060,Dec-18,180135123,467176402,541956893,6548833,135824105,0
(주)화승인더스트리,6060,Dec-19,250448958,636618764,684513731,2402272,171405836,0
(주)화승코퍼레이션,13520,Dec-11,120995138,501136572,665532217,19988836,227686015,0
(주)화승코퍼레이션,13520,Dec-12,111270143,469540461,634973153,20678111,207447423,0
(주)화승코퍼레이션,13520,Dec-13,174961019,587123876,792690300,21445751,208332483,0
(주)화승코퍼레이션,13520,Dec-14,171181023,623429163,807304541,23996183,218446064,0
(주)화승코퍼레이션,13520,Dec-15,170941332,595133567,891460768,26853828,215107182,0
(주)화승코퍼레이션,13520,Dec-16,184632509,641518932,897003710,32393311,240360312,0
(주)화승코퍼레이션,13520,Dec-17,192936299,635756545,815930904,36357231,236451552,0
(주)화승코퍼레이션,13520,Dec-18,210102063,646599874,867113760,43438278,248171844,0
(주)화승코퍼레이션,13520,Dec-19,207364354,611833235,838551622,41548694,227806752,0
(주)화신,10690,Dec-11,123796767,578709840,415033866,34948650,230763732,0
(주)화신,10690,Dec-12,115052506,496888228,372547359,33216391,219542777,0
(주)화신,10690,Dec-13,112904160,415630948,312259670,32949436,275171960,0
(주)화신,10690,Dec-14,137535397,517296679,397117030,46002884,367702065,0
(주)화신,10690,Dec-15,142349988,451514624,368342122,42205357,354442642,0
(주)화신,10690,Dec-16,161990403,500886655,458319482,51824628,422827543,0
(주)화신,10690,Dec-17,145655982,432118906,417736155,35954481,327617160,0
(주)화신,10690,Dec-18,134223006,411992967,466801161,54743339,364046430,0
(주)화신,10690,Dec-19,117405873,370213539,383081096,33154422,343506151,0
(주)화신정공,126640,Dec-11,,,,1820204,33263953,0
(주)화신정공,126640,Dec-12,,,,3982019,34771057,0
(주)화신정공,126640,Dec-13,,,,4481937,35786454,0
(주)화신정공,126640,Dec-14,,,,3994080,40006289,0
(주)화신정공,126640,Dec-15,,,,4091045,42394391,0
(주)화신정공,126640,Dec-16,,,,6442331,52050085,0
(주)화신정공,126640,Dec-17,,,,6259499,46747513,0
(주)화신정공,126640,Dec-18,,,,7894439,46471908,0
(주)화신정공,126640,Dec-19,,,,12127934,72240225,0
(주)화인베스틸,133820,Dec-14,,,,97272396,127154329,0
(주)화인베스틸,133820,Dec-15,,,,60328598,85543964,0
(주)화인베스틸,133820,Dec-16,,,,53378522,85430487,0
(주)화인베스틸,133820,Dec-17,,,,44925390,82363936,0
(주)화인베스틸,133820,Dec-18,,,,59679887,98242026,0
(주)화인베스틸,133820,Dec-19,,,,67202883,85501678,0
(주)황금에스티,32560,Dec-11,64527679,141010009,89244154,50924554,120214035,0
(주)황금에스티,32560,Dec-12,62702155,113952466,69233906,48842980,92406751,0
(주)황금에스티,32560,Dec-13,65822927,123198769,72355244,48026412,95324221,0
(주)황금에스티,32560,Dec-14,60077139,113050936,58993850,43002683,85312676,0
(주)황금에스티,32560,Dec-15,66703307,123594305,95740442,43204908,87851464,0
(주)황금에스티,32560,Dec-16,52400895,160863425,104815436,38209071,97083065,0
(주)황금에스티,32560,Dec-17,47302470,141240036,70197883,33976297,81913274,0
(주)황금에스티,32560,Dec-18,65459824,172082823,123669788,41326529,84680397,0
(주)황금에스티,32560,Dec-19,59154878,179457189,58462017,42735229,77650582,0
(주)효성,4800,Dec-11,1835808594,5116604735,6372497861,1093395857,3147442384,0
(주)효성,4800,Dec-12,1521138751,4510473536,6621137641,855246441,2554361856,0
(주)효성,4800,Dec-13,1423752251,4093293685,7132551939,767096938,2088407540,0
(주)효성,4800,Dec-14,1372163567,4118923153,7226172223,647979410,1960523395,0
(주)효성,4800,Dec-15,1498284407,4217166746,6718310491,599927764,1694525275,0
(주)효성,4800,Dec-16,1524769672,4048446712,6883076534,588657445,1651166426,0
(주)효성,4800,Dec-17,1679932259,4630981270,7601179357,642742693,1933353527,0
(주)효성,4800,Dec-18,498425758,1379400368,2247871301,17569173,78656410,0
(주)효성,4800,Dec-19,573741879,1312039579,2238401834,8171979,80719026,0
(주)후성,93370,Dec-11,44395346,90655400,102609214,41545505,89029853,0
(주)후성,93370,Dec-12,33485310,90773750,71144538,27967881,76103208,0
(주)후성,93370,Dec-13,28873969,76910920,65294373,23420451,66776209,0
(주)후성,93370,Dec-14,30476589,82327247,82265306,25388097,69243177,0
(주)후성,93370,Dec-15,26100401,85852764,73035137,23557111,77903882,0
(주)후성,93370,Dec-16,21655462,127383098,81693897,20775930,97315518,0
(주)후성,93370,Dec-17,26106413,107280032,47277182,24817256,74097765,0
(주)후성,93370,Dec-18,38321274,121860450,70604449,36877876,96696514,0
(주)후성,93370,Dec-19,41908679,131110616,92139190,36927350,99782498,0
(주)휠라홀딩스,81660,Dec-11,131034589,324277346,242500221,87710740,286141399,0
(주)휠라홀딩스,81660,Dec-12,138231318,291688712,247261087,96480447,223158822,0
(주)휠라홀딩스,81660,Dec-13,170920127,342279541,209757694,100377709,224634956,0
(주)휠라홀딩스,81660,Dec-14,185845881,371767032,197260160,102078517,177898158,0
(주)휠라홀딩스,81660,Dec-15,222208181,413786109,271629463,102188000,169385990,0
(주)휠라홀딩스,81660,Dec-16,608896007,1240991905,1193035494,93921671,153525561,0
(주)휠라홀딩스,81660,Dec-17,578366697,1154080808,694580575,94527948,165936932,0
(주)휠라홀딩스,81660,Dec-18,632236890,1337877929,672315663,96527001,188644074,0
(주)휠라홀딩스,81660,Dec-19,735481063,1586809823,867356009,108079577,310598822,0
(주)휴네시온,290270,Dec-18,634711,22783011,2891465,634711,22222533,0
(주)휴네시온,290270,Dec-19,566885,20187134,3965887,566885,18963070,0
(주)휴니드테크놀러지스,5870,Dec-11,,,,17878608,46956877,0
(주)휴니드테크놀러지스,5870,Dec-12,,,,18864694,43268481,0
(주)휴니드테크놀러지스,5870,Dec-13,,,,19104853,48553819,0
(주)휴니드테크놀러지스,5870,Dec-14,,,,20648831,50750719,0
(주)휴니드테크놀러지스,5870,Dec-15,,,,27364369,79363871,0
(주)휴니드테크놀러지스,5870,Dec-16,,,,25881978,81925120,0
(주)휴니드테크놀러지스,5870,Dec-17,,,,26338604,68678280,0
(주)휴니드테크놀러지스,5870,Dec-18,,,,76010965,147339220,0
(주)휴니드테크놀러지스,5870,Dec-19,,,,62461293,176739970,0
(주)휴맥스,115160,Dec-11,166750032,618171618,355920539,76338713,541692973,0
(주)휴맥스,115160,Dec-12,136077598,553418784,281625493,64058645,500843887,0
(주)휴맥스,115160,Dec-13,217370060,637348297,358346709,88982810,482591699,0
(주)휴맥스,115160,Dec-14,237428797,734849754,450868715,102869017,564139657,0
(주)휴맥스,115160,Dec-15,313489858,727648927,412425803,110770631,543928963,0
(주)휴맥스,115160,Dec-16,285724579,785675937,473947585,88947398,551087723,0
(주)휴맥스,115160,Dec-17,431166211,928257927,732933030,154581441,743528655,0
(주)휴맥스,115160,Dec-18,292205160,734273730,566654579,114095915,569659175,0
(주)휴맥스,115160,Dec-19,196653057,551547439,517294752,105041834,434488809,0
(주)휴맥스홀딩스,28080,Dec-11,0,12783154,1126060,0,16415066,0
(주)휴맥스홀딩스,28080,Dec-12,0,11877835,6533854,0,52750366,0
(주)휴맥스홀딩스,28080,Dec-13,0,12093370,16664038,0,19758369,0
(주)휴맥스홀딩스,28080,Dec-14,0,8958160,10963375,0,18675349,0
(주)휴맥스홀딩스,28080,Dec-15,0,8108104,13794858,0,6430064,0
(주)휴맥스홀딩스,28080,Dec-16,0,3722513,24992786,0,2462694,0
(주)휴맥스홀딩스,28080,Dec-17,0,4455241,27128090,0,3374654,0
(주)휴맥스홀딩스,28080,Dec-18,,,,0,10899129,0
(주)휴맥스홀딩스,28080,Dec-19,0,21166768,14301784,0,6883926,0
(주)휴먼엔,32860,Dec-11,,,,42117088,66206364,0
(주)휴먼엔,32860,Dec-12,,,,27830968,54018873,3425169
(주)휴먼엔,32860,Dec-13,,,,12028155,46376028,0
(주)휴먼엔,32860,Dec-14,,,,9093250,25534175,0
(주)휴먼엔,32860,Dec-15,,,,2103162,31037012,0
(주)휴먼엔,32860,Dec-16,6961397,34569661,11169847,334748,31092647,0
(주)휴먼엔,32860,Dec-17,7846982,30699886,7699605,47094,24460304,0
(주)휴먼엔,32860,Dec-18,1947886,26010410,21278301,598290,16438018,0
(주)휴먼엔,32860,Dec-19,810529,28450725,19413674,810529,26118592,0
(주)휴메딕스,200670,Dec-14,,,,2798194,50087398,0
(주)휴메딕스,200670,Dec-15,,,,3028788,82376377,0
(주)휴메딕스,200670,Dec-16,3715518,82438444,8583368,3250560,76525991,0
(주)휴메딕스,200670,Dec-17,9000090,65340571,11483196,8477814,56098547,0
(주)휴메딕스,200670,Dec-18,8564517,54324403,14232819,7961141,47665647,0
(주)휴메딕스,200670,Dec-19,10184849,55833684,16498838,9616798,46273990,0
(주)휴비스,79980,Dec-12,157044180,463168997,450846606,124359554,392252449,0
(주)휴비스,79980,Dec-13,156549159,455772139,443520336,122663852,388506420,0
(주)휴비스,79980,Dec-14,128148646,414669130,418166625,103809725,288677585,0
(주)휴비스,79980,Dec-15,110508754,366673401,330224948,90795984,239305635,0
(주)휴비스,79980,Dec-16,119834480,370471049,396906331,102689492,253131251,0
(주)휴비스,79980,Dec-17,128486428,366733806,392347629,101341007,258187516,0
(주)휴비스,79980,Dec-18,178451001,516625347,452188167,151075752,427882873,0
(주)휴비스,79980,Dec-19,138426164,288449835,342225803,112159828,234358348,0
(주)휴비츠,65510,Dec-11,7584329,31078975,14881635,5295617,23430089,0
(주)휴비츠,65510,Dec-12,10109235,37117954,15564601,8277639,27154501,0
(주)휴비츠,65510,Dec-13,14181758,41762644,18673426,11493093,30577977,0
(주)휴비츠,65510,Dec-14,15146534,46096334,22577727,9437764,33518899,0
(주)휴비츠,65510,Dec-15,15453139,47804534,17729767,9888716,38507103,0
(주)휴비츠,65510,Dec-16,15861665,46623724,26629800,9792877,37634310,0
(주)휴비츠,65510,Dec-17,17246614,42123550,26333071,11441399,33903319,0
(주)휴비츠,65510,Dec-18,20123919,47169806,25502315,13890961,38834131,0
(주)휴비츠,65510,Dec-19,22912352,53284869,34478032,16136853,44247032,0
(주)휴센텍,215090,Dec-15,,,,,,
(주)휴센텍,215090,Dec-16,,,,,,
(주)휴센텍,215090,Dec-17,,,,,,
(주)휴센텍,215090,Dec-18,,,,4654362,21273194,0
(주)휴센텍,215090,Dec-19,,,,4552855,11257033,0
(주)휴스틸,5010,Dec-11,100454588,235064063,137422886,69962424,238014009,0
(주)휴스틸,5010,Dec-12,113113460,232749363,149419266,74674398,229458262,0
(주)휴스틸,5010,Dec-13,121942677,222803104,115645576,81069404,208871651,0
(주)휴스틸,5010,Dec-14,150985739,251816195,155452204,78419435,247203015,0
(주)휴스틸,5010,Dec-15,73491020,162640735,95528148,59365430,153088892,0
(주)휴스틸,5010,Dec-16,114046632,246851356,163195988,66261338,242488834,0
(주)휴스틸,5010,Dec-17,140509658,345747344,248191968,91634119,337272145,0
(주)휴스틸,5010,Dec-18,160439337,299963665,177837330,107829156,272300333,0
(주)휴스틸,5010,Dec-19,133642531,265034822,146155168,101695115,234705361,0
(주)휴엠앤씨,263920,Dec-17,,,,1837592,13943463,0
(주)휴엠앤씨,263920,Dec-18,2246516,9997296,6644322,2246516,9824191,0
(주)휴엠앤씨,263920,Dec-19,6275750,39312730,10035874,2028128,35358155,0
(주)휴온스,243070,Dec-16,30178573,120717801,82204570,29600928,115853250,0
(주)휴온스,243070,Dec-17,35154686,152236294,70937528,34319537,148185587,0
