회사명,거래소코드,회계년도,부가가치(IFRS연결),자산(IFRS연결),부가가치(IFRS개별),자산(IFRS개별)
(주)라이트론,69540,Dec-14,15192.98,54242132,12131.99,53583992
(주)라이트론,69540,Dec-15,7268.44,45872774,4743.88,45519304
(주)라이트론,69540,Dec-16,12208.74,60922124,10858.65,63163891
(주)라이트론,69540,Dec-17,12039.59,75473002,10425.66,76844123
(주)라이트론,69540,Dec-18,-14410.62,88978622,-19910.39,88414114
(주)라이트론,69540,Dec-19,24715.27,79429657,20947.59,78824641
(주)라파스,214260,Dec-19,4478.74,62884817,3843.73,59373198
(주)락앤락,115390,Dec-11,160988.5,721424627,51541.57,626121567
(주)락앤락,115390,Dec-12,183804.75,757905434,48689.53,645153134
(주)락앤락,115390,Dec-13,164642.22,796956602,23136.78,651757636
(주)락앤락,115390,Dec-14,126356.25,795747542,2194.96,640001349
(주)락앤락,115390,Dec-15,126569.05,756469839,27562.47,616692578
(주)락앤락,115390,Dec-16,164187.19,750896978,34492.8,625718772
(주)락앤락,115390,Dec-17,145814.3,724665258,30858.86,634355406
(주)락앤락,115390,Dec-18,137033.48,739351255,19264.56,616426328
(주)락앤락,115390,Dec-19,113967.38,799933632,37559.88,669021285
(주)랩지노믹스,84650,Dec-14,,,9991.49,31094580
(주)랩지노믹스,84650,Dec-15,,,10705.58,31687234
(주)랩지노믹스,84650,Dec-16,,,10746,43212023
(주)랩지노믹스,84650,Dec-17,,,7289.49,39868778
(주)랩지노믹스,84650,Dec-18,,,9299.66,47094426
(주)랩지노믹스,84650,Dec-19,,,13637.88,49477979
(주)러셀,217500,Dec-15,,,,
(주)러셀,217500,Dec-16,,,,
(주)러셀,217500,Dec-17,,,,
(주)러셀,217500,Dec-18,,,5567,42193435
(주)러셀,217500,Dec-19,,,10167.49,45280733
(주)레고켐바이오사이언스,141080,Dec-13,,,-2252.9,23154314
(주)레고켐바이오사이언스,141080,Dec-14,,,-3820.91,33755229
(주)레고켐바이오사이언스,141080,Dec-15,-3037.26,68440364,-3036.26,68320012
(주)레고켐바이오사이언스,141080,Dec-16,-5592.19,89550609,-6048.76,89862933
(주)레고켐바이오사이언스,141080,Dec-17,-2291.73,82238442,580.08,85098150
(주)레고켐바이오사이언스,141080,Dec-18,-15266.02,121686284,-16291.37,121702723
(주)레고켐바이오사이언스,141080,Dec-19,26355.15,141477453,26886.74,144197435
(주)레드로버,60300,Dec-11,,,1757.51,46475128
(주)레드로버,60300,Dec-12,,,-2504.25,63513399
(주)레드로버,60300,Dec-13,,,9723.15,96324197
(주)레드로버,60300,Dec-14,,,11075.62,91478352
(주)레드로버,60300,Dec-15,-811.71,118158443,395.96,119861832
(주)레드로버,60300,Dec-16,10165.66,165024991,10367.58,167748915
(주)레드로버,60300,Dec-17,-132.06,163349500,984.66,169236863
(주)레드로버,60300,Dec-18,-42386.75,113883154,-41115.55,121197575
(주)레드로버,60300,Dec-19,-88667.75,28775240,-92562.7,31639933
(주)레드캡투어,38390,Dec-11,99009.14,225527516,98305.63,224876645
(주)레드캡투어,38390,Dec-12,105491.76,225083716,104770.66,223973582
(주)레드캡투어,38390,Dec-13,115358.74,254911194,114786.57,254045972
(주)레드캡투어,38390,Dec-14,130541.63,319502391,130009.53,318609730
(주)레드캡투어,38390,Dec-15,145105.37,378644568,144624.21,377926676
(주)레드캡투어,38390,Dec-16,155613.08,418756635,155221.03,418126167
(주)레드캡투어,38390,Dec-17,168555.41,448479567,168243.09,448102058
(주)레드캡투어,38390,Dec-18,173478.9,389327984,172713.63,389150486
(주)레드캡투어,38390,Dec-19,178273.29,416661455,175398.66,414139245
(주)레이,228670,Dec-19,26253.04,76656974,22475.12,78072723
(주)레이언스,228850,Dec-16,39465.9,190357988,36652.45,188528667
(주)레이언스,228850,Dec-17,36118.08,196450492,32668.41,194500122
(주)레이언스,228850,Dec-18,41075.97,201132165,40313.06,201078003
(주)레이언스,228850,Dec-19,45894.61,232073460,39204.11,218601038
(주)레이크머티리얼즈,281740,Dec-17,,,,
(주)레이크머티리얼즈,281740,Dec-18,,,,
(주)레이크머티리얼즈,281740,Dec-19,,,,
(주)로보로보,215100,Dec-15,,,,
(주)로보로보,215100,Dec-16,,,,
(주)로보로보,215100,Dec-17,211.22,24459706,-40.02,24307583
(주)로보로보,215100,Dec-18,4353.97,26659082,3845.76,26399244
(주)로보로보,215100,Dec-19,3063,27198177,2228.78,26281613
(주)로보스타,90360,Dec-11,18728.77,68898164,17775.98,66976985
(주)로보스타,90360,Dec-12,11147.09,67418166,10105.9,65861792
(주)로보스타,90360,Dec-13,16199.93,82794410,14887.01,77677879
(주)로보스타,90360,Dec-14,17204.62,78663280,16090.59,73998627
(주)로보스타,90360,Dec-15,27006.77,103310431,25999.11,99882632
(주)로보스타,90360,Dec-16,25755.93,133973844,25275.17,134251674
(주)로보스타,90360,Dec-17,27604.35,130234776,26618.52,130429155
(주)로보스타,90360,Dec-18,21409.53,171513401,18961.76,170121317
(주)로보스타,90360,Dec-19,14913.49,166636026,13548.76,165443587
(주)로보티즈,108490,Dec-18,7594.76,68826000,7818.97,69268824
(주)로보티즈,108490,Dec-19,9176.43,64669054,7820.21,64609259
(주)로지시스,67730,Dec-15,,,17131.08,21842317
(주)로지시스,67730,Dec-16,,,16336.24,24105605
(주)로지시스,67730,Dec-17,,,17257.69,26178335
(주)로지시스,67730,Dec-18,,,18874.3,25946301
(주)로지시스,67730,Dec-19,,,17707.17,24235178
(주)루멘스,38060,Dec-11,54633.72,260588770,38566.03,244849722
(주)루멘스,38060,Dec-12,66487.31,304151546,52814.59,288493069
(주)루멘스,38060,Dec-13,99292.94,334280773,85307.03,324086797
(주)루멘스,38060,Dec-14,63723.45,352461578,42907.07,329402719
(주)루멘스,38060,Dec-15,38209.78,339995984,11723.3,328052843
(주)루멘스,38060,Dec-16,50383.42,349895917,17929.38,321391377
(주)루멘스,38060,Dec-17,46675.51,345508438,-2533.77,288489412
(주)루멘스,38060,Dec-18,32482.75,332871975,-1016.32,260067981
(주)루멘스,38060,Dec-19,7912.98,278451657,-27109.02,193665426
(주)루트로닉,85370,Dec-11,11164.11,56785202,12511.79,63119706
(주)루트로닉,85370,Dec-12,15708.51,67970532,13044.88,75284062
(주)루트로닉,85370,Dec-13,14886.08,72807901,12603.25,79289616
(주)루트로닉,85370,Dec-14,18989.77,80469950,18225.76,90540877
(주)루트로닉,85370,Dec-15,24407.78,129492566,22010.64,139641753
(주)루트로닉,85370,Dec-16,28008.16,191711949,25189.8,208448420
(주)루트로닉,85370,Dec-17,20377.35,196722409,21756.62,224189287
(주)루트로닉,85370,Dec-18,22564.66,215363142,22240.09,255253852
(주)루트로닉,85370,Dec-19,33936.28,208199454,25840.58,256299189
(주)룽투코리아,60240,Dec-11,-2069.27,23433247,-1133.88,23582969
(주)룽투코리아,60240,Dec-12,5012.21,24405970,2301.29,23156073
(주)룽투코리아,60240,Dec-13,2144.39,18412083,2633.57,17591236
(주)룽투코리아,60240,Dec-14,169.5,18316686,218.95,18052815
(주)룽투코리아,60240,Dec-15,3854.79,99571250,15980.36,72256347
(주)룽투코리아,60240,Dec-16,14255.58,125601280,7656.37,81001784
(주)룽투코리아,60240,Dec-17,-16028.18,120692100,-10053.67,72204107
(주)룽투코리아,60240,Dec-18,24178.5,77373851,15326.01,71287141
(주)룽투코리아,60240,Dec-19,8617.79,79352267,14930.54,83842780
(주)리노스,39980,Dec-11,,,21459.29,57724424
(주)리노스,39980,Dec-12,,,19696.42,76326479
(주)리노스,39980,Dec-13,,,13146.87,63997785
(주)리노스,39980,Dec-14,28913.61,85917224,17265.52,76330987
(주)리노스,39980,Dec-15,,,20985.1,98775454
(주)리노스,39980,Dec-16,18347,105085937,18324.35,102768562
(주)리노스,39980,Dec-17,22027.45,96505003,20931.62,93269948
(주)리노스,39980,Dec-18,17940.04,94263721,18245.47,93254700
(주)리노스,39980,Dec-19,15943.22,111913032,16090.94,111255505
(주)리더스코스메틱,16100,Dec-11,,,24147.04,69287959
(주)리더스코스메틱,16100,Dec-12,,,6012.7,70148951
(주)리더스코스메틱,16100,Dec-13,10193.08,75168168,7082.29,73573640
(주)리더스코스메틱,16100,Dec-14,41994.48,97019630,36260.6,90024019
(주)리더스코스메틱,16100,Dec-15,45484.15,180865056,51968.53,149938041
(주)리더스코스메틱,16100,Dec-16,37999.19,190623989,25285.27,148708835
(주)리더스코스메틱,16100,Dec-17,19783.06,192932507,6299.39,153437506
(주)리더스코스메틱,16100,Dec-18,19120.83,164066898,4488.27,132884280
(주)리더스코스메틱,16100,Dec-19,-16508.41,132912018,-31018.49,96062249
(주)리드,197210,Dec-15,5875.1,27191609,5846.86,27209517
(주)리드,197210,Dec-16,5266.58,51608773,5120.54,51607865
(주)리드,197210,Dec-17,-16555.66,42703334,-16818.19,42703334
(주)리드,197210,Dec-18,-12140.24,107402923,-10075.62,103163535
(주)리드,197210,Dec-19,-41613.94,31046019,-42373.57,29915769
(주)리드코프,12700,Dec-11,52639.49,359755978,52232.72,332913155
(주)리드코프,12700,Dec-12,60256.12,466042990,55512.92,395635973
(주)리드코프,12700,Dec-13,71842.65,511249333,62870.59,435326486
(주)리드코프,12700,Dec-14,78849.23,639665162,67912,515990780
(주)리드코프,12700,Dec-15,85625.87,779423691,70772.22,608616559
(주)리드코프,12700,Dec-16,84822.2,946103864,68754.61,706756276
(주)리드코프,12700,Dec-17,82817.09,1114804846,66506.89,832754856
(주)리드코프,12700,Dec-18,81488.79,1140659526,61747.98,869237783
(주)리드코프,12700,Dec-19,96016.64,1036734077,72314.9,783735694
(주)리메드,302550,Dec-19,,,8684.37,34945709
(주)링네트,42500,Dec-11,12092.23,54951707,11763.92,54558440
(주)링네트,42500,Dec-12,15553.45,61800568,15353.85,61521955
(주)링네트,42500,Dec-13,18744.06,68444239,18228.76,67996214
(주)링네트,42500,Dec-14,19787.43,76216564,19126.34,75442436
(주)링네트,42500,Dec-15,20373.38,79689730,19569.85,78711586
(주)링네트,42500,Dec-16,20531.14,87307939,19928.07,86387215
(주)링네트,42500,Dec-17,23027.54,85250503,22658.54,83996149
(주)링네트,42500,Dec-18,22845.01,92659133,22298.51,90204287
(주)링네트,42500,Dec-19,28392.89,94447962,27509.17,92992208
(주)링크제니시스,219420,Dec-18,7194.71,36098619,6808.66,35310621
(주)링크제니시스,219420,Dec-19,7585.35,37630382,6819.52,36987003
(주)마니커,27740,Dec-11,37554.03,281438687,25137.78,241508743
(주)마니커,27740,Dec-12,19285.77,291897548,8410.05,227524009
(주)마니커,27740,Dec-13,46718.65,291282318,29484.72,223435840
(주)마니커,27740,Dec-14,28763.68,226081037,13573.21,198589659
(주)마니커,27740,Dec-15,25057.4,222831034,15819.32,194617943
(주)마니커,27740,Dec-16,39535.99,211971928,31972.44,177691806
(주)마니커,27740,Dec-17,37083.51,251698380,20888.72,221812968
(주)마니커,27740,Dec-18,32292.73,193296432,30298.65,191331707
(주)마니커,27740,Dec-19,22228.4,183165054,21791.81,179600660
(주)마니커에프앤지,195500,Dec-19,,,16434.68,58497680
(주)마이크로디지탈,305090,Dec-19,,,-2586.87,23210224
(주)마이크로컨텍솔루션,98120,Dec-11,,,11197.42,26367843
(주)마이크로컨텍솔루션,98120,Dec-12,11778.33,31342853,11783.77,31347726
(주)마이크로컨텍솔루션,98120,Dec-13,12462.97,38071841,12486.06,36655352
(주)마이크로컨텍솔루션,98120,Dec-14,18456.12,48654440,18554.59,47940405
(주)마이크로컨텍솔루션,98120,Dec-15,11167.76,48093349,11108.64,47974438
(주)마이크로컨텍솔루션,98120,Dec-16,7204.16,44740847,7018.36,46358672
(주)마이크로컨텍솔루션,98120,Dec-17,4036.2,41284657,2669.42,40781110
(주)마이크로컨텍솔루션,98120,Dec-18,4046.53,35818677,1709.64,35729442
(주)마이크로컨텍솔루션,98120,Dec-19,10418.61,37413850,9572.74,37280225
(주)마이크로프랜드,147760,Dec-16,,,16411.04,55246728
(주)마이크로프랜드,147760,Dec-17,,,18796.45,56111035
(주)마이크로프랜드,147760,Dec-18,,,10892.67,61725040
(주)마이크로프랜드,147760,Dec-19,,,10069.52,58240307
(주)마크로젠,38290,Dec-11,14139.43,57754199,13285.52,56873287
(주)마크로젠,38290,Dec-12,19353.47,82120144,18770.02,81706701
(주)마크로젠,38290,Dec-13,23862.89,87712076,23893.81,89625114
(주)마크로젠,38290,Dec-14,21562.23,116178509,21513.9,115469639
(주)마크로젠,38290,Dec-15,35134.67,134311130,27972.49,128538003
(주)마크로젠,38290,Dec-16,37872.17,159523111,28939.14,142238766
(주)마크로젠,38290,Dec-17,49015.19,178707402,48128.6,167216803
(주)마크로젠,38290,Dec-18,41983.94,180415939,32407.03,173294361
(주)마크로젠,38290,Dec-19,35114.15,225531446,41852.64,215583180
(주)만도,204320,Dec-14,,3846455495,,2695847547
(주)만도,204320,Dec-15,1155655.23,4159811032,648327.31,2756020643
(주)만도,204320,Dec-16,1290050.74,4464352802,696777.35,2810428675
(주)만도,204320,Dec-17,1058169.09,4451024579,513594.82,2709747615
(주)만도,204320,Dec-18,1183473.39,4437275124,702914.1,2714015575
(주)만도,204320,Dec-19,1276642.14,4595620752,752909.23,2806053322
(주)매직마이크로,127160,Dec-15,19923.85,94090170,19615.26,79922509
(주)매직마이크로,127160,Dec-16,15317.76,95243648,8839.02,75398103
(주)매직마이크로,127160,Dec-17,14723.25,92684328,7771.69,82455752
(주)매직마이크로,127160,Dec-18,18423.45,139584364,-1073.33,138617436
(주)매직마이크로,127160,Dec-19,12254.48,128970686,-18051.26,121574113
(주)매커스,93520,Dec-11,9034.09,35751624,9755.86,37207753
(주)매커스,93520,Dec-12,10648.69,51334756,9659.59,52692001
(주)매커스,93520,Dec-13,11649.44,60516645,10804.21,61651465
(주)매커스,93520,Dec-14,11954.04,62102997,10793.47,63178407
(주)매커스,93520,Dec-15,12563.69,79015516,11471.94,79392262
(주)매커스,93520,Dec-16,9048.61,80310030,9533.92,82273920
(주)매커스,93520,Dec-17,18564.26,84880295,13803.77,83719033
(주)매커스,93520,Dec-18,19480.86,87116654,18094.95,85519934
(주)매커스,93520,Dec-19,12533.19,101122964,11681.89,100464022
(주)머큐리,100590,Dec-18,,,26897.68,92783500
(주)머큐리,100590,Dec-19,,,20762.31,105086804
(주)멀티캠퍼스,67280,Dec-11,,,19470.07,92747740
(주)멀티캠퍼스,67280,Dec-12,27933.77,100887428,23191.15,94769199
(주)멀티캠퍼스,67280,Dec-13,38368.65,131865485,32844.65,125655976
(주)멀티캠퍼스,67280,Dec-14,55845.12,140569824,50501.12,134915672
(주)멀티캠퍼스,67280,Dec-15,61419.78,90882280,54490.02,83258772
(주)멀티캠퍼스,67280,Dec-16,91452.23,108376665,84343.09,100654367
(주)멀티캠퍼스,67280,Dec-17,94940.02,116933657,87740.47,110800922
(주)멀티캠퍼스,67280,Dec-18,106565.04,143682541,99199.38,135548993
(주)멀티캠퍼스,67280,Dec-19,122343.54,204059370,115005.05,192260153
(주)메드팩토,235980,Dec-19,,,-9015.66,80699693
(주)메디아나,41920,Dec-14,13816.47,37022568,13584.42,37520424
(주)메디아나,41920,Dec-15,17876.87,44440742,17602.92,44525642
(주)메디아나,41920,Dec-16,20368.85,54286539,20264.04,52836144
(주)메디아나,41920,Dec-17,17584.45,55899309,16163.7,55118507
(주)메디아나,41920,Dec-18,15035.36,56785375,15404.98,56673633
(주)메디아나,41920,Dec-19,18211.86,64760524,17921,64785938
(주)메디콕스,54180,Jun-11,,,5100.48,49273294
(주)메디콕스,54180,Jun-12,,,-2252.19,48355990
(주)메디콕스,54180,Jun-13,,,9898.19,46422957
(주)메디콕스,54180,Jun-14,,,5212.42,45123117
(주)메디콕스,54180,Jun-15,,,7515.31,47650418
(주)메디콕스,54180,Jun-16,,,4919.56,47501946
(주)메디콕스,54180,Jun-17,,,-7894.06,55276578
(주)메디콕스,54180,Jun-18,,,4255.99,52453346
(주)메디콕스,54180,Jun-19,5896.17,56061813,5488.16,55809765
(주)메디톡스,86900,Dec-11,,,15864.52,52882085
(주)메디톡스,86900,Dec-12,,,27495.43,70534491
(주)메디톡스,86900,Dec-13,27572.5,79413781,23488.18,76459828
(주)메디톡스,86900,Dec-14,66536.06,168510780,61532.95,164170079
(주)메디톡스,86900,Dec-15,68293.32,203552001,61661.45,196039588
(주)메디톡스,86900,Dec-16,99087.04,324030421,92193.59,316197930
(주)메디톡스,86900,Dec-17,119408.92,389129325,110113.58,372487019
(주)메디톡스,86900,Dec-18,128599.6,395014966,113655.51,371313719
(주)메디톡스,86900,Dec-19,91747.38,421529504,77815.13,388656491
(주)메디프론디비티,65650,Dec-11,,,2522.91,38643828
(주)메디프론디비티,65650,Dec-12,,,-291.6,36480797
(주)메디프론디비티,65650,Dec-13,,,-74.28,34717842
(주)메디프론디비티,65650,Dec-14,,,-6443.77,26481958
(주)메디프론디비티,65650,Dec-15,,,-641.45,30838944
(주)메디프론디비티,65650,Dec-16,,,-2489.48,27752725
(주)메디프론디비티,65650,Dec-17,,,-10138.16,26243666
(주)메디프론디비티,65650,Dec-18,,,-4039.58,21570269
(주)메디프론디비티,65650,Dec-19,,,-111.23,19459610
(주)메지온,140410,Dec-12,,,2688.66,67301828
(주)메지온,140410,Dec-13,,,53.38,63339954
(주)메지온,140410,Dec-14,,,-1944.26,77874768
(주)메지온,140410,Dec-15,,,8821.43,103052493
(주)메지온,140410,Dec-16,-7920.85,95899262,-7931.79,95163992
(주)메지온,140410,Dec-17,-11411.12,74038036,-11467.2,69214903
(주)메지온,140410,Dec-18,-17167.54,75059445,-15698.11,69570473
(주)메지온,140410,Dec-19,-17043.21,58873712,-20797.1,53051381
(주)메카로,241770,Dec-17,,,55275.15,139563314
(주)메카로,241770,Dec-18,56152.17,153900401,55761.71,153155096
(주)메카로,241770,Dec-19,29197.65,160150690,27098.66,155822453
(주)메타랩스,90370,Dec-11,32752.82,172242048,28704.7,159040186
(주)메타랩스,90370,Dec-12,10426.04,155383022,-4490.78,145398780
(주)메타랩스,90370,Dec-13,23754.38,141315712,17297.92,128265379
(주)메타랩스,90370,Dec-14,23515.44,144811072,19249.74,133463146
(주)메타랩스,90370,Dec-15,-9654.76,114036049,-13165.8,102937043
(주)메타랩스,90370,Dec-16,-17614.42,76691075,-21305.31,69570147
(주)메타랩스,90370,Dec-17,-23910.6,49442520,-24034.09,46492007
(주)메타랩스,90370,Dec-18,-135.88,107107244,-8576.47,94348739
(주)메타랩스,90370,Dec-19,-5122.89,98289716,-18877.43,87086191
(주)메타바이오메드,59210,Dec-11,10715.54,53888254,9568.16,51986148
(주)메타바이오메드,59210,Dec-12,13077.93,103430144,11067.34,70610811
(주)메타바이오메드,59210,Dec-13,18025.7,116787858,14005.39,86017736
(주)메타바이오메드,59210,Dec-14,11732.87,115055910,11862.55,87001675
(주)메타바이오메드,59210,Dec-15,22660.78,113783500,13740.88,78506507
(주)메타바이오메드,59210,Dec-16,23668.28,120076739,12785.31,84517023
(주)메타바이오메드,59210,Dec-17,17356.15,119664761,7144.52,85352955
(주)메타바이오메드,59210,Dec-18,20556.21,97693208,15535.87,92743969
(주)메타바이오메드,59210,Dec-19,33903.03,103291753,21506.84,100502619
(주)멕아이씨에스,58110,Dec-15,,,7418.29,21692930
(주)멕아이씨에스,58110,Dec-16,2676.1,25034699,2843.43,25442971
(주)멕아이씨에스,58110,Dec-17,2883.52,22742806,3160.61,23670512
(주)멕아이씨에스,58110,Dec-18,2760.74,24438555,1840.9,22418604
(주)멕아이씨에스,58110,Dec-19,5560.14,24850344,3687.33,23149543
(주)멜파스,96640,Dec-11,,,38559.29,206312580
(주)멜파스,96640,Dec-12,,,47353.98,337616465
(주)멜파스,96640,Dec-13,,,20220.67,323146730
(주)멜파스,96640,Dec-14,,,-170.47,218188128
(주)멜파스,96640,Dec-15,,,-20352.33,154131402
(주)멜파스,96640,Dec-16,,,14544.61,152386728
(주)멜파스,96640,Dec-17,,,-22394.09,120391705
(주)멜파스,96640,Dec-18,,,-8320.32,85345225
(주)멜파스,96640,Dec-19,-2873.79,79763076,-2873.79,79763076
(주)모나리자,12690,Dec-11,,,7127.49,59334257
(주)모나리자,12690,Dec-12,,,11889.03,63959812
(주)모나리자,12690,Dec-13,,,7086.44,69499188
(주)모나리자,12690,Dec-14,,,21569.65,74989695
(주)모나리자,12690,Dec-15,,,20141.38,78701061
(주)모나리자,12690,Dec-16,,,22351.73,80562144
(주)모나리자,12690,Dec-17,,,20913.34,82624169
(주)모나리자,12690,Dec-18,,,14850.21,77510035
(주)모나리자,12690,Dec-19,,,20948.91,77097695
(주)모나미,5360,Dec-11,38652.45,212142757,19815.62,173582830
(주)모나미,5360,Dec-12,30447.46,197773862,17266.97,169875598
(주)모나미,5360,Dec-13,27026.27,173422869,7315.4,145811785
(주)모나미,5360,Dec-14,35924.66,168281436,15000.75,137568817
(주)모나미,5360,Dec-15,38078.27,162288656,15144.72,131744651
(주)모나미,5360,Dec-16,36569.73,166157077,15992.89,132886425
(주)모나미,5360,Dec-17,33578.99,167851330,15587.91,135292125
(주)모나미,5360,Dec-18,33850.61,170574793,15887.48,128522683
(주)모나미,5360,Dec-19,33719.44,181549399,15138.01,134666403
(주)모다이노칩,80420,Dec-11,39075.55,101030538,38120.5,101633300
(주)모다이노칩,80420,Dec-12,43380.92,105565770,42495.31,106349074
(주)모다이노칩,80420,Dec-13,52163.59,114703529,51613.06,115564411
(주)모다이노칩,80420,Dec-14,58659.2,129108309,56736.98,128618582
(주)모다이노칩,80420,Dec-15,49989.59,124530773,49620.59,124120077
(주)모다이노칩,80420,Dec-16,67703.78,587888975,69858.27,554195548
(주)모다이노칩,80420,Dec-17,128478.83,655118222,111067.05,563330684
(주)모다이노칩,80420,Dec-18,122660.26,644227913,95363.24,542612898
(주)모다이노칩,80420,Dec-19,101943.51,897502146,70595.07,754509203
(주)모두투어네트워크,80160,Dec-11,16788.06,135617087,16024.55,129028111
(주)모두투어네트워크,80160,Dec-12,66253.28,148778611,63351.69,143328005
(주)모두투어네트워크,80160,Dec-13,62975.35,152328686,68232.56,147490152
(주)모두투어네트워크,80160,Dec-14,68666.78,224323662,71402.95,174834922
(주)모두투어네트워크,80160,Dec-15,78575.71,182491978,72134.23,168428745
(주)모두투어네트워크,80160,Dec-16,93030.24,210376977,87899.19,198954820
(주)모두투어네트워크,80160,Dec-17,112341.76,338240134,99508.62,254950078
(주)모두투어네트워크,80160,Dec-18,97819.37,334585105,84655.99,257527533
(주)모두투어네트워크,80160,Dec-19,101077.04,420625003,73483.8,262603012
(주)모바일리더,100030,Dec-11,,,9084.76,26680375
(주)모바일리더,100030,Dec-12,8387.19,33964958,8387.19,28901056
(주)모바일리더,100030,Dec-13,12950.24,35412533,10324.37,31569553
(주)모바일리더,100030,Dec-14,10808.94,34794238,6083.41,31473907
(주)모바일리더,100030,Dec-15,9820.73,34097530,4483.26,30574230
(주)모바일리더,100030,Dec-16,9353.65,34015404,5516.37,31427792
(주)모바일리더,100030,Dec-17,10248.93,32019617,5403.11,32620239
(주)모바일리더,100030,Dec-18,11867.7,36279508,4224.2,32933009
(주)모바일리더,100030,Dec-19,9279.95,37969975,-1650.77,26732015
(주)모베이스,101330,Dec-11,25279.7,126176365,10769.28,102135324
(주)모베이스,101330,Dec-12,44997.54,131756961,13803.34,89877803
(주)모베이스,101330,Dec-13,61487.34,167704781,23034.93,112791032
(주)모베이스,101330,Dec-14,77169.76,180852346,24279.66,107741838
(주)모베이스,101330,Dec-15,69432.17,199989247,18829.13,108267700
(주)모베이스,101330,Dec-16,88028.12,247707378,17354.34,113668794
(주)모베이스,101330,Dec-17,78362.53,250446108,17613.67,124151932
(주)모베이스,101330,Dec-18,88959.26,299284345,19039.39,142758429
(주)모베이스,101330,Dec-19,170912.1,991473184,16334.54,183624767
(주)모베이스전자,12860,Dec-11,114412.13,380125419,68011.99,307863738
(주)모베이스전자,12860,Dec-12,128055.91,422182775,62556.58,315139527
(주)모베이스전자,12860,Dec-13,162517.11,450980636,82902.17,342132299
(주)모베이스전자,12860,Dec-14,179579.68,496070372,94009.8,351320759
(주)모베이스전자,12860,Dec-15,183064.55,583108622,106103.63,420980691
(주)모베이스전자,12860,Dec-16,175863.02,645936899,117583.97,511445672
(주)모베이스전자,12860,Dec-17,118412.46,576154630,85271.97,469397329
(주)모베이스전자,12860,Dec-18,153060.01,635384033,123901.18,521893192
(주)모베이스전자,12860,Dec-19,165854.6,673938142,118876.83,562807773
(주)모비스,250060,Dec-16,,,,
(주)모비스,250060,Dec-17,,,-3259.87,18034552
(주)모비스,250060,Dec-18,2070.53,27598719,2084.63,27488905
(주)모비스,250060,Dec-19,9435.05,42509164,1684.67,27231710
(주)모토닉,9680,Dec-11,59287.47,423199251,37838.6,374105347
(주)모토닉,9680,Dec-12,58005.1,450624651,38812.84,388016191
(주)모토닉,9680,Dec-13,54429.63,456090969,35692.18,395645331
(주)모토닉,9680,Dec-14,47910.24,429411204,31870.58,421213140
(주)모토닉,9680,Dec-15,36677.26,429266968,37809.4,424152336
(주)모토닉,9680,Dec-16,49828.44,433121255,46767.84,429295064
(주)모토닉,9680,Dec-17,42252.95,431546721,40056.64,429710114
(주)모토닉,9680,Dec-18,36628.39,434168419,35163.51,433308277
(주)모토닉,9680,Dec-19,39568.71,440900556,29411.7,438252302
(주)모헨즈,6920,Dec-11,9636.71,58299134,3164.53,22765571
(주)모헨즈,6920,Dec-12,11768.43,55237958,4078.49,19949958
(주)모헨즈,6920,Dec-13,13472.43,60752764,4905.21,21858311
(주)모헨즈,6920,Dec-14,15362.38,71805977,5263.06,25390937
(주)모헨즈,6920,Dec-15,17407.06,75913169,5374.59,26759716
(주)모헨즈,6920,Dec-16,17678.09,79697874,5488.37,27642045
(주)모헨즈,6920,Dec-17,16683.24,83268394,5312.06,26072046
(주)모헨즈,6920,Dec-18,14160.09,67384499,6307.67,29467950
(주)모헨즈,6920,Dec-19,13022.54,58143099,5659.02,25717995
(주)무학,33920,Dec-11,54830.05,325551244,55148.67,324149166
(주)무학,33920,Dec-12,76540.71,376640770,76360.28,376629191
(주)무학,33920,Dec-13,115378.83,441322084,112554.57,440361967
(주)무학,33920,Dec-14,151790.6,534230440,145847.63,530006394
(주)무학,33920,Dec-15,93799.17,556846377,91242.2,553245545
(주)무학,33920,Dec-16,137225.05,603740662,133789.18,598614925
(주)무학,33920,Dec-17,133241.09,670089159,128725.9,666177429
(주)무학,33920,Dec-18,31278.1,618969273,26616.12,618960531
(주)무학,33920,Dec-19,88333.51,624618562,84320.07,624439398
(주)미래생명자원,218150,Dec-15,,,,
(주)미래생명자원,218150,Dec-16,,,,
(주)미래생명자원,218150,Dec-17,-420.73,30960328,-437.26,28668565
(주)미래생명자원,218150,Dec-18,4022.03,34085140,3708.56,30126626
(주)미래생명자원,218150,Dec-19,4020.28,38518768,3618.53,34097096
(주)미래아이앤지,7120,Dec-11,8913.23,40944375,7694.48,40419986
(주)미래아이앤지,7120,Dec-12,8430.24,37376216,6418.19,36577462
(주)미래아이앤지,7120,Dec-13,-2889.28,33288537,-4641.78,32881790
(주)미래아이앤지,7120,Dec-14,-10507.54,48844887,-12445.89,48802259
(주)미래아이앤지,7120,Dec-15,5302.4,47974558,5537.23,48258949
(주)미래아이앤지,7120,Dec-16,2173.98,52119332,1970.59,52448637
(주)미래아이앤지,7120,Dec-17,1844.19,68822164,1554.28,68770378
(주)미래아이앤지,7120,Dec-18,-7963.09,57570343,-7847.97,57637429
(주)미래아이앤지,7120,Dec-19,11377.48,72302050,11179.69,72260851
(주)미래컴퍼니,49950,Dec-11,29685.67,102459368,26553.24,102340517
(주)미래컴퍼니,49950,Dec-12,33916.22,111468183,31022.78,108970493
