회사명,거래소코드,회계년도,부가가치(IFRS연결),자산(IFRS연결),부가가치(IFRS개별),자산(IFRS개별)
(주)케이프,64820,Dec-16,45052.19,1469790849,19141.07,214856780
(주)케이프,64820,Dec-17,63812.98,1323297080,12916.05,211073594
(주)케이프,64820,Dec-18,63396.21,2219167295,12617.03,220344632
(주)케이프,64820,Dec-19,74646.72,1949680859,19902.58,223469194
(주)케이피에스,256940,Dec-17,,,6594.76,32501006
(주)케이피에스,256940,Dec-18,15434.62,38228065,15374.54,38217338
(주)케이피에스,256940,Dec-19,7162.86,38650675,6865.14,38681294
(주)케이피에프,24880,Dec-11,43487.08,255408515,37022.78,244197068
(주)케이피에프,24880,Dec-12,44838.97,330265493,41571.61,314365131
(주)케이피에프,24880,Dec-13,52561.08,367653962,37934.78,352759546
(주)케이피에프,24880,Dec-14,35736.3,366848675,23540.7,333099121
(주)케이피에프,24880,Dec-15,71640.96,380368115,54223.66,360164606
(주)케이피에프,24880,Dec-16,58102.84,395895492,69503.15,361482582
(주)케이피에프,24880,Dec-17,70552.89,418037497,50055.24,367650469
(주)케이피에프,24880,Dec-18,70862.01,408582628,52455.11,358386608
(주)케이피에프,24880,Dec-19,71151.87,415789843,54523.19,369936102
(주)케이피엠테크,42040,Dec-11,4852.96,90855164,4298.77,80318228
(주)케이피엠테크,42040,Dec-12,-4096.77,85165983,-9592.55,64800425
(주)케이피엠테크,42040,Dec-13,-661.63,36983986,-8059.51,36571570
(주)케이피엠테크,42040,Dec-14,10506.29,50500518,9957.53,50245956
(주)케이피엠테크,42040,Dec-15,9358.8,35542101,9187.78,36117303
(주)케이피엠테크,42040,Dec-16,2803.41,83271028,2190.75,83031676
(주)케이피엠테크,42040,Dec-17,6606.37,121781612,7887.59,130401752
(주)케이피엠테크,42040,Dec-18,45338.35,199152116,41798.62,165953122
(주)케이피엠테크,42040,Dec-19,-25988,162104920,-23603.67,148280154
(주)케이피티유,54410,Dec-11,3461.86,44664421,3536.52,53014572
(주)케이피티유,54410,Dec-12,2228.99,50076757,4285.14,51342680
(주)케이피티유,54410,Dec-13,,,5211.96,53939304
(주)케이피티유,54410,Dec-14,,,8384.87,58008678
(주)케이피티유,54410,Dec-15,,,11754.58,56953026
(주)케이피티유,54410,Dec-16,,,9568.7,59504325
(주)케이피티유,54410,Dec-17,9417.77,68247260,8754.58,65296002
(주)케이피티유,54410,Dec-18,6457.53,65556115,4756.46,65556115
(주)케이피티유,54410,Dec-19,,,2851.19,62232910
(주)케일럼,258610,Dec-17,,,3722.33,41844935
(주)케일럼,258610,Dec-18,6776.55,53906961,6859.02,53298455
(주)케일럼,258610,Dec-19,2424.31,48622782,2307.78,48622782
(주)켐온,217600,Dec-15,,,,
(주)켐온,217600,Dec-16,,,,
(주)켐온,217600,Dec-17,,,6505.79,39462658
(주)켐온,217600,Dec-18,,,11808.94,42473049
(주)켐온,217600,Dec-19,,,13732.57,44622023
(주)켐트로닉스,89010,Dec-11,35069.21,169037298,27098.93,151263310
(주)켐트로닉스,89010,Dec-12,45752.19,183194327,39121.49,169146216
(주)켐트로닉스,89010,Dec-13,60256.61,218954005,52120.34,198122684
(주)켐트로닉스,89010,Dec-14,32412.29,222796373,17503.35,203205230
(주)켐트로닉스,89010,Dec-15,22347.85,234894280,16373.27,205823668
(주)켐트로닉스,89010,Dec-16,30710.66,226427988,23372.11,194364534
(주)켐트로닉스,89010,Dec-17,21758.59,220667821,7262.31,192638240
(주)켐트로닉스,89010,Dec-18,43298.81,231561350,30239.45,202953282
(주)켐트로닉스,89010,Dec-19,73542.19,294088094,32445.22,223363903
(주)켐트로스,220260,Dec-15,,,,
(주)켐트로스,220260,Dec-16,,,,
(주)켐트로스,220260,Dec-17,,,8453.15,51518272
(주)켐트로스,220260,Dec-18,,,14587.99,64888243
(주)켐트로스,220260,Dec-19,,,9474.03,68065771
(주)코다코,46070,Dec-11,,,31894.73,168601036
(주)코다코,46070,Dec-12,,,38015.41,190484129
(주)코다코,46070,Dec-13,50078.78,251475508,44048.31,232226580
(주)코다코,46070,Dec-14,56483.35,287239248,50213.73,265384921
(주)코다코,46070,Dec-15,62231.65,317285357,56421.37,296397060
(주)코다코,46070,Dec-16,71697.4,383368845,64467.12,326454285
(주)코다코,46070,Dec-17,60418.13,417416923,63101,373944688
(주)코다코,46070,Dec-18,39874.99,393660081,32957.89,346822339
(주)코다코,46070,Dec-19,44962.67,330178369,45623.69,302184821
(주)코데즈컴바인,47770,Dec-11,37004.72,192631415,42897.13,197171164
(주)코데즈컴바인,47770,Dec-12,33825.57,176408636,32242.39,180903099
(주)코데즈컴바인,47770,Dec-13,16438.52,133178256,14523.81,137662912
(주)코데즈컴바인,47770,Dec-14,6446.8,70992802,-3624.34,70188407
(주)코데즈컴바인,47770,Dec-15,7540.43,29137618,7061.15,29204450
(주)코데즈컴바인,47770,Dec-16,3390.47,29020844,3475,29049053
(주)코데즈컴바인,47770,Dec-17,4323.93,31578877,4388.92,31568837
(주)코데즈컴바인,47770,Dec-18,7434.87,64408803,7300.91,35836762
(주)코데즈컴바인,47770,Dec-19,9385.66,71633747,8794.72,44274213
(주)코디,80530,Dec-11,,,7624.36,46365002
(주)코디,80530,Dec-12,307.94,59948013,-565.05,49196321
(주)코디,80530,Dec-13,7899.71,73197699,6177.14,57718306
(주)코디,80530,Dec-14,8812.52,71869254,3428.73,50230694
(주)코디,80530,Dec-15,3831.37,61653715,-1997.56,45493046
(주)코디,80530,Dec-16,-22075.01,86510616,-4949.6,75090109
(주)코디,80530,Dec-17,-11906.78,42501591,-10856.19,41279052
(주)코디,80530,Dec-18,-4953.58,81954473,-6256.25,76094627
(주)코디,80530,Dec-19,6273.78,75932355,4069.62,70681476
(주)코디엠,224060,Dec-15,,,5526.27,20082514
(주)코디엠,224060,Dec-16,511.14,68181742,550.25,66363876
(주)코디엠,224060,Dec-17,6801.41,60951343,9754.02,63642121
(주)코디엠,224060,Dec-18,-2704.98,93910822,-7351.19,93249224
(주)코디엠,224060,Dec-19,12952.96,117030999,4604.44,99756487
(주)코렌텍,104540,Dec-13,9166.37,60227570,9160.89,60395989
(주)코렌텍,104540,Dec-14,10447.43,70512556,10297.18,70867317
(주)코렌텍,104540,Dec-15,12515.55,71517889,12677.06,73096731
(주)코렌텍,104540,Dec-16,14499.19,97043566,14303.77,99565637
(주)코렌텍,104540,Dec-17,7673.57,100577807,7337.18,104081744
(주)코렌텍,104540,Dec-18,-13079.31,64259905,-19720.05,61569703
(주)코렌텍,104540,Dec-19,14878.97,62778527,13621.83,60803833
(주)코리아나화장품,27050,Dec-11,23701.53,116062305,22625.97,116578021
(주)코리아나화장품,27050,Dec-12,37001.52,97333543,31226.13,94488684
(주)코리아나화장품,27050,Dec-13,22821.98,113212596,21030.02,109765089
(주)코리아나화장품,27050,Dec-14,17982.95,114446178,16280.49,111361525
(주)코리아나화장품,27050,Dec-15,29618.03,121613975,28661.59,120298535
(주)코리아나화장품,27050,Dec-16,27349.5,118519738,26007.84,116975574
(주)코리아나화장품,27050,Dec-17,24629.66,121097694,21900.27,118189904
(주)코리아나화장품,27050,Dec-18,25559.59,122612031,23062.05,119444340
(주)코리아나화장품,27050,Dec-19,19926.27,122298260,17997.26,118570683
(주)코리아센터,290510,Dec-19,70854.98,344866909,31571.65,289601314
(주)코리아써키트,7810,Dec-11,70750.54,419488244,51281.47,340400022
(주)코리아써키트,7810,Dec-12,118386.77,462312486,82217.84,358964874
(주)코리아써키트,7810,Dec-13,116850.97,551207964,96225.05,437456608
(주)코리아써키트,7810,Dec-14,91131.65,542551001,88346.95,435293020
(주)코리아써키트,7810,Dec-15,101041.44,526992026,112671.96,458321359
(주)코리아써키트,7810,Dec-16,72097.41,520500737,82133.24,474901058
(주)코리아써키트,7810,Dec-17,115019.92,556503135,81248.58,490634591
(주)코리아써키트,7810,Dec-18,45444.61,500488797,26112.23,424573323
(주)코리아써키트,7810,Dec-19,71173.34,478120049,79661.69,419683120
(주)코리아에스이,101670,Dec-11,,,3273.71,31839539
(주)코리아에스이,101670,Dec-12,,,1551.86,32442231
(주)코리아에스이,101670,Dec-13,,,1723.92,32848207
(주)코리아에스이,101670,Dec-14,,,60.29,32300334
(주)코리아에스이,101670,Dec-15,,,845.23,33123010
(주)코리아에스이,101670,Dec-16,,,850.59,32251323
(주)코리아에스이,101670,Dec-17,3365.64,41482384,-307.56,32323515
(주)코리아에스이,101670,Dec-18,-2923.47,38971319,-999.32,31810812
(주)코리아에스이,101670,Dec-19,-2484.11,35532474,432.29,31419853
(주)코맥스,36690,Dec-11,17180.49,85058009,16291.23,82421529
(주)코맥스,36690,Dec-12,18387.22,77308571,17801.82,78345348
(주)코맥스,36690,Dec-13,20366.27,83485160,18516.05,84340852
(주)코맥스,36690,Dec-14,19653.48,85749893,16677.83,87857145
(주)코맥스,36690,Dec-15,21653.84,89131049,18198.5,91621910
(주)코맥스,36690,Dec-16,26666.68,96774640,23868.59,99980155
(주)코맥스,36690,Dec-17,27191.46,104882960,26525.54,106655383
(주)코맥스,36690,Dec-18,22999.84,105445314,20417.2,104635175
(주)코맥스,36690,Dec-19,22013.83,110179684,19680.05,110227306
(주)코메론,49430,Dec-11,14865.51,92395037,8480.55,80060805
(주)코메론,49430,Dec-12,19062.42,95687089,11112.95,84688990
(주)코메론,49430,Dec-13,17166.62,102537204,10376.65,90611510
(주)코메론,49430,Dec-14,19476.59,110437411,12264.97,96982463
(주)코메론,49430,Dec-15,26467.07,116526898,17579.67,99793969
(주)코메론,49430,Dec-16,27217.18,136746192,20046.58,121683156
(주)코메론,49430,Dec-17,23588.27,139135359,17002.26,128677892
(주)코메론,49430,Dec-18,27735.99,142536732,20139.06,131102656
(주)코메론,49430,Dec-19,27840.73,153773823,19763.05,139321513
(주)코미코,183300,Dec-17,74591.07,121072950,48763.6,107469975
(주)코미코,183300,Dec-18,102491.78,232717205,70900.89,192706409
(주)코미코,183300,Dec-19,102218.46,292076428,67242.87,219618361
(주)코미팜,41960,Dec-11,5585.23,64118373,5583.75,63862358
(주)코미팜,41960,Dec-12,8284.51,76977313,7162.13,75454549
(주)코미팜,41960,Dec-13,6372.64,108796731,6379.68,108552947
(주)코미팜,41960,Dec-14,6765.54,124397607,6641.15,123833297
(주)코미팜,41960,Dec-15,2115.87,133389118,2102.49,132664026
(주)코미팜,41960,Dec-16,11601.59,149843271,11729.44,129362509
(주)코미팜,41960,Dec-17,4082.26,149268453,11310.16,130076692
(주)코미팜,41960,Dec-18,-6442.87,139903685,-3698.44,124823223
(주)코미팜,41960,Dec-19,-134.39,125644473,3039.16,117266964
(주)코세스,89890,Dec-11,,,15112.4,51223430
(주)코세스,89890,Dec-12,,,19986.88,44657581
(주)코세스,89890,Dec-13,,,-2142.16,44475967
(주)코세스,89890,Dec-14,,,3815.44,41946083
(주)코세스,89890,Dec-15,,,9740.01,36744393
(주)코세스,89890,Dec-16,,,7417.02,27340392
(주)코세스,89890,Dec-17,,,16740.83,33041534
(주)코세스,89890,Dec-18,,,23002.02,58280091
(주)코세스,89890,Dec-19,,,19954.79,54005557
(주)코센,9730,Dec-11,,,-2729.64,49522297
(주)코센,9730,Dec-12,,,565.66,47949209
(주)코센,9730,Dec-13,,,5643.04,54362478
(주)코센,9730,Dec-14,6317.02,64057472,7094.08,64673696
(주)코센,9730,Dec-15,6411.81,58921631,7229.01,59592393
(주)코센,9730,Dec-16,-3114.83,60000751,-4044.91,59382953
(주)코센,9730,Dec-17,9920.41,57162040,7727.84,57150089
(주)코센,9730,Dec-18,-4450.53,55576704,-4295.48,55961553
(주)코센,9730,Dec-19,-41748.02,84205795,-37735.75,85173019
(주)코스나인,82660,Dec-11,2305.09,55915463,-76.83,51717753
(주)코스나인,82660,Dec-12,13154.38,113926933,3757.83,81217642
(주)코스나인,82660,Dec-13,35984.86,183177965,15630.09,111676298
(주)코스나인,82660,Dec-14,47620.87,179680497,13827.66,108814269
(주)코스나인,82660,Dec-15,39755.35,193477266,10175.44,116789204
(주)코스나인,82660,Dec-16,30930.96,197249708,7862.04,127906327
(주)코스나인,82660,Dec-17,-934.94,181360692,-9865.92,103432210
(주)코스나인,82660,Dec-18,-462.58,79381517,-14172.72,59229592
(주)코스나인,82660,Dec-19,,,615.18,51820707
(주)코스메카코리아,241710,Dec-16,32719.34,143045906,26690.69,136293484
(주)코스메카코리아,241710,Dec-17,38367.42,151059278,29162.19,143768583
(주)코스메카코리아,241710,Dec-18,65376.56,315034709,35899.01,209034455
(주)코스메카코리아,241710,Dec-19,80317.25,350909520,33240.79,236253555
(주)코스온,69110,Dec-11,,,676.11,8919999
(주)코스온,69110,Dec-12,,,483.52,12406078
(주)코스온,69110,Dec-13,,,-744.41,23090426
(주)코스온,69110,Dec-14,,,4926.3,40522770
(주)코스온,69110,Dec-15,,,12498.05,73978304
(주)코스온,69110,Dec-16,8278.98,101838339,18656.05,97746430
(주)코스온,69110,Dec-17,17956.61,139432991,15582.07,130244325
(주)코스온,69110,Dec-18,18903.94,221447294,13036.85,188453474
(주)코스온,69110,Dec-19,16129.39,239961867,13326.63,199014917
(주)코썬바이오,204990,Dec-16,,,13015.43,50534728
(주)코썬바이오,204990,Dec-17,-128.16,128032491,899.51,120440135
(주)코썬바이오,204990,Dec-18,-53299.96,65519401,-46678.35,70686827
(주)코썬바이오,204990,Dec-19,-46397.81,14760523,-53514.94,10592988
(주)코아스,71950,Dec-11,,,13679.98,105316982
(주)코아스,71950,Dec-12,11242.58,103422937,11242.99,103282530
(주)코아스,71950,Dec-13,805.45,98569947,627.86,97482840
(주)코아스,71950,Dec-14,13403.39,101027896,13280.02,100115022
(주)코아스,71950,Dec-15,3113.26,89438043,2992.87,88639409
(주)코아스,71950,Dec-16,8756.92,76929028,8696.54,77108379
(주)코아스,71950,Dec-17,15975.94,79069618,15420.54,78598722
(주)코아스,71950,Dec-18,15311.46,78534357,14331.7,77054399
(주)코아스,71950,Dec-19,18784.6,77314339,16724.01,76111816
(주)코아시아,45970,Dec-11,4331.89,230066991,455.83,111755480
(주)코아시아,45970,Dec-12,9363.67,238163639,429.77,112377746
(주)코아시아,45970,Dec-13,44121.52,272680457,578.43,115254162
(주)코아시아,45970,Dec-14,43315.09,242015229,7686.65,120624578
(주)코아시아,45970,Dec-15,72070.14,351679808,1469.09,156388729
(주)코아시아,45970,Dec-16,88171.95,325515778,-1036.83,133251418
(주)코아시아,45970,Dec-17,79937.63,331114667,9861.22,133209216
(주)코아시아,45970,Dec-18,57441.48,327476522,-13348.89,116806123
(주)코아시아,45970,Dec-19,88953.79,326298702,19990.66,184988248
(주)코아시아옵틱스,196450,Dec-14,,92040010,,89124159
(주)코아시아옵틱스,196450,Dec-15,11609.47,99856404,8216.68,94222143
(주)코아시아옵틱스,196450,Dec-16,-36181.69,69867088,-40147.61,66168487
(주)코아시아옵틱스,196450,Dec-17,-15245.47,68339098,-14049.36,65341499
(주)코아시아옵틱스,196450,Dec-18,-8952.51,57405388,-9434.27,57201104
(주)코아시아옵틱스,196450,Dec-19,43860.93,114274762,6612.98,98098809
(주)코엔텍,29960,Dec-11,17840.59,73048836,14794.23,68789564
(주)코엔텍,29960,Dec-12,22489.57,83764683,19447.85,78052674
(주)코엔텍,29960,Dec-13,22073.87,93103166,19101.57,85854792
(주)코엔텍,29960,Dec-14,24180.08,104498650,20964.84,96224387
(주)코엔텍,29960,Dec-15,21527.08,130554728,17519.16,120353597
(주)코엔텍,29960,Dec-16,32238.06,153917415,29568.86,142900118
(주)코엔텍,29960,Dec-17,40950.62,172746242,37117.52,160299247
(주)코엔텍,29960,Dec-18,50215.7,196343451,45576.42,195319411
(주)코엔텍,29960,Dec-19,,,51865.54,198228800
(주)코오롱,2020,Dec-11,153831.2,3808664515,35726.54,998424446
(주)코오롱,2020,Dec-12,383522.78,3859498968,44858.45,1055339333
(주)코오롱,2020,Dec-13,469265.25,3775562705,47663.47,1134535689
(주)코오롱,2020,Dec-14,449240.62,3578435131,-73445.14,1066497398
(주)코오롱,2020,Dec-15,323751.28,3291820462,47981.68,1085223517
(주)코오롱,2020,Dec-16,412974.73,3333623695,55127.92,1120301952
(주)코오롱,2020,Dec-17,174969.67,3699363238,49128.13,1247050373
(주)코오롱,2020,Dec-18,464633.12,3480352009,10613.13,1277774548
(주)코오롱,2020,Dec-19,520785.51,3618574587,42121.69,1272530112
(주)코원플레이,56000,Dec-11,-73.95,83607085,-3961.48,66931615
(주)코원플레이,56000,Dec-12,-6806.69,70015194,-7189.67,57309176
(주)코원플레이,56000,Dec-13,-2499.48,69714471,-394.05,56727202
(주)코원플레이,56000,Dec-14,2188.82,66975754,3670.93,56426301
(주)코원플레이,56000,Dec-15,-6458.17,37467433,-15163.5,35188647
(주)코원플레이,56000,Dec-16,,,-4012.07,43231967
(주)코원플레이,56000,Dec-17,4873.2,22125522,5123.86,23050028
(주)코원플레이,56000,Dec-18,2384.69,22337356,999.54,22369181
(주)코원플레이,56000,Dec-19,-43.26,21161057,-1750.44,19803544
(주)코윈테크,282880,Dec-19,32255.27,115217985,32072.33,114961957
(주)코이즈,121850,Dec-12,16879.09,45898891,17822.22,45878622
(주)코이즈,121850,Dec-13,9570.36,59114075,8516.92,58728253
(주)코이즈,121850,Dec-14,10806.26,57527978,9125.39,58475979
(주)코이즈,121850,Dec-15,7052.73,58006987,4403.14,58278463
(주)코이즈,121850,Dec-16,11705.97,54923992,9537.26,52987628
(주)코이즈,121850,Dec-17,-687.73,45676171,-2584.47,43549826
(주)코이즈,121850,Dec-18,934.27,46448349,-2864.32,38880214
(주)코이즈,121850,Dec-19,8186.29,41096583,6170.28,31624080
(주)코콤,15710,Dec-11,10982.05,90597063,10998.53,90313541
(주)코콤,15710,Dec-12,11237.36,101942031,11203.39,101690010
(주)코콤,15710,Dec-13,12202.2,111496084,12313.98,111412316
(주)코콤,15710,Dec-14,17736.32,105861241,17606.93,105704698
(주)코콤,15710,Dec-15,19732.01,110081235,19829.12,110078419
(주)코콤,15710,Dec-16,17823.71,117782559,17825.32,117780795
(주)코콤,15710,Dec-17,22056.23,128890686,22056.3,128889699
(주)코콤,15710,Dec-18,29974.93,147620181,29975.19,147619453
(주)코콤,15710,Dec-19,26462.44,147422080,26462.56,147421473
(주)코텍,52330,Dec-11,,,34791.43,168796129
(주)코텍,52330,Dec-12,,,37575.21,175146977
(주)코텍,52330,Dec-13,,,39200.85,183907166
(주)코텍,52330,Dec-14,,,25802.21,182316630
(주)코텍,52330,Dec-15,,,53066.89,235394690
(주)코텍,52330,Dec-16,,,60049.34,275769907
(주)코텍,52330,Dec-17,,,56424.39,301919377
(주)코텍,52330,Dec-18,,,75264.06,325293762
(주)코텍,52330,Dec-19,68884.59,353091372,68268.89,350021731
(주)코퍼스코리아,322780,Dec-19,,,,
(주)코프라,126600,Dec-11,,,9158.42,51213975
(주)코프라,126600,Dec-12,,,12130.8,53792911
(주)코프라,126600,Dec-13,14855.66,65785053,14898.28,65840892
(주)코프라,126600,Dec-14,17713.18,83860843,18710.27,77307034
(주)코프라,126600,Dec-15,22276.4,107225279,22107.68,100668705
(주)코프라,126600,Dec-16,24831.52,124690917,21755.54,113450352
(주)코프라,126600,Dec-17,15835.61,142292865,12727.96,127817900
(주)코프라,126600,Dec-18,16378.35,167381777,12677.51,133262073
(주)코프라,126600,Dec-19,23587.46,156410475,15652.01,127804904
(주)콘텐트리중앙,36420,Dec-19,199548.79,1161637852,30925.13,453070601
(주)콤텍시스템,31820,Dec-11,14794.31,116722640,14889.98,113022814
(주)콤텍시스템,31820,Dec-12,22749.94,119691215,18977.57,112422527
(주)콤텍시스템,31820,Dec-13,23191.44,119842093,24025.73,113625897
(주)콤텍시스템,31820,Dec-14,20022.65,116860847,17500.78,108884243
(주)콤텍시스템,31820,Dec-15,14748.43,107817629,15175.69,100684705
(주)콤텍시스템,31820,Dec-16,25323.85,130290045,23498.51,121692895
(주)콤텍시스템,31820,Dec-17,22653.26,106679920,22420.67,97952410
(주)콤텍시스템,31820,Dec-18,,,31357.61,113538546
(주)콤텍시스템,31820,Dec-19,,,30896.62,161498210
(주)큐로,15590,Dec-11,15243.55,279382747,11988.48,271155189
(주)큐로,15590,Dec-12,54569.13,262270166,50547.53,250864739
(주)큐로,15590,Dec-13,57943.43,262833068,52248.86,254862388
(주)큐로,15590,Dec-14,45084.45,295677320,39254.04,279364255
(주)큐로,15590,Dec-15,,,29186.34,276443469
(주)큐로,15590,Dec-16,,,26574.3,235945208
(주)큐로,15590,Dec-17,,,26636.5,204688025
(주)큐로,15590,Dec-18,,,8877.34,197265760
(주)큐로,15590,Dec-19,31655.98,217020142,31655.98,208547614
(주)큐로컴,40350,Dec-11,-2791.9,60713769,-430.76,73522391
(주)큐로컴,40350,Dec-12,-984.58,57672285,3492,75161749
(주)큐로컴,40350,Dec-13,2168.95,62028853,3707.81,87423665
(주)큐로컴,40350,Dec-14,1807.66,61413743,4071.85,88812662
(주)큐로컴,40350,Dec-15,37447.91,91858522,38607.86,125409658
(주)큐로컴,40350,Dec-16,-10572.99,110467974,-9588.48,136391663
(주)큐로컴,40350,Dec-17,-14961.72,117709804,-11367.53,112522617
(주)큐로컴,40350,Dec-18,-16945.2,94049808,-18146.67,88048304
(주)큐로컴,40350,Dec-19,-9352.1,96606780,-11941.43,86436445
(주)큐로홀딩스,51780,Dec-11,2356.5,75379028,2745.97,73421151
(주)큐로홀딩스,51780,Dec-12,566.83,83406346,234.31,78743980
(주)큐로홀딩스,51780,Dec-13,3728.42,76369512,2131.73,74208211
(주)큐로홀딩스,51780,Dec-14,3485.43,76809885,3496.65,76904701
(주)큐로홀딩스,51780,Dec-15,8250.98,92194788,5322.88,67182115
(주)큐로홀딩스,51780,Dec-16,-5299.73,91308534,-9406.56,69016329
(주)큐로홀딩스,51780,Dec-17,-29629.98,54861347,-28148.18,42640584
(주)큐로홀딩스,51780,Dec-18,-1628.92,51629331,-3421.8,44601651
(주)큐로홀딩스,51780,Dec-19,452.17,49234096,-967.61,41168709
(주)큐리언트,115180,Dec-16,,,-7440.89,26238994
(주)큐리언트,115180,Dec-17,,,-9518.78,15678094
(주)큐리언트,115180,Dec-18,,,-13859.16,43196042
(주)큐리언트,115180,Dec-19,,,-19640.19,20513537
(주)큐브엔터테인먼트,182360,Dec-13,,,,
(주)큐브엔터테인먼트,182360,Dec-14,,,,
(주)큐브엔터테인먼트,182360,Dec-15,-170.21,27649412,-116.16,27746144
(주)큐브엔터테인먼트,182360,Dec-16,817.37,21470633,1418.7,22548539
(주)큐브엔터테인먼트,182360,Dec-17,5622.32,22136132,4188.5,22050841
(주)큐브엔터테인먼트,182360,Dec-18,9156.42,28829632,8847.3,28593708
(주)큐브엔터테인먼트,182360,Dec-19,9762.47,32002669,9580.3,31782787
(주)큐에스아이,66310,Dec-11,,,12000.69,40984732
(주)큐에스아이,66310,Dec-12,9660.35,49460598,9251.11,49760178
(주)큐에스아이,66310,Dec-13,12207.19,53599411,10693.67,54619590
(주)큐에스아이,66310,Dec-14,12569.07,56888043,10778.78,57753809
(주)큐에스아이,66310,Dec-15,11484.79,55734972,9787.35,57587462
(주)큐에스아이,66310,Dec-16,11656.73,55524032,8875.78,57398514
(주)큐에스아이,66310,Dec-17,10629.28,55024425,8561.22,57733520
(주)큐에스아이,66310,Dec-18,9095.07,54017004,4730.96,54564654
(주)큐에스아이,66310,Dec-19,11037.31,58462417,8050.98,58836161
(주)크라운제과,264900,Dec-17,,,,328674242
(주)크라운제과,264900,Dec-18,,,107931.71,332756097
(주)크라운제과,264900,Dec-19,,,106578.24,332902890
(주)크라운해태홀딩스,5740,Dec-11,304527.88,1109065713,114812.72,528160951
(주)크라운해태홀딩스,5740,Dec-12,335661.39,1087996254,112340.56,546220034
(주)크라운해태홀딩스,5740,Dec-13,315066.34,1091834196,110632.53,531020480
(주)크라운해태홀딩스,5740,Dec-14,327666.12,1089820120,121098.08,527050712
(주)크라운해태홀딩스,5740,Dec-15,361322.76,1121569714,128721.17,526896368
(주)크라운해태홀딩스,5740,Dec-16,368303.98,1177800258,116982.15,570432943
(주)크라운해태홀딩스,5740,Dec-17,444300.63,1311341477,8829.88,355141412
(주)크라운해태홀딩스,5740,Dec-18,342143.97,1286504596,14626.29,357022501
(주)크라운해태홀딩스,5740,Dec-19,334260.6,1238166154,-10074.56,335836913
(주)크레버스,96240,Dec-11,13149.97,78469329,11361.35,83239100
(주)크레버스,96240,Dec-12,11925.72,96164604,9715.25,89358686
(주)크레버스,96240,Dec-13,59463.33,121921363,39609.19,114671218
(주)크레버스,96240,Dec-14,23575.85,120806152,33244.57,111306392
(주)크레버스,96240,Dec-15,59110.75,125382465,27970.33,106310821
(주)크레버스,96240,Dec-16,39169.03,148986377,16118.61,99078551
(주)크레버스,96240,Dec-17,65446.14,145606600,35115.35,92111892
(주)크레버스,96240,Dec-18,70610.89,166309402,36388.26,91648911
(주)크레버스,96240,Dec-19,82047.4,193391054,42084.77,105364226
(주)크리스에프앤씨,110790,Dec-18,65420.71,272079008,65082.58,271346304
(주)크리스에프앤씨,110790,Dec-19,60053.33,277284707,59317.21,276302179
(주)크린앤사이언스,45520,Dec-11,7863.8,41053258,8027.36,41024264
(주)크린앤사이언스,45520,Dec-12,9311.58,38875115,8757,38657012
(주)크린앤사이언스,45520,Dec-13,9508.36,39632733,9832.28,39438344
(주)크린앤사이언스,45520,Dec-14,11402.99,39294982,10929.84,38715839
(주)크린앤사이언스,45520,Dec-15,13590.76,43603238,13405.7,43048974
(주)크린앤사이언스,45520,Dec-16,14301.68,50645236,14010.9,50319076
(주)크린앤사이언스,45520,Dec-17,16622.22,65672135,16385.63,65542655
(주)크린앤사이언스,45520,Dec-18,20744.29,81338496,20456.77,81285005
(주)크린앤사이언스,45520,Dec-19,24943.86,115940770,24474.68,115859721
(주)클라우드에어,36170,Dec-11,,,9303.19,62819472
(주)클라우드에어,36170,Dec-12,16177.43,97757567,16465,96881143
(주)클라우드에어,36170,Dec-13,11584.74,93303682,11464.3,92634282
(주)클라우드에어,36170,Dec-14,12214.85,96490084,11021.84,94866496
(주)클라우드에어,36170,Dec-15,4427.96,75826536,3950.7,75223788
(주)클라우드에어,36170,Dec-16,5609.47,69188584,6937.08,69967830
(주)클라우드에어,36170,Dec-17,2499.87,95146781,3422.67,97432414
(주)클라우드에어,36170,Dec-18,3580.71,111447884,2887.79,113737586
(주)클라우드에어,36170,Dec-19,-3210.92,102245082,-4495.81,101412887
(주)클래시스,214150,Dec-15,,,,
(주)클래시스,214150,Dec-16,,,,
(주)클래시스,214150,Dec-17,5372.94,63161123,5356.47,63139777
(주)클래시스,214150,Dec-18,30144.91,75677204,30140.92,75670335
(주)클래시스,214150,Dec-19,57290.91,113657441,57202.61,113571284
(주)클리오,237880,Dec-16,48470.2,241042273,50875.37,241370743
(주)클리오,237880,Dec-17,12401.33,232974676,14552.04,235713564
(주)클리오,237880,Dec-18,37456.28,188562122,26997.12,185333519
(주)클리오,237880,Dec-19,40757.22,236650518,36581.3,231175716
(주)키다리스튜디오,20120,Dec-11,,,1072.51,10069904
(주)키다리스튜디오,20120,Dec-12,,,-214.04,27561464
(주)키다리스튜디오,20120,Dec-13,,,5544.97,28014609
(주)키다리스튜디오,20120,Dec-14,7310.77,37934587,6050.46,34949583
(주)키다리스튜디오,20120,Dec-15,14535.61,42294543,13877.01,43289174
(주)키다리스튜디오,20120,Dec-16,,,6739.29,21420375
(주)키다리스튜디오,20120,Dec-17,1513.95,22697733,1270.17,19273386
(주)키다리스튜디오,20120,Dec-18,,,2496.16,18702972
(주)키다리스튜디오,20120,Dec-19,8002.71,41973984,5377.17,39356151
(주)키이스트,54780,Dec-11,,,4895.88,22039510
(주)키이스트,54780,Dec-12,7170.93,71946367,6897.11,35142939
