회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),자산(IFRS개별)
(주)CMG제약,58820,Dec-11,0,0,27305198,0,2134049,27548539
(주)CMG제약,58820,Dec-12,0,100000,57108035,0,2132612,56988604
(주)CMG제약,58820,Dec-13,0,0,55912563,0,0,55961620
(주)CMG제약,58820,Dec-14,0,5451,58068326,0,0,58127098
(주)CMG제약,58820,Dec-15,0,6273,56532821,0,0,56591972
(주)CMG제약,58820,Dec-16,0,0,110979867,0,0,110979867
(주)CMG제약,58820,Dec-17,0,0,109568153,0,0,109568153
(주)CMG제약,58820,Dec-18,0,0,114379880,0,0,114379880
(주)CMG제약,58820,Dec-19,0,0,192243166,0,0,192243166
(주)DB하이텍,990,Dec-11,0,5398046,1199043869,0,5398045,1183957429
(주)DB하이텍,990,Dec-12,214817416,5141640,1157755031,214817416,5141640,1149069244
(주)DB하이텍,990,Dec-13,276846544,6452198,1058391832,276846544,6452198,1049494642
(주)DB하이텍,990,Dec-14,391619824,7547468,984876636,391619824,7547468,1001959816
(주)DB하이텍,990,Dec-15,399748737,5218930,984643712,399748737,5218929,1005673854
(주)DB하이텍,990,Dec-16,282487037,15253525,986788572,282487037,15253525,1006370876
(주)DB하이텍,990,Dec-17,315595985,11286143,993950720,315595985,11286143,977575054
(주)DB하이텍,990,Dec-18,277380073,15890934,1066533840,277380073,15890934,1050696487
(주)DB하이텍,990,Dec-19,179746294,30550406,1088889810,179746294,30550406,1089400761
(주)ES큐브,50120,Dec-11,0,100000,55477032,0,0,45233434
(주)ES큐브,50120,Dec-12,0,153555,46281660,0,0,44676182
(주)ES큐브,50120,Dec-13,0,152765,47137573,0,0,47509654
(주)ES큐브,50120,Dec-14,0,568302,56611836,0,0,44914173
(주)ES큐브,50120,Dec-15,0,0,55620280,0,0,47123684
(주)ES큐브,50120,Dec-16,28600000,0,105164626,28600000,0,104459992
(주)ES큐브,50120,Dec-17,27400000,0,105892131,27400000,0,104850192
(주)ES큐브,50120,Dec-18,2100000,0,112430896,2100000,0,108481764
(주)ES큐브,50120,Dec-19,24900000,2726000,463958680,24900000,0,136065488
(주)HJ중공업,97230,Dec-11,677057000,410598000,7036680000,178967000,364466000,5857119000
(주)HJ중공업,97230,Dec-12,777978000,354648000,6585093000,315044000,311804000,5938108000
(주)HJ중공업,97230,Dec-13,793546000,534025000,6683379000,588662000,291859000,5839633000
(주)HJ중공업,97230,Dec-14,1458914000,489339000,6470284000,904138000,318982000,5469810000
(주)HJ중공업,97230,Dec-15,628609000,660354000,5914637000,224253000,529090000,4638381000
(주)HJ중공업,97230,Dec-16,1269833000,514563000,5256464000,970466000,167724000,3921561000
(주)HJ중공업,97230,Dec-17,82638000,243789000,4206655000,5497000,105621000,3312303000
(주)HJ중공업,97230,Dec-18,1140191000,104816000,2733620000,1140192000,104816000,2388369000
(주)HJ중공업,97230,Dec-19,3927000,0,2470222000,3927000,0,2465650000
(주)MH에탄올,23150,Dec-11,8088960,0,134206851,8088960,63015867,135927085
(주)MH에탄올,23150,Dec-12,7613360,68371514,134385813,7613360,64484158,139200817
(주)MH에탄올,23150,Dec-13,8166707,64376121,129697936,7181760,62912838,122520742
(주)MH에탄올,23150,Dec-14,732160,28450064,85534839,732160,28450064,85253876
(주)MH에탄올,23150,Dec-15,484060,18000000,78996052,484060,18000000,78691328
(주)MH에탄올,23150,Dec-16,348460,5000000,72339673,348460,5000000,72025138
(주)MH에탄올,23150,Dec-17,169747422,41603421,500180086,25212860,11203421,107437079
(주)MH에탄올,23150,Dec-18,163785632,45739383,440177523,25077260,10482447,109656889
(주)MH에탄올,23150,Dec-19,31219687,46242628,451474451,25000000,10692858,101058662
(주)SH에너지화학,2360,Dec-11,181920,28921046,104710740,181920,28921046,102383199
(주)SH에너지화학,2360,Dec-12,4000000,24066914,103690070,4000000,24066914,102492810
(주)SH에너지화학,2360,Dec-13,500000,26982012,110488951,500000,26982012,109984767
(주)SH에너지화학,2360,Dec-14,0,9568698,110741407,0,9568698,109098264
(주)SH에너지화학,2360,Dec-15,0,6881833,115520726,0,6823233,114048206
(주)SH에너지화학,2360,Dec-16,0,3560425,124488724,0,3500000,122956894
(주)SH에너지화학,2360,Dec-17,0,3553570,125312154,0,3500000,123261552
(주)SH에너지화학,2360,Dec-18,0,3500000,122434685,0,3500000,120895795
(주)SH에너지화학,2360,Dec-19,4800000,3500000,123415832,4800000,3500000,121126250
(주)SIMPAC,9160,Dec-11,10000000,33556016,310879328,10000000,33556016,296953131
(주)SIMPAC,9160,Dec-12,10000000,30338486,318665505,10000000,30338486,307366684
(주)SIMPAC,9160,Dec-13,6666640,57162310,361985890,6666640,57162310,349836891
(주)SIMPAC,9160,Dec-14,2499990,35004397,381939281,2499990,25004397,329325876
(주)SIMPAC,9160,Dec-15,220000,50481896,422833445,0,40000000,369348917
(주)SIMPAC,9160,Dec-16,220000,24590628,417865468,0,10000000,366245273
(주)SIMPAC,9160,Dec-17,178750,20000000,381158251,0,15000000,343005145
(주)SIMPAC,9160,Dec-18,123750,105000000,681750819,0,95000000,628334175
(주)SIMPAC,9160,Dec-19,68750,126700000,679145850,0,102000000,608693104
(주)SNT에너지,100840,Dec-11,,,,0,20000000,276511841
(주)SNT에너지,100840,Dec-12,,,,0,0,292802033
(주)SNT에너지,100840,Dec-13,,,,0,0,311675279
(주)SNT에너지,100840,Dec-14,,,,0,0,304511816
(주)SNT에너지,100840,Dec-15,,,,0,0,316196096
(주)SNT에너지,100840,Dec-16,,,,0,0,348042346
(주)SNT에너지,100840,Dec-17,,,,0,0,300266693
(주)SNT에너지,100840,Dec-18,,,,0,0,280991534
(주)SNT에너지,100840,Dec-19,0,0,333897235,0,0,331391237
(주)SNT홀딩스,36530,Dec-11,627000,83747208,2124828265,0,0,388123974
(주)SNT홀딩스,36530,Dec-12,1230693,61474637,2074903906,0,0,388964716
(주)SNT홀딩스,36530,Dec-13,741141,74400885,2149176237,0,0,397336142
(주)SNT홀딩스,36530,Dec-14,496019,27084000,2039388864,0,0,399244416
(주)SNT홀딩스,36530,Dec-15,241477,6947267,2169311305,0,0,430584006
(주)SNT홀딩스,36530,Dec-16,0,6890307,2210178425,0,0,427001710
(주)SNT홀딩스,36530,Dec-17,0,6520000,2146174938,0,0,425435423
(주)SNT홀딩스,36530,Dec-18,0,6460000,2113834573,0,0,422804813
(주)SNT홀딩스,36530,Dec-19,0,0,2236679025,0,0,417172874
(주)STX,11810,Dec-11,453951000,867790000,5234175000,115350000,657305000,3302248000
(주)STX,11810,Dec-12,523076000,974176000,5067029000,97993000,749942000,3226878000
(주)STX,11810,Dec-13,391286000,542454000,1342520000,391256000,474021000,1086567000
(주)STX,11810,Dec-14,214556000,512227000,1255002000,214533000,488720000,1070433000
(주)STX,11810,Dec-15,165235000,578844000,1267224000,165217000,500659000,1057543000
(주)STX,11810,Dec-16,30940000,574539000,707709000,30940000,510241000,627686000
(주)STX,11810,Dec-17,19343000,253322000,627542000,19343000,204108000,520393000
(주)STX,11810,Dec-18,22595000,305981000,554061000,22595000,259918000,446758000
(주)STX,11810,Dec-19,38017000,264271000,560107000,34213000,248602000,462734000
(주)TCC스틸,2710,Dec-11,26981943,108093746,454329510,25483900,93982325,407743559
(주)TCC스틸,2710,Dec-12,69300233,95311816,547013976,57343600,51793337,438642951
(주)TCC스틸,2710,Dec-13,119777726,68381264,543708595,81381440,30522560,444204925
(주)TCC스틸,2710,Dec-14,30545120,121546985,551000563,28114780,82191918,461297588
(주)TCC스틸,2710,Dec-15,113039900,40104555,376394571,112083700,29010848,330651742
(주)TCC스틸,2710,Dec-16,60103220,40670209,282914735,59537000,30606252,250878191
(주)TCC스틸,2710,Dec-17,178740,41668435,278692540,0,35703547,248896237
(주)TCC스틸,2710,Dec-18,78588608,41720321,304781579,74888608,40134438,268135677
(주)TCC스틸,2710,Dec-19,8063000,49412479,314210087,4363000,48254679,270265082
(주)가비아,79940,Dec-11,953300,0,64954440,953300,0,37295822
(주)가비아,79940,Dec-12,9666660,2774106,85244515,9666660,1000000,51795749
(주)가비아,79940,Dec-13,5500000,1000000,91231294,5500000,0,52151784
(주)가비아,79940,Dec-14,4675000,3500000,98544072,4675000,3000000,55984243
(주)가비아,79940,Dec-15,5500000,510000,105081568,5500000,0,57657418
(주)가비아,79940,Dec-16,7200000,2200000,125796754,5500000,0,61160981
(주)가비아,79940,Dec-17,1700000,2400000,133382584,0,0,64986436
(주)가비아,79940,Dec-18,3315000,8214600,151440505,1000000,5500000,69315988
(주)가비아,79940,Dec-19,11463170,6645286,199916131,4910996,3000000,82964911
(주)강스템바이오텍,217730,Dec-15,,,,780000,287750,24982626
(주)강스템바이오텍,217730,Dec-16,,,,520000,260000,47441769
(주)강스템바이오텍,217730,Dec-17,4260000,1350000,47198979,4260000,0,44508729
(주)강스템바이오텍,217730,Dec-18,4438889,1405000,73194018,4000000,0,66184838
(주)강스템바이오텍,217730,Dec-19,7655556,240000,113643697,4000000,0,98625925
(주)강원랜드,35250,Dec-11,0,0,2711401782,0,0,2730283806
(주)강원랜드,35250,Dec-12,0,0,2906655321,0,0,2915385756
(주)강원랜드,35250,Dec-13,0,0,3102036846,0,0,3105430200
(주)강원랜드,35250,Dec-14,0,0,3375127289,0,0,3380461682
(주)강원랜드,35250,Dec-15,0,0,3690791830,0,0,3688060027
(주)강원랜드,35250,Dec-16,940000,0,3978987574,0,0,3975979890
(주)강원랜드,35250,Dec-17,1400000,0,4185657487,0,0,4182527382
(주)강원랜드,35250,Dec-18,0,0,4231241354,0,0,4229630541
(주)강원랜드,35250,Dec-19,0,0,4438119306,0,0,4436461953
(주)강원에너지,114190,Nov-11,,,,0,0,53719067
(주)강원에너지,114190,Dec-12,,,,0,0,89258208
(주)강원에너지,114190,Dec-13,,,,0,0,72441333
(주)강원에너지,114190,Dec-14,,,,0,0,67037639
(주)강원에너지,114190,Dec-15,10000000,0,85457457,0,0,80939019
(주)강원에너지,114190,Dec-16,10004000,0,77186606,0,0,70850137
(주)강원에너지,114190,Dec-17,7200000,0,93179394,0,0,87781416
(주)강원에너지,114190,Dec-18,0,7200000,93845576,0,0,89619750
(주)강원에너지,114190,Dec-19,3320000,7200000,56602063,3320000,0,55106032
(주)갤럭시아에스엠,11420,Dec-11,0,1900000,45110356,0,1900000,40711969
(주)갤럭시아에스엠,11420,Dec-12,2050000,1400000,43979072,0,1400000,40169876
(주)갤럭시아에스엠,11420,Dec-13,444977,3450000,37636664,0,1400000,34158874
(주)갤럭시아에스엠,11420,Dec-14,1778928,1400000,45274078,0,1400000,40528250
(주)갤럭시아에스엠,11420,Dec-15,478600,900000,68686992,0,0,67196553
(주)갤럭시아에스엠,11420,Dec-16,0,0,58444606,0,0,55825556
(주)갤럭시아에스엠,11420,Dec-17,0,0,49831109,0,0,48958128
(주)갤럭시아에스엠,11420,Dec-18,0,0,33253331,0,0,33337692
(주)갤럭시아에스엠,11420,Dec-19,0,0,28241598,0,0,28241598
(주)경농,2100,Dec-11,57682,0,173774102,57682,0,176741869
(주)경농,2100,Dec-12,48203,70186128,269412832,48203,15672000,203467698
(주)경농,2100,Dec-13,6635226,39252112,255984725,6635226,8962308,214988593
(주)경농,2100,Dec-14,9302713,52465899,284623063,9302713,12647505,230870852
(주)경농,2100,Dec-15,10653500,63164557,316341853,10653500,36640787,265109291
(주)경농,2100,Dec-16,6789500,62069012,320915151,6779500,35583115,266622289
(주)경농,2100,Dec-17,7131800,65173878,335873898,2905500,13876102,268967010
(주)경농,2100,Dec-18,4600000,79960501,357260541,0,23632398,285031873
(주)경농,2100,Dec-19,23600000,65326303,370874091,16000000,35282865,297197088
(주)경동나비엔,9450,Dec-11,8450997,6919800,263211016,112800,0,224373470
(주)경동나비엔,9450,Dec-12,18461243,6133169,299729837,7460000,0,254627468
(주)경동나비엔,9450,Dec-13,14132101,33221200,354779867,2219700,25000000,301475800
(주)경동나비엔,9450,Dec-14,19525050,82110660,401658957,1331820,68900000,331089242
(주)경동나비엔,9450,Dec-15,15959718,47715339,402084368,443940,31402650,324848990
(주)경동나비엔,9450,Dec-16,10988469,18305153,429754702,0,0,347643876
(주)경동나비엔,9450,Dec-17,17554750,38519282,503697210,0,15250000,391400492
(주)경동나비엔,9450,Dec-18,18171374,97542506,583595818,0,52900000,440513661
(주)경동나비엔,9450,Dec-19,23688184,64709266,609808343,10000000,29500000,461607017
(주)경동도시가스,267290,Dec-17,12987389,0,710280194,12987389,0,707917077
(주)경동도시가스,267290,Dec-18,12123582,0,778269612,12123582,0,775880913
(주)경동도시가스,267290,Dec-19,11201253,0,749999474,11201253,0,747453908
(주)경동인베스트,12320,Dec-11,38332383,13793100,1001490869,14732383,0,941176098
(주)경동인베스트,12320,Dec-12,35850519,9800000,1209924561,13350519,0,1168400020
(주)경동인베스트,12320,Dec-13,29855917,13489951,1205008353,12355917,0,1161427092
(주)경동인베스트,12320,Dec-14,56403180,6551550,1320789066,11523080,0,1101071366
(주)경동인베스트,12320,Dec-15,107469867,16766667,1167819522,13017117,0,926392697
(주)경동인베스트,12320,Dec-16,99594003,15300000,1126122628,13267953,0,903818865
(주)경동인베스트,12320,Dec-17,83460730,15181825,599276331,0,0,318031347
(주)경동인베스트,12320,Dec-18,71906166,9000000,592002536,0,0,318776653
(주)경동인베스트,12320,Dec-19,62256400,22000000,605467383,0,0,316572482
(주)경방,50,Dec-11,52825075,151249110,1352324332,51339915,135849110,1331930968
(주)경방,50,Dec-12,297503511,99503292,1335039930,280141533,81369628,1301719900
(주)경방,50,Dec-13,275230163,76186522,1296989142,258404523,54775180,1261257414
(주)경방,50,Dec-14,9985627,174843423,1301841379,0,160771349,1275008413
(주)경방,50,Dec-15,235918778,130833677,1318643312,210000000,96327221,1259512344
(주)경방,50,Dec-16,225494443,95137531,1301910960,185000000,66373522,1237024388
(주)경방,50,Dec-17,16667775,56680582,1274042237,0,29757475,1199063663
(주)경방,50,Dec-18,165400578,98123875,1301792841,130000000,51994467,1226545382
(주)경방,50,Dec-19,149162959,122000203,1370742491,120000000,89828826,1296265431
(주)경보제약,214390,Dec-15,,,,5000000,34090028,195488457
(주)경보제약,214390,Dec-16,,,,0,41082535,203735980
(주)경보제약,214390,Dec-17,,,,451100,28375875,204869399
(주)경보제약,214390,Dec-18,,,,451100,42120856,221622993
(주)경보제약,214390,Dec-19,,,,405000,53647070,237816742
(주)경인양행,12610,Dec-11,18002059,68608252,319596954,13856450,46049234,245825940
(주)경인양행,12610,Dec-12,415000,58180937,287452678,0,46608296,241045608
(주)경인양행,12610,Dec-13,2415000,70278679,316944796,0,60151840,274570963
(주)경인양행,12610,Dec-14,12485227,58862976,313039125,10000000,47461532,267331084
(주)경인양행,12610,Dec-15,439220,77495111,326687437,0,65001741,273778266
(주)경인양행,12610,Dec-16,760665,71049658,344298515,0,61492592,290035389
(주)경인양행,12610,Dec-17,8360241,86431633,357951470,8000000,71449907,296909084
(주)경인양행,12610,Dec-18,19416459,107171462,412996589,16133260,89584775,344908257
(주)경인양행,12610,Dec-19,30503057,140233691,472081003,24357240,115964069,381063538
(주)고려시멘트,198440,Dec-14,,,,,,
(주)고려시멘트,198440,Dec-15,,,,,,
(주)고려시멘트,198440,Dec-16,,,,,,
(주)고려시멘트,198440,Dec-17,,,,2285714,5200000,115881620
(주)고려시멘트,198440,Dec-18,,,,914286,11800000,127536833
(주)고려시멘트,198440,Dec-19,,,,0,11160000,127035573
(주)고영테크놀러지,98460,Dec-11,0,0,87006201,0,0,87017886
(주)고영테크놀러지,98460,Dec-12,0,0,103351965,0,0,103019642
(주)고영테크놀러지,98460,Dec-13,0,0,120951617,0,0,121329325
(주)고영테크놀러지,98460,Dec-14,255725,0,141720465,0,0,141873467
(주)고영테크놀러지,98460,Dec-15,108243,0,158857627,0,0,160170850
(주)고영테크놀러지,98460,Dec-16,0,0,195121241,0,0,194332855
(주)고영테크놀러지,98460,Dec-17,0,0,205207385,0,0,205696350
(주)고영테크놀러지,98460,Dec-18,0,0,279059436,0,0,279985447
(주)고영테크놀러지,98460,Dec-19,0,0,305481184,0,0,308020011
(주)골드앤에스,35290,Dec-11,0,12411157,46677146,0,12178458,46347129
(주)골드앤에스,35290,Dec-12,0,13447513,51950606,0,12742845,51062616
(주)골드앤에스,35290,Dec-13,4878557,18087011,51442505,0,13094067,34508798
(주)골드앤에스,35290,Dec-14,2702826,14350632,46528474,0,6441078,28884288
(주)골드앤에스,35290,Dec-15,0,220684,24102094,0,0,23597566
(주)골드앤에스,35290,Dec-16,0,1615384,18671644,0,1400000,18296141
(주)골드앤에스,35290,Dec-17,0,1550000,17173934,0,1550000,16994788
(주)골드앤에스,35290,Dec-18,0,2000000,42472631,0,2000000,42472631
(주)골드앤에스,35290,Dec-19,0,1900000,16096170,0,1900000,16096170
(주)골드퍼시픽,38530,Dec-11,,,,0,0,27473520
(주)골드퍼시픽,38530,Dec-12,,,,0,0,29861540
(주)골드퍼시픽,38530,Dec-13,2190540,3176547,33687572,300000,1950000,30517744
(주)골드퍼시픽,38530,Dec-14,2114583,10162200,41948832,240063,4820000,31936409
(주)골드퍼시픽,38530,Dec-15,149996,1150000,28573328,149996,1150000,27495738
(주)골드퍼시픽,38530,Dec-16,,,,0,0,11122066
(주)골드퍼시픽,38530,Dec-17,,,,0,0,26567967
(주)골드퍼시픽,38530,Dec-18,5440000,46122,37825442,5440000,46122,37288362
(주)골드퍼시픽,38530,Dec-19,,,,0,7000000,72945743
(주)골프존,215000,Dec-15,15000000,20000000,178132253,15000000,20000000,171629353
(주)골프존,215000,Dec-16,7499970,27500030,187914226,7499970,27500030,177635830
(주)골프존,215000,Dec-17,9166650,23333320,253672419,9166650,23333320,239011847
(주)골프존,215000,Dec-18,833330,18333320,254057808,833330,18333320,254578679
(주)골프존,215000,Dec-19,0,833330,312587283,0,833330,304860836
(주)골프존뉴딘홀딩스,121440,Dec-11,493741,0,378054302,0,0,373246120
(주)골프존뉴딘홀딩스,121440,Dec-12,0,88100000,540922890,0,64000000,512614848
(주)골프존뉴딘홀딩스,121440,Dec-13,0,101600000,637840057,0,54000000,589946855
(주)골프존뉴딘홀딩스,121440,Dec-14,75000000,120100000,762037240,0,49000000,586599347
(주)골프존뉴딘홀딩스,121440,Dec-15,103000000,83445000,767325175,24000000,3105000,585663015
(주)골프존뉴딘홀딩스,121440,Dec-16,75000000,117840000,760772930,40000000,7000000,561892958
(주)골프존뉴딘홀딩스,121440,Dec-17,121107143,86932857,756500949,16000000,9300000,536244772
(주)골프존뉴딘홀딩스,121440,Dec-18,45693452,177783524,774743339,10000000,9300000,563387103
(주)골프존뉴딘홀딩스,121440,Dec-19,186266105,44591854,776384700,54200000,9300000,537526345
(주)광림,14200,Dec-11,,,,277562,11706716,86353051
(주)광림,14200,Dec-12,,,,206386,11373551,89766075
(주)광림,14200,Dec-13,,,,2280310,13065781,101592603
(주)광림,14200,Dec-14,19923952,61083096,244886480,4942101,29422885,120284256
(주)광림,14200,Dec-15,,,,2593514,38865656,146338755
(주)광림,14200,Dec-16,313681,54889147,229596737,313681,39984398,152080347
(주)광림,14200,Dec-17,562200,46280279,208058303,562200,40930850,369582323
(주)광림,14200,Dec-18,1900000,40784486,187812629,1900000,35456356,236379465
(주)광림,14200,Dec-19,6239252,36955189,252468254,1400000,30190012,193568854
(주)광명전기,17040,Dec-11,425000,25565143,123886511,425000,20710000,99992644
(주)광명전기,17040,Dec-12,325000,27567759,131064345,325000,23532459,104218586
(주)광명전기,17040,Dec-13,225000,20546525,120910764,225000,18790000,105483729
(주)광명전기,17040,Dec-14,0,19100429,138580023,0,17790000,119791644
(주)광명전기,17040,Dec-15,0,16700000,131457603,0,15500000,107719518
(주)광명전기,17040,Dec-16,0,20700000,146859319,0,12500000,125405290
(주)광명전기,17040,Dec-17,9358000,16200000,152717140,0,14500000,128881408
(주)광명전기,17040,Dec-18,10802000,16200000,151823119,0,14500000,124159091
(주)광명전기,17040,Dec-19,0,16200000,156712705,0,14500000,140591786
(주)광무,29480,Dec-11,0,18255969,75946478,0,17715969,85836111
(주)광무,29480,Dec-12,0,11206671,55788602,0,11208688,60163490
(주)광무,29480,Dec-13,0,12634238,35384615,0,12634238,28890332
(주)광무,29480,Dec-14,,,,0,7635126,27862528
(주)광무,29480,Dec-15,,,,4070000,1501000,21133216
(주)광무,29480,Dec-16,,,,4070000,860015,29089768
(주)광무,29480,Dec-17,,,,0,845932,28950503
(주)광무,29480,Dec-18,0,4570000,28431748,0,4570000,26017306
(주)광무,29480,Dec-19,0,5798283,63139837,0,4270000,57156720
(주)광주신세계,37710,Dec-11,,,,0,0,380753715
(주)광주신세계,37710,Dec-12,,,,0,0,430662968
(주)광주신세계,37710,Dec-13,,,,0,80200000,656355808
(주)광주신세계,37710,Dec-14,,,,0,35800000,652758688
(주)광주신세계,37710,Dec-15,,,,0,0,659495158
(주)광주신세계,37710,Dec-16,,,,0,50900000,655502726
(주)광주신세계,37710,Dec-17,,,,0,5600000,655018971
(주)광주신세계,37710,Dec-18,,,,0,0,696204982
(주)광주신세계,37710,Dec-19,,,,0,0,752423111
(주)구영테크,53270,Dec-11,3906227,66559168,149471330,1616657,35083497,94940916
(주)구영테크,53270,Dec-12,4191949,81126552,161163024,2553333,49924751,109440531
(주)구영테크,53270,Dec-13,16281076,54734786,149230187,4034607,37101932,97549406
(주)구영테크,53270,Dec-14,16833438,51875791,155857242,2915390,32676392,101546298
(주)구영테크,53270,Dec-15,22945474,38854405,161330950,6356430,23734320,102761141
(주)구영테크,53270,Dec-16,30201160,30443891,166748490,13342430,14834390,108895002
(주)구영테크,53270,Dec-17,42591378,39673968,187009683,29458970,24700000,139584386
(주)구영테크,53270,Dec-18,48148894,28086803,202572970,36387038,11800000,146492374
(주)구영테크,53270,Dec-19,35432257,34689847,206569873,28475278,14200000,141034767
(주)국동,5320,Dec-11,3733250,40784474,68162305,0,31537074,42291817
(주)국동,5320,Dec-12,3349103,35508504,65808287,0,27883342,35813125
(주)국동,5320,Dec-13,2680065,35225223,73040609,0,28289471,40194919
(주)국동,5320,Dec-14,4982487,31716237,89271398,0,26779956,53392996
(주)국동,5320,Dec-15,5536937,23738474,93758552,0,22013407,66242141
(주)국동,5320,Dec-16,3885476,23244912,124126720,0,16178350,86116813
(주)국동,5320,Dec-17,5584962,20421203,106307080,0,13454523,75154254
(주)국동,5320,Dec-18,4762632,25075767,123134702,0,15129747,80727956
(주)국동,5320,Dec-19,4484958,22031864,133723726,0,12119756,96856085
(주)국보,1140,Dec-11,2731635,22593152,98869465,2731635,22593152,97415381
(주)국보,1140,Dec-12,2835446,27541585,98494841,2835446,27131585,93953021
(주)국보,1140,Dec-13,4832876,27711068,98315386,4832876,27251068,94915572
(주)국보,1140,Dec-14,4802814,27190274,91005502,4802814,26480274,87597909
(주)국보,1140,Dec-15,3599269,25563457,83085438,3599269,24803457,80158667
(주)국보,1140,Dec-16,2927219,25150389,81308887,2927219,24350389,77487791
(주)국보,1140,Dec-17,3532843,22315377,73270170,3532843,21515377,69819240
(주)국보,1140,Dec-18,737525,11098735,48188113,737525,10298735,45599283
(주)국보,1140,Dec-19,907586,22201022,115356448,34197,3510000,57467353
(주)국보디자인,66620,Dec-11,0,568523,80200900,0,402226,79203327
(주)국보디자인,66620,Dec-12,0,0,92877548,0,0,92873298
(주)국보디자인,66620,Dec-13,0,3371372,127902185,0,3371372,121964092
(주)국보디자인,66620,Dec-14,0,0,132011877,0,0,125685773
(주)국보디자인,66620,Dec-15,0,1881000,141089858,0,1881000,129037954
(주)국보디자인,66620,Dec-16,0,0,158452485,0,0,150830570
(주)국보디자인,66620,Dec-17,0,0,164381715,0,0,158317679
(주)국보디자인,66620,Dec-18,0,0,175036784,0,0,161750972
(주)국보디자인,66620,Dec-19,0,0,222514980,0,0,197762410
(주)국순당,43650,Dec-11,525000,200000,199135153,0,0,193849294
(주)국순당,43650,Dec-12,700000,200000,209729554,0,0,203489729
(주)국순당,43650,Dec-13,4190000,0,218115221,0,0,203199593
(주)국순당,43650,Dec-14,220000,0,217479839,0,0,205782935
(주)국순당,43650,Dec-15,660000,0,216587928,0,0,203528460
(주)국순당,43650,Dec-16,0,300000,213004831,0,0,200077411
(주)국순당,43650,Dec-17,640000,520000,242199755,0,0,208832133
(주)국순당,43650,Dec-18,700000,490000,238619493,0,0,221229658
(주)국순당,43650,Dec-19,3161700,10536089,252484287,0,0,210006510
(주)국영지앤엠,6050,Dec-11,,,,10759404,210156,61022765
(주)국영지앤엠,6050,Dec-12,,,,3000000,0,60197670
(주)국영지앤엠,6050,Dec-13,,,,3000000,293486,63108054
(주)국영지앤엠,6050,Dec-14,,,,3000000,0,58995756
(주)국영지앤엠,6050,Dec-15,,,,2000000,950000,63713392
(주)국영지앤엠,6050,Dec-16,,,,3250000,0,65670915
(주)국영지앤엠,6050,Dec-17,,,,2250000,0,66101002
(주)국영지앤엠,6050,Dec-18,,,,0,0,60335138
(주)국영지앤엠,6050,Dec-19,,,,1804780,1500000,68657302
(주)국전약품,307750,Dec-18,,,,,,
(주)국전약품,307750,Dec-19,,,,,,
(주)그래디언트,35080,Dec-11,99000000,112373992,777653618,66000000,85000000,521750143
(주)그래디언트,35080,Dec-12,64400000,60949255,739985481,23100000,17100000,482181596
(주)그래디언트,35080,Dec-13,49257653,62165153,1598503940,9900000,30900000,473264178
(주)그래디언트,35080,Dec-14,36809009,18476848,1920350951,0,7500000,455860309
(주)그래디언트,35080,Dec-15,33800000,30930103,2106702049,0,16363425,475792856
(주)그래디언트,35080,Dec-16,3250000,21030359,2073537018,0,10350523,404583242
(주)그래디언트,35080,Dec-17,2250000,56006779,1804533355,0,9748094,344022749
(주)그래디언트,35080,Dec-18,528894,68304203,1809664488,0,9221930,339457297
(주)그래디언트,35080,Dec-19,905454,63017377,1780051911,0,11037377,336145750
(주)그리티,204020,Dec-18,0,6339881,95755030,0,0,86557287
(주)그리티,204020,Dec-19,0,1441926,92151596,0,0,86803901
(주)그린플러스,186230,Dec-19,13705000,8533305,72321985,4705000,5321224,56587945
(주)글로벌스탠다드테크놀로지,83450,Dec-11,416665,2700000,52575255,0,2500000,49714791
(주)글로벌스탠다드테크놀로지,83450,Dec-12,249999,2700000,53824618,0,2500000,49050552
(주)글로벌스탠다드테크놀로지,83450,Dec-13,1583333,2700000,62626777,0,2500000,57053266
(주)글로벌스탠다드테크놀로지,83450,Dec-14,1200000,2500000,69972237,0,2500000,63317853
(주)글로벌스탠다드테크놀로지,83450,Dec-15,1200000,2500000,69691968,0,2500000,60770711
(주)글로벌스탠다드테크놀로지,83450,Dec-16,1000000,3500000,89405841,0,2500000,78440684
(주)글로벌스탠다드테크놀로지,83450,Dec-17,1000000,3000000,102400669,0,2000000,88966307
(주)글로벌스탠다드테크놀로지,83450,Dec-18,0,5280904,105027408,0,2000000,87524011
(주)글로벌스탠다드테크놀로지,83450,Dec-19,1500000,4365000,136751562,0,2000000,120984040
(주)금양,1570,Dec-11,2000000,53502755,130817841,2000000,51677655,124086392
(주)금양,1570,Dec-12,8558732,50907483,127557393,8558732,48929359,127197484
(주)금양,1570,Dec-13,11828361,65506653,147115126,11828361,63436905,142485295
(주)금양,1570,Dec-14,15164523,51634498,160244911,15164523,50083705,145135554
(주)금양,1570,Dec-15,2752913,58310947,165405931,2752913,56988406,157467543
(주)금양,1570,Dec-16,5790360,65490915,178901902,5790360,65490915,174953809
(주)금양,1570,Dec-17,996900,56289092,196084032,996900,54794228,167120998
(주)금양,1570,Dec-18,616900,57263955,204777156,616900,57054776,155507052
(주)금양,1570,Dec-19,2537190,56679328,224222540,2537190,56347848,171931897
