회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),자산(IFRS개별)
(주)한독,2390,Dec-12,20000000,22000000,436393122,20000000,22000000,436390308
(주)한독,2390,Dec-13,20000000,36235227,473529212,20000000,36235227,477195322
(주)한독,2390,Dec-14,,,,5000000,20000000,515487015
(주)한독,2390,Dec-15,12000000,32000000,530587277,12000000,27000000,538312396
(주)한독,2390,Dec-16,54500000,48221494,622848956,54500000,48221494,633470018
(주)한독,2390,Dec-17,39942404,68700000,639346109,39942404,68700000,663641903
(주)한독,2390,Dec-18,30300000,63200000,652616127,30300000,63200000,689408569
(주)한독,2390,Dec-19,63156000,50647340,748667226,63156000,50300000,755766927
(주)한독크린텍,256150,Dec-19,,,,0,3600000,41463932
(주)한라,14790,Dec-11,12077084,312105130,2827317386,377362138,287729580,2276543570
(주)한라,14790,Dec-12,250955461,516458946,3149695355,577361036,340736651,2326060158
(주)한라,14790,Dec-13,232263121,328900501,2623391099,199225136,197224813,1904678751
(주)한라,14790,Dec-14,95529072,410897672,2084759758,73513867,244205534,1514163966
(주)한라,14790,Dec-15,11062667,665139751,2285444643,2047217,381633606,1467982801
(주)한라,14790,Dec-16,223928759,180571695,2073883264,1974103,150512371,1172033283
(주)한라,14790,Dec-17,365694487,169078449,2214101549,1900988,95714660,1117966320
(주)한라,14790,Dec-18,20777872,83743440,1793753461,11827872,68212849,1144647056
(주)한라,14790,Dec-19,152404757,122615240,1588187042,81254757,58220821,1178167352
(주)한라홀딩스,60980,Dec-11,223060686,97835205,3435382396,107664489,0,2512925618
(주)한라홀딩스,60980,Dec-12,332492081,216417228,4034737026,92391690,0,2840941896
(주)한라홀딩스,60980,Dec-13,647688924,330118610,5077131602,365724088,80000000,3604180872
(주)한라홀딩스,60980,Dec-14,106079885,67838431,1679435649,70000000,0,1247554064
(주)한라홀딩스,60980,Dec-15,84685668,63836681,1606041152,50000000,59767343,1383890350
(주)한라홀딩스,60980,Dec-16,145003706,92998227,1914036710,50000000,76700000,1448926686
(주)한라홀딩스,60980,Dec-17,84222030,81667626,1852322927,0,62700000,1547610246
(주)한라홀딩스,60980,Dec-18,208598200,53901827,1724148921,128598200,17700000,1404592442
(주)한라홀딩스,60980,Dec-19,138912101,41326918,1760403391,135471600,5900000,1423885150
(주)한미글로벌건축사사무소,53690,Dec-11,11028636,3926856,138361177,0,3000000,112502234
(주)한미글로벌건축사사무소,53690,Dec-12,510473,19751301,140808581,0,0,108753852
(주)한미글로벌건축사사무소,53690,Dec-13,9970718,23427190,141362454,0,5000000,107662310
(주)한미글로벌건축사사무소,53690,Dec-14,3502673,35187680,153681052,0,0,97504629
(주)한미글로벌건축사사무소,53690,Dec-15,2957232,3984801,124677883,0,0,107938226
(주)한미글로벌건축사사무소,53690,Dec-16,1022650,21920852,149271717,0,20000000,131942620
(주)한미글로벌건축사사무소,53690,Dec-17,2175095,23328501,168106149,0,17400000,134726362
(주)한미글로벌건축사사무소,53690,Dec-18,2442067,16479911,209712007,0,9000000,134796670
(주)한미글로벌건축사사무소,53690,Dec-19,15800000,8054641,203595486,0,3063081,127742597
(주)한빛소프트,47080,Dec-11,1421640,7342612,53946389,0,6303000,46733754
(주)한빛소프트,47080,Dec-12,760863,4996000,43674650,0,4497000,41189676
(주)한빛소프트,47080,Dec-13,431572,3737932,34747003,0,3537000,34235270
(주)한빛소프트,47080,Dec-14,316188,1684028,29508766,0,1500000,29688441
(주)한빛소프트,47080,Dec-15,508556,194402,40796086,0,0,42983867
(주)한빛소프트,47080,Dec-16,690350,0,39771554,0,0,38488052
(주)한빛소프트,47080,Dec-17,478741,0,36387097,0,0,36795479
(주)한빛소프트,47080,Dec-18,511058,0,43790121,0,0,41179558
(주)한빛소프트,47080,Dec-19,402832,460000,43119214,0,0,40000614
(주)한샘,9240,Dec-11,4390572,22653987,394729625,0,16868420,377582852
(주)한샘,9240,Dec-12,3938469,22702315,376768030,0,18362784,354694726
(주)한샘,9240,Dec-13,3834857,22980547,506202072,0,16393654,477459892
(주)한샘,9240,Dec-14,3734089,14891523,544027391,0,3247488,496021628
(주)한샘,9240,Dec-15,0,22379131,768849170,0,4407946,708545758
(주)한샘,9240,Dec-16,3000000,17004791,899418181,0,4956348,835599032
(주)한샘,9240,Dec-17,43000000,107672246,975706063,40000000,95057029,935683265
(주)한샘,9240,Dec-18,40000000,20858907,940149892,40000000,5297670,885411929
(주)한샘,9240,Dec-19,19200000,40542987,1202637977,0,6128256,1024229197
(주)한섬,20000,Dec-11,94035,3492655,794253533,94035,3492655,696095953
(주)한섬,20000,Dec-12,0,34330925,873763192,0,2330925,742069846
(주)한섬,20000,Dec-13,0,114927949,1002393310,0,1927949,795055425
(주)한섬,20000,Dec-14,0,122493760,1048239684,0,5456281,849745281
(주)한섬,20000,Dec-15,0,11402671,957470937,0,11223160,951234990
(주)한섬,20000,Dec-16,0,38431043,1038024262,0,38327956,1031896636
(주)한섬,20000,Dec-17,0,150045854,1252267494,0,147955007,1169590763
(주)한섬,20000,Dec-18,0,64825276,1219779752,0,63032063,1151895016
(주)한섬,20000,Dec-19,0,2886256,1323644545,0,648766,1322203768
(주)한솔케미칼,14680,Dec-11,15173320,20495832,321824251,15000000,14422440,304880910
(주)한솔케미칼,14680,Dec-12,10000000,13303568,358680526,10000000,11203428,329487454
(주)한솔케미칼,14680,Dec-13,63004987,5295386,427996740,20000000,2046348,344585590
(주)한솔케미칼,14680,Dec-14,55813571,14954083,474362300,10000000,2257191,371589223
(주)한솔케미칼,14680,Dec-15,61977207,20834345,521035797,20000000,5212078,413287590
(주)한솔케미칼,14680,Dec-16,116184808,19911957,699716322,40000000,1493937,456451669
(주)한솔케미칼,14680,Dec-17,49452112,44804031,723320120,40000000,1234155,497325653
(주)한솔케미칼,14680,Dec-18,36861757,47013344,791727785,35000000,2077257,584197934
(주)한솔케미칼,14680,Dec-19,15000000,22120003,939194151,15000000,1395344,744955631
(주)한솔홈데코,25750,Dec-11,48639879,24526902,262213173,48639879,24526902,262787416
(주)한솔홈데코,25750,Dec-12,74645788,8000000,266804784,74645788,8000000,267890768
(주)한솔홈데코,25750,Dec-13,79490888,0,280380827,79490888,0,280681000
(주)한솔홈데코,25750,Dec-14,58423608,0,292076005,58423608,0,291507411
(주)한솔홈데코,25750,Dec-15,51893220,40700000,291209034,41979133,55400787,295589527
(주)한솔홈데코,25750,Dec-16,40728460,40700000,289305376,40728460,40700000,293218942
(주)한솔홈데코,25750,Dec-17,38552007,40700000,307634474,38552007,40700000,311097846
(주)한솔홈데코,25750,Dec-18,29871047,7000000,308077735,29871047,7000000,301029401
(주)한솔홈데코,25750,Dec-19,31541457,10100000,295749540,31541457,10100000,287050367
(주)한송네오텍,226440,Dec-15,,,,,,
(주)한송네오텍,226440,Dec-16,,,,,,
(주)한송네오텍,226440,Dec-17,,,,,,
(주)한송네오텍,226440,Dec-18,,,,192520,2238000,25502435
(주)한송네오텍,226440,Dec-19,,,,0,2238000,38668165
(주)한익스프레스,14130,Dec-11,2000000,8973256,83431553,2000000,8973256,82647733
(주)한익스프레스,14130,Dec-12,4075200,15364370,77986093,4075200,15069659,76144867
(주)한익스프레스,14130,Dec-13,2075200,19901213,85379983,2075200,19901213,83970338
(주)한익스프레스,14130,Dec-14,0,11950000,94846279,0,11950000,92691075
(주)한익스프레스,14130,Dec-15,15304000,15000000,131657889,15304000,15000000,128088281
(주)한익스프레스,14130,Dec-16,24064000,19500000,146825373,24064000,19500000,143803396
(주)한익스프레스,14130,Dec-17,27083200,28469044,188215330,27083200,28469044,186368540
(주)한익스프레스,14130,Dec-18,6034660,39150159,199582549,6034660,38701021,197714857
(주)한익스프레스,14130,Dec-19,60100000,40035117,266468435,60100000,40035117,261436168
(주)한일진공,123840,Dec-11,,,,,,
(주)한일진공,123840,Dec-12,,,,,,
(주)한일진공,123840,Dec-13,693333,3400000,59554422,693333,3400000,59638162
(주)한일진공,123840,Dec-14,320000,900000,51510013,320000,900000,51654447
(주)한일진공,123840,Dec-15,66667,900000,59529751,66667,900000,59716515
(주)한일진공,123840,Dec-16,0,9900000,109850608,0,8900000,108027124
(주)한일진공,123840,Dec-17,1000000,18070000,161579285,0,11570000,158460578
(주)한일진공,123840,Dec-18,1000000,6000000,158533589,0,0,156037064
(주)한일진공,123840,Dec-19,0,5530000,122792471,0,0,115939680
(주)한진,2320,Dec-11,122374001,49344795,1793121990,85790001,27730175,1706460504
(주)한진,2320,Dec-12,125909643,54338810,1858651008,69537643,33589040,1755866339
(주)한진,2320,Dec-13,92153206,107932189,1807382069,37461205,88713524,1704060471
(주)한진,2320,Dec-14,147617906,115000000,1955921456,99352027,115000000,1904062421
(주)한진,2320,Dec-15,715101989,110585939,2503676698,126486699,110000000,1747514183
(주)한진,2320,Dec-16,350735882,164373841,2537558489,66338090,159000000,1842277717
(주)한진,2320,Dec-17,352669777,119031146,2453809753,74236869,118500000,1921771772
(주)한진,2320,Dec-18,382810595,101845284,2661425067,127286409,100500000,2149511801
(주)한진,2320,Dec-19,398053943,57594387,3548368717,164250000,50500000,2474897669
(주)한진중공업홀딩스,3480,Dec-11,73270000,20600000,1980735000,0,0,1064136000
(주)한진중공업홀딩스,3480,Dec-12,435054000,19865000,2315289000,0,0,1063579000
(주)한진중공업홀딩스,3480,Dec-13,703827000,0,2531518000,0,0,1066350000
(주)한진중공업홀딩스,3480,Dec-14,883065000,104648000,2722203000,0,25000000,1124296000
(주)한진중공업홀딩스,3480,Dec-15,853110000,168793000,2646968000,0,25000000,880781000
(주)한진중공업홀딩스,3480,Dec-16,23250000,35000000,2109958000,0,25000000,437757000
(주)한진중공업홀딩스,3480,Dec-17,678682000,74203000,1918648000,0,0,426045000
(주)한진중공업홀딩스,3480,Dec-18,723097000,33734000,1873603000,0,0,423068000
(주)한진중공업홀딩스,3480,Dec-19,546023000,75000000,1860663000,0,4900000,358978000
(주)한진칼,180640,Dec-13,120088651,90000000,1425205737,0,90000000,831328591
(주)한진칼,180640,Dec-14,132934221,102600000,2416821444,0,90000000,1531083832
(주)한진칼,180640,Dec-15,174836546,90000000,2315048939,0,90000000,1633721778
(주)한진칼,180640,Dec-16,0,173100000,2062032036,0,173100000,1618403521
(주)한진칼,180640,Dec-17,225000000,294100000,2775783760,0,294100000,1923442122
(주)한진칼,180640,Dec-18,299375000,329000000,2850066743,80000000,329000000,2007816384
(주)한진칼,180640,Dec-19,282500000,125000000,2693659191,80000000,125000000,1907568534
(주)한창,5110,Dec-11,0,1000000,32875105,0,1000000,31144218
(주)한창,5110,Dec-12,1599035,0,34879179,0,0,31432243
(주)한창,5110,Dec-13,5396762,1000000,37693959,0,1000000,31211717
(주)한창,5110,Dec-14,4193925,7500000,44038164,0,7500000,37380246
(주)한창,5110,Dec-15,27364840,0,67607184,0,0,46165041
(주)한창,5110,Dec-16,12980688,2731856,82275229,0,0,44894299
(주)한창,5110,Dec-17,28211805,6491545,103882929,900000,2840000,44974883
(주)한창,5110,Dec-18,3300000,12582092,106233878,660000,3688000,35719612
(주)한창,5110,Dec-19,13141006,19406704,91847934,0,3480000,28511256
(주)한창바이오텍,43090,Dec-11,0,15666690,37962361,0,15666690,37774361
(주)한창바이오텍,43090,Dec-12,0,8968688,23374638,0,8968688,23132927
(주)한창바이오텍,43090,Dec-13,0,7293479,20326924,0,7293479,20292904
(주)한창바이오텍,43090,Dec-14,0,6934800,22244929,0,6934800,22275876
(주)한창바이오텍,43090,Dec-15,,,,0,4264313,22942570
(주)한창바이오텍,43090,Dec-16,,,,0,2427059,19642892
(주)한창바이오텍,43090,Dec-17,,,,0,1532753,29034818
(주)한창바이오텍,43090,Dec-18,,,,0,729832,24817943
(주)한창바이오텍,43090,Dec-19,,,,0,0,28349718
(주)한창제지,9460,Dec-11,,,,0,16963743,154596738
(주)한창제지,9460,Dec-12,,,,0,57370836,152931232
(주)한창제지,9460,Dec-13,,,,0,54414395,158442545
(주)한창제지,9460,Dec-14,,,,39413302,7165804,145953791
(주)한창제지,9460,Dec-15,,,,0,64895914,144766140
(주)한창제지,9460,Dec-16,,,,36795039,7236766,152620392
(주)한창제지,9460,Dec-17,,,,9000000,24531717,150932868
(주)한창제지,9460,Dec-18,,,,19000000,23855917,154683756
(주)한창제지,9460,Dec-19,,,,9638889,41330954,171963792
(주)한컴위드,54920,Dec-11,0,0,57385303,0,0,54786611
(주)한컴위드,54920,Dec-12,0,22500000,90325217,0,22500000,85920597
(주)한컴위드,54920,Dec-13,,,,3000000,0,89894567
(주)한컴위드,54920,Dec-14,,,,3000000,0,90883878
(주)한컴위드,54920,Dec-15,,,,0,25000000,85759103
(주)한컴위드,54920,Dec-16,,,,0,24000000,81449990
(주)한컴위드,54920,Dec-17,,,,0,25000000,87201813
(주)한컴위드,54920,Dec-18,0,23000000,93077271,0,23000000,92793365
(주)한컴위드,54920,Dec-19,7250000,24700000,174213420,7250000,23000000,170224187
(주)한탑,2680,Dec-11,11835352,64715315,139319048,11828943,63681811,138064080
(주)한탑,2680,Dec-12,10434447,68817190,153791702,10396807,66611431,150512605
(주)한탑,2680,Dec-13,3617991,58173320,128351977,3475708,57091329,127150889
(주)한탑,2680,Dec-14,7091706,62786625,134980716,7043160,61815603,132046706
(주)한탑,2680,Dec-15,6557357,58933056,129476112,6336088,56963157,124971989
(주)한탑,2680,Dec-16,2470572,57682571,122419456,2132737,55926475,118199434
(주)한탑,2680,Dec-17,6970340,55432854,122885640,6517808,52494266,116973154
(주)한탑,2680,Dec-18,5004439,51734799,137149274,4638776,49226383,130630487
(주)한탑,2680,Dec-19,9716111,48782256,129107318,9410893,47160415,125834352
(주)한화,880,Dec-11,337444000,1948051000,15029730755,12069811,725891713,6160599908
(주)한화,880,Dec-12,370280900,1619832255,15865391957,11288566,659644692,5947456857
(주)한화,880,Dec-13,2975133714,3112701317,1.13323E+11,223874466,437783209,6276925506
(주)한화,880,Dec-14,2668163963,2248129742,1.23684E+11,354255450,386064064,6588237592
(주)한화,880,Dec-15,3169339624,3433716075,1.45622E+11,425067760,972830197,7588298851
(주)한화,880,Dec-16,2976617000,3774769000,1.54871E+11,381479133,974903246,7769210424
(주)한화,880,Dec-17,2664386000,3161855000,1.60195E+11,363695490,754911030,7479345461
(주)한화,880,Dec-18,3283493000,4007952000,1.69549E+11,234270203,769484837,7778276877
(주)한화,880,Dec-19,3564474000,3977005000,1.82286E+11,252665253,508182010,7931295046
(주)핸디소프트,220180,Dec-16,0,1122059,51722042,0,1122059,50257053
(주)핸디소프트,220180,Dec-17,1000000,3252623,67833290,1000000,3252623,67783464
(주)핸디소프트,220180,Dec-18,1000000,5944842,54749301,1000000,5944842,54640551
(주)핸디소프트,220180,Dec-19,0,915365,65954614,0,915365,65910032
(주)헥토이노베이션,214180,Dec-15,,,,0,0,50850064
(주)헥토이노베이션,214180,Dec-16,65073,5030000,160768832,0,4000000,86023394
(주)헥토이노베이션,214180,Dec-17,0,100000,213398338,0,0,97575233
(주)헥토이노베이션,214180,Dec-18,2000000,0,232913361,2000000,0,108050014
(주)헥토이노베이션,214180,Dec-19,2000000,0,300992779,2000000,0,122239160
(주)헥토파이낸셜,234340,Dec-19,,,,0,0,169235827
(주)헬릭스미스,84990,Dec-11,2139714,0,60135643,2139714,0,60127437
(주)헬릭스미스,84990,Dec-12,2078424,0,67991729,2078424,0,67980292
(주)헬릭스미스,84990,Dec-13,668007,0,69624871,668007,0,69610470
(주)헬릭스미스,84990,Dec-14,,,,853581,0,70368895
(주)헬릭스미스,84990,Dec-15,,,,542755,0,70610001
(주)헬릭스미스,84990,Dec-16,,,,4275700,0,227540018
(주)헬릭스미스,84990,Dec-17,,,,11219000,0,179383001
(주)헬릭스미스,84990,Dec-18,17606680,4837895,284235779,17606680,0,269313074
(주)헬릭스미스,84990,Dec-19,60450680,0,371438506,60450680,0,353302235
(주)현대공업,170030,Dec-13,33333,500000,84934544,33333,500000,62499915
(주)현대공업,170030,Dec-14,0,200000,109800323,0,200000,82915298
(주)현대공업,170030,Dec-15,0,0,127187956,0,0,90399389
(주)현대공업,170030,Dec-16,0,0,146903560,0,0,107507321
(주)현대공업,170030,Dec-17,0,0,146606166,0,0,114773136
(주)현대공업,170030,Dec-18,0,0,138084051,0,0,119727460
(주)현대공업,170030,Dec-19,0,0,141735192,0,0,130872759
(주)현대그린푸드,5440,Dec-11,27740,16682482,1682601199,0,8000000,1472213548
(주)현대그린푸드,5440,Dec-12,2021900,32657224,1797550408,0,15000000,1510433824
(주)현대그린푸드,5440,Dec-13,5016060,20747400,1922094478,0,15000000,1590519746
(주)현대그린푸드,5440,Dec-14,7010220,7013800,1882969346,0,264000,1457238106
(주)현대그린푸드,5440,Dec-15,5004380,4500000,1954105123,0,0,1508920344
(주)현대그린푸드,5440,Dec-16,4656533,27706594,2181726915,0,0,1510318898
(주)현대그린푸드,5440,Dec-17,2397823,32430722,2796884943,0,0,1619121356
(주)현대그린푸드,5440,Dec-18,1947284,32324383,2837374829,0,5000000,1642342150
(주)현대그린푸드,5440,Dec-19,1365526,39381178,2966575687,0,0,1695521102
(주)현대리바트,79430,Dec-11,12448182,27943029,343030326,12350000,24409565,336936495
(주)현대리바트,79430,Dec-12,10843288,20692466,326931020,10833333,16682545,319275745
(주)현대리바트,79430,Dec-13,9358949,3225118,332663051,9208380,151524,324095302
(주)현대리바트,79430,Dec-14,71167,2901975,345197898,0,313296,339983275
(주)현대리바트,79430,Dec-15,79155,3468591,379216031,0,33572,375774201
(주)현대리바트,79430,Dec-16,359998,2518568,419856718,0,41566,420143373
(주)현대리바트,79430,Dec-17,244890,1990230,682759227,0,0,677910642
(주)현대리바트,79430,Dec-18,297950,1644076,678896575,0,0,670249779
(주)현대리바트,79430,Dec-19,219792,1179217,752808372,0,179,743057105
(주)현대미포조선,10620,Dec-11,34599000,1638596326,7824563657,0,0,5520988909
(주)현대미포조선,10620,Dec-12,111394400,1790797115,7722829117,0,50000000,5032466338
(주)현대미포조선,10620,Dec-13,30603700,2608461688,10227698199,0,150968869,5502458251
(주)현대미포조선,10620,Dec-14,120912000,2381343667,10063720316,0,679475418,4987681263
(주)현대미포조선,10620,Dec-15,318972000,3012532788,9438010980,0,416779344,4621284378
(주)현대미포조선,10620,Dec-16,84595000,2501791000,9226316948,84594723,699780644,4708979668
(주)현대미포조선,10620,Dec-17,0,223175871,8319438717,0,212461871,3758029548
(주)현대미포조선,10620,Dec-18,0,241621510,3463733941,0,208078810,3524887824
(주)현대미포조선,10620,Dec-19,0,229755868,3380628394,0,152183268,3392554837
(주)현대바이오랜드,52260,Dec-11,14109600,2000000,128856588,14109600,2000000,128572765
(주)현대바이오랜드,52260,Dec-12,31000000,2000000,147064069,31000000,2000000,147161006
(주)현대바이오랜드,52260,Dec-13,1000000,2000000,142530900,1000000,2000000,143199824
(주)현대바이오랜드,52260,Dec-14,14000000,2000000,143161483,14000000,2000000,143294587
(주)현대바이오랜드,52260,Dec-15,3658333,0,153363230,3658333,0,153516911
(주)현대바이오랜드,52260,Dec-16,21000000,0,167667443,21000000,0,167412828
(주)현대바이오랜드,52260,Dec-17,12744145,0,176369786,10000000,0,174290341
(주)현대바이오랜드,52260,Dec-18,18043102,1234480,193163241,11000000,0,181220355
(주)현대바이오랜드,52260,Dec-19,27798222,4143500,209051968,18000000,0,184908036
(주)현대백화점,69960,Dec-11,0,114758983,4720062645,0,106500000,3522921492
(주)현대백화점,69960,Dec-12,0,159500000,5400075749,0,0,3891127052
(주)현대백화점,69960,Dec-13,130000000,20000000,5600706253,0,0,4124105321
(주)현대백화점,69960,Dec-14,130000000,70757166,5683921344,0,28257166,4068306401
(주)현대백화점,69960,Dec-15,179719050,41000000,6160846844,49719050,41000000,4585422226
(주)현대백화점,69960,Dec-16,179817496,180000000,6587262226,49817496,180000000,4919581474
(주)현대백화점,69960,Dec-17,0,40000000,6777281518,0,40000000,4941793010
(주)현대백화점,69960,Dec-18,100000000,0,6988562089,100000000,0,5313725929
(주)현대백화점,69960,Dec-19,100000000,22000000,7623094297,100000000,13000000,5795560155
(주)현대에버다임,41440,Dec-11,2524772,43860989,196590976,1485160,42838397,193339369
(주)현대에버다임,41440,Dec-12,3672500,56599003,227883930,2147500,49208793,217900360
(주)현대에버다임,41440,Dec-13,4200000,77433149,269566288,2825000,63682052,254684441
(주)현대에버다임,41440,Dec-14,1747750,102853219,311323451,525000,83931777,288972698
(주)현대에버다임,41440,Dec-15,9188000,70069372,285417033,4225000,49480899,263518628
(주)현대에버다임,41440,Dec-16,4656533,26806594,262385473,2000000,11469611,236837780
(주)현대에버다임,41440,Dec-17,2152933,30440492,273598043,0,13406601,246444496
(주)현대에버다임,41440,Dec-18,1649333,25680307,269379041,0,18000048,247681088
(주)현대에버다임,41440,Dec-19,1145733,38201961,280365328,0,32895590,260503509
(주)현대이지웰,90850,Dec-13,,,,0,0,41485113
(주)현대이지웰,90850,Dec-14,,,,0,0,49284990
(주)현대이지웰,90850,Dec-15,0,0,59516464,0,0,60053874
(주)현대이지웰,90850,Dec-16,0,0,58520750,0,0,60164676
(주)현대이지웰,90850,Dec-17,0,0,80265436,0,0,82904755
(주)현대이지웰,90850,Dec-18,0,0,82686191,0,0,85303086
(주)현대이지웰,90850,Dec-19,0,0,90207539,0,0,90779475
(주)현대퓨처넷,126560,Dec-11,20923300,82626640,595815689,833300,63166640,422654054
(주)현대퓨처넷,126560,Dec-12,15166660,23056640,584124356,166660,8000000,392278121
(주)현대퓨처넷,126560,Dec-13,3000000,23166660,611082113,0,6000000,409955677
(주)현대퓨처넷,126560,Dec-14,0,12000000,641188873,0,0,415880887
(주)현대퓨처넷,126560,Dec-15,0,0,652175416,0,0,419294684
(주)현대퓨처넷,126560,Dec-16,0,0,691077957,0,0,682235639
(주)현대퓨처넷,126560,Dec-17,0,0,734968548,0,0,725309544
(주)현대퓨처넷,126560,Dec-18,0,0,780480291,0,0,761931333
(주)현대퓨처넷,126560,Dec-19,0,0,813483891,0,0,797218878
(주)현대홈쇼핑,57050,Dec-11,0,2099207,1139831172,0,2099207,1101569989
(주)현대홈쇼핑,57050,Dec-12,,,,0,5000000,1306359201
(주)현대홈쇼핑,57050,Dec-13,,,,0,0,1429041784
(주)현대홈쇼핑,57050,Dec-14,,,,0,0,1550254232
(주)현대홈쇼핑,57050,Dec-15,0,0,1666364862,0,0,1527657111
(주)현대홈쇼핑,57050,Dec-16,0,96000000,1902995406,0,96000000,1729784204
(주)현대홈쇼핑,57050,Dec-17,0,0,1875426918,0,0,1671130951
(주)현대홈쇼핑,57050,Dec-18,25112945,83481702,2547695055,0,15000000,1742871717
(주)현대홈쇼핑,57050,Dec-19,9423081,89830751,2503844834,0,0,1697081648
(주)협진,138360,Dec-13,,,,0,0,38564866
(주)협진,138360,Dec-14,0,26000,44857220,0,0,44488054
(주)협진,138360,Dec-15,40000,289728,44576597,0,0,43383402
(주)협진,138360,Dec-16,236630,529607,46222019,200000,0,45278890
(주)협진,138360,Dec-17,5809000,81825,50706212,5809000,0,49600159
(주)협진,138360,Dec-18,6615408,81380,66740935,6615408,0,66557948
(주)협진,138360,Dec-19,0,0,50464697,0,0,50457965
(주)형지아이앤씨,11080,Dec-11,,,,750000,7625085,47018513
(주)형지아이앤씨,11080,Dec-12,,,,250000,7995365,38200111
(주)형지아이앤씨,11080,Dec-13,,,,0,9073354,52991916
(주)형지아이앤씨,11080,Dec-14,6750000,17000000,97653381,6750000,17000000,96870939
(주)형지아이앤씨,11080,Dec-15,2750000,17000000,110029095,2750000,17000000,111737677
(주)형지아이앤씨,11080,Dec-16,0,14787000,107520781,0,14787000,109090989
(주)형지아이앤씨,11080,Dec-17,0,16740000,75970033,0,16740000,75935100
(주)형지아이앤씨,11080,Dec-18,,,,0,15618000,68095416
(주)형지아이앤씨,11080,Dec-19,1333333,13178000,63722359,1333333,13178000,63722359
(주)혜인,3010,Dec-11,0,38037732,199424354,0,38037732,194623986
(주)혜인,3010,Dec-12,6443401,69885380,249947805,0,69885380,241533365
(주)혜인,3010,Dec-13,5638547,50937278,228890084,0,49483572,216756464
(주)혜인,3010,Dec-14,8885615,78636094,257110072,4396800,72908560,242402373
(주)혜인,3010,Dec-15,8272482,46819092,236639585,4688000,69244939,223443728
(주)혜인,3010,Dec-16,7080991,79861320,234552458,4321509,79461320,227870575
(주)혜인,3010,Dec-17,3172406,86322271,227953372,1237924,85922271,223416189
(주)혜인,3010,Dec-18,1215732,83544991,228402133,0,83544991,224623631
(주)혜인,3010,Dec-19,2500000,67761181,218339707,2500000,67761181,217627544
(주)호텔신라,8770,Dec-11,80000000,0,1385303349,80000000,0,1375610699
(주)호텔신라,8770,Dec-12,0,0,1547612290,0,0,1542215711
(주)호텔신라,8770,Dec-13,448743107,0,1712070637,448743107,0,1709733793
(주)호텔신라,8770,Dec-14,0,0,1907452204,0,0,1882407485
(주)호텔신라,8770,Dec-15,0,9937080,2176705187,0,0,2213549595
(주)호텔신라,8770,Dec-16,0,52647153,2040955003,0,0,2034192137
(주)호텔신라,8770,Dec-17,0,21617010,2249913439,0,0,2261641205
(주)호텔신라,8770,Dec-18,0,9819360,2303742128,0,0,2244199124
(주)호텔신라,8770,Dec-19,0,19696529,3527280624,0,0,3071696462
(주)홈센타홀딩스,60560,Dec-11,33500,2993541,114245773,33500,24572,106486190
(주)홈센타홀딩스,60560,Dec-12,6700,17915751,138437982,6700,12514572,125476245
(주)홈센타홀딩스,60560,Dec-13,565000,21017505,139096842,565000,13524572,123991788
(주)홈센타홀딩스,60560,Dec-14,2005000,6601642,138292289,565000,3024572,124782968
(주)홈센타홀딩스,60560,Dec-15,3273072,7846588,145260432,533072,3450000,128823117
(주)홈센타홀딩스,60560,Dec-16,25355838,77691644,387264680,14418072,60649346,248040981
(주)홈센타홀딩스,60560,Dec-17,23858914,62842320,358129507,15647392,46010000,221820065
(주)홈센타홀딩스,60560,Dec-18,17279013,70929200,323876954,14693907,51800000,178995338
(주)홈센타홀딩스,60560,Dec-19,2356500,90427038,328954147,889833,62500000,170219215
(주)홈캐스트,64240,Dec-11,125000,11061737,100615493,0,8749845,98278112
(주)홈캐스트,64240,Dec-12,0,6467300,72617557,0,6426600,73726802
(주)홈캐스트,64240,Dec-13,4000000,9593147,67343439,4000000,9587828,67072464
(주)홈캐스트,64240,Dec-14,2999970,7812403,114414653,2999970,6919002,112178377
(주)홈캐스트,64240,Dec-15,0,1673980,123030385,0,1673980,125328583
(주)홈캐스트,64240,Dec-16,0,0,145814350,0,0,151891026
(주)홈캐스트,64240,Dec-17,0,0,110199580,0,0,110523618
(주)홈캐스트,64240,Dec-18,0,0,117339741,0,0,87401233
(주)홈캐스트,64240,Dec-19,0,0,96544366,0,0,74828599
(주)화승엔터프라이즈,241590,Dec-16,12969550,111760703,436691157,0,0,192875847
(주)화승엔터프라이즈,241590,Dec-17,34385854,163505187,626784093,0,8727095,270034797
(주)화승엔터프라이즈,241590,Dec-18,63698866,234631317,760455511,0,16100856,225504884
(주)화승엔터프라이즈,241590,Dec-19,65963509,214943272,978863218,0,19552788,240826504
(주)화승인더스트리,6060,Dec-11,10069741,210044974,476497529,9359683,88369978,300500290
(주)화승인더스트리,6060,Dec-12,39334875,201171381,457260643,38585458,78307761,286050845
(주)화승인더스트리,6060,Dec-13,26794709,227641114,472663786,25151987,90636658,291108892
(주)화승인더스트리,6060,Dec-14,14794437,275544558,533010981,14041050,115175265,333165230
(주)화승인더스트리,6060,Dec-15,15192695,275186245,561114858,6853060,134518326,351335003
(주)화승인더스트리,6060,Dec-16,41003282,296969800,803885741,27132780,145459340,504400245
(주)화승인더스트리,6060,Dec-17,58456809,311614339,875729560,21338000,145598517,514052979
