회사명,거래소코드,회계년도,당기순이익(IFRS연결),자산(IFRS연결),당기순이익(IFRS개별),자산(IFRS개별)
(주)아센디오,12170,Dec-12,-5725531,51426968,-5070736,52747914
(주)아센디오,12170,Dec-13,-32079036,116541037,-30866177,69077677
(주)아센디오,12170,Dec-14,-17968686,72695478,-17968686,68958163
(주)아센디오,12170,Dec-15,-9767820,69094619,-9728828,69095034
(주)아센디오,12170,Dec-16,,,-9649132,95172252
(주)아센디오,12170,Dec-17,-39000492,123959637,-37123443,111289472
(주)아센디오,12170,Dec-18,-27086261,124156576,-17640017,95675654
(주)아센디오,12170,Dec-19,-64545340,56809693,-60760662,48829715
(주)아스타,246720,Dec-17,-4314269,23646565,-4839567,15460302
(주)아스타,246720,Dec-18,-3521366,38218233,633880,32927844
(주)아스타,246720,Dec-19,-14996408,25811265,-16314670,16905036
(주)아스트,67390,Dec-14,,,-7881921,116905702
(주)아스트,67390,Dec-15,,,2500144,134775810
(주)아스트,67390,Dec-16,6187874,224110366,11478951,166951790
(주)아스트,67390,Dec-17,1466069,310505612,981493,230553103
(주)아스트,67390,Dec-18,4440460,395053004,2894256,284422896
(주)아스트,67390,Dec-19,499295,578756230,-2744422,450128809
(주)아시아경제,127710,Dec-15,5967970,83795634,4240759,56535657
(주)아시아경제,127710,Dec-16,6836613,99241320,3421130,58352550
(주)아시아경제,127710,Dec-17,9975159,129002693,20066675,83755392
(주)아시아경제,127710,Dec-18,29531705,155657484,30991765,148618668
(주)아시아경제,127710,Dec-19,4083296,134950581,851891,128813843
(주)아우딘퓨쳐스,227610,Dec-17,,,-321630,52672720
(주)아우딘퓨쳐스,227610,Dec-18,,,9125741,59660386
(주)아우딘퓨쳐스,227610,Dec-19,-18697227,54307215,-18222643,50373154
(주)아이디스,143160,Dec-11,13835978,114522317,13802994,114940107
(주)아이디스,143160,Dec-12,25356424,123914735,25795512,124665652
(주)아이디스,143160,Dec-13,20102936,146011865,18346482,144711732
(주)아이디스,143160,Dec-14,10523263,155982257,10853026,154920177
(주)아이디스,143160,Dec-15,12913206,201257994,10977250,166515580
(주)아이디스,143160,Dec-16,-8019591,185103866,-2967385,153936600
(주)아이디스,143160,Dec-17,9516813,163258361,11171244,161616940
(주)아이디스,143160,Dec-18,4337179,165464307,4826317,165365287
(주)아이디스,143160,Dec-19,1912288,170723399,1788883,170335082
(주)아이디스홀딩스,54800,Dec-11,81057457,175578802,77795444,167220542
(주)아이디스홀딩스,54800,Dec-12,14772396,225677679,2248590,204829980
(주)아이디스홀딩스,54800,Dec-13,30482796,513226607,4050319,207008943
(주)아이디스홀딩스,54800,Dec-14,-33723308,454275223,-13843385,180803674
(주)아이디스홀딩스,54800,Dec-15,37683286,544009362,5218197,182201893
(주)아이디스홀딩스,54800,Dec-16,20862922,554231531,2808689,180379160
(주)아이디스홀딩스,54800,Dec-17,30867107,774739599,4582740,278781262
(주)아이디스홀딩스,54800,Dec-18,53785250,800007201,5619503,279615838
(주)아이디스홀딩스,54800,Dec-19,13476746,799552850,-11072625,262808987
(주)아이마켓코리아,122900,Dec-11,,,34528937,563407460
(주)아이마켓코리아,122900,Dec-12,38562621,683328318,38723102,677432901
(주)아이마켓코리아,122900,Dec-13,38556558,791732913,39567068,771887683
(주)아이마켓코리아,122900,Dec-14,44140122,1090486207,35908960,859086773
(주)아이마켓코리아,122900,Dec-15,49565642,1266305616,41732155,941549876
(주)아이마켓코리아,122900,Dec-16,35590037,1334064598,22864910,967829771
(주)아이마켓코리아,122900,Dec-17,15658864,1086927962,14571721,738805608
(주)아이마켓코리아,122900,Dec-18,20722286,1078276076,18107638,747474981
(주)아이마켓코리아,122900,Dec-19,25787600,1096877066,17469787,762129580
(주)아이비김영,339950,Dec-19,,,,
(주)아이센스,99190,Dec-13,18641928,141414881,18118307,139140678
(주)아이센스,99190,Dec-14,14339779,163510080,15547298,153265267
(주)아이센스,99190,Dec-15,14455366,179799993,16625356,172291229
(주)아이센스,99190,Dec-16,17544912,217575304,20369638,201790020
(주)아이센스,99190,Dec-17,15144223,234077006,19896111,229745557
(주)아이센스,99190,Dec-18,22414155,252048100,22667260,232933819
(주)아이센스,99190,Dec-19,23263932,270042338,24103065,255471343
(주)아이스크림에듀,289010,Dec-19,,,4981294,95666665
(주)아이씨디,40910,Sep-11,,,26253421,144807008
(주)아이씨디,40910,Sep-12,,,9635019,117738562
(주)아이씨디,40910,Sep-13,,,7220171,124274686
(주)아이씨디,40910,Sep-14,,,-11143901,111902828
(주)아이씨디,40910,Sep-15,,,-4748500,108292148
(주)아이씨디,40910,Dec-16,10353734,241202452,10340825,241210734
(주)아이씨디,40910,Dec-17,24892032,237851633,24789582,237830610
(주)아이씨디,40910,Dec-18,29833627,191224177,29091755,186850780
(주)아이씨디,40910,Dec-19,11151768,203772358,9110961,194048979
(주)아이앤씨테크놀로지,52860,Dec-11,,,8151912,92693074
(주)아이앤씨테크놀로지,52860,Dec-12,-8939533,85273316,-6502792,84161292
(주)아이앤씨테크놀로지,52860,Dec-13,-12337574,85206557,-9341954,85956724
(주)아이앤씨테크놀로지,52860,Dec-14,-15496112,71961066,-14690156,70409708
(주)아이앤씨테크놀로지,52860,Dec-15,-29057007,54584146,-31074834,50321946
(주)아이앤씨테크놀로지,52860,Dec-16,1468547,59436360,3080509,56954918
(주)아이앤씨테크놀로지,52860,Dec-17,6264328,62120310,5528739,59500034
(주)아이앤씨테크놀로지,52860,Dec-18,1297666,63155378,1626325,60806364
(주)아이앤씨테크놀로지,52860,Dec-19,5724789,72454410,3059976,66575669
(주)아이에스시,95340,Dec-11,12414145,83823224,8341019,79876783
(주)아이에스시,95340,Dec-12,10318548,89091124,14113419,88955783
(주)아이에스시,95340,Dec-13,10495312,105423852,14961523,109851244
(주)아이에스시,95340,Dec-14,8127394,177187525,14636344,142889147
(주)아이에스시,95340,Dec-15,4535014,195258868,13490205,168135123
(주)아이에스시,95340,Dec-16,8783165,196506637,12482265,177200365
(주)아이에스시,95340,Dec-17,16120713,211233455,17177840,195314543
(주)아이에스시,95340,Dec-18,12151612,216779737,12585228,200606522
(주)아이에스시,95340,Dec-19,3181415,208455083,2242611,196776621
(주)아이에스이커머스,69920,Dec-11,-266996,26246932,-698133,26896475
(주)아이에스이커머스,69920,Dec-12,-3422342,46791923,-1869911,38234759
(주)아이에스이커머스,69920,Dec-13,-5697202,46835533,-4524234,33309793
(주)아이에스이커머스,69920,Dec-14,-2183482,45802089,-1090438,34059380
(주)아이에스이커머스,69920,Dec-15,-895293,81591661,-2718589,52496786
(주)아이에스이커머스,69920,Dec-16,29492,88774842,1846248,56705549
(주)아이에스이커머스,69920,Dec-17,,,33707586,97041544
(주)아이에스이커머스,69920,Dec-18,,,-13106365,81502850
(주)아이에스이커머스,69920,Dec-19,-16446818,78983800,-11902331,57924121
(주)아이에이,38880,Dec-11,-13402469,66911187,-13146293,67394554
(주)아이에이,38880,Dec-12,-15031566,60034631,-15751570,59439521
(주)아이에이,38880,Dec-13,-5657154,67217496,-5619313,66648509
(주)아이에이,38880,Dec-14,-3607940,51846139,-4370550,49988015
(주)아이에이,38880,Dec-15,524598,56812923,132139,50431960
(주)아이에이,38880,Dec-16,652722,88070436,1508735,77751067
(주)아이에이,38880,Dec-17,-8830992,85018705,-1885065,79707977
(주)아이에이,38880,Dec-18,-3807833,105948882,-5098953,99045782
(주)아이에이,38880,Dec-19,1238877,109347269,9756928,124143730
(주)아이에이치큐,3560,Dec-11,2144493,56076290,811263,49310759
(주)아이에이치큐,3560,Dec-12,4368439,45827243,7966583,43873042
(주)아이에이치큐,3560,Dec-13,65361,81340956,63679,65404930
(주)아이에이치큐,3560,Dec-14,-8088853,80461000,-5721236,61133102
(주)아이에이치큐,3560,Dec-15,3821010,255675961,5535152,252266523
(주)아이에이치큐,3560,Dec-16,4223113,256634714,7168591,256378419
(주)아이에이치큐,3560,Dec-17,2637301,255079898,1281996,255261812
(주)아이에이치큐,3560,Dec-18,-9896707,231274872,-10195179,233661063
(주)아이에이치큐,3560,Dec-19,-66279161,165807959,-72018980,165426813
(주)아이엘사이언스,307180,Dec-18,,,,
(주)아이엘사이언스,307180,Dec-19,,,-2726422,27215219
(주)아이엠,101390,Dec-11,5880478,208336699,6301562,81445029
(주)아이엠,101390,Dec-12,560825,184879498,1087880,114604967
(주)아이엠,101390,Dec-13,-6833664,179046743,1210972,99874722
(주)아이엠,101390,Dec-14,-11230630,143345450,-1370106,94351510
(주)아이엠,101390,Dec-15,2197114,159276301,2223829,124954341
(주)아이엠,101390,Dec-16,-15760351,147659419,-3571489,129047930
(주)아이엠,101390,Dec-17,-3680685,136172605,-3687615,121616353
(주)아이엠,101390,Dec-18,-18641385,122051136,-18642656,100014099
(주)아이엠,101390,Dec-19,-20221487,117389823,-20221356,100222500
(주)아이엠비씨,52220,Dec-11,,,4683488,56034381
(주)아이엠비씨,52220,Dec-12,,,3255704,59246441
(주)아이엠비씨,52220,Dec-13,,,3330319,67600747
(주)아이엠비씨,52220,Dec-14,2112156,74350231,2112069,71053071
(주)아이엠비씨,52220,Dec-15,926939,68370451,1825056,66145583
(주)아이엠비씨,52220,Dec-16,1774106,70835540,2178555,67371861
(주)아이엠비씨,52220,Dec-17,-175504,65406293,-78643,62105451
(주)아이엠비씨,52220,Dec-18,-1603632,62433022,-2041775,59721218
(주)아이엠비씨,52220,Dec-19,2274106,66610004,2053006,63356556
(주)아이오케이컴퍼니,78860,Dec-11,,,-51603,8477725
(주)아이오케이컴퍼니,78860,Dec-12,,,436586,16634320
(주)아이오케이컴퍼니,78860,Dec-13,-1429740,12180299,-1320747,12692888
(주)아이오케이컴퍼니,78860,Dec-14,-5481321,12332037,-5753835,12179775
(주)아이오케이컴퍼니,78860,Dec-15,,,1638348,68751053
(주)아이오케이컴퍼니,78860,Dec-16,,,-4774296,86769270
(주)아이오케이컴퍼니,78860,Dec-17,-4374619,84844704,-4103066,85408291
(주)아이오케이컴퍼니,78860,Dec-18,-13276211,136720227,-11438082,128020087
(주)아이오케이컴퍼니,78860,Dec-19,-8380601,156580009,-10376328,136083850
(주)아이윈,90150,Dec-11,2793030,81802910,1598659,80869457
(주)아이윈,90150,Dec-12,3868471,101573926,3101815,101500450
(주)아이윈,90150,Dec-13,2774304,104504892,1705011,101914126
(주)아이윈,90150,Dec-14,836213,101188791,-239944,97934655
(주)아이윈,90150,Dec-15,923657,98294411,235912,95603248
(주)아이윈,90150,Dec-16,2072714,97376932,961080,93205508
(주)아이윈,90150,Dec-17,-2987595,97244600,-2166770,94053668
(주)아이윈,90150,Dec-18,-2520596,100355064,-1735402,92746464
(주)아이윈,90150,Dec-19,2266080,96723157,2406418,85047178
(주)아이윈플러스,123010,Dec-16,,,-394282,28068902
(주)아이윈플러스,123010,Dec-17,,,-3219305,21820800
(주)아이윈플러스,123010,Dec-18,,,-4378100,17628041
(주)아이윈플러스,123010,Dec-19,,,-7792480,28829937
(주)아이즈비전,31310,Dec-11,-4865549,89498303,-3422402,66270470
(주)아이즈비전,31310,Dec-12,1217279,94254680,-670730,64840048
(주)아이즈비전,31310,Dec-13,4468635,100918539,1874108,66253990
(주)아이즈비전,31310,Dec-14,2959376,101772733,1439532,68069726
(주)아이즈비전,31310,Dec-15,1582586,109937433,2127092,70494336
(주)아이즈비전,31310,Dec-16,3957647,114884572,1803272,72891802
(주)아이즈비전,31310,Dec-17,5610444,130894359,1558676,75270980
(주)아이즈비전,31310,Dec-18,10908077,150804865,10479576,83864348
(주)아이즈비전,31310,Dec-19,-258901,157431620,-4133512,76450854
(주)아이컴포넌트,59100,Dec-11,,,215958,54682604
(주)아이컴포넌트,59100,Dec-12,,,-4562170,61097119
(주)아이컴포넌트,59100,Dec-13,,,-3038558,54632145
(주)아이컴포넌트,59100,Dec-14,,,-2335474,53554324
(주)아이컴포넌트,59100,Dec-15,,,5918333,60353026
(주)아이컴포넌트,59100,Dec-16,,,5654928,69364376
(주)아이컴포넌트,59100,Dec-17,,,-8303058,56512382
(주)아이컴포넌트,59100,Dec-18,,,-3131079,53507098
(주)아이컴포넌트,59100,Dec-19,,,-1247513,49844304
(주)아이톡시,52770,Dec-11,,,-8357940,42405524
(주)아이톡시,52770,Dec-12,-2254893,35296797,-2276312,32166106
(주)아이톡시,52770,Dec-13,1144963,33184352,1031219,31291645
(주)아이톡시,52770,Dec-14,-6025461,26475140,-5699001,25119917
(주)아이톡시,52770,Dec-15,,,167109,31377632
(주)아이톡시,52770,Dec-16,,,-3825565,24141850
(주)아이톡시,52770,Dec-17,,,-21108362,15293908
(주)아이톡시,52770,Dec-18,-17701357,15432012,-20710966,8251476
(주)아이톡시,52770,Dec-19,-2896942,8560505,-2092669,8573109
(주)아이티센,124500,Mar-15,2755873,129422108,2510253,90277213
(주)아이티센,124500,Dec-16,-7403425,158288305,-5043574,82954351
(주)아이티센,124500,Dec-17,-126450,172136603,1850442,82325904
(주)아이티센,124500,Dec-18,5122051,403417388,1448613,123439579
(주)아이티센,124500,Dec-19,5561854,392923342,3565516,133509589
(주)아이티엑스에이아이,99520,Dec-11,,,-173880,45986342
(주)아이티엑스에이아이,99520,Dec-12,,,110405,50614189
(주)아이티엑스에이아이,99520,Dec-13,,,2351219,56459310
(주)아이티엑스에이아이,99520,Dec-14,,,-2079209,49546449
(주)아이티엑스에이아이,99520,Dec-15,,,-15328714,41600895
(주)아이티엑스에이아이,99520,Dec-16,,,-6938378,25572865
(주)아이티엑스에이아이,99520,Dec-17,,,-337114,27909280
(주)아이티엑스에이아이,99520,Dec-18,,,-1917861,20596414
(주)아이티엑스에이아이,99520,Dec-19,-5005679,22007317,-5062900,21640097
(주)아이티엠반도체,84850,Dec-19,41666848,430519931,36894277,395101942
(주)아즈텍더블유비이,32080,Dec-11,,,7360249,122469317
(주)아즈텍더블유비이,32080,Dec-12,,,4502433,103244216
(주)아즈텍더블유비이,32080,Dec-13,,,-2506540,83024906
(주)아즈텍더블유비이,32080,Dec-14,,,1952586,87283599
(주)아즈텍더블유비이,32080,Dec-15,,,3797826,87781842
(주)아즈텍더블유비이,32080,Dec-16,,,4318266,93020451
(주)아즈텍더블유비이,32080,Dec-17,,,-364557,101593818
(주)아즈텍더블유비이,32080,Dec-18,,,3925313,105938029
(주)아즈텍더블유비이,32080,Dec-19,,,4763021,117389875
(주)아진엑스텍,59120,Dec-14,,,2908545,29326634
(주)아진엑스텍,59120,Dec-15,,,1419306,28002873
(주)아진엑스텍,59120,Dec-16,,,1148670,41100358
(주)아진엑스텍,59120,Dec-17,,,6156377,46145660
(주)아진엑스텍,59120,Dec-18,,,4499819,46712263
(주)아진엑스텍,59120,Dec-19,,,2475375,48167634
(주)아톤,158430,Dec-19,-11268303,58962831,-11450327,55935145
(주)아프리카티비,67160,Dec-11,600676,58477913,986671,56106490
(주)아프리카티비,67160,Dec-12,,,2038143,56622824
(주)아프리카티비,67160,Dec-13,177727,57689535,1027561,57424961
(주)아프리카티비,67160,Dec-14,2751350,62241816,3540822,62829985
(주)아프리카티비,67160,Dec-15,4144643,68044829,7555266,70877466
(주)아프리카티비,67160,Dec-16,10048384,83426397,12974685,89753460
(주)아프리카티비,67160,Dec-17,14659197,103442156,12985341,107453290
(주)아프리카티비,67160,Dec-18,21334754,157544019,22346092,156547288
(주)아프리카티비,67160,Dec-19,34160386,228549555,30152450,217039521
(주)안랩,53800,Dec-11,9378658,172303715,11926957,174432069
(주)안랩,53800,Dec-12,14042927,184885607,14694783,186424656
(주)안랩,53800,Dec-13,6438362,183994247,5493645,187222355
(주)안랩,53800,Dec-14,9043930,188119129,5188816,187875137
(주)안랩,53800,Dec-15,11919209,194606731,11401841,193720594
(주)안랩,53800,Dec-16,14617499,214599052,14428279,213794704
(주)안랩,53800,Dec-17,16278990,223620399,16414480,222453370
(주)안랩,53800,Dec-18,22845726,244773950,21739515,242051757
(주)안랩,53800,Dec-19,19142259,260216804,18946990,256804581
(주)안트로젠,65660,Dec-16,,,371660,35427915
(주)안트로젠,65660,Dec-17,,,738764,60298401
(주)안트로젠,65660,Dec-18,,,-961760,101441141
(주)안트로젠,65660,Dec-19,,,-4049845,84593765
(주)알로이스,297570,Dec-18,,,,
(주)알로이스,297570,Dec-19,,,-4020080,21853390
(주)알루코,1780,Dec-11,-294056,466389224,-1889289,313941542
(주)알루코,1780,Dec-12,-9267634,448021732,-6996591,343724465
(주)알루코,1780,Dec-13,382283,441481955,932069,345783811
(주)알루코,1780,Dec-14,9479591,432549332,6386857,340956232
(주)알루코,1780,Dec-15,19780940,429140447,16189929,338779061
(주)알루코,1780,Dec-16,22256090,439409021,17962110,334451787
(주)알루코,1780,Dec-17,12937661,477572307,10670151,348182986
(주)알루코,1780,Dec-18,3266744,744332478,14144863,394815945
(주)알루코,1780,Dec-19,-6794707,772552137,-19720970,376568313
(주)알에프세미,96610,Dec-11,7548389,60357163,7452104,61344243
(주)알에프세미,96610,Dec-12,4680457,68834411,4723354,70069133
(주)알에프세미,96610,Dec-13,5496195,78883917,5573974,79743894
(주)알에프세미,96610,Dec-14,3198420,87638101,2509528,87690774
(주)알에프세미,96610,Dec-15,2220565,89437401,2580520,88822472
(주)알에프세미,96610,Dec-16,1044808,90145433,1509168,90146801
(주)알에프세미,96610,Dec-17,-1374559,93638264,-671601,96051216
(주)알에프세미,96610,Dec-18,218961,104988723,488260,107103978
(주)알에프세미,96610,Dec-19,-2753635,102545695,-2417898,105031599
(주)알에프텍,61040,Dec-11,4886449,159127735,7738113,115300762
(주)알에프텍,61040,Dec-12,23525322,211170615,19009995,139911696
(주)알에프텍,61040,Dec-13,3552672,216208846,8162377,145665903
(주)알에프텍,61040,Dec-14,-6974115,200605068,4509453,163647176
(주)알에프텍,61040,Dec-15,5670446,176819976,6734382,153683212
(주)알에프텍,61040,Dec-16,9756219,175342562,-1397722,149594458
(주)알에프텍,61040,Dec-17,3734459,185953928,-12804189,152284034
(주)알에프텍,61040,Dec-18,6606560,177047175,-9950369,124079133
(주)알에프텍,61040,Dec-19,-1807468,254270323,-14095350,191326521
(주)알엔투테크놀로지,148250,Dec-16,,,1232656,27140499
(주)알엔투테크놀로지,148250,Dec-17,,,776801,35450020
(주)알엔투테크놀로지,148250,Dec-18,,,964679,38868023
(주)알엔투테크놀로지,148250,Dec-19,,,908425,50518526
(주)알테오젠,196170,Dec-14,931146,37958283,826649,37768174
(주)알테오젠,196170,Dec-15,1208363,39385454,1154128,39141975
(주)알테오젠,196170,Dec-16,-3587199,47949615,-3276813,46805862
(주)알테오젠,196170,Dec-17,-7448958,43013380,-7812953,41274016
(주)알테오젠,196170,Dec-18,-7069909,71380650,-6358237,67081671
(주)알테오젠,196170,Dec-19,-1738267,85979112,1754111,79536561
(주)알톤스포츠,123750,Dec-11,1693477,73196256,1130803,64876657
(주)알톤스포츠,123750,Dec-12,3722486,64110797,3228265,56896446
(주)알톤스포츠,123750,Dec-13,2590274,67371866,1697112,60200819
(주)알톤스포츠,123750,Dec-14,6321741,76274859,4617051,67330408
(주)알톤스포츠,123750,Dec-15,-3616137,70743959,-4138645,54333363
(주)알톤스포츠,123750,Dec-16,-4510018,81903772,-3369318,66162908
(주)알톤스포츠,123750,Dec-17,-21315788,59131622,-19181227,49029050
(주)알톤스포츠,123750,Dec-18,-2281980,53806357,-1516129,48302262
(주)알톤스포츠,123750,Dec-19,-12218530,33706229,-13797205,24581097
(주)알티캐스트,85810,Dec-13,16008332,108113000,16089094,107862414
(주)알티캐스트,85810,Dec-14,13008305,110036508,13002332,109740651
(주)알티캐스트,85810,Dec-15,439144,113685290,810249,108756963
(주)알티캐스트,85810,Dec-16,902016,170945346,1464905,103803105
(주)알티캐스트,85810,Dec-17,1050839,171544134,2466587,106331567
(주)알티캐스트,85810,Dec-18,-7840096,164474400,-7007462,101835049
(주)알티캐스트,85810,Dec-19,-27219159,169930839,-26597129,95090420
(주)알파홀딩스,117670,Dec-11,,,2237511,39078151
(주)알파홀딩스,117670,Dec-12,3004485,41210785,3063629,41347869
(주)알파홀딩스,117670,Dec-13,,,3694695,38372719
(주)알파홀딩스,117670,Dec-14,2799353,66721029,4497954,67392982
(주)알파홀딩스,117670,Dec-15,,,2580836,66699507
(주)알파홀딩스,117670,Dec-16,-41887041,73894609,-42745872,73886717
(주)알파홀딩스,117670,Dec-17,-10332532,63151264,-5720132,67409488
(주)알파홀딩스,117670,Dec-18,-6148773,102095474,-5573730,105442123
(주)알파홀딩스,117670,Dec-19,-11705371,134595649,-13637631,133776939
(주)애니플러스,310200,Dec-18,,,,
(주)애니플러스,310200,Dec-19,,,,
(주)애드바이오텍,179530,Dec-19,,,,
(주)액션스퀘어,205500,Dec-14,,,,
(주)액션스퀘어,205500,Dec-15,,,-8188170,35883611
(주)액션스퀘어,205500,Dec-16,,,-8741482,28514117
(주)액션스퀘어,205500,Dec-17,-12258989,24963687,-12544739,24636039
(주)액션스퀘어,205500,Dec-18,-11215386,21132895,-11100340,20926474
(주)액션스퀘어,205500,Dec-19,-9160139,30255626,-8184727,30870534
(주)액토즈소프트,52790,Dec-11,7946149,121236908,11732885,125422865
(주)액토즈소프트,52790,Dec-12,9643759,225833789,10062970,226660423
(주)액토즈소프트,52790,Dec-13,15080801,232029942,15102288,221846069
(주)액토즈소프트,52790,Dec-14,-69023654,161276991,-63605480,159210975
(주)액토즈소프트,52790,Dec-15,-7040610,149330425,12896819,159627155
(주)액토즈소프트,52790,Dec-16,-2263407,147737258,-28387222,140470575
(주)액토즈소프트,52790,Dec-17,-7477694,143736510,645361,150265224
(주)액토즈소프트,52790,Dec-18,-14891821,127196835,-31136239,117710189
(주)액토즈소프트,52790,Dec-19,20774308,175372734,26255856,165726567
(주)액트로,290740,Dec-18,13690270,89041422,20015390,85806816
(주)액트로,290740,Dec-19,14595299,99003423,8720361,87495654
(주)앤디포스,238090,Dec-16,,,14928811,88789864
(주)앤디포스,238090,Dec-17,,,8072425,92726264
(주)앤디포스,238090,Dec-18,-13601715,130369260,-7856611,118791037
(주)앤디포스,238090,Dec-19,-1549639,189924143,1822854,180062104
(주)앤씨앤,92600,Dec-11,,,6310713,74336180
(주)앤씨앤,92600,Dec-12,3193011,77728028,3193011,77728948
(주)앤씨앤,92600,Dec-13,-18609825,57554674,-18609883,57558696
(주)앤씨앤,92600,Dec-14,-1907109,56150455,-1907041,56145766
(주)앤씨앤,92600,Dec-15,8376090,67503519,8804943,65823023
(주)앤씨앤,92600,Dec-16,810604,65331021,2024268,63671211
(주)앤씨앤,92600,Dec-17,-8961209,60379404,-4411427,58644204
(주)앤씨앤,92600,Dec-18,-15703251,54329936,-11332739,52426532
(주)앤씨앤,92600,Dec-19,-6859587,71516824,3742415,78739999
(주)야스,255440,Dec-17,16240812,126152861,16240812,125982691
(주)야스,255440,Dec-18,36026981,236578169,36026981,236987042
(주)야스,255440,Dec-19,16318268,214004929,16318268,212394252
(주)양지사,30960,Jun-11,,,4951971,88250737
(주)양지사,30960,Jun-12,,,2851422,89121564
(주)양지사,30960,Jun-13,,,1418499,84103388
(주)양지사,30960,Jun-14,,,850414,87815705
(주)양지사,30960,Jun-15,,,-1401804,82959399
(주)양지사,30960,Jun-16,,,2839936,81433868
(주)양지사,30960,Jun-17,,,3579596,82381240
(주)양지사,30960,Jun-18,,,2603221,81954148
(주)양지사,30960,Jun-19,,,2316669,89182444
(주)어스앤에어로스페이스,263540,Dec-17,,,747316,61475210
(주)어스앤에어로스페이스,263540,Dec-18,,,-2063066,70479383
(주)어스앤에어로스페이스,263540,Dec-19,,,-33093325,41897759
(주)얼라인드제네틱스,238120,Dec-16,-1555620,25860714,-1258639,26060933
(주)얼라인드제네틱스,238120,Dec-17,-1754366,24307065,-1119306,25187654
(주)얼라인드제네틱스,238120,Dec-18,-1588097,23000867,-2316206,23054467
(주)얼라인드제네틱스,238120,Dec-19,116738,24619170,-135016,24461132
(주)에너토크,19990,Dec-11,,,3491563,28586781
(주)에너토크,19990,Dec-12,,,3866043,31616562
(주)에너토크,19990,Dec-13,,,2654017,33420446
(주)에너토크,19990,Dec-14,,,2771313,36813000
(주)에너토크,19990,Dec-15,,,2003468,37716319
(주)에너토크,19990,Dec-16,1971675,42870809,1991911,42835616
(주)에너토크,19990,Dec-17,400112,42508123,617726,42797803
(주)에너토크,19990,Dec-18,1333555,43548601,1848310,44313228
(주)에너토크,19990,Dec-19,488724,42867117,1163628,44109277
(주)에넥스,11090,Dec-11,4434481,119599167,6567704,118121783
(주)에넥스,11090,Dec-12,-10140308,93219208,-12228770,89972455
(주)에넥스,11090,Dec-13,3060085,107777389,4136531,107095102
(주)에넥스,11090,Dec-14,5047729,125570430,5266894,125002263
(주)에넥스,11090,Dec-15,8463117,126285552,8253903,125211851
(주)에넥스,11090,Dec-16,1866641,152746917,1715248,151414321
(주)에넥스,11090,Dec-17,2055581,171431594,1371803,169821831
(주)에넥스,11090,Dec-18,1151805,155415491,812827,153789827
(주)에넥스,11090,Dec-19,-3764886,132037408,-4011572,130783877
(주)에스디생명공학,217480,Dec-17,13459906,128073431,20518295,126080836
(주)에스디생명공학,217480,Dec-18,6059405,150157174,194851,139407312
(주)에스디생명공학,217480,Dec-19,-19628121,137235392,-14793296,125357556
(주)에스디시스템,121890,Dec-11,,,-1296118,43541136
(주)에스디시스템,121890,Dec-12,,,52261,41118686
(주)에스디시스템,121890,Dec-13,,,-5488317,34268674
(주)에스디시스템,121890,Dec-14,,,3259497,43012334
(주)에스디시스템,121890,Dec-15,,,2871056,42174707
(주)에스디시스템,121890,Dec-16,,,-6881435,42236507
(주)에스디시스템,121890,Dec-17,,,-9147176,35094048
(주)에스디시스템,121890,Dec-18,,,-5637766,34753913
(주)에스디시스템,121890,Dec-19,,,-13517163,24820711
(주)에스비에스,34120,Dec-11,59828172,860880009,58037245,848933837
(주)에스비에스,34120,Dec-12,26740910,827393202,28891809,824819398
(주)에스비에스,34120,Dec-13,21842244,804265037,26650268,801536224
(주)에스비에스,34120,Dec-14,-7417262,798563400,-3351903,799643924
(주)에스비에스,34120,Dec-15,34884043,934369946,34592271,933033828
(주)에스비에스,34120,Dec-16,-510038,894153403,-1085801,895673723
(주)에스비에스,34120,Dec-17,15885507,1092031606,14014096,1043991727
(주)에스비에스,34120,Dec-18,5837906,957646531,1501180,901859062
(주)에스비에스,34120,Dec-19,20934115,1247762888,3278960,1076011718
(주)에스비에스콘텐츠허브,46140,Dec-11,22392291,165574497,22809343,166941706
(주)에스비에스콘텐츠허브,46140,Dec-12,23090640,172338241,21653184,172314275
(주)에스비에스콘텐츠허브,46140,Dec-13,24655521,203084253,24817592,203210561
(주)에스비에스콘텐츠허브,46140,Dec-14,8771236,220630106,8840270,220820275
(주)에스비에스콘텐츠허브,46140,Dec-15,6073139,223891016,6551020,224520000
(주)에스비에스콘텐츠허브,46140,Dec-16,3120400,239635541,2780341,240014775
(주)에스비에스콘텐츠허브,46140,Dec-17,-6068056,211510721,-5893584,205045922
(주)에스비에스콘텐츠허브,46140,Dec-18,8253858,212504969,5164011,210641869
(주)에스비에스콘텐츠허브,46140,Dec-19,554786,197100484,1682833,197213142
(주)에스씨디,42110,Dec-11,,,1818276,65643542
(주)에스씨디,42110,Dec-12,,,257869,71276885
(주)에스씨디,42110,Dec-13,,,7444065,80848080
(주)에스씨디,42110,Dec-14,,,9333794,91874960
(주)에스씨디,42110,Dec-15,11593741,110854905,9841610,109002354
(주)에스씨디,42110,Dec-16,7014428,118406948,5819792,115698115
(주)에스씨디,42110,Dec-17,3463529,120553513,2563395,117064333
(주)에스씨디,42110,Dec-18,7824016,129128866,5811352,121029169
(주)에스씨디,42110,Dec-19,-992106,139154002,-2747328,129808209
(주)에스아이리소스,65420,Dec-11,-243321,54084154,1061447,48345092
