회사명,거래소코드,회계년도,현금및현금성자산(IFRS연결),유동부채(IFRS연결),현금및현금성자산(IFRS개별),유동부채(IFRS개별)
(주)피엔티,137400,Dec-17,1725518,167117199,922390,143772039
(주)피엔티,137400,Dec-18,6904533,197351145,2340982,163200693
(주)피엔티,137400,Dec-19,4218918,393698527,667052,348474719
(주)피엔풍년,24940,Dec-11,,,5477711,12615971
(주)피엔풍년,24940,Dec-12,,,5894695,15000822
(주)피엔풍년,24940,Dec-13,,,5548522,17110091
(주)피엔풍년,24940,Dec-14,,,6481820,14889339
(주)피엔풍년,24940,Dec-15,,,8984028,14827351
(주)피엔풍년,24940,Dec-16,,,4799887,16422414
(주)피엔풍년,24940,Dec-17,,,6682074,9319162
(주)피엔풍년,24940,Dec-18,,,2430071,15191274
(주)피엔풍년,24940,Dec-19,,,3135600,12163100
(주)피제이메탈,128660,Dec-11,,,476765,18008990
(주)피제이메탈,128660,Dec-12,,,690933,23182720
(주)피제이메탈,128660,Dec-13,,,2722288,22693268
(주)피제이메탈,128660,Dec-14,,,568517,15084695
(주)피제이메탈,128660,Dec-15,,,1042095,13069660
(주)피제이메탈,128660,Dec-16,,,921245,27204656
(주)피제이메탈,128660,Dec-17,,,99541,24341237
(주)피제이메탈,128660,Dec-18,,,298231,19343414
(주)피제이메탈,128660,Dec-19,,,825587,17233232
(주)피제이전자,6140,Dec-11,,,2770806,20091858
(주)피제이전자,6140,Dec-12,,,1055287,17270269
(주)피제이전자,6140,Dec-13,,,336001,14777695
(주)피제이전자,6140,Dec-14,,,1525455,11302071
(주)피제이전자,6140,Dec-15,,,698124,15545975
(주)피제이전자,6140,Dec-16,,,874773,17767619
(주)피제이전자,6140,Dec-17,,,1046021,18967638
(주)피제이전자,6140,Dec-18,,,1111916,23447895
(주)피제이전자,6140,Dec-19,,,345292,20213750
(주)피피아이,62970,Dec-19,,,13223674,11191291
(주)픽셀플러스,87600,Dec-15,14176666,5943136,14159808,5941339
(주)픽셀플러스,87600,Dec-16,,,22407069,7770145
(주)픽셀플러스,87600,Dec-17,,,13692885,3201716
(주)픽셀플러스,87600,Dec-18,,,8901119,4123450
(주)픽셀플러스,87600,Dec-19,,,5818774,4655026
(주)필옵틱스,161580,Dec-17,42751332,44822317,42460977,44757900
(주)필옵틱스,161580,Dec-18,15501627,90704740,14957282,90286479
(주)필옵틱스,161580,Dec-19,7665844,117919094,6999704,117867844
(주)하나투어,39130,Dec-11,91205775,161792559,66178480,136175731
(주)하나투어,39130,Dec-12,93015665,169562345,67596859,147115040
(주)하나투어,39130,Dec-13,81852584,180812396,52466287,154681716
(주)하나투어,39130,Dec-14,113930509,242969176,73621001,199417973
(주)하나투어,39130,Dec-15,146485490,275440816,49244646,218258654
(주)하나투어,39130,Dec-16,156047480,286651931,100759097,242706784
(주)하나투어,39130,Dec-17,228389932,343091167,134277522,274086577
(주)하나투어,39130,Dec-18,157699693,413589829,88955366,287134993
(주)하나투어,39130,Dec-19,110846773,407502163,32554731,226927968
(주)하림,136480,Dec-11,,,47895853,284049020
(주)하림,136480,Dec-12,,,29568102,285868395
(주)하림,136480,Dec-13,,,5523996,208609217
(주)하림,136480,Dec-14,29366453,296021864,29309577,295464566
(주)하림,136480,Dec-15,49318762,351440776,49001822,347500351
(주)하림,136480,Dec-16,29780868,213827899,29439968,210336813
(주)하림,136480,Dec-17,34456198,281771794,34167017,281544673
(주)하림,136480,Dec-18,41390747,435737687,40579255,434673192
(주)하림,136480,Dec-19,50876367,411230619,50440402,409337389
(주)하림지주,3380,Dec-17,462032181,2528074124,10962621,316240917
(주)하림지주,3380,Dec-18,633424835,3309777624,12206633,447907872
(주)하림지주,3380,Dec-19,565224526,3296304028,5757588,342280174
(주)하이로닉,149980,Dec-14,,,6924191,2813072
(주)하이로닉,149980,Dec-15,3566318,1616970,2796139,1613232
(주)하이로닉,149980,Dec-16,1564121,1351735,1368508,1173704
(주)하이로닉,149980,Dec-17,1726089,8780148,953788,4839083
(주)하이로닉,149980,Dec-18,2796904,3770475,2381022,1117185
(주)하이로닉,149980,Dec-19,2149915,4212991,1346203,1712320
(주)하이비젼시스템,126700,Dec-11,,,,
(주)하이비젼시스템,126700,Dec-12,,,14878674,15479552
(주)하이비젼시스템,126700,Dec-13,3488018,6653097,3414562,6645256
(주)하이비젼시스템,126700,Dec-14,7753926,10122307,7737677,9805346
(주)하이비젼시스템,126700,Dec-15,16810184,11849604,15592673,11288940
(주)하이비젼시스템,126700,Dec-16,12136647,19532695,11613699,19242258
(주)하이비젼시스템,126700,Dec-17,29949251,58646950,28813880,58632519
(주)하이비젼시스템,126700,Dec-18,50439180,46860688,46002300,43089839
(주)하이비젼시스템,126700,Dec-19,18542795,39634514,14407557,32716994
(주)하이소닉,106080,Dec-11,3182845,9174655,2876778,9377183
(주)하이소닉,106080,Dec-12,8090189,10157644,7104921,6335548
(주)하이소닉,106080,Dec-13,1396343,16524915,1312646,14106573
(주)하이소닉,106080,Dec-14,1429700,21688390,1087239,18145991
(주)하이소닉,106080,Dec-15,3181372,13636090,2803201,12429425
(주)하이소닉,106080,Dec-16,2326159,22152453,1555034,21735748
(주)하이소닉,106080,Dec-17,1306511,15845918,1022177,23189633
(주)하이소닉,106080,Dec-18,496595,29332685,139213,29658841
(주)하이소닉,106080,Dec-19,4317355,6458207,4181627,5653676
(주)하이스틸,71090,Dec-11,,,3353623,81508806
(주)하이스틸,71090,Dec-12,,,6375852,78060048
(주)하이스틸,71090,Dec-13,,,2814518,78072781
(주)하이스틸,71090,Dec-14,,,1358175,83880086
(주)하이스틸,71090,Dec-15,,,8716902,83452733
(주)하이스틸,71090,Dec-16,,,10331129,79218339
(주)하이스틸,71090,Dec-17,13552651,75794134,12356990,75438751
(주)하이스틸,71090,Dec-18,18051777,57950464,17396593,57850468
(주)하이스틸,71090,Dec-19,19292330,59161158,16870966,56084510
(주)하이텍팜,106190,Dec-11,,,9658151,11426620
(주)하이텍팜,106190,Dec-12,,,22485563,7689291
(주)하이텍팜,106190,Dec-13,,,17845645,9556811
(주)하이텍팜,106190,Dec-14,,,20804380,13233492
(주)하이텍팜,106190,Dec-15,,,22955757,13324253
(주)하이텍팜,106190,Dec-16,,,10073938,15893109
(주)하이텍팜,106190,Dec-17,,,3006770,16278576
(주)하이텍팜,106190,Dec-18,,,3965151,25010260
(주)하이텍팜,106190,Dec-19,,,3108546,25553853
(주)하이트론씨스템즈,19490,Dec-11,5148965,31626244,4564103,30867558
(주)하이트론씨스템즈,19490,Dec-12,8784734,24840130,8552125,23945930
(주)하이트론씨스템즈,19490,Dec-13,4708297,17048441,4554671,16518344
(주)하이트론씨스템즈,19490,Dec-14,3763679,11822709,3549511,11809974
(주)하이트론씨스템즈,19490,Dec-15,2170540,11326804,1630325,10777899
(주)하이트론씨스템즈,19490,Dec-16,2945583,15365791,2835182,14536190
(주)하이트론씨스템즈,19490,Dec-17,2935178,20931041,2909479,21112645
(주)하이트론씨스템즈,19490,Dec-18,1241238,25299508,1217245,25772678
(주)하이트론씨스템즈,19490,Dec-19,1268134,26756422,1236439,25821466
(주)하츠,66130,Dec-11,,,10611523,8111335
(주)하츠,66130,Dec-12,,,10836856,7544256
(주)하츠,66130,Dec-13,,,15490234,9025325
(주)하츠,66130,Dec-14,,,16679143,7661779
(주)하츠,66130,Dec-15,,,15866032,9400489
(주)하츠,66130,Dec-16,,,13159098,11788902
(주)하츠,66130,Dec-17,,,19607434,10815872
(주)하츠,66130,Dec-18,,,15490523,10240602
(주)하츠,66130,Dec-19,,,18046708,11058329
(주)한국가구,4590,Dec-11,4549144,10805946,4474512,6645665
(주)한국가구,4590,Dec-12,4561177,12431112,3296921,8051304
(주)한국가구,4590,Dec-13,2614276,8879233,391423,4187262
(주)한국가구,4590,Dec-14,7129603,9968098,186394,4745140
(주)한국가구,4590,Dec-15,11064513,10029706,1023980,4686951
(주)한국가구,4590,Dec-16,13771663,12445627,2657346,5023122
(주)한국가구,4590,Dec-17,16111004,11023947,2134130,5023774
(주)한국가구,4590,Dec-18,3987788,9892741,2001997,3697936
(주)한국가구,4590,Dec-19,6306390,13984104,708964,5854043
(주)한국경제티브이,39340,Dec-11,4553931,10282081,4082743,9795792
(주)한국경제티브이,39340,Dec-12,3931387,8644910,3265716,8888720
(주)한국경제티브이,39340,Dec-13,1921541,9103245,1533442,9130229
(주)한국경제티브이,39340,Dec-14,3417630,14185316,2765628,13961039
(주)한국경제티브이,39340,Dec-15,6153751,21494618,5784549,20060669
(주)한국경제티브이,39340,Dec-16,5281440,14869255,3951217,13475527
(주)한국경제티브이,39340,Dec-17,5730343,24169809,4809971,22747404
(주)한국경제티브이,39340,Dec-18,20323106,18244234,19658679,17834939
(주)한국경제티브이,39340,Dec-19,12557676,17838326,11921972,17433262
(주)한국비엔씨,256840,Dec-16,,,,
(주)한국비엔씨,256840,Dec-17,,,,
(주)한국비엔씨,256840,Dec-18,,,,
(주)한국비엔씨,256840,Dec-19,,,22402121,11378860
(주)한국전자홀딩스,6200,Dec-11,24312646,102856615,1413221,4031533
(주)한국전자홀딩스,6200,Dec-12,14989094,89422188,2128602,4320805
(주)한국전자홀딩스,6200,Dec-13,14516860,99840093,3840041,13561280
(주)한국전자홀딩스,6200,Dec-14,27659463,75439261,2409934,1972639
(주)한국전자홀딩스,6200,Dec-15,11429003,89104754,655215,1744885
(주)한국전자홀딩스,6200,Dec-16,26202434,54058870,11535188,1877875
(주)한국전자홀딩스,6200,Dec-17,27679874,111394821,2843402,2234126
(주)한국전자홀딩스,6200,Dec-18,30055058,85506815,1778496,1043069
(주)한국전자홀딩스,6200,Dec-19,28550239,100390695,1212983,1012808
(주)한국종합기술,23350,Dec-11,,,26493733,53344418
(주)한국종합기술,23350,Dec-12,,,23078065,54389934
(주)한국종합기술,23350,Dec-13,,,22261859,54672588
(주)한국종합기술,23350,Dec-14,,,16638367,55239837
(주)한국종합기술,23350,Dec-15,,,17557308,57221353
(주)한국종합기술,23350,Dec-16,,,12410914,73439397
(주)한국종합기술,23350,Dec-17,,,7661999,76077411
(주)한국종합기술,23350,Dec-18,,,16529124,92004660
(주)한국종합기술,23350,Dec-19,,,36418189,146255730
(주)한국카본,17960,Dec-11,48518631,35735946,48421959,27170560
(주)한국카본,17960,Dec-12,26093715,42110900,25696532,35788870
(주)한국카본,17960,Dec-13,59495982,52621599,58487492,46105967
(주)한국카본,17960,Dec-14,36671971,51338686,36553007,43493922
(주)한국카본,17960,Dec-15,60279091,55793853,60200834,45971641
(주)한국카본,17960,Dec-16,114031773,61491857,113936342,51452327
(주)한국카본,17960,Dec-17,102889330,46009683,102843155,36176858
(주)한국카본,17960,Dec-18,28400190,47490174,28163779,38012191
(주)한국카본,17960,Dec-19,40667276,66695310,38970493,55432347
(주)한국코퍼레이션,50540,Dec-11,4647575,24108253,4532969,23763115
(주)한국코퍼레이션,50540,Dec-12,,,1331425,23321958
(주)한국코퍼레이션,50540,Dec-13,662042,43983416,503417,43680167
(주)한국코퍼레이션,50540,Dec-14,1016861,40758220,774071,40246623
(주)한국코퍼레이션,50540,Dec-15,2133569,53623520,672447,52600814
(주)한국코퍼레이션,50540,Dec-16,392845,35518975,272918,32970400
(주)한국코퍼레이션,50540,Dec-17,3585477,32955783,2985364,32261089
(주)한국코퍼레이션,50540,Dec-18,9781320,37130940,9763445,36442709
(주)한국코퍼레이션,50540,Dec-19,3897727,54038302,3530261,51822115
(주)한국큐빅,21650,Dec-11,4902515,53735170,4822400,3875015
(주)한국큐빅,21650,Dec-12,3430585,48328083,3368431,1792588
(주)한국큐빅,21650,Dec-13,1826490,45408198,1801766,2017551
(주)한국큐빅,21650,Dec-14,7775093,51675427,7765662,2109909
(주)한국큐빅,21650,Dec-15,6412071,54592492,6403504,1815309
(주)한국큐빅,21650,Dec-16,6401422,63648674,6324876,3160695
(주)한국큐빅,21650,Dec-17,20176852,77074587,18022517,3235079
(주)한국큐빅,21650,Dec-18,15519821,69715746,15409783,8873710
(주)한국큐빅,21650,Dec-19,14607432,58680615,14597432,3904487
(주)한국테크놀로지,53590,Dec-11,4836626,2338234,4832472,2337311
(주)한국테크놀로지,53590,Dec-12,,,12455842,15194936
(주)한국테크놀로지,53590,Dec-13,,,84944,10048128
(주)한국테크놀로지,53590,Dec-14,,,206188,7492202
(주)한국테크놀로지,53590,Dec-15,,,5754143,20405001
(주)한국테크놀로지,53590,Dec-16,,,501505,10039776
(주)한국테크놀로지,53590,Dec-17,,,657563,33843387
(주)한국테크놀로지,53590,Dec-18,,,1420746,12875911
(주)한국테크놀로지,53590,Dec-19,2316805,116928337,1223193,43557521
(주)한국특강,7280,Dec-11,,,1898890,352521480
(주)한국특강,7280,Dec-12,,,537050,336244738
(주)한국특강,7280,Dec-13,,,40335,374172737
(주)한국특강,7280,Dec-14,,,786656,385506172
(주)한국특강,7280,Dec-15,,,11874072,327890791
(주)한국특강,7280,Dec-16,,,22022082,33090484
(주)한국특강,7280,Dec-17,,,4625706,72589410
(주)한국특강,7280,Dec-18,,,16622973,55700513
(주)한국특강,7280,Dec-19,,,6503014,33719675
(주)한국팩키지,37230,Dec-11,,,235868,15785210
(주)한국팩키지,37230,Dec-12,,,4889812,9507530
(주)한국팩키지,37230,Dec-13,,,5362498,12320047
(주)한국팩키지,37230,Dec-14,,,4676576,10417696
(주)한국팩키지,37230,Dec-15,,,5459180,12334893
(주)한국팩키지,37230,Dec-16,,,6562814,13488330
(주)한국팩키지,37230,Dec-17,,,2525851,11273874
(주)한국팩키지,37230,Dec-18,,,1915697,9733973
(주)한국팩키지,37230,Dec-19,,,1087205,22081747
(주)한국화장품제조,3350,Dec-11,,,56228,8906238
(주)한국화장품제조,3350,Dec-12,,,113676,9246766
(주)한국화장품제조,3350,Dec-13,,,234403,14139449
(주)한국화장품제조,3350,Dec-14,,,144434,13341661
(주)한국화장품제조,3350,Dec-15,,,31238,15029937
(주)한국화장품제조,3350,Dec-16,,,427842,18160791
(주)한국화장품제조,3350,Dec-17,,,516495,16985436
(주)한국화장품제조,3350,Dec-18,,,1791276,19859886
(주)한국화장품제조,3350,Dec-19,,,3162056,26973281
(주)한글과컴퓨터,30520,Dec-11,9284271,8188402,9113746,7579063
(주)한글과컴퓨터,30520,Dec-12,15370510,10668652,15212549,10077266
(주)한글과컴퓨터,30520,Dec-13,10895132,10144819,10128780,8836036
(주)한글과컴퓨터,30520,Dec-14,14478984,12699511,14289922,11637546
(주)한글과컴퓨터,30520,Dec-15,21718806,18300783,10105083,14935701
(주)한글과컴퓨터,30520,Dec-16,27675769,27233956,11718120,22671531
(주)한글과컴퓨터,30520,Dec-17,57807983,99012031,14879745,25129932
(주)한글과컴퓨터,30520,Dec-18,69458225,100089008,21785499,45043040
(주)한글과컴퓨터,30520,Dec-19,82607723,96256026,22736361,40089036
(주)한네트,52600,Dec-11,,,24949045,12981083
(주)한네트,52600,Dec-12,,,22205807,13260497
(주)한네트,52600,Dec-13,,,31606011,21423551
(주)한네트,52600,Dec-14,,,36236992,26671792
(주)한네트,52600,Dec-15,,,43326946,15943140
(주)한네트,52600,Dec-16,,,44257676,21090129
(주)한네트,52600,Dec-17,,,52847651,38200497
(주)한네트,52600,Dec-18,,,42280989,26838812
(주)한네트,52600,Dec-19,,,37379396,22983875
(주)한농화성,11500,Dec-11,,,3067683,40062546
(주)한농화성,11500,Dec-12,,,3876696,43418022
(주)한농화성,11500,Dec-13,,,4642934,43353675
(주)한농화성,11500,Dec-14,,,588531,45212395
(주)한농화성,11500,Dec-15,,,3280766,42412865
(주)한농화성,11500,Dec-16,,,3261012,42861693
(주)한농화성,11500,Dec-17,,,5632876,49353792
(주)한농화성,11500,Dec-18,,,1718897,33366627
(주)한농화성,11500,Dec-19,,,3447459,29382407
(주)한독,2390,Dec-11,1459273,92465626,1459273,92331815
(주)한독,2390,Dec-12,860750,97153544,827428,97150729
(주)한독,2390,Dec-13,1827853,125832809,1827853,125832809
(주)한독,2390,Dec-14,,,6440786,116004271
(주)한독,2390,Dec-15,11034893,122142364,1691040,121962046
(주)한독,2390,Dec-16,11853057,192862728,3781653,191321237
(주)한독,2390,Dec-17,34761997,197453859,28415591,195553286
(주)한독,2390,Dec-18,32502665,257469617,27714391,239407380
(주)한독,2390,Dec-19,17994552,267891600,16306835,256155636
(주)한독크린텍,256150,Dec-19,,,4307866,8921893
(주)한라,14790,Dec-11,154528533,1625776440,95082981,1358182858
(주)한라,14790,Dec-12,91668232,1772982045,18241893,1343041572
(주)한라,14790,Dec-13,88436065,1553724165,39705676,1268477093
(주)한라,14790,Dec-14,130783382,1168400283,31291440,814392384
(주)한라,14790,Dec-15,121823162,1791678703,72065863,1123955206
(주)한라,14790,Dec-16,82010597,1161808136,29106177,684537532
(주)한라,14790,Dec-17,41709644,1185873337,15145026,649832490
(주)한라,14790,Dec-18,95354042,1271614021,62342359,625797886
(주)한라,14790,Dec-19,79087530,986139403,29804166,640666259
(주)한라홀딩스,60980,Dec-11,335698103,1372143452,168895958,817112039
(주)한라홀딩스,60980,Dec-12,214509230,1510944654,27095557,833589566
(주)한라홀딩스,60980,Dec-13,718276909,1854645346,501034382,1024158467
(주)한라홀딩스,60980,Dec-14,165866014,287495062,87438433,16721271
(주)한라홀딩스,60980,Dec-15,149523591,378497731,113242342,329739775
(주)한라홀딩스,60980,Dec-16,104265449,371600553,52870875,256706206
(주)한라홀딩스,60980,Dec-17,123411301,497746904,103226491,427186657
(주)한라홀딩스,60980,Dec-18,85620327,290338774,73209407,208020561
(주)한라홀딩스,60980,Dec-19,113213849,494541507,89360721,246984218
(주)한미글로벌건축사사무소,53690,Dec-11,15605357,49317043,10509446,35864382
(주)한미글로벌건축사사무소,53690,Dec-12,17867732,65418917,12164352,30233303
(주)한미글로벌건축사사무소,53690,Dec-13,20858664,62090393,15904137,35403465
(주)한미글로벌건축사사무소,53690,Dec-14,23340201,80912838,13551020,28835528
(주)한미글로벌건축사사무소,53690,Dec-15,22893492,35811423,15857850,25433652
(주)한미글로벌건축사사무소,53690,Dec-16,14913490,45916715,8930222,35168198
(주)한미글로벌건축사사무소,53690,Dec-17,31475475,53235808,24205758,33710183
(주)한미글로벌건축사사무소,53690,Dec-18,28393547,100012439,21037389,32482481
(주)한미글로벌건축사사무소,53690,Dec-19,36554807,48218832,23312771,22250749
(주)한빛소프트,47080,Dec-11,5369924,21893383,1601815,19402539
(주)한빛소프트,47080,Dec-12,4053232,15655091,848951,14252631
(주)한빛소프트,47080,Dec-13,3525960,12953185,1034890,11879585
(주)한빛소프트,47080,Dec-14,4027008,9036986,1419145,8404668
(주)한빛소프트,47080,Dec-15,2631955,8581843,1155699,7624364
(주)한빛소프트,47080,Dec-16,4303408,14954076,3177298,14166922
(주)한빛소프트,47080,Dec-17,3958745,8887219,3753055,8094902
(주)한빛소프트,47080,Dec-18,4933562,24462918,4868398,14544902
(주)한빛소프트,47080,Dec-19,6133311,22223161,5302764,20683824
(주)한샘,9240,Dec-11,59114803,181157877,47036433,168237709
(주)한샘,9240,Dec-12,35211460,145497496,27621838,133433205
(주)한샘,9240,Dec-13,24049200,222371023,15845815,207301425
(주)한샘,9240,Dec-14,35637229,183588506,20311778,160089309
(주)한샘,9240,Dec-15,68600686,316102047,50142787,284915731
(주)한샘,9240,Dec-16,150112318,337751677,107342223,308983688
(주)한샘,9240,Dec-17,75449525,406461474,39030064,362400309
(주)한샘,9240,Dec-18,81882702,299904683,55276087,261039758
(주)한샘,9240,Dec-19,144506704,407327092,108814411,302294243
(주)한섬,20000,Dec-11,110380600,74609429,100813763,70963626
(주)한섬,20000,Dec-12,83348541,96207464,80432967,57397141
(주)한섬,20000,Dec-13,30453941,187895849,23388241,66775562
(주)한섬,20000,Dec-14,11175930,207577086,835217,85465267
(주)한섬,20000,Dec-15,17845817,120278095,17681926,119901098
(주)한섬,20000,Dec-16,13346655,153081220,7908734,152655720
(주)한섬,20000,Dec-17,14129429,322207263,9768633,247127901
(주)한섬,20000,Dec-18,46327656,216676688,38806275,163837960
(주)한섬,20000,Dec-19,37408403,218044654,37051712,215434860
(주)한솔케미칼,14680,Dec-11,1080229,107878212,803706,97449729
(주)한솔케미칼,14680,Dec-12,12250964,76064502,11601831,65721462
(주)한솔케미칼,14680,Dec-13,7723238,112003402,1057431,88844264
(주)한솔케미칼,14680,Dec-14,10555840,99417493,5618712,61186972
(주)한솔케미칼,14680,Dec-15,8495304,113256753,592768,63250871
(주)한솔케미칼,14680,Dec-16,26679865,220695105,3480538,142833223
(주)한솔케미칼,14680,Dec-17,49744221,189990060,29134944,80412162
(주)한솔케미칼,14680,Dec-18,14321306,165042940,7600031,82649141
(주)한솔케미칼,14680,Dec-19,57077032,194313349,42857213,145648944
(주)한솔홈데코,25750,Dec-11,20296003,82745949,20183347,82702492
(주)한솔홈데코,25750,Dec-12,4219505,50006886,2234980,49948016
(주)한솔홈데코,25750,Dec-13,4812761,66449640,4762933,66395128
(주)한솔홈데코,25750,Dec-14,2628224,80450036,2191736,79936938
(주)한솔홈데코,25750,Dec-15,8092015,99051993,7268812,97789515
(주)한솔홈데코,25750,Dec-16,3469821,99003155,2674607,97770181
(주)한솔홈데코,25750,Dec-17,8723295,93231794,8500020,91516193
(주)한솔홈데코,25750,Dec-18,1391028,67915425,1023890,65735181
(주)한솔홈데코,25750,Dec-19,759382,91541964,184931,88537427
(주)한송네오텍,226440,Dec-15,,,,
(주)한송네오텍,226440,Dec-16,,,,
(주)한송네오텍,226440,Dec-17,,,,
(주)한송네오텍,226440,Dec-18,,,4230737,8129439
(주)한송네오텍,226440,Dec-19,,,8534642,19097281
(주)한익스프레스,14130,Dec-11,4815647,60048305,3740575,59423881
(주)한익스프레스,14130,Dec-12,3359882,47962167,2226262,46541009
(주)한익스프레스,14130,Dec-13,4414238,52690825,2877960,52129218
(주)한익스프레스,14130,Dec-14,3466516,46574999,1685117,45556597
(주)한익스프레스,14130,Dec-15,4317635,60883293,1832712,59115866
(주)한익스프레스,14130,Dec-16,2432432,63726904,1069712,61501369
(주)한익스프레스,14130,Dec-17,2800636,96894397,226955,94870630
(주)한익스프레스,14130,Dec-18,2269153,124471510,450218,121737350
(주)한익스프레스,14130,Dec-19,4534174,116809364,1079503,114425424
(주)한일진공,123840,Dec-11,,,,
(주)한일진공,123840,Dec-12,,,,
(주)한일진공,123840,Dec-13,5275423,11289249,5230978,11293985
(주)한일진공,123840,Dec-14,4519541,6507278,4326106,6500336
(주)한일진공,123840,Dec-15,12104887,7146325,11966107,7142622
(주)한일진공,123840,Dec-16,3528329,26873155,3377179,25583408
(주)한일진공,123840,Dec-17,14198707,49607746,12266136,41354179
(주)한일진공,123840,Dec-18,65806542,24487806,64880686,17155057
(주)한일진공,123840,Dec-19,25695750,21355759,25241543,12840475
(주)한진,2320,Dec-11,49940363,335092978,37399284,294771875
(주)한진,2320,Dec-12,55829378,487564191,34385764,445521900
(주)한진,2320,Dec-13,67975614,479897700,48363274,442503749
(주)한진,2320,Dec-14,147960987,579685462,131506322,571353402
(주)한진,2320,Dec-15,168918579,600673697,75424703,556560866
(주)한진,2320,Dec-16,162757558,948625741,87535712,596866078
(주)한진,2320,Dec-17,112465510,685269182,72395639,649034059
(주)한진,2320,Dec-18,166243960,783000859,126257751,721896412
(주)한진,2320,Dec-19,136645101,516185800,102999392,416150080
(주)한진중공업홀딩스,3480,Dec-11,108238000,432389000,56296000,7230000
(주)한진중공업홀딩스,3480,Dec-12,132672000,462537000,50226000,5509000
(주)한진중공업홀딩스,3480,Dec-13,66045000,504890000,9976000,5642000
(주)한진중공업홀딩스,3480,Dec-14,80499000,569946000,21669000,30904000
(주)한진중공업홀딩스,3480,Dec-15,128839000,643786000,19553000,62905000
(주)한진중공업홀딩스,3480,Dec-16,38580000,1563584000,7764000,38895000
(주)한진중공업홀딩스,3480,Dec-17,109101000,608397000,19081000,13802000
(주)한진중공업홀딩스,3480,Dec-18,51091000,486807000,11316000,50460000
(주)한진중공업홀딩스,3480,Dec-19,27349000,625262000,2244000,67913000
(주)한진칼,180640,Dec-13,97217021,274712073,38416118,94282308
(주)한진칼,180640,Dec-14,98024328,307196099,28364496,93482590
(주)한진칼,180640,Dec-15,121116398,366157613,20063533,100914136
(주)한진칼,180640,Dec-16,83161419,760271680,28921069,291408461
(주)한진칼,180640,Dec-17,246280631,736331908,8753372,427876615
(주)한진칼,180640,Dec-18,97181378,652071285,9572415,337685316
(주)한진칼,180640,Dec-19,141184713,599446947,52268996,203590812
(주)한창,5110,Dec-11,10611448,11403539,10392409,10086958
(주)한창,5110,Dec-12,913060,10639769,552830,7716285
(주)한창,5110,Dec-13,4715971,8791162,4221349,6749624
(주)한창,5110,Dec-14,8855104,13867640,7173415,10667713
(주)한창,5110,Dec-15,22497987,4818645,14577909,2258709
(주)한창,5110,Dec-16,17928667,25279862,1120836,3540177
(주)한창,5110,Dec-17,33236321,29171260,379024,8165785
(주)한창,5110,Dec-18,9927434,66472261,794353,8304689
(주)한창,5110,Dec-19,5717523,37175863,890481,7942875
(주)한창바이오텍,43090,Dec-11,416433,21932477,416374,21877254
(주)한창바이오텍,43090,Dec-12,91418,13471823,13128,13471299
(주)한창바이오텍,43090,Dec-13,2242619,10279080,2241103,10275998
(주)한창바이오텍,43090,Dec-14,5679459,10364609,5678265,10361526
(주)한창바이오텍,43090,Dec-15,,,6787631,14227435
(주)한창바이오텍,43090,Dec-16,,,3208874,9745942
(주)한창바이오텍,43090,Dec-17,,,8385072,11615107
(주)한창바이오텍,43090,Dec-18,,,9240147,6465223
(주)한창바이오텍,43090,Dec-19,,,6151034,6065523
(주)한창제지,9460,Dec-11,,,8265182,97582503
(주)한창제지,9460,Dec-12,,,427521,90571062
(주)한창제지,9460,Dec-13,,,4739089,107946038
(주)한창제지,9460,Dec-14,,,4819028,43336060
(주)한창제지,9460,Dec-15,,,3604219,90894559
(주)한창제지,9460,Dec-16,,,20492517,36648828
(주)한창제지,9460,Dec-17,,,19387260,61243885
(주)한창제지,9460,Dec-18,,,16038852,46792793
(주)한창제지,9460,Dec-19,,,31137685,60845965
(주)한컴위드,54920,Dec-11,9846686,8887204,9845314,8774458
(주)한컴위드,54920,Dec-12,5981556,30284887,5947800,30152227
(주)한컴위드,54920,Dec-13,,,5427237,4937703
(주)한컴위드,54920,Dec-14,,,4950306,33708191
(주)한컴위드,54920,Dec-15,,,2708288,32129345
(주)한컴위드,54920,Dec-16,,,2843945,30887952
(주)한컴위드,54920,Dec-17,,,2702339,28846701
(주)한컴위드,54920,Dec-18,6746361,31078777,6191652,31065569
(주)한컴위드,54920,Dec-19,19815857,40660086,18446581,39071444
(주)한탑,2680,Dec-11,5975267,78521390,5233961,76917038
(주)한탑,2680,Dec-12,5783973,90355375,3851355,87260444
(주)한탑,2680,Dec-13,2387760,75610542,826618,73735777
(주)한탑,2680,Dec-14,3839295,77768755,2066959,74657405
(주)한탑,2680,Dec-15,1741015,74661364,417319,70257563
(주)한탑,2680,Dec-16,2349414,70897617,1014952,67020869
(주)한탑,2680,Dec-17,2715847,68252849,926120,62683384
(주)한탑,2680,Dec-18,12492122,69967378,10208849,63987101
(주)한탑,2680,Dec-19,6481692,81318099,4221500,77441138
(주)한화,880,Dec-11,325691543,5173630216,19451970,2083345195
(주)한화,880,Dec-12,555700885,4957338405,69077896,1880024125
(주)한화,880,Dec-13,1350376230,9075173488,94723103,2327038817
(주)한화,880,Dec-14,1009122524,9338687120,48914486,2188272359
(주)한화,880,Dec-15,1182440811,12794858830,65742268,2846880351
(주)한화,880,Dec-16,2860421000,13661160000,308366678,3203499593
(주)한화,880,Dec-17,2109153000,12930690000,254317458,2655612040
(주)한화,880,Dec-18,2944541000,14870001000,355313529,2763185370
