회사명,거래소코드,회계년도,현금및현금성자산(IFRS연결),유동부채(IFRS연결),현금및현금성자산(IFRS개별),유동부채(IFRS개별)
(주)엘앤씨바이오,290650,Dec-19,12766060,3400749,12138937,2842267
(주)엘앤에프,66970,Dec-11,6535627,45575299,1232837,25153013
(주)엘앤에프,66970,Dec-12,7914540,57481754,4020045,22774104
(주)엘앤에프,66970,Dec-13,10830609,72936265,1047038,30847735
(주)엘앤에프,66970,Dec-14,6103418,68967919,594199,23562017
(주)엘앤에프,66970,Dec-15,6342640,56676013,2693128,24266155
(주)엘앤에프,66970,Dec-16,7109213,81010973,6429489,60107126
(주)엘앤에프,66970,Dec-17,22341080,104280823,22091127,79715595
(주)엘앤에프,66970,Dec-18,11371558,140783140,8567308,112129408
(주)엘앤에프,66970,Dec-19,828386,187498227,218985,168757701
(주)엘앤케이바이오메드,156100,Dec-16,8383736,26416152,8187120,20395297
(주)엘앤케이바이오메드,156100,Dec-17,3790979,42339992,3310599,36217089
(주)엘앤케이바이오메드,156100,Dec-18,3732100,43464539,3099888,37486077
(주)엘앤케이바이오메드,156100,Dec-19,702766,35198662,230299,28632962
(주)엘에스,6260,Dec-11,326420000,3809172000,23770000,135201000
(주)엘에스,6260,Dec-12,560466000,4020238000,24947000,117771000
(주)엘에스,6260,Dec-13,611019000,4290725000,20192000,75656000
(주)엘에스,6260,Dec-14,706655000,4167717000,28116000,91795000
(주)엘에스,6260,Dec-15,691310000,4026772000,35832000,78813000
(주)엘에스,6260,Dec-16,653497000,4190972000,42512000,215195000
(주)엘에스,6260,Dec-17,628697000,4120016000,11107000,180989000
(주)엘에스,6260,Dec-18,826539000,3956639000,113000,231867000
(주)엘에스,6260,Dec-19,1017373000,3973388000,7033000,73307000
(주)엘에스네트웍스,680,Dec-11,7149504,87288347,3775562,83421577
(주)엘에스네트웍스,680,Dec-12,10511299,350013079,7318965,345408694
(주)엘에스네트웍스,680,Dec-13,15017079,146839583,10341230,137819250
(주)엘에스네트웍스,680,Dec-14,27521492,519877555,18954621,506410405
(주)엘에스네트웍스,680,Dec-15,12980267,390337089,3005758,369592587
(주)엘에스네트웍스,680,Dec-16,24038870,326626001,11164432,292500588
(주)엘에스네트웍스,680,Dec-17,45118280,518851066,25411894,491416772
(주)엘에스네트웍스,680,Dec-18,28940290,210475374,14034063,188140780
(주)엘에스네트웍스,680,Dec-19,32103852,169990544,19888833,155784293
(주)엘에프,93050,Dec-11,16068385,262782983,7157522,235192350
(주)엘에프,93050,Dec-12,91016565,198254369,76915170,167574275
(주)엘에프,93050,Dec-13,220076070,248080020,212573359,197662343
(주)엘에프,93050,Dec-14,275385689,238452739,199740091,175551660
(주)엘에프,93050,Dec-15,168896754,275713038,160197703,155357017
(주)엘에프,93050,Dec-16,128665169,395208564,119859238,256044482
(주)엘에프,93050,Dec-17,127348261,334744183,104997061,205788062
(주)엘에프,93050,Dec-18,336343746,298589620,310506272,172722072
(주)엘에프,93050,Dec-19,247434890,710019556,188172467,218692245
(주)엘엑스세미콘,108320,Dec-11,119976863,46754350,115418989,46689707
(주)엘엑스세미콘,108320,Dec-12,115488939,79232381,114817390,79220375
(주)엘엑스세미콘,108320,Dec-13,106199297,69709075,105372768,69659304
(주)엘엑스세미콘,108320,Dec-14,189609010,75160566,189566844,75154789
(주)엘엑스세미콘,108320,Dec-15,229479620,109674247,229387327,109727073
(주)엘엑스세미콘,108320,Dec-16,262888712,100300512,262696791,100401191
(주)엘엑스세미콘,108320,Dec-17,74727328,129360440,73769560,129626588
(주)엘엑스세미콘,108320,Dec-18,222527312,155223703,221572195,155610549
(주)엘엑스세미콘,108320,Dec-19,109686195,144851948,108327650,145432437
(주)엘엑스인터내셔널,1120,Dec-11,390666052,2801638264,304265082,1559257838
(주)엘엑스인터내셔널,1120,Dec-12,534260401,2423238519,356935105,975449621
(주)엘엑스인터내셔널,1120,Dec-13,384819519,2245307687,223224480,811677858
(주)엘엑스인터내셔널,1120,Dec-14,479922899,2352147332,368566153,755963598
(주)엘엑스인터내셔널,1120,Dec-15,528923854,2589073721,296389135,680179398
(주)엘엑스인터내셔널,1120,Dec-16,311172521,2098319719,64719357,442215621
(주)엘엑스인터내셔널,1120,Dec-17,395210647,2130330307,114777446,633733272
(주)엘엑스인터내셔널,1120,Dec-18,342013992,2167354737,80089467,705989656
(주)엘엑스인터내셔널,1120,Dec-19,423581792,2126279483,88139699,655476273
(주)엘엑스하우시스,108670,Dec-11,328633000,892666000,256968000,630318000
(주)엘엑스하우시스,108670,Dec-12,99641000,673687000,66394000,451760000
(주)엘엑스하우시스,108670,Dec-13,113351000,820309000,80754000,576961000
(주)엘엑스하우시스,108670,Dec-14,128895000,718249000,101422000,460188000
(주)엘엑스하우시스,108670,Dec-15,180474000,712261000,145077000,423352000
(주)엘엑스하우시스,108670,Dec-16,104321000,803725000,85075000,514335000
(주)엘엑스하우시스,108670,Dec-17,125947000,804673000,111258000,529256000
(주)엘엑스하우시스,108670,Dec-18,134480000,736764000,108232000,386744000
(주)엘엑스하우시스,108670,Dec-19,139134000,974505000,117706000,667276000
(주)엘엠에스,73110,Dec-11,24645745,43733909,18952110,36861401
(주)엘엠에스,73110,Dec-12,24576203,61384899,19189018,56079048
(주)엘엠에스,73110,Dec-13,17675942,69341079,11834004,60699087
(주)엘엠에스,73110,Dec-14,48765046,118288008,41885923,110013864
(주)엘엠에스,73110,Dec-15,51774097,76577864,43417250,69539835
(주)엘엠에스,73110,Dec-16,24655201,67698664,19487300,61511078
(주)엘엠에스,73110,Dec-17,24376058,78106708,18519478,67857037
(주)엘엠에스,73110,Dec-18,45827734,63970359,25854036,58200121
(주)엘엠에스,73110,Dec-19,32465956,102051499,19408640,91200328
(주)엘오티베큠,83310,Dec-11,3308836,10643421,3091071,10659821
(주)엘오티베큠,83310,Dec-12,823532,7406537,548913,7568896
(주)엘오티베큠,83310,Dec-13,3743283,14193226,1617371,13489642
(주)엘오티베큠,83310,Dec-14,13647768,17321766,12005203,16719010
(주)엘오티베큠,83310,Dec-15,5121782,13959011,4091093,13402326
(주)엘오티베큠,83310,Dec-16,7991746,27558213,6022995,25765258
(주)엘오티베큠,83310,Dec-17,37254076,29260784,35162678,28098280
(주)엘오티베큠,83310,Dec-18,40164096,44348309,34598131,41959388
(주)엘오티베큠,83310,Dec-19,36540746,50156584,33369360,42651602
(주)엘지,3550,Dec-11,441265000,2621422000,1981724,203291488
(주)엘지,3550,Dec-12,508366000,2425871000,120964798,135180405
(주)엘지,3550,Dec-13,682142000,2659677000,185978801,125372969
(주)엘지,3550,Dec-14,497211000,2896801000,151998133,134994358
(주)엘지,3550,Dec-15,870393000,2712625000,63609000,134819000
(주)엘지,3550,Dec-16,1129035000,3567302000,128683000,135045000
(주)엘지,3550,Dec-17,1309949000,3943608000,357788000,280068000
(주)엘지,3550,Dec-18,1054293000,3039531000,132903000,145653000
(주)엘지,3550,Dec-19,1337102000,2244801000,150273000,156049000
(주)엘지생활건강,51900,Dec-11,91762585,730773322,8126616,466848944
(주)엘지생활건강,51900,Dec-12,65204262,939863395,2237304,698547234
(주)엘지생활건강,51900,Dec-13,143045276,981691553,58476045,518878987
(주)엘지생활건강,51900,Dec-14,338067115,1035674374,268104951,601780594
(주)엘지생활건강,51900,Dec-15,396937751,1159458141,189104047,764403594
(주)엘지생활건강,51900,Dec-16,338852485,1146889563,105355940,674497929
(주)엘지생활건강,51900,Dec-17,386194253,1244057335,224276260,849774782
(주)엘지생활건강,51900,Dec-18,396643799,1358883492,167913575,759176531
(주)엘지생활건강,51900,Dec-19,647104059,1771203780,261567480,793017322
(주)엘지유플러스,32640,Dec-11,118821000,3960418000,101870000,3951784000
(주)엘지유플러스,32640,Dec-12,341367000,3537463000,325761000,3534108000
(주)엘지유플러스,32640,Dec-13,398335000,3738134000,377358000,3725199000
(주)엘지유플러스,32640,Dec-14,415938000,3485661000,368423000,3458045000
(주)엘지유플러스,32640,Dec-15,292147000,3354154000,258993000,3327786000
(주)엘지유플러스,32640,Dec-16,317283000,3574394000,289294000,3558835000
(주)엘지유플러스,32640,Dec-17,449879000,3664552000,391206000,3646692000
(주)엘지유플러스,32640,Dec-18,378631000,3832967000,319316000,3822069000
(주)엘지유플러스,32640,Dec-19,474365000,4648853000,340806000,4047947000
(주)엘지헬로비전,37560,Dec-12,37572246,494594194,26521458,334503939
(주)엘지헬로비전,37560,Dec-13,59690639,419361268,34008615,306048087
(주)엘지헬로비전,37560,Dec-14,95766103,510338904,23615526,411139987
(주)엘지헬로비전,37560,Dec-15,,,115655872,527750453
(주)엘지헬로비전,37560,Dec-16,,,59480214,565112674
(주)엘지헬로비전,37560,Dec-17,,,64687632,361302909
(주)엘지헬로비전,37560,Dec-18,109074326,347995195,107356502,346848616
(주)엘지헬로비전,37560,Dec-19,80741726,582920876,79562326,581808847
(주)엘지화학,51910,Dec-11,1379379000,4723904000,1105301000,3833483000
(주)엘지화학,51910,Dec-12,720767000,4338012000,448967000,3394450000
(주)엘지화학,51910,Dec-13,1399054000,4597877000,1076468000,3286775000
(주)엘지화학,51910,Dec-14,988016000,4809049000,717965000,3738040000
(주)엘지화학,51910,Dec-15,1704918000,4798981000,1423061000,3412605000
(주)엘지화학,51910,Dec-16,1474367000,5446851000,956068000,3138763000
(주)엘지화학,51910,Dec-17,2249341000,6644689000,1649689000,4458776000
(주)엘지화학,51910,Dec-18,2513702000,7273534000,1690862000,4320708000
(주)엘지화학,51910,Dec-19,1888631000,8941529000,1002263000,4976280000
(주)엠게임,58630,Dec-11,1855699,36635406,1355637,31074956
(주)엠게임,58630,Dec-12,2605862,38287044,2390707,34242047
(주)엠게임,58630,Dec-13,2629125,46338313,2568905,43427992
(주)엠게임,58630,Dec-14,1895859,20826751,1654278,19371408
(주)엠게임,58630,Dec-15,,,4979003,12872689
(주)엠게임,58630,Dec-16,,,6980698,9220067
(주)엠게임,58630,Dec-17,,,7413214,6891781
(주)엠게임,58630,Dec-18,8638576,6727987,8547311,6710547
(주)엠게임,58630,Dec-19,10866394,4965620,10787348,4929347
(주)엠디에스테크,86960,Dec-11,8647898,14774458,5580048,12700985
(주)엠디에스테크,86960,Dec-12,8615522,13640584,5583586,12294857
(주)엠디에스테크,86960,Dec-13,9186056,19422853,5186403,14556467
(주)엠디에스테크,86960,Dec-14,16272724,25474118,10332627,18648422
(주)엠디에스테크,86960,Dec-15,13414915,27122240,7391736,19442656
(주)엠디에스테크,86960,Dec-16,22258874,38931949,6256295,29946717
(주)엠디에스테크,86960,Dec-17,17468463,35907328,3541763,18453623
(주)엠디에스테크,86960,Dec-18,15540372,38269532,9566112,22829441
(주)엠디에스테크,86960,Dec-19,23444591,36493930,14769692,28968296
(주)엠씨넥스,97520,Dec-12,7541805,89616512,4129208,68034128
(주)엠씨넥스,97520,Dec-13,18506531,126094796,6824845,103373232
(주)엠씨넥스,97520,Dec-14,19057474,181846831,7941939,157859002
(주)엠씨넥스,97520,Dec-15,37875178,170062161,20816797,148458906
(주)엠씨넥스,97520,Dec-16,41798114,223988776,16023740,210163813
(주)엠씨넥스,97520,Dec-17,61710046,286236805,16828942,252673132
(주)엠씨넥스,97520,Dec-18,65210690,257405577,55406712,218770465
(주)엠씨넥스,97520,Dec-19,48419308,244810858,3348912,195397138
(주)엠아이텍,179290,Dec-18,11588414,3749445,11568401,3749445
(주)엠아이텍,179290,Dec-19,10290722,7801352,10280722,7801078
(주)엠에스씨,9780,Dec-11,1059081,71871115,940851,71867768
(주)엠에스씨,9780,Dec-12,1023759,57441961,984626,57435587
(주)엠에스씨,9780,Dec-13,1221165,56823025,1149497,56796030
(주)엠에스씨,9780,Dec-14,2042852,61548266,1987440,61519484
(주)엠에스씨,9780,Dec-15,877722,58949532,874685,58925818
(주)엠에스씨,9780,Dec-16,6318839,58909717,6281686,58889689
(주)엠에스씨,9780,Dec-17,2723915,57144382,2690287,57129893
(주)엠에스씨,9780,Dec-18,5018080,49036617,5006735,49024851
(주)엠에스씨,9780,Dec-19,3648900,49660156,3640125,49652603
(주)엠에스오토텍,123040,Dec-11,5544632,280654076,1877904,114768883
(주)엠에스오토텍,123040,Dec-12,13667738,260350183,1587291,129537090
(주)엠에스오토텍,123040,Dec-13,8605424,282619387,368332,139600065
(주)엠에스오토텍,123040,Dec-14,14255795,362959606,169651,175498101
(주)엠에스오토텍,123040,Dec-15,5748357,393320409,632629,189484806
(주)엠에스오토텍,123040,Dec-16,18590689,407119345,976505,185755816
(주)엠에스오토텍,123040,Dec-17,29273958,347882630,16784377,157716919
(주)엠에스오토텍,123040,Dec-18,31871651,422680864,913944,187755061
(주)엠에스오토텍,123040,Dec-19,65071587,619008162,84124,225459587
(주)엠투엔,33310,Dec-11,,,398937,50674448
(주)엠투엔,33310,Dec-12,,,48384,31688805
(주)엠투엔,33310,Dec-13,,,3041,23782602
(주)엠투엔,33310,Dec-14,3099003,28680016,10687,24790260
(주)엠투엔,33310,Dec-15,3938453,26923031,0,21835959
(주)엠투엔,33310,Dec-16,7349199,29134107,752337,23334059
(주)엠투엔,33310,Dec-17,7289424,27540278,632504,22359607
(주)엠투엔,33310,Dec-18,5284889,31643399,617664,25697320
(주)엠투엔,33310,Dec-19,5588686,28532327,1732892,24952369
(주)엠플러스,259630,Dec-17,,,14559137,21175858
(주)엠플러스,259630,Dec-18,,,12123862,38494017
(주)엠플러스,259630,Dec-19,3881699,86993689,3856037,86984428
(주)엠피대산,65150,Dec-11,2791199,61993268,2446823,59551925
(주)엠피대산,65150,Dec-12,7881926,46584377,4034210,46541256
(주)엠피대산,65150,Dec-13,3000784,37961687,2898914,37932309
(주)엠피대산,65150,Dec-14,11027188,33068288,10980978,33044458
(주)엠피대산,65150,Dec-15,5848997,48023772,837944,45264445
(주)엠피대산,65150,Dec-16,8287094,58587493,512651,55190282
(주)엠피대산,65150,Dec-17,13883126,51970023,872657,46016249
(주)엠피대산,65150,Dec-18,10176201,23794567,4559837,21378679
(주)엠피대산,65150,Dec-19,5773788,48560472,5028499,28920943
(주)연우,115960,Dec-15,,,37872025,33093927
(주)연우,115960,Dec-16,30832746,33663825,26427702,33661995
(주)연우,115960,Dec-17,26340056,49830926,22395642,47577731
(주)연우,115960,Dec-18,24209948,44356717,20679224,40119924
(주)연우,115960,Dec-19,32374431,60957213,31721819,51186495
(주)연이비앤티,90740,Dec-11,10491435,77044916,4819115,19070567
(주)연이비앤티,90740,Dec-12,29995002,85137592,6333800,29467300
(주)연이비앤티,90740,Dec-13,3049477,65760827,373437,28922549
(주)연이비앤티,90740,Dec-14,9925805,122119689,1291691,32790720
(주)연이비앤티,90740,Dec-15,5241532,96025582,153384,34874819
(주)연이비앤티,90740,Dec-16,6398315,74666386,3467345,23805132
(주)연이비앤티,90740,Dec-17,10751128,63602146,5134282,16996736
(주)연이비앤티,90740,Dec-18,8377954,67304828,3712205,29245788
(주)연이비앤티,90740,Dec-19,16953588,107367327,340627,31287181
(주)영우디에스피,143540,Dec-14,,,1938330,21278533
(주)영우디에스피,143540,Dec-15,,,1818060,20275856
(주)영우디에스피,143540,Dec-16,13035386,82450322,12922153,82448147
(주)영우디에스피,143540,Dec-17,35973379,111893531,35916230,111495057
(주)영우디에스피,143540,Dec-18,31741155,95145119,31427621,94523527
(주)영우디에스피,143540,Dec-19,6110862,85198181,6031599,84538875
(주)영원무역,111770,Dec-11,175007226,186732170,121460550,192078684
(주)영원무역,111770,Dec-12,145077174,155197172,79064070,181025003
(주)영원무역,111770,Dec-13,165387042,142838233,105586202,205818057
(주)영원무역,111770,Dec-14,201820449,189232869,102142761,255792384
(주)영원무역,111770,Dec-15,453377470,439696487,227402257,301590238
(주)영원무역,111770,Dec-16,461039956,620770036,196619459,391181873
(주)영원무역,111770,Dec-17,388965861,551720664,174363234,346526039
(주)영원무역,111770,Dec-18,356132868,469434351,159181998,334330078
(주)영원무역,111770,Dec-19,446899133,622883897,199618175,379588106
(주)영원무역홀딩스,9970,Dec-11,228362601,299182493,295533,11085716
(주)영원무역홀딩스,9970,Dec-12,200963497,249929309,1697369,29580042
(주)영원무역홀딩스,9970,Dec-13,260599778,221894597,143006,22477463
(주)영원무역홀딩스,9970,Dec-14,275640033,217634366,286999,6028072
(주)영원무역홀딩스,9970,Dec-15,555901273,473706142,1727545,2323122
(주)영원무역홀딩스,9970,Dec-16,583030713,663872060,7612610,2659539
(주)영원무역홀딩스,9970,Dec-17,506740054,593115811,9293324,2008300
(주)영원무역홀딩스,9970,Dec-18,540565837,524348282,6729676,3711019
(주)영원무역홀딩스,9970,Dec-19,547379456,671234943,6226542,6003888
(주)영풍,670,Dec-11,117301128,316641305,110925792,204163748
(주)영풍,670,Dec-12,45628023,284018255,27430403,136536123
(주)영풍,670,Dec-13,85945228,590723103,27228040,57980200
(주)영풍,670,Dec-14,120498054,488364517,53319106,63844004
(주)영풍,670,Dec-15,167880912,489923529,37794316,98779571
(주)영풍,670,Dec-16,206699062,508220295,122324414,106788494
(주)영풍,670,Dec-17,191664667,787959776,86121887,154476545
(주)영풍,670,Dec-18,190015503,709998045,79312886,226055546
(주)영풍,670,Dec-19,166597391,668480586,61533896,201359418
(주)영흥,12160,Dec-11,10864926,50990319,4515159,39757104
(주)영흥,12160,Dec-12,4907005,56972593,2840011,35318094
(주)영흥,12160,Dec-13,5373432,89441396,3269016,70048585
(주)영흥,12160,Dec-14,5022806,116156154,2060131,102421127
(주)영흥,12160,Dec-15,4802000,84330490,1680585,71310107
(주)영흥,12160,Dec-16,9146824,85196192,7665332,86158405
(주)영흥,12160,Dec-17,2945438,88703878,1691315,91194447
(주)영흥,12160,Dec-18,9109293,89954968,7528535,91583044
(주)영흥,12160,Dec-19,5526431,97946723,3958390,96177779
(주)예림당,36000,Dec-11,5262377,16219224,4753357,13015842
(주)예림당,36000,Dec-12,2697588,16469589,1015340,12935293
(주)예림당,36000,Dec-13,9176930,48393129,614059,18802815
(주)예림당,36000,Dec-14,27909285,44859290,1801216,4479014
(주)예림당,36000,Dec-15,32103988,85879532,381611,7563617
(주)예림당,36000,Dec-16,28355023,114056821,573266,5377286
(주)예림당,36000,Dec-17,120692065,188373158,1654609,6229722
(주)예림당,36000,Dec-18,225005786,185715965,2357760,8734328
(주)예림당,36000,Dec-19,130456359,265755615,6798238,3191204
(주)예선테크,250930,Dec-16,,,,
(주)예선테크,250930,Dec-17,,,,
(주)예선테크,250930,Dec-18,,,,
(주)예선테크,250930,Dec-19,8996148,7526209,6250309,5638977
(주)예스코홀딩스,15360,Dec-11,197203077,528209759,183142289,357987482
(주)예스코홀딩스,15360,Dec-12,156987459,556536497,146524400,389892354
(주)예스코홀딩스,15360,Dec-13,189889678,514783588,183869248,358014116
(주)예스코홀딩스,15360,Dec-14,186149785,562000917,178899177,412495856
(주)예스코홀딩스,15360,Dec-15,125804104,423668457,120727644,263174573
(주)예스코홀딩스,15360,Dec-16,57055464,359090539,41464578,266662366
(주)예스코홀딩스,15360,Dec-17,95778461,466234412,72325570,350018060
(주)예스코홀딩스,15360,Dec-18,124374957,432906963,47578787,86122498
(주)예스코홀딩스,15360,Dec-19,160554325,449979904,19915142,45401490
(주)예스티,122640,Dec-15,,,19100010,12610811
(주)예스티,122640,Dec-16,8582586,32397565,8401311,32397565
(주)예스티,122640,Dec-17,15702336,29694599,15596992,29750642
(주)예스티,122640,Dec-18,1920486,53329019,1757364,53361378
(주)예스티,122640,Dec-19,6913378,42502264,5635947,37733071
(주)오공,45060,Dec-11,5811785,34427842,3290276,21806594
(주)오공,45060,Dec-12,8551789,34796329,5601260,20673547
(주)오공,45060,Dec-13,10517051,42133008,5520707,24629041
(주)오공,45060,Dec-14,7998673,48204873,2986205,24661788
(주)오공,45060,Dec-15,12593736,48067346,6096779,21290375
(주)오공,45060,Dec-16,17479459,48406897,8886875,21857012
(주)오공,45060,Dec-17,20529555,47637698,8897748,22778015
(주)오공,45060,Dec-18,26514363,44378248,13072038,19592740
(주)오공,45060,Dec-19,22055521,38783252,7886077,16775194
(주)오디텍,80520,Dec-11,11798664,12652499,11121119,11496818
(주)오디텍,80520,Dec-12,19919824,9508507,18065769,8537501
(주)오디텍,80520,Dec-13,32147289,7820762,30849083,6140544
(주)오디텍,80520,Dec-14,41822826,5888972,39708730,3881556
(주)오디텍,80520,Dec-15,48790404,6372395,46760965,4730494
(주)오디텍,80520,Dec-16,49404134,7540774,47505150,5726334
(주)오디텍,80520,Dec-17,31832068,6067119,30685314,4041384
(주)오디텍,80520,Dec-18,15655678,4731663,14129329,4629360
(주)오디텍,80520,Dec-19,13896463,4597899,12094502,4278005
(주)오뚜기,7310,Dec-11,118798973,257790680,111880703,251004759
(주)오뚜기,7310,Dec-12,146350555,313771258,137200619,303158744
(주)오뚜기,7310,Dec-13,176591565,292086527,165330837,278309918
(주)오뚜기,7310,Dec-14,176734700,372217200,158327587,365482858
(주)오뚜기,7310,Dec-15,169940855,337296145,154335809,333841083
(주)오뚜기,7310,Dec-16,145189880,376081426,126626180,368915972
(주)오뚜기,7310,Dec-17,136459412,433801754,103839194,397323635
(주)오뚜기,7310,Dec-18,139853531,521664841,103314055,406246401
(주)오뚜기,7310,Dec-19,122149522,524803433,100492571,410819862
(주)오르비텍,46120,Dec-11,,,1657180,4503602
(주)오르비텍,46120,Dec-12,2674634,6680270,2412449,6032672
(주)오르비텍,46120,Dec-13,3424807,22917142,2467867,20271844
(주)오르비텍,46120,Dec-14,,,1878603,8988857
(주)오르비텍,46120,Dec-15,,,6676930,14679975
(주)오르비텍,46120,Dec-16,,,5522145,7983476
(주)오르비텍,46120,Dec-17,19391590,25691757,18085093,25679274
(주)오르비텍,46120,Dec-18,12316790,45416328,7997152,45370919
(주)오르비텍,46120,Dec-19,12440388,50854639,10884546,50813272
(주)오리엔탈정공,14940,Dec-11,27911124,481866163,10692169,277650812
(주)오리엔탈정공,14940,Dec-12,8015582,107434452,5876328,119471684
(주)오리엔탈정공,14940,Dec-13,5332434,50469653,5170908,43885817
(주)오리엔탈정공,14940,Dec-14,1685936,52432111,1097425,45138618
(주)오리엔탈정공,14940,Dec-15,8820905,147546035,7993114,41280424
(주)오리엔탈정공,14940,Dec-16,15403353,119832085,14264022,27270760
(주)오리엔탈정공,14940,Dec-17,9038226,102199538,8353181,21459291
(주)오리엔탈정공,14940,Dec-18,10654475,105369260,10444070,23030202
(주)오리엔탈정공,14940,Dec-19,12594113,102948336,12296521,19051835
(주)오리엔트바이오,2630,Mar-11,5887096,19130650,4252879,3780154
(주)오리엔트바이오,2630,Mar-12,2173048,46315568,145410,3455860
(주)오리엔트바이오,2630,Mar-13,1954348,59854776,543906,8843594
(주)오리엔트바이오,2630,Mar-14,1128631,61745846,549473,6228958
(주)오리엔트바이오,2630,Mar-15,1249040,68079699,57700,13943066
(주)오리엔트바이오,2630,Mar-16,8439143,67960363,3872759,14053008
(주)오리엔트바이오,2630,Mar-17,19009956,56660973,14785349,18681105
(주)오리엔트바이오,2630,Mar-18,24438287,90479059,18158466,58782343
(주)오리엔트바이오,2630,Mar-19,9169895,14918333,8971473,14334056
(주)오리엔트정공,65500,Dec-11,,,115546,26192796
(주)오리엔트정공,65500,Dec-12,,,328511,24695854
(주)오리엔트정공,65500,Dec-13,,,238235,26534225
(주)오리엔트정공,65500,Dec-14,,,483333,26229465
(주)오리엔트정공,65500,Dec-15,1391997,31258655,1373948,28933664
(주)오리엔트정공,65500,Dec-16,11907981,43249182,10683364,20994121
(주)오리엔트정공,65500,Dec-17,7799121,35038787,6302913,19301820
(주)오리엔트정공,65500,Dec-18,10939421,43351217,7225253,25366139
(주)오리엔트정공,65500,Dec-19,5082046,45479989,2658965,28368620
(주)오리온,271560,Dec-17,101606293,522974515,18656978,125572581
(주)오리온,271560,Dec-18,184619098,500310519,35298628,149807072
(주)오리온,271560,Dec-19,164965287,464461397,20331118,232152474
(주)오리온홀딩스,1800,Dec-11,215497383,826400617,21008944,311516342
(주)오리온홀딩스,1800,Dec-12,211472452,856081916,35857809,223782913
(주)오리온홀딩스,1800,Dec-13,233179143,1101292163,12717892,274443388
(주)오리온홀딩스,1800,Dec-14,216225991,863500813,12300014,208596550
(주)오리온홀딩스,1800,Dec-15,252770602,742270576,14850051,226096137
(주)오리온홀딩스,1800,Dec-16,239537403,872387863,19901392,347567772
(주)오리온홀딩스,1800,Dec-17,215153916,588775801,23958875,3874568
(주)오리온홀딩스,1800,Dec-18,257785259,543033402,23139766,7891664
(주)오리온홀딩스,1800,Dec-19,190319070,495404877,3072758,14736741
(주)오리콤,10470,Dec-11,7879424,45952133,7340044,44467181
(주)오리콤,10470,Dec-12,14109049,66304537,13347718,65482858
(주)오리콤,10470,Dec-13,11521203,44361381,10778665,44159851
(주)오리콤,10470,Dec-14,30824655,60516330,29872227,59571636
(주)오리콤,10470,Dec-15,33770495,114366723,19709220,78867475
(주)오리콤,10470,Dec-16,32896543,106156368,18681179,67147586
(주)오리콤,10470,Dec-17,40703351,125057503,26963291,73686240
(주)오리콤,10470,Dec-18,60235576,116026530,34662106,76990664
(주)오리콤,10470,Dec-19,61591636,100245157,30565633,59747270
(주)오스코텍,39200,Dec-11,1316612,19840047,1169326,12823861
(주)오스코텍,39200,Dec-12,2334972,12891807,1989887,7507823
(주)오스코텍,39200,Dec-13,1990873,12610560,1135457,6650318
(주)오스코텍,39200,Dec-14,1789486,11608190,1733949,6113346
(주)오스코텍,39200,Dec-15,2114465,21763718,2099429,12723669
(주)오스코텍,39200,Dec-16,3297105,8910724,692127,7611156
(주)오스코텍,39200,Dec-17,19707713,11723533,9220075,10526579
(주)오스코텍,39200,Dec-18,26363208,15722445,19002020,14662333
(주)오스코텍,39200,Dec-19,49234522,14416461,40973513,9062279
(주)오스테오닉,226400,Dec-18,,,9997257,5644445
(주)오스테오닉,226400,Dec-19,,,5370322,10545573
(주)오스템,31510,Dec-11,1014190,122103141,869280,107162829
(주)오스템,31510,Dec-12,13857178,117085608,12923873,100192241
(주)오스템,31510,Dec-13,14257217,118092560,12903877,116438545
(주)오스템,31510,Dec-14,4076706,99898043,3595781,97992343
(주)오스템,31510,Dec-15,3683174,93207806,3472614,90857622
(주)오스템,31510,Dec-16,16127405,95826496,15707644,93103146
(주)오스템,31510,Dec-17,12645327,105793848,11384574,101871434
(주)오스템,31510,Dec-18,18401313,95606098,14817776,92356486
(주)오스템,31510,Dec-19,22185684,107273432,16359854,101008017
(주)오이솔루션,138080,Dec-14,13039871,16066464,12791605,16266657
(주)오이솔루션,138080,Dec-15,15127896,18634441,14413904,19095263
(주)오이솔루션,138080,Dec-16,9270468,28434509,8358191,29562884
(주)오이솔루션,138080,Dec-17,21923344,24807273,20662482,25309451
(주)오이솔루션,138080,Dec-18,11073243,25369053,10227286,26118830
(주)오이솔루션,138080,Dec-19,44258606,42847444,42422817,43064598
(주)오킨스전자,80580,Dec-14,14415484,14441102,13324574,13899804
(주)오킨스전자,80580,Dec-15,4425912,14287122,3752523,14253791
(주)오킨스전자,80580,Dec-16,4000381,16153863,3215820,16108787
(주)오킨스전자,80580,Dec-17,1850710,25291379,1394964,25176815
(주)오킨스전자,80580,Dec-18,3624916,16384393,3083263,16343489
(주)오킨스전자,80580,Dec-19,5636370,20963837,4487586,20918266
(주)오텍,67170,Dec-11,36198715,108597914,2765765,31446453
(주)오텍,67170,Dec-12,42367597,138781947,2488110,38018673
(주)오텍,67170,Dec-13,42883300,158360806,3386358,40948146
(주)오텍,67170,Dec-14,28627808,169387199,5358660,51692558
(주)오텍,67170,Dec-15,61583702,176484810,9806699,52905818
(주)오텍,67170,Dec-16,118337293,227360059,11215079,54421698
(주)오텍,67170,Dec-17,105841420,263481430,24532203,59616392
(주)오텍,67170,Dec-18,138381682,262802507,39470151,67548289
