회사명,거래소코드,회계년도,당기자산(IFRS연결),전기자산(IFRS연결),당기자산(IFRS개별),전기자산(IFRS개별)
(주)비엘팜텍,65170,Dec-16,73386439,73386439,47956951,47956951
(주)비엘팜텍,65170,Dec-17,68244814,68244814,43731688,43731688
(주)비엘팜텍,65170,Dec-18,103882690,103882690,73946349,73946349
(주)비엘팜텍,65170,Dec-19,89113254,89113254,62066019,62066019
(주)비엠티,86670,Dec-11,72873902,72873902,67667544,67667544
(주)비엠티,86670,Dec-12,72452287,72452287,69113770,69113770
(주)비엠티,86670,Dec-13,93167225,93167225,91048101,91048101
(주)비엠티,86670,Dec-14,96611903,96611903,94565699,94565699
(주)비엠티,86670,Dec-15,94423945,94423945,93111687,93111687
(주)비엠티,86670,Dec-16,94337401,94337401,93776763,93776763
(주)비엠티,86670,Dec-17,97251592,97251592,97143015,97143015
(주)비엠티,86670,Dec-18,110016675,110016675,110096491,110096491
(주)비엠티,86670,Dec-19,117489334,117489334,117691092,117691092
(주)비올,335890,Dec-19,,,,
(주)비와이씨,1460,Dec-11,477929172,477929172,479531981,479531981
(주)비와이씨,1460,Dec-12,505456934,,502208011,502208011
(주)비와이씨,1460,Dec-13,525157538,525157538,526385377,526385377
(주)비와이씨,1460,Dec-14,608388101,608388101,609987349,609987349
(주)비와이씨,1460,Dec-15,691464609,691464609,694207408,694207408
(주)비와이씨,1460,Dec-16,733018518,733018518,722070199,722070199
(주)비와이씨,1460,Dec-17,745823200,745823200,738219700,738219700
(주)비와이씨,1460,Dec-18,738431267,738431267,727890891,727890891
(주)비와이씨,1460,Dec-19,693882853,693882853,677538544,677538544
(주)비즈니스온커뮤니케이션,138580,Dec-17,,,35900984,35900984
(주)비즈니스온커뮤니케이션,138580,Dec-18,,,39787118,39787118
(주)비즈니스온커뮤니케이션,138580,Dec-19,,64059044,64059044,64059044
(주)비지에프,27410,Dec-14,1338474144,1338474144,1183774828,1183774828
(주)비지에프,27410,Dec-15,1621622006,1621622006,1460200504,1460200504
(주)비지에프,27410,Dec-16,1917601300,1917601300,1707548342,1707548342
(주)비지에프,27410,Dec-17,858118605,858118605,699735805,699735805
(주)비지에프,27410,Dec-18,1624874724,1624874724,1487846481,1487846481
(주)비지에프,27410,Dec-19,1657381460,1657381460,1488637056,1488637056
(주)비지에프리테일,282330,Dec-17,1277349524,1277349524,1231046501,1231046501
(주)비지에프리테일,282330,Dec-18,1482568537,1482568537,1435845971,1435845971
(주)비지에프리테일,282330,Dec-19,2172410900,2172410900,2114202246,2114202246
(주)비츠로셀,82920,Mar-11,,,52381187,52381187
(주)비츠로셀,82920,Mar-12,,58464269,58464269,58464269
(주)비츠로셀,82920,Mar-13,68636471,68636471,68479182,68479182
(주)비츠로셀,82920,Mar-14,76331779,76331779,76491251,76491251
(주)비츠로셀,82920,Jun-15,97993820,97993820,98777317,98777317
(주)비츠로셀,82920,Jun-16,113890700,113890700,115181850,115181850
(주)비츠로셀,82920,Jun-17,120833372,,121524286,
(주)비츠로셀,82920,Dec-18,145252937,145252937,146009162,146009162
(주)비츠로셀,82920,Dec-19,163957502,163957502,163352810,163352810
(주)비츠로시스,54220,Mar-11,95692059,95692059,95697544,95697544
(주)비츠로시스,54220,Mar-12,112581157,114912661,112586037,114917540
(주)비츠로시스,54220,Mar-13,136641049,136641049,136894294,136894294
(주)비츠로시스,54220,Mar-14,138951650,138951650,140460341,140460341
(주)비츠로시스,54220,Mar-15,143268771,,142819739,143268771
(주)비츠로시스,54220,Mar-16,,,114682434,114682434
(주)비츠로시스,54220,Mar-17,,,123239221,123239221
(주)비츠로시스,54220,Mar-18,,,107177481,106762557
(주)비츠로시스,54220,Mar-19,,,18700996,18700996
(주)비츠로테크,42370,Mar-11,78979703,78979703,75943848,75943848
(주)비츠로테크,42370,Mar-12,86873008,,81133628,86873008
(주)비츠로테크,42370,Mar-13,,,91326941,91326941
(주)비츠로테크,42370,Mar-14,,,89285060,89285060
(주)비츠로테크,42370,Jun-15,,,104292070,104292070
(주)비츠로테크,42370,Jun-16,,102479187,98896312,92124378
(주)비츠로테크,42370,Jun-17,279729096,279729096,122983215,122983215
(주)비츠로테크,42370,Jun-18,321189574,321189574,113913549,113913549
(주)비츠로테크,42370,Dec-19,367544313,367544313,116863287,116863287
(주)비케이홀딩스,50090,Dec-11,118073226,118073226,117847082,117847082
(주)비케이홀딩스,50090,Dec-12,109056458,109056458,122631076,122631076
(주)비케이홀딩스,50090,Dec-13,101309981,101309981,117543814,117543814
(주)비케이홀딩스,50090,Dec-14,80636989,,98164952,80636989
(주)비케이홀딩스,50090,Dec-15,,,53622702,53622702
(주)비케이홀딩스,50090,Dec-16,,,51934968,51934968
(주)비케이홀딩스,50090,Dec-17,,44139463,44139463,44139463
(주)비케이홀딩스,50090,Dec-18,33553804,33553804,33215957,33215957
(주)비케이홀딩스,50090,Dec-19,44270690,44270690,43938679,43938679
(주)비투엔,307870,Dec-18,,,,
(주)비투엔,307870,Dec-19,,,,
(주)비트컴퓨터,32850,Dec-11,54412502,54412502,54388719,54388719
(주)비트컴퓨터,32850,Dec-12,54048278,54048278,53813179,53813179
(주)비트컴퓨터,32850,Dec-13,54770874,54770874,54541626,54541626
(주)비트컴퓨터,32850,Dec-14,51425741,51425741,51225590,51225590
(주)비트컴퓨터,32850,Dec-15,50024322,50024322,49826548,49826548
(주)비트컴퓨터,32850,Dec-16,52225052,52225052,52103523,52103523
(주)비트컴퓨터,32850,Dec-17,53636156,53636156,53486604,53486604
(주)비트컴퓨터,32850,Dec-18,56060862,56060862,55971073,55971073
(주)비트컴퓨터,32850,Dec-19,62486547,62486547,61549147,62454261
(주)비피도,238200,Dec-18,,46741371,46741371,46741371
(주)비피도,238200,Dec-19,48243898,48243898,48239213,48239213
(주)빅솔론,93190,Dec-11,73343957,73343957,72044755,72044755
(주)빅솔론,93190,Dec-12,81851062,81851062,80244697,80244697
(주)빅솔론,93190,Dec-13,100188806,100188806,96163345,96163345
(주)빅솔론,93190,Dec-14,111160231,111160231,109179177,109179177
(주)빅솔론,93190,Dec-15,127872053,127872053,125463397,125463397
(주)빅솔론,93190,Dec-16,137330614,137330614,132426363,132426363
(주)빅솔론,93190,Dec-17,161585816,161585816,150262382,150262382
(주)빅솔론,93190,Dec-18,162918104,162918104,155370335,155370335
(주)빅솔론,93190,Dec-19,164097769,164097769,159183608,159183608
(주)빅텍,65450,Dec-11,,,47456982,47456982
(주)빅텍,65450,Dec-12,,,41638189,41638189
(주)빅텍,65450,Dec-13,,,46190328,46190328
(주)빅텍,65450,Dec-14,,,50729063,50729063
(주)빅텍,65450,Dec-15,,,58845864,58845864
(주)빅텍,65450,Dec-16,,,61832806,61832806
(주)빅텍,65450,Dec-17,,,61861299,61861299
(주)빅텍,65450,Dec-18,,,66300861,66300861
(주)빅텍,65450,Dec-19,,,93617772,93617772
(주)빙그레,5180,Dec-11,493949047,493949047,491620453,491620453
(주)빙그레,5180,Dec-12,545632463,545632463,542967569,542967569
(주)빙그레,5180,Dec-13,564293685,564293685,561401086,561401086
(주)빙그레,5180,Dec-14,578852362,578852362,578496730,578496730
(주)빙그레,5180,Dec-15,616988522,616988522,616351609,616351609
(주)빙그레,5180,Dec-16,623750932,623750932,622118009,622118009
(주)빙그레,5180,Dec-17,635622607,635622607,632229308,632229308
(주)빙그레,5180,Dec-18,653929093,653929093,648465581,648465581
(주)빙그레,5180,Dec-19,684922782,684922782,677017157,677017157
(주)사람인에이치알,143240,Dec-12,,,37418348,37418348
(주)사람인에이치알,143240,Dec-13,,66650097,66650097,66650097
(주)사람인에이치알,143240,Dec-14,66036602,,65966794,66036602
(주)사람인에이치알,143240,Dec-15,,72172003,72172003,72241484
(주)사람인에이치알,143240,Dec-16,82955433,82955433,80156126,80156126
(주)사람인에이치알,143240,Dec-17,97757060,97757060,94038028,94038028
(주)사람인에이치알,143240,Dec-18,104464541,104464541,100030493,100030493
(주)사람인에이치알,143240,Dec-19,130667966,130667966,124432598,124432598
(주)사조대림,3960,Dec-11,358454161,358454161,280124752,280124752
(주)사조대림,3960,Dec-12,362275910,362275910,280913730,280913730
(주)사조대림,3960,Dec-13,353654050,353654050,266385366,266385366
(주)사조대림,3960,Dec-14,363336125,363336125,269636096,269636096
(주)사조대림,3960,Dec-15,657031493,657031493,311175711,311175711
(주)사조대림,3960,Dec-16,671743822,671743822,332559132,332559132
(주)사조대림,3960,Dec-17,680094196,680094196,344907865,344907865
(주)사조대림,3960,Dec-18,720876010,720876010,347712772,347712772
(주)사조대림,3960,Dec-19,1070930247,1070930247,622193823,622193823
(주)사조오양,6090,Dec-11,,,172615973,172615973
(주)사조오양,6090,Dec-12,,,174208895,174208895
(주)사조오양,6090,Dec-13,,,172567839,172567839
(주)사조오양,6090,Dec-14,,,173321672,173321672
(주)사조오양,6090,Dec-15,,,282509735,282509735
(주)사조오양,6090,Dec-16,,,292401068,292401068
(주)사조오양,6090,Dec-17,,,302399963,302399963
(주)사조오양,6090,Dec-18,,,308290136,308290136
(주)사조오양,6090,Dec-19,,,311156562,311156562
(주)삼기,122350,Dec-11,,,,
(주)삼기,122350,Dec-12,168606251,168606251,108571659,108571659
(주)삼기,122350,Dec-13,206059273,206059273,105608635,105608635
(주)삼기,122350,Dec-14,247110669,247110669,234306085,234306085
(주)삼기,122350,Dec-15,285651276,285651276,271953730,271953730
(주)삼기,122350,Dec-16,308312187,308312187,291452490,291452490
(주)삼기,122350,Dec-17,337321756,337321756,313904981,313904981
(주)삼기,122350,Dec-18,398693914,398693914,376757653,376757653
(주)삼기,122350,Dec-19,424954537,424954537,413977125,413977125
(주)삼보판지,23600,Dec-11,506625882,506625882,273872294,273872294
(주)삼보판지,23600,Dec-12,518373324,518373324,269273424,269273424
(주)삼보판지,23600,Dec-13,512954373,512954373,273358081,273358081
(주)삼보판지,23600,Dec-14,544017684,544017684,293293483,293293483
(주)삼보판지,23600,Dec-15,531607625,531607625,272026749,272026749
(주)삼보판지,23600,Dec-16,574874609,574874609,280248881,280248881
(주)삼보판지,23600,Dec-17,511843398,511843398,281405290,281405290
(주)삼보판지,23600,Dec-18,542666495,542666495,298757899,298757899
(주)삼보판지,23600,Dec-19,530767249,530767249,279029521,279029521
(주)삼성출판사,68290,Dec-11,85801871,85801871,77183967,77183967
(주)삼성출판사,68290,Dec-12,86525481,123614819,75750206,75750206
(주)삼성출판사,68290,Dec-13,130529534,130529534,76758882,76758882
(주)삼성출판사,68290,Dec-14,155739822,155739822,78639798,78639798
(주)삼성출판사,68290,Dec-15,155126969,155126969,77899922,77899922
(주)삼성출판사,68290,Dec-16,176478585,176478585,78179045,78179045
(주)삼성출판사,68290,Dec-17,184611016,184611016,78700728,78700728
(주)삼성출판사,68290,Dec-18,190739722,190739722,77341546,77341546
(주)삼성출판사,68290,Dec-19,241486315,241636875,78283091,78283091
(주)삼양사,145990,Dec-11,921855414,921855414,900406670,900406670
(주)삼양사,145990,Dec-12,826949798,826949798,799572399,799572399
(주)삼양사,145990,Dec-13,780911217,780911217,761642799,761642799
(주)삼양사,145990,Dec-14,1081397671,1081397671,1056718150,1056718150
(주)삼양사,145990,Dec-15,1437819497,1437819497,1023111635,1023111635
(주)삼양사,145990,Dec-16,2063771564,2063771564,1638590568,1638590568
(주)삼양사,145990,Dec-17,2128238456,2143142783,1656219184,1656219184
(주)삼양사,145990,Dec-18,2173866563,2173866563,1641119232,1641119232
(주)삼양사,145990,Dec-19,2388160290,2388160290,1820281506,1820281506
(주)삼양옵틱스,225190,Dec-17,44181489,44181489,44593069,44593069
(주)삼양옵틱스,225190,Dec-18,45489833,45489833,45594432,45594432
(주)삼양옵틱스,225190,Dec-19,49488705,49488705,49355040,49355040
(주)삼양패키징,272550,Dec-17,,,497394205,497394205
(주)삼양패키징,272550,Dec-18,,,545964474,545964474
(주)삼양패키징,272550,Dec-19,,,563858154,563858154
(주)삼양홀딩스,70,Dec-11,1884480517,1884480517,912354587,912354587
(주)삼양홀딩스,70,Dec-12,2748398512,,1061522053,1061522053
(주)삼양홀딩스,70,Dec-13,2595067569,2595067569,1122216976,1122216976
(주)삼양홀딩스,70,Dec-14,2795940327,2795940327,1309722668,1309722668
(주)삼양홀딩스,70,Dec-15,3071422344,3071422344,1263550358,1537284619
(주)삼양홀딩스,70,Dec-16,3169444797,3169444797,1564527966,1564527966
(주)삼양홀딩스,70,Dec-17,3261056035,3275960362,1578058778,1578058778
(주)삼양홀딩스,70,Dec-18,3313797255,3313797255,1590709925,1590709925
(주)삼양홀딩스,70,Dec-19,3589513891,3589513891,1607953228,1607953228
(주)삼에스코리아,60310,Mar-11,36432133,36432133,35925131,35925131
(주)삼에스코리아,60310,Mar-12,50464380,50464380,49997360,49997360
(주)삼에스코리아,60310,Mar-13,67660583,67660583,67201659,67201659
(주)삼에스코리아,60310,Mar-14,71312012,71312012,70382293,70382293
(주)삼에스코리아,60310,Mar-15,67359972,67359972,66434160,66434160
(주)삼에스코리아,60310,Mar-16,57746389,57746389,56146512,56146512
(주)삼에스코리아,60310,Mar-17,53706904,53706904,52640042,52640042
(주)삼에스코리아,60310,Mar-18,49520999,49520999,47618797,47618797
(주)삼에스코리아,60310,Mar-19,53329221,53329221,51063480,51063480
(주)삼원강재,23000,Dec-11,,,217769532,217769532
(주)삼원강재,23000,Dec-12,,,205818260,205818260
(주)삼원강재,23000,Dec-13,,,203893675,203893675
(주)삼원강재,23000,Dec-14,,,211168967,211168967
(주)삼원강재,23000,Dec-15,,,223484365,223484365
(주)삼원강재,23000,Dec-16,,,234265074,234265074
(주)삼원강재,23000,Dec-17,,,245605264,245605264
(주)삼원강재,23000,Dec-18,,,253757378,253757378
(주)삼원강재,23000,Dec-19,,,249461228,249461228
(주)삼익악기,2450,Dec-11,351805364,351805364,260830209,260830209
(주)삼익악기,2450,Dec-12,322968331,322968331,248097518,248097518
(주)삼익악기,2450,Dec-13,344769973,344769973,293896365,293896365
(주)삼익악기,2450,Dec-14,378836770,378836770,315836677,315836677
(주)삼익악기,2450,Dec-15,408469903,408469903,317073955,317073955
(주)삼익악기,2450,Dec-16,414022232,414022232,311114511,311114511
(주)삼익악기,2450,Dec-17,599793052,599793052,315507921,315507921
(주)삼익악기,2450,Dec-18,594358054,594358054,311371380,311371380
(주)삼익악기,2450,Dec-19,612852995,612852995,341633396,341633396
(주)삼일,32280,Dec-11,,,88876402,88876402
(주)삼일,32280,Dec-12,,,105960625,105960625
(주)삼일,32280,Dec-13,,,110495317,110495317
(주)삼일,32280,Dec-14,,,108348125,108348125
(주)삼일,32280,Dec-15,,,95495608,95495608
(주)삼일,32280,Dec-16,,,86886032,86886032
(주)삼일,32280,Dec-17,,,84414537,84414537
(주)삼일,32280,Dec-18,,,90193963,90193963
(주)삼일,32280,Dec-19,,,98674478,98674478
(주)삼일기업공사,2290,Dec-11,,,51735264,51735264
(주)삼일기업공사,2290,Dec-12,,,54984067,54984067
(주)삼일기업공사,2290,Dec-13,,,53082193,53082193
(주)삼일기업공사,2290,Dec-14,,,61726750,61726750
(주)삼일기업공사,2290,Dec-15,,,62469631,62469631
(주)삼일기업공사,2290,Dec-16,,,62473131,62473131
(주)삼일기업공사,2290,Dec-17,,,64106791,64106791
(주)삼일기업공사,2290,Dec-18,,,61777297,61777297
(주)삼일기업공사,2290,Dec-19,,,69829145,69829145
(주)삼일씨엔에스,4440,Dec-16,,,378938965,378938965
(주)삼일씨엔에스,4440,Dec-17,,,361301200,361301200
(주)삼일씨엔에스,4440,Dec-18,,,338910391,338910391
(주)삼일씨엔에스,4440,Dec-19,,,337219744,337219744
(주)삼진,32750,Dec-11,91828914,91828914,81756584,81756584
(주)삼진,32750,Dec-12,76497227,76497227,70533541,70533541
(주)삼진,32750,Dec-13,72673320,72673320,66087781,66087781
(주)삼진,32750,Dec-14,83318947,83318947,74020076,74020076
(주)삼진,32750,Dec-15,78358394,78358394,71817951,71817951
(주)삼진,32750,Dec-16,83807458,83807458,71719927,71719927
(주)삼진,32750,Dec-17,79676217,79676217,72597948,72597948
(주)삼진,32750,Dec-18,78444968,78444968,72157055,72157055
(주)삼진,32750,Dec-19,96419553,96419553,83846723,83846723
(주)삼진엘앤디,54090,Dec-11,196287402,196287402,145373115,145373115
(주)삼진엘앤디,54090,Dec-12,184033478,184033478,131723757,131723757
(주)삼진엘앤디,54090,Dec-13,184020091,184020091,137496096,137496096
(주)삼진엘앤디,54090,Dec-14,172919117,172919117,123858709,123858709
(주)삼진엘앤디,54090,Dec-15,201281074,201281074,143950030,143950030
(주)삼진엘앤디,54090,Dec-16,197988798,197988798,150604287,150604287
(주)삼진엘앤디,54090,Dec-17,162170125,162170125,135258427,135258427
(주)삼진엘앤디,54090,Dec-18,171051336,171051336,135356680,135356680
(주)삼진엘앤디,54090,Dec-19,170409136,170409136,135635910,135635910
(주)삼천리,4690,Dec-11,2445760692,2445760692,2293782398,2293782398
(주)삼천리,4690,Dec-12,2775289821,,2590523806,2590523806
(주)삼천리,4690,Dec-13,2747656135,2747656135,2506237676,2506237676
(주)삼천리,4690,Dec-14,3659823478,3659823478,2524203392,2524203392
(주)삼천리,4690,Dec-15,3543526900,3543526900,2425464258,2425464258
(주)삼천리,4690,Dec-16,3690167118,3690167118,2590393407,2590393407
(주)삼천리,4690,Dec-17,3704259229,3704259229,2600414929,2600414929
(주)삼천리,4690,Dec-18,3699411189,3699411189,2592381487,2592381487
(주)삼천리,4690,Dec-19,3912362195,3912362195,2789078340,2789078340
(주)삼표시멘트,38500,Dec-11,1560204642,1560204642,1444542215,1444542215
(주)삼표시멘트,38500,Dec-12,1475796322,1475796322,1383905868,1383905868
(주)삼표시멘트,38500,Dec-13,1379971344,1379971344,1223373954,1223373954
(주)삼표시멘트,38500,Dec-14,1312244568,1312244568,1244757594,1244757594
(주)삼표시멘트,38500,Dec-15,1107696145,1107696145,1056134342,1056134342
(주)삼표시멘트,38500,Dec-16,1263350828,1263350828,1151508804,1151508804
(주)삼표시멘트,38500,Dec-17,1265303707,1265303707,1103910928,1103910928
(주)삼표시멘트,38500,Dec-18,1306846597,1306846597,1110495487,1110495487
(주)삼표시멘트,38500,Dec-19,1346969002,1346969002,1111648259,1111648259
(주)삼화네트웍스,46390,Dec-11,39433601,39433601,38439717,38439717
(주)삼화네트웍스,46390,Dec-12,31727874,31727874,31091967,31091967
(주)삼화네트웍스,46390,Dec-13,40350090,40350090,40897926,40897926
(주)삼화네트웍스,46390,Dec-14,40734259,40734259,41220996,41220996
(주)삼화네트웍스,46390,Dec-15,35922984,35922984,36667971,36667971
(주)삼화네트웍스,46390,Dec-16,44917658,44917658,46124423,46124423
(주)삼화네트웍스,46390,Dec-17,44058838,44058838,45489230,45489230
(주)삼화네트웍스,46390,Dec-18,54810391,54810391,54525789,54525789
(주)삼화네트웍스,46390,Dec-19,43303787,43303787,43473520,43473520
(주)상보,27580,Dec-11,,,164396165,164396165
(주)상보,27580,Dec-12,,,176295657,176295657
(주)상보,27580,Dec-13,,181505405,181505405,181505405
(주)상보,27580,Dec-14,174701109,174701109,174555598,174555598
(주)상보,27580,Dec-15,176565283,176565283,164873377,164873377
(주)상보,27580,Dec-16,168504610,164380765,148825046,148825046
(주)상보,27580,Dec-17,162384453,161204311,145590340,145090340
(주)상보,27580,Dec-18,118184340,118184340,105832442,105832442
(주)상보,27580,Dec-19,104559643,104559643,95629081,95629081
(주)상상인,38540,Dec-11,64585941,64585941,57102182,57102182
(주)상상인,38540,Dec-12,404172271,404172271,88463545,88463545
(주)상상인,38540,Dec-13,421979627,421979627,92160807,92160807
(주)상상인,38540,Dec-14,467464220,467464220,97217356,97217356
(주)상상인,38540,Dec-15,786123379,786123379,135175360,135175360
(주)상상인,38540,Dec-16,1435888907,1435888879,129387155,129387155
(주)상상인,38540,Dec-17,2043693616,2043693616,145314680,145314680
(주)상상인,38540,Dec-18,2842816258,2842816258,217103662,217103662
(주)상상인,38540,Dec-19,3627156735,3627156735,256168217,256168217
(주)상상인인더스트리,101000,Dec-11,82070053,82070053,77636533,77636533
(주)상상인인더스트리,101000,Dec-12,86691925,86691925,75521685,75521685
(주)상상인인더스트리,101000,Dec-13,97563737,97563737,87002455,87002455
(주)상상인인더스트리,101000,Dec-14,113789347,113789347,99274056,99274056
(주)상상인인더스트리,101000,Dec-15,111356662,111356662,97604109,97604109
(주)상상인인더스트리,101000,Dec-16,132078004,132078004,123479389,123479389
(주)상상인인더스트리,101000,Dec-17,168270390,,156987990,168270390
(주)상상인인더스트리,101000,Dec-18,,69726126,69726126,69726125
(주)상상인인더스트리,101000,Dec-19,47833180,47833180,47873562,47873562
(주)상아프론테크,89980,Dec-11,112844339,112844339,112589140,112589140
(주)상아프론테크,89980,Dec-12,119965860,119965860,120249280,120249280
(주)상아프론테크,89980,Dec-13,143645644,143645644,142383276,142383276
(주)상아프론테크,89980,Dec-14,154764487,154764487,149233065,149233065
(주)상아프론테크,89980,Dec-15,180814312,180814312,168606301,168606301
(주)상아프론테크,89980,Dec-16,201973938,201973938,182852451,182852451
(주)상아프론테크,89980,Dec-17,219920722,219920722,192553694,186661581
(주)상아프론테크,89980,Dec-18,239055868,239055868,197053033,197053033
(주)상아프론테크,89980,Dec-19,248318385,248318385,205523488,205523488
(주)상지카일룸,42940,Dec-11,,,44033761,44033761
(주)상지카일룸,42940,Dec-12,,,30364187,30364187
(주)상지카일룸,42940,Dec-13,,,27902170,27902170
(주)상지카일룸,42940,Dec-14,,,22070092,22070092
(주)상지카일룸,42940,Dec-15,,14568354,14568354,14568354
(주)상지카일룸,42940,Dec-16,20633897,20633897,20582287,20582287
(주)상지카일룸,42940,Dec-17,40446347,40446347,40562325,40562325
(주)상지카일룸,42940,Dec-18,127635929,127635929,124580738,124580738
(주)상지카일룸,42940,Dec-19,154372206,154372206,127316138,127316138
(주)새로닉스,42600,Dec-11,81521713,80163612,62363370,62363370
(주)새로닉스,42600,Dec-12,84738713,84738713,60764980,60764980
(주)새로닉스,42600,Dec-13,83937183,83937183,61146162,61146162
(주)새로닉스,42600,Dec-14,89873122,89873122,66973688,66973688
(주)새로닉스,42600,Dec-15,99370134,99370134,70086499,70086499
(주)새로닉스,42600,Dec-16,112030171,112030171,77778327,77778327
(주)새로닉스,42600,Dec-17,116633451,116633451,80020016,80020016
(주)새로닉스,42600,Dec-18,131320112,131320112,86070252,86070252
(주)새로닉스,42600,Dec-19,134591385,134591385,82175279,82175279
(주)서린바이오사이언스,38070,Dec-11,,,43792609,43792609
(주)서린바이오사이언스,38070,Dec-12,,56628312,56628312,56441900
(주)서린바이오사이언스,38070,Dec-13,60387221,60387221,59248693,59248693
(주)서린바이오사이언스,38070,Dec-14,60718451,60718451,59548983,59548983
(주)서린바이오사이언스,38070,Dec-15,66103985,66103985,64556410,64556410
(주)서린바이오사이언스,38070,Dec-16,66469926,66469926,64870598,64870598
(주)서린바이오사이언스,38070,Dec-17,71038280,71038280,68904819,68904819
(주)서린바이오사이언스,38070,Dec-18,71611770,71111770,68796137,68796137
(주)서린바이오사이언스,38070,Dec-19,80707446,80707446,77969175,77969175
(주)서부티엔디,6730,Dec-11,723205437,723205437,723056209,723056209
(주)서부티엔디,6730,Dec-12,843971875,843971875,843815909,843815909
(주)서부티엔디,6730,Dec-13,816609915,816609915,816449109,816449109
(주)서부티엔디,6730,Dec-14,858211763,,858046617,858046617
(주)서부티엔디,6730,Dec-15,,,878604572,878604572
(주)서부티엔디,6730,Dec-16,,,1109898804,1109898804
(주)서부티엔디,6730,Dec-17,,,1502577668,1736273259
(주)서부티엔디,6730,Dec-18,,,1724660416,1724660416
(주)서부티엔디,6730,Dec-19,,1811212318,1811212318,1811212318
(주)서산,79650,Dec-11,51441306,51441306,31503782,31503782
(주)서산,79650,Dec-12,64857963,64857963,37385830,37385830
(주)서산,79650,Dec-13,73043841,73043841,37259088,37259088
(주)서산,79650,Dec-14,88511685,88511685,38965815,38965815
(주)서산,79650,Dec-15,110417372,110417372,41302287,41302287
(주)서산,79650,Dec-16,122973927,122973927,42275782,42275782
(주)서산,79650,Dec-17,126631601,126631601,44271747,44271747
(주)서산,79650,Dec-18,124337373,124337373,42514749,42514749
(주)서산,79650,Dec-19,119198013,119198013,40675572,40675572
(주)서연,7860,Dec-11,1218064342,1218064342,586081888,586081888
(주)서연,7860,Dec-12,1378190064,1443122649,678074331,678074331
(주)서연,7860,Dec-13,1909609095,1909609095,774672365,774672365
(주)서연,7860,Dec-14,2266575394,2266575394,309435909,309435909
(주)서연,7860,Dec-15,2595484129,2595484129,309640711,309640711
(주)서연,7860,Dec-16,2933486634,2933486634,354821454,354821454
(주)서연,7860,Dec-17,2767655964,2767655964,355119211,355119211
(주)서연,7860,Dec-18,2696306676,2696306676,356717196,356717196
(주)서연,7860,Dec-19,2215362000,2215362000,308303031,308303031
(주)서연이화,200880,Dec-14,1465384489,1465384489,702512995,702512995
(주)서연이화,200880,Dec-15,1703969084,1703969084,777469769,777469769
(주)서연이화,200880,Dec-16,1801799813,1801799813,784073652,788568072
(주)서연이화,200880,Dec-17,1764809873,1764809873,847694896,1093137519
(주)서연이화,200880,Dec-18,1696230428,1696230428,1091946930,1091946930
(주)서연이화,200880,Dec-19,1820541997,1820541997,1126350212,1126350212
(주)서연탑메탈,19770,Dec-11,81427359,81427359,73588362,73588362
(주)서연탑메탈,19770,Dec-12,95205790,95205790,79394294,79394294
(주)서연탑메탈,19770,Dec-13,112737803,112737803,85649298,85649298
(주)서연탑메탈,19770,Dec-14,131100695,131100695,104345840,104345840
(주)서연탑메탈,19770,Dec-15,178443397,178443397,125869454,125869454
(주)서연탑메탈,19770,Dec-16,204883875,204883875,160813196,160813196
(주)서연탑메탈,19770,Dec-17,206264694,206264694,153637839,153637839
(주)서연탑메탈,19770,Dec-18,164762718,164762718,124155667,124155667
(주)서연탑메탈,19770,Dec-19,156275835,156275835,121602268,121602268
(주)서울리거,43710,Dec-11,12145750,12145750,12139784,12139784
(주)서울리거,43710,Dec-12,18045904,18045904,18082537,18082537
(주)서울리거,43710,Dec-13,8761828,8761828,8642576,8642576
(주)서울리거,43710,Dec-14,20712511,20712511,20738834,20738834
(주)서울리거,43710,Dec-15,17408319,17408319,17403763,17403763
(주)서울리거,43710,Dec-16,43257691,43257691,43405217,43405217
(주)서울리거,43710,Dec-17,38212815,38212815,38437903,38437903
(주)서울리거,43710,Dec-18,62807852,62807852,63848555,63848555
(주)서울리거,43710,Dec-19,119147803,119147803,67528056,67528056
(주)서울옥션,63170,Dec-11,72426018,72426018,69348104,69348104
(주)서울옥션,63170,Dec-12,68497346,68497346,67598098,67598098
(주)서울옥션,63170,Dec-13,70198366,70198366,69030712,69030712
(주)서울옥션,63170,Dec-14,81634996,81634996,76774204,76774204
(주)서울옥션,63170,Dec-15,125648035,125648035,104306510,104306510
(주)서울옥션,63170,Dec-16,131560666,131560666,104960825,104960825
(주)서울옥션,63170,Dec-17,154338745,154338745,125135968,125135968
(주)서울옥션,63170,Dec-18,205299710,205299710,140429802,140429802
(주)서울옥션,63170,Dec-19,172774839,172774839,144624112,144624112
(주)서울제약,18680,Dec-11,,,42687395,42687395
(주)서울제약,18680,Dec-12,,,60676931,60676931
(주)서울제약,18680,Dec-13,,,71422982,71422982
(주)서울제약,18680,Dec-14,,,78979439,78979439
(주)서울제약,18680,Dec-15,,,82675066,82675066
(주)서울제약,18680,Dec-16,,,87680864,87680864
(주)서울제약,18680,Dec-17,,,70270901,70270901
(주)서울제약,18680,Dec-18,,,70190179,70190179
(주)서울제약,18680,Dec-19,,,70890348,70890348
(주)서원,21050,Dec-11,388794060,388794060,250633848,250633848
(주)서원,21050,Dec-12,456603539,456603539,256938509,256938509
(주)서원,21050,Dec-13,298200155,298200155,264560670,264560670
