회사명,거래소코드,회계년도,당기자산(IFRS연결),전기자산(IFRS연결),당기자산(IFRS개별),전기자산(IFRS개별)
(주)카프로,6380,Dec-15,,,437356251,437356251
(주)카프로,6380,Dec-16,,,473850324,473850324
(주)카프로,6380,Dec-17,,,462168690,462168690
(주)카프로,6380,Dec-18,,,433099364,433099364
(주)카프로,6380,Dec-19,,,364396473,364396473
(주)캐리소프트,317530,Dec-19,21133741,21133741,21784622,21784622
(주)캐스텍코리아,71850,Dec-14,208916770,208916770,184624822,184624822
(주)캐스텍코리아,71850,Dec-15,229525463,229525463,203901458,203901458
(주)캐스텍코리아,71850,Dec-16,243371092,243371092,217766044,217766044
(주)캐스텍코리아,71850,Dec-17,261098687,261098687,238562123,238562123
(주)캐스텍코리아,71850,Dec-18,290374346,290374346,258107077,258107077
(주)캐스텍코리아,71850,Dec-19,292991021,292991021,259233643,259233643
(주)캠시스,50110,Dec-11,124662007,125153876,128586068,128586068
(주)캠시스,50110,Dec-12,158755302,157732692,160450806,160450806
(주)캠시스,50110,Dec-13,225439735,225439735,220680014,220680014
(주)캠시스,50110,Dec-14,243011788,243011788,217365315,217365315
(주)캠시스,50110,Dec-15,258329414,258329414,232832371,232832371
(주)캠시스,50110,Dec-16,255517072,255517072,246285543,246285543
(주)캠시스,50110,Dec-17,256174816,256174816,216896457,203992315
(주)캠시스,50110,Dec-18,323293107,323293107,233595526,233595526
(주)캠시스,50110,Dec-19,432593959,432593959,318210958,318210958
(주)컴투스,78340,Dec-11,75253802,75253802,77084061,77084061
(주)컴투스,78340,Dec-12,100424365,100424365,101153193,101153193
(주)컴투스,78340,Dec-13,118273996,118273996,119553679,119553679
(주)컴투스,78340,Dec-14,249689387,249689387,248982434,248982434
(주)컴투스,78340,Dec-15,582147905,582147905,579284560,579284560
(주)컴투스,78340,Dec-16,711986084,711986084,706449728,706449728
(주)컴투스,78340,Dec-17,838310852,838310852,830072450,830072450
(주)컴투스,78340,Dec-18,909300696,909300696,901686976,901686976
(주)컴투스,78340,Dec-19,1004978011,1004978011,993733892,993733892
(주)컴투스홀딩스,63080,Dec-11,77893415,77893415,77557375,77557375
(주)컴투스홀딩스,63080,Dec-12,99383970,99383970,97041540,97041540
(주)컴투스홀딩스,63080,Dec-13,179245827,179245827,175060338,175060338
(주)컴투스홀딩스,63080,Dec-14,226440965,226440965,207446045,207446045
(주)컴투스홀딩스,63080,Dec-15,331942511,332497954,287623306,287623306
(주)컴투스홀딩스,63080,Dec-16,327582214,327582214,231075450,231075450
(주)컴투스홀딩스,63080,Dec-17,338029216,338029216,206670519,206670519
(주)컴투스홀딩스,63080,Dec-18,354106374,354106374,182377281,182377281
(주)컴투스홀딩스,63080,Dec-19,399323374,399323374,198900359,198900359
(주)케스피온,79190,Dec-11,66510911,66510911,63483087,63483087
(주)케스피온,79190,Dec-12,77206051,,72482157,77206051
(주)케스피온,79190,Dec-13,,92444485,92444485,92444485
(주)케스피온,79190,Dec-14,105448478,105448478,98089191,98089191
(주)케스피온,79190,Dec-15,106282803,106282803,96604732,96604732
(주)케스피온,79190,Dec-16,107043378,107043378,97760408,97760408
(주)케스피온,79190,Dec-17,110999149,100807940,107131238,96831968
(주)케스피온,79190,Dec-18,87298957,87298957,79682458,79682458
(주)케스피온,79190,Dec-19,49571438,49571438,53059247,53059247
(주)케어랩스,263700,Dec-18,124608857,124608857,116800344,116800344
(주)케어랩스,263700,Dec-19,127113197,127113197,118810469,118810469
(주)케어젠,214370,Dec-15,,249422702,249422702,249422702
(주)케어젠,214370,Dec-16,230681995,230681995,226036810,226036810
(주)케어젠,214370,Dec-17,221822603,221822603,218425390,218425390
(주)케어젠,214370,Dec-18,218938148,218938148,218845344,218845344
(주)케어젠,214370,Dec-19,231847041,231847041,231762639,231762639
(주)케이비지,318000,Dec-19,,,28156723,28156723
(주)케이사인,192250,Dec-14,45455854,45455854,45624681,45624681
(주)케이사인,192250,Dec-15,53622665,53622665,52888784,52888784
(주)케이사인,192250,Dec-16,77613827,77613827,77141186,77141186
(주)케이사인,192250,Dec-17,73192849,73192849,71381046,71381046
(주)케이사인,192250,Dec-18,70392703,70392703,68349854,68349854
(주)케이사인,192250,Dec-19,66893962,66893962,64068712,64068712
(주)케이씨,29460,Dec-11,252532666,252532666,214166667,214166667
(주)케이씨,29460,Dec-12,238289794,238289794,210118351,210118351
(주)케이씨,29460,Dec-13,305909308,305909308,250893732,250893732
(주)케이씨,29460,Dec-14,352438882,352438882,283647330,283647330
(주)케이씨,29460,Dec-15,403859116,403859116,328158540,328158540
(주)케이씨,29460,Dec-16,472905030,472905030,354850862,354850862
(주)케이씨,29460,Dec-17,376126457,376126457,195432205,195432205
(주)케이씨,29460,Dec-18,572109826,574449100,380873827,383213102
(주)케이씨,29460,Dec-19,680451758,680451758,459377957,459377957
(주)케이씨씨,2380,Dec-11,7342270308,7342270308,7088110720,7088110720
(주)케이씨씨,2380,Dec-12,6823989638,,6577994367,6577994367
(주)케이씨씨,2380,Dec-13,7051729096,7051729096,6812823452,6812823452
(주)케이씨씨,2380,Dec-14,8654534051,8654534051,8345235449,8345235449
(주)케이씨씨,2380,Dec-15,8668411154,8668411154,8391078322,8391078322
(주)케이씨씨,2380,Dec-16,9162368432,9162368432,8861405637,8861405637
(주)케이씨씨,2380,Dec-17,9543776838,9543776838,9207335730,9207335730
(주)케이씨씨,2380,Dec-18,8965418419,8965418419,8659579067,8659579067
(주)케이씨씨,2380,Dec-19,9382221503,9382221503,9199571692,9199571692
(주)케이씨씨건설,21320,Dec-11,1122535084,1122535084,1104073489,1104073489
(주)케이씨씨건설,21320,Dec-12,1079961586,1079961586,1068815098,1068815098
(주)케이씨씨건설,21320,Dec-13,1117763492,1117763492,1115656091,1115656091
(주)케이씨씨건설,21320,Dec-14,1129961182,1129961182,1129225515,1129225515
(주)케이씨씨건설,21320,Dec-15,838081524,838081524,837655500,837655500
(주)케이씨씨건설,21320,Dec-16,902760270,902760270,902355294,902355294
(주)케이씨씨건설,21320,Dec-17,942080848,942080848,941683141,941683141
(주)케이씨씨건설,21320,Dec-18,969157830,,968810495,969157830
(주)케이씨씨건설,21320,Dec-19,,,1039194851,1039194851
(주)케이씨아이,36670,Dec-11,,,51991277,51991277
(주)케이씨아이,36670,Dec-12,,,53005558,53005558
(주)케이씨아이,36670,Dec-13,,,54223309,54223309
(주)케이씨아이,36670,Dec-14,,,56195856,56195856
(주)케이씨아이,36670,Dec-15,,,55610968,55610968
(주)케이씨아이,36670,Dec-16,,,60366478,60366478
(주)케이씨아이,36670,Dec-17,,,62710014,62710014
(주)케이씨아이,36670,Dec-18,,,65743049,65802558
(주)케이씨아이,36670,Dec-19,,,78286906,79319622
(주)케이씨에스,115500,Dec-11,,,21156718,21156718
(주)케이씨에스,115500,Dec-12,,,20447253,20447253
(주)케이씨에스,115500,Dec-13,,,21978884,21978884
(주)케이씨에스,115500,Dec-14,,,24899545,24899545
(주)케이씨에스,115500,Dec-15,,,22368470,22368470
(주)케이씨에스,115500,Dec-16,,,27451612,27451612
(주)케이씨에스,115500,Dec-17,,,28510219,28510219
(주)케이씨에스,115500,Dec-18,,,31138899,31138899
(주)케이씨에스,115500,Dec-19,,,35524836,35524836
(주)케이씨텍,281820,Dec-17,,,266588205,266588205
(주)케이씨텍,281820,Dec-18,,,313520781,313520781
(주)케이씨텍,281820,Dec-19,,,337558340,337558340
(주)케이씨티,89150,Dec-11,,,47224280,47224280
(주)케이씨티,89150,Dec-12,,,50940172,50940172
(주)케이씨티,89150,Dec-13,,,48036790,48036790
(주)케이씨티,89150,Dec-14,,,46576353,46576353
(주)케이씨티,89150,Dec-15,,,65057969,65057969
(주)케이씨티,89150,Dec-16,,,63372429,63372429
(주)케이씨티,89150,Dec-17,,,62835903,62835903
(주)케이씨티,89150,Dec-18,,,64250968,64250968
(주)케이씨티,89150,Dec-19,,,58441872,58441872
(주)케이씨티시,9070,Dec-11,272587475,272587475,242779137,242779137
(주)케이씨티시,9070,Dec-12,295561993,,266554091,266554091
(주)케이씨티시,9070,Dec-13,304139270,304139270,247376071,247376071
(주)케이씨티시,9070,Dec-14,333591386,333591386,270808971,270808971
(주)케이씨티시,9070,Dec-15,363554474,363554474,307779002,307779002
(주)케이씨티시,9070,Dec-16,342137467,342137467,292244036,292244036
(주)케이씨티시,9070,Dec-17,370846592,370846592,323430336,323430336
(주)케이씨티시,9070,Dec-18,376041366,376041366,322395964,322395964
(주)케이씨티시,9070,Dec-19,424339574,424339574,349952499,349952499
(주)케이씨피드,25880,Dec-11,81240263,81240263,75470549,75470549
(주)케이씨피드,25880,Dec-12,110047372,110047372,98008356,98008356
(주)케이씨피드,25880,Dec-13,105049068,105049068,92450674,92450674
(주)케이씨피드,25880,Dec-14,123114940,123114940,107568168,107568168
(주)케이씨피드,25880,Dec-15,99714046,99714046,89037755,89037755
(주)케이씨피드,25880,Dec-16,106278382,106278382,98361982,98361982
(주)케이씨피드,25880,Dec-17,105511178,105511178,105559310,105559310
(주)케이씨피드,25880,Dec-18,105192756,105192756,104917586,104917586
(주)케이씨피드,25880,Dec-19,101474747,101474747,99506267,99506267
(주)케이아이엔엑스,93320,Dec-11,32515059,32515059,32125583,32125583
(주)케이아이엔엑스,93320,Dec-12,36721776,36721776,35257017,35257017
(주)케이아이엔엑스,93320,Dec-13,42421760,42421760,39792146,39792146
(주)케이아이엔엑스,93320,Dec-14,47792241,47792241,43419933,43419933
(주)케이아이엔엑스,93320,Dec-15,52405870,52405870,46938461,46938461
(주)케이아이엔엑스,93320,Dec-16,60245919,60245919,53506705,53506705
(주)케이아이엔엑스,93320,Dec-17,65275232,65275232,57901667,57901667
(주)케이아이엔엑스,93320,Dec-18,77159848,77159848,67116092,67116092
(주)케이아이엔엑스,93320,Dec-19,104862166,104862166,92556339,92556339
(주)케이에스에스해운,44450,Dec-11,290211266,290211266,288447810,288447810
(주)케이에스에스해운,44450,Dec-12,309112196,309112196,307046894,307046894
(주)케이에스에스해운,44450,Dec-13,339056173,,337375290,339056173
(주)케이에스에스해운,44450,Dec-14,,494936208,494936208,494936208
(주)케이에스에스해운,44450,Dec-15,545679903,545679903,545682717,545682717
(주)케이에스에스해운,44450,Dec-16,647988184,647988184,646842782,646842782
(주)케이에스에스해운,44450,Dec-17,904763003,904763003,903664233,903664233
(주)케이에스에스해운,44450,Dec-18,902632631,904473325,901452186,903292881
(주)케이에스에스해운,44450,Dec-19,957238169,957238169,955828294,955828294
(주)케이에스피,73010,Dec-11,,,86595920,86595920
(주)케이에스피,73010,Dec-12,,,84401756,84401756
(주)케이에스피,73010,Dec-13,,,86163231,86163231
(주)케이에스피,73010,Dec-14,,,112241429,112241429
(주)케이에스피,73010,Dec-15,,,111206909,111206909
(주)케이에스피,73010,Dec-16,,,57516617,57516617
(주)케이에스피,73010,Dec-17,,,46288402,46288402
(주)케이에스피,73010,Dec-18,,,40606904,40606904
(주)케이에스피,73010,Dec-19,,,44248244,44248244
(주)케이에이치바텍,60720,Dec-11,366215887,366215887,284573031,284573031
(주)케이에이치바텍,60720,Dec-12,404287963,404287963,284225401,284225401
(주)케이에이치바텍,60720,Dec-13,444121495,444121495,282564015,282564015
(주)케이에이치바텍,60720,Dec-14,576287266,576287266,400437091,391089152
(주)케이에이치바텍,60720,Dec-15,455395701,455395701,323737656,323737656
(주)케이에이치바텍,60720,Dec-16,414589389,414589389,285263656,285263656
(주)케이에이치바텍,60720,Dec-17,320081206,320081206,241234064,241234064
(주)케이에이치바텍,60720,Dec-18,298635096,298635096,223197960,223197960
(주)케이에이치바텍,60720,Dec-19,283444245,283444245,223517760,223517760
(주)케이에이치필룩스,33180,Dec-11,89953531,89953531,59958855,59958855
(주)케이에이치필룩스,33180,Dec-12,88648355,88648355,57582231,57582231
(주)케이에이치필룩스,33180,Dec-13,94998300,94967371,59719170,59719170
(주)케이에이치필룩스,33180,Dec-14,101016572,101016572,58941063,58941063
(주)케이에이치필룩스,33180,Dec-15,104529556,104529556,59456867,59456867
(주)케이에이치필룩스,33180,Dec-16,165553887,165553887,109978200,109978200
(주)케이에이치필룩스,33180,Dec-17,191797206,191797206,134630586,134630586
(주)케이에이치필룩스,33180,Dec-18,304126673,304126673,269790906,269790906
(주)케이에이치필룩스,33180,Dec-19,416767817,416767817,387706170,387706170
(주)케이엑스이노베이션,122450,Dec-11,71245572,71245572,64105979,64105979
(주)케이엑스이노베이션,122450,Dec-12,106403460,106403460,80529038,80529038
(주)케이엑스이노베이션,122450,Dec-13,125097900,125097900,98522258,98522258
(주)케이엑스이노베이션,122450,Dec-14,132580151,132580151,99476339,99476339
(주)케이엑스이노베이션,122450,Dec-15,169539835,169539835,103608106,103608106
(주)케이엑스이노베이션,122450,Dec-16,393379483,393379483,116226209,116226209
(주)케이엑스이노베이션,122450,Dec-17,537109638,537109638,133672142,133672142
(주)케이엑스이노베이션,122450,Dec-18,716153058,716153058,165719272,165719272
(주)케이엑스이노베이션,122450,Dec-19,747993901,747993901,182038882,182038882
(주)케이엑스하이텍,52900,Dec-11,81709778,81709778,81179312,81179312
(주)케이엑스하이텍,52900,Dec-12,75673705,75673705,70088941,70088941
(주)케이엑스하이텍,52900,Dec-13,68727109,68727109,62372694,62372694
(주)케이엑스하이텍,52900,Dec-14,54449238,54449238,51717251,51717251
(주)케이엑스하이텍,52900,Dec-15,49704385,49704385,46423861,46423861
(주)케이엑스하이텍,52900,Dec-16,63404547,63404547,60039789,60039789
(주)케이엑스하이텍,52900,Dec-17,65717628,65717628,64114674,64114674
(주)케이엑스하이텍,52900,Dec-18,76991502,76991502,75325921,75325921
(주)케이엑스하이텍,52900,Dec-19,75446942,75446942,73508429,73508429
(주)케이엔더블유,105330,Dec-11,54713195,54713195,53635062,53635062
(주)케이엔더블유,105330,Dec-12,51722344,51722344,49755963,49755963
(주)케이엔더블유,105330,Dec-13,51732118,51732118,48376850,48376850
(주)케이엔더블유,105330,Dec-14,62961813,62961813,53850934,53850934
(주)케이엔더블유,105330,Dec-15,65280726,65280726,49355790,49355790
(주)케이엔더블유,105330,Dec-16,68208330,68208330,47450585,47450585
(주)케이엔더블유,105330,Dec-17,68884489,68884489,50251505,50251505
(주)케이엔더블유,105330,Dec-18,69366058,69366058,48910914,48910914
(주)케이엔더블유,105330,Dec-19,67088750,67088750,39845942,39845942
(주)케이엔엔,58400,Dec-11,155674579,155674579,155110929,155110929
(주)케이엔엔,58400,Dec-12,189176353,189176353,188027635,188027635
(주)케이엔엔,58400,Dec-13,181791303,181791303,180659154,180659154
(주)케이엔엔,58400,Dec-14,184616133,184616133,183132020,183132020
(주)케이엔엔,58400,Dec-15,189932202,189932202,189007958,189007958
(주)케이엔엔,58400,Dec-16,198501635,198501635,197191548,197191548
(주)케이엔엔,58400,Dec-17,202687243,202687243,201506580,201506580
(주)케이엔엔,58400,Dec-18,206896822,206896822,205389448,205389448
(주)케이엔엔,58400,Dec-19,210159420,210159420,207886867,207886867
(주)케이엔제이,272110,Dec-19,58574248,58574248,57901181,57901181
(주)케이엘넷,39420,Dec-11,,,38456056,38456056
(주)케이엘넷,39420,Dec-12,,,38280426,38280426
(주)케이엘넷,39420,Dec-13,37150813,37150813,37150813,37150813
(주)케이엘넷,39420,Dec-14,36796394,36796394,35902241,35902241
(주)케이엘넷,39420,Dec-15,38095730,38095730,38139805,38139805
(주)케이엘넷,39420,Dec-16,40441731,40441731,40526173,40526173
(주)케이엘넷,39420,Dec-17,39556614,39556614,39646327,39646327
(주)케이엘넷,39420,Dec-18,41961871,41961871,41904273,41904273
(주)케이엘넷,39420,Dec-19,44863627,44863627,44695095,44695095
(주)케이엠,83550,Dec-11,100847188,100847188,83013415,83013415
(주)케이엠,83550,Dec-12,101651897,101651897,80757419,80757419
(주)케이엠,83550,Dec-13,100995882,100995882,82262579,82262579
(주)케이엠,83550,Dec-14,97622372,97622372,77619619,77619619
(주)케이엠,83550,Dec-15,103097340,103097340,78323891,78323891
(주)케이엠,83550,Dec-16,97539750,97539750,76132210,76132210
(주)케이엠,83550,Dec-17,101216849,101216849,81097917,81097917
(주)케이엠,83550,Dec-18,116122560,116122560,93471621,93471621
(주)케이엠,83550,Dec-19,132219693,132219693,108070064,108070064
(주)케이엠더블유,32500,Dec-11,206931142,206931142,197363099,197363099
(주)케이엠더블유,32500,Dec-12,235095722,235095722,224659889,224659889
(주)케이엠더블유,32500,Dec-13,250897784,250897784,211362294,211362294
(주)케이엠더블유,32500,Dec-14,295509018,295509018,243853724,260017659
(주)케이엠더블유,32500,Dec-15,320605508,320605508,286431394,286431394
(주)케이엠더블유,32500,Dec-16,208300054,208300054,207288970,207288970
(주)케이엠더블유,32500,Dec-17,213354657,213354657,214741466,214741466
(주)케이엠더블유,32500,Dec-18,273497774,273497774,278865017,278865017
(주)케이엠더블유,32500,Dec-19,427046658,427046658,394225538,394691420
(주)케이이씨,92220,Dec-11,479025819,479025819,407391747,407391747
(주)케이이씨,92220,Dec-12,409366183,409366183,372922603,372922603
(주)케이이씨,92220,Dec-13,376185399,376185399,352338534,352338534
(주)케이이씨,92220,Dec-14,346623526,346623526,340155489,340155489
(주)케이이씨,92220,Dec-15,340459280,340459280,339887095,339887095
(주)케이이씨,92220,Dec-16,383108805,383108805,382440042,382440042
(주)케이이씨,92220,Dec-17,359839158,359839158,365078546,363093506
(주)케이이씨,92220,Dec-18,351174343,351174343,360748202,360748202
(주)케이이씨,92220,Dec-19,334212514,334212514,357280097,357280097
(주)케이지모빌리언스,46440,Dec-11,174478342,174478342,147347619,147347619
(주)케이지모빌리언스,46440,Dec-12,262909180,262909180,236634915,236634915
(주)케이지모빌리언스,46440,Dec-13,278793192,,253834062,278793192
(주)케이지모빌리언스,46440,Dec-14,,,312057871,312057871
(주)케이지모빌리언스,46440,Dec-15,,385867485,385867485,385867485
(주)케이지모빌리언스,46440,Dec-16,378261974,378261974,378180927,378180927
(주)케이지모빌리언스,46440,Dec-17,464307883,464307883,380673939,380673939
(주)케이지모빌리언스,46440,Dec-18,476173923,476173923,385925474,385925474
(주)케이지모빌리언스,46440,Dec-19,450696702,450696702,388597400,388597400
(주)케이지이니시스,35600,Dec-11,212848935,,204513931,212848935
(주)케이지이니시스,35600,Dec-12,,446584130,236375465,218549129
(주)케이지이니시스,35600,Dec-13,525262750,525262750,271847473,271847473
(주)케이지이니시스,35600,Dec-14,562283661,562283661,287510796,287510796
(주)케이지이니시스,35600,Dec-15,611193637,611193637,290543116,290543116
(주)케이지이니시스,35600,Dec-16,735955030,735955030,377147949,377147949
(주)케이지이니시스,35600,Dec-17,926244871,926244871,441411124,441411124
(주)케이지이니시스,35600,Dec-18,932316574,932316574,450759135,450759135
(주)케이지이니시스,35600,Dec-19,1278010860,1278010860,551916069,551916069
(주)케이티,30200,Dec-11,32085409000,32085409000,26453607000,26453607000
(주)케이티,30200,Dec-12,34479499000,34557908000,26508776000,26508776000
(주)케이티,30200,Dec-13,34846533000,34846533000,25693894000,25693894000
(주)케이티,30200,Dec-14,33775502000,33775502000,24920296000,24920296000
(주)케이티,30200,Dec-15,29341185000,29341185000,24222495000,24222495000
(주)케이티,30200,Dec-16,30587733000,30587733000,24700337000,24700337000
(주)케이티,30200,Dec-17,29580628000,29730910000,23334923000,23485205000
(주)케이티,30200,Dec-18,32188830000,32188830000,26010906000,26010906000
(주)케이티,30200,Dec-19,34061292000,34540098000,27733854000,28212660000
(주)케이티서브마린,60370,Dec-11,,,127062884,127062884
(주)케이티서브마린,60370,Dec-12,,,109787421,109787421
(주)케이티서브마린,60370,Dec-13,,,115781500,115781500
(주)케이티서브마린,60370,Dec-14,,,111876658,111876658
(주)케이티서브마린,60370,Dec-15,,,160313879,160313879
(주)케이티서브마린,60370,Dec-16,,,156993480,156993480
(주)케이티서브마린,60370,Dec-17,,,142796539,142796539
(주)케이티서브마린,60370,Dec-18,,,130714616,130714616
(주)케이티서브마린,60370,Dec-19,,,120947251,120947251
(주)케이티스카이라이프,53210,Dec-11,537329655,537329655,522876016,522876016
(주)케이티스카이라이프,53210,Dec-12,637337095,637337095,622779307,622779307
(주)케이티스카이라이프,53210,Dec-13,684443966,682193637,667562460,665312131
(주)케이티스카이라이프,53210,Dec-14,683008720,683008720,670211420,670211420
(주)케이티스카이라이프,53210,Dec-15,711294113,711294113,698264524,698264524
(주)케이티스카이라이프,53210,Dec-16,777948019,777948019,762816413,762816413
(주)케이티스카이라이프,53210,Dec-17,792893054,792893054,774826396,774826396
(주)케이티스카이라이프,53210,Dec-18,816001170,816001170,797807232,797807232
(주)케이티스카이라이프,53210,Dec-19,848276023,848276023,820895109,820895109
(주)케이티씨에스,58850,Dec-11,,,170379540,170379540
(주)케이티씨에스,58850,Dec-12,,,181146569,181146569
(주)케이티씨에스,58850,Dec-13,,180109378,180109378,180109378
(주)케이티씨에스,58850,Dec-14,303735131,303735131,201733148,201733148
(주)케이티씨에스,58850,Dec-15,346998300,346998300,206664471,206664471
(주)케이티씨에스,58850,Dec-16,322769885,322769885,207071165,207071165
(주)케이티씨에스,58850,Dec-17,348333930,348333930,212924815,212924815
(주)케이티씨에스,58850,Dec-18,350279655,350279655,230706882,230706882
(주)케이티씨에스,58850,Dec-19,378104046,378104046,290786415,290786415
(주)케이티아이에스,58860,Dec-11,,,173763860,173763860
(주)케이티아이에스,58860,Dec-12,,,177525579,177525579
(주)케이티아이에스,58860,Dec-13,,,181576207,181576207
(주)케이티아이에스,58860,Dec-14,,,216233937,216233937
(주)케이티아이에스,58860,Dec-15,,,211279655,211279655
(주)케이티아이에스,58860,Dec-16,,,221406433,221406433
(주)케이티아이에스,58860,Dec-17,,,223818296,223818296
(주)케이티아이에스,58860,Dec-18,,,229246050,229246050
(주)케이티아이에스,58860,Dec-19,,,311822912,311822912
(주)케이티알파,36030,Dec-11,249729771,249729771,202345858,202345858
(주)케이티알파,36030,Dec-12,249230651,249230651,190518802,190518802
(주)케이티알파,36030,Dec-13,293664862,,211037465,293664862
(주)케이티알파,36030,Dec-14,,,226994616,226994616
(주)케이티알파,36030,Dec-15,,,235756960,235756960
(주)케이티알파,36030,Dec-16,,,249202154,249202154
(주)케이티알파,36030,Dec-17,,,258240378,258240378
(주)케이티알파,36030,Dec-18,,,272768636,272768636
(주)케이티알파,36030,Dec-19,,,279817890,279817890
(주)케이티앤지,33780,Dec-11,6159204020,6159204020,5417488461,5417488461
(주)케이티앤지,33780,Dec-12,6713312669,6713312669,5917563261,5917563261
(주)케이티앤지,33780,Dec-13,7002640648,7002640648,6062645011,6062645011
(주)케이티앤지,33780,Dec-14,7317144547,7317144547,6272323470,6272323470
(주)케이티앤지,33780,Dec-15,8586509523,8586509523,7401609376,7401609376
(주)케이티앤지,33780,Dec-16,9729918448,9729420206,8439013831,8439013831
(주)케이티앤지,33780,Dec-17,10020315627,10020315627,8664675098,8664675098
(주)케이티앤지,33780,Dec-18,10197870417,10197870417,8729915634,8729915634
(주)케이티앤지,33780,Dec-19,10752439456,10752439456,9112777640,9112777640
(주)케이프,64820,Dec-11,,169831871,169831871,169831871
(주)케이프,64820,Dec-12,184397072,184397072,183488983,183488983
(주)케이프,64820,Dec-13,195506672,195506672,189387581,189387581
(주)케이프,64820,Dec-14,159760766,159760766,161354622,161354622
(주)케이프,64820,Dec-15,155383724,155383724,155448194,154786607
(주)케이프,64820,Dec-16,1469790849,1469790849,214856780,214856780
(주)케이프,64820,Dec-17,1323297080,1323297080,211073594,211073594
(주)케이프,64820,Dec-18,2219167295,2219167295,220344632,220344632
(주)케이프,64820,Dec-19,1949680859,1949680859,223469194,223469194
(주)케이피에스,256940,Dec-17,,32501006,32501006,32501006
(주)케이피에스,256940,Dec-18,38228065,38228065,38217338,38217338
(주)케이피에스,256940,Dec-19,38650675,38650675,38681294,38681294
(주)케이피에프,24880,Dec-11,255408515,255408515,244197068,244197068
(주)케이피에프,24880,Dec-12,330265493,330265493,314365131,314365131
(주)케이피에프,24880,Dec-13,367653962,374749225,352759546,360619689
(주)케이피에프,24880,Dec-14,366848675,366848675,333099121,333099121
(주)케이피에프,24880,Dec-15,380368115,380368115,360164606,360164606
(주)케이피에프,24880,Dec-16,395895492,395895492,361482582,361482582
(주)케이피에프,24880,Dec-17,418037497,418037497,367650469,367650469
(주)케이피에프,24880,Dec-18,408582628,408582628,358386608,358386608
(주)케이피에프,24880,Dec-19,415789843,412363163,369936102,366984337
(주)케이피엠테크,42040,Dec-11,90855164,90855164,80318228,80318228
(주)케이피엠테크,42040,Dec-12,85165983,85165983,64800425,64800425
(주)케이피엠테크,42040,Dec-13,36983986,36983986,36571570,36571570
(주)케이피엠테크,42040,Dec-14,50500518,50500518,50245956,50245956
(주)케이피엠테크,42040,Dec-15,35542101,35542101,36117303,36117303
(주)케이피엠테크,42040,Dec-16,83271028,83271028,83031676,83031676
(주)케이피엠테크,42040,Dec-17,121781612,121781612,130401752,130401752
(주)케이피엠테크,42040,Dec-18,199152116,199152116,165953122,165953122
(주)케이피엠테크,42040,Dec-19,162104920,162104920,148280154,148280154
(주)케이피티유,54410,Dec-11,44664421,44664421,53014572,53014572
(주)케이피티유,54410,Dec-12,50076757,,51342680,50076757
(주)케이피티유,54410,Dec-13,,,53939304,53939304
(주)케이피티유,54410,Dec-14,,,58008678,58008678
(주)케이피티유,54410,Dec-15,,,56953026,56953026
(주)케이피티유,54410,Dec-16,,59504325,59504325,59504325
(주)케이피티유,54410,Dec-17,68247260,68247260,65296002,65296002
(주)케이피티유,54410,Dec-18,65556115,,65556115,65556115
(주)케이피티유,54410,Dec-19,,,62232910,62232910
(주)케일럼,258610,Dec-17,,41844935,41844935,41844935
(주)케일럼,258610,Dec-18,53906961,53906961,53298455,53298455
(주)케일럼,258610,Dec-19,48622782,48622782,48622782,48622782
(주)켐온,217600,Dec-15,,,,
(주)켐온,217600,Dec-16,,,,
(주)켐온,217600,Dec-17,,,39462658,39462658
(주)켐온,217600,Dec-18,,,42473049,42473049
(주)켐온,217600,Dec-19,,,44622023,44622023
(주)켐트로닉스,89010,Dec-11,169037298,169037298,151263310,151263310
(주)켐트로닉스,89010,Dec-12,183194327,183194327,169146216,169146216
(주)켐트로닉스,89010,Dec-13,218954005,218954005,198122684,198122684
(주)켐트로닉스,89010,Dec-14,222796373,222796373,203205230,203205230
(주)켐트로닉스,89010,Dec-15,234894280,234894280,205823668,205823668
(주)켐트로닉스,89010,Dec-16,226427988,226427988,194364534,194364534
(주)켐트로닉스,89010,Dec-17,220667821,220667821,192638240,192638240
(주)켐트로닉스,89010,Dec-18,231561350,231561350,202953282,202953282
(주)켐트로닉스,89010,Dec-19,294088094,294088094,223363903,223363903
(주)켐트로스,220260,Dec-15,,,,
(주)켐트로스,220260,Dec-16,,,,
(주)켐트로스,220260,Dec-17,,,51518272,51518272
(주)켐트로스,220260,Dec-18,,,64888243,64888243
(주)켐트로스,220260,Dec-19,,,68065771,68065771
(주)코다코,46070,Dec-11,,,168601036,168601036
(주)코다코,46070,Dec-12,,208783472,190484129,190484129
(주)코다코,46070,Dec-13,251475508,251475508,232226580,232226580
(주)코다코,46070,Dec-14,287239248,287239248,265384921,265384921
(주)코다코,46070,Dec-15,317285357,317285357,296397060,296397060
(주)코다코,46070,Dec-16,383368845,376359756,326454285,319445196
(주)코다코,46070,Dec-17,417416923,417416923,373944688,373944688
(주)코다코,46070,Dec-18,393660081,355501999,346822339,332043038
(주)코다코,46070,Dec-19,330178369,330178369,302184821,302184821
(주)코데즈컴바인,47770,Dec-11,192631415,193171567,197171164,197171164
(주)코데즈컴바인,47770,Dec-12,176408636,176408636,180903099,180903099
(주)코데즈컴바인,47770,Dec-13,133178256,133178256,137662912,137662912
(주)코데즈컴바인,47770,Dec-14,70992802,70992802,70188407,70188407
