회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별),재고자산(IFRS개별)
(주)뉴파워프라즈마,144960,Dec-16,67407272,12176850,13600526,67392792,12174505,13600175
(주)뉴파워프라즈마,144960,Dec-17,104494422,6933183,9175284,104485987,7129624,9001374
(주)뉴파워프라즈마,144960,Dec-18,73411628,9940871,6967931,73443751,10238314,6386704
(주)뉴파워프라즈마,144960,Dec-19,60165999,10824553,9579272,60212977,11732044,8613342
(주)뉴프렉스,85670,Dec-11,69161654,8437071,18827049,66569237,8649622,18480608
(주)뉴프렉스,85670,Dec-12,115200892,19624717,24528947,113761476,20061257,24165172
(주)뉴프렉스,85670,Dec-13,135289597,19957015,26452074,136215982,21001637,26031380
(주)뉴프렉스,85670,Dec-14,137800531,20330482,23774879,137736590,23273881,22540847
(주)뉴프렉스,85670,Dec-15,120624038,26094554,30947159,119119899,28888290,29770882
(주)뉴프렉스,85670,Dec-16,145216489,19857310,26217729,144618199,21629273,24914401
(주)뉴프렉스,85670,Dec-17,152715761,17958709,28837820,151335859,19031641,28536535
(주)뉴프렉스,85670,Dec-18,195502399,23671197,22874578,195570294,23661429,22386257
(주)뉴프렉스,85670,Dec-19,128250921,17245845,19143778,137368762,17015761,16135386
(주)다나와,119860,Dec-11,21167814,2369805,0,21094996,2304905,0
(주)다나와,119860,Dec-12,25425297,3435528,0,24800827,3141384,0
(주)다나와,119860,Dec-13,26571940,3462226,504219,24976860,3143181,0
(주)다나와,119860,Dec-14,35190274,4192797,777081,25954791,3336402,0
(주)다나와,119860,Dec-15,45480902,6359937,469582,27140366,3307206,0
(주)다나와,119860,Dec-16,64407865,6470255,1534114,32392617,3602984,0
(주)다나와,119860,Dec-17,107606286,9707509,3568329,42400067,4272603,0
(주)다나와,119860,Dec-18,121359168,13449863,4458497,68011674,5004814,1058033
(주)다나와,119860,Dec-19,202773825,11715068,9558840,94545982,5051601,4496461
(주)다날,64260,Dec-11,93496730,27568446,0,91499192,28540642,0
(주)다날,64260,Dec-12,101742236,28112644,45715,84924201,21342444,0
(주)다날,64260,Dec-13,118103847,22502048,0,102697120,22002284,0
(주)다날,64260,Dec-14,98522996,20477825,0,92368119,19688702,0
(주)다날,64260,Dec-15,112948116,25235093,724044,106581454,24845004,724044
(주)다날,64260,Dec-16,133477893,26969046,2643000,132304954,26684400,2643000
(주)다날,64260,Dec-17,172882038,39259224,1675113,156323605,26345041,832660
(주)다날,64260,Dec-18,209864332,35054220,937416,147311837,23231080,835
(주)다날,64260,Dec-19,191162051,32778273,1400778,163395406,27610495,860
(주)다보링크,340360,Dec-19,,,,,,
(주)다산네트웍스,39560,Dec-11,144096268,28998280,15412956,130647481,21523543,13525634
(주)다산네트웍스,39560,Dec-12,136034007,31187454,17661217,122696806,25998724,16165773
(주)다산네트웍스,39560,Dec-13,142676651,43672955,19337116,130807735,41050837,17917686
(주)다산네트웍스,39560,Dec-14,163972551,64853955,20784929,154856147,62022938,19461240
(주)다산네트웍스,39560,Dec-15,268186401,83368928,27143671,59580717,18585460,2460222
(주)다산네트웍스,39560,Dec-16,222842801,78214175,48411958,28309465,9498877,6956433
(주)다산네트웍스,39560,Dec-17,307090231,76605669,34286325,29756967,7812681,5049490
(주)다산네트웍스,39560,Dec-18,356932941,97912925,46366952,36903448,13971621,5241744
(주)다산네트웍스,39560,Dec-19,446586616,138979150,45456921,69909377,24832914,1562508
(주)다우기술,23590,Dec-11,760690314,62653652,20552885,167578702,41156479,11805673
(주)다우기술,23590,Dec-12,759179929,46067863,40637135,200446345,51592570,11263972
(주)다우기술,23590,Dec-13,752246696,38282852,27355789,213102936,34801917,15680544
(주)다우기술,23590,Dec-14,782978984,41633802,9993868,238937492,38541632,9975236
(주)다우기술,23590,Dec-15,1049708558,49440890,11095549,251318425,46212541,11073737
(주)다우기술,23590,Dec-16,1153420151,29950967,1050043,214671851,25774458,1009151
(주)다우기술,23590,Dec-17,1351213661,26920394,445841,181903766,21363598,414578
(주)다우기술,23590,Dec-18,2210006672,10864478,822740,192269486,10411992,788394
(주)다우기술,23590,Dec-19,2901833126,12096208,66822,221308508,14672366,39278
(주)다우데이타,32190,Dec-11,896975499,96705391,27435729,117225114,32506310,5006069
(주)다우데이타,32190,Dec-12,914936870,83857968,45571197,72482327,21373435,2541976
(주)다우데이타,32190,Dec-13,974220018,80990755,36751332,92670772,26079316,6824579
(주)다우데이타,32190,Dec-14,1037075936,91209205,22576547,128466738,32188103,8151227
(주)다우데이타,32190,Dec-15,1307683757,98094915,19580617,133416737,30870960,7265857
(주)다우데이타,32190,Dec-16,1378367701,61025186,5306459,107492139,21972833,4256416
(주)다우데이타,32190,Dec-17,1614385776,82472658,9331124,151156995,25663903,7728110
(주)다우데이타,32190,Dec-18,2525297692,65983641,7880252,168144455,28623027,5835982
(주)다우데이타,32190,Dec-19,3261975999,81367420,3684155,193233235,31483343,2468202
(주)다원시스,68240,Dec-11,,,,39573010,27610049,1026401
(주)다원시스,68240,Dec-12,,,,47641777,20330491,1356948
(주)다원시스,68240,Dec-13,,,,51369430,26108509,620607
(주)다원시스,68240,Dec-14,53005111,22678328,1466565,52004631,22260454,506417
(주)다원시스,68240,Dec-15,67000805,33327839,2761546,65474634,32933945,984314
(주)다원시스,68240,Dec-16,74193619,64284211,3984708,72591838,63884452,1973741
(주)다원시스,68240,Dec-17,111462046,81651157,10087525,115527028,81350810,1978912
(주)다원시스,68240,Dec-18,128747502,48075256,54398540,127384635,47172593,42762748
(주)다원시스,68240,Dec-19,175077026,77985805,44696221,169525723,77972791,19928483
(주)다이나믹디자인,145210,Dec-15,227815365,73146602,30631008,132222767,44474552,13288871
(주)다이나믹디자인,145210,Dec-16,204284452,0,20171907,125808178,0,8165527
(주)다이나믹디자인,145210,Dec-17,165349941,50969720,17265596,100374133,32785273,9516678
(주)다이나믹디자인,145210,Dec-18,120810602,29219700,11909372,75650210,35502041,6922537
(주)다이나믹디자인,145210,Dec-19,99404033,25819220,9610306,59017636,35619854,3883550
(주)대교,19680,Dec-11,932828729,53810000,32429947,818473835,42251000,24947804
(주)대교,19680,Dec-12,869494014,46498040,24161844,771528017,43478349,17494753
(주)대교,19680,Dec-13,839582029,43801853,23149812,756756065,43193723,16799505
(주)대교,19680,Dec-14,810557124,38764566,24853767,744778608,39429068,18259795
(주)대교,19680,Dec-15,813207845,28404000,22532455,750317950,30686000,15243598
(주)대교,19680,Dec-16,820717373,28852000,20115481,759844916,31002000,13342453
(주)대교,19680,Dec-17,812203104,28470000,16077011,756770280,31564856,12268242
(주)대교,19680,Dec-18,763142133,21665000,14805380,705493709,26121419,12368614
(주)대교,19680,Dec-19,761938686,23889000,13449654,700272153,26870431,11220788
(주)대구백화점,6370,Mar-11,,,,179162883,6136064,4097434
(주)대구백화점,6370,Mar-12,,,,173901618,7394649,4560318
(주)대구백화점,6370,Mar-13,,,,162019065,7625322,4690319
(주)대구백화점,6370,Mar-14,171071933,9282589,5139822,161636607,9282589,5139822
(주)대구백화점,6370,Mar-15,158152063,7010629,5477947,149405191,7010629,5477947
(주)대구백화점,6370,Mar-16,158291381,8064313,6265514,149709697,8064313,6265514
(주)대구백화점,6370,Mar-17,137288048,5893739,6077249,130249331,5893789,6077249
(주)대구백화점,6370,Dec-18,119956329,8161989,8998277,106226540,8161989,8998277
(주)대구백화점,6370,Dec-19,101484471,7787208,7564769,95646536,7787208,7564769
(주)대덕,8060,Dec-11,656457276,103182980,43705158,655724203,103184143,42179510
(주)대덕,8060,Dec-12,751112577,101119523,59415534,750970215,101119523,58877032
(주)대덕,8060,Dec-13,737185692,77434669,55375835,737185692,77434669,53554987
(주)대덕,8060,Dec-14,,,,690941657,68354877,65134804
(주)대덕,8060,Dec-15,,,,512596614,47819103,39445254
(주)대덕,8060,Dec-16,,,,490868073,72276575,49551743
(주)대덕,8060,Dec-17,,,,512147273,55879101,48903163
(주)대덕,8060,Dec-18,592072102,182971800,102443394,590731702,178882412,91867738
(주)대덕,8060,Dec-19,1072245939,162950332,99069025,1060557644,164722491,89968523
(주)대동,490,Dec-11,619097327,92539125,157444153,503098278,91253045,112905309
(주)대동,490,Dec-12,563460079,69898913,168089752,473786013,75519588,113753505
(주)대동,490,Dec-13,614567090,94345696,160462186,509380485,117959043,106941586
(주)대동,490,Dec-14,603238442,188847017,186069600,505157734,218261990,118215114
(주)대동,490,Dec-15,583473475,121095848,236746493,462238438,147334904,166589652
(주)대동,490,Dec-16,585413995,140170351,214017750,463775800,155768039,131809534
(주)대동,490,Dec-17,610103128,192689168,213285788,453491142,162602585,132849585
(주)대동,490,Dec-18,654760356,202525196,219085861,475866754,150546068,124693060
(주)대동,490,Dec-19,832931373,211217619,215560873,620447655,163288122,116096571
(주)대동스틸,48470,Dec-11,,,,155434161,41036196,34686432
(주)대동스틸,48470,Dec-12,,,,188596628,47589421,19809258
(주)대동스틸,48470,Dec-13,,,,130618849,28646887,16750640
(주)대동스틸,48470,Dec-14,,,,109642438,31965889,23889395
(주)대동스틸,48470,Dec-15,,,,92348516,19343748,7626921
(주)대동스틸,48470,Dec-16,,,,68177746,18970254,13271089
(주)대동스틸,48470,Dec-17,,,,90505698,25901232,19031452
(주)대동스틸,48470,Dec-18,,,,101539496,23525474,14795975
(주)대동스틸,48470,Dec-19,,,,113290547,23313310,19084922
(주)대륙제관,4780,Dec-11,,,,176869298,49823968,18131870
(주)대륙제관,4780,Dec-12,,,,187942095,45185950,20819428
(주)대륙제관,4780,Dec-13,,,,201134599,47523740,16477311
(주)대륙제관,4780,Dec-14,,,,205331306,45944027,19105807
(주)대륙제관,4780,Dec-15,,,,205100796,35390974,22615390
(주)대륙제관,4780,Dec-16,,,,186222141,32090609,25610807
(주)대륙제관,4780,Dec-17,,,,197112543,37921422,26453415
(주)대륙제관,4780,Dec-18,,,,196346726,36535532,28985123
(주)대륙제관,4780,Dec-19,,,,197284517,35435346,25926736
(주)대림제지,17650,Dec-11,,,,78530514,14751309,5444322
(주)대림제지,17650,Dec-12,,,,76851211,8737272,2377742
(주)대림제지,17650,Dec-13,,,,61342989,10530251,3387797
(주)대림제지,17650,Dec-14,,,,57374784,8683794,3041647
(주)대림제지,17650,Dec-15,,,,54737678,9465041,2511109
(주)대림제지,17650,Dec-16,,,,67430955,13268129,1941859
(주)대림제지,17650,Dec-17,118019206,27913647,5600903,90533322,18197631,3579677
(주)대림제지,17650,Dec-18,146502272,25354762,6004819,89572201,16345718,4747666
(주)대림제지,17650,Dec-19,,,,105900335,14813492,3852598
(주)대명소노시즌,7720,Dec-11,24126346,1782563,2478103,8401073,1164337,1905612
(주)대명소노시즌,7720,Dec-12,13677795,8347576,4196143,12122192,1116614,2066509
(주)대명소노시즌,7720,Dec-13,170576588,10682225,5703299,15476512,1243725,3195041
(주)대명소노시즌,7720,Dec-14,179185015,29149503,6385117,24378893,2434463,4045946
(주)대명소노시즌,7720,Dec-15,205477211,24999037,6248126,118797923,24364310,6248126
(주)대명소노시즌,7720,Dec-16,217451478,28879605,6067905,206149572,27941286,6067905
(주)대명소노시즌,7720,Dec-17,235523369,20615135,13218759,219151391,25104736,6042651
(주)대명소노시즌,7720,Dec-18,280961738,19356181,55493771,214323503,28152765,7454686
(주)대명소노시즌,7720,Dec-19,218566639,25177915,13043326,218566639,25177913,13043326
(주)대성미생물연구소,36480,Dec-11,,,,17148022,4245873,4718796
(주)대성미생물연구소,36480,Dec-12,,,,16332474,3532647,4524691
(주)대성미생물연구소,36480,Dec-13,,,,21633306,3980253,6352258
(주)대성미생물연구소,36480,Dec-14,,,,25297656,3442646,5838699
(주)대성미생물연구소,36480,Dec-15,,,,31025903,3259761,5543312
(주)대성미생물연구소,36480,Dec-16,,,,30801319,4068413,6465095
(주)대성미생물연구소,36480,Dec-17,,,,24043374,2935786,6786335
(주)대성미생물연구소,36480,Dec-18,,,,25097138,3818578,7928584
(주)대성미생물연구소,36480,Dec-19,,,,25133940,2874951,9265922
(주)대성엘텍,25440,Dec-11,254383050,20512007,24597143,239501268,23417973,19851533
(주)대성엘텍,25440,Dec-12,265749156,26148268,22479079,249582562,22760443,20093316
(주)대성엘텍,25440,Dec-13,318663155,20934009,18455997,309012177,19848249,17417675
(주)대성엘텍,25440,Dec-14,392611689,20521415,19948930,387258043,19177212,19324859
(주)대성엘텍,25440,Dec-15,355223578,25122903,23842987,346123894,20810889,22486301
(주)대성엘텍,25440,Dec-16,366692739,29644629,20422092,352277390,23852420,18822167
(주)대성엘텍,25440,Dec-17,350575739,24276617,20025770,344500547,20937821,17955160
(주)대성엘텍,25440,Dec-18,348076304,23462809,21707056,338326754,19068815,19791628
(주)대성엘텍,25440,Dec-19,377405556,18900169,23482420,364131618,14089726,22094859
(주)대성파인텍,104040,Dec-11,32471054,10034581,4819503,31169768,9811097,4523140
(주)대성파인텍,104040,Dec-12,35070320,11857231,4045292,33684708,11265360,3814195
(주)대성파인텍,104040,Dec-13,35560822,11622610,4006582,33645038,11226443,3747283
(주)대성파인텍,104040,Dec-14,38872598,11941168,6472544,37798289,11746331,6300815
(주)대성파인텍,104040,Dec-15,44267460,13827004,6574255,43155230,13568796,6499434
(주)대성파인텍,104040,Dec-16,47677369,13643793,5371795,46924145,13549984,5272194
(주)대성파인텍,104040,Dec-17,43233993,12486209,6465813,42539088,12405880,6293455
(주)대성파인텍,104040,Dec-18,38587676,10211158,7596917,38587676,10075846,7595362
(주)대성파인텍,104040,Dec-19,37466323,9939755,6108855,37497863,9936434,6108855
(주)대양금속,9190,Dec-11,146313431,36480387,50721972,146017854,47236188,39579353
(주)대양금속,9190,Dec-12,105129341,20556063,21695214,99832132,26563356,19449778
(주)대양금속,9190,Dec-13,113651899,25261497,26273253,112821866,31201316,24909926
(주)대양금속,9190,Dec-14,122339495,32457640,28441865,122086010,32457640,28441865
(주)대양금속,9190,Dec-15,,,,121554021,30715623,25792895
(주)대양금속,9190,Dec-16,,,,146247517,29353956,31523322
(주)대양금속,9190,Dec-17,,,,172877205,23554224,30324450
(주)대양금속,9190,Dec-18,,,,165044206,22548639,30545368
(주)대양금속,9190,Dec-19,,,,151597696,26510325,25859768
(주)대우건설,47040,Dec-11,7019591544,2901972000,1015596691,7031863672,2906205000,712517302
(주)대우건설,47040,Dec-12,8223432761,2999336000,1426787098,8180269589,3042949959,1076150234
(주)대우건설,47040,Dec-13,8782195639,3595024000,1482591920,8417075007,3587764000,1378187443
(주)대우건설,47040,Dec-14,9995022699,3700562000,1231598012,9853092238,3699653000,1196872398
(주)대우건설,47040,Dec-15,9935734306,3333387063,1285202439,9877475175,3322746466,1278836227
(주)대우건설,47040,Dec-16,11105930098,1926375244,1239324359,10964615696,1914727951,864008024
(주)대우건설,47040,Dec-17,11766840488,1762304790,726524150,11332055896,1732174930,469328674
(주)대우건설,47040,Dec-18,10605493845,1525402362,874498721,10204674621,1487345785,660302983
(주)대우건설,47040,Dec-19,8651852221,1716578032,872887456,8091938554,1571589541,729435187
(주)대웅,3090,Dec-11,294259306,57893683,35983025,45481287,6140296,0
(주)대웅,3090,Dec-12,320770921,48456996,46834601,44303202,461734,0
(주)대웅,3090,Dec-13,843315008,112023665,153553985,43620683,2685240,0
(주)대웅,3090,Dec-14,893952807,122116425,158209856,46086581,2798342,0
(주)대웅,3090,Dec-15,996816140,149333007,184472537,50147920,5237002,316207
(주)대웅,3090,Dec-16,1014965932,172940423,221444119,49222029,2157463,38722
(주)대웅,3090,Dec-17,1123956914,175261696,249049365,54733877,5581423,0
(주)대웅,3090,Dec-18,1231290089,188958032,287047795,47887031,12813160,0
(주)대웅,3090,Dec-19,1365679369,202269294,249942352,49225217,13456251,0
(주)대웅제약,69620,Dec-11,710547146,92759350,84718666,706643347,92521490,84703609
(주)대웅제약,69620,Dec-12,669013833,79753164,85563449,664648217,79537297,85525216
(주)대웅제약,69620,Dec-13,682508016,86306954,115144354,674867033,85451894,114669914
(주)대웅제약,69620,Dec-14,735889424,98780764,111864089,727222610,95768577,111139565
(주)대웅제약,69620,Dec-15,839686478,140076839,144507851,800517043,116182121,122636448
(주)대웅제약,69620,Dec-16,883920425,167240239,162746111,794009801,146009005,140581639
(주)대웅제약,69620,Dec-17,960307423,167366266,187015618,866755277,151302780,162303595
(주)대웅제약,69620,Dec-18,1031427426,176061264,189035192,943522107,172516253,154709226
(주)대웅제약,69620,Dec-19,1113425921,183521850,177609256,1005179736,175458715,146053183
(주)대원,7680,Dec-17,289919901,2751489,109699336,260757969,1260057,86781748
(주)대원,7680,Dec-18,333043729,1097512,58043974,319582129,950939,51270551
(주)대원,7680,Dec-19,248600434,6069164,25704955,153482069,1608186,19200005
(주)대유,290380,Dec-18,,,,28744630,2001861,7548265
(주)대유,290380,Dec-19,,,,29676591,1972425,7509874
(주)대유에이텍,2880,Dec-11,469492403,79998587,9696065,402876552,66602945,5118344
(주)대유에이텍,2880,Dec-12,505514624,63393615,7553662,415218564,52115064,3173684
(주)대유에이텍,2880,Dec-13,555167096,98622857,6976263,477929276,90747410,4188376
(주)대유에이텍,2880,Dec-14,737452073,172964542,62040017,563652493,97797100,4924882
(주)대유에이텍,2880,Dec-15,1010565226,147944075,65473187,439531682,34615114,879793
(주)대유에이텍,2880,Dec-16,1020081834,172823819,93148504,346859744,42568932,796909
(주)대유에이텍,2880,Dec-17,1067821414,158042767,107479260,375357145,42221252,1719303
(주)대유에이텍,2880,Dec-18,1110212702,116190489,110823980,386822181,47387603,1599445
(주)대유에이텍,2880,Dec-19,1284997078,236679508,113581495,375730576,49189819,1303887
(주)대유에이피,290120,Dec-18,,,,193955817,10901269,9725464
(주)대유에이피,290120,Dec-19,157452770,25622807,12821977,155621706,20950740,10406724
(주)대유플러스,300,Dec-11,334908921,72739808,21393069,269816158,63041570,16397378
(주)대유플러스,300,Dec-12,379402054,62974770,23978790,301224599,54821326,19185837
(주)대유플러스,300,Dec-13,423640919,55134199,24436032,330007627,44727333,18255800
(주)대유플러스,300,Dec-14,501739482,59716204,41490480,336624995,22811090,6839822
(주)대유플러스,300,Dec-15,495781661,39723538,30404044,182014611,17816356,9346153
(주)대유플러스,300,Dec-16,434112971,33266268,33602231,177513413,5834722,3526175
(주)대유플러스,300,Dec-17,457742056,33133816,34359496,42149556,8604919,2679627
(주)대유플러스,300,Dec-18,503410184,40689483,36095925,68748620,15866992,5966376
(주)대유플러스,300,Dec-19,457263303,58011627,36939327,111432198,23640664,4152274
(주)대창,12800,Dec-11,868579999,137875027,158383113,847602152,129715895,151909998
(주)대창,12800,Dec-12,781254333,137139981,140598209,760552549,134100651,133755691
(주)대창,12800,Dec-13,754870184,210331346,205130040,731584711,138630056,138347022
(주)대창,12800,Dec-14,1323691567,191985562,234201429,759271054,133612758,166721119
(주)대창,12800,Dec-15,1016663483,148163360,108061372,590375055,117146259,69976971
(주)대창,12800,Dec-16,817684058,144123645,146936143,371558721,70562768,85114488
(주)대창,12800,Dec-17,983291022,156502387,150260946,442632337,90594855,94388842
(주)대창,12800,Dec-18,951257321,142144587,153990626,453110792,86959057,94866865
(주)대창,12800,Dec-19,898987909,123146373,178813532,409974330,76300841,93871421
(주)대창솔루션,96350,Dec-11,,,,78897094,11071336,13403564
(주)대창솔루션,96350,Dec-12,68934325,16041902,14121853,68934325,8143728,9455575
(주)대창솔루션,96350,Dec-13,95233300,16737104,19025547,48428623,12416373,11844357
(주)대창솔루션,96350,Dec-14,82650798,13472828,15954891,62840334,11092740,10031560
(주)대창솔루션,96350,Dec-15,59676898,14190314,16110340,43696474,8494936,10781055
(주)대창솔루션,96350,Dec-16,49327918,12864739,14071423,36520316,10351596,9870451
(주)대창솔루션,96350,Dec-17,42774854,8913093,14127332,30923027,5016315,10193157
(주)대창솔루션,96350,Dec-18,51667981,13844849,14386725,32180980,9008675,10638530
(주)대창솔루션,96350,Dec-19,65192868,18888583,19817017,48365618,13753357,10582421
(주)대창스틸,140520,Dec-14,266081393,49131784,38321535,266081393,49131784,38321535
(주)대창스틸,140520,Dec-15,260110989,69657962,52121195,229985716,50922414,41810338
(주)대창스틸,140520,Dec-16,302662749,82509747,45715695,239314048,58435523,31163137
(주)대창스틸,140520,Dec-17,318055221,79922455,62748888,244793248,58090469,38739460
(주)대창스틸,140520,Dec-18,228396166,62109386,35389804,228369357,53627406,27840086
(주)대창스틸,140520,Dec-19,197636280,53919298,32050934,197667730,47247654,29994696
(주)대한과학,131220,Dec-11,,,,34442607,5176102,8779325
(주)대한과학,131220,Dec-12,39173115,4784144,10931290,39571766,5466587,10316090
(주)대한과학,131220,Dec-13,39656586,6251953,13979702,38687652,6269552,12492586
(주)대한과학,131220,Dec-14,39051055,8350980,12326106,36555998,8844994,10527497
(주)대한과학,131220,Dec-15,41604516,8048183,13833254,37487327,8705818,11661278
(주)대한과학,131220,Dec-16,46070953,7120382,14058817,38812724,6278868,11282676
(주)대한과학,131220,Dec-17,41364830,5825761,13815930,31663846,4783800,11098467
(주)대한과학,131220,Dec-18,47055603,5302597,13901452,33984809,4024510,10877779
(주)대한과학,131220,Dec-19,55165316,5085946,15350369,38676690,4323389,12028347
(주)대한항공,3490,Dec-11,12269083442,952249362,435348280,11805281564,906680228,421868718
(주)대한항공,3490,Dec-12,12719636524,847066445,493644459,12263866637,812325471,481642184
(주)대한항공,3490,Dec-13,11848707841,791440635,464301625,11712354062,763734696,452041734
(주)대한항공,3490,Dec-14,11909748648,612878055,430179896,11680398140,589498387,416668674
(주)대한항공,3490,Dec-15,11544831301,576440578,490647755,11308423373,545991240,475678504
(주)대한항공,3490,Dec-16,11731852589,613364885,564705037,11502876673,590594260,549282836
(주)대한항공,3490,Dec-17,12092211498,642822513,682687132,11802818528,608862485,665810695
(주)대한항공,3490,Dec-18,13011645224,706008980,1030115721,12646864991,673097697,1014136903
(주)대한항공,3490,Dec-19,12683407265,702890442,712925078,12291667990,669863715,699660681
(주)대현,16090,Dec-11,,,,196209581,20398358,41645563
(주)대현,16090,Dec-12,,,,216891532,24355843,52254971
(주)대현,16090,Dec-13,,,,245290977,25974110,65792035
(주)대현,16090,Dec-14,,,,245403416,24857784,76696076
(주)대현,16090,Dec-15,,,,259571056,25858215,78605627
(주)대현,16090,Dec-16,,,,280173383,26198513,78519963
(주)대현,16090,Dec-17,,,,283694373,32071442,80053924
(주)대현,16090,Dec-18,,,,286316282,27469552,91970945
(주)대현,16090,Dec-19,,,,299583978,27895852,96321615
(주)대호에이엘,69460,Dec-11,179347681,33126358,37847929,172103915,18009202,26229992
(주)대호에이엘,69460,Dec-12,151031967,25946305,43124502,134927509,15120837,24105873
(주)대호에이엘,69460,Dec-13,139063658,18990714,36113869,125380109,14470744,18317939
(주)대호에이엘,69460,Dec-14,,,,131723452,12162310,18969991
(주)대호에이엘,69460,Dec-15,,,,121584665,11709858,15796206
(주)대호에이엘,69460,Dec-16,,,,117646225,13147747,15485012
(주)대호에이엘,69460,Dec-17,,,,126319691,13258189,16382409
(주)대호에이엘,69460,Dec-18,,,,132411332,14653563,17222150
(주)대호에이엘,69460,Dec-19,,,,117536747,11700790,16081213
(주)대호특수강,21040,Dec-11,,,,213832202,47490812,28846026
(주)대호특수강,21040,Dec-12,,,,220378054,93622085,44190520
(주)대호특수강,21040,Dec-13,,,,314033771,80359868,46304407
(주)대호특수강,21040,Dec-14,,,,222066124,53900627,41441667
(주)대호특수강,21040,Dec-15,,,,200872222,50231222,27774860
(주)대호특수강,21040,Dec-16,,,,185678388,50438066,22727851
(주)대호특수강,21040,Dec-17,,,,205306467,51702806,28900545
(주)대호특수강,21040,Dec-18,,,,209863691,55240649,31441828
(주)대호특수강,21040,Dec-19,,,,204179606,48734390,27893701
(주)더 미동,161570,Dec-13,41879645,3445740,1019845,41879645,3445740,1019845
(주)더 미동,161570,Dec-14,36758112,3775555,1017986,36757876,3775555,996245
(주)더 미동,161570,Dec-15,40713758,3058596,1548479,40703286,3052541,1548479
(주)더 미동,161570,Dec-16,28872693,3414445,1067169,28872693,3414445,1067169
(주)더 미동,161570,Dec-17,28157406,3348627,306480,28132442,3326125,293151
(주)더 미동,161570,Dec-18,19602894,2567506,472882,19560828,2546632,455063
(주)더 미동,161570,Dec-19,24883150,3869354,1704129,24559154,2984114,835077
(주)더블유게임즈,192080,Dec-19,513847375,41309465,0,200271921,21475301,0
(주)더블유아이,73570,Dec-11,52297039,5946296,11494951,52230213,5892636,11494951
(주)더블유아이,73570,Dec-12,21961327,4737826,5733211,21961327,4737826,5733211
(주)더블유아이,73570,Dec-13,95416105,170001,5830216,16547458,4304634,3090924
(주)더블유아이,73570,Dec-14,,,,118448729,3021530,4726477
(주)더블유아이,73570,Dec-15,,,,15165610,1916830,200492
(주)더블유아이,73570,Dec-16,4764944,1561597,28811,4764944,1537374,28811
(주)더블유아이,73570,Dec-17,12072601,1445498,0,10064001,1403657,0
(주)더블유아이,73570,Dec-18,19277934,24905281,6979442,4081422,1782997,0
(주)더블유아이,73570,Dec-19,,,,24052132,3145141,4506631
(주)더블유에스아이,299170,Dec-18,,,,,,
(주)더블유에스아이,299170,Dec-19,,,,,,
(주)더존비즈온,12510,Dec-11,115664742,34381275,2722477,112382349,33155120,2513147
(주)더존비즈온,12510,Dec-12,124921239,41454643,2584080,122977105,40316756,2449896
(주)더존비즈온,12510,Dec-13,129601816,42615419,2030884,128116096,41685784,1900709
(주)더존비즈온,12510,Dec-14,136381212,43390235,1499222,130792452,42361405,1324226
(주)더존비즈온,12510,Dec-15,157733506,42320295,777398,153480924,41226474,599834
(주)더존비즈온,12510,Dec-16,176766996,35100631,1312350,173040399,34399194,1128693
(주)더존비즈온,12510,Dec-17,205605875,39089080,1101962,201743071,38218833,868769
(주)더존비즈온,12510,Dec-18,226933182,43353576,1560030,223090877,42708711,1374398
(주)더존비즈온,12510,Dec-19,262663608,53936511,1490737,259291800,52478406,1307382
(주)덕산테코피아,317330,Dec-19,,,,61838936,6235131,13021789
(주)덕성,4830,Dec-11,90994471,23585568,16712000,80029454,21794819,13358885
(주)덕성,4830,Dec-12,91531135,23329868,17238720,79107828,22555229,13839932
(주)덕성,4830,Dec-13,97418617,23781311,19227666,90283423,24117608,15788062
(주)덕성,4830,Dec-14,82288347,21422158,18493797,77305403,22523075,14606157
(주)덕성,4830,Dec-15,76938066,20585580,17987481,71463183,21794668,14169361
(주)덕성,4830,Dec-16,103808604,25260035,18345945,98630563,26854828,15861167
(주)덕성,4830,Dec-17,100706194,20041740,16268592,96190439,21176092,14192789
(주)덕성,4830,Dec-18,83746049,19776624,15791623,79922736,21188603,13495378
(주)덕성,4830,Dec-19,86726847,22133822,16370239,83276447,24821741,12459042
(주)덕신하우징,90410,Dec-14,,,,90645621,33375800,10410983
(주)덕신하우징,90410,Dec-15,104896222,34511313,13492408,107493319,34511313,11177180
(주)덕신하우징,90410,Dec-16,121634452,37115855,17834826,120269693,38294741,15646575
(주)덕신하우징,90410,Dec-17,125887825,35515907,15667772,122876930,33926788,13306664
(주)덕신하우징,90410,Dec-18,135363460,28082035,15813689,131099317,27254212,14389475
(주)덕신하우징,90410,Dec-19,149006750,26281412,18327355,145648501,25444078,16101860
(주)데이타솔루션,263800,Dec-17,,,,90041947,18954758,11394592
(주)데이타솔루션,263800,Dec-18,,,,98116700,22048472,4135452
(주)데이타솔루션,263800,Dec-19,,,,101169469,18767508,8186215
(주)덱스터스튜디오,206560,Dec-15,26054827,13871213,0,26054827,13871213,0
(주)덱스터스튜디오,206560,Dec-16,31776984,18352660,0,31776984,18352660,0
(주)덱스터스튜디오,206560,Dec-17,25334023,21137485,0,24984428,21105460,0
(주)덱스터스튜디오,206560,Dec-18,39216741,19451048,0,35739469,16571057,0
(주)덱스터스튜디오,206560,Dec-19,55482725,17198081,0,38294449,17164381,0
