회사명,거래소코드,회계년도,당기유동자산(IFRS연결),전기유동자산(IFRS연결),당기유동자산(IFRS개별),전기유동자산(IFRS개별)
(주)다우데이타,32190,Dec-15,6035354225,6356938856,67495847,67495847
(주)다우데이타,32190,Dec-16,8567896129,8567896129,94459295,94459295
(주)다우데이타,32190,Dec-17,11662364360,11662364360,109219370,109219370
(주)다우데이타,32190,Dec-18,16516151448,16516151448,115473913,115473913
(주)다우데이타,32190,Dec-19,20827759951,20827759951,163890877,163890877
(주)다원시스,68240,Dec-11,,,55599988,55599988
(주)다원시스,68240,Dec-12,,,50248118,50248118
(주)다원시스,68240,Dec-13,,47610969,47610969,47610969
(주)다원시스,68240,Dec-14,66526993,66526993,64510428,64510428
(주)다원시스,68240,Dec-15,119676636,119676636,111303197,111303197
(주)다원시스,68240,Dec-16,138007245,138007245,131123733,131123733
(주)다원시스,68240,Dec-17,171454969,171454969,145060801,145060801
(주)다원시스,68240,Dec-18,161975107,161975107,139568034,139568034
(주)다원시스,68240,Dec-19,278485649,278485649,265245328,265245328
(주)다이나믹디자인,145210,Dec-15,124409449,113474579,75933238,71004149
(주)다이나믹디자인,145210,Dec-16,104529571,104529571,59940686,59940686
(주)다이나믹디자인,145210,Dec-17,83518526,83518526,38673301,38673301
(주)다이나믹디자인,145210,Dec-18,69957621,69957621,49974008,49974008
(주)다이나믹디자인,145210,Dec-19,49704615,52224212,33397349,33397349
(주)대교,19680,Dec-11,334482423,334482423,336609125,336609125
(주)대교,19680,Dec-12,302160745,302160745,288015682,288015682
(주)대교,19680,Dec-13,287913027,287913027,275420338,275420338
(주)대교,19680,Dec-14,327609796,327609796,314814104,314814104
(주)대교,19680,Dec-15,328732630,328732630,303126570,303126570
(주)대교,19680,Dec-16,347092489,347092488,320582138,320582138
(주)대교,19680,Dec-17,322221048,322221048,300034319,300034319
(주)대교,19680,Dec-18,285206044,285206044,258243614,258243614
(주)대교,19680,Dec-19,272626342,272626342,237308862,237308862
(주)대구백화점,6370,Mar-11,,,122331698,122331698
(주)대구백화점,6370,Mar-12,,,111200697,111200697
(주)대구백화점,6370,Mar-13,,127961533,112269213,112269213
(주)대구백화점,6370,Mar-14,90634065,90634064,75679013,75679013
(주)대구백화점,6370,Mar-15,98838603,98838603,76110697,76110697
(주)대구백화점,6370,Mar-16,63873840,63873840,68557625,68557625
(주)대구백화점,6370,Mar-17,46192961,117827750,38678980,38678980
(주)대구백화점,6370,Dec-18,134656148,134656149,67439683,67439683
(주)대구백화점,6370,Dec-19,182621090,182621090,53259344,53259344
(주)대덕,8060,Dec-11,203407324,203407324,198549019,198549019
(주)대덕,8060,Dec-12,254983157,,254034788,254034788
(주)대덕,8060,Dec-13,258507265,,252369035,258507265
(주)대덕,8060,Dec-14,,,223062349,223062349
(주)대덕,8060,Dec-15,,,288629975,288629975
(주)대덕,8060,Dec-16,,,267321711,267321711
(주)대덕,8060,Dec-17,,310297511,310297511,310297511
(주)대덕,8060,Dec-18,530989699,530989699,505238316,505238316
(주)대덕,8060,Dec-19,522502285,522502285,506824007,506824007
(주)대동,490,Dec-11,268999627,268999627,214018268,214018268
(주)대동,490,Dec-12,249478629,,195798090,195798090
(주)대동,490,Dec-13,279793075,279793075,236470226,236470226
(주)대동,490,Dec-14,399810299,399810299,349800588,349800588
(주)대동,490,Dec-15,382867967,382867967,327234582,327234582
(주)대동,490,Dec-16,371961411,371961411,296059528,296059528
(주)대동,490,Dec-17,438071892,438071892,316818473,316818473
(주)대동,490,Dec-18,447800610,447800610,286229881,286229881
(주)대동,490,Dec-19,463844520,473665213,292696402,302517095
(주)대동스틸,48470,Dec-11,,,77605654,77605654
(주)대동스틸,48470,Dec-12,,,68821009,68821009
(주)대동스틸,48470,Dec-13,,,51562849,51562849
(주)대동스틸,48470,Dec-14,,,63314541,63314541
(주)대동스틸,48470,Dec-15,,,35932237,35932237
(주)대동스틸,48470,Dec-16,,,37749518,37749518
(주)대동스틸,48470,Dec-17,,,54574376,54574376
(주)대동스틸,48470,Dec-18,,,53040330,53040330
(주)대동스틸,48470,Dec-19,,,58141483,58141483
(주)대륙제관,4780,Dec-11,,,71220267,71220267
(주)대륙제관,4780,Dec-12,,,75058815,75058815
(주)대륙제관,4780,Dec-13,,,81086686,81086686
(주)대륙제관,4780,Dec-14,,,81494604,81494604
(주)대륙제관,4780,Dec-15,,,81484835,81484835
(주)대륙제관,4780,Dec-16,,,86369477,86369477
(주)대륙제관,4780,Dec-17,,,88539083,88539083
(주)대륙제관,4780,Dec-18,,,83992682,83992682
(주)대륙제관,4780,Dec-19,,,90444421,90444421
(주)대림제지,17650,Dec-11,,,24839208,24839208
(주)대림제지,17650,Dec-12,,,21159935,21159935
(주)대림제지,17650,Dec-13,,,25583301,25583301
(주)대림제지,17650,Dec-14,,,28094369,28094369
(주)대림제지,17650,Dec-15,,,21217097,21217097
(주)대림제지,17650,Dec-16,,26234270,26234270,26234270
(주)대림제지,17650,Dec-17,48727251,48727251,34920992,34920992
(주)대림제지,17650,Dec-18,41505840,,28732342,41505840
(주)대림제지,17650,Dec-19,,,43018257,43018257
(주)대명소노시즌,7720,Dec-11,68836935,68836935,62545115,62545115
(주)대명소노시즌,7720,Dec-12,61201344,61201344,35626953,35626953
(주)대명소노시즌,7720,Dec-13,64642131,64642131,41283437,41283437
(주)대명소노시즌,7720,Dec-14,75052892,75052892,35212963,35212963
(주)대명소노시즌,7720,Dec-15,69429286,69429286,63400645,63626036
(주)대명소노시즌,7720,Dec-16,112356978,112356978,114266202,114266202
(주)대명소노시즌,7720,Dec-17,76642294,76642294,79063476,79063476
(주)대명소노시즌,7720,Dec-18,135220870,135220870,76051197,76051197
(주)대명소노시즌,7720,Dec-19,202786264,202786264,201009269,201009269
(주)대성미생물연구소,36480,Dec-11,,,10912916,10912916
(주)대성미생물연구소,36480,Dec-12,,,10593339,10593339
(주)대성미생물연구소,36480,Dec-13,,,12720154,12720154
(주)대성미생물연구소,36480,Dec-14,,,11816705,11816705
(주)대성미생물연구소,36480,Dec-15,,,16970128,16970128
(주)대성미생물연구소,36480,Dec-16,,,20572568,20572568
(주)대성미생물연구소,36480,Dec-17,,,19170204,19170204
(주)대성미생물연구소,36480,Dec-18,,,22999723,22999723
(주)대성미생물연구소,36480,Dec-19,,,25039055,25039055
(주)대성엘텍,25440,Dec-11,57511562,57511562,54505417,54505417
(주)대성엘텍,25440,Dec-12,60789760,60789760,53345791,53345791
(주)대성엘텍,25440,Dec-13,47579614,47579614,41603333,41603333
(주)대성엘텍,25440,Dec-14,49314888,49314888,45633755,45633755
(주)대성엘텍,25440,Dec-15,58471369,58471369,49893521,49893521
(주)대성엘텍,25440,Dec-16,58837175,58837175,49729661,49729661
(주)대성엘텍,25440,Dec-17,53488222,53488222,46016370,46016370
(주)대성엘텍,25440,Dec-18,54378498,54378498,46320064,46320064
(주)대성엘텍,25440,Dec-19,51775485,51775485,43489466,43489466
(주)대성파인텍,104040,Dec-11,23671328,23671328,22733466,22733466
(주)대성파인텍,104040,Dec-12,22721278,22721278,21454971,21454971
(주)대성파인텍,104040,Dec-13,25655888,25655888,24652577,24652577
(주)대성파인텍,104040,Dec-14,27318353,27318353,26524805,26524805
(주)대성파인텍,104040,Dec-15,33838489,33838489,33103011,33103011
(주)대성파인텍,104040,Dec-16,35281499,35281499,34737254,34737254
(주)대성파인텍,104040,Dec-17,32299976,32299976,31763572,31763572
(주)대성파인텍,104040,Dec-18,30523251,30523251,28604279,28604279
(주)대성파인텍,104040,Dec-19,27067418,,24430897,27067418
(주)대양금속,9190,Dec-11,123223961,123223961,122142783,122142783
(주)대양금속,9190,Dec-12,47723358,47723358,47050582,47050582
(주)대양금속,9190,Dec-13,52033175,52033175,52313991,52313991
(주)대양금속,9190,Dec-14,57691316,,57691316,57691316
(주)대양금속,9190,Dec-15,,,56724298,56724298
(주)대양금속,9190,Dec-16,,,63020118,63020118
(주)대양금속,9190,Dec-17,,,62185067,62185067
(주)대양금속,9190,Dec-18,,,60642377,60642377
(주)대양금속,9190,Dec-19,,,60869435,60869435
(주)대우건설,47040,Dec-11,6196612419,6196612419,5812856082,5812856082
(주)대우건설,47040,Dec-12,6716706251,6716706251,6316473450,6316473450
(주)대우건설,47040,Dec-13,6948839134,6948839134,6702262896,6702262896
(주)대우건설,47040,Dec-14,6987915457,6987915457,6834994700,6834994700
(주)대우건설,47040,Dec-15,6699865961,6600403194,6461371423,6361908656
(주)대우건설,47040,Dec-16,6359001278,6359001278,5849181724,5849181724
(주)대우건설,47040,Dec-17,5277152166,5277152166,4792722915,4792722915
(주)대우건설,47040,Dec-18,5197370791,5197370791,4649787263,4649787263
(주)대우건설,47040,Dec-19,6049393166,6049393166,5354031501,5354031501
(주)대웅,3090,Dec-11,137926183,137926183,18755379,18755379
(주)대웅,3090,Dec-12,152868421,355129672,26959954,26959954
(주)대웅,3090,Dec-13,441055082,441055082,29612561,29612561
(주)대웅,3090,Dec-14,542391886,542391886,33124762,33124762
(주)대웅,3090,Dec-15,614675093,614675093,81542445,81542445
(주)대웅,3090,Dec-16,698865247,698865247,83522681,83522681
(주)대웅,3090,Dec-17,718641666,718641666,80675567,80675567
(주)대웅,3090,Dec-18,734218258,734218258,72701438,72701438
(주)대웅,3090,Dec-19,757808687,757808687,59008281,59008281
(주)대웅제약,69620,Dec-11,242715243,242715243,242347091,242347091
(주)대웅제약,69620,Dec-12,229792189,229792189,229338374,229338374
(주)대웅제약,69620,Dec-13,312119712,312119712,303347407,303347407
(주)대웅제약,69620,Dec-14,403786940,403786940,358335187,358335187
(주)대웅제약,69620,Dec-15,453104621,453104621,341732277,341732277
(주)대웅제약,69620,Dec-16,507458546,507458546,403022675,403022675
(주)대웅제약,69620,Dec-17,518131858,518131858,367970424,367970424
(주)대웅제약,69620,Dec-18,515665941,515665941,382914743,382914743
(주)대웅제약,69620,Dec-19,526256347,526256347,383673677,383673677
(주)대원,7680,Dec-17,329975834,329975834,274398983,274398983
(주)대원,7680,Dec-18,346250386,346250386,302003737,302003737
(주)대원,7680,Dec-19,344790957,344790957,259629677,259629677
(주)대유,290380,Dec-18,,,54146223,54146223
(주)대유,290380,Dec-19,,,54843232,54843232
(주)대유에이텍,2880,Dec-11,111492254,111492254,82942315,82942315
(주)대유에이텍,2880,Dec-12,127401252,,98119929,98119929
(주)대유에이텍,2880,Dec-13,169241113,169241113,149448036,149448036
(주)대유에이텍,2880,Dec-14,297578190,297578190,140643113,140643113
(주)대유에이텍,2880,Dec-15,260794758,260794758,63818311,63818311
(주)대유에이텍,2880,Dec-16,332502875,332502875,84079627,84079627
(주)대유에이텍,2880,Dec-17,336021538,349624986,84536097,84536097
(주)대유에이텍,2880,Dec-18,382195671,382195673,132767033,132767033
(주)대유에이텍,2880,Dec-19,533483122,533483122,124339961,124339961
(주)대유에이피,290120,Dec-18,,38475208,38475208,38475208
(주)대유에이피,290120,Dec-19,70801445,70801445,58697125,58697125
(주)대유플러스,300,Dec-11,144700001,144700002,93079423,93079423
(주)대유플러스,300,Dec-12,177030132,,84042790,84042790
(주)대유플러스,300,Dec-13,204272950,204272950,74528544,74528544
(주)대유플러스,300,Dec-14,220800473,220800471,32324598,32324598
(주)대유플러스,300,Dec-15,195828780,171498049,30477274,30477274
(주)대유플러스,300,Dec-16,188783204,188783204,10039466,10039466
(주)대유플러스,300,Dec-17,188361089,392297949,19844616,19844616
(주)대유플러스,300,Dec-18,404871077,245491515,37867166,37867166
(주)대유플러스,300,Dec-19,847930595,848629768,62746435,64318679
(주)대창,12800,Dec-11,303944313,303944313,288752781,288752781
(주)대창,12800,Dec-12,287887173,287887173,276840169,276840169
(주)대창,12800,Dec-13,435261278,435261278,288675527,288675527
(주)대창,12800,Dec-14,436322528,436322528,308009005,308009005
(주)대창,12800,Dec-15,311615347,311615347,241884191,241884191
(주)대창,12800,Dec-16,329350397,329350397,169263882,169263882
(주)대창,12800,Dec-17,323610263,323610263,190896850,190896850
(주)대창,12800,Dec-18,308184125,308184125,181961214,181961214
(주)대창,12800,Dec-19,323631936,323631936,173029313,173029313
(주)대창솔루션,96350,Dec-11,,33514806,33514806,33514806
(주)대창솔루션,96350,Dec-12,41652043,41652043,27162182,27162182
(주)대창솔루션,96350,Dec-13,51558498,51558498,41513022,41513022
(주)대창솔루션,96350,Dec-14,43981627,43981627,37709076,37709076
(주)대창솔루션,96350,Dec-15,36858357,36858357,28040976,28040976
(주)대창솔루션,96350,Dec-16,29894089,29894089,23890220,23890220
(주)대창솔루션,96350,Dec-17,23956045,23956045,18238422,18238422
(주)대창솔루션,96350,Dec-18,41849541,41849541,36283819,36283819
(주)대창솔루션,96350,Dec-19,51071292,51071292,39800044,39800044
(주)대창스틸,140520,Dec-14,89443754,89443754,88503896,88503896
(주)대창스틸,140520,Dec-15,121033969,121033969,92724802,92724802
(주)대창스틸,140520,Dec-16,125071680,125071680,89838103,89838103
(주)대창스틸,140520,Dec-17,138906884,138906884,99152850,99152850
(주)대창스틸,140520,Dec-18,119188316,119188316,91798392,91798392
(주)대창스틸,140520,Dec-19,83042828,83042828,79670715,79670715
(주)대한과학,131220,Dec-11,,16325558,16325558,16325558
(주)대한과학,131220,Dec-12,16855764,16855764,16423836,16423836
(주)대한과학,131220,Dec-13,21745008,21745008,19732344,19732344
(주)대한과학,131220,Dec-14,25604070,25604070,23108116,23108116
(주)대한과학,131220,Dec-15,24918625,24918625,21332820,21332820
(주)대한과학,131220,Dec-16,26232649,26232649,20599433,20599433
(주)대한과학,131220,Dec-17,23232325,23232325,16897459,16897459
(주)대한과학,131220,Dec-18,25053652,25053652,16834505,16834505
(주)대한과학,131220,Dec-19,27992198,27992198,18460616,18460616
(주)대한항공,3490,Dec-11,3350150741,3350150741,3022470267,3022470267
(주)대한항공,3490,Dec-12,3365122645,3365122645,2973522132,2973522132
(주)대한항공,3490,Dec-13,3139832416,3139832416,2925306869,2925306869
(주)대한항공,3490,Dec-14,4948040063,4948040063,2392891900,2392891900
(주)대한항공,3490,Dec-15,3289127053,3289127053,2873562673,2873562673
(주)대한항공,3490,Dec-16,3327988658,3327988658,2875641524,2875641524
(주)대한항공,3490,Dec-17,3582302550,3582302550,3219950683,3219950683
(주)대한항공,3490,Dec-18,3861945756,3750035907,3559769085,3447859237
(주)대한항공,3490,Dec-19,3574701574,3574701574,3303525817,3303525817
(주)대현,16090,Dec-11,,,67481323,67481323
(주)대현,16090,Dec-12,,,81236649,81236649
(주)대현,16090,Dec-13,,,96600142,96600142
(주)대현,16090,Dec-14,,,106571082,106571082
(주)대현,16090,Dec-15,,,108912283,108912283
(주)대현,16090,Dec-16,,,161230329,161230329
(주)대현,16090,Dec-17,,,156409576,156409576
(주)대현,16090,Dec-18,,,170092162,170092162
(주)대현,16090,Dec-19,,,157856383,157856383
(주)대호에이엘,69460,Dec-11,77624382,77624382,47360955,47360955
(주)대호에이엘,69460,Dec-12,84227228,84227228,49586485,49586485
(주)대호에이엘,69460,Dec-13,72208582,,38515102,72208582
(주)대호에이엘,69460,Dec-14,,,77323447,77323447
(주)대호에이엘,69460,Dec-15,,,58488369,58488370
(주)대호에이엘,69460,Dec-16,,,36795443,36795443
(주)대호에이엘,69460,Dec-17,,,40010261,40010261
(주)대호에이엘,69460,Dec-18,,,41620244,41620244
(주)대호에이엘,69460,Dec-19,,,35035781,35035781
(주)대호특수강,21040,Dec-11,,,87467966,87467966
(주)대호특수강,21040,Dec-12,,,141948688,141948688
(주)대호특수강,21040,Dec-13,,,133221525,133221525
(주)대호특수강,21040,Dec-14,,,93861834,93861834
(주)대호특수강,21040,Dec-15,,,81840804,81840804
(주)대호특수강,21040,Dec-16,,,74492760,74492760
(주)대호특수강,21040,Dec-17,,,82528308,82528308
(주)대호특수강,21040,Dec-18,,,86859640,86859640
(주)대호특수강,21040,Dec-19,,,81491755,81491755
(주)더 미동,161570,Dec-13,34857970,34857970,34811625,34811625
(주)더 미동,161570,Dec-14,36342362,36342362,36409716,36409716
(주)더 미동,161570,Dec-15,56682381,56682382,56659162,56659163
(주)더 미동,161570,Dec-16,42595028,42595028,22587434,22587434
(주)더 미동,161570,Dec-17,36443002,36443002,21563196,21563196
(주)더 미동,161570,Dec-18,27645731,27645731,20623526,20623526
(주)더 미동,161570,Dec-19,16771534,16771534,14767306,14767306
(주)더블유게임즈,192080,Dec-19,174290939,174290939,104311333,104311333
(주)더블유아이,73570,Dec-11,50031152,50031152,49778261,49778261
(주)더블유아이,73570,Dec-12,46204499,62730143,39594929,39594929
(주)더블유아이,73570,Dec-13,50781874,,16408441,50781874
(주)더블유아이,73570,Dec-14,,,7390709,7390709
(주)더블유아이,73570,Dec-15,,2843686,2843686,2843686
(주)더블유아이,73570,Dec-16,9767094,9767094,9172729,9172729
(주)더블유아이,73570,Dec-17,10497340,10497340,9994558,9994558
(주)더블유아이,73570,Dec-18,66081544,,24051275,66081544
(주)더블유아이,73570,Dec-19,,,30011639,30011639
(주)더블유에스아이,299170,Dec-18,,,,
(주)더블유에스아이,299170,Dec-19,,,,
(주)더존비즈온,12510,Dec-11,57602445,57602445,58382547,58382547
(주)더존비즈온,12510,Dec-12,73147484,73147484,75438979,75438979
(주)더존비즈온,12510,Dec-13,72525052,72525052,75725975,75725975
(주)더존비즈온,12510,Dec-14,72425777,72425777,71036604,71036604
(주)더존비즈온,12510,Dec-15,79333641,79333641,77788937,77788937
(주)더존비즈온,12510,Dec-16,111397849,111397851,111214796,111214796
(주)더존비즈온,12510,Dec-17,122911462,122911462,121956566,121956566
(주)더존비즈온,12510,Dec-18,149280606,149280606,145265258,145265258
(주)더존비즈온,12510,Dec-19,102028658,102028658,93128849,93128849
(주)덕산테코피아,317330,Dec-19,,60345315,60345315,60345315
(주)덕성,4830,Dec-11,62881277,62881277,55820441,55820441
(주)덕성,4830,Dec-12,68915651,68915651,59794318,59794318
(주)덕성,4830,Dec-13,67547886,67547886,61469249,61469249
(주)덕성,4830,Dec-14,63179026,63179026,58438001,58438001
(주)덕성,4830,Dec-15,63050506,63050506,58045100,58045100
(주)덕성,4830,Dec-16,69475305,69475305,62712384,62712384
(주)덕성,4830,Dec-17,63349244,63349244,59682772,59682772
(주)덕성,4830,Dec-18,58364711,58364711,54546391,54546391
(주)덕성,4830,Dec-19,60937353,60937353,57026539,57026539
(주)덕신하우징,90410,Dec-14,,42586611,42586611,42586611
(주)덕신하우징,90410,Dec-15,52326372,52326372,54619755,54619755
(주)덕신하우징,90410,Dec-16,55431598,55431598,58360359,58360359
(주)덕신하우징,90410,Dec-17,51892198,51892198,52033571,52033571
(주)덕신하우징,90410,Dec-18,61372686,61372686,60621667,60621667
(주)덕신하우징,90410,Dec-19,50142047,50142047,47778209,47778209
(주)데이타솔루션,263800,Dec-17,,,50520087,50520087
(주)데이타솔루션,263800,Dec-18,,,43382224,43382224
(주)데이타솔루션,263800,Dec-19,,,52395850,52395850
(주)덱스터스튜디오,206560,Dec-15,69774956,69774956,69973946,69973946
(주)덱스터스튜디오,206560,Dec-16,57676890,57676890,57676890,57676890
(주)덱스터스튜디오,206560,Dec-17,44263653,44263653,43992434,43992434
(주)덱스터스튜디오,206560,Dec-18,56311084,56311084,54785208,54785208
(주)덱스터스튜디오,206560,Dec-19,32057037,32057037,31313773,31313773
(주)덴티스,261200,Dec-17,,,,
(주)덴티스,261200,Dec-18,,,,
(주)덴티스,261200,Dec-19,,,,
(주)덴티움,145720,Dec-17,149163741,149163741,144992297,144992297
(주)덴티움,145720,Dec-18,169893767,169893767,155542754,155542754
(주)덴티움,145720,Dec-19,225776396,225776396,196423805,196423805
(주)도화엔지니어링,2150,Dec-11,,,154077730,154077730
(주)도화엔지니어링,2150,Dec-12,,,133727175,133727175
(주)도화엔지니어링,2150,Dec-13,,,124788577,124788577
(주)도화엔지니어링,2150,Dec-14,,,94706471,94706471
(주)도화엔지니어링,2150,Dec-15,,,106100774,106445449
(주)도화엔지니어링,2150,Dec-16,,99392843,99392843,99392843
(주)도화엔지니어링,2150,Dec-17,112723931,112723931,111601534,111601534
(주)도화엔지니어링,2150,Dec-18,156080603,156080603,154664702,154664702
(주)도화엔지니어링,2150,Dec-19,175523267,175523267,173772720,173772720
(주)동구바이오제약,6620,Dec-18,,,58806494,58806494
(주)동구바이오제약,6620,Dec-19,,,71900666,71900666
(주)동국알앤에스,75970,Dec-11,80439593,80439593,65679233,65679233
(주)동국알앤에스,75970,Dec-12,60474474,60474474,50605577,50605577
(주)동국알앤에스,75970,Dec-13,61504589,61504589,48360929,48360929
(주)동국알앤에스,75970,Dec-14,55527808,55527808,44033634,44033634
(주)동국알앤에스,75970,Dec-15,65138944,65138944,52119846,52119846
(주)동국알앤에스,75970,Dec-16,60723744,60723744,44865238,44865238
(주)동국알앤에스,75970,Dec-17,62671475,62671475,44177135,44177135
(주)동국알앤에스,75970,Dec-18,60427946,60427946,43578555,43578555
(주)동국알앤에스,75970,Dec-19,62221470,62221470,43070898,43070898
(주)동국에스엔씨,100130,Dec-11,164152954,164152954,163356520,163356520
(주)동국에스엔씨,100130,Dec-12,112998104,112998104,115021200,115021200
(주)동국에스엔씨,100130,Dec-13,165654694,165654694,166953191,166953191
(주)동국에스엔씨,100130,Dec-14,124865203,124865203,125702014,125702014
(주)동국에스엔씨,100130,Dec-15,183848185,183848185,109534854,109534854
(주)동국에스엔씨,100130,Dec-16,222452976,222452976,133298587,133298587
(주)동국에스엔씨,100130,Dec-17,237453561,237453561,146698536,146698536
(주)동국에스엔씨,100130,Dec-18,197137006,197137006,130667256,130667256
(주)동국에스엔씨,100130,Dec-19,227335933,227335933,179253591,179253591
(주)동남합성,23450,Dec-11,,,26663557,26663557
(주)동남합성,23450,Dec-12,,,23956156,23956156
(주)동남합성,23450,Dec-13,,,23056638,23056638
(주)동남합성,23450,Dec-14,,,21518889,21518889
(주)동남합성,23450,Dec-15,,,22260511,22260511
(주)동남합성,23450,Dec-16,,,31656552,31656552
(주)동남합성,23450,Dec-17,,,31281611,31281611
(주)동남합성,23450,Dec-18,,,26112640,26112640
(주)동남합성,23450,Dec-19,,,32329414,32329414
(주)동방,4140,Dec-11,179972567,179972567,116965160,116965160
(주)동방,4140,Dec-12,253681768,253681768,147844646,147844646
(주)동방,4140,Dec-13,227412024,227412024,144356841,144356841
(주)동방,4140,Dec-14,249491152,249491152,160830349,160830349
(주)동방,4140,Dec-15,200407421,200407421,130573358,130573358
(주)동방,4140,Dec-16,186607736,186607736,113804602,113804602
(주)동방,4140,Dec-17,139736767,139736767,105084503,105084503
(주)동방,4140,Dec-18,131848305,131848305,116751505,116751505
(주)동방,4140,Dec-19,182890222,182890222,161325376,161325376
(주)동방선기,99410,Dec-11,40931334,40931334,15610031,15610031
(주)동방선기,99410,Dec-12,25692817,25692817,12686331,12686331
(주)동방선기,99410,Dec-13,27445596,27445594,20793918,20793918
(주)동방선기,99410,Dec-14,18443292,18443292,15648827,15648827
(주)동방선기,99410,Dec-15,16259365,16259365,15733297,15733297
(주)동방선기,99410,Dec-16,14069702,,11886941,14069702
(주)동방선기,99410,Dec-17,,,15289438,15289438
(주)동방선기,99410,Dec-18,,,14328708,14328708
(주)동방선기,99410,Dec-19,,,14859797,14859797
(주)동방아그로,7590,Dec-11,117558566,117558566,116478432,116478432
(주)동방아그로,7590,Dec-12,112759504,,111598938,111598938
(주)동방아그로,7590,Dec-13,114839768,114839768,113584537,113584537
(주)동방아그로,7590,Dec-14,122967769,122967769,121676265,121676265
(주)동방아그로,7590,Dec-15,130848120,130848120,129558399,129558399
(주)동방아그로,7590,Dec-16,126115239,126115239,124790982,124790982
(주)동방아그로,7590,Dec-17,136920974,136920974,135588742,135588742
(주)동방아그로,7590,Dec-18,126226236,126226236,124716842,124716842
(주)동방아그로,7590,Dec-19,134032372,134032372,132543839,132543839
(주)동서,26960,Dec-16,669849595,669849595,591035037,636618352
(주)동서,26960,Dec-17,694934574,694934574,643680010,643680010
(주)동서,26960,Dec-18,712673811,712673811,659039251,659039251
(주)동서,26960,Dec-19,729818738,729818738,707747364,707747364
(주)동성케미컬,102260,Dec-11,222438127,222438127,27832285,27832285
(주)동성케미컬,102260,Dec-12,323338659,323338659,30339286,30339286
(주)동성케미컬,102260,Dec-13,363077259,363077259,47673591,47673591
(주)동성케미컬,102260,Dec-14,362442323,362442323,16490080,16490080
(주)동성케미컬,102260,Dec-15,349901144,349901144,82128999,82128999
(주)동성케미컬,102260,Dec-16,401977681,401977681,87939631,87939631
(주)동성케미컬,102260,Dec-17,363584979,363584979,108877778,108877778
(주)동성케미컬,102260,Dec-18,333668172,333668172,94690225,94690225
(주)동성케미컬,102260,Dec-19,389906550,389906550,85432243,85432243
(주)동성화인텍,33500,Dec-11,,,68276601,68276601
(주)동성화인텍,33500,Dec-12,,,160624663,160624663
(주)동성화인텍,33500,Dec-13,,,160861827,160861827
(주)동성화인텍,33500,Dec-14,,140917358,140917358,140917358
(주)동성화인텍,33500,Dec-15,145317555,145317555,144641369,144641369
(주)동성화인텍,33500,Dec-16,147509362,147509362,147322390,147322390
(주)동성화인텍,33500,Dec-17,98574944,98574944,94200776,94200776
(주)동성화인텍,33500,Dec-18,83627439,83627439,83191400,83191400
(주)동성화인텍,33500,Dec-19,143368802,143368802,140279757,140279757
(주)동아엘텍,88130,Dec-11,45807233,45807233,28764355,28764355
(주)동아엘텍,88130,Dec-12,63118279,63118279,40733280,40733280
(주)동아엘텍,88130,Dec-13,92583130,92584333,70104098,70104098
(주)동아엘텍,88130,Dec-14,89203503,89203503,59273359,59273359
(주)동아엘텍,88130,Dec-15,76182199,76182199,56341533,56341533
(주)동아엘텍,88130,Dec-16,151111535,151111535,86858264,86858264
(주)동아엘텍,88130,Dec-17,185607788,185607788,90545894,90545894
(주)동아엘텍,88130,Dec-18,197704773,197704773,104382953,104382953
(주)동아엘텍,88130,Dec-19,180498734,180498734,93356048,93356048
(주)동아지질,28100,Dec-11,143420495,143420495,141537590,141537590
(주)동아지질,28100,Dec-12,167560328,167560328,166180177,166180177
(주)동아지질,28100,Dec-13,167587043,167587043,168301236,168301236
(주)동아지질,28100,Dec-14,168319742,168319742,165509844,165509844
(주)동아지질,28100,Dec-15,177082687,177082687,174649578,174649578
(주)동아지질,28100,Dec-16,208180760,208180760,206698105,206698105
(주)동아지질,28100,Dec-17,175239705,175239705,172256783,172256783
(주)동아지질,28100,Dec-18,210402119,210402119,209994510,209994510
(주)동아지질,28100,Dec-19,217795681,217795681,217054007,217054007
(주)동양,1520,Dec-11,969304187,969434187,572489451,572489451
(주)동양,1520,Dec-12,901503335,901503335,599566536,599566536
(주)동양,1520,Dec-13,643255989,643255989,439401187,439401187
(주)동양,1520,Dec-14,304512117,304512117,242939530,242939530
(주)동양,1520,Dec-15,857211524,857211524,793854941,793854941
(주)동양,1520,Dec-16,627619459,627619459,439205594,439205594
(주)동양,1520,Dec-17,500727358,500727358,438316222,438316222
(주)동양,1520,Dec-18,412193713,412193713,259067515,259067515
(주)동양,1520,Dec-19,388223599,388223599,250793448,250793448
(주)동양고속,84670,Dec-11,84084010,84084010,64731571,64731571
(주)동양고속,84670,Dec-12,26554987,26554987,25094623,25094623
(주)동양고속,84670,Dec-13,20769013,20769013,20908349,20908349
(주)동양고속,84670,Dec-14,28538675,28538675,28438301,28438301
(주)동양고속,84670,Dec-15,44621673,44621673,40915722,40915722
(주)동양고속,84670,Dec-16,44874328,44874328,42758072,42758072
(주)동양고속,84670,Dec-17,32644701,32644701,25191506,25191506
(주)동양고속,84670,Dec-18,35610820,35610820,27925342,27925342
(주)동양고속,84670,Dec-19,28277293,28277293,26501231,26501231
(주)동양에스텍,60380,Dec-11,94922557,94922557,91189950,91189950
(주)동양에스텍,60380,Dec-12,82262054,82262054,79830790,79830790
