회사명,거래소코드,회계년도,매출액(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),재고자산(IFRS개별)
(주)케이피티유,54410,Dec-12,16988809,165466,16988809,165466
(주)케이피티유,54410,Dec-13,,,22047381,542628
(주)케이피티유,54410,Dec-14,,,20172039,1235547
(주)케이피티유,54410,Dec-15,,,22419174,1856751
(주)케이피티유,54410,Dec-16,,,21301367,1850046
(주)케이피티유,54410,Dec-17,26423859,3135614,24860037,1915960
(주)케이피티유,54410,Dec-18,25144665,1679960,23757498,1679960
(주)케이피티유,54410,Dec-19,,,24269610,1542759
(주)케일럼,258610,Dec-17,,,24015544,264915
(주)케일럼,258610,Dec-18,23521557,206374,23521557,206374
(주)케일럼,258610,Dec-19,20471120,430467,20471120,430467
(주)켐온,217600,Dec-15,,,,
(주)켐온,217600,Dec-16,,,,
(주)켐온,217600,Dec-17,,,15549166,15797
(주)켐온,217600,Dec-18,,,19450820,17939
(주)켐온,217600,Dec-19,,,20914334,16761
(주)켐트로닉스,89010,Dec-11,236418100,27168317,225962461,15128580
(주)켐트로닉스,89010,Dec-12,249814454,33953646,232682725,21087347
(주)켐트로닉스,89010,Dec-13,314826741,39342580,292718336,24413814
(주)켐트로닉스,89010,Dec-14,278686699,43287313,255967546,32074159
(주)켐트로닉스,89010,Dec-15,265622473,50345780,253978692,37489310
(주)켐트로닉스,89010,Dec-16,246122176,43784526,210147887,28290170
(주)켐트로닉스,89010,Dec-17,292775238,37638086,220133828,20966085
(주)켐트로닉스,89010,Dec-18,337353792,43889713,236207391,23761958
(주)켐트로닉스,89010,Dec-19,403474312,43441725,247394020,22939427
(주)켐트로스,220260,Dec-15,,,,
(주)켐트로스,220260,Dec-16,,,,
(주)켐트로스,220260,Dec-17,,,43454513,4534517
(주)켐트로스,220260,Dec-18,,,44434675,5824034
(주)켐트로스,220260,Dec-19,,,43771231,5825229
(주)코다코,46070,Dec-11,,,186944176,13997856
(주)코다코,46070,Dec-12,,,203596639,16132989
(주)코다코,46070,Dec-13,224973669,17556270,218178525,11641062
(주)코다코,46070,Dec-14,242111802,22993670,234407456,16673000
(주)코다코,46070,Dec-15,265056276,22433569,258851751,17608384
(주)코다코,46070,Dec-16,286354375,20267753,279122144,17623118
(주)코다코,46070,Dec-17,267845912,59715180,278087301,55612210
(주)코다코,46070,Dec-18,258632562,39007159,251895555,32124571
(주)코다코,46070,Dec-19,223364645,36479767,220350350,31340948
(주)코데즈컴바인,47770,Dec-11,222266382,85069468,203046047,82388894
(주)코데즈컴바인,47770,Dec-12,199637681,70654801,189107083,68251512
(주)코데즈컴바인,47770,Dec-13,151340518,51310124,142737969,48373694
(주)코데즈컴바인,47770,Dec-14,103195043,17377255,96755819,16102460
(주)코데즈컴바인,47770,Dec-15,17642711,2428710,17260722,2428710
(주)코데즈컴바인,47770,Dec-16,16337467,1201981,16337467,1201981
(주)코데즈컴바인,47770,Dec-17,21234364,2344788,21234364,2344788
(주)코데즈컴바인,47770,Dec-18,29343056,3697507,27947604,3697507
(주)코데즈컴바인,47770,Dec-19,35815190,4147212,33826223,4147212
(주)코디,80530,Dec-11,,,24952010,2232328
(주)코디,80530,Dec-12,39147750,5261346,15916206,1783300
(주)코디,80530,Dec-13,43944030,6338507,18476452,1541280
(주)코디,80530,Dec-14,53717688,7969725,15624306,999873
(주)코디,80530,Dec-15,54946269,3938083,8189948,400993
(주)코디,80530,Dec-16,8087303,1213041,8005552,1213041
(주)코디,80530,Dec-17,12264264,1104258,12025946,1104258
(주)코디,80530,Dec-18,20265908,2955379,14460587,1422871
(주)코디,80530,Dec-19,49308692,4277513,27937167,1865817
(주)코디엠,224060,Dec-15,,,46652166,3359067
(주)코디엠,224060,Dec-16,44257148,11001075,44087609,10542450
(주)코디엠,224060,Dec-17,73499954,4541736,68893805,4323777
(주)코디엠,224060,Dec-18,36581926,2123335,33229693,1890877
(주)코디엠,224060,Dec-19,11785340,5191373,10994170,5191373
(주)코렌텍,104540,Dec-13,28262583,10870343,26816847,10870343
(주)코렌텍,104540,Dec-14,26582778,12152483,25057681,12152483
(주)코렌텍,104540,Dec-15,30346648,13903112,28022669,13903112
(주)코렌텍,104540,Dec-16,35974058,17327508,33128629,17327508
(주)코렌텍,104540,Dec-17,37848863,19319311,34489999,19319311
(주)코렌텍,104540,Dec-18,33405771,16340937,33162333,16311226
(주)코렌텍,104540,Dec-19,40189165,16350557,40160881,16345655
(주)코리아나화장품,27050,Dec-11,105626347,8587025,98241147,7458550
(주)코리아나화장품,27050,Dec-12,97725699,10080651,91874297,8393253
(주)코리아나화장품,27050,Dec-13,95705637,12097392,90802891,10483517
(주)코리아나화장품,27050,Dec-14,101113985,9131878,95875695,7772632
(주)코리아나화장품,27050,Dec-15,136517442,13535514,132265577,12586101
(주)코리아나화장품,27050,Dec-16,124019612,14691852,117715807,13398204
(주)코리아나화장품,27050,Dec-17,111708970,14126301,104418987,11991557
(주)코리아나화장품,27050,Dec-18,115727727,13576900,103382174,11977035
(주)코리아나화장품,27050,Dec-19,117202282,16476988,104498899,13797094
(주)코리아센터,290510,Dec-19,251498425,15866602,60654091,7300126
(주)코리아써키트,7810,Dec-11,402015466,39049412,348086886,34743997
(주)코리아써키트,7810,Dec-12,519497206,40904290,439777883,36382295
(주)코리아써키트,7810,Dec-13,547056321,53509369,461211813,49670100
(주)코리아써키트,7810,Dec-14,553161676,40769436,446627051,37577878
(주)코리아써키트,7810,Dec-15,564337230,44224241,479113668,40574059
(주)코리아써키트,7810,Dec-16,545300471,56272545,473115281,51249935
(주)코리아써키트,7810,Dec-17,591598882,70956286,520449531,66528449
(주)코리아써키트,7810,Dec-18,535824715,65683527,470282408,59695533
(주)코리아써키트,7810,Dec-19,543423599,45358601,464928460,36181902
(주)코리아에스이,101670,Dec-11,,,17043512,2646053
(주)코리아에스이,101670,Dec-12,,,15021697,6585808
(주)코리아에스이,101670,Dec-13,,,15303457,6700323
(주)코리아에스이,101670,Dec-14,,,10057353,7548396
(주)코리아에스이,101670,Dec-15,,,13625089,7861089
(주)코리아에스이,101670,Dec-16,,,14685102,8412952
(주)코리아에스이,101670,Dec-17,15575053,7715636,13030513,7163991
(주)코리아에스이,101670,Dec-18,14292442,8251666,11525626,7216365
(주)코리아에스이,101670,Dec-19,13269092,8640103,11770769,7455589
(주)코맥스,36690,Dec-11,97232046,16135488,92576852,12141934
(주)코맥스,36690,Dec-12,88535834,14252025,88318606,12258398
(주)코맥스,36690,Dec-13,101190432,16475746,100650673,13691450
(주)코맥스,36690,Dec-14,109601468,20452103,108511513,17776221
(주)코맥스,36690,Dec-15,114259254,21532276,114588992,19676629
(주)코맥스,36690,Dec-16,131799755,21656333,130828797,20004904
(주)코맥스,36690,Dec-17,140191670,23940482,140251626,21901952
(주)코맥스,36690,Dec-18,144404504,26306016,143251522,23886055
(주)코맥스,36690,Dec-19,143101259,30644984,141560724,28392966
(주)코메론,49430,Dec-11,71184833,16119506,41509338,8009121
(주)코메론,49430,Dec-12,64721357,12699233,40747857,6995007
(주)코메론,49430,Dec-13,57260368,12444854,44168185,5682647
(주)코메론,49430,Dec-14,62019224,14078597,49206110,6204144
(주)코메론,49430,Dec-15,67912627,14315657,51961667,7771465
(주)코메론,49430,Dec-16,68905533,13843228,57587894,7062906
(주)코메론,49430,Dec-17,68450794,14368654,57281934,7345574
(주)코메론,49430,Dec-18,68746431,15883018,56263805,8586669
(주)코메론,49430,Dec-19,66630535,14298114,53170157,8184162
(주)코미코,183300,Dec-17,125056374,5296427,67620643,1362098
(주)코미코,183300,Dec-18,166567372,8059255,92016326,2825038
(주)코미코,183300,Dec-19,173461446,8539543,86295619,2147840
(주)코미팜,41960,Dec-11,20300520,5627979,18579560,5627979
(주)코미팜,41960,Dec-12,22110189,6416329,20984014,6416329
(주)코미팜,41960,Dec-13,26464655,10682644,25848107,10682644
(주)코미팜,41960,Dec-14,34454104,9926979,34454104,9926979
(주)코미팜,41960,Dec-15,36405104,11188205,36405104,11188205
(주)코미팜,41960,Dec-16,37636362,11297651,37636362,11297651
(주)코미팜,41960,Dec-17,36641053,11906162,35612736,11906162
(주)코미팜,41960,Dec-18,34994051,13207169,34994051,13207169
(주)코미팜,41960,Dec-19,35489960,12267495,36290780,12267495
(주)코세스,89890,Dec-11,,,73348583,14860321
(주)코세스,89890,Dec-12,,,76703224,10686022
(주)코세스,89890,Dec-13,,,33924903,7922067
(주)코세스,89890,Dec-14,,,36893090,11506309
(주)코세스,89890,Dec-15,,,43068850,5508831
(주)코세스,89890,Dec-16,,,27874008,5128593
(주)코세스,89890,Dec-17,,,40922185,5992310
(주)코세스,89890,Dec-18,,,65510151,9231005
(주)코세스,89890,Dec-19,,,65578193,4664215
(주)코센,9730,Dec-11,,,71831910,12734322
(주)코센,9730,Dec-12,,,57546398,10762064
(주)코센,9730,Dec-13,,,54813931,13168248
(주)코센,9730,Dec-14,60619827,17461983,60619827,17461983
(주)코센,9730,Dec-15,57840688,15240574,57840688,15240574
(주)코센,9730,Dec-16,53942891,8387915,53942891,8387915
(주)코센,9730,Dec-17,57272647,10377862,57272647,10377862
(주)코센,9730,Dec-18,54690486,10946989,54690486,10946989
(주)코센,9730,Dec-19,58286145,12150239,54358101,10934700
(주)코스나인,82660,Dec-11,41948955,2016248,24317774,794457
(주)코스나인,82660,Dec-12,144642730,17081132,57825065,7675148
(주)코스나인,82660,Dec-13,329560818,46747308,135510618,7940103
(주)코스나인,82660,Dec-14,340181128,38290045,116237160,6137133
(주)코스나인,82660,Dec-15,263647344,39139562,60230474,5739783
(주)코스나인,82660,Dec-16,207265945,36446073,64929568,7266281
(주)코스나인,82660,Dec-17,184419003,41880236,29633121,3965045
(주)코스나인,82660,Dec-18,87007413,7691727,7869161,0
(주)코스나인,82660,Dec-19,,,18356749,2951835
(주)코스메카코리아,241710,Dec-16,165176125,15226288,152174095,12541129
(주)코스메카코리아,241710,Dec-17,182327850,15406012,158226664,11203803
(주)코스메카코리아,241710,Dec-18,303292618,47246975,206522830,12133766
(주)코스메카코리아,241710,Dec-19,347017988,49253904,194650606,15547832
(주)코스온,69110,Dec-11,,,12706404,2858514
(주)코스온,69110,Dec-12,,,19572843,2834473
(주)코스온,69110,Dec-13,,,10590781,2488171
(주)코스온,69110,Dec-14,,,26482611,5359736
(주)코스온,69110,Dec-15,,,61919904,10099218
(주)코스온,69110,Dec-16,83065519,24014545,77287333,22374752
(주)코스온,69110,Dec-17,100485580,34134524,85620455,28586427
(주)코스온,69110,Dec-18,110339643,32086359,83677255,25823846
(주)코스온,69110,Dec-19,109273819,25589651,87425534,21029624
(주)코썬바이오,204990,Dec-16,,,28617962,1286801
(주)코썬바이오,204990,Dec-17,25656055,2511908,21885626,1508483
(주)코썬바이오,204990,Dec-18,9538711,2394665,8109348,1244231
(주)코썬바이오,204990,Dec-19,2695516,928214,4971604,640833
(주)코아스,71950,Dec-11,,,85674154,17042143
(주)코아스,71950,Dec-12,76689973,20216740,76689973,20083764
(주)코아스,71950,Dec-13,88205985,22203626,86235377,22020824
(주)코아스,71950,Dec-14,98865609,24435616,96549996,24188236
(주)코아스,71950,Dec-15,96543277,18777972,95420564,18303831
(주)코아스,71950,Dec-16,97114676,16874546,95622309,16725448
(주)코아스,71950,Dec-17,114066385,20168072,111953910,20029929
(주)코아스,71950,Dec-18,108592320,18357549,105463463,18167085
(주)코아스,71950,Dec-19,112874041,16746495,111573398,16311855
(주)코아시아,45970,Dec-11,225605229,29134020,2237657,34569
(주)코아시아,45970,Dec-12,232726081,35203415,2446883,8145
(주)코아시아,45970,Dec-13,287641466,64190339,1045729,0
(주)코아시아,45970,Dec-14,256190480,49839972,1197948,0
(주)코아시아,45970,Dec-15,277561320,45026011,1768437,0
(주)코아시아,45970,Dec-16,396061922,37375294,9429026,0
(주)코아시아,45970,Dec-17,424250341,34453238,4759216,0
(주)코아시아,45970,Dec-18,378373276,28524423,5486096,0
(주)코아시아,45970,Dec-19,438868162,38884575,92228286,6571300
(주)코아시아옵틱스,196450,Dec-14,34003314,8766082,34372397,5742212
(주)코아시아옵틱스,196450,Dec-15,55771549,7470246,54078161,3580605
(주)코아시아옵틱스,196450,Dec-16,39695061,1132314,27291639,1049330
(주)코아시아옵틱스,196450,Dec-17,14231304,756741,11299145,756741
(주)코아시아옵틱스,196450,Dec-18,9054296,884054,8332433,884054
(주)코아시아옵틱스,196450,Dec-19,86156042,9077513,68698817,5409107
(주)코엔텍,29960,Dec-11,32481918,38188,26576187,38188
(주)코엔텍,29960,Dec-12,37954321,32885,31823757,32885
(주)코엔텍,29960,Dec-13,38761496,40501,31718394,40501
(주)코엔텍,29960,Dec-14,41597450,51811,34502273,51811
(주)코엔텍,29960,Dec-15,42298254,65425,33913775,65425
(주)코엔텍,29960,Dec-16,55095779,50163,48583970,50163
(주)코엔텍,29960,Dec-17,61255105,38236,53606953,38236
(주)코엔텍,29960,Dec-18,72239031,46092,64252487,46092
(주)코엔텍,29960,Dec-19,,,71114061,38162
(주)코오롱,2020,Dec-11,592073843,305379168,54420816,0
(주)코오롱,2020,Dec-12,4713474822,213336562,58723557,0
(주)코오롱,2020,Dec-13,4427687063,194700901,62686234,0
(주)코오롱,2020,Dec-14,4139649552,200873458,59152501,0
(주)코오롱,2020,Dec-15,3820812376,153364493,54932379,0
(주)코오롱,2020,Dec-16,3936858959,214481084,52652827,0
(주)코오롱,2020,Dec-17,4392955166,239433033,60369419,0
(주)코오롱,2020,Dec-18,4324491258,177233574,58173002,0
(주)코오롱,2020,Dec-19,4405957744,233114221,60462265,0
(주)코원플레이,56000,Dec-11,73923620,20898491,53965470,19227483
(주)코원플레이,56000,Dec-12,32576529,13587274,30108280,12135837
(주)코원플레이,56000,Dec-13,29535151,10921476,21845946,9621722
(주)코원플레이,56000,Dec-14,31463462,8362087,23755138,6722587
(주)코원플레이,56000,Dec-15,14986884,4629012,14315823,4235942
(주)코원플레이,56000,Dec-16,,,29984912,4403899
(주)코원플레이,56000,Dec-17,30676039,4421995,28767652,0
(주)코원플레이,56000,Dec-18,25727901,3985188,19715433,0
(주)코원플레이,56000,Dec-19,19805335,1667064,14925981,0
(주)코윈테크,282880,Dec-19,91102339,202561,91102339,202561
(주)코이즈,121850,Dec-12,35504279,1052055,35081512,820274
(주)코이즈,121850,Dec-13,24137513,2545175,23850267,1834951
(주)코이즈,121850,Dec-14,27864355,4225809,27672251,1817612
(주)코이즈,121850,Dec-15,26005034,4466840,22911803,1879722
(주)코이즈,121850,Dec-16,31440808,7792256,28975469,4232155
(주)코이즈,121850,Dec-17,26389826,5370031,21082535,3590135
(주)코이즈,121850,Dec-18,19147494,4980260,17016870,3070913
(주)코이즈,121850,Dec-19,35464086,5616937,32361376,3897547
(주)코콤,15710,Dec-11,80976405,11209716,80976405,11209716
(주)코콤,15710,Dec-12,83325226,11521623,83264613,11504501
(주)코콤,15710,Dec-13,95237687,12679148,95215396,12664249
(주)코콤,15710,Dec-14,103538393,12563511,103538393,12548611
(주)코콤,15710,Dec-15,110754965,15806733,110754965,15806733
(주)코콤,15710,Dec-16,113892164,17055663,113892164,17055663
(주)코콤,15710,Dec-17,143089164,13552960,143089164,13552960
(주)코콤,15710,Dec-18,163612643,14630113,163612643,14630113
(주)코콤,15710,Dec-19,133903684,11052806,133903684,11052806
(주)코텍,52330,Dec-11,,,160410463,23930915
(주)코텍,52330,Dec-12,,,162916100,33149899
(주)코텍,52330,Dec-13,,,169811475,49534953
(주)코텍,52330,Dec-14,,,148845717,49746629
(주)코텍,52330,Dec-15,,,242012570,53356088
(주)코텍,52330,Dec-16,,,297954883,55285312
(주)코텍,52330,Dec-17,,,327482316,56130020
(주)코텍,52330,Dec-18,,,346599584,64147196
(주)코텍,52330,Dec-19,285258696,58761603,285254264,58674752
(주)코퍼스코리아,322780,Dec-19,,,,
(주)코프라,126600,Dec-11,,,84182929,13378263
(주)코프라,126600,Dec-12,,,88396764,14524006
(주)코프라,126600,Dec-13,91297124,13467287,91297124,13467287
(주)코프라,126600,Dec-14,105294129,15771923,106408968,14292753
(주)코프라,126600,Dec-15,115810321,13598076,111032727,10339963
(주)코프라,126600,Dec-16,130126018,17210838,119147770,13390137
(주)코프라,126600,Dec-17,134792885,24379281,121749156,19395700
(주)코프라,126600,Dec-18,161369458,43511017,141443988,28565605
(주)코프라,126600,Dec-19,182893389,33735663,132583682,20191818
(주)콘텐트리중앙,36420,Dec-19,554208374,25552112,73377032,0
(주)콤텍시스템,31820,Dec-11,180706217,11707969,178626024,11332489
(주)콤텍시스템,31820,Dec-12,160422329,16441898,159020939,16078596
(주)콤텍시스템,31820,Dec-13,181677649,12754897,180253440,12381646
(주)콤텍시스템,31820,Dec-14,186113130,10563532,184931656,10172844
(주)콤텍시스템,31820,Dec-15,146291127,12663587,145313732,12377627
(주)콤텍시스템,31820,Dec-16,166860474,8917420,165814378,8737022
(주)콤텍시스템,31820,Dec-17,143622951,10136540,142500270,9975409
(주)콤텍시스템,31820,Dec-18,,,125165448,5417707
(주)콤텍시스템,31820,Dec-19,,,238820532,13205683
(주)큐로,15590,Dec-11,252763353,4857808,243654611,4274268
(주)큐로,15590,Dec-12,282943904,7877843,263752234,7302316
(주)큐로,15590,Dec-13,239973517,6633319,220549121,5142439
(주)큐로,15590,Dec-14,297335288,4401006,273526804,3573638
(주)큐로,15590,Dec-15,,,223716709,2836295
(주)큐로,15590,Dec-16,,,191355119,6144045
(주)큐로,15590,Dec-17,,,156189124,2574901
(주)큐로,15590,Dec-18,,,90218430,2107728
(주)큐로,15590,Dec-19,147117472,1693219,147117472,1693219
(주)큐로컴,40350,Dec-11,9772527,773629,9880127,773629
(주)큐로컴,40350,Dec-12,8382819,414988,8541652,414988
(주)큐로컴,40350,Dec-13,22244467,2393872,13142280,472831
(주)큐로컴,40350,Dec-14,21349457,3059874,10903410,777789
(주)큐로컴,40350,Dec-15,22428307,4148332,12666448,533861
(주)큐로컴,40350,Dec-16,18985337,924879,12319856,880066
(주)큐로컴,40350,Dec-17,12683664,635422,11295570,584683
(주)큐로컴,40350,Dec-18,13915367,981869,10311666,652156
(주)큐로컴,40350,Dec-19,15051780,807308,10211913,448014
(주)큐로홀딩스,51780,Dec-11,13412815,3193943,12907240,3193943
(주)큐로홀딩스,51780,Dec-12,16976025,3285491,12442391,3285491
(주)큐로홀딩스,51780,Dec-13,15744162,2757888,11421749,2757888
(주)큐로홀딩스,51780,Dec-14,13124034,2650039,10418215,2650039
(주)큐로홀딩스,51780,Dec-15,14844731,2510994,9090041,2510994
(주)큐로홀딩스,51780,Dec-16,14592405,3594157,8187689,3594157
(주)큐로홀딩스,51780,Dec-17,15357486,2954586,12621098,2954586
(주)큐로홀딩스,51780,Dec-18,25216642,3816820,23127655,3816820
(주)큐로홀딩스,51780,Dec-19,25752114,4317752,22842965,4317752
(주)큐리언트,115180,Dec-16,,,0,0
(주)큐리언트,115180,Dec-17,,,0,0
(주)큐리언트,115180,Dec-18,,,0,0
(주)큐리언트,115180,Dec-19,,,0,0
(주)큐브엔터테인먼트,182360,Dec-13,,,,
(주)큐브엔터테인먼트,182360,Dec-14,,,,
(주)큐브엔터테인먼트,182360,Dec-15,22398853,0,22397556,0
(주)큐브엔터테인먼트,182360,Dec-16,19465306,0,19026988,0
(주)큐브엔터테인먼트,182360,Dec-17,24416090,0,23463431,0
(주)큐브엔터테인먼트,182360,Dec-18,34459464,0,32091553,0
(주)큐브엔터테인먼트,182360,Dec-19,29829672,0,28850936,0
(주)큐에스아이,66310,Dec-11,,,27156007,6903219
(주)큐에스아이,66310,Dec-12,26704126,7330917,26704126,5513916
(주)큐에스아이,66310,Dec-13,25635539,6864271,25635539,4697503
(주)큐에스아이,66310,Dec-14,24217429,8997279,24217429,6294346
(주)큐에스아이,66310,Dec-15,25495219,7089018,25495219,5109808
(주)큐에스아이,66310,Dec-16,22020600,7728912,22020600,5611600
(주)큐에스아이,66310,Dec-17,22628424,7062245,22628380,4949677
(주)큐에스아이,66310,Dec-18,18823761,7035836,18823761,4989939
(주)큐에스아이,66310,Dec-19,22679509,6592499,22679509,5612838
(주)크라운제과,264900,Dec-17,,,344292781,28305670
(주)크라운제과,264900,Dec-18,,,388532243,26679870
(주)크라운제과,264900,Dec-19,,,386613876,28923531
(주)크라운해태홀딩스,5740,Dec-11,1113353731,76671885,400481779,28324652
(주)크라운해태홀딩스,5740,Dec-12,1134459198,69829018,418237574,29054650
(주)크라운해태홀딩스,5740,Dec-13,1118298354,74239035,428762601,29223257
(주)크라운해태홀딩스,5740,Dec-14,1084125414,71259659,420759939,28090769
(주)크라운해태홀딩스,5740,Dec-15,1204012618,73372154,430980191,27301474
(주)크라운해태홀딩스,5740,Dec-16,1188834513,73497211,418060902,28062181
(주)크라운해태홀딩스,5740,Dec-17,1002111628,78668994,12955223,0
(주)크라운해태홀딩스,5740,Dec-18,1092084364,73247300,18172594,0
(주)크라운해태홀딩스,5740,Dec-19,1055213955,72734345,17119663,0
(주)크레버스,96240,Dec-11,103348845,695400,95923480,695400
(주)크레버스,96240,Dec-12,112980537,378667,89607117,99676
(주)크레버스,96240,Dec-13,125262571,1338648,84756055,167404
(주)크레버스,96240,Dec-14,130461470,1601114,80162154,301572
(주)크레버스,96240,Dec-15,135508996,1834768,75049006,411975
(주)크레버스,96240,Dec-16,138574465,2105794,71583840,574466
(주)크레버스,96240,Dec-17,147363632,2268266,73090572,702711
(주)크레버스,96240,Dec-18,152690562,2151346,75944381,262296
(주)크레버스,96240,Dec-19,174974828,2034282,87349230,166373
(주)크리스에프앤씨,110790,Dec-18,257887299,99778410,255540733,99097416
(주)크리스에프앤씨,110790,Dec-19,259452905,106710307,257477444,105575188
(주)크린앤사이언스,45520,Dec-11,44703043,7055184,44770109,6972930
(주)크린앤사이언스,45520,Dec-12,47068217,6919192,46929232,6755595
(주)크린앤사이언스,45520,Dec-13,54208174,8027942,53948570,7764284
(주)크린앤사이언스,45520,Dec-14,56226928,8837228,55630258,8511030
(주)크린앤사이언스,45520,Dec-15,59520256,9536889,58855232,9357034
(주)크린앤사이언스,45520,Dec-16,59971176,7622226,59675152,7451249
(주)크린앤사이언스,45520,Dec-17,77107947,12053667,76754464,11854120
(주)크린앤사이언스,45520,Dec-18,95238575,15751179,94801718,15479916
(주)크린앤사이언스,45520,Dec-19,118318802,20501676,117760212,20203650
(주)클라우드에어,36170,Dec-11,,,20387077,4041183
(주)클라우드에어,36170,Dec-12,65804705,16222582,63933030,16161622
(주)클라우드에어,36170,Dec-13,75783205,16608433,75788423,16563032
(주)클라우드에어,36170,Dec-14,73979284,12525385,73979284,12525385
(주)클라우드에어,36170,Dec-15,20574075,1729104,20574075,1729104
(주)클라우드에어,36170,Dec-16,17665255,1423506,16757319,1423506
(주)클라우드에어,36170,Dec-17,16593462,1577694,15570249,1577694
(주)클라우드에어,36170,Dec-18,14413626,1499474,14190606,1499474
(주)클라우드에어,36170,Dec-19,13489259,1546398,13489259,1546398
(주)클래시스,214150,Dec-15,,,,
(주)클래시스,214150,Dec-16,,,,
(주)클래시스,214150,Dec-17,34868166,5089172,34629233,4939855
(주)클래시스,214150,Dec-18,47481790,5906603,46944935,5883311
(주)클래시스,214150,Dec-19,81133257,8722734,80095778,8680200
(주)클리오,237880,Dec-16,193589949,21585758,196437347,18765604
(주)클리오,237880,Dec-17,193680144,22944435,190599980,18482774
(주)클리오,237880,Dec-18,187378290,29664948,184440131,24654627
(주)클리오,237880,Dec-19,250382613,23727211,247598026,21422926
(주)키다리스튜디오,20120,Dec-11,,,4188072,1876775
(주)키다리스튜디오,20120,Dec-12,,,9215652,1470051
(주)키다리스튜디오,20120,Dec-13,,,22200002,1691051
(주)키다리스튜디오,20120,Dec-14,22362585,2943276,20010522,2943276
(주)키다리스튜디오,20120,Dec-15,28305620,1219211,23289240,1219211
(주)키다리스튜디오,20120,Dec-16,,,25254650,0
(주)키다리스튜디오,20120,Dec-17,14286729,0,11903649,0
(주)키다리스튜디오,20120,Dec-18,,,19622961,0
(주)키다리스튜디오,20120,Dec-19,26737870,0,25189266,0
(주)키이스트,54780,Dec-11,,,26141294,71947
(주)키이스트,54780,Dec-12,33060667,925562,23894934,82106
(주)키이스트,54780,Dec-13,69465294,92501,24170573,46950
(주)키이스트,54780,Dec-14,88851356,131063,42979186,41653
(주)키이스트,54780,Dec-15,106170757,65350,38041616,9175
(주)키이스트,54780,Dec-16,93247807,39758,25549279,8723
(주)키이스트,54780,Dec-17,106170053,11719,21429057,8218
(주)키이스트,54780,Dec-18,103736090,197598,15148220,8037
(주)키이스트,54780,Dec-19,100245744,26365,29066328,0
(주)타이거일렉,219130,Dec-15,26923156,4344754,26115950,3964573
(주)타이거일렉,219130,Dec-16,,,28000475,4881578
(주)타이거일렉,219130,Dec-17,,,33444169,5523805
(주)타이거일렉,219130,Dec-18,,,33746373,6123615
(주)타이거일렉,219130,Dec-19,,,35062583,5828812
(주)탑엔지니어링,65130,Dec-11,153516747,2987854,143262276,1439133
(주)탑엔지니어링,65130,Dec-12,64130411,2406298,63572185,1021643
(주)탑엔지니어링,65130,Dec-13,75998674,2401050,71940348,1168647
(주)탑엔지니어링,65130,Dec-14,103819901,6369157,95273334,5026909
(주)탑엔지니어링,65130,Dec-15,137506883,5456229,128253671,3818924
(주)탑엔지니어링,65130,Dec-16,161030823,6329315,150212268,4014579
(주)탑엔지니어링,65130,Dec-17,176055995,56860537,151177787,5698785
(주)탑엔지니어링,65130,Dec-18,917583139,113495453,194208042,45527775
(주)탑엔지니어링,65130,Dec-19,1305900598,113415804,216906563,27341144
(주)탑코미디어,134580,Dec-13,70893414,7651859,70893414,7651859
(주)탑코미디어,134580,Dec-14,92581017,19808276,92578489,19808276
(주)탑코미디어,134580,Dec-15,107808603,10581852,107808603,10581852
(주)탑코미디어,134580,Dec-16,77354544,11829756,77287004,11829756
(주)탑코미디어,134580,Dec-17,47048592,15058731,47048592,15058731
(주)탑코미디어,134580,Dec-18,44502968,9913323,44502968,9913323
(주)탑코미디어,134580,Dec-19,,,32429047,8885797
(주)태경비케이,14580,Dec-11,,,128036408,6671939
(주)태경비케이,14580,Dec-12,,,126234142,6835107
(주)태경비케이,14580,Dec-13,,,125226073,5480482
(주)태경비케이,14580,Dec-14,,,121842345,5288557
(주)태경비케이,14580,Dec-15,,,113506581,6691016
(주)태경비케이,14580,Dec-16,171527282,16470477,132974930,13295948
(주)태경비케이,14580,Dec-17,212161978,16033655,163437678,13877414
(주)태경비케이,14580,Dec-18,212616333,27999109,165264531,25289325
(주)태경비케이,14580,Dec-19,186439233,22168279,144614854,20395254
(주)태광,23160,Dec-11,,,258887936,160091645
(주)태광,23160,Dec-12,,,356879823,132124776
(주)태광,23160,Dec-13,,,310840198,143034448
(주)태광,23160,Dec-14,,,271572719,159041498
(주)태광,23160,Dec-15,,,274492535,149687522
(주)태광,23160,Dec-16,,,244778890,125254745
(주)태광,23160,Dec-17,,,184151389,117535920
(주)태광,23160,Dec-18,158648382,125856405,158648382,125856405
(주)태광,23160,Dec-19,189754435,166137290,189754435,166137290
(주)태성,323280,Dec-19,,,,
(주)태양,53620,Dec-11,169613205,10393233,168655995,10393160
(주)태양,53620,Dec-12,187372286,10447063,187087106,10019444
(주)태양,53620,Dec-13,207194713,11253913,205807347,11214767
(주)태양,53620,Dec-14,207070717,13053331,206269770,13053331
(주)태양,53620,Dec-15,145514369,9924785,144594329,9888902
(주)태양,53620,Dec-16,148160527,8010448,147772079,8010448
(주)태양,53620,Dec-17,157569823,8161076,157274649,8161076
(주)태양,53620,Dec-18,136715540,9020779,136498964,9020779
(주)태양,53620,Dec-19,141821714,7042345,141559128,7042345
(주)태영건설,9410,Dec-11,2276265894,133363662,1656258525,132235375
