회사명,거래소코드,회계년도,매출액(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),재고자산(IFRS개별)
(주)메디아나,41920,Dec-15,46739957,8362623,46143178,7935366
(주)메디아나,41920,Dec-16,53394731,11329243,52366919,10495134
(주)메디아나,41920,Dec-17,52362747,11273504,51225192,10634284
(주)메디아나,41920,Dec-18,46826224,8376653,45946514,7889402
(주)메디아나,41920,Dec-19,48399859,9795412,47894112,9617079
(주)메디콕스,54180,Jun-11,,,21843054,260674
(주)메디콕스,54180,Jun-12,,,27318618,292125
(주)메디콕스,54180,Jun-13,,,20449829,325076
(주)메디콕스,54180,Jun-14,,,20290011,378415
(주)메디콕스,54180,Jun-15,,,17800884,318637
(주)메디콕스,54180,Jun-16,,,19522154,472895
(주)메디콕스,54180,Jun-17,,,16025310,395458
(주)메디콕스,54180,Jun-18,,,13971223,925419
(주)메디콕스,54180,Jun-19,25225051,1275178,25161937,1275178
(주)메디톡스,86900,Dec-11,,,21704289,858338
(주)메디톡스,86900,Dec-12,,,36262447,928358
(주)메디톡스,86900,Dec-13,39141030,1703634,34180801,1545941
(주)메디톡스,86900,Dec-14,75892308,3771864,69492205,3535224
(주)메디톡스,86900,Dec-15,88505438,5842352,80144045,5198780
(주)메디톡스,86900,Dec-16,133255671,6879307,121761686,6495669
(주)메디톡스,86900,Dec-17,181239191,11609096,167864736,10968688
(주)메디톡스,86900,Dec-18,205444935,21510965,186434369,20566761
(주)메디톡스,86900,Dec-19,205900276,29332108,181011435,25988229
(주)메디프론디비티,65650,Dec-11,,,13231774,2929002
(주)메디프론디비티,65650,Dec-12,,,8833483,2937404
(주)메디프론디비티,65650,Dec-13,,,11326202,2478018
(주)메디프론디비티,65650,Dec-14,,,5407343,1580385
(주)메디프론디비티,65650,Dec-15,,,8215260,1777515
(주)메디프론디비티,65650,Dec-16,,,13096877,3073119
(주)메디프론디비티,65650,Dec-17,,,20910434,3297995
(주)메디프론디비티,65650,Dec-18,,,19889604,3865611
(주)메디프론디비티,65650,Dec-19,,,17412906,5083182
(주)메지온,140410,Dec-12,,,8592283,0
(주)메지온,140410,Dec-13,,,4402241,455045
(주)메지온,140410,Dec-14,,,4454555,2268260
(주)메지온,140410,Dec-15,,,14926336,2050826
(주)메지온,140410,Dec-16,8751241,2406405,11940967,1984346
(주)메지온,140410,Dec-17,5585880,2736841,5585880,2557152
(주)메지온,140410,Dec-18,19087500,2399857,19087500,2370262
(주)메지온,140410,Dec-19,18930988,6002666,18930988,6002666
(주)메카로,241770,Dec-17,,,106038329,16222566
(주)메카로,241770,Dec-18,100499216,17519514,100492185,17519514
(주)메카로,241770,Dec-19,72495382,12043690,72451879,11343787
(주)메타랩스,90370,Dec-11,151702805,70230092,130127435,60248429
(주)메타랩스,90370,Dec-12,145623074,65069280,121930756,56468867
(주)메타랩스,90370,Dec-13,141412155,65240534,110401670,56965609
(주)메타랩스,90370,Dec-14,127864762,74355521,96384812,64042613
(주)메타랩스,90370,Dec-15,115996783,56549041,82648101,45546805
(주)메타랩스,90370,Dec-16,92066962,26081684,67249668,17012467
(주)메타랩스,90370,Dec-17,26832432,8038867,27205729,8038867
(주)메타랩스,90370,Dec-18,47375134,3213944,18522860,1461090
(주)메타랩스,90370,Dec-19,86896351,4779371,22113084,3232879
(주)메타바이오메드,59210,Dec-11,27091760,5680114,25201037,4699342
(주)메타바이오메드,59210,Dec-12,44785136,7187124,28956292,5285796
(주)메타바이오메드,59210,Dec-13,63518395,7936817,33684241,4970516
(주)메타바이오메드,59210,Dec-14,61364820,9241075,35475661,5335104
(주)메타바이오메드,59210,Dec-15,68592246,15697703,40585519,9553544
(주)메타바이오메드,59210,Dec-16,65783883,15619802,41268230,8363747
(주)메타바이오메드,59210,Dec-17,65341014,14632350,44185868,7271977
(주)메타바이오메드,59210,Dec-18,63813054,13159255,46872147,8060082
(주)메타바이오메드,59210,Dec-19,59391345,15172656,52545143,9324707
(주)멕아이씨에스,58110,Dec-15,,,9002910,1869475
(주)멕아이씨에스,58110,Dec-16,7920354,2635999,7946574,2539715
(주)멕아이씨에스,58110,Dec-17,8602502,2661939,8514960,2516260
(주)멕아이씨에스,58110,Dec-18,8727657,3895163,7711557,2441751
(주)멕아이씨에스,58110,Dec-19,12863659,3751108,9685767,2949167
(주)멜파스,96640,Dec-11,,,256242465,41598059
(주)멜파스,96640,Dec-12,,,383271287,86036837
(주)멜파스,96640,Dec-13,,,794289409,83948828
(주)멜파스,96640,Dec-14,,,271876244,40652620
(주)멜파스,96640,Dec-15,,,143845288,28775910
(주)멜파스,96640,Dec-16,,,83326596,24354997
(주)멜파스,96640,Dec-17,,,55841452,4814294
(주)멜파스,96640,Dec-18,,,50785936,2536204
(주)멜파스,96640,Dec-19,75991828,7560541,75991828,7560541
(주)모나리자,12690,Dec-11,,,121931365,8049428
(주)모나리자,12690,Dec-12,,,132796075,9984387
(주)모나리자,12690,Dec-13,,,129863285,7193267
(주)모나리자,12690,Dec-14,,,124816021,5729951
(주)모나리자,12690,Dec-15,,,124972520,7399804
(주)모나리자,12690,Dec-16,,,121396391,7862511
(주)모나리자,12690,Dec-17,,,117359513,9971106
(주)모나리자,12690,Dec-18,,,113031339,9786785
(주)모나리자,12690,Dec-19,,,117954230,8359266
(주)모나미,5360,Dec-11,281896616,49773396,202213055,28069965
(주)모나미,5360,Dec-12,262500183,41469572,184847316,27766725
(주)모나미,5360,Dec-13,167554404,29029391,129611373,15944297
(주)모나미,5360,Dec-14,150068816,31369219,108521738,16542672
(주)모나미,5360,Dec-15,142929412,31118591,98967737,17828505
(주)모나미,5360,Dec-16,140171469,33269517,100354050,16482842
(주)모나미,5360,Dec-17,137658031,29786706,103207885,11527643
(주)모나미,5360,Dec-18,135191757,32949913,100850699,12728328
(주)모나미,5360,Dec-19,132038884,33770366,97334290,11499648
(주)모다이노칩,80420,Dec-11,70310468,10941072,70019300,10907060
(주)모다이노칩,80420,Dec-12,72164488,9126955,71589053,9106155
(주)모다이노칩,80420,Dec-13,95198321,8527078,95010836,8479974
(주)모다이노칩,80420,Dec-14,107669909,9351362,107520775,9258731
(주)모다이노칩,80420,Dec-15,89569441,12290806,89258169,12067068
(주)모다이노칩,80420,Dec-16,183036443,46032276,120131089,14402718
(주)모다이노칩,80420,Dec-17,311755063,45900073,166579438,19101585
(주)모다이노칩,80420,Dec-18,321219499,61354724,139663175,30974821
(주)모다이노칩,80420,Dec-19,320072758,71545798,143900823,25331661
(주)모두투어네트워크,80160,Dec-11,124989354,0,121045714,0
(주)모두투어네트워크,80160,Dec-12,137890131,58045,132786722,0
(주)모두투어네트워크,80160,Dec-13,146960026,38485,142915027,0
(주)모두투어네트워크,80160,Dec-14,164687554,48491,155222349,0
(주)모두투어네트워크,80160,Dec-15,204324822,4121576,182242379,0
(주)모두투어네트워크,80160,Dec-16,237084495,117365,205831518,0
(주)모두투어네트워크,80160,Dec-17,290948152,139705,249355585,0
(주)모두투어네트워크,80160,Dec-18,364973001,10908824,310858815,10499308
(주)모두투어네트워크,80160,Dec-19,297168691,9842580,242318994,9144027
(주)모바일리더,100030,Dec-11,,,10024146,0
(주)모바일리더,100030,Dec-12,10058128,1463,10058128,0
(주)모바일리더,100030,Dec-13,16648053,1497,12039048,0
(주)모바일리더,100030,Dec-14,13644173,198,7103102,0
(주)모바일리더,100030,Dec-15,14304760,0,5201422,0
(주)모바일리더,100030,Dec-16,13419242,0,6275188,0
(주)모바일리더,100030,Dec-17,13343523,0,6271453,0
(주)모바일리더,100030,Dec-18,15345180,0,5572070,0
(주)모바일리더,100030,Dec-19,23558937,0,5451465,0
(주)모베이스,101330,Dec-11,128747685,8331034,68760403,3660615
(주)모베이스,101330,Dec-12,201747548,7079659,94320673,1083292
(주)모베이스,101330,Dec-13,276020283,8094746,136557124,1709394
(주)모베이스,101330,Dec-14,382249636,6790378,119905880,1200593
(주)모베이스,101330,Dec-15,254982987,12969258,72613980,584321
(주)모베이스,101330,Dec-16,285420879,20526780,49860650,362762
(주)모베이스,101330,Dec-17,320774245,21020034,55904808,482799
(주)모베이스,101330,Dec-18,375310929,24331334,29406030,453543
(주)모베이스,101330,Dec-19,652513096,136021107,28045795,132620
(주)모베이스전자,12860,Dec-11,520053457,52515683,404442230,17412262
(주)모베이스전자,12860,Dec-12,574511202,65353760,458663366,16049870
(주)모베이스전자,12860,Dec-13,675644681,67242649,505299129,14613568
(주)모베이스전자,12860,Dec-14,704960522,79874623,538060396,21026076
(주)모베이스전자,12860,Dec-15,718024012,91185643,563840947,23344326
(주)모베이스전자,12860,Dec-16,731169856,102516275,574275654,36304298
(주)모베이스전자,12860,Dec-17,710241532,96436059,584945911,38774023
(주)모베이스전자,12860,Dec-18,717990836,114399641,606411908,47078229
(주)모베이스전자,12860,Dec-19,771679604,113952552,616170568,48295576
(주)모비스,250060,Dec-16,,,,
(주)모비스,250060,Dec-17,,,2389536,39314
(주)모비스,250060,Dec-18,2496632,12844,2496632,12844
(주)모비스,250060,Dec-19,12147693,18697,2030264,13831
(주)모토닉,9680,Dec-11,258237261,27224232,237739047,15827292
(주)모토닉,9680,Dec-12,240382478,18872521,232982933,10895577
(주)모토닉,9680,Dec-13,218166010,17183037,202014614,9611107
(주)모토닉,9680,Dec-14,217222223,16850811,203374276,13969048
(주)모토닉,9680,Dec-15,203254231,18373526,190845603,15941618
(주)모토닉,9680,Dec-16,195300520,15279634,182110458,13982179
(주)모토닉,9680,Dec-17,211531507,13483457,201352456,12736704
(주)모토닉,9680,Dec-18,195253285,12864279,187940437,12337338
(주)모토닉,9680,Dec-19,207639236,11401370,202275905,11401370
(주)모헨즈,6920,Dec-11,63884832,9050007,28234509,1647332
(주)모헨즈,6920,Dec-12,70216874,8819052,29440798,1465941
(주)모헨즈,6920,Dec-13,78885306,9283755,29898373,1813525
(주)모헨즈,6920,Dec-14,98519909,10180932,35765845,1926326
(주)모헨즈,6920,Dec-15,105037738,10874040,39714768,1787328
(주)모헨즈,6920,Dec-16,112234938,10300954,41563233,1305431
(주)모헨즈,6920,Dec-17,117339016,11116075,38478190,1700381
(주)모헨즈,6920,Dec-18,106914819,3493034,39439933,672058
(주)모헨즈,6920,Dec-19,85683500,3264549,37047844,761786
(주)무학,33920,Dec-11,202496016,47224817,195680844,46126791
(주)무학,33920,Dec-12,218128966,43147380,211279950,41787407
(주)무학,33920,Dec-13,240065261,41826914,234137340,40598031
(주)무학,33920,Dec-14,290146381,21822716,285232996,20615928
(주)무학,33920,Dec-15,295760850,9923737,278308632,7666790
(주)무학,33920,Dec-16,270169022,11379103,254174484,7864300
(주)무학,33920,Dec-17,250503049,11291636,231322162,7601848
(주)무학,33920,Dec-18,193717859,12734618,177541871,8123538
(주)무학,33920,Dec-19,166377918,12900154,151836953,8299112
(주)미래생명자원,218150,Dec-15,,,,
(주)미래생명자원,218150,Dec-16,,,,
(주)미래생명자원,218150,Dec-17,40926676,2968213,27968934,2964409
(주)미래생명자원,218150,Dec-18,35199454,3380584,23636944,3377007
(주)미래생명자원,218150,Dec-19,50079355,2686529,31780152,2684916
(주)미래아이앤지,7120,Dec-11,25733558,2433815,21542533,1843650
(주)미래아이앤지,7120,Dec-12,35018015,2115086,29093225,1237992
(주)미래아이앤지,7120,Dec-13,26771535,2793405,20817874,1788678
(주)미래아이앤지,7120,Dec-14,18787582,410184,12770595,410184
(주)미래아이앤지,7120,Dec-15,9161388,325201,8987068,325201
(주)미래아이앤지,7120,Dec-16,9828639,793326,9871808,793326
(주)미래아이앤지,7120,Dec-17,7707135,330727,8033295,330727
(주)미래아이앤지,7120,Dec-18,6445366,22451,6453616,22451
(주)미래아이앤지,7120,Dec-19,7476808,28028,7479208,28028
(주)미래컴퍼니,49950,Dec-11,107942542,4536659,100821228,3956275
(주)미래컴퍼니,49950,Dec-12,96358872,14757023,89985775,14252461
(주)미래컴퍼니,49950,Dec-13,63723303,5818430,57945937,5448212
(주)미래컴퍼니,49950,Dec-14,44756184,4434925,37332766,4132578
(주)미래컴퍼니,49950,Dec-15,62403918,4962317,55796793,4733588
(주)미래컴퍼니,49950,Dec-16,80414537,5500654,74306879,5205398
(주)미래컴퍼니,49950,Dec-17,181450622,12094184,175260490,11783842
(주)미래컴퍼니,49950,Dec-18,213396156,24344383,206951173,23932341
(주)미래컴퍼니,49950,Dec-19,97432267,13791181,92458445,13385963
(주)미코,59090,Dec-11,124257358,12722774,74623106,8732422
(주)미코,59090,Dec-12,130434043,13852262,76330410,9564955
(주)미코,59090,Dec-13,123649349,12423816,65180746,7370135
(주)미코,59090,Dec-14,135982035,10580388,45147713,6312974
(주)미코,59090,Dec-15,121532809,11225958,43616229,8065107
(주)미코,59090,Dec-16,140956669,14696455,49599720,10028793
(주)미코,59090,Dec-17,183916090,11752403,71147376,7255515
(주)미코,59090,Dec-18,227421583,16589551,80314284,10323169
(주)미코,59090,Dec-19,236170142,18729354,81371216,11923286
(주)미투온,201490,Dec-16,17042857,0,14145588,0
(주)미투온,201490,Dec-17,27209665,0,14815586,0
(주)미투온,201490,Dec-18,98771664,0,14985781,0
(주)미투온,201490,Dec-19,119101315,0,16488255,0
(주)바른손,18700,Mar-11,42575724,11605000,40954971,9336613
(주)바른손,18700,Mar-12,77169809,11422237,75899683,9649036
(주)바른손,18700,Mar-13,64171216,8812878,63048769,2043369
(주)바른손,18700,Mar-14,49885700,11172306,49111670,6212428
(주)바른손,18700,Mar-15,29285587,3112182,29186227,2621958
(주)바른손,18700,Mar-16,16560068,568794,11952743,179429
(주)바른손,18700,Mar-17,4612329,850946,3499940,95807
(주)바른손,18700,Mar-18,9663300,785174,8732299,336508
(주)바른손,18700,Mar-19,6551086,440222,3506172,2410
(주)바른손이앤에이,35620,Dec-11,9990905,0,9590329,0
(주)바른손이앤에이,35620,Dec-12,6499325,0,6077638,0
(주)바른손이앤에이,35620,Dec-13,4185616,267834,3811626,0
(주)바른손이앤에이,35620,Dec-14,2104162,0,2104162,0
(주)바른손이앤에이,35620,Dec-15,15698007,0,15698007,0
(주)바른손이앤에이,35620,Dec-16,41653823,0,41543823,0
(주)바른손이앤에이,35620,Dec-17,31430347,0,25074003,0
(주)바른손이앤에이,35620,Dec-18,30044467,0,16665042,0
(주)바른손이앤에이,35620,Dec-19,16975339,0,16333644,0
(주)바른전자,64520,Dec-11,202628143,25242563,202628143,25242563
(주)바른전자,64520,Dec-12,209098334,22434332,209098334,22434332
(주)바른전자,64520,Dec-13,231950913,27426565,231950913,27426565
(주)바른전자,64520,Dec-14,,,216400982,26136456
(주)바른전자,64520,Dec-15,225459497,27765975,225459497,27765975
(주)바른전자,64520,Dec-16,241570556,36857376,241570556,36857376
(주)바른전자,64520,Dec-17,168479538,22682285,168479538,22682285
(주)바른전자,64520,Dec-18,92979655,14114149,92958710,14101378
(주)바른전자,64520,Dec-19,39481096,4182854,39481096,4182854
(주)바이넥스,53030,Dec-11,53457879,6907556,53123634,6907556
(주)바이넥스,53030,Dec-12,55128609,9211763,52795429,9211763
(주)바이넥스,53030,Dec-13,57296766,8339854,51286370,8339854
(주)바이넥스,53030,Dec-14,,,57586059,7263590
(주)바이넥스,53030,Dec-15,,,66539329,9423358
(주)바이넥스,53030,Dec-16,82108423,9514270,80924373,9514270
(주)바이넥스,53030,Dec-17,78026380,10612772,78026380,10612772
(주)바이넥스,53030,Dec-18,104043177,12529541,104016659,12529541
(주)바이넥스,53030,Dec-19,125258579,14812409,125225659,14812409
(주)바이오니아,64550,Dec-11,22764624,10065207,22317432,8885350
(주)바이오니아,64550,Dec-12,20533918,9510047,20128057,8742729
(주)바이오니아,64550,Dec-13,23904101,8771094,23669427,7660164
(주)바이오니아,64550,Dec-14,17853516,9506479,17210216,8112815
(주)바이오니아,64550,Dec-15,20833715,9320578,20282027,7839974
(주)바이오니아,64550,Dec-16,21703615,7852074,20975096,7155227
(주)바이오니아,64550,Dec-17,23267735,8910367,22792648,8428514
(주)바이오니아,64550,Dec-18,24077826,8174924,22155060,7708263
(주)바이오니아,64550,Dec-19,36292397,10207304,22252596,8339993
(주)바이오로그디바이스,208710,Dec-14,,,,
(주)바이오로그디바이스,208710,Dec-15,44874010,1593078,39662169,1527761
(주)바이오로그디바이스,208710,Dec-16,68614604,1726263,57470448,1110928
(주)바이오로그디바이스,208710,Dec-17,70020158,3486953,55328672,1990817
(주)바이오로그디바이스,208710,Dec-18,81464285,1261813,62002906,824974
(주)바이오로그디바이스,208710,Dec-19,90419017,4082225,64775997,3535959
(주)바이오솔루션,86820,Dec-18,,,10525412,692973
(주)바이오솔루션,86820,Dec-19,,,8882482,529814
(주)바이오스마트,38460,Dec-11,33702845,2753732,31488084,1585882
(주)바이오스마트,38460,Dec-12,42395163,4084813,39667387,2881802
(주)바이오스마트,38460,Dec-13,40341220,6179089,31515290,2429869
(주)바이오스마트,38460,Dec-14,41504417,6617931,28098342,2917137
(주)바이오스마트,38460,Dec-15,54186600,8403865,37441787,4384199
(주)바이오스마트,38460,Dec-16,62989881,14617454,45503046,5564170
(주)바이오스마트,38460,Dec-17,80432645,17477467,55114201,5307978
(주)바이오스마트,38460,Dec-18,117732569,31478363,60672736,5295843
(주)바이오스마트,38460,Dec-19,158967517,34580951,64995904,5039207
(주)바이오톡스텍,86040,Dec-11,23087738,472741,23432080,461754
(주)바이오톡스텍,86040,Dec-12,17715967,581406,17965818,554339
(주)바이오톡스텍,86040,Dec-13,17272069,799273,17072862,591514
(주)바이오톡스텍,86040,Dec-14,15087766,603241,14213991,381811
(주)바이오톡스텍,86040,Dec-15,16676482,664099,14835792,480156
(주)바이오톡스텍,86040,Dec-16,22256692,858506,20300373,683024
(주)바이오톡스텍,86040,Dec-17,25564709,944308,22351893,584916
(주)바이오톡스텍,86040,Dec-18,32582096,968435,24105320,567600
(주)바이오톡스텍,86040,Dec-19,25853847,708307,24329643,521894
(주)바텍,43150,Dec-11,149625813,27030988,98689540,7359768
(주)바텍,43150,Dec-12,175882269,35872110,92394853,10214971
(주)바텍,43150,Dec-13,171517053,29577987,86764292,8878974
(주)바텍,43150,Dec-14,194791464,32461086,96863523,8305816
(주)바텍,43150,Dec-15,217358785,42718446,108901513,6738504
(주)바텍,43150,Dec-16,238338397,61565666,112377253,27682224
(주)바텍,43150,Dec-17,218808934,51128642,153296439,26672433
(주)바텍,43150,Dec-18,234393036,58911889,168887720,24772310
(주)바텍,43150,Dec-19,271702910,66703068,189138285,25698918
(주)배럴,267790,Dec-18,50068540,9817976,50099838,9612122
(주)배럴,267790,Dec-19,59946896,11680038,59440692,11228849
(주)백금티앤에이,46310,Dec-11,104522555,16570995,71533145,3251072
(주)백금티앤에이,46310,Dec-12,106041966,14137129,75299082,1136494
(주)백금티앤에이,46310,Dec-13,81099769,14776682,58695710,1545036
(주)백금티앤에이,46310,Dec-14,94309334,17616982,57872877,805725
(주)백금티앤에이,46310,Dec-15,92584519,7205078,56288523,890429
(주)백금티앤에이,46310,Dec-16,60216859,8038958,36744298,688005
(주)백금티앤에이,46310,Dec-17,101998708,18316766,68146269,312261
(주)백금티앤에이,46310,Dec-18,112217563,16425909,62247878,506065
(주)백금티앤에이,46310,Dec-19,155629903,13632630,54558064,382788
(주)백산,35150,Dec-11,178131543,21154782,145778637,14498905
(주)백산,35150,Dec-12,185390651,24829183,161779184,17025782
(주)백산,35150,Dec-13,177231545,22091356,151700131,15236552
(주)백산,35150,Dec-14,169766437,23435309,145694279,16112245
(주)백산,35150,Dec-15,172072593,23443260,149316291,15724450
(주)백산,35150,Dec-16,200786094,26086083,174059704,16279676
(주)백산,35150,Dec-17,211371854,23012774,178689712,14014259
(주)백산,35150,Dec-18,323119368,48351663,191665660,16181120
(주)백산,35150,Dec-19,468882611,57691257,241436660,22136801
(주)버킷스튜디오,66410,Dec-11,,,27515568,128347
(주)버킷스튜디오,66410,Dec-12,,,14084966,105775
(주)버킷스튜디오,66410,Dec-13,,,15787540,142500
(주)버킷스튜디오,66410,Dec-14,,,21663767,193433
(주)버킷스튜디오,66410,Dec-15,,,26078568,162994
(주)버킷스튜디오,66410,Dec-16,,,17961354,80073
(주)버킷스튜디오,66410,Dec-17,,,16096172,61875
(주)버킷스튜디오,66410,Dec-18,,,18445342,24049
(주)버킷스튜디오,66410,Dec-19,,,17584675,14656
(주)베노홀딩스,206400,Dec-14,,,,
(주)베노홀딩스,206400,Dec-15,20271602,0,20102639,0
(주)베노홀딩스,206400,Dec-16,20266910,0,20247733,0
(주)베노홀딩스,206400,Dec-17,18892219,0,18888947,0
(주)베노홀딩스,206400,Dec-18,15092291,0,15045022,0
(주)베노홀딩스,206400,Dec-19,15950474,0,16109554,0
(주)베셀,177350,Dec-15,52751850,0,52554919,0
(주)베셀,177350,Dec-16,44002936,0,43831409,0
(주)베셀,177350,Dec-17,80643961,0,80513243,0
(주)베셀,177350,Dec-18,75788384,24264756,75235199,24244729
(주)베셀,177350,Dec-19,42343768,22032110,40367749,21737167
(주)베스파,299910,Dec-18,124486560,0,124486560,0
(주)베스파,299910,Dec-19,100572482,0,100123379,0
(주)벽산,7210,Dec-11,336793187,24044030,252815668,11429862
(주)벽산,7210,Dec-12,318846473,21407320,244893406,10517188
(주)벽산,7210,Dec-13,399388963,23770261,266820648,9182863
(주)벽산,7210,Dec-14,428396771,24562523,285567518,10936587
(주)벽산,7210,Dec-15,442823058,24080328,293984781,10725659
(주)벽산,7210,Dec-16,443779912,22669742,294713122,8338594
(주)벽산,7210,Dec-17,414696624,29467961,250971159,12570007
(주)벽산,7210,Dec-18,432398854,31348987,267776172,13475592
(주)벽산,7210,Dec-19,433534084,29005508,261761390,13667341
(주)보광산업,225530,Dec-15,,,40267561,1224237
(주)보광산업,225530,Dec-16,,,47698115,1878300
(주)보광산업,225530,Dec-17,,,42039497,1767805
(주)보광산업,225530,Dec-18,,,37337946,907116
(주)보광산업,225530,Dec-19,,,49767222,802740
(주)보라티알,250000,Dec-17,42068055,9094901,41950240,8855727
(주)보라티알,250000,Dec-18,42014603,11614470,39253402,11329313
(주)보라티알,250000,Dec-19,46789495,13081992,42135809,12854258
(주)보락,2760,Dec-11,,,25276708,8464974
(주)보락,2760,Dec-12,,,31403501,8700069
(주)보락,2760,Dec-13,,,30749426,8583241
(주)보락,2760,Dec-14,,,31151277,8615432
(주)보락,2760,Dec-15,,,31066714,8666423
(주)보락,2760,Dec-16,,,35708601,8467455
(주)보락,2760,Dec-17,,,33456069,9190390
(주)보락,2760,Dec-18,,,33763267,8522837
(주)보락,2760,Dec-19,,,36123805,10095538
(주)보령,3850,Dec-11,,,308005547,43769380
(주)보령,3850,Dec-12,,,312075037,44531302
(주)보령,3850,Dec-13,,,327278734,44755405
(주)보령,3850,Dec-14,,,359490951,50324839
(주)보령,3850,Dec-15,,,401350240,48461122
(주)보령,3850,Dec-16,,,409140007,73407620
(주)보령,3850,Dec-17,422721052,60720875,422721052,60720875
(주)보령,3850,Dec-18,460401670,75829816,460401670,75829816
(주)보령,3850,Dec-19,524268670,85057652,524268670,85057652
(주)본느,226340,Dec-15,,,,
(주)본느,226340,Dec-16,,,,
(주)본느,226340,Dec-17,,,,
(주)본느,226340,Dec-18,29229682,6176638,24842430,3899597
(주)본느,226340,Dec-19,47018567,3541016,32954152,805723
(주)부-스타,8470,Dec-11,,,62438421,7772802
(주)부-스타,8470,Dec-12,,,67029100,5918193
(주)부-스타,8470,Dec-13,,,68048277,5823451
(주)부-스타,8470,Dec-14,,,72246416,6072165
(주)부-스타,8470,Dec-15,,,77037504,5136097
(주)부-스타,8470,Dec-16,,,86313556,5355204
(주)부-스타,8470,Dec-17,,,78949525,11605116
(주)부-스타,8470,Dec-18,,,81943315,11468371
(주)부-스타,8470,Dec-19,,,96542723,9564194
(주)부방,14470,Dec-11,334669259,23855340,305639687,21482208
(주)부방,14470,Dec-12,328982526,23812640,305740128,21557775
(주)부방,14470,Dec-13,372055119,25187091,355624386,24915164
(주)부방,14470,Dec-14,382206548,24082417,382206548,24082417
(주)부방,14470,Dec-15,121967291,4149980,72220964,0
(주)부방,14470,Dec-16,257006997,27927184,14619745,4883381
(주)부방,14470,Dec-17,383330726,25887346,26323558,0
(주)부방,14470,Dec-18,348599294,28210714,10113038,4194
(주)부방,14470,Dec-19,330262944,30075634,5610972,0
(주)뷰웍스,100120,Dec-11,35629219,10773598,35285299,10603412
(주)뷰웍스,100120,Dec-12,46820976,13870613,46753327,13616324
(주)뷰웍스,100120,Dec-13,66501264,11741057,65819178,11508380
(주)뷰웍스,100120,Dec-14,70811410,14771893,70249120,14408949
(주)뷰웍스,100120,Dec-15,93438699,14584888,92745632,14285806
(주)뷰웍스,100120,Dec-16,117303133,22490079,116465198,22123426
(주)뷰웍스,100120,Dec-17,123460627,21596920,122607323,20717971
(주)뷰웍스,100120,Dec-18,131403852,24120047,116568491,21332436
(주)뷰웍스,100120,Dec-19,136009901,33227053,125452626,30301152
(주)브리지텍,64480,Dec-11,,,28105315,410124
(주)브리지텍,64480,Dec-12,,,35449455,487113
(주)브리지텍,64480,Dec-13,,,42332466,340978
(주)브리지텍,64480,Dec-14,,,40183859,466370
(주)브리지텍,64480,Dec-15,,,52454026,1157990
(주)브리지텍,64480,Dec-16,,,55214248,427807
(주)브리지텍,64480,Dec-17,,,30211608,645325
(주)브리지텍,64480,Dec-18,,,46502491,147578
(주)브리지텍,64480,Dec-19,,,35589607,33419
(주)브이원텍,251630,Dec-17,38720628,19875455,37985173,19875455
(주)브이원텍,251630,Dec-18,54628523,3939153,53788027,3939153
(주)브이원텍,251630,Dec-19,26780003,5283681,26109076,5279923
(주)브이티지엠피,18290,Dec-11,,,59105985,35580592
(주)브이티지엠피,18290,Dec-12,,,53969499,31490382
(주)브이티지엠피,18290,Dec-13,,,52606140,32805902
(주)브이티지엠피,18290,Dec-14,,,53824611,34783479
(주)브이티지엠피,18290,Dec-15,,,47026940,22823859
(주)브이티지엠피,18290,Dec-16,,,41141465,15147455
(주)브이티지엠피,18290,Dec-17,69859691,10656858,40265014,6410150
(주)브이티지엠피,18290,Dec-18,109469851,26448630,52279262,6979372
(주)브이티지엠피,18290,Dec-19,112756600,31349145,64608809,14798209
(주)블루베리엔에프티,44480,Dec-11,25969100,6781628,21939190,5214312
(주)블루베리엔에프티,44480,Dec-12,27282211,7156102,22070619,6187576
(주)블루베리엔에프티,44480,Dec-13,24702331,6195528,20677478,5083641
(주)블루베리엔에프티,44480,Dec-14,18261707,6801962,14699293,5673714
(주)블루베리엔에프티,44480,Dec-15,17443492,5958399,14269722,4568260
(주)블루베리엔에프티,44480,Dec-16,15334875,5087951,12830029,3628715
(주)블루베리엔에프티,44480,Dec-17,14931003,5814756,11902327,4296470
(주)블루베리엔에프티,44480,Dec-18,15350181,4765560,12878535,3519478
(주)블루베리엔에프티,44480,Dec-19,37484494,14123330,11521976,3448398
(주)블루콤,33560,Dec-11,41216047,10663258,40152576,2109135
(주)블루콤,33560,Dec-12,56774888,8698654,57478849,2755927
(주)블루콤,33560,Dec-13,85508234,12318157,80109459,7190746
(주)블루콤,33560,Dec-14,196513183,17811546,190464948,9391297
(주)블루콤,33560,Dec-15,217060294,9358496,221866505,8579543
(주)블루콤,33560,Dec-16,238790401,16125500,248505341,11379279
(주)블루콤,33560,Dec-17,116599132,11542822,121104741,7037732
(주)블루콤,33560,Dec-18,73866708,9618826,65992040,5637127
(주)블루콤,33560,Dec-19,28562802,5021963,27278673,2973255
(주)비덴트,121800,Jun-12,,,31124822,10697081
(주)비덴트,121800,Dec-13,,,26338670,15221850
(주)비덴트,121800,Dec-14,29024533,15208673,29279902,15063008
(주)비덴트,121800,Dec-15,22678785,14910460,22717997,14520100
(주)비덴트,121800,Dec-16,23993768,9925557,17053079,9504944
(주)비덴트,121800,Dec-17,23931470,12562587,15823655,11953619
