회사명,거래소코드,회계년도,당기순이익(IFRS연결),매출액(IFRS연결),당기순이익(IFRS개별),매출액(IFRS개별)
(주)디지캡,197140,Dec-19,1177494,23851999,1142824,19282616
(주)디지털대성,68930,Dec-11,,,2399876,49919903
(주)디지털대성,68930,Dec-12,,,3156691,52484028
(주)디지털대성,68930,Dec-13,,,4684614,58018152
(주)디지털대성,68930,Dec-14,,,5011686,57505052
(주)디지털대성,68930,Dec-15,5363617,60225882,4155483,54927432
(주)디지털대성,68930,Dec-16,7979841,83509558,4571336,52731007
(주)디지털대성,68930,Dec-17,8260611,89840128,5096927,56820821
(주)디지털대성,68930,Dec-18,9853176,106906093,1229559,58651268
(주)디지털대성,68930,Dec-19,18980099,140630621,11134433,89600446
(주)디지틀조선일보,33130,Dec-11,4169607,41082372,3567717,39539534
(주)디지틀조선일보,33130,Dec-12,6408924,42238388,6262805,40626783
(주)디지틀조선일보,33130,Dec-13,4222671,39763158,4263566,38594766
(주)디지틀조선일보,33130,Dec-14,3586897,34085791,3795418,33084453
(주)디지틀조선일보,33130,Dec-15,5003365,35093099,4887625,34132393
(주)디지틀조선일보,33130,Dec-16,4656305,39134399,4479253,38355691
(주)디지틀조선일보,33130,Dec-17,5300249,39512311,4982346,38315401
(주)디지틀조선일보,33130,Dec-18,5140110,39679633,5134187,37853975
(주)디지틀조선일보,33130,Dec-19,3463027,33842796,3061539,31849762
(주)디케이앤디,263020,Dec-18,3731735,54765341,2741666,37122470
(주)디케이앤디,263020,Dec-19,2829968,59822274,2694766,34748575
(주)디케이티,290550,Dec-18,-1680585,240165625,-5591436,80671161
(주)디케이티,290550,Dec-19,7942696,337722378,3179761,112873728
(주)디티앤씨,187220,Dec-14,,,7240194,27474396
(주)디티앤씨,187220,Dec-15,3596494,31787850,2906416,27539674
(주)디티앤씨,187220,Dec-16,2407706,40391906,2395825,33251805
(주)디티앤씨,187220,Dec-17,4091811,49819705,3607018,38160395
(주)디티앤씨,187220,Dec-18,1669283,59585468,4628496,43898718
(주)디티앤씨,187220,Dec-19,-4250363,73787518,-7226228,41658375
(주)딜리,131180,Dec-11,3982515,28938214,4174384,29300804
(주)딜리,131180,Dec-12,3456126,32942064,3508299,32301792
(주)딜리,131180,Dec-13,3201439,32786658,3431464,33025773
(주)딜리,131180,Dec-14,3423501,33956365,4060965,36210592
(주)딜리,131180,Dec-15,5645457,42510672,5570117,41493308
(주)딜리,131180,Dec-16,4134825,38637658,3648343,37156393
(주)딜리,131180,Dec-17,2541071,50899907,2507623,50013539
(주)딜리,131180,Dec-18,2556101,43828703,1932094,43110610
(주)딜리,131180,Dec-19,2092005,40486467,2219035,40186673
(주)라닉스,317120,Dec-19,,,-131591,9044034
(주)라온테크,232680,Dec-15,,,,
(주)라온테크,232680,Dec-16,,,,
(주)라온테크,232680,Dec-17,,,,
(주)라온테크,232680,Dec-18,,,-248739,24340758
(주)라온테크,232680,Dec-19,,,-1431915,12632424
(주)라이온켐텍,171120,Dec-13,,,14584543,103142696
(주)라이온켐텍,171120,Dec-14,,,10037123,113997945
(주)라이온켐텍,171120,Dec-15,,,17859987,115052995
(주)라이온켐텍,171120,Dec-16,,,16538174,120686730
(주)라이온켐텍,171120,Dec-17,,,3788088,131372664
(주)라이온켐텍,171120,Dec-18,,,1880001,137943447
(주)라이온켐텍,171120,Dec-19,,,10706648,156075491
(주)라이트론,69540,Dec-11,4826225,37556589,3481505,36933511
(주)라이트론,69540,Dec-12,5318762,44020565,4763871,43488258
(주)라이트론,69540,Dec-13,2477636,43728305,1688648,43062206
(주)라이트론,69540,Dec-14,3224103,51695398,3029857,50353263
(주)라이트론,69540,Dec-15,-4386330,29687771,-4233261,28443328
(주)라이트론,69540,Dec-16,525386,41502263,1530647,39484162
(주)라이트론,69540,Dec-17,-3042593,82344246,-1883700,78298696
(주)라이트론,69540,Dec-18,-40865539,37937437,-43286833,33984112
(주)라이트론,69540,Dec-19,3379374,112769838,3189837,110398230
(주)라파스,214260,Dec-19,184359,18168040,133284,17927889
(주)락앤락,115390,Dec-11,50564938,476113628,14390940,214466442
(주)락앤락,115390,Dec-12,59832017,508424574,7017597,171024165
(주)락앤락,115390,Dec-13,45035794,501727736,7975350,187159149
(주)락앤락,115390,Dec-14,14976132,421611592,21297835,194123190
(주)락앤락,115390,Dec-15,12548486,407085372,16641590,183466673
(주)락앤락,115390,Dec-16,46975527,425063515,60040867,204448546
(주)락앤락,115390,Dec-17,34933560,417407199,40747516,163837004
(주)락앤락,115390,Dec-18,30432116,434348760,-5415548,141324139
(주)락앤락,115390,Dec-19,16377108,485992891,16048808,203177827
(주)랩지노믹스,84650,Dec-14,,,2420131,23201044
(주)랩지노믹스,84650,Dec-15,,,1626384,23589634
(주)랩지노믹스,84650,Dec-16,,,723513,24057330
(주)랩지노믹스,84650,Dec-17,,,-3436502,24806150
(주)랩지노믹스,84650,Dec-18,,,-3972844,27538727
(주)랩지노믹스,84650,Dec-19,,,962422,33175359
(주)러셀,217500,Dec-15,,,,
(주)러셀,217500,Dec-16,,,,
(주)러셀,217500,Dec-17,,,,
(주)러셀,217500,Dec-18,,,41422,31261482
(주)러셀,217500,Dec-19,,,4208125,41027041
(주)레고켐바이오사이언스,141080,Dec-13,,,-5835328,839825
(주)레고켐바이오사이언스,141080,Dec-14,,,-8685694,870054
(주)레고켐바이오사이언스,141080,Dec-15,-8237360,1788475,-8237360,1788475
(주)레고켐바이오사이언스,141080,Dec-16,-14724669,16655492,-14146046,15773980
(주)레고켐바이오사이언스,141080,Dec-17,-12933665,22056558,-8292905,20876265
(주)레고켐바이오사이언스,141080,Dec-18,-26072683,25240302,-24897430,22884676
(주)레고켐바이오사이언스,141080,Dec-19,12475508,57500139,16003664,54521912
(주)레드로버,60300,Dec-11,,,-2735324,31267795
(주)레드로버,60300,Dec-12,,,-10460456,17653673
(주)레드로버,60300,Dec-13,,,2194102,33133113
(주)레드로버,60300,Dec-14,,,2245888,55507516
(주)레드로버,60300,Dec-15,-8949074,38580776,-7242387,38571359
(주)레드로버,60300,Dec-16,709286,41898015,1528727,41895953
(주)레드로버,60300,Dec-17,-10607049,35653276,-9091706,35652535
(주)레드로버,60300,Dec-18,-49940729,12275976,-48552400,12275976
(주)레드로버,60300,Dec-19,-93252771,12084598,-96861395,9240374
(주)레드캡투어,38390,Dec-11,19299419,139511147,19296113,138906369
(주)레드캡투어,38390,Dec-12,15129627,156534570,14917273,155827868
(주)레드캡투어,38390,Dec-13,15853757,176273369,15808570,175598085
(주)레드캡투어,38390,Dec-14,16885950,193722057,16885900,193039613
(주)레드캡투어,38390,Dec-15,13834934,205761800,13909541,205077598
(주)레드캡투어,38390,Dec-16,11401753,233962102,11466583,233478442
(주)레드캡투어,38390,Dec-17,8555788,260448023,8633096,260002195
(주)레드캡투어,38390,Dec-18,14077599,254944030,14128215,254173145
(주)레드캡투어,38390,Dec-19,22234639,258761857,21518592,250695393
(주)레이,228670,Dec-19,11555269,73108726,11479305,64544473
(주)레이언스,228850,Dec-16,14666168,98457314,15338223,91088958
(주)레이언스,228850,Dec-17,14396760,106517566,15511036,95339722
(주)레이언스,228850,Dec-18,15566221,116389469,19536109,104485862
(주)레이언스,228850,Dec-19,13826669,126174798,17386040,106382013
(주)레이크머티리얼즈,281740,Dec-17,,,,
(주)레이크머티리얼즈,281740,Dec-18,,,,
(주)레이크머티리얼즈,281740,Dec-19,,,,
(주)로보로보,215100,Dec-15,,,,
(주)로보로보,215100,Dec-16,,,,
(주)로보로보,215100,Dec-17,-1114407,14369133,-1114407,12480408
(주)로보로보,215100,Dec-18,2555385,17320271,2555385,14681307
(주)로보로보,215100,Dec-19,1088824,13825738,1090473,11262334
(주)로보스타,90360,Dec-11,6278376,96836013,6055151,93766706
(주)로보스타,90360,Dec-12,-3384764,71634123,-3773374,68971371
(주)로보스타,90360,Dec-13,1108040,103380119,1102050,97191676
(주)로보스타,90360,Dec-14,1891467,97019458,2408941,90917148
(주)로보스타,90360,Dec-15,9341915,135790834,9912074,129317220
(주)로보스타,90360,Dec-16,6786443,151727888,6647009,150596909
(주)로보스타,90360,Dec-17,7478064,206521699,7526296,204857292
(주)로보스타,90360,Dec-18,-1194092,193174244,-2484707,189700329
(주)로보스타,90360,Dec-19,-4513023,177224395,-4703596,170632097
(주)로보티즈,108490,Dec-18,2363346,24266778,2821981,24098201
(주)로보티즈,108490,Dec-19,2481001,25231157,2257230,22704394
(주)로지시스,67730,Dec-15,,,603200,34569077
(주)로지시스,67730,Dec-16,,,582732,35938672
(주)로지시스,67730,Dec-17,,,664509,40858179
(주)로지시스,67730,Dec-18,,,741696,40026290
(주)로지시스,67730,Dec-19,,,-994711,33448153
(주)루멘스,38060,Dec-11,21901563,344858086,14664997,339508875
(주)루멘스,38060,Dec-12,19535845,494993284,17312338,487412741
(주)루멘스,38060,Dec-13,32418843,614155062,32210593,603278016
(주)루멘스,38060,Dec-14,11741932,524481150,9708378,500434061
(주)루멘스,38060,Dec-15,-7928527,425616476,-10609635,398884217
(주)루멘스,38060,Dec-16,-6229836,402840610,-6804663,349411876
(주)루멘스,38060,Dec-17,1165674,361567289,-14851401,293386042
(주)루멘스,38060,Dec-18,-31484982,325834561,-25489821,155418796
(주)루멘스,38060,Dec-19,-61111244,323587779,-55560680,140695879
(주)루트로닉,85370,Dec-11,-2437207,41972163,1793413,41002923
(주)루트로닉,85370,Dec-12,40902,46126812,1005714,44076997
(주)루트로닉,85370,Dec-13,-689094,52199655,745908,51126336
(주)루트로닉,85370,Dec-14,869609,65077842,5201836,63814398
(주)루트로닉,85370,Dec-15,5259335,72091947,8093638,71009371
(주)루트로닉,85370,Dec-16,5301821,84496686,13197840,81033015
(주)루트로닉,85370,Dec-17,-7003472,85772314,3950525,80153135
(주)루트로닉,85370,Dec-18,-15375356,92141601,855688,86000503
(주)루트로닉,85370,Dec-19,-11540733,115684801,-20169,98650924
(주)룽투코리아,60240,Dec-11,-8040075,21050152,-5361698,17940815
(주)룽투코리아,60240,Dec-12,847430,24727729,-1109183,22365673
(주)룽투코리아,60240,Dec-13,-1413528,18467429,-780123,18199282
(주)룽투코리아,60240,Dec-14,-3007655,12942824,-2476287,12896431
(주)룽투코리아,60240,Dec-15,808326,15367184,12817368,15151219
(주)룽투코리아,60240,Dec-16,1899496,71454495,-427835,56370155
(주)룽투코리아,60240,Dec-17,-36640517,52432864,-20163479,39011730
(주)룽투코리아,60240,Dec-18,21507233,57526531,9944483,34464503
(주)룽투코리아,60240,Dec-19,1636986,30101838,10186236,29017327
(주)리노스,39980,Dec-11,,,5608502,72102757
(주)리노스,39980,Dec-12,,,6384642,103885376
(주)리노스,39980,Dec-13,,,2812068,81149579
(주)리노스,39980,Dec-14,5830511,104952315,4040737,91252167
(주)리노스,39980,Dec-15,,,15122663,93896431
(주)리노스,39980,Dec-16,2825505,100299628,3024766,96635024
(주)리노스,39980,Dec-17,4975237,101491526,4275044,89707798
(주)리노스,39980,Dec-18,2177007,71640318,2284245,71640318
(주)리노스,39980,Dec-19,-442556,81286180,-77023,81276664
(주)리더스코스메틱,16100,Dec-11,,,14805643,45125421
(주)리더스코스메틱,16100,Dec-12,,,-2918186,53980976
(주)리더스코스메틱,16100,Dec-13,-2181617,73092610,-4544184,63465563
(주)리더스코스메틱,16100,Dec-14,17080071,120038942,14987864,109983526
(주)리더스코스메틱,16100,Dec-15,8900792,172780393,21937170,158739343
(주)리더스코스메틱,16100,Dec-16,7723802,181307216,4348019,114166773
(주)리더스코스메틱,16100,Dec-17,-7918235,139934810,-5573819,65416964
(주)리더스코스메틱,16100,Dec-18,-13738957,139186289,-10602374,78695637
(주)리더스코스메틱,16100,Dec-19,-57757716,95635456,-53482607,39573883
(주)리드,197210,Dec-15,1526145,42616506,1559810,42616506
(주)리드,197210,Dec-16,362667,35384906,259029,35359539
(주)리드,197210,Dec-17,-22499932,37357618,-22499024,37357618
(주)리드,197210,Dec-18,-14489733,32781295,-11176319,32067167
(주)리드,197210,Dec-19,-49236982,18396311,-48959706,16811323
(주)리드코프,12700,Dec-11,23656740,216473826,23849341,214783920
(주)리드코프,12700,Dec-12,26059321,264874134,25731571,244069783
(주)리드코프,12700,Dec-13,34870001,284260380,30716070,255555026
(주)리드코프,12700,Dec-14,38984077,349175824,33762263,314666467
(주)리드코프,12700,Dec-15,40838326,371855076,33950049,322346288
(주)리드코프,12700,Dec-16,32986732,438470616,26339882,376994270
(주)리드코프,12700,Dec-17,36218497,442470050,29065989,371171513
(주)리드코프,12700,Dec-18,31992581,464040182,23551046,391229511
(주)리드코프,12700,Dec-19,40586229,495358851,30144347,430997607
(주)리메드,302550,Dec-19,,,4363103,18550238
(주)링네트,42500,Dec-11,2155388,71792624,2034834,70494235
(주)링네트,42500,Dec-12,4134959,78764753,4093406,77393809
(주)링네트,42500,Dec-13,5638569,97061951,5597354,95728777
(주)링네트,42500,Dec-14,5100607,114686036,4888093,113708706
(주)링네트,42500,Dec-15,3946454,100240895,4019456,98900545
(주)링네트,42500,Dec-16,3274605,128940792,3316404,125794858
(주)링네트,42500,Dec-17,4706149,148506989,4638184,146033757
(주)링네트,42500,Dec-18,3490102,137560878,3384874,137188238
(주)링네트,42500,Dec-19,7022815,131919333,7273077,130579734
(주)링크제니시스,219420,Dec-18,2196294,11631823,2331643,11528946
(주)링크제니시스,219420,Dec-19,571790,11404801,774464,11010719
(주)마니커,27740,Dec-11,-1853585,370785440,-3077037,313093727
(주)마니커,27740,Dec-12,-21091877,360006903,-17395381,290691836
(주)마니커,27740,Dec-13,-2496187,351803102,1040432,278039028
(주)마니커,27740,Dec-14,-18487178,339887726,-17242953,285890648
(주)마니커,27740,Dec-15,-13911049,274546428,-12395477,276989990
(주)마니커,27740,Dec-16,1147289,229830938,1862326,216301455
(주)마니커,27740,Dec-17,-10326698,254619690,-14676858,237728962
(주)마니커,27740,Dec-18,-11226394,269057963,-11765715,269905593
(주)마니커,27740,Dec-19,-17510236,241679713,-17490185,242241036
(주)마니커에프앤지,195500,Dec-19,,,2944573,99832950
(주)마이크로디지탈,305090,Dec-19,,,-6297073,3926071
(주)마이크로컨텍솔루션,98120,Dec-11,,,4954537,27052583
(주)마이크로컨텍솔루션,98120,Dec-12,5355107,28127306,5361334,28127306
(주)마이크로컨텍솔루션,98120,Dec-13,5427369,31206298,5636932,30787365
(주)마이크로컨텍솔루션,98120,Dec-14,8300078,45732510,9127139,44070552
(주)마이크로컨텍솔루션,98120,Dec-15,3319138,35793920,4044196,34465921
(주)마이크로컨텍솔루션,98120,Dec-16,-249973,27223309,802236,25634601
(주)마이크로컨텍솔루션,98120,Dec-17,-3856013,27006640,-3573020,25294173
(주)마이크로컨텍솔루션,98120,Dec-18,-4497585,25683997,-4398531,24600590
(주)마이크로컨텍솔루션,98120,Dec-19,831947,34428727,878277,34266457
(주)마이크로프랜드,147760,Dec-16,,,4652618,44775162
(주)마이크로프랜드,147760,Dec-17,,,5509396,50189558
(주)마이크로프랜드,147760,Dec-18,,,-1865836,40562200
(주)마이크로프랜드,147760,Dec-19,,,-4637509,36672298
(주)마크로젠,38290,Dec-11,3139405,32381716,2657788,30736857
(주)마크로젠,38290,Dec-12,3423726,44129398,3491251,42806129
(주)마크로젠,38290,Dec-13,6453015,48078047,7348720,47514356
(주)마크로젠,38290,Dec-14,3033254,54129741,4028823,51810894
(주)마크로젠,38290,Dec-15,10082586,79533908,7379932,64926683
(주)마크로젠,38290,Dec-16,4427339,91113058,5126676,67660472
(주)마크로젠,38290,Dec-17,9275218,101792522,17924048,71459329
(주)마크로젠,38290,Dec-18,2623162,110298578,4734517,84732068
(주)마크로젠,38290,Dec-19,-13383141,122252823,9706533,90977359
(주)만도,204320,Dec-14,47893248,1721436297,36077948,1047182206
(주)만도,204320,Dec-15,129573846,5299190814,45951494,3094153877
(주)만도,204320,Dec-16,210079642,5866371813,50391128,3141618835
(주)만도,204320,Dec-17,18250869,5684704725,-86036976,3095560472
(주)만도,204320,Dec-18,112927633,5664832721,58025113,3108352389
(주)만도,204320,Dec-19,118239649,5981877182,85989917,3323374073
(주)매직마이크로,127160,Dec-15,-2371499,65348347,1966001,62158796
(주)매직마이크로,127160,Dec-16,-6505969,64824128,-3694784,66119094
(주)매직마이크로,127160,Dec-17,-4593098,77652131,-1616545,63906772
(주)매직마이크로,127160,Dec-18,-4127270,80032261,-9503187,65992112
(주)매직마이크로,127160,Dec-19,-15717101,73799745,-27582633,54356941
(주)매커스,93520,Dec-11,2430639,49722631,3903254,48898267
(주)매커스,93520,Dec-12,4205737,50142337,4132218,48789563
(주)매커스,93520,Dec-13,4505956,64629648,4703350,63465495
(주)매커스,93520,Dec-14,5101809,63536014,5463365,61548766
(주)매커스,93520,Dec-15,4767075,73526239,5440330,65002712
(주)매커스,93520,Dec-16,1565743,67725370,3443076,64169757
(주)매커스,93520,Dec-17,9067458,87364783,5933865,83872865
(주)매커스,93520,Dec-18,9306838,89614543,9429844,86558400
(주)매커스,93520,Dec-19,4801714,57482392,5157809,55004160
(주)머큐리,100590,Dec-18,,,13576766,133892278
(주)머큐리,100590,Dec-19,,,2332193,111047785
(주)멀티캠퍼스,67280,Dec-11,,,5179130,63127891
(주)멀티캠퍼스,67280,Dec-12,9024094,80439537,4943266,79540610
(주)멀티캠퍼스,67280,Dec-13,6302290,108636224,5672513,102524559
(주)멀티캠퍼스,67280,Dec-14,10397582,128578627,10540134,121912113
(주)멀티캠퍼스,67280,Dec-15,10492708,135575460,9957305,125745183
(주)멀티캠퍼스,67280,Dec-16,12902319,186478433,12401679,176065301
(주)멀티캠퍼스,67280,Dec-17,12434563,201225659,11365429,190763666
(주)멀티캠퍼스,67280,Dec-18,17552175,240025980,16424013,228543701
(주)멀티캠퍼스,67280,Dec-19,18906590,288001022,17310464,274956298
(주)메드팩토,235980,Dec-19,,,-13515613,0
(주)메디아나,41920,Dec-14,3629242,38355794,3651544,38060451
(주)메디아나,41920,Dec-15,7083466,46739957,7033679,46143178
(주)메디아나,41920,Dec-16,7954662,53394731,8433197,52366919
(주)메디아나,41920,Dec-17,4004511,52362747,4223189,51225192
(주)메디아나,41920,Dec-18,3240775,46826224,4085321,45946514
(주)메디아나,41920,Dec-19,6745157,48399859,6709278,47894112
(주)메디콕스,54180,Jun-11,,,-13482057,21843054
(주)메디콕스,54180,Jun-12,,,-6760543,27318618
(주)메디콕스,54180,Jun-13,,,5902253,20449829
(주)메디콕스,54180,Jun-14,,,1692071,20290011
(주)메디콕스,54180,Jun-15,,,3610555,17800884
(주)메디콕스,54180,Jun-16,,,1034068,19522154
(주)메디콕스,54180,Jun-17,,,-12945187,16025310
(주)메디콕스,54180,Jun-18,,,-1784025,13971223
(주)메디콕스,54180,Jun-19,-2640021,25225051,-2385338,25161937
(주)메디톡스,86900,Dec-11,,,7371928,21704289
(주)메디톡스,86900,Dec-12,,,15436738,36262447
(주)메디톡스,86900,Dec-13,14303536,39141030,12228521,34180801
(주)메디톡스,86900,Dec-14,43627868,75892308,42580998,69492205
(주)메디톡스,86900,Dec-15,42292785,88505438,40042958,80144045
(주)메디톡스,86900,Dec-16,59231020,133255671,58025455,121761686
(주)메디톡스,86900,Dec-17,73166705,181239191,69985099,167864736
(주)메디톡스,86900,Dec-18,69765654,205444935,64477638,186434369
(주)메디톡스,86900,Dec-19,25563083,205900276,20580562,181011435
(주)메디프론디비티,65650,Dec-11,,,684158,13231774
(주)메디프론디비티,65650,Dec-12,,,-2148757,8833483
(주)메디프론디비티,65650,Dec-13,,,-2015059,11326202
(주)메디프론디비티,65650,Dec-14,,,-8502442,5407343
(주)메디프론디비티,65650,Dec-15,,,-1707931,8215260
(주)메디프론디비티,65650,Dec-16,,,-3961206,13096877
(주)메디프론디비티,65650,Dec-17,,,-11451807,20910434
(주)메디프론디비티,65650,Dec-18,,,-5563102,19889604
(주)메디프론디비티,65650,Dec-19,,,-1778874,17412906
(주)메지온,140410,Dec-12,,,2384646,8592283
(주)메지온,140410,Dec-13,,,-830752,4402241
(주)메지온,140410,Dec-14,,,-2567821,4454555
(주)메지온,140410,Dec-15,,,4222557,14926336
(주)메지온,140410,Dec-16,-12984661,8751241,-12984661,11940967
(주)메지온,140410,Dec-17,-14881752,5585880,-14881752,5585880
(주)메지온,140410,Dec-18,-18876288,19087500,-16724317,19087500
(주)메지온,140410,Dec-19,-23251204,18930988,-22472032,18930988
(주)메카로,241770,Dec-17,,,32175526,106038329
(주)메카로,241770,Dec-18,28794613,100499216,28769929,100492185
(주)메카로,241770,Dec-19,7849939,72495382,8230069,72451879
(주)메타랩스,90370,Dec-11,478478,151702805,762384,130127435
(주)메타랩스,90370,Dec-12,-26417144,145623074,-30954688,121930756
(주)메타랩스,90370,Dec-13,-11079980,141412155,-12792139,110401670
(주)메타랩스,90370,Dec-14,-4037119,127864762,-1208956,96384812
(주)메타랩스,90370,Dec-15,-36710092,115996783,-36255148,82648101
(주)메타랩스,90370,Dec-16,-39219757,92066962,-39905816,67249668
(주)메타랩스,90370,Dec-17,-37939378,26832432,-34788494,27205729
(주)메타랩스,90370,Dec-18,-14015782,47375134,-11630728,18522860
(주)메타랩스,90370,Dec-19,-25362334,86896351,-25737744,22113084
(주)메타바이오메드,59210,Dec-11,1099969,27091760,1734508,25201037
(주)메타바이오메드,59210,Dec-12,2217688,44785136,2384500,28956292
(주)메타바이오메드,59210,Dec-13,2188866,63518395,2834517,33684241
(주)메타바이오메드,59210,Dec-14,-4773573,61364820,1165973,35475661
(주)메타바이오메드,59210,Dec-15,969742,68592246,805653,40585519
(주)메타바이오메드,59210,Dec-16,748745,65783883,638900,41268230
(주)메타바이오메드,59210,Dec-17,-3972464,65341014,-3896803,44185868
(주)메타바이오메드,59210,Dec-18,-1111087,63813054,757691,46872147
(주)메타바이오메드,59210,Dec-19,3572914,59391345,4904591,52545143
(주)멕아이씨에스,58110,Dec-15,,,2596952,9002910
(주)멕아이씨에스,58110,Dec-16,-1812222,7920354,-1343130,7946574
(주)멕아이씨에스,58110,Dec-17,-1959008,8602502,-1307476,8514960
(주)멕아이씨에스,58110,Dec-18,-2756481,8727657,-2809419,7711557
(주)멕아이씨에스,58110,Dec-19,-1689299,12863659,-1000344,9685767
(주)멜파스,96640,Dec-11,,,14908432,256242465
(주)멜파스,96640,Dec-12,,,13895564,383271287
(주)멜파스,96640,Dec-13,,,-16076041,794289409
(주)멜파스,96640,Dec-14,,,-27548993,271876244
(주)멜파스,96640,Dec-15,,,-39850315,143845288
(주)멜파스,96640,Dec-16,,,1341999,83326596
(주)멜파스,96640,Dec-17,,,-31540416,55841452
(주)멜파스,96640,Dec-18,,,-30899901,50785936
(주)멜파스,96640,Dec-19,-11767230,75991828,-11767230,75991828
(주)모나리자,12690,Dec-11,,,5327994,121931365
(주)모나리자,12690,Dec-12,,,9384655,132796075
(주)모나리자,12690,Dec-13,,,5937017,129863285
(주)모나리자,12690,Dec-14,,,5686985,124816021
(주)모나리자,12690,Dec-15,,,4862458,124972520
(주)모나리자,12690,Dec-16,,,5438683,121396391
(주)모나리자,12690,Dec-17,,,4123904,117359513
(주)모나리자,12690,Dec-18,,,-1831215,113031339
(주)모나리자,12690,Dec-19,,,2430878,117954230
(주)모나미,5360,Dec-11,2176418,281896616,320054,202213055
(주)모나미,5360,Dec-12,-2458405,262500183,479501,184847316
(주)모나미,5360,Dec-13,-4761933,167554404,-7428065,129611373
(주)모나미,5360,Dec-14,3175055,150068816,199343,108521738
(주)모나미,5360,Dec-15,5148545,142929412,960531,98967737
(주)모나미,5360,Dec-16,5724118,140171469,1499811,100354050
(주)모나미,5360,Dec-17,2881752,137658031,356905,103207885
(주)모나미,5360,Dec-18,757845,135191757,-709540,100850699
(주)모나미,5360,Dec-19,-1681078,132038884,-719391,97334290
(주)모다이노칩,80420,Dec-11,17656853,70310468,17928619,70019300
(주)모다이노칩,80420,Dec-12,14313685,72164488,14499388,71589053
(주)모다이노칩,80420,Dec-13,18579507,95198321,18675619,95010836
(주)모다이노칩,80420,Dec-14,18387491,107669909,17063204,107520775
(주)모다이노칩,80420,Dec-15,11213032,89569441,11414737,89258169
(주)모다이노칩,80420,Dec-16,21706164,183036443,21479736,120131089
(주)모다이노칩,80420,Dec-17,38919365,311755063,37313934,166579438
(주)모다이노칩,80420,Dec-18,25660025,321219499,24518951,139663175
(주)모다이노칩,80420,Dec-19,6174404,320072758,5019742,143900823
(주)모두투어네트워크,80160,Dec-11,13797682,124989354,13255809,121045714
(주)모두투어네트워크,80160,Dec-12,17643867,137890131,17259866,132786722
(주)모두투어네트워크,80160,Dec-13,15273383,146960026,17818673,142915027
(주)모두투어네트워크,80160,Dec-14,14037993,164687554,17113971,155222349
(주)모두투어네트워크,80160,Dec-15,11322803,204324822,12855802,182242379
(주)모두투어네트워크,80160,Dec-16,15880159,237084495,19391359,205831518
(주)모두투어네트워크,80160,Dec-17,24195955,290948152,23178425,249355585
(주)모두투어네트워크,80160,Dec-18,12178269,364973001,17268410,310858815
(주)모두투어네트워크,80160,Dec-19,4146570,297168691,4111074,242318994
(주)모바일리더,100030,Dec-11,,,2147607,10024146
(주)모바일리더,100030,Dec-12,1946135,10058128,1946135,10058128
(주)모바일리더,100030,Dec-13,3897249,16648053,3795893,12039048
(주)모바일리더,100030,Dec-14,1248330,13644173,1002019,7103102
(주)모바일리더,100030,Dec-15,70291,14304760,297158,5201422
(주)모바일리더,100030,Dec-16,144128,13419242,1137960,6275188
(주)모바일리더,100030,Dec-17,976912,13343523,956586,6271453
(주)모바일리더,100030,Dec-18,4405464,15345180,722074,5572070
(주)모바일리더,100030,Dec-19,-1522744,23558937,-6077541,5451465
(주)모베이스,101330,Dec-11,3835195,128747685,1083164,68760403
(주)모베이스,101330,Dec-12,18469048,201747548,3093223,94320673
(주)모베이스,101330,Dec-13,24341927,276020283,13208883,136557124
(주)모베이스,101330,Dec-14,34572457,382249636,11319317,119905880
(주)모베이스,101330,Dec-15,29489788,254982987,8911535,72613980
(주)모베이스,101330,Dec-16,31533941,285420879,7777011,49860650
(주)모베이스,101330,Dec-17,15391700,320774245,7749733,55904808
(주)모베이스,101330,Dec-18,20997164,375310929,11480983,29406030
(주)모베이스,101330,Dec-19,46530165,652513096,18813365,28045795
(주)모베이스전자,12860,Dec-11,12971003,520053457,3463168,404442230
(주)모베이스전자,12860,Dec-12,4079782,574511202,-10715990,458663366
(주)모베이스전자,12860,Dec-13,21281105,675644681,3914242,505299129
(주)모베이스전자,12860,Dec-14,32527883,704960522,5323590,538060396
(주)모베이스전자,12860,Dec-15,21304968,718024012,11589458,563840947
(주)모베이스전자,12860,Dec-16,17375868,731169856,13019482,574275654
(주)모베이스전자,12860,Dec-17,-43560750,710241532,-29771797,584945911
(주)모베이스전자,12860,Dec-18,-16905613,717990836,-2389672,606411908
(주)모베이스전자,12860,Dec-19,-9949414,771679604,-8421792,616170568
(주)모비스,250060,Dec-16,,,,
(주)모비스,250060,Dec-17,,,-2728976,2389536
(주)모비스,250060,Dec-18,-353742,2496632,-254980,2496632
(주)모비스,250060,Dec-19,-559611,12147693,-307319,2030264
(주)모아텍,33200,Dec-11,3169881,176287650,5717813,128334986
(주)모아텍,33200,Dec-12,-4260229,147624355,-2295753,100585547
(주)모아텍,33200,Dec-13,-11259728,137249866,-3525541,94182083
(주)모아텍,33200,Dec-14,-7430066,80650185,-7698896,81209942
(주)모아텍,33200,Dec-15,-1777272,63821318,-9892377,65252188
(주)모아텍,33200,Dec-16,2851862,56642560,3035378,55912949
(주)모아텍,33200,Mar-18,1100322,45468636,1428833,44846369
(주)모아텍,33200,Mar-19,897370,38650809,750725,38048887
(주)모토닉,9680,Dec-11,27031835,258237261,25576348,237739047
(주)모토닉,9680,Dec-12,27881129,240382478,24243373,232982933
