회사명,거래소코드,회계년도,당기순이익(IFRS연결),매출액(IFRS연결),당기순이익(IFRS개별),매출액(IFRS개별)
(주)하이트론씨스템즈,19490,Dec-13,-6395055,96846749,-7159385,96641155
(주)하이트론씨스템즈,19490,Dec-14,-6216941,72243160,-6094107,72572654
(주)하이트론씨스템즈,19490,Dec-15,-5835561,54523150,-4392692,54341200
(주)하이트론씨스템즈,19490,Dec-16,3012814,41132054,4561627,40808966
(주)하이트론씨스템즈,19490,Dec-17,-11370253,37570265,-12293830,37484598
(주)하이트론씨스템즈,19490,Dec-18,717134,40770079,742309,41536575
(주)하이트론씨스템즈,19490,Dec-19,-17825443,34695368,-17938389,37332728
(주)하츠,66130,Dec-11,,,2263748,66727518
(주)하츠,66130,Dec-12,,,-3064048,71446388
(주)하츠,66130,Dec-13,,,-1079844,66102103
(주)하츠,66130,Dec-14,,,3410601,76057983
(주)하츠,66130,Dec-15,,,3964156,81602173
(주)하츠,66130,Dec-16,,,4094216,88233676
(주)하츠,66130,Dec-17,,,4527682,101913075
(주)하츠,66130,Dec-18,,,1511841,103531379
(주)하츠,66130,Dec-19,,,2373489,112304948
(주)한국가구,4590,Dec-11,1864373,38987598,159533,11892258
(주)한국가구,4590,Dec-12,3386521,39074770,1320077,10573482
(주)한국가구,4590,Dec-13,2747642,40466851,431682,10040557
(주)한국가구,4590,Dec-14,5183814,46151422,1328043,12229004
(주)한국가구,4590,Dec-15,6020486,48165256,2697503,10246169
(주)한국가구,4590,Dec-16,5743643,57492409,1197130,10173707
(주)한국가구,4590,Dec-17,5483577,54766260,1063497,9407047
(주)한국가구,4590,Dec-18,7401467,60244251,5718726,11772088
(주)한국가구,4590,Dec-19,6068565,65652789,2379238,10924737
(주)한국경제티브이,39340,Dec-11,6011983,67770157,6283397,71005343
(주)한국경제티브이,39340,Dec-12,4405185,66100506,5207534,68563030
(주)한국경제티브이,39340,Dec-13,791139,55454165,1354248,54667384
(주)한국경제티브이,39340,Dec-14,2309144,58361506,4970187,57192654
(주)한국경제티브이,39340,Dec-15,9098199,72163980,10338869,70109215
(주)한국경제티브이,39340,Dec-16,12044172,75275382,11401118,71295429
(주)한국경제티브이,39340,Dec-17,12245521,64845019,9475639,61105576
(주)한국경제티브이,39340,Dec-18,14411720,84503886,12932668,80724320
(주)한국경제티브이,39340,Dec-19,15014545,77771130,12192842,76224204
(주)한국비엔씨,256840,Dec-16,,,,
(주)한국비엔씨,256840,Dec-17,,,,
(주)한국비엔씨,256840,Dec-18,,,,
(주)한국비엔씨,256840,Dec-19,,,-5401184,17668446
(주)한국전자홀딩스,6200,Dec-11,-14167347,317844853,3894978,10021604
(주)한국전자홀딩스,6200,Dec-12,-36096429,246537005,-2458261,9910613
(주)한국전자홀딩스,6200,Dec-13,-8315523,238172983,579206,8949469
(주)한국전자홀딩스,6200,Dec-14,1098429,189530544,1932796,6286824
(주)한국전자홀딩스,6200,Dec-15,-8349769,149195543,2305835,7436390
(주)한국전자홀딩스,6200,Dec-16,-13016524,139431519,-25801879,8542234
(주)한국전자홀딩스,6200,Dec-17,4990580,257369643,2068844,7778096
(주)한국전자홀딩스,6200,Dec-18,1060291,234220979,-586125,4753640
(주)한국전자홀딩스,6200,Dec-19,-23794401,217023310,-4767389,5248401
(주)한국종합기술,23350,Dec-11,,,8254153,178015158
(주)한국종합기술,23350,Dec-12,,,1319802,180763714
(주)한국종합기술,23350,Dec-13,,,5417721,171018837
(주)한국종합기술,23350,Dec-14,,,2898211,164370497
(주)한국종합기술,23350,Dec-15,,,1181153,183988185
(주)한국종합기술,23350,Dec-16,,,3063387,199370928
(주)한국종합기술,23350,Dec-17,,,-7815611,199604542
(주)한국종합기술,23350,Dec-18,,,-6636791,190942038
(주)한국종합기술,23350,Dec-19,,,-3556158,218943295
(주)한국카본,17960,Dec-11,6015078,131214243,5564552,107843639
(주)한국카본,17960,Dec-12,5652351,163292483,9330531,163282135
(주)한국카본,17960,Dec-13,14823927,240836184,24709475,240270248
(주)한국카본,17960,Dec-14,19731902,231067207,21928417,229643136
(주)한국카본,17960,Dec-15,22691317,242541950,19990990,241307334
(주)한국카본,17960,Dec-16,16470646,257626475,16224567,255166979
(주)한국카본,17960,Dec-17,744134,239057382,556611,237633170
(주)한국카본,17960,Dec-18,-2978652,226695050,-2842081,225982162
(주)한국카본,17960,Dec-19,17701680,273402503,21725932,273130285
(주)한국코퍼레이션,50540,Dec-11,3878124,124528777,2220501,117722262
(주)한국코퍼레이션,50540,Dec-12,,,3218517,140208196
(주)한국코퍼레이션,50540,Dec-13,-13004588,131406554,-9967768,129339890
(주)한국코퍼레이션,50540,Dec-14,322950,138806294,201079,134982988
(주)한국코퍼레이션,50540,Dec-15,-10902211,134587210,-4431174,127888439
(주)한국코퍼레이션,50540,Dec-16,-20236150,150491365,-27103046,142614687
(주)한국코퍼레이션,50540,Dec-17,329624,128538699,2062673,128538699
(주)한국코퍼레이션,50540,Dec-18,-19274803,128411737,-19438665,127369660
(주)한국코퍼레이션,50540,Dec-19,-10563762,121548545,-9078340,115984156
(주)한국큐빅,21650,Dec-11,1614580,107245770,3826278,21170459
(주)한국큐빅,21650,Dec-12,2131238,103072423,2839131,17804775
(주)한국큐빅,21650,Dec-13,466505,99132240,2871492,18500025
(주)한국큐빅,21650,Dec-14,2847160,94838532,4367862,17583908
(주)한국큐빅,21650,Dec-15,2075555,110058837,1301132,17465742
(주)한국큐빅,21650,Dec-16,1902545,122930620,678606,19730981
(주)한국큐빅,21650,Dec-17,625659,153762523,2329064,25500278
(주)한국큐빅,21650,Dec-18,812147,164332875,1963841,25879759
(주)한국큐빅,21650,Dec-19,3347893,156801233,4419276,30164022
(주)한국테크놀로지,53590,Dec-11,-11217874,5137925,-12276005,5137925
(주)한국테크놀로지,53590,Dec-12,,,-8786534,5655633
(주)한국테크놀로지,53590,Dec-13,,,-9499922,6227658
(주)한국테크놀로지,53590,Dec-14,,,1022077,20935527
(주)한국테크놀로지,53590,Dec-15,,,-24722655,7208124
(주)한국테크놀로지,53590,Dec-16,,,-10487455,4478417
(주)한국테크놀로지,53590,Dec-17,,,-13093965,9629681
(주)한국테크놀로지,53590,Dec-18,,,-37486917,11557270
(주)한국테크놀로지,53590,Dec-19,-17357157,216247925,-14566970,4631738
(주)한국특강,7280,Dec-11,,,3566490,694955436
(주)한국특강,7280,Dec-12,,,3465131,647612376
(주)한국특강,7280,Dec-13,,,-11047283,563315975
(주)한국특강,7280,Dec-14,,,-20181680,433240152
(주)한국특강,7280,Dec-15,,,-54716780,280303244
(주)한국특강,7280,Dec-16,,,4061512,247193160
(주)한국특강,7280,Dec-17,,,11596252,346266581
(주)한국특강,7280,Dec-18,,,-5715603,364964702
(주)한국특강,7280,Dec-19,,,-22331296,390966862
(주)한국팩키지,37230,Dec-11,,,3771100,59734863
(주)한국팩키지,37230,Dec-12,,,614368,51424697
(주)한국팩키지,37230,Dec-13,,,-1799478,49224173
(주)한국팩키지,37230,Dec-14,,,-658330,48879439
(주)한국팩키지,37230,Dec-15,,,715797,55937917
(주)한국팩키지,37230,Dec-16,,,3074092,59078483
(주)한국팩키지,37230,Dec-17,,,2845884,56972317
(주)한국팩키지,37230,Dec-18,,,1774746,56852305
(주)한국팩키지,37230,Dec-19,,,1807691,58376992
(주)한국화장품제조,3350,Dec-11,,,-6183077,26026970
(주)한국화장품제조,3350,Dec-12,,,-6279000,31270181
(주)한국화장품제조,3350,Dec-13,,,-2343844,31112773
(주)한국화장품제조,3350,Dec-14,,,7806878,35457341
(주)한국화장품제조,3350,Dec-15,,,1985114,45478447
(주)한국화장품제조,3350,Dec-16,,,9615809,64948683
(주)한국화장품제조,3350,Dec-17,,,4430067,67175473
(주)한국화장품제조,3350,Dec-18,,,3318265,88233207
(주)한국화장품제조,3350,Dec-19,,,-1488200,76491978
(주)한글과컴퓨터,30520,Dec-11,13466195,56981223,13211452,57315868
(주)한글과컴퓨터,30520,Dec-12,12473255,65609745,11865553,65928157
(주)한글과컴퓨터,30520,Dec-13,19071062,71797881,17375259,68845615
(주)한글과컴퓨터,30520,Dec-14,20063852,75836690,23018840,76170162
(주)한글과컴퓨터,30520,Dec-15,23392417,84941460,24496901,84539303
(주)한글과컴퓨터,30520,Dec-16,15297039,101244103,17176757,89920951
(주)한글과컴퓨터,30520,Dec-17,20354730,134111283,20957595,94824117
(주)한글과컴퓨터,30520,Dec-18,10788631,215760750,5708518,96670831
(주)한글과컴퓨터,30520,Dec-19,22125531,319255505,17770604,100395826
(주)한네트,52600,Dec-11,,,2030723,31027773
(주)한네트,52600,Dec-12,,,519341,27130214
(주)한네트,52600,Dec-13,,,1598697,28296872
(주)한네트,52600,Dec-14,,,2228057,27716217
(주)한네트,52600,Dec-15,,,2039390,28229484
(주)한네트,52600,Dec-16,,,2385648,28849127
(주)한네트,52600,Dec-17,,,1394018,27605285
(주)한네트,52600,Dec-18,,,1100385,27170017
(주)한네트,52600,Dec-19,,,1132444,25948122
(주)한농화성,11500,Dec-11,,,9015041,206450036
(주)한농화성,11500,Dec-12,,,8730739,211200074
(주)한농화성,11500,Dec-13,,,7796102,224375279
(주)한농화성,11500,Dec-14,,,7781086,217779954
(주)한농화성,11500,Dec-15,,,8478188,200994244
(주)한농화성,11500,Dec-16,,,8765910,204984259
(주)한농화성,11500,Dec-17,,,8707593,236295858
(주)한농화성,11500,Dec-18,,,5871609,223214119
(주)한농화성,11500,Dec-19,,,9978317,204694663
(주)한독,2390,Dec-11,16573866,333172636,16573866,332903154
(주)한독,2390,Dec-12,5768269,314647673,5768269,314646329
(주)한독,2390,Dec-13,12309555,327936251,15975665,327935993
(주)한독,2390,Dec-14,,,1473262,348310911
(주)한독,2390,Dec-15,-1802720,358447724,2157106,358476926
(주)한독,2390,Dec-16,-7400629,396134014,3923299,396252889
(주)한독,2390,Dec-17,3453096,417970014,16344627,413449630
(주)한독,2390,Dec-18,7062695,446731041,19637514,440098077
(주)한독,2390,Dec-19,33925733,473000100,11309919,466401406
(주)한독크린텍,256150,Dec-19,,,4802734,48359058
(주)한라,14790,Dec-11,21463642,1728538634,-20021346,1685994382
(주)한라,14790,Dec-12,-234344584,1986349612,-225933586,1873504639
(주)한라,14790,Dec-13,-458732879,2002724809,-414195979,1465457395
(주)한라,14790,Dec-14,-158563934,1903285090,44433822,1407803255
(주)한라,14790,Dec-15,-114411494,1855269348,-33350808,1353398558
(주)한라,14790,Dec-16,10165369,1831824054,14911576,1358236270
(주)한라,14790,Dec-17,46610950,1920605105,53751622,1454675129
(주)한라,14790,Dec-18,-12072114,1320997313,-14362065,1165275545
(주)한라,14790,Dec-19,2723763,1304889862,-16139785,1198490841
(주)한라홀딩스,60980,Dec-11,225060112,4560126715,164222694,2823879385
(주)한라홀딩스,60980,Dec-12,162055329,5059281113,123236074,3140669328
(주)한라홀딩스,60980,Dec-13,177695697,5633845230,80728062,3197984100
(주)한라홀딩스,60980,Dec-14,1081525566,918655690,1272628315,9653630
(주)한라홀딩스,60980,Dec-15,79677208,892102731,10219524,268757423
(주)한라홀딩스,60980,Dec-16,80406763,1001167189,61003964,618047873
(주)한라홀딩스,60980,Dec-17,43520027,922195940,86924221,657849448
(주)한라홀딩스,60980,Dec-18,13104428,886548283,8369084,676634635
(주)한라홀딩스,60980,Dec-19,41062916,798365159,34379849,620603274
(주)한미글로벌건축사사무소,53690,Dec-11,3454224,182945775,4224117,130157970
(주)한미글로벌건축사사무소,53690,Dec-12,4171117,207246374,5043551,161993619
(주)한미글로벌건축사사무소,53690,Dec-13,6068175,182533119,4665652,108717082
(주)한미글로벌건축사사무소,53690,Dec-14,7323750,165403995,5067140,91869475
(주)한미글로벌건축사사무소,53690,Dec-15,6685425,166822814,5732975,106927745
(주)한미글로벌건축사사무소,53690,Dec-16,8973344,169053494,8545196,104558383
(주)한미글로벌건축사사무소,53690,Dec-17,9707584,200835862,6619364,110345097
(주)한미글로벌건축사사무소,53690,Dec-18,7146322,207721612,3745670,126301947
(주)한미글로벌건축사사무소,53690,Dec-19,23408893,294657922,4461227,101759309
(주)한빛소프트,47080,Dec-11,-14678784,43458546,-16071553,32219889
(주)한빛소프트,47080,Dec-12,-247561,40166122,-2169002,28715359
(주)한빛소프트,47080,Dec-13,-330992,29506704,-60774,23470147
(주)한빛소프트,47080,Dec-14,-1144785,26289454,-559998,21445617
(주)한빛소프트,47080,Dec-15,-3327562,22137281,-376570,19229210
(주)한빛소프트,47080,Dec-16,-7294310,30726796,-10163456,27092790
(주)한빛소프트,47080,Dec-17,1105622,39295854,2553665,32845297
(주)한빛소프트,47080,Dec-18,-8711851,39835691,-2690881,30659088
(주)한빛소프트,47080,Dec-19,2348732,43542409,-5061835,32988265
(주)한샘,9240,Dec-11,39311800,709337324,37964820,676890921
(주)한샘,9240,Dec-12,39471512,783239874,35195336,733566771
(주)한샘,9240,Dec-13,61367612,1006945858,56056206,955957542
(주)한샘,9240,Dec-14,86692477,1325043301,77578384,1265508559
(주)한샘,9240,Dec-15,114715975,1710544310,107625945,1631046866
(주)한샘,9240,Dec-16,127527432,1934547149,125199405,1855003163
(주)한샘,9240,Dec-17,95937543,2062514512,127662922,1973868806
(주)한샘,9240,Dec-18,89957037,1928463279,68290926,1847989367
(주)한샘,9240,Dec-19,42714882,1698372285,41343472,1605551061
(주)한섬,20000,Dec-11,87368022,508799634,80511184,501007869
(주)한섬,20000,Dec-12,64137880,496351481,63016013,489550165
(주)한섬,20000,Dec-13,40824265,470811788,48809930,462603717
(주)한섬,20000,Dec-14,36375237,524898580,48534000,509179833
(주)한섬,20000,Dec-15,72891938,616755898,77695416,615393890
(주)한섬,20000,Dec-16,56475911,711998209,56661713,710321856
(주)한섬,20000,Dec-17,53856248,1228675786,54570669,765914995
(주)한섬,20000,Dec-18,74357934,1299209402,69801795,766644345
(주)한섬,20000,Dec-19,85260970,1259801685,75601722,994560576
(주)한솔케미칼,14680,Dec-11,18658185,297031934,13311992,278623403
(주)한솔케미칼,14680,Dec-12,36085400,318850692,31162345,293809915
(주)한솔케미칼,14680,Dec-13,20294730,317046839,21039694,286157035
(주)한솔케미칼,14680,Dec-14,21422845,336115038,22253003,277931459
(주)한솔케미칼,14680,Dec-15,34294928,368026063,32669974,290202958
(주)한솔케미칼,14680,Dec-16,58922578,460400870,51061082,315815438
(주)한솔케미칼,14680,Dec-17,58071494,521574392,45797407,341858961
(주)한솔케미칼,14680,Dec-18,67755735,581947486,66327750,409357852
(주)한솔케미칼,14680,Dec-19,91031210,587561120,72843779,401866639
(주)한솔홈데코,25750,Dec-11,9589074,172508366,7899340,172508366
(주)한솔홈데코,25750,Dec-12,1635312,189199921,2354064,189199921
(주)한솔홈데코,25750,Dec-13,5613995,233952458,5204563,233952458
(주)한솔홈데코,25750,Dec-14,146828,235256768,-308458,235256768
(주)한솔홈데코,25750,Dec-15,1492373,241490721,5487538,239246344
(주)한솔홈데코,25750,Dec-16,7487736,235363284,6484893,234363347
(주)한솔홈데코,25750,Dec-17,3555974,254330113,7499106,253915092
(주)한솔홈데코,25750,Dec-18,11663572,296884850,2715972,290916765
(주)한솔홈데코,25750,Dec-19,-4557551,263886367,-3470736,256728513
(주)한송네오텍,226440,Dec-15,,,,
(주)한송네오텍,226440,Dec-16,,,,
(주)한송네오텍,226440,Dec-17,,,,
(주)한송네오텍,226440,Dec-18,,,-2789490,38337462
(주)한송네오텍,226440,Dec-19,,,350504,21519923
(주)한익스프레스,14130,Dec-11,-6648640,242880518,-6902290,235054445
(주)한익스프레스,14130,Dec-12,5269566,263452874,4890078,251733998
(주)한익스프레스,14130,Dec-13,5909868,321653147,5499088,308693089
(주)한익스프레스,14130,Dec-14,18350846,358675119,18114651,346462220
(주)한익스프레스,14130,Dec-15,7946441,436704030,7515190,421853267
(주)한익스프레스,14130,Dec-16,5413341,467922261,6342495,451168903
(주)한익스프레스,14130,Dec-17,6688151,527872746,7383542,509003081
(주)한익스프레스,14130,Dec-18,5264503,565826800,6002627,543385385
(주)한익스프레스,14130,Dec-19,5785383,577355359,2954721,548988971
(주)한일진공,123840,Dec-11,,,,
(주)한일진공,123840,Dec-12,,,,
(주)한일진공,123840,Dec-13,2844336,42014889,2923559,42013925
(주)한일진공,123840,Dec-14,-869593,12661254,-784224,12681331
(주)한일진공,123840,Dec-15,5952770,26128455,5994812,26123443
(주)한일진공,123840,Dec-16,13818394,19941437,14965767,19867070
(주)한일진공,123840,Dec-17,21953769,22873827,28654702,21692056
(주)한일진공,123840,Dec-18,-14560373,51064090,-10933476,47511529
(주)한일진공,123840,Dec-19,-31586946,26220461,-35714172,20434927
(주)한진,2320,Dec-11,-29593395,1390687502,-18468329,1191850513
(주)한진,2320,Dec-12,-10516073,1437380000,-1186532,1209784533
(주)한진,2320,Dec-13,-8400951,1499623169,-15439387,1255118807
(주)한진,2320,Dec-14,41791237,1532812219,42809509,1306361161
(주)한진,2320,Dec-15,98694305,1641702370,89913647,1542211179
(주)한진,2320,Dec-16,37563537,1764803679,88428360,1583942390
(주)한진,2320,Dec-17,-47007380,1812603434,17035678,1611776815
(주)한진,2320,Dec-18,45640673,1950771934,53305256,1716217907
(주)한진,2320,Dec-19,-2865355,2062344427,7288946,1811710880
(주)한진중공업홀딩스,3480,Dec-11,-9562000,1056129000,7001000,13705000
(주)한진중공업홀딩스,3480,Dec-12,-8169000,1139471000,10147000,13727000
(주)한진중공업홀딩스,3480,Dec-13,-81736000,1198416000,11080000,16522000
(주)한진중공업홀딩스,3480,Dec-14,-135021000,1520058000,9092000,15091000
(주)한진중공업홀딩스,3480,Dec-15,-122140000,1292145000,-242481000,15233000
(주)한진중공업홀딩스,3480,Dec-16,-457246000,299984000,-388258000,11484000
(주)한진중공업홀딩스,3480,Dec-17,-159629000,906723000,230000,10984000
(주)한진중공업홀딩스,3480,Dec-18,-270000,946003000,-74505000,4192000
(주)한진중공업홀딩스,3480,Dec-19,30355000,877642000,-48186000,8533000
(주)한진칼,180640,Dec-13,16178208,241375290,-3691983,14710852
(주)한진칼,180640,Dec-14,324085761,624969749,22098352,41815085
(주)한진칼,180640,Dec-15,-193723899,722309232,9624397,41638210
(주)한진칼,180640,Dec-16,-422943694,991024369,-114867110,60147377
(주)한진칼,180640,Dec-17,229432997,1149657255,244311538,58767782
(주)한진칼,180640,Dec-18,-12795634,1304892515,30906517,61814665
(주)한진칼,180640,Dec-19,-260570999,1203497717,30675556,65099543
(주)한창,5110,Dec-11,-6002719,13654402,-5539750,12796477
(주)한창,5110,Dec-12,1043547,16789740,2665033,14785925
(주)한창,5110,Dec-13,871485,22515364,440407,18149866
(주)한창,5110,Dec-14,1863884,19164151,1955780,12877101
(주)한창,5110,Dec-15,-635087,17167065,7381734,10225337
(주)한창,5110,Dec-16,4347838,50460142,-1799469,9542988
(주)한창,5110,Dec-17,4424189,112028726,-4784889,9052935
(주)한창,5110,Dec-18,1542836,99100978,-8175548,9692139
(주)한창,5110,Dec-19,-1808271,69033371,-7214687,6249010
(주)한창바이오텍,43090,Dec-11,-7585914,19545311,-8325900,19318106
(주)한창바이오텍,43090,Dec-12,-6098648,22544497,-6218601,22548847
(주)한창바이오텍,43090,Dec-13,150947,21432712,354623,21435592
(주)한창바이오텍,43090,Dec-14,-1617020,20672073,-1496592,20672073
(주)한창바이오텍,43090,Dec-15,,,-9198911,18873841
(주)한창바이오텍,43090,Dec-16,,,-4144515,15718627
(주)한창바이오텍,43090,Dec-17,,,346445,19592676
(주)한창바이오텍,43090,Dec-18,,,-5404306,11244635
(주)한창바이오텍,43090,Dec-19,,,-8209527,7378379
(주)한창제지,9460,Dec-11,,,413758,162586332
(주)한창제지,9460,Dec-12,,,616912,163264437
(주)한창제지,9460,Dec-13,,,-11574349,181296219
(주)한창제지,9460,Dec-14,,,2348961,174241539
(주)한창제지,9460,Dec-15,,,3395425,176897274
(주)한창제지,9460,Dec-16,,,16137522,194532816
(주)한창제지,9460,Dec-17,,,11823344,200923606
(주)한창제지,9460,Dec-18,,,9626477,200018844
(주)한창제지,9460,Dec-19,,,7375908,181407722
(주)한컴위드,54920,Dec-11,16140830,23596784,12910098,23452687
(주)한컴위드,54920,Dec-12,1942723,20106396,256217,19656396
(주)한컴위드,54920,Dec-13,,,220742,21379278
(주)한컴위드,54920,Dec-14,,,-352736,18139491
(주)한컴위드,54920,Dec-15,,,-3717175,14530244
(주)한컴위드,54920,Dec-16,,,-110666,14475417
(주)한컴위드,54920,Dec-17,,,1372275,16388738
(주)한컴위드,54920,Dec-18,163723,15712618,281089,15703527
(주)한컴위드,54920,Dec-19,33692808,15828868,33686133,15493868
(주)한탑,2680,Dec-11,-1000772,99068570,-520040,97011930
(주)한탑,2680,Dec-12,3189424,105499019,3594172,96579193
(주)한탑,2680,Dec-13,-3287191,108200234,-2515483,89488847
(주)한탑,2680,Dec-14,-3957094,110436355,-4533593,74376922
(주)한탑,2680,Dec-15,-1668228,125204546,-1871198,83887984
(주)한탑,2680,Dec-16,804745,128079970,838972,86762394
(주)한탑,2680,Dec-17,903738,125094326,916530,82297638
(주)한탑,2680,Dec-18,-3523356,109877404,-3723581,74388800
(주)한탑,2680,Dec-19,-6664299,92248979,-5228628,64344067
(주)한화,880,Dec-11,93519782,12185910706,69558304,5426938737
(주)한화,880,Dec-12,318643396,11503205580,69286562,5242016462
(주)한화,880,Dec-13,224668731,38724968314,53810154,5340878642
(주)한화,880,Dec-14,-163026544,37456840937,95381198,5057047290
(주)한화,880,Dec-15,120514957,41376287959,36188799,5098918832
(주)한화,880,Dec-16,1288691000,47120215000,106275361,5101851157
(주)한화,880,Dec-17,1310937000,50404436000,160341990,4639964555
(주)한화,880,Dec-18,799340000,48740153000,284521032,5224247719
(주)한화,880,Dec-19,231054000,50412399000,100269854,4433163051
(주)핸디소프트,220180,Dec-16,1526712,36873136,1181926,36883856
(주)핸디소프트,220180,Dec-17,-4628748,40148155,-2240521,40261885
(주)핸디소프트,220180,Dec-18,-10277366,42044475,-10142027,41549624
(주)핸디소프트,220180,Dec-19,-11244819,34759649,-11422377,34655270
(주)헥토이노베이션,214180,Dec-15,,,8801659,26624895
(주)헥토이노베이션,214180,Dec-16,11458905,40689675,11163303,35128632
(주)헥토이노베이션,214180,Dec-17,18326378,80478876,11579802,40834832
(주)헥토이노베이션,214180,Dec-18,19716812,107326162,12106850,49486600
(주)헥토이노베이션,214180,Dec-19,23910072,123737897,11109674,57206898
(주)헥토파이낸셜,234340,Dec-19,,,12879368,65559474
(주)헬릭스미스,84990,Dec-11,-10115199,3805288,-10119653,3805288
(주)헬릭스미스,84990,Dec-12,-4632644,3888131,-4635876,3888131
(주)헬릭스미스,84990,Dec-13,265716,5745712,262752,5745712
(주)헬릭스미스,84990,Dec-14,,,158584,6138023
(주)헬릭스미스,84990,Dec-15,,,256981,7695186
(주)헬릭스미스,84990,Dec-16,,,550028,6844032
(주)헬릭스미스,84990,Dec-17,,,-6495715,3157909
(주)헬릭스미스,84990,Dec-18,-30521894,5280860,-28682905,3187119
(주)헬릭스미스,84990,Dec-19,-108359903,4454516,-107149033,4454516
(주)현대공업,170030,Dec-13,10772865,153895745,3555519,98615293
(주)현대공업,170030,Dec-14,12412689,180410314,15016314,116832667
(주)현대공업,170030,Dec-15,15152733,197997561,6781425,132754413
(주)현대공업,170030,Dec-16,15465850,213171116,12588528,138134928
(주)현대공업,170030,Dec-17,6228207,176625545,10739625,129582299
(주)현대공업,170030,Dec-18,1017002,158585743,6286540,129000735
(주)현대공업,170030,Dec-19,4097035,166710367,10184509,147107628
(주)현대그린푸드,5440,Dec-11,86473749,1336962474,42955290,795547334
(주)현대그린푸드,5440,Dec-12,80765690,1556583114,51531867,1168077989
(주)현대그린푸드,5440,Dec-13,91434790,1762796387,50790091,1276037993
(주)현대그린푸드,5440,Dec-14,97945207,1965858753,53013510,1364599706
(주)현대그린푸드,5440,Dec-15,91455151,2112759665,57092651,1476015810
(주)현대그린푸드,5440,Dec-16,105264422,2521747634,56783518,1554226963
(주)현대그린푸드,5440,Dec-17,121477003,2533968139,101027059,1477451922
(주)현대그린푸드,5440,Dec-18,127231170,3251741146,80959774,1514615128
(주)현대그린푸드,5440,Dec-19,63939929,3124339158,61645526,1542730568
(주)현대리바트,79430,Dec-11,7004742,521164775,6524612,493195013
(주)현대리바트,79430,Dec-12,3627904,504927936,4095457,485168241
(주)현대리바트,79430,Dec-13,7270240,554574292,6092132,525828071
(주)현대리바트,79430,Dec-14,26937832,642865784,22913052,631152776
(주)현대리바트,79430,Dec-15,28826960,694209637,31517701,695731542
(주)현대리바트,79430,Dec-16,33163883,735644905,35185577,731440764
(주)현대리바트,79430,Dec-17,36954158,888417178,35560613,883174999
(주)현대리바트,79430,Dec-18,38881124,1351703360,36852646,1321083185
(주)현대리바트,79430,Dec-19,19465669,1237572971,19530738,1217035684
(주)현대미포조선,10620,Dec-11,202353892,4623857520,227864445,4173777473
(주)현대미포조선,10620,Dec-12,86357628,4415350944,111289267,4003284825
(주)현대미포조선,10620,Dec-13,-267114970,3985834602,-187912610,3487039719
(주)현대미포조선,10620,Dec-14,-679259389,3967477475,-695284413,3365276976
(주)현대미포조선,10620,Dec-15,25678786,4652431643,25923462,3701784128
(주)현대미포조선,10620,Dec-16,39599709,4219552229,40224120,3442178901
(주)현대미포조선,10620,Dec-17,445156720,2453432922,426461627,2441346314
(주)현대미포조선,10620,Dec-18,120655434,2403016269,87825804,2405066642
(주)현대미포조선,10620,Dec-19,61178074,2994100904,43103306,2999488385
(주)현대바이오랜드,52260,Dec-11,13720151,68437166,13556556,67958150
(주)현대바이오랜드,52260,Dec-12,10132607,73026078,10315379,72843574
(주)현대바이오랜드,52260,Dec-13,9727889,71029779,10025478,70687908
(주)현대바이오랜드,52260,Dec-14,10563492,76987846,10813116,76738272
(주)현대바이오랜드,52260,Dec-15,10785470,80902059,10712414,80417579
(주)현대바이오랜드,52260,Dec-16,12426426,97808342,12048959,95716334
(주)현대바이오랜드,52260,Dec-17,11978967,102557180,11807314,98467385
(주)현대바이오랜드,52260,Dec-18,15047406,100589346,13553593,94215056
(주)현대바이오랜드,52260,Dec-19,10848889,106310862,9568340,100673588
(주)현대백화점,69960,Dec-11,394509738,1439148214,262674811,959778417
(주)현대백화점,69960,Dec-12,364401168,1519972872,222748284,1026100820
(주)현대백화점,69960,Dec-13,337566358,1533735006,228638050,1126786722
(주)현대백화점,69960,Dec-14,291023905,1551860911,221182751,1121049622
(주)현대백화점,69960,Dec-15,280261974,1656960042,190566910,1216059039
(주)현대백화점,69960,Dec-16,321112180,1831801786,218677800,1370588692
(주)현대백화점,69960,Dec-17,302249519,1848140316,202042281,1376510551
(주)현대백화점,69960,Dec-18,287418964,1862205782,368750632,1376063517
(주)현대백화점,69960,Dec-19,243010565,2198949660,195656742,1385243797
(주)현대에버다임,41440,Dec-11,13384245,186833618,13304715,186168618
(주)현대에버다임,41440,Dec-12,12940479,229272081,14687214,237630416
(주)현대에버다임,41440,Dec-13,17053736,297668268,16488744,270750792
(주)현대에버다임,41440,Dec-14,13279614,316121026,12907134,291612069
(주)현대에버다임,41440,Dec-15,12145605,327817239,14650537,298961204
(주)현대에버다임,41440,Dec-16,17485209,337351568,9870333,299199052
(주)현대에버다임,41440,Dec-17,17597101,340266775,12724620,315435868
(주)현대에버다임,41440,Dec-18,10138350,311160553,9172784,287298836
(주)현대에버다임,41440,Dec-19,1160130,248611599,765118,225779535
(주)현대이지웰,90850,Dec-13,,,3710157,32569357
(주)현대이지웰,90850,Dec-14,,,3796286,33957243
(주)현대이지웰,90850,Dec-15,3112044,40925678,3699333,40902955
(주)현대이지웰,90850,Dec-16,-329584,52319004,1080621,50564901
(주)현대이지웰,90850,Dec-17,2222924,58370401,3404286,54172708
