회사명,거래소코드,회계년도,유형자산(IFRS연결),건설중인자산(IFRS연결),유형자산(IFRS개별),건설중인자산(IFRS개별),합계_기말인원
고려신용정보(주),49720,Dec-13,0,0,2262986,0,1828
고려신용정보(주),49720,Dec-14,0,0,1711463,0,311
고려신용정보(주),49720,Dec-15,0,0,1477220,0,308
고려신용정보(주),49720,Dec-16,0,0,1323455,0,344
고려신용정보(주),49720,Dec-17,,,1785817,0,494
고려신용정보(주),49720,Dec-18,,,1837457,0,565
고려신용정보(주),49720,Dec-19,0,0,8227021,0,670
고려아연(주),10130,Dec-11,0,61233694,1134195981,51189589,1025
고려아연(주),10130,Dec-12,0,93901721,1301488922,79246443,1113
고려아연(주),10130,Dec-13,0,119447632,1473311917,112135372,1186
고려아연(주),10130,Dec-14,0,258984295,1740552796,245028725,1287
고려아연(주),10130,Dec-15,0,49810012,2053011068,31965220,1396
고려아연(주),10130,Dec-16,0,122670018,2014091229,99655833,1383
고려아연(주),10130,Dec-17,0,314005059,2139711028,156710294,1376
고려아연(주),10130,Dec-18,0,138951626,2112147861,58902100,1391
고려아연(주),10130,Dec-19,0,218184568,2072336647,71189278,1417
고려제강(주),2240,Dec-11,0,58868000,281339031,10672000,958
고려제강(주),2240,Dec-12,0,26358000,323741899,22762000,1002
고려제강(주),2240,Dec-13,0,33749000,317436530,4089000,1088
고려제강(주),2240,Dec-14,0,39313000,298534099,8414000,1054
고려제강(주),2240,Dec-15,0,128956000,282732357,18143000,1018
고려제강(주),2240,Dec-16,0,18404000,256193477,1838000,945
고려제강(주),2240,Dec-17,0,20347000,236404725,2812000,954
고려제강(주),2240,Dec-18,0,8944000,222796136,1908000,881
고려제강(주),2240,Dec-19,0,9790000,208292466,2927000,857
고려제약(주),14570,Dec-11,,,16399141,50350,252
고려제약(주),14570,Dec-12,,,16144383,38350,247
고려제약(주),14570,Dec-13,,,15580146,12250,243
고려제약(주),14570,Dec-14,,,15222932,12250,240
고려제약(주),14570,Dec-15,,,14918604,12250,253
고려제약(주),14570,Dec-16,,,14564993,12250,253
고려제약(주),14570,Dec-17,,,14878391,12250,252
고려제약(주),14570,Dec-18,,,12630175,137458,257
고려제약(주),14570,Dec-19,,,14770290,410127,258
광동제약(주),9290,Dec-11,0,3948059,108501081,3436100,727
광동제약(주),9290,Dec-12,0,1283784,133360607,747600,749
광동제약(주),9290,Dec-13,0,2103100,133471990,2103100,784
광동제약(주),9290,Dec-14,0,1882900,143462798,1882900,839
광동제약(주),9290,Dec-15,0,2911691,159158221,2911691,888
광동제약(주),9290,Dec-16,0,2633691,166531290,2633691,994
광동제약(주),9290,Dec-17,0,2251295,167845793,2251120,992
광동제약(주),9290,Dec-18,0,132548,161806342,132374,993
광동제약(주),9290,Dec-19,23787660,473454,126951978,473452,999
광전자(주),17900,Dec-11,0,48722,164619557,3060,1376
광전자(주),17900,Dec-12,0,924323,132474987,924323,797
광전자(주),17900,Dec-13,0,968,74729874,968,77
광전자(주),17900,Dec-14,75,1008069,90051363,1008069,1108
광전자(주),17900,Dec-15,75,1837103,80810895,1837103,1008
광전자(주),17900,Dec-16,0,810378,70151065,810378,868
광전자(주),17900,Dec-17,0,2624680,69667081,2624680,903
광전자(주),17900,Dec-18,0,2571559,77222560,2443925,899
광전자(주),17900,Dec-19,0,975143,74846309,915143,874
광진실업(주),26910,Dec-11,,,20776457,0,137
광진실업(주),26910,Dec-12,,,19113136,76090,123
광진실업(주),26910,Dec-13,,,17359528,115248,120
광진실업(주),26910,Dec-14,,,17195792,1099660,114
광진실업(주),26910,Dec-15,,,18862520,0,111
광진실업(주),26910,Dec-16,,,17774779,0,95
광진실업(주),26910,Dec-17,,,16967489,307700,101
광진실업(주),26910,Dec-18,,,15953789,8700,99
광진실업(주),26910,Dec-19,,,15618718,13700,109
국도화학(주),7690,Dec-11,0,24364040,112672743,137056,319
국도화학(주),7690,Dec-12,0,18106956,110258389,1670040,328
국도화학(주),7690,Dec-13,0,728217,117290964,138400,347
국도화학(주),7690,Dec-14,0,8774579,132706722,8390849,375
국도화학(주),7690,Dec-15,0,24310408,144109707,23898738,410
국도화학(주),7690,Dec-16,0,3627387,171485427,43500,438
국도화학(주),7690,Dec-17,0,10691066,187271270,7779537,482
국도화학(주),7690,Dec-18,0,13386451,200004016,234780,514
국도화학(주),7690,Dec-19,0,18501153,200682392,5336217,544
국일신동(주),60480,Dec-14,,,28793508,112629,61
국일신동(주),60480,Dec-15,,,28862203,0,64
국일신동(주),60480,Dec-16,,,28531918,0,58
국일신동(주),60480,Dec-17,,,28920910,142500,60
국일신동(주),60480,Dec-18,,,28957185,0,60
국일신동(주),60480,Dec-19,,,29653246,98000,58
국일제지(주),78130,Dec-11,15900000,8398684,11152911,5515,111
국일제지(주),78130,Dec-12,52562882,78000,20140622,0,123
국일제지(주),78130,Dec-13,0,633178,20450184,633178,124
국일제지(주),78130,Dec-14,0,0,19688673,0,128
국일제지(주),78130,Dec-15,,,18782720,0,127
국일제지(주),78130,Dec-16,,,19125079,34461,132
국일제지(주),78130,Dec-17,,,18965215,170910,135
국일제지(주),78130,Dec-18,,,26035161,26400,133
국일제지(주),78130,Dec-19,0,66900,56028882,66900,198
국제약품(주),2720,Mar-11,0,0,44436449,0,467
국제약품(주),2720,Dec-12,0,531000,39525366,531000,444
국제약품(주),2720,Dec-13,0,191010,36998909,191010,444
국제약품(주),2720,Dec-14,0,0,35631261,0,443
국제약품(주),2720,Dec-15,0,45000,60949344,45000,414
국제약품(주),2720,Dec-16,0,910711,60003561,910711,407
국제약품(주),2720,Dec-17,0,3210363,60502977,3210363,405
국제약품(주),2720,Dec-18,0,113530,61144981,113530,402
국제약품(주),2720,Dec-19,0,3977346,64214202,3977346,417
그랜드코리아레저(주),114090,Dec-11,,,35386845,71184,1644
그랜드코리아레저(주),114090,Dec-12,,,36948198,493184,1630
그랜드코리아레저(주),114090,Dec-13,,,35476473,13625,1667
그랜드코리아레저(주),114090,Dec-14,,,38205300,3397276,1648
그랜드코리아레저(주),114090,Dec-15,,,77987872,1524160,1869
그랜드코리아레저(주),114090,Dec-16,,,98643013,547259,1838
그랜드코리아레저(주),114090,Dec-17,,,92958458,1165347,1852
그랜드코리아레저(주),114090,Dec-18,0,87423,85479888,87423,2027
그랜드코리아레저(주),114090,Dec-19,0,292800,80485994,292800,1853
그린케미칼(주),83420,Dec-11,,,69673586,24307572,67
그린케미칼(주),83420,Dec-12,,,82005897,10036182,78
그린케미칼(주),83420,Dec-13,,,81799384,14539141,94
그린케미칼(주),83420,Dec-14,,,124177152,43225000,117
그린케미칼(주),83420,Dec-15,,,140634442,7227664,140
그린케미칼(주),83420,Dec-16,,,126700523,3893542,142
그린케미칼(주),83420,Dec-17,,,113275270,4002585,141
그린케미칼(주),83420,Dec-18,,,104802666,4185924,145
그린케미칼(주),83420,Dec-19,,,97026812,3092913,160
극동유화(주),14530,Dec-11,,,34530269,1230000,121
극동유화(주),14530,Dec-12,,,37617886,0,127
극동유화(주),14530,Dec-13,,,38133595,0,132
극동유화(주),14530,Dec-14,0,0,38059472,0,131
극동유화(주),14530,Dec-15,0,0,38327940,0,128
극동유화(주),14530,Dec-16,0,0,41424881,0,119
극동유화(주),14530,Dec-17,0,0,54858072,0,123
극동유화(주),14530,Dec-18,0,0,64781438,0,139
극동유화(주),14530,Dec-19,0,5154437,71024611,0,138
글로벌에스엠테크리미티드,900070,Dec-11,0,95592,,,
글로벌에스엠테크리미티드,900070,Dec-12,0,16514,,,
글로벌에스엠테크리미티드,900070,Dec-13,0,4185066,,,970
글로벌에스엠테크리미티드,900070,Dec-14,0,0,,,809
글로벌에스엠테크리미티드,900070,Dec-15,0,0,,,950
글로벌에스엠테크리미티드,900070,Dec-16,0,85123,,,925
글로벌에스엠테크리미티드,900070,Dec-17,0,95622,,,959
글로벌에스엠테크리미티드,900070,Dec-18,0,2560359,,,927
글로벌에스엠테크리미티드,900070,Dec-19,0,379976,,,853
글로벌텍스프리(주),204620,Dec-14,,,,,3
글로벌텍스프리(주),204620,Dec-15,,,,,
글로벌텍스프리(주),204620,Dec-16,,,,,
글로벌텍스프리(주),204620,Dec-17,0,0,2528862,0,148
글로벌텍스프리(주),204620,Dec-18,0,0,1972090,0,138
글로벌텍스프리(주),204620,Dec-19,0,0,6575593,0,184
글로본(주),19660,Mar-11,,,,,10
글로본(주),19660,Mar-12,,,,,9
글로본(주),19660,Mar-13,,,,,11
글로본(주),19660,Mar-14,,,,,10
글로본(주),19660,Mar-15,,,,,8
글로본(주),19660,Mar-16,,,,,13
글로본(주),19660,Dec-17,,,1279600,0,12
글로본(주),19660,Dec-18,,,791096,0,12
글로본(주),19660,Dec-19,,,3696760,0,14
금강공업(주),14280,Dec-11,0,1098345,180985433,1097438,371
금강공업(주),14280,Dec-12,0,3808307,229142049,3808307,414
금강공업(주),14280,Dec-13,0,3427750,268164960,1139313,418
금강공업(주),14280,Dec-14,0,13781388,298555819,10883996,424
금강공업(주),14280,Dec-15,4426601,3992705,263824897,834152,398
금강공업(주),14280,Dec-16,0,4369385,296478057,1185008,383
금강공업(주),14280,Dec-17,0,1864346,295936015,1843884,397
금강공업(주),14280,Dec-18,165140,10067461,272047029,4145230,426
금강공업(주),14280,Dec-19,39126677,13738717,238705372,3068945,412
금강철강(주),53260,Dec-11,0,10723,14216846,0,81
금강철강(주),53260,Dec-12,0,0,13848710,0,66
금강철강(주),53260,Dec-13,0,0,13702819,0,83
금강철강(주),53260,Dec-14,0,0,13352248,0,77
금강철강(주),53260,Dec-15,0,0,12369020,0,65
금강철강(주),53260,Dec-16,0,0,12025299,0,72
금강철강(주),53260,Dec-17,0,0,11965461,0,66
금강철강(주),53260,Dec-18,0,0,13394760,0,67
금강철강(주),53260,Dec-19,0,0,13138539,0,61
금호건설(주),2990,Dec-11,0,0,28032085,0,1498
금호건설(주),2990,Dec-12,0,0,19130133,0,1353
금호건설(주),2990,Dec-13,0,0,18494439,0,1204
금호건설(주),2990,Dec-14,0,0,9028162,0,1123
금호건설(주),2990,Dec-15,0,0,9024676,0,1076
금호건설(주),2990,Dec-16,0,0,9440057,0,1068
금호건설(주),2990,Dec-17,0,0,9173496,0,1537
금호건설(주),2990,Dec-18,0,0,9602194,0,1080
금호건설(주),2990,Dec-19,0,0,39492715,0,1129
금호석유화학(주),11780,Dec-11,0,272857000,1473147321,129755000,1272
금호석유화학(주),11780,Dec-12,0,493940000,1556331323,218699000,1358
금호석유화학(주),11780,Dec-13,0,314954000,1593709717,214930000,1306
금호석유화학(주),11780,Dec-14,0,414552000,1633245346,245245000,1277
금호석유화학(주),11780,Dec-15,0,709445000,1760931788,468791000,1281
금호석유화학(주),11780,Dec-16,0,82251000,1786488159,64230000,1306
금호석유화학(주),11780,Dec-17,0,63634000,1684228764,32470000,1278
금호석유화학(주),11780,Dec-18,0,135195000,1578993765,58887000,1280
금호석유화학(주),11780,Dec-19,0,80018000,1509273456,60641000,1339
금호전기(주),1210,Dec-11,0,56382345,127012132,15191305,455
금호전기(주),1210,Dec-12,0,8867167,121931341,4255820,330
금호전기(주),1210,Dec-13,0,6233101,101812281,65563,265
금호전기(주),1210,Dec-14,0,5863244,121585914,34113,263
금호전기(주),1210,Dec-15,0,2209621,99804824,19613,204
금호전기(주),1210,Dec-16,2190000,2449927,89016605,87113,192
금호전기(주),1210,Dec-17,0,261934,84768539,8561,184
금호전기(주),1210,Dec-18,0,8560,15768169,8561,180
금호전기(주),1210,Dec-19,0,8560,13768897,8561,143
금호타이어(주),73240,Dec-11,0,90724000,1013662836,67968000,4949
금호타이어(주),73240,Dec-12,0,111300000,1048967974,83878000,4979
금호타이어(주),73240,Dec-13,0,86040000,1118077532,56133000,4943
금호타이어(주),73240,Dec-14,0,146706000,1166065743,56297000,4940
금호타이어(주),73240,Dec-15,0,593746000,1211448842,69663000,5048
금호타이어(주),73240,Dec-16,0,216287000,1198411207,51856000,5011
금호타이어(주),73240,Dec-17,0,107940000,1178850534,45240000,5127
금호타이어(주),73240,Dec-18,0,27625000,1110400191,17304000,4909
금호타이어(주),73240,Dec-19,12993701,25233000,1050423594,12891000,4769
기아(주),270,Dec-11,0,699117000,6762952000,595490000,32411
기아(주),270,Dec-12,0,693725000,7315103000,634243000,32756
기아(주),270,Dec-13,0,741185000,7455145000,704257000,33576
기아(주),270,Dec-14,0,896836000,7852849000,779958000,34112
기아(주),270,Dec-15,0,1195481000,10134746000,465111000,34121
기아(주),270,Dec-16,0,685569000,10258100000,453310000,34102
기아(주),270,Dec-17,0,887598000,10652139000,561212000,34720
기아(주),270,Dec-18,0,1883036000,10977484000,936656000,35921
기아(주),270,Dec-19,0,1366230000,11365702000,1098725000,35675
깨끗한나라(주),4540,Dec-11,0,3005499,306420101,3005499,543
깨끗한나라(주),4540,Dec-12,0,4549038,295986994,4549038,565
깨끗한나라(주),4540,Dec-13,0,5686723,317272498,5686723,580
깨끗한나라(주),4540,Dec-14,0,7399490,327772474,7399490,604
깨끗한나라(주),4540,Dec-15,0,5987740,357969720,3900171,630
깨끗한나라(주),4540,Dec-16,0,6675310,354804686,6675310,628
깨끗한나라(주),4540,Dec-17,0,30090400,377627669,30189923,607
깨끗한나라(주),4540,Dec-18,0,18216715,398226649,18397280,544
깨끗한나라(주),4540,Dec-19,0,359335,337046794,467487,536
나노캠텍(주),91970,Dec-11,0,3351709,27239852,3348114,106
나노캠텍(주),91970,Dec-12,0,1965499,32736443,1959695,102
나노캠텍(주),91970,Dec-13,0,717842,33385798,537785,100
나노캠텍(주),91970,Dec-14,0,368830,31306925,38000,95
나노캠텍(주),91970,Dec-15,0,35679,29848844,34500,95
나노캠텍(주),91970,Dec-16,0,75096,25939384,46478,89
나노캠텍(주),91970,Dec-17,0,260338,24090063,34500,70
나노캠텍(주),91970,Dec-18,0,66827,23171951,34500,56
나노캠텍(주),91970,Dec-19,0,404350,21784415,389351,53
나라엠앤디(주),51490,Dec-11,0,0,29705472,0,234
나라엠앤디(주),51490,Dec-12,0,0,30754517,0,237
나라엠앤디(주),51490,Dec-13,0,0,34737752,6800,251
나라엠앤디(주),51490,Dec-14,0,2259032,38977134,2259032,265
나라엠앤디(주),51490,Dec-15,0,3669627,39898891,3669627,263
나라엠앤디(주),51490,Dec-16,0,6469668,39961309,6469668,252
나라엠앤디(주),51490,Dec-17,0,1406452,44520174,1301671,252
나라엠앤디(주),51490,Dec-18,0,0,50922958,0,274
나라엠앤디(주),51490,Dec-19,0,3750,55293774,0,276
나무기술(주),242040,Dec-16,,,,,3
나무기술(주),242040,Dec-17,,,,,3
나무기술(주),242040,Dec-18,0,0,348776,0,86
나무기술(주),242040,Dec-19,0,0,588817,0,93
나이스정보통신(주),36800,Dec-11,,,18577790,0,140
나이스정보통신(주),36800,Dec-12,,,20127458,0,153
나이스정보통신(주),36800,Dec-13,,,19135905,0,152
나이스정보통신(주),36800,Dec-14,,,21659447,0,175
나이스정보통신(주),36800,Dec-15,,,26535887,0,210
나이스정보통신(주),36800,Dec-16,0,0,23190473,0,154
나이스정보통신(주),36800,Dec-17,0,0,14822372,0,167
나이스정보통신(주),36800,Dec-18,0,0,10781731,0,168
나이스정보통신(주),36800,Dec-19,0,0,5961601,0,175
나이스평가정보(주),30190,Dec-11,0,60553,12890669,60553,406
나이스평가정보(주),30190,Dec-12,2564520,1190676,13519395,1190675,425
나이스평가정보(주),30190,Dec-13,0,11762888,23250053,11762887,442
나이스평가정보(주),30190,Dec-14,0,0,7100996,0,484
나이스평가정보(주),30190,Dec-15,0,685145,7675110,685145,516
나이스평가정보(주),30190,Dec-16,0,5851763,12392893,5911846,519
나이스평가정보(주),30190,Dec-17,0,21327316,29312435,21327315,568
나이스평가정보(주),30190,Dec-18,0,14000,34075939,14000,605
나이스평가정보(주),30190,Dec-19,0,0,51934235,0,617
남광토건(주),1260,Dec-11,0,450000,20814695,0,557
남광토건(주),1260,Dec-12,0,450000,19873046,0,379
남광토건(주),1260,Dec-13,0,0,19099859,0,318
남광토건(주),1260,Dec-14,0,0,18528352,0,275
남광토건(주),1260,Dec-15,0,0,17937300,0,258
남광토건(주),1260,Dec-16,0,0,2435897,0,168
남광토건(주),1260,Dec-17,0,0,3402938,0,184
남광토건(주),1260,Dec-18,0,0,3382566,0,301
남광토건(주),1260,Dec-19,0,0,3147240,0,376
남양유업(주),3920,Dec-11,0,24861929,200970112,24045296,2499
남양유업(주),3920,Dec-12,0,87570615,277075852,86282124,2731
남양유업(주),3920,Dec-13,0,35686860,332064647,29980054,2849
남양유업(주),3920,Dec-14,0,17129714,309843341,3510440,2690
남양유업(주),3920,Dec-15,0,30118993,281668960,5341000,2442
남양유업(주),3920,Dec-16,0,53513645,263001049,8145327,2479
남양유업(주),3920,Dec-17,5154935,18263227,268358929,17086376,2484
남양유업(주),3920,Dec-18,26284382,49126804,274255212,26346183,2519
남양유업(주),3920,Dec-19,0,56512966,261541945,10175583,2487
남해화학(주),25860,Dec-11,,,166167708,3413269,403
남해화학(주),25860,Dec-12,,,158434456,3037104,398
남해화학(주),25860,Dec-13,,,149579658,3879401,407
남해화학(주),25860,Dec-14,,,147150505,3620646,433
남해화학(주),25860,Dec-15,,,153205657,17289593,413
남해화학(주),25860,Dec-16,0,16003838,169763524,15903170,427
남해화학(주),25860,Dec-17,0,19971164,172630027,19971164,438
남해화학(주),25860,Dec-18,,,171077041,9797286,484
남해화학(주),25860,Dec-19,,,172080672,10071364,494
남화산업(주),111710,Dec-18,,,42278533,73000,75
남화산업(주),111710,Dec-19,,,43222263,150000,77
남화토건(주),91590,Dec-12,0,0,3381064,0,130
남화토건(주),91590,Dec-13,0,0,3228921,0,118
남화토건(주),91590,Dec-14,0,0,3142469,0,112
남화토건(주),91590,Dec-15,0,0,2950426,0,106
남화토건(주),91590,Dec-16,0,0,2965684,0,106
남화토건(주),91590,Dec-17,0,0,2890989,0,76
남화토건(주),91590,Dec-18,0,0,2781499,0,70
남화토건(주),91590,Dec-19,0,0,2682038,0,63
네이버(주),35420,Dec-11,0,4459839,265165117,4459839,2686
네이버(주),35420,Dec-12,0,21490730,360920592,11189106,2495
네이버(주),35420,Dec-13,0,67463755,556788844,59775306,1595
네이버(주),35420,Dec-14,0,885328,681974129,364460,2346
네이버(주),35420,Dec-15,0,1528292,662033287,946800,2397
네이버(주),35420,Dec-16,0,29056312,666613522,26801305,2693
네이버(주),35420,Dec-17,0,77614124,765297081,76744343,2793
네이버(주),35420,Dec-18,0,141299521,806940725,131545757,3585
네이버(주),35420,Dec-19,0,165709030,855943164,159584169,3492
넥센타이어(주),2350,Dec-11,0,400130855,807217769,391543053,3118
넥센타이어(주),2350,Dec-12,0,68434666,936385870,23963414,3653
넥센타이어(주),2350,Dec-13,0,165880598,1119343194,150203768,3890
넥센타이어(주),2350,Dec-14,0,207702520,1340481806,201437068,4133
넥센타이어(주),2350,Dec-15,0,132918863,1334345449,126306346,4221
넥센타이어(주),2350,Dec-16,0,118982776,1303065241,98458066,4333
넥센타이어(주),2350,Dec-17,0,295501095,1268341988,116492050,4154
넥센타이어(주),2350,Dec-18,0,758918763,1263036066,169160312,4090
넥센타이어(주),2350,Dec-19,0,151835916,1263327959,32119336,4175
넷마블(주),251270,Dec-17,0,4588951,27135093,0,691
넷마블(주),251270,Dec-18,0,26142764,102929808,76257552,781
넷마블(주),251270,Dec-19,0,88790126,105692483,76257552,802
농업회사법인(주)농우바이오,54050,Oct-11,0,11061858,47979479,10939166,329
농업회사법인(주)농우바이오,54050,Sep-13,0,3713062,48233728,1599282,397
농업회사법인(주)농우바이오,54050,Sep-14,0,13590340,55680242,11808974,402
농업회사법인(주)농우바이오,54050,Sep-15,0,2757004,47219310,1571116,435
농업회사법인(주)농우바이오,54050,Dec-16,0,3355054,45121697,1912830,442
농업회사법인(주)농우바이오,54050,Dec-17,0,2574134,43901913,1839036,473
농업회사법인(주)농우바이오,54050,Dec-18,1764341,2651595,48084356,1871210,482
농업회사법인(주)농우바이오,54050,Dec-19,0,4576738,56670959,3426000,464
뉴지랩파마(주),214870,Dec-15,,,7887132,380810,181
뉴지랩파마(주),214870,Dec-16,,,9830862,3289792,191
뉴지랩파마(주),214870,Dec-17,0,3330199,9551612,3330199,123
뉴지랩파마(주),214870,Dec-18,0,12776,5209144,12776,97
뉴지랩파마(주),214870,Dec-19,0,5847,5036545,5847,64
다믈멀티미디어(주),93640,Dec-11,,,154131,0,49
다믈멀티미디어(주),93640,Dec-12,,,80156,0,52
다믈멀티미디어(주),93640,Dec-13,,,51032,0,56
다믈멀티미디어(주),93640,Dec-14,,,49203,0,60
다믈멀티미디어(주),93640,Dec-15,,,121362,0,63
다믈멀티미디어(주),93640,Dec-16,,,122822,0,66
다믈멀티미디어(주),93640,Dec-17,,,154776,0,67
다믈멀티미디어(주),93640,Dec-18,,,93272,0,40
다믈멀티미디어(주),93640,Dec-19,,,463915,0,24
다스코(주),58730,Dec-11,0,230728,21539064,230728,131
다스코(주),58730,Dec-12,,,25711914,2310857,153
다스코(주),58730,Dec-13,,,29012262,187649,174
다스코(주),58730,Dec-14,,,34771746,1793265,194
다스코(주),58730,Dec-15,0,1556600,33975569,1556600,220
다스코(주),58730,Dec-16,0,10407861,50686078,10407861,245
다스코(주),58730,Dec-17,0,1874645,58658112,1874645,261
다스코(주),58730,Dec-18,0,788468,57149962,788468,261
다스코(주),58730,Dec-19,0,854609,56059051,587896,250
대동금속(주),20400,Dec-11,,,33421765,575600,116
대동금속(주),20400,Dec-12,,,33660786,1110700,118
대동금속(주),20400,Dec-13,,,33449761,0,118
대동금속(주),20400,Dec-14,,,37266347,354300,114
대동금속(주),20400,Dec-15,,,48594914,427680,115
대동금속(주),20400,Dec-16,,,47142058,0,112
대동금속(주),20400,Dec-17,,,46442273,1124979,112
대동금속(주),20400,Dec-18,,,58927371,7779595,115
대동금속(주),20400,Dec-19,,,74558056,93470,131
대동기어(주),8830,Dec-11,,,67751814,4533575,191
대동기어(주),8830,Dec-12,,,67800625,606397,194
대동기어(주),8830,Dec-13,,,75107596,7015775,185
대동기어(주),8830,Dec-14,,,78983728,2696530,175
대동기어(주),8830,Dec-15,,,102667455,9822678,180
대동기어(주),8830,Dec-16,,,107100881,6765857,164
대동기어(주),8830,Dec-17,,,109630607,9455557,154
대동기어(주),8830,Dec-18,,,113433439,6469592,158
대동기어(주),8830,Dec-19,,,118505967,5178566,163
대림비앤코(주),5750,Dec-11,0,122136,110426748,122136,603
대림비앤코(주),5750,Dec-12,0,113096,114654068,113096,638
대림비앤코(주),5750,Dec-13,0,1397396,112050717,1397396,675
대림비앤코(주),5750,Dec-14,0,594620,111844428,354200,726
대림비앤코(주),5750,Dec-15,0,1902523,112592058,1618375,764
대림비앤코(주),5750,Dec-16,0,734084,113831210,518923,843
대림비앤코(주),5750,Dec-17,0,834009,113934350,631409,927
대림비앤코(주),5750,Dec-18,0,2560939,124388438,2560939,875
대림비앤코(주),5750,Dec-19,0,2448570,123720310,2448570,824
대림통상(주),6570,Dec-11,0,150616,137344694,0,377
대림통상(주),6570,Dec-12,0,105921,135317223,0,358
대림통상(주),6570,Dec-13,0,157727,133423337,50444,351
대림통상(주),6570,Dec-14,20324148,42600,113729607,42600,329
대림통상(주),6570,Dec-15,0,129527,112901559,129527,319
대림통상(주),6570,Dec-16,0,21831,111699791,0,319
대림통상(주),6570,Dec-17,28394995,0,69494359,0,322
대림통상(주),6570,Dec-18,0,0,68149336,0,309
대림통상(주),6570,Dec-19,0,24500,66469317,24500,308
대모엔지니어링(주),317850,Dec-19,0,3054810,37239872,3054810,109
대보마그네틱(주),290670,Dec-18,,,3433568,22000,36
대보마그네틱(주),290670,Dec-19,,,6858964,559285,44
대봉엘에스(주),78140,Dec-11,0,0,11166608,0,72
대봉엘에스(주),78140,Dec-12,0,44000,11007096,0,69
대봉엘에스(주),78140,Dec-13,0,0,11446021,0,78
대봉엘에스(주),78140,Dec-14,0,21500,11397333,0,87
대봉엘에스(주),78140,Dec-15,0,0,11238685,0,101
대봉엘에스(주),78140,Dec-16,0,364950,13550668,316500,108
대봉엘에스(주),78140,Dec-17,0,124700,15840533,25200,121
대봉엘에스(주),78140,Dec-18,0,29696,17664480,29696,119
대봉엘에스(주),78140,Dec-19,0,5912860,23011594,5894340,114
대상(주),1680,Dec-11,0,8026000,452820398,3117000,3672
대상(주),1680,Dec-12,0,13024000,459727374,3612000,3934
대상(주),1680,Dec-13,0,10680000,454322708,3728000,3928
대상(주),1680,Dec-14,0,20512000,488797007,9325000,3856
대상(주),1680,Dec-15,0,17713000,604558581,10749000,3930
대상(주),1680,Dec-16,0,76443000,605152474,16638000,4803
대상(주),1680,Dec-17,5540000,40960000,677575558,14498000,5200
대상(주),1680,Dec-18,0,54225000,681895260,12057000,5001
대상(주),1680,Dec-19,6865245,67376000,733303330,45159000,5234
대상홀딩스(주),84690,Dec-11,0,733353,440615,0,13
대상홀딩스(주),84690,Dec-12,0,4868,258761,0,11
대상홀딩스(주),84690,Dec-13,0,10417000,448738,0,12
대상홀딩스(주),84690,Dec-14,0,16672000,302740,0,13
대상홀딩스(주),84690,Dec-15,0,16503000,480246,0,13
대상홀딩스(주),84690,Dec-16,0,76171000,359217,0,14
대상홀딩스(주),84690,Dec-17,0,45691000,221687,0,14
대상홀딩스(주),84690,Dec-18,0,63156000,101385,0,21
대상홀딩스(주),84690,Dec-19,6865245,73756000,702870,0,28
대성산업(주),128820,Dec-11,0,23158973,1270096037,23131773,1116
대성산업(주),128820,Dec-12,0,30284119,1217460623,29671722,874
대성산업(주),128820,Dec-13,0,1029616,919575306,1152844,933
대성산업(주),128820,Dec-14,0,2120737,494864863,2120737,1039
대성산업(주),128820,Dec-15,0,344722,470537274,344722,814
대성산업(주),128820,Dec-16,0,654012,452156363,654012,663
대성산업(주),128820,Dec-17,0,1456820,446192619,1276979,641
대성산업(주),128820,Dec-18,0,2863996,504090273,2580439,607
대성산업(주),128820,Dec-19,0,9642814,499219951,1493146,596
대성에너지(주),117580,Dec-11,,,324152876,5321569,414
대성에너지(주),117580,Dec-12,,,344847237,8808117,405
대성에너지(주),117580,Dec-13,,,360965337,5144807,433
대성에너지(주),117580,Dec-14,,,370681275,3440268,400
대성에너지(주),117580,Dec-15,,,385832177,8072263,410
대성에너지(주),117580,Dec-16,,,402584792,5911730,433
대성에너지(주),117580,Dec-17,,,415490907,5391001,424
대성에너지(주),117580,Dec-18,0,3831876,423602074,3831876,418
대성에너지(주),117580,Dec-19,0,2739624,446601034,2739624,410
대성홀딩스(주),16710,Dec-11,0,5830953,592267,0,90
대성홀딩스(주),16710,Dec-12,0,9976954,454121,0,69
대성홀딩스(주),16710,Dec-13,0,5161735,2178245,0,71
대성홀딩스(주),16710,Dec-14,0,4320392,2147558,0,72
대성홀딩스(주),16710,Dec-15,0,8139950,2269288,0,77
대성홀딩스(주),16710,Dec-16,0,5986156,2297954,0,67
대성홀딩스(주),16710,Dec-17,0,5657403,2234659,0,60
대성홀딩스(주),16710,Dec-18,0,3839246,2301793,0,57
대성홀딩스(주),16710,Dec-19,0,2983360,2402728,0,46
대아티아이(주),45390,Dec-11,0,0,3629415,0,189
대아티아이(주),45390,Dec-12,0,0,3230844,0,172
대아티아이(주),45390,Dec-13,0,0,3123014,0,204
대아티아이(주),45390,Dec-14,0,0,3372733,0,225
대아티아이(주),45390,Dec-15,0,0,3378667,0,251
대아티아이(주),45390,Dec-16,0,0,4330605,0,271
대아티아이(주),45390,Dec-17,0,0,5302034,0,282
대아티아이(주),45390,Dec-18,0,0,6100878,0,304
대아티아이(주),45390,Dec-19,0,0,7271801,0,330
대양전기공업(주),108380,Dec-11,,,34964323,25200,388
대양전기공업(주),108380,Dec-12,0,3090714,52112851,3090714,385
