회사명,거래소코드,회계년도,유형자산(IFRS연결),건설중인자산(IFRS연결),유형자산(IFRS개별),건설중인자산(IFRS개별),합계_기말인원
(주)듀오백,73190,Dec-18,0,0,12935451,0,134
(주)듀오백,73190,Dec-19,0,0,13447547,0,127
(주)드래곤플라이,30350,Dec-11,0,23287847,35362610,23287847,285
(주)드래곤플라이,30350,Dec-12,0,34509927,50593290,34509927,282
(주)드래곤플라이,30350,Dec-13,0,0,54366808,0,247
(주)드래곤플라이,30350,Dec-14,0,0,52469931,0,166
(주)드래곤플라이,30350,Dec-15,0,0,50600178,0,151
(주)드래곤플라이,30350,Dec-16,0,0,48938926,0,183
(주)드래곤플라이,30350,Dec-17,,,43497613,0,128
(주)드래곤플라이,30350,Dec-18,,,1169555,764522,92
(주)드래곤플라이,30350,Dec-19,0,0,1759410,0,36
(주)드림시큐리티,203650,Dec-14,,,,,
(주)드림시큐리티,203650,Dec-15,,,,,
(주)드림시큐리티,203650,Dec-16,,,,,
(주)드림시큐리티,203650,Dec-17,0,0,750505,0,158
(주)드림시큐리티,203650,Dec-18,0,0,729314,0,181
(주)드림시큐리티,203650,Dec-19,0,0,236683,0,179
(주)드림어스컴퍼니,60570,Dec-11,0,0,1566142,0,126
(주)드림어스컴퍼니,60570,Dec-12,0,0,1304353,0,130
(주)드림어스컴퍼니,60570,Dec-13,0,0,1063126,0,80
(주)드림어스컴퍼니,60570,Dec-14,0,0,850405,0,88
(주)드림어스컴퍼니,60570,Dec-15,0,0,3829734,0,161
(주)드림어스컴퍼니,60570,Dec-16,0,0,3470001,0,158
(주)드림어스컴퍼니,60570,Dec-17,0,0,1179631,0,181
(주)드림어스컴퍼니,60570,Dec-18,0,0,1603972,0,187
(주)드림어스컴퍼니,60570,Dec-19,0,0,4875887,0,282
(주)드림텍,192650,Dec-19,0,16359046,51893934,0,622
(주)디딤,217620,Dec-15,,,,,1
(주)디딤,217620,Dec-16,,,,,1
(주)디딤,217620,Dec-17,0,489788,11794411,0,556
(주)디딤,217620,Dec-18,0,1416993,12841193,50909,658
(주)디딤,217620,Dec-19,0,3018365,15466300,170100,821
(주)디모아,16670,Dec-11,,,163975,0,30
(주)디모아,16670,Dec-12,0,0,171708,0,59
(주)디모아,16670,Dec-13,0,0,180805,0,122
(주)디모아,16670,Dec-14,0,0,360790,0,123
(주)디모아,16670,Dec-15,0,0,281781,0,139
(주)디모아,16670,Dec-16,0,0,360141,0,106
(주)디모아,16670,Dec-17,0,0,3759746,0,97
(주)디모아,16670,Dec-18,0,0,3718365,0,116
(주)디모아,16670,Dec-19,3568571,0,341380,0,112
(주)디바이스이엔지,187870,Dec-17,,,12252207,72087,174
(주)디바이스이엔지,187870,Dec-18,,,12573238,0,170
(주)디바이스이엔지,187870,Dec-19,,,12115781,0,151
(주)디비아이엔씨,12030,Dec-11,0,0,66608973,0,1103
(주)디비아이엔씨,12030,Dec-12,0,131163,65371512,131163,1055
(주)디비아이엔씨,12030,Dec-13,0,89384,65961160,89384,937
(주)디비아이엔씨,12030,Dec-14,0,4409,60637831,4409,819
(주)디비아이엔씨,12030,Dec-15,0,0,3583519,0,387
(주)디비아이엔씨,12030,Dec-16,0,0,3790812,0,359
(주)디비아이엔씨,12030,Dec-17,0,0,5108250,0,368
(주)디비아이엔씨,12030,Dec-18,0,0,4341875,0,359
(주)디비아이엔씨,12030,Dec-19,0,0,1730270,0,386
(주)디스플레이테크,66670,Dec-11,,,58929467,5477191,303
(주)디스플레이테크,66670,Dec-12,,,52982234,1156400,227
(주)디스플레이테크,66670,Dec-13,,,60722025,4112821,312
(주)디스플레이테크,66670,Dec-14,,,55668392,0,221
(주)디스플레이테크,66670,Dec-15,,,32436884,0,48
(주)디스플레이테크,66670,Dec-16,,,31021821,0,47
(주)디스플레이테크,66670,Dec-17,,,29124953,1500000,39
(주)디스플레이테크,66670,Dec-18,,,25172108,0,34
(주)디스플레이테크,66670,Dec-19,,,45162545,5625000,36
(주)디아이,3160,Dec-11,0,317600,41133383,314250,104
(주)디아이,3160,Dec-12,0,385092,26903893,0,86
(주)디아이,3160,Dec-13,0,1617058,27275520,0,85
(주)디아이,3160,Dec-14,0,245649,27785438,162000,94
(주)디아이,3160,Dec-15,0,1864119,34855951,1221610,115
(주)디아이,3160,Dec-16,0,244843,45115335,163696,123
(주)디아이,3160,Dec-17,0,2476498,47090045,2350974,136
(주)디아이,3160,Dec-18,0,1406808,50716804,1065769,169
(주)디아이,3160,Dec-19,0,311840,60393568,311843,193
(주)디아이씨,92200,Dec-11,0,77833011,154028350,25028106,961
(주)디아이씨,92200,Dec-12,0,60586155,162763002,19617346,933
(주)디아이씨,92200,Dec-13,2967960,77161967,179887852,34274289,876
(주)디아이씨,92200,Dec-14,0,73007549,185365494,30226167,888
(주)디아이씨,92200,Dec-15,0,61785819,187574159,29624130,870
(주)디아이씨,92200,Dec-16,0,80908904,196890080,31244898,859
(주)디아이씨,92200,Dec-17,0,96823915,217875171,44865940,829
(주)디아이씨,92200,Dec-18,0,80176042,204722312,23710475,763
(주)디아이씨,92200,Dec-19,18764074,63486687,213407502,12401219,755
(주)디아크,78590,Dec-11,,,5344980,0,114
(주)디아크,78590,Dec-12,,,6970395,0,106
(주)디아크,78590,Dec-13,,,6658481,0,106
(주)디아크,78590,Dec-14,,,6926880,0,119
(주)디아크,78590,Dec-15,,,8731654,689550,107
(주)디아크,78590,Dec-16,,,8620397,650632,105
(주)디아크,78590,Dec-17,,,7212127,772418,109
(주)디아크,78590,Dec-18,0,251211,7227394,251211,111
(주)디아크,78590,Dec-19,0,1379316,7307782,1014196,103
(주)디알비동일,4840,Dec-11,0,6431835,150620197,1912904,911
(주)디알비동일,4840,Dec-12,0,1799156,28345489,920024,284
(주)디알비동일,4840,Dec-13,0,6482941,27399083,0,306
(주)디알비동일,4840,Dec-14,0,1876466,27701226,43880,324
(주)디알비동일,4840,Dec-15,0,9749332,37190517,4269327,341
(주)디알비동일,4840,Dec-16,0,43691951,48553436,5377817,360
(주)디알비동일,4840,Dec-17,0,39988324,51812542,2724602,359
(주)디알비동일,4840,Dec-18,0,32499393,53608859,3220021,349
(주)디알비동일,4840,Dec-19,0,23897526,56935585,6756211,344
(주)디알젬,263690,Dec-18,0,0,10988458,0,204
(주)디알젬,263690,Dec-19,0,0,12455669,0,208
(주)디알텍,214680,Dec-15,,,,,1
(주)디알텍,214680,Dec-16,0,0,3431817,0,147
(주)디알텍,214680,Dec-17,0,607800,4600192,607800,177
(주)디알텍,214680,Dec-18,0,922626,6060602,922626,192
(주)디알텍,214680,Dec-19,0,2081845,8006027,2081845,219
(주)디앤씨미디어,263720,Dec-17,,,2274001,0,44
(주)디앤씨미디어,263720,Dec-18,0,0,2257545,0,47
(주)디앤씨미디어,263720,Dec-19,3932,161000,2482240,0,53
(주)디에스앤엘,141020,Dec-13,0,0,8261000,0,73
(주)디에스앤엘,141020,Dec-14,0,0,7921961,0,60
(주)디에스앤엘,141020,Dec-15,0,0,8758098,0,53
(주)디에스앤엘,141020,Dec-16,0,0,7494509,0,45
(주)디에스앤엘,141020,Dec-17,0,0,99952,0,39
(주)디에스앤엘,141020,Dec-18,0,0,2266439,2113400,42
(주)디에스앤엘,141020,Dec-19,0,0,15028,0,6
(주)디에스케이,109740,Dec-11,0,0,8179454,0,83
(주)디에스케이,109740,Dec-12,0,0,8437923,0,70
(주)디에스케이,109740,Dec-13,0,0,7801636,0,75
(주)디에스케이,109740,Dec-14,0,0,7518290,0,83
(주)디에스케이,109740,Dec-15,0,0,7285479,0,87
(주)디에스케이,109740,Dec-16,0,863168,7099381,0,89
(주)디에스케이,109740,Dec-17,0,42695,7003269,42693,113
(주)디에스케이,109740,Dec-18,0,2919826,13579341,1037600,123
(주)디에스케이,109740,Dec-19,0,4249769,22071600,277369,128
(주)디에이테크놀로지,196490,Dec-14,0,0,3850137,0,94
(주)디에이테크놀로지,196490,Dec-15,0,9369111,13147871,55525,125
(주)디에이테크놀로지,196490,Dec-16,0,6718465,21348290,6718465,141
(주)디에이테크놀로지,196490,Dec-17,0,65435,22394643,65435,155
(주)디에이테크놀로지,196490,Dec-18,0,0,23346770,0,193
(주)디에이테크놀로지,196490,Dec-19,0,0,22167385,0,228
(주)디에이피,66900,Dec-11,,,142353076,114009,922
(주)디에이피,66900,Dec-12,,,164047720,625163,1071
(주)디에이피,66900,Dec-13,,,168510786,991243,1228
(주)디에이피,66900,Dec-14,,,202546116,376500,1021
(주)디에이피,66900,Dec-15,,,183037699,222828,1088
(주)디에이피,66900,Dec-16,,,168800471,2166821,1058
(주)디에이피,66900,Dec-17,,,157536389,1263329,1116
(주)디에이피,66900,Dec-18,,,145178035,70293,1130
(주)디에이피,66900,Dec-19,,,139134189,478330,1044
(주)디엔에이링크,127120,Dec-11,,,6074405,902435,37
(주)디엔에이링크,127120,Dec-12,,,8992809,1734883,46
(주)디엔에이링크,127120,Dec-13,,,8743508,0,56
(주)디엔에이링크,127120,Dec-14,,,6563174,0,54
(주)디엔에이링크,127120,Dec-15,0,0,6713246,0,62
(주)디엔에이링크,127120,Dec-16,0,0,4057571,0,69
(주)디엔에이링크,127120,Dec-17,0,0,3137105,0,57
(주)디엔에이링크,127120,Dec-18,0,0,4173683,0,65
(주)디엔에이링크,127120,Dec-19,0,0,4691962,0,69
(주)디엔에프,92070,Dec-11,,,33053799,816563,145
(주)디엔에프,92070,Dec-12,,,41499493,2688620,162
(주)디엔에프,92070,Dec-13,,,38428055,304970,169
(주)디엔에프,92070,Dec-14,,,37447242,23884,184
(주)디엔에프,92070,Dec-15,,,43126620,6899342,213
(주)디엔에프,92070,Dec-16,,,53950348,0,212
(주)디엔에프,92070,Dec-17,,,51445269,8000,219
(주)디엔에프,92070,Dec-18,,,58206126,8861802,224
(주)디엔에프,92070,Dec-19,,,56327975,40600,227
(주)디엔오토모티브,7340,Dec-11,0,19224619,109195247,16041428,884
(주)디엔오토모티브,7340,Dec-12,0,20789144,130178202,17485908,968
(주)디엔오토모티브,7340,Dec-13,0,20956797,135096817,2623021,1092
(주)디엔오토모티브,7340,Dec-14,0,12151824,141374916,3162831,1149
(주)디엔오토모티브,7340,Dec-15,0,10861333,122659170,871047,865
(주)디엔오토모티브,7340,Dec-16,0,7388933,115089894,595506,875
(주)디엔오토모티브,7340,Dec-17,0,9603637,49363411,864423,203
(주)디엔오토모티브,7340,Dec-18,0,22123064,50423072,4159312,231
(주)디엔오토모티브,7340,Dec-19,0,13376600,46895402,638290,223
(주)디엠에스,68790,Dec-11,7892701,8061748,75700845,2659284,528
(주)디엠에스,68790,Dec-12,3315182,7941342,62555341,0,306
(주)디엠에스,68790,Dec-13,0,3670566,61400071,57450,240
(주)디엠에스,68790,Dec-14,0,3970072,55776208,76200,213
(주)디엠에스,68790,Dec-15,0,2077331,54242814,67450,198
(주)디엠에스,68790,Dec-16,0,2727650,40676491,660768,180
(주)디엠에스,68790,Dec-17,0,2948097,40214424,807521,207
(주)디엠에스,68790,Dec-18,0,1055382,30533712,970912,209
(주)디엠에스,68790,Dec-19,0,630616,27690172,558960,197
(주)디오,39840,Dec-11,0,29000,34366651,29000,267
(주)디오,39840,Dec-12,0,53800,37483363,53800,270
(주)디오,39840,Dec-13,0,264799,37517750,264799,313
(주)디오,39840,Dec-14,0,149937,42978503,149938,228
(주)디오,39840,Dec-15,0,70958,42716164,58723,232
(주)디오,39840,Dec-16,0,461682,48610504,451095,293
(주)디오,39840,Dec-17,0,4753700,68259380,4749485,382
(주)디오,39840,Dec-18,0,816770,77540342,804837,406
(주)디오,39840,Dec-19,0,7805562,84683393,7117385,471
(주)디와이디,219550,Dec-15,,,,,2
(주)디와이디,219550,Dec-16,,,,,2
(주)디와이디,219550,Dec-17,,,101622,0,95
(주)디와이디,219550,Dec-18,,,82902,0,95
(주)디와이디,219550,Dec-19,0,0,799621,0,107
(주)디이엔티,79810,Dec-11,,,5077235,0,127
(주)디이엔티,79810,Dec-12,,,4636194,0,128
(주)디이엔티,79810,Dec-13,,,4949710,0,109
(주)디이엔티,79810,Dec-14,0,0,5189054,0,109
(주)디이엔티,79810,Dec-15,0,0,4087105,0,153
(주)디이엔티,79810,Dec-16,0,48500,14033301,48500,207
(주)디이엔티,79810,Dec-17,0,215717,29462323,215717,289
(주)디이엔티,79810,Dec-18,0,796308,31931294,796308,227
(주)디이엔티,79810,Dec-19,0,0,26230555,0,138
(주)디지아이,43360,Dec-11,,,10678934,6100,81
(주)디지아이,43360,Dec-12,,,10266339,36500,86
(주)디지아이,43360,Dec-13,,,9790493,35000,81
(주)디지아이,43360,Dec-14,0,0,10528106,0,79
(주)디지아이,43360,Dec-15,,,13937092,3759388,74
(주)디지아이,43360,Dec-16,,,12837126,0,74
(주)디지아이,43360,Dec-17,,,12856983,117997,82
(주)디지아이,43360,Dec-18,,,12891112,299795,81
(주)디지아이,43360,Dec-19,,,12535059,0,73
(주)디지캡,197140,Dec-18,,,17636534,70024,103
(주)디지캡,197140,Dec-19,0,0,17599244,0,103
(주)디지털대성,68930,Dec-11,,,1920191,0,228
(주)디지털대성,68930,Dec-12,,,1635383,0,224
(주)디지털대성,68930,Dec-13,,,1821390,0,234
(주)디지털대성,68930,Dec-14,,,2075526,0,225
(주)디지털대성,68930,Dec-15,0,0,2044730,0,223
(주)디지털대성,68930,Dec-16,0,20000,1727367,0,213
(주)디지털대성,68930,Dec-17,0,0,1546745,0,221
(주)디지털대성,68930,Dec-18,0,49560,1749661,0,231
(주)디지털대성,68930,Dec-19,0,0,7283434,0,251
(주)디지틀조선일보,33130,Dec-11,0,0,3707571,0,235
(주)디지틀조선일보,33130,Dec-12,0,0,3016997,0,241
(주)디지틀조선일보,33130,Dec-13,0,169795,4023414,169795,238
(주)디지틀조선일보,33130,Dec-14,8425,1018200,4189617,1018200,229
(주)디지틀조선일보,33130,Dec-15,0,0,4653317,0,230
(주)디지틀조선일보,33130,Dec-16,0,0,3764346,0,242
(주)디지틀조선일보,33130,Dec-17,0,0,2879580,0,235
(주)디지틀조선일보,33130,Dec-18,0,0,2287086,0,198
(주)디지틀조선일보,33130,Dec-19,0,0,1757821,0,187
(주)디케이앤디,263020,Dec-18,0,527550,9484464,0,83
(주)디케이앤디,263020,Dec-19,0,0,9877641,0,81
(주)디케이티,290550,Dec-18,0,36396,510108,17388,45
(주)디케이티,290550,Dec-19,0,28061,499314,37111,51
(주)디티앤씨,187220,Dec-14,,,38015434,7885162,159
(주)디티앤씨,187220,Dec-15,0,10000,55198284,10000,184
(주)디티앤씨,187220,Dec-16,0,235703,61258153,235703,228
(주)디티앤씨,187220,Dec-17,0,5933060,71198437,5917484,255
(주)디티앤씨,187220,Dec-18,0,15272899,86502606,11111158,274
(주)디티앤씨,187220,Dec-19,0,1909348,76310359,1375315,269
(주)딜리,131180,Dec-11,0,0,9696634,0,81
(주)딜리,131180,Dec-12,0,0,8891274,0,80
(주)딜리,131180,Dec-13,0,0,9160479,0,90
(주)딜리,131180,Dec-14,0,9120,9393847,9120,87
(주)딜리,131180,Dec-15,0,0,9763947,0,89
(주)딜리,131180,Dec-16,0,10909,10367343,10909,101
(주)딜리,131180,Dec-17,0,0,10763495,0,110
(주)딜리,131180,Dec-18,0,0,10691936,0,105
(주)딜리,131180,Dec-19,0,1800000,12926133,1800000,103
(주)라닉스,317120,Dec-19,,,442500,0,50
(주)라온테크,232680,Dec-15,,,,,43
(주)라온테크,232680,Dec-16,,,,,63
(주)라온테크,232680,Dec-17,,,,,71
(주)라온테크,232680,Dec-18,,,10145862,0,78
(주)라온테크,232680,Dec-19,,,9906467,0,77
(주)라이온켐텍,171120,Dec-13,,,33846416,1820662,143
(주)라이온켐텍,171120,Dec-14,,,43240622,2091809,165
(주)라이온켐텍,171120,Dec-15,,,59125110,7463324,183
(주)라이온켐텍,171120,Dec-16,,,55115702,190975,202
(주)라이온켐텍,171120,Dec-17,,,52383612,593156,222
(주)라이온켐텍,171120,Dec-18,,,61071694,7916285,244
(주)라이온켐텍,171120,Dec-19,,,63821083,4913971,272
(주)라이트론,69540,Dec-11,0,860461,10171847,860461,109
(주)라이트론,69540,Dec-12,0,0,9997346,0,120
(주)라이트론,69540,Dec-13,0,0,10575973,0,135
(주)라이트론,69540,Dec-14,0,0,10813787,0,148
(주)라이트론,69540,Dec-15,0,0,10488591,0,134
(주)라이트론,69540,Dec-16,0,0,9855560,0,168
(주)라이트론,69540,Dec-17,0,0,9908056,0,151
(주)라이트론,69540,Dec-18,0,63820,11711266,0,158
(주)라이트론,69540,Dec-19,0,180686,14776708,65700,174
(주)라파스,214260,Dec-19,0,0,19386676,0,143
(주)락앤락,115390,Dec-11,0,50995081,92007917,9275211,958
(주)락앤락,115390,Dec-12,0,53631604,112120960,25778757,604
(주)락앤락,115390,Dec-13,0,16336173,121585102,7510031,673
(주)락앤락,115390,Dec-14,0,10815992,90254814,3535729,410
(주)락앤락,115390,Dec-15,0,11443770,88106368,3515377,385
(주)락앤락,115390,Dec-16,0,2942207,108354246,1174399,423
(주)락앤락,115390,Dec-17,0,31872738,100044653,11024079,403
(주)락앤락,115390,Dec-18,0,19890307,111428675,7709734,488
(주)락앤락,115390,Dec-19,1446551,12591857,104493449,2989591,589
(주)랩지노믹스,84650,Dec-14,,,6745863,0,204
(주)랩지노믹스,84650,Dec-15,,,6384816,0,225
(주)랩지노믹스,84650,Dec-16,,,6380987,0,229
(주)랩지노믹스,84650,Dec-17,,,6630260,0,234
(주)랩지노믹스,84650,Dec-18,,,6518224,0,233
(주)랩지노믹스,84650,Dec-19,,,7440065,0,218
(주)러셀,217500,Dec-15,,,,,2
(주)러셀,217500,Dec-16,,,,,2
(주)러셀,217500,Dec-17,,,,,2
(주)러셀,217500,Dec-18,,,3870775,34500,49
(주)러셀,217500,Dec-19,,,9718263,0,50
(주)레고켐바이오사이언스,141080,Dec-13,,,1200484,0,44
(주)레고켐바이오사이언스,141080,Dec-14,,,1159068,0,46
(주)레고켐바이오사이언스,141080,Dec-15,0,0,1217780,0,69
(주)레고켐바이오사이언스,141080,Dec-16,0,0,2096015,0,80
(주)레고켐바이오사이언스,141080,Dec-17,0,353938,2846421,353938,87
(주)레고켐바이오사이언스,141080,Dec-18,0,1440556,3496982,1440556,87
(주)레고켐바이오사이언스,141080,Dec-19,0,2577147,5699876,2577147,98
(주)레드로버,60300,Dec-11,,,2115224,0,81
(주)레드로버,60300,Dec-12,,,1991425,0,81
(주)레드로버,60300,Dec-13,,,2942786,0,103
(주)레드로버,60300,Dec-14,,,2125234,0,91
(주)레드로버,60300,Dec-15,0,0,1197860,0,96
(주)레드로버,60300,Dec-16,0,0,2187142,0,147
(주)레드로버,60300,Dec-17,0,0,1174576,0,117
(주)레드로버,60300,Dec-18,0,0,572614,0,82
(주)레드로버,60300,Dec-19,0,0,1018187,0,36
(주)레드캡투어,38390,Dec-11,0,602245,191422047,602245,371
(주)레드캡투어,38390,Dec-12,0,8006855,185969195,8006855,403
(주)레드캡투어,38390,Dec-13,0,6980825,216105990,6980825,447
(주)레드캡투어,38390,Dec-14,0,3545139,274943745,3545139,468
(주)레드캡투어,38390,Dec-15,0,5803453,325437109,5803453,464
(주)레드캡투어,38390,Dec-16,0,11083533,359455703,11083533,470
(주)레드캡투어,38390,Dec-17,0,7195577,376195867,7195577,502
(주)레드캡투어,38390,Dec-18,0,5959803,320638467,5959803,460
(주)레드캡투어,38390,Dec-19,0,4651236,339220983,4651236,446
(주)레이,228670,Dec-19,0,27075,4621506,27075,167
(주)레이언스,228850,Dec-16,0,1132863,30996971,1127526,219
(주)레이언스,228850,Dec-17,0,293405,30490379,236540,221
(주)레이언스,228850,Dec-18,0,431894,27809257,228909,206
(주)레이언스,228850,Dec-19,0,73694,30575178,47850,223
(주)레이크머티리얼즈,281740,Dec-17,,,,,
(주)레이크머티리얼즈,281740,Dec-18,,,,,
(주)레이크머티리얼즈,281740,Dec-19,,,,,
(주)로보로보,215100,Dec-15,,,,,2
(주)로보로보,215100,Dec-16,,,,,2
(주)로보로보,215100,Dec-17,0,0,2828931,0,43
(주)로보로보,215100,Dec-18,0,0,2480620,0,44
(주)로보로보,215100,Dec-19,0,0,2612873,0,47
(주)로보스타,90360,Dec-11,0,2295765,10999698,2295765,245
(주)로보스타,90360,Dec-12,0,5068809,15442568,5068809,250
(주)로보스타,90360,Dec-13,0,6127974,16260350,6127974,242
(주)로보스타,90360,Dec-14,0,181663,15458254,181663,241
(주)로보스타,90360,Dec-15,0,0,24965357,0,268
(주)로보스타,90360,Dec-16,0,0,25174345,0,262
(주)로보스타,90360,Dec-17,0,0,24873610,0,288
(주)로보스타,90360,Dec-18,0,0,24565572,0,285
(주)로보스타,90360,Dec-19,0,0,25242401,0,266
(주)로보티즈,108490,Dec-18,0,54543,24360986,54543,120
(주)로보티즈,108490,Dec-19,0,54799,23417003,54798,121
(주)로지시스,67730,Dec-15,,,1038355,0,437
(주)로지시스,67730,Dec-16,,,893980,0,433
(주)로지시스,67730,Dec-17,,,1002450,0,445
(주)로지시스,67730,Dec-18,,,1198275,0,465
(주)로지시스,67730,Dec-19,,,1088147,0,461
(주)루멘스,38060,Dec-11,0,3826929,48197929,3703390,211
(주)루멘스,38060,Dec-12,0,8423059,53236906,7422385,
(주)루멘스,38060,Dec-13,0,3845007,49964754,2762073,264
(주)루멘스,38060,Dec-14,0,3705945,44164179,3128895,279
(주)루멘스,38060,Dec-15,0,3984648,47337086,3808445,262
(주)루멘스,38060,Dec-16,0,1358183,47352513,1146757,257
(주)루멘스,38060,Dec-17,0,6926354,40813029,1677526,229
(주)루멘스,38060,Dec-18,0,2125203,37312494,1771173,197
(주)루멘스,38060,Dec-19,0,956263,30913399,363378,156
(주)루트로닉,85370,Dec-11,0,1535153,16326605,1535153,181
(주)루트로닉,85370,Dec-12,0,8753791,21014514,8753791,185
(주)루트로닉,85370,Dec-13,0,0,21601432,0,198
(주)루트로닉,85370,Dec-14,0,16400,22772366,16400,215
(주)루트로닉,85370,Dec-15,0,1444661,23736623,1444661,226
(주)루트로닉,85370,Dec-16,0,728736,25893043,728736,269
(주)루트로닉,85370,Dec-17,0,0,25260262,0,294
(주)루트로닉,85370,Dec-18,0,0,25606916,0,331
(주)루트로닉,85370,Dec-19,0,0,25607234,0,300
(주)룽투코리아,60240,Dec-11,0,0,3066784,0,94
(주)룽투코리아,60240,Dec-12,0,0,2766447,0,73
(주)룽투코리아,60240,Dec-13,0,0,1887261,0,50
(주)룽투코리아,60240,Dec-14,0,0,1765010,0,56
(주)룽투코리아,60240,Dec-15,0,0,1852411,0,66
(주)룽투코리아,60240,Dec-16,0,11000,2210241,11000,81
(주)룽투코리아,60240,Dec-17,31873901,100000,1905200,0,48
(주)룽투코리아,60240,Dec-18,0,0,1993229,0,51
(주)룽투코리아,60240,Dec-19,0,0,1603844,0,51
(주)리노스,39980,Dec-11,,,480602,0,275
(주)리노스,39980,Dec-12,,,1208996,0,193
(주)리노스,39980,Dec-13,,,1836629,0,162
(주)리노스,39980,Dec-14,0,0,2548998,0,218
(주)리노스,39980,Dec-15,,,3034178,0,226
(주)리노스,39980,Dec-16,0,0,2756906,0,258
(주)리노스,39980,Dec-17,0,0,2232311,0,279
(주)리노스,39980,Dec-18,0,0,1771588,0,306
(주)리노스,39980,Dec-19,0,0,2203240,0,312
(주)리더스코스메틱,16100,Dec-11,,,29979291,3287835,97
(주)리더스코스메틱,16100,Dec-12,,,40310711,365260,161
(주)리더스코스메틱,16100,Dec-13,0,98800,39826134,98800,237
(주)리더스코스메틱,16100,Dec-14,0,727597,45072782,263616,294
(주)리더스코스메틱,16100,Dec-15,0,7254949,56200055,5143913,280
(주)리더스코스메틱,16100,Dec-16,0,10775427,29518346,10704571,157
(주)리더스코스메틱,16100,Dec-17,0,1733772,35911254,377500,166
(주)리더스코스메틱,16100,Dec-18,0,66500,35823945,66500,201
(주)리더스코스메틱,16100,Dec-19,0,86853,23204752,0,197
(주)리드,197210,Dec-15,0,0,922016,0,59
(주)리드,197210,Dec-16,0,0,736844,0,81
(주)리드,197210,Dec-17,0,0,478014,0,21
(주)리드,197210,Dec-18,0,0,2772963,0,46
(주)리드,197210,Dec-19,0,0,334342,0,26
(주)리드코프,12700,Dec-11,0,0,9660537,0,290
(주)리드코프,12700,Dec-12,0,0,10006070,0,299
(주)리드코프,12700,Dec-13,0,0,9476159,0,326
(주)리드코프,12700,Dec-14,0,0,7506772,0,344
(주)리드코프,12700,Dec-15,0,0,8054483,0,341
(주)리드코프,12700,Dec-16,0,0,7164127,0,360
(주)리드코프,12700,Dec-17,0,0,6348017,0,398
(주)리드코프,12700,Dec-18,0,0,5234509,0,409
(주)리드코프,12700,Dec-19,0,0,5738287,0,404
(주)리메드,302550,Dec-19,,,11415253,0,68
(주)링네트,42500,Dec-11,0,0,553355,0,158
(주)링네트,42500,Dec-12,0,0,654144,0,172
(주)링네트,42500,Dec-13,0,0,728469,0,197
(주)링네트,42500,Dec-14,0,0,678780,0,228
(주)링네트,42500,Dec-15,0,0,895046,0,252
(주)링네트,42500,Dec-16,0,0,743140,0,280
(주)링네트,42500,Dec-17,0,0,681152,0,303
(주)링네트,42500,Dec-18,0,0,601729,0,282
(주)링네트,42500,Dec-19,0,0,1173385,0,276
(주)링크제니시스,219420,Dec-18,0,0,2103249,0,130
(주)링크제니시스,219420,Dec-19,0,0,2131026,0,117
(주)마니커,27740,Dec-11,0,6906402,63136697,305648,
(주)마니커,27740,Dec-12,0,2611436,64017655,89648,511
(주)마니커,27740,Dec-13,0,3519949,59867179,225917,533
(주)마니커,27740,Dec-14,0,7250652,60586833,2607741,414
(주)마니커,27740,Dec-15,0,839336,67154993,702236,493
(주)마니커,27740,Dec-16,0,1160204,72584032,1023104,550
(주)마니커,27740,Dec-17,0,7652148,117655200,7535048,629
(주)마니커,27740,Dec-18,0,5092262,116989327,5092262,604
(주)마니커,27740,Dec-19,0,629332,113487116,629332,585
(주)마니커에프앤지,195500,Dec-19,,,26777161,978600,169
(주)마이크로디지탈,305090,Dec-19,,,2948484,0,59
(주)마이크로컨텍솔루션,98120,Dec-11,,,9749866,0,64
(주)마이크로컨텍솔루션,98120,Dec-12,0,0,10424959,0,74
(주)마이크로컨텍솔루션,98120,Dec-13,0,139048,11202337,0,80
(주)마이크로컨텍솔루션,98120,Dec-14,0,0,12072884,0,93
(주)마이크로컨텍솔루션,98120,Dec-15,0,0,12754907,0,121
(주)마이크로컨텍솔루션,98120,Dec-16,0,0,11515428,0,112
(주)마이크로컨텍솔루션,98120,Dec-17,0,0,10876209,0,117
(주)마이크로컨텍솔루션,98120,Dec-18,0,0,14767787,0,133
(주)마이크로컨텍솔루션,98120,Dec-19,0,0,13859938,0,128
(주)마이크로프랜드,147760,Dec-16,,,6316678,405400,157
(주)마이크로프랜드,147760,Dec-17,,,14568688,1758392,178
(주)마이크로프랜드,147760,Dec-18,,,27308046,14706190,170
(주)마이크로프랜드,147760,Dec-19,,,29339991,5749885,163
(주)마크로젠,38290,Dec-11,0,0,19777272,0,188
(주)마크로젠,38290,Dec-12,0,0,26656154,0,205
(주)마크로젠,38290,Dec-13,0,0,23275934,0,232
(주)마크로젠,38290,Dec-14,0,30000,31250439,30000,264
(주)마크로젠,38290,Dec-15,0,0,26891063,0,310
(주)마크로젠,38290,Dec-16,0,505863,27409048,505863,334
(주)마크로젠,38290,Dec-17,0,996692,27958890,996692,365
(주)마크로젠,38290,Dec-18,0,1490159,27063979,1490159,431
(주)마크로젠,38290,Dec-19,0,3610958,30000802,3610958,488
(주)만도,204320,Dec-14,0,0,1006817595,0,4306
(주)만도,204320,Dec-15,0,0,996063404,0,4307
(주)만도,204320,Dec-16,0,0,967914047,0,4183
(주)만도,204320,Dec-17,0,0,954050211,0,4295
