회사명,거래소코드,회계년도,자산(IFRS연결),자산(IFRS개별),합계_기말인원
(주)동아엘텍,88130,11-Dec,67896209,49001450,72
(주)동아엘텍,88130,12-Dec,89876748,62296301,78
(주)동아엘텍,88130,13-Dec,125725138,92673460,85
(주)동아엘텍,88130,14-Dec,135607076,93618974,95
(주)동아엘텍,88130,15-Dec,125955283,95873627,100
(주)동아엘텍,88130,16-Dec,201591557,126614441,103
(주)동아엘텍,88130,17-Dec,246934067,136272556,114
(주)동아엘텍,88130,18-Dec,271270330,161679008,132
(주)동아엘텍,88130,19-Dec,267605758,155200694,129
(주)동아지질,28100,11-Dec,202921027,199886907,395
(주)동아지질,28100,12-Dec,226247530,225113684,374
(주)동아지질,28100,13-Dec,225300799,222553416,396
(주)동아지질,28100,14-Dec,232681244,227158130,381
(주)동아지질,28100,15-Dec,259436782,259564348,364
(주)동아지질,28100,16-Dec,298869765,298739707,364
(주)동아지질,28100,17-Dec,257634756,254667941,350
(주)동아지질,28100,18-Dec,284762190,284393541,351
(주)동아지질,28100,19-Dec,322274034,321600590,361
(주)동양,1520,11-Dec,3633466665,1776093594,1219
(주)동양,1520,12-Dec,3401374248,1744452583,1107
(주)동양,1520,13-Dec,1124605701,940420262,478
(주)동양,1520,14-Dec,830447598,782917713,377
(주)동양,1520,15-Dec,1184189631,1127049246,398
(주)동양,1520,16-Dec,1004693583,925332263,440
(주)동양,1520,17-Dec,980377628,914720129,479
(주)동양,1520,18-Dec,977551540,913713631,417
(주)동양,1520,19-Dec,1017398588,928011545,451
(주)동양고속,84670,11-Dec,290833249,243463463,724
(주)동양고속,84670,12-Dec,209135730,201016268,722
(주)동양고속,84670,13-Dec,214756370,210730816,730
(주)동양고속,84670,14-Dec,224095138,219864779,736
(주)동양고속,84670,15-Dec,240378400,233201229,763
(주)동양고속,84670,16-Dec,237926437,233558225,773
(주)동양고속,84670,17-Dec,211678292,211177314,760
(주)동양고속,84670,18-Dec,195948851,195267781,778
(주)동양고속,84670,19-Dec,186827240,186386151,791
(주)동양에스텍,60380,11-Dec,142309589,139727799,70
(주)동양에스텍,60380,12-Dec,133430047,129114179,65
(주)동양에스텍,60380,13-Dec,119723882,114778886,61
(주)동양에스텍,60380,14-Dec,106112076,99930615,63
(주)동양에스텍,60380,15-Dec,92678515,88698236,67
(주)동양에스텍,60380,16-Dec,120249193,101171708,68
(주)동양에스텍,60380,17-Dec,124977099,104369971,76
(주)동양에스텍,60380,18-Dec,136232434,114666650,86
(주)동양에스텍,60380,19-Dec,144962083,116260464,92
(주)동우팜투테이블,88910,11-Dec,,134810786,311
(주)동우팜투테이블,88910,12-Dec,,149560052,355
(주)동우팜투테이블,88910,13-Dec,,152310667,301
(주)동우팜투테이블,88910,14-Dec,,158072462,387
(주)동우팜투테이블,88910,15-Dec,,162703401,420
(주)동우팜투테이블,88910,16-Dec,,173623656,455
(주)동우팜투테이블,88910,17-Dec,,200503429,499
(주)동우팜투테이블,88910,18-Dec,,220488718,597
(주)동우팜투테이블,88910,19-Dec,224727531,222990590,625
(주)동운아나텍,94170,15-Dec,,43445926,116
(주)동운아나텍,94170,16-Dec,,42756175,130
(주)동운아나텍,94170,17-Dec,,42933844,130
(주)동운아나텍,94170,18-Dec,,41671771,116
(주)동운아나텍,94170,19-Dec,,54041008,125
(주)동원개발,13120,11-Dec,,325725111,138
(주)동원개발,13120,12-Dec,,419752428,120
(주)동원개발,13120,13-Dec,,387097857,105
(주)동원개발,13120,14-Dec,,433463150,98
(주)동원개발,13120,15-Dec,,546033824,128
(주)동원개발,13120,16-Dec,,654000395,143
(주)동원개발,13120,17-Dec,,703630959,188
(주)동원개발,13120,18-Dec,,877699704,199
(주)동원개발,13120,19-Dec,,929793884,197
(주)동원에프앤비,49770,11-Dec,910153374,687821589,1902
(주)동원에프앤비,49770,12-Dec,967287072,755773972,1881
(주)동원에프앤비,49770,13-Dec,914931543,711103333,1864
(주)동원에프앤비,49770,14-Dec,897092470,759423296,2333
(주)동원에프앤비,49770,15-Dec,952430434,798604570,2315
(주)동원에프앤비,49770,16-Dec,1092285976,879483056,2499
(주)동원에프앤비,49770,17-Dec,1369136235,1055184115,3284
(주)동원에프앤비,49770,18-Dec,1403607395,1029298805,3262
(주)동원에프앤비,49770,19-Dec,1573514559,1159056111,3271
(주)동일기연,32960,11-Dec,59334855,58932405,152
(주)동일기연,32960,12-Dec,59541847,60329086,152
(주)동일기연,32960,13-Dec,63525265,65406649,134
(주)동일기연,32960,14-Dec,66654278,68757810,142
(주)동일기연,32960,15-Dec,59911236,63705812,142
(주)동일기연,32960,16-Dec,65783269,66980452,147
(주)동일기연,32960,17-Dec,72003645,70656416,161
(주)동일기연,32960,18-Dec,61115452,60568446,144
(주)동일기연,32960,19-Dec,58374142,57091220,140
(주)동진쎄미켐,5290,11-Dec,553762349,464260245,801
(주)동진쎄미켐,5290,12-Dec,594654428,515077372,878
(주)동진쎄미켐,5290,13-Dec,621098749,533833650,905
(주)동진쎄미켐,5290,14-Dec,633547864,572111127,1008
(주)동진쎄미켐,5290,15-Dec,655669437,562825991,1006
(주)동진쎄미켐,5290,16-Dec,657591755,566293245,1048
(주)동진쎄미켐,5290,17-Dec,667169455,567261062,1032
(주)동진쎄미켐,5290,18-Dec,760451748,645833483,1151
(주)동진쎄미켐,5290,19-Dec,840710798,701213988,1179
(주)두산,150,11-Dec,6296220754,3177644299,3078
(주)두산,150,12-Dec,5950670747,3090083028,3363
(주)두산,150,13-Dec,31166041855,3291631175,4038
(주)두산,150,14-Dec,31369299869,3509598140,3940
(주)두산,150,15-Dec,31556310459,3478222671,3930
(주)두산,150,16-Dec,28664805143,3744673181,4165
(주)두산,150,17-Dec,28769021898,3950029379,3600
(주)두산,150,18-Dec,28880281620,4734223086,3884
(주)두산,150,19-Dec,29169746816,4752375845,3290
(주)두산테스나,131970,13-Dec,,110923213,312
(주)두산테스나,131970,14-Dec,,99720768,263
(주)두산테스나,131970,15-Dec,,82970288,220
(주)두산테스나,131970,16-Dec,,78236596,208
(주)두산테스나,131970,17-Dec,,96222618,235
(주)두산테스나,131970,18-Dec,,111616930,265
(주)두산테스나,131970,19-Dec,,342662378,275
(주)두올,16740,16-Dec,220602297,186362087,595
(주)두올,16740,17-Dec,326289225,232488877,557
(주)두올,16740,18-Dec,346631230,219833556,564
(주)두올,16740,19-Dec,364345053,227824797,561
(주)듀오백,73190,11-Dec,55916043,53151312,151
(주)듀오백,73190,12-Dec,51454405,50648025,161
(주)듀오백,73190,13-Dec,51565867,51781107,152
(주)듀오백,73190,14-Dec,46573646,46066355,160
(주)듀오백,73190,15-Dec,43373284,43749537,160
(주)듀오백,73190,16-Dec,38094678,37911685,209
(주)듀오백,73190,17-Dec,39279572,38777381,168
(주)듀오백,73190,18-Dec,34065097,33563382,134
(주)듀오백,73190,19-Dec,32605733,31552159,127
(주)드래곤플라이,30350,11-Dec,111829954,118074660,285
(주)드래곤플라이,30350,12-Dec,120608960,128001615,282
(주)드래곤플라이,30350,13-Dec,89288698,90869736,247
(주)드래곤플라이,30350,14-Dec,76939220,78936061,166
(주)드래곤플라이,30350,15-Dec,62770029,62828108,151
(주)드래곤플라이,30350,16-Dec,67297051,67353254,183
(주)드래곤플라이,30350,17-Dec,,50306246,128
(주)드래곤플라이,30350,18-Dec,,19895923,92
(주)드래곤플라이,30350,19-Dec,14923301,15028635,36
(주)드림시큐리티,203650,14-Dec,,,
(주)드림시큐리티,203650,15-Dec,,,
(주)드림시큐리티,203650,16-Dec,,,
(주)드림시큐리티,203650,17-Dec,24242344,21837665,158
(주)드림시큐리티,203650,18-Dec,27006031,24698314,181
(주)드림시큐리티,203650,19-Dec,77347110,77356759,179
(주)드림어스컴퍼니,60570,11-Dec,90519026,96340576,126
(주)드림어스컴퍼니,60570,12-Dec,57422700,49935187,130
(주)드림어스컴퍼니,60570,13-Dec,31393820,36326448,80
(주)드림어스컴퍼니,60570,14-Dec,61944863,65252246,88
(주)드림어스컴퍼니,60570,15-Dec,60433974,65405240,161
(주)드림어스컴퍼니,60570,16-Dec,50075192,54063168,158
(주)드림어스컴퍼니,60570,17-Dec,130877588,132080078,181
(주)드림어스컴퍼니,60570,18-Dec,204478522,200063358,187
(주)드림어스컴퍼니,60570,19-Dec,171585555,164361525,282
(주)드림텍,192650,19-Dec,377121831,257511541,622
(주)디딤,217620,15-Dec,,,1
(주)디딤,217620,16-Dec,,,1
(주)디딤,217620,17-Dec,54140507,53913043,556
(주)디딤,217620,18-Dec,69675606,63314495,658
(주)디딤,217620,19-Dec,117030402,111113819,821
(주)디모아,16670,11-Dec,,28327024,30
(주)디모아,16670,12-Dec,52168522,37829435,59
(주)디모아,16670,13-Dec,63223890,47508663,122
(주)디모아,16670,14-Dec,73222299,59397023,123
(주)디모아,16670,15-Dec,86485309,59869670,139
(주)디모아,16670,16-Dec,83167982,66490368,106
(주)디모아,16670,17-Dec,85079445,69440308,97
(주)디모아,16670,18-Dec,92574280,67553811,116
(주)디모아,16670,19-Dec,102374669,61389633,112
(주)디바이스이엔지,187870,17-Dec,,79756898,174
(주)디바이스이엔지,187870,18-Dec,,74549363,170
(주)디바이스이엔지,187870,19-Dec,,107991965,151
(주)디비아이엔씨,12030,11-Dec,686746431,664749627,1103
(주)디비아이엔씨,12030,12-Dec,693327543,671558435,1055
(주)디비아이엔씨,12030,13-Dec,638356756,654682413,937
(주)디비아이엔씨,12030,14-Dec,365853366,359439139,819
(주)디비아이엔씨,12030,15-Dec,276200611,276075787,387
(주)디비아이엔씨,12030,16-Dec,214971054,214971054,359
(주)디비아이엔씨,12030,17-Dec,193495948,193518033,368
(주)디비아이엔씨,12030,18-Dec,288416201,288195834,359
(주)디비아이엔씨,12030,19-Dec,363158130,372989588,386
(주)디스플레이테크,66670,11-Dec,,130035398,303
(주)디스플레이테크,66670,12-Dec,,183976284,227
(주)디스플레이테크,66670,13-Dec,,304073877,312
(주)디스플레이테크,66670,14-Dec,,266110759,221
(주)디스플레이테크,66670,15-Dec,,198212543,48
(주)디스플레이테크,66670,16-Dec,,180278673,47
(주)디스플레이테크,66670,17-Dec,,166844088,39
(주)디스플레이테크,66670,18-Dec,,172266882,34
(주)디스플레이테크,66670,19-Dec,,167971201,36
(주)디아이,3160,11-Dec,188261131,141656545,104
(주)디아이,3160,12-Dec,188020556,149804529,86
(주)디아이,3160,13-Dec,184476587,153412329,85
(주)디아이,3160,14-Dec,179415424,153313187,94
(주)디아이,3160,15-Dec,171701971,143777580,115
(주)디아이,3160,16-Dec,179576752,148363889,123
(주)디아이,3160,17-Dec,201552129,161795318,136
(주)디아이,3160,18-Dec,210488936,159491494,169
(주)디아이,3160,19-Dec,214826209,175313891,193
(주)디아이씨,92200,11-Dec,528402290,397603188,961
(주)디아이씨,92200,12-Dec,546804337,424232003,933
(주)디아이씨,92200,13-Dec,553613090,431021443,876
(주)디아이씨,92200,14-Dec,563512800,434517320,888
(주)디아이씨,92200,15-Dec,585802945,450148181,870
(주)디아이씨,92200,16-Dec,733802132,494590435,859
(주)디아이씨,92200,17-Dec,829328476,538773509,829
(주)디아이씨,92200,18-Dec,810320832,542793333,763
(주)디아이씨,92200,19-Dec,779788534,502680802,755
(주)디아크,78590,11-Dec,,14997453,114
(주)디아크,78590,12-Dec,,16765329,106
(주)디아크,78590,13-Dec,,15246905,106
(주)디아크,78590,14-Dec,,16708694,119
(주)디아크,78590,15-Dec,,18875607,107
(주)디아크,78590,16-Dec,,21553844,105
(주)디아크,78590,17-Dec,,27530067,109
(주)디아크,78590,18-Dec,70085034,63709884,111
(주)디아크,78590,19-Dec,71913569,64605288,103
(주)디알비동일,4840,11-Dec,522115419,393174353,911
(주)디알비동일,4840,12-Dec,368994998,223432593,284
(주)디알비동일,4840,13-Dec,567066429,254574210,306
(주)디알비동일,4840,14-Dec,617244613,258996213,324
(주)디알비동일,4840,15-Dec,639083096,262548810,341
(주)디알비동일,4840,16-Dec,701206828,273155471,360
(주)디알비동일,4840,17-Dec,677426447,272812298,359
(주)디알비동일,4840,18-Dec,714235989,274239860,349
(주)디알비동일,4840,19-Dec,745278927,278587627,344
(주)디알젬,263690,18-Dec,46285007,46674657,204
(주)디알젬,263690,19-Dec,63046253,63489548,208
(주)디알텍,214680,15-Dec,,,1
(주)디알텍,214680,16-Dec,37617822,38043113,147
(주)디알텍,214680,17-Dec,43511933,43378522,177
(주)디알텍,214680,18-Dec,49797948,49653053,192
(주)디알텍,214680,19-Dec,70958295,71560870,219
(주)디앤씨미디어,263720,17-Dec,,35747220,44
(주)디앤씨미디어,263720,18-Dec,43639727,43768673,47
(주)디앤씨미디어,263720,19-Dec,53449595,52879947,53
(주)디에스앤엘,141020,13-Dec,28481699,27306648,73
(주)디에스앤엘,141020,14-Dec,35400439,34770399,60
(주)디에스앤엘,141020,15-Dec,32832038,33000007,53
(주)디에스앤엘,141020,16-Dec,28784785,28400863,45
(주)디에스앤엘,141020,17-Dec,35626995,35474508,39
(주)디에스앤엘,141020,18-Dec,77208383,74234227,42
(주)디에스앤엘,141020,19-Dec,72600826,19012926,6
(주)디에스케이,109740,11-Dec,40826431,40686370,83
(주)디에스케이,109740,12-Dec,36888452,36927565,70
(주)디에스케이,109740,13-Dec,36090434,36221923,75
(주)디에스케이,109740,14-Dec,46018793,46067114,83
(주)디에스케이,109740,15-Dec,55047429,54519680,87
(주)디에스케이,109740,16-Dec,179389785,112787890,89
(주)디에스케이,109740,17-Dec,163321779,153376217,113
(주)디에스케이,109740,18-Dec,164451241,144853007,123
(주)디에스케이,109740,19-Dec,171897832,148458560,128
(주)디에이테크놀로지,196490,14-Dec,34491956,34498114,94
(주)디에이테크놀로지,196490,15-Dec,46798087,46714476,125
(주)디에이테크놀로지,196490,16-Dec,73563751,73635301,141
(주)디에이테크놀로지,196490,17-Dec,92144515,91963115,155
(주)디에이테크놀로지,196490,18-Dec,157728816,157208549,193
(주)디에이테크놀로지,196490,19-Dec,122217450,123800679,228
(주)디에이피,66900,11-Dec,,199470810,922
(주)디에이피,66900,12-Dec,,219424832,1071
(주)디에이피,66900,13-Dec,,228830608,1228
(주)디에이피,66900,14-Dec,,284054336,1021
(주)디에이피,66900,15-Dec,,251564237,1088
(주)디에이피,66900,16-Dec,,238950607,1058
(주)디에이피,66900,17-Dec,,229912365,1116
(주)디에이피,66900,18-Dec,,219431626,1130
(주)디에이피,66900,19-Dec,,225787010,1044
(주)디엔에이링크,127120,11-Dec,,20492074,37
(주)디엔에이링크,127120,12-Dec,,30033774,46
(주)디엔에이링크,127120,13-Dec,,22407078,56
(주)디엔에이링크,127120,14-Dec,,20476534,54
(주)디엔에이링크,127120,15-Dec,32729926,33861859,62
(주)디엔에이링크,127120,16-Dec,25860316,24845576,69
(주)디엔에이링크,127120,17-Dec,25067374,24992396,57
(주)디엔에이링크,127120,18-Dec,35066550,34747561,65
(주)디엔에이링크,127120,19-Dec,25900053,24516852,69
(주)디엔에프,92070,11-Dec,,55141714,145
(주)디엔에프,92070,12-Dec,,68347769,162
(주)디엔에프,92070,13-Dec,,57790425,169
(주)디엔에프,92070,14-Dec,,67661039,184
(주)디엔에프,92070,15-Dec,,79447690,213
(주)디엔에프,92070,16-Dec,,93855379,212
(주)디엔에프,92070,17-Dec,,102224630,219
(주)디엔에프,92070,18-Dec,,115553080,224
(주)디엔에프,92070,19-Dec,,110119296,227
(주)디엔오토모티브,7340,11-Dec,740062652,598676699,884
(주)디엔오토모티브,7340,12-Dec,730588820,576754932,968
(주)디엔오토모티브,7340,13-Dec,798296716,619850775,1092
(주)디엔오토모티브,7340,14-Dec,971558345,618327464,1149
(주)디엔오토모티브,7340,15-Dec,1064506282,641585975,865
(주)디엔오토모티브,7340,16-Dec,1115539571,663744957,875
(주)디엔오토모티브,7340,17-Dec,778625093,289464247,203
(주)디엔오토모티브,7340,18-Dec,870759626,357756951,231
(주)디엔오토모티브,7340,19-Dec,911746199,360913696,223
(주)디엠에스,68790,11-Dec,391440928,378853702,528
(주)디엠에스,68790,12-Dec,282264095,272082817,306
(주)디엠에스,68790,13-Dec,274795973,275054652,240
(주)디엠에스,68790,14-Dec,219824413,220374639,213
(주)디엠에스,68790,15-Dec,232026296,259003996,198
(주)디엠에스,68790,16-Dec,268333602,272128823,180
(주)디엠에스,68790,17-Dec,298505200,279263248,207
(주)디엠에스,68790,18-Dec,317314698,315609965,209
(주)디엠에스,68790,19-Dec,302514624,298807052,197
(주)디오,39840,11-Dec,109537364,111209461,267
(주)디오,39840,12-Dec,102649079,101620701,270
(주)디오,39840,13-Dec,108103126,104665584,313
(주)디오,39840,14-Dec,119379483,117123113,228
(주)디오,39840,15-Dec,122341140,119107829,232
(주)디오,39840,16-Dec,150348958,141500427,293
(주)디오,39840,17-Dec,175686046,168212064,382
(주)디오,39840,18-Dec,225306865,199605860,406
(주)디오,39840,19-Dec,273185095,240173065,471
(주)디와이디,219550,15-Dec,,,2
(주)디와이디,219550,16-Dec,,,2
(주)디와이디,219550,17-Dec,,44552922,95
(주)디와이디,219550,18-Dec,,32003160,95
(주)디와이디,219550,19-Dec,52229060,50541095,107
(주)디이엔티,79810,11-Dec,,32536666,127
(주)디이엔티,79810,12-Dec,,31971403,128
(주)디이엔티,79810,13-Dec,,28940330,109
(주)디이엔티,79810,14-Dec,25367987,25356149,109
(주)디이엔티,79810,15-Dec,41210195,41173748,153
(주)디이엔티,79810,16-Dec,60570508,57236122,207
(주)디이엔티,79810,17-Dec,74466203,72592259,289
(주)디이엔티,79810,18-Dec,60037161,59770841,227
(주)디이엔티,79810,19-Dec,46017809,45872808,138
(주)디지아이,43360,11-Dec,,58848624,81
(주)디지아이,43360,12-Dec,,60169523,86
(주)디지아이,43360,13-Dec,,56859808,81
(주)디지아이,43360,14-Dec,56474813,56419306,79
(주)디지아이,43360,15-Dec,,56331544,74
(주)디지아이,43360,16-Dec,,52581072,74
(주)디지아이,43360,17-Dec,,52592359,82
(주)디지아이,43360,18-Dec,,51376874,81
(주)디지아이,43360,19-Dec,,48781971,73
(주)디지캡,197140,18-Dec,,36931541,103
(주)디지캡,197140,19-Dec,48772866,44358090,103
(주)디지털대성,68930,11-Dec,,55244445,228
(주)디지털대성,68930,12-Dec,,59526397,224
(주)디지털대성,68930,13-Dec,,60604564,234
(주)디지털대성,68930,14-Dec,,67365183,225
(주)디지털대성,68930,15-Dec,92348076,69231483,223
(주)디지털대성,68930,16-Dec,94624662,71923766,213
(주)디지털대성,68930,17-Dec,104580458,78562730,221
(주)디지털대성,68930,18-Dec,112212180,81628015,231
(주)디지털대성,68930,19-Dec,142456542,105405415,251
(주)디지틀조선일보,33130,11-Dec,59873535,58589814,235
(주)디지틀조선일보,33130,12-Dec,58853908,57672004,241
(주)디지틀조선일보,33130,13-Dec,62129048,61005891,238
(주)디지틀조선일보,33130,14-Dec,64850887,63969224,229
(주)디지틀조선일보,33130,15-Dec,69655251,68633920,230
(주)디지틀조선일보,33130,16-Dec,71806142,70567595,242
(주)디지틀조선일보,33130,17-Dec,77156024,75198925,235
(주)디지틀조선일보,33130,18-Dec,80641711,78720247,198
(주)디지틀조선일보,33130,19-Dec,85853679,83541339,187
(주)디케이앤디,263020,18-Dec,59022016,47506780,83
(주)디케이앤디,263020,19-Dec,62104312,50222361,81
(주)디케이티,290550,18-Dec,71808049,42660575,45
(주)디케이티,290550,19-Dec,114499310,55467020,51
(주)디티앤씨,187220,14-Dec,,81216845,159
(주)디티앤씨,187220,15-Dec,93537372,90355907,184
(주)디티앤씨,187220,16-Dec,110710051,107138283,228
(주)디티앤씨,187220,17-Dec,122555588,117565979,255
(주)디티앤씨,187220,18-Dec,151417364,145280267,274
(주)디티앤씨,187220,19-Dec,179838735,150900605,269
(주)딜리,131180,11-Dec,44767009,45021787,81
(주)딜리,131180,12-Dec,48117303,47994457,80
(주)딜리,131180,13-Dec,50035462,49937004,90
(주)딜리,131180,14-Dec,52213496,52908490,87
(주)딜리,131180,15-Dec,60639249,61275232,89
(주)딜리,131180,16-Dec,58262673,58245639,101
(주)딜리,131180,17-Dec,61374023,60965719,110
(주)딜리,131180,18-Dec,62045838,61437563,105
(주)딜리,131180,19-Dec,63808112,64733432,103
(주)라닉스,317120,19-Dec,,20394753,50
(주)라온테크,232680,15-Dec,,,43
(주)라온테크,232680,16-Dec,,,63
(주)라온테크,232680,17-Dec,,,71
(주)라온테크,232680,18-Dec,,23413815,78
(주)라온테크,232680,19-Dec,,18754930,77
(주)라이온켐텍,171120,13-Dec,,83621048,143
(주)라이온켐텍,171120,14-Dec,,87924948,165
(주)라이온켐텍,171120,15-Dec,,111434966,183
(주)라이온켐텍,171120,16-Dec,,127479260,202
(주)라이온켐텍,171120,17-Dec,,125271867,222
(주)라이온켐텍,171120,18-Dec,,133717907,244
(주)라이온켐텍,171120,19-Dec,,132849020,272
(주)라이트론,69540,11-Dec,38950287,38937225,109
(주)라이트론,69540,12-Dec,48365400,48732387,120
(주)라이트론,69540,13-Dec,52242226,51697685,135
(주)라이트론,69540,14-Dec,54242132,53583992,148
(주)라이트론,69540,15-Dec,45872774,45519304,134
(주)라이트론,69540,16-Dec,60922124,63163891,168
(주)라이트론,69540,17-Dec,75473002,76844123,151
(주)라이트론,69540,18-Dec,88978622,88414114,158
(주)라이트론,69540,19-Dec,79429657,78824641,174
(주)라파스,214260,19-Dec,62884817,59373198,143
(주)락앤락,115390,11-Dec,721424627,626121567,958
(주)락앤락,115390,12-Dec,757905434,645153134,604
(주)락앤락,115390,13-Dec,796956602,651757636,673
(주)락앤락,115390,14-Dec,795747542,640001349,410
(주)락앤락,115390,15-Dec,756469839,616692578,385
(주)락앤락,115390,16-Dec,750896978,625718772,423
(주)락앤락,115390,17-Dec,724665258,634355406,403
(주)락앤락,115390,18-Dec,739351255,616426328,488
(주)락앤락,115390,19-Dec,799933632,669021285,589
(주)랩지노믹스,84650,14-Dec,,31094580,204
(주)랩지노믹스,84650,15-Dec,,31687234,225
(주)랩지노믹스,84650,16-Dec,,43212023,229
(주)랩지노믹스,84650,17-Dec,,39868778,234
(주)랩지노믹스,84650,18-Dec,,47094426,233
(주)랩지노믹스,84650,19-Dec,,49477979,218
(주)러셀,217500,15-Dec,,,2
(주)러셀,217500,16-Dec,,,2
(주)러셀,217500,17-Dec,,,2
(주)러셀,217500,18-Dec,,42193435,49
(주)러셀,217500,19-Dec,,45280733,50
(주)레고켐바이오사이언스,141080,13-Dec,,23154314,44
(주)레고켐바이오사이언스,141080,14-Dec,,33755229,46
(주)레고켐바이오사이언스,141080,15-Dec,68440364,68320012,69
(주)레고켐바이오사이언스,141080,16-Dec,89550609,89862933,80
(주)레고켐바이오사이언스,141080,17-Dec,82238442,85098150,87
(주)레고켐바이오사이언스,141080,18-Dec,121686284,121702723,87
(주)레고켐바이오사이언스,141080,19-Dec,141477453,144197435,98
(주)레드로버,60300,11-Dec,,46475128,81
(주)레드로버,60300,12-Dec,,63513399,81
(주)레드로버,60300,13-Dec,,96324197,103
(주)레드로버,60300,14-Dec,,91478352,91
(주)레드로버,60300,15-Dec,118158443,119861832,96
(주)레드로버,60300,16-Dec,165024991,167748915,147
(주)레드로버,60300,17-Dec,163349500,169236863,117
(주)레드로버,60300,18-Dec,113883154,121197575,82
(주)레드로버,60300,19-Dec,28775240,31639933,36
(주)레드캡투어,38390,11-Dec,225527516,224876645,371
(주)레드캡투어,38390,12-Dec,225083716,223973582,403
(주)레드캡투어,38390,13-Dec,254911194,254045972,447
(주)레드캡투어,38390,14-Dec,319502391,318609730,468
(주)레드캡투어,38390,15-Dec,378644568,377926676,464
(주)레드캡투어,38390,16-Dec,418756635,418126167,470
(주)레드캡투어,38390,17-Dec,448479567,448102058,502
(주)레드캡투어,38390,18-Dec,389327984,389150486,460
(주)레드캡투어,38390,19-Dec,416661455,414139245,446
(주)레이,228670,19-Dec,76656974,78072723,167
(주)레이언스,228850,16-Dec,190357988,188528667,219
(주)레이언스,228850,17-Dec,196450492,194500122,221
(주)레이언스,228850,18-Dec,201132165,201078003,206
(주)레이언스,228850,19-Dec,232073460,218601038,223
(주)레이크머티리얼즈,281740,17-Dec,,,
(주)레이크머티리얼즈,281740,18-Dec,,,
(주)레이크머티리얼즈,281740,19-Dec,,,
(주)로보로보,215100,15-Dec,,,2
(주)로보로보,215100,16-Dec,,,2
(주)로보로보,215100,17-Dec,24459706,24307583,43
(주)로보로보,215100,18-Dec,26659082,26399244,44
(주)로보로보,215100,19-Dec,27198177,26281613,47
(주)로보스타,90360,11-Dec,68898164,66976985,245
(주)로보스타,90360,12-Dec,67418166,65861792,250
(주)로보스타,90360,13-Dec,82794410,77677879,242
(주)로보스타,90360,14-Dec,78663280,73998627,241
(주)로보스타,90360,15-Dec,103310431,99882632,268
(주)로보스타,90360,16-Dec,133973844,134251674,262
(주)로보스타,90360,17-Dec,130234776,130429155,288
(주)로보스타,90360,18-Dec,171513401,170121317,285
(주)로보스타,90360,19-Dec,166636026,165443587,266
(주)로보티즈,108490,18-Dec,68826000,69268824,120
(주)로보티즈,108490,19-Dec,64669054,64609259,121
(주)로지시스,67730,15-Dec,,21842317,437
(주)로지시스,67730,16-Dec,,24105605,433
(주)로지시스,67730,17-Dec,,26178335,445
(주)로지시스,67730,18-Dec,,25946301,465
(주)로지시스,67730,19-Dec,,24235178,461
(주)루멘스,38060,11-Dec,260588770,244849722,211
(주)루멘스,38060,12-Dec,304151546,288493069,
(주)루멘스,38060,13-Dec,334280773,324086797,264
(주)루멘스,38060,14-Dec,352461578,329402719,279
(주)루멘스,38060,15-Dec,339995984,328052843,262
(주)루멘스,38060,16-Dec,349895917,321391377,257
(주)루멘스,38060,17-Dec,345508438,288489412,229
(주)루멘스,38060,18-Dec,332871975,260067981,197
(주)루멘스,38060,19-Dec,278451657,193665426,156
(주)루트로닉,85370,11-Dec,56785202,63119706,181
(주)루트로닉,85370,12-Dec,67970532,75284062,185
(주)루트로닉,85370,13-Dec,72807901,79289616,198
(주)루트로닉,85370,14-Dec,80469950,90540877,215
(주)루트로닉,85370,15-Dec,129492566,139641753,226
(주)루트로닉,85370,16-Dec,191711949,208448420,269
(주)루트로닉,85370,17-Dec,196722409,224189287,294
(주)루트로닉,85370,18-Dec,215363142,255253852,331
(주)루트로닉,85370,19-Dec,208199454,256299189,300
(주)룽투코리아,60240,11-Dec,23433247,23582969,94
(주)룽투코리아,60240,12-Dec,24405970,23156073,73
(주)룽투코리아,60240,13-Dec,18412083,17591236,50
(주)룽투코리아,60240,14-Dec,18316686,18052815,56
(주)룽투코리아,60240,15-Dec,99571250,72256347,66
(주)룽투코리아,60240,16-Dec,125601280,81001784,81
(주)룽투코리아,60240,17-Dec,120692100,72204107,48
(주)룽투코리아,60240,18-Dec,77373851,71287141,51
(주)룽투코리아,60240,19-Dec,79352267,83842780,51
(주)리노스,39980,11-Dec,,57724424,275
(주)리노스,39980,12-Dec,,76326479,193
(주)리노스,39980,13-Dec,,63997785,162
(주)리노스,39980,14-Dec,85917224,76330987,218
(주)리노스,39980,15-Dec,,98775454,226
(주)리노스,39980,16-Dec,105085937,102768562,258
(주)리노스,39980,17-Dec,96505003,93269948,279
(주)리노스,39980,18-Dec,94263721,93254700,306
(주)리노스,39980,19-Dec,111913032,111255505,312
(주)리더스코스메틱,16100,11-Dec,,69287959,97
(주)리더스코스메틱,16100,12-Dec,,70148951,161
(주)리더스코스메틱,16100,13-Dec,75168168,73573640,237
(주)리더스코스메틱,16100,14-Dec,97019630,90024019,294
(주)리더스코스메틱,16100,15-Dec,180865056,149938041,280
(주)리더스코스메틱,16100,16-Dec,190623989,148708835,157
(주)리더스코스메틱,16100,17-Dec,192932507,153437506,166
(주)리더스코스메틱,16100,18-Dec,164066898,132884280,201
