회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),회사채(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),회사채(IFRS개별)
(주)CMG제약,58820,Dec-11,0,0,0,27305198,0,2134049,0
(주)CMG제약,58820,Dec-12,0,100000,0,57108035,0,2132612,0
(주)CMG제약,58820,Dec-13,0,0,0,55912563,0,0,0
(주)CMG제약,58820,Dec-14,0,5451,0,58068326,0,0,0
(주)CMG제약,58820,Dec-15,0,6273,0,56532821,0,0,0
(주)CMG제약,58820,Dec-16,0,0,0,110979867,0,0,0
(주)CMG제약,58820,Dec-17,0,0,0,109568153,0,0,0
(주)CMG제약,58820,Dec-18,0,0,0,114379880,0,0,0
(주)CMG제약,58820,Dec-19,0,0,0,192243166,0,0,0
(주)DB하이텍,990,Dec-11,0,5398046,0,1199043869,0,5398045,0
(주)DB하이텍,990,Dec-12,214817416,5141640,0,1157755031,214817416,5141640,0
(주)DB하이텍,990,Dec-13,276846544,6452198,0,1058391832,276846544,6452198,0
(주)DB하이텍,990,Dec-14,391619824,7547468,0,984876636,391619824,7547468,0
(주)DB하이텍,990,Dec-15,399748737,5218930,0,984643712,399748737,5218929,0
(주)DB하이텍,990,Dec-16,282487037,15253525,0,986788572,282487037,15253525,0
(주)DB하이텍,990,Dec-17,315595985,11286143,0,993950720,315595985,11286143,0
(주)DB하이텍,990,Dec-18,277380073,15890934,0,1066533840,277380073,15890934,0
(주)DB하이텍,990,Dec-19,179746294,30550406,0,1088889810,179746294,30550406,0
(주)ES큐브,50120,Dec-11,0,100000,0,55477032,0,0,0
(주)ES큐브,50120,Dec-12,0,153555,0,46281660,0,0,0
(주)ES큐브,50120,Dec-13,0,152765,0,47137573,0,0,0
(주)ES큐브,50120,Dec-14,0,568302,0,56611836,0,0,0
(주)ES큐브,50120,Dec-15,0,0,0,55620280,0,0,0
(주)ES큐브,50120,Dec-16,28600000,0,0,105164626,28600000,0,0
(주)ES큐브,50120,Dec-17,27400000,0,0,105892131,27400000,0,0
(주)ES큐브,50120,Dec-18,2100000,0,0,112430896,2100000,0,0
(주)ES큐브,50120,Dec-19,24900000,2726000,0,463958680,24900000,0,0
(주)HJ중공업,97230,Dec-11,677057000,410598000,0,7036680000,178967000,364466000,0
(주)HJ중공업,97230,Dec-12,777978000,354648000,0,6585093000,315044000,311804000,0
(주)HJ중공업,97230,Dec-13,793546000,534025000,0,6683379000,588662000,291859000,0
(주)HJ중공업,97230,Dec-14,1458914000,489339000,0,6470284000,904138000,318982000,0
(주)HJ중공업,97230,Dec-15,628609000,660354000,0,5914637000,224253000,529090000,0
(주)HJ중공업,97230,Dec-16,1269833000,514563000,0,5256464000,970466000,167724000,0
(주)HJ중공업,97230,Dec-17,82638000,243789000,0,4206655000,5497000,105621000,0
(주)HJ중공업,97230,Dec-18,1140191000,104816000,0,2733620000,1140192000,104816000,0
(주)HJ중공업,97230,Dec-19,3927000,0,0,2470222000,3927000,0,0
(주)MH에탄올,23150,Dec-11,8088960,0,0,134206851,8088960,63015867,0
(주)MH에탄올,23150,Dec-12,7613360,68371514,0,134385813,7613360,64484158,0
(주)MH에탄올,23150,Dec-13,8166707,64376121,0,129697936,7181760,62912838,0
(주)MH에탄올,23150,Dec-14,732160,28450064,0,85534839,732160,28450064,0
(주)MH에탄올,23150,Dec-15,484060,18000000,0,78996052,484060,18000000,0
(주)MH에탄올,23150,Dec-16,348460,5000000,0,72339673,348460,5000000,0
(주)MH에탄올,23150,Dec-17,169747422,41603421,0,500180086,25212860,11203421,0
(주)MH에탄올,23150,Dec-18,163785632,45739383,0,440177523,25077260,10482447,0
(주)MH에탄올,23150,Dec-19,31219687,46242628,0,451474451,25000000,10692858,0
(주)SH에너지화학,2360,Dec-11,181920,28921046,0,104710740,181920,28921046,0
(주)SH에너지화학,2360,Dec-12,4000000,24066914,0,103690070,4000000,24066914,0
(주)SH에너지화학,2360,Dec-13,500000,26982012,0,110488951,500000,26982012,0
(주)SH에너지화학,2360,Dec-14,0,9568698,0,110741407,0,9568698,0
(주)SH에너지화학,2360,Dec-15,0,6881833,0,115520726,0,6823233,0
(주)SH에너지화학,2360,Dec-16,0,3560425,0,124488724,0,3500000,0
(주)SH에너지화학,2360,Dec-17,0,3553570,0,125312154,0,3500000,0
(주)SH에너지화학,2360,Dec-18,0,3500000,0,122434685,0,3500000,0
(주)SH에너지화학,2360,Dec-19,4800000,3500000,0,123415832,4800000,3500000,0
(주)SIMPAC,9160,Dec-11,10000000,33556016,0,310879328,10000000,33556016,0
(주)SIMPAC,9160,Dec-12,10000000,30338486,0,318665505,10000000,30338486,0
(주)SIMPAC,9160,Dec-13,6666640,57162310,0,361985890,6666640,57162310,0
(주)SIMPAC,9160,Dec-14,2499990,35004397,0,381939281,2499990,25004397,0
(주)SIMPAC,9160,Dec-15,220000,50481896,0,422833445,0,40000000,0
(주)SIMPAC,9160,Dec-16,220000,24590628,0,417865468,0,10000000,0
(주)SIMPAC,9160,Dec-17,178750,20000000,0,381158251,0,15000000,0
(주)SIMPAC,9160,Dec-18,123750,105000000,0,681750819,0,95000000,0
(주)SIMPAC,9160,Dec-19,68750,126700000,0,679145850,0,102000000,0
(주)SNT에너지,100840,Dec-11,,,,,0,20000000,0
(주)SNT에너지,100840,Dec-12,,,,,0,0,0
(주)SNT에너지,100840,Dec-13,,,,,0,0,0
(주)SNT에너지,100840,Dec-14,,,,,0,0,0
(주)SNT에너지,100840,Dec-15,,,,,0,0,0
(주)SNT에너지,100840,Dec-16,,,,,0,0,0
(주)SNT에너지,100840,Dec-17,,,,,0,0,0
(주)SNT에너지,100840,Dec-18,,,,,0,0,0
(주)SNT에너지,100840,Dec-19,0,0,0,333897235,0,0,0
(주)SNT홀딩스,36530,Dec-11,627000,83747208,0,2124828265,0,0,0
(주)SNT홀딩스,36530,Dec-12,1230693,61474637,457844,2074903906,0,0,0
(주)SNT홀딩스,36530,Dec-13,741141,74400885,0,2149176237,0,0,0
(주)SNT홀딩스,36530,Dec-14,496019,27084000,0,2039388864,0,0,0
(주)SNT홀딩스,36530,Dec-15,241477,6947267,0,2169311305,0,0,0
(주)SNT홀딩스,36530,Dec-16,0,6890307,0,2210178425,0,0,0
(주)SNT홀딩스,36530,Dec-17,0,6520000,0,2146174938,0,0,0
(주)SNT홀딩스,36530,Dec-18,0,6460000,0,2113834573,0,0,0
(주)SNT홀딩스,36530,Dec-19,0,0,0,2236679025,0,0,0
(주)STX,11810,Dec-11,453951000,867790000,0,5234175000,115350000,657305000,0
(주)STX,11810,Dec-12,523076000,974176000,0,5067029000,97993000,749942000,0
(주)STX,11810,Dec-13,391286000,542454000,0,1342520000,391256000,474021000,0
(주)STX,11810,Dec-14,214556000,512227000,0,1255002000,214533000,488720000,0
(주)STX,11810,Dec-15,165235000,578844000,0,1267224000,165217000,500659000,0
(주)STX,11810,Dec-16,30940000,574539000,0,707709000,30940000,510241000,0
(주)STX,11810,Dec-17,19343000,253322000,0,627542000,19343000,204108000,0
(주)STX,11810,Dec-18,22595000,305981000,0,554061000,22595000,259918000,0
(주)STX,11810,Dec-19,38017000,264271000,0,560107000,34213000,248602000,0
(주)TCC스틸,2710,Dec-11,26981943,108093746,0,454329510,25483900,93982325,0
(주)TCC스틸,2710,Dec-12,69300233,95311816,0,547013976,57343600,51793337,0
(주)TCC스틸,2710,Dec-13,119777726,68381264,0,543708595,81381440,30522560,0
(주)TCC스틸,2710,Dec-14,30545120,121546985,0,551000563,28114780,82191918,0
(주)TCC스틸,2710,Dec-15,113039900,40104555,0,376394571,112083700,29010848,0
(주)TCC스틸,2710,Dec-16,60103220,40670209,0,282914735,59537000,30606252,0
(주)TCC스틸,2710,Dec-17,178740,41668435,0,278692540,0,35703547,0
(주)TCC스틸,2710,Dec-18,78588608,41720321,0,304781579,74888608,40134438,0
(주)TCC스틸,2710,Dec-19,8063000,49412479,0,314210087,4363000,48254679,0
(주)가비아,79940,Dec-11,953300,0,0,64954440,953300,0,0
(주)가비아,79940,Dec-12,9666660,2774106,0,85244515,9666660,1000000,0
(주)가비아,79940,Dec-13,5500000,1000000,0,91231294,5500000,0,0
(주)가비아,79940,Dec-14,4675000,3500000,0,98544072,4675000,3000000,0
(주)가비아,79940,Dec-15,5500000,510000,0,105081568,5500000,0,0
(주)가비아,79940,Dec-16,7200000,2200000,0,125796754,5500000,0,0
(주)가비아,79940,Dec-17,1700000,2400000,0,133382584,0,0,0
(주)가비아,79940,Dec-18,3315000,8214600,0,151440505,1000000,5500000,0
(주)가비아,79940,Dec-19,11463170,6645286,0,199916131,4910996,3000000,0
(주)강스템바이오텍,217730,Dec-15,,,,,780000,287750,0
(주)강스템바이오텍,217730,Dec-16,,,,,520000,260000,0
(주)강스템바이오텍,217730,Dec-17,4260000,1350000,0,47198979,4260000,0,0
(주)강스템바이오텍,217730,Dec-18,4438889,1405000,0,73194018,4000000,0,0
(주)강스템바이오텍,217730,Dec-19,7655556,240000,0,113643697,4000000,0,0
(주)강원랜드,35250,Dec-11,0,0,0,2711401782,0,0,0
(주)강원랜드,35250,Dec-12,0,0,0,2906655321,0,0,0
(주)강원랜드,35250,Dec-13,0,0,0,3102036846,0,0,0
(주)강원랜드,35250,Dec-14,0,0,0,3375127289,0,0,0
(주)강원랜드,35250,Dec-15,0,0,0,3690791830,0,0,0
(주)강원랜드,35250,Dec-16,940000,0,0,3978987574,0,0,0
(주)강원랜드,35250,Dec-17,1400000,0,0,4185657487,0,0,0
(주)강원랜드,35250,Dec-18,0,0,0,4231241354,0,0,0
(주)강원랜드,35250,Dec-19,0,0,0,4438119306,0,0,0
(주)강원에너지,114190,Nov-11,,,,,0,0,0
(주)강원에너지,114190,Dec-12,,,,,0,0,0
(주)강원에너지,114190,Dec-13,,,,,0,0,0
(주)강원에너지,114190,Dec-14,,,,,0,0,0
(주)강원에너지,114190,Dec-15,10000000,0,0,85457457,0,0,0
(주)강원에너지,114190,Dec-16,10004000,0,0,77186606,0,0,0
(주)강원에너지,114190,Dec-17,7200000,0,0,93179394,0,0,0
(주)강원에너지,114190,Dec-18,0,7200000,0,93845576,0,0,0
(주)강원에너지,114190,Dec-19,3320000,7200000,0,56602063,3320000,0,0
(주)갤럭시아에스엠,11420,Dec-11,0,1900000,0,45110356,0,1900000,0
(주)갤럭시아에스엠,11420,Dec-12,2050000,1400000,0,43979072,0,1400000,0
(주)갤럭시아에스엠,11420,Dec-13,444977,3450000,0,37636664,0,1400000,0
(주)갤럭시아에스엠,11420,Dec-14,1778928,1400000,0,45274078,0,1400000,0
(주)갤럭시아에스엠,11420,Dec-15,478600,900000,0,68686992,0,0,0
(주)갤럭시아에스엠,11420,Dec-16,0,0,0,58444606,0,0,0
(주)갤럭시아에스엠,11420,Dec-17,0,0,0,49831109,0,0,0
(주)갤럭시아에스엠,11420,Dec-18,0,0,0,33253331,0,0,0
(주)갤럭시아에스엠,11420,Dec-19,0,0,0,28241598,0,0,0
(주)경농,2100,Dec-11,57682,0,0,173774102,57682,0,0
(주)경농,2100,Dec-12,48203,70186128,0,269412832,48203,15672000,0
(주)경농,2100,Dec-13,6635226,39252112,0,255984725,6635226,8962308,0
(주)경농,2100,Dec-14,9302713,52465899,0,284623063,9302713,12647505,0
(주)경농,2100,Dec-15,10653500,63164557,0,316341853,10653500,36640787,0
(주)경농,2100,Dec-16,6789500,62069012,0,320915151,6779500,35583115,0
(주)경농,2100,Dec-17,7131800,65173878,0,335873898,2905500,13876102,0
(주)경농,2100,Dec-18,4600000,79960501,0,357260541,0,23632398,0
(주)경농,2100,Dec-19,23600000,65326303,0,370874091,16000000,35282865,0
(주)경동나비엔,9450,Dec-11,8450997,6919800,0,263211016,112800,0,0
(주)경동나비엔,9450,Dec-12,18461243,6133169,0,299729837,7460000,0,0
(주)경동나비엔,9450,Dec-13,14132101,33221200,0,354779867,2219700,25000000,0
(주)경동나비엔,9450,Dec-14,19525050,82110660,0,401658957,1331820,68900000,0
(주)경동나비엔,9450,Dec-15,15959718,47715339,0,402084368,443940,31402650,0
(주)경동나비엔,9450,Dec-16,10988469,18305153,0,429754702,0,0,0
(주)경동나비엔,9450,Dec-17,17554750,38519282,0,503697210,0,15250000,0
(주)경동나비엔,9450,Dec-18,18171374,97542506,0,583595818,0,52900000,0
(주)경동나비엔,9450,Dec-19,23688184,64709266,0,609808343,10000000,29500000,0
(주)경동도시가스,267290,Dec-17,12987389,0,0,710280194,12987389,0,0
(주)경동도시가스,267290,Dec-18,12123582,0,0,778269612,12123582,0,0
(주)경동도시가스,267290,Dec-19,11201253,0,0,749999474,11201253,0,0
(주)경동인베스트,12320,Dec-11,38332383,13793100,0,1001490869,14732383,0,0
(주)경동인베스트,12320,Dec-12,35850519,9800000,0,1209924561,13350519,0,0
(주)경동인베스트,12320,Dec-13,29855917,13489951,0,1205008353,12355917,0,0
(주)경동인베스트,12320,Dec-14,56403180,6551550,0,1320789066,11523080,0,0
(주)경동인베스트,12320,Dec-15,107469867,16766667,0,1167819522,13017117,0,0
(주)경동인베스트,12320,Dec-16,99594003,15300000,0,1126122628,13267953,0,0
(주)경동인베스트,12320,Dec-17,83460730,15181825,0,599276331,0,0,0
(주)경동인베스트,12320,Dec-18,71906166,9000000,0,592002536,0,0,0
(주)경동인베스트,12320,Dec-19,62256400,22000000,0,605467383,0,0,0
(주)경방,50,Dec-11,52825075,151249110,0,1352324332,51339915,135849110,0
(주)경방,50,Dec-12,297503511,99503292,0,1335039930,280141533,81369628,0
(주)경방,50,Dec-13,275230163,76186522,0,1296989142,258404523,54775180,0
(주)경방,50,Dec-14,9985627,174843423,0,1301841379,0,160771349,0
(주)경방,50,Dec-15,235918778,130833677,0,1318643312,210000000,96327221,0
(주)경방,50,Dec-16,225494443,95137531,0,1301910960,185000000,66373522,0
(주)경방,50,Dec-17,16667775,56680582,0,1274042237,0,29757475,0
(주)경방,50,Dec-18,165400578,98123875,0,1301792841,130000000,51994467,0
(주)경방,50,Dec-19,149162959,122000203,0,1370742491,120000000,89828826,0
(주)경보제약,214390,Dec-15,,,,,5000000,34090028,0
(주)경보제약,214390,Dec-16,,,,,0,41082535,0
(주)경보제약,214390,Dec-17,,,,,451100,28375875,0
(주)경보제약,214390,Dec-18,,,,,451100,42120856,0
(주)경보제약,214390,Dec-19,,,,,405000,53647070,0
(주)경인양행,12610,Dec-11,18002059,68608252,0,319596954,13856450,46049234,0
(주)경인양행,12610,Dec-12,415000,58180937,0,287452678,0,46608296,0
(주)경인양행,12610,Dec-13,2415000,70278679,0,316944796,0,60151840,0
(주)경인양행,12610,Dec-14,12485227,58862976,0,313039125,10000000,47461532,0
(주)경인양행,12610,Dec-15,439220,77495111,0,326687437,0,65001741,0
(주)경인양행,12610,Dec-16,760665,71049658,0,344298515,0,61492592,0
(주)경인양행,12610,Dec-17,8360241,86431633,0,357951470,8000000,71449907,0
(주)경인양행,12610,Dec-18,19416459,107171462,0,412996589,16133260,89584775,0
(주)경인양행,12610,Dec-19,30503057,140233691,0,472081003,24357240,115964069,0
(주)고려시멘트,198440,Dec-14,,,,,,,
(주)고려시멘트,198440,Dec-15,,,,,,,
(주)고려시멘트,198440,Dec-16,,,,,,,
(주)고려시멘트,198440,Dec-17,,,,,2285714,5200000,0
(주)고려시멘트,198440,Dec-18,,,,,914286,11800000,0
(주)고려시멘트,198440,Dec-19,,,,,0,11160000,0
(주)고영테크놀러지,98460,Dec-11,0,0,0,87006201,0,0,0
(주)고영테크놀러지,98460,Dec-12,0,0,0,103351965,0,0,0
(주)고영테크놀러지,98460,Dec-13,0,0,0,120951617,0,0,0
(주)고영테크놀러지,98460,Dec-14,255725,0,0,141720465,0,0,0
(주)고영테크놀러지,98460,Dec-15,108243,0,0,158857627,0,0,0
(주)고영테크놀러지,98460,Dec-16,0,0,0,195121241,0,0,0
(주)고영테크놀러지,98460,Dec-17,0,0,0,205207385,0,0,0
(주)고영테크놀러지,98460,Dec-18,0,0,0,279059436,0,0,0
(주)고영테크놀러지,98460,Dec-19,0,0,0,305481184,0,0,0
(주)골드앤에스,35290,Dec-11,0,12411157,0,46677146,0,12178458,0
(주)골드앤에스,35290,Dec-12,0,13447513,0,51950606,0,12742845,0
(주)골드앤에스,35290,Dec-13,4878557,18087011,0,51442505,0,13094067,0
(주)골드앤에스,35290,Dec-14,2702826,14350632,0,46528474,0,6441078,0
(주)골드앤에스,35290,Dec-15,0,220684,0,24102094,0,0,0
(주)골드앤에스,35290,Dec-16,0,1615384,0,18671644,0,1400000,0
(주)골드앤에스,35290,Dec-17,0,1550000,0,17173934,0,1550000,0
(주)골드앤에스,35290,Dec-18,0,2000000,0,42472631,0,2000000,0
(주)골드앤에스,35290,Dec-19,0,1900000,0,16096170,0,1900000,0
(주)골드퍼시픽,38530,Dec-11,,,,,0,0,0
(주)골드퍼시픽,38530,Dec-12,,,,,0,0,0
(주)골드퍼시픽,38530,Dec-13,2190540,3176547,0,33687572,300000,1950000,0
(주)골드퍼시픽,38530,Dec-14,2114583,10162200,0,41948832,240063,4820000,0
(주)골드퍼시픽,38530,Dec-15,149996,1150000,0,28573328,149996,1150000,0
(주)골드퍼시픽,38530,Dec-16,,,,,0,0,0
(주)골드퍼시픽,38530,Dec-17,,,,,0,0,0
(주)골드퍼시픽,38530,Dec-18,5440000,46122,0,37825442,5440000,46122,0
(주)골드퍼시픽,38530,Dec-19,,,,,0,7000000,0
(주)골프존,215000,Dec-15,15000000,20000000,0,178132253,15000000,20000000,0
(주)골프존,215000,Dec-16,7499970,27500030,0,187914226,7499970,27500030,0
(주)골프존,215000,Dec-17,9166650,23333320,0,253672419,9166650,23333320,0
(주)골프존,215000,Dec-18,833330,18333320,0,254057808,833330,18333320,0
(주)골프존,215000,Dec-19,0,833330,0,312587283,0,833330,0
(주)골프존뉴딘홀딩스,121440,Dec-11,493741,0,0,378054302,0,0,0
(주)골프존뉴딘홀딩스,121440,Dec-12,0,88100000,0,540922890,0,64000000,0
(주)골프존뉴딘홀딩스,121440,Dec-13,0,101600000,0,637840057,0,54000000,0
(주)골프존뉴딘홀딩스,121440,Dec-14,75000000,120100000,0,762037240,0,49000000,0
(주)골프존뉴딘홀딩스,121440,Dec-15,103000000,83445000,0,767325175,24000000,3105000,0
(주)골프존뉴딘홀딩스,121440,Dec-16,75000000,117840000,0,760772930,40000000,7000000,0
(주)골프존뉴딘홀딩스,121440,Dec-17,121107143,86932857,0,756500949,16000000,9300000,0
(주)골프존뉴딘홀딩스,121440,Dec-18,45693452,177783524,0,774743339,10000000,9300000,0
(주)골프존뉴딘홀딩스,121440,Dec-19,186266105,44591854,0,776384700,54200000,9300000,0
(주)광림,14200,Dec-11,,,,,277562,11706716,0
(주)광림,14200,Dec-12,,,,,206386,11373551,0
(주)광림,14200,Dec-13,,,,,2280310,13065781,0
(주)광림,14200,Dec-14,19923952,61083096,0,244886480,4942101,29422885,0
(주)광림,14200,Dec-15,,,,,2593514,38865656,0
(주)광림,14200,Dec-16,313681,54889147,0,229596737,313681,39984398,0
(주)광림,14200,Dec-17,562200,46280279,0,208058303,562200,40930850,0
(주)광림,14200,Dec-18,1900000,40784486,0,187812629,1900000,35456356,0
(주)광림,14200,Dec-19,6239252,36955189,0,252468254,1400000,30190012,0
(주)광명전기,17040,Dec-11,425000,25565143,0,123886511,425000,20710000,0
(주)광명전기,17040,Dec-12,325000,27567759,0,131064345,325000,23532459,0
(주)광명전기,17040,Dec-13,225000,20546525,0,120910764,225000,18790000,0
(주)광명전기,17040,Dec-14,0,19100429,0,138580023,0,17790000,0
(주)광명전기,17040,Dec-15,0,16700000,0,131457603,0,15500000,0
(주)광명전기,17040,Dec-16,0,20700000,0,146859319,0,12500000,0
(주)광명전기,17040,Dec-17,9358000,16200000,0,152717140,0,14500000,0
(주)광명전기,17040,Dec-18,10802000,16200000,0,151823119,0,14500000,0
(주)광명전기,17040,Dec-19,0,16200000,0,156712705,0,14500000,0
(주)광무,29480,Dec-11,0,18255969,0,75946478,0,17715969,0
(주)광무,29480,Dec-12,0,11206671,0,55788602,0,11208688,0
(주)광무,29480,Dec-13,0,12634238,0,35384615,0,12634238,0
(주)광무,29480,Dec-14,,,,,0,7635126,0
(주)광무,29480,Dec-15,,,,,4070000,1501000,0
(주)광무,29480,Dec-16,,,,,4070000,860015,0
(주)광무,29480,Dec-17,,,,,0,845932,0
(주)광무,29480,Dec-18,0,4570000,0,28431748,0,4570000,0
(주)광무,29480,Dec-19,0,5798283,0,63139837,0,4270000,0
(주)광주신세계,37710,Dec-11,,,,,0,0,0
(주)광주신세계,37710,Dec-12,,,,,0,0,0
(주)광주신세계,37710,Dec-13,,,,,0,80200000,0
(주)광주신세계,37710,Dec-14,,,,,0,35800000,0
(주)광주신세계,37710,Dec-15,,,,,0,0,0
(주)광주신세계,37710,Dec-16,,,,,0,50900000,0
(주)광주신세계,37710,Dec-17,,,,,0,5600000,0
(주)광주신세계,37710,Dec-18,,,,,0,0,0
(주)광주신세계,37710,Dec-19,,,,,0,0,0
(주)구영테크,53270,Dec-11,3906227,66559168,0,149471330,1616657,35083497,0
(주)구영테크,53270,Dec-12,4191949,81126552,0,161163024,2553333,49924751,0
(주)구영테크,53270,Dec-13,16281076,54734786,0,149230187,4034607,37101932,0
(주)구영테크,53270,Dec-14,16833438,51875791,0,155857242,2915390,32676392,0
(주)구영테크,53270,Dec-15,22945474,38854405,0,161330950,6356430,23734320,0
(주)구영테크,53270,Dec-16,30201160,30443891,0,166748490,13342430,14834390,0
(주)구영테크,53270,Dec-17,42591378,39673968,0,187009683,29458970,24700000,0
(주)구영테크,53270,Dec-18,48148894,28086803,0,202572970,36387038,11800000,0
(주)구영테크,53270,Dec-19,35432257,34689847,0,206569873,28475278,14200000,0
(주)국동,5320,Dec-11,3733250,40784474,0,68162305,0,31537074,0
(주)국동,5320,Dec-12,3349103,35508504,0,65808287,0,27883342,0
(주)국동,5320,Dec-13,2680065,35225223,0,73040609,0,28289471,0
(주)국동,5320,Dec-14,4982487,31716237,0,89271398,0,26779956,0
(주)국동,5320,Dec-15,5536937,23738474,0,93758552,0,22013407,0
(주)국동,5320,Dec-16,3885476,23244912,0,124126720,0,16178350,0
(주)국동,5320,Dec-17,5584962,20421203,0,106307080,0,13454523,0
(주)국동,5320,Dec-18,4762632,25075767,0,123134702,0,15129747,0
(주)국동,5320,Dec-19,4484958,22031864,0,133723726,0,12119756,0
(주)국보,1140,Dec-11,2731635,22593152,0,98869465,2731635,22593152,0
(주)국보,1140,Dec-12,2835446,27541585,0,98494841,2835446,27131585,0
(주)국보,1140,Dec-13,4832876,27711068,0,98315386,4832876,27251068,0
(주)국보,1140,Dec-14,4802814,27190274,0,91005502,4802814,26480274,0
(주)국보,1140,Dec-15,3599269,25563457,0,83085438,3599269,24803457,0
(주)국보,1140,Dec-16,2927219,25150389,0,81308887,2927219,24350389,0
(주)국보,1140,Dec-17,3532843,22315377,0,73270170,3532843,21515377,0
(주)국보,1140,Dec-18,737525,11098735,0,48188113,737525,10298735,0
(주)국보,1140,Dec-19,907586,22201022,0,115356448,34197,3510000,0
(주)국보디자인,66620,Dec-11,0,568523,0,80200900,0,402226,0
(주)국보디자인,66620,Dec-12,0,0,0,92877548,0,0,0
(주)국보디자인,66620,Dec-13,0,3371372,0,127902185,0,3371372,0
(주)국보디자인,66620,Dec-14,0,0,0,132011877,0,0,0
(주)국보디자인,66620,Dec-15,0,1881000,0,141089858,0,1881000,0
(주)국보디자인,66620,Dec-16,0,0,0,158452485,0,0,0
(주)국보디자인,66620,Dec-17,0,0,0,164381715,0,0,0
(주)국보디자인,66620,Dec-18,0,0,0,175036784,0,0,0
(주)국보디자인,66620,Dec-19,0,0,0,222514980,0,0,0
(주)국순당,43650,Dec-11,525000,200000,0,199135153,0,0,0
(주)국순당,43650,Dec-12,700000,200000,0,209729554,0,0,0
(주)국순당,43650,Dec-13,4190000,0,0,218115221,0,0,0
(주)국순당,43650,Dec-14,220000,0,0,217479839,0,0,0
(주)국순당,43650,Dec-15,660000,0,0,216587928,0,0,0
(주)국순당,43650,Dec-16,0,300000,0,213004831,0,0,0
(주)국순당,43650,Dec-17,640000,520000,0,242199755,0,0,0
(주)국순당,43650,Dec-18,700000,490000,0,238619493,0,0,0
(주)국순당,43650,Dec-19,3161700,10536089,0,252484287,0,0,0
(주)국영지앤엠,6050,Dec-11,,,,,10759404,210156,0
(주)국영지앤엠,6050,Dec-12,,,,,3000000,0,0
(주)국영지앤엠,6050,Dec-13,,,,,3000000,293486,0
(주)국영지앤엠,6050,Dec-14,,,,,3000000,0,0
(주)국영지앤엠,6050,Dec-15,,,,,2000000,950000,0
(주)국영지앤엠,6050,Dec-16,,,,,3250000,0,0
(주)국영지앤엠,6050,Dec-17,,,,,2250000,0,0
(주)국영지앤엠,6050,Dec-18,,,,,0,0,0
(주)국영지앤엠,6050,Dec-19,,,,,1804780,1500000,0
(주)국전약품,307750,Dec-18,,,,,,,
(주)국전약품,307750,Dec-19,,,,,,,
(주)그래디언트,35080,Dec-11,99000000,112373992,0,777653618,66000000,85000000,0
(주)그래디언트,35080,Dec-12,64400000,60949255,0,739985481,23100000,17100000,0
(주)그래디언트,35080,Dec-13,49257653,62165153,0,1598503940,9900000,30900000,0
(주)그래디언트,35080,Dec-14,36809009,18476848,0,1920350951,0,7500000,0
(주)그래디언트,35080,Dec-15,33800000,30930103,0,2106702049,0,16363425,0
(주)그래디언트,35080,Dec-16,3250000,21030359,0,2073537018,0,10350523,0
(주)그래디언트,35080,Dec-17,2250000,56006779,0,1804533355,0,9748094,0
(주)그래디언트,35080,Dec-18,528894,68304203,0,1809664488,0,9221930,0
(주)그래디언트,35080,Dec-19,905454,63017377,0,1780051911,0,11037377,0
(주)그리티,204020,Dec-18,0,6339881,0,95755030,0,0,0
(주)그리티,204020,Dec-19,0,1441926,0,92151596,0,0,0
(주)그린플러스,186230,Dec-19,13705000,8533305,0,72321985,4705000,5321224,0
(주)글로벌스탠다드테크놀로지,83450,Dec-11,416665,2700000,0,52575255,0,2500000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-12,249999,2700000,0,53824618,0,2500000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-13,1583333,2700000,0,62626777,0,2500000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-14,1200000,2500000,0,69972237,0,2500000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-15,1200000,2500000,0,69691968,0,2500000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-16,1000000,3500000,0,89405841,0,2500000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-17,1000000,3000000,0,102400669,0,2000000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-18,0,5280904,0,105027408,0,2000000,0
(주)글로벌스탠다드테크놀로지,83450,Dec-19,1500000,4365000,0,136751562,0,2000000,0
(주)금양,1570,Dec-11,2000000,53502755,0,130817841,2000000,51677655,0
(주)금양,1570,Dec-12,8558732,50907483,0,127557393,8558732,48929359,0
(주)금양,1570,Dec-13,11828361,65506653,0,147115126,11828361,63436905,0
(주)금양,1570,Dec-14,15164523,51634498,0,160244911,15164523,50083705,0
(주)금양,1570,Dec-15,2752913,58310947,0,165405931,2752913,56988406,0
(주)금양,1570,Dec-16,5790360,65490915,0,178901902,5790360,65490915,0
(주)금양,1570,Dec-17,996900,56289092,0,196084032,996900,54794228,0
(주)금양,1570,Dec-18,616900,57263955,0,204777156,616900,57054776,0
(주)금양,1570,Dec-19,2537190,56679328,0,224222540,2537190,56347848,0
(주)금호에이치티,214330,Dec-15,3272419,17005154,0,123875646,2100000,13130025,0
(주)금호에이치티,214330,Dec-16,19750000,18189825,0,156606980,19750000,12992025,0
