회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),회사채(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),회사채(IFRS개별)
(주)이노메트리,302430,Dec-19,0,0,0,61620374,0,0,0
(주)이노션,214320,Dec-15,0,0,0,1430474983,0,0,0
(주)이노션,214320,Dec-16,0,0,0,1675070482,0,0,0
(주)이노션,214320,Dec-17,0,0,0,1626494168,0,0,0
(주)이노션,214320,Dec-18,0,0,0,1740942672,0,0,0
(주)이노션,214320,Dec-19,8103400,2268952,0,2075507094,0,0,0
(주)이노와이어리스,73490,Dec-11,0,0,0,88789031,0,0,0
(주)이노와이어리스,73490,Dec-12,0,878000,0,91035129,0,0,0
(주)이노와이어리스,73490,Dec-13,0,0,0,92806322,0,0,0
(주)이노와이어리스,73490,Dec-14,0,5000000,0,97780582,0,5000000,0
(주)이노와이어리스,73490,Dec-15,0,0,0,90296646,0,0,0
(주)이노와이어리스,73490,Dec-16,0,5000000,0,82196177,0,5000000,0
(주)이노와이어리스,73490,Dec-17,0,8000000,0,85758648,0,5000000,0
(주)이노와이어리스,73490,Dec-18,0,3000000,0,97581283,0,0,0
(주)이노와이어리스,73490,Dec-19,0,3000000,0,120988656,0,0,0
(주)이노인스트루먼트,215790,Dec-15,,,,,,,
(주)이노인스트루먼트,215790,Dec-16,,,,,,,
(주)이노인스트루먼트,215790,Dec-17,2680001,7091249,0,81611341,2680001,2999999,0
(주)이노인스트루먼트,215790,Dec-18,8096963,9947875,0,119041868,2810000,5065075,0
(주)이노인스트루먼트,215790,Dec-19,3526145,39439372,0,106078446,750000,26180172,0
(주)이노테라피,246960,Dec-19,300000,0,0,17232558,300000,0,0
(주)이녹스,88390,Dec-11,18932500,26637129,0,127737058,18932500,26637129,0
(주)이녹스,88390,Dec-12,12047500,35472591,0,147370057,12047500,35472591,0
(주)이녹스,88390,Dec-13,0,32108794,0,187345383,0,32108794,0
(주)이녹스,88390,Dec-14,0,27067245,0,183147702,0,27067245,0
(주)이녹스,88390,Dec-15,40860000,47090461,0,290004244,40860000,32163532,0
(주)이녹스,88390,Dec-16,30000000,57171974,0,312762841,30000000,34712762,0
(주)이녹스,88390,Dec-17,30000000,28414963,0,261737627,30000000,8214200,0
(주)이녹스,88390,Dec-18,30000000,21281607,0,212783415,30000000,4000000,0
(주)이녹스,88390,Dec-19,8984820,12409210,0,200991055,7000000,4000000,0
(주)이녹스첨단소재,272290,Dec-17,0,53043895,0,222982055,0,53043895,0
(주)이녹스첨단소재,272290,Dec-18,68000000,38866145,0,301208584,68000000,38605729,0
(주)이녹스첨단소재,272290,Dec-19,20219515,20308427,0,337430508,19166520,7072894,0
(주)이라이콤,41520,Dec-11,0,41510377,0,201390859,0,26229152,0
(주)이라이콤,41520,Dec-12,0,38452232,0,239413990,0,23189057,0
(주)이라이콤,41520,Dec-13,0,46489028,0,342241562,0,31438784,0
(주)이라이콤,41520,Dec-14,0,19544830,0,366149844,0,4014551,0
(주)이라이콤,41520,Dec-15,0,19844951,0,342272506,0,3136655,0
(주)이라이콤,41520,Dec-16,0,20170341,0,333799020,0,3000000,0
(주)이라이콤,41520,Dec-17,0,15304097,0,273192453,0,2195449,0
(주)이라이콤,41520,Dec-18,0,17346336,0,312948283,0,11204837,0
(주)이라이콤,41520,Dec-19,0,41357,0,237250056,0,41357,0
(주)이랜시스,264850,Dec-17,,,,,,,
(주)이랜시스,264850,Dec-18,,,,,,,
(주)이랜시스,264850,Dec-19,5500000,6370690,0,46611707,5500000,6370690,0
(주)이랜텍,54210,Dec-11,20589043,104051287,0,284127143,4650000,76122655,0
(주)이랜텍,54210,Dec-12,43715347,112991258,0,374603998,8277000,64211440,0
(주)이랜텍,54210,Dec-13,46345013,153952385,0,432728319,945000,77997305,0
(주)이랜텍,54210,Dec-14,39843259,171557443,0,420719812,0,77361841,0
(주)이랜텍,54210,Dec-15,27459297,158693803,0,420268051,7831087,76940294,0
(주)이랜텍,54210,Dec-16,16393824,135103480,0,436686199,6460703,46099100,0
(주)이랜텍,54210,Dec-17,16533914,149963622,0,424992667,11000000,59617440,0
(주)이랜텍,54210,Dec-18,17723999,153586502,0,418903547,10000000,61120460,0
(주)이랜텍,54210,Dec-19,16960072,130306272,0,420465721,10000000,61142480,0
(주)이루온,65440,Dec-11,2205000,9395288,0,39664968,1705000,5005000,0
(주)이루온,65440,Dec-12,7085000,13774580,0,48206601,7085000,9182540,0
(주)이루온,65440,Dec-13,7965000,8650493,0,49091278,6465000,4850000,0
(주)이루온,65440,Dec-14,1008326,9970486,0,49142502,1008326,6149100,0
(주)이루온,65440,Dec-15,5458330,11624072,0,48266964,5458330,7580000,0
(주)이루온,65440,Dec-16,2000000,8982531,0,47183929,2000000,5125000,0
(주)이루온,65440,Dec-17,3000000,7555963,0,47939141,3000000,4468500,0
(주)이루온,65440,Dec-18,3000000,5754125,0,60009176,3000000,2729000,0
(주)이루온,65440,Dec-19,500000,7038053,0,59101420,500000,4100000,0
(주)이마트,139480,Dec-11,419195349,368328764,0,11110388259,404792055,282416877,0
(주)이마트,139480,Dec-12,48187414,721190529,0,12253991228,1797068,423169848,0
(주)이마트,139480,Dec-13,317403569,603068933,0,13051829830,251797009,247168490,0
(주)이마트,139480,Dec-14,361289755,599339939,0,13827456646,301078000,300967500,0
(주)이마트,139480,Dec-15,282785000,451901000,0,14493751838,100719000,187354000,0
(주)이마트,139480,Dec-16,288373000,451393000,0,15428184325,155360000,222193000,0
(주)이마트,139480,Dec-17,377963112,401876877,0,16066507597,355000000,219669000,0
(주)이마트,139480,Dec-18,339135000,544772931,0,16753863685,200000000,302026000,0
(주)이마트,139480,Dec-19,333159090,300038176,0,21094758780,155000120,0,0
(주)이미지스테크놀로지,115610,Dec-11,,,,,0,2000000,0
(주)이미지스테크놀로지,115610,Dec-12,,,,,375000,0,0
(주)이미지스테크놀로지,115610,Dec-13,125000,0,0,34994539,125000,0,0
(주)이미지스테크놀로지,115610,Dec-14,0,0,0,36345170,0,0,0
(주)이미지스테크놀로지,115610,Dec-15,0,0,0,36205496,0,0,0
(주)이미지스테크놀로지,115610,Dec-16,0,0,0,37282636,0,0,0
(주)이미지스테크놀로지,115610,Dec-17,0,0,0,30479807,0,0,0
(주)이미지스테크놀로지,115610,Dec-18,0,0,0,21449336,0,0,0
(주)이미지스테크놀로지,115610,Dec-19,0,0,0,14660413,0,0,0
(주)이브이수성,84180,Dec-11,,,,,0,21096643,0
(주)이브이수성,84180,Dec-12,,,,,2000000,15500000,0
(주)이브이수성,84180,Dec-13,,,,,6600000,7700000,0
(주)이브이수성,84180,Dec-14,,,,,5600000,10685256,0
(주)이브이수성,84180,Dec-15,,,,,833300,7500000,0
(주)이브이수성,84180,Dec-16,,,,,166660,5600000,0
(주)이브이수성,84180,Dec-17,0,1000000,0,65868837,0,1000000,0
(주)이브이수성,84180,Dec-18,0,900000,0,54015945,0,900000,0
(주)이브이수성,84180,Dec-19,9561553,8700000,0,47293762,9561553,8400000,0
(주)이브이첨단소재,131400,Dec-11,0,4264975,0,55698493,0,3000000,0
(주)이브이첨단소재,131400,Dec-12,0,18969787,0,65583977,0,16013300,0
(주)이브이첨단소재,131400,Dec-13,3000000,15770712,0,71757251,3000000,13165900,0
(주)이브이첨단소재,131400,Dec-14,5000000,9840684,0,62553179,5000000,6205000,0
(주)이브이첨단소재,131400,Dec-15,3000000,16071177,0,55777848,3000000,11019000,0
(주)이브이첨단소재,131400,Dec-16,1645000,21599244,0,70132182,1645000,16476797,0
(주)이브이첨단소재,131400,Dec-17,923000,19408457,0,73771196,923000,14913560,0
(주)이브이첨단소재,131400,Dec-18,1478000,19639241,0,66658666,1478000,14985000,0
(주)이브이첨단소재,131400,Dec-19,908333,19202638,0,78274536,908333,14974999,0
(주)이상네트웍스,80010,Dec-11,0,3848654,0,62233043,0,3848654,0
(주)이상네트웍스,80010,Dec-12,0,1615994,0,60566147,0,1615994,0
(주)이상네트웍스,80010,Dec-13,0,3773227,0,65185410,0,3453227,0
(주)이상네트웍스,80010,Dec-14,0,3448824,0,67764371,0,2948824,0
(주)이상네트웍스,80010,Dec-15,0,2897818,0,69918339,0,2897818,0
(주)이상네트웍스,80010,Dec-16,0,1905244,0,81360417,0,1905244,0
(주)이상네트웍스,80010,Dec-17,0,2643281,0,92182297,0,2643281,0
(주)이상네트웍스,80010,Dec-18,24000000,14523885,0,137256717,24000000,14523885,0
(주)이상네트웍스,80010,Dec-19,0,8841188,0,152945743,0,8841188,0
(주)이수앱지스,86890,Dec-11,,,,,0,0,0
(주)이수앱지스,86890,Dec-12,,,,,3000000,0,0
(주)이수앱지스,86890,Dec-13,,,,,6000000,0,0
(주)이수앱지스,86890,Dec-14,,,,,5400000,0,0
(주)이수앱지스,86890,Dec-15,,,,,4200000,0,0
(주)이수앱지스,86890,Dec-16,,,,,3000000,0,0
(주)이수앱지스,86890,Dec-17,,,,,1800000,0,0
(주)이수앱지스,86890,Dec-18,,,,,600000,0,0
(주)이수앱지스,86890,Dec-19,,,,,0,0,0
(주)이수페타시스,7660,Dec-11,37797228,55020956,0,330050032,23375000,9918380,0
(주)이수페타시스,7660,Dec-12,38038827,42528540,0,340959737,24200000,2249310,0
(주)이수페타시스,7660,Dec-13,79225218,53816674,0,467565657,43500000,0,0
(주)이수페타시스,7660,Dec-14,66989143,105240937,0,521615979,34100000,46496000,0
(주)이수페타시스,7660,Dec-15,53287014,107604771,0,506297787,34000000,43860000,0
(주)이수페타시스,7660,Dec-16,75289484,119854524,0,551111730,60834000,29042500,0
(주)이수페타시스,7660,Dec-17,43935572,119248637,0,483286938,26085600,34357000,0
(주)이수페타시스,7660,Dec-18,50376485,135045932,0,505590089,42000000,39000000,0
(주)이수페타시스,7660,Dec-19,20457998,156932646,0,416712436,11629960,55500000,0
(주)이수화학,5950,Dec-11,155233333,113108097,0,1190107022,143900000,34397700,0
(주)이수화학,5950,Dec-12,191140463,175985298,11153556,1288290588,153792950,33831020,11153556
(주)이수화학,5950,Dec-13,202272333,194917842,0,1291256102,182111000,88832020,0
(주)이수화학,5950,Dec-14,160508483,104180391,0,1093778459,153775150,43000000,0
(주)이수화학,5950,Dec-15,129068309,118670977,0,1028558559,118534976,58250000,0
(주)이수화학,5950,Dec-16,57909939,242382088,0,1097878605,37093273,159834000,0
(주)이수화학,5950,Dec-17,20474963,305660600,0,999536232,17608296,251185600,0
(주)이수화학,5950,Dec-18,75818977,224793020,0,935654740,27218977,197400000,0
(주)이수화학,5950,Dec-19,57180600,212757139,0,1068023650,57180600,192800000,0
(주)이스타코,15020,Dec-11,,,,,0,19365000,0
(주)이스타코,15020,Dec-12,0,27037555,0,77114138,0,25690555,0
(주)이스타코,15020,Dec-13,0,12025000,0,92335201,0,9825000,0
(주)이스타코,15020,Dec-14,400000,9135689,0,70532658,0,7435689,0
(주)이스타코,15020,Dec-15,0,51937557,0,115417616,0,49267557,0
(주)이스타코,15020,Dec-16,500000,54385398,0,117311533,0,51915398,0
(주)이스타코,15020,Dec-17,130000,31643870,0,88142004,0,27707870,0
(주)이스타코,15020,Dec-18,10000000,20417962,0,80340272,9000000,18607962,0
(주)이스타코,15020,Dec-19,,,,,0,7590000,0
(주)이스트소프트,47560,Dec-11,20000000,4039628,0,77693255,20000000,2800000,0
(주)이스트소프트,47560,Dec-12,29582833,4022750,0,82269610,24333333,2800000,0
(주)이스트소프트,47560,Dec-13,29111111,803728,0,77751219,24111111,0,0
(주)이스트소프트,47560,Dec-14,6869750,0,0,76552383,1869750,0,0
(주)이스트소프트,47560,Dec-15,20000000,0,0,70865895,20000000,0,0
(주)이스트소프트,47560,Dec-16,23000000,0,0,82231120,23000000,0,0
(주)이스트소프트,47560,Dec-17,3000000,0,0,76899032,3000000,0,0
(주)이스트소프트,47560,Dec-18,21875000,0,0,93110487,21875000,0,0
(주)이스트소프트,47560,Dec-19,20375000,0,0,134558590,20375000,0,0
(주)이아이디,93230,Dec-11,3903,22713845,0,94122103,0,10000000,0
(주)이아이디,93230,Dec-12,0,4000000,0,48309882,0,4000000,0
(주)이아이디,93230,Dec-13,,,,,4300000,1850000,0
(주)이아이디,93230,Dec-14,5000000,15195550,0,46246160,5000000,1190000,0
(주)이아이디,93230,Dec-15,3660000,15700217,0,78932300,0,4260000,0
(주)이아이디,93230,Dec-16,0,3511827,0,38690689,0,3360000,0
(주)이아이디,93230,Dec-17,0,151827,0,99837832,0,0,0
(주)이아이디,93230,Dec-18,0,151827,0,80001294,0,0,0
(주)이아이디,93230,Dec-19,1336897,851827,0,205252079,0,0,0
(주)이엔에프테크놀로지,102710,Dec-11,8073100,9991320,0,121942318,8073100,9991320,0
(주)이엔에프테크놀로지,102710,Dec-12,2677707,16883780,0,157446133,0,16883780,0
(주)이엔에프테크놀로지,102710,Dec-13,8970050,15599901,0,169525736,0,15065440,0
(주)이엔에프테크놀로지,102710,Dec-14,7302218,25621084,0,186276429,0,19072960,0
(주)이엔에프테크놀로지,102710,Dec-15,5405826,16619796,0,221554089,0,10313600,0
(주)이엔에프테크놀로지,102710,Dec-16,9148972,24393330,0,255574341,0,20634800,0
(주)이엔에프테크놀로지,102710,Dec-17,5357000,16528844,0,265199699,0,13200000,0
(주)이엔에프테크놀로지,102710,Dec-18,2795250,30995250,0,310659266,0,28200000,0
(주)이엔에프테크놀로지,102710,Dec-19,15799356,22894500,0,386226184,0,20000000,0
(주)이엔코퍼레이션,66980,Dec-11,625000,6979271,0,58526982,625000,6979271,0
(주)이엔코퍼레이션,66980,Dec-12,1072840,8486915,0,39584000,1072840,8486915,0
(주)이엔코퍼레이션,66980,Dec-13,0,5136664,0,68855631,0,5136664,0
(주)이엔코퍼레이션,66980,Dec-14,0,9197503,0,67393160,0,6526137,0
(주)이엔코퍼레이션,66980,Dec-15,0,609398,0,74833359,0,108302,0
(주)이엔코퍼레이션,66980,Dec-16,500000,300000,0,200817701,500000,300000,0
(주)이엔코퍼레이션,66980,Dec-17,0,3000000,0,191843523,0,3000000,0
(주)이엔코퍼레이션,66980,Dec-18,0,3037000,0,252592385,0,3000000,0
(주)이엔코퍼레이션,66980,Dec-19,0,3000000,0,262427959,0,3000000,0
(주)이엔플러스,74610,Dec-11,0,4533664,0,19804314,0,4533664,0
(주)이엔플러스,74610,Dec-12,0,2290366,0,12469754,0,2290366,0
(주)이엔플러스,74610,Dec-13,128043,1931065,0,9793015,0,1931065,0
(주)이엔플러스,74610,Dec-14,88056,653170,0,12279914,0,629000,0
(주)이엔플러스,74610,Dec-15,0,2629000,0,14184413,0,2629000,0
(주)이엔플러스,74610,Dec-16,0,2129000,0,21839184,0,2129000,0
(주)이엔플러스,74610,Dec-17,1237513,9530840,0,51843486,0,7955632,0
(주)이엔플러스,74610,Dec-18,630040,1812565,0,91298144,0,0,0
(주)이엔플러스,74610,Dec-19,431080,135000,0,117265159,0,0,0
(주)이엘피,63760,Dec-17,0,0,0,60167155,0,0,0
(주)이엘피,63760,Dec-18,0,0,0,77041475,0,0,0
(주)이엘피,63760,Dec-19,0,0,0,76209623,0,0,0
(주)이엠넷,123570,Dec-11,0,0,0,47301988,0,0,0
(주)이엠넷,123570,Dec-12,0,0,0,54780693,0,0,0
(주)이엠넷,123570,Dec-13,0,0,0,58783681,0,0,0
(주)이엠넷,123570,Dec-14,1302366,0,0,64134561,0,0,0
(주)이엠넷,123570,Dec-15,402995,0,0,61881505,0,0,0
(주)이엠넷,123570,Dec-16,0,0,0,64361200,0,0,0
(주)이엠넷,123570,Dec-17,0,0,0,69972973,0,0,0
(주)이엠넷,123570,Dec-18,0,0,0,86074265,0,0,0
(주)이엠넷,123570,Dec-19,0,0,0,97285984,0,0,0
(주)이엠앤아이,83470,Dec-11,0,21636776,0,61734430,0,15750000,0
(주)이엠앤아이,83470,Dec-12,0,15193481,0,59842249,0,8596443,0
(주)이엠앤아이,83470,Dec-13,0,21884873,0,72130108,0,15688250,0
(주)이엠앤아이,83470,Dec-14,620000,15060001,0,89897415,620000,9348000,0
(주)이엠앤아이,83470,Dec-15,2000000,20215231,0,92933155,2000000,16622400,0
(주)이엠앤아이,83470,Dec-16,4241667,25163359,0,103485071,4241667,22759550,0
(주)이엠앤아이,83470,Dec-17,666667,22594840,0,69805062,666667,18311400,0
(주)이엠앤아이,83470,Dec-18,0,29849883,0,32297395,0,19064206,0
(주)이엠앤아이,83470,Dec-19,0,0,0,9942298,0,0,0
(주)이엠텍,91120,Dec-11,2744297,10519302,0,80987414,0,7306600,0
(주)이엠텍,91120,Dec-12,4709031,3212434,0,121429090,0,2142200,0
(주)이엠텍,91120,Dec-13,4919938,0,0,126267577,2597970,0,0
(주)이엠텍,91120,Dec-14,24576610,1772300,0,174921752,2597970,0,0
(주)이엠텍,91120,Dec-15,26119290,1784800,0,179847175,2597970,0,0
(주)이엠텍,91120,Dec-16,2597970,1212820,0,193429752,2597970,0,0
(주)이엠텍,91120,Dec-17,21476000,3718250,0,202562435,0,5497970,0
(주)이엠텍,91120,Dec-18,22725408,6706462,0,288617906,0,5497970,0
(주)이엠텍,91120,Dec-19,23366250,10867232,0,239272792,0,9900000,0
(주)이오테크닉스,39030,Dec-11,0,32688940,0,258380118,0,32688940,0
(주)이오테크닉스,39030,Dec-12,0,65399637,0,313735994,0,54050000,0
(주)이오테크닉스,39030,Dec-13,0,85573289,0,351916286,0,73834040,0
(주)이오테크닉스,39030,Dec-14,0,53077767,0,379647330,0,40009181,0
(주)이오테크닉스,39030,Dec-15,1954096,42193807,0,372880994,0,30185694,0
(주)이오테크닉스,39030,Dec-16,0,28802613,0,408604557,0,25069833,0
(주)이오테크닉스,39030,Dec-17,0,26003196,0,438475339,0,22688299,0
(주)이오테크닉스,39030,Dec-18,0,26374384,0,428464236,0,20037833,0
(주)이오테크닉스,39030,Dec-19,0,13736605,0,446385713,0,9175000,0
(주)이원,17940,Dec-11,313766974,460711777,0,3270355545,32754291,420268904,0
(주)이원,17940,Dec-12,116274544,457316562,0,3512419789,69981977,424755378,0
(주)이원,17940,Dec-13,362723578,373067553,0,3629693275,64420134,287363755,0
(주)이원,17940,Dec-14,110674868,422595054,0,3658165076,14624624,302529796,0
(주)이원,17940,Dec-15,216841723,373708160,0,3509763920,0,200011604,0
(주)이원,17940,Dec-16,220798321,414679477,0,3544179098,0,247549222,0
(주)이원,17940,Dec-17,10427079,387691859,0,3460084197,0,338850961,0
(주)이원,17940,Dec-18,351530892,307305541,0,3565388941,0,239849020,0
(주)이원,17940,Dec-19,360926229,189749644,0,3594979133,0,150855887,0
(주)이월드,84680,Dec-11,19500000,20000000,0,182119768,19500000,20000000,0
(주)이월드,84680,Dec-12,3749950,34677541,0,207990861,3749950,30000000,0
(주)이월드,84680,Dec-13,2249970,57062305,0,204443013,2249970,50000000,0
(주)이월드,84680,Dec-14,,,,,749990,55000000,0
(주)이월드,84680,Dec-15,,,,,0,55000000,0
(주)이월드,84680,Dec-16,,,,,0,55000000,0
(주)이월드,84680,Dec-17,,,,,0,63000000,0
(주)이월드,84680,Dec-18,,,,,0,60000000,0
(주)이월드,84680,Dec-19,,,,,0,33500000,0
(주)이즈미디어,181340,Dec-17,2887287,6485000,0,68988907,2887287,6485000,0
(주)이즈미디어,181340,Dec-18,0,7485000,0,81222067,0,7485000,0
(주)이즈미디어,181340,Dec-19,3000000,14273000,0,75838634,3000000,14273000,0
(주)이지,37370,Dec-11,87697,0,0,76443827,87697,0,0
(주)이지,37370,Dec-12,16581073,589234,0,85034123,7081073,19234,0
(주)이지,37370,Dec-13,9583586,4630234,0,86646620,83586,4630234,0
(주)이지,37370,Dec-14,10037991,4601464,0,93948908,78991,3356234,0
(주)이지,37370,Dec-15,9992011,7769539,0,98659907,65511,6560234,0
(주)이지,37370,Dec-16,9473483,9514816,0,97836456,53483,7463834,0
(주)이지,37370,Dec-17,9221065,7074300,0,97419948,41065,7074300,0
(주)이지,37370,Dec-18,13351368,10638268,0,73329316,4491368,10638268,0
(주)이지,37370,Dec-19,19660000,7891180,0,77199021,11240000,7891180,0
(주)이지홀딩스,35810,Dec-11,78224420,464137680,0,1081533235,17453668,82452959,0
(주)이지홀딩스,35810,Dec-12,72665264,619304793,0,1230493523,200000,77085353,0
(주)이지홀딩스,35810,Dec-13,119935099,633368390,0,1474743122,1900000,101321926,0
(주)이지홀딩스,35810,Dec-14,104309875,671386154,0,1494403346,2400000,95629581,0
(주)이지홀딩스,35810,Dec-15,115690330,684022609,0,1581003508,4800000,92801407,0
(주)이지홀딩스,35810,Dec-16,106463212,499910218,0,1509864202,4400000,78393816,0
(주)이지홀딩스,35810,Dec-17,63216846,485548915,0,1480823033,2000000,82698528,0
(주)이지홀딩스,35810,Dec-18,80286576,570017947,0,1703702492,4332000,124730213,0
(주)이지홀딩스,35810,Dec-19,52792253,524324162,0,1782657220,2134660,73987660,0
(주)이큐셀,160600,Dec-15,574220,4039543,0,53475498,574220,4039543,0
(주)이큐셀,160600,Dec-16,10850180,0,0,65325543,2098180,0,0
(주)이큐셀,160600,Dec-17,9870000,4400000,0,73910576,2000000,4400000,0
(주)이큐셀,160600,Dec-18,9285000,5050000,0,86440816,1333280,5000000,0
(주)이큐셀,160600,Dec-19,7600200,6580000,0,81964394,666640,6580000,0
(주)이크레더블,92130,Sep-11,0,0,0,26050270,0,0,0
(주)이크레더블,92130,Sep-12,0,0,0,28295765,0,0,0
(주)이크레더블,92130,Dec-13,0,0,0,31315136,0,0,0
(주)이크레더블,92130,Dec-14,0,0,0,34234184,0,0,0
(주)이크레더블,92130,Dec-15,0,0,0,38387551,0,0,0
(주)이크레더블,92130,Dec-16,0,0,0,44621405,0,0,0
(주)이크레더블,92130,Dec-17,0,0,0,49406966,0,0,0
(주)이크레더블,92130,Dec-18,0,0,0,56608357,0,0,0
(주)이크레더블,92130,Dec-19,0,0,0,62637188,0,0,0
(주)이퓨쳐,134060,Dec-11,,,,,0,0,0
(주)이퓨쳐,134060,Dec-12,,,,,0,0,0
(주)이퓨쳐,134060,Dec-13,,,,,0,1100000,0
(주)이퓨쳐,134060,Dec-14,,,,,0,0,0
(주)이퓨쳐,134060,Dec-15,,,,,0,0,0
(주)이퓨쳐,134060,Dec-16,,,,,0,0,0
(주)이퓨쳐,134060,Dec-17,,,,,0,4304,0
(주)이퓨쳐,134060,Dec-18,,,,,0,0,0
(주)이퓨쳐,134060,Dec-19,,,,,0,0,0
(주)인디에프,14990,Dec-11,0,51820000,0,226869416,0,51820000,0
(주)인디에프,14990,Dec-12,0,36000000,0,209347262,0,36000000,0
(주)인디에프,14990,Dec-13,0,29700000,0,198771950,0,29700000,0
(주)인디에프,14990,Dec-14,0,25600000,0,179919716,0,25600000,0
(주)인디에프,14990,Dec-15,0,23382355,0,167142676,0,23382355,0
(주)인디에프,14990,Dec-16,0,25382355,0,159694562,0,25382355,0
(주)인디에프,14990,Dec-17,0,23782355,0,142063634,0,23782355,0
(주)인디에프,14990,Dec-18,0,24582355,0,138090885,0,24582355,0
(주)인디에프,14990,Dec-19,0,26500000,0,149413338,0,26500000,0
(주)인바디,41830,Dec-11,0,0,0,43848987,0,0,0
(주)인바디,41830,Dec-12,0,0,0,48162810,0,0,0
(주)인바디,41830,Dec-13,0,0,0,53672982,0,0,0
(주)인바디,41830,Dec-14,0,0,0,63171082,0,0,0
(주)인바디,41830,Dec-15,0,0,0,82529853,0,0,0
(주)인바디,41830,Dec-16,0,0,0,97059397,0,0,0
(주)인바디,41830,Dec-17,0,0,0,112024745,0,0,0
(주)인바디,41830,Dec-18,0,0,0,131686126,0,0,0
(주)인바디,41830,Dec-19,0,0,0,154903556,0,0,0
(주)인바이오젠,101140,Dec-11,,,,,0,817080,0
(주)인바이오젠,101140,Dec-12,,,,,0,262352,0
(주)인바이오젠,101140,Dec-13,,,,,0,742353,0
(주)인바이오젠,101140,Dec-14,,,,,0,172353,0
(주)인바이오젠,101140,Dec-15,,,,,2811022,0,0
(주)인바이오젠,101140,Dec-16,,,,,317877,1388921,0
(주)인바이오젠,101140,Dec-17,,,,,317877,40000,0
(주)인바이오젠,101140,Dec-18,,,,,0,0,0
(주)인바이오젠,101140,Dec-19,,,,,0,0,0
(주)인산가,277410,Dec-17,,,,,,,
(주)인산가,277410,Dec-18,1825000,990000,0,34920745,750000,990000,0
(주)인산가,277410,Dec-19,2750000,891000,0,49776056,2250000,891000,0
(주)인성정보,33230,Dec-11,1500000,36866279,0,140407016,500000,19497539,0
(주)인성정보,33230,Dec-12,1899860,43519666,0,150107143,499860,22878841,0
(주)인성정보,33230,Dec-13,926620,35293806,0,148039250,166620,19228258,0
(주)인성정보,33230,Dec-14,520000,57302463,0,175381512,0,34259726,0
(주)인성정보,33230,Dec-15,2660000,46418360,0,164013621,0,19803978,0
(주)인성정보,33230,Dec-16,2480000,41509168,0,156669020,0,17600477,0
(주)인성정보,33230,Dec-17,3962981,34034096,0,144741961,0,13616696,0
(주)인성정보,33230,Dec-18,5382685,35120427,0,171535853,1111111,13787427,0
(주)인성정보,33230,Dec-19,5997299,37452218,0,182909906,596204,18195151,0
(주)인스코비,6490,Dec-11,,,,,0,800000,0
(주)인스코비,6490,Dec-12,,,,,0,1369493,0
(주)인스코비,6490,Dec-13,0,541772,0,26139432,0,541772,0
(주)인스코비,6490,Dec-14,0,491772,0,23903472,0,491772,0
(주)인스코비,6490,Dec-15,200000,2108000,0,48649997,0,1158000,0
(주)인스코비,6490,Dec-16,0,13479,0,45176999,0,1723740,0
(주)인스코비,6490,Dec-17,0,0,0,47219185,0,400000,0
(주)인스코비,6490,Dec-18,0,0,0,57443802,0,0,0
(주)인스코비,6490,Dec-19,0,0,0,50718972,0,0,0
(주)인지디스플레이,37330,Dec-11,13569709,55072451,0,354605708,896700,19500000,0
(주)인지디스플레이,37330,Dec-12,7975581,32258923,0,279838756,366803,2000000,0
(주)인지디스플레이,37330,Dec-13,5757270,41453717,0,268503213,104020,17085280,0
(주)인지디스플레이,37330,Dec-14,158182,36734226,0,257666160,44580,14144800,0
(주)인지디스플레이,37330,Dec-15,15079200,34146751,0,255336119,15079200,16376000,0
(주)인지디스플레이,37330,Dec-16,22473600,21740680,0,265272292,12792408,7000000,0
(주)인지디스플레이,37330,Dec-17,6442092,30368877,0,269724157,0,8714240,0
(주)인지디스플레이,37330,Dec-18,16360467,28051790,0,270074527,9000000,12000000,0
(주)인지디스플레이,37330,Dec-19,12645080,104066703,0,441620561,5691880,82195079,0
(주)인콘,83640,Dec-11,2067758,1480742,0,45093807,500000,0,0
(주)인콘,83640,Dec-12,0,0,0,34496647,0,0,0
(주)인콘,83640,Dec-13,0,0,0,40921572,0,0,0
(주)인콘,83640,Dec-14,,,,,0,0,0
(주)인콘,83640,Dec-15,0,0,0,55566151,0,0,0
(주)인콘,83640,Dec-16,0,0,0,51634981,0,0,0
(주)인콘,83640,Dec-17,0,0,0,70188568,0,0,0
(주)인콘,83640,Dec-18,0,0,0,97506794,0,0,0
(주)인콘,83640,Dec-19,0,0,0,88322804,0,0,0
(주)인터로조,119610,Dec-11,,,,,2316000,0,0
(주)인터로조,119610,Dec-12,,,,,4124760,3000000,0
(주)인터로조,119610,Dec-13,,,,,2749840,2000000,0
(주)인터로조,119610,Dec-14,,,,,4754280,1500000,0
(주)인터로조,119610,Dec-15,,,,,3893000,500000,0
(주)인터로조,119610,Dec-16,0,0,0,106986078,0,0,0
(주)인터로조,119610,Dec-17,0,0,0,118387760,0,0,0
(주)인터로조,119610,Dec-18,4000000,2000000,0,146038791,4000000,2000000,0
(주)인터로조,119610,Dec-19,4000000,0,0,181124112,4000000,0,0
(주)인터플렉스,51370,Dec-11,,,,,0,90773976,0
(주)인터플렉스,51370,Dec-12,,,,,45000000,204186189,0
