회사명,거래소코드,회계년도,유동자산(IFRS연결),재고자산(IFRS연결),유동부채(IFRS연결),유동자산(IFRS개별),재고자산(IFRS개별),유동부채(IFRS개별)
(주)모다이노칩,80420,Dec-14,66980758,9351362,18935210,65929183,9258731,19002031
(주)모다이노칩,80420,Dec-15,68704756,12290806,7851477,66628870,12067068,7795306
(주)모다이노칩,80420,Dec-16,220110246,46032276,233580865,172566050,14402718,196908454
(주)모다이노칩,80420,Dec-17,238947532,45900073,258855860,145739091,19101585,187311520
(주)모다이노칩,80420,Dec-18,221581363,61354724,193709030,114494393,30974821,132460170
(주)모다이노칩,80420,Dec-19,172662262,71545798,201409781,102559672,25331661,141228295
(주)모두투어네트워크,80160,Dec-11,111730459,0,52274218,104348700,0,48418329
(주)모두투어네트워크,80160,Dec-12,115468378,58045,54890548,108132654,0,51839180
(주)모두투어네트워크,80160,Dec-13,116994467,38485,56670986,110415885,0,52204515
(주)모두투어네트워크,80160,Dec-14,132326761,48491,84168849,123723039,0,72050748
(주)모두투어네트워크,80160,Dec-15,114478390,4121576,77597275,94967228,0,65112562
(주)모두투어네트워크,80160,Dec-16,151136372,117365,104980800,137075479,0,88596667
(주)모두투어네트워크,80160,Dec-17,208697161,139705,143648179,178235670,0,113086521
(주)모두투어네트워크,80160,Dec-18,200627583,10908824,148513137,180019569,10499308,112016621
(주)모두투어네트워크,80160,Dec-19,203684840,9842580,139360781,188836394,9144027,119349561
(주)모바일리더,100030,Dec-11,,,,11594410,0,1034760
(주)모바일리더,100030,Dec-12,18037855,1463,3396671,12612517,0,1669136
(주)모바일리더,100030,Dec-13,19959293,1497,2896119,15963862,0,1670254
(주)모바일리더,100030,Dec-14,17449793,198,1885563,13263447,0,855747
(주)모바일리더,100030,Dec-15,19999805,0,2418985,15579936,0,773021
(주)모바일리더,100030,Dec-16,16441662,0,2213286,12576775,0,935569
(주)모바일리더,100030,Dec-17,12793864,0,2146347,9939995,0,1022158
(주)모바일리더,100030,Dec-18,18867372,0,2270137,12277491,0,990020
(주)모바일리더,100030,Dec-19,21585744,0,5400960,10134605,0,759382
(주)모베이스,101330,Dec-11,59562235,8331034,52040985,42609965,3660615,36154108
(주)모베이스,101330,Dec-12,62245769,7079659,43599004,32441800,1083292,20753675
(주)모베이스,101330,Dec-13,64460419,8094746,58490134,44425162,1709394,30617717
(주)모베이스,101330,Dec-14,85261550,6790378,38154343,59740821,1200593,15656094
(주)모베이스,101330,Dec-15,99492092,12969258,26686833,48530604,584321,8399123
(주)모베이스,101330,Dec-16,115114018,20526780,38971496,40047700,362762,6054175
(주)모베이스,101330,Dec-17,113810592,21020034,42118546,50092083,482799,12389704
(주)모베이스,101330,Dec-18,132787032,24331334,55538635,48850137,453543,11376134
(주)모베이스,101330,Dec-19,454510197,136021107,536584243,54831369,132620,31598990
(주)모베이스전자,12860,Dec-11,216619190,52515683,192806567,152518604,17412262,149075964
(주)모베이스전자,12860,Dec-12,226749413,65353760,236812880,150880455,16049870,174164514
(주)모베이스전자,12860,Dec-13,232568216,67242649,255205233,163802844,14613568,205448393
(주)모베이스전자,12860,Dec-14,253109605,79874623,268873475,156920475,21026076,204436427
(주)모베이스전자,12860,Dec-15,279837027,91185643,321644796,172681290,23344326,244410742
(주)모베이스전자,12860,Dec-16,322925126,102516275,315175954,229473803,36304298,239140628
(주)모베이스전자,12860,Dec-17,262156502,96436059,317322286,196245546,38774023,249917242
(주)모베이스전자,12860,Dec-18,308365679,114399641,374164625,230316890,47078229,291832429
(주)모베이스전자,12860,Dec-19,337536524,113952552,430578709,264319160,48295576,351189054
(주)모비스,250060,Dec-16,,,,,,
(주)모비스,250060,Dec-17,,,,12810500,39314,323359
(주)모비스,250060,Dec-18,17096766,12844,369965,16201692,12844,362709
(주)모비스,250060,Dec-19,21290074,18697,4366243,6711337,13831,192530
(주)모아텍,33200,Dec-11,103308314,16489705,31865106,68467049,13435160,16141455
(주)모아텍,33200,Dec-12,111468177,17277235,26371744,87443533,14050753,11265200
(주)모아텍,33200,Dec-13,100594655,15915996,33783344,82349335,14335779,15703428
(주)모아텍,33200,Dec-14,81884724,16790764,13717539,79393155,17211335,9838693
(주)모아텍,33200,Dec-15,82170266,3521022,21728709,66614520,3382422,10391492
(주)모아텍,33200,Dec-16,80566596,3192643,7909869,74917932,3192643,7861347
(주)모아텍,33200,Mar-18,55265287,3501525,6038664,50453000,3501525,5504705
(주)모아텍,33200,Mar-19,56126845,2834459,4370002,51035005,2834459,4355420
(주)모토닉,9680,Dec-11,361710407,27224232,32285441,282317064,15827292,27822407
(주)모토닉,9680,Dec-12,390340532,18872521,40843822,295975771,10895577,24074852
(주)모토닉,9680,Dec-13,391352147,17183037,36393959,296642928,9611107,23188559
(주)모토닉,9680,Dec-14,348676738,16850811,25634301,339568126,13969048,23795641
(주)모토닉,9680,Dec-15,325024567,18373526,24537994,314930556,15941618,22581160
(주)모토닉,9680,Dec-16,325694440,15279634,27249971,315540356,13982179,25974377
(주)모토닉,9680,Dec-17,328035226,13483457,20911322,317591212,12736704,19554280
(주)모토닉,9680,Dec-18,338939832,12864279,24449980,328686067,12337338,23555288
(주)모토닉,9680,Dec-19,341600216,11401370,26754565,338779419,11401370,26011334
(주)모헨즈,6920,Dec-11,30409929,9050007,38846043,11259816,1647332,12470828
(주)모헨즈,6920,Dec-12,25138539,8819052,32908079,6565000,1465941,8786052
(주)모헨즈,6920,Dec-13,29016640,9283755,35272273,7800488,1813525,9812076
(주)모헨즈,6920,Dec-14,38281131,10180932,42291512,11034202,1926326,12395556
(주)모헨즈,6920,Dec-15,42588934,10874040,41364235,12147690,1787328,13107514
(주)모헨즈,6920,Dec-16,43935048,10300954,42984405,12718862,1305431,13627238
(주)모헨즈,6920,Dec-17,47196093,11116075,42989801,11442329,1700381,11602639
(주)모헨즈,6920,Dec-18,37348191,3493034,29955599,13261021,672058,12610148
(주)모헨즈,6920,Dec-19,27379222,3264549,19059328,9374925,761786,7760813
(주)무학,33920,Dec-11,100199791,47224817,92602246,99458069,46126791,92223992
(주)무학,33920,Dec-12,90587405,43147380,73184155,86917807,41787407,72775224
(주)무학,33920,Dec-13,133615742,41826914,87263110,129878000,40598031,86875102
(주)무학,33920,Dec-14,70844184,21822716,115446443,66720610,20615928,115176821
(주)무학,33920,Dec-15,64387158,9923737,120567588,55404009,7666790,119629274
(주)무학,33920,Dec-16,99325584,11379103,111646781,89495885,7864300,110317766
(주)무학,33920,Dec-17,122590209,11291636,129282163,107185534,7601848,128374441
(주)무학,33920,Dec-18,76095657,12734618,100529038,64829904,8123538,99739728
(주)무학,33920,Dec-19,115049475,12900154,93714525,92486052,8299112,93461357
(주)미래생명자원,218150,Dec-15,,,,,,
(주)미래생명자원,218150,Dec-16,,,,,,
(주)미래생명자원,218150,Dec-17,24849220,2968213,4809936,22510675,2964409,2548521
(주)미래생명자원,218150,Dec-18,22373898,3380584,5606624,18378002,3377007,1702309
(주)미래생명자원,218150,Dec-19,26639405,2686529,8585612,22293393,2684916,4299893
(주)미래아이앤지,7120,Dec-11,11833148,2433815,14577187,11127379,1843650,13886271
(주)미래아이앤지,7120,Dec-12,7500542,2115086,5068618,6691744,1237992,4576039
(주)미래아이앤지,7120,Dec-13,17931623,2793405,13990641,17689713,1788678,13439702
(주)미래아이앤지,7120,Dec-14,5839036,410184,6545080,5779147,410184,6520363
(주)미래아이앤지,7120,Dec-15,36653416,325201,2083554,36657306,325201,2068398
(주)미래아이앤지,7120,Dec-16,13189476,793326,1970098,12605748,793326,2313848
(주)미래아이앤지,7120,Dec-17,26447989,330727,2095996,25854921,330727,2102136
(주)미래아이앤지,7120,Dec-18,23216877,22451,1445875,22629601,22451,1445435
(주)미래아이앤지,7120,Dec-19,22181201,28028,1585768,21597284,28028,1585438
(주)미래컴퍼니,49950,Dec-11,57184108,4536659,37700743,57652302,3956275,35476473
(주)미래컴퍼니,49950,Dec-12,67588847,14757023,34440456,65891784,14252461,32672497
(주)미래컴퍼니,49950,Dec-13,42374315,5818430,16522358,40988360,5448212,14684882
(주)미래컴퍼니,49950,Dec-14,41286295,4434925,16868249,39117279,4132578,15074467
(주)미래컴퍼니,49950,Dec-15,45631113,4962317,22362204,43686858,4733588,21134868
(주)미래컴퍼니,49950,Dec-16,55884421,5500654,26630173,53806645,5205398,25734861
(주)미래컴퍼니,49950,Dec-17,121408520,12094184,63990085,118482061,11783842,63028679
(주)미래컴퍼니,49950,Dec-18,103779137,24344383,36841408,100726427,23932341,35926621
(주)미래컴퍼니,49950,Dec-19,81517047,13791181,17603654,78285461,13385963,16575306
(주)미코,59090,Dec-11,50389263,12722774,69054299,41741668,8732422,45875728
(주)미코,59090,Dec-12,48283381,13852262,62401078,48190965,9564955,43975831
(주)미코,59090,Dec-13,58681564,12423816,52467058,51163560,7370135,30590247
(주)미코,59090,Dec-14,56920503,10580388,59437075,37994292,6312974,32896258
(주)미코,59090,Dec-15,64737285,11225958,51964292,31374252,8065107,29497019
(주)미코,59090,Dec-16,72387218,14696455,56394317,28692202,10028793,25014279
(주)미코,59090,Dec-17,91025783,11752403,57365398,29968236,7255515,21349725
(주)미코,59090,Dec-18,158247633,16589551,69065994,46993785,10323169,27929333
(주)미코,59090,Dec-19,168047919,18729354,107410052,53072273,11923286,32480258
(주)미투온,201490,Dec-16,38988994,0,1834472,34571735,0,482821
(주)미투온,201490,Dec-17,50394240,0,37511103,33634190,0,27091320
(주)미투온,201490,Dec-18,51320508,0,36879538,7425821,0,25114962
(주)미투온,201490,Dec-19,78097009,0,70124631,12571101,0,47766879
(주)바른손,18700,Mar-11,26103910,11605000,22484206,22999916,9336613,18860166
(주)바른손,18700,Mar-12,30151192,11422237,25828349,28341339,9649036,21171725
(주)바른손,18700,Mar-13,19430704,8812878,27086541,17391118,2043369,22366803
(주)바른손,18700,Mar-14,20624287,11172306,25139094,14067685,6212428,21103430
(주)바른손,18700,Mar-15,5884624,3112182,15449309,8191926,2621958,14064094
(주)바른손,18700,Mar-16,2881056,568794,8571017,2933550,179429,6081436
(주)바른손,18700,Mar-17,17797220,850946,3405254,17908187,95807,1932045
(주)바른손,18700,Mar-18,9759908,785174,9432451,7930267,336508,1727981
(주)바른손,18700,Mar-19,24183770,440222,11296676,22113121,2410,2456496
(주)바른손이앤에이,35620,Dec-11,5755201,0,6232342,5595551,0,4622068
(주)바른손이앤에이,35620,Dec-12,7173369,0,2909910,4357532,0,2860913
(주)바른손이앤에이,35620,Dec-13,6561455,267834,8459786,5127865,0,7472884
(주)바른손이앤에이,35620,Dec-14,3112415,0,6997694,1813360,0,7201773
(주)바른손이앤에이,35620,Dec-15,8490502,0,7334498,7909006,0,11111403
(주)바른손이앤에이,35620,Dec-16,24692060,0,13809034,15028886,0,12813300
(주)바른손이앤에이,35620,Dec-17,44970216,0,11213737,10386598,0,4526598
(주)바른손이앤에이,35620,Dec-18,37083357,0,14041375,32169118,0,8975715
(주)바른손이앤에이,35620,Dec-19,9569152,0,14034512,9139878,0,8109141
(주)바른전자,64520,Dec-11,59331934,25242563,66973934,59874598,25242563,66922421
(주)바른전자,64520,Dec-12,49938019,22434332,44792813,50395072,22434332,44770212
(주)바른전자,64520,Dec-13,56608255,27426565,70591728,56588602,27426565,70528025
(주)바른전자,64520,Dec-14,,,,60012392,26136456,62040254
(주)바른전자,64520,Dec-15,75334332,27765975,48999884,74291454,27765975,48996410
(주)바른전자,64520,Dec-16,78900529,36857376,54879259,77890989,36857376,54871896
(주)바른전자,64520,Dec-17,52159723,22682285,50711261,51356219,22682285,50297100
(주)바른전자,64520,Dec-18,40467621,14114149,61318109,37857241,14101378,60845197
(주)바른전자,64520,Dec-19,44238391,4182854,34103834,42514434,4182854,33941964
(주)바이넥스,53030,Dec-11,37718659,6907556,19585466,38536075,6907556,19226658
(주)바이넥스,53030,Dec-12,55170984,9211763,39415795,56006123,9211763,38888469
(주)바이넥스,53030,Dec-13,38078400,8339854,18883686,41788546,8339854,18711557
(주)바이넥스,53030,Dec-14,,,,55828258,7263590,14092159
(주)바이넥스,53030,Dec-15,,,,54020789,9423358,9294304
(주)바이넥스,53030,Dec-16,48432699,9514270,25242854,48276127,9514270,25126195
(주)바이넥스,53030,Dec-17,54091262,10612772,30754403,46205818,10612772,30735703
(주)바이넥스,53030,Dec-18,59262452,12529541,37301782,53600691,12529541,37290951
(주)바이넥스,53030,Dec-19,73832945,14812409,37796316,67767670,14812409,37783735
(주)바이오니아,64550,Dec-11,27528303,10065207,13215755,31352179,8885350,12929843
(주)바이오니아,64550,Dec-12,25485611,9510047,25450583,29576777,8742729,24824420
(주)바이오니아,64550,Dec-13,29168853,8771094,34317730,29703471,7660164,33525285
(주)바이오니아,64550,Dec-14,26920530,9506479,31236985,27106255,8112815,30370175
(주)바이오니아,64550,Dec-15,32204722,9320578,30810069,32024771,7839974,29843536
(주)바이오니아,64550,Dec-16,23071555,7852074,26085667,23525666,7155227,25074500
(주)바이오니아,64550,Dec-17,27109798,8910367,20203385,27570133,8428514,19389835
(주)바이오니아,64550,Dec-18,31168929,8174924,24242918,30518813,7708263,22703192
(주)바이오니아,64550,Dec-19,43023301,10207304,36028671,37331526,8339993,34242007
(주)바이오로그디바이스,208710,Dec-14,,,,,,
(주)바이오로그디바이스,208710,Dec-15,22241940,1593078,9776122,23913486,1527761,8341124
(주)바이오로그디바이스,208710,Dec-16,26582628,1726263,15131680,27422384,1110928,13525616
(주)바이오로그디바이스,208710,Dec-17,32230114,3486953,10095442,34200707,1990817,6059772
(주)바이오로그디바이스,208710,Dec-18,42415493,1261813,27704602,37180859,824974,26109990
(주)바이오로그디바이스,208710,Dec-19,35740620,4082225,30373750,23450207,3535959,26319058
(주)바이오솔루션,86820,Dec-18,,,,48486251,692973,1818915
(주)바이오솔루션,86820,Dec-19,,,,44792853,529814,2811746
(주)바이오스마트,38460,Dec-11,21804828,2753732,19553306,20804167,1585882,12285203
(주)바이오스마트,38460,Dec-12,22548499,4084813,21762211,23990433,2881802,17150037
(주)바이오스마트,38460,Dec-13,19087484,6179089,17220301,14555068,2429869,11234499
(주)바이오스마트,38460,Dec-14,18256280,6617931,12443803,14709058,2917137,6820262
(주)바이오스마트,38460,Dec-15,21122432,8403865,13687899,17576589,4384199,7253306
(주)바이오스마트,38460,Dec-16,35454176,14617454,36363904,22693334,5564170,15422186
(주)바이오스마트,38460,Dec-17,35853402,17477467,25939753,21319577,5307978,12810293
(주)바이오스마트,38460,Dec-18,62994048,31478363,44610869,25636215,5295843,17576141
(주)바이오스마트,38460,Dec-19,102267146,34580951,61145884,48548024,5039207,15921060
(주)바이오톡스텍,86040,Dec-11,14296969,472741,17480474,11165945,461754,17723754
(주)바이오톡스텍,86040,Dec-12,14562799,581406,16448107,12689609,554339,16797193
(주)바이오톡스텍,86040,Dec-13,16434953,799273,16129728,11325476,591514,16443232
(주)바이오톡스텍,86040,Dec-14,17840446,603241,18169509,13952562,381811,18084612
(주)바이오톡스텍,86040,Dec-15,13549332,664099,19135965,11738010,480156,19262417
(주)바이오톡스텍,86040,Dec-16,16333571,858506,19887225,14231332,683024,20020678
(주)바이오톡스텍,86040,Dec-17,13163621,944308,22788043,11614417,584916,22236037
(주)바이오톡스텍,86040,Dec-18,15862206,968435,23866814,13020322,567600,22892277
(주)바이오톡스텍,86040,Dec-19,17177529,708307,22182112,15857277,521894,22574051
(주)바텍,43150,Dec-11,111149264,27030988,78057109,93082254,7359768,58984470
(주)바텍,43150,Dec-12,131661992,35872110,92548551,88631068,10214971,64562749
(주)바텍,43150,Dec-13,148078139,29577987,99338241,98752262,8878974,64445228
(주)바텍,43150,Dec-14,153076216,32461086,100740766,96362829,8305816,63934457
(주)바텍,43150,Dec-15,161483644,42718446,101421253,93180993,6738504,61708957
(주)바텍,43150,Dec-16,250554021,61565666,98135247,113005156,27682224,73493459
(주)바텍,43150,Dec-17,138289386,51128642,78405638,119515829,26672433,65603723
(주)바텍,43150,Dec-18,162979276,58911889,78884329,137856587,24772310,62987653
(주)바텍,43150,Dec-19,187276430,66703068,85946122,155054371,25698918,57417496
(주)방림,3610,Sep-11,212419251,88202902,114782963,187163018,43629143,96958408
(주)방림,3610,Sep-12,168696195,53065624,89580635,150691116,25428503,65975875
(주)방림,3610,Sep-13,171341978,57419403,96107423,158251720,27343469,70106612
(주)방림,3610,Sep-14,153617752,55977139,73815217,138919541,25086002,46938803
(주)방림,3610,Sep-15,146425788,52960544,66121879,132425521,24792019,40439709
(주)방림,3610,Sep-16,153196944,40763023,64364125,146292598,18996045,36617807
(주)방림,3610,Sep-17,158260836,39696242,64089763,148790689,21838019,42102674
(주)방림,3610,Sep-18,154851502,37283764,55024210,146650155,18694754,36232253
(주)방림,3610,Sep-19,148401104,36470721,41695996,144353097,18638428,28904659
(주)배럴,267790,Dec-18,34794424,9817976,2924498,34164449,9612122,2911300
(주)배럴,267790,Dec-19,38445796,11680038,4887263,36147474,11228849,4687925
(주)백금티앤에이,46310,Dec-11,52495109,16570995,35286005,44828003,3251072,33269493
(주)백금티앤에이,46310,Dec-12,55902454,14137129,38664956,39644167,1136494,30263269
(주)백금티앤에이,46310,Dec-13,47474744,14776682,38868482,35060582,1545036,31144421
(주)백금티앤에이,46310,Dec-14,47424790,17616982,39004561,33249773,805725,30298535
(주)백금티앤에이,46310,Dec-15,35153005,7205078,28872502,32911294,890429,21769782
(주)백금티앤에이,46310,Dec-16,38208145,8038958,29421195,32892516,688005,23090016
(주)백금티앤에이,46310,Dec-17,47424495,18316766,28548713,40469521,312261,23635649
(주)백금티앤에이,46310,Dec-18,51032421,16425909,25879609,34632743,506065,20604105
(주)백금티앤에이,46310,Dec-19,73876811,13632630,34787554,30289987,382788,19744187
(주)백산,35150,Dec-11,83748327,21154782,63134628,77256505,14498905,61443323
(주)백산,35150,Dec-12,88600277,24829183,62358625,77280444,17025782,60261123
(주)백산,35150,Dec-13,85212123,22091356,42872020,76864107,15236552,44888190
(주)백산,35150,Dec-14,100888247,23435309,63574161,89807068,16112245,65347998
(주)백산,35150,Dec-15,99739202,23443260,58711134,86991203,15724450,57884638
(주)백산,35150,Dec-16,116346986,26086083,51144585,98674216,16279676,44259956
(주)백산,35150,Dec-17,118981626,23012774,58427684,105805118,14014259,53364778
(주)백산,35150,Dec-18,177396053,48351663,131504337,110593642,16181120,83961766
(주)백산,35150,Dec-19,196661417,57691257,155928284,121252056,22136801,99400796
(주)버킷스튜디오,66410,Dec-11,,,,5771200,128347,6102664
(주)버킷스튜디오,66410,Dec-12,,,,11126147,105775,4585661
(주)버킷스튜디오,66410,Dec-13,,,,9465281,142500,3469266
(주)버킷스튜디오,66410,Dec-14,,,,13596224,193433,3586561
(주)버킷스튜디오,66410,Dec-15,,,,13649729,162994,2542612
(주)버킷스튜디오,66410,Dec-16,,,,6308444,80073,2998953
(주)버킷스튜디오,66410,Dec-17,,,,6011489,61875,3037635
(주)버킷스튜디오,66410,Dec-18,,,,20081495,24049,18830248
(주)버킷스튜디오,66410,Dec-19,,,,15860237,14656,12209846
(주)베노홀딩스,206400,Dec-14,,,,,,
(주)베노홀딩스,206400,Dec-15,23377884,0,1322579,21972247,0,953083
(주)베노홀딩스,206400,Dec-16,17530578,0,2616881,15924546,0,2096615
(주)베노홀딩스,206400,Dec-17,14546419,0,3015201,14756288,0,2412921
(주)베노홀딩스,206400,Dec-18,18125643,0,17562249,17041859,0,16548188
(주)베노홀딩스,206400,Dec-19,29918799,0,10110266,30051300,0,10015531
(주)베셀,177350,Dec-15,46954385,0,21507514,46584897,0,21315983
(주)베셀,177350,Dec-16,49377803,0,22761656,49165592,0,22732572
(주)베셀,177350,Dec-17,66830621,0,43467903,65905136,0,42752409
(주)베셀,177350,Dec-18,56380519,24264756,41248142,55843449,24244729,41182292
(주)베셀,177350,Dec-19,58913694,22032110,62063214,52102605,21737167,56355379
(주)베스파,299910,Dec-18,104089218,0,17923483,98653972,0,17542712
(주)베스파,299910,Dec-19,61401945,0,14357853,54987139,0,11461115
(주)벽산,7210,Dec-11,185768935,24044030,152185332,129350856,11429862,111839181
(주)벽산,7210,Dec-12,163507135,21407320,112043055,126827375,10517188,84552384
(주)벽산,7210,Dec-13,222880504,23770261,132386413,144166998,9182863,99199576
(주)벽산,7210,Dec-14,225895525,24562523,126145915,144605179,10936587,97218756
(주)벽산,7210,Dec-15,256952642,24080328,120830784,168281968,10725659,91404315
(주)벽산,7210,Dec-16,263524900,22669742,145817832,172336771,8338594,112665768
(주)벽산,7210,Dec-17,242825597,29467961,129867918,148402836,12570007,99657108
(주)벽산,7210,Dec-18,227496068,31348987,121767151,138106874,13475592,90982300
(주)벽산,7210,Dec-19,201401691,29005508,133990680,114883240,13667341,103156305
(주)보광산업,225530,Dec-15,,,,21642982,1224237,14955558
(주)보광산업,225530,Dec-16,,,,25505248,1878300,16466116
(주)보광산업,225530,Dec-17,,,,30789170,1767805,11178307
(주)보광산업,225530,Dec-18,,,,41686984,907116,23369640
(주)보광산업,225530,Dec-19,,,,34338872,802740,19669623
(주)보라티알,250000,Dec-17,49640660,9094901,13610621,49237604,8855727,13583029
(주)보라티알,250000,Dec-18,39816369,11614470,7057567,38324095,11329313,6184053
(주)보라티알,250000,Dec-19,57249580,13081992,29564583,55468666,12854258,28656724
(주)보락,2760,Dec-11,,,,15706222,8464974,4279497
(주)보락,2760,Dec-12,,,,17101646,8700069,5488485
(주)보락,2760,Dec-13,,,,17400930,8583241,4298432
(주)보락,2760,Dec-14,,,,18057179,8615432,5320609
(주)보락,2760,Dec-15,,,,16277386,8666423,4579482
(주)보락,2760,Dec-16,,,,19257457,8467455,5517455
(주)보락,2760,Dec-17,,,,18014196,9190390,4659180
(주)보락,2760,Dec-18,,,,17714368,8522837,4224638
(주)보락,2760,Dec-19,,,,18754376,10095538,5371470
(주)보령,3850,Dec-11,,,,149728371,43769380,106842036
(주)보령,3850,Dec-12,,,,157886671,44531302,110054488
(주)보령,3850,Dec-13,,,,155114923,44755405,89866697
(주)보령,3850,Dec-14,,,,167144787,50324839,87809981
(주)보령,3850,Dec-15,,,,202031884,48461122,119396775
(주)보령,3850,Dec-16,,,,262015449,73407620,195605272
(주)보령,3850,Dec-17,228539114,60720875,116196775,228292326,60720875,116190430
(주)보령,3850,Dec-18,224545928,75829816,129736933,224350953,75829816,129730312
(주)보령,3850,Dec-19,231851317,85057652,139214472,231681672,85057652,139207616
(주)본느,226340,Dec-15,,,,,,
(주)본느,226340,Dec-16,,,,,,
(주)본느,226340,Dec-17,,,,,,
(주)본느,226340,Dec-18,24501139,6176638,9138477,22272312,3899597,6848968
(주)본느,226340,Dec-19,28557672,3541016,6077052,26542989,805723,3252708
(주)부-스타,8470,Dec-11,,,,42125840,7772802,11912282
(주)부-스타,8470,Dec-12,,,,44185394,5918193,12388548
(주)부-스타,8470,Dec-13,,,,47642871,5823451,12005081
(주)부-스타,8470,Dec-14,,,,51785069,6072165,12688897
(주)부-스타,8470,Dec-15,,,,44477244,5136097,14340899
(주)부-스타,8470,Dec-16,,,,48742172,5355204,16249134
(주)부-스타,8470,Dec-17,,,,46248295,11605116,14043501
(주)부-스타,8470,Dec-18,,,,58405885,11468371,13643895
(주)부-스타,8470,Dec-19,,,,65939756,9564194,19003291
(주)부방,14470,Dec-11,72941666,23855340,83221939,71334376,21482208,79080178
(주)부방,14470,Dec-12,61949991,23812640,58788222,61123762,21557775,55463713
(주)부방,14470,Dec-13,68170228,25187091,50996819,70883050,24915164,50868769
(주)부방,14470,Dec-14,83240149,24082417,47441037,83240149,24082417,47441037
(주)부방,14470,Dec-15,34739971,4149980,16306259,20643421,0,1158406
(주)부방,14470,Dec-16,106552196,27927184,64560940,27050141,4883381,13239594
(주)부방,14470,Dec-17,99528026,25887346,64460323,18103223,0,7283200
(주)부방,14470,Dec-18,85737219,28210714,47612966,15104868,4194,999636
(주)부방,14470,Dec-19,88146204,30075634,61393067,13394184,0,1061337
(주)뷰웍스,100120,Dec-11,33504311,10773598,4110451,31871644,10603412,3328676
(주)뷰웍스,100120,Dec-12,36846332,13870613,3733877,35775765,13616324,3050464
(주)뷰웍스,100120,Dec-13,45369861,11741057,5627730,44822163,11508380,5390255
(주)뷰웍스,100120,Dec-14,45309910,14771893,8785049,44568595,14408949,8572940
(주)뷰웍스,100120,Dec-15,60826803,14584888,8284504,59788730,14285806,7678284
(주)뷰웍스,100120,Dec-16,92225305,22490079,16748172,90554114,22123426,16531476
(주)뷰웍스,100120,Dec-17,98645894,21596920,10745795,92234272,20717971,10473760
(주)뷰웍스,100120,Dec-18,106718340,24120047,13406149,100603210,21332436,10418663
(주)뷰웍스,100120,Dec-19,124410859,33227053,16881808,118628842,30301152,14734697
(주)브리지텍,64480,Dec-11,,,,22869515,410124,6801522
(주)브리지텍,64480,Dec-12,,,,29307448,487113,8177086
(주)브리지텍,64480,Dec-13,,,,39222682,340978,10564044
(주)브리지텍,64480,Dec-14,,,,42385493,466370,10935438
(주)브리지텍,64480,Dec-15,,,,52052482,1157990,17056714
(주)브리지텍,64480,Dec-16,,,,48509623,427807,12257921
(주)브리지텍,64480,Dec-17,,,,27032339,645325,8399226
(주)브리지텍,64480,Dec-18,,,,34410478,147578,16139355
(주)브리지텍,64480,Dec-19,,,,21518962,33419,7776369
(주)브이원텍,251630,Dec-17,78673660,19875455,26622744,78214826,19875455,26599241
(주)브이원텍,251630,Dec-18,70198722,3939153,4938678,69695065,3939153,4915132
(주)브이원텍,251630,Dec-19,62998597,5283681,5359610,62440132,5279923,5341747
(주)브이티지엠피,18290,Dec-11,,,,52340568,35580592,56424155
(주)브이티지엠피,18290,Dec-12,,,,44429265,31490382,9963732
(주)브이티지엠피,18290,Dec-13,,,,45251636,32805902,10105235
(주)브이티지엠피,18290,Dec-14,,,,46697026,34783479,52675881
(주)브이티지엠피,18290,Dec-15,,,,30750343,22823859,13294736
(주)브이티지엠피,18290,Dec-16,,,,23176017,15147455,15756710
(주)브이티지엠피,18290,Dec-17,32184092,10656858,27498787,13456502,6410150,24408459
(주)브이티지엠피,18290,Dec-18,77398791,26448630,32476292,19646877,6979372,9553883
(주)브이티지엠피,18290,Dec-19,90563573,31349145,59613486,68989745,14798209,50198815
(주)블루베리엔에프티,44480,Dec-11,18161613,6781628,3439474,16309431,5214312,1581983
(주)블루베리엔에프티,44480,Dec-12,18866233,7156102,3311474,17683835,6187576,2231621
(주)블루베리엔에프티,44480,Dec-13,17949882,6195528,2588911,15840454,5083641,1402909
(주)블루베리엔에프티,44480,Dec-14,17484085,6801962,2254245,15852567,5673714,1296428
(주)블루베리엔에프티,44480,Dec-15,16793888,5958399,2400597,15840977,4568260,1227072
(주)블루베리엔에프티,44480,Dec-16,14897228,5087951,2241468,13578206,3628715,1182646
(주)블루베리엔에프티,44480,Dec-17,11962564,5814756,1956938,10993232,4296470,981304
(주)블루베리엔에프티,44480,Dec-18,47281801,4765560,21615072,43444194,3519478,20271905
(주)블루베리엔에프티,44480,Dec-19,94040537,14123330,41031825,38495642,3448398,29444498
(주)블루콤,33560,Dec-11,73975384,10663258,8601777,73100697,2109135,8679786
(주)블루콤,33560,Dec-12,69804279,8698654,5189284,70645135,2755927,5478869
(주)블루콤,33560,Dec-13,88015049,12318157,8930254,81311356,7190746,7112721
(주)블루콤,33560,Dec-14,100813470,17811546,25087609,92123655,9391297,24444708
(주)블루콤,33560,Dec-15,116339692,9358496,25057707,115054328,8579543,31108740
(주)블루콤,33560,Dec-16,130240460,16125500,24303699,131144135,11379279,31097151
(주)블루콤,33560,Dec-17,111503967,11542822,13738289,112005805,7037732,14874651
(주)블루콤,33560,Dec-18,106325493,9618826,5101657,106055351,5637127,6429731
(주)블루콤,33560,Dec-19,29030423,5021963,3073925,31888013,2973255,4010690
