회사명,거래소코드,회계년도,유동자산(IFRS연결),재고자산(IFRS연결),유동부채(IFRS연결),유동자산(IFRS개별),재고자산(IFRS개별),유동부채(IFRS개별)
(주)인트로메딕,150840,Dec-13,17028901,1529835,1721212,16724649,1406859,1686995
(주)인트로메딕,150840,Dec-14,16813884,2299683,1780585,16712698,2209018,1763708
(주)인트로메딕,150840,Dec-15,24842143,2493387,1069479,24762274,2413950,1059389
(주)인트로메딕,150840,Dec-16,19118736,1912022,9578504,18917364,1848897,9541371
(주)인트로메딕,150840,Dec-17,,,,17259888,1158268,9351573
(주)인트로메딕,150840,Dec-18,14379531,1364975,15688228,14385679,1364975,15680738
(주)인트로메딕,150840,Dec-19,16512348,1781043,16498186,16777793,1674881,16260562
(주)인트론바이오테크놀로지,48530,Dec-11,,,,10797373,706048,3781114
(주)인트론바이오테크놀로지,48530,Dec-12,,,,8261474,990811,4182567
(주)인트론바이오테크놀로지,48530,Dec-13,,,,10577503,687361,4728136
(주)인트론바이오테크놀로지,48530,Dec-14,,,,21015658,640539,1170249
(주)인트론바이오테크놀로지,48530,Dec-15,,,,19256371,952184,3267691
(주)인트론바이오테크놀로지,48530,Dec-16,34757056,1098832,8105963,34719051,1098832,8099813
(주)인트론바이오테크놀로지,48530,Dec-17,31100658,1169114,13821765,30253685,1169114,13821765
(주)인트론바이오테크놀로지,48530,Dec-18,40155931,1460784,14167485,39337911,1460784,14165728
(주)인트론바이오테크놀로지,48530,Dec-19,75286515,1346213,4675430,73486634,1346213,4671311
(주)인팩,23810,Dec-11,62799406,14059641,53745322,41718279,3764924,47406359
(주)인팩,23810,Dec-12,69746161,15133999,57875830,43200172,4558079,46541035
(주)인팩,23810,Dec-13,81540263,15817248,59067933,49651620,4933556,47788889
(주)인팩,23810,Dec-14,85609362,18742504,49901487,50031393,5054987,35780560
(주)인팩,23810,Dec-15,97154663,21792209,64943399,53682344,6008008,42440549
(주)인팩,23810,Dec-16,101865842,23425407,65520125,61810422,8329598,46575530
(주)인팩,23810,Dec-17,120445671,38408635,122943352,50198795,6772213,41391403
(주)인팩,23810,Dec-18,124490991,43817398,137648789,42103578,6428610,35483939
(주)인팩,23810,Dec-19,127939826,48805336,153647984,44910553,11935060,48196095
(주)인포마크,175140,Dec-15,,,,29545285,21522427,17226986
(주)인포마크,175140,Dec-16,,,,29687215,20330517,17108620
(주)인포마크,175140,Dec-17,57075313,35035652,41031172,54438957,35035652,41000739
(주)인포마크,175140,Dec-18,36336120,22599074,27266460,33793568,21810918,26172438
(주)인포마크,175140,Dec-19,37346308,17292639,41501782,37641271,17217439,41463130
(주)인포바인,115310,Dec-11,,,,40217647,0,2353349
(주)인포바인,115310,Dec-12,,,,45451889,0,2438555
(주)인포바인,115310,Dec-13,,,,68464592,0,2845694
(주)인포바인,115310,Dec-14,76449304,0,17288418,73302067,0,17282031
(주)인포바인,115310,Dec-15,63625107,0,2413026,62735908,0,2270354
(주)인포바인,115310,Dec-16,65241274,0,3448971,65068329,0,3023286
(주)인포바인,115310,Dec-17,67229352,0,3747429,65872451,0,3255675
(주)인포바인,115310,Dec-18,73765691,0,3411793,70885079,0,2984500
(주)인포바인,115310,Dec-19,79361594,0,3798246,77826192,0,3082999
(주)인피니트헬스케어,71200,Dec-11,74359900,12965988,49635713,48951169,692767,24398928
(주)인피니트헬스케어,71200,Dec-12,54852607,9485768,40727196,32972304,703340,17566402
(주)인피니트헬스케어,71200,Dec-13,49363426,5724162,23717721,37030235,359088,11753222
(주)인피니트헬스케어,71200,Dec-14,47811944,4769554,19982525,39736047,217328,10534544
(주)인피니트헬스케어,71200,Dec-15,59329228,6730109,19822001,49042651,282511,12161328
(주)인피니트헬스케어,71200,Dec-16,66010128,4415341,19903485,57179567,209846,12907408
(주)인피니트헬스케어,71200,Dec-17,69463078,1155644,18494190,60359213,502027,10838278
(주)인피니트헬스케어,71200,Dec-18,72732279,1357180,14778348,64060296,996421,7238475
(주)인피니트헬스케어,71200,Dec-19,71325183,2006279,19612575,59904861,1862484,10238356
(주)일승,333430,Dec-19,,,,,,
(주)일신바이오베이스,68330,Dec-11,,,,10817818,5019862,3928725
(주)일신바이오베이스,68330,Dec-12,,,,11328875,5021643,2783010
(주)일신바이오베이스,68330,Dec-13,10888831,5753932,2860103,10662507,5753932,2757306
(주)일신바이오베이스,68330,Dec-14,12885665,6070881,3499542,12408173,6067071,3186308
(주)일신바이오베이스,68330,Dec-15,14372085,6644350,4112990,14052198,6644350,3964305
(주)일신바이오베이스,68330,Dec-16,21756692,5819742,3599534,21442466,5819742,3525162
(주)일신바이오베이스,68330,Dec-17,22277236,6841981,2702990,22021946,6841981,2597123
(주)일신바이오베이스,68330,Dec-18,23106513,6736283,3749100,23103406,6736283,3521646
(주)일신바이오베이스,68330,Dec-19,28984536,7339779,5249874,28734171,7339779,5281529
(주)일신석재,7110,Dec-11,,,,28776181,8006267,7729938
(주)일신석재,7110,Dec-12,,,,25141507,8051050,4252212
(주)일신석재,7110,Dec-13,,,,25394233,10938522,16557147
(주)일신석재,7110,Dec-14,,,,23906056,10984781,16575155
(주)일신석재,7110,Dec-15,,,,23758450,11162909,17876289
(주)일신석재,7110,Dec-16,,,,27158979,9671576,18535194
(주)일신석재,7110,Dec-17,,,,27009607,11849758,18256625
(주)일신석재,7110,Dec-18,,,,29366462,11083583,20148868
(주)일신석재,7110,Dec-19,,,,35559462,12344459,14176438
(주)일야,58450,Dec-11,14209968,1135142,14439834,10120883,642395,11400269
(주)일야,58450,Dec-12,12010601,881356,13998739,11909346,881356,13038537
(주)일야,58450,Dec-13,,,,12542181,1626092,14341478
(주)일야,58450,Dec-14,,,,15537025,1928848,13636796
(주)일야,58450,Dec-15,,,,13122661,930205,8177787
(주)일야,58450,Dec-16,,,,12615707,1088331,11270165
(주)일야,58450,Dec-17,,,,9374850,1776539,9518010
(주)일야,58450,Dec-18,,,,13179927,6630962,17765251
(주)일야,58450,Dec-19,20643351,4349653,27500598,12328558,4349653,19250259
(주)일지테크,19540,Dec-11,68461183,8504156,38704080,54665744,8441228,49471846
(주)일지테크,19540,Dec-12,109726254,15686269,104492857,71862535,9872308,58163178
(주)일지테크,19540,Dec-13,94872163,11777429,121838166,77264326,7487612,53280926
(주)일지테크,19540,Dec-14,129463223,20976668,186835655,90572816,6615813,57580630
(주)일지테크,19540,Dec-15,154935968,26432619,264702471,93312374,7915843,66374085
(주)일지테크,19540,Dec-16,153104981,24372949,288029265,101294454,8293220,85377953
(주)일지테크,19540,Dec-17,126930105,18285475,232882648,58486819,9451114,63807824
(주)일지테크,19540,Dec-18,104310046,26749349,213355121,58587937,14082761,66706562
(주)일지테크,19540,Dec-19,107986393,22095131,222145149,61460759,12396845,63382980
(주)일진파워,94820,Dec-11,,,,45814691,8765953,34959093
(주)일진파워,94820,Dec-12,,,,54301034,7505098,36498426
(주)일진파워,94820,Dec-13,,,,51921769,9786906,34531131
(주)일진파워,94820,Dec-14,41346059,7301501,31908700,21685377,7210901,10884477
(주)일진파워,94820,Dec-15,45228422,4356307,31356499,21648726,4294123,12684390
(주)일진파워,94820,Dec-16,56094136,6758,30695738,25761120,0,13422604
(주)일진파워,94820,Dec-17,56234313,6758,27888496,33670975,0,14023003
(주)일진파워,94820,Dec-18,68191127,6758,34250023,41584863,0,18088558
(주)일진파워,94820,Dec-19,75139032,0,38371599,45631596,0,21452595
(주)잇츠한불,226320,Dec-15,375228176,24023819,70338606,375157433,24023819,70338352
(주)잇츠한불,226320,Dec-16,350134478,19909424,27976192,349894513,19831925,27884574
(주)잇츠한불,226320,Dec-17,419075327,33822434,91196037,367158149,27088665,80922824
(주)잇츠한불,226320,Dec-18,390707892,40376287,51932884,322161790,23495837,34159638
(주)잇츠한불,226320,Dec-19,391093532,34319967,56742202,282412239,22121419,32992478
(주)잉크테크,49550,Dec-11,29793221,14731873,42689102,30123785,13075168,42666787
(주)잉크테크,49550,Dec-12,43655646,17097607,42729740,44009337,14830620,42531512
(주)잉크테크,49550,Dec-13,45907389,21595100,52759420,45841038,20007408,52519303
(주)잉크테크,49550,Dec-14,41587064,18010574,43849462,41348705,15635464,43657385
(주)잉크테크,49550,Dec-15,39128572,16469262,58150820,38822194,15234221,57918946
(주)잉크테크,49550,Dec-16,39907443,15894259,61040013,39753431,14189867,60865024
(주)잉크테크,49550,Dec-17,32121097,14436044,31723977,32336412,12720865,31563651
(주)잉크테크,49550,Dec-18,35677213,17229230,42029587,36459150,14554035,41795521
(주)잉크테크,49550,Dec-19,34019261,17850866,46193573,34202493,14900003,45928421
(주)자비스,254120,Dec-16,,,,,,
(주)자비스,254120,Dec-17,,,,,,
(주)자비스,254120,Dec-18,,,,,,
(주)자비스,254120,Dec-19,19138639,6348911,8844033,19100091,6348911,8642395
(주)자연과환경,43910,Dec-11,42440086,14460057,28112698,38704579,13717737,26966646
(주)자연과환경,43910,Dec-12,49012813,12474512,32355672,44441365,12377335,31105291
(주)자연과환경,43910,Dec-13,36715116,10957178,26583297,32498650,10879326,23115869
(주)자연과환경,43910,Dec-14,30619394,2218271,30838569,18926807,1414837,18324371
(주)자연과환경,43910,Dec-15,14399131,2381354,9604473,15148802,1597164,7014586
(주)자연과환경,43910,Dec-16,13332217,1950567,10147606,15461480,1388269,8390280
(주)자연과환경,43910,Dec-17,24692752,2316201,15659801,29005055,2316201,11356771
(주)자연과환경,43910,Dec-18,24713157,2937582,16586321,29089821,2937582,12048501
(주)자연과환경,43910,Dec-19,39301759,2707856,25894642,40672687,2385218,17078061
(주)장원테크,174880,Dec-16,41015074,7472665,34360190,38595823,2818193,5539312
(주)장원테크,174880,Dec-17,33408778,6148259,30451015,32307018,915262,5012587
(주)장원테크,174880,Dec-18,40957283,11300067,29046249,40026814,1363906,4265257
(주)장원테크,174880,Dec-19,37544840,7681611,91374850,54067737,550468,75423167
(주)정다운,208140,Dec-14,,,,,,
(주)정다운,208140,Dec-15,,,,,,
(주)정다운,208140,Dec-16,30954333,5732769,22738183,29769106,5778260,21515044
(주)정다운,208140,Dec-17,37442035,1831727,20014246,37108434,1837885,18520833
(주)정다운,208140,Dec-18,58536871,9702515,41844311,53880931,8016982,34399736
(주)정다운,208140,Dec-19,45405883,9685573,53278532,43712090,9727500,49384524
(주)정상제이엘에스,40420,Dec-11,23489067,1517440,8089340,22419523,1648373,7615182
(주)정상제이엘에스,40420,Dec-12,25263581,1329124,8574431,24286844,1380041,7282605
(주)정상제이엘에스,40420,Dec-13,20793661,1452299,8317631,19903494,1470996,6997106
(주)정상제이엘에스,40420,Dec-14,23286485,1729340,9098391,22248005,1741836,7365244
(주)정상제이엘에스,40420,Dec-15,22880680,2128814,10446942,21721877,2136411,8225959
(주)정상제이엘에스,40420,Dec-16,22158648,3400766,11654019,21033806,3400766,9684580
(주)정상제이엘에스,40420,Dec-17,19839410,3860627,11262711,19006096,3860627,10200337
(주)정상제이엘에스,40420,Dec-18,18076999,3696015,18196207,16220100,3696015,15629231
(주)정상제이엘에스,40420,Dec-19,18405699,5518386,20082509,16889139,5518386,18076436
(주)정원엔시스,45510,Dec-11,,,,44363639,7986543,48623497
(주)정원엔시스,45510,Dec-12,,,,35834749,7171921,37563630
(주)정원엔시스,45510,Dec-13,,,,29173760,6045281,33789051
(주)정원엔시스,45510,Dec-14,,,,47653368,7369543,49134700
(주)정원엔시스,45510,Dec-15,56875836,11081832,50651502,52636995,9474315,46052658
(주)정원엔시스,45510,Dec-16,54961457,7920431,33864019,48613956,6619629,27648710
(주)정원엔시스,45510,Dec-17,46475222,2167343,28085073,38846888,474319,21036606
(주)정원엔시스,45510,Dec-18,54469889,11759154,35786299,45335162,9457267,27228135
(주)정원엔시스,45510,Dec-19,67646053,14335583,48528633,58698051,11816537,40094022
(주)제넥신,95700,Dec-11,15253110,0,13448524,15121966,0,13268859
(주)제넥신,95700,Dec-12,21066680,0,6318325,21066680,0,6318325
(주)제넥신,95700,Dec-13,,,,8928427,148762,15695093
(주)제넥신,95700,Dec-14,,,,51699725,107528,7297727
(주)제넥신,95700,Dec-15,,,,43417237,191703,14727017
(주)제넥신,95700,Dec-16,,,,71864243,128571,26054791
(주)제넥신,95700,Dec-17,,,,28892436,0,12951110
(주)제넥신,95700,Dec-18,,,,177517799,0,10826760
(주)제넥신,95700,Dec-19,,,,95816744,0,22637587
(주)제넨바이오,72520,Dec-11,70798904,15184180,58995067,79494033,8853185,49135732
(주)제넨바이오,72520,Dec-12,73725058,16023781,69474742,80510012,11268381,58575418
(주)제넨바이오,72520,Dec-13,68361699,15442300,35023174,67853443,11771952,20435561
(주)제넨바이오,72520,Dec-14,35886442,10250551,65250094,30256861,6766913,52437752
(주)제넨바이오,72520,Dec-15,32206778,6144406,51267769,20031806,3566084,37719370
(주)제넨바이오,72520,Dec-16,14743193,3206758,34389553,7699880,998008,33166216
(주)제넨바이오,72520,Dec-17,3114569,0,28692281,4109640,0,28692281
(주)제넨바이오,72520,Dec-18,23767143,905521,27883192,24628343,905521,27445843
(주)제넨바이오,72520,Dec-19,36582102,995064,56176235,34700342,0,49236511
(주)제노레이,122310,Dec-18,43876631,15282986,10777053,42373753,14413915,9833918
(주)제노레이,122310,Dec-19,59006984,19120169,15644010,57186480,18290545,14836455
(주)제노포커스,187420,Dec-15,11729137,434732,616639,10934720,411281,567593
(주)제노포커스,187420,Dec-16,38790209,580741,581484,37821540,558502,550157
(주)제노포커스,187420,Dec-17,30160027,2072844,2236962,30118312,745497,288578
(주)제노포커스,187420,Dec-18,17002774,2072936,4384844,18404170,1629776,1731505
(주)제노포커스,187420,Dec-19,31065531,2727348,10598584,21067978,1463066,8552290
(주)제닉,123330,Dec-11,,,,33690759,4540952,11585604
(주)제닉,123330,Dec-12,32457782,5029059,6537004,31875391,4972925,5720883
(주)제닉,123330,Dec-13,31947575,8719449,8370982,29180241,7446229,7970144
(주)제닉,123330,Dec-14,34823138,10636674,10193223,30848746,7938413,9046812
(주)제닉,123330,Dec-15,36763982,12023812,17754060,28189747,7917898,8424039
(주)제닉,123330,Dec-16,47393648,10551245,20974575,27657118,7249727,7173435
(주)제닉,123330,Dec-17,32599149,12947068,27415725,25175404,10247619,14198178
(주)제닉,123330,Dec-18,33586625,13890638,24048720,26999716,9929382,12897550
(주)제닉,123330,Dec-19,27123796,7368310,30694391,18545895,5572959,29812045
(주)제로투세븐,159580,Dec-13,83707882,47815064,38789682,71236568,42763934,32804698
(주)제로투세븐,159580,Dec-14,91640209,59641724,47911279,76797744,51678900,40617850
(주)제로투세븐,159580,Dec-15,103875228,63134130,54353161,81702064,49354834,43312300
(주)제로투세븐,159580,Dec-16,99354597,63693155,45148329,81453079,52059251,37011901
(주)제로투세븐,159580,Dec-17,80593520,45231402,33980807,68811106,38806713,26975385
(주)제로투세븐,159580,Dec-18,89436212,46103964,57408990,79118169,38893247,50872807
(주)제로투세븐,159580,Dec-19,70493912,37941811,45020858,67876193,37427981,44303899
(주)제우스,79370,Dec-11,130367565,31987536,74591144,81063196,21904781,46813719
(주)제우스,79370,Dec-12,105556938,30315750,51610424,60642095,14140369,24985363
(주)제우스,79370,Dec-13,156111081,54055368,84997972,83858190,33874820,42055968
(주)제우스,79370,Dec-14,146901572,46378158,77884366,84802548,24015823,48531161
(주)제우스,79370,Dec-15,155332498,44223968,76308507,99601788,25750632,58362780
(주)제우스,79370,Dec-16,192475007,45661988,94905253,112130069,23226372,62768359
(주)제우스,79370,Dec-17,221688599,93419040,131868038,135598971,39407248,87230187
(주)제우스,79370,Dec-18,278686496,126490723,165987857,161545158,51194022,102569596
(주)제우스,79370,Dec-19,245969680,113968673,133192763,129060360,47469563,75782625
(주)제이브이엠,54950,Dec-11,,,,98859487,9648334,117064227
(주)제이브이엠,54950,Dec-12,,,,73415275,7784856,83307637
(주)제이브이엠,54950,Dec-13,,,,79718238,7050968,68483508
(주)제이브이엠,54950,Dec-14,74125015,15034713,63715818,73864483,6865642,58440496
(주)제이브이엠,54950,Dec-15,57128665,14406379,49975894,58635079,8170589,45163976
(주)제이브이엠,54950,Dec-16,69388073,17627613,55842874,71257664,12808100,51665747
(주)제이브이엠,54950,Dec-17,67567530,20447099,46861051,62661128,16156217,30487356
(주)제이브이엠,54950,Dec-18,75252842,22719372,49283082,67077308,18681336,30216857
(주)제이브이엠,54950,Dec-19,81571460,24937324,54311819,71097359,20119371,30499110
(주)제이스텍,90470,Dec-11,,,,23402552,1872834,12400434
(주)제이스텍,90470,Dec-12,,,,25322379,1336010,6388513
(주)제이스텍,90470,Dec-13,,,,18521041,1973817,9846091
(주)제이스텍,90470,Dec-14,,,,21671985,524138,9679938
(주)제이스텍,90470,Dec-15,,,,38767072,574103,29591140
(주)제이스텍,90470,Dec-16,103672770,1335349,90917839,103737572,1335349,91124785
(주)제이스텍,90470,Dec-17,103537613,14061141,52842812,103664236,14061141,52854132
(주)제이스텍,90470,Dec-18,63043016,9658232,13017824,62819570,9621817,13046879
(주)제이스텍,90470,Dec-19,61813984,2697306,22993211,62013614,2697306,22887566
(주)제이시스메디칼,287410,Dec-18,,,,,,
(주)제이시스메디칼,287410,Dec-19,,,,,,
(주)제이에스코퍼레이션,194370,Dec-16,140731956,32811561,42075058,123718542,21240393,23107382
(주)제이에스코퍼레이션,194370,Dec-17,129613524,38629112,32552224,111115254,26852311,16549946
(주)제이에스코퍼레이션,194370,Dec-18,124296957,39330613,32867396,109898822,31677898,17716659
(주)제이에스코퍼레이션,194370,Dec-19,115705662,43731731,37620882,99879729,33337419,19652953
(주)제이에스티나,26040,Dec-11,66103988,23433059,42067277,62376227,23416635,41857769
(주)제이에스티나,26040,Dec-12,69934965,25312056,41354328,66085899,25288195,41127827
(주)제이에스티나,26040,Dec-13,74793584,28157217,41014449,70898990,27982876,40717059
(주)제이에스티나,26040,Dec-14,88037287,33019063,43830476,85032799,32756402,43747756
(주)제이에스티나,26040,Dec-15,97704949,31588422,39704078,94240117,31229736,39532172
(주)제이에스티나,26040,Dec-16,91424090,32927430,43395264,91955374,32247024,43262274
(주)제이에스티나,26040,Dec-17,70697569,27371257,36330037,70332699,26839869,36276168
(주)제이에스티나,26040,Dec-18,71359554,26056026,42795253,70653851,25425883,42633876
(주)제이에스티나,26040,Dec-19,40727231,15884261,34721041,40112116,15692854,34632272
(주)제이엘케이,322510,Dec-19,36626972,17057,725017,36098404,17057,711769
(주)제이와이피엔터테인먼트,35900,Jun-11,18647672,69090,4616669,18647672,69090,4616669
(주)제이와이피엔터테인먼트,35900,Dec-12,19450011,44254,5724393,19407292,1627,4040578
(주)제이와이피엔터테인먼트,35900,Dec-13,29155164,490911,15055611,25611579,206089,13696013
(주)제이와이피엔터테인먼트,35900,Dec-14,31549847,754497,17872265,27146642,378942,16738184
(주)제이와이피엔터테인먼트,35900,Dec-15,30009094,927462,15213440,25491574,180570,14271186
(주)제이와이피엔터테인먼트,35900,Dec-16,43960719,1372863,18538428,35775042,211397,16673230
(주)제이와이피엔터테인먼트,35900,Dec-17,58395470,1653786,34823350,48724030,340813,32801419
(주)제이와이피엔터테인먼트,35900,Dec-18,82595694,1481779,30834770,65160011,243920,27698772
(주)제이와이피엔터테인먼트,35900,Dec-19,116257543,690989,43149750,87433470,690989,36735331
(주)제이웨이,58420,Dec-11,,,,2640557,0,2540840
(주)제이웨이,58420,Dec-12,,,,4694921,1262360,4332332
(주)제이웨이,58420,Dec-13,5535801,544620,3422981,4561124,544620,3121167
(주)제이웨이,58420,Dec-14,2684687,32045,2155007,1351503,32045,1728473
(주)제이웨이,58420,Dec-15,4721985,0,1519675,3512601,0,1108722
(주)제이웨이,58420,Dec-16,6176749,17600,1196543,5799111,17600,1169544
(주)제이웨이,58420,Dec-17,4479233,198000,1058991,3608583,0,945550
(주)제이웨이,58420,Dec-18,9337853,693135,10438838,4430499,0,2652490
(주)제이웨이,58420,Dec-19,12175770,604826,7483932,7732233,0,782997
(주)제이티,89790,Dec-11,,,,21547387,452080,21097659
(주)제이티,89790,Dec-12,,,,16556894,1170768,7967496
(주)제이티,89790,Dec-13,,,,22693196,2039741,6920314
(주)제이티,89790,Dec-14,29531885,1729012,14050858,29508858,1578171,9180390
(주)제이티,89790,Dec-15,,,,21490066,1707798,27144093
(주)제이티,89790,Dec-16,,,,13473248,311187,20657411
(주)제이티,89790,Dec-17,,,,17754224,2330347,27224115
(주)제이티,89790,Dec-18,,,,18893281,4935880,19035474
(주)제이티,89790,Dec-19,38150792,10905120,27218113,38149634,10905120,27218113
(주)제이티씨,950170,Feb-19,227473425,64664295,66166041,191214645,58305963,58211958
(주)제일기획,30000,Dec-11,1585690884,0,1061972412,993350560,0,561471168
(주)제일기획,30000,Dec-12,1671636551,0,1242738483,787830397,0,480279939
(주)제일기획,30000,Dec-13,1343932025,0,983075244,711417978,0,501285726
(주)제일기획,30000,Dec-14,1523221690,0,904851128,872571587,0,460197546
(주)제일기획,30000,Dec-15,1463892865,0,1004315787,709652324,0,504495565
(주)제일기획,30000,Dec-16,1794811641,0,1244899318,805618449,0,549824133
(주)제일기획,30000,Dec-17,1889096062,0,1281293114,795782710,0,526414889
(주)제일기획,30000,Dec-18,1801626036,39751588,1165741412,808962547,0,531836681
(주)제일기획,30000,Dec-19,1769877349,30723251,1098230748,809246489,0,508925211
(주)제일바이오,52670,Dec-11,,,,11874069,5454550,3086924
(주)제일바이오,52670,Dec-12,,,,16238183,5607445,5796913
(주)제일바이오,52670,Dec-13,,,,16034764,5465434,5847653
(주)제일바이오,52670,Dec-14,,,,14914622,6511494,5676905
(주)제일바이오,52670,Dec-15,,,,31339109,7173259,5385079
(주)제일바이오,52670,Dec-16,,,,31318917,6310576,3780940
(주)제일바이오,52670,Dec-17,,,,21760699,4899474,2411047
(주)제일바이오,52670,Dec-18,,,,22942398,6418810,2589327
(주)제일바이오,52670,Dec-19,,,,28098884,7239177,2863833
(주)제일테크노스,38010,Dec-11,27582954,7913626,40253334,27095196,7913626,40171896
(주)제일테크노스,38010,Dec-12,29022754,7761846,38479517,27949245,7761846,38456476
(주)제일테크노스,38010,Dec-13,34802712,11134740,44270326,33335035,11134740,44156834
(주)제일테크노스,38010,Dec-14,39326870,8845900,44848339,36894213,8845900,44726037
(주)제일테크노스,38010,Dec-15,40317852,10796844,49286676,37569029,10796844,49165386
(주)제일테크노스,38010,Dec-16,45939877,16352066,55165623,43304254,16352066,55169438
(주)제일테크노스,38010,Dec-17,57771642,28841227,67552912,55678235,28841227,66374715
(주)제일테크노스,38010,Dec-18,60564292,27937740,73080284,57187084,27937740,70015478
(주)제일테크노스,38010,Dec-19,65000599,33394452,73061711,63333448,33394452,70521211
(주)제주반도체,80220,Dec-11,43515783,9126798,4784868,43136415,9126798,4522260
(주)제주반도체,80220,Dec-12,38548827,6632673,4110898,38399848,6632673,3940479
(주)제주반도체,80220,Dec-13,41947719,13478276,15395550,41745712,13478276,15088476
(주)제주반도체,80220,Dec-14,50520518,13632706,20177195,49755028,13632706,20036551
(주)제주반도체,80220,Dec-15,77617588,27492250,40683543,70970735,27492250,39611628
(주)제주반도체,80220,Dec-16,79107677,33027177,29707552,77028140,33027177,30060481
(주)제주반도체,80220,Dec-17,78898639,46470309,32528698,78438191,46470309,26392265
(주)제주반도체,80220,Dec-18,161057264,81141337,112689239,118252556,81141337,64986735
(주)제주반도체,80220,Dec-19,170667946,75092629,104112853,122160838,75060682,46488770
(주)제주항공,89590,Dec-15,,,,355477030,6124563,200006569
(주)제주항공,89590,Dec-16,437759825,8302860,260864253,436829397,8302860,260857109
(주)제주항공,89590,Dec-17,450081616,9373898,368247017,448807313,9369894,368246759
(주)제주항공,89590,Dec-18,478164185,11552295,403159533,469944852,11542508,398749253
(주)제주항공,89590,Dec-19,455740102,16740499,556725710,446445991,16736224,554817300
(주)제테마,216080,Dec-19,,,,22277092,2015635,22623029
(주)젬백스&카엘,82270,Dec-11,47088575,5608661,42711518,37611671,1854800,37511090
(주)젬백스&카엘,82270,Dec-12,39935706,6394256,55596778,62251529,2186863,35743644
(주)젬백스&카엘,82270,Dec-13,65556221,4541797,71529807,59402826,2466184,63985986
(주)젬백스&카엘,82270,Dec-14,31282658,6126495,44428107,10015360,2184788,24746461
(주)젬백스&카엘,82270,Dec-15,51133234,10794601,70289744,20933281,2281631,15139608
(주)젬백스&카엘,82270,Dec-16,54892608,13856970,83047074,25407420,3537103,21661828
(주)젬백스&카엘,82270,Dec-17,75217233,4399026,92611847,73657680,3773190,91674611
(주)젬백스&카엘,82270,Dec-18,107172637,5347024,58084065,101471833,4138751,56591762
(주)젬백스&카엘,82270,Dec-19,110816123,4852254,63887156,104947263,4695185,62769565
(주)젬백스링크,64800,Dec-11,18944119,0,9596820,15597757,0,7526451
(주)젬백스링크,64800,Dec-12,15711741,42132,6530060,13168300,42132,4180710
(주)젬백스링크,64800,Dec-13,13312432,14336,3436104,12802541,14336,2529394
(주)젬백스링크,64800,Dec-14,14480148,21189,4688245,13873580,21189,3234329
(주)젬백스링크,64800,Dec-15,,,,25284409,112170,12626144
(주)젬백스링크,64800,Dec-16,52313060,0,31992156,49291478,0,31499827
(주)젬백스링크,64800,Dec-17,171746059,103738695,198781355,18554787,0,71753772
(주)젬백스링크,64800,Dec-18,65632619,17503207,74972160,54127602,17503207,72477324
(주)젬백스링크,64800,Dec-19,59000829,24179241,50403291,55389777,24179241,50783652
(주)조비,1550,Dec-11,,,,43372761,35170784,65240578
(주)조비,1550,Dec-12,,,,40700614,33069249,58183865
(주)조비,1550,Dec-13,,,,41260322,29688423,42062152
(주)조비,1550,Dec-14,,,,41852429,29200950,44851008
(주)조비,1550,Dec-15,,,,45648386,31946032,45001719
(주)조비,1550,Dec-16,,,,39522303,26809612,41025077
(주)조비,1550,Dec-17,,,,42038736,25531293,35708858
(주)조비,1550,Dec-18,,,,43008248,26085073,34475415
(주)조비,1550,Dec-19,,,,40884588,29555877,31564702
(주)조이시티,67000,Dec-11,43495813,0,10945556,42325926,0,6963488
(주)조이시티,67000,Dec-12,60561574,0,11727485,59772661,0,11244450
(주)조이시티,67000,Dec-13,61097007,0,14696464,60861219,0,14693859
(주)조이시티,67000,Dec-14,55559677,0,15344232,55289742,0,15363238
(주)조이시티,67000,Dec-15,59824776,0,8070389,59642362,0,8205159
(주)조이시티,67000,Dec-16,41079079,0,11460399,40744207,0,11560216
(주)조이시티,67000,Dec-17,34978686,0,16104260,33635221,0,16099828
(주)조이시티,67000,Dec-18,38716380,0,28609565,36723364,0,28694505
(주)조이시티,67000,Dec-19,39158477,0,35018974,38138400,0,34991843
(주)조흥,2600,Dec-11,,,,89187577,24096975,40065049
(주)조흥,2600,Dec-12,,,,66836956,21612365,22009802
(주)조흥,2600,Dec-13,,,,60788708,15873607,11722129
(주)조흥,2600,Dec-14,,,,73099632,26179943,27441814
(주)조흥,2600,Dec-15,,,,95221466,32061261,40487512
(주)조흥,2600,Dec-16,,,,102760647,33195097,42824181
(주)조흥,2600,Dec-17,,,,97883118,37297645,33100496
(주)조흥,2600,Dec-18,,,,105522781,37113331,55553621
(주)조흥,2600,Dec-19,,,,117784147,45656547,75893278
(주)종근당,185750,Dec-13,,,,255302621,71155419,130853062
(주)종근당,185750,Dec-14,,,,298435247,75236238,161317490
(주)종근당,185750,Dec-15,,,,288365356,89982749,151442792
(주)종근당,185750,Dec-16,,,,338757340,98260525,211442258
(주)종근당,185750,Dec-17,366904200,104338654,224047683,365751980,104338654,223223119
(주)종근당,185750,Dec-18,390331112,127590721,204509191,389970109,127590721,205123775
(주)종근당,185750,Dec-19,471135032,148453686,277069013,468203530,147510810,267682207
(주)종근당바이오,63160,Dec-11,,,,86683581,30105648,58294060
(주)종근당바이오,63160,Dec-12,,,,79486940,31873291,41390338
(주)종근당바이오,63160,Dec-13,,,,76606965,37131137,33440802
