회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),유동부채(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별),유동부채(IFRS개별)
(주)클리오,237880,Dec-17,193680144,183286615,81305276,190599980,180174282,79914336
(주)클리오,237880,Dec-18,187378290,117580278,39351565,184440131,115464235,38851188
(주)클리오,237880,Dec-19,250382613,140657411,76177164,247598026,135508682,75093002
(주)키다리스튜디오,20120,Dec-11,,,,4188072,7978320,4563225
(주)키다리스튜디오,20120,Dec-12,,,,9215652,17732940,8273733
(주)키다리스튜디오,20120,Dec-13,,,,22200002,13634030,8601456
(주)키다리스튜디오,20120,Dec-14,22362585,19218710,14126186,20010522,17069881,13392990
(주)키다리스튜디오,20120,Dec-15,28305620,17783384,10980851,23289240,16143684,10380398
(주)키다리스튜디오,20120,Dec-16,,,,25254650,12665956,4507553
(주)키다리스튜디오,20120,Dec-17,14286729,12138200,6127904,11903649,10238250,2116190
(주)키다리스튜디오,20120,Dec-18,,,,19622961,7178926,1978664
(주)키다리스튜디오,20120,Dec-19,26737870,22268714,8193659,25189266,20554073,7809701
(주)키이스트,54780,Dec-11,,,,26141294,13500434,7511723
(주)키이스트,54780,Dec-12,33060667,53002285,26565808,23894934,17118942,11106671
(주)키이스트,54780,Dec-13,69465294,35986278,18383854,24170573,15271437,14215239
(주)키이스트,54780,Dec-14,88851356,46014481,20832204,42979186,23836823,11790936
(주)키이스트,54780,Dec-15,106170757,55950671,21302009,38041616,27395656,11061819
(주)키이스트,54780,Dec-16,93247807,65459935,25115126,25549279,23141282,10752908
(주)키이스트,54780,Dec-17,106170053,63841810,25036132,21429057,18294692,7337508
(주)키이스트,54780,Dec-18,103736090,50611373,22490967,15148220,16566842,5382861
(주)키이스트,54780,Dec-19,100245744,60579844,21406931,29066328,36370500,11088151
(주)타이거일렉,219130,Dec-15,26923156,23035368,4913257,26115950,22281810,2884565
(주)타이거일렉,219130,Dec-16,,,,28000475,20290110,2497000
(주)타이거일렉,219130,Dec-17,,,,33444169,23278274,3558752
(주)타이거일렉,219130,Dec-18,,,,33746373,22014537,3242551
(주)타이거일렉,219130,Dec-19,,,,35062583,27855935,14911492
(주)탑엔지니어링,65130,Dec-11,153516747,104047028,77012265,143262276,96547298,69740759
(주)탑엔지니어링,65130,Dec-12,64130411,78044180,70123439,63572185,68399299,54147548
(주)탑엔지니어링,65130,Dec-13,75998674,74079433,55501369,71940348,58014694,40051767
(주)탑엔지니어링,65130,Dec-14,103819901,76830760,52691204,95273334,59440256,39691160
(주)탑엔지니어링,65130,Dec-15,137506883,96996919,72990495,128253671,82925527,64709011
(주)탑엔지니어링,65130,Dec-16,161030823,95064313,64066521,150212268,82054718,58697324
(주)탑엔지니어링,65130,Dec-17,176055995,246727304,176556209,151177787,85041253,67230558
(주)탑엔지니어링,65130,Dec-18,917583139,310632332,240988907,194208042,121464069,96958225
(주)탑엔지니어링,65130,Dec-19,1305900598,343391274,213985021,216906563,129641635,75430019
(주)탑코미디어,134580,Dec-13,70893414,51710859,8205056,70893414,51552751,8311027
(주)탑코미디어,134580,Dec-14,92581017,65504192,20600762,92578489,64505016,20582746
(주)탑코미디어,134580,Dec-15,107808603,53877260,10264273,107808603,52993394,10439263
(주)탑코미디어,134580,Dec-16,77354544,48961341,14861861,77287004,48155981,14968596
(주)탑코미디어,134580,Dec-17,47048592,32439138,9635570,47048592,32218827,9710064
(주)탑코미디어,134580,Dec-18,44502968,38468829,9702776,44502968,38180449,9737173
(주)탑코미디어,134580,Dec-19,,,,32429047,29293909,4986617
(주)태경비케이,14580,Dec-11,,,,128036408,52565998,49128014
(주)태경비케이,14580,Dec-12,,,,126234142,46697510,40806757
(주)태경비케이,14580,Dec-13,,,,125226073,45359931,44606526
(주)태경비케이,14580,Dec-14,,,,121842345,41590425,43040205
(주)태경비케이,14580,Dec-15,,,,113506581,36381271,52782254
(주)태경비케이,14580,Dec-16,171527282,78809658,78223323,132974930,57915021,64919702
(주)태경비케이,14580,Dec-17,212161978,67409259,56596047,163437678,48663879,47092148
(주)태경비케이,14580,Dec-18,212616333,78412959,72645916,165264531,58726716,63654633
(주)태경비케이,14580,Dec-19,186439233,103098154,69914637,144614854,52038327,60138649
(주)태광,23160,Dec-11,,,,258887936,292154177,58107158
(주)태광,23160,Dec-12,,,,356879823,305454402,51127051
(주)태광,23160,Dec-13,,,,310840198,301537671,42433761
(주)태광,23160,Dec-14,,,,271572719,304785198,39855104
(주)태광,23160,Dec-15,,,,274492535,320090642,37473413
(주)태광,23160,Dec-16,,,,244778890,309894863,27575858
(주)태광,23160,Dec-17,,,,184151389,275317796,28685099
(주)태광,23160,Dec-18,158648382,276750691,20877130,158648382,276736756,20718301
(주)태광,23160,Dec-19,189754435,283458998,29254334,189754435,275501322,29232422
(주)태성,323280,Dec-19,,,,,,
(주)태양,53620,Dec-11,169613205,61809501,31175608,168655995,61211830,30995524
(주)태양,53620,Dec-12,187372286,69735112,36500867,187087106,69161628,36354323
(주)태양,53620,Dec-13,207194713,75496020,34068124,205807347,74849569,33895159
(주)태양,53620,Dec-14,207070717,80137258,29402583,206269770,79562602,29301077
(주)태양,53620,Dec-15,145514369,61843721,37132233,144594329,61687119,37463593
(주)태양,53620,Dec-16,148160527,68495527,28106521,147772079,68130735,28137649
(주)태양,53620,Dec-17,157569823,73554907,22118740,157274649,73234875,22180259
(주)태양,53620,Dec-18,136715540,63551340,21108801,136498964,63163623,21127879
(주)태양,53620,Dec-19,141821714,71052947,20583413,141559128,70982287,20941656
(주)태영건설,9410,Dec-11,2276265894,1261700061,935831277,1656258525,806595910,701907974
(주)태영건설,9410,Dec-12,2281618316,1175991322,1010030595,1639160744,835278159,802894387
(주)태영건설,9410,Dec-13,2180379230,1137758914,873497099,1493197330,749561419,662889603
(주)태영건설,9410,Dec-14,1875043214,1062233253,701211636,1109445110,627423883,430741937
(주)태영건설,9410,Dec-15,1883518737,1178681699,1011769584,1002428220,580418032,481450862
(주)태영건설,9410,Dec-16,2059304924,1692419629,1385269646,984553805,592990738,607830516
(주)태영건설,9410,Dec-17,3266415746,2637587185,2060250951,1490902224,717320378,651438429
(주)태영건설,9410,Dec-18,3850546030,2790791907,1886520733,1996049484,1057040445,932089396
(주)태영건설,9410,Dec-19,3924370755,3528391047,2638231954,2175685521,1536276045,1196258832
(주)태웅,44490,Dec-11,,,,480665365,488486366,172081291
(주)태웅,44490,Dec-12,,,,421515758,406514318,163042723
(주)태웅,44490,Dec-13,,,,410132757,393038535,115714482
(주)태웅,44490,Dec-14,,,,411545446,378669502,135152619
(주)태웅,44490,Dec-15,,,,365346871,329309230,131287313
(주)태웅,44490,Dec-16,,,,321984454,331155795,92445326
(주)태웅,44490,Dec-17,,,,304366834,373811621,74019725
(주)태웅,44490,Dec-18,,,,289546470,403032990,170420983
(주)태웅,44490,Dec-19,,,,374030762,396039466,133659811
(주)태웅로직스,124560,Dec-19,286073126,73625608,45493568,273971524,69408930,44510666
(주)테라젠이텍스,66700,Dec-11,96247357,62055412,36463788,65757218,38992875,23216582
(주)테라젠이텍스,66700,Dec-12,79322908,74649027,34165859,48684609,53634165,23024487
(주)테라젠이텍스,66700,Dec-13,90730510,81737201,34400283,56398910,48991422,17197109
(주)테라젠이텍스,66700,Dec-14,106580791,86364354,36667192,52243893,50213561,17265082
(주)테라젠이텍스,66700,Dec-15,98884314,90210344,51142126,59878782,58337561,29272166
(주)테라젠이텍스,66700,Dec-16,101283309,79268862,46221521,60237425,51529564,32320966
(주)테라젠이텍스,66700,Dec-17,107591869,80570091,38817382,66010923,53071075,21240723
(주)테라젠이텍스,66700,Dec-18,117474508,105014858,50570852,62724135,64450119,20686491
(주)테라젠이텍스,66700,Dec-19,138083445,110095386,72261241,65804560,65754205,45631949
(주)테스,95610,Dec-11,,,,71144866,40861184,21743049
(주)테스,95610,Dec-12,,,,70350019,52932244,40416868
(주)테스,95610,Dec-13,67053692,50683924,12461361,67053692,50580021,12456404
(주)테스,95610,Dec-14,109677283,70455813,24635940,109632247,69899617,24522746
(주)테스,95610,Dec-15,100346778,79520363,24024870,99853137,78537826,23872773
(주)테스,95610,Dec-16,178907934,127095608,35146075,178135030,126691201,34977417
(주)테스,95610,Dec-17,275790382,171599307,51051536,275184465,171816615,50925023
(주)테스,95610,Dec-18,287069351,170337150,27227824,286535044,169389317,27103472
(주)테스,95610,Dec-19,178374964,182497520,30826778,177545547,181542124,30775676
(주)테이팩스,55490,Dec-17,105852233,26513253,60944812,105026830,26908498,60875481
(주)테이팩스,55490,Dec-18,108498548,30444528,42198782,107459615,31041159,42205449
(주)테이팩스,55490,Dec-19,112605437,47135530,17838785,111638116,46053903,17655334
(주)테크윙,89030,Dec-11,,,,101978946,77761671,46970397
(주)테크윙,89030,Dec-12,,,,91076776,66114916,46882669
(주)테크윙,89030,Dec-13,91818794,62989031,51798580,84670825,60427587,46042562
(주)테크윙,89030,Dec-14,112442521,75794571,77047845,103648366,73152834,71625784
(주)테크윙,89030,Dec-15,136031630,92679144,71467046,134503654,92469352,67987918
(주)테크윙,89030,Dec-16,141979322,105333028,84210063,133889168,103588429,69197057
(주)테크윙,89030,Dec-17,222772282,175708977,150247316,185196624,170474875,145829821
(주)테크윙,89030,Dec-18,193710297,148244634,121317144,183949929,145303225,115313079
(주)테크윙,89030,Dec-19,186865006,169308490,120150697,160383059,150527180,100188685
(주)텔레칩스,54450,Dec-11,,,,72005501,65318827,10689731
(주)텔레칩스,54450,Dec-12,,,,74031432,63176979,11896774
(주)텔레칩스,54450,Dec-13,,,,74010712,60191574,9840446
(주)텔레칩스,54450,Dec-14,,,,75272434,63304455,12177660
(주)텔레칩스,54450,Dec-15,,,,82105894,57471148,13354915
(주)텔레칩스,54450,Dec-16,100969671,60916552,17404948,100889973,60717644,17419463
(주)텔레칩스,54450,Dec-17,122666738,75544327,24054967,122345980,75324975,24079486
(주)텔레칩스,54450,Dec-18,126098776,73992342,23242153,126084822,72850527,23160528
(주)텔레칩스,54450,Dec-19,132195565,80310605,30366817,132011261,79638608,30177571
(주)텔레필드,91440,Dec-11,,,,26495411,28359035,13443003
(주)텔레필드,91440,Dec-12,,,,26986073,25514225,11497272
(주)텔레필드,91440,Dec-13,,,,28038005,29258332,15374272
(주)텔레필드,91440,Dec-14,,,,43608157,35147271,12916188
(주)텔레필드,91440,Dec-15,,,,37423910,40210077,16077070
(주)텔레필드,91440,Dec-16,43098885,39735701,20807799,43098885,38259789,15242531
(주)텔레필드,91440,Dec-17,37433073,39088863,23757272,32656208,37792120,17809597
(주)텔레필드,91440,Dec-18,30225785,34558459,14178036,26571807,35193876,9319274
(주)텔레필드,91440,Dec-19,56538905,43312955,29851439,32548572,38151045,23544974
(주)텔콘알에프제약,200230,Dec-14,58756395,43546463,4171450,58617722,43683254,4054362
(주)텔콘알에프제약,200230,Dec-15,28542711,41313400,3799467,27576675,40460034,3326566
(주)텔콘알에프제약,200230,Dec-16,29840249,38168652,23751145,22065967,23439025,17442189
(주)텔콘알에프제약,200230,Dec-17,41774342,51679950,69753813,29704739,23394723,65489506
(주)텔콘알에프제약,200230,Dec-18,57708456,25623916,26335723,47959827,20695629,25681319
(주)텔콘알에프제약,200230,Dec-19,56590831,32592795,14603108,51215126,26751351,13654596
(주)토니모리,214420,Dec-15,219924760,110003011,37108293,219969833,104326154,37075472
(주)토니모리,214420,Dec-16,233120694,116422772,53036223,236453729,109290837,51801434
(주)토니모리,214420,Dec-17,205732328,108292870,45635536,202696680,100859239,43906348
(주)토니모리,214420,Dec-18,180974833,100464981,57375860,169051236,93555400,48888533
(주)토니모리,214420,Dec-19,172026783,120845339,90400884,160995709,110129514,69897495
(주)토박스코리아,215480,Dec-15,,,,,,
(주)토박스코리아,215480,Dec-16,,,,,,
(주)토박스코리아,215480,Dec-17,,,,30535280,28669694,1412565
(주)토박스코리아,215480,Dec-18,,,,24371645,25806866,10574056
(주)토박스코리아,215480,Dec-19,,,,28366406,29806458,2966580
(주)토비스,51360,Dec-11,320084132,83688143,67975392,316238628,82509433,65775379
(주)토비스,51360,Dec-12,359367228,95824692,75399054,353091356,93893689,72215177
(주)토비스,51360,Dec-13,481225127,110802826,79105941,472790800,108068426,75190936
(주)토비스,51360,Dec-14,609521052,186388454,122482872,606232602,184581583,122364767
(주)토비스,51360,Dec-15,462830228,133565964,80737481,463196078,133304105,61776477
(주)토비스,51360,Dec-16,454454017,185271712,132083930,455566497,185840392,115170993
(주)토비스,51360,Dec-17,522718329,165596398,98131456,523988615,161597465,72282415
(주)토비스,51360,Dec-18,430178783,187361757,113071936,430991035,183168927,86659153
(주)토비스,51360,Dec-19,418881870,181896293,85169860,418056153,177584869,63822561
(주)토탈소프트뱅크,45340,Dec-11,,,,10471414,11147079,3311530
(주)토탈소프트뱅크,45340,Dec-12,,,,10058151,8808702,3032288
(주)토탈소프트뱅크,45340,Dec-13,,,,7784424,5170583,2726446
(주)토탈소프트뱅크,45340,Dec-14,,,,7563215,5040097,1632554
(주)토탈소프트뱅크,45340,Dec-15,,,,6376186,4242599,2138525
(주)토탈소프트뱅크,45340,Dec-16,,,,9419277,5439945,2132027
(주)토탈소프트뱅크,45340,Dec-17,,,,9746423,6029490,2516294
(주)토탈소프트뱅크,45340,Dec-18,,,,11629588,9746600,4247042
(주)토탈소프트뱅크,45340,Dec-19,,,,11817222,11123158,3876760
(주)톱텍,108230,Dec-11,,,,200897503,83037493,40250427
(주)톱텍,108230,Dec-12,148319631,96832145,55161156,148319631,96852216,54887941
(주)톱텍,108230,Dec-13,227094225,153939119,78847046,234597779,149846643,78324637
(주)톱텍,108230,Dec-14,164711685,127091815,86527930,171669358,128271616,82788065
(주)톱텍,108230,Dec-15,230553626,130867715,55331638,228833299,137018067,51658070
(주)톱텍,108230,Dec-16,392662456,376689307,269666824,387475224,385721551,263269282
(주)톱텍,108230,Dec-17,1138438650,350687950,109316844,1136587156,353368618,104540220
(주)톱텍,108230,Dec-18,308791516,284796132,43622028,286184621,276499722,36537169
(주)톱텍,108230,Dec-19,167160373,275113836,107059072,165493724,293913077,75520786
(주)투비소프트,79970,Dec-11,,,,22763586,14734887,5014038
(주)투비소프트,79970,Dec-12,28815346,17079118,4679907,28414902,16788109,4370387
(주)투비소프트,79970,Dec-13,29101197,25362978,5256907,28473623,19871935,5024867
(주)투비소프트,79970,Dec-14,31509878,18208881,5938005,25984496,16017501,3982737
(주)투비소프트,79970,Dec-15,31922860,19379146,6442632,27488534,16934913,4176746
(주)투비소프트,79970,Dec-16,39181813,34492673,37046566,34807407,32574205,35460816
(주)투비소프트,79970,Dec-17,39454565,30265848,49331342,30895429,22689810,40362833
(주)투비소프트,79970,Dec-18,53924737,49221824,35559398,33622689,39241217,24865958
(주)투비소프트,79970,Dec-19,40782024,42693791,37551174,35972724,37681124,29701858
(주)트루윈,105550,Dec-14,,,,36178841,25761233,12364055
(주)트루윈,105550,Dec-15,,,,32165136,19636619,18350866
(주)트루윈,105550,Dec-16,,,,33228923,25853849,36047698
(주)트루윈,105550,Dec-17,,,,35388139,22447712,32009304
(주)트루윈,105550,Dec-18,,,,33647588,12948984,23283141
(주)트루윈,105550,Dec-19,,,,29558743,19486842,25017037
(주)특수건설,26150,Dec-11,,,,113324551,67822103,43945651
(주)특수건설,26150,Dec-12,,,,145122030,84382488,61083288
(주)특수건설,26150,Dec-13,,,,167277059,91273589,72211082
(주)특수건설,26150,Dec-14,,,,153537574,85107145,56999431
(주)특수건설,26150,Dec-15,,,,149042834,78260432,48659485
(주)특수건설,26150,Dec-16,,,,138116060,82232129,43521311
(주)특수건설,26150,Dec-17,131132091,88022526,38801667,128027954,86308195,37131804
(주)특수건설,26150,Dec-18,186200582,107742043,47844116,168210145,102989601,43478711
(주)특수건설,26150,Dec-19,193202917,103793717,61042811,182821495,100901564,58467517
(주)티라유텍,322180,Dec-19,,,,28539531,22242797,4341326
(주)티로보틱스,117730,Dec-18,66524525,43532667,22879490,67518871,43484707,22867828
(주)티로보틱스,117730,Dec-19,51553281,41144143,24050525,52360467,40356226,22790240
(주)티비씨,33830,Dec-11,37600065,66637508,7950809,37073824,65805631,7825245
(주)티비씨,33830,Dec-12,36927962,70489435,5109316,36264741,69812632,5088732
(주)티비씨,33830,Dec-13,33499370,71140026,4149736,33499370,70359861,4150880
(주)티비씨,33830,Dec-14,35232833,75582202,4650971,35232833,74785185,4654307
(주)티비씨,33830,Dec-15,41125286,74008436,6435840,40871385,73232667,6386658
(주)티비씨,33830,Dec-16,38827003,77631798,7849449,38513717,76872222,7817511
(주)티비씨,33830,Dec-17,42211580,83909721,9247360,41921451,83360377,9219150
(주)티비씨,33830,Dec-18,40608939,86336481,9387977,40359498,85769378,9366859
(주)티비씨,33830,Dec-19,49281263,89522206,9740617,49031092,88912316,9737864
(주)티비에이치글로벌,84870,Dec-11,471634836,277474685,207706997,181462213,125188199,94242519
(주)티비에이치글로벌,84870,Dec-12,521060092,280584396,135502447,173470827,96268066,68532082
(주)티비에이치글로벌,84870,Dec-13,555207099,300128199,105853478,166970170,90798146,55433337
(주)티비에이치글로벌,84870,Dec-14,549843829,343810454,124645024,146244923,96807179,54741291
(주)티비에이치글로벌,84870,Dec-15,632110049,401399588,157230047,128501368,84596576,49377210
(주)티비에이치글로벌,84870,Dec-16,722249786,393429096,154975677,158895899,88437590,72248432
(주)티비에이치글로벌,84870,Dec-17,694474511,397819815,293848522,180047261,93126320,145984535
(주)티비에이치글로벌,84870,Dec-18,,,,208807277,88731786,61058409
(주)티비에이치글로벌,84870,Dec-19,,,,210778625,87177279,50089931
(주)티사이언티픽,57680,Dec-11,,,,10719098,8800652,3723815
(주)티사이언티픽,57680,Dec-12,,,,9688822,10257769,5538417
(주)티사이언티픽,57680,Dec-13,8662180,9496116,9289376,8662180,7720882,8629015
(주)티사이언티픽,57680,Dec-14,,,,25144567,9476639,6621592
(주)티사이언티픽,57680,Dec-15,37020529,11781356,6134355,37020529,11284724,6130855
(주)티사이언티픽,57680,Dec-16,29775243,11133489,7254293,29775243,10031370,7133302
(주)티사이언티픽,57680,Dec-17,,,,44382402,25208360,26733232
(주)티사이언티픽,57680,Dec-18,,,,5213668,45370920,38536650
(주)티사이언티픽,57680,Dec-19,,,,7690404,13706854,23352814
(주)티씨케이,64760,Dec-11,,,,59442486,34176572,12109072
(주)티씨케이,64760,Dec-12,,,,48811038,32109975,6185504
(주)티씨케이,64760,Dec-13,,,,35055732,34441484,3812729
(주)티씨케이,64760,Dec-14,,,,45221490,49401276,7073539
(주)티씨케이,64760,Dec-15,,,,61929728,57057592,8697394
(주)티씨케이,64760,Dec-16,,,,89446645,66590593,17229128
(주)티씨케이,64760,Dec-17,,,,130310060,100857127,22814803
(주)티씨케이,64760,Dec-18,,,,170518830,144054240,29464497
(주)티씨케이,64760,Dec-19,,,,171378814,155024996,29769168
(주)티앤알바이오팹,246710,Dec-18,,,,974315,30141010,302444
(주)티앤알바이오팹,246710,Dec-19,,,,1287126,22877002,899495
(주)티에스넥스젠,43220,Dec-11,,,,25509487,7172993,3952365
(주)티에스넥스젠,43220,Dec-12,,,,3513154,5311151,4291948
(주)티에스넥스젠,43220,Dec-13,,,,15274093,12859114,3289796
(주)티에스넥스젠,43220,Dec-14,17706854,15122667,16619668,17731354,19177675,12278794
(주)티에스넥스젠,43220,Dec-15,18479203,12020234,15483239,14425574,10983435,13581908
(주)티에스넥스젠,43220,Dec-16,32850567,52489593,48473803,18536385,20905129,26203365
(주)티에스넥스젠,43220,Dec-17,37440454,27406384,27207596,23192844,23688262,21424463
(주)티에스넥스젠,43220,Dec-18,39527527,24356705,28402591,27959282,20791142,22492047
(주)티에스넥스젠,43220,Dec-19,42661536,30269723,18674587,32394970,27207580,12971007
(주)티에스이,131290,Dec-11,132771090,74185353,37033006,100975654,59178816,14904462
(주)티에스이,131290,Dec-12,99437986,63739871,30321764,62746280,46277360,6861948
(주)티에스이,131290,Dec-13,110666845,73226344,31197122,74874934,55259431,10260750
(주)티에스이,131290,Dec-14,145648441,87007076,34517236,105755004,68709166,14001675
(주)티에스이,131290,Dec-15,132224417,98893776,32457934,81413248,58153632,9367355
(주)티에스이,131290,Dec-16,126712203,90092354,37767554,61654193,45092937,9271764
(주)티에스이,131290,Dec-17,185749435,94516771,32323991,101235629,55206741,10295888
(주)티에스이,131290,Dec-18,184431173,112750640,37730709,107150369,68833392,15494815
(주)티에스이,131290,Dec-19,191490314,133002243,56185159,114955821,79034512,23008922
(주)티에스트릴리온,317240,Dec-19,,,,,,
(주)티에이치엔,19180,Dec-11,146087670,45802162,77833474,138565321,42177414,73067753
(주)티에이치엔,19180,Dec-12,162925090,65602265,112855251,166347384,60377352,99898449
(주)티에이치엔,19180,Dec-13,225496090,74913819,148370998,190518114,84615383,111409040
(주)티에이치엔,19180,Dec-14,229346898,79431393,157248050,179696159,102085325,119785862
(주)티에이치엔,19180,Dec-15,276197806,100201212,136862601,240960633,124166966,106962514
(주)티에이치엔,19180,Dec-16,293815684,95443115,127209503,258025320,109277060,112993469
(주)티에이치엔,19180,Dec-17,312716520,97727056,137651144,263401715,107425945,121037596
(주)티에이치엔,19180,Dec-18,372768605,110405243,137686235,331053733,129426177,127655394
(주)티에이치엔,19180,Dec-19,402190764,138230047,147829586,356789121,127059195,133615474
(주)티엘아이,62860,Dec-11,117886986,59379307,61425516,52328977,51992847,7683259
(주)티엘아이,62860,Dec-12,129817683,56614949,67454425,64400824,43466487,20524946
(주)티엘아이,62860,Dec-13,115998945,62784446,50213996,67278651,50256462,8867973
(주)티엘아이,62860,Dec-14,133379534,66531807,57592658,85727352,51311448,13555340
(주)티엘아이,62860,Dec-15,132750768,68102256,50213611,88281306,54931629,11137179
(주)티엘아이,62860,Dec-16,77429304,72374912,10154316,72365334,65016348,9690468
(주)티엘아이,62860,Dec-17,67241628,54956490,8905373,63190870,48728902,8513207
(주)티엘아이,62860,Dec-18,48492103,31789398,8293706,45356294,25903287,7968512
(주)티엘아이,62860,Dec-19,41981841,29407232,3782802,38672133,23023862,3381840
(주)티움바이오,321550,Dec-19,,,,1113000,90437602,958276
(주)티웨이항공,91810,Dec-18,731788991,324987356,173045154,731917177,324237041,173317269
(주)티웨이항공,91810,Dec-19,810449906,258938058,260999859,810637178,257074029,261059447
(주)티웨이홀딩스,4870,Dec-11,,,,8879012,3528822,12288675
(주)티웨이홀딩스,4870,Dec-12,,,,7273315,7639589,3620424
(주)티웨이홀딩스,4870,Dec-13,132566061,13969633,25974187,6709514,7620409,4385723
(주)티웨이홀딩스,4870,Dec-14,236206014,40951189,37711039,17752275,24974960,4417322
(주)티웨이홀딩스,4870,Dec-15,288870360,55090132,75006557,21988238,24274185,17777591
(주)티웨이홀딩스,4870,Dec-16,411870541,74900844,107789462,29114533,30315617,23150616
(주)티웨이홀딩스,4870,Dec-17,612787407,182869734,179830575,28755176,26457694,14161591
(주)티웨이홀딩스,4870,Dec-18,737489328,341039713,177029898,5700337,16052357,3984744
(주)티웨이홀딩스,4870,Dec-19,817530537,273680614,262567594,7080631,14742556,1567735
(주)티케이케미칼,104480,Dec-11,1007351548,325766701,388156651,1000564178,224471800,243844070
(주)티케이케미칼,104480,Dec-12,,,,852763702,193956057,231809257
(주)티케이케미칼,104480,Dec-13,,,,848025474,159010189,293259907
(주)티케이케미칼,104480,Dec-14,,,,808487120,216633497,321678430
(주)티케이케미칼,104480,Dec-15,,,,658977656,213009799,264176771
(주)티케이케미칼,104480,Dec-16,,,,612392890,228367021,307660118
(주)티케이케미칼,104480,Dec-17,,,,714390502,226672043,292418234
(주)티케이케미칼,104480,Dec-18,,,,789034201,250855552,347809781
(주)티케이케미칼,104480,Dec-19,620804114,213903802,311011385,612702078,208955830,308378907
(주)티플랙스,81150,Dec-11,138460771,73973575,44889035,138191727,70881807,44389319
(주)티플랙스,81150,Dec-12,121333472,68703476,38140440,118863955,65632487,37963941
(주)티플랙스,81150,Dec-13,109769137,76392441,44304538,108475891,72825611,43707780
(주)티플랙스,81150,Dec-14,102754411,61291198,28985502,100664742,57171161,28813359
(주)티플랙스,81150,Dec-15,93233989,56540051,24146848,92088256,52613393,23504731
(주)티플랙스,81150,Dec-16,,,,100401651,61808152,27409236
(주)티플랙스,81150,Dec-17,,,,117694298,68340219,30027154
(주)티플랙스,81150,Dec-18,,,,121665673,67806647,31478962
(주)티플랙스,81150,Dec-19,,,,131217033,71141569,35700228
(주)티피씨,130740,Dec-11,,,,43591439,26708996,7789787
(주)티피씨,130740,Dec-12,,,,44568189,23702063,9695244
(주)티피씨,130740,Dec-13,,,,44500080,26558957,11542720
(주)티피씨,130740,Dec-14,,,,49314279,26847250,12606900
(주)티피씨,130740,Dec-15,,,,50815110,28448683,9732194
(주)티피씨,130740,Dec-16,54390115,37138902,27310259,50731367,31453863,24877041
(주)티피씨,130740,Dec-17,51592715,26461077,29510448,45175625,23338917,28411091
(주)티피씨,130740,Dec-18,78436414,60789932,51974144,46243067,29060828,30165383
(주)티피씨,130740,Dec-19,84685070,55463528,42378067,41688505,22796984,29621158
(주)티피씨메카트로닉스,48770,Jun-11,85580776,46943263,34209733,73093769,37616700,26744390
(주)티피씨메카트로닉스,48770,Jun-12,76882299,44207160,35840631,63842912,36022860,27306975
(주)티피씨메카트로닉스,48770,Jun-13,79376433,49188841,41543433,64891281,42248851,31609583
(주)티피씨메카트로닉스,48770,Dec-14,78617990,52752612,43507172,64539548,45333863,35383162
(주)티피씨메카트로닉스,48770,Dec-15,86740197,58432127,49258052,74243663,48604677,39762860
(주)티피씨메카트로닉스,48770,Dec-16,92337671,56505939,55731892,74444535,43339521,44832857
(주)티피씨메카트로닉스,48770,Dec-17,101897097,55435560,51575918,86574975,44641339,43823650
(주)티피씨메카트로닉스,48770,Dec-18,104628102,74572333,52871760,80418607,60042172,42403372
(주)티피씨메카트로닉스,48770,Dec-19,101092281,68927479,61496750,79264294,54625722,51087769
(주)파나진,46210,Dec-11,41453442,24168331,14718352,40731377,24155090,13723743
(주)파나진,46210,Dec-12,,,,28641189,7902711,4597499
(주)파나진,46210,Dec-13,,,,4216038,11275200,15141598
(주)파나진,46210,Dec-14,,,,5011385,10626775,7048613
(주)파나진,46210,Dec-15,,,,5920043,11757826,7854913
(주)파나진,46210,Dec-16,,,,6961089,17408217,10866794
(주)파나진,46210,Dec-17,,,,7394731,15208435,6980028
(주)파나진,46210,Dec-18,,,,7703747,13234149,6736301
(주)파나진,46210,Dec-19,,,,7950193,10114103,488824
(주)파라다이스,34230,Dec-11,373999219,276406177,120308435,358251746,245338643,103877500
(주)파라다이스,34230,Dec-12,518513911,348593222,216911851,401798843,194480208,123866998
(주)파라다이스,34230,Dec-13,639358241,378038820,247916962,491178874,230249714,149252914
(주)파라다이스,34230,Dec-14,676154687,705068147,334753282,490022427,389059651,219778041
(주)파라다이스,34230,Dec-15,615357061,698108662,239598925,444511022,234896887,153268646
(주)파라다이스,34230,Dec-16,694856269,491982014,289949145,520751140,187414979,169478994
(주)파라다이스,34230,Dec-17,668041930,344658525,252631887,391971788,130474265,124162738
(주)파라다이스,34230,Dec-18,787616484,327545212,421768555,403766411,162403527,184024309
(주)파라다이스,34230,Dec-19,979432909,532195710,632416773,424588401,323966430,326545338
(주)파라텍,33540,Dec-11,114115645,52461061,20538981,112402216,50691791,20396881
(주)파라텍,33540,Dec-12,91358660,47377311,16292520,89929255,44900127,15754766
(주)파라텍,33540,Dec-13,108660143,58356805,22534172,106588578,54519118,21309717
(주)파라텍,33540,Dec-14,132087754,71834229,36175853,130527979,54741562,22184213
(주)파라텍,33540,Dec-15,148169203,68161810,25197482,147846422,67962146,25107918
(주)파라텍,33540,Dec-16,226852268,109149076,61430782,226669028,109160738,61373065
