회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),유동부채(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별),유동부채(IFRS개별)
(주)엘에스네트웍스,680,Dec-14,951010673,433711852,519877555,845738726,410012559,506410405
(주)엘에스네트웍스,680,Dec-15,810130161,389329292,390337089,691163868,361746453,369592587
(주)엘에스네트웍스,680,Dec-16,487042509,244676781,326626001,335727456,149953407,292500588
(주)엘에스네트웍스,680,Dec-17,443352650,261759827,518851066,235484216,170994451,491416772
(주)엘에스네트웍스,680,Dec-18,445887878,259701337,210475374,205400278,179321303,188140780
(주)엘에스네트웍스,680,Dec-19,402812773,267728910,169990544,217535679,197287378,155784293
(주)엘에프,93050,Dec-11,1439319872,604208696,262782983,1410925338,569949090,235192350
(주)엘에프,93050,Dec-12,1466496900,639692802,198254369,1389652918,600985604,167574275
(주)엘에프,93050,Dec-13,1486052176,732454175,248080020,1416402438,688486453,197662343
(주)엘에프,93050,Dec-14,1460156058,868801961,238452739,1385279237,819809190,175551660
(주)엘에프,93050,Dec-15,1571047846,945950955,275713038,1429859310,870765845,155357017
(주)엘에프,93050,Dec-16,1529296619,1061103896,395208564,1379859089,990842174,256044482
(주)엘에프,93050,Dec-17,1602059905,871862854,334744183,1389250128,766848079,205788062
(주)엘에프,93050,Dec-18,1706682100,970064184,298589620,1414779247,843332482,172722072
(주)엘에프,93050,Dec-19,1851716801,961976492,710019556,1405258777,729996355,218692245
(주)엘엑스세미콘,108320,Dec-11,301486881,244383505,46754350,301277414,235710236,46689707
(주)엘엑스세미콘,108320,Dec-12,472637325,300990901,79232381,472258557,296621006,79220375
(주)엘엑스세미콘,108320,Dec-13,410236860,305353454,69709075,409644506,301989271,69659304
(주)엘엑스세미콘,108320,Dec-14,390705091,336622735,75160566,390690929,336577936,75154789
(주)엘엑스세미콘,108320,Dec-15,535837006,412540991,109674247,535837006,412445508,109727073
(주)엘엑스세미콘,108320,Dec-16,610043215,440498707,100300512,610042626,440305213,100401191
(주)엘엑스세미콘,108320,Dec-17,692761282,497749254,129360440,692756756,496552390,129626588
(주)엘엑스세미콘,108320,Dec-18,791818132,508162893,155223703,791817912,506873236,155610549
(주)엘엑스세미콘,108320,Dec-19,867122050,519232825,144851948,867122050,517493203,145432437
(주)엘엑스인터내셔널,1120,Dec-11,13986834138,3113824021,2801638264,7378209899,1750840998,1559257838
(주)엘엑스인터내셔널,1120,Dec-12,12793756148,2935562557,2423238519,5945490194,1345113313,975449621
(주)엘엑스인터내셔널,1120,Dec-13,12072685790,2799016679,2245307687,5555792618,1150007816,811677858
(주)엘엑스인터내셔널,1120,Dec-14,11372192850,2830186504,2352147332,3776501601,1050957219,755963598
(주)엘엑스인터내셔널,1120,Dec-15,13224458801,3074134953,2589073721,3675879173,876444218,680179398
(주)엘엑스인터내셔널,1120,Dec-16,11966717412,2671936984,2098319719,2828841348,658810351,442215621
(주)엘엑스인터내셔널,1120,Dec-17,12827237444,2554249852,2130330307,2808960467,656716341,633733272
(주)엘엑스인터내셔널,1120,Dec-18,9988224866,2558402868,2167354737,2904286945,640795642,705989656
(주)엘엑스인터내셔널,1120,Dec-19,10530857112,2484044502,2126279483,3080463942,611125954,655476273
(주)엘엑스하우시스,108670,Dec-11,2450105000,1126669000,892666000,2067165000,918606000,630318000
(주)엘엑스하우시스,108670,Dec-12,2451083000,904524000,673687000,2073996000,759710000,451760000
(주)엘엑스하우시스,108670,Dec-13,2676952000,995082000,820309000,2285965000,824162000,576961000
(주)엘엑스하우시스,108670,Dec-14,2825120000,964300000,718249000,2440439000,767735000,460188000
(주)엘엑스하우시스,108670,Dec-15,2768561000,1028180000,712261000,2370082000,803619000,423352000
(주)엘엑스하우시스,108670,Dec-16,2928337000,1051445000,803725000,2490561000,821218000,514335000
(주)엘엑스하우시스,108670,Dec-17,3256451000,1170284000,804673000,2812681000,924828000,529256000
(주)엘엑스하우시스,108670,Dec-18,3266496000,1080876000,736764000,2817733000,839155000,386744000
(주)엘엑스하우시스,108670,Dec-19,3186807000,1022430000,974505000,2710501000,772204000,667276000
(주)엘엠에스,73110,Dec-11,92526620,74210928,43733909,87570749,68994425,36861401
(주)엘엠에스,73110,Dec-12,84113942,71937605,61384899,75102442,71643760,56079048
(주)엘엠에스,73110,Dec-13,111677511,78296514,69341079,103275741,76149415,60699087
(주)엘엠에스,73110,Dec-14,138878415,137737631,118288008,131722477,141730164,110013864
(주)엘엠에스,73110,Dec-15,123425729,121495496,76577864,97736245,130598881,69539835
(주)엘엠에스,73110,Dec-16,113507609,113192857,67698664,92999722,122985914,61511078
(주)엘엠에스,73110,Dec-17,143748592,112801598,78106708,79786450,97267084,67857037
(주)엘엠에스,73110,Dec-18,109393200,113354881,63970359,80278509,106638433,58200121
(주)엘엠에스,73110,Dec-19,163181110,151111739,102051499,145464657,137915876,91200328
(주)엘오티베큠,83310,Dec-11,66656320,34469439,10643421,65636334,34435458,10659821
(주)엘오티베큠,83310,Dec-12,72619688,27455975,7406537,70454279,27326204,7568896
(주)엘오티베큠,83310,Dec-13,83757931,37884516,14193226,83001756,36262493,13489642
(주)엘오티베큠,83310,Dec-14,88475695,43350285,17321766,89031946,42814238,16719010
(주)엘오티베큠,83310,Dec-15,123883585,36912660,13959011,127417427,39906706,13402326
(주)엘오티베큠,83310,Dec-16,124058524,54863412,27558213,121033850,55212915,25765258
(주)엘오티베큠,83310,Dec-17,200745090,88877071,29260784,193098291,87080099,28098280
(주)엘오티베큠,83310,Dec-18,169314397,84368015,44348309,159675553,78049878,41959388
(주)엘오티베큠,83310,Dec-19,150245826,103433097,50156584,147403941,95247537,42651602
(주)엘지,3550,Dec-11,10059024000,3043089000,2621422000,589467709,73616046,203291488
(주)엘지,3550,Dec-12,9827154000,3407115000,2425871000,616562921,241573664,135180405
(주)엘지,3550,Dec-13,9799213000,3709672000,2659677000,568046374,340102091,125372969
(주)엘지,3550,Dec-14,9865402000,3851206000,2896801000,575743726,254800031,134994358
(주)엘지,3550,Dec-15,9968190000,4155560000,2712625000,574117000,333349000,134819000
(주)엘지,3550,Dec-16,10725374000,4663115000,3567302000,614003000,351135000,135045000
(주)엘지,3550,Dec-17,11841058000,5367809000,3943608000,714845000,720313000,280068000
(주)엘지,3550,Dec-18,11944790000,4613085000,3039531000,757196000,397618000,145653000
(주)엘지,3550,Dec-19,6575339000,3939057000,2244801000,874672000,826059000,156049000
(주)엘지생활건강,51900,Dec-11,3452434428,766503435,730773322,1995557178,436836051,466848944
(주)엘지생활건강,51900,Dec-12,3896218098,791867399,939863395,2144639679,436271790,698547234
(주)엘지생활건강,51900,Dec-13,4326255199,981074809,981691553,2238174818,570079283,518878987
(주)엘지생활건강,51900,Dec-14,4677009785,1214261405,1035674374,2513352190,813961393,601780594
(주)엘지생활건강,51900,Dec-15,5328492268,1331132647,1159458141,3031336330,788198043,764403594
(주)엘지생활건강,51900,Dec-16,6094059406,1424609791,1146889563,3660952827,773513697,674497929
(주)엘지생활건강,51900,Dec-17,6270463510,1513346104,1244057335,3784444279,950324052,849774782
(주)엘지생활건강,51900,Dec-18,6747536802,1691202854,1358883492,4060157954,944326320,759176531
(주)엘지생활건강,51900,Dec-19,7685424230,2163074841,1771203780,4536975744,1009793904,793017322
(주)엘지유플러스,32640,Dec-11,9185166000,2623232000,3960418000,9180949000,2602720000,3951784000
(주)엘지유플러스,32640,Dec-12,10904634000,2572894000,3537463000,10904831000,2553557000,3534108000
(주)엘지유플러스,32640,Dec-13,11450300000,2697110000,3738134000,11452151000,2668348000,3725199000
(주)엘지유플러스,32640,Dec-14,10999828000,2489853000,3485661000,10984928000,2418217000,3458045000
(주)엘지유플러스,32640,Dec-15,10795218000,2599157000,3354154000,10780359000,2547236000,3327786000
(주)엘지유플러스,32640,Dec-16,11451046000,2619551000,3574394000,11434770000,2579273000,3558835000
(주)엘지유플러스,32640,Dec-17,12279382000,3072986000,3664552000,12261930000,3002606000,3646692000
(주)엘지유플러스,32640,Dec-18,12125051000,4247244000,3832967000,12096778000,4172112000,3822069000
(주)엘지유플러스,32640,Dec-19,12381969000,4805494000,4648853000,12337746000,4458406000,4047947000
(주)엘지헬로비전,37560,Dec-12,890993460,365087252,494594194,774101299,290697062,334503939
(주)엘지헬로비전,37560,Dec-13,1160226581,399709923,419361268,1010490503,342783606,306048087
(주)엘지헬로비전,37560,Dec-14,1270375727,413459124,510338904,1084790253,430356280,411139987
(주)엘지헬로비전,37560,Dec-15,,,,1182612870,373625770,527750453
(주)엘지헬로비전,37560,Dec-16,,,,1100634800,315292034,565112674
(주)엘지헬로비전,37560,Dec-17,,,,1119895014,316263336,361302909
(주)엘지헬로비전,37560,Dec-18,1178041258,333907897,347995195,1171387344,331950083,346848616
(주)엘지헬로비전,37560,Dec-19,1112180459,332331898,582920876,1108351145,330887963,581808847
(주)엘지화학,51910,Dec-11,22675593000,7256212000,4723904000,19809874000,6071787000,3833483000
(주)엘지화학,51910,Dec-12,23263019000,7452938000,4338012000,20442790000,6289234000,3394450000
(주)엘지화학,51910,Dec-13,23143612000,8031617000,4597877000,20255935000,6689921000,3286775000
(주)엘지화학,51910,Dec-14,22577830000,8146821000,4809049000,19675975000,6756841000,3738040000
(주)엘지화학,51910,Dec-15,20206583000,8655605000,4798981000,17334109000,7114410000,3412605000
(주)엘지화학,51910,Dec-16,20659296000,9226934000,5446851000,17264845000,6784724000,3138763000
(주)엘지화학,51910,Dec-17,25698014000,11205581000,6644689000,20880236000,8377679000,4458776000
(주)엘지화학,51910,Dec-18,28183013000,12088512000,7273534000,23315318000,8602837000,4320708000
(주)엘지화학,51910,Dec-19,28625042000,11869724000,8941529000,22312561000,8349633000,4976280000
(주)엠게임,58630,Dec-11,50386559,34682775,36635406,44286992,52045834,31074956
(주)엠게임,58630,Dec-12,44965696,27628638,38287044,42894294,45580286,34242047
(주)엠게임,58630,Dec-13,31915987,18827586,46338313,30730297,23633409,43427992
(주)엠게임,58630,Dec-14,30725569,12438247,20826751,29767673,15596354,19371408
(주)엠게임,58630,Dec-15,,,,27807456,8849853,12872689
(주)엠게임,58630,Dec-16,,,,30503898,12275122,9220067
(주)엠게임,58630,Dec-17,,,,27544247,13882372,6891781
(주)엠게임,58630,Dec-18,27118175,14434446,6727987,27301974,14666771,6710547
(주)엠게임,58630,Dec-19,37630626,20152244,4965620,37541897,20917069,4929347
(주)엠디에스테크,86960,Dec-11,70690493,56516635,14774458,61065267,51102546,12700985
(주)엠디에스테크,86960,Dec-12,72716143,69026681,13640584,63491694,64153703,12294857
(주)엠디에스테크,86960,Dec-13,83700753,77292592,19422853,70862013,69636261,14556467
(주)엠디에스테크,86960,Dec-14,105180653,91452366,25474118,84564722,80326277,18648422
(주)엠디에스테크,86960,Dec-15,117801533,99405092,27122240,92750350,86137796,19442656
(주)엠디에스테크,86960,Dec-16,150281101,115320756,38931949,112362709,87478150,29946717
(주)엠디에스테크,86960,Dec-17,148934255,107736771,35907328,110549246,75497064,18453623
(주)엠디에스테크,86960,Dec-18,158945065,121862010,38269532,106962693,86269852,22829441
(주)엠디에스테크,86960,Dec-19,154901982,115528352,36493930,116923000,90894710,28968296
(주)엠씨넥스,97520,Dec-12,170354058,105475330,89616512,159316200,81309756,68034128
(주)엠씨넥스,97520,Dec-13,297244088,121323282,126094796,271771627,105658075,103373232
(주)엠씨넥스,97520,Dec-14,410392827,174261024,181846831,378395423,171755444,157859002
(주)엠씨넥스,97520,Dec-15,502865298,147615090,170062161,421492545,161336334,148458906
(주)엠씨넥스,97520,Dec-16,412481617,157858741,223988776,399262755,198911383,210163813
(주)엠씨넥스,97520,Dec-17,668465044,223687573,286236805,625604516,274190298,252673132
(주)엠씨넥스,97520,Dec-18,696954048,218820927,257405577,627641511,277138129,218770465
(주)엠씨넥스,97520,Dec-19,1267712135,235252266,244810858,1184887089,353381575,195397138
(주)엠아이텍,179290,Dec-18,29599153,41684457,3749445,29599153,41664444,3749445
(주)엠아이텍,179290,Dec-19,32654539,36173329,7801352,32654539,36163329,7801078
(주)엠에스씨,9780,Dec-11,112592896,58377708,71871115,112592832,57952031,71867768
(주)엠에스씨,9780,Dec-12,114903220,49788523,57441961,114908177,49219652,57435587
(주)엠에스씨,9780,Dec-13,127198058,49412567,56823025,127198921,48851841,56796030
(주)엠에스씨,9780,Dec-14,129226165,56131255,61548266,129225567,55635635,61519484
(주)엠에스씨,9780,Dec-15,134818282,55225361,58949532,134818232,54737396,58925818
(주)엠에스씨,9780,Dec-16,135618091,57760413,58909717,135622094,57230598,58889689
(주)엠에스씨,9780,Dec-17,141954747,56734677,57144382,141954747,56256079,57129893
(주)엠에스씨,9780,Dec-18,144605455,62527762,49036617,144605086,62039953,49024851
(주)엠에스씨,9780,Dec-19,149239104,65793512,49660156,149239104,65243664,49652603
(주)엠에스오토텍,123040,Dec-11,316363990,258509594,280654076,142462094,110363731,114768883
(주)엠에스오토텍,123040,Dec-12,329747992,253817116,260350183,166529818,170763074,129537090
(주)엠에스오토텍,123040,Dec-13,676720372,226543293,282619387,355643993,148258475,139600065
(주)엠에스오토텍,123040,Dec-14,803779918,228285061,362959606,316826385,124889691,175498101
(주)엠에스오토텍,123040,Dec-15,864031681,203943110,393320409,310355067,106179041,189484806
(주)엠에스오토텍,123040,Dec-16,747893634,211091103,407119345,222946522,100269983,185755816
(주)엠에스오토텍,123040,Dec-17,704192245,213699877,347882630,203039734,85951932,157716919
(주)엠에스오토텍,123040,Dec-18,891949819,306686556,422680864,245348920,91718021,187755061
(주)엠에스오토텍,123040,Dec-19,1274416674,352012610,619008162,273754814,90790300,225459587
(주)엠투엔,33310,Dec-11,,,,54823395,21803190,50674448
(주)엠투엔,33310,Dec-12,,,,43234047,12941498,31688805
(주)엠투엔,33310,Dec-13,,,,39285920,10015298,23782602
(주)엠투엔,33310,Dec-14,39002935,19936318,28680016,36012093,9782775,24790260
(주)엠투엔,33310,Dec-15,51008316,21092936,26923031,29534779,7511393,21835959
(주)엠투엔,33310,Dec-16,49727413,23350551,29134107,27614935,8390491,23334059
(주)엠투엔,33310,Dec-17,51170397,23045873,27540278,28613061,8080897,22359607
(주)엠투엔,33310,Dec-18,53252622,28125138,31643399,29208004,13514653,25697320
(주)엠투엔,33310,Dec-19,46465722,22177467,28532327,27260839,10103801,24952369
(주)엠플러스,259630,Dec-17,,,,72109584,45266117,21175858
(주)엠플러스,259630,Dec-18,,,,78114604,76520353,38494017
(주)엠플러스,259630,Dec-19,104343607,104637524,86993689,104343607,104605990,86984428
(주)엠피대산,65150,Dec-11,159297346,36566006,61993268,158518374,36238837,59551925
(주)엠피대산,65150,Dec-12,177632560,23861558,46584377,176715324,19968901,46541256
(주)엠피대산,65150,Dec-13,174593729,14822789,37961687,170322935,14538046,37932309
(주)엠피대산,65150,Dec-14,143975989,25606440,33068288,142888725,25246562,33044458
(주)엠피대산,65150,Dec-15,122422450,26252076,48023772,110334442,12943143,45264445
(주)엠피대산,65150,Dec-16,151260360,36527051,58587493,97057714,15049749,55190282
(주)엠피대산,65150,Dec-17,145213359,49618166,51970023,81521073,9705616,46016249
(주)엠피대산,65150,Dec-18,119809794,38990537,23794567,65652118,12069831,21378679
(주)엠피대산,65150,Dec-19,109949106,54652673,48560472,61840102,13321119,28920943
(주)연우,115960,Dec-15,,,,199099179,86461525,33093927
(주)연우,115960,Dec-16,234568387,91432003,33663825,235063011,86886870,33661995
(주)연우,115960,Dec-17,229295328,88536890,49830926,228721520,83949971,47577731
(주)연우,115960,Dec-18,272929163,94773001,44356717,271933167,89845200,40119924
(주)연우,115960,Dec-19,294610114,99808511,60957213,292405059,99957062,51186495
(주)연이비앤티,90740,Dec-11,421092515,90762126,77044916,184756881,35773264,19070567
(주)연이비앤티,90740,Dec-12,372847067,87544327,85137592,193082335,36169975,29467300
(주)연이비앤티,90740,Dec-13,439828561,67976984,65760827,202040903,40145744,28922549
(주)연이비앤티,90740,Dec-14,447270436,126517238,122119689,227675097,47038637,32790720
(주)연이비앤티,90740,Dec-15,456097955,95505496,96025582,191400903,39947732,34874819
(주)연이비앤티,90740,Dec-16,398021215,78629310,74666386,142048778,31136504,23805132
(주)연이비앤티,90740,Dec-17,271957133,62383162,63602146,41892571,19571443,16996736
(주)연이비앤티,90740,Dec-18,287318792,68318319,67304828,11649150,32762400,29245788
(주)연이비앤티,90740,Dec-19,316139182,115510537,107367327,9092417,33440747,31287181
(주)영우디에스피,143540,Dec-14,,,,62547031,29391619,21278533
(주)영우디에스피,143540,Dec-15,,,,57844490,28049637,20275856
(주)영우디에스피,143540,Dec-16,146159358,114599631,82450322,146159358,114481217,82448147
(주)영우디에스피,143540,Dec-17,258081454,133303964,111893531,258081454,132841860,111495057
(주)영우디에스피,143540,Dec-18,146297534,82660242,95145119,145959793,82955822,94523527
(주)영우디에스피,143540,Dec-19,100432751,79519335,85198181,100432751,80017957,84538875
(주)영원무역,111770,Dec-11,990188523,511217602,186732170,998518690,293534038,192078684
(주)영원무역,111770,Dec-12,1059149340,508542728,155197172,1054456979,275098045,181025003
(주)영원무역,111770,Dec-13,1108226794,609354740,142838233,1096209968,350385286,205818057
(주)영원무역,111770,Dec-14,1246335950,686626934,189232869,1140086346,343810958,255792384
(주)영원무역,111770,Dec-15,1584939206,1260846359,439696487,1134904535,453311848,301590238
(주)영원무역,111770,Dec-16,2001607172,1413946625,620770036,1212014124,426831887,391181873
(주)영원무역,111770,Dec-17,2009311225,1277431051,551720664,1237998081,373424258,346526039
(주)영원무역,111770,Dec-18,2101268459,1337081673,469434351,1162756094,361061004,334330078
(주)영원무역,111770,Dec-19,2388266483,1500905529,622883897,1358278805,448333423,379588106
(주)영원무역홀딩스,9970,Dec-11,1405976336,797136396,299182493,45490507,6628802,11085716
(주)영원무역홀딩스,9970,Dec-12,1449208131,751782310,249929309,24765794,3554085,29580042
(주)영원무역홀딩스,9970,Dec-13,1530070464,863042774,221894597,24309551,5043660,22477463
(주)영원무역홀딩스,9970,Dec-14,1644310600,914777447,217634366,27005146,2670539,6028072
(주)영원무역홀딩스,9970,Dec-15,1880488284,1521832617,473706142,18448430,6093462,2323122
(주)영원무역홀딩스,9970,Dec-16,2338014921,1689843605,663872060,14598776,12766559,2659539
(주)영원무역홀딩스,9970,Dec-17,2384765744,1567045180,593115811,13866044,15155929,2008300
(주)영원무역홀딩스,9970,Dec-18,2518695930,1670410639,524348282,18604571,20373178,3711019
(주)영원무역홀딩스,9970,Dec-19,2737959366,1863424719,671234943,25713481,28242855,6003888
(주)영풍,670,Dec-11,1397118394,463764125,316641305,1036692168,340232600,204163748
(주)영풍,670,Dec-12,1608387846,500189890,284018255,1106795683,331762022,136536123
(주)영풍,670,Dec-13,3273760331,922817211,590723103,1054283881,266782384,57980200
(주)영풍,670,Dec-14,2796468604,867411687,488364517,1103441139,289687739,63844004
(주)영풍,670,Dec-15,2615383130,988793393,489923529,1068398876,418661582,98779571
(주)영풍,670,Dec-16,2654083285,1097366088,508220295,1154667772,520457932,106788494
(주)영풍,670,Dec-17,3724854999,1464265662,787959776,1458392216,587666516,154476545
(주)영풍,670,Dec-18,2971432405,1375051138,709998045,1381855682,682191017,226055546
(주)영풍,670,Dec-19,3084133444,1464762876,668480586,1347979588,703273847,201359418
(주)영흥,12160,Dec-11,176454981,102498078,50990319,131608169,73376720,39757104
(주)영흥,12160,Dec-12,197929061,88066269,56972593,131224614,65216108,35318094
(주)영흥,12160,Dec-13,237109737,134018377,89441396,127716068,112514120,70048585
(주)영흥,12160,Dec-14,212199828,133754987,116156154,142851535,112931647,102421127
(주)영흥,12160,Dec-15,208441903,96171371,84330490,146576760,75630831,71310107
(주)영흥,12160,Dec-16,185856007,94197300,85196192,167308685,94162907,86158405
(주)영흥,12160,Dec-17,177429264,99980608,88703878,177010723,100675052,91194447
(주)영흥,12160,Dec-18,196485437,105019334,89954968,183979362,98781483,91583044
(주)영흥,12160,Dec-19,197495229,144875944,97946723,185408512,139460183,96177779
(주)예림당,36000,Dec-11,57816896,27111591,16219224,53787061,23873745,13015842
(주)예림당,36000,Dec-12,51356824,33937639,16469589,47996021,30023280,12935293
(주)예림당,36000,Dec-13,138149161,38199584,48393129,44069278,18852991,18802815
(주)예림당,36000,Dec-14,292494471,62335449,44859290,45662551,16933500,4479014
(주)예림당,36000,Dec-15,319261870,78842130,85879532,25319798,19008374,7563617
(주)예림당,36000,Dec-16,452752394,95686789,114056821,35696333,16131088,5377286
(주)예림당,36000,Dec-17,643302706,205452307,188373158,26373896,19136334,6229722
(주)예림당,36000,Dec-18,761109382,402103611,185715965,22951678,61112159,8734328
(주)예림당,36000,Dec-19,835889331,322094486,265755615,18398297,55062517,3191204
(주)예선테크,250930,Dec-16,,,,,,
(주)예선테크,250930,Dec-17,,,,,,
(주)예선테크,250930,Dec-18,,,,,,
(주)예선테크,250930,Dec-19,58932975,35101558,7526209,25475578,17701157,5638977
(주)예스코홀딩스,15360,Dec-11,1424649735,633130653,528209759,1149324153,426069381,357987482
(주)예스코홀딩스,15360,Dec-12,1452421516,701231207,556536497,1248567305,502753426,389892354
(주)예스코홀딩스,15360,Dec-13,1507227806,678998715,514783588,1309159878,493134318,358014116
(주)예스코홀딩스,15360,Dec-14,1391334170,722374131,562000917,1233260728,531243063,412495856
(주)예스코홀딩스,15360,Dec-15,1200695485,570123974,423668457,1031911582,386745258,263174573
(주)예스코홀딩스,15360,Dec-16,1051315418,494565370,359090539,871291029,379703670,266662366
(주)예스코홀딩스,15360,Dec-17,1115181077,560278869,466234412,901440146,437318205,350018060
(주)예스코홀딩스,15360,Dec-18,1095366215,506323253,432906963,395269905,65215292,86122498
(주)예스코홀딩스,15360,Dec-19,1108191971,692366598,449979904,12600000,54948117,45401490
(주)예스티,122640,Dec-15,,,,70583995,33024766,12610811
(주)예스티,122640,Dec-16,52705412,51321809,32397565,52705412,51140534,32397565
(주)예스티,122640,Dec-17,150431280,77848325,29694599,150431280,77719726,29750642
(주)예스티,122640,Dec-18,92091501,57191824,53329019,92091501,56988557,53361378
(주)예스티,122640,Dec-19,53365358,49062695,42502264,53365358,46835070,37733071
(주)오공,45060,Dec-11,99497738,43736728,34427842,47319110,25735458,21806594
(주)오공,45060,Dec-12,104515751,47164548,34796329,44214299,26985148,20673547
(주)오공,45060,Dec-13,112686132,50976123,42133008,46311452,24934407,24629041
(주)오공,45060,Dec-14,124608695,53222289,48204873,45805832,21350608,24661788
(주)오공,45060,Dec-15,136594358,58880656,48067346,49858840,24767402,21290375
(주)오공,45060,Dec-16,143111532,61925242,48406897,53268689,27357504,21857012
(주)오공,45060,Dec-17,149593867,63916790,47637698,56445230,25797995,22778015
(주)오공,45060,Dec-18,150657894,68343740,44378248,54049935,28629156,19592740
(주)오공,45060,Dec-19,151927490,66485634,38783252,56984478,25567584,16775194
(주)오디텍,80520,Dec-11,74654680,54448793,12652499,73013577,52012458,11496818
(주)오디텍,80520,Dec-12,85229990,63573431,9508507,82535257,59482201,8537501
(주)오디텍,80520,Dec-13,73583568,74709843,7820762,71354186,67693485,6140544
(주)오디텍,80520,Dec-14,60596148,85215593,5888972,57826670,75865723,3881556
(주)오디텍,80520,Dec-15,58771679,92459125,6372395,55931545,81863681,4730494
(주)오디텍,80520,Dec-16,55721751,89997793,7540774,52997662,79808374,5726334
(주)오디텍,80520,Dec-17,48983308,67689034,6067119,44973784,56157404,4041384
(주)오디텍,80520,Dec-18,45225863,52363732,4731663,41466914,42152900,4629360
(주)오디텍,80520,Dec-19,41649157,54287666,4597899,37731934,41810077,4278005
(주)오뚜기,7310,Dec-11,1601340975,415353337,257790680,1513049729,380499716,251004759
(주)오뚜기,7310,Dec-12,1686637585,473188248,313771258,1652592402,429636090,303158744
(주)오뚜기,7310,Dec-13,1728175159,500985629,292086527,1697865048,462960561,278309918
(주)오뚜기,7310,Dec-14,1781728720,555830881,372217200,1745067705,510969035,365482858
(주)오뚜기,7310,Dec-15,1883098975,578381530,337296145,1829762301,535544951,333841083
(주)오뚜기,7310,Dec-16,2010658196,641009080,376081426,1959104904,593485695,368915972
(주)오뚜기,7310,Dec-17,2126150492,676014403,433801754,2050191923,595973315,397323635
(주)오뚜기,7310,Dec-18,2246764231,822591138,521664841,2097129576,656668313,406246401
(주)오뚜기,7310,Dec-19,2359651225,669847030,524803433,2108629851,513514945,410819862
(주)오르비텍,46120,Dec-11,,,,32731290,13365316,4503602
(주)오르비텍,46120,Dec-12,38544757,14386537,6680270,36516649,14224366,6032672
(주)오르비텍,46120,Dec-13,23864548,18507236,22917142,14954785,15699618,20271844
(주)오르비텍,46120,Dec-14,,,,20791755,14348162,8988857
(주)오르비텍,46120,Dec-15,,,,32098342,23041071,14679975
(주)오르비텍,46120,Dec-16,,,,41747970,24485092,7983476
(주)오르비텍,46120,Dec-17,47516202,53894025,25691757,47332946,48980257,25679274
(주)오르비텍,46120,Dec-18,69213196,59650488,45416328,67921225,55325377,45370919
(주)오르비텍,46120,Dec-19,74944341,58514392,50854639,74556580,56963336,50813272
(주)오리엔탈정공,14940,Dec-11,407039310,267748358,481866163,389403693,202206100,277650812
(주)오리엔탈정공,14940,Dec-12,254795775,93728197,107434452,247349591,70415862,119471684
(주)오리엔탈정공,14940,Dec-13,175658587,68305691,50469653,163794152,60563543,43885817
(주)오리엔탈정공,14940,Dec-14,163659053,51263125,52432111,150862832,42326659,45138618
(주)오리엔탈정공,14940,Dec-15,178690825,75026997,147546035,117675144,33040831,41280424
(주)오리엔탈정공,14940,Dec-16,182955369,47452197,119832085,82027963,26654257,27270760
(주)오리엔탈정공,14940,Dec-17,100983082,30646782,102199538,47621915,17499114,21459291
(주)오리엔탈정공,14940,Dec-18,77475080,36607406,105369260,41201091,27915655,23030202
(주)오리엔탈정공,14940,Dec-19,130107247,37960606,102948336,59522470,30078398,19051835
(주)오리엔트정공,65500,Dec-11,,,,23002501,25541874,26192796
(주)오리엔트정공,65500,Dec-12,,,,30406732,19740657,24695854
(주)오리엔트정공,65500,Dec-13,,,,36003959,13698819,26534225
(주)오리엔트정공,65500,Dec-14,,,,46998361,19063610,26229465
(주)오리엔트정공,65500,Dec-15,53726370,13051315,31258655,53726370,10925948,28933664
(주)오리엔트정공,65500,Dec-16,71001875,47122764,43249182,52824038,21668681,20994121
(주)오리엔트정공,65500,Dec-17,97067185,41463708,35038787,61682435,18551091,19301820
(주)오리엔트정공,65500,Dec-18,98179112,55443890,43351217,62891832,36272330,25366139
(주)오리엔트정공,65500,Dec-19,97332735,39477953,45479989,65499093,14298701,28368620
(주)오리온,271560,Dec-17,1117220559,457455365,522974515,399269518,147584934,125572581
(주)오리온,271560,Dec-18,1926947889,569224203,500310519,711901798,159313243,149807072
(주)오리온,271560,Dec-19,2023296057,596321881,464461397,732834534,148580126,232152474
(주)오리온홀딩스,1800,Dec-11,1914267055,899168404,826400617,757148093,184978882,311516342
(주)오리온홀딩스,1800,Dec-12,2368032597,1032286716,856081916,820657451,208302014,223782913
(주)오리온홀딩스,1800,Dec-13,2485195930,1068394009,1101292163,792163680,171657491,274443388
(주)오리온홀딩스,1800,Dec-14,2463037805,1028621104,863500813,751706999,169560141,208596550
(주)오리온홀딩스,1800,Dec-15,2382377301,961680643,742270576,707437986,168907885,226096137
(주)오리온홀딩스,1800,Dec-16,2386269282,780342751,872387863,679379953,197287271,347567772
(주)오리온홀딩스,1800,Dec-17,112748278,698562536,588775801,13596540,30652864,3874568
(주)오리온홀딩스,1800,Dec-18,1997682828,803190611,543033402,26308919,26766249,7891664
(주)오리온홀딩스,1800,Dec-19,2103591289,760826108,495404877,28973423,6542064,14736741
(주)오리콤,10470,Dec-11,104216744,67757993,45952133,98285803,65308019,44467181
(주)오리콤,10470,Dec-12,112494057,92693572,66304537,108574328,90920264,65482858
