회사명,거래소코드,회계년도,유동자산(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),자산(IFRS개별)
(주)비보존헬스케어,82800,Dec-17,,,27949852,36404550
(주)비보존헬스케어,82800,Dec-18,,,50061192,100651862
(주)비보존헬스케어,82800,Dec-19,145512428,164654060,144625009,163766641
(주)비비안,2070,Dec-11,140946850,213103309,107371893,193225448
(주)비비안,2070,Dec-12,130238998,224383182,98256054,209548271
(주)비비안,2070,Dec-13,124906981,220434779,95390669,201654096
(주)비비안,2070,Dec-14,106741554,194159988,81393770,180345712
(주)비비안,2070,Dec-15,107430808,178009474,84436064,167532101
(주)비비안,2070,Dec-16,89647835,164439473,66413067,154656352
(주)비비안,2070,Dec-17,82819102,149155487,61622683,137233021
(주)비비안,2070,Dec-18,79219702,141137610,58847599,127750313
(주)비비안,2070,Dec-19,70253376,133298819,55600798,126177978
(주)비상교육,100220,Dec-11,96851456,179673049,84691172,170806016
(주)비상교육,100220,Dec-12,109200011,212784851,100345420,202050130
(주)비상교육,100220,Dec-13,105563041,245904050,106937454,245502198
(주)비상교육,100220,Dec-14,127237382,245737968,128664967,248346485
(주)비상교육,100220,Dec-15,118150702,235171219,122842021,239760896
(주)비상교육,100220,Dec-16,115077842,239728294,111909705,240285409
(주)비상교육,100220,Dec-17,126349185,256314376,115413484,247454917
(주)비상교육,100220,Dec-18,117397819,254277215,111945302,250292905
(주)비상교육,100220,Dec-19,149287849,286170370,135922663,284157219
(주)비씨월드제약,200780,Dec-14,,,50577915,74835090
(주)비씨월드제약,200780,Dec-15,,,30315076,79356291
(주)비씨월드제약,200780,Dec-16,,,35505818,96420404
(주)비씨월드제약,200780,Dec-17,40947707,118341155,40903286,115753386
(주)비씨월드제약,200780,Dec-18,42945827,158379185,39496075,128651231
(주)비씨월드제약,200780,Dec-19,33845690,162170556,32289799,129191709
(주)비아트론,141000,Dec-12,,,55161295,70611447
(주)비아트론,141000,Dec-13,,,39658507,85159194
(주)비아트론,141000,Dec-14,,,55719620,80349029
(주)비아트론,141000,Dec-15,,,56341711,81271055
(주)비아트론,141000,Dec-16,103996003,128427623,99016973,128363510
(주)비아트론,141000,Dec-17,113399274,139163928,106463764,139436980
(주)비아트론,141000,Dec-18,125242524,155072728,119968058,155444630
(주)비아트론,141000,Dec-19,92029540,149710472,87945762,149896945
(주)비에이치,90460,Dec-11,73208121,148010999,65380109,129026867
(주)비에이치,90460,Dec-12,97247618,181616994,92704992,160819996
(주)비에이치,90460,Dec-13,107442415,230979545,91531045,203389206
(주)비에이치,90460,Dec-14,119858262,263922061,108180243,244563608
(주)비에이치,90460,Dec-15,178385705,331915735,156629809,297030104
(주)비에이치,90460,Dec-16,154353070,310622425,148102876,285221965
(주)비에이치,90460,Dec-17,336138925,519806002,297934978,425896755
(주)비에이치,90460,Dec-18,242169817,469756138,250920261,385959785
(주)비에이치,90460,Dec-19,232725404,477943796,248435015,375115601
(주)비엔지티,32790,Dec-11,26439092,47374675,27757234,42566266
(주)비엔지티,32790,Dec-12,28290807,49755270,14232627,26964683
(주)비엔지티,32790,Dec-13,26559412,41095950,10966339,21189740
(주)비엔지티,32790,Dec-14,20871088,31079658,7487239,14098029
(주)비엔지티,32790,Dec-15,20671085,27260643,9208811,17339049
(주)비엔지티,32790,Dec-16,15177297,29433181,6807865,20712453
(주)비엔지티,32790,Dec-17,19065052,35990574,11226064,27941311
(주)비엔지티,32790,Dec-18,31103975,52079043,24833463,46225348
(주)비엔지티,32790,Dec-19,20872424,41822337,13003619,34683547
(주)비엘,142760,Dec-16,,,17670630,21612556
(주)비엘,142760,Dec-17,30907007,37575817,30816587,37560196
(주)비엘,142760,Dec-18,69232528,153290616,17585781,86546207
(주)비엘,142760,Dec-19,66552062,148113572,14888281,83609474
(주)비엘팜텍,65170,Dec-11,32999280,75112472,15669940,37263478
(주)비엘팜텍,65170,Dec-12,32874298,71220042,16079721,35069398
(주)비엘팜텍,65170,Dec-13,21763023,65427439,18731940,39161588
(주)비엘팜텍,65170,Dec-14,21977863,65770124,11926193,41685898
(주)비엘팜텍,65170,Dec-15,21475442,63196017,9354817,39295912
(주)비엘팜텍,65170,Dec-16,30072810,73386439,16685137,47956951
(주)비엘팜텍,65170,Dec-17,23995466,68244814,11444057,43731688
(주)비엘팜텍,65170,Dec-18,57288990,103882690,37208152,73946349
(주)비엘팜텍,65170,Dec-19,40276739,89113254,30667415,62066019
(주)비엠티,86670,Dec-11,36583052,72873902,35212452,67667544
(주)비엠티,86670,Dec-12,36726687,72452287,36828420,69113770
(주)비엠티,86670,Dec-13,53782456,93167225,55115999,91048101
(주)비엠티,86670,Dec-14,54788664,96611903,56914307,94565699
(주)비엠티,86670,Dec-15,53673087,94423945,56311235,93111687
(주)비엠티,86670,Dec-16,54122825,94337401,57163751,93776763
(주)비엠티,86670,Dec-17,53966084,97251592,53884149,97143015
(주)비엠티,86670,Dec-18,63640168,110016675,63576069,110096491
(주)비엠티,86670,Dec-19,70169687,117489334,70156974,117691092
(주)비올,335890,Dec-19,,,,
(주)비와이씨,1460,Dec-11,147605717,477929172,144549242,479531981
(주)비와이씨,1460,Dec-12,143410428,505456934,140891466,502208011
(주)비와이씨,1460,Dec-13,76641710,525157538,75909789,526385377
(주)비와이씨,1460,Dec-14,82095340,608388101,82852175,609987349
(주)비와이씨,1460,Dec-15,91849038,691464609,92308773,694207408
(주)비와이씨,1460,Dec-16,118647018,733018518,111545316,722070199
(주)비와이씨,1460,Dec-17,112685946,745823200,116398038,738219700
(주)비와이씨,1460,Dec-18,89810780,738431267,92652509,727890891
(주)비와이씨,1460,Dec-19,118321886,693882853,115474537,677538544
(주)비즈니스온커뮤니케이션,138580,Dec-17,,,33774606,35900984
(주)비즈니스온커뮤니케이션,138580,Dec-18,,,37039298,39787118
(주)비즈니스온커뮤니케이션,138580,Dec-19,,,59382579,64059044
(주)비지에프,27410,Dec-14,723119335,1338474144,639065378,1183774828
(주)비지에프,27410,Dec-15,947568412,1621622006,785728685,1460200504
(주)비지에프,27410,Dec-16,983439971,1917601300,839170161,1707548342
(주)비지에프,27410,Dec-17,438201259,858118605,399742549,699735805
(주)비지에프,27410,Dec-18,315224626,1624874724,253609484,1487846481
(주)비지에프,27410,Dec-19,319699377,1657381460,248134719,1488637056
(주)비지에프리테일,282330,Dec-17,566642690,1277349524,525639764,1231046501
(주)비지에프리테일,282330,Dec-18,696072311,1482568537,670057644,1435845971
(주)비지에프리테일,282330,Dec-19,744140652,2172410900,722518247,2114202246
(주)비츠로셀,82920,Mar-11,,,33278383,52381187
(주)비츠로셀,82920,Mar-12,,,34768400,58464269
(주)비츠로셀,82920,Mar-13,32311519,68636471,32112047,68479182
(주)비츠로셀,82920,Mar-14,33782862,76331779,33846246,76491251
(주)비츠로셀,82920,Jun-15,48392825,97993820,49004352,98777317
(주)비츠로셀,82920,Jun-16,59751110,113890700,60832966,115181850
(주)비츠로셀,82920,Jun-17,91101285,120833372,91500480,121524286
(주)비츠로셀,82920,Dec-18,51947168,145252937,52400031,146009162
(주)비츠로셀,82920,Dec-19,72077281,163957502,71448565,163352810
(주)비츠로시스,54220,Mar-11,62268944,95692059,61615531,95697544
(주)비츠로시스,54220,Mar-12,79196297,112581157,78636629,112586037
(주)비츠로시스,54220,Mar-13,70033557,136641049,69561294,136894294
(주)비츠로시스,54220,Mar-14,68731459,138951650,68005104,140460341
(주)비츠로시스,54220,Mar-15,67815803,143268771,67346426,142819739
(주)비츠로시스,54220,Mar-16,,,54413656,114682434
(주)비츠로시스,54220,Mar-17,,,54464240,123239221
(주)비츠로시스,54220,Mar-18,,,46852663,107177481
(주)비츠로시스,54220,Mar-19,,,5389334,18700996
(주)비츠로테크,42370,Mar-11,41119637,78979703,38579242,75943848
(주)비츠로테크,42370,Mar-12,46974678,86873008,41789627,81133628
(주)비츠로테크,42370,Mar-13,,,49363817,91326941
(주)비츠로테크,42370,Mar-14,,,47044413,89285060
(주)비츠로테크,42370,Jun-15,,,53825677,104292070
(주)비츠로테크,42370,Jun-16,,,45116911,98896312
(주)비츠로테크,42370,Jun-17,160960574,279729096,21032552,122983215
(주)비츠로테크,42370,Jun-18,136540404,321189574,13574501,113913549
(주)비츠로테크,42370,Dec-19,159338250,367544313,16994021,116863287
(주)비케이홀딩스,50090,Dec-11,59037965,118073226,57924907,117847082
(주)비케이홀딩스,50090,Dec-12,22991603,109056458,19583987,122631076
(주)비케이홀딩스,50090,Dec-13,21501351,101309981,18175579,117543814
(주)비케이홀딩스,50090,Dec-14,29048369,80636989,25726106,98164952
(주)비케이홀딩스,50090,Dec-15,,,5062429,53622702
(주)비케이홀딩스,50090,Dec-16,,,14513886,51934968
(주)비케이홀딩스,50090,Dec-17,,,9199983,44139463
(주)비케이홀딩스,50090,Dec-18,25386015,33553804,25580112,33215957
(주)비케이홀딩스,50090,Dec-19,35834666,44270690,35417797,43938679
(주)비투엔,307870,Dec-18,,,,
(주)비투엔,307870,Dec-19,,,,
(주)비트컴퓨터,32850,Dec-11,21470700,54412502,21088944,54388719
(주)비트컴퓨터,32850,Dec-12,20300631,54048278,19954428,53813179
(주)비트컴퓨터,32850,Dec-13,22937865,54770874,22642729,54541626
(주)비트컴퓨터,32850,Dec-14,20764949,51425741,20500870,51225590
(주)비트컴퓨터,32850,Dec-15,18491601,50024322,18230690,49826548
(주)비트컴퓨터,32850,Dec-16,18168724,52225052,17864567,52103523
(주)비트컴퓨터,32850,Dec-17,19011462,53636156,18764301,53486604
(주)비트컴퓨터,32850,Dec-18,19560300,56060862,19374203,55971073
(주)비트컴퓨터,32850,Dec-19,22834483,62486547,22705119,61549147
(주)비피도,238200,Dec-18,,,34064604,46741371
(주)비피도,238200,Dec-19,18137702,48243898,18030160,48239213
(주)빅솔론,93190,Dec-11,54297944,73343957,52058744,72044755
(주)빅솔론,93190,Dec-12,61474043,81851062,59592164,80244697
(주)빅솔론,93190,Dec-13,76867884,100188806,72487028,96163345
(주)빅솔론,93190,Dec-14,85705442,111160231,83211373,109179177
(주)빅솔론,93190,Dec-15,89964541,127872053,71017702,125463397
(주)빅솔론,93190,Dec-16,84559866,137330614,68445689,132426363
(주)빅솔론,93190,Dec-17,120196008,161585816,108024934,150262382
(주)빅솔론,93190,Dec-18,127204824,162918104,117524326,155370335
(주)빅솔론,93190,Dec-19,120064908,164097769,113854448,159183608
(주)빅텍,65450,Dec-11,,,23931205,47456982
(주)빅텍,65450,Dec-12,,,18537473,41638189
(주)빅텍,65450,Dec-13,,,21230160,46190328
(주)빅텍,65450,Dec-14,,,21268429,50729063
(주)빅텍,65450,Dec-15,,,19855330,58845864
(주)빅텍,65450,Dec-16,,,23980956,61832806
(주)빅텍,65450,Dec-17,,,23440578,61861299
(주)빅텍,65450,Dec-18,,,29691947,66300861
(주)빅텍,65450,Dec-19,,,58507577,93617772
(주)빙그레,5180,Dec-11,261837324,493949047,255356410,491620453
(주)빙그레,5180,Dec-12,301785551,545632463,295435010,542967569
(주)빙그레,5180,Dec-13,300757698,564293685,293489624,561401086
(주)빙그레,5180,Dec-14,311550729,578852362,308986536,578496730
(주)빙그레,5180,Dec-15,320179494,616988522,318003229,616351609
(주)빙그레,5180,Dec-16,346249738,623750932,340884762,622118009
(주)빙그레,5180,Dec-17,362178313,635622607,355056895,632229308
(주)빙그레,5180,Dec-18,385844009,653929093,377205291,648465581
(주)빙그레,5180,Dec-19,405145893,684922782,391782301,677017157
(주)사람인에이치알,143240,Dec-12,,,27827882,37418348
(주)사람인에이치알,143240,Dec-13,,,55868038,66650097
(주)사람인에이치알,143240,Dec-14,49175095,66036602,49159608,65966794
(주)사람인에이치알,143240,Dec-15,,,22695962,72172003
(주)사람인에이치알,143240,Dec-16,29907293,82955433,24651312,80156126
(주)사람인에이치알,143240,Dec-17,40450482,97757060,35194355,94038028
(주)사람인에이치알,143240,Dec-18,47611890,104464541,42040367,100030493
(주)사람인에이치알,143240,Dec-19,72405949,130667966,66022541,124432598
(주)사조대림,3960,Dec-11,132988591,358454161,117543407,280124752
(주)사조대림,3960,Dec-12,138922505,362275910,122675281,280913730
(주)사조대림,3960,Dec-13,145084484,353654050,118876066,266385366
(주)사조대림,3960,Dec-14,149812806,363336125,121021714,269636096
(주)사조대림,3960,Dec-15,245312218,657031493,120501424,311175711
(주)사조대림,3960,Dec-16,232598729,671743822,93856194,332559132
(주)사조대림,3960,Dec-17,235465022,680094196,104051908,344907865
(주)사조대림,3960,Dec-18,269241688,720876010,123031015,347712772
(주)사조대림,3960,Dec-19,433114575,1070930247,240903555,622193823
(주)사조오양,6090,Dec-11,,,72511565,172615973
(주)사조오양,6090,Dec-12,,,81796474,174208895
(주)사조오양,6090,Dec-13,,,54043494,172567839
(주)사조오양,6090,Dec-14,,,42476590,173321672
(주)사조오양,6090,Dec-15,,,68209230,282509735
(주)사조오양,6090,Dec-16,,,84609635,292401068
(주)사조오양,6090,Dec-17,,,86098291,302399963
(주)사조오양,6090,Dec-18,,,91120209,308290136
(주)사조오양,6090,Dec-19,,,104102876,311156562
(주)삼기,122350,Dec-11,,,,
(주)삼기,122350,Dec-12,33002874,168606251,23372115,108571659
(주)삼기,122350,Dec-13,46669987,206059273,21739896,105608635
(주)삼기,122350,Dec-14,56777553,247110669,48815019,234306085
(주)삼기,122350,Dec-15,62250961,285651276,60942247,271953730
(주)삼기,122350,Dec-16,64101125,308312187,65000130,291452490
(주)삼기,122350,Dec-17,81690577,337321756,79182088,313904981
(주)삼기,122350,Dec-18,104817426,398693914,109680400,376757653
(주)삼기,122350,Dec-19,119678275,424954537,127812582,413977125
(주)삼보판지,23600,Dec-11,128553376,506625882,41150813,273872294
(주)삼보판지,23600,Dec-12,116161734,518373324,35616770,269273424
(주)삼보판지,23600,Dec-13,109391565,512954373,35094632,273358081
(주)삼보판지,23600,Dec-14,101677814,544017684,30141433,293293483
(주)삼보판지,23600,Dec-15,104326113,531607625,33018689,272026749
(주)삼보판지,23600,Dec-16,123665610,574874609,35862888,280248881
(주)삼보판지,23600,Dec-17,131040597,511843398,49089962,281405290
(주)삼보판지,23600,Dec-18,160015157,542666495,57167707,298757899
(주)삼보판지,23600,Dec-19,130316806,530767249,38330009,279029521
(주)삼성출판사,68290,Dec-11,33729055,85801871,28598661,77183967
(주)삼성출판사,68290,Dec-12,32895450,86525481,29114981,75750206
(주)삼성출판사,68290,Dec-13,55207250,130529534,31725510,76758882
(주)삼성출판사,68290,Dec-14,66599108,155739822,33840344,78639798
(주)삼성출판사,68290,Dec-15,66728400,155126969,35810096,77899922
(주)삼성출판사,68290,Dec-16,75661533,176478585,36039373,78179045
(주)삼성출판사,68290,Dec-17,83328485,184611016,36305257,78700728
(주)삼성출판사,68290,Dec-18,84645325,190739722,34312450,77341546
(주)삼성출판사,68290,Dec-19,94908849,241486315,36933087,78283091
(주)삼양사,145990,Dec-11,495647793,921855414,478384204,900406670
(주)삼양사,145990,Dec-12,417009655,826949798,392205827,799572399
(주)삼양사,145990,Dec-13,356594500,780911217,336616703,761642799
(주)삼양사,145990,Dec-14,480172617,1081397671,438853399,1056718150
(주)삼양사,145990,Dec-15,457983173,1437819497,365902567,1023111635
(주)삼양사,145990,Dec-16,859092271,2063771564,741574678,1638590568
(주)삼양사,145990,Dec-17,738366357,2128238456,578320539,1656219184
(주)삼양사,145990,Dec-18,652082036,2173866563,484074761,1641119232
(주)삼양사,145990,Dec-19,807490593,2388160290,615294857,1820281506
(주)삼양옵틱스,225190,Dec-17,26106862,44181489,25758275,44593069
(주)삼양옵틱스,225190,Dec-18,27390311,45489833,27329604,45594432
(주)삼양옵틱스,225190,Dec-19,30361599,49488705,30257428,49355040
(주)삼양패키징,272550,Dec-17,,,102634711,497394205
(주)삼양패키징,272550,Dec-18,,,94454791,545964474
(주)삼양패키징,272550,Dec-19,,,115480644,563858154
(주)삼양홀딩스,70,Dec-11,655712534,1884480517,104120668,912354587
(주)삼양홀딩스,70,Dec-12,1166655362,2748398512,158438457,1061522053
(주)삼양홀딩스,70,Dec-13,997631194,2595067569,141477531,1122216976
(주)삼양홀딩스,70,Dec-14,1122155128,2795940327,255328703,1309722668
(주)삼양홀딩스,70,Dec-15,1028852258,3071422344,208987257,1263550358
(주)삼양홀딩스,70,Dec-16,1149652323,3169444797,202090400,1564527966
(주)삼양홀딩스,70,Dec-17,1132120433,3261056035,196753621,1578058778
(주)삼양홀딩스,70,Dec-18,1057235344,3313797255,285600880,1590709925
(주)삼양홀딩스,70,Dec-19,1259477808,3589513891,305050343,1607953228
(주)삼에스코리아,60310,Mar-11,11883395,36432133,10944455,35925131
(주)삼에스코리아,60310,Mar-12,17766954,50464380,17013600,49997360
(주)삼에스코리아,60310,Mar-13,19522816,67660583,18690503,67201659
(주)삼에스코리아,60310,Mar-14,18126888,71312012,16826800,70382293
(주)삼에스코리아,60310,Mar-15,16069077,67359972,14907178,66434160
(주)삼에스코리아,60310,Mar-16,13426669,57746389,11556356,56146512
(주)삼에스코리아,60310,Mar-17,16712869,53706904,15356468,52640042
(주)삼에스코리아,60310,Mar-18,12801670,49520999,11154572,47618797
(주)삼에스코리아,60310,Mar-19,18079336,53329221,16139732,51063480
(주)삼원강재,23000,Dec-11,,,145399145,217769532
(주)삼원강재,23000,Dec-12,,,122618680,205818260
(주)삼원강재,23000,Dec-13,,,109162219,203893675
(주)삼원강재,23000,Dec-14,,,105118069,211168967
(주)삼원강재,23000,Dec-15,,,114638710,223484365
(주)삼원강재,23000,Dec-16,,,116042209,234265074
(주)삼원강재,23000,Dec-17,,,130354795,245605264
(주)삼원강재,23000,Dec-18,,,137104076,253757378
(주)삼원강재,23000,Dec-19,,,131120596,249461228
(주)삼익악기,2450,Dec-11,146591168,351805364,51974173,260830209
(주)삼익악기,2450,Dec-12,128315925,322968331,38880567,248097518
(주)삼익악기,2450,Dec-13,243499210,344769973,156873281,293896365
(주)삼익악기,2450,Dec-14,201396451,378836770,100548720,315836677
(주)삼익악기,2450,Dec-15,194567651,408469903,86755993,317073955
(주)삼익악기,2450,Dec-16,188528325,414022232,81790069,311114511
(주)삼익악기,2450,Dec-17,165910698,599793052,40790697,315507921
(주)삼익악기,2450,Dec-18,162516131,594358054,46816609,311371380
(주)삼익악기,2450,Dec-19,176555843,612852995,50501228,341633396
(주)삼일,32280,Dec-11,,,17122957,88876402
(주)삼일,32280,Dec-12,,,22858882,105960625
(주)삼일,32280,Dec-13,,,27500919,110495317
(주)삼일,32280,Dec-14,,,42938256,108348125
(주)삼일,32280,Dec-15,,,27732595,95495608
(주)삼일,32280,Dec-16,,,18711560,86886032
(주)삼일,32280,Dec-17,,,17772543,84414537
(주)삼일,32280,Dec-18,,,18114499,90193963
(주)삼일,32280,Dec-19,,,15955363,98674478
(주)삼일기업공사,2290,Dec-11,,,44735395,51735264
(주)삼일기업공사,2290,Dec-12,,,48185169,54984067
(주)삼일기업공사,2290,Dec-13,,,46458289,53082193
(주)삼일기업공사,2290,Dec-14,,,54786527,61726750
(주)삼일기업공사,2290,Dec-15,,,55540026,62469631
(주)삼일기업공사,2290,Dec-16,,,55820423,62473131
(주)삼일기업공사,2290,Dec-17,,,56320065,64106791
(주)삼일기업공사,2290,Dec-18,,,52881080,61777297
(주)삼일기업공사,2290,Dec-19,,,61295342,69829145
(주)삼일씨엔에스,4440,Dec-16,,,166360619,378938965
(주)삼일씨엔에스,4440,Dec-17,,,160975151,361301200
(주)삼일씨엔에스,4440,Dec-18,,,177127121,338910391
(주)삼일씨엔에스,4440,Dec-19,,,148387569,337219744
(주)삼진,32750,Dec-11,35773213,91828914,32496355,81756584
(주)삼진,32750,Dec-12,24660126,76497227,22820591,70533541
(주)삼진,32750,Dec-13,24419371,72673320,20442129,66087781
(주)삼진,32750,Dec-14,32752096,83318947,28899043,74020076
(주)삼진,32750,Dec-15,27498181,78358394,23299766,71817951
(주)삼진,32750,Dec-16,36983830,83807458,24476570,71719927
(주)삼진,32750,Dec-17,35904272,79676217,27229521,72597948
(주)삼진,32750,Dec-18,40052429,78444968,30113683,72157055
(주)삼진,32750,Dec-19,57422007,96419553,40981930,83846723
(주)삼진엘앤디,54090,Dec-11,98131137,196287402,69119129,145373115
(주)삼진엘앤디,54090,Dec-12,94462647,184033478,56123947,131723757
(주)삼진엘앤디,54090,Dec-13,99546692,184020091,61404087,137496096
(주)삼진엘앤디,54090,Dec-14,90627888,172919117,50547302,123858709
(주)삼진엘앤디,54090,Dec-15,115615139,201281074,71944485,143950030
(주)삼진엘앤디,54090,Dec-16,113496490,197988798,71560197,150604287
(주)삼진엘앤디,54090,Dec-17,87230679,162170125,61639232,135258427
(주)삼진엘앤디,54090,Dec-18,93151222,171051336,69615118,135356680
(주)삼진엘앤디,54090,Dec-19,92067629,170409136,61637864,135635910
(주)삼천리,4690,Dec-11,927342244,2445760692,867257257,2293782398
(주)삼천리,4690,Dec-12,1082024304,2775289821,1011661386,2590523806
(주)삼천리,4690,Dec-13,979687732,2747656135,887856042,2506237676
(주)삼천리,4690,Dec-14,1176261372,3659823478,939235436,2524203392
(주)삼천리,4690,Dec-15,1024346057,3543526900,846866026,2425464258
(주)삼천리,4690,Dec-16,1202758041,3690167118,1010567630,2590393407
(주)삼천리,4690,Dec-17,1185500907,3704259229,964670318,2600414929
(주)삼천리,4690,Dec-18,1174762031,3699411189,905018153,2592381487
(주)삼천리,4690,Dec-19,1315726675,3912362195,1030151695,2789078340
(주)삼표시멘트,38500,Dec-11,272461466,1560204642,263612882,1444542215
(주)삼표시멘트,38500,Dec-12,297326215,1475796322,310610831,1383905868
(주)삼표시멘트,38500,Dec-13,314173295,1379971344,252733162,1223373954
(주)삼표시멘트,38500,Dec-14,313115903,1312244568,342794872,1244757594
(주)삼표시멘트,38500,Dec-15,183975092,1107696145,217321944,1056134342
(주)삼표시멘트,38500,Dec-16,247756281,1263350828,243862597,1151508804
(주)삼표시멘트,38500,Dec-17,200454948,1265303707,175113959,1103910928
(주)삼표시멘트,38500,Dec-18,232279779,1306846597,207718827,1110495487
(주)삼표시멘트,38500,Dec-19,219605709,1346969002,201650479,1111648259
(주)삼화네트웍스,46390,Dec-11,16789429,39433601,14791554,38439717
(주)삼화네트웍스,46390,Dec-12,9724070,31727874,8643086,31091967
(주)삼화네트웍스,46390,Dec-13,23574404,40350090,23829808,40897926
(주)삼화네트웍스,46390,Dec-14,23182101,40734259,23113201,41220996
(주)삼화네트웍스,46390,Dec-15,17785456,35922984,17780111,36667971
(주)삼화네트웍스,46390,Dec-16,32763216,44917658,33563348,46124423
(주)삼화네트웍스,46390,Dec-17,33758305,44058838,34497030,45489230
(주)삼화네트웍스,46390,Dec-18,39104676,54810391,38018499,54525789
(주)삼화네트웍스,46390,Dec-19,22065880,43303787,21842363,43473520
(주)상보,27580,Dec-11,,,82539455,164396165
(주)상보,27580,Dec-12,,,94389063,176295657
(주)상보,27580,Dec-13,,,81220914,181505405
(주)상보,27580,Dec-14,90643763,174701109,89272131,174555598
(주)상보,27580,Dec-15,90142374,176565283,70132793,164873377
(주)상보,27580,Dec-16,94307034,168504610,70842645,148825046
(주)상보,27580,Dec-17,94263784,162384453,71025365,145590340
(주)상보,27580,Dec-18,76791567,118184340,47931827,105832442
(주)상보,27580,Dec-19,73605090,104559643,63648259,95629081
(주)상상인,38540,Dec-11,49628145,64585941,38220689,57102182
(주)상상인,38540,Dec-12,215068005,404172271,32386945,88463545
(주)상상인,38540,Dec-13,233265550,421979627,26498020,92160807
(주)상상인,38540,Dec-14,340166320,467464220,22543325,97217356
(주)상상인,38540,Dec-15,526857785,786123379,71120978,135175360
(주)상상인,38540,Dec-16,866702881,1435888907,30759806,129387155
(주)상상인,38540,Dec-17,1476179618,2043693616,52266687,145314680
(주)상상인,38540,Dec-18,2088914182,2842816258,111547130,217103662
(주)상상인,38540,Dec-19,2776704979,3627156735,46977957,256168217
(주)상상인인더스트리,101000,Dec-11,37419382,82070053,39591348,77636533
(주)상상인인더스트리,101000,Dec-12,34808920,86691925,31238401,75521685
(주)상상인인더스트리,101000,Dec-13,38671677,97563737,36324876,87002455
(주)상상인인더스트리,101000,Dec-14,51343121,113789347,45017335,99274056
(주)상상인인더스트리,101000,Dec-15,45747436,111356662,39639526,97604109
(주)상상인인더스트리,101000,Dec-16,43133080,132078004,36328965,123479389
(주)상상인인더스트리,101000,Dec-17,38289163,168270390,32362365,156987990
(주)상상인인더스트리,101000,Dec-18,,,42236780,69726126
(주)상상인인더스트리,101000,Dec-19,37536008,47833180,37476389,47873562
(주)상아프론테크,89980,Dec-11,45362217,112844339,44395734,112589140
(주)상아프론테크,89980,Dec-12,48028736,119965860,48107890,120249280
(주)상아프론테크,89980,Dec-13,63245094,143645644,62210357,142383276
(주)상아프론테크,89980,Dec-14,65178966,154764487,56104580,149233065
(주)상아프론테크,89980,Dec-15,74396076,180814312,63316697,168606301
(주)상아프론테크,89980,Dec-16,90646896,201973938,81613855,182852451
(주)상아프론테크,89980,Dec-17,105225178,219920722,95140222,192553694
(주)상아프론테크,89980,Dec-18,124765324,239055868,95213210,197053033
(주)상아프론테크,89980,Dec-19,131580936,248318385,92774252,205523488
(주)상지카일룸,42940,Dec-11,,,12948918,44033761
(주)상지카일룸,42940,Dec-12,,,9184760,30364187
(주)상지카일룸,42940,Dec-13,,,24109776,27902170
(주)상지카일룸,42940,Dec-14,,,16663992,22070092
(주)상지카일룸,42940,Dec-15,,,11003862,14568354
(주)상지카일룸,42940,Dec-16,14798803,20633897,14247193,20582287
(주)상지카일룸,42940,Dec-17,20897415,40446347,20413254,40562325
(주)상지카일룸,42940,Dec-18,101377776,127635929,95836794,124580738
(주)상지카일룸,42940,Dec-19,48871752,154372206,55642708,127316138
(주)새로닉스,42600,Dec-11,30176472,81521713,10234687,62363370
(주)새로닉스,42600,Dec-12,32214870,84738713,7033960,60764980
(주)새로닉스,42600,Dec-13,34639109,83937183,6192979,61146162
(주)새로닉스,42600,Dec-14,41502516,89873122,11435824,66973688
(주)새로닉스,42600,Dec-15,55953920,99370134,18039923,70086499
(주)새로닉스,42600,Dec-16,50340535,112030171,16585370,77778327
(주)새로닉스,42600,Dec-17,49035031,116633451,19026235,80020016
(주)새로닉스,42600,Dec-18,61108477,131320112,25835438,86070252
(주)새로닉스,42600,Dec-19,60632217,134591385,23258380,82175279
(주)서린바이오사이언스,38070,Dec-11,,,25791715,43792609
(주)서린바이오사이언스,38070,Dec-12,,,37600340,56628312
(주)서린바이오사이언스,38070,Dec-13,40054456,60387221,39349356,59248693
(주)서린바이오사이언스,38070,Dec-14,39667590,60718451,39179538,59548983
(주)서린바이오사이언스,38070,Dec-15,41275904,66103985,39970816,64556410
(주)서린바이오사이언스,38070,Dec-16,36019691,66469926,34647519,64870598
(주)서린바이오사이언스,38070,Dec-17,31949572,71038280,30041273,68904819
(주)서린바이오사이언스,38070,Dec-18,32770378,71611770,30350427,68796137
(주)서린바이오사이언스,38070,Dec-19,43803199,80707446,41730852,77969175
(주)서부티엔디,6730,Dec-11,66730276,723205437,66531048,723056209
(주)서부티엔디,6730,Dec-12,63844554,843971875,63638589,843815909
(주)서부티엔디,6730,Dec-13,43804980,816609915,43594174,816449109
(주)서부티엔디,6730,Dec-14,69116359,858211763,68901213,858046617
(주)서부티엔디,6730,Dec-15,,,44519436,878604572
(주)서부티엔디,6730,Dec-16,,,61399236,1109898804
(주)서부티엔디,6730,Dec-17,,,149514558,1502577668
(주)서부티엔디,6730,Dec-18,,,141016190,1724660416
(주)서부티엔디,6730,Dec-19,,,111977785,1811212318
(주)서산,79650,Dec-11,30700481,51441306,14983982,31503782
(주)서산,79650,Dec-12,33560900,64857963,19847032,37385830
(주)서산,79650,Dec-13,35838575,73043841,19705245,37259088
(주)서산,79650,Dec-14,53924001,88511685,21347408,38965815
