회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),매출원가(*)(IFRS)(천원)
(주)파인테크닉스,106240,Dec-10,264177151,220997071,60473453,44534675
(주)파인테크닉스,106240,Dec-11,324634350,267664665,71834677,56085176
(주)파인텍,131760,Dec-10,,,,
(주)파인텍,131760,Dec-11,,,,
(주)파커스,65690,Dec-10,88805665,71081840,78930898,63221171
(주)파커스,65690,Dec-11,82210399,70771477,71852248,62245718
(주)파크시스템스,140860,Dec-10,18275173,7127445,16489169,7143386
(주)파크시스템스,140860,Dec-11,17918253,6514322,15566367,6456893
(주)파트론,91700,Dec-10,272661000,209394000,232611000,170796000
(주)파트론,91700,Dec-11,425918000,353696000,359906000,291189000
(주)판타지오,32800,Dec-10,,,8364417,5618042
(주)판타지오,32800,Dec-11,,,8536925,5833643
(주)팜스코,36580,Dec-10,532755035,465386337,530141559,462576596
(주)팜스코,36580,Dec-11,535574510,450890545,532675688,448549127
(주)팜스토리,27710,Dec-10,833757356,753486270,200643764,177354163
(주)팜스토리,27710,Dec-11,878599206,797075155,455665768,406261504
(주)팬스타엔터프라이즈,54300,Dec-10,35089801,30435352,34405164,30240943
(주)팬스타엔터프라이즈,54300,Dec-11,33226795,31342008,32429140,30905739
(주)팬엔터테인먼트,68050,Dec-10,18108361,15634605,18033206,15522830
(주)팬엔터테인먼트,68050,Dec-11,32699404,29790130,31693906,29142497
(주)퍼시스,16800,Dec-10,265558680,170396375,265558680,170396375
(주)퍼시스,16800,Dec-11,277571985,189635034,277571985,189635034
(주)펩트론,87010,Dec-10,,,,
(주)펩트론,87010,Dec-11,,,,
(주)포메탈,119500,Dec-10,,,55721505,47075790
(주)포메탈,119500,Dec-11,,,67628111,56915065
(주)포스코아이씨티,22100,Dec-10,835677733,731256861,828880649,726570481
(주)포스코아이씨티,22100,Dec-11,1006448074,889068398,983151888,870505695
(주)포스코엠텍,9520,Dec-10,542669939,513166860,524625436,496892932
(주)포스코엠텍,9520,Dec-11,669359330,637879886,602154804,572547657
(주)포스코인터내셔널,47050,Dec-10,16061693159,15101977065,15664736502,14804478169
(주)포스코인터내셔널,47050,Dec-11,19457178592,18451194314,18758511490,17841625840
(주)포스코케미칼,3670,Dec-10,756053099,644831650,756053099,644831650
(주)포스코케미칼,3670,Dec-11,1188580252,1016978815,1186622662,1015051986
(주)폴라리스세원,234100,Dec-10,,,,
(주)폴라리스세원,234100,Dec-11,,,,
(주)폴라리스오피스,41020,Dec-10,29728534,0,26578207,0
(주)폴라리스오피스,41020,Dec-11,34287287,0,31126139,0
(주)폴라리스우노,114630,Dec-10,,,13417265,7741106
(주)폴라리스우노,114630,Dec-11,,,54573795,41784515
(주)푸드웰,5670,Dec-10,64974982,54681940,61351650,52996680
(주)푸드웰,5670,Dec-11,86311031,72981756,63402151,53979439
(주)푸른기술,94940,Dec-10,,,15024404,12211816
(주)푸른기술,94940,Dec-11,,,29364004,23086286
(주)풀무원,17810,Dec-10,1272688991,921114924,61032818,0
(주)풀무원,17810,Dec-11,1370528860,995265149,69643230,0
(주)풍강,93380,Aug-10,,,63825806,51866533
(주)풍강,93380,Aug-11,,,76777081,64239434
(주)풍산,103140,Dec-10,2707743115,2376940423,2187161209,1923233825
(주)풍산,103140,Dec-11,2881349835,2676553179,2294060534,2110096027
(주)풍산홀딩스,5810,Dec-10,353254081,268749103,93427884,73685163
(주)풍산홀딩스,5810,Dec-11,201321415,159680464,100010502,76994759
(주)프럼파스트,35200,Dec-10,37771077,32517790,26343785,21922734
(주)프럼파스트,35200,Dec-11,39827231,34442607,28108904,23695355
(주)프로텍,53610,Dec-10,,,83258391,53140905
(주)프로텍,53610,Dec-11,,,54490384,34317814
(주)프리엠스,53160,Dec-10,28808691,21913886,27908364,21328488
(주)프리엠스,53160,Dec-11,32743993,25022462,31382977,24269062
(주)플래스크,41590,Dec-10,,,53920079,47531089
(주)플래스크,41590,Dec-11,,,55954544,49047756
(주)플랜티넷,75130,Dec-10,19619411,0,13819940,0
(주)플랜티넷,75130,Dec-11,21808218,0,14072220,0
(주)플레이그램,9810,Dec-10,14885074,12032460,12458351,10151182
(주)플레이그램,9810,Dec-11,17118596,13533877,14828834,12750053
(주)플레이디,237820,Dec-10,,,,
(주)플레이디,237820,Dec-11,,,,
(주)플레이위드,23770,Dec-10,23960692,4265930,12921620,6254949
(주)플레이위드,23770,Dec-11,18280049,1948260,10445919,5048266
(주)피델릭스,32580,Dec-10,,,41610279,32832235
(주)피델릭스,32580,Dec-11,,,84353501,71192977
(주)피씨디렉트,51380,Dec-10,,,162794144,156271240
(주)피씨디렉트,51380,Dec-11,,,177433336,168879943
(주)피에스엠씨,24850,Dec-10,156722164,146669053,82909236,79658249
(주)피에스엠씨,24850,Dec-11,144450852,151431008,76942620,80830729
(주)피에이치씨,57880,Dec-10,114814950,89237891,98384957,77847619
(주)피에이치씨,57880,Dec-11,93147444,75843222,67972793,52650837
(주)피엔티,137400,Dec-10,,,55502310,44380280
(주)피엔티,137400,Dec-11,,,76392858,61133231
(주)피엔풍년,24940,Dec-10,,,52564487,38624186
(주)피엔풍년,24940,Dec-11,,,58188337,44673418
(주)피제이메탈,128660,Dec-10,,,71429571,67215035
(주)피제이메탈,128660,Dec-11,,,137151565,130049041
(주)피제이전자,6140,Dec-10,,,89398589,78959128
(주)피제이전자,6140,Dec-11,,,102270366,89907316
(주)피코그램,376180,Dec-10,,,,
(주)피코그램,376180,Dec-11,,,,
(주)피피아이,62970,Dec-10,,,15579798,10747836
(주)피피아이,62970,Dec-11,,,22809894,11604404
(주)픽셀플러스,87600,Dec-10,,,,
(주)픽셀플러스,87600,Dec-11,,,,
(주)하나투어,39130,Dec-10,258001229,0,217759372,0
(주)하나투어,39130,Dec-11,267812824,0,226023534,0
(주)하림,136480,Dec-11,,,714466145,646744525
(주)하림지주,3380,Dec-10,2750192097,2085587101,311632834,0
(주)하림지주,3380,Dec-11,3114481603,2386550067,3346300,0
(주)하이로닉,149980,Dec-11,,,,
(주)하이비젼시스템,126700,May-10,,,,
(주)하이비젼시스템,126700,Dec-11,,,,
(주)하이소닉,106080,Dec-10,28689867,25966272,28689867,25357621
(주)하이소닉,106080,Dec-11,49666396,45295482,49666396,45305287
(주)하이스틸,71090,Dec-10,,,127753067,114029959
(주)하이스틸,71090,Dec-11,,,201572122,185161126
(주)하이텍팜,106190,Dec-10,,,66071883,46967234
(주)하이텍팜,106190,Dec-11,,,69268725,53423952
(주)하이트론씨스템즈,19490,Dec-10,127067463,118408436,126769516,118425123
(주)하이트론씨스템즈,19490,Dec-11,123197412,114326139,123051311,114564148
(주)하츠,66130,Dec-10,,,94273214,69637171
(주)하츠,66130,Dec-11,,,66727518,51798103
(주)한국가구,4590,Dec-10,35369138,23286325,9480048,5430927
(주)한국가구,4590,Dec-11,38987598,25904147,11892258,6683912
(주)한국경제티브이,39340,Dec-10,61417397,0,61422117,0
(주)한국경제티브이,39340,Dec-11,67770157,0,71005343,0
(주)한국전자홀딩스,6200,Dec-10,347153371,314427847,14328906,0
(주)한국전자홀딩스,6200,Dec-11,317844853,287206062,10021604,0
(주)한국종합기술,23350,Dec-10,,,224349925,189971369
(주)한국종합기술,23350,Dec-11,,,178015158,147918996
(주)한국카본,17960,Dec-10,143117834,123475560,130864178,111717564
(주)한국카본,17960,Dec-11,131214243,110775425,107843639,88627639
(주)한국코퍼레이션,50540,Dec-10,110644490,99154912,105836655,100571353
(주)한국코퍼레이션,50540,Dec-11,124528777,106072834,117722262,107022860
(주)한국큐빅,21650,Dec-10,91339491,82762506,18848517,14301954
(주)한국큐빅,21650,Dec-11,107245770,95948573,21170459,16160696
(주)한국테크놀로지,53590,Dec-10,10037662,6337203,6950984,2795498
(주)한국테크놀로지,53590,Dec-11,5137925,3752650,5137925,3752650
(주)한국특강,7280,Dec-10,,,601509678,570659393
(주)한국특강,7280,Dec-11,,,694955436,654101235
(주)한국파마,32300,Dec-10,,,,
(주)한국파마,32300,Dec-11,,,,
(주)한국팩키지,37230,Dec-10,,,59128814,48215465
(주)한국팩키지,37230,Dec-11,,,59734863,49344606
(주)한국화장품제조,3350,Dec-10,,,42440754,29621188
(주)한국화장품제조,3350,Dec-11,,,26026970,25734512
(주)한글과컴퓨터,30520,Dec-10,46947380,2640853,47282026,2640853
(주)한글과컴퓨터,30520,Dec-11,56981223,3252247,57315868,3252247
(주)한네트,52600,Dec-10,,,29459400,21077361
(주)한네트,52600,Dec-11,,,31027773,26264664
(주)한농화성,11500,Dec-10,,,184350878,162167062
(주)한농화성,11500,Dec-11,,,206450036,185861535
(주)한독,2390,Dec-10,321185581,195466885,321036497,195485683
(주)한독,2390,Dec-11,333172636,209152359,332903154,209111954
(주)한라,14790,Dec-10,1584183491,1392438252,1502513575,1337071400
(주)한라,14790,Dec-11,1728538634,1552119700,1685994382,1523386534
(주)한라홀딩스,60980,Dec-10,3639639731,3094431846,2117310535,1846180129
(주)한라홀딩스,60980,Dec-11,4560126715,3892985338,2823879385,2457599458
(주)한미글로벌건축사사무소,53690,Dec-10,103313047,70438465,92844406,63234419
(주)한미글로벌건축사사무소,53690,Dec-11,182945775,137753458,130157970,104584918
(주)한빛소프트,47080,Dec-10,43930665,25833733,28242268,25861427
(주)한빛소프트,47080,Dec-11,43458546,26347426,32219889,25668213
(주)한샘,9240,Dec-10,623897472,459770665,595820265,440797277
(주)한샘,9240,Dec-11,709337324,498753791,676890921,476536424
(주)한섬,20000,Dec-10,454451360,159180410,446816115,155537804
(주)한섬,20000,Dec-11,508799634,176752475,501007869,173217901
(주)한솔케미칼,14680,Dec-10,244180323,201602071,228250587,188429777
(주)한솔케미칼,14680,Dec-11,297031934,250379111,278623403,235139177
(주)한솔홈데코,25750,Dec-10,141536307,119177365,141536307,119177365
(주)한솔홈데코,25750,Dec-11,172508366,151127286,172508366,151127286
(주)한익스프레스,14130,Dec-10,203728441,192620214,203728441,192620214
(주)한익스프레스,14130,Dec-11,242880518,229888328,235054445,222840332
(주)한일진공,123840,Dec-10,,,,
(주)한일진공,123840,Dec-11,,,,
(주)한진,2320,Dec-10,1264344517,1179911745,1084655265,1019157462
(주)한진,2320,Dec-11,1390687502,1316962913,1191850513,1131757320
(주)한진중공업홀딩스,3480,Dec-10,1055120000,938719000,20852000,475000
(주)한진중공업홀딩스,3480,Dec-11,1056129000,944165000,13705000,890000
(주)한창,5110,Dec-10,12577481,10934687,12070594,9880283
(주)한창,5110,Dec-11,13654402,10550490,12796477,11454439
(주)한창바이오텍,43090,Dec-10,21624810,19148802,21577826,19133520
(주)한창바이오텍,43090,Dec-11,19545311,16632757,19318106,16419670
(주)한창제지,9460,Dec-10,,,153382073,128639460
(주)한창제지,9460,Dec-11,,,162586332,141550489
(주)한컴라이프케어,372910,Dec-10,,,,
(주)한컴라이프케어,372910,Dec-11,,,,
(주)한컴위드,54920,Dec-10,19291849,11874368,18880289,11874368
(주)한컴위드,54920,Dec-11,23596784,14803999,23452687,14803999
(주)한탑,2680,Dec-10,91253472,72494508,89571101,71300115
(주)한탑,2680,Dec-11,99068570,85786084,97011930,83848702
(주)한화,880,Dec-10,14471779544,13370013306,5230965177,4755852769
(주)한화,880,Dec-11,12185910706,11267039217,5426938737,5062866322
(주)해성티피씨,59270,Dec-10,,,,
(주)해성티피씨,59270,Dec-11,,,,
(주)핸디소프트,220180,Dec-10,,,,
(주)핸디소프트,220180,Dec-11,,,,
(주)헥토파이낸셜,234340,Dec-10,,,,
(주)헥토파이낸셜,234340,Dec-11,,,,
(주)헬릭스미스,84990,Dec-10,4653874,1401778,4653874,1401778
(주)헬릭스미스,84990,Dec-11,3805288,724744,3805288,724744
(주)현대공업,170030,Dec-10,,,,
(주)현대공업,170030,Dec-11,81124700,68657612,62851714,55947822
(주)현대그린푸드,5440,Dec-10,993240649,850328725,395215725,343216223
(주)현대그린푸드,5440,Dec-11,1336962474,1147874410,795547334,681610112
(주)현대리바트,79430,Dec-10,395447658,308146581,389338765,302588288
(주)현대리바트,79430,Dec-11,521164775,427339038,493195013,404176266
(주)현대미포조선,10620,Dec-10,4138124232,3198141452,3739174099,3095958069
(주)현대미포조선,10620,Dec-11,4623857520,3974536232,4173777473,3732716716
(주)현대바이오랜드,52260,Dec-10,62529060,32580692,62482372,32947188
(주)현대바이오랜드,52260,Dec-11,68437166,37832935,67958150,38058855
(주)현대백화점,69960,Dec-10,1270650252,250391122,826501884,193795372
(주)현대백화점,69960,Dec-11,1439148214,247505612,959778417,191881816
(주)현대에버다임,41440,Dec-10,175465677,137533481,172935625,137228812
(주)현대에버다임,41440,Dec-11,186833618,143689989,186168618,144691569
(주)현대이지웰,90850,Dec-10,,,,
(주)현대이지웰,90850,Dec-11,,,26206205,8784499
(주)현대퓨처넷,126560,Dec-10,227323696,129211739,35997071,17179848
(주)현대퓨처넷,126560,Dec-11,248696679,139371788,38149071,19077487
(주)현대홈쇼핑,57050,Dec-10,581434668,7390352,581417237,7390352
(주)현대홈쇼핑,57050,Dec-11,711600730,21423616,711443009,21423616
(주)협진,138360,Dec-10,,,13685204,7481573
(주)협진,138360,Dec-11,,,14106821,9340571
(주)형지아이앤씨,11080,Dec-10,,,57414198,19626919
(주)형지아이앤씨,11080,Dec-11,,,62927254,26882608
(주)형지엘리트,93240,Jun-10,,,82319756,58164396
(주)형지엘리트,93240,Jun-11,87700820,63978255,86950716,62452217
(주)혜인,3010,Dec-10,218830779,180265132,218205509,179950013
(주)혜인,3010,Dec-11,195601940,159421550,190879267,155432572
(주)호텔신라,8770,Dec-10,1461417447,0,1439621966,0
(주)호텔신라,8770,Dec-11,1798370572,0,1764353262,0
(주)홈센타홀딩스,60560,Dec-10,71695980,60862631,61481907,50994463
(주)홈센타홀딩스,60560,Dec-11,93090233,83407855,78105858,69256674
(주)홈캐스트,64240,Dec-10,134559764,109873963,129707926,105687552
(주)홈캐스트,64240,Dec-11,163835667,127802733,161444197,125425475
(주)화승인더스트리,6060,Dec-10,568255745,515222736,218072526,192885582
(주)화승인더스트리,6060,Dec-11,603044874,541281737,262241111,234399870
(주)화승코퍼레이션,13520,Dec-10,1124058453,947582074,515736066,432957552
(주)화승코퍼레이션,13520,Dec-11,1348514844,1165542894,630817333,543303986
(주)화신,10690,Dec-10,1390171197,1238816913,460892340,394924023
(주)화신,10690,Dec-11,1490351114,1355052232,571238813,498113170
(주)화신정공,126640,Dec-10,,,,
(주)화신정공,126640,Dec-11,,,110695540,101518250
(주)화인베스틸,133820,Dec-10,,,212641578,201408394
(주)화인베스틸,133820,Dec-11,,,227276272,213426671
(주)황금에스티,32560,Dec-10,186060708,162319812,163562307,143683712
(주)황금에스티,32560,Dec-11,214382437,194661643,180681487,163408134
(주)효성,4800,Dec-10,10146571321,8647464340,8198966171,6973066343
(주)효성,4800,Dec-11,11342140662,10237116663,9283304919,8255815922
(주)후성,93370,Dec-10,192379134,155577174,180146667,145240392
(주)후성,93370,Dec-11,242411857,184031014,237603543,180501917
(주)휠라홀딩스,81660,Dec-10,615548843,282339461,417627817,164527040
(주)휠라홀딩스,81660,Dec-11,764406105,378548939,457656374,184077321
(주)휴니드테크놀러지스,5870,Dec-10,,,52749793,46242917
(주)휴니드테크놀러지스,5870,Dec-11,,,47340198,38672326
(주)휴맥스,115160,Dec-10,1016047169,739804624,842769572,643055393
(주)휴맥스,115160,Dec-11,994024451,768857788,867284466,712209543
(주)휴맥스홀딩스,28080,Dec-10,18674016,2611414,3069477,0
(주)휴맥스홀딩스,28080,Dec-11,18842040,869524,4340999,0
(주)휴먼엔,32860,Dec-10,,,102756105,92113444
(주)휴먼엔,32860,Dec-11,,,164926094,134641885
(주)휴메딕스,200670,Dec-10,,,10553636,4112826
(주)휴메딕스,200670,Dec-11,,,12100635,5179963
(주)휴비스,79980,Dec-10,1355683358,1200174814,1125337046,991914153
(주)휴비스,79980,Dec-11,1669185445,1505896870,1386699370,1245773556
(주)휴비츠,65510,Dec-10,45818777,24684593,44657190,26747574
(주)휴비츠,65510,Dec-11,57034489,31194920,56415363,35156302
(주)휴스틸,5010,Dec-10,510609430,435811590,517212947,444434647
(주)휴스틸,5010,Dec-11,568623724,487436500,568183564,490702871
(주)휴온스글로벌,84110,Dec-10,94127812,54498672,100867363,61323749
(주)휴온스글로벌,84110,Dec-11,,,113122275,65285666
(주)흥국,10240,Dec-10,74030997,64608082,61091456,54157472
(주)흥국,10240,Dec-11,107972999,94234563,86767075,76482386
(주)희림종합건축사사무소,37440,Dec-10,,,160397432,132416140
(주)희림종합건축사사무소,37440,Dec-11,,,135066574,119751399
(주)힘스,238490,Dec-10,,,,
(주)힘스,238490,Dec-11,,,30074128,20947689
AJ네트웍스(주),95570,Dec-10,,,,
AJ네트웍스(주),95570,Dec-11,,,,
CS홀딩스(주),590,Dec-10,83543854,70537450,2130645,0
CS홀딩스(주),590,Dec-11,109045966,90347580,2725520,0
KB오토시스(주),24120,Dec-10,93192619,86306087,89021128,83248573
KB오토시스(주),24120,Dec-11,113600617,106899559,111613610,103582530
KD(주),44180,Dec-10,61751391,53296646,13414838,10388842
KD(주),44180,Dec-11,63500533,55340197,14475125,10930035
KG스틸(주),16380,Dec-10,3671436800,3374339185,3664182456,3369414280
KG스틸(주),16380,Dec-11,4259506242,4020911389,3899744758,3692860059
KISCO홀딩스(주),1940,Dec-10,613877044,552486198,13066678,0
KISCO홀딩스(주),1940,Dec-11,646857103,594845267,12189274,0
LG이노텍(주),11070,Dec-10,4103476715,3588117648,3719351418,3289999188
LG이노텍(주),11070,Dec-11,4553009462,4164067240,4310661065,3987916913
LS일렉트릭(주),10120,Dec-10,1834829956,1475775933,1409828572,1101329550
LS일렉트릭(주),10120,Dec-11,2070928963,1711583222,1402034913,1113466386
OCI(주),10060,Dec-10,3322059557,2103542584,2606376109,1727201329
OCI(주),10060,Dec-11,4275871267,2797635497,3406976864,2325782800
SK이노베이션(주),96770,Dec-10,53722460830,49749440861,43863584885,40837549740
SK이노베이션(주),96770,Dec-11,68371154904,63551358203,1526206664,694329890
SNT모티브(주),64960,Dec-10,681405411,575141865,648620666,550506495
SNT모티브(주),64960,Dec-11,910484643,804850943,763471183,680385324
SNT중공업(주),3570,Dec-10,581312405,489128413,554126722,465916728
SNT중공업(주),3570,Dec-11,744220700,631801243,611097270,522469626
STX엔진(주),77970,Dec-10,1914989055,1655486621,1220718538,1044663591
STX엔진(주),77970,Dec-11,2089291831,1800720539,1295460490,1128985743
STX중공업(주),71970,Dec-10,963760035,909055471,955036395,901281688
STX중공업(주),71970,Dec-11,1134046763,1068470901,1113236285,1050451223
가온미디어(주),78890,Dec-10,222990499,180133494,218342157,175497782
가온미디어(주),78890,Dec-11,127281713,105590894,123165491,101646030
가온전선(주),500,Dec-10,785155496,749028701,785155496,749028701
가온전선(주),500,Dec-11,1032656535,995052513,1032644771,994442115
감성코퍼레이션(주),36620,Dec-10,,,10951339,9374924
감성코퍼레이션(주),36620,Dec-11,,,16595642,15002324
강남제비스코(주),860,Dec-10,265830140,227332831,260280570,222760361
강남제비스코(주),860,Dec-11,306769066,266420223,303206146,263624141
갤럭시아머니트리(주),94480,Dec-10,213662405,196088703,38901284,26156266
갤럭시아머니트리(주),94480,Dec-11,193528992,178866971,38999294,26044786
경남스틸(주),39240,Dec-10,,,260418488,246405374
경남스틸(주),39240,Dec-11,,,337880729,316232097
경남제약(주),53950,Dec-10,52438911,29043112,52438911,28909515
경남제약(주),53950,Dec-11,,,44412124,27160272
경동제약(주),11040,Dec-10,124909284,59445774,124208804,58979047
경동제약(주),11040,Dec-11,127314231,49189418,127481498,49571375
경인전자(주),9140,Dec-10,40319619,32567373,12614644,10993606
경인전자(주),9140,Dec-11,32915330,27750450,12924385,11186123
경창산업(주),24910,Dec-10,285952005,256273139,274074494,249303387
경창산업(주),24910,Dec-11,399835323,371412531,383335870,360829634
계룡건설산업(주),13580,Dec-10,1605430664,1477672699,1183991471,1096870457
계룡건설산업(주),13580,Dec-11,1742432951,1609658300,1278547084,1180049434
계양전기(주),12200,Dec-10,193567859,155315056,183154250,147729274
계양전기(주),12200,Dec-11,234655339,194663797,220092997,181629994
고려산업(주),2140,Dec-10,156536954,135000125,156536954,135000125
고려산업(주),2140,Dec-11,176877638,154853361,176725355,154706604
고려신용정보(주),49720,Dec-10,,,68350756,0
고려신용정보(주),49720,Dec-11,,,80609515,0
고려아연(주),10130,Dec-10,3838012478,3075336585,3129065097,2479076629
고려아연(주),10130,Dec-11,5556409360,4458063857,4857562193,3909018105
고려제강(주),2240,Dec-10,1033055053,828020455,463958249,382425470
고려제강(주),2240,Dec-11,1120070235,910984114,525491432,445736191
고려제약(주),14570,Dec-10,,,45910372,23838841
고려제약(주),14570,Dec-11,,,46545751,24798281
광동제약(주),9290,Dec-10,289691274,160938124,289434907,162808251
광동제약(주),9290,Dec-11,313986323,177279111,313293097,178822740
광전자(주),17900,Dec-10,338158150,286547458,290574605,247653089
광전자(주),17900,Dec-11,389845571,353307402,323121838,294467039
광진실업(주),26910,Dec-10,,,63052727,54465345
광진실업(주),26910,Dec-11,,,77397539,66220413
교촌에프앤비(주),339770,Dec-10,,,,
교촌에프앤비(주),339770,Dec-11,,,,
국도화학(주),7690,Dec-10,799752119,712143744,623873940,553446345
국도화학(주),7690,Dec-11,874826284,799073624,647898271,587753183
국일신동(주),60480,Dec-10,,,,
국일신동(주),60480,Dec-11,,,,
국일제지(주),78130,Dec-10,236433465,216478097,51904619,42869179
국일제지(주),78130,Dec-11,229898811,213363816,57244830,46780835
국제약품(주),2720,Mar-10,,,122564775,62438044
국제약품(주),2720,Mar-11,132045610,73540856,131308308,73010175
그랜드코리아레저(주),114090,Dec-10,,,482429501,349748293
그랜드코리아레저(주),114090,Dec-11,,,524911870,356839993
그린케미칼(주),83420,Dec-10,,,169133468,147791842
그린케미칼(주),83420,Dec-11,,,177400003,158890652
극동유화(주),14530,Dec-10,,,247538448,217199756
극동유화(주),14530,Dec-11,,,315587653,281808896
글로벌에스엠테크리미티드,900070,Dec-10,98301085,71913618,,
글로벌에스엠테크리미티드,900070,Dec-11,89400565,68612711,,
글로본(주),19660,Mar-10,,,,
글로본(주),19660,Mar-11,,,,
금강공업(주),14280,Dec-10,282283135,234886352,271484803,230011830
금강공업(주),14280,Dec-11,305228403,263434117,289006169,250144887
금강철강(주),53260,Dec-10,253263565,242091911,253263565,242091911
금강철강(주),53260,Dec-11,289722760,274202554,289118925,273495147
금호건설(주),2990,Dec-10,1918345074,1811046875,1876890069,1776231450
금호건설(주),2990,Dec-11,1739467052,1576927536,1687757193,1545731877
금호석유화학(주),11780,Dec-10,4957000454,4233705457,3886336827,3393668170
금호석유화학(주),11780,Dec-11,6457354166,5410343100,5292118911,4458998257
금호전기(주),1210,Dec-10,380501651,296268218,278082426,233259452
금호전기(주),1210,Dec-11,315293392,252208177,252556751,213929892
금호타이어(주),73240,Dec-10,3530006825,2689161316,2701990231,2096011895
금호타이어(주),73240,Dec-11,3915875747,3109732185,3247967259,2652144150
기신정기(주),92440,Mar-10,95564020,69068968,83422323,58574566
기신정기(주),92440,Mar-11,96807290,71050693,85525826,59546256
기아(주),270,Dec-10,35826955000,27905367000,23222969000,17877774000
기아(주),270,Dec-11,43190942000,33138961000,27742277000,21915962000
깨끗한나라(주),4540,Dec-10,516241542,440323299,516240362,440323299
깨끗한나라(주),4540,Dec-11,587818671,498314519,587779700,498314519
나노씨엠에스(주),247660,Dec-10,,,,
나노씨엠에스(주),247660,Dec-11,,,,
나노캠텍(주),91970,Dec-10,83424921,67805811,61236703,47544220
나노캠텍(주),91970,Dec-11,67447067,59080211,46718285,40256590
나라엠앤디(주),51490,Dec-10,130480051,110646703,84419810,71220073
나라엠앤디(주),51490,Dec-11,132391876,110697415,87185372,71198537
나이스정보통신(주),36800,Dec-10,,,122810488,94802469
나이스정보통신(주),36800,Dec-11,,,150129607,114715340
나이스평가정보(주),30190,Dec-10,44047229,0,18096403,0
나이스평가정보(주),30190,Dec-11,231620404,0,116497079,0
남광토건(주),1260,Dec-10,690215402,675747647,690215402,675160196
남광토건(주),1260,Dec-11,672858229,661880806,672858229,661638645
남양유업(주),3920,Dec-10,1028522801,716457032,1028082577,716562342
남양유업(주),3920,Dec-11,1205185125,841192602,1202937339,839869307
남해화학(주),25860,Dec-10,,,1135916194,1022866108
남해화학(주),25860,Dec-11,,,1510056304,1408691416
남화산업(주),111710,Dec-10,,,,
남화산업(주),111710,Dec-11,,,,
남화토건(주),91590,Dec-10,52919479,46064017,49863428,43276896
남화토건(주),91590,Dec-11,86272899,73054631,85180121,71952011
네이버(주),35420,Dec-10,1785388877,0,1311639311,0
네이버(주),35420,Dec-11,2121317926,0,1435148217,0
넥센타이어(주),2350,Dec-10,1148630880,801227125,1080302535,775184289
넥센타이어(주),2350,Dec-11,1429955656,1085681933,1177016741,890778495
넷마블(주),251270,Dec-11,7556038,3837697,0,0
농업회사법인(주)농우바이오,54050,Oct-10,57364038,21288764,48451120,17949867
농업회사법인(주)농우바이오,54050,Oct-11,72894879,25604939,55598772,20895486
농업회사법인아시아종묘(주),154030,Dec-11,14506893,6891738,14506893,6891738
뉴지랩파마(주),214870,Dec-10,,,,
뉴지랩파마(주),214870,Dec-11,,,,
다믈멀티미디어(주),93640,Dec-10,,,27635766,20742627
다믈멀티미디어(주),93640,Dec-11,,,25109571,20526309
다스코(주),58730,Dec-10,70316770,59768638,70316770,59768638
다스코(주),58730,Dec-11,81343086,68231992,81343086,68231992
대동금속(주),20400,Dec-10,,,50686973,46917739
대동금속(주),20400,Dec-11,,,66771865,60866770
대동기어(주),8830,Dec-10,,,116738771,109156423
대동기어(주),8830,Dec-11,,,132310704,124518899
대동전자(주),8110,Mar-10,59143997,42623618,21848734,15817575
대동전자(주),8110,Mar-11,68356151,51083509,21191939,14423709
대림비앤코(주),5750,Dec-10,81642099,64452792,81642099,64452792
대림비앤코(주),5750,Dec-11,88647733,70934265,88522467,70877543
대림통상(주),6570,Dec-10,171193072,140965304,141796781,115605924
대림통상(주),6570,Dec-11,174219994,147077316,143241074,120224191
대모엔지니어링(주),317850,Dec-10,,,,
대모엔지니어링(주),317850,Dec-11,,,,
대봉엘에스(주),78140,Dec-10,33413918,26736777,33391607,26736777
대봉엘에스(주),78140,Dec-11,37982328,31574823,37278932,31229239
대상(주),1680,Dec-10,1784974876,1242641303,1202371572,829995502
대상(주),1680,Dec-11,2163798448,1541199665,1392912797,972304148
대상홀딩스(주),84690,Dec-10,117664528,74244625,6430622,0
대상홀딩스(주),84690,Dec-11,283260535,199248477,7809759,0
대성산업(주),128820,Dec-10,638648060,541731473,627892096,530489769
대성산업(주),128820,Dec-11,1276500157,1142551373,1262534677,1127050850
대성에너지(주),117580,Dec-10,,,777557161,682409774
대성에너지(주),117580,Dec-11,,,877970518,782604386
대성홀딩스(주),16710,Dec-10,886676419,781784288,28006572,11787674
대성홀딩스(주),16710,Dec-11,1070452367,960698996,41108530,27146319
대신정보통신(주),20180,Mar-10,,,74734458,63007465
대신정보통신(주),20180,Mar-11,,,76157595,64188134
대아티아이(주),45390,Dec-10,87172743,62393312,74012276,55838953
대아티아이(주),45390,Dec-11,64811243,45390948,49280368,35758160
대양전기공업(주),108380,Dec-10,,,87417115,68332127
대양전기공업(주),108380,Dec-11,,,92439336,75114180
대양제지공업(주),6580,Dec-10,195927210,174630993,125996440,114814041
대양제지공업(주),6580,Dec-11,212741344,193542988,143487940,131140504
대영포장(주),14160,Dec-10,,,168975485,148658063
대영포장(주),14160,Dec-11,,,228640516,205275372
대우전자부품(주),9320,Dec-10,23356055,21765852,16975008,15211621
대우전자부품(주),9320,Dec-11,22744147,21088970,17299341,16368742
