회사명,거래소코드,회계년도,매출액(IFRS연결),매입채무(IFRS연결),매출액(IFRS개별),매입채무(IFRS개별)
경동제약(주),11040,Dec-15,151893327,4466035,149325681,4277666
경동제약(주),11040,Dec-16,158599151,7496341,157010995,7482380
경동제약(주),11040,Dec-17,177772468,10319442,175565925,10823755
경동제약(주),11040,Dec-18,179316262,5663042,175237279,5660162
경동제약(주),11040,Dec-19,176500195,6141467,175990627,6141467
경인전자(주),9140,Dec-11,32915330,4440258,12924385,2506278
경인전자(주),9140,Dec-12,44190721,3033272,21442651,2286621
경인전자(주),9140,Dec-13,46578830,4638503,22395266,2253233
경인전자(주),9140,Dec-14,34027801,2235175,20488117,2327163
경인전자(주),9140,Dec-15,28337543,2688545,15664232,1623983
경인전자(주),9140,Dec-16,26574422,2932372,15215858,1749515
경인전자(주),9140,Dec-17,22018252,2210706,8741249,1019374
경인전자(주),9140,Dec-18,18467479,1485051,7834328,649611
경인전자(주),9140,Dec-19,13310900,1408017,5215908,941023
경창산업(주),24910,Dec-11,399835323,28926970,383335870,27309029
경창산업(주),24910,Dec-12,423087010,31956438,402047686,30265264
경창산업(주),24910,Dec-13,526639874,44456118,499111497,42226771
경창산업(주),24910,Dec-14,552775088,38533591,520926896,34928788
경창산업(주),24910,Dec-15,598967028,44041754,513547198,35004096
경창산업(주),24910,Dec-16,645787378,57216666,538331209,44239593
경창산업(주),24910,Dec-17,550283024,36964038,468698520,27145698
경창산업(주),24910,Dec-18,596493776,48362280,500886487,39037186
경창산업(주),24910,Dec-19,531349032,45402826,450785699,34663108
계룡건설산업(주),13580,Dec-11,1742432951,319271915,1278547084,308371011
계룡건설산업(주),13580,Dec-12,1544875888,239496435,1056681591,218502261
계룡건설산업(주),13580,Dec-13,1584999771,286472008,1050639848,261861878
계룡건설산업(주),13580,Dec-14,1633254734,248871730,1074601305,232904846
계룡건설산업(주),13580,Dec-15,1522160321,246568231,1124406620,235061362
계룡건설산업(주),13580,Dec-16,1958513609,327138358,1418298386,310179666
계룡건설산업(주),13580,Dec-17,2240832538,339847030,1481463089,270250048
계룡건설산업(주),13580,Dec-18,2292657938,308421169,1533433178,257900336
계룡건설산업(주),13580,Dec-19,2275710115,343005596,1649389656,284167500
계양전기(주),12200,Dec-11,234655339,13695659,220092997,10324292
계양전기(주),12200,Dec-12,247421110,12231782,230796675,10576792
계양전기(주),12200,Dec-13,260877192,17999467,242463549,15534293
계양전기(주),12200,Dec-14,286533015,30612993,271730762,27749904
계양전기(주),12200,Dec-15,293584375,27541160,281439707,25538191
계양전기(주),12200,Dec-16,339878931,37726426,317306131,33488604
계양전기(주),12200,Dec-17,339922486,47742520,323602676,42530256
계양전기(주),12200,Dec-18,365071318,39548833,353546149,34707224
계양전기(주),12200,Dec-19,375025412,42949023,365594740,36887126
고려산업(주),2140,Dec-11,176877638,10305180,176725355,10305180
고려산업(주),2140,Dec-12,191116449,8318367,186853034,7984680
고려산업(주),2140,Dec-13,202395094,10380594,198975686,10179231
고려산업(주),2140,Dec-14,185090600,10985472,180738229,10799266
고려산업(주),2140,Dec-15,185420059,4659135,181565997,4554195
고려산업(주),2140,Dec-16,172279708,7869909,165242167,7594079
고려산업(주),2140,Dec-17,174524412,9488515,167855863,9212720
고려산업(주),2140,Dec-18,158429984,12542951,151001858,12478208
고려산업(주),2140,Dec-19,192457071,16011011,186152585,16010807
고려신용정보(주),49720,Dec-11,,,80609515,0
고려신용정보(주),49720,Dec-12,83357918,0,82050410,0
고려신용정보(주),49720,Dec-13,82423369,0,79191124,0
고려신용정보(주),49720,Dec-14,81646668,0,80535701,0
고려신용정보(주),49720,Dec-15,82837483,0,82347863,0
고려신용정보(주),49720,Dec-16,84869062,0,84493481,0
고려신용정보(주),49720,Dec-17,,,87786993,0
고려신용정보(주),49720,Dec-18,,,103511313,0
고려신용정보(주),49720,Dec-19,116456558,0,116259222,0
고려아연(주),10130,Dec-11,5556409360,150607868,4857562193,96274071
고려아연(주),10130,Dec-12,5497530087,221309102,4926649428,149142546
고려아연(주),10130,Dec-13,4817733929,226706838,4232415605,155378505
고려아연(주),10130,Dec-14,4938531768,149518058,4214904855,95387701
고려아연(주),10130,Dec-15,4771442958,168757519,4087039959,140190041
고려아연(주),10130,Dec-16,5847513112,267113100,5044841798,186123970
고려아연(주),10130,Dec-17,6596671357,342767250,5452393303,186904176
고려아연(주),10130,Dec-18,6883323140,283317944,5527738464,154866254
고려아연(주),10130,Dec-19,6694810890,380294058,5218822665,252472796
고려제강(주),2240,Dec-11,1120070235,120846423,525491432,85257160
고려제강(주),2240,Dec-12,1118626320,104111219,547093272,65941007
고려제강(주),2240,Dec-13,1080621027,110448352,543415683,84721988
고려제강(주),2240,Dec-14,1341239003,155294991,557169324,73267841
고려제강(주),2240,Dec-15,1473202477,134685883,509762637,58796973
고려제강(주),2240,Dec-16,1417444526,150269231,449611059,61154953
고려제강(주),2240,Dec-17,1550456863,151362445,459185339,55136659
고려제강(주),2240,Dec-18,1577235683,161235734,467174937,47474821
고려제강(주),2240,Dec-19,1639715935,138479164,495658416,42755072
고려제약(주),14570,Dec-11,,,46545751,2490092
고려제약(주),14570,Dec-12,,,43900158,2881743
고려제약(주),14570,Dec-13,,,41554805,2245245
고려제약(주),14570,Dec-14,,,45392248,2649214
고려제약(주),14570,Dec-15,,,47390586,2733473
고려제약(주),14570,Dec-16,,,55308133,3399788
고려제약(주),14570,Dec-17,,,55402563,3458360
고려제약(주),14570,Dec-18,,,52027667,2663440
고려제약(주),14570,Dec-19,,,55529402,3065777
광동제약(주),9290,Dec-11,313986323,13233576,313293097,10941976
광동제약(주),9290,Dec-12,332641298,16854039,331814544,16529745
광동제약(주),9290,Dec-13,468384620,33035630,467417083,31177283
광동제약(주),9290,Dec-14,522274345,22623347,520972514,20039198
광동제약(주),9290,Dec-15,955453632,132329261,572260618,24603019
광동제약(주),9290,Dec-16,1056428809,127947524,636317841,35335748
광동제약(주),9290,Dec-17,1141565921,136625674,688537398,37675548
광동제약(주),9290,Dec-18,1180219947,139247942,697077550,34397005
광동제약(주),9290,Dec-19,1238254696,159118666,748889470,57748293
광전자(주),17900,Dec-11,389845571,18901942,323121838,17568439
광전자(주),17900,Dec-12,318555624,35877008,247425915,12909159
광전자(주),17900,Dec-13,307661696,41687124,243823179,16548162
광전자(주),17900,Dec-14,235622682,33978428,169793272,11892808
광전자(주),17900,Dec-15,206228996,14016305,178084378,10976181
광전자(주),17900,Dec-16,170928368,16416124,167087928,13722053
광전자(주),17900,Dec-17,177386000,13689669,175514146,11659167
광전자(주),17900,Dec-18,176929800,14010420,172091905,11035021
광전자(주),17900,Dec-19,166182499,12746667,159105643,9195009
광진실업(주),26910,Dec-11,,,77397539,2086271
광진실업(주),26910,Dec-12,,,73294427,2634270
광진실업(주),26910,Dec-13,,,56242214,1309922
광진실업(주),26910,Dec-14,,,46726213,1419133
광진실업(주),26910,Dec-15,,,42106391,2517869
광진실업(주),26910,Dec-16,,,38235287,3255448
광진실업(주),26910,Dec-17,,,42494221,3494597
광진실업(주),26910,Dec-18,,,43646396,1645403
광진실업(주),26910,Dec-19,,,42982094,2354765
국도화학(주),7690,Dec-11,874826284,68841967,647898271,42558992
국도화학(주),7690,Dec-12,841385314,71374832,620364704,52056235
국도화학(주),7690,Dec-13,911946964,80355220,655660067,58863386
국도화학(주),7690,Dec-14,977957815,82192176,668499923,56347572
국도화학(주),7690,Dec-15,1011877773,77904209,705926474,56007455
국도화학(주),7690,Dec-16,952633436,84828941,628092178,55877442
국도화학(주),7690,Dec-17,1075981117,108382167,701100095,81441199
국도화학(주),7690,Dec-18,1280615690,90315309,834411310,74281604
국도화학(주),7690,Dec-19,1121448683,104007375,854061501,86537311
국일신동(주),60480,Dec-14,,,33676665,531462
국일신동(주),60480,Dec-15,,,30074323,316254
국일신동(주),60480,Dec-16,,,27699446,615478
국일신동(주),60480,Dec-17,,,33305118,421706
국일신동(주),60480,Dec-18,,,29257233,248987
국일신동(주),60480,Dec-19,,,28614669,289044
국일제지(주),78130,Dec-11,229898811,35143682,57244830,6161422
국일제지(주),78130,Dec-12,140597175,11075293,56469045,3429840
국일제지(주),78130,Dec-13,107403122,6015320,52618557,2464726
국일제지(주),78130,Dec-14,96901970,6729794,48690355,2640568
국일제지(주),78130,Dec-15,,,41456781,2194600
국일제지(주),78130,Dec-16,,,40446022,2506673
국일제지(주),78130,Dec-17,,,43992705,1792234
국일제지(주),78130,Dec-18,,,48707045,5637752
국일제지(주),78130,Dec-19,83852676,8178676,83852676,8178676
국제약품(주),2720,Mar-11,132045610,8231162,131308308,8210057
국제약품(주),2720,Dec-12,126768061,11902369,122228356,11648257
국제약품(주),2720,Dec-13,120461297,12321930,117282673,11939008
국제약품(주),2720,Dec-14,122426377,13809875,117519247,13211912
국제약품(주),2720,Dec-15,117636992,9517020,111651493,8904842
국제약품(주),2720,Dec-16,120684006,11111465,114992377,10840813
국제약품(주),2720,Dec-17,123310224,11482686,122290581,11474582
국제약품(주),2720,Dec-18,107681163,8133910,106305203,8109027
국제약품(주),2720,Dec-19,111121601,8607640,108709297,8560675
그랜드코리아레저(주),114090,Dec-11,,,524911870,0
그랜드코리아레저(주),114090,Dec-12,,,502404460,0
그랜드코리아레저(주),114090,Dec-13,,,561327447,0
그랜드코리아레저(주),114090,Dec-14,,,540680448,0
그랜드코리아레저(주),114090,Dec-15,,,505663483,21640108
그랜드코리아레저(주),114090,Dec-16,,,548230023,0
그랜드코리아레저(주),114090,Dec-17,,,501295524,0
그랜드코리아레저(주),114090,Dec-18,480339214,0,480339214,0
그랜드코리아레저(주),114090,Dec-19,490752464,0,490752464,0
그린케미칼(주),83420,Dec-11,,,177400003,18026127
그린케미칼(주),83420,Dec-12,,,217154053,27383470
그린케미칼(주),83420,Dec-13,,,242992607,32403404
그린케미칼(주),83420,Dec-14,,,251617414,34301195
그린케미칼(주),83420,Dec-15,,,219885612,34640651
그린케미칼(주),83420,Dec-16,,,243610800,23317221
그린케미칼(주),83420,Dec-17,,,253655651,23066906
그린케미칼(주),83420,Dec-18,,,254122105,21977599
그린케미칼(주),83420,Dec-19,,,231874453,21259840
극동유화(주),14530,Dec-11,,,315587653,19236252
극동유화(주),14530,Dec-12,,,333186945,22131450
극동유화(주),14530,Dec-13,,,306046653,21139281
극동유화(주),14530,Dec-14,291576813,16544299,286401863,16544299
극동유화(주),14530,Dec-15,262018391,13228628,256079390,13228628
극동유화(주),14530,Dec-16,239781642,11764578,234721664,11764578
극동유화(주),14530,Dec-17,490067711,17501670,361599601,17501670
극동유화(주),14530,Dec-18,830880010,17736026,829436733,17736026
극동유화(주),14530,Dec-19,795562281,19316164,792464465,19316164
글로벌에스엠테크리미티드,900070,Dec-11,89400565,8763638,,
글로벌에스엠테크리미티드,900070,Dec-12,82825379,8995101,,
글로벌에스엠테크리미티드,900070,Dec-13,80729012,9346526,,
글로벌에스엠테크리미티드,900070,Dec-14,69100639,9731741,,
글로벌에스엠테크리미티드,900070,Dec-15,80988541,13902646,,
글로벌에스엠테크리미티드,900070,Dec-16,109514967,11032881,,
글로벌에스엠테크리미티드,900070,Dec-17,104699595,10349996,,
글로벌에스엠테크리미티드,900070,Dec-18,103471394,12789979,,
글로벌에스엠테크리미티드,900070,Dec-19,109293207,13619434,,
글로벌텍스프리(주),204620,Dec-14,,,,
글로벌텍스프리(주),204620,Dec-15,,,,
글로벌텍스프리(주),204620,Dec-16,,,,
글로벌텍스프리(주),204620,Dec-17,32962878,0,28128565,0
글로벌텍스프리(주),204620,Dec-18,41536412,0,33387350,0
글로벌텍스프리(주),204620,Dec-19,59766505,0,48398852,0
글로본(주),19660,Mar-11,,,,
글로본(주),19660,Mar-12,,,,
글로본(주),19660,Mar-13,,,,
글로본(주),19660,Mar-14,,,,
글로본(주),19660,Mar-15,,,,
글로본(주),19660,Mar-16,,,,
글로본(주),19660,Dec-17,,,7109864,339906
글로본(주),19660,Dec-18,,,29814829,1970638
글로본(주),19660,Dec-19,,,10307315,110820
금강공업(주),14280,Dec-11,305228403,21865493,289006169,21889135
금강공업(주),14280,Dec-12,393382320,68367697,376902952,67422355
금강공업(주),14280,Dec-13,694265027,77748562,424978193,64580277
금강공업(주),14280,Dec-14,711602081,55205166,452489664,38352160
금강공업(주),14280,Dec-15,565957188,38400398,353371950,32084738
금강공업(주),14280,Dec-16,603160426,47233469,414980534,37796875
금강공업(주),14280,Dec-17,613247470,43784768,436404458,33035629
금강공업(주),14280,Dec-18,567908394,49029911,392478465,34862814
금강공업(주),14280,Dec-19,549727642,51030043,321519066,31470408
금강철강(주),53260,Dec-11,289722760,33146096,289118925,33135420
금강철강(주),53260,Dec-12,256428227,30920970,256209766,30918693
금강철강(주),53260,Dec-13,246772112,27502991,246531187,27500714
금강철강(주),53260,Dec-14,200571035,21516825,200136589,21514548
금강철강(주),53260,Dec-15,159498224,20769237,158952119,20766960
금강철강(주),53260,Dec-16,162710392,20063280,162071107,20061003
금강철강(주),53260,Dec-17,197209289,17723474,196478390,17721197
금강철강(주),53260,Dec-18,195048267,18407995,193985799,18405718
금강철강(주),53260,Dec-19,171338156,21455351,170313296,21453074
금호건설(주),2990,Dec-11,1739467052,675701458,1687757193,674057421
금호건설(주),2990,Dec-12,1499864342,491456037,1499639378,491456037
금호건설(주),2990,Dec-13,1434495416,479920441,1433682096,479920441
금호건설(주),2990,Dec-14,1523544063,318541047,1522759522,318495420
금호건설(주),2990,Dec-15,1530988130,288497794,1530257353,288497794
금호건설(주),2990,Dec-16,1353709568,364849620,1352983409,364849620
금호건설(주),2990,Dec-17,1297945639,326679935,1297393428,326679935
금호건설(주),2990,Dec-18,1376712465,317083031,1376234626,317082978
금호건설(주),2990,Dec-19,1597734215,251805417,1597271636,251805417
금호석유화학(주),11780,Dec-11,6457354166,428090888,5292118911,348006848
금호석유화학(주),11780,Dec-12,5883690067,287335238,4872724692,214703118
금호석유화학(주),11780,Dec-13,5132132486,286034057,4193220007,218776468
금호석유화학(주),11780,Dec-14,4765671058,292144493,3766992357,232979387
금호석유화학(주),11780,Dec-15,3934509038,219196676,3159552412,166342010
금호석유화학(주),11780,Dec-16,3970435497,373697827,3138617263,310732759
금호석유화학(주),11780,Dec-17,5064779318,398183564,3926050763,316694992
금호석유화학(주),11780,Dec-18,5584910609,319050979,3899573264,230634725
금호석유화학(주),11780,Dec-19,4977931638,330405691,3699122524,243810469
금호전기(주),1210,Dec-11,315293392,22054488,252556751,27143542
금호전기(주),1210,Dec-12,379789500,20892952,201236199,14173164
금호전기(주),1210,Dec-13,386720348,50952430,163017831,17426596
금호전기(주),1210,Dec-14,447530899,31224321,160014373,7975393
금호전기(주),1210,Dec-15,396261336,23987409,94204691,2741410
금호전기(주),1210,Dec-16,415189782,41911206,80856420,4456484
금호전기(주),1210,Dec-17,338670380,28545186,73309553,4082549
금호전기(주),1210,Dec-18,77296233,13907900,64766878,4080090
금호전기(주),1210,Dec-19,62937827,9758084,53797109,4657074
금호타이어(주),73240,Dec-11,3915875747,684063823,3247967259,448261288
금호타이어(주),73240,Dec-12,4070643978,484458125,3342328372,260031479
금호타이어(주),73240,Dec-13,3698541596,400046503,2914256623,225992176
금호타이어(주),73240,Dec-14,3437868862,442008086,2755119349,228309902
금호타이어(주),73240,Dec-15,3040406690,372063566,2396367413,187618027
금호타이어(주),73240,Dec-16,2947227755,361105861,2353871598,207268832
금호타이어(주),73240,Dec-17,2876420253,372446824,2177799855,220480058
금호타이어(주),73240,Dec-18,2558681155,294537431,1881271577,187512032
금호타이어(주),73240,Dec-19,2369198864,199122999,1820850830,163172290
기아(주),270,Dec-11,43190942000,4825992000,27742277000,3313321000
기아(주),270,Dec-12,47242933000,4998445000,28007913000,3354498000
기아(주),270,Dec-13,47597897000,5192589000,28332572000,3323322000
기아(주),270,Dec-14,47097049000,5888191000,29850115000,3433337000
기아(주),270,Dec-15,49521447000,5885651000,32699936000,3645654000
기아(주),270,Dec-16,52712906000,6128049000,31641854000,3646153000
기아(주),270,Dec-17,53535680000,5113283000,32109883000,3244605000
기아(주),270,Dec-18,54169813000,6244942000,31912189000,3739186000
기아(주),270,Dec-19,58145959000,6766756000,33857781000,3709039000
깨끗한나라(주),4540,Dec-11,587818671,81759084,587779700,81759084
깨끗한나라(주),4540,Dec-12,633378794,69305032,633378794,69305032
깨끗한나라(주),4540,Dec-13,647438803,74132284,647438803,74132284
깨끗한나라(주),4540,Dec-14,656459355,74621645,656459355,74621645
깨끗한나라(주),4540,Dec-15,678615391,73574258,677213575,73323065
깨끗한나라(주),4540,Dec-16,706033015,76793871,700578128,77842170
깨끗한나라(주),4540,Dec-17,659937159,102035077,660597309,103472653
깨끗한나라(주),4540,Dec-18,626328188,85035318,623437069,87708984
깨끗한나라(주),4540,Dec-19,594158567,51821106,593789315,54056995
나노캠텍(주),91970,Dec-11,67447067,7685759,46718285,3658546
나노캠텍(주),91970,Dec-12,76139455,8139657,53774777,3329454
나노캠텍(주),91970,Dec-13,88299473,7005804,60425768,2229092
나노캠텍(주),91970,Dec-14,74863882,7186443,48299035,2639147
나노캠텍(주),91970,Dec-15,61969343,6350577,38201509,2472050
나노캠텍(주),91970,Dec-16,53086259,4399259,34747904,1872322
나노캠텍(주),91970,Dec-17,64733832,4084626,46304365,2029583
나노캠텍(주),91970,Dec-18,60743211,1600098,38669690,809265
나노캠텍(주),91970,Dec-19,47464649,1476683,20831129,548057
나라엠앤디(주),51490,Dec-11,132391876,22555668,87185372,17825863
나라엠앤디(주),51490,Dec-12,132190567,18003074,96123069,14552013
나라엠앤디(주),51490,Dec-13,125150941,14596613,94980427,11121876
나라엠앤디(주),51490,Dec-14,136508459,18476286,101558422,15780549
나라엠앤디(주),51490,Dec-15,129693645,13955938,99626530,9930249
나라엠앤디(주),51490,Dec-16,131016323,21030751,95613415,16215129
나라엠앤디(주),51490,Dec-17,140866034,22889164,102137232,14417895
나라엠앤디(주),51490,Dec-18,141805153,0,92017046,0
나라엠앤디(주),51490,Dec-19,156036235,31788898,93252387,14401732
나무기술(주),242040,Dec-16,,,,
나무기술(주),242040,Dec-17,,,,
나무기술(주),242040,Dec-18,65704112,11959939,46903289,11155346
나무기술(주),242040,Dec-19,84684742,17951833,58481259,7307665
나이스정보통신(주),36800,Dec-11,,,150129607,10607292
나이스정보통신(주),36800,Dec-12,,,178061322,12678939
나이스정보통신(주),36800,Dec-13,,,200655055,12555521
나이스정보통신(주),36800,Dec-14,,,225516768,10553800
나이스정보통신(주),36800,Dec-15,,,263882885,9510630
나이스정보통신(주),36800,Dec-16,317066479,14467894,276593562,14461833
나이스정보통신(주),36800,Dec-17,366436947,15089845,243324925,14605680
나이스정보통신(주),36800,Dec-18,414997500,13562063,240175109,13352623
나이스정보통신(주),36800,Dec-19,452922830,12793147,217676154,12436781
나이스평가정보(주),30190,Dec-11,231620404,82968,116497079,0
나이스평가정보(주),30190,Dec-12,184530540,0,132676592,0
나이스평가정보(주),30190,Dec-13,222183238,0,170695443,0
나이스평가정보(주),30190,Dec-14,279236006,0,220464782,0
나이스평가정보(주),30190,Dec-15,338136731,0,279187643,0
나이스평가정보(주),30190,Dec-16,345547072,0,288665097,0
나이스평가정보(주),30190,Dec-17,360404385,0,301384740,0
나이스평가정보(주),30190,Dec-18,383774178,0,323817190,0
나이스평가정보(주),30190,Dec-19,410914934,0,345645820,0
남광토건(주),1260,Dec-11,672858229,262165874,672858229,262165874
남광토건(주),1260,Dec-12,393480205,67032449,393480205,67052978
남광토건(주),1260,Dec-13,284497543,63541623,284497543,63563269
남광토건(주),1260,Dec-14,278638118,25175658,278638118,25213282
남광토건(주),1260,Dec-15,302388687,27966753,302388687,27989086
남광토건(주),1260,Dec-16,183598711,15037128,183598711,15037128
남광토건(주),1260,Dec-17,115611173,11976068,115611173,11976068
남광토건(주),1260,Dec-18,157172931,20325907,157172931,20325907
남광토건(주),1260,Dec-19,236179654,44863602,236179654,44863602
남양유업(주),3920,Dec-11,1205185125,113416665,1202937339,113538850
남양유업(주),3920,Dec-12,1365023790,85406458,1340334900,84888531
남양유업(주),3920,Dec-13,1229857086,72192685,1205330531,71269457
남양유업(주),3920,Dec-14,1151706220,67060488,1126347186,65503896
남양유업(주),3920,Dec-15,1215045620,70155000,1204320758,69311143
남양유업(주),3920,Dec-16,1239168204,91961054,1216821786,89028858
남양유업(주),3920,Dec-17,1166971936,77365461,1157333564,75612187
남양유업(주),3920,Dec-18,1079745260,61623354,1070693438,60093641
남양유업(주),3920,Dec-19,1030826757,55651007,1018263416,54765574
남해화학(주),25860,Dec-11,,,1510056304,52567087
남해화학(주),25860,Dec-12,,,1468834890,16612243
남해화학(주),25860,Dec-13,,,1391550749,30955891
남해화학(주),25860,Dec-14,,,1251761127,23290312
남해화학(주),25860,Dec-15,,,1183345141,15127849
남해화학(주),25860,Dec-16,1096493484,37437682,1096487484,37428716
남해화학(주),25860,Dec-17,1122369006,43599319,1122362878,43590352
남해화학(주),25860,Dec-18,,,1242735386,20810817
남해화학(주),25860,Dec-19,,,1187201231,37753274
남화산업(주),111710,Dec-18,,,13448740,27735
남화산업(주),111710,Dec-19,,,15007015,30463
남화토건(주),91590,Dec-12,87324062,6353720,84687528,6353720
남화토건(주),91590,Dec-13,89714913,6247109,87135870,5813265
남화토건(주),91590,Dec-14,95198203,4028545,92761809,4028237
남화토건(주),91590,Dec-15,50407654,2835649,48883356,2708282
남화토건(주),91590,Dec-16,64560813,5017552,61133907,4992397
남화토건(주),91590,Dec-17,66352445,3322148,61797876,2833607
남화토건(주),91590,Dec-18,51700367,5781538,47418461,5165690
남화토건(주),91590,Dec-19,53704665,5793182,53116635,5792849
네이버(주),35420,Dec-11,2121317926,130224432,1435148217,0
네이버(주),35420,Dec-12,2389324068,0,1511390501,0
네이버(주),35420,Dec-13,2311962798,0,1223505708,0
네이버(주),35420,Dec-14,2758478837,0,1637164959,0
네이버(주),35420,Dec-15,3251157100,0,2141274744,0
네이버(주),35420,Dec-16,4022629620,0,2496498317,0
네이버(주),35420,Dec-17,4678468928,0,2930661325,0
네이버(주),35420,Dec-18,5586904533,0,3459014043,0
네이버(주),35420,Dec-19,6593400065,0,3900013296,0
넥센타이어(주),2350,Dec-11,1429955656,70290191,1177016741,60294078
넥센타이어(주),2350,Dec-12,1700620650,60183893,1361164473,54694064
넥센타이어(주),2350,Dec-13,1728239824,55757775,1380223434,43859897
넥센타이어(주),2350,Dec-14,1758781613,81602264,1382130416,62868021
넥센타이어(주),2350,Dec-15,1837466551,70155576,1468926730,53921805
넥센타이어(주),2350,Dec-16,1894702700,114669018,1490685587,92220814
넥센타이어(주),2350,Dec-17,1964792711,107725177,1537843988,84337163
넥센타이어(주),2350,Dec-18,1983976385,134975119,1582971504,116522912
넥센타이어(주),2350,Dec-19,2022338189,123902324,1620923826,100952063
넷마블(주),251270,Dec-17,2424755041,120611367,1668776658,157010676
넷마블(주),251270,Dec-18,2021272799,81335648,1159865513,103064398
넷마블(주),251270,Dec-19,2178677560,52704905,1251836230,83283943
농업회사법인(주)농우바이오,54050,Oct-11,72894879,6316295,55598772,2406626
농업회사법인(주)농우바이오,54050,Sep-13,81665017,6756753,67572494,1434768
농업회사법인(주)농우바이오,54050,Sep-14,89316143,8340449,69261800,3032987
농업회사법인(주)농우바이오,54050,Sep-15,96841463,11842657,78477878,3868011
농업회사법인(주)농우바이오,54050,Dec-16,103088564,10926414,82836511,5583950
농업회사법인(주)농우바이오,54050,Dec-17,104456089,11219501,87588908,7214314
농업회사법인(주)농우바이오,54050,Dec-18,104027075,11683750,79957237,8666767
농업회사법인(주)농우바이오,54050,Dec-19,121267018,13609735,91191095,11222188
뉴지랩파마(주),214870,Dec-15,,,73464989,3099482
뉴지랩파마(주),214870,Dec-16,,,32877051,5046592
뉴지랩파마(주),214870,Dec-17,30603266,2467888,30603266,2467888
뉴지랩파마(주),214870,Dec-18,18640144,897690,18563223,897690
뉴지랩파마(주),214870,Dec-19,95819852,6887202,95819852,6887202
다믈멀티미디어(주),93640,Dec-11,,,25109571,423415
다믈멀티미디어(주),93640,Dec-12,,,28350695,639625
다믈멀티미디어(주),93640,Dec-13,,,24466403,590999
다믈멀티미디어(주),93640,Dec-14,,,26471753,722324
다믈멀티미디어(주),93640,Dec-15,,,24210168,956887
다믈멀티미디어(주),93640,Dec-16,,,25657732,1261295
다믈멀티미디어(주),93640,Dec-17,,,18332541,312707
다믈멀티미디어(주),93640,Dec-18,,,11127167,385825
다믈멀티미디어(주),93640,Dec-19,,,13137932,444104
다스코(주),58730,Dec-11,81343086,6516944,81343086,6516944
다스코(주),58730,Dec-12,,,101800632,1324875
다스코(주),58730,Dec-13,,,108245160,4648092
다스코(주),58730,Dec-14,,,111531987,3598386
다스코(주),58730,Dec-15,135394762,7363922,135394762,7363922
다스코(주),58730,Dec-16,157137164,5699660,157137164,5699660
다스코(주),58730,Dec-17,223185014,8550821,223311391,8550821
다스코(주),58730,Dec-18,240804571,7999932,240254463,7999932
다스코(주),58730,Dec-19,216209628,8495896,214770746,8495896
대동금속(주),20400,Dec-11,,,66771865,6827325
대동금속(주),20400,Dec-12,,,60324966,4894704
대동금속(주),20400,Dec-13,,,58999113,5517448
대동금속(주),20400,Dec-14,,,60523408,4991336
대동금속(주),20400,Dec-15,,,59822981,4426392
대동금속(주),20400,Dec-16,,,61096103,6469138
대동금속(주),20400,Dec-17,,,74709305,8577627
대동금속(주),20400,Dec-18,,,80862657,7099555
대동금속(주),20400,Dec-19,,,88529123,13974526
대동기어(주),8830,Dec-11,,,132310704,19554456
대동기어(주),8830,Dec-12,,,115116115,11394641
대동기어(주),8830,Dec-13,,,117973433,17708514
대동기어(주),8830,Dec-14,,,127512682,28262938
대동기어(주),8830,Dec-15,,,114853907,27986863
대동기어(주),8830,Dec-16,,,92871384,23599042
대동기어(주),8830,Dec-17,,,113492983,33226336
대동기어(주),8830,Dec-18,,,131996658,29156749
대동기어(주),8830,Dec-19,,,143079332,32026745
대림비앤코(주),5750,Dec-11,88647733,8916594,88522467,8617641
대림비앤코(주),5750,Dec-12,101527269,9439037,100101321,8787877
대림비앤코(주),5750,Dec-13,116283003,13269249,115385690,10805935
대림비앤코(주),5750,Dec-14,147479703,15748348,141868409,13727506
대림비앤코(주),5750,Dec-15,180938863,21629165,171601003,19888832
대림비앤코(주),5750,Dec-16,209090130,24618046,196442878,22485825
대림비앤코(주),5750,Dec-17,232886930,26452430,218856107,22918432
대림비앤코(주),5750,Dec-18,247179477,25041467,238215856,24914892
대림비앤코(주),5750,Dec-19,236449075,25078847,234711849,24917958
대림통상(주),6570,Dec-11,174219994,18796204,143241074,14799260
대림통상(주),6570,Dec-12,163626776,15486923,141653955,14175142
대림통상(주),6570,Dec-13,160796628,18737152,140058989,16041177
대림통상(주),6570,Dec-14,166403320,17161147,151672628,15551037
대림통상(주),6570,Dec-15,167699118,16555923,151353000,12822980
대림통상(주),6570,Dec-16,174368925,18093475,158197468,15559966
대림통상(주),6570,Dec-17,197246677,29487594,183331404,27174447
대림통상(주),6570,Dec-18,201252856,21007065,184186211,17890666
대림통상(주),6570,Dec-19,183586182,15184161,161928026,13268994
대모엔지니어링(주),317850,Dec-19,44996482,5995334,42446435,5853284
대보마그네틱(주),290670,Dec-18,,,20620188,1394722
대보마그네틱(주),290670,Dec-19,,,23870075,440909
대봉엘에스(주),78140,Dec-11,37982328,4552028,37278932,4258071
대봉엘에스(주),78140,Dec-12,44374579,3601806,41788710,3256448
대봉엘에스(주),78140,Dec-13,43776592,2872425,39207562,2395348
대봉엘에스(주),78140,Dec-14,52151988,3489783,47696178,2929990
대봉엘에스(주),78140,Dec-15,58647401,3752137,53413684,3280981
대봉엘에스(주),78140,Dec-16,71038610,5184374,63361641,4674203
