회사명,거래소코드,회계년도,매출액(IFRS연결),매입채무(IFRS연결),매출액(IFRS개별),매입채무(IFRS개별)
(주)대동,490,Dec-14,603238442,129053639,505157734,121364512
(주)대동,490,Dec-15,583473475,100778333,462238438,92895197
(주)대동,490,Dec-16,585413995,80270813,463775800,69361073
(주)대동,490,Dec-17,610103128,102826774,453491142,87658396
(주)대동,490,Dec-18,654760356,94753498,475866754,82607159
(주)대동,490,Dec-19,832931373,108982033,620447655,86097875
(주)대동스틸,48470,Dec-11,,,155434161,13809380
(주)대동스틸,48470,Dec-12,,,188596628,14146787
(주)대동스틸,48470,Dec-13,,,130618849,6965931
(주)대동스틸,48470,Dec-14,,,109642438,12013733
(주)대동스틸,48470,Dec-15,,,92348516,4836894
(주)대동스틸,48470,Dec-16,,,68177746,3068943
(주)대동스틸,48470,Dec-17,,,90505698,11288030
(주)대동스틸,48470,Dec-18,,,101539496,9525027
(주)대동스틸,48470,Dec-19,,,113290547,10469671
(주)대륙제관,4780,Dec-11,,,176869298,23498151
(주)대륙제관,4780,Dec-12,,,187942095,22219511
(주)대륙제관,4780,Dec-13,,,201134599,22002897
(주)대륙제관,4780,Dec-14,,,205331306,18915960
(주)대륙제관,4780,Dec-15,,,205100796,15979105
(주)대륙제관,4780,Dec-16,,,186222141,16893296
(주)대륙제관,4780,Dec-17,,,197112543,23010461
(주)대륙제관,4780,Dec-18,,,196346726,17761390
(주)대륙제관,4780,Dec-19,,,197284517,17468808
(주)대림제지,17650,Dec-11,,,78530514,1062485
(주)대림제지,17650,Dec-12,,,76851211,816042
(주)대림제지,17650,Dec-13,,,61342989,1245954
(주)대림제지,17650,Dec-14,,,57374784,915871
(주)대림제지,17650,Dec-15,,,54737678,1092834
(주)대림제지,17650,Dec-16,,,67430955,1427389
(주)대림제지,17650,Dec-17,118019206,10914283,90533322,3365637
(주)대림제지,17650,Dec-18,146502272,8984945,89572201,2983146
(주)대림제지,17650,Dec-19,,,105900335,2771281
(주)대명소노시즌,7720,Dec-11,24126346,2651077,8401073,502304
(주)대명소노시즌,7720,Dec-12,13677795,9545897,12122192,295244
(주)대명소노시즌,7720,Dec-13,170576588,9697037,15476512,892053
(주)대명소노시즌,7720,Dec-14,179185015,10256637,24378893,566829
(주)대명소노시즌,7720,Dec-15,205477211,16563248,118797923,16563248
(주)대명소노시즌,7720,Dec-16,217451478,14700727,206149572,14700727
(주)대명소노시즌,7720,Dec-17,235523369,15969461,219151391,15969461
(주)대명소노시즌,7720,Dec-18,280961738,7374625,214323503,16125413
(주)대명소노시즌,7720,Dec-19,218566639,16389862,218566639,16389862
(주)대성미생물연구소,36480,Dec-11,,,17148022,770478
(주)대성미생물연구소,36480,Dec-12,,,16332474,415768
(주)대성미생물연구소,36480,Dec-13,,,21633306,2197128
(주)대성미생물연구소,36480,Dec-14,,,25297656,1424549
(주)대성미생물연구소,36480,Dec-15,,,31025903,2450204
(주)대성미생물연구소,36480,Dec-16,,,30801319,2562737
(주)대성미생물연구소,36480,Dec-17,,,24043374,1203346
(주)대성미생물연구소,36480,Dec-18,,,25097138,1847881
(주)대성미생물연구소,36480,Dec-19,,,25133940,1812960
(주)대성엘텍,25440,Dec-11,254383050,9674233,239501268,7203965
(주)대성엘텍,25440,Dec-12,265749156,15080808,249582562,12748375
(주)대성엘텍,25440,Dec-13,318663155,13408965,309012177,12223710
(주)대성엘텍,25440,Dec-14,392611689,13714913,387258043,12658368
(주)대성엘텍,25440,Dec-15,355223578,16644180,346123894,14005556
(주)대성엘텍,25440,Dec-16,366692739,14118201,352277390,10773898
(주)대성엘텍,25440,Dec-17,350575739,13148644,344500547,10197893
(주)대성엘텍,25440,Dec-18,348076304,14960561,338326754,13312750
(주)대성엘텍,25440,Dec-19,377405556,12029723,364131618,11136577
(주)대성파인텍,104040,Dec-11,32471054,6118051,31169768,5865106
(주)대성파인텍,104040,Dec-12,35070320,4634030,33684708,4044274
(주)대성파인텍,104040,Dec-13,35560822,4779677,33645038,4301543
(주)대성파인텍,104040,Dec-14,38872598,4447093,37798289,4086300
(주)대성파인텍,104040,Dec-15,44267460,4747204,43155230,4317668
(주)대성파인텍,104040,Dec-16,47677369,4602822,46924145,4272423
(주)대성파인텍,104040,Dec-17,43233993,5770605,42539088,5455496
(주)대성파인텍,104040,Dec-18,38587676,3918825,38587676,3738030
(주)대성파인텍,104040,Dec-19,37466323,3328808,37497863,3328808
(주)대양금속,9190,Dec-11,146313431,18032811,146017854,18017818
(주)대양금속,9190,Dec-12,105129341,4859808,99832132,4549075
(주)대양금속,9190,Dec-13,113651899,9047287,112821866,9047287
(주)대양금속,9190,Dec-14,122339495,14661208,122086010,14661208
(주)대양금속,9190,Dec-15,,,121554021,4094825
(주)대양금속,9190,Dec-16,,,146247517,3829094
(주)대양금속,9190,Dec-17,,,172877205,3981192
(주)대양금속,9190,Dec-18,,,165044206,2881492
(주)대양금속,9190,Dec-19,,,151597696,2586736
(주)대우건설,47040,Dec-11,7019591544,687978498,7031863672,672072587
(주)대우건설,47040,Dec-12,8223432761,467642637,8180269589,465412414
(주)대우건설,47040,Dec-13,8782195639,486496126,8417075007,479998952
(주)대우건설,47040,Dec-14,9995022699,480967266,9853092238,485535799
(주)대우건설,47040,Dec-15,9935734306,459418712,9877475175,457579794
(주)대우건설,47040,Dec-16,11105930098,528699486,10964615696,522508819
(주)대우건설,47040,Dec-17,11766840488,435128714,11332055896,431334320
(주)대우건설,47040,Dec-18,10605493845,274219825,10204674621,273610026
(주)대우건설,47040,Dec-19,8651852221,314070152,8091938554,313612088
(주)대웅,3090,Dec-11,294259306,41948212,45481287,845840
(주)대웅,3090,Dec-12,320770921,35153200,44303202,182347
(주)대웅,3090,Dec-13,843315008,53715461,43620683,165095
(주)대웅,3090,Dec-14,893952807,52722559,46086581,389348
(주)대웅,3090,Dec-15,996816140,55072321,50147920,1022214
(주)대웅,3090,Dec-16,1014965932,74400157,49222029,1961744
(주)대웅,3090,Dec-17,1123956914,61562085,54733877,1283620
(주)대웅,3090,Dec-18,1231290089,64831064,47887031,0
(주)대웅,3090,Dec-19,1365679369,83747672,49225217,0
(주)대웅제약,69620,Dec-11,710547146,42234650,706643347,42234650
(주)대웅제약,69620,Dec-12,669013833,35902367,664648217,35902367
(주)대웅제약,69620,Dec-13,682508016,35520645,674867033,34252231
(주)대웅제약,69620,Dec-14,735889424,36486868,727222610,33848122
(주)대웅제약,69620,Dec-15,839686478,45467489,800517043,39704533
(주)대웅제약,69620,Dec-16,883920425,61381496,794009801,51578936
(주)대웅제약,69620,Dec-17,960307423,59440709,866755277,53745059
(주)대웅제약,69620,Dec-18,1031427426,62259160,943522107,57135897
(주)대웅제약,69620,Dec-19,1113425921,76702821,1005179736,69389097
(주)대원,7680,Dec-17,289919901,40031535,260757969,39005073
(주)대원,7680,Dec-18,333043729,35337100,319582129,34115086
(주)대원,7680,Dec-19,248600434,27791855,153482069,16197685
(주)대유,290380,Dec-18,,,28744630,465459
(주)대유,290380,Dec-19,,,29676591,500616
(주)대유에이텍,2880,Dec-11,469492403,77674576,402876552,65494072
(주)대유에이텍,2880,Dec-12,505514624,87613445,415218564,77913163
(주)대유에이텍,2880,Dec-13,555167096,120055948,477929276,111204526
(주)대유에이텍,2880,Dec-14,737452073,190152176,563652493,99552858
(주)대유에이텍,2880,Dec-15,1010565226,184598141,439531682,97697978
(주)대유에이텍,2880,Dec-16,1020081834,206843111,346859744,100147012
(주)대유에이텍,2880,Dec-17,1067821414,238304904,375357145,109734836
(주)대유에이텍,2880,Dec-18,1110212702,235378200,386822181,116530347
(주)대유에이텍,2880,Dec-19,1284997078,286091701,375730576,112281800
(주)대유에이피,290120,Dec-18,,,193955817,24442325
(주)대유에이피,290120,Dec-19,157452770,22045640,155621706,16800039
(주)대유플러스,300,Dec-11,334908921,77845991,269816158,70057785
(주)대유플러스,300,Dec-12,379402054,62547767,301224599,53582349
(주)대유플러스,300,Dec-13,423640919,87087795,330007627,75074334
(주)대유플러스,300,Dec-14,501739482,109787565,336624995,28477076
(주)대유플러스,300,Dec-15,495781661,76283631,182014611,26484859
(주)대유플러스,300,Dec-16,434112971,73740492,177513413,5649498
(주)대유플러스,300,Dec-17,457742056,67996915,42149556,6621222
(주)대유플러스,300,Dec-18,503410184,82150110,68748620,17809590
(주)대유플러스,300,Dec-19,457263303,86538095,111432198,32248017
(주)대창,12800,Dec-11,868579999,16039559,847602152,11933978
(주)대창,12800,Dec-12,781254333,13248968,760552549,12468848
(주)대창,12800,Dec-13,754870184,18741058,731584711,17587302
(주)대창,12800,Dec-14,1323691567,41456216,759271054,41249563
(주)대창,12800,Dec-15,1016663483,9127165,590375055,9286514
(주)대창,12800,Dec-16,817684058,23866719,371558721,8263056
(주)대창,12800,Dec-17,983291022,19531910,442632337,9321330
(주)대창,12800,Dec-18,951257321,22551930,453110792,9576948
(주)대창,12800,Dec-19,898987909,29557087,409974330,3785256
(주)대창솔루션,96350,Dec-11,,,78897094,7135128
(주)대창솔루션,96350,Dec-12,68934325,13530320,68934325,4962871
(주)대창솔루션,96350,Dec-13,95233300,12121234,48428623,7486480
(주)대창솔루션,96350,Dec-14,82650798,8640750,62840334,5491281
(주)대창솔루션,96350,Dec-15,59676898,5505979,43696474,2839978
(주)대창솔루션,96350,Dec-16,49327918,5957234,36520316,3988985
(주)대창솔루션,96350,Dec-17,42774854,5739822,30923027,4221101
(주)대창솔루션,96350,Dec-18,51667981,9503627,32180980,6303463
(주)대창솔루션,96350,Dec-19,65192868,10067367,48365618,6392264
(주)대창스틸,140520,Dec-14,266081393,25509974,266081393,25509974
(주)대창스틸,140520,Dec-15,260110989,30376825,229985716,29181908
(주)대창스틸,140520,Dec-16,302662749,30491876,239314048,26794454
(주)대창스틸,140520,Dec-17,318055221,33011511,244793248,28099367
(주)대창스틸,140520,Dec-18,228396166,20162112,228369357,19996692
(주)대창스틸,140520,Dec-19,197636280,14575259,197667730,14575259
(주)대한과학,131220,Dec-11,,,34442607,3489989
(주)대한과학,131220,Dec-12,39173115,3486937,39571766,3487929
(주)대한과학,131220,Dec-13,39656586,4026930,38687652,3683560
(주)대한과학,131220,Dec-14,39051055,4316338,36555998,4223770
(주)대한과학,131220,Dec-15,41604516,5213684,37487327,5067948
(주)대한과학,131220,Dec-16,46070953,4908393,38812724,4259563
(주)대한과학,131220,Dec-17,41364830,4796013,31663846,4189721
(주)대한과학,131220,Dec-18,47055603,4898651,33984809,3737755
(주)대한과학,131220,Dec-19,55165316,5333075,38676690,4431094
(주)대한항공,3490,Dec-11,12269083442,290074080,11805281564,293603522
(주)대한항공,3490,Dec-12,12719636524,239090608,12263866637,257118031
(주)대한항공,3490,Dec-13,11848707841,206855935,11712354062,223856425
(주)대한항공,3490,Dec-14,11909748648,121696100,11680398140,140978237
(주)대한항공,3490,Dec-15,11544831301,123749310,11308423373,150168015
(주)대한항공,3490,Dec-16,11731852589,113875320,11502876673,142144577
(주)대한항공,3490,Dec-17,12092211498,151796835,11802818528,172296238
(주)대한항공,3490,Dec-18,13011645224,153624476,12646864991,177538758
(주)대한항공,3490,Dec-19,12683407265,196453209,12291667990,190950575
(주)대현,16090,Dec-11,,,196209581,27954207
(주)대현,16090,Dec-12,,,216891532,36337311
(주)대현,16090,Dec-13,,,245290977,38781116
(주)대현,16090,Dec-14,,,245403416,40004511
(주)대현,16090,Dec-15,,,259571056,39108490
(주)대현,16090,Dec-16,,,280173383,34526735
(주)대현,16090,Dec-17,,,283694373,32987901
(주)대현,16090,Dec-18,,,286316282,30865091
(주)대현,16090,Dec-19,,,299583978,21998345
(주)대호에이엘,69460,Dec-11,179347681,1231588,172103915,1429235
(주)대호에이엘,69460,Dec-12,151031967,1443239,134927509,1081986
(주)대호에이엘,69460,Dec-13,139063658,2062838,125380109,2770472
(주)대호에이엘,69460,Dec-14,,,131723452,1190866
(주)대호에이엘,69460,Dec-15,,,121584665,1588869
(주)대호에이엘,69460,Dec-16,,,117646225,1631339
(주)대호에이엘,69460,Dec-17,,,126319691,2631724
(주)대호에이엘,69460,Dec-18,,,132411332,4569049
(주)대호에이엘,69460,Dec-19,,,117536747,3369162
(주)대호특수강,21040,Dec-11,,,213832202,20875751
(주)대호특수강,21040,Dec-12,,,220378054,26528933
(주)대호특수강,21040,Dec-13,,,314033771,30669856
(주)대호특수강,21040,Dec-14,,,222066124,15791754
(주)대호특수강,21040,Dec-15,,,200872222,14936668
(주)대호특수강,21040,Dec-16,,,185678388,10199548
(주)대호특수강,21040,Dec-17,,,205306467,18585019
(주)대호특수강,21040,Dec-18,,,209863691,14040168
(주)대호특수강,21040,Dec-19,,,204179606,14347535
(주)더 미동,161570,Dec-13,41879645,3097486,41879645,3097486
(주)더 미동,161570,Dec-14,36758112,3718056,36757876,3718056
(주)더 미동,161570,Dec-15,40713758,2383857,40703286,2383857
(주)더 미동,161570,Dec-16,28872693,1809526,28872693,1785269
(주)더 미동,161570,Dec-17,28157406,1386224,28132442,1386224
(주)더 미동,161570,Dec-18,19602894,624834,19560828,623294
(주)더 미동,161570,Dec-19,24883150,1893193,24559154,810391
(주)더블유게임즈,192080,Dec-19,513847375,0,200271921,0
(주)더블유아이,73570,Dec-11,52297039,1137877,52230213,1137877
(주)더블유아이,73570,Dec-12,21961327,306899,21961327,306899
(주)더블유아이,73570,Dec-13,95416105,5750614,16547458,671272
(주)더블유아이,73570,Dec-14,,,118448729,4212770
(주)더블유아이,73570,Dec-15,,,15165610,467071
(주)더블유아이,73570,Dec-16,4764944,369243,4764944,212556
(주)더블유아이,73570,Dec-17,12072601,633443,10064001,351543
(주)더블유아이,73570,Dec-18,19277934,4943775,4081422,680498
(주)더블유아이,73570,Dec-19,,,24052132,409198
(주)더블유에스아이,299170,Dec-18,,,,
(주)더블유에스아이,299170,Dec-19,,,,
(주)더존비즈온,12510,Dec-11,115664742,910652,112382349,1248364
(주)더존비즈온,12510,Dec-12,124921239,1353134,122977105,2028198
(주)더존비즈온,12510,Dec-13,129601816,707511,128116096,915374
(주)더존비즈온,12510,Dec-14,136381212,790510,130792452,849698
(주)더존비즈온,12510,Dec-15,157733506,987703,153480924,2039073
(주)더존비즈온,12510,Dec-16,176766996,1597808,173040399,5237197
(주)더존비즈온,12510,Dec-17,205605875,1934336,201743071,3316818
(주)더존비즈온,12510,Dec-18,226933182,2938054,223090877,3885474
(주)더존비즈온,12510,Dec-19,262663608,3561331,259291800,4980724
(주)덕산테코피아,317330,Dec-19,,,61838936,1627104
(주)덕성,4830,Dec-11,90994471,11347612,80029454,6751020
(주)덕성,4830,Dec-12,91531135,12647430,79107828,6261825
(주)덕성,4830,Dec-13,97418617,8406934,90283423,5610377
(주)덕성,4830,Dec-14,82288347,6064486,77305403,3890598
(주)덕성,4830,Dec-15,76938066,6601021,71463183,4513310
(주)덕성,4830,Dec-16,103808604,9334505,98630563,6499191
(주)덕성,4830,Dec-17,100706194,6879607,96190439,5989050
(주)덕성,4830,Dec-18,83746049,5970955,79922736,5292629
(주)덕성,4830,Dec-19,86726847,7819684,83276447,7021658
(주)덕신하우징,90410,Dec-14,,,90645621,3973909
(주)덕신하우징,90410,Dec-15,104896222,2131237,107493319,2131237
(주)덕신하우징,90410,Dec-16,121634452,4337376,120269693,3532220
(주)덕신하우징,90410,Dec-17,125887825,4316286,122876930,3355239
(주)덕신하우징,90410,Dec-18,135363460,5596390,131099317,5349350
(주)덕신하우징,90410,Dec-19,149006750,8503637,145648501,7445617
(주)데이타솔루션,263800,Dec-17,,,90041947,18711429
(주)데이타솔루션,263800,Dec-18,,,98116700,14950375
(주)데이타솔루션,263800,Dec-19,,,101169469,17432903
(주)덱스터스튜디오,206560,Dec-15,26054827,0,26054827,0
(주)덱스터스튜디오,206560,Dec-16,31776984,0,31776984,0
(주)덱스터스튜디오,206560,Dec-17,25334023,0,24984428,0
(주)덱스터스튜디오,206560,Dec-18,39216741,30944,35739469,0
(주)덱스터스튜디오,206560,Dec-19,55482725,12639,38294449,0
(주)덴티스,261200,Dec-17,,,,
(주)덴티스,261200,Dec-18,,,,
(주)덴티스,261200,Dec-19,,,,
(주)덴티움,145720,Dec-17,150645644,5757785,122526473,4856721
(주)덴티움,145720,Dec-18,186316234,8055130,145739045,7373189
(주)덴티움,145720,Dec-19,252587273,12515031,207592934,7221826
(주)도화엔지니어링,2150,Dec-11,,,282096884,0
(주)도화엔지니어링,2150,Dec-12,,,282716150,0
(주)도화엔지니어링,2150,Dec-13,,,270205936,0
(주)도화엔지니어링,2150,Dec-14,,,229647463,0
(주)도화엔지니어링,2150,Dec-15,,,275048204,0
(주)도화엔지니어링,2150,Dec-16,,,324737933,0
(주)도화엔지니어링,2150,Dec-17,398950053,0,398213957,0
(주)도화엔지니어링,2150,Dec-18,402472582,0,401239892,0
(주)도화엔지니어링,2150,Dec-19,516127676,0,514884271,0
(주)동구바이오제약,6620,Dec-18,,,104837387,9553814
(주)동구바이오제약,6620,Dec-19,,,125235187,11240675
(주)동국알앤에스,75970,Dec-11,154053142,10409168,148238581,8844711
(주)동국알앤에스,75970,Dec-12,129926945,10968400,122220583,9919191
(주)동국알앤에스,75970,Dec-13,117332476,9810815,108707901,8394369
(주)동국알앤에스,75970,Dec-14,110150597,10414419,102228141,9380905
(주)동국알앤에스,75970,Dec-15,98898658,7183439,76183392,4850123
(주)동국알앤에스,75970,Dec-16,94528209,7414981,67042606,5407370
(주)동국알앤에스,75970,Dec-17,95193818,9437653,68756029,5109169
(주)동국알앤에스,75970,Dec-18,101618391,7718208,76379761,6442458
(주)동국알앤에스,75970,Dec-19,101828656,7912943,71822024,5820381
(주)동국에스엔씨,100130,Dec-11,116891942,11786382,115568473,11786382
(주)동국에스엔씨,100130,Dec-12,139563701,7948812,138418428,7948812
(주)동국에스엔씨,100130,Dec-13,140907254,17202612,139810707,17202612
(주)동국에스엔씨,100130,Dec-14,203075322,18009324,202243552,18009324
(주)동국에스엔씨,100130,Dec-15,211285538,38202168,210568798,20532533
(주)동국에스엔씨,100130,Dec-16,383878885,49952432,207195857,23279671
(주)동국에스엔씨,100130,Dec-17,367922824,46967479,172792712,16270550
(주)동국에스엔씨,100130,Dec-18,363113418,37469808,165727686,15909992
(주)동국에스엔씨,100130,Dec-19,317847252,35774667,174461880,20042429
(주)동남합성,23450,Dec-11,,,59784516,3791868
(주)동남합성,23450,Dec-12,,,61964194,3062219
(주)동남합성,23450,Dec-13,,,60564486,3505571
(주)동남합성,23450,Dec-14,,,76119599,4191026
(주)동남합성,23450,Dec-15,,,76498187,3532273
(주)동남합성,23450,Dec-16,,,104228395,7853023
(주)동남합성,23450,Dec-17,,,137438595,6908033
(주)동남합성,23450,Dec-18,,,139266809,4294210
(주)동남합성,23450,Dec-19,,,126057340,653432
(주)동방,4140,Dec-11,585508996,83567843,472871652,80113964
(주)동방,4140,Dec-12,619415412,84539595,485103227,84128470
(주)동방,4140,Dec-13,635368921,76346937,497411189,76589021
(주)동방,4140,Dec-14,633716236,75835188,508700373,75834848
(주)동방,4140,Dec-15,629844689,75989335,522629368,78807678
(주)동방,4140,Dec-16,575084778,66156355,468813154,71073395
(주)동방,4140,Dec-17,506138372,52659746,413905870,65805816
(주)동방,4140,Dec-18,526437269,98220219,474418754,107483771
(주)동방,4140,Dec-19,633047832,119714753,577078497,125890199
(주)동방선기,99410,Dec-11,55491589,5614725,36527616,2942520
(주)동방선기,99410,Dec-12,38614066,2539091,28754075,1493442
(주)동방선기,99410,Dec-13,24243352,2125956,22347216,1406893
(주)동방선기,99410,Dec-14,35538546,2819173,25955520,1828185
(주)동방선기,99410,Dec-15,45092509,3300738,33449173,2417550
(주)동방선기,99410,Dec-16,29202617,2694840,29215663,2589980
(주)동방선기,99410,Dec-17,,,19302291,1180441
(주)동방선기,99410,Dec-18,,,17058634,1229759
(주)동방선기,99410,Dec-19,,,23630293,2248102
(주)동방아그로,7590,Dec-11,104135497,19958149,104135497,19952712
(주)동방아그로,7590,Dec-12,105441229,20432599,105441229,20421041
(주)동방아그로,7590,Dec-13,109239930,22218006,109239930,22212569
(주)동방아그로,7590,Dec-14,114629208,24063192,114629208,24057755
(주)동방아그로,7590,Dec-15,115830676,30477719,115830676,30534321
(주)동방아그로,7590,Dec-16,115846147,26113204,115846147,26159168
(주)동방아그로,7590,Dec-17,120248595,33320170,119813342,33320170
(주)동방아그로,7590,Dec-18,121108495,21721393,120665547,21608453
(주)동방아그로,7590,Dec-19,124644780,26506907,124071228,26506907
(주)동서,26960,Dec-16,513790349,38645569,466716608,37195744
(주)동서,26960,Dec-17,559080361,40346014,503282371,37593067
(주)동서,26960,Dec-18,563524574,31628240,495108546,29310795
(주)동서,26960,Dec-19,502235935,29370481,441898585,27116299
(주)동성케미컬,102260,Dec-11,582112775,56454655,12065936,667838
(주)동성케미컬,102260,Dec-12,654021296,61573258,11085455,0
(주)동성케미컬,102260,Dec-13,823409697,75295670,14488242,391266
(주)동성케미컬,102260,Dec-14,905441155,92284773,16377022,0
(주)동성케미컬,102260,Dec-15,871224899,70002840,128809331,19325818
(주)동성케미컬,102260,Dec-16,852912858,89390073,239571735,30006285
(주)동성케미컬,102260,Dec-17,827336387,87927365,306417726,33794995
(주)동성케미컬,102260,Dec-18,813073125,82835924,325020893,29971272
(주)동성케미컬,102260,Dec-19,849786144,76473199,277935691,22086736
(주)동성화인텍,33500,Dec-11,,,177618063,13693558
(주)동성화인텍,33500,Dec-12,,,239381785,24120050
(주)동성화인텍,33500,Dec-13,,,409450161,30748595
(주)동성화인텍,33500,Dec-14,,,420798887,26047767
(주)동성화인텍,33500,Dec-15,347135317,22523711,345919256,22523711
(주)동성화인텍,33500,Dec-16,335005289,20428213,332654028,20428213
(주)동성화인텍,33500,Dec-17,230970494,11795163,212626849,10525087
(주)동성화인텍,33500,Dec-18,188129063,15836102,185329974,15639145
(주)동성화인텍,33500,Dec-19,253271782,25181928,238406562,23011264
(주)동아엘텍,88130,Dec-11,64235041,5047379,30831019,2174583
(주)동아엘텍,88130,Dec-12,67364061,8574236,26662109,4070139
(주)동아엘텍,88130,Dec-13,91172444,17071601,52669831,11896960
(주)동아엘텍,88130,Dec-14,119044673,17883810,72914338,8664687
(주)동아엘텍,88130,Dec-15,119717924,3934325,90855338,1027634
(주)동아엘텍,88130,Dec-16,216159935,36091263,73871347,19924620
(주)동아엘텍,88130,Dec-17,250506618,27093032,124693976,9633774
(주)동아엘텍,88130,Dec-18,253511129,27846831,131466999,22052930
(주)동아엘텍,88130,Dec-19,202944664,15800208,112102348,7699449
(주)동아지질,28100,Dec-11,253840382,16471743,251872404,16471742
(주)동아지질,28100,Dec-12,283352820,15714224,277031753,15714224
(주)동아지질,28100,Dec-13,329945352,16004401,322551672,16004401
(주)동아지질,28100,Dec-14,305653861,7696419,287905356,7696419
(주)동아지질,28100,Dec-15,296676999,8819981,292756183,8819981
(주)동아지질,28100,Dec-16,323174632,25736541,322518697,25736542
(주)동아지질,28100,Dec-17,339724245,6733645,339724245,6733646
(주)동아지질,28100,Dec-18,360734225,4790573,360734225,4790573
(주)동아지질,28100,Dec-19,380903410,3224272,380903410,3224272
(주)동양,1520,Dec-11,1491867213,225546585,877037698,198683712
(주)동양,1520,Dec-12,1709382603,177262492,1050903621,158530113
(주)동양,1520,Dec-13,567649867,114292023,523539904,96617231
(주)동양,1520,Dec-14,381219825,53458728,299405735,15246072
(주)동양,1520,Dec-15,392665079,73996583,339748919,31906946
(주)동양,1520,Dec-16,439901519,68437417,372771548,25597746
(주)동양,1520,Dec-17,483087800,72105788,422674664,26264749
(주)동양,1520,Dec-18,529745193,82421454,359248327,27696875
(주)동양,1520,Dec-19,539085144,92036524,384092832,47710867
(주)동양고속,84670,Dec-11,203129076,3823906,113116958,593638
(주)동양고속,84670,Dec-12,115450487,615733,115450487,615733
(주)동양고속,84670,Dec-13,127101782,422781,127071001,422781
(주)동양고속,84670,Dec-14,136283088,744885,136275429,744885
(주)동양고속,84670,Dec-15,135760744,363730,135721358,363729
(주)동양고속,84670,Dec-16,155526430,443372,155461647,443372
(주)동양고속,84670,Dec-17,141870839,548796,141801103,548796
(주)동양고속,84670,Dec-18,132272993,369372,132213672,369372
(주)동양고속,84670,Dec-19,140473417,442717,140415225,442717
(주)동양에스텍,60380,Dec-11,216818796,21268596,207403841,21268596
(주)동양에스텍,60380,Dec-12,205473230,17759160,198323297,17759160
(주)동양에스텍,60380,Dec-13,224278761,23588264,215558879,23588264
(주)동양에스텍,60380,Dec-14,174225548,17573539,164832138,17573539
(주)동양에스텍,60380,Dec-15,133784506,12790920,123896334,12767820
(주)동양에스텍,60380,Dec-16,151970509,14844176,134441550,14694163
(주)동양에스텍,60380,Dec-17,186236108,11284909,159869610,10591550
(주)동양에스텍,60380,Dec-18,189075199,15301298,160309679,14173743
(주)동양에스텍,60380,Dec-19,212129297,13589440,159756378,12281921
(주)동우팜투테이블,88910,Dec-11,,,218666059,11436386
(주)동우팜투테이블,88910,Dec-12,,,214253245,17729667
(주)동우팜투테이블,88910,Dec-13,,,251708531,3359749
(주)동우팜투테이블,88910,Dec-14,,,219796482,4837384
(주)동우팜투테이블,88910,Dec-15,,,239667925,6056830
(주)동우팜투테이블,88910,Dec-16,,,235752895,3397101
(주)동우팜투테이블,88910,Dec-17,,,230843688,3002925
(주)동우팜투테이블,88910,Dec-18,,,250159235,5314977
(주)동우팜투테이블,88910,Dec-19,270567996,6177072,270567996,5910239
(주)동운아나텍,94170,Dec-15,,,56872562,3398453
(주)동운아나텍,94170,Dec-16,,,54673627,2592969
(주)동운아나텍,94170,Dec-17,,,54989112,2771507
(주)동운아나텍,94170,Dec-18,,,46698555,1634483
(주)동운아나텍,94170,Dec-19,,,54763967,2779229
(주)동원개발,13120,Dec-11,,,216368374,61721677
(주)동원개발,13120,Dec-12,,,384862497,65530687
(주)동원개발,13120,Dec-13,,,318263153,38953610
(주)동원개발,13120,Dec-14,,,340086893,28491431
(주)동원개발,13120,Dec-15,,,514966840,53766345
(주)동원개발,13120,Dec-16,,,534393481,58028913
(주)동원개발,13120,Dec-17,,,563013434,53182373
(주)동원개발,13120,Dec-18,,,607890976,95030358
(주)동원개발,13120,Dec-19,,,642628503,96812580
(주)동원에프앤비,49770,Dec-11,1563244948,110735377,1099094841,76944751
(주)동원에프앤비,49770,Dec-12,1662832442,99452945,1191223606,62616884
(주)동원에프앤비,49770,Dec-13,1688630676,102683471,1246608861,67630281
(주)동원에프앤비,49770,Dec-14,1794888216,99065134,1338173676,66458382
(주)동원에프앤비,49770,Dec-15,1931040796,107029509,1374936673,70797856
(주)동원에프앤비,49770,Dec-16,2241255930,168835574,1464991510,126401943
(주)동원에프앤비,49770,Dec-17,2552621332,168069306,1569204857,108098239
(주)동원에프앤비,49770,Dec-18,2802526253,120776900,1632631810,69037940
(주)동원에프앤비,49770,Dec-19,3030257743,139157288,1709299492,75990205
(주)동일기연,32960,Dec-11,45546692,1645874,45546506,1520627
(주)동일기연,32960,Dec-12,35460962,1273176,35454832,1202826
(주)동일기연,32960,Dec-13,32037652,1345724,32032327,1307604
(주)동일기연,32960,Dec-14,33098686,857755,33105836,1143782
(주)동일기연,32960,Dec-15,28501761,1124318,28498716,2654663
(주)동일기연,32960,Dec-16,28280102,1360107,28273584,1521975
(주)동일기연,32960,Dec-17,34429354,1155649,34242984,1396000
(주)동일기연,32960,Dec-18,26930368,816529,26438736,1300034
(주)동일기연,32960,Dec-19,28951585,930724,28889519,1658085
(주)동진쎄미켐,5290,Dec-11,457421768,21623722,441224831,22453566
(주)동진쎄미켐,5290,Dec-12,571228239,26063395,527305208,24898975
(주)동진쎄미켐,5290,Dec-13,654432237,29963781,551737988,25417110
(주)동진쎄미켐,5290,Dec-14,669575438,34701261,558433460,30815025
