회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(소분류),종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원)
(주)삼천리,004690,2019/12,  연료용 가스 제조 및 배관공급업,1.88,0,0,116001
(주)삼표시멘트,038500,2011/12,  기타 비금속 광물제품 제조업,5.49,0,0,0
(주)삼표시멘트,038500,2012/12,  기타 비금속 광물제품 제조업,2.78,0,0,0
(주)삼표시멘트,038500,2013/12,  기타 비금속 광물제품 제조업,-6.12,0,,0
(주)삼표시멘트,038500,2014/12,  기타 비금속 광물제품 제조업,-3.26,0,0,0
(주)삼표시멘트,038500,2015/12,  기타 비금속 광물제품 제조업,2.08,0,,0
(주)삼표시멘트,038500,2016/12,  기타 비금속 광물제품 제조업,2.29,0,0,0
(주)삼표시멘트,038500,2017/12,  기타 비금속 광물제품 제조업,13.91,0,0,0
(주)삼표시멘트,038500,2018/12,  기타 비금속 광물제품 제조업,-11.67,0,0,0
(주)삼표시멘트,038500,2019/12,  기타 비금속 광물제품 제조업,-8.77,0,0,0
(주)삼화네트웍스,046390,2011/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,,0
(주)삼화네트웍스,046390,2012/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,,0
(주)삼화네트웍스,046390,2013/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",25,0,,0
(주)삼화네트웍스,046390,2014/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,,0
(주)삼화네트웍스,046390,2015/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",6.67,0,,0
(주)삼화네트웍스,046390,2016/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",-3.13,0,,0
(주)삼화네트웍스,046390,2017/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",19.35,0,,0
(주)삼화네트웍스,046390,2018/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",8.11,0,,0
(주)삼화네트웍스,046390,2019/12,"  영화, 비디오물, 방송프로그램 제작 및 배급업",-15,0,,0
(주)상보,027580,2011/12,  플라스틱제품 제조업,-1.64,0.17,2320711,310415
(주)상보,027580,2012/12,  플라스틱제품 제조업,7,0.15,2531000,390553
(주)상보,027580,2013/12,  플라스틱제품 제조업,23.05,0.21,2259000,460243
(주)상보,027580,2014/12,  플라스틱제품 제조업,7.59,0.59,0,1348968
(주)상보,027580,2015/12,  플라스틱제품 제조업,-17.41,1.21,3268524,2147645
(주)상보,027580,2016/12,  플라스틱제품 제조업,-13.68,1.86,0,2201286
(주)상보,027580,2017/12,  플라스틱제품 제조업,-28.38,1.59,2327296,1069841
(주)상보,027580,2018/12,  플라스틱제품 제조업,-22.12,3.79,144172,2460502
(주)상보,027580,2019/12,  플라스틱제품 제조업,-3.55,5.26,0,2696988
(주)상상인,038540,2011/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4.67,0.83,0,364598
(주)상상인,038540,2012/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",14.29,0.62,564887,379695
(주)상상인,038540,2013/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",10.94,0.86,0,408105
(주)상상인,038540,2014/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",15.49,0.55,0,474045
(주)상상인,038540,2015/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",16.46,0.68,0,494171
(주)상상인,038540,2016/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",15.18,0.62,0,526516
(주)상상인,038540,2017/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",1.82,0.62,0,486440
(주)상상인,038540,2018/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5.8,0.61,0,652887
(주)상상인,038540,2019/12,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-8.86,0.39,0,573570
(주)상상인인더스트리,101000,2011/12,  특수 목적용 기계 제조업,-11.11,4.7,0,1894760
(주)상상인인더스트리,101000,2012/12,  특수 목적용 기계 제조업,-13.28,1.02,0,517805
(주)상상인인더스트리,101000,2013/12,  특수 목적용 기계 제조업,31.53,1.13,0,760139
(주)상상인인더스트리,101000,2014/12,  특수 목적용 기계 제조업,47.95,0.9,0,1172209
(주)상상인인더스트리,101000,2015/12,  특수 목적용 기계 제조업,-10.19,1.23,0,1511155
(주)상상인인더스트리,101000,2016/12,  특수 목적용 기계 제조업,-30.41,1.3,0,1667932
(주)상상인인더스트리,101000,2017/12,  특수 목적용 기계 제조업,-7.41,1.36,0,1238149
(주)상상인인더스트리,101000,2018/12,  특수 목적용 기계 제조업,-30.4,1.53,0,1009690
(주)상상인인더스트리,101000,2019/12,  특수 목적용 기계 제조업,-34.48,1.41,0,464674
(주)상아프론테크,089980,2011/12,  플라스틱제품 제조업,0,3.39,984042,3570830
(주)상아프론테크,089980,2012/12,  플라스틱제품 제조업,14.01,4.96,0,4672754
(주)상아프론테크,089980,2013/12,  플라스틱제품 제조업,10.06,5.59,0,5903751
(주)상아프론테크,089980,2014/12,  플라스틱제품 제조업,8.88,4.73,0,5347179
(주)상아프론테크,089980,2015/12,  플라스틱제품 제조업,0.23,4.64,0,5652458
(주)상아프론테크,089980,2016/12,  플라스틱제품 제조업,28.37,4.85,0,6430058
(주)상아프론테크,089980,2017/12,  플라스틱제품 제조업,2.9,5.8,0,7667436
(주)상아프론테크,089980,2018/12,  플라스틱제품 제조업,0.53,6.56,0,9075668
(주)상아프론테크,089980,2019/12,  플라스틱제품 제조업,-5.25,5.91,0,7457735
(주)상지카일룸,042940,2011/12,  건물 건설업,-18.03,2.91,0,925375
(주)상지카일룸,042940,2012/12,  건물 건설업,-12,2.04,0,432611
(주)상지카일룸,042940,2013/12,  건물 건설업,-27.27,1.73,0,288198
(주)상지카일룸,042940,2014/12,  건물 건설업,3.13,0.81,0,180500
(주)상지카일룸,042940,2015/12,  건물 건설업,-6.06,0.78,0,197600
(주)상지카일룸,042940,2016/12,  건물 건설업,-3.23,2.77,0,163530
(주)상지카일룸,042940,2017/12,  건물 건설업,0,0,,0
(주)상지카일룸,042940,2018/12,  건물 건설업,-16.67,0,,0
(주)상지카일룸,042940,2019/12,  건물 건설업,0,0,,0
(주)새로닉스,042600,2011/12,  전자부품 제조업,517.73,0.28,78294,125369
(주)새로닉스,042600,2012/12,  전자부품 제조업,4.25,0.27,0,120613
(주)새로닉스,042600,2013/12,  전자부품 제조업,-86.34,0.58,5000,226039
(주)새로닉스,042600,2014/12,  전자부품 제조업,-8.87,0.49,157758,312528
(주)새로닉스,042600,2015/12,  전자부품 제조업,784.96,0.92,48086,560533
(주)새로닉스,042600,2016/12,  전자부품 제조업,-2.5,0.61,0,332697
(주)새로닉스,042600,2017/12,  전자부품 제조업,-8.57,0.44,0,266777
(주)새로닉스,042600,2018/12,  전자부품 제조업,96.88,0.56,0,364378
(주)새로닉스,042600,2019/12,  전자부품 제조업,-12.17,0.89,0,558815
(주)서린바이오사이언스,038070,2011/12,  기타 전문 도매업,4.88,1.93,250000,760703
(주)서린바이오사이언스,038070,2012/12,  기타 전문 도매업,1.16,2.51,521175,1340589
(주)서린바이오사이언스,038070,2013/12,  기타 전문 도매업,8.05,2.48,82117,1046389
(주)서린바이오사이언스,038070,2014/12,  기타 전문 도매업,-3.19,1.61,158190,590807
(주)서린바이오사이언스,038070,2015/12,  기타 전문 도매업,0,0.89,0,358196
(주)서린바이오사이언스,038070,2016/12,  기타 전문 도매업,3.3,1.37,1505110,581473
(주)서린바이오사이언스,038070,2017/12,  기타 전문 도매업,-2.13,1.77,573978,696689
(주)서린바이오사이언스,038070,2018/12,  기타 전문 도매업,0,1.49,27220,681146
(주)서린바이오사이언스,038070,2019/12,  기타 전문 도매업,-2.17,1.11,48392,561396
(주)서부티엔디,006730,2011/12,  일반 및 생활 숙박시설 운영업,1.14,0,,0
(주)서부티엔디,006730,2012/12,  일반 및 생활 숙박시설 운영업,22.47,0,,0
(주)서부티엔디,006730,2013/12,  일반 및 생활 숙박시설 운영업,-14.68,0,,0
(주)서부티엔디,006730,2014/12,  일반 및 생활 숙박시설 운영업,16.13,0,,0
(주)서부티엔디,006730,2015/12,  일반 및 생활 숙박시설 운영업,8.33,0,,0
(주)서부티엔디,006730,2016/12,  일반 및 생활 숙박시설 운영업,9.4,0,,0
(주)서부티엔디,006730,2017/12,  일반 및 생활 숙박시설 운영업,296.88,0,,0
(주)서부티엔디,006730,2018/12,  일반 및 생활 숙박시설 운영업,14.17,0,,0
(주)서부티엔디,006730,2019/12,  일반 및 생활 숙박시설 운영업,7.24,0,,0
(주)서산,079650,2011/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",14.41,0,,0
(주)서산,079650,2012/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",17.78,0,,0
(주)서산,079650,2013/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",-7.55,0,,0
(주)서산,079650,2014/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",0.68,0,,0
(주)서산,079650,2015/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",6.76,0,,0
(주)서산,079650,2016/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",-25.95,0,,0
(주)서산,079650,2017/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",-2.56,0,,0
(주)서산,079650,2018/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",-10.53,0,,0
(주)서산,079650,2019/12,"  시멘트, 석회, 플라스터 및 그 제품 제조업",-15.69,0,,0
(주)서연,007860,2011/12,  회사 본부 및 경영 컨설팅 서비스업,6.84,0,107000,0
(주)서연,007860,2012/12,  회사 본부 및 경영 컨설팅 서비스업,1.55,0,275000,0
(주)서연,007860,2013/12,  회사 본부 및 경영 컨설팅 서비스업,5.11,0,349000,0
(주)서연,007860,2014/12,  회사 본부 및 경영 컨설팅 서비스업,-98.86,0,,0
(주)서연,007860,2015/12,  회사 본부 및 경영 컨설팅 서비스업,45.45,0,,0
(주)서연,007860,2016/12,  회사 본부 및 경영 컨설팅 서비스업,12.5,0,,0
(주)서연,007860,2017/12,  회사 본부 및 경영 컨설팅 서비스업,5.56,0,,0
(주)서연,007860,2018/12,  회사 본부 및 경영 컨설팅 서비스업,36.84,0,,0
(주)서연,007860,2019/12,  회사 본부 및 경영 컨설팅 서비스업,-7.69,0,,0
(주)서연이화,200880,2014/12,  자동차 신품 부품 제조업,,,303000,0
(주)서연이화,200880,2015/12,  자동차 신품 부품 제조업,0,0,329000,0
(주)서연이화,200880,2016/12,  자동차 신품 부품 제조업,-0.96,0,411000,0
(주)서연이화,200880,2017/12,  자동차 신품 부품 제조업,-0.68,0,445000,0
(주)서연이화,200880,2018/12,  자동차 신품 부품 제조업,-6.67,0,472000,0
(주)서연이화,200880,2019/12,  자동차 신품 부품 제조업,0.74,0.39,476000,3759123
(주)서연탑메탈,019770,2011/12,  특수 목적용 기계 제조업,0,0,0,0
(주)서연탑메탈,019770,2012/12,  특수 목적용 기계 제조업,2.29,0,0,0
(주)서연탑메탈,019770,2013/12,  특수 목적용 기계 제조업,4.93,0,0,0
(주)서연탑메탈,019770,2014/12,  특수 목적용 기계 제조업,2.56,0,0,2022
(주)서연탑메탈,019770,2015/12,  특수 목적용 기계 제조업,5,0.03,0,35973
(주)서연탑메탈,019770,2016/12,  특수 목적용 기계 제조업,0.4,0,0,0
(주)서연탑메탈,019770,2017/12,  특수 목적용 기계 제조업,-1.58,0,0,0
(주)서연탑메탈,019770,2018/12,  특수 목적용 기계 제조업,-2.01,0,0,0
(주)서연탑메탈,019770,2019/12,  특수 목적용 기계 제조업,-5.33,0,0,0
(주)서울리거,043710,2011/12,  기타 전문 도매업,-47.62,0.15,,30909
(주)서울리거,043710,2012/12,  기타 전문 도매업,122.73,0,,0
(주)서울리거,043710,2013/12,  기타 전문 도매업,46.94,0,,0
(주)서울리거,043710,2014/12,  기타 전문 도매업,-51.39,0,,0
(주)서울리거,043710,2015/12,  기타 전문 도매업,17.14,13.02,,733708
(주)서울리거,043710,2016/12,  기타 전문 도매업,114.63,0,,0
(주)서울리거,043710,2017/12,  기타 전문 도매업,-45.45,0,,0
(주)서울리거,043710,2018/12,  기타 전문 도매업,-41.67,0,,0
(주)서울리거,043710,2019/12,  기타 전문 도매업,-32.14,0,,0
(주)서울옥션,063170,2011/12,  상품 중개업,16.67,0,,0
(주)서울옥션,063170,2012/12,  상품 중개업,-4.08,0,,0
(주)서울옥션,063170,2013/12,  상품 중개업,-14.89,0,,0
(주)서울옥션,063170,2014/12,  상품 중개업,25,0,,0
(주)서울옥션,063170,2015/12,  상품 중개업,24,0,,0
(주)서울옥션,063170,2016/12,  상품 중개업,-6.45,0,,0
(주)서울옥션,063170,2017/12,  상품 중개업,129.31,0,,0
(주)서울옥션,063170,2018/12,  상품 중개업,27.82,0,,0
(주)서울옥션,063170,2019/12,  상품 중개업,-4.71,0,,0
(주)서울제약,018680,2011/12,  의약품 제조업,8.14,0.51,106000,224793
(주)서울제약,018680,2012/12,  의약품 제조업,16.67,0,0,0
(주)서울제약,018680,2013/12,  의약품 제조업,7.83,0,318000,0
(주)서울제약,018680,2014/12,  의약품 제조업,-4.27,0,1033000,0
(주)서울제약,018680,2015/12,  의약품 제조업,-4.02,0,0,0
(주)서울제약,018680,2016/12,  의약품 제조업,-6.98,0,0,0
(주)서울제약,018680,2017/12,  의약품 제조업,4.5,0,0,0
(주)서울제약,018680,2018/12,  의약품 제조업,-5.74,0,262000,0
(주)서울제약,018680,2019/12,  의약품 제조업,-11.68,0,58000,0
(주)서원,021050,2011/12,  금속 주조업,23.94,0.06,0,265925
(주)서원,021050,2012/12,  금속 주조업,7.95,0.1,0,359509
(주)서원,021050,2013/12,  금속 주조업,-8.42,0.1,0,277583
(주)서원,021050,2014/12,  금속 주조업,9.77,0.07,0,173737
(주)서원,021050,2015/12,  금속 주조업,-25.13,0.12,0,249276
(주)서원,021050,2016/12,  금속 주조업,8.39,0.09,0,178679
(주)서원,021050,2017/12,  금속 주조업,-9.68,0.02,0,30381
(주)서원,021050,2018/12,  금속 주조업,2.86,0.01,0,12540
(주)서원,021050,2019/12,  금속 주조업,-2.08,0.01,0,26038
(주)서원인텍,093920,2011/12,  통신 및 방송 장비 제조업,15.98,1.44,0,2700742
(주)서원인텍,093920,2012/12,  통신 및 방송 장비 제조업,-7.31,1.5,0,2636703
(주)서원인텍,093920,2013/12,  통신 및 방송 장비 제조업,0.55,0.83,0,2331820
(주)서원인텍,093920,2014/12,  통신 및 방송 장비 제조업,-0.18,0.66,0,2220774
(주)서원인텍,093920,2015/12,  통신 및 방송 장비 제조업,-4.94,0.97,0,2594882
(주)서원인텍,093920,2016/12,  통신 및 방송 장비 제조업,2.5,1.09,0,2212081
(주)서원인텍,093920,2017/12,  통신 및 방송 장비 제조업,-12.2,1.29,0,2196700
(주)서원인텍,093920,2018/12,  통신 및 방송 장비 제조업,-17.31,1.02,0,1589318
(주)서원인텍,093920,2019/12,  통신 및 방송 장비 제조업,3.1,0.9,95000,1245033
(주)서전기전,189860,2014/12,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",0,4.01,0,2248113
(주)서전기전,189860,2015/12,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",9.2,7.45,0,3115019
(주)서전기전,189860,2016/12,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",-6.32,7.66,0,3830309
(주)서전기전,189860,2017/12,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",3.37,7.5,0,3764047
(주)서전기전,189860,2018/12,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",21.74,4.04,0,2316534
(주)서전기전,189860,2019/12,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",30.36,5.61,0,3423302
(주)서진시스템,178320,2017/12,  통신 및 방송 장비 제조업,0,11.93,0,5448961
(주)서진시스템,178320,2018/12,  통신 및 방송 장비 제조업,-2.76,5.78,0,2876382
(주)서진시스템,178320,2019/12,  통신 및 방송 장비 제조업,32.95,4.63,0,3360993
(주)서진오토모티브,122690,2011/12,  자동차 신품 부품 제조업,,,,
(주)서진오토모티브,122690,2012/12,  자동차 신품 부품 제조업,0,0,0,0
(주)서진오토모티브,122690,2013/12,  자동차 신품 부품 제조업,-25.93,0,0,0
(주)서진오토모티브,122690,2014/12,  자동차 신품 부품 제조업,5.71,0,0,0
(주)서진오토모티브,122690,2015/12,  자동차 신품 부품 제조업,0,0,1156701,0
(주)서진오토모티브,122690,2016/12,  자동차 신품 부품 제조업,-2.36,0,0,0
(주)서진오토모티브,122690,2017/12,  자동차 신품 부품 제조업,6.57,0,1892892,0
(주)서진오토모티브,122690,2018/12,  자동차 신품 부품 제조업,-10.71,0,2905103,0
(주)서진오토모티브,122690,2019/12,  자동차 신품 부품 제조업,0.36,0,0,0
(주)서플러스글로벌,140070,2017/12,  기계장비 및 관련 물품 도매업,32.5,0,0,0
(주)서플러스글로벌,140070,2018/12,  기계장비 및 관련 물품 도매업,0,0.29,0,407461
(주)서플러스글로벌,140070,2019/12,  기계장비 및 관련 물품 도매업,-3.77,0.82,0,759576
(주)서한,011370,2011/12,  건물 건설업,-5.37,0.86,0,1098295
(주)서한,011370,2012/12,  건물 건설업,11.35,0.71,0,1049783
(주)서한,011370,2013/12,  건물 건설업,7.01,0.21,0,619057
(주)서한,011370,2014/12,  건물 건설업,35.71,0.1,0,492829
(주)서한,011370,2015/12,  건물 건설업,0.88,0.41,0,1848307
(주)서한,011370,2016/12,  건물 건설업,1.74,0.1,0,507299
(주)서한,011370,2017/12,  건물 건설업,8.12,0.03,0,176302
(주)서한,011370,2018/12,  건물 건설업,20.16,0.01,0,64993
(주)서한,011370,2019/12,  건물 건설업,12.5,0.02,0,103381
(주)서흥,008490,2011/12,  기타 화학제품 제조업,6.03,0,0,0
(주)서흥,008490,2012/12,  기타 화학제품 제조업,125.42,1.42,0,2182053
(주)서흥,008490,2013/12,  기타 화학제품 제조업,-48.81,1.21,0,2671693
(주)서흥,008490,2014/12,  기타 화학제품 제조업,0.29,1.34,0,3207838
(주)서흥,008490,2015/12,  기타 화학제품 제조업,5.06,1.33,0,3095701
(주)서흥,008490,2016/12,  기타 화학제품 제조업,5.36,1.44,0,3753293
(주)서흥,008490,2017/12,  기타 화학제품 제조업,-4.18,1.57,0,4054045
(주)서흥,008490,2018/12,  기타 화학제품 제조업,11.44,1.5,0,4277559
(주)서흥,008490,2019/12,  기타 화학제품 제조업,2.69,1.49,0,4767179
(주)서희건설,035890,2011/12,  건물 건설업,-2.05,0.82,0,8246404
(주)서희건설,035890,2012/12,  건물 건설업,-7.38,0.55,0,4707805
(주)서희건설,035890,2013/12,  건물 건설업,-12.5,0.46,0,3652755
(주)서희건설,035890,2014/12,  건물 건설업,-0.41,0.52,0,4734808
(주)서희건설,035890,2015/12,  건물 건설업,3.95,0.31,0,3179635
(주)서희건설,035890,2016/12,  건물 건설업,-1.7,0.25,0,2575869
(주)서희건설,035890,2017/12,  건물 건설업,-3.26,0.05,0,530511
(주)서희건설,035890,2018/12,  건물 건설업,9.36,0.06,0,670531
(주)서희건설,035890,2019/12,  건물 건설업,-3.46,0,,0
(주)선광,003100,2011/12,  기타 운송관련 서비스업,1.41,0,,0
(주)선광,003100,2012/12,  기타 운송관련 서비스업,-2.23,0,,0
(주)선광,003100,2013/12,  기타 운송관련 서비스업,2.28,0,,0
(주)선광,003100,2014/12,  기타 운송관련 서비스업,1.39,0,,0
(주)선광,003100,2015/12,  기타 운송관련 서비스업,-28.02,0,,0
(주)선광,003100,2016/12,  기타 운송관련 서비스업,-2.67,0,,0
(주)선광,003100,2017/12,  기타 운송관련 서비스업,1.96,0,,0
(주)선광,003100,2018/12,  기타 운송관련 서비스업,-17.69,0,,0
(주)선광,003100,2019/12,  기타 운송관련 서비스업,8.88,0,,0
(주)선앤엘,002820,2011/12,  나무제품 제조업,-2.59,0,0,0
(주)선앤엘,002820,2012/12,  나무제품 제조업,0.82,0,,0
(주)선앤엘,002820,2013/12,  나무제품 제조업,5.89,0,0,1184
(주)선앤엘,002820,2014/12,  나무제품 제조업,0.19,0,0,5000
(주)선앤엘,002820,2015/12,  나무제품 제조업,1.15,0.01,58000,40531
(주)선앤엘,002820,2016/12,  나무제품 제조업,8.9,0.09,59000,294757
(주)선앤엘,002820,2017/12,  나무제품 제조업,0.35,0.11,0,357520
(주)선앤엘,002820,2018/12,  나무제품 제조업,-15.08,0.07,0,222723
(주)선앤엘,002820,2019/12,  나무제품 제조업,-27.76,0.12,0,250656
(주)선익시스템,171090,2017/12,  특수 목적용 기계 제조업,0,4.73,0,5841699
(주)선익시스템,171090,2018/12,  특수 목적용 기계 제조업,13.68,2.6,0,3067169
(주)선익시스템,171090,2019/12,  특수 목적용 기계 제조업,-19.91,3.07,0,2679005
(주)선진,136490,2011/12,  동물용 사료 및 조제식품 제조업,,,0,11052
(주)선진,136490,2012/12,  동물용 사료 및 조제식품 제조업,0,0,0,6118
(주)선진,136490,2013/12,  동물용 사료 및 조제식품 제조업,12.87,0,0,10067
(주)선진,136490,2014/12,  동물용 사료 및 조제식품 제조업,0,0,0,9779
(주)선진,136490,2015/12,  동물용 사료 및 조제식품 제조업,-2.61,0,0,3638
(주)선진,136490,2016/12,  동물용 사료 및 조제식품 제조업,2.01,0,,0
(주)선진,136490,2017/12,  동물용 사료 및 조제식품 제조업,9.84,0,,0
(주)선진,136490,2018/12,  동물용 사료 및 조제식품 제조업,4.48,0,,0
(주)선진,136490,2019/12,  동물용 사료 및 조제식품 제조업,4.57,0,,0
(주)성광벤드,014620,2011/12,  1차 철강 제조업,5.09,0,86185,0
(주)성광벤드,014620,2012/12,  1차 철강 제조업,1.14,0,134555,0
(주)성광벤드,014620,2013/12,  1차 철강 제조업,3.66,0,,0
(주)성광벤드,014620,2014/12,  1차 철강 제조업,0.82,0.24,20000,656160
(주)성광벤드,014620,2015/12,  1차 철강 제조업,-0.81,0.34,94260,806914
(주)성광벤드,014620,2016/12,  1차 철강 제조업,-2.17,0.44,0,832644
(주)성광벤드,014620,2017/12,  1차 철강 제조업,-4.44,0.6,7000,805615
(주)성광벤드,014620,2018/12,  1차 철강 제조업,0,0.53,0,828496
(주)성광벤드,014620,2019/12,  1차 철강 제조업,-1.74,0.43,0,807903
(주)성도이엔지,037350,2011/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",9.03,0,,0
(주)성도이엔지,037350,2012/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",15.98,0,,0
(주)성도이엔지,037350,2013/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",19.39,0,,0
(주)성도이엔지,037350,2014/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",-3.42,0,,0
(주)성도이엔지,037350,2015/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",-3.54,0,,0
(주)성도이엔지,037350,2016/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",10.09,0,,0
(주)성도이엔지,037350,2017/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",15,0,,0
(주)성도이엔지,037350,2018/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",13.77,0,,0
(주)성도이엔지,037350,2019/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",5.1,0,,0
(주)성안,011300,2011/12,  직물직조 및 직물제품 제조업,-7.69,0.34,0,299092
(주)성안,011300,2012/12,  직물직조 및 직물제품 제조업,-3.65,0.43,0,368925
(주)성안,011300,2013/12,  직물직조 및 직물제품 제조업,-2.7,0.45,0,338902
(주)성안,011300,2014/12,  직물직조 및 직물제품 제조업,-1.11,0.43,0,289484
(주)성안,011300,2015/12,  직물직조 및 직물제품 제조업,-13.48,0.4,0,208129
(주)성안,011300,2016/12,  직물직조 및 직물제품 제조업,-5.19,0.67,0,317566
(주)성안,011300,2017/12,  직물직조 및 직물제품 제조업,-32.88,0.75,0,329890
(주)성안,011300,2018/12,  직물직조 및 직물제품 제조업,-30.61,0.55,0,344843
(주)성안,011300,2019/12,  직물직조 및 직물제품 제조업,-8.82,1.39,0,987646
(주)성우하이텍,015750,2011/12,  자동차 신품 부품 제조업,3.27,1.34,0,12473865
(주)성우하이텍,015750,2012/12,  자동차 신품 부품 제조업,5.06,1.47,0,14874860
(주)성우하이텍,015750,2013/12,  자동차 신품 부품 제조업,1.63,2.02,0,18922450
(주)성우하이텍,015750,2014/12,  자동차 신품 부품 제조업,15.25,1.66,,17458401
(주)성우하이텍,015750,2015/12,  자동차 신품 부품 제조업,2.02,1.31,0,16274319
(주)성우하이텍,015750,2016/12,  자동차 신품 부품 제조업,11.33,1.66,0,21202923
(주)성우하이텍,015750,2017/12,  자동차 신품 부품 제조업,0.74,1.69,0,20428877
(주)성우하이텍,015750,2018/12,  자동차 신품 부품 제조업,-4.02,1.91,0,22855045
(주)성우하이텍,015750,2019/12,  자동차 신품 부품 제조업,4.82,2.67,0,32488719
(주)성창오토텍,080470,2011/12,  자동차 신품 부품 제조업,30.48,0.89,0,513796
(주)성창오토텍,080470,2012/12,  자동차 신품 부품 제조업,27.01,0.97,0,610370
(주)성창오토텍,080470,2013/12,  자동차 신품 부품 제조업,93.68,2.6,0,1959560
(주)성창오토텍,080470,2014/12,  자동차 신품 부품 제조업,-9.79,1.66,0,1138492
(주)성창오토텍,080470,2015/12,  자동차 신품 부품 제조업,6.91,2.1,0,1442670
(주)성창오토텍,080470,2016/12,  자동차 신품 부품 제조업,0,2.09,0,1455158
(주)성창오토텍,080470,2017/12,  자동차 신품 부품 제조업,-9.54,2.53,0,1926145
(주)성창오토텍,080470,2018/12,  자동차 신품 부품 제조업,-12.59,2.31,0,1763586
(주)성창오토텍,080470,2019/12,  자동차 신품 부품 제조업,-6.23,2.03,0,1436293
(주)세경하이테크,148150,2019/12,  전자부품 제조업,0,7.33,0,11043995
(주)세동,053060,2011/12,  자동차 신품 부품 제조업,5.96,0,0,0
(주)세동,053060,2012/12,  자동차 신품 부품 제조업,3.64,0,0,0
(주)세동,053060,2013/12,  자동차 신품 부품 제조업,4.79,0,0,0
(주)세동,053060,2014/12,  자동차 신품 부품 제조업,0,0,0,0
(주)세동,053060,2015/12,  자동차 신품 부품 제조업,3.66,0,0,0
(주)세동,053060,2016/12,  자동차 신품 부품 제조업,2.35,0,0,0
(주)세동,053060,2017/12,  자동차 신품 부품 제조업,0,0,0,0
(주)세동,053060,2018/12,  자동차 신품 부품 제조업,2.87,0,0,0
(주)세동,053060,2019/12,  자동차 신품 부품 제조업,-9.5,0,0,0
(주)세림비앤지,340440,2019/12,  플라스틱제품 제조업,,,,
(주)세보엠이씨,011560,2011/12,  건물설비 설치 공사업,-0.37,0,,0
(주)세보엠이씨,011560,2012/12,  건물설비 설치 공사업,2.95,0,,0
(주)세보엠이씨,011560,2013/12,  건물설비 설치 공사업,5.02,0,,0
(주)세보엠이씨,011560,2014/12,  건물설비 설치 공사업,9.22,0,,0
(주)세보엠이씨,011560,2015/12,  건물설비 설치 공사업,0.94,0.12,0,344705
(주)세보엠이씨,011560,2016/12,  건물설비 설치 공사업,11.15,0.01,0,33157
(주)세보엠이씨,011560,2017/12,  건물설비 설치 공사업,17.27,0,,0
(주)세보엠이씨,011560,2018/12,  건물설비 설치 공사업,3.56,0,,0
(주)세보엠이씨,011560,2019/12,  건물설비 설치 공사업,5.05,0,,0
(주)세아베스틸지주,001430,2011/12,  1차 철강 제조업,-0.2,0.2,0,5024285
(주)세아베스틸지주,001430,2012/12,  1차 철강 제조업,3.59,0.27,0,5829486
(주)세아베스틸지주,001430,2013/12,  1차 철강 제조업,-2.02,0.29,0,6057700
