회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(소분류),종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원)
한국석유공업(주),004090,2015/12,  기타 비금속 광물제품 제조업,2.13,0.44,0,817689
한국석유공업(주),004090,2016/12,  기타 비금속 광물제품 제조업,7.64,0.42,0,787744
한국석유공업(주),004090,2017/12,  기타 비금속 광물제품 제조업,1.94,0.39,0,771635
한국석유공업(주),004090,2018/12,  기타 비금속 광물제품 제조업,7.59,0.33,0,780181
한국석유공업(주),004090,2019/12,  기타 비금속 광물제품 제조업,0.59,0.28,0,682903
한국선재(주),025550,2011/12,  1차 철강 제조업,-1.32,0.23,0,559232
한국선재(주),025550,2012/12,  1차 철강 제조업,2.68,0.11,0,221207
한국선재(주),025550,2013/12,  1차 철강 제조업,-4.78,0.14,0,230960
한국선재(주),025550,2014/12,  1차 철강 제조업,-3.65,0.15,0,215569
한국선재(주),025550,2015/12,  1차 철강 제조업,-13.27,0.18,0,239412
한국선재(주),025550,2016/12,  1차 철강 제조업,2.19,0.17,0,238763
한국선재(주),025550,2017/12,  1차 철강 제조업,-1.07,0.09,0,131273
한국선재(주),025550,2018/12,  1차 철강 제조업,-0.54,0.05,0,89989
한국선재(주),025550,2019/12,  1차 철강 제조업,3.26,0.06,0,94542
한국수출포장공업(주),002200,2011/12,"  골판지, 종이 상자 및 종이 용기 제조업",0.73,0,,0
한국수출포장공업(주),002200,2012/12,"  골판지, 종이 상자 및 종이 용기 제조업",6.86,0,,0
한국수출포장공업(주),002200,2013/12,"  골판지, 종이 상자 및 종이 용기 제조업",-0.34,0,,0
한국수출포장공업(주),002200,2014/12,"  골판지, 종이 상자 및 종이 용기 제조업",5.76,0,,0
한국수출포장공업(주),002200,2015/12,"  골판지, 종이 상자 및 종이 용기 제조업",0,0,,0
한국수출포장공업(주),002200,2016/12,"  골판지, 종이 상자 및 종이 용기 제조업",-2.56,0,,0
한국수출포장공업(주),002200,2017/12,"  골판지, 종이 상자 및 종이 용기 제조업",-0.66,0,,0
한국수출포장공업(주),002200,2018/12,"  골판지, 종이 상자 및 종이 용기 제조업",36.42,0,,0
한국수출포장공업(주),002200,2019/12,"  골판지, 종이 상자 및 종이 용기 제조업",-0.97,0,,0
한국쉘석유(주),002960,2011/12,  석유 정제품 제조업,0,0,,0
한국쉘석유(주),002960,2012/12,  석유 정제품 제조업,1.67,0,,0
한국쉘석유(주),002960,2013/12,  석유 정제품 제조업,-4.1,0,,0
한국쉘석유(주),002960,2014/12,  석유 정제품 제조업,2.56,0,,0
한국쉘석유(주),002960,2015/12,  석유 정제품 제조업,-1.67,0,,0
한국쉘석유(주),002960,2016/12,  석유 정제품 제조업,-6.78,0,,0
한국쉘석유(주),002960,2017/12,  석유 정제품 제조업,0.91,0,,0
한국쉘석유(주),002960,2018/12,  석유 정제품 제조업,5.41,0,,0
한국쉘석유(주),002960,2019/12,  석유 정제품 제조업,-2.56,0,,0
한국알콜산업(주),017890,2011/12,  기타 화학제품 제조업,10.61,0,,0
한국알콜산업(주),017890,2012/12,  기타 화학제품 제조업,-4.11,0,,0
한국알콜산업(주),017890,2013/12,  기타 화학제품 제조업,-4.29,0,,0
한국알콜산업(주),017890,2014/12,  기타 화학제품 제조업,4.48,0,,0
한국알콜산업(주),017890,2015/12,  기타 화학제품 제조업,4.29,0,0,8431
한국알콜산업(주),017890,2016/12,  기타 화학제품 제조업,2.05,0.02,0,27762
한국알콜산업(주),017890,2017/12,  기타 화학제품 제조업,2.68,0.02,0,36777
한국알콜산업(주),017890,2018/12,  기타 화학제품 제조업,-1.96,0,0,12383
한국알콜산업(주),017890,2019/12,  기타 화학제품 제조업,4.67,0.01,0,34034
한국앤컴퍼니(주),000240,2011/12,  회사 본부 및 경영 컨설팅 서비스업,4.83,2.77,0,109710946
한국앤컴퍼니(주),000240,2012/12,  회사 본부 및 경영 컨설팅 서비스업,-97.67,0,,0
한국앤컴퍼니(주),000240,2013/12,  회사 본부 및 경영 컨설팅 서비스업,13.16,0,,0
한국앤컴퍼니(주),000240,2014/12,  회사 본부 및 경영 컨설팅 서비스업,12.21,0,,0
한국앤컴퍼니(주),000240,2015/12,  회사 본부 및 경영 컨설팅 서비스업,12.95,0,,0
한국앤컴퍼니(주),000240,2016/12,  회사 본부 및 경영 컨설팅 서비스업,3.21,0,,0
한국앤컴퍼니(주),000240,2017/12,  회사 본부 및 경영 컨설팅 서비스업,-5.78,0,,0
한국앤컴퍼니(주),000240,2018/12,  회사 본부 및 경영 컨설팅 서비스업,-83.02,0,,0
한국앤컴퍼니(주),000240,2019/12,  회사 본부 및 경영 컨설팅 서비스업,69.44,0,,0
한국유나이티드제약(주),033270,2011/12,  의약품 제조업,2,0.87,0,1271625
한국유나이티드제약(주),033270,2012/12,  의약품 제조업,-0.3,0.96,0,1299043
한국유나이티드제약(주),033270,2013/12,  의약품 제조업,0,2.2,0,3004794
한국유나이티드제약(주),033270,2014/12,  의약품 제조업,10.14,2.41,0,3656691
한국유나이티드제약(주),033270,2015/12,  의약품 제조업,0,2.35,0,3803307
한국유나이티드제약(주),033270,2016/12,  의약품 제조업,12.36,2.26,0,4005038
한국유나이티드제약(주),033270,2017/12,  의약품 제조업,1.83,2.49,0,4899842
한국유나이티드제약(주),033270,2018/12,  의약품 제조업,0.12,5.87,0,12442087
한국유나이티드제약(주),033270,2019/12,  의약품 제조업,4.68,6.37,0,14099249
한국유니온제약(주),080720,2018/12,  의약품 제조업,0,3.52,0,1925388
한국유니온제약(주),080720,2019/12,  의약품 제조업,-10.38,0.66,0,338613
한국전력공사(주),015760,2011/12,  전기업,-1.75,0.05,0,21659000
한국전력공사(주),015760,2012/12,  전기업,-0.06,0.05,0,23494000
한국전력공사(주),015760,2013/12,  전기업,2.21,0.04,0,21945000
한국전력공사(주),015760,2014/12,  전기업,1.12,0.04,0,24672000
한국전력공사(주),015760,2015/12,  전기업,1.88,0.05,0,31118000
한국전력공사(주),015760,2016/12,  전기업,4.64,0.07,0,41773000
한국전력공사(주),015760,2017/12,  전기업,2.95,0.08,0,45611000
한국전력공사(주),015760,2018/12,  전기업,1.8,0.1,0,58775000
한국전력공사(주),015760,2019/12,  전기업,2.4,0.09,0,54117000
한국전력기술(주),052690,2011/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",6.78,7.48,0,49641747
한국전력기술(주),052690,2012/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",2.25,7.08,0,55590156
한국전력기술(주),052690,2013/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",3.42,9.26,0,69956974
한국전력기술(주),052690,2014/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",-0.09,7.53,0,63378465
한국전력기술(주),052690,2015/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",-1.61,11,0,72356403
한국전력기술(주),052690,2016/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",3.05,12.22,0,61855598
한국전력기술(주),052690,2017/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",-4.12,12.29,0,60251559
한국전력기술(주),052690,2018/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",6.85,10.93,0,47421249
한국전력기술(주),052690,2019/12,"  건축기술, 엔지니어링 및 관련 기술 서비스업",-2.26,9.48,0,42528061
한국전자금융(주),063570,2011/12,  기타 사업지원 서비스업,12.41,0,155000,0
한국전자금융(주),063570,2012/12,  기타 사업지원 서비스업,10.63,0,864247,0
한국전자금융(주),063570,2013/12,  기타 사업지원 서비스업,-13.12,0,665000,0
한국전자금융(주),063570,2014/12,  기타 사업지원 서비스업,4.47,0,457000,0
한국전자금융(주),063570,2015/12,  기타 사업지원 서비스업,-7.13,0,84704,0
한국전자금융(주),063570,2016/12,  기타 사업지원 서비스업,-6.36,0,231000,0
한국전자금융(주),063570,2017/12,  기타 사업지원 서비스업,7.96,0,201000,0
한국전자금융(주),063570,2018/12,  기타 사업지원 서비스업,30.37,0,1291534,0
한국전자금융(주),063570,2019/12,  기타 사업지원 서비스업,-13.64,0,699929,0
한국전자인증(주),041460,2011/12,  소프트웨어 개발 및 공급업,34.62,3.59,208423,677481
한국전자인증(주),041460,2012/12,  소프트웨어 개발 및 공급업,-8.57,4.13,0,900483
한국전자인증(주),041460,2013/12,  소프트웨어 개발 및 공급업,5.47,3.99,0,930676
한국전자인증(주),041460,2014/12,  소프트웨어 개발 및 공급업,-7.41,3.75,0,909606
한국전자인증(주),041460,2015/12,  소프트웨어 개발 및 공급업,-26.4,3.32,0,833311
한국전자인증(주),041460,2016/12,  소프트웨어 개발 및 공급업,4.35,3.16,0,837222
한국전자인증(주),041460,2017/12,  소프트웨어 개발 및 공급업,-5.21,3.28,0,875259
한국전자인증(주),041460,2018/12,  소프트웨어 개발 및 공급업,2.2,3.33,0,878298
한국전자인증(주),041460,2019/12,  소프트웨어 개발 및 공급업,5.38,3,0,855194
한국정밀기계(주),101680,2011/12,  특수 목적용 기계 제조업,13.59,0.04,2271000,51669
한국정밀기계(주),101680,2012/12,  특수 목적용 기계 제조업,-1.81,0.05,4142000,45515
한국정밀기계(주),101680,2013/12,  특수 목적용 기계 제조업,-19.31,0.09,3812000,44747
한국정밀기계(주),101680,2014/12,  특수 목적용 기계 제조업,-2.56,0.05,3522000,28514
한국정밀기계(주),101680,2015/12,  특수 목적용 기계 제조업,-9.94,0.01,1724000,4570
한국정밀기계(주),101680,2016/12,  특수 목적용 기계 제조업,-14.61,0.01,2572000,2860
한국정밀기계(주),101680,2017/12,  특수 목적용 기계 제조업,-3.42,0.01,2428000,2580
한국정밀기계(주),101680,2018/12,  특수 목적용 기계 제조업,-0.39,0.01,2855000,4640
한국정밀기계(주),101680,2019/12,  특수 목적용 기계 제조업,-0.79,0,2572000,1094
한국정보공학(주),039740,2011/12,  기타 전문 도매업,3.37,0,,0
한국정보공학(주),039740,2012/12,  기타 전문 도매업,14.13,0,377970,0
한국정보공학(주),039740,2013/12,  기타 전문 도매업,6.67,0,272661,0
한국정보공학(주),039740,2014/12,  기타 전문 도매업,-11.61,0,470985,0
한국정보공학(주),039740,2015/12,  기타 전문 도매업,-25.25,0,891174,0
한국정보공학(주),039740,2016/12,  기타 전문 도매업,-14.86,0,625236,0
한국정보공학(주),039740,2017/12,  기타 전문 도매업,28.57,0,238153,0
한국정보공학(주),039740,2018/12,  기타 전문 도매업,-30.86,0,,0
한국정보공학(주),039740,2019/12,  기타 전문 도매업,3.57,0,,0
한국정보인증(주),053300,2014/12,  소프트웨어 개발 및 공급업,19.44,5.67,,1667163
한국정보인증(주),053300,2015/12,  소프트웨어 개발 및 공급업,-11.63,5.41,25000,1753696
한국정보인증(주),053300,2016/12,  소프트웨어 개발 및 공급업,-6.58,4.66,0,1625779
한국정보인증(주),053300,2017/12,  소프트웨어 개발 및 공급업,-1.41,4.25,0,1536717
한국정보인증(주),053300,2018/12,  소프트웨어 개발 및 공급업,-8.57,3.65,0,1420625
한국정보인증(주),053300,2019/12,  소프트웨어 개발 및 공급업,25,2.62,318000,1116015
한국정보통신(주),025770,2011/12,  전기 통신업,5.81,0,0,0
한국정보통신(주),025770,2012/12,  전기 통신업,9.76,0,0,0
한국정보통신(주),025770,2013/12,  전기 통신업,5,0,0,0
한국정보통신(주),025770,2014/12,  전기 통신업,7.94,0,0,0
한국정보통신(주),025770,2015/12,  전기 통신업,12.25,0,0,0
한국정보통신(주),025770,2016/12,  전기 통신업,14.85,0,0,0
한국정보통신(주),025770,2017/12,  전기 통신업,-5.7,0,0,0
한국정보통신(주),025770,2018/12,  전기 통신업,-0.4,0,0,0
한국정보통신(주),025770,2019/12,  전기 통신업,0,0,0,0
한국조선해양(주),009540,2011/12,  선박 및 보트 건조업,3,0.54,75278000,134543901
한국조선해양(주),009540,2012/12,  선박 및 보트 건조업,5.24,0.65,56434000,162050804
한국조선해양(주),009540,2013/12,  선박 및 보트 건조업,3.77,0.7,83131000,169789000
한국조선해양(주),009540,2014/12,  선박 및 보트 건조업,3.84,0.88,63381000,207101000
한국조선해양(주),009540,2015/12,  선박 및 보트 건조업,-3.12,0.74,42039000,181994000
한국조선해양(주),009540,2016/12,  선박 및 보트 건조업,-15.81,0.72,40207000,140027000
한국조선해양(주),009540,2017/12,  선박 및 보트 건조업,-28.48,0.62,17182000,62721000
한국조선해양(주),009540,2018/12,  선박 및 보트 건조업,-10.42,0.73,1749000,58779000
한국조선해양(주),009540,2019/12,  선박 및 보트 건조업,-95.59,0.72,7765000,24187000
한국주강(주),025890,2011/12,  특수 목적용 기계 제조업,-4.13,0,50000,0
한국주강(주),025890,2012/12,  특수 목적용 기계 제조업,-4.31,0,0,0
한국주강(주),025890,2013/12,  특수 목적용 기계 제조업,-12.61,0,0,0
한국주강(주),025890,2014/12,  특수 목적용 기계 제조업,8.25,0,0,0
한국주강(주),025890,2015/12,  특수 목적용 기계 제조업,-0.95,0,0,0
한국주강(주),025890,2016/12,  특수 목적용 기계 제조업,-31.73,0,115011,0
한국주강(주),025890,2017/12,  특수 목적용 기계 제조업,47.89,0,0,0
한국주강(주),025890,2018/12,  특수 목적용 기계 제조업,-58.1,0,0,0
한국주강(주),025890,2019/12,  특수 목적용 기계 제조업,2.27,0,0,0
한국주철관공업(주),000970,2011/03,  1차 철강 제조업,0.39,0,0,0
한국주철관공업(주),000970,2012/03,  1차 철강 제조업,1.96,0,0,0
한국주철관공업(주),000970,2013/03,  1차 철강 제조업,4.62,0,0,0
한국주철관공업(주),000970,2014/03,  1차 철강 제조업,-6.99,0,0,0
한국주철관공업(주),000970,2015/03,  1차 철강 제조업,0.79,0,0,0
한국주철관공업(주),000970,2016/03,  1차 철강 제조업,-10.59,0,0,0
한국주철관공업(주),000970,2017/03,  1차 철강 제조업,-6.58,0,0,0
한국주철관공업(주),000970,2018/03,  1차 철강 제조업,-4.23,0,0,0
한국주철관공업(주),000970,2019/03,  1차 철강 제조업,-6.37,0,0,0
한국지역난방공사,071320,2011/12,"  증기, 냉·온수 및 공기조절 공급업",4.6,0.3,0,5943958
한국지역난방공사,071320,2012/12,"  증기, 냉·온수 및 공기조절 공급업",6.8,0.29,0,7498984
한국지역난방공사,071320,2013/12,"  증기, 냉·온수 및 공기조절 공급업",6.37,0.38,0,10047909
한국지역난방공사,071320,2014/12,"  증기, 냉·온수 및 공기조절 공급업",8.87,0.45,0,10598403
한국지역난방공사,071320,2015/12,"  증기, 냉·온수 및 공기조절 공급업",5.76,0,0,0
한국지역난방공사,071320,2016/12,"  증기, 냉·온수 및 공기조절 공급업",7.89,0.43,0,7443483
한국지역난방공사,071320,2017/12,"  증기, 냉·온수 및 공기조절 공급업",3.8,0.49,0,9003795
한국지역난방공사,071320,2018/12,"  증기, 냉·온수 및 공기조절 공급업",10.6,0.39,0,9642562
한국지역난방공사,071320,2019/12,"  증기, 냉·온수 및 공기조절 공급업",5.78,0.39,0,9208418
한국철강(주),104700,2011/12,  1차 철강 제조업,-5.12,0.18,0,1850430
한국철강(주),104700,2012/12,  1차 철강 제조업,-7.15,0.09,0,857679
한국철강(주),104700,2013/12,  1차 철강 제조업,-20.35,0.08,0,682592
한국철강(주),104700,2014/12,  1차 철강 제조업,0.18,0.06,0,443189
한국철강(주),104700,2015/12,  1차 철강 제조업,1.28,0.07,0,511128
한국철강(주),104700,2016/12,  1차 철강 제조업,-0.9,0.01,0,68253
한국철강(주),104700,2017/12,  1차 철강 제조업,-0.36,0.02,0,111747
한국철강(주),104700,2018/12,  1차 철강 제조업,-4.01,0.02,0,157036
한국철강(주),104700,2019/12,  1차 철강 제조업,-2.47,0.01,0,98135
한국컴퓨터(주),054040,2011/12,  전자부품 제조업,-17.02,1.15,0,3823709
한국컴퓨터(주),054040,2012/12,  전자부품 제조업,-5.77,0.45,0,1918951
한국컴퓨터(주),054040,2013/12,  전자부품 제조업,1.02,0.99,0,4043043
한국컴퓨터(주),054040,2014/12,  전자부품 제조업,-5.05,0.13,0,457633
한국컴퓨터(주),054040,2015/12,  전자부품 제조업,-10.64,0.17,0,494229
한국컴퓨터(주),054040,2016/12,  전자부품 제조업,-13.49,0.18,0,432744
한국컴퓨터(주),054040,2017/12,  전자부품 제조업,-31.65,0.21,0,339031
한국컴퓨터(주),054040,2018/12,  전자부품 제조업,-29.53,1,0,359438
한국컴퓨터(주),054040,2019/12,  전자부품 제조업,-21.9,1.04,0,343403
한국콜마(주),161890,2013/03,  기타 화학제품 제조업,,,0,275828
한국콜마(주),161890,2014/12,  기타 화학제품 제조업,0,0.16,0,722749
한국콜마(주),161890,2015/12,  기타 화학제품 제조업,10.83,0.39,0,1953532
한국콜마(주),161890,2016/12,  기타 화학제품 제조업,19.92,0.52,0,3237877
한국콜마(주),161890,2017/12,  기타 화학제품 제조업,6.88,0.5,0,3434327
한국콜마(주),161890,2018/12,  기타 화학제품 제조업,8.22,0.42,0,3719248
한국콜마(주),161890,2019/12,  기타 화학제품 제조업,11.34,0.58,0,4945254
한국콜마홀딩스(주),024720,2011/03,  회사 본부 및 경영 컨설팅 서비스업,31.29,0.14,0,350566
한국콜마홀딩스(주),024720,2012/03,  회사 본부 및 경영 컨설팅 서비스업,4.52,0.17,0,526469
한국콜마홀딩스(주),024720,2013/03,  회사 본부 및 경영 컨설팅 서비스업,-89.27,0,,0
한국콜마홀딩스(주),024720,2014/12,  회사 본부 및 경영 컨설팅 서비스업,0,0,,0
한국콜마홀딩스(주),024720,2015/12,  회사 본부 및 경영 컨설팅 서비스업,-10.39,0,,0
한국콜마홀딩스(주),024720,2016/12,  회사 본부 및 경영 컨설팅 서비스업,-4.35,0,,0
한국콜마홀딩스(주),024720,2017/12,  회사 본부 및 경영 컨설팅 서비스업,19.7,0,,0
한국콜마홀딩스(주),024720,2018/12,  회사 본부 및 경영 컨설팅 서비스업,29.11,0,,0
한국콜마홀딩스(주),024720,2019/12,  회사 본부 및 경영 컨설팅 서비스업,-27.45,0,,0
한국타이어앤테크놀로지(주),161390,2012/12,  고무제품 제조업,,,,44009436
한국타이어앤테크놀로지(주),161390,2013/12,  고무제품 제조업,0,3.39,0,132805048
한국타이어앤테크놀로지(주),161390,2014/12,  고무제품 제조업,0.27,3.84,0,140938872
한국타이어앤테크놀로지(주),161390,2015/12,  고무제품 제조업,0.07,4.06,0,136476289
한국타이어앤테크놀로지(주),161390,2016/12,  고무제품 제조업,-0.93,4.64,0,153832063
한국타이어앤테크놀로지(주),161390,2017/12,  고무제품 제조업,-1.32,5.05,0,164859146
한국타이어앤테크놀로지(주),161390,2018/12,  고무제품 제조업,1.82,5.53,0,176684763
한국타이어앤테크놀로지(주),161390,2019/12,  고무제품 제조업,-3.59,5.69,0,180550640
한국프랜지공업(주),010100,2011/12,  자동차 신품 부품 제조업,-2.39,0,,0
한국프랜지공업(주),010100,2012/12,  자동차 신품 부품 제조업,2.45,0,,0
한국프랜지공업(주),010100,2013/12,  자동차 신품 부품 제조업,-1.66,0,0,0
한국프랜지공업(주),010100,2014/12,  자동차 신품 부품 제조업,-3.56,0,,0
한국프랜지공업(주),010100,2015/12,  자동차 신품 부품 제조업,3.3,0,0,0
한국프랜지공업(주),010100,2016/12,  자동차 신품 부품 제조업,-1.88,0,,0
한국프랜지공업(주),010100,2017/12,  자동차 신품 부품 제조업,1.34,0,,0
한국프랜지공업(주),010100,2018/12,  자동차 신품 부품 제조업,-9.26,0,,0
한국프랜지공업(주),010100,2019/12,  자동차 신품 부품 제조업,1.25,0,,0
한국항공우주산업(주),047810,2011/12,"  항공기, 우주선 및 부품 제조업",0,0.56,24048000,7241924
한국항공우주산업(주),047810,2012/12,"  항공기, 우주선 및 부품 제조업",-1.03,0.57,22330000,8719395
한국항공우주산업(주),047810,2013/12,"  항공기, 우주선 및 부품 제조업",5.86,0.67,26953000,13554899
한국항공우주산업(주),047810,2014/12,"  항공기, 우주선 및 부품 제조업",2.77,0.26,16626533,6139843
한국항공우주산업(주),047810,2015/12,"  항공기, 우주선 및 부품 제조업",9.25,0.41,46855000,12500340
한국항공우주산업(주),047810,2016/12,"  항공기, 우주선 및 부품 제조업",10.62,1.01,53580000,29644058
한국항공우주산업(주),047810,2017/12,"  항공기, 우주선 및 부품 제조업",6.43,2.61,0,54179123
한국항공우주산업(주),047810,2018/12,"  항공기, 우주선 및 부품 제조업",11.19,1.51,0,41988657
한국항공우주산업(주),047810,2019/12,"  항공기, 우주선 및 부품 제조업",7.01,1.6,163052000,49859252
한국화장품(주),123690,2011/12,  생활용품 도매업,0,1.08,0,543676
한국화장품(주),123690,2012/12,  생활용품 도매업,-23.26,1.52,0,599819
한국화장품(주),123690,2013/12,  생활용품 도매업,-9.09,2,0,714575
한국화장품(주),123690,2014/12,  생활용품 도매업,-7.5,1.86,0,609732
한국화장품(주),123690,2015/12,  생활용품 도매업,-6.31,1.97,0,538800
한국화장품(주),123690,2016/12,  생활용품 도매업,-2.88,3.18,0,677829
한국화장품(주),123690,2017/12,  생활용품 도매업,-0.99,3.19,0,636256
한국화장품(주),123690,2018/12,  생활용품 도매업,-8,1.93,0,600082
한국화장품(주),123690,2019/12,  생활용품 도매업,-35.87,0.55,0,141357
한라아이엠에스(주),092460,2011/12,  선박 및 보트 건조업,11.2,0.49,0,190900
한라아이엠에스(주),092460,2012/12,  선박 및 보트 건조업,4.32,2.17,0,826843
한라아이엠에스(주),092460,2013/12,  선박 및 보트 건조업,1.38,4.96,0,1694706
한라아이엠에스(주),092460,2014/12,  선박 및 보트 건조업,4.08,2.73,0,1129776
한라아이엠에스(주),092460,2015/12,  선박 및 보트 건조업,-0.65,2.37,0,1090608
한라아이엠에스(주),092460,2016/12,  선박 및 보트 건조업,-2.63,3.64,0,1514873
한라아이엠에스(주),092460,2017/12,  선박 및 보트 건조업,-2.7,5.4,0,1867007
한라아이엠에스(주),092460,2018/12,  선박 및 보트 건조업,4.17,6.71,0,2145920
한라아이엠에스(주),092460,2019/12,  선박 및 보트 건조업,17.33,4.04,0,1914402
한미반도체(주),042700,2011/12,  특수 목적용 기계 제조업,-6.41,7.86,0,10515504
한미반도체(주),042700,2012/12,  특수 목적용 기계 제조업,-0.93,7.43,0,10608672
한미반도체(주),042700,2013/12,  특수 목적용 기계 제조업,-0.56,9.1,0,10300329
한미반도체(주),042700,2014/12,  특수 목적용 기계 제조업,5.26,5.26,0,10123945
한미반도체(주),042700,2015/12,  특수 목적용 기계 제조업,-4.82,7.81,0,9202468
한미반도체(주),042700,2016/12,  특수 목적용 기계 제조업,2.44,7.35,0,12174963
한미반도체(주),042700,2017/12,  특수 목적용 기계 제조업,4.4,4.25,0,8348343
한미반도체(주),042700,2018/12,  특수 목적용 기계 제조업,2.46,5.18,0,11167649
한미반도체(주),042700,2019/12,  특수 목적용 기계 제조업,-2.91,10.42,0,12423245
한미사이언스(주),008930,2011/12,  회사 본부 및 경영 컨설팅 서비스업,421.43,0,,0
한미사이언스(주),008930,2012/12,  회사 본부 및 경영 컨설팅 서비스업,0,0,,0
한미사이언스(주),008930,2013/12,  회사 본부 및 경영 컨설팅 서비스업,10.96,0,,0
한미사이언스(주),008930,2014/12,  회사 본부 및 경영 컨설팅 서비스업,7.41,0,,0
한미사이언스(주),008930,2015/12,  회사 본부 및 경영 컨설팅 서비스업,6.9,0,,0
한미사이언스(주),008930,2016/12,  회사 본부 및 경영 컨설팅 서비스업,0,0,,0
한미사이언스(주),008930,2017/12,  회사 본부 및 경영 컨설팅 서비스업,-15.05,0,,0
한미사이언스(주),008930,2018/12,  회사 본부 및 경영 컨설팅 서비스업,3.8,0,,0
한미사이언스(주),008930,2019/12,  회사 본부 및 경영 컨설팅 서비스업,3.66,0,,0
한미약품(주),128940,2011/12,  의약품 제조업,0,12.16,7183860,62337520
한미약품(주),128940,2012/12,  의약품 제조업,-9.69,12.75,0,69332110
한미약품(주),128940,2013/12,  의약품 제조업,3.06,14.69,0,82661032
한미약품(주),128940,2014/12,  의약품 제조업,5.88,20.47,0,119128656
한미약품(주),128940,2015/12,  의약품 제조업,10.79,13.31,0,148180343
한미약품(주),128940,2016/12,  의약품 제조업,-2.29,17.87,0,122888339
한미약품(주),128940,2017/12,  의약품 제조업,8.94,18.85,6287402,132433629
한미약품(주),128940,2018/12,  의약품 제조업,7.22,18.15,4075517,144258927
한미약품(주),128940,2019/12,  의약품 제조업,0.84,18.99,2879323,164020748
한성기업(주),003680,2011/12,  수산물 가공 및 저장 처리업,-1.08,0,,0
한성기업(주),003680,2012/12,  수산물 가공 및 저장 처리업,2.9,0,,0
한성기업(주),003680,2013/12,  수산물 가공 및 저장 처리업,-4.59,0,0,0
한성기업(주),003680,2014/12,  수산물 가공 및 저장 처리업,11.28,0,0,0
한성기업(주),003680,2015/12,  수산물 가공 및 저장 처리업,0.5,0,0,0
한성기업(주),003680,2016/12,  수산물 가공 및 저장 처리업,4.3,0,0,0
한성기업(주),003680,2017/12,  수산물 가공 및 저장 처리업,-0.79,0,0,0
한성기업(주),003680,2018/12,  수산물 가공 및 저장 처리업,26.04,0,0,0
한성기업(주),003680,2019/12,  수산물 가공 및 저장 처리업,-4.44,0,0,0
한세실업(주),105630,2011/12,  봉제의복 제조업,18.54,0,0,0
한세실업(주),105630,2012/12,  봉제의복 제조업,10.43,0,0,0
한세실업(주),105630,2013/12,  봉제의복 제조업,-7.73,0,,0
한세실업(주),105630,2014/12,  봉제의복 제조업,0.31,0,,0
한세실업(주),105630,2015/12,  봉제의복 제조업,3.25,0,,0
한세실업(주),105630,2016/12,  봉제의복 제조업,-6.74,0,,0
한세실업(주),105630,2017/12,  봉제의복 제조업,-4.49,0,,0
한세실업(주),105630,2018/12,  봉제의복 제조업,1.01,0,,0
한세실업(주),105630,2019/12,  봉제의복 제조업,7.15,0,,0
한세엠케이(주),069640,2011/12,"  섬유, 의복, 신발 및 가죽제품 소매업",0,0,,0
한세엠케이(주),069640,2012/12,"  섬유, 의복, 신발 및 가죽제품 소매업",5.75,0,,0
한세엠케이(주),069640,2013/12,"  섬유, 의복, 신발 및 가죽제품 소매업",-5.96,0,,0
한세엠케이(주),069640,2014/12,"  섬유, 의복, 신발 및 가죽제품 소매업",-1.93,0,,0
한세엠케이(주),069640,2015/12,"  섬유, 의복, 신발 및 가죽제품 소매업",-15.17,0,,0
한세엠케이(주),069640,2016/12,"  섬유, 의복, 신발 및 가죽제품 소매업",-12.91,0,,0
한세엠케이(주),069640,2017/12,"  섬유, 의복, 신발 및 가죽제품 소매업",-8.37,0,,0
한세엠케이(주),069640,2018/12,"  섬유, 의복, 신발 및 가죽제품 소매업",-11.62,0,,0
한세엠케이(주),069640,2019/12,"  섬유, 의복, 신발 및 가죽제품 소매업",-3.76,0,,0
한세예스24홀딩스(주),016450,2011/12,  봉제의복 제조업,7.69,0,,0
한세예스24홀딩스(주),016450,2012/12,  봉제의복 제조업,7.14,0,,0
한세예스24홀딩스(주),016450,2013/12,  봉제의복 제조업,0,0,,0
한세예스24홀딩스(주),016450,2014/12,  봉제의복 제조업,0,0,,0
한세예스24홀딩스(주),016450,2015/12,  봉제의복 제조업,6.67,0,,0
한세예스24홀딩스(주),016450,2016/12,  봉제의복 제조업,-6.25,0,,0
한세예스24홀딩스(주),016450,2017/12,  봉제의복 제조업,33.33,0,,0
한세예스24홀딩스(주),016450,2018/12,  봉제의복 제조업,30,0,,0
한세예스24홀딩스(주),016450,2019/12,  봉제의복 제조업,11.54,0,,0
한솔로지스틱스(주),009180,2011/12,  기타 운송관련 서비스업,0.32,0,,0
한솔로지스틱스(주),009180,2012/12,  기타 운송관련 서비스업,1.94,0,,0
한솔로지스틱스(주),009180,2013/12,  기타 운송관련 서비스업,7.28,0,,0
한솔로지스틱스(주),009180,2014/12,  기타 운송관련 서비스업,5.31,0,,0
