,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본율(개별),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결)
4681,백광산업(주),1340,18-Dec,"297,712","153,919",51.7,,,#DIV/0!
4682,백광산업(주),1340,19-Dec,"328,963","167,580",50.94,"328,845","167,346",50.89
4683,베뉴지(주),19010,11-Dec,"482,048","215,492",44.7,"549,466","225,542",41.05
4684,베뉴지(주),19010,12-Dec,"385,699","186,440",48.34,"398,070","192,089",48.26
4685,베뉴지(주),19010,13-Dec,"368,846","171,804",46.58,"372,267","174,219",46.8
4686,베뉴지(주),19010,14-Dec,"393,517","168,896",42.92,"389,729","159,539",40.94
4687,베뉴지(주),19010,15-Dec,"363,009","203,671",56.11,"391,768","204,330",52.16
4688,베뉴지(주),19010,16-Dec,"337,702","202,902",60.08,"413,066","236,756",57.32
4689,베뉴지(주),19010,17-Dec,"344,904","201,033",58.29,"436,515","231,505",53.03
4690,베뉴지(주),19010,18-Dec,"388,577","232,432",59.82,"561,298","286,340",51.01
4691,베뉴지(주),19010,19-Dec,"401,723","235,612",58.65,"578,404","292,446",50.56
4692,보성파워텍(주),6910,11-Dec,"80,786","36,685",45.41,"80,846","36,719",45.42
4693,보성파워텍(주),6910,12-Dec,"97,310","37,906",38.95,"97,602","37,817",38.75
4694,보성파워텍(주),6910,13-Dec,"91,785","35,703",38.9,"92,474","35,689",38.59
4695,보성파워텍(주),6910,14-Dec,"83,866","34,460",41.09,"84,509","34,473",40.79
4696,보성파워텍(주),6910,15-Dec,"92,908","47,887",51.54,"93,505","47,992",51.33
4697,보성파워텍(주),6910,16-Dec,"127,840","93,351",73.02,"128,713","93,876",72.93
4698,보성파워텍(주),6910,17-Dec,"120,800","83,877",69.43,"123,622","84,307",68.2
4699,보성파워텍(주),6910,18-Dec,"123,828","78,897",63.71,"124,283","78,394",63.08
4700,보성파워텍(주),6910,19-Dec,"125,566","79,888",63.62,"125,593","79,911",63.63
4701,보해양조(주),890,11-Dec,"235,698","58,163",24.68,"244,226","51,338",21.02
4702,보해양조(주),890,12-Dec,"230,491","53,828",23.35,"235,749","47,160",20
4703,보해양조(주),890,13-Dec,"208,135","57,473",27.61,"212,988","51,547",24.2
4704,보해양조(주),890,14-Dec,"210,457","81,704",38.82,"209,896","80,102",38.16
4705,보해양조(주),890,15-Dec,"218,857","104,349",47.68,"218,463","103,462",47.36
4706,보해양조(주),890,16-Dec,"218,046","98,832",45.33,"218,917","99,412",45.41
4707,보해양조(주),890,17-Dec,"217,378","99,438",45.74,"217,823","99,598",45.72
4708,보해양조(주),890,18-Dec,"200,518","69,506",34.66,"200,457","69,388",34.61
4709,보해양조(주),890,19-Dec,"162,933","76,337",46.85,"163,069","76,392",46.85
4710,비에이치아이(주),83650,11-Dec,"370,149","98,020",26.48,"369,864","97,307",26.31
4711,비에이치아이(주),83650,12-Dec,"580,808","136,026",23.42,"586,251","137,515",23.46
4712,비에이치아이(주),83650,13-Dec,"562,342","154,842",27.54,"569,988","155,964",27.36
4713,비에이치아이(주),83650,14-Dec,"535,615","141,250",26.37,"547,070","143,510",26.23
4714,비에이치아이(주),83650,15-Dec,"456,276","91,474",20.05,"455,430","88,963",19.53
4715,비에이치아이(주),83650,16-Dec,"447,352","102,239",22.85,"446,434","99,689",22.33
4716,비에이치아이(주),83650,17-Dec,"423,418","115,214",27.21,"423,367","111,872",26.42
4717,비에이치아이(주),83650,18-Dec,"365,898","87,813",24,"365,364","83,967",22.98
4718,비에이치아이(주),83650,19-Dec,"371,021","73,716",19.87,"370,164","69,860",18.87
4719,비케이탑스(주),30790,11-Dec,"113,785","41,603",36.56,,,#DIV/0!
4720,비케이탑스(주),30790,12-Dec,"356,824","25,451",7.13,"356,264","22,453",6.3
4721,비케이탑스(주),30790,13-Dec,"205,453","-133,694",-65.07,"223,837","-132,396",-59.15
4722,비케이탑스(주),30790,14-Dec,"116,515","37,297",32.01,"127,822","35,331",27.64
4723,비케이탑스(주),30790,15-Dec,"89,790","54,785",61.01,"97,459","49,666",50.96
4724,비케이탑스(주),30790,16-Dec,"92,864","48,493",52.22,"96,433","41,602",43.14
4725,비케이탑스(주),30790,17-Dec,"99,260","77,448",78.03,"101,846","78,821",77.39
4726,비케이탑스(주),30790,18-Dec,"191,300","84,156",43.99,"190,646","83,467",43.78
4727,비케이탑스(주),30790,19-Dec,"95,502","39,176",41.02,,,#DIV/0!
4728,비플라이소프트(주),148780,16-Dec,,,#DIV/0!,,,#DIV/0!
4729,비플라이소프트(주),148780,17-Dec,"10,300","6,392",62.06,"10,274","6,373",62.03
4730,비플라이소프트(주),148780,18-Dec,"8,394","4,916",58.57,"8,394","4,916",58.57
4731,비플라이소프트(주),148780,19-Dec,"6,345","2,953",46.54,"10,949","2,109",19.26
4732,사조동아원(주),8040,11-Dec,"552,371","195,105",35.32,"665,932","183,922",27.62
4733,사조동아원(주),8040,12-Dec,"621,476","207,858",33.45,"720,520","181,478",25.19
4734,사조동아원(주),8040,13-Dec,"587,271","192,255",32.74,"722,691","155,087",21.46
4735,사조동아원(주),8040,14-Dec,"574,643","100,245",17.44,"726,250","81,737",11.25
4736,사조동아원(주),8040,15-Dec,"448,796","62,900",14.02,"539,326","61,324",11.37
4737,사조동아원(주),8040,16-Dec,"393,551","75,217",19.11,"467,516","71,892",15.38
4738,사조동아원(주),8040,17-Dec,"475,122","164,890",34.7,"489,823","162,058",33.09
4739,사조동아원(주),8040,18-Dec,"464,167","182,119",39.24,"468,192","177,151",37.84
4740,사조동아원(주),8040,19-Dec,"457,472","195,651",42.77,"466,882","197,005",42.2
4741,삼강엠앤티(주),100090,11-Dec,"215,131","35,674",16.58,,,#DIV/0!
4742,삼강엠앤티(주),100090,12-Dec,"256,901","56,107",21.84,,,#DIV/0!
4743,삼강엠앤티(주),100090,13-Dec,"255,049","41,731",16.36,,,#DIV/0!
4744,삼강엠앤티(주),100090,14-Dec,"246,432","45,172",18.33,,,#DIV/0!
4745,삼강엠앤티(주),100090,15-Dec,"263,901","56,427",21.38,,,#DIV/0!
4746,삼강엠앤티(주),100090,16-Dec,"238,265","73,001",30.64,,,#DIV/0!
4747,삼강엠앤티(주),100090,17-Dec,"396,812","169,544",42.73,"530,464","249,406",47.02
4748,삼강엠앤티(주),100090,18-Dec,"406,171","161,858",39.85,"538,058","225,692",41.95
4749,삼강엠앤티(주),100090,19-Dec,"473,811","148,433",31.33,"627,931","195,779",31.18
4750,삼보산업(주),9620,11-Dec,"141,940","24,786",17.46,,,#DIV/0!
4751,삼보산업(주),9620,12-Dec,"136,611","27,050",19.8,,,#DIV/0!
4752,삼보산업(주),9620,13-Dec,"180,705","20,245",11.2,"217,500","48,739",22.41
4753,삼보산업(주),9620,14-Dec,"224,284","16,057",7.16,"268,011","44,799",16.72
4754,삼보산업(주),9620,15-Dec,"200,784","17,369",8.65,"258,718","45,341",17.53
4755,삼보산업(주),9620,16-Dec,"200,877","12,977",6.46,"276,382","37,688",13.64
4756,삼보산업(주),9620,17-Dec,"214,151","28,563",13.34,"281,509","43,937",15.61
4757,삼보산업(주),9620,18-Dec,"221,287","17,020",7.69,"295,955","45,724",15.45
4758,삼보산업(주),9620,19-Dec,"214,179","22,408",10.46,"300,468","52,856",17.59
4759,삼부토건(주),1470,11-Dec,"1,534,459","191,045",12.45,"1,665,110","132,251",7.94
4760,삼부토건(주),1470,12-Dec,"1,471,409","97,721",6.64,"1,566,956","69,895",4.46
4761,삼부토건(주),1470,13-Dec,"1,450,519","21,974",1.51,"1,597,663","47,011",2.94
4762,삼부토건(주),1470,14-Dec,"1,873,746","273,122",14.58,"2,217,131","383,710",17.31
4763,삼부토건(주),1470,15-Dec,"1,313,660","-388,746",-29.59,"1,786,125","-259,629",-14.54
4764,삼부토건(주),1470,16-Dec,"383,119","158,973",41.49,"425,669","106,602",25.04
4765,삼부토건(주),1470,17-Dec,"371,185","193,545",52.14,"390,367","125,674",32.19
4766,삼부토건(주),1470,18-Dec,"366,290","211,360",57.7,"413,058","190,255",46.06
4767,삼부토건(주),1470,19-Dec,"376,510","224,885",59.73,"420,653","200,582",47.68
4768,삼성SDI(주),6400,11-Dec,"7,232,988","5,483,718",75.82,"8,527,411","6,314,527",74.05
4769,삼성SDI(주),6400,12-Dec,"10,756,431","7,901,167",73.46,"10,895,087","7,564,482",69.43
4770,삼성SDI(주),6400,13-Dec,"10,126,727","7,519,617",74.26,"10,555,671","7,542,416",71.45
4771,삼성SDI(주),6400,14-Dec,"15,215,158","11,562,520",75.99,"15,968,550","11,826,911",74.06
4772,삼성SDI(주),6400,15-Dec,"14,656,787","10,800,593",73.69,"16,225,303","11,253,193",69.36
4773,삼성SDI(주),6400,16-Dec,"13,091,334","10,198,082",77.9,"14,900,311","10,964,110",73.58
4774,삼성SDI(주),6400,17-Dec,"13,134,938","10,287,378",78.32,"15,751,476","11,451,999",72.7
4775,삼성SDI(주),6400,18-Dec,"15,306,118","10,761,027",70.31,"19,349,721","12,225,219",63.18
4776,삼성SDI(주),6400,19-Dec,"14,986,192","10,948,934",73.06,"19,852,096","12,660,345",63.77
4777,삼성공조(주),6660,11-Dec,"207,869","158,257",76.13,"259,964","163,275",62.81
4778,삼성공조(주),6660,12-Dec,"202,105","162,280",80.29,"249,081","165,483",66.44
4779,삼성공조(주),6660,13-Dec,"210,828","177,711",84.29,"250,647","178,139",71.07
4780,삼성공조(주),6660,14-Dec,"212,357","181,130",85.3,"252,695","184,254",72.92
4781,삼성공조(주),6660,15-Dec,"213,349","185,642",87.01,"244,143","192,209",78.73
4782,삼성공조(주),6660,16-Dec,"222,466","191,015",85.86,"252,729","198,730",78.63
4783,삼성공조(주),6660,17-Dec,"236,629","200,423",84.7,"263,085","208,211",79.14
4784,삼성공조(주),6660,18-Dec,"235,829","205,032",86.94,"260,168","213,883",82.21
4785,삼성공조(주),6660,19-Dec,"235,362","208,879",88.75,"258,431","218,743",84.64
4786,삼성물산(주),28260,14-Dec,"9,245,982","5,320,636",57.55,"9,511,431","5,285,290",55.57
4787,삼성물산(주),28260,15-Dec,"34,157,943","16,297,863",47.71,"42,361,431","18,313,936",43.23
4788,삼성물산(주),28260,16-Dec,"35,244,766","17,942,296",50.91,"44,458,515","21,105,711",47.47
4789,삼성물산(주),28260,17-Dec,"39,678,100","22,027,483",55.52,"49,048,903","25,151,250",51.28
4790,삼성물산(주),28260,18-Dec,"33,881,784","18,897,279",55.77,"42,406,652","22,548,935",53.17
4791,삼성물산(주),28260,19-Dec,"36,561,826","22,558,743",61.7,"45,905,517","26,692,096",58.15
4792,삼성제약(주),1360,11-Dec,"87,525","33,443",38.21,,,#DIV/0!
4793,삼성제약(주),1360,12-Dec,"103,018","34,713",33.7,,,#DIV/0!
4794,삼성제약(주),1360,13-Dec,"80,180","18,741",23.37,,,#DIV/0!
4795,삼성제약(주),1360,14-Dec,"57,410","23,295",40.58,,,#DIV/0!
4796,삼성제약(주),1360,15-Dec,"113,805","45,544",40.02,"130,218","46,237",35.51
4797,삼성제약(주),1360,16-Dec,"129,349","87,125",67.36,"138,285","82,378",59.57
4798,삼성제약(주),1360,17-Dec,"154,090","94,536",61.35,"154,194","93,868",60.88
4799,삼성제약(주),1360,18-Dec,"160,983","133,062",82.66,"160,647","131,663",81.96
4800,삼성제약(주),1360,19-Dec,"168,532","142,829",84.75,,,#DIV/0!
4801,삼성중공업(주),10140,11-Dec,"16,047,570","4,605,491",28.7,"16,413,939","4,643,989",28.29
4802,삼성중공업(주),10140,12-Dec,"16,321,334","5,228,175",32.03,"16,634,967","5,282,949",31.76
4803,삼성중공업(주),10140,13-Dec,"17,057,711","5,793,138",33.96,"17,427,147","5,845,796",33.54
4804,삼성중공업(주),10140,14-Dec,"16,685,971","5,446,350",32.64,"17,122,234","5,573,161",32.55
4805,삼성중공업(주),10140,15-Dec,"16,292,310","4,096,823",25.15,"17,301,592","4,265,746",24.66
4806,삼성중공업(주),10140,16-Dec,"16,462,532","5,989,669",36.38,"17,217,463","6,275,311",36.45
4807,삼성중공업(주),10140,17-Dec,"13,249,441","5,667,855",42.78,"13,818,113","5,797,453",41.96
4808,삼성중공업(주),10140,18-Dec,"13,669,099","6,565,052",48.03,"14,282,892","6,746,280",47.23
4809,삼성중공업(주),10140,19-Dec,"13,259,469","5,143,930",38.79,"13,600,084","5,248,929",38.59
4810,삼영엠텍(주),54540,11-Dec,"107,231","65,351",60.94,"141,977","71,261",50.19
4811,삼영엠텍(주),54540,12-Dec,"127,383","73,911",58.02,"149,050","73,008",48.98
4812,삼영엠텍(주),54540,13-Dec,"141,137","79,077",56.03,"158,110","77,810",49.21
4813,삼영엠텍(주),54540,14-Dec,"135,646","75,612",55.74,"156,105","76,211",48.82
4814,삼영엠텍(주),54540,15-Dec,"127,748","76,315",59.74,"143,102","75,271",52.6
4815,삼영엠텍(주),54540,16-Dec,"114,539","79,803",69.67,"126,661","75,584",59.67
4816,삼영엠텍(주),54540,17-Dec,"111,847","83,204",74.39,"115,271","77,270",67.03
4817,삼영엠텍(주),54540,18-Dec,"113,974","84,943",74.53,"111,608","77,711",69.63
4818,삼영엠텍(주),54540,19-Dec,"121,654","86,599",71.18,"119,976","79,878",66.58
4819,삼영화학공업(주),3720,11-Dec,"188,775","132,867",70.38,"222,343","139,390",62.69
4820,삼영화학공업(주),3720,12-Dec,"175,552","136,231",77.6,"207,864","136,385",65.61
4821,삼영화학공업(주),3720,13-Dec,"173,245","132,745",76.62,"198,660","136,790",68.86
4822,삼영화학공업(주),3720,14-Dec,"160,243","120,342",75.1,"186,451","120,189",64.46
4823,삼영화학공업(주),3720,15-Dec,"152,236","115,883",76.12,"170,243","107,654",63.24
4824,삼영화학공업(주),3720,16-Dec,"119,089","83,943",70.49,"156,643","96,295",61.47
4825,삼영화학공업(주),3720,17-Dec,"89,171","53,103",59.55,"112,738","54,516",48.36
4826,삼영화학공업(주),3720,18-Dec,"81,964","45,858",55.95,"105,230","46,349",44.05
4827,삼영화학공업(주),3720,19-Dec,"80,773","43,701",54.1,"106,971","44,311",41.42
4828,삼일제약(주),520,11-Dec,"122,075","68,668",56.25,"121,203","66,604",54.95
4829,삼일제약(주),520,12-Dec,"111,036","64,032",57.67,"110,996","62,874",56.65
4830,삼일제약(주),520,13-Dec,"114,429","69,761",60.96,"115,709","70,027",60.52
4831,삼일제약(주),520,14-Dec,"107,454","55,345",51.51,"108,291","55,415",51.17
4832,삼일제약(주),520,15-Dec,"98,665","54,399",55.14,"99,312","54,410",54.79
4833,삼일제약(주),520,16-Dec,"100,389","52,844",52.64,"100,995","52,871",52.35
4834,삼일제약(주),520,17-Dec,"135,006","51,126",37.87,"135,477","51,167",37.77
4835,삼일제약(주),520,18-Dec,"147,592","56,138",38.04,"147,949","56,083",37.91
4836,삼일제약(주),520,19-Dec,"183,523","62,285",33.94,"183,875","62,272",33.87
4837,삼천리자전거(주),24950,11-Dec,"87,851","71,590",81.49,,,#DIV/0!
4838,삼천리자전거(주),24950,12-Dec,"94,606","76,790",81.17,,,#DIV/0!
4839,삼천리자전거(주),24950,13-Dec,"99,970","83,211",83.24,,,#DIV/0!
4840,삼천리자전거(주),24950,14-Dec,"118,760","91,005",76.63,,,#DIV/0!
4841,삼천리자전거(주),24950,15-Dec,"129,368","98,722",76.31,,,#DIV/0!
4842,삼천리자전거(주),24950,16-Dec,"141,896","102,623",72.32,"160,771","103,485",64.37
4843,삼천리자전거(주),24950,17-Dec,"152,740","104,979",68.73,"167,136","104,023",62.24
4844,삼천리자전거(주),24950,18-Dec,"147,275","87,227",59.23,"161,805","89,036",55.03
4845,삼천리자전거(주),24950,19-Dec,"138,950","77,475",55.76,"146,727","79,517",54.19
4846,삼화전기(주),9470,11-Dec,"121,436","30,665",25.25,"145,594","39,271",26.97
4847,삼화전기(주),9470,12-Dec,"119,292","30,028",25.17,"143,184","38,768",27.08
4848,삼화전기(주),9470,13-Dec,"118,138","27,179",23.01,"133,552","36,707",27.49
4849,삼화전기(주),9470,14-Dec,"113,268","25,939",22.9,"126,584","36,713",29
4850,삼화전기(주),9470,15-Dec,"108,357","22,711",20.96,"128,264","35,030",27.31
4851,삼화전기(주),9470,16-Dec,"105,120","22,040",20.97,"129,464","35,682",27.56
4852,삼화전기(주),9470,17-Dec,"108,031","36,618",33.9,"134,102","51,132",38.13
4853,삼화전기(주),9470,18-Dec,"102,038","41,995",41.16,"128,157","59,006",46.04
4854,삼화전기(주),9470,19-Dec,"99,907","42,986",43.03,"125,230","61,315",48.96
4855,삼화전자공업(주),11230,11-Dec,"89,376","32,957",36.87,"86,830","21,660",24.95
4856,삼화전자공업(주),11230,12-Dec,"81,231","27,072",33.33,"69,140","8,447",12.22
4857,삼화전자공업(주),11230,13-Dec,"81,649","26,093",31.96,"67,956","6,266",9.22
4858,삼화전자공업(주),11230,14-Dec,"69,195","9,431",13.63,"77,077","9,431",12.24
4859,삼화전자공업(주),11230,15-Dec,"59,786","8,345",13.96,"69,278","8,345",12.05
4860,삼화전자공업(주),11230,16-Dec,"58,887","7,700",13.08,"68,228","7,700",11.29
4861,삼화전자공업(주),11230,17-Dec,"55,297","3,946",7.14,"64,322","3,946",6.13
4862,삼화전자공업(주),11230,18-Dec,"50,548","15,367",30.4,"64,280","19,258",29.96
4863,삼화전자공업(주),11230,19-Dec,"47,844","12,787",26.73,"60,400","16,154",26.75
4864,상신이디피(주),91580,11-Dec,"77,442","37,973",49.03,"82,692","40,695",49.21
4865,상신이디피(주),91580,12-Dec,"84,883","40,058",47.19,"88,889","41,111",46.25
4866,상신이디피(주),91580,13-Dec,"90,050","43,768",48.6,"95,472","40,952",42.89
4867,상신이디피(주),91580,14-Dec,"89,802","45,940",51.16,"94,366","42,699",45.25
4868,상신이디피(주),91580,15-Dec,"90,732","43,463",47.9,"99,375","38,719",38.96
4869,상신이디피(주),91580,16-Dec,"90,797","44,398",48.9,"100,910","36,749",36.42
4870,상신이디피(주),91580,17-Dec,"93,199","44,845",48.12,"103,304","38,153",36.93
4871,상신이디피(주),91580,18-Dec,"121,628","56,892",46.78,"142,681","57,410",40.24
4872,상신이디피(주),91580,19-Dec,"125,290","56,629",45.2,"148,101","62,127",41.95
4873,서울도시가스(주),17390,11-Dec,"1,291,399","649,983",50.33,"1,318,229","666,109",50.53
4874,서울도시가스(주),17390,12-Dec,"1,445,759","699,597",48.39,"1,519,546","727,813",47.9
4875,서울도시가스(주),17390,13-Dec,"1,438,421","755,128",52.5,"1,532,936","799,243",52.14
4876,서울도시가스(주),17390,14-Dec,"1,516,132","803,395",52.99,"1,626,692","859,783",52.85
4877,서울도시가스(주),17390,15-Dec,"1,391,865","841,450",60.45,"1,436,636","874,105",60.84
4878,서울도시가스(주),17390,16-Dec,"1,434,754","869,228",60.58,"1,466,625","890,516",60.72
4879,서울도시가스(주),17390,17-Dec,"1,526,493","904,214",59.23,"1,545,885","916,548",59.29
4880,서울도시가스(주),17390,18-Dec,"1,336,535","924,759",69.19,"1,368,621","947,502",69.23
4881,서울도시가스(주),17390,19-Dec,"1,533,896","929,895",60.62,"1,583,402","967,817",61.12
4882,서울전자통신(주),27040,11-Dec,"79,145","62,479",78.94,"127,369","63,083",49.53
4883,서울전자통신(주),27040,12-Dec,"68,046","48,669",71.52,"123,031","53,922",43.83
4884,서울전자통신(주),27040,13-Dec,"74,305","58,056",78.13,"144,715","54,198",37.45
4885,서울전자통신(주),27040,14-Dec,"64,626","41,426",64.1,"63,793","30,422",47.69
4886,서울전자통신(주),27040,15-Dec,"58,083","33,005",56.82,"61,788","27,113",43.88
4887,서울전자통신(주),27040,16-Dec,"74,091","40,813",55.08,"76,993","37,409",48.59
4888,서울전자통신(주),27040,17-Dec,"68,500","40,157",58.62,"75,292","37,540",49.86
4889,서울전자통신(주),27040,18-Dec,"67,054","37,916",56.55,"80,916","34,086",42.13
4890,서울전자통신(주),27040,19-Dec,"130,365","96,781",74.24,"137,381","93,483",68.05
4891,선도전기(주),7610,11-Dec,"97,203","70,026",72.04,"101,053","73,287",72.52
4892,선도전기(주),7610,12-Dec,"93,652","69,228",73.92,"98,958","73,863",74.64
4893,선도전기(주),7610,13-Dec,"123,846","72,938",58.89,"128,582","77,409",60.2
4894,선도전기(주),7610,14-Dec,"127,402","71,514",56.13,"132,828","76,884",57.88
4895,선도전기(주),7610,15-Dec,"127,899","71,010",55.52,"135,948","78,630",57.84
4896,선도전기(주),7610,16-Dec,"138,621","73,714",53.18,"146,601","81,499",55.59
4897,선도전기(주),7610,17-Dec,"146,810","79,163",53.92,"158,152","90,162",57.01
4898,선도전기(주),7610,18-Dec,"140,240","74,670",53.24,"149,095","83,832",56.23
4899,선도전기(주),7610,19-Dec,"157,309","77,386",49.19,"167,027","86,521",51.8
4900,성문전자(주),14910,11-Dec,"48,186","32,473",67.39,"55,202","37,066",67.15
4901,성문전자(주),14910,12-Dec,"39,558","30,469",77.02,"43,169","33,512",77.63
4902,성문전자(주),14910,13-Dec,"45,169","29,159",64.56,"49,765","30,102",60.49
4903,성문전자(주),14910,14-Dec,"45,956","26,802",58.32,"51,557","27,180",52.72
4904,성문전자(주),14910,15-Dec,"38,935","29,032",74.57,"45,273","28,560",63.08
4905,성문전자(주),14910,16-Dec,"37,256","29,550",79.32,"44,116","28,032",63.54
4906,성문전자(주),14910,17-Dec,"35,928","30,832",85.82,"42,992","29,302",68.16
4907,성문전자(주),14910,18-Dec,"37,707","31,589",83.77,"43,264","29,362",67.87
4908,성문전자(주),14910,19-Dec,"34,805","29,004",83.33,"42,506","27,409",64.48
4909,성신양회(주),4980,11-Dec,"1,142,661","338,786",29.65,"1,151,105","335,422",29.14
4910,성신양회(주),4980,12-Dec,"1,115,108","331,254",29.71,"1,122,491","328,759",29.29
4911,성신양회(주),4980,13-Dec,"1,137,978","351,417",30.88,"1,144,285","348,231",30.43
4912,성신양회(주),4980,14-Dec,"1,109,476","346,375",31.22,"1,115,654","346,639",31.07
4913,성신양회(주),4980,15-Dec,"1,067,821","305,191",28.58,"1,072,795","305,310",28.46
4914,성신양회(주),4980,16-Dec,"1,008,787","317,784",31.5,"1,016,264","317,749",31.27
4915,성신양회(주),4980,17-Dec,"1,015,542","373,720",36.8,"1,023,425","373,826",36.53
4916,성신양회(주),4980,18-Dec,"975,088","386,825",39.67,"1,061,391","386,877",36.45
4917,성신양회(주),4980,19-Dec,"946,396","400,265",42.29,"1,029,405","400,262",38.88
4918,성우테크론(주),45300,11-Dec,"44,931","23,883",53.15,"50,186","25,298",50.41
4919,성우테크론(주),45300,12-Dec,"47,673","23,588",49.48,"51,938","24,866",47.88
4920,성우테크론(주),45300,13-Dec,"56,195","33,581",59.76,"60,261","34,625",57.46
4921,성우테크론(주),45300,14-Dec,"54,301","32,306",59.49,"58,051","33,196",57.18
4922,성우테크론(주),45300,15-Dec,"52,450","31,716",60.47,"56,320","32,609",57.9
4923,성우테크론(주),45300,16-Dec,"58,326","35,413",60.72,"62,343","36,278",58.19
4924,성우테크론(주),45300,17-Dec,"67,661","40,995",60.59,"71,860","42,587",59.26
4925,성우테크론(주),45300,18-Dec,"65,081","44,492",68.36,"70,084","46,630",66.53
4926,성우테크론(주),45300,19-Dec,"71,126","48,371",68.01,"75,225","50,742",67.45
4927,성창기업지주(주),180,11-Dec,"85,889","82,417",95.96,"307,998","129,876",42.17
4928,성창기업지주(주),180,12-Dec,"87,598","85,290",97.37,"328,454","257,368",78.36
4929,성창기업지주(주),180,13-Dec,"87,495","86,512",98.88,"324,009","253,423",78.21
4930,성창기업지주(주),180,14-Dec,"89,758","88,251",98.32,"334,627","249,733",74.63
4931,성창기업지주(주),180,15-Dec,"118,769","117,456",98.89,"362,502","278,944",76.95
4932,성창기업지주(주),180,16-Dec,"316,999","271,688",85.71,"636,441","503,756",79.15
4933,성창기업지주(주),180,17-Dec,"320,652","274,880",85.73,"654,109","501,972",76.74
4934,성창기업지주(주),180,18-Dec,"319,613","274,430",85.86,"648,661","489,379",75.44
4935,성창기업지주(주),180,19-Dec,"362,063","307,893",85.04,"703,302","525,405",74.71
4936,성호전자(주),43260,11-Dec,"105,823","53,913",50.95,"111,273","54,113",48.63
4937,성호전자(주),43260,12-Dec,"114,797","57,164",49.8,"107,681","48,179",44.74
4938,성호전자(주),43260,13-Dec,"111,010","56,770",51.14,"106,903","48,186",45.07
4939,성호전자(주),43260,14-Dec,"109,022","53,430",49.01,"103,245","45,201",43.78
4940,성호전자(주),43260,15-Dec,"102,537","54,049",52.71,"98,483","42,497",43.15
4941,성호전자(주),43260,16-Dec,"104,145","56,088",53.86,"96,015","41,418",43.14
4942,성호전자(주),43260,17-Dec,"99,019","58,408",58.99,"91,000","39,503",43.41
4943,성호전자(주),43260,18-Dec,"106,748","64,303",60.24,"97,013","42,261",43.56
4944,성호전자(주),43260,19-Dec,"90,393","41,318",45.71,"95,653","41,153",43.02
4945,세기상사(주),2420,11-Dec,"51,585","30,437",59,"52,280","30,979",59.26
4946,세기상사(주),2420,12-Dec,"50,868","29,838",58.66,"51,563","30,380",58.92
4947,세기상사(주),2420,13-Dec,"47,151","27,782",58.92,"47,846","28,323",59.2
4948,세기상사(주),2420,14-Dec,"45,805","26,297",57.41,"46,500","26,839",57.72
4949,세기상사(주),2420,15-Dec,"44,439","24,996",56.25,"45,133","25,538",56.58
4950,세기상사(주),2420,16-Dec,"43,209","23,569",54.55,"43,903","24,111",54.92
4951,세기상사(주),2420,17-Dec,"43,039","23,679",55.02,,,#DIV/0!
4952,세기상사(주),2420,18-Dec,"42,664","23,345",54.72,,,#DIV/0!
4953,세기상사(주),2420,19-Dec,"41,553","22,436",53.99,,,#DIV/0!
4954,세원이앤씨(주),91090,11-Dec,"381,722","115,682",30.31,"376,824","110,891",29.43
4955,세원이앤씨(주),91090,12-Dec,"374,740","116,527",31.1,"367,607","109,388",29.76
4956,세원이앤씨(주),91090,13-Dec,"307,308","110,470",35.95,"298,596","101,776",34.08
4957,세원이앤씨(주),91090,14-Dec,"314,754","89,814",28.53,"306,645","81,448",26.56
4958,세원이앤씨(주),91090,15-Dec,"358,637","148,230",41.33,"347,686","136,968",39.39
4959,세원이앤씨(주),91090,16-Dec,"388,980","210,675",54.16,"374,930","196,404",52.38
4960,세원이앤씨(주),91090,17-Dec,"365,474","202,971",55.54,"353,023","190,689",54.02
4961,세원이앤씨(주),91090,18-Dec,"342,948","181,089",52.8,"329,476","167,821",50.94
4962,세원이앤씨(주),91090,19-Dec,"358,537","176,418",49.2,"358,715","176,646",49.24
4963,세종공업(주),33530,11-Dec,"401,748","240,740",59.92,"637,756","274,958",43.11
4964,세종공업(주),33530,12-Dec,"410,380","251,657",61.32,"669,607","308,937",46.14
4965,세종공업(주),33530,13-Dec,"425,657","277,511",65.2,"697,570","356,225",51.07
4966,세종공업(주),33530,14-Dec,"492,340","290,707",59.05,"858,810","378,678",44.09
4967,세종공업(주),33530,15-Dec,"525,373","302,843",57.64,"914,404","393,249",43.01
4968,세종공업(주),33530,16-Dec,"522,340","314,844",60.28,"952,519","399,437",41.93
4969,세종공업(주),33530,17-Dec,"522,495","318,307",60.92,"900,554","380,841",42.29
4970,세종공업(주),33530,18-Dec,"538,273","317,280",58.94,"871,008","361,364",41.49
4971,세종공업(주),33530,19-Dec,"577,345","329,655",57.1,"996,028","381,198",38.27
4972,세종텔레콤(주),36630,11-Dec,"208,032","53,667",25.8,"207,583","53,622",25.83
4973,세종텔레콤(주),36630,12-Dec,"177,748","110,817",62.35,"177,166","110,737",62.5
4974,세종텔레콤(주),36630,13-Dec,"122,867","79,949",65.07,"122,478","79,854",65.2
4975,세종텔레콤(주),36630,14-Dec,"108,316","79,847",73.72,"107,941","79,847",73.97
