,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본율(개별),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결)
1304,(주)셀바스에이아이,108860,14-Dec,"61,160","55,775",91.2,"64,821","57,807",89.18
1305,(주)셀바스에이아이,108860,15-Dec,"57,292","53,447",93.29,"89,583","56,972",63.6
1306,(주)셀바스에이아이,108860,16-Dec,"71,647","46,809",65.33,"100,648","56,890",56.52
1307,(주)셀바스에이아이,108860,17-Dec,"67,492","43,298",64.15,"106,906","54,709",51.17
1308,(주)셀바스에이아이,108860,18-Dec,"69,731","42,598",61.09,"99,226","44,383",44.73
1309,(주)셀바스에이아이,108860,19-Dec,"68,560","42,083",61.38,"94,134","43,804",46.53
1310,(주)셀바스헬스케어,208370,14-Dec,"11,408,383","10,279,029",90.1,"11,408,383","10,279,029",90.1
1311,(주)셀바스헬스케어,208370,15-Dec,"11,585,803","10,445,926",90.16,"11,585,803","10,445,926",90.16
1312,(주)셀바스헬스케어,208370,16-Dec,"45,611","27,186",59.6,"45,482","26,916",59.18
1313,(주)셀바스헬스케어,208370,17-Dec,"55,995","28,819",51.47,"54,696","27,814",50.85
1314,(주)셀바스헬스케어,208370,18-Dec,"41,440","15,259",36.82,"41,259","14,605",35.4
1315,(주)셀바스헬스케어,208370,19-Dec,"47,023","24,900",52.95,"47,107","24,137",51.24
1316,(주)셀트리온제약,68760,11-Dec,"214,250","126,809",59.19,"216,079","128,268",59.36
1317,(주)셀트리온제약,68760,12-Dec,"330,076","156,216",47.33,"331,044","157,246",47.5
1318,(주)셀트리온제약,68760,13-Dec,"359,988","167,415",46.51,"361,354","168,412",46.61
1319,(주)셀트리온제약,68760,14-Dec,"412,667","213,819",51.81,"411,165","214,426",52.15
1320,(주)셀트리온제약,68760,15-Dec,"468,520","236,266",50.43,"466,772","236,234",50.61
1321,(주)셀트리온제약,68760,16-Dec,"441,529","275,050",62.29,"442,081","276,706",62.59
1322,(주)셀트리온제약,68760,17-Dec,"469,195","292,048",62.24,"470,269","293,624",62.44
1323,(주)셀트리온제약,68760,18-Dec,"449,699","267,604",59.51,"452,444","270,035",59.68
1324,(주)셀트리온제약,68760,19-Dec,"470,980","280,031",59.46,"470,980","280,031",59.46
1325,(주)셀피글로벌,68940,11-Dec,"35,591","24,412",68.59,"35,591","24,412",68.59
1326,(주)셀피글로벌,68940,12-Dec,"40,251","30,046",74.65,"40,251","30,046",74.65
1327,(주)셀피글로벌,68940,13-Dec,"40,559","30,421",75,"40,559","30,421",75
1328,(주)셀피글로벌,68940,14-Dec,"38,785","28,260",72.86,"38,785","28,260",72.86
1329,(주)셀피글로벌,68940,15-Dec,"39,354","28,982",73.64,"39,439","28,982",73.49
1330,(주)셀피글로벌,68940,16-Dec,"41,471","28,212",68.03,"41,543","28,212",67.91
1331,(주)셀피글로벌,68940,17-Dec,"29,821","17,256",57.87,"29,821","17,256",57.87
1332,(주)셀피글로벌,68940,18-Dec,"27,500","13,959",50.76,"27,480","13,959",50.8
1333,(주)셀피글로벌,68940,19-Dec,"35,869","14,817",41.31,"35,941","14,817",41.23
1334,(주)손오공,66910,11-Dec,"83,893","33,500",39.93,"83,459","32,298",38.7
1335,(주)손오공,66910,12-Dec,"66,196","28,676",43.32,"70,855","32,341",45.64
1336,(주)손오공,66910,13-Dec,"44,283","17,703",39.98,"65,267","22,279",34.14
1337,(주)손오공,66910,14-Dec,"37,678","17,955",47.65,"54,240","20,303",37.43
1338,(주)손오공,66910,15-Dec,"54,303","27,251",50.18,"69,776","29,631",42.47
1339,(주)손오공,66910,16-Dec,"67,657","28,043",41.45,"81,428","31,386",38.54
1340,(주)손오공,66910,17-Dec,"46,876","14,930",31.85,"60,058","19,093",31.79
1341,(주)손오공,66910,18-Dec,"33,893","16,004",47.22,"46,444","20,203",43.5
1342,(주)손오공,66910,19-Dec,"43,706","20,127",46.05,"55,703","24,438",43.87
1343,(주)솔고바이오메디칼,43100,11-Dec,"78,956","50,320",63.73,"74,300","41,139",55.37
1344,(주)솔고바이오메디칼,43100,12-Dec,"71,122","39,272",55.22,"67,596","32,460",48.02
1345,(주)솔고바이오메디칼,43100,13-Dec,"59,651","29,251",49.04,"64,326","30,829",47.93
1346,(주)솔고바이오메디칼,43100,14-Dec,"55,339","29,307",52.96,"56,356","29,389",52.15
1347,(주)솔고바이오메디칼,43100,15-Dec,"52,611","37,780",71.81,"53,542","37,370",69.8
1348,(주)솔고바이오메디칼,43100,16-Dec,"46,515","31,619",67.98,"49,187","32,563",66.2
1349,(주)솔고바이오메디칼,43100,17-Dec,"60,461","44,805",74.11,"64,743","47,017",72.62
1350,(주)솔고바이오메디칼,43100,18-Dec,"70,667","49,941",70.67,"75,096","51,895",69.1
1351,(주)솔고바이오메디칼,43100,19-Dec,"51,141","30,643",59.92,"56,455","33,171",58.76
1352,(주)솔루에타,154040,13-Dec,"85,698","62,368",72.78,"85,777","62,333",72.67
1353,(주)솔루에타,154040,14-Dec,"76,893","65,574",85.28,"78,021","66,656",85.43
1354,(주)솔루에타,154040,15-Dec,"89,138","75,622",84.84,"89,980","76,422",84.93
1355,(주)솔루에타,154040,16-Dec,"116,536","71,545",61.39,"165,524","74,093",44.76
1356,(주)솔루에타,154040,17-Dec,"106,741","71,167",66.67,"201,893","83,348",41.28
1357,(주)솔루에타,154040,18-Dec,"100,581","64,575",64.2,"212,054","71,331",33.64
1358,(주)솔루에타,154040,19-Dec,"94,434","63,809",67.57,"185,747","70,581",38
1359,(주)스마트솔루션즈,136510,11-Dec,"28,490","27,478",96.45,"28,490","27,478",96.45
1360,(주)스마트솔루션즈,136510,12-Dec,"26,645","25,649",96.26,"26,645","25,649",96.26
1361,(주)스마트솔루션즈,136510,13-Dec,"28,736","27,333",95.12,"28,736","27,333",95.12
1362,(주)스마트솔루션즈,136510,14-Dec,"26,556","25,494",96,"26,307","25,246",95.97
1363,(주)스마트솔루션즈,136510,15-Dec,"25,920","24,564",94.77,"25,314","23,958",94.64
1364,(주)스마트솔루션즈,136510,16-Dec,"35,864","29,544",82.38,"35,537","29,216",82.21
1365,(주)스마트솔루션즈,136510,17-Dec,"41,990","32,755",78.01,"41,702","32,468",77.86
1366,(주)스마트솔루션즈,136510,18-Dec,"42,667","32,467",76.09,"42,448","32,248",75.97
1367,(주)스마트솔루션즈,136510,19-Dec,"37,915","26,216",69.14,"37,912","26,213",69.14
1368,(주)스맥,99440,11-Dec,"116,780","43,980",37.66,"116,780","43,980",37.66
1369,(주)스맥,99440,12-Dec,"132,542","47,851",36.1,"132,542","47,851",36.1
1370,(주)스맥,99440,13-Dec,"170,199","60,962",35.82,"170,199","60,962",35.82
1371,(주)스맥,99440,14-Dec,"196,047","81,705",41.68,"196,047","81,705",41.68
1372,(주)스맥,99440,15-Dec,"175,839","84,077",47.81,"175,839","84,077",47.81
1373,(주)스맥,99440,16-Dec,"208,859","90,318",43.24,"215,590","90,484",41.97
1374,(주)스맥,99440,17-Dec,"196,252","95,893",48.86,"204,500","96,010",46.95
1375,(주)스맥,99440,18-Dec,"216,761","99,127",45.73,"220,686","96,360",43.66
1376,(주)스맥,99440,19-Dec,"224,013","101,136",45.15,"225,041","96,589",42.92
1377,(주)스카이문스테크놀로지,33790,11-Dec,"29,151","26,163",89.75,"29,151","26,163",89.75
1378,(주)스카이문스테크놀로지,33790,12-Dec,"26,881","23,975",89.19,"26,881","23,975",89.19
1379,(주)스카이문스테크놀로지,33790,13-Dec,"25,758","23,093",89.65,"25,758","23,093",89.65
1380,(주)스카이문스테크놀로지,33790,14-Dec,"29,181","24,173",82.84,"29,181","24,173",82.84
1381,(주)스카이문스테크놀로지,33790,15-Dec,"30,249","24,325",80.42,"30,249","24,325",80.42
1382,(주)스카이문스테크놀로지,33790,16-Dec,"28,492","22,348",78.44,"28,492","22,348",78.44
1383,(주)스카이문스테크놀로지,33790,17-Dec,"63,081","39,958",63.34,"62,674","39,534",63.08
1384,(주)스카이문스테크놀로지,33790,18-Dec,"56,321","34,002",60.37,"54,463","31,622",58.06
1385,(주)스카이문스테크놀로지,33790,19-Dec,"26,928","19,998",74.26,"26,928","19,998",74.26
1386,(주)스킨앤스킨,159910,12-Dec,"44,398","32,584",73.39,"44,398","32,584",73.39
1387,(주)스킨앤스킨,159910,13-Dec,"43,158","31,318",72.57,"43,158","31,318",72.57
1388,(주)스킨앤스킨,159910,14-Dec,"44,150","25,183",57.04,"44,150","25,183",57.04
1389,(주)스킨앤스킨,159910,15-Dec,"51,878","23,705",45.69,"61,947","23,649",38.18
1390,(주)스킨앤스킨,159910,16-Dec,"45,800","34,465",75.25,"58,877","36,498",61.99
1391,(주)스킨앤스킨,159910,17-Dec,"44,592","27,566",61.82,"50,213","23,581",46.96
1392,(주)스킨앤스킨,159910,18-Dec,"50,285","36,949",73.48,"57,480","38,104",66.29
1393,(주)스킨앤스킨,159910,19-Dec,"47,182","36,110",76.53,"51,689","37,879",73.28
1394,(주)스타플렉스,115570,11-Dec,"151,661","83,607",55.13,"186,779","69,501",37.21
1395,(주)스타플렉스,115570,12-Dec,"142,459","75,045",52.68,"199,042","55,016",27.64
1396,(주)스타플렉스,115570,13-Dec,"161,107","78,249",48.57,"139,333","52,790",37.89
1397,(주)스타플렉스,115570,14-Dec,"154,495","79,863",51.69,"134,834","57,953",42.98
1398,(주)스타플렉스,115570,15-Dec,"143,311","75,277",52.53,"131,611","54,454",41.37
1399,(주)스타플렉스,115570,16-Dec,"146,147","82,076",56.16,"130,678","64,224",49.15
1400,(주)스타플렉스,115570,17-Dec,"149,126","77,628",52.06,"142,666","54,255",38.03
1401,(주)스타플렉스,115570,18-Dec,"140,469","78,317",55.75,"138,723","60,688",43.75
1402,(주)스타플렉스,115570,19-Dec,"135,323","64,289",47.51,"137,078","54,034",39.42
1403,(주)스튜디오산타클로스엔터테인먼트,204630,14-Dec,"14,793,114","13,379,817",90.45,"14,793,114","13,379,817",90.45
1404,(주)스튜디오산타클로스엔터테인먼트,204630,15-Dec,"23,879","19,285",80.76,"23,879","19,285",80.76
1405,(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,"55,804","43,109",77.25,"57,229","43,222",75.52
1406,(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,"52,880","45,611",86.25,"54,659","45,863",83.91
1407,(주)스튜디오산타클로스엔터테인먼트,204630,18-Dec,"53,682","44,655",83.18,"58,844","46,691",79.35
1408,(주)스튜디오산타클로스엔터테인먼트,204630,19-Dec,"50,284","36,051",71.69,"79,275","41,303",52.1
1409,(주)시너지이노베이션,48870,11-Dec,"122,800","71,452",58.19,"126,031","71,085",56.4
1410,(주)시너지이노베이션,48870,12-Dec,"128,336","77,890",60.69,"130,205","75,564",58.03
1411,(주)시너지이노베이션,48870,13-Dec,"92,048","42,703",46.39,"96,563","42,256",43.76
1412,(주)시너지이노베이션,48870,14-Dec,"77,314","26,326",34.05,"82,079","30,095",36.67
1413,(주)시너지이노베이션,48870,15-Dec,"15,095","-20,429",-135.34,"16,098","-19,564",-121.53
1414,(주)시너지이노베이션,48870,16-Dec,"44,670","11,925",26.7,"59,674","13,900",23.29
1415,(주)시너지이노베이션,48870,17-Dec,"93,224","31,005",33.26,"106,059","28,413",26.79
1416,(주)시너지이노베이션,48870,18-Dec,"88,071","46,652",52.97,"122,005","70,594",57.86
1417,(주)시너지이노베이션,48870,19-Dec,"106,961","66,762",62.42,"147,295","92,675",62.92
1418,(주)시티랩스,139050,11-Dec,"27,978","22,468",80.31,"27,978","22,468",80.31
1419,(주)시티랩스,139050,12-Dec,"29,995","23,326",77.77,"29,995","23,326",77.77
1420,(주)시티랩스,139050,13-Dec,"32,181","23,261",72.28,"32,108","23,237",72.37
1421,(주)시티랩스,139050,14-Dec,"34,120","24,886",72.94,"35,335","25,094",71.02
1422,(주)시티랩스,139050,15-Dec,"41,662","24,192",58.07,"42,685","24,326",56.99
1423,(주)시티랩스,139050,16-Dec,"40,272","28,325",70.33,"45,229","27,874",61.63
1424,(주)시티랩스,139050,17-Dec,"42,980","30,506",70.98,"54,621","30,423",55.7
1425,(주)시티랩스,139050,18-Dec,"46,875","29,982",63.96,"55,805","30,290",54.28
1426,(주)시티랩스,139050,19-Dec,"82,806","38,577",46.59,"182,349","70,415",38.62
1427,(주)신성이엔지,11930,11-Dec,"415,221","151,615",36.51,"415,221","151,615",36.51
1428,(주)신성이엔지,11930,12-Dec,"320,699","67,178",20.95,"320,699","67,178",20.95
1429,(주)신성이엔지,11930,13-Dec,"295,130","44,152",14.96,"295,130","44,152",14.96
1430,(주)신성이엔지,11930,14-Dec,"341,637","50,283",14.72,"341,637","50,283",14.72
1431,(주)신성이엔지,11930,15-Dec,"319,042","62,081",19.46,"319,042","62,081",19.46
1432,(주)신성이엔지,11930,16-Dec,"659,399","128,644",19.51,"693,978","122,275",17.62
1433,(주)신성이엔지,11930,17-Dec,"646,792","82,988",12.83,"682,857","81,811",11.98
1434,(주)신성이엔지,11930,18-Dec,"344,411","98,857",28.7,"413,145","114,084",27.61
1435,(주)신성이엔지,11930,19-Dec,"362,612","112,956",31.15,"416,615","122,176",29.33
1436,(주)신원,9270,11-Dec,"396,959","198,441",49.99,"411,182","193,959",47.17
1437,(주)신원,9270,12-Dec,"431,463","190,464",44.14,"430,183","182,702",42.47
1438,(주)신원,9270,13-Dec,"439,264","185,091",42.14,"428,996","173,665",40.48
1439,(주)신원,9270,14-Dec,"440,594","185,169",42.03,"428,090","177,450",41.45
1440,(주)신원,9270,15-Dec,"440,387","190,827",43.33,"431,379","186,497",43.23
1441,(주)신원,9270,16-Dec,"430,812","184,370",42.8,"432,328","180,989",41.86
1442,(주)신원,9270,17-Dec,"426,920","173,061",40.54,"421,612","169,146",40.12
1443,(주)신원,9270,18-Dec,"418,124","188,655",45.12,"412,251","182,944",44.38
1444,(주)신원,9270,19-Dec,"419,442","205,458",48.98,"403,441","201,588",49.97
1445,(주)신화다이나믹스,1770,11-Dec,"90,904","39,719",43.69,"90,904","39,719",43.69
1446,(주)신화다이나믹스,1770,12-Dec,"93,346","40,062",42.92,"93,346","40,062",42.92
1447,(주)신화다이나믹스,1770,13-Dec,"81,425","37,715",46.32,"81,425","37,715",46.32
1448,(주)신화다이나믹스,1770,14-Dec,"74,352","37,817",50.86,"74,352","37,817",50.86
1449,(주)신화다이나믹스,1770,15-Dec,"69,573","39,417",56.66,"69,573","39,417",56.66
1450,(주)신화다이나믹스,1770,16-Dec,"70,144","39,346",56.09,"70,144","39,346",56.09
1451,(주)신화다이나믹스,1770,17-Dec,"70,240","36,835",52.44,"70,240","36,835",52.44
1452,(주)신화다이나믹스,1770,18-Dec,"64,576","34,034",52.7,"64,576","34,034",52.7
1453,(주)신화다이나믹스,1770,19-Dec,"65,307","34,161",52.31,"65,307","34,161",52.31
1454,(주)신화콘텍,187270,14-Dec,"53,579","36,643",68.39,"53,378","36,518",68.41
1455,(주)신화콘텍,187270,15-Dec,"60,350","36,411",60.33,"59,725","35,758",59.87
1456,(주)신화콘텍,187270,16-Dec,"71,810","39,189",54.57,"71,157","38,360",53.91
1457,(주)신화콘텍,187270,17-Dec,"84,054","54,240",64.53,"89,471","52,616",58.81
1458,(주)신화콘텍,187270,18-Dec,"83,828","54,131",64.57,"86,007","51,292",59.64
1459,(주)신화콘텍,187270,19-Dec,"84,064","47,042",55.96,"86,471","48,151",55.68
1460,(주)싸이토젠,217330,18-Dec,"22,753","22,041",96.87,"22,753","22,041",96.87
1461,(주)싸이토젠,217330,19-Dec,"19,716","17,920",90.89,"19,716","17,920",90.89
1462,(주)쌍방울,102280,11-Dec,"117,975","73,434",62.25,"125,766","73,670",58.58
1463,(주)쌍방울,102280,12-Dec,"114,582","76,421",66.7,"120,929","76,357",63.14
1464,(주)쌍방울,102280,13-Dec,"125,492","76,082",60.63,"133,753","74,745",55.88
1465,(주)쌍방울,102280,14-Dec,"126,184","78,674",62.35,"138,676","76,740",55.34
1466,(주)쌍방울,102280,15-Dec,"210,447","179,911",85.49,"217,372","176,903",81.38
1467,(주)쌍방울,102280,16-Dec,"213,540","179,990",84.29,"223,316","174,316",78.06
1468,(주)쌍방울,102280,17-Dec,"619,608","309,469",49.95,"623,968","301,930",48.39
1469,(주)쌍방울,102280,18-Dec,"383,442","216,897",56.57,"380,150","204,041",53.67
1470,(주)쌍방울,102280,19-Dec,"342,302","176,959",51.7,"340,360","166,040",48.78
1471,(주)썸에이지,208640,14-Dec,"34,433,703","30,866,556",89.64,"34,433,703","30,866,556",89.64
1472,(주)썸에이지,208640,15-Dec,"34,902,540","31,184,436",89.35,"34,902,540","31,184,436",89.35
1473,(주)썸에이지,208640,16-Dec,"37,449","34,410",91.88,"37,696","34,511",91.55
1474,(주)썸에이지,208640,17-Dec,"28,364","27,634",97.43,"28,115","27,120",96.46
1475,(주)썸에이지,208640,18-Dec,"39,965","8,433",21.1,"41,118","9,092",22.11
1476,(주)썸에이지,208640,19-Dec,"32,776","25,476",77.73,"43,490","35,546",81.73
1477,(주)쎄노텍,222420,15-Dec,"6,910,900","6,279,757",90.87,"6,910,900","6,279,757",90.87
1478,(주)쎄노텍,222420,16-Dec,"51,093","34,809",68.13,"51,093","34,809",68.13
1479,(주)쎄노텍,222420,17-Dec,"54,409","38,903",71.5,"54,409","38,903",71.5
1480,(주)쎄노텍,222420,18-Dec,"70,475","36,641",51.99,"70,475","36,641",51.99
1481,(주)쎄노텍,222420,19-Dec,"85,263","34,879",40.91,"85,263","34,879",40.91
1482,(주)쎌마테라퓨틱스,15540,11-Dec,"14,915","11,407",76.48,"17,907","13,814",77.14
1483,(주)쎌마테라퓨틱스,15540,12-Dec,"13,966","12,770",91.44,"13,758","12,132",88.18
1484,(주)쎌마테라퓨틱스,15540,13-Dec,"12,224","11,303",92.47,"12,376","11,072",89.46
1485,(주)쎌마테라퓨틱스,15540,14-Dec,"11,547","10,064",87.16,"11,991","9,344",77.93
1486,(주)쎌마테라퓨틱스,15540,15-Dec,"26,319","7,948",30.2,"28,438","6,134",21.57
1487,(주)쎌마테라퓨틱스,15540,16-Dec,"12,946","5,779",44.64,"13,114","5,814",44.33
1488,(주)쎌마테라퓨틱스,15540,17-Dec,"16,795","7,395",44.03,"17,322","7,406",42.75
1489,(주)쎌마테라퓨틱스,15540,18-Dec,"19,552","3,532",18.06,"19,549","3,604",18.44
1490,(주)쎌마테라퓨틱스,15540,19-Dec,"15,234","3,187",20.92,"15,416","3,231",20.96
1491,(주)쏠리드,50890,11-Dec,"148,018","48,758",32.94,"149,314","48,584",32.54
1492,(주)쏠리드,50890,12-Dec,"181,552","58,472",32.21,"178,028","56,550",31.76
1493,(주)쏠리드,50890,13-Dec,"193,553","76,193",39.37,"194,137","73,737",37.98
1494,(주)쏠리드,50890,14-Dec,"188,825","94,085",49.83,"194,005","94,416",48.67
1495,(주)쏠리드,50890,15-Dec,"243,479","99,806",40.99,"297,181","94,664",31.85
1496,(주)쏠리드,50890,16-Dec,"272,288","90,320",33.17,"342,718","77,326",22.56
1497,(주)쏠리드,50890,17-Dec,"247,162","85,328",34.52,"280,947","79,604",28.33
1498,(주)쏠리드,50890,18-Dec,"249,890","110,600",44.26,"269,362","110,298",40.95
1499,(주)쏠리드,50890,19-Dec,"269,366","128,328",47.64,"283,758","123,629",43.57
1500,(주)씨아이테크,4920,11-Dec,"24,213","21,847",90.23,"24,213","21,847",90.23
1501,(주)씨아이테크,4920,12-Dec,"17,892","17,326",96.84,"17,892","17,326",96.84
1502,(주)씨아이테크,4920,13-Dec,"24,863","19,118",76.89,"26,502","19,490",73.54
1503,(주)씨아이테크,4920,14-Dec,"25,755","18,638",72.37,"28,234","18,517",65.58
1504,(주)씨아이테크,4920,15-Dec,"35,882","28,538",79.53,"40,190","29,296",72.89
1505,(주)씨아이테크,4920,16-Dec,"35,180","32,119",91.3,"39,844","34,390",86.31
1506,(주)씨아이테크,4920,17-Dec,"31,327","20,673",65.99,"38,255","22,048",57.63
1507,(주)씨아이테크,4920,18-Dec,"29,064","21,055",72.44,"42,991","24,248",56.4
1508,(주)씨아이테크,4920,19-Dec,"36,180","26,971",74.55,"56,096","31,300",55.8
1509,(주)씨에스,65770,11-Dec,"79,137","38,294",48.39,"92,735","41,878",45.16
1510,(주)씨에스,65770,12-Dec,"82,471","30,223",36.65,"118,044","52,592",44.55
1511,(주)씨에스,65770,13-Dec,"80,334","20,230",25.18,"111,256","37,606",33.8
1512,(주)씨에스,65770,14-Dec,"83,524","20,715",24.8,"123,274","38,977",31.62
1513,(주)씨에스,65770,15-Dec,"60,014","12,546",20.91,"60,833","9,765",16.05
1514,(주)씨에스,65770,16-Dec,"54,934","19,759",35.97,"54,945","19,721",35.89
1515,(주)씨에스,65770,17-Dec,"50,215","18,963",37.76,"50,170","18,901",37.67
1516,(주)씨에스,65770,18-Dec,"32,464","22,536",69.42,"32,509","22,553",69.37
1517,(주)씨에스,65770,19-Dec,"27,206","21,889",80.46,"27,189","21,760",80.03
1518,(주)씨에스에이코스믹,83660,11-Dec,"33,997","15,379",45.24,"34,789","16,028",46.07
1519,(주)씨에스에이코스믹,83660,12-Dec,"21,461","8,496",39.59,"22,464","8,932",39.76
1520,(주)씨에스에이코스믹,83660,13-Dec,"18,611","8,771",47.13,"18,739","8,774",46.82
1521,(주)씨에스에이코스믹,83660,14-Dec,"15,243","8,002",52.5,"15,301","8,056",52.65
1522,(주)씨에스에이코스믹,83660,15-Dec,"44,672","23,473",52.55,"44,672","23,473",52.55
1523,(주)씨에스에이코스믹,83660,16-Dec,"41,891","31,516",75.23,"41,891","31,516",75.23
1524,(주)씨에스에이코스믹,83660,17-Dec,"30,329","23,677",78.07,"30,763","23,668",76.94
1525,(주)씨에스에이코스믹,83660,18-Dec,"36,902","23,597",63.95,"37,467","23,624",63.05
1526,(주)씨에스에이코스믹,83660,19-Dec,"27,472","16,095",58.59,"33,206","16,512",49.73
1527,(주)씨엔플러스,115530,11-Dec,"63,136","33,283",52.72,"62,992","33,059",52.48
1528,(주)씨엔플러스,115530,12-Dec,"61,964","34,724",56.04,"66,697","38,943",58.39
1529,(주)씨엔플러스,115530,13-Dec,"56,689","36,395",64.2,"59,600","38,767",65.05
1530,(주)씨엔플러스,115530,14-Dec,"54,764","23,727",43.33,"57,628","26,180",45.43
1531,(주)씨엔플러스,115530,15-Dec,"50,130","17,006",33.92,"51,342","17,532",34.15
1532,(주)씨엔플러스,115530,16-Dec,"33,385","11,050",33.1,"34,733","11,958",34.43
1533,(주)씨엔플러스,115530,17-Dec,"42,349","11,388",26.89,"44,500","12,361",27.78
1534,(주)씨엔플러스,115530,18-Dec,"37,184","15,277",41.08,"39,657","15,284",38.54
1535,(주)씨엔플러스,115530,19-Dec,"19,806","12,809",64.67,"22,340","12,844",57.49
1536,(주)씨유메디칼시스템,115480,11-Dec,"41,801","35,055",83.86,"41,801","35,055",83.86
1537,(주)씨유메디칼시스템,115480,12-Dec,"44,261","35,830",80.95,"44,928","35,390",78.77
1538,(주)씨유메디칼시스템,115480,13-Dec,"58,854","38,332",65.13,"64,246","40,299",62.73
1539,(주)씨유메디칼시스템,115480,14-Dec,"55,721","35,572",63.84,"61,045","36,150",59.22
1540,(주)씨유메디칼시스템,115480,15-Dec,"62,835","40,151",63.9,"66,716","40,103",60.11
1541,(주)씨유메디칼시스템,115480,16-Dec,"65,600","44,084",67.2,"63,540","41,554",65.4
1542,(주)씨유메디칼시스템,115480,17-Dec,"61,956","42,785",69.06,"61,665","42,078",68.24
1543,(주)씨유메디칼시스템,115480,18-Dec,"82,092","46,831",57.05,"104,868","48,462",46.21
1544,(주)씨유메디칼시스템,115480,19-Dec,"94,436","48,102",50.94,"129,281","55,569",42.98
1545,(주)씨티씨바이오,60590,11-Dec,"89,815","44,899",49.99,"93,335","44,819",48.02
1546,(주)씨티씨바이오,60590,12-Dec,"113,773","61,152",53.75,"125,364","62,400",49.78
1547,(주)씨티씨바이오,60590,13-Dec,"140,373","90,920",64.77,"150,476","92,227",61.29
1548,(주)씨티씨바이오,60590,14-Dec,"153,330","84,604",55.18,"162,123","85,490",52.73
1549,(주)씨티씨바이오,60590,15-Dec,"186,069","97,863",52.6,"193,614","99,168",51.22
1550,(주)씨티씨바이오,60590,16-Dec,"177,338","88,833",50.09,"188,675","90,923",48.19
1551,(주)씨티씨바이오,60590,17-Dec,"183,583","71,038",38.7,"196,899","74,078",37.62
1552,(주)씨티씨바이오,60590,18-Dec,"182,575","85,191",46.66,"191,687","86,966",45.37
1553,(주)씨티씨바이오,60590,19-Dec,"168,288","75,861",45.08,"186,498","74,560",39.98
1554,(주)아가방앤컴퍼니,13990,11-Dec,"211,436","148,830",70.39,"215,504","150,261",69.73
1555,(주)아가방앤컴퍼니,13990,12-Dec,"203,754","146,657",71.98,"207,876","148,695",71.53
1556,(주)아가방앤컴퍼니,13990,13-Dec,"203,225","147,438",72.55,"207,375","149,935",72.3
1557,(주)아가방앤컴퍼니,13990,14-Dec,"231,299","166,461",71.97,"233,770","168,179",71.94
1558,(주)아가방앤컴퍼니,13990,15-Dec,"217,540","168,778",77.58,"222,308","170,376",76.64
1559,(주)아가방앤컴퍼니,13990,16-Dec,"223,359","171,685",76.87,"226,090","172,017",76.08
1560,(주)아가방앤컴퍼니,13990,17-Dec,"209,611","167,052",79.7,"211,445","166,968",78.97
1561,(주)아가방앤컴퍼니,13990,18-Dec,"189,286","150,939",79.74,"191,260","151,067",78.99
1562,(주)아가방앤컴퍼니,13990,19-Dec,"185,124","135,040",72.95,"187,823","135,040",71.9
1563,(주)아나패스,123860,11-Dec,"81,498","74,694",91.65,"81,498","74,694",91.65
1564,(주)아나패스,123860,12-Dec,"98,546","88,833",90.14,"98,546","88,833",90.14
1565,(주)아나패스,123860,13-Dec,"102,189","87,519",85.64,"102,189","87,519",85.64
1566,(주)아나패스,123860,14-Dec,"124,152","98,872",79.64,"124,152","98,872",79.64
1567,(주)아나패스,123860,15-Dec,"123,075","102,990",83.68,"123,075","102,990",83.68
1568,(주)아나패스,123860,16-Dec,"99,182","76,537",77.17,"99,182","76,537",77.17
1569,(주)아나패스,123860,17-Dec,"96,625","76,015",78.67,"96,625","76,015",78.67
1570,(주)아나패스,123860,18-Dec,"93,092","69,274",74.41,"93,092","69,274",74.41
1571,(주)아나패스,123860,19-Dec,"124,490","55,204",44.34,"124,490","55,204",44.34
1572,(주)아리온테크놀로지,58220,11-Dec,"42,297","20,327",48.06,"42,297","20,327",48.06
1573,(주)아리온테크놀로지,58220,12-Dec,"91,097","25,176",27.64,"91,097","25,176",27.64
1574,(주)아리온테크놀로지,58220,13-Dec,"46,988","27,800",59.16,"46,988","27,800",59.16
1575,(주)아리온테크놀로지,58220,14-Dec,"56,503","28,106",49.74,"56,503","28,106",49.74
1576,(주)아리온테크놀로지,58220,15-Dec,"54,433","30,451",55.94,"54,433","30,451",55.94
1577,(주)아리온테크놀로지,58220,16-Dec,"72,515","33,614",46.35,"75,370","34,328",45.55
1578,(주)아리온테크놀로지,58220,17-Dec,"65,496","21,324",32.56,"68,570","22,865",33.35
1579,(주)아리온테크놀로지,58220,18-Dec,"72,445","23,243",32.08,"77,177","25,387",32.89
1580,(주)아리온테크놀로지,58220,19-Dec,"85,947","18,560",21.59,"86,961","19,410",22.32
1581,(주)아미노로직스,74430,11-Dec,"84,889","62,965",74.17,"84,171","61,273",72.8
1582,(주)아미노로직스,74430,12-Dec,"53,137","28,592",53.81,"52,701","31,502",59.77
1583,(주)아미노로직스,74430,13-Dec,"51,928","40,425",77.85,"48,205","40,424",83.86
1584,(주)아미노로직스,74430,14-Dec,"42,358","31,849",75.19,"38,630","31,847",82.44
