구분,코드,산업명,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 
케이에이치전자(주),111870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.39 ,74.36 ,78.33 ,83.46 ,79.67 ,81.72 ,81.70 ,85.34 ,87.82 
케이엠제약(주),225430,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,66.51 ,71.55 
케이지이티에스(주),151860,"  전기, 가스, 증기 및 공기조절 공급업",#DIV/0!,#DIV/0!,76.83 ,75.57 ,81.24 ,83.75 ,81.01 ,80.72 ,85.64 
케이지케미칼(주),001390,  화학물질 및 화학제품 제조업; 의약품 제외,86.59 ,88.14 ,82.86 ,79.71 ,76.59 ,80.47 ,81.67 ,85.45 ,83.41 
케이피엑스라이프사이언스(주),114450,  의료용 물질 및 의약품 제조업,88.34 ,88.45 ,98.51 ,98.42 ,82.88 ,82.94 ,89.09 ,99.78 ,91.94 
케이피엑스케미칼(주),025000,  화학물질 및 화학제품 제조업; 의약품 제외,87.98 ,90.01 ,91.77 ,89.94 ,88.97 ,86.89 ,88.94 ,91.00 ,87.23 
케이피엑스홀딩스(주),092230,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
코나아이(주),052400,  출판업,65.33 ,67.57 ,71.10 ,72.49 ,67.88 ,79.61 ,80.16 ,80.57 ,71.89 
코드네이처(주),078940,  1차 금속 제조업,88.96 ,82.27 ,91.95 ,90.85 ,89.80 ,106.93 ,51.21 ,83.80 ,87.95 
코리아에프티(주),123410,  기타금융업,#DIV/0!,88.06 ,84.56 ,85.18 ,85.74 ,87.01 ,86.60 ,85.18 ,86.85 
코스맥스(주),192820,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,86.22 ,84.82 ,84.15 ,89.21 ,89.83 ,86.56 
코스맥스비티아이(주),044820,  화학물질 및 화학제품 제조업; 의약품 제외,87.33 ,86.71 ,87.09 ,0.00 ,0.42 ,0.90 ,11.28 ,38.75 ,43.77 
코스맥스엔비티(주),222040,  식료품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76.11 ,71.10 ,71.79 ,72.06 ,79.14 
코스모신소재(주),005070,  화학물질 및 화학제품 제조업; 의약품 제외,91.58 ,99.62 ,94.87 ,99.94 ,96.96 ,92.31 ,92.36 ,93.90 ,95.02 
코스모화학(주),005420,  화학물질 및 화학제품 제조업; 의약품 제외,75.59 ,85.83 ,94.77 ,105.45 ,113.80 ,99.92 ,78.99 ,90.24 ,87.69 
코아스템(주),166480,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,62.08 ,91.51 ,95.05 ,89.75 ,87.26 
코오롱글로벌(주),003070,  종합 건설업,89.40 ,91.73 ,90.80 ,91.24 ,91.76 ,91.45 ,91.49 ,91.41 ,89.87 
코오롱생명과학(주),102940,  의료용 물질 및 의약품 제조업,71.28 ,67.51 ,68.94 ,74.67 ,78.63 ,69.30 ,75.74 ,91.91 ,82.79 
코오롱인더스트리(주),120110,  화학물질 및 화학제품 제조업; 의약품 제외,73.08 ,72.37 ,72.14 ,73.26 ,68.61 ,66.77 ,68.12 ,71.53 ,70.21 
코오롱티슈진(주),950160,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,52.22 ,63.96 ,91.63 
코오롱플라스틱(주),138490,  화학물질 및 화학제품 제조업; 의약품 제외,87.33 ,88.91 ,91.33 ,89.23 ,85.56 ,82.16 ,82.29 ,85.61 ,88.56 
코웨이(주),021240,  기타 개인 서비스업,32.28 ,33.51 ,33.70 ,33.44 ,31.44 ,34.14 ,33.39 ,34.72 ,35.81 
코웰패션(주),033290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63 ,83.42 ,83.71 ,75.65 ,53.67 ,49.98 ,39.45 ,38.91 ,47.07 
코위버(주),056360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",76.66 ,75.32 ,73.53 ,66.61 ,69.06 ,67.22 ,64.30 ,70.76 ,73.19 
콜마비앤에이치(주),200130,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,82.16 ,82.61 ,82.59 ,81.14 ,79.89 
쿠쿠홀딩스(주),192400,  전기장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,57.95 ,56.67 ,55.93 ,64.19 ,1.57 ,0.60 
쿠쿠홈시스(주),284740,  임대업; 부동산 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,47.83 ,47.59 
큐렉소(주),060280,  소매업; 자동차 제외,64.98 ,90.93 ,88.45 ,85.86 ,85.16 ,84.65 ,82.48 ,81.86 ,83.82 
크로바하이텍(주),043590,  전기장비 제조업,88.85 ,85.64 ,96.78 ,95.81 ,91.14 ,87.62 ,92.33 ,102.25 ,97.99 
크루셜텍(주),114120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.35 ,96.66 ,99.98 ,95.96 ,79.98 ,85.13 ,91.93 ,96.71 ,83.89 
크리스탈지노믹스(주),083790,  연구개발업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10.16 ,7.41 ,20.89 ,69.20 
키네마스터(주),139670,  출판업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
태경산업(주),015890,  화학물질 및 화학제품 제조업; 의약품 제외,80.81 ,80.62 ,82.96 ,79.40 ,90.71 ,79.27 ,81.35 ,80.34 ,82.94 
태경케미컬(주),006890,  화학물질 및 화학제품 제조업; 의약품 제외,70.87 ,70.64 ,72.57 ,72.84 ,72.08 ,71.76 ,75.47 ,73.66 ,75.01 
태광산업(주),003240,  화학물질 및 화학제품 제조업; 의약품 제외,88.29 ,97.74 ,95.52 ,96.63 ,93.76 ,92.08 ,89.56 ,86.26 ,86.02 
태림포장(주),011280,"  펄프, 종이 및 종이제품 제조업",86.90 ,82.65 ,84.98 ,83.73 ,85.68 ,85.68 ,88.32 ,85.80 ,85.85 
태양금속공업(주),004100,  자동차 및 트레일러 제조업,89.49 ,88.89 ,89.96 ,89.49 ,89.21 ,88.94 ,88.15 ,89.19 ,91.18 
태원물산(주),001420,  자동차 및 트레일러 제조업,94.00 ,94.13 ,91.35 ,91.67 ,93.75 ,90.10 ,91.80 ,93.00 ,93.47 
태평양물산(주),007980,"  의복, 의복 액세서리 및 모피제품 제조업",87.61 ,86.52 ,87.81 ,86.93 ,87.57 ,96.07 ,86.94 ,87.42 ,86.62 
테고사이언스(주),191420,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,19.51 ,19.37 ,18.83 ,20.47 ,23.83 ,25.83 
테라사이언스(주),073640,  금속가공제품 제조업; 기계 및 가구 제외,78.02 ,78.73 ,86.70 ,95.18 ,110.52 ,96.08 ,83.46 ,83.30 ,89.88 
텔코웨어(주),078000,  정보서비스업,65.78 ,66.12 ,57.22 ,60.97 ,66.94 ,59.55 ,60.80 ,58.47 ,66.44 
티와이엠(주),002900,  기타 기계 및 장비 제조업,79.31 ,79.82 ,78.07 ,79.88 ,80.67 ,82.90 ,81.36 ,84.27 ,84.86 
티제이미디어(주),032540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.40 ,76.13 ,80.90 ,79.07 ,77.45 ,78.92 ,76.30 ,79.07 ,77.58 
티케이지애강(주),022220,  고무 및 플라스틱제품 제조업,91.96 ,93.37 ,91.12 ,89.62 ,81.50 ,80.22 ,75.11 ,75.96 ,75.64 
티케이지휴켐스(주),069260,  화학물질 및 화학제품 제조업; 의약품 제외,84.16 ,85.29 ,87.62 ,86.84 ,85.34 ,77.73 ,70.60 ,76.88 ,78.33 
팅크웨어(주),084730,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.78 ,72.61 ,76.08 ,70.54 ,69.01 ,68.37 ,68.25 ,69.80 ,67.43 
파나케이아(주),058530,  기타 기계 및 장비 제조업,66.04 ,68.99 ,63.65 ,65.80 ,61.53 ,63.21 ,81.53 ,75.53 ,81.99 
파미셀(주),005690,"  의복, 의복 액세서리 및 모피제품 제조업",113.65 ,89.02 ,78.61 ,80.91 ,77.95 ,63.30 ,67.98 ,58.37 ,59.88 
팜젠사이언스(주),004720,  의료용 물질 및 의약품 제조업,45.24 ,45.41 ,43.25 ,45.99 ,46.50 ,44.43 ,48.81 ,48.37 ,46.98 
패션플랫폼(주),225590,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,45.10 ,43.28 
팬오션(주),028670,  수상 운송업,100.37 ,101.99 ,104.86 ,83.78 ,84.54 ,87.75 ,88.22 ,89.13 ,87.88 
퍼스텍(주),010820,  금속가공제품 제조업; 기계 및 가구 제외,88.92 ,90.95 ,91.16 ,90.65 ,92.18 ,93.89 ,92.74 ,110.13 ,98.51 
펌텍코리아(주),251970,  고무 및 플라스틱제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,78.21 
페이퍼코리아(주),001020,"  펄프, 종이 및 종이제품 제조업",95.01 ,82.87 ,86.01 ,91.82 ,94.81 ,95.83 ,108.63 ,96.21 ,94.03 
평화산업(주),090080,  자동차 및 트레일러 제조업,94.63 ,92.04 ,93.45 ,93.81 ,93.87 ,93.54 ,97.20 ,98.57 ,94.71 
평화홀딩스(주),010770,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
포스코스틸리온(주),058430,  1차 금속 제조업,97.94 ,95.22 ,93.99 ,92.67 ,89.30 ,87.06 ,90.51 ,94.01 ,94.80 
포스코홀딩스(주),005490,  1차 금속 제조업,84.44 ,87.04 ,86.74 ,85.41 ,83.86 ,81.82 ,83.47 ,83.92 ,87.91 
풍국주정공업(주),023900,  음료 제조업,78.63 ,84.94 ,78.47 ,80.52 ,75.41 ,71.55 ,72.05 ,72.75 ,79.39 
피씨엘(주),241820,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,63.53 ,65.60 ,68.95 
피앤씨테크(주),237750,  전기장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,69.21 ,73.65 ,75.80 ,72.47 
피에스케이(주),319660,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,56.67 
피에스케이홀딩스(주),031980,  기타 기계 및 장비 제조업,73.85 ,62.37 ,61.46 ,61.58 ,60.32 ,57.24 ,57.98 ,57.06 ,58.98 
피에스텍(주),002230,  자동차 및 트레일러 제조업,86.20 ,88.82 ,89.87 ,78.17 ,74.73 ,80.18 ,79.69 ,81.68 ,87.82 
피에이치에이(주),043370,  자동차 및 트레일러 제조업,87.41 ,89.01 ,90.92 ,93.66 ,92.98 ,90.90 ,93.24 ,92.52 ,90.42 
하나마이크론(주),067310,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.39 ,95.21 ,95.61 ,84.72 ,88.71 ,95.91 ,92.64 ,94.81 ,92.92 
하나머티리얼즈(주),166090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,67.92 ,62.15 ,63.01 
하나제약(주),293480,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,33.32 ,33.75 
하이록코리아(주),013030,  1차 금속 제조업,70.93 ,69.94 ,67.83 ,64.67 ,65.84 ,70.99 ,71.23 ,77.88 ,79.43 
하이즈항공(주),221840,  기타 운송장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76.07 ,93.81 ,87.98 ,87.63 ,85.56 
하이트진로(주),000080,  음료 제조업,58.06 ,56.39 ,55.84 ,56.99 ,56.00 ,55.52 ,57.04 ,59.15 ,58.36 
하이트진로홀딩스(주),000140,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한국가스공사(주),036460,"  전기, 가스, 증기 및 공기조절 공급업",95.53 ,95.67 ,95.54 ,96.61 ,94.87 ,93.81 ,94.05 ,94.25 ,93.52 
한국공항(주),005430,  창고 및 운송관련 서비스업,88.07 ,88.61 ,91.66 ,90.54 ,90.33 ,88.75 ,88.71 ,90.04 ,90.83 
한국기업평가(주),034950,  사업지원 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한국내화(주),010040,  비금속 광물제품 제조업,84.64 ,88.27 ,86.42 ,87.11 ,89.77 ,88.69 ,88.44 ,86.16 ,86.99 
한국단자공업(주),025540,  전기장비 제조업,86.78 ,85.54 ,85.40 ,82.62 ,82.25 ,81.53 ,85.23 ,89.15 ,90.97 
한국맥널티(주),222980,  식료품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,69.40 ,67.75 ,70.24 ,71.38 ,71.74 
한국석유공업(주),004090,  비금속 광물제품 제조업,88.80 ,88.06 ,86.63 ,85.57 ,77.18 ,78.93 ,81.58 ,86.61 ,85.54 
한국선재(주),025550,  1차 금속 제조업,88.00 ,90.45 ,89.25 ,88.64 ,89.30 ,85.73 ,88.35 ,90.06 ,90.64 
한국수출포장공업(주),002200,"  펄프, 종이 및 종이제품 제조업",86.97 ,76.98 ,84.26 ,83.89 ,87.25 ,87.08 ,93.11 ,82.48 ,82.77 
한국쉘석유(주),002960,"  코크스, 연탄 및 석유정제품 제조업",77.76 ,73.12 ,71.36 ,70.35 ,65.24 ,64.41 ,66.91 ,65.78 ,64.44 
한국알콜산업(주),017890,  화학물질 및 화학제품 제조업; 의약품 제외,87.55 ,92.64 ,91.84 ,87.56 ,86.46 ,83.05 ,84.71 ,81.34 ,79.16 
한국앤컴퍼니(주),000240,  고무 및 플라스틱제품 제조업,76.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한국유나이티드제약(주),033270,  의료용 물질 및 의약품 제조업,38.52 ,44.08 ,47.27 ,46.52 ,45.99 ,45.26 ,43.22 ,40.79 ,41.90 
한국유니온제약(주),080720,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,42.82 ,52.55 
한국전력공사(주),015760,"  전기, 가스, 증기 및 공기조절 공급업",105.47 ,102.94 ,97.15 ,94.95 ,90.13 ,89.08 ,94.60 ,100.83 ,101.65 
한국전력기술(주),052690,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",65.56 ,67.26 ,80.08 ,79.55 ,78.53 ,66.09 ,68.97 ,68.46 ,72.33 
한국전자금융(주),063570,  사업지원 서비스업,81.66 ,81.71 ,82.55 ,7.67 ,7.44 ,2.12 ,3.71 ,3.97 ,5.57 
한국전자인증(주),041460,  출판업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한국정밀기계(주),101680,  기타 기계 및 장비 제조업,78.28 ,83.77 ,87.83 ,107.30 ,118.43 ,108.70 ,116.29 ,116.30 ,89.39 
한국정보공학(주),039740,  도매 및 상품 중개업,93.79 ,93.94 ,94.75 ,94.48 ,94.57 ,95.10 ,94.93 ,96.26 ,95.87 
한국정보인증(주),053300,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한국정보통신(주),025770,  우편 및 통신업,73.97 ,77.47 ,77.93 ,79.35 ,79.50 ,83.64 ,86.99 ,90.28 ,91.50 
한국조선해양(주),009540,  기타 운송장비 제조업,84.62 ,88.78 ,91.33 ,102.51 ,99.65 ,89.07 ,92.04 ,96.05 ,94.14 
한국주강(주),025890,  기타 기계 및 장비 제조업,88.57 ,92.03 ,96.43 ,92.17 ,87.32 ,92.18 ,98.62 ,115.07 ,106.00 
한국주철관공업(주),000970,  1차 금속 제조업,88.71 ,87.57 ,82.78 ,85.79 ,84.66 ,84.65 ,83.59 ,81.44 ,83.28 
한국지역난방공사,071320,"  전기, 가스, 증기 및 공기조절 공급업",93.79 ,88.59 ,89.11 ,93.23 ,85.61 ,86.06 ,88.63 ,95.45 ,93.89 
한국철강(주),104700,  1차 금속 제조업,95.37 ,93.41 ,95.04 ,93.53 ,85.00 ,85.97 ,88.86 ,91.97 ,93.55 
한국컴퓨터(주),054040,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.09 ,97.06 ,94.30 ,96.59 ,95.26 ,95.25 ,94.85 ,88.41 ,90.16 
한국콜마(주),161890,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,80.74 ,78.93 ,77.15 ,77.35 ,78.63 ,83.24 ,86.19 
한국콜마홀딩스(주),024720,  화학물질 및 화학제품 제조업; 의약품 제외,82.46 ,82.86 ,58.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.71 ,0.00 
한국타이어앤테크놀로지(주),161390,  고무 및 플라스틱제품 제조업,#DIV/0!,69.99 ,68.62 ,67.16 ,66.38 ,64.81 ,69.31 ,71.88 ,74.40 
한국프랜지공업(주),010100,  자동차 및 트레일러 제조업,92.97 ,93.01 ,92.87 ,94.31 ,95.41 ,95.95 ,98.12 ,94.66 ,93.87 
한국항공우주산업(주),047810,  기타 운송장비 제조업,85.74 ,85.53 ,88.12 ,86.51 ,83.37 ,84.60 ,101.32 ,86.68 ,84.45 
한국화장품(주),123690,  도매 및 상품 중개업,33.78 ,42.87 ,41.44 ,45.82 ,44.68 ,51.83 ,48.12 ,42.05 ,42.06 
한라아이엠에스(주),092460,  기타 운송장비 제조업,68.54 ,76.17 ,77.81 ,71.68 ,70.20 ,70.59 ,72.65 ,68.60 ,72.49 
한미반도체(주),042700,  기타 기계 및 장비 제조업,64.91 ,62.52 ,59.39 ,55.03 ,53.70 ,55.26 ,55.40 ,55.16 ,57.92 
한미사이언스(주),008930,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한미약품(주),128940,  의료용 물질 및 의약품 제조업,50.55 ,48.11 ,49.15 ,51.37 ,32.17 ,55.43 ,49.17 ,53.96 ,50.76 
한성기업(주),003680,  식료품 제조업,81.94 ,82.57 ,83.21 ,83.37 ,83.21 ,83.24 ,83.06 ,85.46 ,85.38 
한세실업(주),105630,"  의복, 의복 액세서리 및 모피제품 제조업",83.84 ,85.04 ,84.65 ,82.47 ,81.08 ,84.63 ,87.15 ,87.89 ,86.34 
한세엠케이(주),069640,"  의복, 의복 액세서리 및 모피제품 제조업",39.43 ,41.66 ,42.33 ,43.96 ,44.29 ,43.30 ,44.21 ,44.83 ,50.02 
한세예스24홀딩스(주),016450,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한솔로지스틱스(주),009180,  창고 및 운송관련 서비스업,92.84 ,92.35 ,94.03 ,94.49 ,94.84 ,93.74 ,94.13 ,94.73 ,92.33 
한솔아이원스(주),114810,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,57.68 ,60.72 ,61.81 ,70.62 ,69.32 ,74.70 ,80.11 
한솔인티큐브(주),070590,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",68.42 ,71.17 ,69.62 ,68.85 ,69.30 ,79.06 ,78.09 ,81.83 ,84.48 
한솔제지(주),213500,"  펄프, 종이 및 종이제품 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,81.45 ,78.32 ,83.38 ,83.46 ,83.66 
한솔테크닉스(주),004710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.10 ,98.62 ,92.25 ,91.53 ,89.82 ,88.52 ,87.94 ,88.17 ,85.67 
한솔피엔에스(주),010420,  정보서비스업,93.66 ,90.29 ,91.05 ,91.40 ,91.36 ,93.04 ,91.42 ,90.92 ,90.85 
한솔홀딩스(주),004150,"  펄프, 종이 및 종이제품 제조업",83.28 ,81.48 ,81.39 ,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
한스바이오메드(주),042520,  의료용 물질 및 의약품 제조업,62.90 ,57.90 ,58.98 ,55.05 ,55.39 ,55.58 ,54.14 ,51.07 ,41.59 
한신공영(주),004960,  종합 건설업,90.79 ,89.75 ,91.84 ,100.43 ,92.20 ,92.78 ,88.98 ,88.26 ,89.49 
한신기계공업(주),011700,  기타 기계 및 장비 제조업,81.74 ,83.28 ,80.47 ,79.07 ,76.26 ,77.36 ,79.15 ,80.46 ,84.64 
한양디지텍(주),078350,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.32 ,94.31 ,90.88 ,90.60 ,92.54 ,95.07 ,95.63 ,92.14 ,97.98 
한양이엔지(주),045100,  전문직별 공사업,90.95 ,90.80 ,91.79 ,91.46 ,91.62 ,94.42 ,92.41 ,82.42 ,92.06 
한온시스템(주),018880,  기타 기계 및 장비 제조업,88.11 ,88.09 ,87.83 ,89.44 ,90.15 ,88.80 ,81.37 ,87.68 ,85.31 
한올바이오파마(주),009420,  의료용 물질 및 의약품 제조업,49.39 ,53.37 ,57.21 ,50.49 ,53.89 ,53.55 ,49.33 ,46.62 ,42.11 
한일네트웍스(주),046110,  출판업,94.00 ,93.18 ,93.52 ,97.42 ,92.92 ,92.72 ,89.70 ,90.69 ,86.91 
한일단조공업(주),024740,  자동차 및 트레일러 제조업,88.47 ,90.30 ,89.75 ,90.74 ,89.60 ,89.70 ,94.13 ,95.24 ,89.42 
한일사료(주),005860,  식료품 제조업,88.19 ,89.18 ,90.06 ,86.27 ,84.79 ,85.00 ,84.63 ,85.09 ,84.02 
한일시멘트(주),300720,  비금속 광물제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,76.69 ,81.90 
한일철강(주),002220,  1차 금속 제조업,93.81 ,95.04 ,93.32 ,95.17 ,95.99 ,87.03 ,90.93 ,96.14 ,98.27 
한일현대시멘트(주),006390,  비금속 광물제품 제조업,83.87 ,79.61 ,74.50 ,72.12 ,73.30 ,73.91 ,78.43 ,80.32 ,78.03 
한일홀딩스(주),003300,  비금속 광물제품 제조업,82.87 ,79.87 ,75.45 ,76.23 ,78.13 ,80.63 ,78.50 ,53.64 ,0.00 
한일화학공업(주),007770,  화학물질 및 화학제품 제조업; 의약품 제외,95.58 ,93.85 ,91.93 ,91.80 ,91.34 ,89.10 ,90.13 ,92.81 ,92.01 
한전산업개발(주),130660,  사업지원 서비스업,87.20 ,87.08 ,88.53 ,91.68 ,87.30 ,90.20 ,89.15 ,90.87 ,88.44 
한전케이피에스(주),051600,  전문직별 공사업,81.58 ,79.87 ,78.63 ,74.54 ,79.05 ,84.42 ,79.77 ,78.42 ,77.85 
한창산업(주),079170,  1차 금속 제조업,93.58 ,90.69 ,89.04 ,91.77 ,96.31 ,85.46 ,89.19 ,93.10 ,92.36 
한화솔루션(주),009830,  화학물질 및 화학제품 제조업; 의약품 제외,80.00 ,85.90 ,88.74 ,90.81 ,85.05 ,79.68 ,77.14 ,84.13 ,87.90 
한화시스템(주),272210,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,84.54 
한화에어로스페이스(주),012450,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.16 ,80.92 ,80.43 ,82.20 ,84.80 ,81.08 ,84.83 ,92.69 ,95.98 
해성디에스(주),195870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,82.08 ,81.29 ,84.49 ,85.04 
해성산업(주),034810,  부동산업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
해성옵틱스(주),076610,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,87.12 ,94.07 ,94.38 ,96.72 ,95.73 ,87.92 ,81.50 
해태제과식품(주),101530,  식료품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,60.92 ,63.05 ,66.11 ,66.97 
핸즈코퍼레이션(주),143210,  자동차 및 트레일러 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,88.16 ,89.50 ,92.80 ,88.92 
헝셩그룹유한회사,900270,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
현대건설(주),000720,  종합 건설업,91.47 ,92.06 ,92.63 ,92.95 ,91.48 ,90.68 ,91.83 ,92.51 ,91.20 
현대건설기계(주),267270,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,82.32 ,88.50 ,86.34 
현대글로비스(주),086280,  창고 및 운송관련 서비스업,91.63 ,92.00 ,92.84 ,93.33 ,93.03 ,93.03 ,93.27 ,93.35 ,92.61 
현대두산인프라코어(주),042670,  기타 기계 및 장비 제조업,78.47 ,83.08 ,83.70 ,82.21 ,82.52 ,83.06 ,81.21 ,81.48 ,80.98 
현대로템(주),064350,  기타 운송장비 제조업,#DIV/0!,#DIV/0!,90.10 ,93.67 ,101.30 ,90.44 ,93.68 ,101.24 ,104.91 
현대모비스(주),012330,  자동차 및 트레일러 제조업,80.07 ,79.57 ,80.26 ,82.25 ,81.99 ,81.73 ,84.01 ,83.89 ,83.93 
현대무벡스(주),319400,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
현대바이오사이언스(주),048410,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.17 ,80.92 ,85.83 ,73.23 ,68.09 ,69.34 ,51.04 ,48.86 ,44.69 
현대비앤지스틸(주),004560,  1차 금속 제조업,93.45 ,93.80 ,89.09 ,88.37 ,92.86 ,89.16 ,90.66 ,90.49 ,90.04 
현대약품(주),004310,  의료용 물질 및 의약품 제조업,59.79 ,61.52 ,62.26 ,61.49 ,61.51 ,60.73 ,52.50 ,53.77 ,52.70 
현대에너지솔루션(주),322000,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,85.42 
현대에이치티(주),039010,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.49 ,85.11 ,84.15 ,80.88 ,78.68 ,78.11 ,76.91 ,75.99 ,80.11 
현대엘리베이터(주),017800,  기타 기계 및 장비 제조업,90.05 ,86.33 ,82.45 ,81.51 ,79.80 ,78.73 ,80.19 ,81.94 ,80.63 
현대오토에버(주),307950,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,89.81 
현대위아(주),011210,  자동차 및 트레일러 제조업,91.73 ,89.05 ,89.12 ,89.86 ,90.27 ,92.95 ,96.44 ,96.67 ,95.51 
