회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS)(천원),유동자산(*)(IFRS)(천원),유동부채(*)(IFRS)(천원),유형자산(*)(IFRS)(천원),건설중인자산(IFRS)(천원),기계장치(IFRS)(천원),부가가치(IFRS)(백만원),[제조]자본(*)(IFRS),[제조]종업원수(IFRS),유형자산회전율(개별),순운전자본회전율(개별),운전자본회전률(개별),노동장비율(개별),기계장비율(개별),자본집약도(개별),총자본투자효율(개별),설비투자효율(개별),기계투자효율(개별),부가가치율(개별)
(주)녹십자,6280,13-Dec,793754169,1040802954,499454042,171293853,343445601,11561000,121340000,186428.72,823234468,1546,0.762636353,2.418800926,4.837601852,214673.0925,78486.41656,532493187.6,22.64588368,56.17275385,153.6416021,23.48695947
(주)녹십자,6280,14-Dec,854258393,1232228382,605793024,300984648,373995648,24287000,139051000,202573.65,867732232,1731,0.693263039,2.802608,5.605216,202026.9486,80329.86713,501289562.1,23.34517983,57.92640564,145.6829868,23.713393
(주)녹십자,6280,15-Dec,912910940,1323117870,674368314,267346820,463330537,90994000,155499000,277778.67,961983260,1766,0.689969473,2.242905973,4.485811946,210836.0912,88051.52888,544724382.8,28.87562409,74.60419336,178.6369494,30.42779507
(주)녹십자,6280,16-Dec,1033113771,1422757264,699626769,263602436,515390293,127544000,167624000,217424.26,982047195,1973,0.726134947,2.369394763,4.738789525,196576.9351,84958.94577,497743129.8,22.13989929,56.05938845,129.7095046,21.04552917
(주)녹십자,6280,17-Dec,1098478748,1575759046,824040270,220710066,513612930,18557000,217978000,226696.66,1032619177,1994,0.697110863,1.820692451,3.641384902,248272.7834,109316.9509,517863178,21.95355897,45.792131,103.999789,20.6373278
(주)녹십자,6280,18-Dec,1141422783,1580579529,783351671,260850381,511073351,27720000,231632000,222088.63,1056300299,2034,0.722154603,2.184535818,4.369071636,237636.8491,113880.0393,519321680.9,21.02514126,45.94746877,95.87994319,19.45717514
(주)녹십자,6280,19-Dec,1146093542,1742374171,797143326,341251023,573509752,78188000,245934000,192330.4,1049297612,2040,0.657776935,2.513956771,5.027913542,242804.7804,120555.8824,514361574.5,18.32944227,38.829387,78.20407101,16.78138764
(주)녹십자엠에스,142280,14-Dec,81334576,52098526,39816563,19262809,8069255,597434,9277716,12972.78,31503302,166,1.561168468,3.95716403,7.914328059,45010.96988,55889.85542,189778927.7,41.17911195,173.6227353,139.8273023,15.94989565
(주)녹십자엠에스,142280,15-Dec,89301322,67895027,46857807,33007823,9488742,216350,11566777,10458.41,31654627,175,1.315285168,6.44775633,12.89551266,52985.09714,66095.86857,180883582.9,33.03911937,112.7908527,90.41766777,11.71137198
(주)녹십자엠에스,142280,16-Dec,86162555,60320733,39326866,27039288,9323839,51500,12513524,8775.03,29464794,170,1.428406962,7.012167491,14.02433498,54543.17059,73608.96471,173322317.6,29.78140624,94.63663915,70.12437104,10.1842732
(주)녹십자엠에스,142280,17-Dec,98107431,57624087,39016229,25824561,8719676,488000,12582956,9182.42,26093922,183,1.702542046,7.437075509,14.87415102,44981.83607,68759.3224,142589737.7,35.18988062,111.5498229,72.97506246,9.359556056
(주)녹십자엠에스,142280,18-Dec,86321685,60982362,41885233,20990951,14068319,6871930,13024716,3461.7,15986409,189,1.415518884,4.131354454,8.262708908,38076.13228,68913.84127,84584174.6,21.65401874,48.1032918,26.57793076,4.010232191
(주)녹십자엠에스,142280,19-Dec,94084564,85901362,47851474,30734758,28435424,25802636,13223107,-5086.84,49887927,165,1.095262774,5.496648072,10.99329614,15956.29091,80140.04242,302351072.7,-10.19653513,-193.2111511,-38.46932495,-5.406667984
(주)녹십자웰빙,234690,19-Dec,66937567,106715710,80348294,14832672,6647957,1672375,4986792,23811.88,83168602,204,0.627251292,1.021703908,2.043407815,24390.10784,24445.05882,407689225.5,28.63085278,478.5747677,477.4989613,35.57326785
(주)녹십자홀딩스,5250,11-Dec,34013200,880446935,151900542,173171587,26473174,3349000,125000,23992.48,512651999,90,0.038631743,-1.599037565,-3.19807513,256935.2667,1388.888889,5696133322,4.680071481,103.7549709,19193.984,70.53873202
(주)녹십자홀딩스,5250,12-Dec,30842528,699470921,8059429,79594976,34472175,3719000,125000,68600.38,539269471,108,0.044094082,-0.431149677,-0.862299354,284751.6204,1157.407407,4993235843,12.72098342,223.0676345,54880.304,222.4213917
(주)녹십자홀딩스,5250,13-Dec,34467648,766055042,7211199,90624446,43556100,1782000,125000,36414.2,567055224,112,0.044993696,-0.413215517,-0.826431034,372983.0357,1116.071429,5062993071,6.421632049,87.16932262,29131.36,105.6474756
(주)녹십자홀딩스,5250,14-Dec,36775636,722616440,122091116,89233060,50188858,5260000,125000,42132.05,561016033,113,0.050892332,1.119227382,2.238454764,397600.5133,1106.19469,4964743655,7.509954711,93.77502985,33705.64,114.5651159
(주)녹십자홀딩스,5250,15-Dec,47791895,829703432,176287858,159766359,59553453,6300000,125000,44743.65,557443484,170,0.057601178,2.892709372,5.785418744,313255.6059,735.2941176,3279079318,8.026580503,84.02018551,35794.92,93.62183692
(주)녹십자홀딩스,5250,16-Dec,98335182,846282314,145089182,154725833,79452420,15865000,125000,59801.16,569740749,184,0.116196664,-10.20429006,-20.40858012,345583.8043,679.3478261,3096417114,10.49620553,94.04558323,47840.928,60.81359569
(주)녹십자홀딩스,5250,17-Dec,115366471,958660032,135911137,254071957,74841040,11548000,125000,51058.8,588567205,184,0.12034138,-0.976351307,-1.952702613,343983.913,679.3478261,3198734810,8.675101087,80.6704813,40847.04,44.25791962
(주)녹십자홀딩스,5250,18-Dec,140083966,993043941,103795807,305504923,67631416,1655000,125000,51871.45,583341883,202,0.141065224,-0.694485052,-1.388970105,326615.9208,618.8118812,2887831104,8.892118243,78.62120004,41497.16,37.02882741
(주)녹십자홀딩스,5250,19-Dec,63553295,928991658,18671023,221841119,46395694,0,125000,69484.23,596000707,195,0.06841105,-0.312808313,-0.625616626,237926.6359,641.025641,3056413882,11.65841402,149.7643941,55587.384,109.3322227
(주)녹원씨엔아이,65560,11-Dec,27504233,19339665,11996451,6430724,4057341,278731,0,8669.41,8988304,166,1.422166982,4.941714353,9.883428706,22762.71084,0,54146409.64,96.45212267,229.4338394,#DIV/0!,31.52027544
(주)녹원씨엔아이,65560,12-Dec,18312284,14679657,8189216,8753140,3943077,311872,0,1204.36,5888379,142,1.247459937,-32.47296444,-64.94592888,25571.8662,0,41467457.75,20.45316716,33.16695147,#DIV/0!,6.576787472
(주)녹원씨엔아이,65560,13-Dec,12938738,11575507,6367520,4702948,3354047,387817,0,-2177.5,4811817,66,1.117768578,7.773011921,15.54602384,44942.87879,0,72906318.18,-45.25317567,-73.40968165,#DIV/0!,-16.82930746
(주)녹원씨엔아이,65560,14-Dec,3251585,15797399,8308649,1209683,813129,0,0,-1525.56,12176935,33,0.205830403,0.458036424,0.916072848,24640.27273,0,368998030.3,-12.52827579,-187.6159871,#DIV/0!,-46.91742642
(주)녹원씨엔아이,65560,15-Dec,7489388,18468597,8758625,2174814,148805,0,0,-11441.84,12640235,35,0.405520138,1.13754602,2.27509204,4251.571429,0,361149571.4,-90.51920316,-7689.15023,#DIV/0!,-152.7740317
(주)녹원씨엔아이,65560,16-Dec,3875841,11147971,3812777,518102,125685,0,25000,-9294.73,9795597,26,0.347672325,1.176395547,2.352791095,4834.038462,961.5384615,376753730.8,-94.88681496,-7395.257986,-37178.92,-239.8119531
(주)녹원씨엔아이,65560,17-Dec,4347268,74655878,9231384,33354679,48455,0,0,-3159.08,41301061,17,0.058230753,-0.180210373,-0.360420747,2850.294118,0,2429474176,-7.648907615,-6519.616139,#DIV/0!,-72.66816769
(주)녹원씨엔아이,65560,18-Dec,31693454,107122043,45093432,35175368,11825900,1161064,817272,15034.34,72108417,107,0.295863047,3.195528281,6.391056561,99671.36449,7638.056075,673910439.3,20.84963257,140.9711317,1839.576053,47.43673567
(주)녹원씨엔아이,65560,19-Dec,30113118,88797759,27802213,24817232,12761229,1461460,1021832,87.69,63328984,86,0.339120247,10.08821095,20.17642189,131392.6628,11881.76744,736383534.9,0.138467404,0.776033563,8.581645515,0.291201994
(주)농심,4370,11-Dec,1970686353,2170397253,817852072,599311607,930392394,10198432,543256587,418899.6,1478325632,4556,0.907984172,9.017489521,18.03497904,201974.0917,119239.8128,324478848.1,28.33608448,45.52296769,77.1089776,21.25653326
(주)농심,4370,12-Dec,1958917740,2075419644,753262216,523839846,923242027,2333330,594681818,334096.79,1441014210,4626,0.943865857,8.538477482,17.07695496,199072.3513,128552.0575,311503287.9,23.1848366,36.27903516,56.18076421,17.05517201
(주)농심,4370,13-Dec,1870807165,2129920031,789068202,522988397,885614934,4599798,605478895,425631.24,1507190424,4657,0.8783462,7.031000211,14.06200042,189180.8323,130014.7939,323639773.2,28.24004407,48.31145602,70.29662694,22.75120857
(주)농심,4370,14-Dec,1801320197,2116774394,732235908,483876312,857993284,1993636,631152135,413651.38,1541560351,4608,0.850974106,7.252871345,14.50574269,185763.8125,136968.7793,334540006.7,26.83329133,48.32377922,65.53909225,22.9637896
(주)농심,4370,15-Dec,1878665375,2257471088,839094138,541129187,820530613,13487226,644437717,474384.68,1629466187,4916,0.832199086,6.30498778,12.60997556,164166.6776,131089.8529,331461795.6,29.11288886,58.78056715,73.61218431,25.25115363
(주)농심,4370,16-Dec,1862187459,2330097985,869641721,463490438,792241722,3867592,654792223,566051.8,1791604394,4966,0.799188477,4.584960178,9.169920357,158754.3556,131855.059,360774143,31.59468697,71.79989531,86.44754475,30.39714381
(주)농심,4370,17-Dec,1855364121,2317377704,790610058,410759017,800947990,5565446,669626359,451931.85,1847175851,5004,0.800630867,4.884451853,9.768903706,158949.3493,133818.2172,369139858.3,24.46609779,56.81943279,67.49015237,24.35812167
(주)농심,4370,18-Dec,1857814054,2406700249,877680149,456700513,807592992,40390355,689807657,453817.81,1894351283,5053,0.771934126,4.413073449,8.826146897,151831.1176,136514.4779,374896355.2,23.9563704,59.15227452,65.78903632,24.42751518
(주)농심,4370,19-Dec,1905694049,2496940454,750893974,516795186,843923579,46048459,732567257,458425.97,1916385075,5183,0.763211652,8.140554957,16.28110991,153940.791,141340.393,369744371,23.92139116,57.45585475,62.57800436,24.0555912
(주)농심홀딩스,72710,11-Dec,19810280,570464078,42795,11131141,9551,0,0,16326.27,509077214,5,0.034726604,-1.786585664,-3.573171328,1910.2,0,1.02E+11,3.207032165,170937.8076,#DIV/0!,82.41312086
(주)농심홀딩스,72710,12-Dec,19995280,570463412,24542,6197803,5151,0,0,16717.11,513855354,5,0.035050942,-3.239014194,-6.478028387,1030.2,0,1.03E+11,3.253271542,324541.06,#DIV/0!,83.60528085
(주)농심홀딩스,72710,13-Dec,19995280,571644835,4974106,50348839,1958,0,0,21742.05,520949770,5,0.034978502,-0.440669921,-0.881339842,391.6,0,1.04E+11,4.17354057,1110421.348,#DIV/0!,108.7359117
(주)농심홀딩스,72710,14-Dec,20135280,566805829,125088,495117,0,0,0,19889.96,526209415,6,0.035524123,-54.41541068,-108.8308214,0,0,87701569167,3.779856352,#DIV/0!,#DIV/0!,98.78164098
(주)농심홀딩스,72710,15-Dec,17035280,569266088,2591585,524245,0,0,0,16787.41,528583604,6,0.029924987,8.240192711,16.48038542,0,0,88097267333,3.17592333,#DIV/0!,#DIV/0!,98.54496081
(주)농심홀딩스,72710,16-Dec,19090280,573761009,7062545,40524947,968,0,0,18837.8,533120145,6,0.033272181,-0.570499392,-1.140998784,161.3333333,0,88853357500,3.533499939,1946053.719,#DIV/0!,98.67744213
(주)농심홀딩스,72710,17-Dec,19090280,576908147,17536049,533831,5181,0,0,27836.87,546361919,5,0.033090675,1.122811153,2.245622306,1036.2,0,1.09E+11,5.094950624,537287.5893,#DIV/0!,145.8169812
(주)농심홀딩스,72710,18-Dec,18121130,581585726,32162167,532216,5925,0,0,17846.55,550944241,6,0.031158141,0.572910467,1.145820934,987.5,0,91824040167,3.239266095,301207.5949,#DIV/0!,98.48475233
(주)농심홀딩스,72710,19-Dec,18121130,586483055,37648916,30529148,72354,0,0,17690.02,551894370,5,0.03089796,2.545185461,5.090370922,14470.8,0,1.10E+11,3.205327135,24449.26334,#DIV/0!,97.6209541
(주)누리플랜,69140,11-Dec,59649314,56159329,35838833,25593061,15091663,0,367198,11708.2,28727340,120,1.06214435,5.821846709,11.64369342,125763.8583,3059.983333,239394500,40.75629696,77.58058207,3188.524992,19.62839003
(주)누리플랜,69140,12-Dec,44832148,55754653,34998515,17596356,15662060,0,1148998,5386.88,27934088,102,0.804096978,2.576240569,5.152481138,153549.6078,11264.68627,273863607.8,19.28425227,34.39445386,468.8328439,12.0156634
(주)누리플랜,69140,13-Dec,39376335,52322091,32899332,25448049,15452315,0,1251834,2300.93,26294483,107,0.752575714,5.284504024,10.56900805,144414.1589,11699.38318,245742831.8,8.750618904,14.89051964,183.8047217,5.843433626
(주)누리플랜,69140,14-Dec,30610605,33575978,15748539,16454131,14917546,0,1006218,-4724.62,16672116,81,0.911681709,-43.38286857,-86.76573714,184167.2346,12422.44444,205828592.6,-28.33845446,-31.67156314,-469.5423854,-15.4345855
(주)누리플랜,69140,15-Dec,32142752,32560437,20905253,13026834,8170705,0,1182613,5257.65,17264132,77,0.987172009,4.079848,8.159696,106113.0519,15358.61039,224209506.5,30.45418096,64.34756854,444.5790804,16.35718684
(주)누리플랜,69140,16-Dec,34411741,35390013,17712827,13420066,12586060,0,724092,6794.34,19393010,75,0.972357399,8.016225688,16.03245138,167814.1333,9654.56,258573466.7,35.03499457,53.98305745,938.3255166,19.7442495
(주)누리플랜,69140,17-Dec,34578601,38784727,21091280,17003814,12369966,0,724092,4305.67,20855180,82,0.891552002,8.459666943,16.91933389,150853.2439,8830.390244,254331463.4,20.64556623,34.80745218,594.6302404,12.45183401
(주)누리플랜,69140,18-Dec,31804243,41435705,12560744,14446505,12494678,315000,726892,8415.68,22081214,82,0.767556459,-16.86546864,-33.73093727,148532.6585,8864.536585,269283097.6,38.11239726,69.09607955,1157.762088,26.4608719
(주)누리플랜,69140,19-Dec,32924027,53279801,12675817,20765890,11937293,0,708452,4515.03,23602806,84,0.617945758,-4.069682313,-8.139364626,142110.631,8433.952381,280985785.7,19.12920862,37.8228967,637.309232,13.71348043
(주)누리플렉스,40160,11-Dec,37187313,68706416,25925075,15457922,20079164,0,1168487,4956.96,43406065,118,0.541249496,3.552762915,7.105525829,170162.4068,9902.432203,367848008.5,11.41997092,24.68708359,424.2203807,13.32970737
(주)누리플렉스,40160,12-Dec,26445775,57297073,29997380,16798933,4044563,0,1156480,-7732.35,30599198,99,0.461555427,2.003703542,4.007407084,40854.17172,11681.61616,309082808.1,-25.26977995,-191.178874,-668.6107844,-29.23850785
(주)누리플렉스,40160,13-Dec,32167243,62247363,25544791,19394628,20438259,0,1149264,13117.9,39926532,88,0.51676475,5.230307392,10.46061478,232252.9432,13059.81818,453710590.9,32.85509495,64.18305982,1141.417464,40.7803056
(주)누리플렉스,40160,14-Dec,34484983,62994822,29047252,20698817,11017913,0,1192466,7317.31,42014641,92,0.547425676,4.130712283,8.261424566,119759.9239,12961.58696,456680880.4,17.4160955,66.41284969,613.628397,21.21883024
(주)누리플렉스,40160,15-Dec,53246868,65554569,32990495,17151075,11376047,0,2651007,12465.96,48288173,103,0.812252583,3.361667788,6.723335577,110447.0583,25737.93204,468817213.6,25.81576238,109.5807709,470.2348956,23.41163052
(주)누리플렉스,40160,16-Dec,47591731,78999299,41858534,24234063,14861057,0,2658007,12675.11,54655914,175,0.60243232,2.700321105,5.400642209,84920.32571,15188.61143,312319508.6,23.19073833,85.29077037,476.8651851,26.633009
(주)누리플렉스,40160,17-Dec,96144114,129899288,72631277,64013482,14670314,0,4164283,6918.34,49950675,142,0.740143503,11.15646334,22.31292668,103312.0704,29325.93662,351765316.9,13.85034336,47.15877247,166.1352026,7.195801919
(주)누리플렉스,40160,18-Dec,146182075,114473847,61520747,43574130,12454752,0,2826443,26646.62,60395850,164,1.276991023,8.145383333,16.29076667,75943.60976,17234.40854,368267378,44.11995195,213.9474154,942.7616265,18.22837718
(주)누리플렉스,40160,19-Dec,100090535,115319472,62594036,45721189,13719355,0,3619874,22524.63,67689055,152,0.867941322,5.932047804,11.86409561,90258.91447,23814.96053,445322730.3,33.27662057,164.1814065,622.2490065,22.50425577
(주)누보,332290,19-Dec,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)뉴로스,126870,12-Dec,32366465,58342766,38999611,13293715,14985328,494973,1020293,12203.29,33836596,113,0.554763979,1.259106666,2.518213331,128233.2301,9029.141593,299438902.7,36.06535953,84.21663927,1196.057407,37.70349959
(주)뉴로스,126870,13-Dec,35216762,65920343,41808374,25452518,16942859,1170060,1167023,10061.58,36686758,112,0.534232081,2.153159211,4.306318422,140828.5625,10419.84821,327560339.3,27.42564497,63.79070703,862.1578152,28.57042905
(주)뉴로스,126870,14-Dec,31790311,76116507,52624537,34830316,19007183,2816614,1167023,6544.2,38791682,116,0.417653309,1.786552555,3.573105111,139573.8707,10060.5431,334411051.7,16.87011148,40.41982712,560.7601564,20.58551739
(주)뉴로스,126870,15-Dec,36390862,77282345,52305179,16971995,20480731,4126092,1251893,9363.44,50534105,131,0.470881959,1.02993441,2.059868819,124844.5725,9556.435115,385756526.7,18.52895188,57.25250187,747.9425159,25.73019567
(주)뉴로스,126870,16-Dec,42756080,94183417,60161807,36186890,20645041,4245097,1257893,11882.3,53269279,139,0.453966116,1.783367175,3.56673435,117985.2086,9049.589928,383232223,22.30610255,72.45329618,944.6192959,27.79090132
(주)뉴로스,126870,17-Dec,42061542,114416809,79301270,42427057,19534013,1637467,1684743,5211.65,56282800,155,0.367616807,1.140676331,2.281352662,115461.5871,10869.30968,363114838.7,9.259756089,29.12098234,309.3439177,12.3905348
(주)뉴로스,126870,18-Dec,44688477,137666643,83097835,75864346,25856434,2303901,1743483,204.78,59610379,136,0.32461369,6.177997506,12.35599501,173180.3897,12819.72794,438311610.3,0.34353078,0.869460622,11.74545436,0.458238933
(주)뉴로스,126870,19-Dec,50941288,149424050,100996510,85471815,24436250,2452269,2086213,-15709,61897244,147,0.340917597,3.281306847,6.562613694,149550.8912,14191.92517,421069687.1,-25.37915905,-71.45657559,-752.9911855,-30.83746135
(주)뉴보텍,60260,11-Dec,36470951,29088384,16918859,13520372,10556369,0,15146130,2250.91,14284106,90,1.25379777,10.73152582,21.46305165,117292.9889,168290.3333,158712288.9,15.75814405,21.32276733,14.861288,6.171788611
(주)뉴보텍,60260,12-Dec,34688451,25218851,13783846,9534988,9390098,0,15264130,6011.53,14794284,87,1.375496885,8.164182234,16.32836447,107932.1609,175449.7701,170049241.4,40.63413951,64.01988563,39.38337789,17.33006181
(주)뉴보텍,60260,13-Dec,34890438,26547396,15950825,10363093,8628067,0,15381760,5843.35,15171273,92,1.314269693,6.244114428,12.48822886,93783.33696,167193.0435,164905141.3,38.51588459,67.72490292,37.98882573,16.74771179
(주)뉴보텍,60260,14-Dec,30747557,26465225,16924774,9597594,8223311,0,15724935,5672.14,15479219,98,1.161809771,4.196369818,8.392739635,83911.33673,160458.5204,157951214.3,36.64358002,68.97635271,36.07099171,18.44744934
(주)뉴보텍,60260,15-Dec,35061346,28221755,18496734,10432043,8166203,0,16344325,7173.94,16374060,97,1.242351725,4.347512633,8.695025265,84187.65979,168498.1959,168804742.3,43.81283567,87.84915095,43.89254374,20.46110837
(주)뉴보텍,60260,16-Dec,35898522,31291657,21674541,12600109,7940646,0,16970525,7699.84,17022246,104,1.147223428,3.956007605,7.912015209,76352.36538,163178.125,163675442.3,45.23398381,96.96742557,45.37184324,21.44890533
(주)뉴보텍,60260,17-Dec,41019670,30896817,20823614,12957585,8064495,0,17807087,6659.8,16489051,124,1.32763417,5.214787538,10.42957508,65036.25,143605.5403,132976217.7,40.38922555,82.58173636,37.39971619,16.23562549
(주)뉴보텍,60260,18-Dec,39973362,30303894,20887381,10888158,8421662,366955,17148874,7580.09,18711053,109,1.319083349,3.997646817,7.995293634,73896.3945,157329.1193,171661036.7,40.51129565,94.10758206,44.20167761,18.96285331
(주)뉴보텍,60260,19-Dec,41769160,46232673,22441846,14722102,14942301,285000,18640855,9951.71,27627424,141,0.903455442,5.410692375,10.82138475,103952.4894,132204.6454,195939177.3,36.02112886,67.89592436,53.38655335,23.82549709
(주)뉴인텍,12340,11-Dec,54427792,63831486,31809672,33383585,16550288,42500,19644540,9934.83,26654819,156,0.852679381,-34.58119477,-69.16238953,105819.1538,125926.5385,170864224.4,37.27217206,60.18268468,50.57298364,18.25322989
(주)뉴인텍,12340,12-Dec,45639709,58554179,24061474,29167676,16786484,128523,20472692,5666.9,23188656,150,0.779444094,-8.938093127,-17.87618625,111053.0733,136484.6133,154591040,24.43824256,34.01916957,27.68028748,12.41659976
(주)뉴인텍,12340,13-Dec,50639549,56612201,22905141,33115274,16762396,106342,21062819,8298.63,20316665,150,0.894498855,-4.959734511,-9.919469022,111040.36,140418.7933,135444433.3,40.84641845,49.82350562,39.39942702,16.38764595
(주)뉴인텍,12340,14-Dec,52305382,54833197,20742197,30467791,18359842,889516,22835392,7202.86,20458930,154,0.953899916,-5.378116956,-10.75623391,113443.6753,148281.7662,132850194.8,35.20643553,41.22911044,31.54252837,13.77078175
(주)뉴인텍,12340,15-Dec,46543660,52671452,19090285,27970355,17691342,151984,24379015,10701.66,20441215,151,0.88366009,-5.241361836,-10.48272367,116154.6887,161450.4305,135372284.8,52.35334592,61.01511811,43.89701553,22.99273413
(주)뉴인텍,12340,16-Dec,43567642,43381914,18340883,19065733,17014332,1284860,24786771,1435.5,19086539,143,1.004281231,-60.10573498,-120.21147,109996.3077,173334.0629,133472300.7,7.521007344,9.126180459,5.791395741,3.294876505
(주)뉴인텍,12340,17-Dec,43807312,42219720,17157758,20646360,18399691,1527563,25167047,7069,14620509,146,1.037603092,-12.5572685,-25.114537,115562.5205,172377.0342,100140472.6,48.34988987,41.89750101,28.08831723,16.13657556
(주)뉴인텍,12340,18-Dec,44914513,40551698,14213530,19938503,17983839,0,26540594,6950.49,14223019,146,1.107586494,-7.845366782,-15.69073356,123176.9795,181784.8904,97417938.36,48.86789507,38.64853327,26.18814786,15.47493123
(주)뉴인텍,12340,19-Dec,47630357,46884561,21495694,15394118,17494545,555780,27001469,9670.99,26923251,142,1.01590707,7.806238421,15.61247684,119287.0775,190151.1901,189600359.2,35.92058775,57.09383181,35.8165328,20.3042568
(주)뉴트리,270870,18-Dec,86707331,58954917,48749620,9242868,2403963,285690,270622,10326.84,49103856,59,1.470739599,2.194747141,4.389494282,35902.9322,4586.813559,832268745.8,21.03060908,487.5122328,3815.964704,11.9099964
(주)뉴트리,270870,19-Dec,120304900,72505084,49082320,13026321,3920630,2000361,270622,20591.58,58886725,62,1.659261577,3.336612584,6.673225168,30972.08065,4364.870968,949785887.1,34.96811888,1072.327887,7608.98227,17.11616069
(주)뉴파워프라즈마,144960,16-Dec,67392792,127422569,79342625,25459124,32253663,4492285,6690884,31191.61,100235160,308,0.528892115,1.250712941,2.501425882,90134.34416,21723.64935,325438831.2,31.1184319,112.3561302,466.180702,46.28330282
(주)뉴파워프라즈마,144960,17-Dec,104485987,140717173,81550643,18971624,37212062,44100,3472165,43309.73,120221127,358,0.742524773,1.669664828,3.339329656,103821.1229,9698.784916,335813203.9,36.02505739,116.5243604,1247.34078,41.45027601
(주)뉴파워프라즈마,144960,18-Dec,73443751,143481057,68961393,11904491,38440499,1317000,3058235,30488.93,129930441,288,0.511870713,1.287201871,2.574403742,128901.0382,10618.87153,451147364.6,23.46557879,82.1283845,996.9452969,41.51330724
(주)뉴파워프라즈마,144960,19-Dec,60212977,150733648,60078109,12671097,44838865,7598724,3200953,22459.48,136047012,293,0.399466063,1.270128077,2.540256155,127099.4573,10924.75427,464324273,16.50861689,60.30986832,701.6497899,37.30006573
(주)뉴프렉스,85670,11-Dec,66569237,79119735,36414281,28318236,39257151,0,23731781,14590,38275430,324,0.841373356,8.222439105,16.44487821,121164.0463,73246.23765,118134043.2,38.11844831,37.16520335,61.47874026,21.91703053
(주)뉴프렉스,85670,12-Dec,113761476,94160850,47291442,37015249,42790116,0,29449792,17265.24,39315646,348,1.208161099,11.07039115,22.14078229,122960.1034,84625.83908,112975994.3,43.91442532,40.3486637,58.62601678,15.17670182
(주)뉴프렉스,85670,13-Dec,136215982,101678380,50305233,44908764,46955926,0,36046384,16485.31,35905040,394,1.339674983,25.24168711,50.48337422,119177.4772,91488.28426,91129543.15,45.91363775,35.10805005,45.73360257,12.10233172
(주)뉴프렉스,85670,14-Dec,137736590,100900970,49068619,42051495,47646815,0,41552193,26450.89,37843713,470,1.365067055,19.62863846,39.25727691,101376.2021,88408.92128,80518538.3,69.89507081,55.51449766,63.65702527,19.20396752
(주)뉴프렉스,85670,15-Dec,119119899,119839862,61888074,56159059,52850752,0,42648530,22313.96,41506003,482,0.993992291,20.79238735,41.5847747,109648.8631,88482.42739,86112039.42,53.76080178,42.22070483,52.32058409,18.73235302
(주)뉴프렉스,85670,16-Dec,144618199,106503276,50703206,43355238,49357521,0,41220254,24673.66,40890429,396,1.357875592,19.68138661,39.36277322,124640.2045,104091.5505,103258659.1,60.34091743,49.98966622,59.85809791,17.06124137
(주)뉴프렉스,85670,17-Dec,151335859,114863409,55086827,51989984,54300417,2925795,45854347,30296.67,45981208,443,1.317528883,48.86778535,97.73557071,115969.8014,103508.684,103795051.9,65.88924328,58.97205433,66.07153298,20.01949188
(주)뉴프렉스,85670,18-Dec,195570294,126880511,59284228,42531946,56655291,811712,49251510,38290.9,59474169,497,1.541373789,11.67424796,23.34849592,112361.326,99097.60563,119666336,64.3824044,68.56813386,77.74563663,19.57909824
(주)뉴프렉스,85670,19-Dec,137368762,116796779,54137882,51303891,52273188,353099,44523538,16617.22,52300716,375,1.176134849,48.4718413,96.9436826,138453.5707,118729.4347,139468576,31.77245222,32.00537657,37.322326,12.0967968
(주)다나와,119860,11-Dec,21094996,46650433,36528712,1505863,749001,0,0,10253.47,44265880,208,0.45219293,0.602320959,1.204641918,3600.966346,0,212816730.8,23.16337098,1368.952778,#DIV/0!,48.60617181
(주)다나와,119860,12-Dec,24800827,52628811,42642655,2739319,707959,0,0,12824.15,47186987,217,0.471240496,0.621522647,1.243045293,3262.483871,0,217451553,27.17730208,1811.42552,#DIV/0!,51.70855794
(주)다나와,119860,13-Dec,24976860,58766279,46784680,2353162,591064,0,0,12861.63,53918518,195,0.425020274,0.562142846,1.124285693,3031.097436,0,276505220.5,23.85382699,2176.013088,#DIV/0!,51.49418302
(주)다나와,119860,14-Dec,25954791,60548356,46172766,2982893,515875,0,0,12716.36,55574740,214,0.428662192,0.600946222,1.201892444,2410.630841,0,259695046.7,22.88154654,2465.007996,#DIV/0!,48.99426853
(주)다나와,119860,15-Dec,27140366,62273158,44639167,2605950,1602786,0,0,13329.55,58344452,240,0.43582768,0.645688528,1.291377055,6678.275,0,243101883.3,22.84630251,831.6487666,#DIV/0!,49.113376
(주)다나와,119860,16-Dec,32392617,70684205,48124563,5152470,1414108,0,0,18710.16,64984672,253,0.458272354,0.753805894,1.507611789,5589.359684,0,256856411.1,28.79165105,1323.106863,#DIV/0!,57.76056933
(주)다나와,119860,17-Dec,42400067,83599143,55749145,7725315,3041006,0,0,25031.19,75675343,266,0.507183034,0.882896408,1.765792816,11432.35338,0,284493770.7,33.07707505,823.1220195,#DIV/0!,59.03573218
(주)다나와,119860,18-Dec,68011674,99572838,61843047,8937911,1823106,0,0,32278.93,89707291,262,0.683034403,1.285540103,2.571080207,6958.419847,0,342394240.5,35.98250448,1770.54598,#DIV/0!,47.46086679
