,Unnamed: 0,구분,코드,산업명,2011년,2011년.mid,2012년,2012년.mid,2013년,2013년.mid,2014년,2014년.mid,2015년,2015년.mid,2016년,2016년.mid,2017년,2017년.mid,2018년,2018년.mid,2019년,2019년.mid,2012년 감소율,2013년 감소율,2014년 감소율,2015년 감소율,2016년 감소율,2017년 감소율,2018년 감소율,2019년 감소율
826,826,(주)SNT홀딩스,36530,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
827,827,(주)그래디언트,35080,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
828,828,(주)나스미디어,89600,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
829,829,(주)네오위즈홀딩스,42420,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
830,830,(주)노루홀딩스,320,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
831,831,(주)녹십자홀딩스,5250,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
832,832,(주)농심홀딩스,72710,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
833,833,(주)대웅,3090,  전문 서비스업,13.18,0.0,11.15,0.0,8.85,0.0,5.18,0.0,11.45,0.0,18.92,0.0,15.58,0.0,0.0,0.0,0.0,0.0,15.4,20.63,41.47,-121.04,-65.24,17.65,100.0,
834,834,(주)동성케미컬,102260,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.07,0.0,83.46,0.0,83.19,0.0,92.82,0.0,94.48,0.0,,,,-inf,1.89,0.32,-11.58,-1.79
835,835,(주)두산,150,  전문 서비스업,76.74,0.0,77.61,0.0,71.87,0.0,71.91,0.0,73.5,0.0,71.44,0.0,73.63,0.0,74.09,0.0,79.28,0.0,-1.13,7.4,-0.06,-2.21,2.8,-3.07,-0.62,-7.0
836,836,(주)디지털대성,68930,  전문 서비스업,65.14,0.0,58.8,0.0,54.83,0.0,53.43,0.0,51.27,0.0,51.8,0.0,52.05,0.0,54.27,0.0,55.21,0.0,9.73,6.75,2.55,4.04,-1.03,-0.48,-4.27,-1.73
837,837,(주)삼양홀딩스,70,  전문 서비스업,78.74,0.0,86.45,0.0,82.58,0.0,59.51,0.0,66.98,0.0,13.77,0.0,13.29,0.0,4.79,0.0,6.93,0.0,-9.79,4.48,27.94,-12.55,79.44,3.49,63.96,-44.68
838,838,(주)세아홀딩스,58650,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
839,839,(주)아모레퍼시픽그룹,2790,  전문 서비스업,7.72,0.0,5.36,0.0,3.62,0.0,2.04,0.0,2.67,0.0,1.96,0.0,1.56,0.0,0.0,0.0,0.0,0.0,30.57,32.46,43.65,-30.88,26.59,20.41,100.0,
840,840,(주)에스제이엠홀딩스,25530,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.03,0.0,12.57,0.0,14.55,0.0,0.0,0.0,,,,,-inf,49.78,-15.75,100.0
841,841,(주)에코마케팅,230360,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
842,842,(주)엘에스,6260,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
843,843,(주)엘지,3550,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
844,844,(주)오리콤,10470,  전문 서비스업,52.2,0.0,56.62,0.0,56.9,0.0,56.95,0.0,57.86,0.0,59.75,0.0,60.31,0.0,59.72,0.0,63.93,0.0,-8.47,-0.49,-0.09,-1.6,-3.27,-0.94,0.98,-7.05
845,845,(주)와이지플러스,37270,  전문 서비스업,68.1,0.0,74.58,0.0,77.64,0.0,91.05,0.0,99.34,0.0,71.45,0.0,68.96,0.0,75.27,0.0,83.48,0.0,-9.52,-4.1,-17.27,-9.1,28.08,3.48,-9.15,-10.91
846,846,(주)웅진,16880,  전문 서비스업,86.13,0.0,85.28,0.0,76.38,0.0,80.25,0.0,77.01,0.0,79.26,0.0,79.2,0.0,76.38,0.0,72.71,0.0,0.99,10.44,-5.07,4.04,-2.92,0.08,3.56,4.8
847,847,(주)유수홀딩스,700,  전문 서비스업,0.0,0.0,580.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,100.0,,,,,,
848,848,(주)이노션,214320,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.55,0.0,69.39,0.0,70.06,0.0,66.44,0.0,65.42,0.0,,,,-inf,-1.23,-0.97,5.17,1.54
849,849,(주)이엠넷,123570,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
850,850,(주)제일기획,30000,  전문 서비스업,66.5,0.0,70.02,0.0,70.24,0.0,70.62,0.0,67.93,0.0,72.12,0.0,73.56,0.0,74.89,0.0,73.68,0.0,-5.29,-0.31,-0.54,3.81,-6.17,-2.0,-1.81,1.62
851,851,(주)지에스,78930,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
852,852,(주)지투알,35000,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.44,0.0,31.55,0.0,17.75,0.0,8.44,0.0,0.96,0.0,,,,-inf,-54.35,43.74,52.45,88.63
853,853,(주)진양홀딩스,100250,  전문 서비스업,22.01,0.0,22.16,0.0,17.76,0.0,15.1,0.0,14.12,0.0,0.0,0.0,26.0,0.0,12.58,0.0,22.17,0.0,-0.68,19.86,14.98,6.49,100.0,-inf,51.62,-76.23
854,854,(주)코아시아,45970,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.89,0.0,13.15,0.0,6.22,0.0,88.62,0.0,,,,,-inf,88.65,52.7,-1324.76
855,855,(주)코오롱,2020,  전문 서비스업,8.14,0.0,8.12,0.0,7.76,0.0,8.35,0.0,8.99,0.0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.43,-7.6,-7.66,-5.23,100.0,,
856,856,(주)풀무원,17810,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,1.41,0.0,1.39,0.0,1.34,0.0,,,,,-inf,5.37,1.42,3.6
857,857,(주)풍산홀딩스,5810,  전문 서비스업,76.99,0.0,75.36,0.0,76.27,0.0,79.14,0.0,79.76,0.0,78.52,0.0,79.61,0.0,79.25,0.0,81.51,0.0,2.12,-1.21,-3.76,-0.78,1.55,-1.39,0.45,-2.85
858,858,(주)하림지주,3380,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4.79,0.0,,,,,,,-inf,-91.6
859,859,(주)한국전자홀딩스,6200,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.21,0.0,,,,,,,,-inf
860,860,(주)한진중공업홀딩스,3480,  전문 서비스업,6.49,0.0,8.26,0.0,7.46,0.0,8.39,0.0,8.68,0.0,11.95,0.0,10.95,0.0,27.81,0.0,13.98,0.0,-27.27,9.69,-12.47,-3.46,-37.67,8.37,-153.97,49.73
861,861,(주)한진칼,180640,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
862,862,(주)현대퓨처넷,126560,  전문 서비스업,50.01,0.0,46.57,0.0,51.32,0.0,51.66,0.0,54.88,0.0,61.0,0.0,58.44,0.0,59.78,0.0,61.42,0.0,6.88,-10.2,-0.66,-6.23,-11.15,4.2,-2.29,-2.74
863,863,(주)화승엔터프라이즈,241590,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
864,864,CS홀딩스(주),590,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
865,865,HD현대(주),267250,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.24,0.0,34.19,0.0,39.23,0.0,,,,,,-inf,0.15,-14.74
866,866,KISCO홀딩스(주),1940,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
867,867,SK이노베이션(주),96770,  전문 서비스업,45.49,0.0,33.69,0.0,54.02,0.0,54.01,0.0,49.33,0.0,65.8,0.0,30.45,0.0,31.57,0.0,41.25,0.0,25.94,-60.34,0.02,8.67,-33.39,53.72,-3.68,-30.66
868,868,글로벌에스엠테크리미티드,900070,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
869,869,대상홀딩스(주),84690,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
870,870,대성홀딩스(주),16710,  전문 서비스업,66.04,0.0,66.59,0.0,62.19,0.0,57.49,0.0,56.92,0.0,40.04,0.0,35.24,0.0,27.85,0.0,26.08,0.0,-0.83,6.61,7.56,0.99,29.66,11.99,20.97,6.36
871,871,동화기업(주),25900,  전문 서비스업,0.0,0.0,0.0,0.0,76.79,0.0,80.62,0.0,79.85,0.0,77.36,0.0,77.38,0.0,77.56,0.0,80.06,0.0,,-inf,-4.99,0.96,3.12,-0.03,-0.23,-3.22
872,872,두산밥캣(주),241560,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
873,873,성창기업지주(주),180,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
874,874,신송홀딩스(주),6880,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
875,875,씨제이(주),1040,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
876,876,씨케이에이치푸드앤헬스리미티드,900120,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
877,877,엘브이엠씨홀딩스(주),900140,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
878,878,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
879,879,윙입푸드홀딩스,900340,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
880,880,이스트아시아홀딩스인베스트먼트리미티드,900110,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
881,881,인크로스(주),216050,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.36,0.0,59.38,0.0,51.72,0.0,44.64,0.0,,,,,-inf,-0.03,12.9,13.69
882,882,일진홀딩스(주),15860,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
883,883,잉글우드랩(주),950140,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,0.0,81.27,0.0,78.55,0.0,,,,,,-inf,2.47,3.35
884,884,제이더블유홀딩스(주),96760,  전문 서비스업,65.23,0.0,65.78,0.0,70.67,0.0,63.89,0.0,58.27,0.0,53.62,0.0,56.43,0.0,28.05,0.0,49.98,0.0,-0.84,-7.43,9.59,8.8,7.98,-5.24,50.29,-78.18
885,885,컬러레이홀딩스,900310,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
886,886,케이씨그린홀딩스(주),9440,  전문 서비스업,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,100.0,,,,,,
887,887,케이피엑스홀딩스(주),92230,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
888,888,평화홀딩스(주),10770,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
889,889,하이트진로홀딩스(주),140,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
890,890,한미사이언스(주),8930,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
891,891,한세예스24홀딩스(주),16450,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
892,892,헝셩그룹유한회사,900270,  전문 서비스업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
893,893,(주)TCC스틸,2710,  1차 금속 제조업,91.71,90.89,90.64,91.46,91.86,91.98,90.95,91.175,89.04,90.055,88.75,89.125,91.22,90.23,91.32,91.965,92.04,92.405,1.17,-1.35,0.99,2.1,0.33,-2.78,-0.11,-0.79
894,894,(주)그린플러스,186230,  1차 금속 제조업,0.0,90.89,0.0,91.46,0.0,91.98,0.0,91.175,0.0,90.055,0.0,89.125,0.0,90.23,0.0,91.965,81.09,92.405,,,,,,,,-inf
895,895,(주)남선알미늄,8350,  1차 금속 제조업,91.31,90.89,92.16,91.46,88.41,91.98,88.61,91.175,87.45,90.055,88.26,89.125,88.95,90.23,89.97,91.965,89.26,92.405,-0.93,4.07,-0.23,1.31,-0.93,-0.78,-1.15,0.79
896,896,(주)대동스틸,48470,  1차 금속 제조업,94.55,90.89,98.4,91.46,95.57,91.98,96.18,91.175,98.09,90.055,89.0,89.125,89.7,90.23,96.53,91.965,96.23,92.405,-4.07,2.88,-0.64,-1.99,9.27,-0.79,-7.61,0.31
897,897,(주)대양금속,9190,  1차 금속 제조업,106.95,90.89,112.26,91.46,98.43,91.98,101.46,91.175,100.3,90.055,88.68,89.125,88.43,90.23,93.39,91.965,95.07,92.405,-4.96,12.32,-3.08,1.14,11.59,0.28,-5.61,-1.8
898,898,(주)대창,12800,  1차 금속 제조업,95.41,90.89,95.77,91.46,96.15,91.98,94.59,91.175,98.24,90.055,91.94,89.125,90.57,90.23,92.76,91.965,92.37,92.405,-0.38,-0.4,1.62,-3.86,6.41,1.49,-2.42,0.42
899,899,(주)대창스틸,140520,  1차 금속 제조업,0.0,90.89,0.0,91.46,0.0,91.98,94.03,91.175,94.1,90.055,95.11,89.125,95.15,90.23,94.73,91.965,93.66,92.405,,,-inf,-0.07,-1.07,-0.04,0.44,1.13
900,900,(주)대호에이엘,69460,  1차 금속 제조업,90.48,90.89,93.91,91.46,95.85,91.98,97.14,91.175,93.8,90.055,96.23,89.125,95.14,90.23,95.57,91.965,97.11,92.405,-3.79,-2.07,-1.35,3.44,-2.59,1.13,-0.45,-1.61
901,901,(주)대호특수강,21040,  1차 금속 제조업,95.02,90.89,98.3,91.46,92.92,91.98,90.34,91.175,90.55,90.055,87.97,89.125,89.87,90.23,91.72,91.965,93.51,92.405,-3.45,5.47,2.78,-0.23,2.85,-2.16,-2.06,-1.95
902,902,(주)동양에스텍,60380,  1차 금속 제조업,94.42,90.89,95.78,91.46,94.95,91.98,95.84,91.175,94.26,90.055,93.25,89.125,94.59,90.23,95.05,91.965,95.4,92.405,-1.44,0.87,-0.94,1.65,1.07,-1.44,-0.49,-0.37
903,903,(주)서원,21050,  1차 금속 제조업,94.84,90.89,95.16,91.46,94.53,91.98,94.03,91.175,98.43,90.055,89.87,89.125,88.25,90.23,92.4,91.965,92.58,92.405,-0.34,0.66,0.53,-4.68,8.7,1.8,-4.7,-0.19
904,904,(주)성광벤드,14620,  1차 금속 제조업,79.34,90.89,70.63,91.46,68.28,91.98,71.07,91.175,79.15,90.055,86.62,89.125,98.64,90.23,92.2,91.965,81.8,92.405,10.98,3.33,-4.09,-11.37,-9.44,-13.88,6.53,11.28
905,905,(주)세아베스틸지주,1430,  1차 금속 제조업,84.9,90.89,88.65,91.46,89.4,91.98,88.01,91.175,85.62,90.055,89.59,89.125,88.32,90.23,94.55,91.965,94.88,92.405,-4.42,-0.85,1.55,2.72,-4.64,1.42,-7.05,-0.35
906,906,(주)세아제강,306200,  1차 금속 제조업,0.0,90.89,0.0,91.46,0.0,91.98,0.0,91.175,0.0,90.055,0.0,89.125,0.0,90.23,92.45,91.965,90.99,92.405,,,,,,,-inf,1.58
907,907,(주)세아제강지주,3030,  1차 금속 제조업,88.87,90.89,87.59,91.46,88.11,91.98,87.57,91.175,88.43,90.055,86.88,89.125,86.0,90.23,0.0,91.965,0.0,92.405,1.44,-0.59,0.61,-0.98,1.75,1.01,100.0,
908,908,(주)세아특수강,19440,  1차 금속 제조업,90.45,90.89,92.63,91.46,90.24,91.98,90.52,91.175,91.03,90.055,89.98,89.125,90.87,90.23,93.28,91.965,93.49,92.405,-2.41,2.58,-0.31,-0.56,1.15,-0.99,-2.65,-0.23
909,909,(주)신화다이나믹스,1770,  1차 금속 제조업,92.48,90.89,91.71,91.46,95.56,91.98,92.61,91.175,87.56,90.055,92.4,89.125,89.09,90.23,90.42,91.965,92.96,92.405,0.83,-4.2,3.09,5.45,-5.53,3.58,-1.49,-2.81
910,910,(주)쎄니트,37760,  1차 금속 제조업,99.82,90.89,90.72,91.46,90.57,91.98,87.27,91.175,88.47,90.055,90.43,89.125,93.37,90.23,91.96,91.965,88.67,92.405,9.12,0.17,3.64,-1.38,-2.22,-3.25,1.51,3.58
911,911,(주)알루코,1780,  1차 금속 제조업,90.15,90.89,91.11,91.46,86.88,91.98,89.52,91.175,87.07,90.055,87.17,89.125,89.05,90.23,94.22,91.965,93.5,92.405,-1.06,4.64,-3.04,2.74,-0.11,-2.16,-5.81,0.76
912,912,(주)엔아이스틸,8260,  1차 금속 제조업,81.45,90.89,83.3,91.46,83.41,91.98,85.11,91.175,84.26,90.055,81.26,89.125,83.54,90.23,81.12,91.965,84.2,92.405,-2.27,-0.13,-2.04,1.0,3.56,-2.81,2.9,-3.8
913,913,(주)영풍,670,  1차 금속 제조업,90.58,90.89,88.97,91.46,91.29,91.98,93.88,91.175,90.43,90.055,90.88,89.125,94.53,90.23,98.4,91.965,92.44,92.405,1.78,-2.61,-2.84,3.67,-0.5,-4.02,-4.09,6.06
914,914,(주)영흥,12160,  1차 금속 제조업,86.46,90.89,91.12,91.46,87.26,91.98,88.74,91.175,88.19,90.055,89.54,89.125,90.46,90.23,91.37,91.965,90.42,92.405,-5.39,4.24,-1.7,0.62,-1.53,-1.03,-1.01,1.04
915,915,(주)원일특강,12620,  1차 금속 제조업,91.12,90.89,91.46,91.46,90.68,91.98,90.75,91.175,92.5,90.055,90.55,89.125,91.22,90.23,91.5,91.965,92.29,92.405,-0.37,0.85,-0.08,-1.93,2.11,-0.74,-0.31,-0.86
916,916,(주)자연과환경,43910,  1차 금속 제조업,97.07,90.89,98.24,91.46,94.52,91.98,75.44,91.175,71.61,90.055,94.55,89.125,95.11,90.23,81.95,91.965,81.98,92.405,-1.21,3.79,20.19,5.08,-32.03,-0.59,13.84,-0.04
917,917,(주)코센,9730,  1차 금속 제조업,103.23,90.89,100.18,91.46,91.01,91.98,91.7,91.175,89.64,90.055,100.98,89.125,89.89,90.23,92.15,91.965,92.23,92.405,2.95,9.15,-0.76,2.25,-12.65,10.98,-2.51,-0.09
918,918,(주)태광,23160,  1차 금속 제조업,77.83,90.89,78.99,91.46,80.7,91.98,87.43,91.175,85.44,90.055,89.84,89.125,86.67,90.23,85.6,91.965,88.32,92.405,-1.49,-2.16,-8.34,2.28,-5.15,3.53,1.23,-3.18
919,919,(주)포스코엠텍,9520,  1차 금속 제조업,95.08,90.89,94.66,91.46,98.05,91.98,95.71,91.175,90.54,90.055,89.04,89.125,90.23,90.23,89.67,91.965,90.79,92.405,0.44,-3.58,2.39,5.4,1.66,-1.34,0.62,-1.25
920,920,(주)풍산,103140,  1차 금속 제조업,91.98,90.89,90.92,91.46,90.26,91.98,90.66,91.175,90.31,90.055,86.58,89.125,86.25,90.23,89.96,91.965,92.03,92.405,1.15,0.73,-0.44,0.39,4.13,0.38,-4.3,-2.3
921,921,(주)피제이메탈,128660,  1차 금속 제조업,94.82,90.89,93.96,91.46,95.59,91.98,91.91,91.175,90.92,90.055,96.81,89.125,93.95,90.23,94.61,91.965,95.33,92.405,0.91,-1.73,3.85,1.08,-6.48,2.95,-0.7,-0.76
922,922,(주)하이스틸,71090,  1차 금속 제조업,91.86,90.89,92.59,91.46,93.15,91.98,88.74,91.175,96.3,90.055,86.57,89.125,87.34,90.23,97.33,91.965,94.97,92.405,-0.79,-0.6,4.73,-8.52,10.1,-0.89,-11.44,2.42
923,923,(주)한국특강,7280,  1차 금속 제조업,94.12,90.89,95.36,91.46,95.61,91.98,94.84,91.175,101.46,90.055,95.45,89.125,93.5,90.23,95.06,91.965,98.18,92.405,-1.32,-0.26,0.81,-6.98,5.92,2.04,-1.67,-3.28
924,924,(주)화인베스틸,133820,  1차 금속 제조업,0.0,90.89,0.0,91.46,0.0,91.98,85.94,91.175,92.37,90.055,90.22,89.125,90.6,90.23,89.58,91.965,96.14,92.405,,,-inf,-7.48,2.33,-0.42,1.13,-7.32
925,925,(주)황금에스티,32560,  1차 금속 제조업,90.44,90.89,93.09,91.46,92.01,91.98,90.49,91.175,91.96,90.055,87.57,89.125,81.99,90.23,87.62,91.965,87.64,92.405,-2.93,1.16,1.65,-1.62,4.77,6.37,-6.87,-0.02
926,926,(주)휴스틸,5010,  1차 금속 제조업,86.36,90.89,86.32,91.46,90.04,91.98,87.61,91.175,90.97,90.055,90.7,89.125,89.23,90.23,93.8,91.965,95.54,92.405,0.05,-4.31,2.7,-3.84,0.3,1.62,-5.12,-1.86
927,927,KG스틸(주),16380,  1차 금속 제조업,94.69,90.89,94.12,91.46,93.72,91.98,98.33,91.175,88.41,90.055,87.0,89.125,94.18,90.23,96.07,91.965,94.38,92.405,0.6,0.42,-4.92,10.09,1.59,-8.25,-2.01,1.76
928,928,경남스틸(주),39240,  1차 금속 제조업,93.59,90.89,93.79,91.46,94.18,91.98,93.66,91.175,93.34,90.055,94.62,89.125,94.34,90.23,94.42,91.965,95.12,92.405,-0.21,-0.42,0.55,0.34,-1.37,0.3,-0.08,-0.74
929,929,고려아연(주),10130,  1차 금속 제조업,80.47,90.89,83.0,91.46,83.79,91.98,82.98,91.175,82.09,90.055,84.24,89.125,84.18,90.23,87.01,91.965,84.61,92.405,-3.14,-0.95,0.97,1.07,-2.62,0.07,-3.36,2.76
930,930,고려제강(주),2240,  1차 금속 제조업,84.82,90.89,86.8,91.46,87.49,91.98,82.83,91.175,83.16,90.055,82.1,89.125,83.19,90.23,84.81,91.965,84.97,92.405,-2.33,-0.79,5.33,-0.4,1.27,-1.33,-1.95,-0.19
931,931,광진실업(주),26910,  1차 금속 제조업,85.56,90.89,91.35,91.46,92.31,91.98,88.66,91.175,90.69,90.055,88.95,89.125,89.34,90.23,90.49,91.965,92.73,92.405,-6.77,-1.05,3.95,-2.29,1.92,-0.44,-1.29,-2.48
932,932,국일신동(주),60480,  1차 금속 제조업,0.0,90.89,0.0,91.46,0.0,91.98,88.86,91.175,91.58,90.055,91.57,89.125,82.78,90.23,90.23,91.965,93.28,92.405,,,-inf,-3.06,0.01,9.6,-9.0,-3.38
933,933,금강공업(주),14280,  1차 금속 제조업,86.55,90.89,85.87,91.46,85.51,91.98,85.22,91.175,82.45,90.055,78.21,89.125,79.68,90.23,84.92,91.965,86.44,92.405,0.79,0.42,0.34,3.25,5.14,-1.88,-6.58,-1.79
934,934,금강철강(주),53260,  1차 금속 제조업,94.6,90.89,94.54,91.46,94.8,91.98,94.75,91.175,93.3,90.055,93.52,89.125,94.67,90.23,95.14,91.965,94.5,92.405,0.06,-0.28,0.05,1.53,-0.24,-1.23,-0.5,0.67
935,935,대동금속(주),20400,  1차 금속 제조업,91.16,90.89,92.1,91.46,92.16,91.98,91.6,91.175,89.28,90.055,92.73,89.125,91.58,90.23,91.93,91.965,90.9,92.405,-1.03,-0.07,0.61,2.53,-3.86,1.24,-0.38,1.12
936,936,대한제강(주),84010,  1차 금속 제조업,93.41,90.89,93.0,91.46,94.36,91.98,94.36,91.175,88.09,90.055,89.09,89.125,92.25,90.23,95.6,91.965,91.84,92.405,0.44,-1.46,0.0,6.64,-1.14,-3.55,-3.63,3.93
937,937,동국산업(주),5160,  1차 금속 제조업,87.25,90.89,91.44,91.46,91.22,91.98,91.31,91.175,88.64,90.055,85.74,89.125,86.04,90.23,87.29,91.965,86.85,92.405,-4.8,0.24,-0.1,2.92,3.27,-0.35,-1.45,0.5
