,Unnamed: 0,구분,코드,산업명,2011년,2011년.mid,2012년,2012년.mid,2013년,2013년.mid,2014년,2014년.mid,2015년,2015년.mid,2016년,2016년.mid,2017년,2017년.mid,2018년,2018년.mid,2019년,2019년.mid,2012년 감소율,2013년 감소율,2014년 감소율,2015년 감소율,2016년 감소율,2017년 감소율,2018년 감소율,2019년 감소율
315,315,(주)판타지오,32800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.33,78.63,73.11,79.75,83.15,81.65,93.64,81.58,74.34,81.36,82.67,82.3,95.75,81.2,81.83,81.97,77.73,81.8,-7.0,-13.73,-12.62,20.61,-11.21,-15.82,14.54,5.01
316,316,(주)푸른기술,94940,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.62,78.63,73.79,79.75,73.66,81.65,80.19,81.58,82.1,81.36,80.87,82.3,77.37,81.2,77.4,81.97,77.41,81.8,6.14,0.18,-8.87,-2.38,1.5,4.33,-0.04,-0.01
317,317,(주)플래스크,41590,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.66,78.63,87.89,79.75,86.33,81.65,83.61,81.58,96.4,81.36,105.94,82.3,92.51,81.2,97.78,81.97,90.65,81.8,-0.26,1.77,3.15,-15.3,-9.9,12.68,-5.7,7.29
318,318,(주)피델릭스,32580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.4,78.63,87.01,79.75,81.88,81.65,85.99,81.58,85.62,81.36,86.34,82.3,82.63,81.2,82.95,81.97,84.54,81.8,-3.09,5.9,-5.02,0.43,-0.84,4.3,-0.39,-1.92
319,319,(주)피에스엠씨,24850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",105.05,78.63,91.67,79.75,92.94,81.65,97.65,81.58,119.67,81.36,122.71,82.3,0.0,81.2,92.09,81.97,97.66,81.8,12.74,-1.39,-5.07,-22.55,-2.54,100.0,-inf,-6.05
320,320,(주)피에이치씨,57880,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",77.46,78.63,91.42,79.75,75.01,81.65,146.28,81.58,97.58,81.36,71.25,82.3,79.02,81.2,76.97,81.97,85.81,81.8,-18.02,17.95,-95.01,33.29,26.98,-10.91,2.59,-11.48
321,321,(주)피피아이,62970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,0.0,81.2,0.0,81.97,88.09,81.8,,,,,,,,-inf
322,322,(주)픽셀플러스,87600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,72.92,81.36,81.66,82.3,83.36,81.2,74.81,81.97,73.32,81.8,,,,-inf,-11.99,-2.08,10.26,1.99
323,323,(주)하이소닉,106080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.22,78.63,79.62,79.75,95.81,81.65,101.94,81.58,93.44,81.36,103.47,82.3,98.76,81.2,99.65,81.97,116.5,81.8,12.72,-20.33,-6.4,8.34,-10.73,4.55,-0.9,-16.91
324,324,(주)하이트론씨스템즈,19490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.1,78.63,92.82,79.75,95.34,81.65,94.98,81.58,93.83,81.36,95.99,82.3,100.77,81.2,82.49,81.97,111.66,81.8,0.3,-2.71,0.38,1.21,-2.3,-4.98,18.14,-35.36
325,325,(주)홈캐스트,64240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",77.69,78.63,77.41,79.75,73.79,81.65,70.31,81.58,66.45,81.36,67.01,82.3,71.36,81.2,83.8,81.97,73.9,81.8,0.36,4.68,4.72,5.49,-0.84,-6.49,-17.43,11.81
326,326,(주)휴니드테크놀러지스,5870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.69,78.63,93.97,79.75,89.01,81.65,84.07,81.58,83.5,81.36,83.84,82.3,82.55,81.2,82.64,81.97,86.37,81.8,-15.03,5.28,5.55,0.68,-0.41,1.54,-0.11,-4.51
327,327,(주)휴맥스,115160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.12,78.63,80.19,79.75,81.94,81.65,81.61,81.58,81.82,81.36,84.22,82.3,84.79,81.2,89.99,81.97,85.69,81.8,2.35,-2.18,0.4,-0.26,-2.93,-0.68,-6.13,4.78
328,328,(주)휴맥스홀딩스,28080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,0.0,81.2,0.0,81.97,0.0,81.8,,,,,,,,
329,329,LG이노텍(주),11070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.51,78.63,91.32,79.75,90.4,81.65,87.2,81.58,87.99,81.36,89.27,82.3,88.77,81.2,90.67,81.97,89.34,81.8,1.29,1.01,3.54,-0.91,-1.45,0.56,-2.14,1.47
330,330,가온미디어(주),78890,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.53,78.63,81.73,79.75,83.89,81.65,84.42,81.58,81.52,81.36,82.99,82.3,84.96,81.2,89.03,81.97,84.18,81.8,0.97,-2.64,-0.63,3.44,-1.8,-2.37,-4.79,5.45
331,331,경인전자(주),9140,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.55,78.63,90.8,79.75,90.41,81.65,88.77,81.58,88.18,81.36,88.69,82.3,82.56,81.2,82.48,81.97,80.61,81.8,-4.91,0.43,1.81,0.66,-0.58,6.91,0.1,2.27
332,332,광전자(주),17900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.13,78.63,93.33,79.75,91.7,81.65,99.02,81.58,95.08,81.36,91.41,82.3,85.6,81.2,87.09,81.97,89.28,81.8,-2.41,1.75,-7.98,3.98,3.86,6.36,-1.74,-2.51
333,333,뉴지랩파마(주),214870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,87.17,81.36,93.04,82.3,99.26,81.2,100.28,81.97,72.29,81.8,,,,-inf,-6.73,-6.69,-1.03,27.91
334,334,다믈멀티미디어(주),93640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.75,78.63,73.54,79.75,72.45,81.65,71.63,81.58,76.06,81.36,72.19,82.3,72.05,81.2,67.56,81.97,61.08,81.8,10.04,1.48,1.13,-6.18,5.09,0.19,6.23,9.59
335,335,대동전자(주),8110,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.06,78.63,82.55,79.75,80.24,81.65,78.98,81.58,96.18,81.36,86.1,82.3,79.65,81.2,88.88,81.97,87.04,81.8,-21.29,2.8,1.57,-21.78,10.48,7.49,-11.59,2.07
336,336,대우전자부품(주),9320,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.62,78.63,87.9,79.75,84.64,81.65,76.9,81.58,81.24,81.36,82.05,82.3,79.49,81.2,82.46,81.97,85.29,81.8,7.1,3.71,9.14,-5.64,-1.0,3.12,-3.74,-3.43
337,337,대주전자재료(주),78600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.61,78.63,74.36,79.75,77.54,81.65,77.67,81.58,78.97,81.36,71.12,82.3,80.02,81.2,78.1,81.97,81.45,81.8,8.88,-4.28,-0.17,-1.67,9.94,-12.51,2.4,-4.29
338,338,덕산네오룩스(주),213420,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,79.77,81.36,77.17,82.3,67.88,81.2,66.8,81.97,66.01,81.8,,,,-inf,3.26,12.04,1.59,1.18
339,339,덕산하이메탈(주),77360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",58.93,78.63,58.57,79.75,60.4,81.65,66.46,81.58,61.77,81.36,70.16,82.3,78.6,81.2,82.28,81.97,78.25,81.8,0.61,-3.12,-10.03,7.06,-13.58,-12.03,-4.68,4.9
340,340,덕우전자(주),263600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,74.39,81.2,83.95,81.97,76.93,81.8,,,,,,-inf,-12.85,8.36
341,341,동원시스템즈(주),14820,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.09,78.63,87.79,79.75,91.21,81.65,90.41,81.58,89.01,81.36,87.36,82.3,87.78,81.2,87.3,81.97,88.08,81.8,0.34,-3.9,0.88,1.55,1.85,-0.48,0.55,-0.89
342,342,라온시큐어(주),42510,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",110.21,78.63,43.36,79.75,49.93,81.65,45.72,81.58,39.8,81.36,40.63,82.3,39.12,81.2,43.59,81.97,45.07,81.8,60.66,-15.15,8.43,12.95,-2.09,3.72,-11.43,-3.4
343,343,리노공업(주),58470,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",55.57,78.63,54.25,79.75,54.37,81.65,54.74,81.58,54.17,81.36,56.53,82.3,57.86,81.2,59.0,81.97,56.46,81.8,2.38,-0.22,-0.68,1.04,-4.36,-2.35,-1.97,4.31
344,344,마이크로로봇(주),182690,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,71.46,81.58,88.6,81.36,103.61,82.3,121.82,81.2,136.6,81.97,142.0,81.8,,,-inf,-23.99,-16.94,-17.58,-12.13,-3.95
345,345,빛샘전자(주),72950,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,73.75,79.75,79.28,81.65,81.12,81.58,75.25,81.36,79.36,82.3,77.26,81.2,79.84,81.97,79.77,81.8,-inf,-7.5,-2.32,7.24,-5.46,2.65,-3.34,0.09
346,346,삼성SDI(주),6400,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.35,78.63,87.89,79.75,86.54,81.65,85.66,81.58,83.59,81.36,88.34,82.3,83.72,81.2,79.76,81.97,79.66,81.8,2.72,1.54,1.02,2.42,-5.68,5.23,4.73,0.13
347,347,삼성전기(주),9150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.45,78.63,82.43,79.75,82.11,81.65,88.18,81.58,85.96,81.36,88.31,82.3,83.3,81.2,73.19,81.97,71.52,81.8,1.22,0.39,-7.39,2.52,-2.73,5.67,12.14,2.28
348,348,삼성전자(주),5930,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.83,78.63,70.42,79.75,69.92,81.65,71.97,81.58,73.71,81.36,72.63,82.3,62.63,81.2,59.67,81.97,73.41,81.8,5.89,0.71,-2.93,-2.42,1.47,13.77,4.73,-23.03
349,349,삼영이엔씨(주),65570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",57.28,78.63,52.65,79.75,56.18,81.65,58.66,81.58,56.78,81.36,53.77,82.3,57.48,81.2,62.75,81.97,73.43,81.8,8.08,-6.7,-4.41,3.2,5.3,-6.9,-9.17,-17.02
350,350,삼영전자공업(주),5680,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",85.91,78.63,88.71,79.75,89.38,81.65,88.05,81.58,88.23,81.36,87.71,82.3,88.27,81.2,88.88,81.97,91.5,81.8,-3.26,-0.76,1.49,-0.2,0.59,-0.64,-0.69,-2.95
351,351,삼지전자(주),37460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.0,78.63,81.67,79.75,76.32,81.65,76.07,81.58,81.7,81.36,71.21,82.3,73.07,81.2,89.59,81.97,88.02,81.8,1.6,6.55,0.33,-7.4,12.84,-2.61,-22.61,1.75
352,352,삼화전기(주),9470,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.12,78.63,88.99,79.75,89.89,81.65,89.72,81.58,91.03,81.36,89.9,82.3,86.76,81.2,87.34,81.97,87.6,81.8,-0.99,-1.01,0.19,-1.46,1.24,3.49,-0.67,-0.3
353,353,삼화전자공업(주),11230,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.91,78.63,90.85,79.75,83.11,81.65,86.08,81.58,96.02,81.36,85.12,82.3,87.12,81.2,91.9,81.97,87.63,81.8,-8.27,8.52,-3.57,-11.55,11.35,-2.35,-5.49,4.65
354,354,삼화콘덴서공업(주),1820,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.47,78.63,85.94,79.75,87.15,81.65,93.11,81.58,86.8,81.36,85.0,82.3,78.87,81.2,58.23,81.97,72.44,81.8,0.61,-1.41,-6.84,6.78,2.07,7.21,26.17,-24.4
355,355,상신전자(주),263810,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,87.35,81.2,90.1,81.97,89.36,81.8,,,,,,-inf,-3.15,0.82
356,356,서울반도체(주),46890,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",85.27,78.63,83.07,79.75,78.31,81.65,84.39,81.58,83.85,81.36,81.77,82.3,80.92,81.2,79.55,81.97,81.44,81.8,2.58,5.73,-7.76,0.64,2.48,1.04,1.69,-2.38
357,357,성문전자(주),14910,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.0,78.63,89.46,79.75,93.14,81.65,92.86,81.58,91.97,81.36,90.17,82.3,90.37,81.2,89.95,81.97,96.1,81.8,-7.78,-4.11,0.3,0.96,1.96,-0.22,0.46,-6.84
358,358,성우전자(주),81580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.16,78.63,90.15,79.75,86.62,81.65,84.19,81.58,87.49,81.36,89.04,82.3,87.71,81.2,90.8,81.97,92.74,81.8,-2.26,3.92,2.81,-3.92,-1.77,1.49,-3.52,-2.14
359,359,성우테크론(주),45300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.48,78.63,94.29,79.75,91.9,81.65,90.34,81.58,89.13,81.36,82.81,82.3,81.09,81.2,76.73,81.97,87.11,81.8,0.2,2.53,1.7,1.34,7.09,2.08,5.38,-13.53
360,360,성호전자(주),43260,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.4,78.63,87.37,79.75,89.77,81.65,85.29,81.58,80.95,81.36,82.7,82.3,82.76,81.2,84.5,81.97,92.27,81.8,1.17,-2.75,4.99,5.09,-2.16,-0.07,-2.1,-9.2
361,361,솔루스첨단소재(주),336370,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,0.0,81.2,0.0,81.97,36.01,81.8,,,,,,,,-inf
362,362,시그네틱스(주),33170,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.08,78.63,91.67,79.75,93.62,81.65,98.51,81.58,95.16,81.36,99.6,82.3,96.06,81.2,99.42,81.97,103.27,81.8,-1.77,-2.13,-5.22,3.4,-4.67,3.55,-3.5,-3.87
363,363,써니전자(주),4770,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.23,78.63,82.91,79.75,80.84,81.65,78.32,81.58,69.65,81.36,66.38,82.3,71.38,81.2,72.17,81.97,64.8,81.8,1.57,2.5,3.12,11.07,4.69,-7.53,-1.11,10.21
364,364,씨앤티85(주),56730,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.64,78.63,83.58,79.75,105.74,81.65,102.61,81.58,83.05,81.36,85.3,82.3,69.7,81.2,94.6,81.97,96.26,81.8,-16.67,-26.51,2.96,19.06,-2.71,18.29,-35.72,-1.75
365,365,아남전자(주),8700,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.38,78.63,87.27,79.75,86.27,81.65,87.18,81.58,88.41,81.36,89.05,82.3,89.32,81.2,96.24,81.97,93.72,81.8,-3.42,1.15,-1.05,-1.41,-0.72,-0.3,-7.75,2.62
366,366,아이쓰리시스템(주),214430,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,75.82,81.36,77.07,82.3,75.89,81.2,76.58,81.97,90.9,81.8,,,,-inf,-1.65,1.53,-0.91,-18.7
367,367,알에스오토메이션(주),140670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,83.88,81.2,87.61,81.97,86.67,81.8,,,,,,-inf,-4.45,1.07
368,368,알에프머트리얼즈(주),327260,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,0.0,81.2,0.0,81.97,74.07,81.8,,,,,,,,-inf
369,369,어보브반도체(주),102120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.82,78.63,81.71,79.75,78.12,81.65,79.52,81.58,79.36,81.36,79.02,82.3,78.41,81.2,78.35,81.97,72.79,81.8,3.67,4.39,-1.79,0.2,0.43,0.77,0.08,7.1
370,370,에스맥(주),97780,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.87,78.63,91.73,79.75,89.88,81.65,98.69,81.58,100.37,81.36,92.53,82.3,90.19,81.2,80.11,81.97,81.06,81.8,-0.95,2.02,-9.8,-1.7,7.81,2.53,11.18,-1.19
371,371,에스엔케이폴리텍(주),91340,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",69.34,78.63,80.16,79.75,81.65,81.65,66.52,81.58,63.5,81.36,72.67,82.3,78.62,81.2,81.23,81.97,73.6,81.8,-15.6,-1.86,18.53,4.54,-14.44,-8.19,-3.32,9.39
372,372,에스지에이(주),49470,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.19,78.63,72.87,79.75,79.09,81.65,77.98,81.58,84.92,81.36,88.07,82.3,80.93,81.2,82.31,81.97,84.53,81.8,-0.94,-8.54,1.4,-8.9,-3.71,8.11,-1.71,-2.7
373,373,에스케이하이닉스(주),660,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",83.36,78.63,89.46,79.75,64.39,81.65,56.25,81.58,58.58,81.36,64.83,82.3,43.68,81.2,38.94,81.97,72.62,81.8,-7.32,28.02,12.64,-4.14,-10.67,32.62,10.85,-86.49
374,374,에스텍(주),69510,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.91,78.63,81.39,79.75,81.7,81.65,81.43,81.58,81.28,81.36,82.29,82.3,81.02,81.2,80.44,81.97,79.52,81.8,-1.85,-0.38,0.33,0.18,-1.24,1.54,0.72,1.14
375,375,에이피위성(주),211270,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,65.05,82.3,73.92,81.2,86.33,81.97,70.55,81.8,,,,,-inf,-13.64,-16.79,18.28
376,376,엔시트론(주),101400,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.04,78.63,75.34,79.75,84.68,81.65,87.82,81.58,88.54,81.36,78.19,82.3,86.56,81.2,87.67,81.97,91.32,81.8,-6.05,-12.4,-3.71,-0.82,11.69,-10.7,-1.28,-4.16
377,377,엘비세미콘(주),61970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.33,78.63,79.58,79.75,92.12,81.65,96.01,81.58,84.84,81.36,82.46,82.3,84.97,81.2,83.11,81.97,77.6,81.8,5.63,-15.76,-4.22,11.63,2.81,-3.04,2.19,6.63
378,378,엘지디스플레이(주),34220,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.92,78.63,91.81,79.75,89.36,81.65,88.09,81.58,88.37,81.36,89.06,82.3,84.87,81.2,91.36,81.97,96.2,81.8,6.24,2.67,1.42,-0.32,-0.78,4.7,-7.65,-5.3
379,379,엘지전자(주),66570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.05,78.63,78.61,79.75,80.66,81.65,80.35,81.58,80.12,81.36,79.18,82.3,79.27,81.2,78.76,81.97,77.48,81.8,4.19,-2.61,0.38,0.29,1.17,-0.11,0.64,1.63
380,380,엘컴텍(주),37950,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.46,78.63,108.91,79.75,131.25,81.65,80.64,81.58,75.04,81.36,76.46,82.3,75.41,81.2,79.25,81.97,74.13,81.8,-12.91,-20.51,38.56,6.94,-1.89,1.37,-5.09,6.46
381,381,엠케이전자(주),33160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.42,78.63,95.75,79.75,95.42,81.65,94.27,81.58,94.03,81.36,94.57,82.3,95.42,81.2,95.89,81.97,96.37,81.8,0.69,0.34,1.21,0.25,-0.57,-0.9,-0.49,-0.5
382,382,옵티시스(주),109080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",50.17,78.63,49.39,79.75,56.46,81.65,58.81,81.58,59.12,81.36,58.74,82.3,60.74,81.2,60.04,81.97,62.48,81.8,1.55,-14.31,-4.16,-0.53,0.64,-3.4,1.15,-4.06
383,383,와이더블유(주),51390,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.39,78.63,91.9,79.75,80.06,81.65,82.03,81.58,67.92,81.36,75.79,82.3,70.23,81.2,73.52,81.97,60.98,81.8,-11.54,12.88,-2.46,17.2,-11.59,7.34,-4.68,17.06
384,384,와이엠씨(주),155650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,68.85,79.75,72.56,81.65,81.27,81.58,80.64,81.36,86.02,82.3,82.13,81.2,87.81,81.97,97.33,81.8,-inf,-5.39,-12.0,0.78,-6.67,4.52,-6.92,-10.84
385,385,우리바이오(주),82850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.44,78.63,88.57,79.75,86.94,81.65,102.88,81.58,85.48,81.36,103.96,82.3,110.24,81.2,85.05,81.97,77.98,81.8,4.19,1.84,-18.33,16.91,-21.62,-6.04,22.85,8.31
386,386,우리이앤엘(주),153490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,97.35,81.65,88.49,81.58,86.52,81.36,84.21,82.3,83.99,81.2,84.17,81.97,87.25,81.8,,-inf,9.1,2.23,2.67,0.26,-0.21,-3.66
387,387,유아이엘(주),49520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.75,78.63,86.75,79.75,88.85,81.65,90.45,81.58,94.19,81.36,96.55,82.3,93.16,81.2,97.43,81.97,98.94,81.8,9.4,-2.42,-1.8,-4.13,-2.51,3.51,-4.58,-1.55
388,388,인탑스(주),49070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.21,78.63,91.02,79.75,92.95,81.65,99.03,81.58,90.22,81.36,82.82,82.3,82.04,81.2,79.38,81.97,77.08,81.8,-2.03,-2.12,-6.54,8.9,8.2,0.94,3.24,2.9
389,389,일진디스플레이(주),20760,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.73,78.63,84.58,79.75,87.15,81.65,90.32,81.58,97.08,81.36,109.32,82.3,85.5,81.2,92.9,81.97,114.95,81.8,0.18,-3.04,-3.64,-7.48,-12.61,21.79,-8.65,-23.74
390,390,일진머티리얼즈(주),20150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.73,78.63,95.5,79.75,93.76,81.65,92.88,81.58,91.5,81.36,84.09,82.3,76.21,81.2,79.68,81.97,81.47,81.8,-5.26,1.82,0.94,1.49,8.1,9.37,-4.55,-2.25
391,391,자화전자(주),33240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.37,78.63,79.95,79.75,80.33,81.65,80.51,81.58,79.56,81.36,78.31,82.3,85.51,81.2,87.96,81.97,85.22,81.8,5.24,-0.48,-0.22,1.18,1.57,-9.19,-2.87,3.12
392,392,재영솔루텍(주),49630,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.27,78.63,88.98,79.75,90.99,81.65,87.69,81.58,88.5,81.36,90.59,82.3,99.24,81.2,90.48,81.97,82.11,81.8,-3.14,-2.26,3.63,-0.92,-2.36,-9.55,8.83,9.25
393,393,제이엠티(주),94970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.53,78.63,91.9,79.75,90.88,81.65,91.3,81.58,95.58,81.36,94.44,82.3,94.74,81.2,92.57,81.97,89.22,81.8,0.68,1.11,-0.46,-4.69,1.19,-0.32,2.29,3.62
394,394,케이에이치전자(주),111870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.39,78.63,74.36,79.75,78.33,81.65,83.46,81.58,79.67,81.36,81.72,82.3,81.7,81.2,85.34,81.97,87.82,81.8,0.04,-5.34,-6.55,4.54,-2.57,0.02,-4.46,-2.91
395,395,코웰패션(주),33290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,78.63,83.42,79.75,83.71,81.65,75.65,81.58,53.67,81.36,49.98,82.3,39.45,81.2,38.91,81.97,47.07,81.8,-6.09,-0.35,9.63,29.05,6.88,21.07,1.37,-20.97
396,396,코위버(주),56360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",76.66,78.63,75.32,79.75,73.53,81.65,66.61,81.58,69.06,81.36,67.22,82.3,64.3,81.2,70.76,81.97,73.19,81.8,1.75,2.38,9.41,-3.68,2.66,4.34,-10.05,-3.43
397,397,크루셜텍(주),114120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.35,78.63,96.66,79.75,99.98,81.65,95.96,81.58,79.98,81.36,85.13,82.3,91.93,81.2,96.71,81.97,83.89,81.8,-10.66,-3.43,4.02,16.65,-6.44,-7.99,-5.2,13.26
398,398,티제이미디어(주),32540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.4,78.63,76.13,79.75,80.9,81.65,79.07,81.58,77.45,81.36,78.92,82.3,76.3,81.2,79.07,81.97,77.58,81.8,-5.15,-6.27,2.26,2.05,-1.9,3.32,-3.63,1.88
399,399,팅크웨어(주),84730,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.78,78.63,72.61,79.75,76.08,81.65,70.54,81.58,69.01,81.36,68.37,82.3,68.25,81.2,69.8,81.97,67.43,81.8,1.59,-4.78,7.28,2.17,0.93,0.18,-2.27,3.4
400,400,하나마이크론(주),67310,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.39,78.63,95.21,79.75,95.61,81.65,84.72,81.58,88.71,81.36,95.91,82.3,92.64,81.2,94.81,81.97,92.92,81.8,-5.33,-0.42,11.39,-4.71,-8.12,3.41,-2.34,1.99
401,401,하나머티리얼즈(주),166090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,78.63,0.0,79.75,0.0,81.65,0.0,81.58,0.0,81.36,0.0,82.3,67.92,81.2,62.15,81.97,63.01,81.8,,,,,,-inf,8.5,-1.38
402,402,한국컴퓨터(주),54040,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.09,78.63,97.06,79.75,94.3,81.65,96.59,81.58,95.26,81.36,95.25,82.3,94.85,81.2,88.41,81.97,90.16,81.8,-2.07,2.84,-2.43,1.38,0.01,0.42,6.79,-1.98
