회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결),이보배,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,07-Dec,4.66,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,08-Dec,-2.47,,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,09-Dec,2.32,1.3,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,10-Dec,2.98,3.12,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,11-Dec,4.52,3.08,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,12-Dec,7.14,3.21,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,13-Dec,12.6,6.89,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,14-Dec,17.76,5.81,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,15-Dec,11.82,13.16,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,16-Dec,89.42,82.56,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,17-Dec,223.77,178.94,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,18-Dec,211.33,157.17,,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,19-Dec,368.29,219.82,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,Dec-00,1.71,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,01-Dec,1.16,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,02-Dec,1.2,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,03-Dec,0.92,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,04-Dec,1.51,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,05-Dec,2.96,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,06-Dec,3.89,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,07-Dec,3.14,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,08-Dec,3.08,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,09-Dec,2.51,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,10-Dec,4.12,3.95,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,11-Dec,4.4,3.16,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,12-Dec,4.54,2.51,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,13-Dec,-0.2,-0.86,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,14-Dec,-3.05,-3.21,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,15-Dec,3.01,1.33,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,16-Dec,9.26,6.67,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,17-Dec,10.52,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,18-Dec,25.41,,,,,,,,,,,,,,,,,,,,,,
(주)포스코엠텍,9520,19-Dec,1444.6,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,01-Dec,0.75,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,02-Dec,0.91,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,03-Dec,1.35,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,04-Dec,2.72,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,05-Dec,2.29,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,06-Dec,3.15,,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,07-Dec,5.05,2.53,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,08-Dec,11.74,10.61,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,09-Dec,4.56,3.22,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,10-Dec,4.92,2.27,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,11-Dec,2.31,2.07,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,12-Dec,1.01,1.02,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,13-Dec,2.76,2.67,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,14-Dec,5.18,4.86,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,15-Dec,6.79,6.29,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,16-Dec,7.05,6.42,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,17-Dec,4.86,4.56,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,18-Dec,3.49,3.23,,,,,,,,,,,,,,,,,,,,,
(주)포스코인터내셔널,47050,19-Dec,5.87,4.29,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,01-Dec,2.51,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,02-Dec,17.39,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,03-Dec,27.08,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,04-Dec,37.61,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,05-Dec,81.48,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,06-Dec,689.92,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,07-Dec,1968.24,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,08-Dec,11207.21,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,09-Dec,14998.97,,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,10-Dec,1179.51,1149.24,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,11-Dec,2254.48,204.14,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,12-Dec,1063.85,161.13,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,13-Dec,775.94,700.57,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,14-Dec,378.19,44.87,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,15-Dec,975.7,23.95,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,16-Dec,6192.89,43.63,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,17-Dec,74574.18,68.5,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,18-Dec,81853.17,68.61,,,,,,,,,,,,,,,,,,,,,
(주)포스코케미칼,3670,19-Dec,36.92,28.51,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,12-Jun,,,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,13-Jun,4916344,,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,14-Jun,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,15-Jun,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,16-Jun,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,17-Jun,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,18-Jun,1689.54,999999999,,,,,,,,,,,,,,,,,,,,,
(주)포시에스,189690,19-Jun,1226.78,999999999,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,12-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,13-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,14-Dec,846.22,,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,15-Dec,20.41,,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,16-Dec,11.42,,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,17-Dec,7.36,,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,18-Dec,3.73,3.79,,,,,,,,,,,,,,,,,,,,,
(주)포인트모바일,318020,19-Dec,5.27,6.72,,,,,,,,,,,,,,,,,,,,,
(주)포인트엔지니어링,256630,16-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)포인트엔지니어링,256630,17-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)포인트엔지니어링,256630,18-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)포인트엔지니어링,256630,19-Dec,10.17,10.56,,,,,,,,,,,,,,,,,,,,,
(주)포커스에이치엔에스,331380,19-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,07-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,08-Dec,86.58,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,09-Dec,48.5,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,10-Dec,14.53,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,11-Dec,6.27,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,12-Dec,2.62,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,13-Dec,14.96,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,14-Dec,27.25,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,15-Dec,18.18,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,16-Dec,21.76,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,17-Dec,10.79,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,18-Dec,1.92,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,19-Dec,1.6,3.98,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,02-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,03-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,04-Dec,4521.4,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,05-Dec,2832.47,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,06-Dec,562.49,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,07-Dec,2101.86,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,08-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,09-Dec,22.03,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,10-Dec,-1.09,-5.74,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,11-Dec,3.63,0.05,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,12-Dec,12.2,7.41,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,13-Dec,20.79,10.24,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,14-Dec,3.82,2.55,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,15-Dec,-9869.41,-1688.61,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,16-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,17-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,18-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스오피스,41020,19-Dec,-172.24,-50.43,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,06-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,07-Dec,35.12,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,08-Dec,70.59,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,09-Dec,52.33,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,10-Dec,40.74,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,11-Dec,30.1,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,12-Dec,18.21,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,13-Dec,5.68,,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,14-Dec,16.62,16,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,15-Dec,18.77,22.05,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,16-Dec,144.09,168.23,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,17-Dec,999999999,3972.26,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,18-Dec,22.01,20.93,,,,,,,,,,,,,,,,,,,,,
(주)폴라리스우노,114630,19-Dec,30.31,-6.77,,,,,,,,,,,,,,,,,,,,,
(주)푸드나무,290720,17-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)푸드나무,290720,18-Dec,999999999,999999999,,,,,,,,,,,,,,,,,,,,,
(주)푸드나무,290720,19-Dec,288.89,288.51,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,Jun-00,1.29,,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,01-Jun,0.84,,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,02-Jun,0.95,,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,03-Jun,1.26,,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,04-Jun,3.97,,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,05-Jun,1.83,,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,06-Jun,1.15,,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,07-Dec,2.05,1.11,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,08-Dec,2.75,1.03,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,09-Dec,2.6,1.21,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,10-Dec,3.31,1.94,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,11-Dec,2.85,1.51,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,12-Dec,2.11,2.58,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,13-Dec,1.98,2.94,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,14-Dec,1.02,2.59,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,15-Dec,1.45,3.2,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,16-Dec,2.55,2.96,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,17-Dec,5.16,3.91,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,18-Dec,2.55,5.89,,,,,,,,,,,,,,,,,,,,,
(주)푸드웰,5670,19-Dec,2.08,11.03,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,04-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,05-Dec,208.88,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,06-Dec,136.63,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,07-Dec,296.56,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,08-Dec,116.58,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,09-Dec,885.76,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,10-Dec,-56.56,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,11-Dec,380.56,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,12-Dec,43.43,42.28,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,13-Dec,25.01,19.5,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,14-Dec,-23.29,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,15-Dec,-17.72,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,16-Dec,3.03,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,17-Dec,10.58,,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,18-Dec,6.57,6.57,,,,,,,,,,,,,,,,,,,,,
(주)푸른기술,94940,19-Dec,0.56,3.88,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,Dec-00,0.98,,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,01-Dec,2.23,,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,02-Dec,6.71,,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,03-Dec,6.39,,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,04-Dec,6.71,,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,05-Dec,6.79,,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,06-Dec,6.06,,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,07-Dec,7.18,7.03,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,08-Dec,3.92,4.4,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,09-Dec,0.38,2.07,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,10-Dec,3.41,1.03,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,11-Dec,4.48,1.93,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,12-Dec,2.06,1.51,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,13-Dec,2.16,1.9,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,14-Dec,4.74,2.57,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,15-Dec,5.04,2.88,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,16-Dec,8.07,3.27,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,17-Dec,6.98,4.54,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,18-Dec,8.07,2.85,,,,,,,,,,,,,,,,,,,,,
(주)풀무원,17810,19-Dec,6.34,1.19,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,01-Aug,,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,02-Aug,0.17,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,03-Aug,1.12,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,04-Aug,2.25,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,05-Aug,2.69,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,06-Aug,4.98,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,07-Aug,5.92,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,08-Aug,3.72,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,09-Aug,2.55,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,10-Aug,5.28,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,11-Aug,5.17,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,12-Aug,6.85,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,13-Aug,7.35,,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,14-Aug,16.39,16.05,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,15-Aug,3.9,3.78,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,16-Aug,5.58,5.58,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,17-Aug,7.97,7.92,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,18-Aug,1.62,1.54,,,,,,,,,,,,,,,,,,,,,
(주)풍강,93380,19-Aug,2.7,3.03,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,08-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,09-Dec,4.99,3.48,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,10-Dec,6.32,5.03,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,11-Dec,2.68,2.21,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,12-Dec,3.22,2.22,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,13-Dec,3.93,2.71,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,14-Dec,3.86,2.83,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,15-Dec,3.76,2.8,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,16-Dec,7.31,6.83,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,17-Dec,10.09,8.74,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,18-Dec,5.48,3.75,,,,,,,,,,,,,,,,,,,,,
(주)풍산,103140,19-Dec,2.48,1.38,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,Dec-00,3.39,,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,01-Dec,5.13,,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,02-Dec,5.71,,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,03-Dec,4.39,,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,04-Dec,4.4,,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,05-Dec,4.72,,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,06-Dec,5.25,,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,07-Dec,2.47,1.63,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,08-Dec,-1.99,1.12,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,09-Dec,171.76,3.03,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,10-Dec,78.06,14.23,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,11-Dec,67.82,27.17,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,12-Dec,113.97,19.49,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,13-Dec,236.98,22.41,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,14-Dec,999999999,29.32,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,15-Dec,999999999,26.29,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,16-Dec,999999999,57.28,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,17-Dec,999999999,58.73,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,18-Dec,999999999,28.16,,,,,,,,,,,,,,,,,,,,,
(주)풍산홀딩스,5810,19-Dec,666.09,6.23,,,,,,,,,,,,,,,,,,,,,
(주)퓨런티어,370090,19-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)퓨쳐켐,220100,13-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)퓨쳐켐,220100,14-Dec,-23.77,-3.44,,,,,,,,,,,,,,,,,,,,,
(주)퓨쳐켐,220100,15-Dec,-2.59,-2.59,,,,,,,,,,,,,,,,,,,,,
(주)퓨쳐켐,220100,16-Dec,-5.22,,,,,,,,,,,,,,,,,,,,,,
(주)퓨쳐켐,220100,17-Dec,-4271.15,-1402.32,,,,,,,,,,,,,,,,,,,,,
(주)퓨쳐켐,220100,18-Dec,-2.91,-3.1,,,,,,,,,,,,,,,,,,,,,
(주)퓨쳐켐,220100,19-Dec,-1.74,-1.62,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,01-Dec,4.66,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,02-Dec,7.79,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,03-Dec,4.76,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,04-Dec,2.53,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,05-Dec,2.41,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,06-Dec,0.95,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,07-Dec,1.78,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,08-Dec,2.09,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,09-Dec,3.71,,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,10-Dec,3.98,4.34,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,11-Dec,2.47,3.44,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,12-Dec,3.34,4.01,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,13-Dec,9.58,8.89,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,14-Dec,11.67,9.07,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,15-Dec,12.91,9.64,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,16-Dec,33.23,34.07,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,17-Dec,74.44,70.77,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,18-Dec,137.53,124.78,,,,,,,,,,,,,,,,,,,,,
(주)프럼파스트,35200,19-Dec,833.67,561.6,,,,,,,,,,,,,,,,,,,,,
(주)프로스테믹스,203690,14-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)프로스테믹스,203690,15-Dec,43.54,42.69,,,,,,,,,,,,,,,,,,,,,
(주)프로스테믹스,203690,16-Dec,209.85,196.62,,,,,,,,,,,,,,,,,,,,,
(주)프로스테믹스,203690,17-Dec,-62725.8,-63599.96,,,,,,,,,,,,,,,,,,,,,
(주)프로스테믹스,203690,18-Dec,-7946.7,-8130.7,,,,,,,,,,,,,,,,,,,,,
(주)프로스테믹스,203690,19-Dec,-20.75,-23.52,,,,,,,,,,,,,,,,,,,,,
(주)프로이천,321260,19-Dec,,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,01-Dec,-0.92,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,02-Dec,1.86,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,03-Dec,15.74,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,04-Dec,11.74,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,05-Dec,12.6,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,06-Dec,11.92,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,07-Dec,15.73,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,08-Dec,13.5,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,09-Dec,35.87,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,10-Dec,114.96,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,11-Dec,962.55,,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,12-Dec,645.87,662.9,,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,13-Dec,50.51,37.62,,,,,,,,,,,,,,,,,,,,,
