,회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율
1481,(주)디엔에프,92070,15-Dec,47.95,77777777.77,47.95
1482,(주)디엔에프,92070,16-Dec,32.16,77777777.77,32.16
1483,(주)디엔에프,92070,17-Dec,46.19,77777777.77,46.19
1484,(주)디엔에프,92070,18-Dec,32.25,77777777.77,32.25
1485,(주)디엔에프,92070,19-Dec,12.9,77777777.77,12.9
1486,(주)디엔오토모티브,7340,11-Dec,8.52,11.5,11.5
1487,(주)디엔오토모티브,7340,12-Dec,8.79,9.63,9.63
1488,(주)디엔오토모티브,7340,13-Dec,68.56,32.32,32.32
1489,(주)디엔오토모티브,7340,14-Dec,28.39,13.72,13.72
1490,(주)디엔오토모티브,7340,15-Dec,110.1,25.19,25.19
1491,(주)디엔오토모티브,7340,16-Dec,86.75,27.06,27.06
1492,(주)디엔오토모티브,7340,17-Dec,-13.34,24.64,24.64
1493,(주)디엔오토모티브,7340,18-Dec,133.79,20.28,20.28
1494,(주)디엔오토모티브,7340,19-Dec,177.0,24.35,24.35
1495,(주)디엠에스,68790,11-Dec,1.54,0.83,0.83
1496,(주)디엠에스,68790,12-Dec,-1.28,-1.23,-1.23
1497,(주)디엠에스,68790,13-Dec,1.28,-0.23,-0.23
1498,(주)디엠에스,68790,14-Dec,-0.98,-1.19,-1.19
1499,(주)디엠에스,68790,15-Dec,5.12,2.91,2.91
1500,(주)디엠에스,68790,16-Dec,4.5,9.47,9.47
1501,(주)디엠에스,68790,17-Dec,7.53,5.62,5.62
1502,(주)디엠에스,68790,18-Dec,9.8,8.52,8.52
1503,(주)디엠에스,68790,19-Dec,5.48,7.21,7.21
1504,(주)디오,39840,11-Dec,1.52,1.54,1.54
1505,(주)디오,39840,12-Dec,0.71,1.11,1.11
1506,(주)디오,39840,13-Dec,-0.04,-0.37,-0.37
1507,(주)디오,39840,14-Dec,0.88,0.45,0.45
1508,(주)디오,39840,15-Dec,2.65,3.61,3.61
1509,(주)디오,39840,16-Dec,47.96,39.97,39.97
1510,(주)디오,39840,17-Dec,31.34,19.64,19.64
1511,(주)디오,39840,18-Dec,0.64,4.35,4.35
1512,(주)디오,39840,19-Dec,12.13,14.72,14.72
1513,(주)디와이디,219550,15-Dec,77777777.77,77777777.77,11111111.11
1514,(주)디와이디,219550,16-Dec,77777777.77,77777777.77,11111111.11
1515,(주)디와이디,219550,17-Dec,79.55,77777777.77,79.55
1516,(주)디와이디,219550,18-Dec,908.05,77777777.77,908.05
1517,(주)디와이디,219550,19-Dec,-3.78,-3.85,-3.85
1518,(주)디이엔티,79810,11-Dec,-7.69,77777777.77,-7.69
1519,(주)디이엔티,79810,12-Dec,3.79,77777777.77,3.79
1520,(주)디이엔티,79810,13-Dec,-6.68,77777777.77,-6.68
1521,(주)디이엔티,79810,14-Dec,-111.71,-110.96,-110.96
1522,(주)디이엔티,79810,15-Dec,15.56,15.65,15.65
1523,(주)디이엔티,79810,16-Dec,-9.07,-7.92,-7.92
1524,(주)디이엔티,79810,17-Dec,3.59,4.17,4.17
1525,(주)디이엔티,79810,18-Dec,-7.01,-6.92,-6.92
1526,(주)디이엔티,79810,19-Dec,-4.84,-4.92,-4.92
1527,(주)디지아이,43360,11-Dec,-4.28,77777777.77,-4.28
1528,(주)디지아이,43360,12-Dec,0.23,77777777.77,0.23
1529,(주)디지아이,43360,13-Dec,-26.1,77777777.77,-26.1
1530,(주)디지아이,43360,14-Dec,2.73,0.49,0.49
1531,(주)디지아이,43360,15-Dec,-52.55,77777777.77,-52.55
1532,(주)디지아이,43360,16-Dec,-92.94,77777777.77,-92.94
1533,(주)디지아이,43360,17-Dec,32.97,77777777.77,32.97
1534,(주)디지아이,43360,18-Dec,-86.85,77777777.77,-86.85
1535,(주)디지아이,43360,19-Dec,-188.41,77777777.77,-188.41
1536,(주)디지캡,197140,18-Dec,5.14,77777777.77,5.14
1537,(주)디지캡,197140,19-Dec,2.72,1.72,1.72
1538,(주)디지털대성,68930,11-Dec,77777777.77,77777777.77,11111111.11
1539,(주)디지털대성,68930,12-Dec,77777777.77,77777777.77,11111111.11
1540,(주)디지털대성,68930,13-Dec,77777777.77,77777777.77,11111111.11
1541,(주)디지털대성,68930,14-Dec,77777777.77,77777777.77,11111111.11
1542,(주)디지털대성,68930,15-Dec,77777777.77,133.28,133.28
1543,(주)디지털대성,68930,16-Dec,77777777.77,36.45,36.45
1544,(주)디지털대성,68930,17-Dec,77777777.77,81.59,81.59
1545,(주)디지털대성,68930,18-Dec,31.24,124.76,124.76
1546,(주)디지털대성,68930,19-Dec,71.01,80.35,80.35
1547,(주)디지틀조선일보,33130,11-Dec,77777777.77,77777777.77,11111111.11
1548,(주)디지틀조선일보,33130,12-Dec,77777777.77,77777777.77,11111111.11
1549,(주)디지틀조선일보,33130,13-Dec,77777777.77,77777777.77,11111111.11
1550,(주)디지틀조선일보,33130,14-Dec,77777777.77,77777777.77,11111111.11
1551,(주)디지틀조선일보,33130,15-Dec,77777777.77,77777777.77,11111111.11
1552,(주)디지틀조선일보,33130,16-Dec,77777777.77,77777777.77,11111111.11
1553,(주)디지틀조선일보,33130,17-Dec,77777777.77,77777777.77,11111111.11
1554,(주)디지틀조선일보,33130,18-Dec,77777777.77,77777777.77,11111111.11
1555,(주)디지틀조선일보,33130,19-Dec,29.1,31.03,31.03
1556,(주)디케이앤디,263020,18-Dec,38.68,19.26,19.26
1557,(주)디케이앤디,263020,19-Dec,18.93,19.37,19.37
1558,(주)디케이티,290550,18-Dec,7.88,11.26,11.26
1559,(주)디케이티,290550,19-Dec,425.54,53.53,53.53
1560,(주)디티앤씨,187220,14-Dec,8.84,77777777.77,8.84
1561,(주)디티앤씨,187220,15-Dec,4.12,5.32,5.32
1562,(주)디티앤씨,187220,16-Dec,4.37,4.27,4.27
1563,(주)디티앤씨,187220,17-Dec,4.22,4.67,4.67
1564,(주)디티앤씨,187220,18-Dec,4.15,2.34,2.34
1565,(주)디티앤씨,187220,19-Dec,-0.08,0.14,0.14
1566,(주)딜리,131180,11-Dec,100.58,94.86,94.86
1567,(주)딜리,131180,12-Dec,453.96,422.48,422.48
1568,(주)딜리,131180,13-Dec,438.64,392.7,392.7
1569,(주)딜리,131180,14-Dec,1870.26,1438.15,1438.15
1570,(주)딜리,131180,15-Dec,135.81,138.9,138.9
1571,(주)딜리,131180,16-Dec,70.85,88.18,88.18
1572,(주)딜리,131180,17-Dec,2775732.69,2467273.56,2467273.56
1573,(주)딜리,131180,18-Dec,71.75,30.21,30.21
1574,(주)딜리,131180,19-Dec,28.39,27.41,27.41
1575,(주)라닉스,317120,19-Dec,-0.02,77777777.77,-0.02
1576,(주)라온테크,232680,15-Dec,77777777.77,77777777.77,11111111.11
1577,(주)라온테크,232680,16-Dec,77777777.77,77777777.77,11111111.11
1578,(주)라온테크,232680,17-Dec,77777777.77,77777777.77,11111111.11
1579,(주)라온테크,232680,18-Dec,0.65,77777777.77,0.65
1580,(주)라온테크,232680,19-Dec,-3.43,77777777.77,-3.43
1581,(주)라이온켐텍,171120,13-Dec,49.94,77777777.77,49.94
1582,(주)라이온켐텍,171120,14-Dec,572.29,77777777.77,572.29
1583,(주)라이온켐텍,171120,15-Dec,242.07,77777777.77,242.07
1584,(주)라이온켐텍,171120,16-Dec,290.5,77777777.77,290.5
1585,(주)라이온켐텍,171120,17-Dec,119.65,77777777.77,119.65
1586,(주)라이온켐텍,171120,18-Dec,14.86,77777777.77,14.86
1587,(주)라이온켐텍,171120,19-Dec,30.44,77777777.77,30.44
1588,(주)라이트론,69540,11-Dec,52.68,78.61,78.61
1589,(주)라이트론,69540,12-Dec,33.48,39.01,39.01
1590,(주)라이트론,69540,13-Dec,7.87,11.53,11.53
1591,(주)라이트론,69540,14-Dec,13.92,13.78,13.78
1592,(주)라이트론,69540,15-Dec,-35.04,-35.72,-35.72
1593,(주)라이트론,69540,16-Dec,9.65,3.44,3.44
1594,(주)라이트론,69540,17-Dec,0.94,0.05,0.05
1595,(주)라이트론,69540,18-Dec,-0.34,-0.64,-0.64
1596,(주)라이트론,69540,19-Dec,5.47,5.52,5.52
1597,(주)라파스,214260,19-Dec,-0.75,-1.6,-1.6
1598,(주)락앤락,115390,11-Dec,5.87,24.25,24.25
1599,(주)락앤락,115390,12-Dec,-0.21,16.18,16.18
1600,(주)락앤락,115390,13-Dec,1.15,18.54,18.54
1601,(주)락앤락,115390,14-Dec,0.79,8.08,8.08
1602,(주)락앤락,115390,15-Dec,1.15,20.88,20.88
1603,(주)락앤락,115390,16-Dec,18.59,67.97,67.97
1604,(주)락앤락,115390,17-Dec,10.93,92.93,92.93
1605,(주)락앤락,115390,18-Dec,-14.16,40.11,40.11
1606,(주)락앤락,115390,19-Dec,-20.11,14.66,14.66
1607,(주)랩지노믹스,84650,14-Dec,10.88,77777777.77,10.88
1608,(주)랩지노믹스,84650,15-Dec,13.55,77777777.77,13.55
1609,(주)랩지노믹스,84650,16-Dec,2.43,77777777.77,2.43
1610,(주)랩지노믹스,84650,17-Dec,-3.33,77777777.77,-3.33
1611,(주)랩지노믹스,84650,18-Dec,-5.37,77777777.77,-5.37
1612,(주)랩지노믹스,84650,19-Dec,2.6,77777777.77,2.6
1613,(주)러셀,217500,15-Dec,-0.75,77777777.77,-0.75
1614,(주)러셀,217500,16-Dec,-0.55,77777777.77,-0.55
1615,(주)러셀,217500,17-Dec,-0.93,77777777.77,-0.93
1616,(주)러셀,217500,18-Dec,10.13,77777777.77,10.13
1617,(주)러셀,217500,19-Dec,85.97,77777777.77,85.97
1618,(주)레고켐바이오사이언스,141080,13-Dec,-119.36,77777777.77,-119.36
1619,(주)레고켐바이오사이언스,141080,14-Dec,-40.52,77777777.77,-40.52
1620,(주)레고켐바이오사이언스,141080,15-Dec,-9.17,-9.17,-9.17
1621,(주)레고켐바이오사이언스,141080,16-Dec,-10.31,-9.48,-9.48
1622,(주)레고켐바이오사이언스,141080,17-Dec,-6.16,-7.27,-7.27
1623,(주)레고켐바이오사이언스,141080,18-Dec,-130.87,-127.06,-127.06
1624,(주)레고켐바이오사이언스,141080,19-Dec,457.77,326.2,326.2
1625,(주)레드로버,60300,11-Dec,10.36,77777777.77,10.36
1626,(주)레드로버,60300,12-Dec,-3.99,77777777.77,-3.99
1627,(주)레드로버,60300,13-Dec,3.59,77777777.77,3.59
1628,(주)레드로버,60300,14-Dec,4.71,77777777.77,4.71
1629,(주)레드로버,60300,15-Dec,-1.3,-1.58,-1.58
1630,(주)레드로버,60300,16-Dec,2.21,1.79,1.79
1631,(주)레드로버,60300,17-Dec,-2.94,-3.36,-3.36
1632,(주)레드로버,60300,18-Dec,-26.88,-29.21,-29.21
1633,(주)레드로버,60300,19-Dec,-28.59,-28.88,-28.88
1634,(주)레드캡투어,38390,11-Dec,5.69,5.68,5.68
1635,(주)레드캡투어,38390,12-Dec,4.97,4.98,4.98
1636,(주)레드캡투어,38390,13-Dec,6.4,6.4,6.4
1637,(주)레드캡투어,38390,14-Dec,6.13,6.14,6.14
1638,(주)레드캡투어,38390,15-Dec,4.44,4.44,4.44
1639,(주)레드캡투어,38390,16-Dec,3.34,3.33,3.33
1640,(주)레드캡투어,38390,17-Dec,2.52,2.52,2.52
1641,(주)레드캡투어,38390,18-Dec,3.48,3.47,3.47
1642,(주)레드캡투어,38390,19-Dec,5.96,6.0,6.0
1643,(주)레이,228670,19-Dec,83.95,68.68,68.68
1644,(주)레이언스,228850,16-Dec,33.18,32.0,32.0
1645,(주)레이언스,228850,17-Dec,32.49,28.32,28.32
1646,(주)레이언스,228850,18-Dec,115.45,75.38,75.38
1647,(주)레이언스,228850,19-Dec,717.29,50.99,50.99
1648,(주)레이크머티리얼즈,281740,17-Dec,-4.74,77777777.77,-4.74
1649,(주)레이크머티리얼즈,281740,18-Dec,-1.32,77777777.77,-1.32
1650,(주)레이크머티리얼즈,281740,19-Dec,-4.32,77777777.77,-4.32
1651,(주)로보로보,215100,15-Dec,77777777.77,77777777.77,11111111.11
1652,(주)로보로보,215100,16-Dec,77777777.77,77777777.77,11111111.11
1653,(주)로보로보,215100,17-Dec,171.01,164.64,164.64
1654,(주)로보로보,215100,18-Dec,69.57,69.61,69.61
1655,(주)로보로보,215100,19-Dec,277.45,3.56,3.56
1656,(주)로보스타,90360,11-Dec,6.14,5.98,5.98
1657,(주)로보스타,90360,12-Dec,-5.49,-4.1,-4.1
1658,(주)로보스타,90360,13-Dec,3.15,2.79,2.79
1659,(주)로보스타,90360,14-Dec,4.46,3.04,3.04
1660,(주)로보스타,90360,15-Dec,29.59,21.37,21.37
1661,(주)로보스타,90360,16-Dec,15.67,15.92,15.92
1662,(주)로보스타,90360,17-Dec,29.41,28.7,28.7
1663,(주)로보스타,90360,18-Dec,6.25,6.69,6.69
1664,(주)로보스타,90360,19-Dec,-92.17,-104.9,-104.9
1665,(주)로보티즈,108490,18-Dec,42.55,27.2,27.2
1666,(주)로보티즈,108490,19-Dec,86.19,59.93,59.93
1667,(주)로지시스,67730,15-Dec,77777777.77,77777777.77,11111111.11
1668,(주)로지시스,67730,16-Dec,77777777.77,77777777.77,11111111.11
1669,(주)로지시스,67730,17-Dec,77777777.77,77777777.77,11111111.11
1670,(주)로지시스,67730,18-Dec,77777777.77,77777777.77,11111111.11
1671,(주)로지시스,67730,19-Dec,17.08,77777777.77,17.08
1672,(주)루멘스,38060,11-Dec,4.36,5.56,5.56
1673,(주)루멘스,38060,12-Dec,6.95,6.43,6.43
1674,(주)루멘스,38060,13-Dec,46.54,26.31,26.31
1675,(주)루멘스,38060,14-Dec,29.97,21.56,21.56
1676,(주)루멘스,38060,15-Dec,2.91,6.33,6.33
1677,(주)루멘스,38060,16-Dec,1.6,3.9,3.9
1678,(주)루멘스,38060,17-Dec,-16.91,-4.5,-4.5
1679,(주)루멘스,38060,18-Dec,-15.12,-6.92,-6.92
1680,(주)루멘스,38060,19-Dec,-17.9,-9.58,-9.58
1681,(주)루트로닉,85370,11-Dec,2.79,-2.06,-2.06
1682,(주)루트로닉,85370,12-Dec,1.2,0.05,0.05
1683,(주)루트로닉,85370,13-Dec,1.8,1.09,1.09
1684,(주)루트로닉,85370,14-Dec,6.73,2.85,2.85
1685,(주)루트로닉,85370,15-Dec,10.07,5.92,5.92
1686,(주)루트로닉,85370,16-Dec,20.05,7.95,7.95
1687,(주)루트로닉,85370,17-Dec,9.59,-2.99,-2.99
1688,(주)루트로닉,85370,18-Dec,2.68,-9.23,-9.23
1689,(주)루트로닉,85370,19-Dec,3.59,-4.97,-4.97
1690,(주)룽투코리아,60240,11-Dec,-13.45,-18.61,-18.61
1691,(주)룽투코리아,60240,12-Dec,4.09,3.67,3.67
1692,(주)룽투코리아,60240,13-Dec,-4.34,-5.79,-5.79
1693,(주)룽투코리아,60240,14-Dec,3740.82,-9.97,-9.97
1694,(주)룽투코리아,60240,15-Dec,-10.0,-9.38,-9.38
1695,(주)룽투코리아,60240,16-Dec,1.34,2.15,2.15
1696,(주)룽투코리아,60240,17-Dec,0.16,-0.04,-0.04
1697,(주)룽투코리아,60240,18-Dec,11.57,4.55,4.55
1698,(주)룽투코리아,60240,19-Dec,-4.04,-11.55,-11.55
1699,(주)리노스,39980,11-Dec,99.07,77777777.77,99.07
1700,(주)리노스,39980,12-Dec,95.91,77777777.77,95.91
1701,(주)리노스,39980,13-Dec,47.49,77777777.77,47.49
1702,(주)리노스,39980,14-Dec,23.44,30.66,30.66
1703,(주)리노스,39980,15-Dec,42.51,77777777.77,42.51
1704,(주)리노스,39980,16-Dec,18.4,16.28,16.28
1705,(주)리노스,39980,17-Dec,12.51,12.19,12.19
1706,(주)리노스,39980,18-Dec,9.47,9.37,9.37
1707,(주)리노스,39980,19-Dec,0.2,-1.02,-1.02
1708,(주)리더스코스메틱,16100,11-Dec,6.86,77777777.77,6.86
1709,(주)리더스코스메틱,16100,12-Dec,1.12,77777777.77,1.12
1710,(주)리더스코스메틱,16100,13-Dec,0.75,2.21,2.21
1711,(주)리더스코스메틱,16100,14-Dec,42.49,35.86,35.86
1712,(주)리더스코스메틱,16100,15-Dec,48.49,43.2,43.2
1713,(주)리더스코스메틱,16100,16-Dec,11.68,13.26,13.26
1714,(주)리더스코스메틱,16100,17-Dec,1.2,-0.16,-0.16
1715,(주)리더스코스메틱,16100,18-Dec,-2.76,-5.07,-5.07
1716,(주)리더스코스메틱,16100,19-Dec,-8.77,-8.58,-8.58
1717,(주)리드,197210,15-Dec,5.95,5.84,5.84
1718,(주)리드,197210,16-Dec,2.98,2.8,2.8
1719,(주)리드,197210,17-Dec,-6.83,-7.09,-7.09
1720,(주)리드,197210,18-Dec,0.54,-0.21,-0.21
1721,(주)리드,197210,19-Dec,-1.06,-1.19,-1.19
1722,(주)리드코프,12700,11-Dec,77777777.77,77777777.77,11111111.11
1723,(주)리드코프,12700,12-Dec,77777777.77,77777777.77,11111111.11
1724,(주)리드코프,12700,13-Dec,77777777.77,77777777.77,11111111.11
1725,(주)리드코프,12700,14-Dec,77777777.77,77777777.77,11111111.11
1726,(주)리드코프,12700,15-Dec,77777777.77,77777777.77,11111111.11
1727,(주)리드코프,12700,16-Dec,77777777.77,77777777.77,11111111.11
1728,(주)리드코프,12700,17-Dec,77777777.77,77777777.77,11111111.11
1729,(주)리드코프,12700,18-Dec,77777777.77,77777777.77,11111111.11
1730,(주)리드코프,12700,19-Dec,14.51,19.3,19.3
1731,(주)리메드,302550,19-Dec,29.08,77777777.77,29.08
1732,(주)링네트,42500,11-Dec,9.06,9.45,9.45
1733,(주)링네트,42500,12-Dec,14.51,14.61,14.61
1734,(주)링네트,42500,13-Dec,27.62,27.95,27.95
1735,(주)링네트,42500,14-Dec,74.05,77.03,77.03
1736,(주)링네트,42500,15-Dec,81.15,76.68,76.68
1737,(주)링네트,42500,16-Dec,220.31,166.48,166.48
1738,(주)링네트,42500,17-Dec,455.87,205.22,205.22
1739,(주)링네트,42500,18-Dec,33.69,32.38,32.38
1740,(주)링네트,42500,19-Dec,29.22,25.4,25.4
1741,(주)링크제니시스,219420,18-Dec,181.42,170.16,170.16
1742,(주)링크제니시스,219420,19-Dec,128.61,73.98,73.98
1743,(주)마니커,27740,11-Dec,0.28,0.58,0.58
1744,(주)마니커,27740,12-Dec,-1.78,-1.31,-1.31
1745,(주)마니커,27740,13-Dec,-0.22,-0.02,-0.02
1746,(주)마니커,27740,14-Dec,-1.51,-0.91,-0.91
1747,(주)마니커,27740,15-Dec,-1.73,-1.44,-1.44
1748,(주)마니커,27740,16-Dec,-1.08,-0.62,-0.62
1749,(주)마니커,27740,17-Dec,0.03,1.21,1.21
1750,(주)마니커,27740,18-Dec,0.12,0.09,0.09
1751,(주)마니커,27740,19-Dec,-4.44,-4.45,-4.45
1752,(주)마니커에프앤지,195500,19-Dec,8.66,77777777.77,8.66
1753,(주)마이크로디지탈,305090,19-Dec,-103.17,77777777.77,-103.17
1754,(주)마이크로컨텍솔루션,98120,11-Dec,363.23,77777777.77,363.23
1755,(주)마이크로컨텍솔루션,98120,12-Dec,536.73,536.17,536.17
1756,(주)마이크로컨텍솔루션,98120,13-Dec,519.59,301.28,301.28
1757,(주)마이크로컨텍솔루션,98120,14-Dec,886.95,259.53,259.53
1758,(주)마이크로컨텍솔루션,98120,15-Dec,731.37,166.99,166.99
1759,(주)마이크로컨텍솔루션,98120,16-Dec,44.85,-36.86,-36.86
1760,(주)마이크로컨텍솔루션,98120,17-Dec,-17.0,-119.78,-119.78
1761,(주)마이크로컨텍솔루션,98120,18-Dec,-187.2,-266.82,-266.82
1762,(주)마이크로컨텍솔루션,98120,19-Dec,60.28,51.92,51.92
1763,(주)마이크로프랜드,147760,16-Dec,45.53,77777777.77,45.53
1764,(주)마이크로프랜드,147760,17-Dec,96.88,77777777.77,96.88
1765,(주)마이크로프랜드,147760,18-Dec,-44.06,77777777.77,-44.06
1766,(주)마이크로프랜드,147760,19-Dec,-12.4,77777777.77,-12.4
1767,(주)마크로젠,38290,11-Dec,60.89,99.05,99.05
1768,(주)마크로젠,38290,12-Dec,4.04,3.91,3.91
1769,(주)마크로젠,38290,13-Dec,2.84,2.29,2.29
1770,(주)마크로젠,38290,14-Dec,10.07,7.7,7.7
1771,(주)마크로젠,38290,15-Dec,6.18,4.99,4.99
1772,(주)마크로젠,38290,16-Dec,4.73,1.61,1.61
1773,(주)마크로젠,38290,17-Dec,3.71,1.4,1.4
1774,(주)마크로젠,38290,18-Dec,77777777.77,1.25,1.25
1775,(주)마크로젠,38290,19-Dec,8.0,0.3,0.3
1776,(주)만도,204320,14-Dec,77777777.77,77777777.77,11111111.11
1777,(주)만도,204320,15-Dec,2.07,6.88,6.88
1778,(주)만도,204320,16-Dec,2.26,8.04,8.04
1779,(주)만도,204320,17-Dec,-3.07,2.37,2.37
1780,(주)만도,204320,18-Dec,3.66,4.76,4.76
1781,(주)만도,204320,19-Dec,4.82,4.51,4.51
1782,(주)매직마이크로,127160,15-Dec,1.59,-1.22,-1.22
1783,(주)매직마이크로,127160,16-Dec,-9.53,-4.36,-4.36
1784,(주)매직마이크로,127160,17-Dec,-0.46,-1.99,-1.99
1785,(주)매직마이크로,127160,18-Dec,0.09,0.12,0.12
1786,(주)매직마이크로,127160,19-Dec,-1.34,-1.82,-1.82
1787,(주)매커스,93520,11-Dec,21.23,15.03,15.03
1788,(주)매커스,93520,12-Dec,15.07,16.04,16.04
1789,(주)매커스,93520,13-Dec,34.56,34.34,34.34
1790,(주)매커스,93520,14-Dec,29.06,28.0,28.0
1791,(주)매커스,93520,15-Dec,30.6,25.98,25.98
1792,(주)매커스,93520,16-Dec,31.38,13.45,13.45
1793,(주)매커스,93520,17-Dec,58.18,39.96,39.96
1794,(주)매커스,93520,18-Dec,48.61,39.88,39.88
1795,(주)매커스,93520,19-Dec,55.97,34.83,34.83
1796,(주)머큐리,100590,18-Dec,26.34,77777777.77,26.34
1797,(주)머큐리,100590,19-Dec,10.14,77777777.77,10.14
1798,(주)멀티캠퍼스,67280,11-Dec,77777777.77,77777777.77,11111111.11
1799,(주)멀티캠퍼스,67280,12-Dec,77777777.77,77777777.77,11111111.11
1800,(주)멀티캠퍼스,67280,13-Dec,77777777.77,77777777.77,11111111.11
1801,(주)멀티캠퍼스,67280,14-Dec,77777777.77,77777777.77,11111111.11
1802,(주)멀티캠퍼스,67280,15-Dec,77777777.77,77777777.77,11111111.11
1803,(주)멀티캠퍼스,67280,16-Dec,77777777.77,77777777.77,11111111.11
1804,(주)멀티캠퍼스,67280,17-Dec,77777777.77,77777777.77,11111111.11
1805,(주)멀티캠퍼스,67280,18-Dec,77777777.77,77777777.77,11111111.11
1806,(주)멀티캠퍼스,67280,19-Dec,27.37,28.65,28.65
1807,(주)메드팩토,235980,19-Dec,-53.6,77777777.77,-53.6
1808,(주)메디아나,41920,14-Dec,22.19,22.08,22.08
1809,(주)메디아나,41920,15-Dec,219.67,220.8,220.8
1810,(주)메디아나,41920,16-Dec,-314.0,313.8,313.8
1811,(주)메디아나,41920,17-Dec,-178230.0,178.23,178.23
1812,(주)메디아나,41920,18-Dec,313.42,73.36,73.36
1813,(주)메디아나,41920,19-Dec,828.55,926.36,926.36
1814,(주)메디콕스,54180,11-Jun,1.19,77777777.77,1.19
1815,(주)메디콕스,54180,12-Jun,-2.28,77777777.77,-2.28
1816,(주)메디콕스,54180,13-Jun,1.57,77777777.77,1.57
1817,(주)메디콕스,54180,14-Jun,2.24,77777777.77,2.24
1818,(주)메디콕스,54180,15-Jun,1.47,77777777.77,1.47
1819,(주)메디콕스,54180,16-Jun,2.52,77777777.77,2.52
1820,(주)메디콕스,54180,17-Jun,-0.24,77777777.77,-0.24
1821,(주)메디콕스,54180,18-Jun,-0.62,77777777.77,-0.62
1822,(주)메디콕스,54180,19-Jun,0.49,-0.38,-0.38
1823,(주)메디톡스,86900,11-Dec,32.68,77777777.77,32.68
1824,(주)메디톡스,86900,12-Dec,98.18,77777777.77,98.18
1825,(주)메디톡스,86900,13-Dec,84.05,100.91,100.91
1826,(주)메디톡스,86900,14-Dec,456.92,472.3,472.3
1827,(주)메디톡스,86900,15-Dec,460.87,487.92,487.92
1828,(주)메디톡스,86900,16-Dec,79.47,81.83,81.83
1829,(주)메디톡스,86900,17-Dec,41.74,43.71,43.71
1830,(주)메디톡스,86900,18-Dec,41.21,45.72,45.72
1831,(주)메디톡스,86900,19-Dec,9.31,12.34,12.34
1832,(주)메디프론디비티,65650,11-Dec,2.96,77777777.77,2.96
1833,(주)메디프론디비티,65650,12-Dec,77777777.77,77777777.77,11111111.11
1834,(주)메디프론디비티,65650,13-Dec,77777777.77,77777777.77,11111111.11
1835,(주)메디프론디비티,65650,14-Dec,77777777.77,77777777.77,11111111.11
1836,(주)메디프론디비티,65650,15-Dec,0.81,77777777.77,0.81
1837,(주)메디프론디비티,65650,16-Dec,-2.56,77777777.77,-2.56
1838,(주)메디프론디비티,65650,17-Dec,77777777.77,77777777.77,11111111.11
1839,(주)메디프론디비티,65650,18-Dec,77777777.77,77777777.77,11111111.11
1840,(주)메디프론디비티,65650,19-Dec,-1812.66,77777777.77,-1812.66
1841,(주)메지온,140410,12-Dec,77777777.77,77777777.77,11111111.11
1842,(주)메지온,140410,13-Dec,77777777.77,77777777.77,11111111.11
1843,(주)메지온,140410,14-Dec,77777777.77,77777777.77,11111111.11
1844,(주)메지온,140410,15-Dec,-1.9,77777777.77,-1.9
1845,(주)메지온,140410,16-Dec,0.89,-1.96,-1.96
1846,(주)메지온,140410,17-Dec,-1.18,-6.08,-6.08
1847,(주)메지온,140410,18-Dec,-9.92,-40.01,-40.01
1848,(주)메지온,140410,19-Dec,-25.43,-77.58,-77.58
1849,(주)메카로,241770,17-Dec,150.03,77777777.77,150.03
1850,(주)메카로,241770,18-Dec,193.02,193.5,193.5
1851,(주)메카로,241770,19-Dec,394.03,292.36,292.36
1852,(주)메타랩스,90370,11-Dec,1.37,1.44,1.44
1853,(주)메타랩스,90370,12-Dec,-1.66,-1.83,-1.83
1854,(주)메타랩스,90370,13-Dec,0.29,0.92,0.92
1855,(주)메타랩스,90370,14-Dec,0.11,0.68,0.68
1856,(주)메타랩스,90370,15-Dec,-7.75,-7.42,-7.42
1857,(주)메타랩스,90370,16-Dec,-6.81,-6.86,-6.86
1858,(주)메타랩스,90370,17-Dec,-5.4,-5.53,-5.53
1859,(주)메타랩스,90370,18-Dec,-6.88,-4.89,-4.89
1860,(주)메타랩스,90370,19-Dec,-1.28,-0.56,-0.56
1861,(주)메타바이오메드,59210,11-Dec,6.52,4.54,4.54
1862,(주)메타바이오메드,59210,12-Dec,4.27,2.56,2.56
1863,(주)메타바이오메드,59210,13-Dec,2.05,1.36,1.36
1864,(주)메타바이오메드,59210,14-Dec,1.16,-0.05,-0.05
1865,(주)메타바이오메드,59210,15-Dec,4.98,3.29,3.29
1866,(주)메타바이오메드,59210,16-Dec,7.93,2.69,2.69
1867,(주)메타바이오메드,59210,17-Dec,8.85,1.3,1.3
1868,(주)메타바이오메드,59210,18-Dec,3.93,-1.44,-1.44
1869,(주)메타바이오메드,59210,19-Dec,4.27,4.83,4.83
1870,(주)멕아이씨에스,58110,15-Dec,-0.74,77777777.77,-0.74
1871,(주)멕아이씨에스,58110,16-Dec,-2.4,-3.55,-3.55
1872,(주)멕아이씨에스,58110,17-Dec,-0.87,-1.78,-1.78
1873,(주)멕아이씨에스,58110,18-Dec,-1.55,-1.94,-1.94
1874,(주)멕아이씨에스,58110,19-Dec,0.31,-0.16,-0.16
1875,(주)멜파스,96640,11-Dec,37.14,77777777.77,37.14
1876,(주)멜파스,96640,12-Dec,13.41,77777777.77,13.41
1877,(주)멜파스,96640,13-Dec,0.88,77777777.77,0.88
