,회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율
7130,(주)케이엠더블유,32500,16-Dec,-2.18,-2.03,-2.03
7131,(주)케이엠더블유,32500,17-Dec,0.67,-0.54,-0.54
7132,(주)케이엠더블유,32500,18-Dec,-3.94,-4.09,-4.09
7133,(주)케이엠더블유,32500,19-Dec,29.19,24.1,24.1
7134,(주)케이이씨,92220,11-Dec,-1.88,-1.92,-1.92
7135,(주)케이이씨,92220,12-Dec,-2.45,-1.64,-1.64
7136,(주)케이이씨,92220,13-Dec,-0.14,-0.66,-0.66
7137,(주)케이이씨,92220,14-Dec,1.3,0.42,0.42
7138,(주)케이이씨,92220,15-Dec,0.2,0.9,0.9
7139,(주)케이이씨,92220,16-Dec,0.69,0.76,0.76
7140,(주)케이이씨,92220,17-Dec,1.02,1.67,1.67
7141,(주)케이이씨,92220,18-Dec,0.28,1.22,1.22
7142,(주)케이이씨,92220,19-Dec,-1.94,-2.73,-2.73
7143,(주)케이지모빌리언스,46440,11-Dec,15.81,16.11,16.11
7144,(주)케이지모빌리언스,46440,12-Dec,16.25,16.25,16.25
7145,(주)케이지모빌리언스,46440,13-Dec,10.49,10.49,10.49
7146,(주)케이지모빌리언스,46440,14-Dec,12.05,12.05,12.05
7147,(주)케이지모빌리언스,46440,15-Dec,46.59,46.59,46.59
7148,(주)케이지모빌리언스,46440,16-Dec,30.13,29.72,29.72
7149,(주)케이지모빌리언스,46440,17-Dec,35.13,16.42,16.42
7150,(주)케이지모빌리언스,46440,18-Dec,25.92,10.37,10.37
7151,(주)케이지모빌리언스,46440,19-Dec,10.25,7.96,7.96
7152,(주)케이지이니시스,35600,11-Dec,97.48,95.67,95.67
7153,(주)케이지이니시스,35600,12-Dec,86.49,86.49,86.49
7154,(주)케이지이니시스,35600,13-Dec,44.92,14.33,14.33
7155,(주)케이지이니시스,35600,14-Dec,21.98,11.86,11.86
7156,(주)케이지이니시스,35600,15-Dec,13.3,7.45,7.45
7157,(주)케이지이니시스,35600,16-Dec,12.66,10.65,10.65
7158,(주)케이지이니시스,35600,17-Dec,30.5,18.36,18.36
7159,(주)케이지이니시스,35600,18-Dec,120.5,22.07,22.07
7160,(주)케이지이니시스,35600,19-Dec,95.58,8.06,8.06
7161,(주)케이티,30200,11-Dec,4.39,4.1,4.1
7162,(주)케이티,30200,12-Dec,2.41,2.57,2.57
7163,(주)케이티,30200,13-Dec,0.75,1.86,1.86
7164,(주)케이티,30200,14-Dec,-1.64,-0.58,-0.58
7165,(주)케이티,30200,15-Dec,2.36,3.35,3.35
7166,(주)케이티,30200,16-Dec,3.32,4.27,4.27
7167,(주)케이티,30200,17-Dec,3.37,4.55,4.55
7168,(주)케이티,30200,18-Dec,3.5,4.25,4.25
7169,(주)케이티,30200,19-Dec,3.0,4.29,4.29
7170,(주)케이티서브마린,60370,11-Dec,12.99,12.99,12.99
7171,(주)케이티서브마린,60370,12-Dec,23.28,23.28,23.28
7172,(주)케이티서브마린,60370,13-Dec,66.69,66.69,66.69
7173,(주)케이티서브마린,60370,14-Dec,5310.39,5310.39,5310.39
7174,(주)케이티서브마린,60370,15-Dec,151.6,151.6,151.6
7175,(주)케이티서브마린,60370,16-Dec,14.2,14.2,14.2
7176,(주)케이티서브마린,60370,17-Dec,20.7,20.7,20.7
7177,(주)케이티서브마린,60370,18-Dec,-10.98,-10.98,-10.98
7178,(주)케이티서브마린,60370,19-Dec,2.6,2.6,2.6
7179,(주)케이티스카이라이프,53210,11-Dec,4.09,3.61,3.61
7180,(주)케이티스카이라이프,53210,12-Dec,15.09,12.95,12.95
7181,(주)케이티스카이라이프,53210,13-Dec,37.48,30.95,30.95
7182,(주)케이티스카이라이프,53210,14-Dec,21.01,18.88,18.88
7183,(주)케이티스카이라이프,53210,15-Dec,46.66,41.79,41.79
7184,(주)케이티스카이라이프,53210,16-Dec,47.3,40.87,40.87
7185,(주)케이티스카이라이프,53210,17-Dec,43.08,37.58,37.58
7186,(주)케이티스카이라이프,53210,18-Dec,92.09,67.04,67.04
7187,(주)케이티스카이라이프,53210,19-Dec,291.64,70.83,70.83
7188,(주)케이티씨에스,58850,11-Dec,130.29,130.29,130.29
7189,(주)케이티씨에스,58850,12-Dec,875.94,875.94,875.94
7190,(주)케이티씨에스,58850,13-Dec,366.5,366.5,366.5
7191,(주)케이티씨에스,58850,14-Dec,205.3,242.34,242.34
7192,(주)케이티씨에스,58850,15-Dec,172.69,300.18,300.18
7193,(주)케이티씨에스,58850,16-Dec,687.34,711.86,711.86
7194,(주)케이티씨에스,58850,17-Dec,742.08,801.23,801.23
7195,(주)케이티씨에스,58850,18-Dec,360.64,350.02,350.02
7196,(주)케이티씨에스,58850,19-Dec,5.77,6.17,6.17
7197,(주)케이티아이에스,58860,11-Dec,4163.0,4163.0,4163.0
7198,(주)케이티아이에스,58860,12-Dec,420.63,420.63,420.63
7199,(주)케이티아이에스,58860,13-Dec,401.49,401.49,401.49
7200,(주)케이티아이에스,58860,14-Dec,77777777.77,77777777.77,11111111.11
7201,(주)케이티아이에스,58860,15-Dec,81.22,81.22,81.22
7202,(주)케이티아이에스,58860,16-Dec,77777777.77,77777777.77,11111111.11
7203,(주)케이티아이에스,58860,17-Dec,4767.42,4767.42,4767.42
7204,(주)케이티아이에스,58860,18-Dec,40158.32,40158.32,40158.32
7205,(주)케이티아이에스,58860,19-Dec,4.71,4.71,4.71
7206,(주)케이티알파,36030,11-Dec,77777777.77,-221.04,-221.04
7207,(주)케이티알파,36030,12-Dec,-144.96,-69.58,-69.58
7208,(주)케이티알파,36030,13-Dec,28.21,41.03,41.03
7209,(주)케이티알파,36030,14-Dec,1416.54,1416.54,1416.54
7210,(주)케이티알파,36030,15-Dec,77777777.77,77777777.77,11111111.11
7211,(주)케이티알파,36030,16-Dec,77777777.77,77777777.77,11111111.11
7212,(주)케이티알파,36030,17-Dec,533.46,533.46,533.46
7213,(주)케이티알파,36030,18-Dec,324.85,324.85,324.85
7214,(주)케이티알파,36030,19-Dec,26.04,26.04,26.04
7215,(주)케이티앤지,33780,11-Dec,995.3,261.47,261.47
7216,(주)케이티앤지,33780,12-Dec,1059.21,129.42,129.42
7217,(주)케이티앤지,33780,13-Dec,1225.36,96.85,96.85
7218,(주)케이티앤지,33780,14-Dec,1295.16,119.71,119.71
7219,(주)케이티앤지,33780,15-Dec,1562.95,160.75,160.75
7220,(주)케이티앤지,33780,16-Dec,1144.06,232.85,232.85
7221,(주)케이티앤지,33780,17-Dec,1335.33,168.03,168.03
7222,(주)케이티앤지,33780,18-Dec,814.66,180.18,180.18
7223,(주)케이티앤지,33780,19-Dec,626.26,201.37,201.37
7224,(주)케이프,64820,11-Dec,3.52,3.52,3.52
7225,(주)케이프,64820,12-Dec,0.4,0.12,0.12
7226,(주)케이프,64820,13-Dec,-0.81,-1.26,-1.26
7227,(주)케이프,64820,14-Dec,-0.79,-1.53,-1.53
7228,(주)케이프,64820,15-Dec,-0.96,-1.7,-1.7
7229,(주)케이프,64820,16-Dec,0.25,1.3,1.3
7230,(주)케이프,64820,17-Dec,0.29,2.64,2.64
7231,(주)케이프,64820,18-Dec,0.89,2.13,2.13
7232,(주)케이프,64820,19-Dec,2.42,2.47,2.47
7233,(주)케이피에스,256940,17-Dec,21.31,21.31,21.31
7234,(주)케이피에스,256940,18-Dec,296.79,298.07,298.07
7235,(주)케이피에스,256940,19-Dec,-14.27,-14.75,-14.75
7236,(주)케이피에프,24880,11-Dec,6.13,4.97,4.97
7237,(주)케이피에프,24880,12-Dec,4.12,2.32,2.32
7238,(주)케이피에프,24880,13-Dec,3.04,1.89,1.89
7239,(주)케이피에프,24880,14-Dec,2.03,1.57,1.57
7240,(주)케이피에프,24880,15-Dec,4.32,2.77,2.77
7241,(주)케이피에프,24880,16-Dec,2.81,2.44,2.44
7242,(주)케이피에프,24880,17-Dec,1.94,1.97,1.97
7243,(주)케이피에프,24880,18-Dec,1.44,1.76,1.76
7244,(주)케이피에프,24880,19-Dec,2.56,1.98,1.98
7245,(주)케이피엠테크,42040,11-Dec,-1.02,-0.98,-0.98
7246,(주)케이피엠테크,42040,12-Dec,-2.69,-2.39,-2.39
7247,(주)케이피엠테크,42040,13-Dec,-3.11,-2.12,-2.12
7248,(주)케이피엠테크,42040,14-Dec,2.38,2.13,2.13
7249,(주)케이피엠테크,42040,15-Dec,-1.21,-1.63,-1.63
7250,(주)케이피엠테크,42040,16-Dec,-2.08,-2.13,-2.13
7251,(주)케이피엠테크,42040,17-Dec,-1.1,-0.98,-0.98
7252,(주)케이피엠테크,42040,18-Dec,0.58,-0.17,-0.17
7253,(주)케이피엠테크,42040,19-Dec,-1.52,-1.9,-1.9
7254,(주)케이피티유,54410,11-Dec,1.44,1.45,1.45
7255,(주)케이피티유,54410,12-Dec,1.3,1.3,1.3
7256,(주)케이피티유,54410,13-Dec,1.56,1.56,1.56
7257,(주)케이피티유,54410,14-Dec,0.98,0.98,0.98
7258,(주)케이피티유,54410,15-Dec,1.81,1.81,1.81
7259,(주)케이피티유,54410,16-Dec,0.99,0.99,0.99
7260,(주)케이피티유,54410,17-Dec,1.22,3.18,3.18
7261,(주)케이피티유,54410,18-Dec,1.5,2.08,2.08
7262,(주)케이피티유,54410,19-Dec,0.78,0.78,0.78
7263,(주)케일럼,258610,17-Dec,4.53,4.53,4.53
7264,(주)케일럼,258610,18-Dec,3.28,3.08,3.08
7265,(주)케일럼,258610,19-Dec,0.57,0.52,0.52
7266,(주)켐온,217600,15-Dec,-1.31,-1.31,-1.31
7267,(주)켐온,217600,16-Dec,-1.01,-1.01,-1.01
7268,(주)켐온,217600,17-Dec,-5.92,-5.92,-5.92
7269,(주)켐온,217600,18-Dec,36.26,36.26,36.26
7270,(주)켐온,217600,19-Dec,93.07,93.07,93.07
7271,(주)켐트로닉스,89010,11-Dec,5.13,4.37,4.37
7272,(주)켐트로닉스,89010,12-Dec,6.09,4.21,4.21
7273,(주)켐트로닉스,89010,13-Dec,14.29,9.21,9.21
7274,(주)켐트로닉스,89010,14-Dec,-2.54,-1.19,-1.19
7275,(주)켐트로닉스,89010,15-Dec,-2.13,-1.12,-1.12
7276,(주)켐트로닉스,89010,16-Dec,0.2,0.16,0.16
7277,(주)켐트로닉스,89010,17-Dec,-2.53,-2.65,-2.65
7278,(주)켐트로닉스,89010,18-Dec,1.36,1.81,1.81
7279,(주)켐트로닉스,89010,19-Dec,1.26,4.57,4.57
7280,(주)켐트로스,220260,15-Dec,-2.59,-2.59,-2.59
7281,(주)켐트로스,220260,16-Dec,7.18,7.18,7.18
7282,(주)켐트로스,220260,17-Dec,16.47,16.47,16.47
7283,(주)켐트로스,220260,18-Dec,5.32,5.32,5.32
7284,(주)켐트로스,220260,19-Dec,7.0,7.0,7.0
7285,(주)코다코,46070,11-Dec,1.66,1.66,1.66
7286,(주)코다코,46070,12-Dec,1.38,1.38,1.38
7287,(주)코다코,46070,13-Dec,1.7,1.63,1.63
7288,(주)코다코,46070,14-Dec,2.05,1.95,1.95
7289,(주)코다코,46070,15-Dec,2.04,1.95,1.95
7290,(주)코다코,46070,16-Dec,2.35,2.4,2.4
7291,(주)코다코,46070,17-Dec,1.39,0.6,0.6
7292,(주)코다코,46070,18-Dec,-1.74,-1.51,-1.51
7293,(주)코다코,46070,19-Dec,-0.68,-0.78,-0.78
7294,(주)코데즈컴바인,47770,11-Dec,3.99,3.74,3.74
7295,(주)코데즈컴바인,47770,12-Dec,-2.12,-2.35,-2.35
7296,(주)코데즈컴바인,47770,13-Dec,-5.11,-5.79,-5.79
7297,(주)코데즈컴바인,47770,14-Dec,-19.13,-17.85,-17.85
7298,(주)코데즈컴바인,47770,15-Dec,-25.1,-23.63,-23.63
7299,(주)코데즈컴바인,47770,16-Dec,138.21,138.01,138.01
7300,(주)코데즈컴바인,47770,17-Dec,77777777.77,77777777.77,11111111.11
7301,(주)코데즈컴바인,47770,18-Dec,77777777.77,22.33,22.33
7302,(주)코데즈컴바인,47770,19-Dec,58.34,11.91,11.91
7303,(주)코디,80530,11-Dec,4.85,4.85,4.85
7304,(주)코디,80530,12-Dec,-3.05,-4.02,-4.02
7305,(주)코디,80530,13-Dec,1.17,0.6,0.6
7306,(주)코디,80530,14-Dec,-1.15,0.84,0.84
7307,(주)코디,80530,15-Dec,-7.77,-3.43,-3.43
7308,(주)코디,80530,16-Dec,-5.46,-5.43,-5.43
7309,(주)코디,80530,17-Dec,-2.72,-3.16,-3.16
7310,(주)코디,80530,18-Dec,-2.96,-2.8,-2.8
7311,(주)코디,80530,19-Dec,0.89,0.01,0.01
7312,(주)코디엠,224060,15-Dec,6.69,6.69,6.69
7313,(주)코디엠,224060,16-Dec,-3.71,-3.85,-3.85
7314,(주)코디엠,224060,17-Dec,-0.09,-1.59,-1.59
7315,(주)코디엠,224060,18-Dec,-13.64,-15.69,-15.69
7316,(주)코디엠,224060,19-Dec,0.56,-4.32,-4.32
7317,(주)코렌텍,104540,13-Dec,2.59,2.26,2.26
7318,(주)코렌텍,104540,14-Dec,0.24,-0.27,-0.27
7319,(주)코렌텍,104540,15-Dec,2.62,1.36,1.36
7320,(주)코렌텍,104540,16-Dec,7.32,4.67,4.67
7321,(주)코렌텍,104540,17-Dec,0.65,-0.63,-0.63
7322,(주)코렌텍,104540,18-Dec,-4.21,-4.38,-4.38
7323,(주)코렌텍,104540,19-Dec,3.82,3.67,3.67
7324,(주)코리아나화장품,27050,11-Dec,0.11,-0.28,-0.28
7325,(주)코리아나화장품,27050,12-Dec,-116.04,-10.65,-10.65
7326,(주)코리아나화장품,27050,13-Dec,1.1,-3.12,-3.12
7327,(주)코리아나화장품,27050,14-Dec,-5.79,-5.11,-5.11
7328,(주)코리아나화장품,27050,15-Dec,9.2,7.86,7.86
7329,(주)코리아나화장품,27050,16-Dec,7.63,7.12,7.12
7330,(주)코리아나화장품,27050,17-Dec,2.32,4.05,4.05
7331,(주)코리아나화장품,27050,18-Dec,0.02,3.51,3.51
7332,(주)코리아나화장품,27050,19-Dec,0.64,4.17,4.17
7333,(주)코리아센터,290510,19-Dec,2.06,2.22,2.22
7334,(주)코리아써키트,7810,11-Dec,2.37,1.86,1.86
7335,(주)코리아써키트,7810,12-Dec,9.7,10.28,10.28
7336,(주)코리아써키트,7810,13-Dec,12.88,14.59,14.59
7337,(주)코리아써키트,7810,14-Dec,11.59,14.64,14.64
7338,(주)코리아써키트,7810,15-Dec,30.74,36.22,36.22
7339,(주)코리아써키트,7810,16-Dec,10.49,15.78,15.78
7340,(주)코리아써키트,7810,17-Dec,5.2,7.68,7.68
7341,(주)코리아써키트,7810,18-Dec,-10.8,-9.72,-9.72
7342,(주)코리아써키트,7810,19-Dec,25.42,29.74,29.74
7343,(주)코리아에스이,101670,11-Dec,40189.81,40189.81,40189.81
7344,(주)코리아에스이,101670,12-Dec,77777777.77,77777777.77,11111111.11
7345,(주)코리아에스이,101670,13-Dec,40866.84,40866.84,40866.84
7346,(주)코리아에스이,101670,14-Dec,77777777.77,77777777.77,11111111.11
7347,(주)코리아에스이,101670,15-Dec,77777777.77,77777777.77,11111111.11
7348,(주)코리아에스이,101670,16-Dec,77777777.77,77777777.77,11111111.11
7349,(주)코리아에스이,101670,17-Dec,77777777.77,-43.66,-43.66
7350,(주)코리아에스이,101670,18-Dec,77777777.77,77777777.77,11111111.11
7351,(주)코리아에스이,101670,19-Dec,77777777.77,77777777.77,11111111.11
7352,(주)코맥스,36690,11-Dec,6.17,5.84,5.84
7353,(주)코맥스,36690,12-Dec,6.97,6.0,6.0
7354,(주)코맥스,36690,13-Dec,11.45,11.44,11.44
7355,(주)코맥스,36690,14-Dec,11.69,12.81,12.81
7356,(주)코맥스,36690,15-Dec,19.71,22.52,22.52
7357,(주)코맥스,36690,16-Dec,58.6,59.52,59.52
7358,(주)코맥스,36690,17-Dec,98.49,84.98,84.98
7359,(주)코맥스,36690,18-Dec,52.62,45.49,45.49
7360,(주)코맥스,36690,19-Dec,25.8,28.91,28.91
7361,(주)코메론,49430,11-Dec,43.32,39.97,39.97
7362,(주)코메론,49430,12-Dec,44.36,51.08,51.08
7363,(주)코메론,49430,13-Dec,60.38,25.21,25.21
7364,(주)코메론,49430,14-Dec,89.94,61.65,61.65
7365,(주)코메론,49430,15-Dec,111.6,90.07,90.07
7366,(주)코메론,49430,16-Dec,120.51,94.97,94.97
7367,(주)코메론,49430,17-Dec,80.25,73.27,73.27
7368,(주)코메론,49430,18-Dec,98.42,75.31,75.31
7369,(주)코메론,49430,19-Dec,3027.4,104.68,104.68
7370,(주)코미코,183300,17-Dec,12.79,20.74,20.74
7371,(주)코미코,183300,18-Dec,10.06,13.02,13.02
7372,(주)코미코,183300,19-Dec,2.59,6.35,6.35
7373,(주)코미팜,41960,11-Dec,0.41,0.34,0.34
7374,(주)코미팜,41960,12-Dec,0.72,0.59,0.59
7375,(주)코미팜,41960,13-Dec,0.46,0.4,0.4
7376,(주)코미팜,41960,14-Dec,0.05,0.08,0.08
7377,(주)코미팜,41960,15-Dec,-0.37,-0.39,-0.39
7378,(주)코미팜,41960,16-Dec,0.54,0.42,0.42
7379,(주)코미팜,41960,17-Dec,0.45,-0.11,-0.11
7380,(주)코미팜,41960,18-Dec,-1.82,-5.59,-5.59
7381,(주)코미팜,41960,19-Dec,0.54,-2.85,-2.85
7382,(주)코세스,89890,11-Dec,22.5,22.5,22.5
7383,(주)코세스,89890,12-Dec,19.96,19.96,19.96
7384,(주)코세스,89890,13-Dec,-12.97,-12.97,-12.97
7385,(주)코세스,89890,14-Dec,-4.59,-4.59,-4.59
7386,(주)코세스,89890,15-Dec,-0.18,-0.18,-0.18
7387,(주)코세스,89890,16-Dec,-4.29,-4.29,-4.29
7388,(주)코세스,89890,17-Dec,8.12,8.12,8.12
7389,(주)코세스,89890,18-Dec,22.11,22.11,22.11
7390,(주)코세스,89890,19-Dec,10.05,10.05,10.05
7391,(주)코센,9730,11-Dec,-9.21,-9.21,-9.21
7392,(주)코센,9730,12-Dec,-2.47,-2.47,-2.47
7393,(주)코센,9730,13-Dec,1.77,1.77,1.77
7394,(주)코센,9730,14-Dec,1.16,0.75,0.75
7395,(주)코센,9730,15-Dec,1.43,1.29,1.29
7396,(주)코센,9730,16-Dec,-4.21,-4.3,-4.3
7397,(주)코센,9730,17-Dec,0.77,0.77,0.77
7398,(주)코센,9730,18-Dec,-0.25,-0.25,-0.25
7399,(주)코센,9730,19-Dec,-0.3,-0.46,-0.46
7400,(주)코스나인,82660,11-Dec,-4.57,-9.06,-9.06
7401,(주)코스나인,82660,12-Dec,-1.29,1.68,1.68
7402,(주)코스나인,82660,13-Dec,1.37,2.72,2.72
7403,(주)코스나인,82660,14-Dec,0.09,3.38,3.38
7404,(주)코스나인,82660,15-Dec,-1.75,1.46,1.46
7405,(주)코스나인,82660,16-Dec,-0.58,0.67,0.67
7406,(주)코스나인,82660,17-Dec,-4.96,-5.44,-5.44
7407,(주)코스나인,82660,18-Dec,0.25,-4.62,-4.62
7408,(주)코스나인,82660,19-Dec,-1.17,-1.17,-1.17
7409,(주)코스메카코리아,241710,16-Dec,30.61,32.2,32.2
7410,(주)코스메카코리아,241710,17-Dec,6482.28,113.01,113.01
7411,(주)코스메카코리아,241710,18-Dec,9.66,6.52,6.52
7412,(주)코스메카코리아,241710,19-Dec,3.73,2.34,2.34
7413,(주)코스온,69110,11-Dec,1.14,1.14,1.14
7414,(주)코스온,69110,12-Dec,0.83,0.83,0.83
7415,(주)코스온,69110,13-Dec,-0.37,-0.37,-0.37
7416,(주)코스온,69110,14-Dec,1.69,1.69,1.69
7417,(주)코스온,69110,15-Dec,8.18,8.18,8.18
7418,(주)코스온,69110,16-Dec,10.02,9.32,9.32
7419,(주)코스온,69110,17-Dec,1.86,2.43,2.43
7420,(주)코스온,69110,18-Dec,-0.41,1.04,1.04
7421,(주)코스온,69110,19-Dec,0.42,0.13,0.13
7422,(주)코썬바이오,204990,16-Dec,0.0,0.0,0.0
7423,(주)코썬바이오,204990,17-Dec,-618.32,-1441.11,-1441.11
7424,(주)코썬바이오,204990,18-Dec,-389.21,-230.74,-230.74
7425,(주)코썬바이오,204990,19-Dec,-165.8,-104.45,-104.45
7426,(주)코아스,71950,11-Dec,1.68,1.68,1.68
7427,(주)코아스,71950,12-Dec,1.01,1.01,1.01
7428,(주)코아스,71950,13-Dec,0.13,0.18,0.18
7429,(주)코아스,71950,14-Dec,1.46,1.47,1.47
7430,(주)코아스,71950,15-Dec,-7.22,-7.4,-7.4
7431,(주)코아스,71950,16-Dec,-2.28,-2.31,-2.31
7432,(주)코아스,71950,17-Dec,0.19,0.44,0.44
7433,(주)코아스,71950,18-Dec,0.59,0.81,0.81
7434,(주)코아스,71950,19-Dec,2.3,2.3,2.3
7435,(주)코아시아,45970,11-Dec,77777777.77,1.18,1.18
7436,(주)코아시아,45970,12-Dec,77777777.77,0.86,0.86
7437,(주)코아시아,45970,13-Dec,1.54,0.03,0.03
7438,(주)코아시아,45970,14-Dec,3.08,-3.23,-3.23
7439,(주)코아시아,45970,15-Dec,0.16,0.76,0.76
7440,(주)코아시아,45970,16-Dec,-1.63,1.68,1.68
7441,(주)코아시아,45970,17-Dec,-0.33,2.97,2.97
7442,(주)코아시아,45970,18-Dec,0.22,1.02,1.02
7443,(주)코아시아,45970,19-Dec,0.06,3.74,3.74
7444,(주)코아시아옵틱스,196450,14-Dec,77777777.77,77777777.77,11111111.11
7445,(주)코아시아옵틱스,196450,15-Dec,-214.47,-102.09,-102.09
7446,(주)코아시아옵틱스,196450,16-Dec,-8.35,-9.95,-9.95
7447,(주)코아시아옵틱스,196450,17-Dec,0.3,-0.35,-0.35
7448,(주)코아시아옵틱스,196450,18-Dec,-2.24,-2.38,-2.38
7449,(주)코아시아옵틱스,196450,19-Dec,0.36,1.23,1.23
7450,(주)코엔텍,29960,11-Dec,105.67,138.66,138.66
7451,(주)코엔텍,29960,12-Dec,5436.04,5910.45,5910.45
7452,(주)코엔텍,29960,13-Dec,0.0,0.0,0.0
7453,(주)코엔텍,29960,14-Dec,0.0,0.0,0.0
7454,(주)코엔텍,29960,15-Dec,719.23,903.85,903.85
7455,(주)코엔텍,29960,16-Dec,41.39,70.32,70.32
7456,(주)코엔텍,29960,17-Dec,39.59,43.15,43.15
7457,(주)코엔텍,29960,18-Dec,68.95,73.09,73.09
7458,(주)코엔텍,29960,19-Dec,75.88,75.88,75.88
7459,(주)코오롱,2020,11-Dec,1.75,6.11,6.11
7460,(주)코오롱,2020,12-Dec,1.48,0.42,0.42
7461,(주)코오롱,2020,13-Dec,1.66,0.73,0.73
7462,(주)코오롱,2020,14-Dec,1.36,0.8,0.8
7463,(주)코오롱,2020,15-Dec,1.24,0.63,0.63
7464,(주)코오롱,2020,16-Dec,0.91,2.52,2.52
7465,(주)코오롱,2020,17-Dec,1.27,1.78,1.78
7466,(주)코오롱,2020,18-Dec,1.04,1.7,1.7
7467,(주)코오롱,2020,19-Dec,1.08,1.55,1.55
7468,(주)코원플레이,56000,11-Dec,-20.49,-7.81,-7.81
7469,(주)코원플레이,56000,12-Dec,-14.58,-8.01,-8.01
7470,(주)코원플레이,56000,13-Dec,-7.39,-5.27,-5.27
7471,(주)코원플레이,56000,14-Dec,0.55,-1.28,-1.28
7472,(주)코원플레이,56000,15-Dec,-7.01,-10.64,-10.64
7473,(주)코원플레이,56000,16-Dec,-8.25,-8.25,-8.25
7474,(주)코원플레이,56000,17-Dec,4.5,0.92,0.92
7475,(주)코원플레이,56000,18-Dec,-288.7,-74.76,-74.76
7476,(주)코원플레이,56000,19-Dec,11.43,-28.51,-28.51
7477,(주)코윈테크,282880,19-Dec,129.67,130.85,130.85
7478,(주)코이즈,121850,12-Dec,20.58,15.21,15.21
7479,(주)코이즈,121850,13-Dec,2.59,-0.18,-0.18
7480,(주)코이즈,121850,14-Dec,0.41,-0.15,-0.15
7481,(주)코이즈,121850,15-Dec,-2.81,-1.92,-1.92
7482,(주)코이즈,121850,16-Dec,0.64,1.62,1.62
7483,(주)코이즈,121850,17-Dec,-18.23,-14.45,-14.45
7484,(주)코이즈,121850,18-Dec,-12.25,-9.15,-9.15
7485,(주)코이즈,121850,19-Dec,-1.61,-2.76,-2.76
7486,(주)코콤,15710,11-Dec,12.65,12.59,12.59
7487,(주)코콤,15710,12-Dec,34.92,33.55,33.55
7488,(주)코콤,15710,13-Dec,11.73,11.59,11.59
7489,(주)코콤,15710,14-Dec,17.8,17.69,17.69
7490,(주)코콤,15710,15-Dec,45.73,45.47,45.47
7491,(주)코콤,15710,16-Dec,136.64,136.62,136.62
7492,(주)코콤,15710,17-Dec,192.51,192.51,192.51
7493,(주)코콤,15710,18-Dec,254.28,254.28,254.28
7494,(주)코콤,15710,19-Dec,192.48,192.48,192.48
7495,(주)코텍,52330,11-Dec,117.26,117.26,117.26
7496,(주)코텍,52330,12-Dec,553.79,553.79,553.79
7497,(주)코텍,52330,13-Dec,566.1,566.1,566.1
7498,(주)코텍,52330,14-Dec,1582.82,1582.82,1582.82
7499,(주)코텍,52330,15-Dec,77777777.77,77777777.77,11111111.11
7500,(주)코텍,52330,16-Dec,77777777.77,77777777.77,11111111.11
7501,(주)코텍,52330,17-Dec,77777777.77,77777777.77,11111111.11
7502,(주)코텍,52330,18-Dec,77777777.77,77777777.77,11111111.11
7503,(주)코텍,52330,19-Dec,77777777.77,77777777.77,11111111.11
7504,(주)코퍼스코리아,322780,19-Dec,77777777.77,77777777.77,11111111.11
7505,(주)코프라,126600,11-Dec,13.3,13.3,13.3
7506,(주)코프라,126600,12-Dec,21.4,21.4,21.4
7507,(주)코프라,126600,13-Dec,29.12,29.05,29.05
7508,(주)코프라,126600,14-Dec,25.65,21.82,21.82
7509,(주)코프라,126600,15-Dec,36.58,25.25,25.25
7510,(주)코프라,126600,16-Dec,43.99,29.61,29.61
7511,(주)코프라,126600,17-Dec,26.57,13.48,13.48
7512,(주)코프라,126600,18-Dec,24.79,7.61,7.61
7513,(주)코프라,126600,19-Dec,30.48,17.47,17.47
7514,(주)콘텐트리중앙,36420,19-Dec,-6.21,2.46,2.46
7515,(주)콤텍시스템,31820,11-Dec,11.5,9.82,9.82
7516,(주)콤텍시스템,31820,12-Dec,4.76,3.58,3.58
7517,(주)콤텍시스템,31820,13-Dec,-5.17,-5.55,-5.55
7518,(주)콤텍시스템,31820,14-Dec,-28.62,-29.29,-29.29
7519,(주)콤텍시스템,31820,15-Dec,1.81,1.71,1.71
7520,(주)콤텍시스템,31820,16-Dec,6.79,6.36,6.36
7521,(주)콤텍시스템,31820,17-Dec,4.98,4.86,4.86
7522,(주)콤텍시스템,31820,18-Dec,53.28,53.28,53.28
7523,(주)콤텍시스템,31820,19-Dec,17.89,17.89,17.89
7524,(주)큐로,15590,11-Dec,-2.71,-2.63,-2.63
7525,(주)큐로,15590,12-Dec,2.2,2.27,2.27
7526,(주)큐로,15590,13-Dec,1.97,2.23,2.23
7527,(주)큐로,15590,14-Dec,0.4,0.79,0.79
7528,(주)큐로,15590,15-Dec,-2.02,-2.02,-2.02
7529,(주)큐로,15590,16-Dec,-2.37,-2.37,-2.37
7530,(주)큐로,15590,17-Dec,1.43,1.43,1.43
7531,(주)큐로,15590,18-Dec,-2.64,-2.64,-2.64
7532,(주)큐로,15590,19-Dec,3.61,3.61,3.61
7533,(주)큐로컴,40350,11-Dec,0.2,-2.07,-2.07
7534,(주)큐로컴,40350,12-Dec,0.13,-3.15,-3.15
7535,(주)큐로컴,40350,13-Dec,1.1,-3.91,-3.91
7536,(주)큐로컴,40350,14-Dec,0.6,-13.89,-13.89
7537,(주)큐로컴,40350,15-Dec,1.01,-7.6,-7.6
