,회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),영업활동,투자활동,재무활동,영업활동(연결),투자활동(연결),재무활동(연결),기업수명
7065,(주)케이에이치필룩스,33180,2015/12,4108011.0,-1672628.0,-12370.0,8263224.0,-8683393.0,3938433.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
7066,(주)케이에이치필룩스,33180,2016/12,-22789082.0,-17422576.0,43947220.0,-7887435.0,-18465415.0,34053689.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7067,(주)케이에이치필룩스,33180,2017/12,7226855.0,-13638774.0,5346975.0,8800107.0,-10066724.0,-4216298.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
7068,(주)케이에이치필룩스,33180,2018/12,-23611905.0,-76486358.0,105218735.0,-22903201.0,-55754599.0,90153679.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7069,(주)케이에이치필룩스,33180,2019/12,25093267.0,-110245959.0,104659356.0,24434946.0,-111902604.0,104607011.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7070,(주)케이엑스이노베이션,122450,2011/12,6112097.0,-38887596.0,28726921.0,11031806.0,-43626022.0,28726561.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7071,(주)케이엑스이노베이션,122450,2012/12,12750280.0,-20000375.0,7636262.0,13513412.0,-20589071.0,7623745.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7072,(주)케이엑스이노베이션,122450,2013/12,16471770.0,-26114142.0,8500000.0,17419381.0,-3430792.0,-554884.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
7073,(주)케이엑스이노베이션,122450,2014/12,11538020.0,-7067296.0,-2011590.0,16984116.0,-8012021.0,-3907928.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7074,(주)케이엑스이노베이션,122450,2015/12,2264010.0,20522475.0,-4135342.0,16076681.0,-10089186.0,20294215.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
7075,(주)케이엑스이노베이션,122450,2016/12,11028569.0,-35975526.0,5714995.0,40225502.0,-25686864.0,-10272909.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
7076,(주)케이엑스이노베이션,122450,2017/12,4027868.0,267182.0,6480096.0,32576302.0,-24564906.0,14183032.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
7077,(주)케이엑스이노베이션,122450,2018/12,2112036.0,-22818055.0,9969349.0,25297924.0,-96463091.0,43652400.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7078,(주)케이엑스이노베이션,122450,2019/12,8231072.0,-14778357.0,8172312.0,51082523.0,-15640575.0,-24617985.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
7079,(주)케이엑스하이텍,52900,2011/12,7758233.0,-5125263.0,-2568306.0,7712494.0,-5223658.0,-2568306.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7080,(주)케이엑스하이텍,52900,2012/12,1641347.0,-3981948.0,4074465.0,-373464.0,-3798547.0,4074465.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
7081,(주)케이엑스하이텍,52900,2013/12,-3347489.0,-18531708.0,21157374.0,-4677379.0,-15900287.0,19935524.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7082,(주)케이엑스하이텍,52900,2014/12,2019194.0,8669310.0,-9683536.0,1484582.0,11706821.0,-10896764.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7083,(주)케이엑스하이텍,52900,2015/12,-6679.0,2861565.0,-2021914.0,-267705.0,3373432.0,-2226937.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
7084,(주)케이엑스하이텍,52900,2016/12,4479939.0,-7511320.0,9464164.0,5771984.0,-9820975.0,9390571.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7085,(주)케이엑스하이텍,52900,2017/12,1731597.0,-8298143.0,3786263.0,1711774.0,-8716044.0,4133252.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7086,(주)케이엑스하이텍,52900,2018/12,2815120.0,-4209557.0,-2828000.0,1992743.0,-3014581.0,-2636294.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7087,(주)케이엑스하이텍,52900,2019/12,7342740.0,-1129878.0,-1105887.0,10494788.0,-2437707.0,-2181131.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7088,(주)케이엔더블유,105330,2011/12,3799667.0,2224267.0,1654769.0,5351264.0,1372247.0,1275294.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7089,(주)케이엔더블유,105330,2012/12,-1194262.0,-8334319.0,-1242787.0,-950372.0,-8833274.0,-1370109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7090,(주)케이엔더블유,105330,2013/12,-743724.0,762796.0,437942.0,423215.0,-188899.0,372307.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0
7091,(주)케이엔더블유,105330,2014/12,5453605.0,-1776302.0,3982511.0,6155455.0,-1451724.0,3982511.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7092,(주)케이엔더블유,105330,2015/12,-4368416.0,-2128152.0,-1049959.0,-3650976.0,-5601934.0,1573061.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7093,(주)케이엔더블유,105330,2016/12,345901.0,-273627.0,-974000.0,1931598.0,-1974098.0,-860977.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7094,(주)케이엔더블유,105330,2017/12,-4547733.0,632064.0,-126554.0,-1362785.0,-3036192.0,-467962.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
7095,(주)케이엔더블유,105330,2018/12,3341810.0,72161.0,1128008.0,3539491.0,-66461.0,1661352.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
7096,(주)케이엔더블유,105330,2019/12,-2833367.0,-2118043.0,-266180.0,-1544106.0,-3144762.0,-945834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7097,(주)케이엔엔,58400,2011/12,9388085.0,-9763682.0,-3310743.0,9352225.0,-10026285.0,-3310743.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7098,(주)케이엔엔,58400,2012/12,12433176.0,2414580.0,-1129669.0,12975046.0,1953349.0,-1129669.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7099,(주)케이엔엔,58400,2013/12,-6364211.0,-2148184.0,-2734392.0,-6502635.0,-2090107.0,-2748392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7100,(주)케이엔엔,58400,2014/12,13582659.0,-9048846.0,-2527743.0,14262850.0,-9020706.0,-2527743.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7101,(주)케이엔엔,58400,2015/12,10651431.0,-9709731.0,-3270743.0,9856236.0,-9311807.0,-3270743.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7102,(주)케이엔엔,58400,2016/12,16092367.0,-9145547.0,-3660743.0,16165517.0,-8959041.0,-3660743.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7103,(주)케이엔엔,58400,2017/12,6980793.0,-8326575.0,-2204451.0,6955074.0,-8323971.0,-2204451.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7104,(주)케이엔엔,58400,2018/12,12142156.0,-704161.0,-3099243.0,12515806.0,-772474.0,-3099243.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7105,(주)케이엔엔,58400,2019/12,11449907.0,-13327886.0,-3257124.0,12040822.0,-13305828.0,-3257124.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7106,(주)케이엔제이,272110,2019/12,3582178.0,-5822242.0,6496823.0,3816380.0,-5991734.0,6485263.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7107,(주)케이엘넷,39420,2011/12,7555793.0,-1089407.0,-2744304.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7108,(주)케이엘넷,39420,2012/12,7596460.0,-3392231.0,-3826434.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7109,(주)케이엘넷,39420,2013/12,-268994.0,-1108116.0,-1271517.0,-268994.0,-408956.0,-1271517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7110,(주)케이엘넷,39420,2014/12,3682365.0,-5177757.0,-495871.0,2982989.0,-4030858.0,-620467.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7111,(주)케이엘넷,39420,2015/12,3738594.0,-2947866.0,325000.0,3671060.0,-2860040.0,325000.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7112,(주)케이엘넷,39420,2016/12,3442021.0,-1885480.0,-375522.0,3270910.0,-1825480.0,-405522.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7113,(주)케이엘넷,39420,2017/12,5174290.0,-5615022.0,-1220585.0,5141780.0,-5615022.0,-1190585.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7114,(주)케이엘넷,39420,2018/12,5983415.0,-4023376.0,-289848.0,4591252.0,-3646215.0,-289848.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7115,(주)케이엘넷,39420,2019/12,4521738.0,-3022524.0,-3190298.0,4585652.0,-3043078.0,-3210623.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7116,(주)케이엠,83550,2011/12,317050.0,-8520440.0,2978232.0,960850.0,-9065028.0,3167387.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7117,(주)케이엠,83550,2012/12,1053371.0,-959637.0,-1204273.0,3775851.0,-1590038.0,-1291474.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7118,(주)케이엠,83550,2013/12,8114780.0,30382.0,-1015256.0,11580204.0,-350199.0,-1600519.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7119,(주)케이엠,83550,2014/12,5030129.0,-3053042.0,-5247015.0,3772734.0,-2330518.0,-4520228.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7120,(주)케이엠,83550,2015/12,7536073.0,-797969.0,-3893969.0,12655323.0,-1412728.0,-3531680.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7121,(주)케이엠,83550,2016/12,1960176.0,-2368200.0,-1402899.0,7501776.0,-6869047.0,-7089490.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7122,(주)케이엠,83550,2017/12,2178017.0,-8639962.0,1290474.0,5980418.0,-11174934.0,-559138.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
7123,(주)케이엠,83550,2018/12,763630.0,-7021507.0,8302449.0,2242023.0,-8125289.0,7752449.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7124,(주)케이엠,83550,2019/12,4193579.0,-10283809.0,6891913.0,7790900.0,-10695335.0,6889835.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7125,(주)케이엠더블유,32500,2011/12,8546898.0,-11827649.0,2100676.0,-598503.0,-12651105.0,6253100.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
7126,(주)케이엠더블유,32500,2012/12,16885175.0,-13414746.0,-1977900.0,28120215.0,-14478281.0,-10592407.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7127,(주)케이엠더블유,32500,2013/12,42937016.0,-29684994.0,-16310237.0,43814605.0,-27846391.0,-9947153.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7128,(주)케이엠더블유,32500,2014/12,-22467842.0,-14275030.0,35740873.0,-23768463.0,-18882679.0,50944793.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7129,(주)케이엠더블유,32500,2015/12,-18957068.0,-18319338.0,39481460.0,-4604239.0,-19815900.0,28920061.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7130,(주)케이엠더블유,32500,2016/12,-1346606.0,76427133.0,-73735545.0,13737034.0,76803295.0,-80291236.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0
7131,(주)케이엠더블유,32500,2017/12,-5038560.0,-6331679.0,7523487.0,-7870604.0,-461439.0,7175685.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7132,(주)케이엠더블유,32500,2018/12,-24815428.0,-8348934.0,70196466.0,-37353523.0,-21876052.0,90057365.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7133,(주)케이엠더블유,32500,2019/12,-5760734.0,-16692199.0,8130127.0,-3656250.0,-17812728.0,17484219.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7134,(주)케이이씨,92220,2011/12,-26512521.0,-466865.0,33627672.0,-12072653.0,-5461498.0,25243110.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7135,(주)케이이씨,92220,2012/12,-6480773.0,4094056.0,-2985569.0,13822892.0,3435763.0,-22579503.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0
7136,(주)케이이씨,92220,2013/12,3472603.0,-2388525.0,-1473175.0,8394192.0,-3852856.0,-10560871.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7137,(주)케이이씨,92220,2014/12,-2190680.0,23475531.0,-28226511.0,-4576098.0,23035526.0,-25012157.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
7138,(주)케이이씨,92220,2015/12,-1665533.0,-6872582.0,7687456.0,6706278.0,-9099530.0,887633.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
7139,(주)케이이씨,92220,2016/12,31332699.0,-34904885.0,12786386.0,30955967.0,-29052291.0,7106215.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7140,(주)케이이씨,92220,2017/12,6652880.0,3735093.0,-16658260.0,12428764.0,2762113.0,-21987204.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7141,(주)케이이씨,92220,2018/12,23982614.0,-7184521.0,-8441315.0,27969298.0,-9686362.0,-9606455.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7142,(주)케이이씨,92220,2019/12,6206893.0,-8828259.0,-1615323.0,17563717.0,-18139567.0,-1067324.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7143,(주)케이지모빌리언스,46440,2011/12,1068374.0,-433523.0,-3588028.0,1069684.0,-430523.0,-3588028.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7144,(주)케이지모빌리언스,46440,2012/12,-8531654.0,-11808456.0,29411003.0,-7496693.0,-11806456.0,28372809.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7145,(주)케이지모빌리언스,46440,2013/12,27485836.0,-33329137.0,12917005.0,27484764.0,-33329137.0,12917005.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7146,(주)케이지모빌리언스,46440,2014/12,-37928718.0,-5570574.0,13776135.0,,,,0.0,0.0,1.0,8.0,8.0,8.0,1.0
7147,(주)케이지모빌리언스,46440,2015/12,-16371187.0,-932032.0,17801111.0,,,,0.0,0.0,1.0,8.0,8.0,8.0,1.0
7148,(주)케이지모빌리언스,46440,2016/12,-4603508.0,-10045844.0,34899702.0,-4802102.0,-9342481.0,34899703.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7149,(주)케이지모빌리언스,46440,2017/12,-14437693.0,-16459083.0,36149724.0,-14846254.0,-16875776.0,36108353.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7150,(주)케이지모빌리언스,46440,2018/12,13815390.0,-585329.0,5738334.0,19976878.0,-10896964.0,8471035.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7151,(주)케이지모빌리언스,46440,2019/12,65364411.0,-2358101.0,-20851024.0,77859911.0,19474770.0,-52536126.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
7152,(주)케이지이니시스,35600,2011/12,-14138871.0,-27499572.0,25185892.0,-14098175.0,-25021293.0,24855892.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7153,(주)케이지이니시스,35600,2012/12,20037046.0,-14029661.0,-2478314.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7154,(주)케이지이니시스,35600,2013/12,16501632.0,-2048150.0,26763007.0,35022222.0,-22250401.0,37069992.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7155,(주)케이지이니시스,35600,2014/12,71075.0,-64633398.0,-117474.0,-45594360.0,-73644957.0,23233613.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
7156,(주)케이지이니시스,35600,2015/12,-69239579.0,21444414.0,16660081.0,-70739842.0,25196148.0,20608040.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
7157,(주)케이지이니시스,35600,2016/12,73054351.0,-67998140.0,19140191.0,65823384.0,-75593234.0,49481542.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7158,(주)케이지이니시스,35600,2017/12,206382956.0,-84407455.0,-40290413.0,174767832.0,-69201535.0,-27029170.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7159,(주)케이지이니시스,35600,2018/12,15611487.0,-2297036.0,-16124223.0,40858527.0,-13312714.0,-14543074.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7160,(주)케이지이니시스,35600,2019/12,110596339.0,-64730763.0,-16467487.0,225743137.0,-60996092.0,-75997975.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7161,(주)케이티,30200,2011/12,2416072000.0,-2951610000.0,424333000.0,2150309000.0,-2647997000.0,768472000.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7162,(주)케이티,30200,2012/12,5188739000.0,-3590397000.0,-1215448000.0,5721398000.0,-3844381000.0,-1266474000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7163,(주)케이티,30200,2013/12,3954047000.0,-3251254000.0,-851773000.0,4111073000.0,-3782583000.0,-311794000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7164,(주)케이티,30200,2014/12,1568686000.0,-2957744000.0,834571000.0,1916413000.0,-3170958000.0,1071691000.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7165,(주)케이티,30200,2015/12,3569050000.0,-1705522000.0,-1208644000.0,4229965000.0,-2401868000.0,-1163996000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7166,(주)케이티,30200,2016/12,4418648000.0,-3044280000.0,-897027000.0,4770750000.0,-3484958000.0,-943271000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7167,(주)케이티,30200,2017/12,3478641000.0,-2611499000.0,-1303102000.0,3877749000.0,-3483245000.0,-1363499000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7168,(주)케이티,30200,2018/12,3559300000.0,-2607203000.0,-338484000.0,4010464000.0,-2704130000.0,-531675000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7169,(주)케이티,30200,2019/12,2821672000.0,-3202074000.0,-70677000.0,3745173000.0,-3887472000.0,-249748000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7170,(주)케이티서브마린,60370,2011/12,13790685.0,-17603400.0,3842974.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
7171,(주)케이티서브마린,60370,2012/12,4882085.0,-6836369.0,-12086789.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7172,(주)케이티서브마린,60370,2013/12,32792053.0,-614486.0,-12442085.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7173,(주)케이티서브마린,60370,2014/12,16790911.0,-5171266.0,-4726493.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7174,(주)케이티서브마린,60370,2015/12,16294984.0,-74682566.0,31645005.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
7175,(주)케이티서브마린,60370,2016/12,10071509.0,-8464452.0,-4359706.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7176,(주)케이티서브마린,60370,2017/12,29415640.0,-5695784.0,-17078706.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7177,(주)케이티서브마린,60370,2018/12,-984726.0,-2245307.0,-2256106.0,,,,0.0,0.0,0.0,8.0,8.0,8.0,0.0
7178,(주)케이티서브마린,60370,2019/12,17982031.0,-1437795.0,-12665288.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7179,(주)케이티스카이라이프,53210,2011/12,89730168.0,-106794094.0,-19346494.0,92888676.0,-116410430.0,-13346494.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7180,(주)케이티스카이라이프,53210,2012/12,161271613.0,-66537588.0,-18394330.0,170815028.0,-76320224.0,-18642390.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7181,(주)케이티스카이라이프,53210,2013/12,130432305.0,-208276596.0,-22359585.0,141281530.0,-218797450.0,-22690225.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7182,(주)케이티스카이라이프,53210,2014/12,127800959.0,-12460773.0,-23970723.0,140057362.0,-20888675.0,-26411383.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7183,(주)케이티스카이라이프,53210,2015/12,140111020.0,-71970869.0,-36984054.0,157762637.0,-92350292.0,-35984054.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7184,(주)케이티스카이라이프,53210,2016/12,136502937.0,-195489278.0,-16647176.0,155398874.0,-210480212.0,-16647176.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7185,(주)케이티스카이라이프,53210,2017/12,83823240.0,-67957220.0,-19738792.0,99269320.0,-81758222.0,-19738792.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7186,(주)케이티스카이라이프,53210,2018/12,158270202.0,-120763527.0,-76647174.0,183474568.0,-139846271.0,-77647174.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7187,(주)케이티스카이라이프,53210,2019/12,127179163.0,-76363740.0,-18682932.0,152548955.0,-101594324.0,-18832982.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7188,(주)케이티씨에스,58850,2011/12,10915130.0,-11785513.0,-12732114.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7189,(주)케이티씨에스,58850,2012/12,16503552.0,4949434.0,-9351002.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
7190,(주)케이티씨에스,58850,2013/12,12018821.0,2379903.0,-7801013.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
7191,(주)케이티씨에스,58850,2014/12,-4667040.0,-23893923.0,9094696.0,-7328349.0,-20283849.0,9094696.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7192,(주)케이티씨에스,58850,2015/12,13407692.0,15789975.0,-8359299.0,26124115.0,15274473.0,-8359299.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7193,(주)케이티씨에스,58850,2016/12,5624547.0,-7040902.0,-4268788.0,9266992.0,-3027207.0,-4268788.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7194,(주)케이티씨에스,58850,2017/12,13133258.0,-975358.0,-3368805.0,13882740.0,-4992691.0,-3694921.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7195,(주)케이티씨에스,58850,2018/12,9785325.0,4351299.0,-3413430.0,12722541.0,-2838180.0,-3413430.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7196,(주)케이티씨에스,58850,2019/12,30660958.0,-19239715.0,-17548285.0,25007704.0,-15238630.0,-18127497.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7197,(주)케이티아이에스,58860,2011/12,16875472.0,-25960346.0,-1340338.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7198,(주)케이티아이에스,58860,2012/12,16843921.0,12885094.0,-13569942.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
7199,(주)케이티아이에스,58860,2013/12,13089803.0,-23526346.0,-3737528.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7200,(주)케이티아이에스,58860,2014/12,-13063432.0,25699802.0,10523760.0,,,,0.0,1.0,1.0,8.0,8.0,8.0,4.0
7201,(주)케이티아이에스,58860,2015/12,6527254.0,-13995164.0,-7208713.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7202,(주)케이티아이에스,58860,2016/12,19259606.0,-19479607.0,-4033403.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7203,(주)케이티아이에스,58860,2017/12,15207479.0,14408338.0,-2706123.0,,,,1.0,1.0,0.0,8.0,8.0,8.0,0.0
7204,(주)케이티아이에스,58860,2018/12,5330173.0,-9292920.0,-2706123.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7205,(주)케이티아이에스,58860,2019/12,36631752.0,-20954291.0,-21747297.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7206,(주)케이티알파,36030,2011/12,-5256277.0,1248353.0,0.0,1543583.0,1307005.0,-24970.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0
7207,(주)케이티알파,36030,2012/12,-8311532.0,5883676.0,0.0,-14954470.0,5262983.0,0.0,0.0,1.0,9.0,0.0,1.0,9.0,0.0
7208,(주)케이티알파,36030,2013/12,10345131.0,-17849354.0,13191891.0,11107514.0,-18199228.0,13191891.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
7209,(주)케이티알파,36030,2014/12,47915875.0,-27531870.0,0.0,,,,1.0,0.0,9.0,8.0,8.0,8.0,0.0
7210,(주)케이티알파,36030,2015/12,22562308.0,-19956400.0,0.0,,,,1.0,0.0,9.0,8.0,8.0,8.0,0.0
7211,(주)케이티알파,36030,2016/12,28987149.0,-33238308.0,0.0,,,,1.0,0.0,9.0,8.0,8.0,8.0,0.0
7212,(주)케이티알파,36030,2017/12,28319937.0,-36085726.0,0.0,,,,1.0,0.0,9.0,8.0,8.0,8.0,0.0
7213,(주)케이티알파,36030,2018/12,50837055.0,-33317742.0,0.0,,,,1.0,0.0,9.0,8.0,8.0,8.0,0.0
7214,(주)케이티알파,36030,2019/12,49870561.0,-50138722.0,-1859686.0,,,,1.0,0.0,0.0,8.0,8.0,8.0,3.0
7215,(주)케이티앤지,33780,2011/12,661887908.0,-351316989.0,-500347074.0,756854136.0,-449769662.0,-500538365.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7216,(주)케이티앤지,33780,2012/12,803281611.0,-786599604.0,-389038774.0,765575840.0,-932561006.0,-270907928.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7217,(주)케이티앤지,33780,2013/12,628671470.0,-249861445.0,-402638154.0,594616223.0,-223171783.0,-389939170.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7218,(주)케이티앤지,33780,2014/12,750865094.0,-396149329.0,-402230555.0,760920773.0,-462068780.0,-353760890.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7219,(주)케이티앤지,33780,2015/12,1318304582.0,-876292531.0,-429249675.0,1258912454.0,-859431965.0,-376073215.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7220,(주)케이티앤지,33780,2016/12,1352796920.0,-604964311.0,-427789142.0,1488813404.0,-626544995.0,-483963366.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7221,(주)케이티앤지,33780,2017/12,1103557806.0,-592096968.0,-449748912.0,1141485071.0,-669247068.0,-433779216.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7222,(주)케이티앤지,33780,2018/12,658309047.0,5526009.0,-505060508.0,822057209.0,-46256069.0,-549779284.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7223,(주)케이티앤지,33780,2019/12,770157457.0,-349260247.0,-511118172.0,1042489387.0,-459190546.0,-632146268.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
7224,(주)케이프,64820,2011/12,4536332.0,-16322873.0,12019835.0,,,,1.0,0.0,1.0,8.0,8.0,8.0,2.0
