회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출원가(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),통계청 한국표준산업분류 10차(중분류)
(주)메디프론디비티,065650,2015/12,8215260,6831980,,,도매 및 상품 중개업
(주)메디프론디비티,065650,2016/12,13096877,11594494,,,도매 및 상품 중개업
(주)메디프론디비티,065650,2017/12,20910434,18467874,,,도매 및 상품 중개업
(주)메디프론디비티,065650,2018/12,19889604,18512490,,,도매 및 상품 중개업
(주)메디프론디비티,065650,2019/12,17412906,16568615,,,도매 및 상품 중개업
(주)메지온,140410,2012/12,8592283,0,,,연구개발업
(주)메지온,140410,2013/12,4402241,0,,,연구개발업
(주)메지온,140410,2014/12,4454555,0,,,연구개발업
(주)메지온,140410,2015/12,14926336,0,,,연구개발업
(주)메지온,140410,2016/12,11940967,4249274,8751241,3787445,연구개발업
(주)메지온,140410,2017/12,5585880,4687259,5585880,4687259,연구개발업
(주)메지온,140410,2018/12,19087500,15849473,19087500,15849473,연구개발업
(주)메지온,140410,2019/12,18930988,15835287,18930988,15835287,연구개발업
(주)메카로,241770,2017/12,106038329,50022344,,,화학물질 및 화학제품 제조업; 의약품 제외
(주)메카로,241770,2018/12,100492185,47504109,100499216,47504109,화학물질 및 화학제품 제조업; 의약품 제외
(주)메카로,241770,2019/12,72451879,42144417,72495382,42208104,화학물질 및 화학제품 제조업; 의약품 제외
(주)메타랩스,090370,2011/12,130127435,50415936,151702805,54697783,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2012/12,121930756,50649364,145623074,55819351,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2013/12,110401670,42554439,141412155,50591728,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2014/12,96384812,36894660,127864762,44351379,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2015/12,82648101,51736477,115996783,59958631,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2016/12,67249668,51096100,92066962,58477718,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2017/12,27205729,18514022,26832432,18514022,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2018/12,18522860,14791434,47375134,28330469,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타랩스,090370,2019/12,22113084,10578431,86896351,57805783,"의복, 의복 액세서리 및 모피제품 제조업"
(주)메타바이오메드,059210,2011/12,25201037,13588241,27091760,14069864,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2012/12,28956292,17154548,44785136,28867745,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2013/12,33684241,20845702,63518395,44565672,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2014/12,35475661,24267476,61364820,44276879,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2015/12,40585519,23144008,68592246,42787548,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2016/12,41268230,25594547,65783883,42021960,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2017/12,44185868,26947006,65341014,44635647,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2018/12,46872147,30571963,63813054,45687008,의료용 물질 및 의약품 제조업
(주)메타바이오메드,059210,2019/12,52545143,35325342,59391345,33255536,의료용 물질 및 의약품 제조업
(주)멕아이씨에스,058110,2015/12,9002910,4853750,,,"의료, 정밀, 광학기기 및 시계 제조업"
(주)멕아이씨에스,058110,2016/12,7946574,4609897,7920354,4550645,"의료, 정밀, 광학기기 및 시계 제조업"
(주)멕아이씨에스,058110,2017/12,8514960,5005532,8602502,5042904,"의료, 정밀, 광학기기 및 시계 제조업"
(주)멕아이씨에스,058110,2018/12,7711557,4954332,8727657,5330837,"의료, 정밀, 광학기기 및 시계 제조업"
(주)멕아이씨에스,058110,2019/12,9685767,5505172,12863659,7330657,"의료, 정밀, 광학기기 및 시계 제조업"
(주)멜파스,096640,2011/12,256242465,219522044,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2012/12,383271287,331768531,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2013/12,794289409,759838151,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2014/12,271876244,267415232,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2015/12,143845288,134684314,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2016/12,83326596,63678219,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2017/12,55841452,66859281,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2018/12,50785936,51942882,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)멜파스,096640,2019/12,75991828,63715491,75991828,63715491,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모나리자,012690,2011/12,121931365,93815507,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2012/12,132796075,99355536,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2013/12,129863285,98406694,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2014/12,124816021,94668836,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2015/12,124972520,95579980,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2016/12,121396391,90668051,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2017/12,117359513,88298314,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2018/12,113031339,92822963,,,"펄프, 종이 및 종이제품 제조업"
(주)모나리자,012690,2019/12,117954230,93289916,,,"펄프, 종이 및 종이제품 제조업"
(주)모나미,005360,2011/12,202213055,167696738,281896616,225767828,도매 및 상품 중개업
(주)모나미,005360,2012/12,184847316,154148215,262500183,211160524,도매 및 상품 중개업
(주)모나미,005360,2013/12,129611373,100764575,167554404,120589528,도매 및 상품 중개업
(주)모나미,005360,2014/12,108521738,78200134,150068816,97531941,도매 및 상품 중개업
(주)모나미,005360,2015/12,98967737,68865921,142929412,89643065,도매 및 상품 중개업
(주)모나미,005360,2016/12,100354050,68254278,140171469,87650678,도매 및 상품 중개업
(주)모나미,005360,2017/12,103207885,69038654,137658031,85314587,도매 및 상품 중개업
(주)모나미,005360,2018/12,100850699,70288275,135191757,86758765,도매 및 상품 중개업
(주)모나미,005360,2019/12,97334290,68365103,132038884,86390286,도매 및 상품 중개업
(주)모다이노칩,080420,2011/12,70019300,42355074,70310468,42061765,소매업; 자동차 제외
(주)모다이노칩,080420,2012/12,71589053,40155034,72164488,40188236,소매업; 자동차 제외
(주)모다이노칩,080420,2013/12,95010836,59971626,95198321,60003456,소매업; 자동차 제외
(주)모다이노칩,080420,2014/12,107520775,66806670,107669909,66874310,소매업; 자동차 제외
(주)모다이노칩,080420,2015/12,89258169,63067956,89569441,63428791,소매업; 자동차 제외
(주)모다이노칩,080420,2016/12,120131089,46749156,183036443,75044143,소매업; 자동차 제외
(주)모다이노칩,080420,2017/12,166579438,46986837,311755063,112530733,소매업; 자동차 제외
(주)모다이노칩,080420,2018/12,139663175,45892119,321219499,117554752,소매업; 자동차 제외
(주)모다이노칩,080420,2019/12,143900823,49718427,320072758,135163375,소매업; 자동차 제외
(주)모두투어네트워크,080160,2011/12,121045714,0,124989354,0,사업지원 서비스업
(주)모두투어네트워크,080160,2012/12,132786722,0,137890131,1166713,사업지원 서비스업
(주)모두투어네트워크,080160,2013/12,142915027,0,146960026,1529761,사업지원 서비스업
(주)모두투어네트워크,080160,2014/12,155222349,0,164687554,3863008,사업지원 서비스업
(주)모두투어네트워크,080160,2015/12,182242379,0,204324822,8199239,사업지원 서비스업
(주)모두투어네트워크,080160,2016/12,205831518,0,237084495,11161136,사업지원 서비스업
(주)모두투어네트워크,080160,2017/12,249355585,0,290948152,10915995,사업지원 서비스업
(주)모두투어네트워크,080160,2018/12,310858815,68425304,364973001,86979219,사업지원 서비스업
(주)모두투어네트워크,080160,2019/12,242318994,37148164,297168691,53130024,사업지원 서비스업
(주)모바일리더,100030,2011/12,10024146,6948241,,,출판업
(주)모바일리더,100030,2012/12,10058128,6713272,10058128,6713272,출판업
(주)모바일리더,100030,2013/12,12039048,7055924,16648053,10129869,출판업
(주)모바일리더,100030,2014/12,7103102,4396782,13644173,9172498,출판업
(주)모바일리더,100030,2015/12,5201422,3299226,14304760,10541806,출판업
(주)모바일리더,100030,2016/12,6275188,3518260,13419242,8788060,출판업
(주)모바일리더,100030,2017/12,6271453,2942112,13343523,8183372,출판업
(주)모바일리더,100030,2018/12,5572070,3449641,15345180,7529572,출판업
(주)모바일리더,100030,2019/12,5451465,3815859,23558937,14647995,출판업
(주)모베이스,101330,2011/12,68760403,60722753,128747685,110506500,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2012/12,94320673,80900182,201747548,168293704,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2013/12,136557124,113082232,276020283,227066421,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2014/12,119905880,88192866,382249636,324519391,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2015/12,72613980,56547738,254982987,219496446,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2016/12,49860650,32899323,285420879,224716967,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2017/12,55904808,37069351,320774245,268589868,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2018/12,29406030,13009590,375310929,322942659,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스,101330,2019/12,28045795,10769561,652513096,572537490,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모베이스전자,012860,2011/12,404442230,378253311,520053457,454798667,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2012/12,458663366,444518014,574511202,517860664,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2013/12,505299129,480592339,675644681,589313499,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2014/12,538060396,509704138,704960522,610203162,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2015/12,563840947,533388971,718024012,635822123,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2016/12,574275654,540581615,731169856,661970084,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2017/12,584945911,560962248,710241532,674591957,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2018/12,606411908,568900474,717990836,662915439,자동차 및 트레일러 제조업
(주)모베이스전자,012860,2019/12,616170568,571743534,771679604,706967318,자동차 및 트레일러 제조업
(주)모비스,250060,2016/12,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)모비스,250060,2017/12,2389536,1534283,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)모비스,250060,2018/12,2496632,1827190,2496632,1827190,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)모비스,250060,2019/12,2030264,1348958,12147693,6017857,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)모아텍,033200,2011/12,128334986,115835439,176287650,159804381,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모아텍,033200,2012/12,100585547,95746196,147624355,133980023,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모아텍,033200,2013/12,94182083,91330221,137249866,129526163,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모아텍,033200,2014/12,81209942,78861642,80650185,73179549,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모아텍,033200,2015/12,65252188,54970702,63821318,55917419,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모아텍,033200,2016/12,55912949,46755876,56642560,47248258,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모아텍,033200,2018/03,44846369,37286714,45468636,37719531,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모아텍,033200,2019/03,38048887,31729364,38650809,32167811,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)모토닉,009680,2011/12,237739047,211203259,258237261,219331716,자동차 및 트레일러 제조업
(주)모토닉,009680,2012/12,232982933,202816391,240382478,199705442,자동차 및 트레일러 제조업
(주)모토닉,009680,2013/12,202014614,179002037,218166010,186092103,자동차 및 트레일러 제조업
(주)모토닉,009680,2014/12,203374276,179427614,217222223,186090252,자동차 및 트레일러 제조업
(주)모토닉,009680,2015/12,190845603,169667266,203254231,179003001,자동차 및 트레일러 제조업
(주)모토닉,009680,2016/12,182110458,167704118,195300520,178159017,자동차 및 트레일러 제조업
(주)모토닉,009680,2017/12,201352456,175573852,211531507,184050964,자동차 및 트레일러 제조업
(주)모토닉,009680,2018/12,187940437,165063991,195253285,171556050,자동차 및 트레일러 제조업
(주)모토닉,009680,2019/12,202275905,176664720,207639236,181969360,자동차 및 트레일러 제조업
(주)모헨즈,006920,2011/12,28234509,26395766,63884832,58447610,비금속 광물제품 제조업
(주)모헨즈,006920,2012/12,29440798,27221663,70216874,63295853,비금속 광물제품 제조업
(주)모헨즈,006920,2013/12,29898373,27313245,78885306,70673173,비금속 광물제품 제조업
(주)모헨즈,006920,2014/12,35765845,33004602,98519909,89085519,비금속 광물제품 제조업
(주)모헨즈,006920,2015/12,39714768,37001481,105037738,95666870,비금속 광물제품 제조업
(주)모헨즈,006920,2016/12,41563233,38951765,112234938,102542571,비금속 광물제품 제조업
(주)모헨즈,006920,2017/12,38478190,36274066,117339016,108932742,비금속 광물제품 제조업
(주)모헨즈,006920,2018/12,39439933,37332811,106914819,99758780,비금속 광물제품 제조업
(주)모헨즈,006920,2019/12,37047844,34430308,85683500,79637210,비금속 광물제품 제조업
(주)무학,033920,2011/12,195680844,106001844,202496016,111621901,음료 제조업
(주)무학,033920,2012/12,211279950,116888093,218128966,122199501,음료 제조업
(주)무학,033920,2013/12,234137340,124414933,240065261,128969427,음료 제조업
(주)무학,033920,2014/12,285232996,148586171,290146381,151673641,음료 제조업
(주)무학,033920,2015/12,278308632,143769064,295760850,158441765,음료 제조업
(주)무학,033920,2016/12,254174484,128332088,270169022,141387968,음료 제조업
(주)무학,033920,2017/12,231322162,120478130,250503049,136776559,음료 제조업
(주)무학,033920,2018/12,177541871,102932827,193717859,116758231,음료 제조업
(주)무학,033920,2019/12,151836953,91728099,166377918,104564163,음료 제조업
(주)미래생명자원,218150,2015/12,,,,,식료품 제조업
(주)미래생명자원,218150,2016/12,,,,,식료품 제조업
(주)미래생명자원,218150,2017/12,27968934,22041674,40926676,34840933,식료품 제조업
(주)미래생명자원,218150,2018/12,23636944,17963208,35199454,28965350,식료품 제조업
(주)미래생명자원,218150,2019/12,31780152,26079754,50079355,43746983,식료품 제조업
(주)미래아이앤지,007120,2011/12,21542533,15127591,25733558,17379433,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2012/12,29093225,23202614,35018015,26054630,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2013/12,20817874,16585478,26771535,19155741,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2014/12,12770595,11061992,18787582,13937185,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2015/12,8987068,5902715,9161388,5902715,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2016/12,9871808,6882053,9828639,6882053,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2017/12,8033295,5336127,7707135,5336127,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2018/12,6453616,4916365,6445366,4916365,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래아이앤지,007120,2019/12,7479208,5392019,7476808,5392019,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)미래컴퍼니,049950,2011/12,100821228,72558512,107942542,78337225,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2012/12,89985775,54395436,96358872,60164880,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2013/12,57945937,39748271,63723303,44534580,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2014/12,37332766,30152709,44756184,36014790,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2015/12,55796793,38770145,62403918,44064846,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2016/12,74306879,53565240,80414537,58214302,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2017/12,175260490,113431123,181450622,118005349,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2018/12,206951173,154795383,213396156,159506937,기타 기계 및 장비 제조업
(주)미래컴퍼니,049950,2019/12,92458445,66073556,97432267,69944355,기타 기계 및 장비 제조업
(주)미코,059090,2011/12,74623106,51378234,124257358,81105536,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2012/12,76330410,50070725,130434043,79305767,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2013/12,65180746,51849706,123649349,89549880,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2014/12,45147713,32345761,135982035,87852619,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2015/12,43616229,27927589,121532809,69651269,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2016/12,49599720,32074624,140956669,77655184,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2017/12,71147376,45880097,183916090,100054847,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2018/12,80314284,53702834,227421583,121672793,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미코,059090,2019/12,81371216,52374833,236170142,126828367,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)미투온,201490,2016/12,14145588,10171020,17042857,7071919,출판업
(주)미투온,201490,2017/12,14815586,12849922,27209665,12111270,출판업
(주)미투온,201490,2018/12,14985781,11990226,98771664,28997917,출판업
(주)미투온,201490,2019/12,16488255,12576607,119101315,35854601,출판업
(주)바른손,018700,2011/03,40954971,25065131,42575724,26316391,도매 및 상품 중개업
(주)바른손,018700,2012/03,75899683,47204879,77169809,48328470,도매 및 상품 중개업
(주)바른손,018700,2013/03,63048769,38537263,64171216,42058327,도매 및 상품 중개업
(주)바른손,018700,2014/03,49111670,29134456,49885700,30262228,도매 및 상품 중개업
(주)바른손,018700,2015/03,29186227,17118208,29285587,19475080,도매 및 상품 중개업
(주)바른손,018700,2016/03,11952743,6319600,16560068,9484345,도매 및 상품 중개업
(주)바른손,018700,2017/03,3499940,1511297,4612329,2367002,도매 및 상품 중개업
(주)바른손,018700,2018/03,8732299,7047749,9663300,7426114,도매 및 상품 중개업
(주)바른손,018700,2019/03,3506172,1956755,6551086,2394098,도매 및 상품 중개업
(주)바른손이앤에이,035620,2011/12,9590329,0,9990905,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2012/12,6077638,0,6499325,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2013/12,3811626,0,4185616,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2014/12,2104162,0,2104162,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2015/12,15698007,0,15698007,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2016/12,41543823,0,41653823,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2017/12,25074003,0,31430347,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2018/12,16665042,0,30044467,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른손이앤에이,035620,2019/12,16333644,0,16975339,0,영상ㆍ오디오 기록물 제작 및 배급업
(주)바른전자,064520,2011/12,202628143,184466278,202628143,184466278,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2012/12,209098334,184017196,209098334,184017196,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2013/12,231950913,211002198,231950913,211002198,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2014/12,216400982,196386443,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2015/12,225459497,206024139,225459497,206024139,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2016/12,241570556,223858488,241570556,223858488,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2017/12,168479538,175703208,168479538,175703208,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2018/12,92958710,102069751,92979655,102093236,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바른전자,064520,2019/12,39481096,44904832,39481096,44904832,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이넥스,053030,2011/12,53123634,24472528,53457879,24652694,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2012/12,52795429,28249355,55128609,29348072,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2013/12,51286370,34214313,57296766,38606167,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2014/12,57586059,32967970,,,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2015/12,66539329,36386075,,,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2016/12,80924373,51828348,82108423,51828348,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2017/12,78026380,49625133,78026380,49625133,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2018/12,104016659,55788863,104043177,55793228,의료용 물질 및 의약품 제조업
(주)바이넥스,053030,2019/12,125225659,68490565,125258579,68490565,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2011/12,22317432,10116614,22764624,11301225,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2012/12,20128057,8128145,20533918,9050634,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2013/12,23669427,9979989,23904101,9347283,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2014/12,17210216,7552561,17853516,7423522,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2015/12,20282027,8217842,20833715,8181777,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2016/12,20975096,10071151,21703615,10163475,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2017/12,22792648,9684272,23267735,9651933,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2018/12,22155060,10789644,24077826,11143273,의료용 물질 및 의약품 제조업
(주)바이오니아,064550,2019/12,22252596,11642663,36292397,17139515,의료용 물질 및 의약품 제조업
(주)바이오로그디바이스,208710,2014/12,,,,,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오로그디바이스,208710,2015/12,39662169,37684722,44874010,33378716,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오로그디바이스,208710,2016/12,57470448,51452976,68614604,52752414,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오로그디바이스,208710,2017/12,55328672,49294629,70020158,54960848,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오로그디바이스,208710,2018/12,62002906,55231225,81464285,62758120,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오로그디바이스,208710,2019/12,64775997,56395550,90419017,70716529,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오솔루션,086820,2018/12,10525412,3512213,,,의료용 물질 및 의약품 제조업
(주)바이오솔루션,086820,2019/12,8882482,2980946,,,의료용 물질 및 의약품 제조업
(주)바이오스마트,038460,2011/12,31488084,20778505,33702845,22748239,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2012/12,39667387,24710516,42395163,26750535,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2013/12,31515290,22916856,40341220,28955977,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2014/12,28098342,21326167,41504417,30029124,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2015/12,37441787,28310807,54186600,39915340,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2016/12,45503046,36414235,62989881,49166037,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2017/12,55114201,42422556,80432645,58876879,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2018/12,60672736,47161951,117732569,74845919,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오스마트,038460,2019/12,64995904,51639054,158967517,102735303,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)바이오톡스텍,086040,2011/12,23432080,13994740,23087738,13890024,연구개발업
(주)바이오톡스텍,086040,2012/12,17965818,13261987,17715967,13258057,연구개발업
(주)바이오톡스텍,086040,2013/12,17072862,13717249,17272069,13954362,연구개발업
(주)바이오톡스텍,086040,2014/12,14213991,12698169,15087766,13372016,연구개발업
(주)바이오톡스텍,086040,2015/12,14835792,13378111,16676482,13627437,연구개발업
(주)바이오톡스텍,086040,2016/12,20300373,14924496,22256692,14882544,연구개발업
(주)바이오톡스텍,086040,2017/12,22351893,15973728,25564709,16443209,연구개발업
(주)바이오톡스텍,086040,2018/12,24105320,18347730,32582096,20523155,연구개발업
(주)바이오톡스텍,086040,2019/12,24329643,19955537,25853847,20484340,연구개발업
(주)바텍,043150,2011/12,98689540,73103437,149625813,98491273,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2012/12,92394853,74236236,175882269,112455342,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2013/12,86764292,66678143,171517053,97298729,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2014/12,96863523,72843132,194791464,107830643,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2015/12,108901513,84477754,217358785,117923190,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2016/12,112377253,83923209,238338397,124818863,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2017/12,153296439,100182060,218808934,113855484,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2018/12,168887720,110670100,234393036,122641569,"의료, 정밀, 광학기기 및 시계 제조업"
(주)바텍,043150,2019/12,189138285,122744629,271702910,144015092,"의료, 정밀, 광학기기 및 시계 제조업"
(주)방림,003610,2011/09,229956016,214002395,218985322,196474531,섬유제품 제조업; 의복제외
(주)방림,003610,2012/09,173738959,159855691,205928558,203290863,섬유제품 제조업; 의복제외
(주)방림,003610,2013/09,161583801,148046771,193795095,177375875,섬유제품 제조업; 의복제외
(주)방림,003610,2014/09,142564020,131386677,161416440,145266827,섬유제품 제조업; 의복제외
