회사명,거래소코드,회계년도,[제조]당기순이익(손실)(IFRS),[제조]자본(*)(IFRS)
(주)아나패스,123860,13-Dec,2769003,87519397
(주)아나패스,123860,14-Dec,11446110,98872134
(주)아나패스,123860,15-Dec,2392645,102989650
(주)아나패스,123860,16-Dec,-25410338,76537219
(주)아나패스,123860,17-Dec,678656,76015226
(주)아나패스,123860,18-Dec,-4210036,69273645
(주)아나패스,123860,19-Dec,-22209910,55203935
(주)아난티,25980,11-Dec,-5642555,33608997
(주)아난티,25980,12-Dec,-2544522,30918046
(주)아난티,25980,13-Dec,-4026749,26980030
(주)아난티,25980,14-Dec,5729252,49832042
(주)아난티,25980,15-Dec,21984150,252227796
(주)아난티,25980,16-Dec,-8636511,246513882
(주)아난티,25980,17-Dec,-8334682,238024911
(주)아난티,25980,18-Dec,-9582838,238961169
(주)아난티,25980,19-Dec,8071195,310638820
(주)아리온테크놀로지,58220,11-Dec,3720993,20327400
(주)아리온테크놀로지,58220,12-Dec,5523452,25176008
(주)아리온테크놀로지,58220,13-Dec,1742651,27800335
(주)아리온테크놀로지,58220,14-Dec,230049,28106273
(주)아리온테크놀로지,58220,15-Dec,2458255,30451420
(주)아리온테크놀로지,58220,16-Dec,-15705672,33613628
(주)아리온테크놀로지,58220,17-Dec,-22642243,21323678
(주)아리온테크놀로지,58220,18-Dec,-11856695,23242792
(주)아리온테크놀로지,58220,19-Dec,-6293540,18559649
(주)아모그린텍,125210,15-Dec,,
(주)아모그린텍,125210,16-Dec,,
(주)아모그린텍,125210,17-Dec,,
(주)아모그린텍,125210,19-Dec,1716950,38230614
(주)아모레퍼시픽,90430,11-Dec,318809138,2125754060
(주)아모레퍼시픽,90430,12-Dec,275500289,2345061946
(주)아모레퍼시픽,90430,13-Dec,270810351,2570479829
(주)아모레퍼시픽,90430,14-Dec,356623827,2869417897
(주)아모레퍼시픽,90430,15-Dec,534235039,3312494398
(주)아모레퍼시픽,90430,16-Dec,593918587,3805165195
(주)아모레퍼시픽,90430,17-Dec,317768947,4026554637
(주)아모레퍼시픽,90430,18-Dec,274660919,4236810691
(주)아모레퍼시픽,90430,19-Dec,329297061,4375433772
(주)아모레퍼시픽그룹,2790,11-Dec,25327196,1560503365
(주)아모레퍼시픽그룹,2790,12-Dec,39362578,1582828008
(주)아모레퍼시픽그룹,2790,13-Dec,37738432,1600329326
(주)아모레퍼시픽그룹,2790,14-Dec,55875267,1635704389
(주)아모레퍼시픽그룹,2790,15-Dec,42538320,1648859899
(주)아모레퍼시픽그룹,2790,16-Dec,45008701,1660301249
(주)아모레퍼시픽그룹,2790,17-Dec,74005161,1694981339
(주)아모레퍼시픽그룹,2790,18-Dec,49452021,1712148327
(주)아모레퍼시픽그룹,2790,19-Dec,118327675,1987827031
(주)아모텍,52710,11-Dec,-1920745,108527369
(주)아모텍,52710,12-Dec,11376952,119765536
(주)아모텍,52710,13-Dec,15298444,142028882
(주)아모텍,52710,14-Dec,-799025,140522238
(주)아모텍,52710,15-Dec,14049839,161111972
(주)아모텍,52710,16-Dec,16415189,176596885
(주)아모텍,52710,17-Dec,27065497,204635537
(주)아모텍,52710,18-Dec,9542574,212830169
(주)아모텍,52710,19-Dec,-926694,211424670
(주)아미노로직스,74430,11-Dec,1583830,62965285
(주)아미노로직스,74430,12-Dec,-34360248,28591989
(주)아미노로직스,74430,13-Dec,-10769395,40425206
(주)아미노로직스,74430,14-Dec,-8099578,31848971
(주)아미노로직스,74430,15-Dec,-984674,48278094
(주)아미노로직스,74430,16-Dec,-3741503,44550734
(주)아미노로직스,74430,17-Dec,541991,45144933
(주)아미노로직스,74430,18-Dec,7996312,53190541
(주)아미노로직스,74430,19-Dec,-1200804,51854536
(주)아바코,83930,11-Dec,9031776,75046575
(주)아바코,83930,12-Dec,-193772,86816488
(주)아바코,83930,13-Dec,-15088319,78695952
(주)아바코,83930,14-Dec,6895386,85464172
(주)아바코,83930,15-Dec,9217795,94018721
(주)아바코,83930,16-Dec,14208527,102284488
(주)아바코,83930,17-Dec,383040,105772304
(주)아바코,83930,18-Dec,23026020,117389286
(주)아바코,83930,19-Dec,20062417,129225417
(주)아바텍,149950,12-Dec,17419704,85693104
(주)아바텍,149950,13-Dec,15538161,97492600
(주)아바텍,149950,14-Dec,23405175,111726652
(주)아바텍,149950,15-Dec,8949390,119611922
(주)아바텍,149950,16-Dec,8000745,120253531
(주)아바텍,149950,17-Dec,14367999,137515343
(주)아바텍,149950,18-Dec,7726745,137024996
(주)아바텍,149950,19-Dec,7237344,136087802
(주)아세아텍,50860,11-Jun,4680088,74015958
(주)아세아텍,50860,12-Jun,5589672,78160325
(주)아세아텍,50860,13-Jun,6444107,83294726
(주)아세아텍,50860,14-Jun,3129736,85452592
(주)아세아텍,50860,15-Jun,3088274,79130419
(주)아세아텍,50860,16-Jun,3870827,88620259
(주)아세아텍,50860,17-Jun,3894285,92543078
(주)아세아텍,50860,18-Jun,2929258,99611528
(주)아세아텍,50860,19-Jun,496368,98431169
(주)아센디오,12170,11-Dec,17846172,29712343
(주)아센디오,12170,12-Dec,-5070736,33587923
(주)아센디오,12170,13-Dec,-30866177,40884051
(주)아센디오,12170,14-Dec,-17968686,35696614
(주)아센디오,12170,15-Dec,-9728828,43773124
(주)아센디오,12170,16-Dec,-9649132,71602790
(주)아센디오,12170,17-Dec,-37123443,52214518
(주)아센디오,12170,18-Dec,-17640017,59159259
(주)아센디오,12170,19-Dec,-60760662,-438969
(주)아스타,246720,17-Dec,-4839567,14675030
(주)아스타,246720,18-Dec,633880,31971002
(주)아스타,246720,19-Dec,-16314670,15764081
(주)아스트,67390,14-Dec,-7881921,46557011
(주)아스트,67390,15-Dec,2500144,57810228
(주)아스트,67390,16-Dec,11478951,80031741
(주)아스트,67390,17-Dec,981493,102490459
(주)아스트,67390,18-Dec,2894256,106942722
(주)아스트,67390,19-Dec,-2744422,191228700
(주)아시아경제,127710,15-Dec,4240759,49820117
(주)아시아경제,127710,16-Dec,3421130,53030795
(주)아시아경제,127710,17-Dec,20066675,72653316
(주)아시아경제,127710,18-Dec,30991765,102645094
(주)아시아경제,127710,19-Dec,851891,97958385
(주)아우딘퓨쳐스,227610,17-Dec,-321630,45944404
(주)아우딘퓨쳐스,227610,18-Dec,9125741,53600457
(주)아우딘퓨쳐스,227610,19-Dec,-18222643,34504304
(주)아이디스,143160,11-Dec,13802994,65070699
(주)아이디스,143160,12-Dec,25795512,89545134
(주)아이디스,143160,13-Dec,18346482,134171637
(주)아이디스,143160,14-Dec,10853026,141397005
(주)아이디스,143160,15-Dec,10977250,149309428
(주)아이디스,143160,16-Dec,-2967385,143191429
(주)아이디스,143160,17-Dec,11171244,151342271
(주)아이디스,143160,18-Dec,4826317,151756491
(주)아이디스,143160,19-Dec,1788883,152189329
(주)아이디스홀딩스,54800,11-Dec,77795444,134467228
(주)아이디스홀딩스,54800,12-Dec,2248590,172628641
(주)아이디스홀딩스,54800,13-Dec,4050319,176638964
(주)아이디스홀딩스,54800,14-Dec,-13843385,161651762
(주)아이디스홀딩스,54800,15-Dec,5218197,160916384
(주)아이디스홀딩스,54800,16-Dec,2808689,161842665
(주)아이디스홀딩스,54800,17-Dec,4582740,164638517
(주)아이디스홀딩스,54800,18-Dec,5619503,168464839
(주)아이디스홀딩스,54800,19-Dec,-11072625,154920968
(주)아이마켓코리아,122900,11-Dec,34528937,287453260
(주)아이마켓코리아,122900,12-Dec,38723102,318043290
(주)아이마켓코리아,122900,13-Dec,39567068,347839929
(주)아이마켓코리아,122900,14-Dec,35908960,366069984
(주)아이마켓코리아,122900,15-Dec,41732155,379510904
(주)아이마켓코리아,122900,16-Dec,22864910,385501865
(주)아이마켓코리아,122900,17-Dec,14571721,380397702
(주)아이마켓코리아,122900,18-Dec,18107638,381644493
(주)아이마켓코리아,122900,19-Dec,17469787,369103824
(주)아이비김영,339950,19-Dec,,
(주)아이센스,99190,13-Dec,18118307,103868348
(주)아이센스,99190,14-Dec,15547298,119251714
(주)아이센스,99190,15-Dec,16625356,135678193
(주)아이센스,99190,16-Dec,20369638,156957424
(주)아이센스,99190,17-Dec,19896111,175831905
(주)아이센스,99190,18-Dec,22667260,181057013
(주)아이센스,99190,19-Dec,24103065,203953254
(주)아이스크림에듀,289010,19-Dec,4981294,74523725
(주)아이씨디,40910,11-Sep,26253421,90030367
(주)아이씨디,40910,12-Sep,9635019,97608710
(주)아이씨디,40910,13-Sep,7220171,105421052
(주)아이씨디,40910,14-Sep,-11143901,93897819
(주)아이씨디,40910,15-Sep,-4748500,88035634
(주)아이씨디,40910,16-Dec,10340825,112704818
(주)아이씨디,40910,17-Dec,24789582,135676824
(주)아이씨디,40910,18-Dec,29091755,130698575
(주)아이씨디,40910,19-Dec,9110961,144466844
(주)아이앤씨테크놀로지,52860,11-Dec,8151912,88933100
(주)아이앤씨테크놀로지,52860,12-Dec,-6502792,79861477
(주)아이앤씨테크놀로지,52860,13-Dec,-9341954,72180126
(주)아이앤씨테크놀로지,52860,14-Dec,-14690156,57655846
(주)아이앤씨테크놀로지,52860,15-Dec,-31074834,29084609
(주)아이앤씨테크놀로지,52860,16-Dec,3080509,32555929
(주)아이앤씨테크놀로지,52860,17-Dec,5528739,40155411
(주)아이앤씨테크놀로지,52860,18-Dec,1626325,44024902
(주)아이앤씨테크놀로지,52860,19-Dec,3059976,52514717
(주)아이에스시,95340,11-Dec,8341019,63426421
(주)아이에스시,95340,12-Dec,14113419,74823591
(주)아이에스시,95340,13-Dec,14961523,90010947
(주)아이에스시,95340,14-Dec,14636344,118759892
(주)아이에스시,95340,15-Dec,13490205,155040566
(주)아이에스시,95340,16-Dec,12482265,163815285
(주)아이에스시,95340,17-Dec,17177840,174632144
(주)아이에스시,95340,18-Dec,12585228,181599029
(주)아이에스시,95340,19-Dec,2242611,180885747
(주)아이에스이커머스,69920,11-Dec,-698133,14695896
(주)아이에스이커머스,69920,12-Dec,-1869911,15431364
(주)아이에스이커머스,69920,13-Dec,-4524234,10907130
(주)아이에스이커머스,69920,14-Dec,-1090438,11845222
(주)아이에스이커머스,69920,15-Dec,-2718589,36941864
(주)아이에스이커머스,69920,16-Dec,1846248,38757357
(주)아이에스이커머스,69920,17-Dec,33707586,75629008
(주)아이에스이커머스,69920,18-Dec,-13106365,62404721
(주)아이에스이커머스,69920,19-Dec,-11902331,32641351
(주)아이에이,38880,11-Dec,-13146293,24632433
(주)아이에이,38880,12-Dec,-15751570,8237131
(주)아이에이,38880,13-Dec,-5619313,12729721
(주)아이에이,38880,14-Dec,-4370550,10196802
(주)아이에이,38880,15-Dec,132139,26087741
(주)아이에이,38880,16-Dec,1508735,49022262
(주)아이에이,38880,17-Dec,-1885065,47607158
(주)아이에이,38880,18-Dec,-5098953,56867985
(주)아이에이,38880,19-Dec,9756928,82241723
(주)아이에이치큐,3560,11-Dec,811263,23909550
(주)아이에이치큐,3560,12-Dec,7966583,34492084
(주)아이에이치큐,3560,13-Dec,63679,36131885
(주)아이에이치큐,3560,14-Dec,-5721236,34543023
(주)아이에이치큐,3560,15-Dec,5535152,218918559
(주)아이에이치큐,3560,16-Dec,7168591,228265720
(주)아이에이치큐,3560,17-Dec,1281996,233118460
(주)아이에이치큐,3560,18-Dec,-10195179,209717780
(주)아이에이치큐,3560,19-Dec,-72018980,137520130
(주)아이엘사이언스,307180,18-Dec,,
(주)아이엘사이언스,307180,19-Dec,-2726422,12170864
(주)아이엠,101390,11-Dec,6301562,57006249
(주)아이엠,101390,12-Dec,1087880,56058921
(주)아이엠,101390,13-Dec,1210972,57276195
(주)아이엠,101390,14-Dec,-1370106,55578169
(주)아이엠,101390,15-Dec,2223829,57710282
(주)아이엠,101390,16-Dec,-3571489,65449046
(주)아이엠,101390,17-Dec,-3687615,47275268
(주)아이엠,101390,18-Dec,-18642656,47167432
(주)아이엠,101390,19-Dec,-20221356,32773260
(주)아이엠비씨,52220,11-Dec,4683488,44806998
(주)아이엠비씨,52220,12-Dec,3255704,47115413
(주)아이엠비씨,52220,13-Dec,3330319,49085177
(주)아이엠비씨,52220,14-Dec,2112069,50639260
(주)아이엠비씨,52220,15-Dec,1825056,51895506
(주)아이엠비씨,52220,16-Dec,2178555,52853799
(주)아이엠비씨,52220,17-Dec,-78643,51892884
(주)아이엠비씨,52220,18-Dec,-2041775,50313868
(주)아이엠비씨,52220,19-Dec,2053006,52286694
(주)아이오케이컴퍼니,78860,11-Dec,-51603,4316388
(주)아이오케이컴퍼니,78860,12-Dec,436586,6514861
(주)아이오케이컴퍼니,78860,13-Dec,-1320747,6441251
(주)아이오케이컴퍼니,78860,14-Dec,-5753835,7971772
(주)아이오케이컴퍼니,78860,15-Dec,1638348,48829357
(주)아이오케이컴퍼니,78860,16-Dec,-4774296,79409236
(주)아이오케이컴퍼니,78860,17-Dec,-4103066,70341520
(주)아이오케이컴퍼니,78860,18-Dec,-11438082,90155315
(주)아이오케이컴퍼니,78860,19-Dec,-10376328,101679378
(주)아이윈,90150,11-Dec,1598659,32654358
(주)아이윈,90150,12-Dec,3101815,36495940
(주)아이윈,90150,13-Dec,1705011,37527728
(주)아이윈,90150,14-Dec,-239944,36906060
(주)아이윈,90150,15-Dec,235912,36866298
(주)아이윈,90150,16-Dec,961080,37437347
(주)아이윈,90150,17-Dec,-2166770,35245958
(주)아이윈,90150,18-Dec,-1735402,31650794
(주)아이윈,90150,19-Dec,2406418,38614112
(주)아이윈플러스,123010,16-Dec,-394282,12217874
(주)아이윈플러스,123010,17-Dec,-3219305,10448976
(주)아이윈플러스,123010,18-Dec,-4378100,6033160
(주)아이윈플러스,123010,19-Dec,-7792480,7707284
(주)아이즈비전,31310,11-Dec,-3422402,56319259
(주)아이즈비전,31310,12-Dec,-670730,58891734
(주)아이즈비전,31310,13-Dec,1874108,60786302
(주)아이즈비전,31310,14-Dec,1439532,61810683
(주)아이즈비전,31310,15-Dec,2127092,63184661
(주)아이즈비전,31310,16-Dec,1803272,64213220
(주)아이즈비전,31310,17-Dec,1558676,64798918
(주)아이즈비전,31310,18-Dec,10479576,73294541
(주)아이즈비전,31310,19-Dec,-4133512,67841493
(주)아이컴포넌트,59100,11-Dec,215958,25028868
(주)아이컴포넌트,59100,12-Dec,-4562170,25670976
(주)아이컴포넌트,59100,13-Dec,-3038558,22887278
(주)아이컴포넌트,59100,14-Dec,-2335474,26554433
(주)아이컴포넌트,59100,15-Dec,5918333,32898054
(주)아이컴포넌트,59100,16-Dec,5654928,41158925
(주)아이컴포넌트,59100,17-Dec,-8303058,33166369
(주)아이컴포넌트,59100,18-Dec,-3131079,30040238
(주)아이컴포넌트,59100,19-Dec,-1247513,28714839
(주)아이톡시,52770,11-Dec,-8357940,13599086
(주)아이톡시,52770,12-Dec,-2276312,14965637
(주)아이톡시,52770,13-Dec,1031219,15111492
(주)아이톡시,52770,14-Dec,-5699001,9508360
(주)아이톡시,52770,15-Dec,167109,10609727
(주)아이톡시,52770,16-Dec,-3825565,8872867
(주)아이톡시,52770,17-Dec,-21108362,241919
(주)아이톡시,52770,18-Dec,-20710966,-2279290
(주)아이톡시,52770,19-Dec,-2092669,5141190
(주)아이티센,124500,15-Mar,2510253,28102943
(주)아이티센,124500,16-Dec,-5043574,19587459
(주)아이티센,124500,17-Dec,1850442,36246034
(주)아이티센,124500,18-Dec,1448613,36655911
(주)아이티센,124500,19-Dec,3565516,41859724
(주)아이티엑스에이아이,99520,11-Dec,-173880,21287487
(주)아이티엑스에이아이,99520,12-Dec,110405,24568905
(주)아이티엑스에이아이,99520,13-Dec,2351219,36333828
(주)아이티엑스에이아이,99520,14-Dec,-2079209,34172583
(주)아이티엑스에이아이,99520,15-Dec,-15328714,21139501
(주)아이티엑스에이아이,99520,16-Dec,-6938378,14341817
(주)아이티엑스에이아이,99520,17-Dec,-337114,17168404
(주)아이티엑스에이아이,99520,18-Dec,-1917861,14816862
(주)아이티엑스에이아이,99520,19-Dec,-5062900,9798819
(주)아이티엠반도체,84850,19-Dec,36894277,259922235
(주)아즈텍더블유비이,32080,11-Dec,7360249,67327183
(주)아즈텍더블유비이,32080,12-Dec,4502433,74448024
(주)아즈텍더블유비이,32080,13-Dec,-2506540,71551502
(주)아즈텍더블유비이,32080,14-Dec,1952586,74211395
(주)아즈텍더블유비이,32080,15-Dec,3797826,77092659
(주)아즈텍더블유비이,32080,16-Dec,4318266,87277382
(주)아즈텍더블유비이,32080,17-Dec,-364557,87696732
(주)아즈텍더블유비이,32080,18-Dec,3925313,90678277
(주)아즈텍더블유비이,32080,19-Dec,4763021,95350332
(주)아진엑스텍,59120,14-Dec,2908545,25163741
(주)아진엑스텍,59120,15-Dec,1419306,24810020
(주)아진엑스텍,59120,16-Dec,1148670,27216857
(주)아진엑스텍,59120,17-Dec,6156377,39380321
(주)아진엑스텍,59120,18-Dec,4499819,43382879
(주)아진엑스텍,59120,19-Dec,2475375,43350436
(주)아톤,158430,19-Dec,-11450327,44992099
(주)아프리카티비,67160,11-Dec,986671,26654792
(주)아프리카티비,67160,12-Dec,2038143,32003980
(주)아프리카티비,67160,13-Dec,1027561,36889031
(주)아프리카티비,67160,14-Dec,3540822,43696599
(주)아프리카티비,67160,15-Dec,7555266,51317196
(주)아프리카티비,67160,16-Dec,12974685,64058399
(주)아프리카티비,67160,17-Dec,12985341,74706698
(주)아프리카티비,67160,18-Dec,22346092,97571031
(주)아프리카티비,67160,19-Dec,30152450,122452860
(주)안랩,53800,11-Dec,11926957,133400762
(주)안랩,53800,12-Dec,14694783,144886695
(주)안랩,53800,13-Dec,5493645,147553775
(주)안랩,53800,14-Dec,5188816,151599681
(주)안랩,53800,15-Dec,11401841,160634967
(주)안랩,53800,16-Dec,14428279,170946065
(주)안랩,53800,17-Dec,16414480,183040378
(주)안랩,53800,18-Dec,21739515,193151648
(주)안랩,53800,19-Dec,18946990,204264715
(주)안트로젠,65660,16-Dec,371660,34023831
(주)안트로젠,65660,17-Dec,738764,48768488
(주)안트로젠,65660,18-Dec,-961760,56072729
(주)안트로젠,65660,19-Dec,-4049845,68393649
(주)알로이스,297570,18-Dec,,
(주)알로이스,297570,19-Dec,-4020080,16522310
(주)알루코,1780,11-Dec,-1889289,139055896
(주)알루코,1780,12-Dec,-6996591,138959161
(주)알루코,1780,13-Dec,932069,142097467
(주)알루코,1780,14-Dec,6386857,142353290
(주)알루코,1780,15-Dec,16189929,173938244
(주)알루코,1780,16-Dec,17962110,206560840
(주)알루코,1780,17-Dec,10670151,214571423
(주)알루코,1780,18-Dec,14144863,223769204
(주)알루코,1780,19-Dec,-19720970,207703108
(주)알에프세미,96610,11-Dec,7452104,40842782
(주)알에프세미,96610,12-Dec,4723354,45092549
(주)알에프세미,96610,13-Dec,5573974,50049261
(주)알에프세미,96610,14-Dec,2509528,51978935
(주)알에프세미,96610,15-Dec,2580520,54222692
(주)알에프세미,96610,16-Dec,1509168,55144158
(주)알에프세미,96610,17-Dec,-671601,54151136
(주)알에프세미,96610,18-Dec,488260,55190977
(주)알에프세미,96610,19-Dec,-2417898,52551677
(주)알에프텍,61040,11-Dec,7738113,74433120
(주)알에프텍,61040,12-Dec,19009995,91310280
(주)알에프텍,61040,13-Dec,8162377,98832226
(주)알에프텍,61040,14-Dec,4509453,103151089
(주)알에프텍,61040,15-Dec,6734382,123505837
(주)알에프텍,61040,16-Dec,-1397722,120497343
(주)알에프텍,61040,17-Dec,-12804189,108821576
(주)알에프텍,61040,18-Dec,-9950369,94787092
(주)알에프텍,61040,19-Dec,-14095350,92637893
(주)알엔투테크놀로지,148250,16-Dec,1232656,21007501
(주)알엔투테크놀로지,148250,17-Dec,776801,21432654
(주)알엔투테크놀로지,148250,18-Dec,964679,22113449
(주)알엔투테크놀로지,148250,19-Dec,908425,31669746
(주)알테오젠,196170,14-Dec,826649,35635634
(주)알테오젠,196170,15-Dec,1154128,38307681
(주)알테오젠,196170,16-Dec,-3276813,45295933
(주)알테오젠,196170,17-Dec,-7812953,39548273
(주)알테오젠,196170,18-Dec,-6358237,66078000
(주)알테오젠,196170,19-Dec,1754111,71128721
(주)알톤스포츠,123750,11-Dec,1130803,38777740
(주)알톤스포츠,123750,12-Dec,3228265,40209446
(주)알톤스포츠,123750,13-Dec,1697112,43200642
(주)알톤스포츠,123750,14-Dec,4617051,50940074
(주)알톤스포츠,123750,15-Dec,-4138645,46648690
(주)알톤스포츠,123750,16-Dec,-3369318,48435674
(주)알톤스포츠,123750,17-Dec,-19181227,29435951
(주)알톤스포츠,123750,18-Dec,-1516129,27942097
(주)알톤스포츠,123750,19-Dec,-13797205,14109691
(주)알티캐스트,85810,13-Dec,16089094,86343215
(주)알티캐스트,85810,14-Dec,13002332,96702007
(주)알티캐스트,85810,15-Dec,810249,95596751
(주)알티캐스트,85810,16-Dec,1464905,95925918
(주)알티캐스트,85810,17-Dec,2466587,95422483
(주)알티캐스트,85810,18-Dec,-7007462,89158093
(주)알티캐스트,85810,19-Dec,-26597129,64823820
(주)알파홀딩스,117670,11-Dec,2237511,25501281
(주)알파홀딩스,117670,12-Dec,3063629,28028752
(주)알파홀딩스,117670,13-Dec,3694695,30908395
(주)알파홀딩스,117670,14-Dec,4497954,34542311
(주)알파홀딩스,117670,15-Dec,2580836,33736884
(주)알파홀딩스,117670,16-Dec,-42745872,45106283
(주)알파홀딩스,117670,17-Dec,-5720132,47333927
(주)알파홀딩스,117670,18-Dec,-5573730,50961753
(주)알파홀딩스,117670,19-Dec,-13637631,63798213
(주)애니플러스,310200,18-Dec,,
(주)애니플러스,310200,19-Dec,,
(주)애드바이오텍,179530,19-Dec,,
(주)액션스퀘어,205500,14-Dec,,
(주)액션스퀘어,205500,15-Dec,-8188170,28642577
(주)액션스퀘어,205500,16-Dec,-8741482,23687554
(주)액션스퀘어,205500,17-Dec,-12544739,13193216
(주)액션스퀘어,205500,18-Dec,-11100340,11916712
(주)액션스퀘어,205500,19-Dec,-8184727,21005051
(주)액토즈소프트,52790,11-Dec,11732885,92061708
(주)액토즈소프트,52790,12-Dec,10062970,104161385
(주)액토즈소프트,52790,13-Dec,15102288,196083035
(주)액토즈소프트,52790,14-Dec,-63605480,134275049
(주)액토즈소프트,52790,15-Dec,12896819,147108337
(주)액토즈소프트,52790,16-Dec,-28387222,119015928
(주)액토즈소프트,52790,17-Dec,645361,119068513
(주)액토즈소프트,52790,18-Dec,-31136239,89083998
(주)액토즈소프트,52790,19-Dec,26255856,112515004
(주)액트로,290740,18-Dec,20015390,70051903
(주)액트로,290740,19-Dec,8720361,77079687
(주)앤디포스,238090,16-Dec,14928811,80502541
(주)앤디포스,238090,17-Dec,8072425,80516581
(주)앤디포스,238090,18-Dec,-7856611,84581240
(주)앤디포스,238090,19-Dec,1822854,113465144
(주)앤씨앤,92600,11-Dec,6310713,65232422
(주)앤씨앤,92600,12-Dec,3193011,67643861
(주)앤씨앤,92600,13-Dec,-18609883,48502079
(주)앤씨앤,92600,14-Dec,-1907041,46874036
(주)앤씨앤,92600,15-Dec,8804943,55700834
(주)앤씨앤,92600,16-Dec,2024268,56943421
(주)앤씨앤,92600,17-Dec,-4411427,52813470
(주)앤씨앤,92600,18-Dec,-11332739,42086295
(주)앤씨앤,92600,19-Dec,3742415,57310139
(주)야스,255440,17-Dec,16240812,106672924
(주)야스,255440,18-Dec,36026981,140344773
(주)야스,255440,19-Dec,16318268,150634027
(주)양지사,30960,11-Jun,4951971,61487178
(주)양지사,30960,12-Jun,2851422,62278189
(주)양지사,30960,13-Jun,1418499,62543403
(주)양지사,30960,14-Jun,850414,62570276
(주)양지사,30960,15-Jun,-1401804,60088651
(주)양지사,30960,16-Jun,2839936,62033714
(주)양지사,30960,17-Jun,3579596,64975054
(주)양지사,30960,18-Jun,2603221,66773250
(주)양지사,30960,19-Jun,2316669,68087776
(주)어스앤에어로스페이스,263540,17-Dec,747316,41739690
(주)어스앤에어로스페이스,263540,18-Dec,-2063066,39543002
(주)어스앤에어로스페이스,263540,19-Dec,-33093325,3019270
(주)얼라인드제네틱스,238120,16-Dec,-1258639,24588788
(주)얼라인드제네틱스,238120,17-Dec,-1119306,23670938
(주)얼라인드제네틱스,238120,18-Dec,-2316206,21168027
(주)얼라인드제네틱스,238120,19-Dec,-135016,20991065
(주)에너토크,19990,11-Dec,3491563,24602767
(주)에너토크,19990,12-Dec,3866043,27872850
(주)에너토크,19990,13-Dec,2654017,29517357
(주)에너토크,19990,14-Dec,2771313,31537870
(주)에너토크,19990,15-Dec,2003468,33250946
(주)에너토크,19990,16-Dec,1991911,40683247
(주)에너토크,19990,17-Dec,617726,41220933
(주)에너토크,19990,18-Dec,1848310,42021058
(주)에너토크,19990,19-Dec,1163628,41435780
(주)에넥스,11090,11-Dec,6567704,45532196
(주)에넥스,11090,12-Dec,-12228770,32605421
(주)에넥스,11090,13-Dec,4136531,43382462
(주)에넥스,11090,14-Dec,5266894,53888280
(주)에넥스,11090,15-Dec,8253903,60086717
(주)에넥스,11090,16-Dec,1715248,58671091
(주)에넥스,11090,17-Dec,1371803,59541993
(주)에넥스,11090,18-Dec,812827,58352162
(주)에넥스,11090,19-Dec,-4011572,53527257
(주)에스디생명공학,217480,17-Dec,20518295,113431252
(주)에스디생명공학,217480,18-Dec,194851,112944866
(주)에스디생명공학,217480,19-Dec,-14793296,93111878
(주)에스디시스템,121890,11-Dec,-1296118,30579308
(주)에스디시스템,121890,12-Dec,52261,30554842
(주)에스디시스템,121890,13-Dec,-5488317,25036132
(주)에스디시스템,121890,14-Dec,3259497,28304007
(주)에스디시스템,121890,15-Dec,2871056,30299976
(주)에스디시스템,121890,16-Dec,-6881435,23101346
(주)에스디시스템,121890,17-Dec,-9147176,13979665
(주)에스디시스템,121890,18-Dec,-5637766,16753928
(주)에스디시스템,121890,19-Dec,-13517163,6310972
(주)에스비에스,34120,11-Dec,58037245,533338919
(주)에스비에스,34120,12-Dec,28891809,549019915
(주)에스비에스,34120,13-Dec,26650268,563455333
(주)에스비에스,34120,14-Dec,-3351903,541915023
(주)에스비에스,34120,15-Dec,34592271,569110220
(주)에스비에스,34120,16-Dec,-1085801,542811860
(주)에스비에스,34120,17-Dec,14014096,557785630
(주)에스비에스,34120,18-Dec,1501180,560713049
(주)에스비에스,34120,19-Dec,3278960,560708925
(주)에스비에스콘텐츠허브,46140,11-Dec,22809343,109698083
(주)에스비에스콘텐츠허브,46140,12-Dec,21653184,128795927
(주)에스비에스콘텐츠허브,46140,13-Dec,24817592,151361446
(주)에스비에스콘텐츠허브,46140,14-Dec,8840270,155685077
(주)에스비에스콘텐츠허브,46140,15-Dec,6551020,157041998
(주)에스비에스콘텐츠허브,46140,16-Dec,2780341,156265425
(주)에스비에스콘텐츠허브,46140,17-Dec,-5893584,148636405
(주)에스비에스콘텐츠허브,46140,18-Dec,5164011,153156026
(주)에스비에스콘텐츠허브,46140,19-Dec,1682833,153571342
(주)에스씨디,42110,11-Dec,1818276,53696531
(주)에스씨디,42110,12-Dec,257869,59689357
(주)에스씨디,42110,13-Dec,7444065,67266818
(주)에스씨디,42110,14-Dec,9333794,76395366
(주)에스씨디,42110,15-Dec,9841610,86971795
(주)에스씨디,42110,16-Dec,5819792,92586050
(주)에스씨디,42110,17-Dec,2563395,95237186
(주)에스씨디,42110,18-Dec,5811352,98491671
(주)에스씨디,42110,19-Dec,-2747328,94725955
(주)에스아이리소스,65420,11-Dec,1061447,39027036
(주)에스아이리소스,65420,12-Dec,-2137999,37249211
(주)에스아이리소스,65420,13-Dec,112161,37192291
(주)에스아이리소스,65420,14-Dec,-11880282,25291903
(주)에스아이리소스,65420,15-Dec,-10620743,15635231
(주)에스아이리소스,65420,16-Dec,-3898280,11228279
(주)에스아이리소스,65420,17-Dec,1754705,15107112
(주)에스아이리소스,65420,18-Dec,-1778558,16942342
